회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출원가(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),매출원가(*)(IFRS연결)(천원),당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),영업이익(개별),영업이익(연결),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원)
(주)지에스리테일,7070,17-Dec,7946892573,6474296757,8266567148,6707255114,144814544,115101857,154734672,165713644,2050640898,2393343968,3882471359,5092274321
(주)지에스리테일,7070,18-Dec,8354476258,6610423106,8691612313,6852864327,113597721,132335837,139172633,180259204,2103064752,2458348559,3911090432,5098880173
(주)지에스리테일,7070,19-Dec,8621105977,6792417885,9006928793,7064845658,114283684,143624028,180325417,238835956,2180734736,2567095525,5581930140,7049658160
(주)지에스이,53050,11-Dec,101624489,84230568,,,3939542,,6832444,0,40411093,,114853773,
(주)지에스이,53050,12-Dec,117722401,99669574,,,3832996,,5730585,0,42819402,,119020272,
(주)지에스이,53050,13-Dec,139282677,120039922,,,3925751,,5904051,0,46752485,,136042427,
(주)지에스이,53050,14-Dec,144389445,124186554,,,3963334,,5852928,0,47909030,,137122506,
(주)지에스이,53050,15-Dec,123138989,101295862,,,5182025,,6912172,0,50820512,,131095904,
(주)지에스이,53050,16-Dec,104151463,81819441,,,5658455,,7251905,0,55043889,,135258608,
(주)지에스이,53050,17-Dec,108460693,86194422,,,4943948,,6385778,0,62689062,,145461519,
(주)지에스이,53050,18-Dec,133549316,108854497,,,5802790,,7349937,0,66367414,,153465901,
(주)지에스이,53050,19-Dec,136363228,112226004,,,4293621,,5593577,0,69133372,,159269231,
(주)지엔씨에너지,119850,13-Dec,67371177,58801818,68530176,59553339,4188079,4370736,5605439,5844974,39761177,40150796,64666120,65268669
(주)지엔씨에너지,119850,14-Dec,72405074,63293484,,,4185914,,5253582,0,50978401,,80725643,
(주)지엔씨에너지,119850,15-Dec,110279624,96503263,,,6387648,,9195668,0,56689467,,88801505,
(주)지엔씨에너지,119850,16-Dec,116438228,101823742,,,6920905,,10827395,0,60662575,,98000593,
(주)지엔씨에너지,119850,17-Dec,91843079,81074773,96667918,85505244,5719309,5829872,6562447,6699874,66129399,69758868,103251521,114247941
(주)지엔씨에너지,119850,18-Dec,96609465,87640699,126053839,111709095,6102783,7429658,5140564,6521623,72231283,82882024,108366448,127220630
(주)지엔씨에너지,119850,19-Dec,120307775,110453314,168346052,150637864,5515583,8129796,5924608,9064781,77145120,93027804,118854145,142435514
(주)지엔코,65060,11-Dec,112205679,38374791,123226245,40744767,10400914,6490269,15622785,15291451,90215842,86282336,130779595,127459878
(주)지엔코,65060,12-Dec,120720326,44466488,130981132,46505884,8389619,4369516,10801885,12500588,104717011,95354213,156295599,147669180
(주)지엔코,65060,13-Dec,113736251,40449038,131984780,47565159,5210912,1251178,8015292,8732236,114225837,134413443,175725797,204520490
(주)지엔코,65060,14-Dec,109550172,42592881,129496221,49631944,-3052572,-8980239,3404518,3844993,112115693,126359627,178514330,208043121
(주)지엔코,65060,15-Dec,104657590,44309571,123936747,52842872,1068660,49772,1952277,-20601,122031532,140266357,181414655,217321791
(주)지엔코,65060,16-Dec,102649214,44133522,121811659,51061130,-186704,-5866255,1450410,1089119,160290163,178694271,201571377,236652625
(주)지엔코,65060,17-Dec,106151352,41728193,143172561,54925791,-16220355,-13585804,3535258,9951030,149952477,204725655,207595634,289551147
(주)지엔코,65060,18-Dec,106567681,45010252,146403712,84583497,-38366123,-45988003,1015964,-25291250,115428501,168816428,186917368,278885406
(주)지엔코,65060,19-Dec,101363573,42172360,155909866,77363724,-23480171,-21604307,779371,-7597802,93296610,147481839,172054008,248155717
(주)지투알,35000,11-Dec,16224860,0,324079349,227085936,2425544,7540087,3494841,12807212,98471678,105297100,101896930,366689626
(주)지투알,35000,12-Dec,14244842,0,335845836,230427375,4387621,12284957,2269794,15107915,99658526,113198587,102429927,363912590
(주)지투알,35000,13-Dec,10057374,0,349083885,234973694,543221,12425607,-1547191,16133938,96607043,121654051,98945423,408525165
(주)지투알,35000,14-Dec,11291175,0,385598133,266008470,327282,9537454,-751232,12839344,93476022,125379060,97427105,398436358
(주)지투알,35000,15-Dec,21115191,4315519,479291301,344459641,2991641,11602353,2513443,13807788,93343731,134923509,99879541,482838658
(주)지투알,35000,16-Dec,23083693,7281753,407958969,263343240,223067,14944295,1797973,19588688,90289437,146078677,96852015,507061896
(주)지투알,35000,17-Dec,28958174,5140728,501300688,346130356,9811131,14082627,9334287,19713358,96570130,156906302,103271138,591065990
(주)지투알,35000,18-Dec,17217911,1453832,538206688,368411004,545154,15276268,1163929,25412263,92879525,130424062,98158988,632827969
(주)지투알,35000,19-Dec,26765282,255985,542087211,375247011,-3211764,15258857,10672022,21891879,85504065,142912574,106847186,503688015
(주)지티지웰니스,219750,18-Dec,19704882,11490725,21507391,12398841,-6357369,-5902359,-2322233,-3081136,20010578,19677954,28446187,28965936
(주)지티지웰니스,219750,19-Dec,27160757,13878007,30274164,16053813,1250667,-5142121,-3635989,-4589381,20635416,14548398,46220807,40400462
(주)진도,88790,11-Dec,142639104,74679330,142695415,74752263,7478466,7337766,17723552,17582902,77139226,76845112,179809824,180096209
(주)진도,88790,12-Dec,160506351,91263737,160506351,91263737,-5100036,-5209893,9999869,9889909,68225342,67796508,191145339,191274512
(주)진도,88790,13-Dec,152534448,89368105,152597884,90173343,973576,208624,7054579,6289729,69325534,68153639,184327904,183720537
(주)진도,88790,14-Dec,120945801,70210823,120942207,70211271,7672671,7621145,4975163,4923641,76980520,75748347,157177480,156519480
(주)진도,88790,15-Dec,121850734,70964003,121729207,70837331,3300999,3261987,5193282,5154401,90249728,88966448,151536706,150834580
(주)진도,88790,16-Dec,123053044,68547939,122963037,68441738,8120194,8308762,10745239,10936811,95605309,95572756,148839254,149339658
(주)진도,88790,17-Dec,128185894,70061542,128260410,70108016,9642813,9499896,11601630,11458829,102663121,102511045,157997847,158369197
(주)진도,88790,18-Dec,120062514,66878834,120088128,66907024,5625349,5597072,7342620,7314679,104891160,104714217,160381849,160710502
(주)진도,88790,19-Dec,77873162,46970612,77872969,46974051,-2728260,-2731180,-2918727,-2921233,100272885,100084150,144761806,145086134
(주)진로발효,18120,11-Dec,75871127,62554508,,,10073629,,10608258,0,105872509,,117858520,
(주)진로발효,18120,12-Dec,80608453,65529067,,,15462127,,12940031,0,49431230,,62521841,
(주)진로발효,18120,13-Dec,81633417,61073298,,,14116098,,18339417,0,56001222,,65883156,
(주)진로발효,18120,14-Dec,85704504,64499271,,,16282262,,19421413,0,64163764,,78141555,
(주)진로발효,18120,15-Dec,88652274,64865160,,,17576395,,21657367,0,74301812,,91852169,
(주)진로발효,18120,16-Dec,85276173,61924702,86807974,62771915,17938490,18054564,21287947,21447015,83664824,84724058,99213651,101067728
(주)진로발효,18120,17-Dec,86702020,64526524,88458680,65546364,15854031,15498942,19813348,19995014,90298050,91002194,105718949,107030438
(주)진로발효,18120,18-Dec,85779330,66524742,86941312,67053815,14059263,14259870,16512114,16523349,100367258,101272009,114287421,115861699
(주)진로발효,18120,19-Dec,86574385,68065947,88418165,68878272,14127156,14256666,16179027,16490054,78361636,79395896,89229457,91083610
(주)진매트릭스,109820,11-Dec,5755220,3517102,9984407,5604249,-973755,-963626,-591308,-634409,14194131,15738566,20594127,22619582
(주)진매트릭스,109820,12-Dec,5607851,3728152,8056984,4827032,-2064376,-2493527,-734497,-1170984,12709636,13917982,18430087,20346417
(주)진매트릭스,109820,13-Dec,4371365,2985171,7290677,3830688,-1551181,-1441755,-1545187,-1417670,11308717,12779519,17850736,19676768
(주)진매트릭스,109820,14-Dec,4010520,2758455,6676387,3654089,-1115787,-1114114,-1451892,-1321787,10381946,11887953,15256120,17050445
(주)진매트릭스,109820,15-Dec,4111744,2773396,5315268,2957794,-1980580,-2383691,-1525301,-2161992,8821831,10037169,19403078,20781912
(주)진매트릭스,109820,16-Dec,3827557,2791815,5079868,3149303,-3753979,-4084844,-3493741,-3980558,12603461,13602029,18256890,19333902
(주)진매트릭스,109820,17-Dec,3856961,2879170,5189163,3332187,-1408079,-1734513,-1405405,-1762234,11230802,11945129,16343467,17743477
(주)진매트릭스,109820,18-Dec,3639778,2728292,4734901,2978997,-3165130,-3286742,-2459882,-2806391,11067410,11397197,30420878,31518643
(주)진매트릭스,109820,19-Dec,5050418,3263279,,,-1173032,,-2354697,0,15249368,,28455836,
(주)진바이오텍,86060,11-Dec,18693491,14917471,29055364,23760290,859876,310324,1108190,1286376,20888971,19480268,32036251,46269250
(주)진바이오텍,86060,12-Dec,27858182,23479804,58904010,50414081,518948,-115072,943269,1276101,20980696,21273662,31467345,45775602
(주)진바이오텍,86060,13-Dec,23854139,19619229,55036860,48124746,-1645083,-831772,1152670,165048,21814417,23098918,30905158,48350789
(주)진바이오텍,86060,14-Dec,21037328,16949320,51589121,43913808,1212943,146371,1221600,1010942,23326756,23420288,28976305,47342870
(주)진바이오텍,86060,15-Dec,21282663,16271770,52256321,44429924,-127550,583715,1956807,1066768,25929965,26626136,28789903,49210506
(주)진바이오텍,86060,16-Dec,21863964,16322222,55632112,44995067,1890134,2534636,2181312,3445108,35268677,36535511,39044261,59157362
(주)진바이오텍,86060,17-Dec,20027071,14722996,55533770,45786364,1093531,1846735,1778167,2312141,35383095,38055555,38091753,59542775
(주)진바이오텍,86060,18-Dec,22174184,16576838,62809113,48086594,-373997,2552524,1914806,6270669,38754442,45306492,42313954,72627064
(주)진바이오텍,86060,19-Dec,23269009,18880504,58244821,48545482,-1678335,-27167,746756,841408,35347065,43330615,39577106,67932582
(주)진성티이씨,36890,11-Dec,178383974,147894688,201292433,166543299,13982480,15750695,19272084,21980472,43009927,52149260,292763750,314461593
(주)진성티이씨,36890,12-Dec,171744049,146454999,178357185,151656736,6068544,4336896,12203760,10214260,59388609,65020180,209627064,222332290
(주)진성티이씨,36890,13-Dec,159200725,136350516,168183288,144047693,3739185,2105279,9923383,8160924,57034518,61320726,148622995,162791361
(주)진성티이씨,36890,14-Dec,180173009,150321524,186368849,154716465,10193098,9674216,16386956,15335887,66581496,71544664,158397376,168134853
(주)진성티이씨,36890,15-Dec,180774307,148421474,177316918,144531291,15569476,12817774,18900592,14948906,83304889,86691027,162500451,169680682
(주)진성티이씨,36890,16-Dec,156173936,135427002,177809619,147694854,6118318,9918527,7343939,11487847,92943848,99444824,152113068,169234374
(주)진성티이씨,36890,17-Dec,216477731,185294633,244350833,203734099,8389162,10018452,14728790,18938632,97876467,102989804,163332598,192429371
(주)진성티이씨,36890,18-Dec,295680054,262418310,354679313,298981087,18889220,21690773,22007882,27979167,112521883,120607080,174812208,249946510
(주)진성티이씨,36890,19-Dec,277312154,241903081,355564462,292879171,19068211,22006287,21754182,29925876,127652132,139672730,180904124,275526028
(주)진양홀딩스,100250,11-Dec,7439760,1637579,266247236,223709617,8418492,16333703,5190685,19257810,170651444,357823686,170756820,516628401
(주)진양홀딩스,100250,12-Dec,8970367,1988209,266151094,224375715,8515241,10611458,6084016,18177656,172701273,352874506,173309461,507752899
(주)진양홀딩스,100250,13-Dec,11666930,2071643,266143987,219959523,13870661,24387711,8656640,22307254,180591632,367118981,181856232,528198182
(주)진양홀딩스,100250,14-Dec,12219120,1844765,273558038,225080105,10357245,21532140,8996080,22574443,183765153,376855148,184810334,533931547
(주)진양홀딩스,100250,15-Dec,11903440,1680437,260895997,210702376,10893645,5469265,8754632,23449357,183472453,368261929,184488833,536626201
(주)진양홀딩스,100250,16-Dec,9929300,0,259705111,209867792,5962323,34773358,6441064,22405268,182156037,393773447,182348583,554262857
(주)진양홀딩스,100250,17-Dec,13058773,3395561,265225266,223095605,10374870,17435960,8067341,15689468,186553458,400311568,188078276,552714840
(주)진양홀딩스,100250,18-Dec,27395154,3445826,241827150,209087616,31506350,4644024,22340777,9302659,209507689,359086455,237028923,496161913
(주)진양홀딩스,100250,19-Dec,9279890,2057163,225284561,189380604,10614832,22883349,5271935,12873509,211736946,372690770,237991298,513948279
(주)진에어,272450,17-Dec,888388275,734019176,,,74084557,,96912373,0,231800284,,498274611,
(주)진에어,272450,18-Dec,1010677676,864506348,1010677676,864506348,44468970,44468970,62980928,62980928,266193647,266193647,519526006,519526006
(주)진에어,272450,19-Dec,910158184,876682283,,,-56651756,,-48827478,0,191747541,,704417548,
(주)차바이오텍,85660,11-Dec,98399942,83240092,337756812,308493701,-6503253,3615669,-9707847,6046330,258647468,285459389,354100256,475019670
(주)차바이오텍,85660,12-Dec,134774291,111645691,461140505,371156834,3537527,23912605,1017275,40429743,268469321,331414281,344759724,518469960
(주)차바이오텍,85660,13-Dec,155551210,123979440,528119569,411040164,6476338,25855366,7978948,48023596,310001725,512344917,390774048,685465596
(주)차바이오텍,85660,14-Dec,13983481,6909313,345344709,292807704,-1995737,2852019,-9559119,11662847,223405537,437454303,277390339,620884544
(주)차바이오텍,85660,15-Dec,16096044,7526520,393781632,266910969,-19592357,-12904658,-5915435,17644790,212091092,446563340,266667720,644831253
(주)차바이오텍,85660,16-Dec,18863615,8052814,449260920,297652246,4130633,27400468,-1852104,39774019,219009516,378861183,319047337,768929187
(주)차바이오텍,85660,17-Dec,22345816,8462528,418882086,294832977,-45034262,-45938569,-4740892,-6703946,168667889,409199482,297631232,785602167
(주)차바이오텍,85660,18-Dec,26792723,7738101,488599592,320879087,-13311033,36096903,-2163575,19014790,197392368,550246708,283636589,947531799
(주)차바이오텍,85660,19-Dec,30319513,10320984,534611812,354494311,43798228,52368083,-308276,5837297,239279404,666298345,320192650,1162923422
(주)창해에탄올,4650,14-Dec,72425251,56668709,235205345,167868640,6801979,12125122,10897926,21678408,90419601,146030890,106356306,311314288
(주)창해에탄올,4650,15-Dec,72700989,54750362,227496262,155595271,10053153,14935517,12891098,22358022,104289443,189714625,115097690,343665015
(주)창해에탄올,4650,16-Dec,70904350,52066240,212584058,144086528,11462574,-2822005,12449791,7832361,112190284,188099091,179370471,414543168
(주)창해에탄올,4650,17-Dec,91978086,70340251,216935119,158151777,7346679,12088782,13652771,12154713,101554738,182088221,168501703,383132532
(주)창해에탄올,4650,18-Dec,96390226,69634686,195358261,141077934,13160623,-14549965,20768619,10459443,108052245,158580228,161229994,365404238
(주)창해에탄올,4650,19-Dec,95102047,70603257,187283715,146453567,13347284,10765168,18466917,8878759,113017030,126801643,158091079,193042599
(주)천보,278280,19-Dec,96951371,77622116,135310691,106195746,15648792,23052431,17901299,27195971,201908608,210603657,210937373,235236916
(주)천일고속,650,11-Dec,52470363,44552939,,,2691347,,2821416,0,41103555,,54678596,
(주)천일고속,650,12-Dec,55283118,49199296,,,1821997,,-507487,0,41176384,,57227639,
(주)천일고속,650,13-Dec,57109333,48184007,,,5882776,,1335759,0,44576478,,60338619,
(주)천일고속,650,14-Dec,60153710,48816539,,,4809292,,2631640,0,46258643,,62273002,
(주)천일고속,650,15-Dec,58862178,47048096,,,4627904,,2824152,0,49181600,,63067608,
(주)천일고속,650,16-Dec,58413361,47934784,,,2499166,,1080851,0,38855135,,52541981,
(주)천일고속,650,17-Dec,55245922,48181106,,,27103912,,-2011368,0,47138780,,67842442,
(주)천일고속,650,18-Dec,55559198,49835965,,,-207254,,-3153332,0,61883654,,80409027,
(주)천일고속,650,19-Dec,59633085,51424487,,,722509,,560732,0,51003767,,80044782,
(주)체리부로,66360,17-Dec,314521263,276603814,361252806,302202379,20596387,21136845,9467566,24556887,105652727,109179174,204540574,255024663
(주)체리부로,66360,18-Dec,255938221,234877005,293825285,262965501,-8747908,-9746988,-3132577,-492551,95596674,101034825,205008167,268293663
(주)체리부로,66360,19-Dec,271426120,260414337,301486507,284234473,-19616675,-20564273,-13899513,-14451894,90873535,95885517,217017651,280388592
(주)체시스,33250,11-Jun,87684354,75564985,81218776,69645848,5086327,6278112,8423447,7523790,30435505,28929063,89712000,88634838
(주)체시스,33250,12-Jun,108100877,93628938,109484235,97281117,8157850,4682185,8644459,6059337,38209012,33174039,96400232,91725421
(주)체시스,33250,13-Jun,94840917,85270031,98432610,89869954,1312165,-123282,2924917,2087021,38747913,32275412,99742857,94630897
(주)체시스,33250,14-Jun,71659244,68688009,74639754,72895375,-4829317,-7458813,-2293854,-3872398,34072157,25191185,97449106,89059900
(주)체시스,33250,15-Jun,56546263,53923448,58673590,56158482,-4094265,-4629991,-2365239,-2991995,26642465,25034094,87973696,86353573
(주)체시스,33250,16-Jun,49846877,43530948,52151045,46344887,427679,-428297,2196093,1730714,36264010,33869296,88371235,91063246
(주)체시스,33250,17-Jun,51730597,47274568,55923698,54262806,-4109926,-4184350,-1451072,-2515138,31896509,29456835,83621431,84911532
(주)체시스,33250,18-Jun,42552033,41698296,66732283,62409046,-4903549,-1829453,-3120868,-314855,27652389,28460250,83336133,90966526
(주)체시스,33250,19-Jun,36518844,35292656,55618890,52921712,-3754648,-3697513,-2909016,-1500505,25873435,26702620,83088663,88630380
(주)초록뱀미디어,47820,11-Dec,16811458,12873089,18256808,14205231,868593,796309,1110820,658617,24143184,24757179,28584511,29416979
(주)초록뱀미디어,47820,12-Dec,29070195,24598758,31945539,27201928,1556919,1483681,1521294,1468329,25928616,26198491,27255612,27916272
(주)초록뱀미디어,47820,13-Dec,22534734,21162932,22644891,21210528,-2530727,-2364551,-1889658,-1883584,23438863,23594959,24860465,25121960
(주)초록뱀미디어,47820,14-Dec,25541231,25072496,25576121,25089854,-1924197,-2029633,-2130510,-2142165,21514666,21617397,26785177,26896001
(주)초록뱀미디어,47820,15-Dec,24807440,24439682,24842314,24448054,-721034,-614223,-2355222,-2340149,63775707,64167131,102352547,114401924
(주)초록뱀미디어,47820,16-Dec,51630185,44267832,105907923,90104613,2536113,4883169,4505635,7727762,67978632,72257432,110227736,124196884
(주)초록뱀미디어,47820,17-Dec,26438093,23286941,58844075,50334749,-10691827,-13339849,1016689,99109,81785835,81901923,99133105,111076858
(주)초록뱀미디어,47820,18-Dec,45662389,40260280,63870939,54155866,-15786152,-15458347,2402547,1283232,91638448,91101006,164541543,169114745
(주)초록뱀미디어,47820,19-Dec,36286419,32167170,48519671,43072710,5915643,8243682,1446554,1401878,104682184,106293426,180301470,186524565
(주)초록뱀이앤엠,131100,11-Dec,56077407,45239418,,,4481073,,5957057,0,43643822,,64111408,
(주)초록뱀이앤엠,131100,12-Dec,52002857,43915821,51903768,44364827,909688,-599696,1819655,301721,45855883,44301624,82166108,86658960
(주)초록뱀이앤엠,131100,13-Dec,50402294,43393529,54087343,46247961,-14650,-1928674,526131,-1920930,46292549,43451548,95417041,101255908
(주)초록뱀이앤엠,131100,14-Dec,51770724,46832756,54579309,49546024,-1759571,-6364604,-1624995,-4925928,50716234,43586724,113772085,123508200
(주)초록뱀이앤엠,131100,15-Dec,44833034,43607518,56447508,55491198,-11709325,-10839877,-4744724,-9486605,34533150,34649978,93550943,102386014
(주)초록뱀이앤엠,131100,16-Dec,35428021,36561400,35470768,36648713,-35415028,-35550736,-7154382,-9069307,11677046,11500607,51752359,51776739
(주)초록뱀이앤엠,131100,17-Dec,24000916,23873820,24000916,23873820,-9070398,-9567127,-4352111,-4434274,5474316,5399628,30335832,30346571
(주)초록뱀이앤엠,131100,18-Dec,41740389,36464218,41740437,36460004,-12985408,-13055479,631058,475005,31340019,31257405,52505576,52599825
(주)초록뱀컴퍼니,52300,11-Dec,24611603,20597289,32124072,26462134,-2658444,-4803591,934292,-2748443,19132129,16233863,21489913,20287478
(주)초록뱀컴퍼니,52300,12-Dec,15070935,13411255,26406770,21928943,-7130681,-3581554,-1202961,-2389922,19998993,23904508,30792695,50359740
(주)초록뱀컴퍼니,52300,13-Dec,18675783,16383554,63267930,47418416,-1256709,506971,213854,2779086,24166497,23364958,37831143,54730099
(주)초록뱀컴퍼니,52300,14-Dec,18836769,16848908,48363507,39989534,-5554857,-4945550,-2909144,-2222590,31476801,31272751,36000120,38724966
(주)초록뱀컴퍼니,52300,15-Dec,12995546,11997913,15426376,14181473,3672018,4117378,-3254341,-3493428,44161108,44083174,58149374,58338825
(주)초록뱀컴퍼니,52300,16-Dec,15490459,11590883,17732780,12662268,3806907,7882788,1516987,1722995,66826822,74848127,99565125,108560831
(주)초록뱀컴퍼니,52300,17-Dec,19767489,15555198,32421565,25919077,5126874,3129900,1482823,1412124,79467621,83674011,113683574,118083662
(주)초록뱀컴퍼니,52300,18-Dec,51119783,45570296,51995890,49970999,-1771664,-4449428,1389563,-3609529,85759746,89815770,148076955,153849231
(주)초록뱀컴퍼니,52300,19-Dec,17882006,16293625,18023834,16436787,-12956106,-17710635,-3090227,-3768654,87532803,86969632,141477158,142431125
(주)초록뱀헬스케어,118000,11-Dec,34386312,28802757,,,-12527851,,-6769422,0,16554120,,58089712,
(주)초록뱀헬스케어,118000,12-Dec,22314788,19974291,,,-6406159,,-3351476,0,22404395,,30389424,
(주)초록뱀헬스케어,118000,13-Dec,9320497,8412607,12465767,10033937,-4205018,-4562578,-4396197,-4729705,15701259,16044154,19814271,21967531
(주)초록뱀헬스케어,118000,14-Dec,6055437,6211463,11762226,8683619,-7963290,-9039152,-5146348,-6066957,9048085,8315117,19121988,19672574
(주)초록뱀헬스케어,118000,15-Dec,6112892,6785447,11450628,10529146,-6864242,-7752774,-6503461,-7501839,8006993,6185493,16844156,16405118
(주)초록뱀헬스케어,118000,16-Dec,6129491,6253039,11232856,11893267,-6816006,-8620667,-4064323,-5748114,17062532,13436371,29456774,28844768
(주)초록뱀헬스케어,118000,17-Dec,8510642,6530342,36880327,32968436,-6537566,-2903862,-3137238,-4594507,18471648,18709479,23040074,36741415
(주)초록뱀헬스케어,118000,18-Dec,12261187,11140260,34471966,32511579,-11855535,-12109842,-4971658,-6628226,18522159,18511106,49381964,61440300
(주)초록뱀헬스케어,118000,19-Dec,8219793,6777589,56155489,51853327,-5035102,-4806227,-417291,-81996,35500039,35935017,60409225,69804708
(주)칩스앤미디어,94360,13-Dec,10014759,0,10014759,0,707842,724320,1248615,1272818,13412872,13157117,18023644,17773546
(주)칩스앤미디어,94360,14-Dec,10808046,0,10808046,0,2506591,2518110,2019944,2029694,15892804,15649355,19664010,19427600
(주)칩스앤미디어,94360,15-Dec,12049114,0,12049114,0,2926492,2914838,2369672,2347561,25639877,25385482,27810373,27612999
(주)칩스앤미디어,94360,16-Dec,13680081,0,13680081,0,3472628,3554887,2731842,2807134,29379125,29203986,31748862,31641419
(주)칩스앤미디어,94360,17-Dec,9055718,0,9055718,0,-2274626,-2323250,-1463497,-1512790,26749519,26521263,29206913,29007462
(주)칩스앤미디어,94360,18-Dec,14147251,0,14147251,0,2674543,2642267,2053837,2022902,28803552,28544039,32078719,31857435
(주)칩스앤미디어,94360,19-Dec,16148210,0,16148210,0,4510078,4521550,3583888,3594632,32341004,32093453,36098846,35860269
(주)카나리아바이오,16790,18-Dec,104831273,90531370,,,-549836,,1281685,0,56825989,,94051474,
(주)카나리아바이오,16790,19-Dec,118172502,100050280,,,3244667,,6132968,0,59455607,,97377192,
(주)카스,16920,11-Dec,102836780,73590292,114386669,79513047,2118770,-1180467,3595216,472621,48126781,42000630,104875852,105053108
(주)카스,16920,12-Dec,109174630,81178791,121747051,87857322,660369,1127041,4984757,4775687,47873134,40561933,113418622,113300349
(주)카스,16920,13-Dec,112744642,80498238,123939796,83652880,-1534622,1036817,4150898,3940346,45320379,40582532,114727539,117374422
(주)카스,16920,14-Dec,119257857,85680917,131205637,90540087,-4924991,-5760636,-889381,-2393824,42797932,37836929,127855414,130907852
(주)카스,16920,15-Dec,118069398,86255499,127715459,92020058,-917481,-2160921,879430,757885,40508959,34476938,126417282,129570571
(주)카스,16920,16-Dec,119712557,88542104,131642970,94130575,-1201449,-2860998,2736149,2817770,40303763,32066980,120099217,121662181
(주)카스,16920,17-Dec,127507418,92932601,139411042,97495884,2074938,1880608,5443266,6685122,47139472,37135953,118562088,116218525
(주)카스,16920,18-Dec,124410614,90925366,139976846,99440902,2005107,2566879,6257385,7502783,50182337,40782924,127522433,122741403
(주)카스,16920,19-Dec,118334377,87764963,135786057,96911249,1045906,2953775,1449043,3731483,49354929,42317203,130119299,129321340
(주)카이노스메드,284620,18-Dec,,,,,,,0,0,,,,
(주)카이노스메드,284620,19-Dec,,,,,,,0,0,,,,
(주)카카오,35720,17-Dec,978700276,0,1972326479,0,217553835,125093899,97550822,165379527,3557709586,4507819805,4956877856,6349428455
(주)카카오,35720,18-Dec,1173924652,0,2416992441,0,90230380,15888859,122366055,72948890,4751343250,5627157564,6202838879,7959542105
(주)카카오,35720,19-Dec,1513471073,0,3070111365,0,-259705693,-341924578,196063925,206786222,4858310828,5740117751,6484360617,8737255756
(주)카프로,6380,11-Dec,1172755354,937215684,,,156956267,,213535956,0,513071571,,887539265,
(주)카프로,6380,12-Dec,956645951,959517950,,,-19241495,,-24023904,0,457006430,,734636253,
(주)카프로,6380,13-Dec,771815251,867218400,,,-89163165,,-112742848,0,358743164,,643433406,
(주)카프로,6380,14-Dec,391544586,480969384,,,-79209119,,-101443808,0,281485897,,498408333,
(주)카프로,6380,15-Dec,214969886,258629924,,,-6053912,,-48281483,0,260215782,,437356251,
(주)카프로,6380,16-Dec,345463576,352701064,,,-7623258,,-15982733,0,251937057,,473850324,
(주)카프로,6380,17-Dec,541296270,503557044,,,12348741,,24242061,0,263589090,,462168690,
(주)카프로,6380,18-Dec,579260058,549172132,,,10043082,,15643112,0,269691606,,433099364,
(주)카프로,6380,19-Dec,440234409,473964579,,,-82819230,,-47388925,0,184515146,,364396473,
(주)캐리소프트,317530,19-Dec,9432284,0,9724378,0,-1868074,-1956383,-1628005,-1712998,18425328,17750178,21784622,21133741
(주)캐스텍코리아,71850,14-Dec,139413714,119794969,203192858,172583077,6118149,7645647,8468104,14123609,93080028,97605178,184624822,208916770
(주)캐스텍코리아,71850,15-Dec,151507909,128523040,217935252,184794754,9399578,9835870,11105496,15596216,99470742,105044969,203901458,229525463
(주)캐스텍코리아,71850,16-Dec,157893100,136990441,226605079,194520199,7260023,7429423,9251098,13710279,104823049,109089571,217766044,243371092
(주)캐스텍코리아,71850,17-Dec,152504970,135246881,209549600,185966278,3436728,2890996,6792475,6659083,107244077,107136525,238562123,261098687
(주)캐스텍코리아,71850,18-Dec,144079697,131751576,207721128,189753862,3537225,1069467,4249037,4952084,127969911,125875541,258107077,290374346
(주)캐스텍코리아,71850,19-Dec,123324843,114941195,190066501,176945685,-3534504,-5731533,111740,-1924023,123842910,121718304,259233643,292991021
(주)캠시스,50110,11-Dec,172130472,155026083,183374620,168332065,3320265,-5461319,6657689,1169748,86108901,79089229,128586068,124662007
(주)캠시스,50110,12-Dec,222390046,204776770,256329010,234258494,-1310772,-6060110,5298822,5186841,85743369,73341259,160450806,158755302
(주)캠시스,50110,13-Dec,330799563,296604975,380865129,332251421,7474422,10240104,17610115,25961667,98528005,87801543,220680014,225439735
(주)캠시스,50110,14-Dec,295069089,274225112,396179179,345310781,-1831334,3410993,222202,19111343,96150794,93046882,217365315,243011788
(주)캠시스,50110,15-Dec,346206609,315270195,422331671,380128908,9994421,929100,7919507,7870809,109463070,99129758,232832371,258329414
(주)캠시스,50110,16-Dec,312901709,278661927,365821939,347443455,-24828684,-28107599,8711410,-17665754,105049478,89149181,246285543,255517072
(주)캠시스,50110,17-Dec,374629529,345253686,424429402,377408250,-53577688,-34424456,-29210315,13720789,65837782,65676783,216896457,256174816
(주)캠시스,50110,18-Dec,381517357,345735478,544489393,490264610,18904534,11320514,9474630,16008361,77530870,102378176,233595526,323293107
(주)캠시스,50110,19-Dec,467852457,430653483,684815526,626219791,7603813,4200251,6090085,16005131,105945547,132235387,318210958,432593959
