,회사명,거래소코드,회계년도,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율
13573,차이나크리스탈신소재홀딩스,900250,17-Dec,7.14,12.67,5.58,128.37,6.57,8.09,58.01,39.71,13.58,14.77,47.93,12.24,0.31,24,3.57,1.13,12.37,0.34,3.13,0.44,806.97,787.06,679.41,11.2,1.91,127.51,43.09,672.07,89.93,2.12,68.23,69.96,296.26,0,9.64,10.07,2.47,2.82,61.29,,,,65.41,17.04,57.18
13574,차이나크리스탈신소재홀딩스,900250,18-Dec,16.4,-4,9.15,35.39,10.41,-11.37,49.58,33.08,11.08,12.14,41.44,9.69,0.29,15.6,3.98,1.16,9.95,0.34,2.33,0.43,484.82,469.98,376.24,17.23,7.51,80.73,43.56,158.04,85.3,8.8,63.6,65.6,214.06,0,15.86,14.7,3.06,3.86,52.07,,,,60.45,12.75,46.8
13575,차이나크리스탈신소재홀딩스,900250,19-Dec,7.02,46.06,-20.72,10.06,11.18,-9.97,45.88,26.67,9,9.87,33.73,7.81,0.29,14.37,3.58,1.07,9.05,0.34,2.26,0.52,490.01,469.19,369.9,12.73,1.83,74.8,29.83,461.89,88.71,2.06,46.54,48.6,286.59,96.24,11.18,11.29,4.25,5.34,38.68,,,,45.03,11.93,42.14
13576,참엔지니어링(주),9310,11-Dec,3.74,5.24,19.78,25.19,12.9,18.41,21.62,7.33,15.79,11.31,11,7.54,1.03,5.79,7.22,6.19,13.23,2.17,1.96,1.99,119.07,77.4,17.24,102.79,36.25,10.45,5.24,14.61,49.31,73.52,36.05,55.46,314.59,90.63,94.45,50.69,35,218.49,8.88,52.23,18.46,603.1,156.21,20.47,20.26
13577,참엔지니어링(주),9310,12-Dec,-6.7,5.07,-24.11,-2.18,-22.51,0,9.59,-23.98,-22.29,-7.79,-18.3,-10.21,0.43,2.14,4.21,2.4,9.03,0.94,0.78,0.84,92.34,50.68,5.67,145.91,46.57,1.15,1.55,1.47,40.67,114.53,24.76,45.11,137.49,80.3,120.13,59.33,45.12,0,-3.74,55.67,20.5,838.66,-39.6,-3.93,-8.92
13578,참엔지니어링(주),9310,13-Dec,173.29,118.39,19.19,-13.86,4.11,0,26.62,9.4,8.75,3.22,8.64,3.51,0.37,3.68,9.05,2.32,11.32,1.57,0.49,1.41,119.99,80.87,15.42,466.89,14.55,0.16,0.51,0.89,17.64,82.47,13.26,19.67,114.89,72.96,92.94,82.36,32.6,195.68,3.28,114.54,33.59,750.07,56.37,7.2,28.27
13579,참엔지니어링(주),9310,14-Dec,10.28,-0.56,196.21,20.75,-23.94,0,21.1,-12.97,-27.93,0.21,0.86,-3.1,0.24,3.55,7.22,1.67,6.17,1.55,0.28,0.64,267.07,231.57,7.25,652.25,12.83,0.7,2.68,4.76,13.29,96.48,45.82,52.84,72.71,74.22,148.83,86.71,13.29,21.25,33.06,95.78,18.82,735.19,9.54,1.11,4.88
13580,참엔지니어링(주),9310,15-Dec,9.35,-26.62,-3.38,-22.12,-65.95,0,26.77,-8.9,-39.76,2.72,8.51,-2.84,0.32,5.36,7.19,2.84,6.7,3.81,0.35,0.64,216.45,193.26,29.24,2458.97,10.17,2.72,8.53,25.66,3.91,260.37,41.68,46.69,114.65,85.73,551.96,96.09,10.71,19.91,25.12,78.09,12.88,573.54,65.26,4.45,14.53
13581,참엔지니어링(주),9310,16-Dec,6.79,-6.14,-5.98,47.13,97.9,0,35.29,7.04,18.45,4.13,14.85,1.96,0.28,4.65,5.28,3.25,4.93,4.69,0.3,0.63,184.49,153.56,26.55,1181.79,7.53,2.4,8.21,29.32,7.8,96.55,34.21,41.11,80.13,87.53,285.6,92.2,16.76,36.61,18.82,0,0,0,117.8,6.84,25.42
13582,참엔지니어링(주),9310,17-Dec,8.71,-5.94,42.97,-31.5,12.44,40.88,26.97,5.29,18.42,4.15,10.76,2.04,0.39,6.93,6.79,5.18,7.04,4.67,0.42,0.81,339.35,312.1,81.4,1051.26,7.39,2.6,6.43,32.18,8.69,85.08,49.72,54.06,137.53,71.49,183.4,91.31,8.03,11.39,38.13,0,0,0,119.51,6.05,16.34
13583,참엔지니어링(주),9310,18-Dec,3.06,-42.81,6.36,-57.88,30.75,15.32,28.88,6.47,17.39,1.8,6.16,1.89,0.29,9.61,4.18,5.45,8.49,2.97,0.32,0.53,391.18,378.73,80.39,811.2,7.68,1.21,3.73,13.96,10.97,70.01,54.02,55.79,308.69,73.65,129.96,89.03,3.18,4.27,41.53,0,0,0,148.68,5.62,19.52
13584,참엔지니어링(주),9310,19-Dec,-7.06,-1.64,-60.94,-1.4,-16.29,-303.4,24.54,-14.67,-33.98,-1.84,-12.12,-2.22,0.15,8.29,2.96,3.83,5.88,1.38,0.17,0.38,197.33,181.49,113.79,804.63,6.4,-2.15,-12.18,-29.92,11.05,57.93,21.56,23.44,77.45,71.97,107.47,88.95,8.03,16.28,11.56,56.31,7.14,475.89,59.32,2.41,15.34
13585,참존글로벌(주),158310,13-Dec,37.17,77.98,12.33,23.73,85.94,-23.61,28.27,17.81,21.01,14.53,17.68,14.64,0.82,4.7,5.44,3.66,5.77,1.18,2.71,1.2,326.88,239.8,23.63,27.69,0,46.46,14.18,0,78.32,0,46.02,62.72,155.84,0,24.5,21.68,26.64,38.38,43.54,92.96,1.76,534.35,141.02,24.53,34.54
13586,참존글로벌(주),158310,14-Dec,-8.96,2.14,-26.71,10.97,-6.34,0,19.2,-8.03,-3.78,-3,-8.03,-3,0.37,2.02,2.82,1.42,6.13,0.47,1.81,0.66,346.54,206.76,35.85,24.12,8.11,-53.68,-26.63,-128.62,80.57,10.07,30.13,50.49,353.08,80.8,18.09,19.43,40.34,56.7,35.92,162.61,1.7,583.77,19.46,5.42,13.84
13587,참존글로벌(주),158310,15-Dec,0,0,0,0,0,0,-57.07,-170.44,-73.09,-39.7,-130.35,-51.9,0.3,3.14,2.01,1.22,12.76,0.43,1.05,0.58,200.11,163.25,85.77,40.81,21.93,-60.89,-57.95,-80.48,71.02,30.88,42.93,52.62,633.78,0,37.03,28.98,18.42,36.82,26.32,197.11,2.47,788.39,-147.8,-36.95,-121.32
13588,참존글로벌(주),158310,16-Dec,54.68,2.91,74.41,-17.31,28.98,0,16.5,-160.8,-42.61,-20.52,-115.94,-28.46,0.18,2.55,1.84,0.89,15.58,0.28,0.49,0.31,152.43,139.12,57.29,67.07,23.76,-22.62,-62.34,-38.22,59.85,39.7,54.15,59.33,1861.38,0,65.03,40.15,8.73,25.39,20.41,0,0,0,-94.29,-15.68,-107.63
13589,참존글로벌(주),158310,17-Dec,-8.52,-4.87,3.3,3.49,-5.58,0,38.67,-47.56,-26.71,-0.92,-2.3,-18.91,0.4,7.22,3.76,2.35,72.45,0.67,0.98,0.63,164.28,149.9,26.16,69.99,19.6,-11.11,-10.99,-23.33,58.83,33.32,61.13,66.99,1955.57,0,69.33,41.17,8.75,22.36,26.21,0,0,0,-70.93,-12.27,-29.47
13590,참존글로벌(주),158310,18-Dec,36.55,-5.16,-32.26,68.32,1.23,0,35.58,-211.82,-51.66,-14.07,-110.77,-26.91,0.13,1.91,1.6,0.89,26.23,0.25,0.26,0.27,61.25,47.94,15.22,120.71,52.86,-21.62,-107.44,-22.36,45.31,116.67,26.01,33.24,928.64,0,119.76,54.69,21.74,0,-21.03,0,0,0,-114.89,-13.8,-125.42
13591,참존글로벌(주),158310,19-Dec,68.42,21.55,209.83,-71.47,46.29,0,54.36,-83.4,-34.08,-8.32,-48.94,-14.17,0.17,4.91,2.44,1.71,60.32,0.41,0.29,0.33,101.72,99.69,28.14,154.1,53.52,-37.77,-169.16,-42.79,39.35,136,59.92,61.14,3278.02,99.08,152.73,60.65,2,118.24,1.04,0,0,0,-39.83,-3.45,-25.5
13592,참좋은여행(주),94850,11-Dec,42.44,23,3.01,31.06,3.47,-10.63,35.65,2.78,3.62,4.05,4.82,2.33,0.84,4.38,9.59,8.71,18.19,1.3,2.36,1.54,108.39,65.71,26.91,79.31,29.63,-11.37,-7.03,-16.96,55.77,53.13,28.51,47.03,219.85,0,77.8,44.23,39.38,508.49,3.64,36.91,0,407.82,175.06,15.84,22.17
13593,참좋은여행(주),94850,12-Dec,13.73,-40.02,53.9,-12.75,18.32,475.71,40.29,14.15,18.77,3.92,5.18,10.69,0.76,4.66,7.87,11.16,17,1.33,1.76,1.35,154.84,120.27,38.33,72.35,22.94,3.21,1.89,5.87,58.02,39.53,49.43,63.64,213.57,0,70.84,41.98,22.32,63.03,22.54,12.06,0,435.99,1013.27,28.03,39.46
13594,참좋은여행(주),94850,13-Dec,-0.35,-15.39,-29.86,8.84,6.48,-43.12,46.37,6.99,9.54,6.72,8.2,5.73,0.82,5.51,7.81,18.57,15.15,1.37,2.05,1.51,121.44,79.37,7.82,61.3,17.48,13.62,6.31,29.62,62,28.19,29.27,44.79,177.92,0,59.49,38,34.64,196.2,7.91,9.98,0,357.6,881.6,24.61,29.98
13595,참좋은여행(주),94850,14-Dec,13.78,-32.96,15.72,-1.67,2.78,-32.36,53.9,4.46,6.17,6.56,8.07,3.63,0.81,5.65,8.4,25.68,14,1.38,1.97,1.8,107.15,75.61,15.09,78.56,19.56,10.43,6,23.45,56,34.93,32.14,45.55,156.42,0,75.91,44,29.44,440.9,3.04,8.11,0,339.76,1096.91,26.19,34.28
13596,참좋은여행(주),94850,15-Dec,13.58,0.74,7.68,6.92,5.64,71.12,56.21,7.29,10.13,6.12,8.16,5.46,0.75,5.77,10.88,33.41,22.31,1.39,1.63,1.69,130.8,92.57,13.5,91.98,21.95,10.08,6.85,22,52.09,42.15,30.57,43.19,392.76,39.15,63.39,47.91,29.23,124.12,10.17,7.41,0,349.82,1133.54,24.01,34.05
13597,참좋은여행(주),94850,16-Dec,29.8,32.19,43.37,-30.24,8.06,19.73,66.12,9.39,11.35,6.58,11.55,5.35,0.57,6.11,14.31,26.63,47.78,1.21,1.08,1.25,106.71,91.53,31.81,130.6,27.44,16.37,18.38,33.79,43.37,63.29,40.92,47.71,280.53,62.5,103.09,56.63,14.22,226.21,3,0,0,0,1000.26,21.58,42.78
13598,참좋은여행(주),94850,17-Dec,-0.97,-75.81,-6.78,0,15.97,76.17,97.32,21.53,17.82,10.26,26.33,8.39,0.39,11.43,24.24,28.95,69.9,0.83,0.74,0.84,95.26,95.26,48.44,96.91,19.05,27.51,34.58,71.06,50.78,37.52,44.9,44.9,0,0,92.82,49.22,0,0,-2.23,0,0,0,4925.84,25.95,66.3
13599,참좋은여행(주),94850,18-Dec,6.37,-25.43,7.1,0,13.54,-15.86,84.53,15.74,13.08,8.63,19.77,6.87,0.44,130.47,570.21,97.94,0,0.83,0.92,0.97,101.91,100.44,18.57,84.48,17.91,19.13,20.69,48.92,54.21,33.04,44.56,45.21,0,0,81.84,45.79,1.44,76.69,0.85,0,0,0,5637.73,20.82,49.18
13600,참좋은여행(주),94850,19-Dec,-5.14,158.39,65.39,34.32,16.19,123.61,0,36.88,25.44,4.77,11.5,15.3,0.41,53.15,1020.2,61.06,0,0.69,1.04,0.67,243.19,240.35,145.02,50.61,0.72,20.06,15.82,937.26,66.4,1.08,77.91,78.83,0,80.97,48.82,33.6,1.17,1.98,46.41,0,0,0,3622.63,36.45,85.55
13601,카페24(주),42000,18-Dec,106.62,45.17,111.71,80.54,701.03,-657.1,0,-17.08,-45.87,14.14,9.42,-25.62,1.5,234.99,10.53,11.08,118.35,2.58,3.59,1.99,357.72,354.86,247.43,29.56,0.6,26.78,5.49,1024.08,77.18,0.77,75.53,76.14,2242.13,67.66,27.58,22.82,0.8,1.11,54.85,0,0,0,236.09,27.55,24.75
13602,카페24(주),42000,19-Dec,55.75,103.14,-10.68,5.72,6.14,0,0,3.58,5.91,5.18,4.53,4.1,1.14,233.15,10.46,8.11,310.27,1.63,3.84,2.03,173.72,172.07,89.37,51.99,11.67,16.54,6.03,48.49,65.79,17.73,43.25,43.67,3870.52,44.85,38.21,34.21,0.95,2.23,18.53,20.18,15.89,132.09,292.75,44.71,47.63
13603,커머스마이너 (주),223310,15-Dec,0,0,0,0,0,0,15.91,8.56,18.04,18.85,11.04,14.61,1.71,15.6,6.73,151.27,15.7,2.11,8.96,1.8,715.08,632.49,8.95,23.53,4.83,-53.96,-6.02,-212.71,80.95,5.97,83.8,94.74,233.33,0,16.37,19.05,11.55,13.43,81.49,15.09,7.09,1337.3,1977.76,22.32,13.07
13604,커머스마이너 (주),223310,16-Dec,-8.45,41.22,-14.45,46.6,-4.4,0,8.67,-6.84,-8.17,-10.6,-10.74,-6.75,0.99,7.01,3.81,69.43,12.57,1.19,5.69,1.08,617,494.89,110.98,18.3,7.6,-101.37,-15.19,-206.29,84.53,8.99,71.01,88.53,580.99,0,16.97,15.47,19.79,23.62,74.18,17.32,3.54,994.71,-253.34,-4.41,-4.27
13605,커머스마이너 (주),223310,17-Dec,0,0,0,0,0,0,-6.71,-182.01,-192.8,-27.83,-102.49,-49.41,0.27,3.8,13.45,2.84,14.7,1,0.37,0.54,69.92,59.99,38.35,267.91,38.3,-27.05,-72.54,-51.42,27.18,140.9,43.18,50.33,109.29,0,264.84,72.82,14.2,0,-21.65,0,0,0,-341.73,-32.64,-120.24
13606,커머스마이너 (주),223310,18-Dec,18.83,-49.65,-29.44,-5.41,112.37,0,17.73,-156.9,-109.25,-20.39,-77.52,-41.27,0.26,4.14,17.59,4.01,13.05,0.7,0.42,0.67,56.1,45.42,31.66,117.87,24.82,-30.6,-68.36,-66.71,45.9,54.07,24.2,29.89,48.92,0,116.08,54.1,19.04,0,-23.39,0,0,0,-424.1,-17.17,-70.87
13607,커머스마이너 (주),223310,19-Dec,-39,-85.19,-36.22,-45.08,4.88,0,24.45,-32.04,-8.22,0.14,0.81,-5.42,0.17,3.09,10.12,5.86,10.7,0.29,0.4,0.56,145.59,121.72,43.21,28.25,14.77,-59.66,-58.86,-88.97,77.97,18.95,26.13,31.25,421.63,99.88,27.53,22.03,16.4,52.36,9.79,0,0,0,898.62,8.83,39.54
13608,컨버즈(주),109070,11-Dec,-10.43,-31.93,11.59,-10.44,-36.39,0,-0.38,-12.81,-46.27,-6.01,-7.79,-9.88,0.77,3.77,3.44,1.86,10,3.61,0.98,1.48,94.97,61.51,0.48,469.38,56.19,-4.41,-4.45,-6.46,17.56,319.93,37.62,58.08,221.93,78.14,348.23,82.44,35.23,0,-3.08,451.71,290,1274.55,10.8,3.83,4.69
13609,컨버즈(주),109070,12-Dec,-27.87,-15.38,-27.79,-33.66,-43.7,0,-0.96,-11.61,-52.55,-3.43,-4.75,-8.38,0.72,3.65,3.31,1.89,6.45,4.52,0.86,1.24,91.44,61.84,0.54,629.55,55.79,5.69,5.7,8.8,13.71,407.05,39.32,58.15,170.63,72.12,463.92,86.29,32.37,0,-5.44,472.62,283.62,1136.84,1.9,0.79,0.92
13610,컨버즈(주),109070,13-Dec,-29.55,-5.47,-47.76,-28.77,-61.65,0,1.03,-16.03,-90.27,-1.47,-2.35,-10.04,0.63,3.31,2.79,1.32,4.99,5.63,0.7,1.21,97.94,54.72,1.24,1240.36,69.29,1.67,2.04,2.23,7.46,928.79,24.09,43.12,193.85,40.05,590.06,92.54,44.14,0,-0.91,526.88,308.16,942.88,3.8,2.13,2.8
13611,컨버즈(주),109070,14-Dec,-9.39,-5.47,-14.7,-0.84,-1.73,0,1.4,-9.59,-87.64,-2.41,-3.4,-6.8,0.71,3.57,3.85,1.24,7.13,9.14,0.77,1.69,57.81,28.15,0.28,1135.98,70.73,-1.66,-2.04,-2.15,8.09,874.26,19.77,40.59,174.11,78.01,867.79,91.91,51.3,0,-29.62,479.82,273.42,823.12,12.42,7.24,9.7
13612,컨버즈(주),109070,15-Dec,1.18,-3.96,-1.12,-9.11,122.38,0,-1.47,-11.75,-64.11,-4.15,-5.87,-8.31,0.71,3.58,4.41,1.25,6,5.46,0.81,1.76,179.35,94.77,16.28,462.37,56.75,0.16,0.18,0.23,17.78,319.16,20.96,39.67,111.31,3.76,124.37,82.22,47.16,106.59,17.55,460.81,259.22,832.84,11.19,6.19,8.8
13613,컨버즈(주),109070,16-Dec,0,0,0,0,0,0,-7.85,-35.53,-126.07,-11.31,-19.33,-20.78,0.58,2.4,2.44,2.63,2.87,2.03,0.82,0.89,132.67,83.52,22.08,247.43,33.95,-7.05,-8.58,-14.79,28.78,117.97,41.48,65.89,117.41,49.42,172.55,71.22,37.04,150.44,16.22,0,0,0,-26.93,-6,-10.25
13614,컨버즈(주),109070,17-Dec,-17.8,-25.6,-18.68,-4.7,-53.38,0,-0.64,-20.13,-129.14,-23.18,-18.31,-25.48,1.27,4.84,4.85,5.94,4.73,5.45,1.65,1.93,84.79,47.98,7.2,507.48,33.46,-4.92,-2.93,-12.29,16.46,203.26,36.88,65.18,83.21,97.52,466.99,83.54,43.41,0,-11.7,0,0,0,-22.23,-4.48,-3.19
13615,컨버즈(주),109070,18-Dec,4.43,-47.29,-0.26,0.21,-89.35,0,-1.38,-20.45,-428.05,-22.26,-16.5,-27.59,1.35,4.87,4.99,8.96,4.08,14.95,1.48,2.12,67.44,38.02,3.13,5148.88,39.98,-8.99,-6.68,-22.06,1.91,2098.58,35.1,62.25,80.2,98.51,4845.39,98.09,43.62,0,-30.06,20.87,10.92,428.12,45.73,4.65,3.52
13616,컨버즈(주),109070,19-Dec,-59.44,-69.08,-53.48,-80.87,-596.88,0,3.7,-34.85,0,-12.66,-13.12,-33.65,0.97,4.2,4.42,10.19,3.38,0,0.95,1.49,66.45,54.53,20.21,0,58.19,-25.86,-17.27,-49.63,-11.68,0,58.59,71.39,62.06,96.66,0,111.68,17.94,0,-36.05,43.05,0.63,789.33,-246.64,-19.12,-11.43
13617,컬러레이홀딩스,900310,16-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13618,컬러레이홀딩스,900310,17-Dec,0,0,0,0,0,0,70.68,49.64,21.71,22.9,57.64,19.72,0.4,7.95,3.87,2.18,17.33,0.44,4.33,0.5,902.49,845.9,721.85,10.1,4.29,241.27,55.73,515.93,90.82,4.73,74.75,79.75,448.14,92.06,9.73,9.18,6.27,7.05,70.91,,,,248.3,25.92,65.24
13619,컬러레이홀딩스,900310,18-Dec,16.99,-1.72,13.88,24.15,21.05,11.67,70.94,54.83,21.94,21.37,57.74,20.3,0.37,7.17,4.16,2.22,26.1,0.4,4.95,0.47,1290.89,1202.65,1030.68,6.41,3.93,308.92,54.24,474.27,93.97,4.18,72.32,77.63,1151.2,0,6.4,6.03,6.84,7.41,71.62,,,,280.02,24.44,71.2
13620,컬러레이홀딩스,900310,19-Dec,19.22,75.36,4.16,9.01,19.84,-8.52,66.92,47.58,16.67,17.93,54.32,15.71,0.33,6.53,4.7,1.71,33.92,0.35,5.73,0.46,1240.67,1151.92,913.53,5.86,3.06,283.08,51.66,512.5,94.46,3.24,62.97,67.82,524.19,97.61,5.79,5.54,7.15,7.78,62.35,,,,279.44,19.32,63.64
13621,케이디켐(주),221980,15-Dec,52.65,-3.01,80.66,-24.41,82.26,11.09,27.18,13.75,14,13.2,15.49,11.72,0.85,3.93,3.79,5.83,31.63,1.02,5.23,1.22,928.86,736.24,147.25,11.77,2.93,101.34,15.14,364.83,89.47,3.27,59.05,74.5,878.26,0,8.96,10.53,20.74,23.24,66.48,214.25,14.96,1822.12,157.8,18.79,26.64
13622,케이디켐(주),221980,16-Dec,9.53,34.8,4.87,24.85,9.75,30.17,28.45,17.23,13.45,11.8,16.88,12.05,0.7,4.22,4.04,5.24,33.02,0.78,6.7,0.96,917.2,690.76,104.73,11.55,2.93,93.48,14.48,330.69,89.64,3.27,53.72,71.33,768.6,0,8.67,10.36,24.69,27.71,63.55,231.64,18.12,1796.85,157.11,19.96,29.85
13623,케이디켐(주),221980,17-Dec,3.86,6.85,2.7,-21.35,4.97,-19.19,25.77,13.03,10.14,9.88,14.1,9.14,0.7,4.54,3.84,4.72,38.75,0.78,7.1,0.99,1036.14,840.25,432.41,10.38,2.81,69.66,9.52,233.35,90.6,3.1,57.19,70.53,1370.31,0,7.51,9.4,18.91,20.93,63.72,0,0,0,115.82,17.44,25.34
13624,케이디켐(주),221980,18-Dec,8.27,11.22,-10.91,23.52,7.76,3.17,26.71,13.71,9.83,9.42,14.54,8.88,0.65,4.53,3.82,4.24,44.97,0.72,6.73,1.01,804.23,593.42,218.29,10.9,3.62,75.35,11.89,204.49,90.17,4.02,42.82,58.04,1007.58,0,8,9.83,26.21,29.93,50.82,0,0,0,104.27,15.99,25.66
13625,케이디켐(주),221980,19-Dec,3.83,0.54,-15,-12.78,6.82,9.31,25.76,15.36,10.02,7.85,13.16,9.16,0.6,4.27,4.08,3.92,51.31,0.65,7.02,1.13,1277.21,933.68,368.84,7.79,1.05,116.26,14.35,796.74,92.77,1.14,34.73,47.51,1661.05,78.42,4.01,7.23,26.9,29.18,43.79,0,0,0,110.21,16.44,28.06
13626,케이만금세기차륜집단유한공사,900280,15-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13627,케이만금세기차륜집단유한공사,900280,16-Dec,0,0,0,0,0,0,33.98,20.09,18.2,22.63,27.29,16.67,0.83,20.73,2.28,5.29,17.27,0.91,9.83,1.03,959.1,911.68,430.5,9.22,0.01,128.02,13.02,75994.81,91.56,0.02,76.92,80.92,756.15,0,9.22,8.44,4.94,5.52,72.49,,,,187.55,28.54,34.4
13628,케이만금세기차륜집단유한공사,900280,17-Dec,26.99,204.46,-12.33,-9.3,12.03,4.65,33.21,18.03,17.97,21.07,24.72,15.37,0.85,25.35,2.61,3.05,29.47,1,5.89,1.27,290.61,275.74,117.62,23.8,14.29,52.48,13.24,70.6,80.78,17.69,53.01,55.87,2154.63,0,23.8,19.22,5.12,7.8,36.64,,,,220.1,23.2,30.46
13629,케이만금세기차륜집단유한공사,900280,18-Dec,36.97,50.33,32.69,17.54,51.63,10.9,30.59,17.45,14.99,17.56,23.83,12.86,0.74,28.09,2.55,1.85,26.79,0.86,5.18,1.34,511.68,488.5,200.51,11.83,3.33,78.51,13.03,249.62,89.42,3.72,51.67,54.12,750.73,0,11.83,10.58,4.53,5.63,43.54,,,,61.15,19.13,30.01
13630,케이만금세기차륜집단유한공사,900280,19-Dec,21.54,-3.89,42.57,-32.49,26.78,2.34,33.22,19.19,11.22,13.94,26.04,10.27,0.54,28.87,2.39,1.46,24.6,0.58,6.32,0.9,954.45,933.97,653.96,7.21,4.2,164.6,22.69,263.48,93.27,4.5,62.12,63.49,1992.07,98.25,7.13,6.73,2.15,2.4,56.83,,,,54.38,16.88,34.6
13631,케이비아이동국실업(주),1620,11-Dec,18.77,17.91,53.23,24.21,11.48,150.58,9.06,6.41,15.72,6.85,5.4,8.14,1.27,61.84,6.21,4.41,4.98,2.45,2.63,3.43,96.14,91.26,5.39,98.68,7.39,15.29,6.5,102.69,50.33,14.69,39.14,41.24,82.36,0,85.21,49.67,5.08,0,-1.66,213.36,131.55,636.92,68.57,19.46,16.66
13632,케이비아이동국실업(주),1620,12-Dec,8.04,25.78,3.64,-4.87,7.73,-43.57,10.24,3.14,8.1,6.37,4.94,4.04,1.29,65.7,5.03,4.15,4.62,2.57,2.59,3.2,119.83,114.24,9.63,99.33,10.8,16.56,6.64,76.41,50.17,21.52,37.71,39.56,102.06,12.3,65.8,49.83,4.66,28.16,6.55,214.54,132.54,661.49,59.01,16.44,13.24
13633,케이비아이동국실업(주),1620,13-Dec,53.18,82.99,60.04,346.16,8.42,72.19,9.41,4.8,12.9,3.38,2.91,5.56,1.16,29.17,5.05,3.11,5.35,2.74,2.01,2.85,91.88,79.94,11.3,168.54,23.8,3.25,2.13,8.57,37.24,63.9,35.96,41.33,109.49,55.38,120.79,62.76,12.99,0,-3.65,273.85,152.86,802.12,51.55,17.83,18.6
13634,케이비아이동국실업(주),1620,14-Dec,6.41,8.79,11.39,10.51,-4.69,0,7.01,-0.71,-3.79,0.38,0.28,-0.95,1.34,24.52,6.35,3.33,6.99,3.8,2.08,3.17,85.82,74.76,6.85,197.73,27.29,3.19,1.63,7.76,33.59,81.25,37.69,43.26,110.56,62.49,150.09,66.41,12.89,0,-7.15,354.79,169.69,783.04,45.61,17.89,13.74
13635,케이비아이동국실업(주),1620,15-Dec,10.52,16.37,5.98,68.97,3.83,0,8.49,0.78,2.74,2.36,2.06,0.9,1.14,16.07,5.61,2.73,6.24,3.5,1.7,2.7,72.82,57.85,10.91,212.89,33.35,6.8,4.24,13.87,31.96,104.33,32.96,41.49,111.65,83.76,178.27,68.04,20.55,0,-15.49,367.84,176.5,878.89,51.44,20.95,19.21
13636,케이비아이동국실업(주),1620,16-Dec,10.57,6.45,21.43,58.46,5.17,229.47,10.48,2.49,8.63,3.03,2.9,2.6,1.04,9.96,5.52,2.48,5.9,3.35,1.51,2.39,84.15,61.59,6.57,229.18,37.06,4.99,3.5,9.38,30.38,121.98,33.34,45.56,102.73,72.81,178.22,69.62,26.81,0,-8.58,331.6,153.19,870.94,58.14,21.67,21.85
13637,케이비아이동국실업(주),1620,17-Dec,-12.98,5.2,-33.49,-33,-1.75,-324.15,3.03,-6.83,-19.04,-6.22,-6.1,-6.97,1.02,9.35,6.12,2.25,5.79,3.22,1.49,2.51,61.19,44.66,5.11,202.17,31.71,10.55,6.44,22.26,33.09,95.81,25.42,34.82,84.96,83.71,171.97,66.91,27.01,0,-22.09,0,0,0,27.23,12.79,11.66
13638,케이비아이동국실업(주),1620,18-Dec,3.86,1.95,6.35,-0.69,-1,0,7.22,-1.55,-5.48,-2.17,-1.87,-1.81,1.16,12.65,7.9,2.35,6.89,3.61,1.72,3.3,59.7,44.64,11.84,217.98,29.95,15.62,9.38,35.74,31.45,95.24,26.66,35.66,89.46,81.83,189.93,68.55,25.22,0,-24.07,0,0,0,43.51,19.63,17.2
13639,케이비아이동국실업(주),1620,19-Dec,-1.86,-4.74,3.8,-31.42,1.12,0,7.27,0.04,-1.19,-2.48,-2.27,0.05,1.09,14.24,7.88,2.26,7.03,3.46,1.59,2.97,62.33,51.94,14.58,217.33,32.86,12.18,7.58,25.38,31.51,104.27,31.43,37.71,88.95,84.41,192,68.49,16.67,0,-22.79,310.34,138.85,1031.28,57.2,25.26,22.96
13640,케이비아이메탈(주),24840,11-Dec,-2.35,-19.03,2.5,-29.71,49.53,-55.03,2.55,0.52,5.3,1.83,0.68,1.4,2.7,10.49,7.61,11.92,15.44,10.23,3.66,3.74,131.19,93.02,2.72,212.75,55.28,-20.06,-5,-24.68,31.97,172.9,52.35,73.83,527.44,82.93,176.01,68.03,29.09,122.38,17.55,156.02,31.81,764.3,56.63,11.56,4.24
13641,케이비아이메탈(주),24840,12-Dec,-4.2,1,-7.77,7.5,-5.59,0,2.7,-0.65,-6.88,1.46,0.43,-2.18,3.39,14.88,7.71,16.11,46.8,10.67,4.96,4.67,130.98,86.57,3.35,217.35,59.1,-8.31,-1.64,-9.63,31.51,187.54,46.98,71.08,738.08,78.83,172.22,68.49,33.91,143.37,16.81,145.26,32.3,673.88,53.44,11.52,3.33
