,회사명,거래소코드,회계년도,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율
4149,(주)에스에이티,60540,16-Dec,9,18.66,15.71,17.86,22.46,-26.39,15.7,4.8,6.7,5.82,6.15,4.54,0.95,11.25,10.78,5.05,8.37,1.4,2.92,1.92,188.34,155.98,92.17,40.45,9.76,21.19,6.73,62.52,71.2,13.71,42.06,50.79,88.24,94.33,37.87,28.8,17.18,36.63,23.82,0,0,0,109.98,21.3,23.48
4150,(주)에스에이티,60540,17-Dec,32.75,105.9,24.42,37.94,9.48,70.18,17.9,7.09,9.89,7.41,8.27,6.35,0.9,10.04,7.51,3.5,8.23,1.37,2.57,1.83,139.25,112.72,55.9,65.05,21.18,13.12,6.59,24.42,60.59,34.95,38.53,47.6,124.86,82.24,56.42,39.41,19.05,67.58,13.42,0,0,0,59.2,17.84,22.72
4151,(주)에스에이티,60540,18-Dec,-0.65,16.58,-16.07,-9.76,8.97,-5.87,14.9,5.08,8.53,5.94,5.48,5.5,1.08,12.53,8.51,3.3,10.9,1.71,2.96,2.47,137.28,109.16,46.57,51.11,14.43,21.32,6.63,49.97,66.18,21.8,31.98,40.21,132.18,85.31,44.26,33.82,20.48,75.42,10.92,0,0,0,67.98,24.08,22.13
4152,(주)에스에이티,60540,19-Dec,9.86,-0.54,17.31,13.49,9.98,47.71,16.69,6.8,11.5,7.74,7.13,7.38,1.08,12.95,10.28,3.22,14.64,1.65,3.18,2.61,152.28,122.1,60.77,52.28,17.66,26.42,8.75,51.36,65.67,26.89,34.43,42.94,155.76,77.11,42.94,34.33,19.82,57.72,14.74,0,0,0,86.34,27.48,26.52
4153,(주)에스에프에이,56190,11-Dec,7.34,12.66,3.54,-34.25,28.05,62.14,20.5,11.38,27.97,19.35,13.69,16.08,1.41,41.6,6.82,7.12,8.03,2.46,3.32,1.86,218.58,210.95,44.63,60.56,0.35,47.93,13.24,5173.71,62.28,0.56,71.99,74.6,109.95,0,54.79,37.72,3.49,6.43,40.47,133.27,10.56,700.12,180.66,36.49,26.73
4154,(주)에스에프에이,56190,12-Dec,1.06,-1.83,2.77,-65.48,4.69,-19.64,26.74,14.05,19.56,12.17,13.8,12.39,0.88,50.62,5.51,4.4,6.15,1.39,2.41,1.17,239.9,237.09,21.8,55.09,0,43.09,17.45,0,64.48,0,74.97,75.86,113,0,49.04,35.52,1.17,2.01,44.24,141.32,9.67,763.63,155.87,30.45,34.71
4155,(주)에스에프에이,56190,13-Dec,1.77,-2.85,2.42,16.5,23.77,-11.54,26.2,13.18,15.12,11.07,13.5,10.81,0.82,85.92,6.98,4.25,7.83,1.15,2.88,1.08,419.05,413.47,95.88,27.52,0,53.37,14.17,0,78.42,0,75.32,76.34,109.86,0,23.23,21.58,1.33,1.75,58.12,143.89,8.58,816.83,152.4,28.11,34.58
4156,(주)에스에프에이,56190,14-Dec,4.15,-6.7,7.22,-8.17,3.42,-34.53,19.88,9.95,8.8,7.61,11.02,6.87,0.69,72.22,8.67,3.87,9.84,0.88,3.16,0.89,398.7,394.14,283.35,28.42,1.34,34.88,11.4,576.73,77.87,1.72,77.69,78.59,115.67,0,25.31,22.13,1.14,1.52,58.88,154.48,9.75,947.33,118.89,20.07,29.64
4157,(주)에스에프에이,56190,15-Dec,93.97,378.03,8,434.3,3.95,-25.35,20.46,5.86,6.33,6.44,11.03,3.42,0.58,30.14,6.08,1.76,8.82,0.95,1.51,1.05,200.63,189.29,95.25,89.45,27.86,3.53,3.77,5.98,52.78,52.79,41.28,43.75,167.45,29.26,41.32,47.22,5.65,11.27,21.95,158.83,7.95,1049.18,26.79,11.14,25.19
4158,(주)에스에프에이,56190,16-Dec,26.56,0.56,58.29,34.99,14.58,153.72,14.67,6.03,14.69,8.97,9.15,5.91,0.98,38.2,10.06,2.66,11.35,1.88,2.04,1.96,180.18,171.5,60.46,94.07,19.1,12.6,6.96,31.96,51.53,37.07,52.09,54.72,90.44,27.9,58.94,48.47,4.82,10.83,24.35,0,0,0,68.19,22.38,25.53
4159,(주)에스에프에이,56190,17-Dec,20.3,1.23,37.55,-28.14,36.67,151.71,16.93,10.59,29.26,14.24,12.29,12.26,1.16,56.3,12.22,3.84,13.78,2.18,2.47,1.96,209.46,204.19,108.3,83.87,13.78,32.75,14.09,108.45,54.39,25.33,61,62.57,145.28,15.06,54.93,45.61,2.52,4.82,32.7,0,0,0,116.1,28.43,26.81
4160,(주)에스에프에이,56190,18-Dec,-8.3,-1.64,-15.4,165.07,0.98,-19.79,21.01,10.88,20.22,13.5,15.02,9.78,0.9,29.96,9.38,3.12,14.35,1.57,2.1,1.49,236.78,218.1,81.34,65.56,15.05,31.54,13.29,82.99,60.4,24.91,53.17,57.73,161.39,17.73,40.36,39.6,7.89,13.66,33.35,0,0,0,92.22,26.87,28.6
4161,(주)에스에프에이,56190,19-Dec,8.75,-0.94,14.59,64.51,11.54,-16.44,20.12,9.32,15.9,12.36,13.58,8.48,0.91,15.78,8.36,3.2,13.46,1.49,2.34,1.53,165.1,146.4,31.41,62.39,14.07,3.31,1.45,9.03,61.58,22.85,53.94,60.83,160.66,95.34,59.83,38.42,11.32,28.72,23.98,133.1,3.44,1754.36,89.2,23.51,26.91
4162,(주)에스에프에이반도체,36540,11-Dec,37.47,41.99,39.31,1.76,46.2,-29.21,10.16,2.39,6.47,5.74,6.42,2.14,0.9,10.2,10.52,1.65,11.13,2.45,1.41,3.15,76.63,56.15,7.21,170.56,52.82,5.43,4.43,6.48,36.96,142.9,20.96,28.6,165.85,53.41,100.99,63.04,26.73,0,-8.72,110.79,65.54,334.3,39.76,21.31,27.56
4163,(주)에스에프에이반도체,36540,12-Dec,20.15,18.48,26.03,7.8,-4.29,0,9.01,0,0.55,3.84,4.71,0,0.82,11.29,10.77,1.5,15.36,2.55,1.2,2.78,78.18,60.3,22.92,260.37,60.13,6.33,6.12,7.61,27.75,216.68,23.14,30,123.11,47.39,138.3,72.25,22.87,0,-8.37,116.22,71.02,417.78,40.69,18.68,25.01
4164,(주)에스에프에이반도체,36540,13-Dec,5.75,-1.56,-4.44,-22.67,-27.42,0,5.39,-14.23,-29.7,-1.78,-2.44,-10.38,0.73,12.34,11.59,1.4,15.69,2.93,0.97,2.56,54.7,44.57,13.81,350.69,65.52,8.18,8.96,9.71,22.19,295.28,22.09,27.11,150.52,61.76,223.39,77.81,18.51,0,-22.46,170.65,79.95,469.6,27.09,12.78,18
4165,(주)에스에프에이반도체,36540,14-Dec,6.77,17.98,-0.55,1.77,20.78,0,14.51,-5.27,-11.67,5.76,8.23,-3.69,0.7,14.29,10.66,1.32,16.3,2.96,0.92,2.68,50.56,40.98,12.44,298.95,61.88,10,11.07,12.11,25.07,246.87,20.47,25.25,154.9,63.53,199.25,74.93,18.94,0,-24.69,259.31,127.37,571.98,26.92,14.45,21.33
4166,(주)에스에프에이반도체,36540,15-Dec,-10.64,-6.52,5.37,-34.14,39.11,0,7.66,-29.85,-65.09,1.02,1.52,-20.02,0.67,16.01,10.67,1.18,16.69,2.25,0.96,2.45,127,111.97,70.39,183.96,50.29,15.62,14.23,20.12,35.22,142.8,26.25,29.77,158.5,33.31,66.57,64.78,11.84,55.68,6.33,290.08,162.93,567.23,6.02,3.51,4.93
4167,(주)에스에프에이반도체,36540,16-Dec,-6.95,-8.06,3.93,36.94,5.91,0,6.93,1.77,2.73,2.11,3.45,1.08,0.61,14.14,9.72,1.06,13.82,1.63,0.98,1.95,160.77,135.69,73.24,148.98,44.51,12.87,12.13,17.3,40.16,110.83,28.07,33.26,131.1,27.99,51.5,59.84,15.6,41.27,12.57,0,0,0,34.22,19.54,30.78
4168,(주)에스에프에이반도체,36540,17-Dec,-6.4,2.65,-21.18,-35.14,-0.02,42.18,8.65,2.19,3.78,3.89,5.66,1.51,0.69,15.55,10.72,1.14,13.8,1.66,1.17,2.24,164.09,143.03,64.55,134.75,42.52,17.71,14.31,23.9,42.6,99.81,24.41,28,125.65,23.02,40.06,57.4,12.84,32.86,10.94,0,0,0,37.01,19.85,27.95
4169,(주)에스에프에이반도체,36540,18-Dec,-0.88,-1.13,-0.05,56.19,6.64,32.98,10.21,2.9,4.86,5.35,7.36,2.11,0.73,15.71,11.09,1.15,14.53,1.64,1.3,2.58,182.3,145.73,34.28,118.04,37.88,17.77,13.18,25.4,45.86,82.6,22.57,28.24,135.47,18.26,33.78,54.14,20.06,44.43,12.75,0,0,0,31.51,19.28,26.41
4170,(주)에스에프에이반도체,36540,19-Dec,5.4,-1.34,27.98,0.28,10.19,63.68,9.02,3.54,7.34,6.06,6.63,3.23,0.91,16.55,12.21,1.5,17.44,1.95,1.72,2.92,70.83,59.7,19.49,109.35,36.22,16.77,9.84,24.19,47.77,75.82,28.9,34.29,150.8,95.08,101.35,52.23,15.72,0,-14.12,0,0,0,36.75,20.84,23.4
4171,(주)에스엘바이오닉스,214310,15-Dec,0,0,0,0,0,0,20.41,8.96,15.4,13.74,11.68,10.54,1.18,19.86,5.44,2.83,12.26,1.69,3.85,2.36,247.76,218.36,33.41,43.97,15.76,42.47,11.03,82.29,69.46,22.69,44,49.92,225.18,42.15,29.01,30.54,11.86,19.89,29.77,100.52,98.08,250.66,101.25,40.16,34.13
4172,(주)에스엘바이오닉스,214310,16-Dec,45.52,-8.94,39.67,25.62,-8.7,0,22.85,-20.2,-37.66,-13.95,-14.05,-20.07,0.99,18.25,4.61,3.07,12.54,1.83,2.17,2.04,98.53,88.02,23.52,128.93,32.54,3.16,2.13,5.48,43.68,74.5,42.8,47.91,317.15,0,111.32,56.32,10.67,0,-0.71,65.04,62.41,255,21.02,5.29,6.31
4173,(주)에스엘바이오닉스,214310,17-Dec,-20.32,-15.94,-31.36,-17.81,-45.66,0,21.99,-30.23,-61.9,-0.14,-0.19,-22.82,0.75,14.56,4.56,2.83,16.39,2.02,1.2,1.68,59.1,51.55,14.25,241.71,61.08,9.23,7.67,10.68,29.26,208.72,36,41.27,549.42,0,238.61,70.74,12.78,0,-28.56,0,0,0,33.15,8.88,10.44
4174,(주)에스엘바이오닉스,214310,18-Dec,14.27,15.26,34.94,-34.97,89.63,0,14.79,-53.76,-72.23,-8.94,-16.82,-28.57,0.53,13.08,4.66,1.92,35.18,1.34,0.88,1.17,96.53,90.59,39.86,105.91,33.66,15.59,16.09,23.83,48.56,69.3,45.74,48.74,1043.72,0,103.97,51.44,6.16,0,-1.75,0,0,0,21.04,5.6,11.25
4175,(주)에스엘바이오닉스,214310,19-Dec,-34.98,-70.54,-68.36,-20.59,-16.36,0,13.98,-97.1,-81.56,-7.76,-17.1,-44.08,0.45,13.91,4.22,2.09,25.54,0.84,0.99,1.17,66.58,56.29,14.99,60.07,21,5.27,3.43,9.42,62.47,33.62,20.06,23.72,310.22,98.39,57.03,37.53,15.45,0,-11.91,0,0,0,-183.18,-21,-36.45
4176,(주)에스엠라이프디자인그룹,63440,11-Dec,3.5,18.5,4.39,352.87,8.78,0,35.77,1.85,1.44,4.27,7.34,1.07,0.58,79.24,5.35,1.43,6.43,0.78,2.26,2.26,138.15,131.83,43.15,31.38,9.43,-7.83,-3.27,-19.83,76.12,12.39,24.62,25.8,140.15,0,24.54,23.88,4.58,16.57,7.13,184.78,3.91,508.48,30.58,11.11,19.45
4177,(주)에스엠라이프디자인그룹,63440,12-Dec,-17.36,-1.73,-45.79,-66.14,-17.9,0,23.07,-27.57,-18.58,-8,-15.64,-14.1,0.51,59.11,6.15,1.09,7.69,0.67,2.12,2.35,95.61,92.88,24.04,32.25,11.41,-1.43,-0.62,-3.06,75.62,15.09,16.44,16.92,99.37,0,23.41,24.38,2.86,0,-0.78,208.27,38.46,403.62,-1.33,-0.69,-1.21
4178,(주)에스엠라이프디자인그룹,63440,13-Dec,0,0,0,0,0,0,25.33,-51.73,-47.17,-13.29,-31.53,-21.82,0.42,33.5,8.35,0.98,8.24,0.91,0.79,0.87,97.37,94.84,15.04,115.87,44.01,-23.6,-30.04,-28.78,46.33,95,47.27,48.53,98.75,98.91,107.59,53.67,2.59,0,-1.31,251.98,45.63,620.95,-4.25,-1.82,-4.33
4179,(주)에스엠라이프디자인그룹,63440,14-Dec,-27.48,-3.16,-49.96,109.92,-10.96,0,26.59,-27.76,-39.51,-16.47,-22.76,-20.08,0.72,32,7.72,1.48,8.18,1.43,1.47,1.71,88.2,78.61,23.89,76.01,22,-40.89,-20.52,-80.24,56.82,38.73,29.84,33.48,109.59,98.97,66.82,43.18,10.88,0,-4.48,248.98,44.53,415.23,10.47,6.01,6.98
4180,(주)에스엠라이프디자인그룹,63440,15-Dec,-13.02,-12.35,-24.75,-4.26,-12.23,0,17.84,-45.51,-52.68,-27.52,-41.74,-30.01,0.66,17.29,5.04,1.15,4.9,1.16,1.53,2.1,80.4,69.27,31.11,74.57,20.45,-42.89,-25.85,-89.59,57.28,35.7,24.96,28.97,81.82,0,62.89,42.72,13.84,0,-7.06,235.67,38.66,405.04,2.28,1.3,1.83
4181,(주)에스엠라이프디자인그룹,63440,16-Dec,87.58,-5.13,265.74,-64.85,202.94,0,30.64,-31.39,-13.31,-7.19,-21.11,-10.69,0.34,18.07,5.64,0.87,5.67,0.42,1.72,0.73,1524.44,1504.16,127.07,8.1,0,-175.07,-50.25,0,92.51,0,55.73,56.48,153.93,0,4,7.49,1.33,1.42,52.77,157.28,24.88,537.94,15.15,4.43,16.97
4182,(주)에스엠라이프디자인그룹,63440,17-Dec,5.33,-3.36,6.02,-24.58,2.97,0,20.47,2.26,1.88,1.34,1.8,1.68,0.74,115.89,17.56,2.66,35.13,0.81,8.95,1.31,929.38,920.58,174.09,10.01,0,-43.51,-5.46,0,90.9,0,56.31,56.85,255.4,0,6.73,9.1,0.95,1.06,50.73,0,0,0,69.84,18.73,25.83
4183,(주)에스엠라이프디자인그룹,63440,18-Dec,22.81,-0.24,46.7,31.95,20.81,-354.92,23.87,-10.07,-4.27,-1.73,-4.42,-3.94,0.39,69.95,9.1,1.63,11.22,0.44,3.91,0.62,795.94,789.16,66.13,12.08,0,55.58,16.86,0,89.22,0,67.33,67.91,81.4,0,9.56,10.78,0.85,0.97,59.38,0,0,0,39.45,8.6,24.19
4184,(주)에스엠라이프디자인그룹,63440,19-Dec,7.08,-19.68,7.41,1427.6,-2.67,0,20.87,-8.18,-6.08,0.73,1.15,-5.18,0.63,13.95,11.56,3.34,12.95,0.75,4.2,0.93,492.78,433.12,92.25,23.65,8.11,28.8,8.99,67.96,80.87,10.02,59.87,68.12,139.58,75.6,17.09,19.13,12.11,15.19,54.29,0,0,0,47.2,7.72,12.59
4185,(주)에스엠벡셀,10580,11-Dec,-3.61,4.37,-17.73,17.55,-10.42,0,-0.25,-1.36,-5.75,-0.2,-0.14,-1.92,1.41,19.99,9.71,2.27,7.42,4.24,2.12,4.02,75.49,57.32,2.06,211.68,34.35,1.21,0.57,2.39,32.08,107.06,24.57,32.36,79.87,58.08,133.61,67.92,24.06,0,-10.51,133.6,50.64,270.53,43.95,21.7,15.07
4186,(주)에스엠벡셀,10580,12-Dec,-3.68,-14.52,13.17,13.63,-12.9,0,-4.02,-2.89,-12.84,-9.31,-6.85,-3.93,1.36,16.03,9.59,2.22,7.15,4.44,1.96,3.86,73.22,55.53,8.34,244.7,36.66,-6.82,-3.5,-13.21,29.01,126.38,28.83,38.02,69.33,75.37,178.97,70.99,24.16,0,-13.9,141.53,66.48,322.12,51.01,22.41,16.2
4187,(주)에스엠벡셀,10580,13-Dec,22.65,26.27,20.77,35.64,-5.29,0,0.11,-2.41,-12.15,-3.02,-2.36,-3.08,1.28,13.15,10.4,2.19,6.81,5.04,1.71,3.39,68.32,49.78,7.12,346.4,40.04,-3.77,-2.52,-7.31,22.4,178.74,27.28,37.43,62.03,63.02,244.59,77.6,27.13,0,-17.36,209.39,78.07,397.08,30.87,16.28,14.03
4188,(주)에스엠벡셀,10580,14-Dec,-7.26,-5.29,-10.79,-25.36,-8.38,0,1.5,-1.68,-9.17,-1.06,-0.87,-2.04,1.22,13.25,10.56,2.04,6.66,5.48,1.57,3.32,76.01,58.75,2.67,351.87,46.09,0.27,0.17,0.46,22.13,208.28,27.83,36.01,64.04,53.99,214.08,77.87,22.7,0,-11.37,245.62,79.29,407.34,28.35,17.09,13.49
4189,(주)에스엠벡셀,10580,15-Dec,-11.83,0.03,-30.73,-16.96,-14.08,0,2.57,-3.46,-20.11,0.12,0.1,-4.4,1.27,15.96,10.79,1.97,6.91,5.8,1.62,3.92,59.87,43.58,1.9,363.73,50.83,2.04,1.18,3.15,21.56,235.72,20.59,28.29,64.04,50.41,219.14,78.44,27.21,0,-18.97,339.52,111.26,498.37,19.85,13.52,9.98
4190,(주)에스엠벡셀,10580,16-Dec,-6.12,-5.01,-3.96,-11.83,27.62,0,-2.5,-7.11,-34.8,-7.12,-5.75,-8.81,1.24,16.59,10.96,1.79,6.06,4.9,1.66,4.33,58.36,43.78,6.11,241.13,36.29,4.09,2.26,7.97,29.31,123.79,21.71,28.94,48.11,62.83,169.16,70.69,24.98,0,-20.65,337.54,105,486.73,15.14,10.5,8.21
4191,(주)에스엠벡셀,10580,17-Dec,-11.44,-4.27,-26.74,-1.73,10.99,0,-0.73,-7.53,-29.09,-5.07,-4,-9.54,1.27,16.67,11.13,1.76,6.85,3.86,1.89,4.77,52.66,35.01,5.11,172.18,37.81,-1.28,-0.6,-2.15,36.74,102.91,15.92,23.94,87.93,74.94,123.76,63.26,33.51,0,-21.53,0,0,0,15.31,11.43,8.47
4192,(주)에스엠벡셀,10580,18-Dec,19.21,20.35,12.5,50.4,36.58,0,6.53,3.56,12.21,4.26,3.14,4.84,1.36,14.83,12.97,1.8,9.5,3.43,2.25,5.86,72.01,39.75,5.45,137.56,33.27,3.28,1.52,5.7,42.09,79.04,12.47,22.59,62.43,41.27,74.54,57.91,44.8,0,-8.78,326.31,93.51,535.43,32.21,19.63,15.71
4193,(주)에스엠벡셀,10580,19-Dec,15.87,12.6,25.6,-41.93,-27.81,0,1.59,-14.3,-48.48,-6.85,-6.02,-16.28,1.14,15.35,12.46,1.52,6.43,3.39,1.71,4.82,47.22,37.44,0.01,281.29,29.54,11.46,7.97,28.61,26.23,112.65,19.42,24.49,44.52,53.55,197.78,73.77,20.71,0,-27.38,304.52,91.39,605.13,1.68,0.85,0.8
4194,(주)에스엠엔터테인먼트,41510,11-Dec,0,0,0,0,0,0,39.51,14.39,20.4,15.07,17.72,12.24,0.85,55.46,10.99,7.38,6.18,1.38,2.21,1.35,173.61,169.38,54.82,62.73,5.33,49.78,22.56,359.83,61.45,8.68,61.5,63.03,56.23,87.25,59.08,38.55,2.43,5.74,26.73,15.17,3.43,799.59,304.38,30.32,35.64
4195,(주)에스엠엔터테인먼트,41510,12-Dec,0,0,0,0,0,0,45.45,15.23,18.94,18.75,25.09,11.39,0.75,42.35,11.36,6.12,6.09,1.03,2.7,1.22,233.78,227.05,117.47,38.22,3.21,53.2,19.68,458.06,72.35,4.44,59.61,61.38,53.61,74.14,36.29,27.65,2.88,5.03,35.12,73.87,3.47,1039.02,253.66,28.15,37.65
4196,(주)에스엠엔터테인먼트,41510,13-Dec,21.52,37.11,23.47,28.97,10.24,-42.2,36.73,8.7,10.41,11.34,15.09,6.53,0.75,41.19,8.15,5.75,5.29,1.07,2.5,1.21,216.74,210.23,93.67,47.28,3.45,30.89,14.48,287.75,67.9,5.08,60.49,62.36,72.29,19.9,42.37,32.1,3,5.58,33.59,121.67,3.88,1170.95,190.24,25.08,36.61
4197,(주)에스엠엔터테인먼트,41510,14-Dec,-2.46,49.84,-19.64,16.99,4.44,-73.87,35.61,0.64,2.54,8.86,11.96,0.47,0.74,35.99,6.24,4.25,6,1.05,2.53,1.3,231.53,221.4,108.55,35.91,4.02,10.5,3.7,68.97,73.58,5.46,49.13,51.37,139.83,20.04,30.16,26.42,4.37,7.7,29.18,117.07,2.34,953.2,153.3,24.89,33.19
4198,(주)에스엠엔터테인먼트,41510,15-Dec,20.13,32.74,15.26,16.39,17.44,261.79,34.73,5.65,8.27,8.65,11.19,4.37,0.77,34.99,7.57,3.45,9.58,1.08,2.74,1.54,230.99,220.79,136.06,42.11,9.9,20.91,8.75,62.55,70.37,14.07,47.11,49.29,113.44,23.81,30.32,29.63,4.42,7.79,27.95,153.53,1.26,1061.67,122.57,24.42,34.5
4199,(주)에스엠엔터테인먼트,41510,16-Dec,14.22,-3.48,29.48,12.03,16.25,-83.19,29.23,1.21,1.19,4.2,5.92,0.86,0.71,32.98,8.46,3.31,11.42,1,2.45,1.35,217.89,209.57,125.95,39.82,10.83,29.16,12.46,76.68,71.52,15.14,53.74,55.87,162.11,80.95,35.85,28.48,3.82,7.06,30.23,0,0,0,114.72,21.98,32.99
4200,(주)에스엠엔터테인먼트,41510,17-Dec,51.88,-10.17,50.26,-23.03,4.49,18.63,31.86,-1.29,1.28,1.65,2.99,-0.71,0.55,36.84,4.44,3.71,4.84,0.9,1.43,1,133.42,130.81,59.16,83.07,7.34,13.63,13.5,84.22,54.62,13.44,54.19,55.28,97.48,80.83,75.85,45.38,1.96,7.81,13.85,0,0,0,152.76,16.44,35.88
4201,(주)에스엠엔터테인먼트,41510,18-Dec,25.7,0.18,21.89,33.56,23.23,606.9,33.11,3.83,7.96,5.31,7.8,2.6,0.68,60.76,5,6.56,4.05,1.21,1.55,1.25,136.31,133.39,60.2,74,5.37,23.16,16.13,183.31,57.47,9.35,52.45,53.6,69.55,81.2,68.42,42.53,2.14,8.05,14.28,0,0,0,217.71,19.3,31.6
4202,(주)에스엠엔터테인먼트,41510,19-Dec,11.29,13.23,17,28.06,4.7,-129.75,32.78,-2.46,-2.1,3.81,6.14,-1.53,0.62,50.06,5.19,6.61,3.56,1.09,1.45,1.13,143.88,140.5,65.22,76.31,8.24,21.95,16.11,115.35,56.72,14.52,55.03,56.35,67.81,72.05,69.05,43.28,2.35,7.7,17.19,0,0,0,201.25,17.41,29.53
4203,(주)에스엠컬처앤콘텐츠,48550,11-Dec,0,0,0,0,0,0,0,2.19,2.7,3.28,5.75,1.25,0.57,0,3.96,18.7,8.92,0.91,1.53,1.23,125.21,125.21,23.53,59,6.77,37.13,24.19,203.49,62.89,10.76,46.32,46.32,224.97,99.84,58.82,37.11,0,0,9.33,2.34,0.04,134.59,1286.82,39.18,68.81
4204,(주)에스엠컬처앤콘텐츠,48550,12-Dec,75.19,5.82,99.96,0,109.4,0,58.22,-65.52,-46.11,-6.51,-13.12,-32.5,0.5,0,4.33,21.78,13.48,0.71,1.66,0.98,242.77,242.77,113,34.63,3.85,-11.43,-7.55,-76.29,74.28,5.19,52.87,52.87,458.72,0,29.32,25.72,0,0,31.09,3.09,0.13,250.15,-364.83,-6.71,-17.22
4205,(주)에스엠컬처앤콘텐츠,48550,13-Dec,67.75,46.94,95.2,0,39.01,0,23.6,-1.68,-2.04,-0.26,-0.3,-1.44,0.86,0,7.01,50.54,61.64,1.29,2.54,1.47,210.8,210.8,61.78,62.83,9.09,-15.23,-8.59,-64.68,61.41,14.8,61.52,61.52,1444.82,0.02,47.52,38.59,0,0,32.34,4.38,1.5,331.62,1578.76,25.44,37.18
4206,(주)에스엠컬처앤콘텐츠,48550,14-Dec,0.46,478.65,-16.99,0,7.33,0,12.62,-13.48,-15.74,-7.54,-10.14,-10.01,0.74,0,6.27,13.62,142.28,1.17,2.04,1.32,189.24,189.24,55.77,52.5,7.36,-6.38,-2.97,-29.87,65.57,11.22,50.83,50.83,10087.86,0,40.96,34.43,0,0,23.97,27.19,3.49,303.87,256.68,23.82,32.14
4207,(주)에스엠컬처앤콘텐츠,48550,15-Dec,1.75,-9.26,9.17,0,-2.39,0,14.06,-6.27,-8.44,-4.62,-5.22,-5.55,0.89,0,8.29,10.09,1799.66,1.38,2.47,1.68,163.11,163.11,62.16,59.3,6.97,8.6,3.65,45.89,62.77,11.11,54.54,54.54,0,46.79,53.27,37.23,0,0,21.1,26.08,3.26,321.07,356.5,29.5,33.62
4208,(주)에스엠컬처앤콘텐츠,48550,16-Dec,-5.64,-12.39,17.89,0,1.49,0,17.54,-0.49,-0.87,4.17,3.65,-0.56,1.14,0,10.39,14.28,0,1.75,3.27,1.87,224.15,224.15,80.86,48.12,3.93,11.42,3.16,94.32,67.51,5.82,68.14,68.14,0,48.93,45.03,32.49,0,0,37.74,0,0,0,515.37,39.6,33.7
4209,(주)에스엠컬처앤콘텐츠,48550,17-Dec,270.41,-79.71,274.18,0,109.47,0,13.6,-15.83,-16.54,-6.79,-14.64,-7.34,0.46,0,2.46,23.6,2.07,1.04,0.83,0.68,116.24,116.24,37.23,161.72,2.07,11.26,23.62,335.9,38.21,5.42,68.83,68.83,74.15,0,154.98,61.79,0,0,9.61,0,0,0,1363.64,5.74,19.49
4210,(주)에스엠컬처앤콘텐츠,48550,18-Dec,4.58,-9.98,5.64,0,-2.13,0,24.53,-0.89,-1.58,-0.68,-1.05,-0.57,0.64,0,4.14,163.83,2.1,1.73,1.02,0.93,112.65,112.65,46.19,179.56,2.18,23.56,24.16,693.26,35.77,6.1,69.53,69.53,31.28,0,172.55,64.23,0,0,7.81,0,0,0,3866.54,14.01,22.36
4211,(주)에스엠컬처앤콘텐츠,48550,19-Dec,11.5,-0.51,17.15,0,3.43,0,34.46,2.31,3.24,1.45,2.89,1.16,0.5,0,4.29,146.62,1.51,1.46,0.76,0.7,111.45,111.45,46.06,201.04,3.73,17.18,24.15,307.85,33.22,11.22,73.05,73.05,38.57,76.13,197.32,66.78,0,0,7.51,2.15,1.07,665.09,4918.06,15.9,33.46
4212,(주)에스엠코어,7820,11-Dec,58,44.86,65.98,11.49,70.79,23.79,18.54,9.22,19.88,15.77,13.1,11.1,1.2,127.22,2.15,5.88,4.06,2.16,2.72,1.64,199.98,197.81,40.51,74.48,4.37,14.56,6.32,142.35,57.31,7.62,74.06,74.88,191.38,25.46,65.33,42.69,1.09,2.18,37.44,74.81,9.47,379.03,119.48,23.62,24.04
4213,(주)에스엠코어,7820,12-Dec,0.2,7.05,-3.19,12.16,8.49,-9.09,14.51,7.2,13.75,10.95,9.58,8.23,1.14,132.51,2.19,5.59,4.18,1.92,2.84,1.55,216.19,213.47,45.15,61,5.03,18.65,6.18,140.61,62.11,8.09,71.43,72.34,189.56,52.58,53.87,37.89,1.26,2.34,38.88,70.76,9.47,335.3,107.04,22.61,19.79
4214,(주)에스엠코어,7820,13-Dec,12.34,16.3,11.41,990.36,9.81,-13.19,12.36,6.59,10.93,7.66,7.33,6.88,1.04,20.44,2.08,4.85,4,1.7,2.71,1.45,198.36,173.9,25.39,64.27,4.51,10.83,4.29,94.05,60.87,7.4,62.9,71.74,195.04,65.69,59.41,39.13,12.33,24.87,35.58,78.51,16.89,358.12,98.47,21.53,21.81
