,회사명,유동자산증가율,재고자산증가율,0,1,2,3
12423,에코플라스틱(주),111.84,-14.73,59.85,111.84,-31.99,-14.73
12424,에코플라스틱(주),9.53,132.68,-30.1,9.53,6.74,132.68
12425,에코플라스틱(주),7.99,11.04,22.13,7.99,36.14,11.04
12426,에코플라스틱(주),11.67,-5.56,10.59,11.67,-19.75,-5.56
12427,에코플라스틱(주),11.25,17.33,12.28,11.25,26.12,17.33
12428,에코플라스틱(주),-6.03,23.31,-15.17,-6.03,11.19,23.31
12429,에코플라스틱(주),-0.2,-6.36,-4.62,-0.2,17.12,-6.36
12430,에코플라스틱(주),-3.55,1.97,-7.46,-3.55,-34.71,1.97
12431,에코플라스틱(주),10.64,0.73,27.33,10.64,3.88,0.73
12432,에프엔에스테크(주),-25.31,-23.17,-79.88,-94.79,-43.03,-78.28
12433,에프엔에스테크(주),31.23,-28.04,31.23,11111111.11,-28.04,11111111.11
12434,에프엔에스테크(주),35.71,37.05,35.71,11111111.11,37.05,11111111.11
12435,엑스큐어(주),70.4,71.29,-43.3,0.0,-70.03,0.0
12436,엑스큐어(주),-14.32,42.31,-14.32,11111111.11,42.31,11111111.11
12437,엑스큐어(주),-54.62,-42.28,-54.62,11111111.11,-42.28,11111111.11
12438,엑스큐어(주),-27.1,-0.51,-27.1,11111111.11,-0.51,11111111.11
12439,엑스큐어(주),79.48,139.13,79.48,11111111.11,139.13,11111111.11
12440,엑스큐어(주),-25.35,-43.15,-25.35,11111111.11,-43.15,11111111.11
12441,엑스큐어(주),218.13,-74.27,218.13,11111111.11,-74.27,11111111.11
12442,엑스큐어(주),-20.49,-59.84,-20.49,11111111.11,-59.84,11111111.11
12443,엑스큐어(주),2.59,103.77,2.59,11111111.11,103.77,11111111.11
12444,엔브이에이치코리아(주),27.95,12.88,535.44,1791.89,324.37,110.04
12445,엔브이에이치코리아(주),-15.85,-29.83,-22.09,-15.85,3.46,-29.83
12446,엔브이에이치코리아(주),21.62,-6.73,55.86,21.62,11.45,-6.73
12447,엔브이에이치코리아(주),9.5,36.67,-23.58,9.5,6.33,36.67
12448,엔브이에이치코리아(주),-1.41,10.53,-11.01,-1.41,-23.81,10.53
12449,엔브이에이치코리아(주),34.78,15.56,-36.79,34.78,-48.96,15.56
12450,엔브이에이치코리아(주),-1.63,-4.41,8.4,-1.63,-15.35,-4.41
12451,엔시트론(주),6.33,-15.73,-72.91,-93.25,495.67,-79.93
12452,엔시트론(주),-6.21,22.2,-13.71,-6.21,21.53,22.2
12453,엔시트론(주),-14.3,-12.61,-25.05,-14.3,-30.53,-12.61
12454,엔시트론(주),51.28,91.01,57.36,51.28,26.56,91.01
12455,엔시트론(주),-26.27,-8.25,-24.38,-26.27,11.4,-8.25
12456,엔시트론(주),9.01,-26.24,24.76,9.01,-35.02,-26.24
12457,엔시트론(주),-2.98,-5.1,3.83,-2.98,9.35,-5.1
12458,엔시트론(주),-38.2,-53.45,-45.1,-38.2,-30.3,-53.45
12459,엔시트론(주),-26.5,-22.9,-30.19,-26.5,-23.4,-22.9
12460,엔에이치엔(주),7477.09,-100.0,5453.78,7477.09,-100.0,-100.0
12461,엔에이치엔(주),-31.13,1254789.63,-59.26,-31.13,11111111.11,11111111.11
12462,엔에이치엔(주),46.19,1254789.63,35.0,46.19,11111111.11,11111111.11
12463,엔에이치엔(주),9.78,inf,16.22,9.78,11111111.11,inf
12464,엔에이치엔(주),26.43,-23.89,-29.2,26.43,11111111.11,-23.89
12465,엔에이치엔(주),6.19,126.1,-19.3,6.19,11111111.11,126.1
12466,엔에이치엔(주),5.21,1.41,-48.04,5.21,inf,1.41
12467,엔에이치엔한국사이버결제(주),10.09,74.74,-47.75,-95.74,-38.84,-96.85
12468,엔에이치엔한국사이버결제(주),8.47,-70.88,7.91,8.47,-70.88,-70.88
12469,엔에이치엔한국사이버결제(주),6.07,-40.39,-0.1,6.07,-40.39,-40.39
12470,엔에이치엔한국사이버결제(주),101.29,698.28,112.59,101.29,522.97,698.28
12471,엔에이치엔한국사이버결제(주),12.3,83.66,12.97,12.3,68.31,83.66
12472,엔에이치엔한국사이버결제(주),12.49,2.5,10.45,12.49,-22.86,2.5
12473,엔에이치엔한국사이버결제(주),7.99,-23.58,10.93,7.99,5.33,-23.58
12474,엔에이치엔한국사이버결제(주),41.48,140.84,42.13,41.48,113.92,140.84
12475,엔에이치엔한국사이버결제(주),20.74,-41.05,20.81,20.74,-14.01,-41.05
12476,엔피씨(주),27.96,20.79,-58.52,-54.91,520.35,566.18
12477,엔피씨(주),-6.46,7.2,-13.97,-6.46,-4.17,7.2
12478,엔피씨(주),7.95,4.62,8.76,7.95,6.31,4.62
12479,엔피씨(주),-0.46,6.17,1.69,-0.46,13.5,6.17
12480,엔피씨(주),16.3,-16.08,15.44,16.3,-17.64,-16.08
12481,엔피씨(주),33.45,6.25,33.11,33.45,1.16,6.25
12482,엔피씨(주),0.38,32.16,2.11,0.38,27.47,32.16
12483,엔피씨(주),0.92,31.43,-15.44,0.92,6.39,31.43
12484,엔피씨(주),-4.02,-11.99,-11.64,-4.02,-13.56,-11.99
12485,엘브이엠씨홀딩스(주),41.9,216.39,-90.01,-40.42,-51.57,67.34
12486,엘브이엠씨홀딩스(주),12.6,-3.87,11111111.11,12.6,11111111.11,-3.87
12487,엘브이엠씨홀딩스(주),142.92,19.9,11111111.11,142.92,11111111.11,19.9
12488,엘브이엠씨홀딩스(주),-15.35,-0.15,11111111.11,-15.35,11111111.11,-0.15
12489,엘브이엠씨홀딩스(주),14.51,60.11,11111111.11,14.51,11111111.11,60.11
12490,엘브이엠씨홀딩스(주),6.68,1.7,11111111.11,6.68,11111111.11,1.7
12491,엘브이엠씨홀딩스(주),19.79,38.41,11111111.11,19.79,11111111.11,38.41
12492,엘브이엠씨홀딩스(주),9.4,5.14,11111111.11,9.4,11111111.11,5.14
12493,엘브이엠씨홀딩스(주),-10.85,-13.19,11111111.11,-10.85,11111111.11,-13.19
12494,엘비세미콘(주),72.01,53.91,285.1,-96.61,-5.05,-92.39
12495,엘비세미콘(주),38.23,37.3,38.23,11111111.11,37.3,11111111.11
12496,엘비세미콘(주),42.39,127.81,42.39,11111111.11,127.81,11111111.11
12497,엘비세미콘(주),-33.96,-65.88,-33.96,11111111.11,-65.88,11111111.11
12498,엘비세미콘(주),6.87,-5.65,6.87,11111111.11,-5.65,11111111.11
12499,엘비세미콘(주),-12.32,-37.72,-12.32,11111111.11,-37.72,11111111.11
12500,엘비세미콘(주),52.83,14.36,52.83,11111111.11,14.36,11111111.11
12501,엘비세미콘(주),-29.69,-14.05,-29.69,11111111.11,-14.05,11111111.11
12502,엘비세미콘(주),20.87,32.83,19.2,20.87,45.42,32.83
12503,엘아이지넥스원(주),12.96,12.83,1473.08,757.54,913.54,524.41
12504,엘아이지넥스원(주),-2.31,32.68,-2.26,-2.31,32.8,32.68
12505,엘아이지넥스원(주),13.66,-25.36,13.64,13.66,-24.87,-25.36
12506,엘아이지넥스원(주),21.72,10.09,21.72,-99.05,10.09,-88.38
12507,엘아이지넥스원(주),-2.78,23.12,-2.78,11111111.11,23.12,11111111.11
12508,엘에스전선아시아(주),18.39,-3.51,-99.14,-85.55,-100.0,-54.65
12509,엘에스전선아시아(주),4.84,27.66,-23.02,4.84,11111111.11,27.66
12510,엘에스전선아시아(주),14.85,24.38,-16.16,14.85,11111111.11,24.38
12511,엘에스전선아시아(주),1.88,23.05,15.3,1.88,11111111.11,23.05
12512,엘지디스플레이(주),-11.11,4.61,82935.5,3110.88,inf,1904.86
12513,엘지디스플레이(주),13.45,3.13,15.09,13.45,1.84,3.13
12514,엘지디스플레이(주),-13.27,-19.11,-18.44,-13.27,-18.55,-19.11
12515,엘지디스플레이(주),19.51,42.46,20.56,19.51,28.99,42.46
12516,엘지디스플레이(주),3.15,-14.61,-0.54,3.15,-9.6,-14.61
12517,엘지디스플레이(주),9.99,-2.72,5.65,9.99,-7.74,-2.72
12518,엘지디스플레이(주),-0.1,2.72,-3.8,-0.1,-1.45,2.72
12519,엘지디스플레이(주),-15.98,14.52,-23.9,-15.98,15.99,14.52
12520,엘지디스플레이(주),16.46,-23.78,11.02,16.46,-21.77,-23.78
12521,엘지전자(주),-4.43,-15.76,15.15,54.01,-41.97,141.19
12522,엘지전자(주),-7.79,-7.03,-7.4,-7.79,4.08,-7.03
12523,엘지전자(주),12.17,5.21,4.01,12.17,-0.57,5.21
12524,엘지전자(주),7.09,18.03,13.77,7.09,21.77,18.03
12525,엘지전자(주),-6.21,-14.68,-7.45,-6.21,-5.21,-14.68
12526,엘지전자(주),3.62,6.12,0.52,3.62,12.15,6.12
12527,엘지전자(주),12.97,14.26,14.49,12.97,13.24,14.26
12528,엘지전자(주),0.87,1.91,-17.63,0.87,12.04,1.91
12529,엘지전자(주),2.02,-2.62,-1.76,2.02,-20.6,-2.62
12530,엘컴텍(주),-9.24,-1.58,-99.3,-99.56,-97.95,-99.38
12531,엘컴텍(주),-57.74,-45.16,-46.35,-57.74,-41.72,-45.16
12532,엘컴텍(주),-44.3,-89.81,-60.56,-44.3,-88.69,-89.81
12533,엘컴텍(주),20.32,7.76,2.72,20.32,23.63,7.76
12534,엘컴텍(주),23.99,193.69,60.91,23.99,204.48,193.69
12535,엘컴텍(주),-21.65,-34.23,-5.05,-21.65,-37.85,-34.23
12536,엘컴텍(주),-5.97,-6.04,-18.05,-5.97,3.66,-6.04
12537,엘컴텍(주),-37.18,-39.55,-31.35,-37.18,-39.94,-39.55
12538,엘컴텍(주),12.52,32.15,49.73,12.52,32.83,32.15
12539,엘티씨(주),147.91,-23.92,269.84,-30.4,-2.26,252.63
12540,엘티씨(주),-14.69,8.63,-14.69,11111111.11,8.63,11111111.11
12541,엘티씨(주),-19.81,35.8,-26.57,-19.81,-4.69,35.8
12542,엘티씨(주),9.44,45.3,15.61,9.44,68.21,45.3
12543,엘티씨(주),-3.67,35.21,2.62,-3.67,25.72,35.21
12544,엘티씨(주),37.71,26.69,-2.42,37.71,38.91,26.69
12545,엘티씨(주),5.95,-34.15,-0.56,5.95,-45.8,-34.15
12546,엠에프엠코리아(주),-84.02,45.58,-72.22,-84.02,121.13,45.58
12547,엠케이전자(주),7.13,33.57,11111111.11,11111111.11,11111111.11,11111111.11
12548,엠케이전자(주),-5.03,-21.15,-14.77,-5.03,-26.98,-21.15
12549,엠케이전자(주),-15.01,-17.16,-20.44,-15.01,-15.11,-17.16
12550,엠케이전자(주),5.04,5.04,-2.25,5.04,4.06,5.04
12551,엠케이전자(주),318.33,-2.13,-11.05,318.33,-0.47,-2.13
12552,엠케이전자(주),29.37,9.4,4.8,29.37,-0.21,9.4
12553,엠케이전자(주),-81.67,-2.33,-7.21,-81.67,-5.25,-2.33
12554,엠케이전자(주),14.73,7.34,8.04,14.73,3.94,7.34
12555,엠케이전자(주),-5.7,3.45,-0.17,-5.7,8.91,3.45
12556,영보화학(주),-73.98,-79.51,-63.68,-73.98,-80.29,-79.51
12557,영보화학(주),14.16,-7.6,6.21,14.16,-12.32,-7.6
12558,영보화학(주),18.16,13.33,25.61,18.16,21.83,13.33
12559,영보화학(주),11.42,-5.43,-1.72,11.42,-24.15,-5.43
12560,영보화학(주),2.5,1.62,-4.68,2.5,-8.73,1.62
12561,영보화학(주),14.96,-3.5,1.05,14.96,-11.18,-3.5
12562,영보화학(주),-3.37,-0.3,27.64,-3.37,21.62,-0.3
12563,영보화학(주),-16.06,2.24,-31.61,-16.06,19.35,2.24
12564,영보화학(주),3.28,15.36,10.63,3.28,-10.76,15.36
12565,영신금속공업(주),28.06,56.91,-43.61,-85.44,38.81,-17.42
12566,영신금속공업(주),6.63,-3.53,6.63,11111111.11,-3.53,11111111.11
12567,영신금속공업(주),-3.14,11.05,-3.14,11111111.11,11.05,11111111.11
12568,영신금속공업(주),8.58,-2.19,-2.0,8.58,-2.14,-2.19
12569,영신금속공업(주),11.02,6.19,10.49,11.02,5.61,6.19
12570,영신금속공업(주),6.55,30.95,3.37,6.55,6.08,30.95
12571,영신금속공업(주),-3.67,-0.88,-8.06,-3.67,-7.54,-0.88
12572,영신금속공업(주),21.29,0.9,33.57,21.29,4.74,0.9
12573,영신금속공업(주),0.02,5.32,0.06,0.02,15.37,5.32
12574,영진약품(주),-1.03,-0.71,68.51,-75.63,78.51,-33.56
12575,영진약품(주),7.11,15.22,7.11,11111111.11,15.22,11111111.11
12576,영진약품(주),11.83,12.29,11.83,11111111.11,12.29,11111111.11
12577,영진약품(주),-1.39,-6.04,-1.39,11111111.11,-6.04,11111111.11
12578,영진약품(주),13.84,7.15,13.84,11111111.11,7.15,11111111.11
12579,영진약품(주),30.84,33.27,30.84,11111111.11,33.27,11111111.11
12580,영진약품(주),-7.1,-7.78,-7.1,11111111.11,-7.78,11111111.11
12581,영진약품(주),-3.8,17.56,-3.8,11111111.11,17.56,11111111.11
12582,영진약품(주),1.5,16.98,1.5,11111111.11,16.98,11111111.11
12583,영풍정밀(주),37.39,74.83,-17.39,0.0,-50.39,0.0
12584,영풍정밀(주),-3.39,37.89,-3.39,11111111.11,37.89,11111111.11
12585,영풍정밀(주),-15.73,-20.83,-15.73,11111111.11,-20.83,11111111.11
12586,영풍정밀(주),-6.1,-17.43,-6.1,11111111.11,-17.43,11111111.11
12587,영풍정밀(주),-3.06,-13.52,-3.06,11111111.11,-13.52,11111111.11
12588,영풍정밀(주),-9.62,-16.54,-9.62,11111111.11,-16.54,11111111.11
12589,영풍정밀(주),15.76,-1.14,15.76,11111111.11,-1.14,11111111.11
12590,영풍정밀(주),15.27,-3.21,15.27,11111111.11,-3.21,11111111.11
12591,영풍정밀(주),7.2,20.77,7.2,11111111.11,20.77,11111111.11
12592,영풍제지(주),-2.47,30.25,-32.45,0.0,-42.05,0.0
12593,영풍제지(주),14.58,-5.49,14.58,11111111.11,-5.49,11111111.11
12594,영풍제지(주),-19.14,14.51,-19.14,11111111.11,14.51,11111111.11
12595,영풍제지(주),-7.14,-9.33,-7.14,11111111.11,-9.33,11111111.11
12596,영풍제지(주),-34.0,-8.05,-34.0,11111111.11,-8.05,11111111.11
12597,영풍제지(주),48.25,-12.29,48.25,11111111.11,-12.29,11111111.11
12598,영풍제지(주),41.69,2.67,41.69,11111111.11,2.67,11111111.11
12599,영풍제지(주),15.64,-14.15,15.64,11111111.11,-14.15,11111111.11
12600,영풍제지(주),-34.74,3.26,-34.74,11111111.11,3.26,11111111.11
12601,영화금속(주),3.41,18.54,-25.4,3.29,33.7,72.24
12602,영화금속(주),-10.74,-8.83,-8.24,-10.74,-9.17,-8.83
12603,영화금속(주),-12.52,-39.96,-13.83,-12.52,-37.24,-39.96
12604,영화금속(주),39.69,-2.4,39.69,-74.55,-2.4,35.29
12605,영화금속(주),10.43,1.33,10.43,11111111.11,1.33,11111111.11
12606,영화금속(주),14.3,57.9,14.3,11111111.11,57.9,11111111.11
12607,영화금속(주),20.47,26.89,20.47,11111111.11,26.89,11111111.11
12608,영화금속(주),18.46,42.14,18.46,11111111.11,42.14,11111111.11
12609,영화금속(주),-5.0,22.29,-5.0,11111111.11,22.29,11111111.11
12610,영화테크(주),34.08,-1.13,-48.41,284.97,-83.82,-53.59
12611,영화테크(주),-11.47,6.7,-10.51,-11.47,8.79,6.7
12612,영화테크(주),-10.71,4.46,-6.65,-10.71,10.12,4.46
12613,예스이십사(주),0.89,-12.58,67.6,61.38,372.15,264.2
12614,예스이십사(주),61.2,1.31,61.2,-79.64,1.31,-46.92
12615,예스이십사(주),-6.51,25.12,-6.51,11111111.11,25.12,11111111.11
12616,예스이십사(주),-4.31,-6.13,-4.31,11111111.11,-6.13,11111111.11
12617,예스이십사(주),-24.99,-11.56,29.46,-24.99,15.11,-11.56
12618,예스이십사(주),6.56,-1.22,7.02,6.56,-1.44,-1.22
12619,예스이십사(주),2.93,9.24,3.62,2.93,10.18,9.24
12620,예스이십사(주),-8.72,0.71,-10.95,-8.72,0.33,0.71
12621,예스이십사(주),-5.09,8.81,-5.06,-5.09,9.78,8.81
12622,오가닉티코스메틱스홀딩스컴퍼니리미티드,-26.06,-73.31,-88.37,-26.06,-67.6,-73.31
12623,오가닉티코스메틱스홀딩스컴퍼니리미티드,117.37,-24.37,11111111.11,117.37,11111111.11,-24.37
12624,오가닉티코스메틱스홀딩스컴퍼니리미티드,15.48,-40.65,11111111.11,15.48,11111111.11,-40.65
12625,오가닉티코스메틱스홀딩스컴퍼니리미티드,15.25,26.4,11111111.11,15.25,11111111.11,26.4
12626,오가닉티코스메틱스홀딩스컴퍼니리미티드,6.46,25.05,11111111.11,6.46,11111111.11,25.05
12627,오로라월드(주),-0.8,18.51,332.07,-71.86,-71.88,316.27
12628,오로라월드(주),-9.33,3.39,-21.29,-9.33,21.93,3.39
12629,오로라월드(주),23.34,18.22,37.01,23.34,16.72,18.22
12630,오로라월드(주),13.13,13.43,6.92,13.13,0.98,13.43
12631,오로라월드(주),12.4,20.42,8.65,12.4,61.36,20.42
12632,오로라월드(주),2.84,-2.94,5.2,2.84,19.11,-2.94
12633,오로라월드(주),2.34,-1.57,-3.45,2.34,6.9,-1.57
12634,오로라월드(주),-5.37,5.56,-19.01,-5.37,-16.49,5.56
12635,오로라월드(주),-1.09,-2.99,-0.48,-1.09,5.91,-2.99
12636,오상자이엘(주),10.0,12.91,-58.62,-73.62,-44.5,-87.53
12637,오상자이엘(주),-7.89,-10.69,-6.6,-7.89,-7.19,-10.69
12638,오상자이엘(주),19.73,32.95,26.2,19.73,40.01,32.95
12639,오상자이엘(주),2.22,18.94,-0.02,2.22,8.98,18.94
12640,오상자이엘(주),26.07,16.84,28.58,26.07,19.82,16.84
12641,오상자이엘(주),-5.94,-6.71,-7.11,-5.94,-3.21,-6.71
12642,오상자이엘(주),16.06,34.3,5.12,16.06,32.93,34.3
12643,오상자이엘(주),8.67,4.0,2.46,8.67,5.66,4.0
12644,오상자이엘(주),-0.09,-10.93,-4.5,-0.09,-12.24,-10.93
12645,오성첨단소재(주),118.85,89.27,197.22,393.64,100.78,178.31
12646,오성첨단소재(주),-58.83,-2.14,-2.98,-58.83,57.36,-2.14
12647,오성첨단소재(주),-47.8,-58.31,-51.79,-47.8,-58.32,-58.31
12648,오성첨단소재(주),-14.27,21.41,-14.2,-14.27,21.42,21.41
12649,오성첨단소재(주),53.41,-80.17,54.47,53.41,-80.16,-80.17
12650,오성첨단소재(주),-51.21,-25.73,-51.4,-51.21,-25.73,-25.73
12651,오성첨단소재(주),93.91,28.04,82.09,93.91,28.04,28.04
12652,오성첨단소재(주),13.0,83.03,20.82,13.0,83.03,83.03
12653,오성첨단소재(주),86.27,-20.18,85.99,86.27,-20.18,-20.18
12654,오션브릿지(주),-89.76,175.04,-70.78,-89.76,-78.16,175.04
12655,오션브릿지(주),-23.21,64.48,-23.21,11111111.11,64.48,11111111.11
12656,오션브릿지(주),19.38,117.09,20.04,19.38,25.04,117.09
12657,오션브릿지(주),2.94,59.66,5.13,2.94,186.07,59.66
12658,오스템임플란트(주),1.88,-2.3,421.37,297.65,620.63,618.63
12659,오스템임플란트(주),19.46,0.87,9.71,19.46,-8.71,0.87
12660,오스템임플란트(주),7.4,4.78,8.8,7.4,5.24,4.78
12661,오스템임플란트(주),23.1,0.65,21.15,23.1,-0.16,0.65
12662,오스템임플란트(주),8.62,3.19,0.8,8.62,-4.46,3.19
12663,오스템임플란트(주),0.37,29.47,-2.67,0.37,23.58,29.47
12664,오스템임플란트(주),14.62,12.9,12.8,14.62,14.0,12.9
12665,오스템임플란트(주),13.95,6.34,12.32,13.95,3.14,6.34
12666,오스템임플란트(주),9.47,9.12,-1.81,9.47,21.1,9.12
12667,올리패스(주),101.28,-32.04,-87.15,-89.48,-100.0,-99.61
12668,올릭스(주),1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
12669,올릭스(주),-23.12,-42.38,-18.79,-23.12,-42.38,-42.38
12670,옴니시스템(주),-18.97,35.36,-38.5,-6.38,1232.53,2888.26
12671,옴니시스템(주),1.25,-34.97,39.11,1.25,-26.21,-34.97
12672,옴니시스템(주),0.59,2.59,-10.34,0.59,25.57,2.59
12673,옴니시스템(주),-12.8,55.49,-19.15,-12.8,75.49,55.49
12674,옴니시스템(주),25.61,0.56,17.28,25.61,9.11,0.56
12675,옴니시스템(주),6.78,27.21,14.29,6.78,29.72,27.21
12676,옴니시스템(주),38.38,64.17,62.35,38.38,67.3,64.17
12677,옴니시스템(주),-11.55,-45.52,-14.15,-11.55,-50.1,-45.52
12678,옴니시스템(주),43.56,6.71,52.77,43.56,14.82,6.71
12679,옵티시스(주),29.22,4.2,-72.42,-84.86,-73.63,-19.74
12680,옵티시스(주),13.51,14.55,13.51,11111111.11,14.55,11111111.11
12681,옵티시스(주),10.49,34.08,10.49,11111111.11,34.08,11111111.11
12682,옵티시스(주),7.02,-14.3,7.02,11111111.11,-14.3,11111111.11
12683,옵티시스(주),7.24,0.28,7.24,11111111.11,0.28,11111111.11
12684,옵티시스(주),6.0,8.47,6.0,11111111.11,8.47,11111111.11
12685,옵티시스(주),-3.45,2.56,-3.45,11111111.11,2.56,11111111.11
12686,옵티시스(주),5.34,8.88,5.34,11111111.11,8.88,11111111.11
12687,옵티시스(주),16.58,19.14,16.58,11111111.11,19.14,11111111.11
12688,와이더블유(주),429.68,-73.31,79.04,429.68,-45.09,-73.31
12689,와이더블유(주),-4.05,13.93,-4.57,-4.05,13.57,13.93
12690,와이더블유(주),-48.3,-40.11,-47.73,-48.3,-39.92,-40.11
12691,와이더블유(주),58.79,2.44,60.0,58.79,-51.03,2.44
12692,와이더블유(주),-31.73,-80.19,-31.02,-31.73,-58.57,-80.19
12693,와이더블유(주),74.9,108.46,74.16,74.9,108.3,108.46
12694,와이더블유(주),-2.43,422.18,-2.78,-2.43,422.6,422.18
12695,와이더블유(주),11.57,-73.18,11.06,11.57,-73.18,-73.18
12696,와이더블유(주),12.25,21.7,11.84,12.25,21.7,21.7
12697,와이아이케이(주),-83.57,661.83,-83.52,-83.57,661.83,661.83
12698,와이아이케이(주),1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
12699,와이아이케이(주),1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
12700,와이아이케이(주),36.41,-44.44,29.97,36.41,-48.39,-44.44
12701,와이아이케이(주),-1.51,16.96,-3.53,-1.51,12.61,16.96
12702,와이엠씨(주),-90.74,-75.76,-73.68,-90.74,-78.05,-75.76
12703,와이엠씨(주),-8.7,-4.98,-8.7,11111111.11,-4.98,11111111.11
12704,와이엠씨(주),-11.2,-1.66,-2.54,-11.2,-3.74,-1.66
12705,와이엠씨(주),13.35,-15.12,10.84,13.35,-16.57,-15.12
12706,와이엠씨(주),101.63,9.14,105.38,101.63,8.64,9.14
12707,와이엠씨(주),200.45,48.62,201.73,200.45,44.91,48.62
12708,와이엠씨(주),-27.7,-13.75,-30.66,-27.7,-21.45,-13.75
12709,와이엠씨(주),-35.57,24.72,-33.73,-35.57,40.22,24.72
12710,와이엠티(주),49.01,25.49,-49.8,-34.18,-67.27,-32.68
12711,와이엠티(주),6.97,-7.62,-11.92,6.97,4.11,-7.62
12712,와이엠티(주),48.33,78.75,73.08,48.33,48.36,78.75
12713,와토스코리아(주),29.39,13.98,-29.75,-87.74,-75.18,-18.9
12714,와토스코리아(주),-16.62,-2.17,-16.62,11111111.11,-2.17,11111111.11
12715,와토스코리아(주),-26.03,82.11,-26.03,11111111.11,82.11,11111111.11
12716,와토스코리아(주),49.73,10.27,49.73,11111111.11,10.27,11111111.11
12717,와토스코리아(주),19.05,-0.49,19.05,11111111.11,-0.49,11111111.11
12718,와토스코리아(주),4.76,3.32,4.76,11111111.11,3.32,11111111.11
12719,와토스코리아(주),5.66,-23.92,5.66,11111111.11,-23.92,11111111.11
12720,와토스코리아(주),3.61,30.35,3.61,11111111.11,30.35,11111111.11
12721,와토스코리아(주),0.21,-2.73,0.21,11111111.11,-2.73,11111111.11
12722,우리바이오(주),-53.72,-31.14,93.58,1891.16,85.88,429.43
12723,우리바이오(주),16.44,-7.56,-43.34,16.44,-86.14,-7.56
12724,우리바이오(주),46.32,52.78,-24.77,46.32,38.87,52.78
12725,우리바이오(주),25.84,39.07,-41.51,25.84,213.15,39.07
12726,우리바이오(주),29.21,4.79,57.37,29.21,-74.69,4.79
12727,우리바이오(주),-10.98,-31.21,-0.94,-10.98,409.81,-31.21
12728,우리바이오(주),-28.26,-5.07,-9.72,-28.26,-81.51,-5.07
12729,우리바이오(주),0.09,16.81,-44.16,0.09,187.44,16.81
12730,우리바이오(주),-3.67,-4.78,-34.43,-3.67,-16.34,-4.78
12731,우리산업(주),-66.67,-33.46,822.75,-66.67,3058.66,-33.46
12732,우리산업(주),-1.42,2.47,-1.33,-1.42,2.47,2.47
12733,우리산업(주),19.07,2.22,13.54,19.07,-1.04,2.22
12734,우리산업(주),11.24,-8.8,11.45,11.24,-6.82,-8.8
12735,우리산업(주),0.42,-6.39,0.18,0.42,-6.34,-6.39
12736,우리산업홀딩스(주),17.78,26.9,-41.9,-34.91,-10.81,10.63
12737,우리산업홀딩스(주),13.06,9.1,14.87,13.06,13.26,9.1
12738,우리산업홀딩스(주),15.63,9.61,10.03,15.63,4.2,9.61
12739,우리산업홀딩스(주),22.0,6.45,24.69,22.0,5.48,6.45
12740,우리산업홀딩스(주),-0.66,-0.88,-91.2,-0.66,-100.0,-0.88
12741,우리산업홀딩스(주),2.59,4.07,-15.41,2.59,11111111.11,4.07
12742,우리산업홀딩스(주),9.87,5.95,-43.06,9.87,11111111.11,5.95
12743,우리산업홀딩스(주),4.05,-2.93,-2.64,4.05,11111111.11,-2.93
12744,우리산업홀딩스(주),-2.08,-5.7,-85.69,-2.08,11111111.11,-5.7
12745,우리손에프앤지농업회사법인(주),20.9,9.15,3582.44,-56.61,inf,-93.3
12746,우리손에프앤지농업회사법인(주),13.57,8.5,39.87,13.57,22.02,8.5
12747,우리손에프앤지농업회사법인(주),26.04,51.77,-15.27,26.04,-12.75,51.77
12748,우리손에프앤지농업회사법인(주),5.27,-14.32,14.46,5.27,7.99,-14.32
12749,우리엔터프라이즈(주),8.98,24.72,-54.73,-83.5,644.31,-16.87
12750,우리엔터프라이즈(주),-16.08,-21.75,-22.76,-16.08,-28.81,-21.75
12751,우리엔터프라이즈(주),2124.3,1883.33,3.3,2124.3,53.23,1883.33
12752,우리엔터프라이즈(주),22.83,32.88,-1.04,22.83,-35.24,32.88
12753,우리엔터프라이즈(주),29.72,4.56,6.55,29.72,12.63,4.56
12754,우리엔터프라이즈(주),-11.0,-30.78,-14.9,-11.0,-28.94,-30.78
12755,우리엔터프라이즈(주),-27.8,-3.86,-8.51,-27.8,29.61,-3.86
12756,우리엔터프라이즈(주),-0.13,16.89,-11.67,-0.13,18.49,16.89
12757,우리엔터프라이즈(주),-3.61,-4.55,-4.98,-3.61,-0.11,-4.55
12758,우리이앤엘(주),-15.19,-24.12,1537.27,-50.82,348.77,-61.34
12759,우리이앤엘(주),-15.59,-12.83,-0.7,-15.59,-48.71,-12.83
12760,우리이앤엘(주),-14.61,-10.83,-30.83,-14.61,-24.14,-10.83
12761,우리이앤엘(주),-8.29,-25.04,2.2,-8.29,-83.79,-25.04
12762,우리이앤엘(주),-20.19,-37.16,-26.03,-20.19,172.58,-37.16
12763,우리이앤엘(주),4.65,-54.16,16.28,4.65,-53.55,-54.16
12764,우리이앤엘(주),-20.47,7.92,-21.31,-20.47,29.53,7.92
12765,우림피티에스(주),-15.13,10.46,-54.33,-55.19,212.63,7.45
12766,우림피티에스(주),-25.51,12.43,-25.51,-25.51,12.43,12.43
12767,우림피티에스(주),12.54,1.11,12.54,12.54,1.11,1.11
