,회사명,유동자산증가율,재고자산증가율,0,1,2,3
3654,(주)아미노로직스,-15.58,-9.79,-13.44,-15.58,-9.79,-9.79
3655,(주)아미노로직스,34.87,0.28,29.38,34.87,0.28,0.28
3656,(주)아미노로직스,-0.05,-8.93,-0.05,-0.05,-8.93,-8.93
3657,(주)아미노로직스,3.97,-28.93,3.49,3.97,-28.93,-28.93
3658,(주)아미노로직스,13.98,-7.2,0.57,13.98,-7.2,-7.2
3659,(주)아미노로직스,1.86,-31.61,1.86,1.86,-31.61,-31.61
3660,(주)아바코,-37.12,163.27,104.48,105.52,-27.32,-27.32
3661,(주)아바코,-8.16,-15.24,-8.35,-8.16,-15.24,-15.24
3662,(주)아바코,56.02,-55.8,56.23,56.02,-55.8,-55.8
3663,(주)아바코,-10.17,126.02,-9.9,-10.17,126.02,126.02
3664,(주)아바코,28.5,138.69,28.18,28.5,138.69,138.69
3665,(주)아바코,16.61,1.01,16.42,16.61,-2.29,1.01
3666,(주)아바코,12.68,-56.26,12.51,12.68,-56.36,-56.26
3667,(주)아바코,18.91,4588.11,16.8,18.91,4673.32,4588.12
3668,(주)아바코,-15.92,-27.5,-16.39,-15.92,-27.52,-27.5
3669,(주)아바텍,117.89,60.51,-71.14,-70.01,-96.12,-96.09
3670,(주)아바텍,-3.66,17.77,-6.28,-3.66,17.19,17.77
3671,(주)아바텍,39.7,-62.27,43.76,39.7,-64.82,-62.27
3672,(주)아바텍,8.97,58.25,12.64,8.97,60.77,58.25
3673,(주)아바텍,12.68,-21.62,15.01,12.68,-14.81,-21.62
3674,(주)아바텍,29.59,-26.39,30.35,29.59,-26.39,-26.39
3675,(주)아바텍,-31.9,-2.67,-31.9,-88.08,-2.67,805.34
3676,(주)아바텍,-37.59,-6.35,-37.59,11111111.11,-6.35,11111111.11
3677,(주)아세아텍,104.81,1726.6,103.68,104.81,1679.64,1726.6
3678,(주)아세아텍,-10.86,21.64,-10.96,-10.86,22.21,21.64
3679,(주)아세아텍,-8.83,-11.04,-8.9,-8.83,-10.93,-11.04
3680,(주)아세아텍,-3.66,35.9,-3.58,-3.66,37.85,35.9
3681,(주)아세아텍,-10.8,-7.3,-10.85,-10.8,-7.64,-7.3
3682,(주)아세아텍,15.15,-20.63,15.34,15.15,-20.7,-20.63
3683,(주)아세아텍,3.6,7.65,3.99,3.6,8.79,7.65
3684,(주)아세아텍,-1.17,-5.93,-1.17,-83.39,-5.93,-53.32
3685,(주)아세아텍,9.42,-8.17,9.42,11111111.11,-8.17,11111111.11
3686,(주)아센디오,394.59,66.85,-69.14,0.0,-99.99,0.0
3687,(주)아센디오,21.39,-100.0,21.39,11111111.11,-100.0,11111111.11
3688,(주)아센디오,-53.82,1254789.63,-66.98,-53.82,11111111.11,11111111.11
3689,(주)아센디오,11.26,inf,15.88,11.26,inf,inf
3690,(주)아센디오,8.57,-88.83,46.48,8.57,-23.87,-88.83
3691,(주)아센디오,257.02,61.97,257.02,-26.76,61.97,2353.55
3692,(주)아센디오,16.87,-45.85,16.87,11111111.11,-45.85,11111111.11
3693,(주)아센디오,4.2,1740.88,-32.48,4.2,-92.07,1740.88
3694,(주)아센디오,-42.37,-98.63,-42.74,-42.37,137.5,-98.63
3695,(주)아스타,164.32,68.94,-40.42,-67.08,1879.97,1382.8
3696,(주)아스타,75.43,45.83,82.34,75.43,45.83,45.83
3697,(주)아스타,-53.33,-21.26,-51.66,-53.33,-21.29,-21.26
3698,(주)아스트,39.41,3.06,383.04,-11.11,1495.64,552.99
3699,(주)아스트,9.3,25.67,9.3,11111111.11,25.67,11111111.11
3700,(주)아스트,35.13,34.82,35.13,11111111.11,34.82,11111111.11
3701,(주)아스트,28.94,55.38,30.78,28.94,13.68,55.38
3702,(주)아스트,33.76,53.95,34.27,33.76,68.27,53.95
3703,(주)아스트,13.08,38.74,2.35,13.08,25.35,38.74
3704,(주)아시아경제,59.53,86.98,-82.17,-71.57,-99.99,-97.61
3705,(주)아시아경제,8.27,-97.8,-16.51,8.27,391.61,-97.8
3706,(주)아시아경제,-3.69,-37.88,36.38,-3.69,-76.34,-37.88
3707,(주)아시아경제,-27.62,22.01,98.38,-27.62,120.37,22.01
3708,(주)아시아경제,10.93,-10.28,-17.53,10.93,-18.5,-10.28
3709,(주)아우딘퓨쳐스,95.35,39.95,-30.06,-78.45,29162.06,20230.29
3710,(주)아우딘퓨쳐스,8.04,47.78,8.04,11111111.11,47.78,11111111.11
3711,(주)아우딘퓨쳐스,-40.3,36.25,-40.3,11111111.11,36.25,11111111.11
3712,(주)아이디스,198.79,8.1,251.99,198.79,2.21,8.1
3713,(주)아이디스,-3.39,-21.8,-2.93,-3.39,-14.38,-21.8
3714,(주)아이디스,21.63,35.59,20.71,21.63,37.01,35.59
3715,(주)아이디스,2.94,17.15,4.22,2.94,18.48,17.15
3716,(주)아이디스,40.83,77.71,13.8,40.83,22.4,77.71
3717,(주)아이디스,-2.59,-24.87,-3.5,-2.59,-21.83,-24.87
3718,(주)아이디스,-11.75,-27.37,9.65,-11.75,-2.59,-27.37
3719,(주)아이디스,-1.08,58.19,0.1,-1.08,62.67,58.19
3720,(주)아이디스,-4.14,-8.06,-6.14,-4.14,-8.62,-8.06
3721,(주)아이디스홀딩스,-16.29,-95.63,-67.93,-16.29,-100.0,-95.63
3722,(주)아이디스홀딩스,-70.68,29.43,-33.59,-70.68,11111111.11,29.43
3723,(주)아이디스홀딩스,724.76,4479.68,-39.95,724.76,11111111.11,4479.69
3724,(주)아이디스홀딩스,-1.12,5.54,-16.86,-1.12,11111111.11,5.54
3725,(주)아이디스홀딩스,38.73,26.92,-48.22,38.73,11111111.11,26.92
3726,(주)아이디스홀딩스,12.41,-5.91,-16.85,12.41,11111111.11,-5.91
3727,(주)아이디스홀딩스,34.1,24.06,-46.09,34.1,11111111.11,24.06
3728,(주)아이디스홀딩스,3.25,19.13,65.81,3.25,11111111.11,19.13
3729,(주)아이디스홀딩스,-2.84,-3.06,78.91,-2.84,11111111.11,-3.06
3730,(주)아이마켓코리아,-0.2,109.86,6168.51,-97.84,inf,-90.69
3731,(주)아이마켓코리아,15.35,83.33,15.35,11111111.11,83.33,11111111.11
3732,(주)아이마켓코리아,16.54,55.1,12.32,16.54,18.32,55.1
3733,(주)아이마켓코리아,16.75,35.49,0.7,16.75,-5.91,35.49
3734,(주)아이마켓코리아,18.37,116.79,8.3,18.37,200.6,116.79
3735,(주)아이마켓코리아,7.75,-24.98,5.0,7.75,-41.37,-24.98
3736,(주)아이마켓코리아,-21.18,26.89,-28.69,-21.18,24.48,26.89
3737,(주)아이마켓코리아,-0.65,30.43,0.73,-0.65,62.24,30.43
3738,(주)아이마켓코리아,0.47,-54.94,-1.13,0.47,-77.89,-54.94
3739,(주)아이비김영,-98.72,-80.98,-98.09,-98.72,-43.85,-80.98
3740,(주)아이센스,67.38,58.6,11111111.11,11111111.11,11111111.11,11111111.11
3741,(주)아이센스,25.56,-2.71,12.39,25.56,-7.5,-2.71
3742,(주)아이센스,0.97,-0.32,9.94,0.97,-0.01,-0.32
3743,(주)아이센스,22.46,50.07,15.37,22.46,31.54,50.07
3744,(주)아이센스,0.94,-7.92,7.17,0.94,-3.5,-7.92
3745,(주)아이센스,15.64,5.0,13.22,15.64,2.96,5.0
3746,(주)아이센스,16.45,3.68,16.66,16.45,3.34,3.68
3747,(주)아이스크림에듀,15.19,-6.98,-43.85,-91.39,-73.0,-64.92
3748,(주)아이씨디,292.61,185.22,11111111.11,11111111.11,11111111.11,11111111.11
3749,(주)아이씨디,-33.37,-59.68,-33.37,11111111.11,-59.68,11111111.11
3750,(주)아이씨디,-13.69,-51.78,-13.69,11111111.11,-51.78,11111111.11
3751,(주)아이씨디,-31.55,64.58,-31.55,11111111.11,64.58,11111111.11
3752,(주)아이씨디,-15.35,71.11,-15.35,11111111.11,71.11,11111111.11
3753,(주)아이씨디,328.85,-5.53,328.85,11111111.11,-5.53,11111111.11
3754,(주)아이씨디,-0.74,-5.27,-0.76,-0.74,-5.27,-5.27
3755,(주)아이씨디,-26.73,139.29,-27.68,-26.73,130.26,139.29
3756,(주)아이씨디,15.07,70.62,9.82,15.07,70.11,70.62
3757,(주)아이앤씨테크놀로지,-16.98,11.58,-51.35,-91.54,-92.14,-81.01
3758,(주)아이앤씨테크놀로지,-24.05,-26.05,-24.05,11111111.11,-26.05,11111111.11
3759,(주)아이앤씨테크놀로지,-26.37,-4.88,-30.59,-26.37,6.24,-4.88
3760,(주)아이앤씨테크놀로지,-51.39,-9.65,-56.63,-51.39,-50.81,-9.65
3761,(주)아이앤씨테크놀로지,-5.16,8.59,-3.15,-5.16,12.12,8.59
3762,(주)아이앤씨테크놀로지,49.83,8.47,63.45,49.83,26.42,8.47
3763,(주)아이앤씨테크놀로지,-0.8,121.74,2.13,-0.8,200.3,121.74
3764,(주)아이앤씨테크놀로지,-9.69,18.17,-7.93,-9.69,25.55,18.17
3765,(주)아이앤씨테크놀로지,30.41,-50.19,30.05,30.41,-55.89,-50.19
3766,(주)아이에스시,-8.85,-3.3,8.69,8.14,-61.06,-70.51
3767,(주)아이에스시,8.25,32.94,7.19,8.25,32.97,32.94
3768,(주)아이에스시,29.35,52.49,29.78,29.35,52.62,52.49
3769,(주)아이에스시,38.74,123.97,22.97,38.74,65.15,123.97
3770,(주)아이에스시,26.71,19.13,23.08,26.71,29.58,19.13
3771,(주)아이에스시,-3.92,20.1,-1.95,-3.92,19.13,20.1
3772,(주)아이에스시,30.73,-4.18,32.61,30.73,-10.26,-4.18
3773,(주)아이에스시,-8.1,11.19,-13.58,-8.1,6.55,11.19
3774,(주)아이에스시,-20.98,5.26,-7.28,-20.98,15.28,5.26
3775,(주)아이에스이커머스,-9.39,70.25,-84.66,-81.01,-56.79,-51.63
3776,(주)아이에스이커머스,124.44,51.69,95.52,124.44,-27.76,51.69
3777,(주)아이에스이커머스,-17.91,25.88,-62.82,-17.91,-86.05,25.88
3778,(주)아이에스이커머스,24.36,-27.29,47.64,24.36,-64.76,-27.29
3779,(주)아이에스이커머스,110.22,105.31,194.32,110.22,1485.59,105.31
3780,(주)아이에스이커머스,13.33,-2.33,1.86,13.33,13.47,-2.33
3781,(주)아이에스이커머스,97.37,-83.88,97.37,-83.63,-83.88,-27.8
3782,(주)아이에스이커머스,-65.79,16.44,-65.79,11111111.11,16.44,11111111.11
3783,(주)아이에스이커머스,53.41,124.16,53.41,11111111.11,124.16,11111111.11
3784,(주)아이에이,-45.53,2.72,-42.47,-45.53,121.02,2.72
3785,(주)아이에이,-52.24,-36.45,-54.63,-52.24,-36.45,-36.45
3786,(주)아이에이,259.4,18.74,278.31,259.4,18.74,18.74
3787,(주)아이에이,-42.07,59.49,-46.07,-42.07,59.49,59.49
3788,(주)아이에이,34.22,31.03,6.9,34.22,-20.58,31.03
3789,(주)아이에이,1.63,49.4,-17.5,1.63,53.62,49.4
3790,(주)아이에이,-24.76,17.45,-11.82,-24.76,14.67,17.45
3791,(주)아이에이,56.67,52.1,87.39,56.67,52.87,52.1
3792,(주)아이에이,-24.21,-45.44,-16.57,-24.21,-10.79,-45.44
3793,(주)아이에이치큐,77.69,-39.97,36.29,77.69,-45.31,-39.97
3794,(주)아이에이치큐,-40.38,-71.63,-23.34,-40.38,-76.84,-71.63
3795,(주)아이에이치큐,35.92,-45.26,-14.24,35.92,-39.63,-45.26
3796,(주)아이에이치큐,22.73,206.46,24.94,22.73,241.15,206.46
3797,(주)아이에이치큐,94.79,-94.57,213.86,94.79,-94.05,-94.57
3798,(주)아이에이치큐,20.02,24.32,20.46,20.02,24.32,24.32
3799,(주)아이에이치큐,7.95,321.12,10.05,7.95,258.63,321.12
3800,(주)아이에이치큐,-23.57,-6.33,-23.26,-23.57,-7.43,-6.33
3801,(주)아이에이치큐,22.37,-12.57,27.76,22.37,-14.94,-12.57
3802,(주)아이엘사이언스,-88.42,3072.97,-88.43,-88.42,3775.11,3072.97
3803,(주)아이엘사이언스,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
3804,(주)아이엠,19.82,40.91,149.9,1353.11,338.03,302.81
3805,(주)아이엠,-25.26,-13.76,57.72,-25.26,152.38,-13.76
3806,(주)아이엠,-11.92,-25.12,-52.31,-11.92,-20.51,-25.12
3807,(주)아이엠,-34.41,-6.9,-27.6,-34.41,-46.09,-6.9
3808,(주)아이엠,21.89,-13.32,131.19,21.89,26.49,-13.32
3809,(주)아이엠,-25.91,-34.84,1.43,-25.91,-16.24,-34.84
3810,(주)아이엠,-39.44,-11.8,-0.59,-39.44,-49.5,-11.8
3811,(주)아이엠,-21.23,-36.74,-33.86,-21.23,-55.74,-36.74
3812,(주)아이엠,47.38,56.34,48.64,47.38,152.71,56.34
3813,(주)아이엠비씨,-0.65,-16.18,-24.15,-74.9,-100.0,-16.18
3814,(주)아이엠비씨,8.36,1254789.63,8.36,11111111.11,11111111.11,11111111.11
3815,(주)아이엠비씨,13.16,1254789.63,13.16,11111111.11,11111111.11,11111111.11
3816,(주)아이엠비씨,-11.25,1254789.63,-11.25,11111111.11,11111111.11,11111111.11
3817,(주)아이엠비씨,-5.02,1254789.63,-3.82,-5.02,11111111.11,11111111.11
3818,(주)아이엠비씨,-13.76,1254789.63,-16.74,-13.76,11111111.11,11111111.11
3819,(주)아이엠비씨,-38.76,1254789.63,-42.87,-38.76,11111111.11,11111111.11
3820,(주)아이엠비씨,34.54,1254789.63,43.2,34.54,11111111.11,11111111.11
3821,(주)아이엠비씨,-31.33,1254789.63,-37.24,-31.33,11111111.11,11111111.11
3822,(주)아이오케이컴퍼니,51.12,inf,-62.74,-46.82,11111111.11,inf
3823,(주)아이오케이컴퍼니,132.38,1254789.63,132.38,11111111.11,11111111.11,11111111.11
3824,(주)아이오케이컴퍼니,-55.02,1254789.63,-55.02,11111111.11,11111111.11,11111111.11
3825,(주)아이오케이컴퍼니,18.52,1254789.63,30.82,18.52,11111111.11,11111111.11
3826,(주)아이오케이컴퍼니,132.83,inf,132.83,20.04,11111111.11,inf
3827,(주)아이오케이컴퍼니,-40.61,1254789.63,-40.61,11111111.11,11111111.11,11111111.11
3828,(주)아이오케이컴퍼니,56.84,inf,56.84,11111111.11,inf,11111111.11
3829,(주)아이오케이컴퍼니,177.22,-85.71,147.58,177.22,-100.0,-85.71
3830,(주)아이오케이컴퍼니,-50.56,177.5,-62.66,-50.56,11111111.11,177.5
3831,(주)아이윈,32.12,4.24,199.72,94.76,inf,8421.64
3832,(주)아이윈,11.07,12.75,16.89,11.07,7.35,12.75
3833,(주)아이윈,3.96,-6.56,-1.05,3.96,-2.67,-6.56
3834,(주)아이윈,-1.13,0.73,-2.85,-1.13,-13.03,0.73
3835,(주)아이윈,-3.92,7.22,-3.01,-3.92,-3.12,7.22
3836,(주)아이윈,-4.52,-4.08,-5.94,-4.52,-9.09,-4.08
3837,(주)아이윈,-10.26,-9.0,-8.87,-10.26,-2.91,-9.0
3838,(주)아이윈,-8.51,6.4,-9.04,-8.51,0.5,6.4
3839,(주)아이윈,-11.15,-13.37,-19.41,-11.15,-4.91,-13.37
3840,(주)아이윈플러스,18.5,-12.89,-69.61,-71.94,-79.87,-30.54
3841,(주)아이윈플러스,-32.25,-15.64,-32.25,11111111.11,-15.64,11111111.11
3842,(주)아이윈플러스,-28.06,-29.61,-28.06,11111111.11,-29.61,11111111.11
3843,(주)아이윈플러스,121.63,-42.93,121.63,11111111.11,-42.93,11111111.11
3844,(주)아이즈비전,-11.17,-23.41,-44.77,264.48,186.96,23.84
3845,(주)아이즈비전,24.96,11.84,44.67,24.96,-4.98,11.84
3846,(주)아이즈비전,14.73,-16.99,40.72,14.73,-31.87,-16.99
3847,(주)아이즈비전,2.45,16.34,62.87,2.45,30.06,16.34
3848,(주)아이즈비전,13.0,12.16,6.85,13.0,-29.69,12.16
3849,(주)아이즈비전,8.48,3.0,11.01,8.48,-37.46,3.0
3850,(주)아이즈비전,21.97,41.88,3.4,21.97,72.16,41.88
3851,(주)아이즈비전,17.67,-0.2,40.3,17.67,51.51,-0.2
3852,(주)아이즈비전,19.29,-29.45,19.41,19.29,-76.16,-29.45
3853,(주)아이컴포넌트,-6.06,-2.37,-61.36,-91.1,1767.31,-35.22
3854,(주)아이컴포넌트,18.64,2.54,18.64,11111111.11,2.54,11111111.11
3855,(주)아이컴포넌트,-25.35,-30.76,-25.35,11111111.11,-30.76,11111111.11
3856,(주)아이컴포넌트,11.25,23.76,11.25,11111111.11,23.76,11111111.11
3857,(주)아이컴포넌트,33.12,-1.15,33.12,11111111.11,-1.15,11111111.11
3858,(주)아이컴포넌트,42.64,-27.68,42.64,11111111.11,-27.68,11111111.11
3859,(주)아이컴포넌트,-19.96,-3.39,-19.96,11111111.11,-3.39,11111111.11
3860,(주)아이컴포넌트,-0.28,3.88,-0.28,11111111.11,3.88,11111111.11
3861,(주)아이컴포넌트,-1.27,-22.54,-1.27,11111111.11,-22.54,11111111.11
3862,(주)아이톡시,-17.5,-100.0,-16.98,0.0,-100.0,0.0
3863,(주)아이톡시,-26.67,1254789.63,-26.67,11111111.11,11111111.11,11111111.11
3864,(주)아이톡시,0.82,1254789.63,-0.31,0.82,11111111.11,11111111.11
3865,(주)아이톡시,-36.21,1254789.63,-35.12,-36.21,11111111.11,11111111.11
3866,(주)아이톡시,66.84,inf,66.84,6.26,11111111.11,inf
3867,(주)아이톡시,-35.4,1254789.63,-35.4,11111111.11,11111111.11,11111111.11
3868,(주)아이톡시,-4.32,1254789.63,-4.32,11111111.11,11111111.11,11111111.11
3869,(주)아이톡시,-77.06,1254789.63,-77.06,11111111.11,11111111.11,11111111.11
3870,(주)아이톡시,-63.21,1254789.63,56.94,-63.21,11111111.11,11111111.11
3871,(주)아이티센,60.56,-3.48,1094.42,1933.83,inf,inf
3872,(주)아이티센,29.32,28.69,-53.97,11.94,-27.79,-32.97
3873,(주)아이티센,14.47,7.86,-13.13,14.47,-46.91,7.86
3874,(주)아이티센,108.43,333.91,-16.04,108.43,94.49,333.91
3875,(주)아이티센,-4.77,2.7,44.41,-4.77,-99.29,2.7
3876,(주)아이티엑스에이아이,8.01,-5.25,-0.89,-94.61,42836.23,-74.16
3877,(주)아이티엑스에이아이,19.46,53.02,19.46,11111111.11,53.02,11111111.11
3878,(주)아이티엑스에이아이,27.33,31.95,27.33,11111111.11,31.95,11111111.11
3879,(주)아이티엑스에이아이,-29.23,-32.79,-29.23,11111111.11,-32.79,11111111.11
3880,(주)아이티엑스에이아이,-12.36,-56.7,-12.36,11111111.11,-56.7,11111111.11
3881,(주)아이티엑스에이아이,-36.44,-2.08,-36.44,11111111.11,-2.08,11111111.11
3882,(주)아이티엑스에이아이,19.13,40.0,19.13,11111111.11,40.0,11111111.11
3883,(주)아이티엑스에이아이,-8.52,-10.33,-8.52,11111111.11,-10.33,11111111.11
3884,(주)아이티엑스에이아이,-7.18,5.14,-7.18,11111111.11,5.14,11111111.11
3885,(주)아이티엠반도체,152.77,46.08,1950.79,1615.35,332.53,430.58
3886,(주)아즈텍더블유비이,44.0,23.57,11111111.11,11111111.11,11111111.11,11111111.11
3887,(주)아즈텍더블유비이,-27.27,0.21,-27.27,11111111.11,0.21,11111111.11
3888,(주)아즈텍더블유비이,-27.09,-17.43,-27.09,11111111.11,-17.43,11111111.11
3889,(주)아즈텍더블유비이,19.99,-6.47,19.99,11111111.11,-6.47,11111111.11
3890,(주)아즈텍더블유비이,-5.33,-5.86,-5.33,11111111.11,-5.86,11111111.11
3891,(주)아즈텍더블유비이,4.59,15.56,4.59,11111111.11,15.56,11111111.11
3892,(주)아즈텍더블유비이,-2.28,6.86,-2.28,11111111.11,6.86,11111111.11
3893,(주)아즈텍더블유비이,10.3,-17.83,10.3,11111111.11,-17.83,11111111.11
3894,(주)아즈텍더블유비이,-20.14,19.14,-20.14,11111111.11,19.14,11111111.11
3895,(주)아진엑스텍,23.59,-17.89,-64.4,0.0,-85.54,0.0
3896,(주)아진엑스텍,-20.19,12.69,-20.19,11111111.11,12.69,11111111.11
3897,(주)아진엑스텍,75.5,-8.07,75.5,11111111.11,-8.07,11111111.11
3898,(주)아진엑스텍,14.04,161.67,14.04,11111111.11,161.67,11111111.11
3899,(주)아진엑스텍,-0.45,-14.26,-0.45,11111111.11,-14.26,11111111.11
3900,(주)아진엑스텍,1.79,2.37,1.79,11111111.11,2.37,11111111.11
3901,(주)아톤,173.4,-41.5,17.22,247.26,-98.4,-98.86
3902,(주)아프리카티비,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
3903,(주)아프리카티비,-31.32,inf,-31.32,-71.59,11111111.11,inf
3904,(주)아프리카티비,-7.39,1254789.63,-7.39,11111111.11,11111111.11,11111111.11
3905,(주)아프리카티비,27.92,1254789.63,32.24,27.92,11111111.11,11111111.11
3906,(주)아프리카티비,17.16,1254789.63,15.59,17.16,11111111.11,11111111.11
3907,(주)아프리카티비,34.95,1254789.63,37.07,34.95,11111111.11,11111111.11
3908,(주)아프리카티비,26.23,1254789.63,31.12,26.23,11111111.11,11111111.11
3909,(주)아프리카티비,51.2,1254789.63,41.62,51.2,11111111.11,11111111.11
3910,(주)아프리카티비,51.33,1254789.63,49.57,51.33,11111111.11,11111111.11
3911,(주)안랩,-37.8,inf,-35.37,-37.8,inf,inf
3912,(주)안랩,11.77,-46.22,13.93,11.77,-46.77,-46.22
3913,(주)안랩,1.35,37.89,0.14,1.35,34.09,37.89
3914,(주)안랩,-8.13,-35.93,-6.25,-8.13,-36.12,-35.93
3915,(주)안랩,26.04,10.16,23.88,26.04,12.8,10.16
3916,(주)안랩,15.56,58.26,16.14,15.56,59.3,58.26
3917,(주)안랩,7.03,-45.34,7.05,7.03,-45.85,-45.34
3918,(주)안랩,4.27,-43.87,4.09,4.27,-46.33,-43.87
3919,(주)안랩,10.56,57.2,10.98,10.56,64.49,57.2
3920,(주)안트로젠,81.87,31.31,-84.81,-93.41,-83.2,334.46
3921,(주)안트로젠,48.78,31.6,48.78,11111111.11,31.6,11111111.11
3922,(주)안트로젠,57.74,49.98,57.74,11111111.11,49.98,11111111.11
3923,(주)안트로젠,-9.05,64.64,-9.05,11111111.11,64.64,11111111.11
3924,(주)알로이스,0.0,0.0,-79.47,0.0,712.38,0.0
3925,(주)알로이스,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
3926,(주)알루코,12.11,24.14,464.23,1869.99,933.74,627.03
3927,(주)알루코,8.73,-24.76,27.21,8.73,7.95,-24.76
3928,(주)알루코,-3.16,8.3,7.2,-3.16,26.22,8.3
3929,(주)알루코,-2.85,2.17,0.96,-2.85,6.69,2.17
3930,(주)알루코,-0.52,-23.57,4.05,-0.52,-17.31,-23.57
3931,(주)알루코,-8.17,-32.42,-17.85,-8.17,-32.9,-32.42
3932,(주)알루코,1.74,33.76,6.75,1.74,22.64,33.76
3933,(주)알루코,25.27,157.4,10.18,25.27,-29.62,157.4
3934,(주)알루코,5.53,-9.53,-8.22,5.53,14.18,-9.53
3935,(주)알에프세미,28.43,55.1,-81.23,-89.24,-27.43,-83.28
3936,(주)알에프세미,5.42,-6.35,4.56,5.42,-6.14,-6.35
3937,(주)알에프세미,11.77,12.39,11.76,11.77,12.36,12.39
3938,(주)알에프세미,16.35,15.29,14.76,16.35,12.66,15.29
3939,(주)알에프세미,-1.91,-1.96,-2.73,-1.91,-3.11,-1.96
3940,(주)알에프세미,4.35,-2.86,2.64,4.35,-5.74,-2.86
3941,(주)알에프세미,3.29,7.5,5.48,3.29,6.67,7.5
3942,(주)알에프세미,22.49,37.17,21.51,22.49,27.17,37.17
3943,(주)알에프세미,3.04,34.78,4.53,3.04,38.88,34.78
3944,(주)알에프텍,46.48,36.48,18.57,95.0,-73.5,-7.07
3945,(주)알에프텍,43.18,43.38,40.18,43.18,69.4,43.38
3946,(주)알에프텍,-1.68,20.14,3.4,-1.68,-35.06,20.14
3947,(주)알에프텍,-13.43,-26.78,18.31,-13.43,-24.97,-26.78
3948,(주)알에프텍,-17.28,-43.26,-5.82,-17.28,-35.72,-43.26
3949,(주)알에프텍,9.04,2.34,-8.29,9.04,33.47,2.34
3950,(주)알에프텍,8.67,-3.36,8.75,8.67,-5.88,-3.36
3951,(주)알에프텍,-3.81,10.99,-10.97,-3.81,-21.99,10.99
3952,(주)알에프텍,19.5,27.3,23.4,19.5,8.36,27.3
3953,(주)알엔투테크놀로지,46.9,-3.23,-87.53,-92.33,-71.39,-71.23
3954,(주)알엔투테크놀로지,28.75,82.32,28.75,11111111.11,82.32,11111111.11
3955,(주)알엔투테크놀로지,-17.15,3.45,-17.15,11111111.11,3.45,11111111.11
3956,(주)알엔투테크놀로지,74.29,47.49,74.29,11111111.11,47.49,11111111.11
3957,(주)알테오젠,126.7,-100.0,-1.55,126.7,-100.0,-100.0
3958,(주)알테오젠,5.82,1254789.63,5.72,5.82,11111111.11,11111111.11
3959,(주)알테오젠,47.6,inf,44.31,47.6,11111111.11,inf
3960,(주)알테오젠,-9.34,10.81,-10.74,-9.34,11111111.11,10.81
3961,(주)알테오젠,63.32,120.12,62.31,63.32,11111111.11,120.12
3962,(주)알테오젠,11.93,85.29,12.08,11.93,11111111.11,85.29
3963,(주)알톤스포츠,-31.71,1169.51,-37.78,-31.71,inf,1169.51
3964,(주)알톤스포츠,-24.08,18.58,-33.07,-24.08,52.87,18.58
3965,(주)알톤스포츠,11.77,-6.43,17.27,11.77,-2.65,-6.43
3966,(주)알톤스포츠,20.94,24.48,24.37,20.94,19.5,24.48
3967,(주)알톤스포츠,-17.2,-28.39,-36.73,-17.2,-44.65,-28.39
3968,(주)알톤스포츠,34.44,143.9,64.88,34.44,146.26,143.9
3969,(주)알톤스포츠,-21.37,-32.94,-19.81,-21.37,-38.33,-32.94
3970,(주)알톤스포츠,-8.54,-31.59,1.21,-8.54,-30.01,-31.59
3971,(주)알톤스포츠,-23.05,-42.73,-28.09,-23.05,-37.28,-42.73
3972,(주)알티캐스트,18.98,-100.0,289.37,213.24,-100.0,-100.0
3973,(주)알티캐스트,3.32,1254789.63,2.86,3.32,11111111.11,11111111.11
3974,(주)알티캐스트,-8.09,1254789.63,-13.18,-8.09,11111111.11,11111111.11
3975,(주)알티캐스트,61.24,1254789.63,-15.59,61.24,11111111.11,11111111.11
3976,(주)알티캐스트,-0.26,1254789.63,-0.46,-0.26,11111111.11,11111111.11
3977,(주)알티캐스트,-4.17,1254789.63,-3.36,-4.17,11111111.11,11111111.11
3978,(주)알티캐스트,-8.4,1254789.63,-50.75,-8.4,11111111.11,11111111.11
3979,(주)알파홀딩스,-15.75,-66.59,-11.89,-90.6,inf,inf
3980,(주)알파홀딩스,0.35,-64.83,0.35,11111111.11,-64.83,11111111.11
3981,(주)알파홀딩스,-12.77,202.31,-12.77,-59.91,202.31,4778.62
3982,(주)알파홀딩스,53.65,-9.84,53.65,11111111.11,-9.84,11111111.11
3983,(주)알파홀딩스,9.56,-41.78,9.56,-71.8,-41.78,1690.01
3984,(주)알파홀딩스,-40.82,-90.63,-40.82,11111111.11,-90.63,11111111.11
3985,(주)알파홀딩스,-17.37,1013.91,-7.63,-17.37,544.79,1013.91
3986,(주)알파홀딩스,64.93,249.68,98.16,64.93,501.03,249.68
3987,(주)알파홀딩스,12.46,60.79,17.55,12.46,58.52,60.79
3988,(주)애니플러스,-76.73,423.88,-78.59,-76.73,434.1,423.88
3989,(주)애니플러스,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
3990,(주)애드바이오텍,0.0,0.0,0.0,0.0,0.0,0.0
3991,(주)액션스퀘어,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
3992,(주)액션스퀘어,1254789.63,1254789.63,11111111.11,11111111.11,11111111.11,11111111.11
