,회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),순이익증가률개별,순이익증가률연결
1561,(주)디티앤씨,187220,Dec-15,2906416,3596494,-59.86,-67.63
1562,(주)디티앤씨,187220,Dec-16,2395825,2407706,-17.57,-33.05
1563,(주)디티앤씨,187220,Dec-17,3607018,4091811,50.55,69.95
1564,(주)디티앤씨,187220,Dec-18,4628496,1669283,28.32,-59.2
1565,(주)디티앤씨,187220,Dec-19,-7226228,-4250363,-256.12,-354.62
1566,(주)딜리,131180,Dec-11,4174384,3982515,11111111.11,11111111.11
1567,(주)딜리,131180,Dec-12,3508299,3456126,-15.96,-13.22
1568,(주)딜리,131180,Dec-13,3431464,3201439,-2.19,-7.37
1569,(주)딜리,131180,Dec-14,4060965,3423501,18.34,6.94
1570,(주)딜리,131180,Dec-15,5570117,5645457,37.16,64.9
1571,(주)딜리,131180,Dec-16,3648343,4134825,-34.5,-26.76
1572,(주)딜리,131180,Dec-17,2507623,2541071,-31.27,-38.54
1573,(주)딜리,131180,Dec-18,1932094,2556101,-22.95,0.59
1574,(주)딜리,131180,Dec-19,2219035,2092005,14.85,-18.16
1575,(주)라닉스,317120,Dec-19,-131591,11111111.11,-105.93,431.12
1576,(주)라온테크,232680,Dec-15,11111111.11,11111111.11,11111111.11,0
1577,(주)라온테크,232680,Dec-16,11111111.11,11111111.11,0,0
1578,(주)라온테크,232680,Dec-17,11111111.11,11111111.11,0,0
1579,(주)라온테크,232680,Dec-18,-248739,11111111.11,-102.24,0
1580,(주)라온테크,232680,Dec-19,-1431915,11111111.11,11111111.11,0
1581,(주)라이온켐텍,171120,Dec-13,14584543,11111111.11,11111111.11,0
1582,(주)라이온켐텍,171120,Dec-14,10037123,11111111.11,-31.18,0
1583,(주)라이온켐텍,171120,Dec-15,17859987,11111111.11,77.94,0
1584,(주)라이온켐텍,171120,Dec-16,16538174,11111111.11,-7.4,0
1585,(주)라이온켐텍,171120,Dec-17,3788088,11111111.11,-77.09,0
1586,(주)라이온켐텍,171120,Dec-18,1880001,11111111.11,-50.37,0
1587,(주)라이온켐텍,171120,Dec-19,10706648,11111111.11,469.5,0
1588,(주)라이트론,69540,Dec-11,3481505,4826225,-67.48,-56.56
1589,(주)라이트론,69540,Dec-12,4763871,5318762,36.83,10.21
1590,(주)라이트론,69540,Dec-13,1688648,2477636,-64.55,-53.42
1591,(주)라이트론,69540,Dec-14,3029857,3224103,79.43,30.13
1592,(주)라이트론,69540,Dec-15,-4233261,-4386330,-239.72,-236.05
1593,(주)라이트론,69540,Dec-16,1530647,525386,11111111.11,11111111.11
1594,(주)라이트론,69540,Dec-17,-1883700,-3042593,-223.07,-679.12
1595,(주)라이트론,69540,Dec-18,-43286833,-40865539,11111111.11,11111111.11
1596,(주)라이트론,69540,Dec-19,3189837,3379374,11111111.11,11111111.11
1597,(주)라파스,214260,Dec-19,133284,184359,-95.82,-94.54
1598,(주)락앤락,115390,Dec-11,14390940,50564938,10697.2,27327.43
1599,(주)락앤락,115390,Dec-12,7017597,59832017,-51.24,18.33
1600,(주)락앤락,115390,Dec-13,7975350,45035794,13.65,-24.73
1601,(주)락앤락,115390,Dec-14,21297835,14976132,167.05,-66.75
1602,(주)락앤락,115390,Dec-15,16641590,12548486,-21.86,-16.21
1603,(주)락앤락,115390,Dec-16,60040867,46975527,260.79,274.35
1604,(주)락앤락,115390,Dec-17,40747516,34933560,-32.13,-25.63
1605,(주)락앤락,115390,Dec-18,-5415548,30432116,-113.29,-12.89
1606,(주)락앤락,115390,Dec-19,16048808,16377108,11111111.11,-46.18
1607,(주)랩지노믹스,84650,Dec-14,2420131,11111111.11,-84.92,-32.15
1608,(주)랩지노믹스,84650,Dec-15,1626384,11111111.11,-32.8,0
1609,(주)랩지노믹스,84650,Dec-16,723513,11111111.11,-55.51,0
1610,(주)랩지노믹스,84650,Dec-17,-3436502,11111111.11,-574.97,0
1611,(주)랩지노믹스,84650,Dec-18,-3972844,11111111.11,11111111.11,0
1612,(주)랩지노믹스,84650,Dec-19,962422,11111111.11,11111111.11,0
1613,(주)러셀,217500,Dec-15,11111111.11,11111111.11,1054.49,0
1614,(주)러셀,217500,Dec-16,11111111.11,11111111.11,0,0
1615,(주)러셀,217500,Dec-17,11111111.11,11111111.11,0,0
1616,(주)러셀,217500,Dec-18,41422,11111111.11,-99.63,0
1617,(주)러셀,217500,Dec-19,4208125,11111111.11,10059.15,0
1618,(주)레고켐바이오사이언스,141080,Dec-13,-5835328,11111111.11,-238.67,0
1619,(주)레고켐바이오사이언스,141080,Dec-14,-8685694,11111111.11,11111111.11,0
1620,(주)레고켐바이오사이언스,141080,Dec-15,-8237360,-8237360,11111111.11,-174.14
1621,(주)레고켐바이오사이언스,141080,Dec-16,-14146046,-14724669,11111111.11,11111111.11
1622,(주)레고켐바이오사이언스,141080,Dec-17,-8292905,-12933665,11111111.11,11111111.11
1623,(주)레고켐바이오사이언스,141080,Dec-18,-24897430,-26072683,11111111.11,11111111.11
1624,(주)레고켐바이오사이언스,141080,Dec-19,16003664,12475508,11111111.11,11111111.11
1625,(주)레드로버,60300,Dec-11,-2735324,11111111.11,-117.09,-10.94
1626,(주)레드로버,60300,Dec-12,-10460456,11111111.11,11111111.11,0
1627,(주)레드로버,60300,Dec-13,2194102,11111111.11,11111111.11,0
1628,(주)레드로버,60300,Dec-14,2245888,11111111.11,2.36,0
1629,(주)레드로버,60300,Dec-15,-7242387,-8949074,-422.47,-180.54
1630,(주)레드로버,60300,Dec-16,1528727,709286,11111111.11,11111111.11
1631,(주)레드로버,60300,Dec-17,-9091706,-10607049,-694.72,-1595.45
1632,(주)레드로버,60300,Dec-18,-48552400,-49940729,11111111.11,11111111.11
1633,(주)레드로버,60300,Dec-19,-96861395,-93252771,11111111.11,11111111.11
1634,(주)레드캡투어,38390,Dec-11,19296113,19299419,11111111.11,11111111.11
1635,(주)레드캡투어,38390,Dec-12,14917273,15129627,-22.69,-21.61
1636,(주)레드캡투어,38390,Dec-13,15808570,15853757,5.97,4.79
1637,(주)레드캡투어,38390,Dec-14,16885900,16885950,6.81,6.51
1638,(주)레드캡투어,38390,Dec-15,13909541,13834934,-17.63,-18.07
1639,(주)레드캡투어,38390,Dec-16,11466583,11401753,-17.56,-17.59
1640,(주)레드캡투어,38390,Dec-17,8633096,8555788,-24.71,-24.96
1641,(주)레드캡투어,38390,Dec-18,14128215,14077599,63.65,64.54
1642,(주)레드캡투어,38390,Dec-19,21518592,22234639,52.31,57.94
1643,(주)레이,228670,Dec-19,11479305,11555269,-46.65,-48.03
1644,(주)레이언스,228850,Dec-16,15338223,14666168,33.62,26.92
1645,(주)레이언스,228850,Dec-17,15511036,14396760,1.13,-1.84
1646,(주)레이언스,228850,Dec-18,19536109,15566221,25.95,8.12
1647,(주)레이언스,228850,Dec-19,17386040,13826669,-11.01,-11.18
1648,(주)레이크머티리얼즈,281740,Dec-17,11111111.11,11111111.11,-36.09,-19.64
1649,(주)레이크머티리얼즈,281740,Dec-18,11111111.11,11111111.11,0,0
1650,(주)레이크머티리얼즈,281740,Dec-19,11111111.11,11111111.11,0,0
1651,(주)로보로보,215100,Dec-15,11111111.11,11111111.11,0,0
1652,(주)로보로보,215100,Dec-16,11111111.11,11111111.11,0,0
1653,(주)로보로보,215100,Dec-17,-1114407,-1114407,-110.03,-110.03
1654,(주)로보로보,215100,Dec-18,2555385,2555385,11111111.11,11111111.11
1655,(주)로보로보,215100,Dec-19,1090473,1088824,-57.33,-57.39
1656,(주)로보스타,90360,Dec-11,6055151,6278376,455.28,476.62
1657,(주)로보스타,90360,Dec-12,-3773374,-3384764,-162.32,-153.91
1658,(주)로보스타,90360,Dec-13,1102050,1108040,11111111.11,11111111.11
1659,(주)로보스타,90360,Dec-14,2408941,1891467,118.59,70.7
1660,(주)로보스타,90360,Dec-15,9912074,9341915,311.47,393.9
1661,(주)로보스타,90360,Dec-16,6647009,6786443,-32.94,-27.35
1662,(주)로보스타,90360,Dec-17,7526296,7478064,13.23,10.19
1663,(주)로보스타,90360,Dec-18,-2484707,-1194092,-133.01,-115.97
1664,(주)로보스타,90360,Dec-19,-4703596,-4513023,11111111.11,11111111.11
1665,(주)로보티즈,108490,Dec-18,2821981,2363346,11111111.11,11111111.11
1666,(주)로보티즈,108490,Dec-19,2257230,2481001,-20.01,4.98
1667,(주)로지시스,67730,Dec-15,603200,11111111.11,-73.28,347.85
1668,(주)로지시스,67730,Dec-16,582732,11111111.11,-3.39,0
1669,(주)로지시스,67730,Dec-17,664509,11111111.11,14.03,0
1670,(주)로지시스,67730,Dec-18,741696,11111111.11,11.62,0
1671,(주)로지시스,67730,Dec-19,-994711,11111111.11,-234.11,0
1672,(주)루멘스,38060,Dec-11,14664997,21901563,11111111.11,97.11
1673,(주)루멘스,38060,Dec-12,17312338,19535845,18.05,-10.8
1674,(주)루멘스,38060,Dec-13,32210593,32418843,86.06,65.95
1675,(주)루멘스,38060,Dec-14,9708378,11741932,-69.86,-63.78
1676,(주)루멘스,38060,Dec-15,-10609635,-7928527,-209.28,-167.52
1677,(주)루멘스,38060,Dec-16,-6804663,-6229836,11111111.11,11111111.11
1678,(주)루멘스,38060,Dec-17,-14851401,1165674,11111111.11,11111111.11
1679,(주)루멘스,38060,Dec-18,-25489821,-31484982,11111111.11,-2801.01
1680,(주)루멘스,38060,Dec-19,-55560680,-61111244,11111111.11,11111111.11
1681,(주)루트로닉,85370,Dec-11,1793413,-2437207,11111111.11,11111111.11
1682,(주)루트로닉,85370,Dec-12,1005714,40902,-43.92,11111111.11
1683,(주)루트로닉,85370,Dec-13,745908,-689094,-25.83,-1784.74
1684,(주)루트로닉,85370,Dec-14,5201836,869609,597.38,11111111.11
1685,(주)루트로닉,85370,Dec-15,8093638,5259335,55.59,504.79
1686,(주)루트로닉,85370,Dec-16,13197840,5301821,63.06,0.81
1687,(주)루트로닉,85370,Dec-17,3950525,-7003472,-70.07,-232.1
1688,(주)루트로닉,85370,Dec-18,855688,-15375356,-78.34,11111111.11
1689,(주)루트로닉,85370,Dec-19,-20169,-11540733,-102.36,11111111.11
1690,(주)룽투코리아,60240,Dec-11,-5361698,-8040075,11111111.11,11111111.11
1691,(주)룽투코리아,60240,Dec-12,-1109183,847430,11111111.11,11111111.11
1692,(주)룽투코리아,60240,Dec-13,-780123,-1413528,11111111.11,-266.8
1693,(주)룽투코리아,60240,Dec-14,-2476287,-3007655,11111111.11,11111111.11
1694,(주)룽투코리아,60240,Dec-15,12817368,808326,11111111.11,11111111.11
1695,(주)룽투코리아,60240,Dec-16,-427835,1899496,-103.34,134.99
1696,(주)룽투코리아,60240,Dec-17,-20163479,-36640517,11111111.11,-2028.96
1697,(주)룽투코리아,60240,Dec-18,9944483,21507233,11111111.11,11111111.11
1698,(주)룽투코리아,60240,Dec-19,10186236,1636986,2.43,-92.39
1699,(주)리노스,39980,Dec-11,5608502,11111111.11,-44.94,578.75
1700,(주)리노스,39980,Dec-12,6384642,11111111.11,13.84,0
1701,(주)리노스,39980,Dec-13,2812068,11111111.11,-55.96,0
1702,(주)리노스,39980,Dec-14,4040737,5830511,43.69,-47.53
1703,(주)리노스,39980,Dec-15,15122663,11111111.11,274.26,90.57
1704,(주)리노스,39980,Dec-16,3024766,2825505,-80,-74.57
1705,(주)리노스,39980,Dec-17,4275044,4975237,41.33,76.08
1706,(주)리노스,39980,Dec-18,2284245,2177007,-46.57,-56.24
1707,(주)리노스,39980,Dec-19,-77023,-442556,-103.37,-120.33
1708,(주)리더스코스메틱,16100,Dec-11,14805643,11111111.11,11111111.11,11111111.11
1709,(주)리더스코스메틱,16100,Dec-12,-2918186,11111111.11,-119.71,0
1710,(주)리더스코스메틱,16100,Dec-13,-4544184,-2181617,11111111.11,-119.63
1711,(주)리더스코스메틱,16100,Dec-14,14987864,17080071,11111111.11,11111111.11
1712,(주)리더스코스메틱,16100,Dec-15,21937170,8900792,46.37,-47.89
1713,(주)리더스코스메틱,16100,Dec-16,4348019,7723802,-80.18,-13.22
1714,(주)리더스코스메틱,16100,Dec-17,-5573819,-7918235,-228.19,-202.52
1715,(주)리더스코스메틱,16100,Dec-18,-10602374,-13738957,11111111.11,11111111.11
1716,(주)리더스코스메틱,16100,Dec-19,-53482607,-57757716,11111111.11,11111111.11
1717,(주)리드,197210,Dec-15,1559810,1526145,11111111.11,11111111.11
1718,(주)리드,197210,Dec-16,259029,362667,-83.39,-76.24
1719,(주)리드,197210,Dec-17,-22499024,-22499932,-8785.91,-6304.02
1720,(주)리드,197210,Dec-18,-11176319,-14489733,11111111.11,11111111.11
1721,(주)리드,197210,Dec-19,-48959706,-49236982,11111111.11,11111111.11
1722,(주)리드코프,12700,Dec-11,23849341,23656740,11111111.11,11111111.11
1723,(주)리드코프,12700,Dec-12,25731571,26059321,7.89,10.16
1724,(주)리드코프,12700,Dec-13,30716070,34870001,19.37,33.81
1725,(주)리드코프,12700,Dec-14,33762263,38984077,9.92,11.8
1726,(주)리드코프,12700,Dec-15,33950049,40838326,0.56,4.76
1727,(주)리드코프,12700,Dec-16,26339882,32986732,-22.42,-19.23
1728,(주)리드코프,12700,Dec-17,29065989,36218497,10.35,9.8
1729,(주)리드코프,12700,Dec-18,23551046,31992581,-18.97,-11.67
1730,(주)리드코프,12700,Dec-19,30144347,40586229,28,26.86
1731,(주)리메드,302550,Dec-19,4363103,11111111.11,-85.53,-72.62
1732,(주)링네트,42500,Dec-11,2034834,2155388,-53.36,-80.6
1733,(주)링네트,42500,Dec-12,4093406,4134959,101.17,91.84
1734,(주)링네트,42500,Dec-13,5597354,5638569,36.74,36.36
1735,(주)링네트,42500,Dec-14,4888093,5100607,-12.67,-9.54
1736,(주)링네트,42500,Dec-15,4019456,3946454,-17.77,-22.63
1737,(주)링네트,42500,Dec-16,3316404,3274605,-17.49,-17.02
1738,(주)링네트,42500,Dec-17,4638184,4706149,39.86,43.72
1739,(주)링네트,42500,Dec-18,3384874,3490102,-27.02,-25.84
1740,(주)링네트,42500,Dec-19,7273077,7022815,114.87,101.22
1741,(주)링크제니시스,219420,Dec-18,2331643,2196294,-67.94,-68.73
1742,(주)링크제니시스,219420,Dec-19,774464,571790,-66.78,-73.97
1743,(주)마니커,27740,Dec-11,-3077037,-1853585,-497.31,-424.17
1744,(주)마니커,27740,Dec-12,-17395381,-21091877,11111111.11,11111111.11
1745,(주)마니커,27740,Dec-13,1040432,-2496187,11111111.11,11111111.11
1746,(주)마니커,27740,Dec-14,-17242953,-18487178,-1757.29,11111111.11
1747,(주)마니커,27740,Dec-15,-12395477,-13911049,11111111.11,11111111.11
1748,(주)마니커,27740,Dec-16,1862326,1147289,11111111.11,11111111.11
1749,(주)마니커,27740,Dec-17,-14676858,-10326698,-888.09,-1000.1
1750,(주)마니커,27740,Dec-18,-11765715,-11226394,11111111.11,11111111.11
1751,(주)마니커,27740,Dec-19,-17490185,-17510236,11111111.11,11111111.11
1752,(주)마니커에프앤지,195500,Dec-19,2944573,11111111.11,11111111.11,11111111.11
1753,(주)마이크로디지탈,305090,Dec-19,-6297073,11111111.11,-313.85,0
1754,(주)마이크로컨텍솔루션,98120,Dec-11,4954537,11111111.11,11111111.11,0
1755,(주)마이크로컨텍솔루션,98120,Dec-12,5361334,5355107,8.21,-51.8
1756,(주)마이크로컨텍솔루션,98120,Dec-13,5636932,5427369,5.14,1.35
1757,(주)마이크로컨텍솔루션,98120,Dec-14,9127139,8300078,61.92,52.93
1758,(주)마이크로컨텍솔루션,98120,Dec-15,4044196,3319138,-55.69,-60.01
1759,(주)마이크로컨텍솔루션,98120,Dec-16,802236,-249973,-80.16,-107.53
1760,(주)마이크로컨텍솔루션,98120,Dec-17,-3573020,-3856013,-545.38,11111111.11
1761,(주)마이크로컨텍솔루션,98120,Dec-18,-4398531,-4497585,11111111.11,11111111.11
1762,(주)마이크로컨텍솔루션,98120,Dec-19,878277,831947,11111111.11,11111111.11
1763,(주)마이크로프랜드,147760,Dec-16,4652618,11111111.11,429.74,1235.56
1764,(주)마이크로프랜드,147760,Dec-17,5509396,11111111.11,18.41,0
1765,(주)마이크로프랜드,147760,Dec-18,-1865836,11111111.11,-133.87,0
1766,(주)마이크로프랜드,147760,Dec-19,-4637509,11111111.11,11111111.11,0
1767,(주)마크로젠,38290,Dec-11,2657788,3139405,11111111.11,-71.75
1768,(주)마크로젠,38290,Dec-12,3491251,3423726,31.36,9.06
1769,(주)마크로젠,38290,Dec-13,7348720,6453015,110.49,88.48
1770,(주)마크로젠,38290,Dec-14,4028823,3033254,-45.18,-52.99
1771,(주)마크로젠,38290,Dec-15,7379932,10082586,83.18,232.4
1772,(주)마크로젠,38290,Dec-16,5126676,4427339,-30.53,-56.09
1773,(주)마크로젠,38290,Dec-17,17924048,9275218,249.62,109.5
1774,(주)마크로젠,38290,Dec-18,4734517,2623162,-73.59,-71.72
1775,(주)마크로젠,38290,Dec-19,9706533,-13383141,105.02,-610.19
1776,(주)만도,204320,Dec-14,36077948,47893248,271.69,11111111.11
1777,(주)만도,204320,Dec-15,45951494,129573846,27.37,170.55
1778,(주)만도,204320,Dec-16,50391128,210079642,9.66,62.13
1779,(주)만도,204320,Dec-17,-86036976,18250869,-270.74,-91.31
1780,(주)만도,204320,Dec-18,58025113,112927633,11111111.11,518.75
1781,(주)만도,204320,Dec-19,85989917,118239649,48.19,4.7
1782,(주)매직마이크로,127160,Dec-15,1966001,-2371499,-97.71,-102.01
1783,(주)매직마이크로,127160,Dec-16,-3694784,-6505969,-287.93,11111111.11
1784,(주)매직마이크로,127160,Dec-17,-1616545,-4593098,11111111.11,11111111.11
1785,(주)매직마이크로,127160,Dec-18,-9503187,-4127270,11111111.11,11111111.11
1786,(주)매직마이크로,127160,Dec-19,-27582633,-15717101,11111111.11,11111111.11
1787,(주)매커스,93520,Dec-11,3903254,2430639,11111111.11,11111111.11
1788,(주)매커스,93520,Dec-12,4132218,4205737,5.87,73.03
1789,(주)매커스,93520,Dec-13,4703350,4505956,13.82,7.14
1790,(주)매커스,93520,Dec-14,5463365,5101809,16.16,13.22
1791,(주)매커스,93520,Dec-15,5440330,4767075,-0.42,-6.56
1792,(주)매커스,93520,Dec-16,3443076,1565743,-36.71,-67.16
1793,(주)매커스,93520,Dec-17,5933865,9067458,72.34,479.12
1794,(주)매커스,93520,Dec-18,9429844,9306838,58.92,2.64
1795,(주)매커스,93520,Dec-19,5157809,4801714,-45.3,-48.41
1796,(주)머큐리,100590,Dec-18,13576766,11111111.11,163.23,131.4
1797,(주)머큐리,100590,Dec-19,2332193,11111111.11,-82.82,0
1798,(주)멀티캠퍼스,67280,Dec-11,5179130,11111111.11,122.07,0
1799,(주)멀티캠퍼스,67280,Dec-12,4943266,9024094,-4.55,-18.78
1800,(주)멀티캠퍼스,67280,Dec-13,5672513,6302290,14.75,-30.16
1801,(주)멀티캠퍼스,67280,Dec-14,10540134,10397582,85.81,64.98
1802,(주)멀티캠퍼스,67280,Dec-15,9957305,10492708,-5.53,0.91
1803,(주)멀티캠퍼스,67280,Dec-16,12401679,12902319,24.55,22.96
1804,(주)멀티캠퍼스,67280,Dec-17,11365429,12434563,-8.36,-3.63
1805,(주)멀티캠퍼스,67280,Dec-18,16424013,17552175,44.51,41.16
1806,(주)멀티캠퍼스,67280,Dec-19,17310464,18906590,5.4,7.72
1807,(주)메드팩토,235980,Dec-19,-13515613,11111111.11,-178.08,-41.23
1808,(주)메디아나,41920,Dec-14,3651544,3629242,11111111.11,-67.34
1809,(주)메디아나,41920,Dec-15,7033679,7083466,92.62,95.18
1810,(주)메디아나,41920,Dec-16,8433197,7954662,19.9,12.3
1811,(주)메디아나,41920,Dec-17,4223189,4004511,-49.92,-49.66
1812,(주)메디아나,41920,Dec-18,4085321,3240775,-3.26,-19.07
1813,(주)메디아나,41920,Dec-19,6709278,6745157,64.23,108.13
1814,(주)메디콕스,54180,Jun-11,-13482057,11111111.11,-300.95,64.73
1815,(주)메디콕스,54180,Jun-12,-6760543,11111111.11,11111111.11,0
1816,(주)메디콕스,54180,Jun-13,5902253,11111111.11,11111111.11,0
1817,(주)메디콕스,54180,Jun-14,1692071,11111111.11,-71.33,0
1818,(주)메디콕스,54180,Jun-15,3610555,11111111.11,113.38,0
1819,(주)메디콕스,54180,Jun-16,1034068,11111111.11,-71.36,0
1820,(주)메디콕스,54180,Jun-17,-12945187,11111111.11,-1351.87,0
1821,(주)메디콕스,54180,Jun-18,-1784025,11111111.11,11111111.11,0
1822,(주)메디콕스,54180,Jun-19,-2385338,-2640021,11111111.11,-123.76
1823,(주)메디톡스,86900,Dec-11,7371928,11111111.11,11111111.11,11111111.11
1824,(주)메디톡스,86900,Dec-12,15436738,11111111.11,109.4,0
1825,(주)메디톡스,86900,Dec-13,12228521,14303536,-20.78,28.73
1826,(주)메디톡스,86900,Dec-14,42580998,43627868,248.21,205.01
1827,(주)메디톡스,86900,Dec-15,40042958,42292785,-5.96,-3.06
1828,(주)메디톡스,86900,Dec-16,58025455,59231020,44.91,40.05
1829,(주)메디톡스,86900,Dec-17,69985099,73166705,20.61,23.53
1830,(주)메디톡스,86900,Dec-18,64477638,69765654,-7.87,-4.65
1831,(주)메디톡스,86900,Dec-19,20580562,25563083,-68.08,-63.36
1832,(주)메디프론디비티,65650,Dec-11,684158,11111111.11,-96.68,-56.53
1833,(주)메디프론디비티,65650,Dec-12,-2148757,11111111.11,-414.07,0
1834,(주)메디프론디비티,65650,Dec-13,-2015059,11111111.11,11111111.11,0
1835,(주)메디프론디비티,65650,Dec-14,-8502442,11111111.11,11111111.11,0
1836,(주)메디프론디비티,65650,Dec-15,-1707931,11111111.11,11111111.11,0
1837,(주)메디프론디비티,65650,Dec-16,-3961206,11111111.11,11111111.11,0
1838,(주)메디프론디비티,65650,Dec-17,-11451807,11111111.11,11111111.11,0
1839,(주)메디프론디비티,65650,Dec-18,-5563102,11111111.11,11111111.11,0
1840,(주)메디프론디비티,65650,Dec-19,-1778874,11111111.11,11111111.11,0
1841,(주)메지온,140410,Dec-12,2384646,11111111.11,11111111.11,0
1842,(주)메지온,140410,Dec-13,-830752,11111111.11,-134.84,0
1843,(주)메지온,140410,Dec-14,-2567821,11111111.11,11111111.11,0
1844,(주)메지온,140410,Dec-15,4222557,11111111.11,11111111.11,0
1845,(주)메지온,140410,Dec-16,-12984661,-12984661,-407.51,-216.86
1846,(주)메지온,140410,Dec-17,-14881752,-14881752,11111111.11,11111111.11
1847,(주)메지온,140410,Dec-18,-16724317,-18876288,11111111.11,11111111.11
1848,(주)메지온,140410,Dec-19,-22472032,-23251204,11111111.11,11111111.11
1849,(주)메카로,241770,Dec-17,32175526,11111111.11,11111111.11,11111111.11
1850,(주)메카로,241770,Dec-18,28769929,28794613,-10.58,159.15
1851,(주)메카로,241770,Dec-19,8230069,7849939,-71.39,-72.74
1852,(주)메타랩스,90370,Dec-11,762384,478478,-90.74,-93.9
1853,(주)메타랩스,90370,Dec-12,-30954688,-26417144,-4160.25,-5621.08
1854,(주)메타랩스,90370,Dec-13,-12792139,-11079980,11111111.11,11111111.11
1855,(주)메타랩스,90370,Dec-14,-1208956,-4037119,11111111.11,11111111.11
1856,(주)메타랩스,90370,Dec-15,-36255148,-36710092,11111111.11,11111111.11
1857,(주)메타랩스,90370,Dec-16,-39905816,-39219757,11111111.11,11111111.11
1858,(주)메타랩스,90370,Dec-17,-34788494,-37939378,11111111.11,11111111.11
1859,(주)메타랩스,90370,Dec-18,-11630728,-14015782,11111111.11,11111111.11
1860,(주)메타랩스,90370,Dec-19,-25737744,-25362334,11111111.11,11111111.11
1861,(주)메타바이오메드,59210,Dec-11,1734508,1099969,11111111.11,11111111.11
1862,(주)메타바이오메드,59210,Dec-12,2384500,2217688,37.47,101.61
1863,(주)메타바이오메드,59210,Dec-13,2834517,2188866,18.87,-1.3
1864,(주)메타바이오메드,59210,Dec-14,1165973,-4773573,-58.87,-318.08
1865,(주)메타바이오메드,59210,Dec-15,805653,969742,-30.9,11111111.11
1866,(주)메타바이오메드,59210,Dec-16,638900,748745,-20.7,-22.79
1867,(주)메타바이오메드,59210,Dec-17,-3896803,-3972464,-709.92,-630.55
1868,(주)메타바이오메드,59210,Dec-18,757691,-1111087,11111111.11,11111111.11
1869,(주)메타바이오메드,59210,Dec-19,4904591,3572914,547.31,11111111.11
1870,(주)멕아이씨에스,58110,Dec-15,2596952,11111111.11,-47.05,210.98
1871,(주)멕아이씨에스,58110,Dec-16,-1343130,-1812222,-151.72,-116.31
1872,(주)멕아이씨에스,58110,Dec-17,-1307476,-1959008,11111111.11,11111111.11
1873,(주)멕아이씨에스,58110,Dec-18,-2809419,-2756481,11111111.11,11111111.11
1874,(주)멕아이씨에스,58110,Dec-19,-1000344,-1689299,11111111.11,11111111.11
1875,(주)멜파스,96640,Dec-11,14908432,11111111.11,11111111.11,11111111.11
1876,(주)멜파스,96640,Dec-12,13895564,11111111.11,-6.79,0
1877,(주)멜파스,96640,Dec-13,-16076041,11111111.11,-215.69,0
1878,(주)멜파스,96640,Dec-14,-27548993,11111111.11,11111111.11,0
1879,(주)멜파스,96640,Dec-15,-39850315,11111111.11,11111111.11,0
1880,(주)멜파스,96640,Dec-16,1341999,11111111.11,11111111.11,0
1881,(주)멜파스,96640,Dec-17,-31540416,11111111.11,-2450.26,0
1882,(주)멜파스,96640,Dec-18,-30899901,11111111.11,11111111.11,0
1883,(주)멜파스,96640,Dec-19,-11767230,-11767230,11111111.11,-205.91
1884,(주)모나리자,12690,Dec-11,5327994,11111111.11,11111111.11,11111111.11
1885,(주)모나리자,12690,Dec-12,9384655,11111111.11,76.14,0
1886,(주)모나리자,12690,Dec-13,5937017,11111111.11,-36.74,0
1887,(주)모나리자,12690,Dec-14,5686985,11111111.11,-4.21,0
1888,(주)모나리자,12690,Dec-15,4862458,11111111.11,-14.5,0
1889,(주)모나리자,12690,Dec-16,5438683,11111111.11,11.85,0
1890,(주)모나리자,12690,Dec-17,4123904,11111111.11,-24.17,0
1891,(주)모나리자,12690,Dec-18,-1831215,11111111.11,-144.4,0
1892,(주)모나리자,12690,Dec-19,2430878,11111111.11,11111111.11,0
1893,(주)모나미,5360,Dec-11,320054,2176418,-86.83,-80.41
1894,(주)모나미,5360,Dec-12,479501,-2458405,49.82,-212.96
1895,(주)모나미,5360,Dec-13,-7428065,-4761933,-1649.12,11111111.11
1896,(주)모나미,5360,Dec-14,199343,3175055,11111111.11,11111111.11
1897,(주)모나미,5360,Dec-15,960531,5148545,381.85,62.16
1898,(주)모나미,5360,Dec-16,1499811,5724118,56.14,11.18
1899,(주)모나미,5360,Dec-17,356905,2881752,-76.2,-49.66
1900,(주)모나미,5360,Dec-18,-709540,757845,-298.8,-73.7
1901,(주)모나미,5360,Dec-19,-719391,-1681078,11111111.11,-321.82
1902,(주)모다이노칩,80420,Dec-11,17928619,17656853,11111111.11,11111111.11
1903,(주)모다이노칩,80420,Dec-12,14499388,14313685,-19.13,-18.93
1904,(주)모다이노칩,80420,Dec-13,18675619,18579507,28.8,29.8
1905,(주)모다이노칩,80420,Dec-14,17063204,18387491,-8.63,-1.03
1906,(주)모다이노칩,80420,Dec-15,11414737,11213032,-33.1,-39.02
1907,(주)모다이노칩,80420,Dec-16,21479736,21706164,88.18,93.58
1908,(주)모다이노칩,80420,Dec-17,37313934,38919365,73.72,79.3
1909,(주)모다이노칩,80420,Dec-18,24518951,25660025,-34.29,-34.07
1910,(주)모다이노칩,80420,Dec-19,5019742,6174404,-79.53,-75.94
1911,(주)모두투어네트워크,80160,Dec-11,13255809,13797682,164.07,123.47
1912,(주)모두투어네트워크,80160,Dec-12,17259866,17643867,30.21,27.88
