,회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),순이익증가률개별,순이익증가률연결
14223,하이록코리아(주),13030,Dec-15,43113145,43206158,21.21,12.98
14224,하이록코리아(주),13030,Dec-16,28816861,30221399,-33.16,-30.05
14225,하이록코리아(주),13030,Dec-17,23797169,23623257,-17.42,-21.83
14226,하이록코리아(주),13030,Dec-18,10600289,12204679,-55.46,-48.34
14227,하이록코리아(주),13030,Dec-19,12979846,13597494,22.45,11.41
14228,하이즈항공(주),221840,Dec-15,3434991,11111111.11,-73.54,-18.29
14229,하이즈항공(주),221840,Dec-16,-3260259,11111111.11,-194.91,0
14230,하이즈항공(주),221840,Dec-17,562048,712296,11111111.11,-93.59
14231,하이즈항공(주),221840,Dec-18,1492570,639869,165.56,-10.17
14232,하이즈항공(주),221840,Dec-19,3708298,3705357,148.45,479.08
14233,하이트진로(주),80,Dec-11,60070490,70242546,1519.89,1795.7
14234,하이트진로(주),80,Dec-12,127731388,103536195,112.64,47.4
14235,하이트진로(주),80,Dec-13,84349396,79103048,-33.96,-23.6
14236,하이트진로(주),80,Dec-14,31256395,21253791,-62.94,-73.13
14237,하이트진로(주),80,Dec-15,47256386,53360072,51.19,151.06
14238,하이트진로(주),80,Dec-16,48404004,38447239,2.43,-27.95
14239,하이트진로(주),80,Dec-17,18625314,12735966,-61.52,-66.87
14240,하이트진로(주),80,Dec-18,24913250,22272353,33.76,74.88
14241,하이트진로(주),80,Dec-19,-40690937,-42394951,-263.33,-290.35
14242,하이트진로홀딩스(주),140,Dec-11,1098876,41469359,11111111.11,11111111.11
14243,하이트진로홀딩스(주),140,Dec-12,196096558,63311789,17745.19,52.67
14244,하이트진로홀딩스(주),140,Dec-13,-12993415,-51776920,-106.63,-181.78
14245,하이트진로홀딩스(주),140,Dec-14,30718307,-101108612,11111111.11,11111111.11
14246,하이트진로홀딩스(주),140,Dec-15,18460685,44719059,-39.9,11111111.11
14247,하이트진로홀딩스(주),140,Dec-16,24259202,46282665,31.41,3.5
14248,하이트진로홀딩스(주),140,Dec-17,14220128,-7615475,-41.38,-116.45
14249,하이트진로홀딩스(주),140,Dec-18,7562158,8640980,-46.82,11111111.11
14250,하이트진로홀딩스(주),140,Dec-19,9070291,-40132480,19.94,-564.44
14251,한국가스공사(주),36460,Dec-11,208398967,174707367,2197.6,11111111.11
14252,한국가스공사(주),36460,Dec-12,505723847,362046097,142.67,107.23
14253,한국가스공사(주),36460,Dec-13,-267179193,-203638809,-152.83,-156.25
14254,한국가스공사(주),36460,Dec-14,93007739,447222939,11111111.11,11111111.11
14255,한국가스공사(주),36460,Dec-15,55741545,319190290,-40.07,-28.63
14256,한국가스공사(주),36460,Dec-16,-853908528,-673557723,-1631.91,-311.02
14257,한국가스공사(주),36460,Dec-17,-1021611230,-1191735429,11111111.11,11111111.11
14258,한국가스공사(주),36460,Dec-18,305312827,526744604,11111111.11,11111111.11
14259,한국가스공사(주),36460,Dec-19,81613695,58269152,-73.27,-88.94
14260,한국공항(주),5430,Dec-11,-20220985,-14541110,-124.78,-124.96
14261,한국공항(주),5430,Dec-12,1433785,11111111.11,11111111.11,11111111.11
14262,한국공항(주),5430,Dec-13,-11456389,11111111.11,-899.03,0
14263,한국공항(주),5430,Dec-14,25789741,28010924,11111111.11,152.1
14264,한국공항(주),5430,Dec-15,7610873,8831541,-70.49,-68.47
14265,한국공항(주),5430,Dec-16,16077122,17437898,111.24,97.45
14266,한국공항(주),5430,Dec-17,22398457,22375273,39.32,28.31
14267,한국공항(주),5430,Dec-18,18603038,18836150,-16.95,-15.82
14268,한국공항(주),5430,Dec-19,16454627,16263109,-11.55,-13.66
14269,한국기업평가(주),34950,Sep-11,8744576,11973470,-46.86,-26.38
14270,한국기업평가(주),34950,Sep-12,12401230,17076123,41.82,42.62
14271,한국기업평가(주),34950,Dec-13,8228930,14319862,-33.64,-16.14
14272,한국기업평가(주),34950,Dec-14,9801144,13779023,19.11,-3.78
14273,한국기업평가(주),34950,Dec-15,9839899,13316866,0.4,-3.35
14274,한국기업평가(주),34950,Dec-16,10554703,16871606,7.26,26.69
14275,한국기업평가(주),34950,Dec-17,12761246,19326763,20.91,14.55
14276,한국기업평가(주),34950,Dec-18,12259195,20233820,-3.93,4.69
14277,한국기업평가(주),34950,Dec-19,16957087,24756035,38.32,22.35
14278,한국내화(주),10040,Dec-11,13099629,11111111.11,-22.75,-55.12
14279,한국내화(주),10040,Dec-12,10830003,11111111.11,-17.33,0
14280,한국내화(주),10040,Dec-13,7110936,11111111.11,-34.34,0
14281,한국내화(주),10040,Dec-14,7159185,11111111.11,0.68,0
14282,한국내화(주),10040,Dec-15,5181221,11111111.11,-27.63,0
14283,한국내화(주),10040,Dec-16,5731696,11111111.11,10.62,0
14284,한국내화(주),10040,Dec-17,11644297,11111111.11,103.16,0
14285,한국내화(주),10040,Dec-18,7150594,11111111.11,-38.59,0
14286,한국내화(주),10040,Dec-19,4286222,11111111.11,-40.06,0
14287,한국단자공업(주),25540,Dec-11,28005550,36658177,553.39,229.92
14288,한국단자공업(주),25540,Dec-12,22879325,29907102,-18.3,-18.42
14289,한국단자공업(주),25540,Dec-13,32724191,43018878,43.03,43.84
14290,한국단자공업(주),25540,Dec-14,52113304,57545129,59.25,33.77
14291,한국단자공업(주),25540,Dec-15,58987861,68887117,13.19,19.71
14292,한국단자공업(주),25540,Dec-16,61383933,67194973,4.06,-2.46
14293,한국단자공업(주),25540,Dec-17,43923351,49818087,-28.44,-25.86
14294,한국단자공업(주),25540,Dec-18,33536739,39604509,-23.65,-20.5
14295,한국단자공업(주),25540,Dec-19,23648540,31868435,-29.48,-19.53
14296,한국맥널티(주),222980,Dec-15,2318481,11111111.11,-90.2,-65.13
14297,한국맥널티(주),222980,Dec-16,2761662,2746853,19.12,-75.28
14298,한국맥널티(주),222980,Dec-17,1262760,1261622,-54.28,-54.07
14299,한국맥널티(주),222980,Dec-18,479176,716158,-62.05,-43.24
14300,한국맥널티(주),222980,Dec-19,-1330327,-776324,-377.63,-208.4
14301,한국석유공업(주),4090,Dec-11,1427771,3282714,11111111.11,11111111.11
14302,한국석유공업(주),4090,Dec-12,3282281,3775782,129.89,15.02
14303,한국석유공업(주),4090,Dec-13,6858375,7687246,108.95,103.59
14304,한국석유공업(주),4090,Dec-14,6220280,6700330,-9.3,-12.84
14305,한국석유공업(주),4090,Dec-15,15053465,14505591,142.01,116.49
14306,한국석유공업(주),4090,Dec-16,8117310,11815155,-46.08,-18.55
14307,한국석유공업(주),4090,Dec-17,9735492,9869813,19.93,-16.46
14308,한국석유공업(주),4090,Dec-18,4358644,4299730,-55.23,-56.44
14309,한국석유공업(주),4090,Dec-19,-5397959,-7676790,-223.84,-278.54
14310,한국선재(주),25550,Dec-11,11650625,11111111.11,11111111.11,11111111.11
14311,한국선재(주),25550,Dec-12,5574253,5519221,-52.15,-50.33
14312,한국선재(주),25550,Dec-13,4995156,3625013,-10.39,-34.32
14313,한국선재(주),25550,Dec-14,3622772,2823073,-27.47,-22.12
14314,한국선재(주),25550,Dec-15,4940165,4940165,36.36,74.99
14315,한국선재(주),25550,Dec-16,2493031,2493031,-49.54,-49.54
14316,한국선재(주),25550,Dec-17,3883074,3926571,55.76,57.5
14317,한국선재(주),25550,Dec-18,6633208,6813160,70.82,73.51
14318,한국선재(주),25550,Dec-19,2606858,3087715,-60.7,-54.68
14319,한국수출포장공업(주),2200,Dec-11,8370330,8562807,221.09,177.32
14320,한국수출포장공업(주),2200,Dec-12,25515166,25969283,204.83,203.28
14321,한국수출포장공업(주),2200,Dec-13,10484827,11176041,-58.91,-56.96
14322,한국수출포장공업(주),2200,Dec-14,10626049,11255478,1.35,0.71
14323,한국수출포장공업(주),2200,Dec-15,-605610,-240040,-105.7,-102.13
14324,한국수출포장공업(주),2200,Dec-16,-518241,-207518,11111111.11,11111111.11
14325,한국수출포장공업(주),2200,Dec-17,-5421029,-5272470,11111111.11,11111111.11
14326,한국수출포장공업(주),2200,Dec-18,16999271,17292580,11111111.11,11111111.11
14327,한국수출포장공업(주),2200,Dec-19,17783551,18020496,4.61,4.21
14328,한국쉘석유(주),2960,Dec-11,26116007,11111111.11,46.85,-38.34
14329,한국쉘석유(주),2960,Dec-12,31169490,11111111.11,19.35,0
14330,한국쉘석유(주),2960,Dec-13,29607314,11111111.11,-5.01,0
14331,한국쉘석유(주),2960,Dec-14,26924424,11111111.11,-9.06,0
14332,한국쉘석유(주),2960,Dec-15,31213597,11111111.11,15.93,0
14333,한국쉘석유(주),2960,Dec-16,27242382,11111111.11,-12.72,0
14334,한국쉘석유(주),2960,Dec-17,24243288,11111111.11,-11.01,0
14335,한국쉘석유(주),2960,Dec-18,24960349,11111111.11,2.96,0
14336,한국쉘석유(주),2960,Dec-19,21026587,11111111.11,-15.76,0
14337,한국알콜산업(주),17890,Dec-11,10809827,9922153,-48.59,-10.7
14338,한국알콜산업(주),17890,Dec-12,6658844,7487121,-38.4,-24.54
14339,한국알콜산업(주),17890,Dec-13,1818767,5512696,-72.69,-26.37
14340,한국알콜산업(주),17890,Dec-14,9304473,11619256,411.58,110.77
14341,한국알콜산업(주),17890,Dec-15,10321160,18193218,10.93,56.58
14342,한국알콜산업(주),17890,Dec-16,24073352,30087643,133.24,65.38
14343,한국알콜산업(주),17890,Dec-17,16345351,20131507,-32.1,-33.09
14344,한국알콜산업(주),17890,Dec-18,24048369,28673959,47.13,42.43
14345,한국알콜산업(주),17890,Dec-19,23388847,32051477,-2.74,11.78
14346,한국앤컴퍼니(주),240,Dec-11,267188542,355220940,1042.38,1008.28
14347,한국앤컴퍼니(주),240,Dec-12,3277158469,11111111.11,1126.53,-96.87
14348,한국앤컴퍼니(주),240,Dec-13,160151821,11111111.11,-95.11,0
14349,한국앤컴퍼니(주),240,Dec-14,183826990,11111111.11,14.78,0
14350,한국앤컴퍼니(주),240,Dec-15,172703147,11111111.11,-6.05,0
14351,한국앤컴퍼니(주),240,Dec-16,44758579,269456939,-74.08,2325.11
14352,한국앤컴퍼니(주),240,Dec-17,45599877,178960991,1.88,-33.58
14353,한국앤컴퍼니(주),240,Dec-18,49187649,218355604,7.87,22.01
14354,한국앤컴퍼니(주),240,Dec-19,53195937,163291036,8.15,-25.22
14355,한국유나이티드제약(주),33270,Dec-11,20725521,20197412,-61.04,-87.63
14356,한국유나이티드제약(주),33270,Dec-12,16795304,16370418,-18.96,-18.95
14357,한국유나이티드제약(주),33270,Dec-13,10534975,12204219,-37.27,-25.45
14358,한국유나이티드제약(주),33270,Dec-14,16845867,18479330,59.9,51.42
14359,한국유나이티드제약(주),33270,Dec-15,21721433,11111111.11,28.94,-39.87
14360,한국유나이티드제약(주),33270,Dec-16,19513765,11111111.11,-10.16,0
14361,한국유나이티드제약(주),33270,Dec-17,27863651,11111111.11,42.79,0
14362,한국유나이티드제약(주),33270,Dec-18,31672447,11111111.11,13.67,0
14363,한국유나이티드제약(주),33270,Dec-19,30915946,11111111.11,-2.39,0
14364,한국유니온제약(주),80720,Dec-18,5839263,5828233,-81.11,-47.55
14365,한국유니온제약(주),80720,Dec-19,631476,411158,-89.19,-92.95
14366,한국전력공사(주),15760,Dec-11,-3514130000,-3292997000,-556594.63,-801007.92
14367,한국전력공사(주),15760,Dec-12,-3226597000,-3077969000,11111111.11,11111111.11
14368,한국전력공사(주),15760,Dec-13,238307000,174306000,11111111.11,11111111.11
14369,한국전력공사(주),15760,Dec-14,1039887000,2798967000,336.36,1505.78
14370,한국전력공사(주),15760,Dec-15,10165653000,13416373000,877.57,379.33
14371,한국전력공사(주),15760,Dec-16,4261986000,7148327000,-58.07,-46.72
14372,한국전력공사(주),15760,Dec-17,1506852000,1441394000,-64.64,-79.84
14373,한국전력공사(주),15760,Dec-18,-1095213000,-1174498000,-172.68,-181.48
14374,한국전력공사(주),15760,Dec-19,-2594957000,-2263535000,11111111.11,11111111.11
14375,한국전력기술(주),52690,Dec-11,116095118,11111111.11,11111111.11,11111111.11
14376,한국전력기술(주),52690,Dec-12,134310483,11111111.11,15.69,0
14377,한국전력기술(주),52690,Dec-13,34407214,11111111.11,-74.38,0
14378,한국전력기술(주),52690,Dec-14,54758999,11111111.11,59.15,0
14379,한국전력기술(주),52690,Dec-15,15012059,11111111.11,-72.59,0
14380,한국전력기술(주),52690,Dec-16,22598766,11111111.11,50.54,0
14381,한국전력기술(주),52690,Dec-17,32454112,11111111.11,43.61,0
14382,한국전력기술(주),52690,Dec-18,12936841,11111111.11,-60.14,0
14383,한국전력기술(주),52690,Dec-19,26397847,11111111.11,104.05,0
14384,한국전자금융(주),63570,Dec-11,5741092,5674376,-78.25,-48.93
14385,한국전자금융(주),63570,Dec-12,3673395,3766814,-36.02,-33.62
14386,한국전자금융(주),63570,Dec-13,5126570,5411157,39.56,43.65
14387,한국전자금융(주),63570,Dec-14,14984738,14781372,192.3,173.16
14388,한국전자금융(주),63570,Dec-15,9549796,9394231,-36.27,-36.45
14389,한국전자금융(주),63570,Dec-16,12782332,13213147,33.85,40.65
14390,한국전자금융(주),63570,Dec-17,13515416,16431082,5.74,24.35
14391,한국전자금융(주),63570,Dec-18,15508226,12284405,14.74,-25.24
14392,한국전자금융(주),63570,Dec-19,5634879,2831127,-63.67,-76.95
14393,한국전자인증(주),41460,Dec-11,3887742,11111111.11,-31.01,292.46
14394,한국전자인증(주),41460,Dec-12,4442546,3989237,14.27,-64.1
14395,한국전자인증(주),41460,Dec-13,4749257,3380083,6.9,-15.27
14396,한국전자인증(주),41460,Dec-14,4886038,3104593,2.88,-8.15
14397,한국전자인증(주),41460,Dec-15,3476147,3460587,-28.86,11.47
14398,한국전자인증(주),41460,Dec-16,5305451,4739472,52.62,36.96
14399,한국전자인증(주),41460,Dec-17,3001026,3379950,-43.44,-28.69
14400,한국전자인증(주),41460,Dec-18,2801699,2736981,-6.64,-19.02
14401,한국전자인증(주),41460,Dec-19,1666824,1581975,-40.51,-42.2
14402,한국정밀기계(주),101680,Dec-11,8053994,11111111.11,383.19,602.36
14403,한국정밀기계(주),101680,Dec-12,2236622,11111111.11,-72.23,0
14404,한국정밀기계(주),101680,Dec-13,-3641713,11111111.11,-262.82,0
14405,한국정밀기계(주),101680,Dec-14,-11463429,11111111.11,11111111.11,0
14406,한국정밀기계(주),101680,Dec-15,-13106343,11111111.11,11111111.11,0
14407,한국정밀기계(주),101680,Dec-16,-21226811,11111111.11,11111111.11,0
14408,한국정밀기계(주),101680,Dec-17,-27479738,11111111.11,11111111.11,0
14409,한국정밀기계(주),101680,Dec-18,-18523299,11111111.11,11111111.11,0
14410,한국정밀기계(주),101680,Dec-19,-1228940,11111111.11,11111111.11,0
14411,한국정보공학(주),39740,Dec-11,436514,-1661451,11111111.11,-114.95
14412,한국정보공학(주),39740,Dec-12,-1363948,247320,-412.46,11111111.11
14413,한국정보공학(주),39740,Dec-13,-2717814,554200,11111111.11,124.08
14414,한국정보공학(주),39740,Dec-14,-1996603,-722434,11111111.11,-230.36
14415,한국정보공학(주),39740,Dec-15,538479,481545,11111111.11,11111111.11
14416,한국정보공학(주),39740,Dec-16,-8744541,-11152627,-1723.93,-2416.01
14417,한국정보공학(주),39740,Dec-17,630641,-1312951,11111111.11,11111111.11
14418,한국정보공학(주),39740,Dec-18,-10098440,-9578135,-1701.3,11111111.11
14419,한국정보공학(주),39740,Dec-19,1984054,1716720,11111111.11,11111111.11
14420,한국정보인증(주),53300,Dec-14,3733412,3742024,88.17,117.98
14421,한국정보인증(주),53300,Dec-15,5000454,4987822,33.94,33.29
14422,한국정보인증(주),53300,Dec-16,6100239,5860964,21.99,17.51
14423,한국정보인증(주),53300,Dec-17,4657964,5511047,-23.64,-5.97
14424,한국정보인증(주),53300,Dec-18,7841019,7850787,68.34,42.46
14425,한국정보인증(주),53300,Dec-19,7834839,7140226,-0.08,-9.05
14426,한국정보통신(주),25770,Dec-11,10216040,9840282,30.39,37.81
14427,한국정보통신(주),25770,Dec-12,9410911,8346805,-7.88,-15.18
14428,한국정보통신(주),25770,Dec-13,16798161,16182515,78.5,93.88
14429,한국정보통신(주),25770,Dec-14,16653288,15926130,-0.86,-1.58
14430,한국정보통신(주),25770,Dec-15,21224793,22081291,27.45,38.65
14431,한국정보통신(주),25770,Dec-16,26787519,27976826,26.21,26.7
14432,한국정보통신(주),25770,Dec-17,24868313,24917701,-7.16,-10.93
14433,한국정보통신(주),25770,Dec-18,25796655,24963404,3.73,0.18
14434,한국정보통신(주),25770,Dec-19,22725905,24527399,-11.9,-1.75
14435,한국조선해양(주),9540,Dec-11,1945941622,2743436388,8462.66,11085.19
14436,한국조선해양(주),9540,Dec-12,1105092217,1020598208,-43.21,-62.8
14437,한국조선해양(주),9540,Dec-13,451667514,146303386,-59.13,-85.66
14438,한국조선해양(주),9540,Dec-14,-1754677209,-2206064695,-488.49,-1607.87
14439,한국조선해양(주),9540,Dec-15,-1548057324,-1375768355,11111111.11,11111111.11
14440,한국조선해양(주),9540,Dec-16,284912973,626990744,11111111.11,11111111.11
14441,한국조선해양(주),9540,Dec-17,4092460309,2693141932,1336.39,329.53
14442,한국조선해양(주),9540,Dec-18,-351118911,-453610241,-108.58,-116.84
14443,한국조선해양(주),9540,Dec-19,-74657811,213081106,11111111.11,11111111.11
14444,한국주강(주),25890,Dec-11,1602049,11111111.11,11111111.11,-94.79
14445,한국주강(주),25890,Dec-12,4727765,11111111.11,195.11,0
14446,한국주강(주),25890,Dec-13,1342964,11111111.11,-71.59,0
14447,한국주강(주),25890,Dec-14,-2105876,11111111.11,-256.81,0
14448,한국주강(주),25890,Dec-15,1356634,11111111.11,11111111.11,0
14449,한국주강(주),25890,Dec-16,-3633434,11111111.11,-367.83,0
14450,한국주강(주),25890,Dec-17,-4725309,11111111.11,11111111.11,0
14451,한국주강(주),25890,Dec-18,-10120006,11111111.11,11111111.11,0
14452,한국주강(주),25890,Dec-19,-13564456,11111111.11,11111111.11,0
14453,한국주철관공업(주),970,Mar-11,3012371,830477,11111111.11,-92.53
14454,한국주철관공업(주),970,Mar-12,3041039,3993647,0.95,380.89
14455,한국주철관공업(주),970,Mar-13,7619847,4875908,150.57,22.09
14456,한국주철관공업(주),970,Mar-14,4181092,5060289,-45.13,3.78
14457,한국주철관공업(주),970,Mar-15,3064511,10298416,-26.71,103.51
14458,한국주철관공업(주),970,Mar-16,4184272,14872168,36.54,44.41
14459,한국주철관공업(주),970,Mar-17,5951575,24899397,42.24,67.42
14460,한국주철관공업(주),970,Mar-18,2637239,11214789,-55.69,-54.96
14461,한국주철관공업(주),970,Mar-19,5039111,7221415,91.08,-35.61
14462,한국지역난방공사,71320,Dec-11,15745932,-7724922,212.47,-206.97
14463,한국지역난방공사,71320,Dec-12,153056471,145033223,872.04,11111111.11
14464,한국지역난방공사,71320,Dec-13,115409507,115759335,-24.6,-20.18
14465,한국지역난방공사,71320,Dec-14,66301834,11111111.11,-42.55,-90.4
14466,한국지역난방공사,71320,Dec-15,115819123,11111111.11,74.68,0
14467,한국지역난방공사,71320,Dec-16,126707327,11111111.11,9.4,0
14468,한국지역난방공사,71320,Dec-17,69878133,11111111.11,-44.85,0
14469,한국지역난방공사,71320,Dec-18,-226523717,-226523717,-424.17,-2138.71
14470,한국지역난방공사,71320,Dec-19,-25579851,-25579851,11111111.11,11111111.11
14471,한국철강(주),104700,Dec-11,-33510227,11111111.11,11111111.11,11111111.11
14472,한국철강(주),104700,Dec-12,18485337,11111111.11,11111111.11,0
14473,한국철강(주),104700,Dec-13,9397639,11111111.11,-49.16,0
14474,한국철강(주),104700,Dec-14,17989894,11111111.11,91.43,0
14475,한국철강(주),104700,Dec-15,53619387,11111111.11,198.05,0
14476,한국철강(주),104700,Dec-16,46547076,11111111.11,-13.19,0
14477,한국철강(주),104700,Dec-17,-43375902,11111111.11,-193.19,0
14478,한국철강(주),104700,Dec-18,12172909,11111111.11,11111111.11,0
14479,한국철강(주),104700,Dec-19,19084152,11111111.11,56.78,0
14480,한국컴퓨터(주),54040,Dec-11,6103886,5446100,-68.02,-50.99
14481,한국컴퓨터(주),54040,Dec-12,5145499,6127563,-15.7,12.51
14482,한국컴퓨터(주),54040,Dec-13,12136775,12239858,135.87,99.75
14483,한국컴퓨터(주),54040,Dec-14,7107674,7142723,-41.44,-41.64
14484,한국컴퓨터(주),54040,Dec-15,8150210,8064169,14.67,12.9
14485,한국컴퓨터(주),54040,Dec-16,7370897,6885929,-9.56,-14.61
14486,한국컴퓨터(주),54040,Dec-17,5477076,-31620,-25.69,-100.46
14487,한국컴퓨터(주),54040,Dec-18,1408647,-6041247,-74.28,11111111.11
14488,한국컴퓨터(주),54040,Dec-19,-2162493,7581510,-253.52,11111111.11
14489,한국콜마(주),161890,Mar-13,10928520,11954397,11111111.11,57.68
14490,한국콜마(주),161890,Dec-14,30153208,32806097,175.91,174.43
14491,한국콜마(주),161890,Dec-15,42793784,45479279,41.92,38.63
14492,한국콜마(주),161890,Dec-16,52239938,53183218,22.07,16.94
14493,한국콜마(주),161890,Dec-17,44178229,48601112,-15.43,-8.62
14494,한국콜마(주),161890,Dec-18,52115258,36805372,17.97,-24.27
14495,한국콜마(주),161890,Dec-19,40050590,33637991,-23.15,-8.61
14496,한국콜마홀딩스(주),24720,Mar-11,11046755,11664780,-72.42,-65.32
14497,한국콜마홀딩스(주),24720,Mar-12,11716624,20280653,6.06,73.86
14498,한국콜마홀딩스(주),24720,Mar-13,13113933,22862625,11.93,12.73
14499,한국콜마홀딩스(주),24720,Dec-14,2890017,27447787,-77.96,20.06
14500,한국콜마홀딩스(주),24720,Dec-15,-13849204,1043683,-579.21,-96.2
14501,한국콜마홀딩스(주),24720,Dec-16,7816114,51001542,11111111.11,4786.69
14502,한국콜마홀딩스(주),24720,Dec-17,6740631,51663998,-13.76,1.3
14503,한국콜마홀딩스(주),24720,Dec-18,13338216,90232664,97.88,74.65
14504,한국콜마홀딩스(주),24720,Dec-19,2703066,72236251,-79.73,-19.94
14505,한국타이어앤테크놀로지(주),161390,Dec-12,148844570,231014075,5406.51,219.8
14506,한국타이어앤테크놀로지(주),161390,Dec-13,456866247,735031886,206.94,218.18
14507,한국타이어앤테크놀로지(주),161390,Dec-14,396428134,699295189,-13.23,-4.86
14508,한국타이어앤테크놀로지(주),161390,Dec-15,352194734,656504241,-11.16,-6.12
14509,한국타이어앤테크놀로지(주),161390,Dec-16,424956155,879090216,20.66,33.9
14510,한국타이어앤테크놀로지(주),161390,Dec-17,289437607,606456841,-31.89,-31.01
14511,한국타이어앤테크놀로지(주),161390,Dec-18,243935756,530380684,-15.72,-12.54
14512,한국타이어앤테크놀로지(주),161390,Dec-19,241217965,429614534,-1.11,-19
14513,한국프랜지공업(주),10100,Dec-11,3021983,8744960,-98.75,-97.96
14514,한국프랜지공업(주),10100,Dec-12,228101,12856991,-92.45,47.02
14515,한국프랜지공업(주),10100,Dec-13,4121771,9532891,1706.99,-25.85
14516,한국프랜지공업(주),10100,Dec-14,578353,2444184,-85.97,-74.36
14517,한국프랜지공업(주),10100,Dec-15,6827071,14278251,1080.43,484.17
14518,한국프랜지공업(주),10100,Dec-16,5467309,13033666,-19.92,-8.72
14519,한국프랜지공업(주),10100,Dec-17,-18104183,-23603084,-431.14,-281.09
14520,한국프랜지공업(주),10100,Dec-18,548507,-1028879,11111111.11,11111111.11
14521,한국프랜지공업(주),10100,Dec-19,12524428,10919773,2183.37,11111111.11
14522,한국항공우주산업(주),47810,Dec-11,75900459,73229853,506.02,570.62
14523,한국항공우주산업(주),47810,Dec-12,73943503,74029333,-2.58,1.09
14524,한국항공우주산업(주),47810,Dec-13,89619354,90382493,21.2,22.09
14525,한국항공우주산업(주),47810,Dec-14,132302474,132379505,47.63,46.47
14526,한국항공우주산업(주),47810,Dec-15,259044322,259193264,95.8,95.8
14527,한국항공우주산업(주),47810,Dec-16,264485590,264801088,2.1,2.16
14528,한국항공우주산업(주),47810,Dec-17,-235471323,-235185853,-189.03,-188.82
14529,한국항공우주산업(주),47810,Dec-18,75576114,55539464,11111111.11,11111111.11
14530,한국항공우주산업(주),47810,Dec-19,175665184,168292166,132.43,203.01
14531,한국화장품(주),123690,Dec-11,794544,-16414178,-99.55,-109.75
14532,한국화장품(주),123690,Dec-12,-6928757,-19936017,-972.04,11111111.11
14533,한국화장품(주),123690,Dec-13,-46317316,-16176046,11111111.11,11111111.11
14534,한국화장품(주),123690,Dec-14,26369023,26331755,11111111.11,11111111.11
14535,한국화장품(주),123690,Dec-15,-5026187,-9060582,-119.06,-134.41
14536,한국화장품(주),123690,Dec-16,10474804,14617694,11111111.11,11111111.11
14537,한국화장품(주),123690,Dec-17,3838568,4028516,-63.35,-72.44
14538,한국화장품(주),123690,Dec-18,-6647420,-7746017,-273.17,-292.28
14539,한국화장품(주),123690,Dec-19,-18305664,-17224383,11111111.11,11111111.11
14540,한라아이엠에스(주),92460,Dec-11,4863016,3719759,11111111.11,11111111.11
14541,한라아이엠에스(주),92460,Dec-12,3429900,2740523,-29.47,-26.33
14542,한라아이엠에스(주),92460,Dec-13,-1191169,1040783,-134.73,-62.02
14543,한라아이엠에스(주),92460,Dec-14,4513732,4275616,11111111.11,310.81
14544,한라아이엠에스(주),92460,Dec-15,5125457,5690101,13.55,33.08
14545,한라아이엠에스(주),92460,Dec-16,3152687,3484749,-38.49,-38.76
14546,한라아이엠에스(주),92460,Dec-17,1392735,1911401,-55.82,-45.15
14547,한라아이엠에스(주),92460,Dec-18,2503606,2486506,79.76,30.09
14548,한라아이엠에스(주),92460,Dec-19,4087753,4364489,63.27,75.53
14549,한미반도체(주),42700,Dec-11,16211556,16514400,296.59,278.38
14550,한미반도체(주),42700,Dec-12,26488553,24430770,63.39,47.94
14551,한미반도체(주),42700,Dec-13,11367502,11151940,-57.09,-54.35
14552,한미반도체(주),42700,Dec-14,29822275,11111111.11,162.35,-0.37
14553,한미반도체(주),42700,Dec-15,20894749,21798920,-29.94,96.19
14554,한미반도체(주),42700,Dec-16,31917332,31445454,52.75,44.25
14555,한미반도체(주),42700,Dec-17,8677838,9500247,-72.81,-69.79
14556,한미반도체(주),42700,Dec-18,49982528,49272961,475.98,418.65
14557,한미반도체(주),42700,Dec-19,21374601,19262572,-57.24,-60.91
14558,한미사이언스(주),8930,Dec-11,-15135659,-14686154,-170.81,-176.24
14559,한미사이언스(주),8930,Dec-12,2803176,12480700,11111111.11,11111111.11
14560,한미사이언스(주),8930,Dec-13,5112535,9597891,82.38,-23.1
14561,한미사이언스(주),8930,Dec-14,6339178,21862380,23.99,127.78
14562,한미사이언스(주),8930,Dec-15,113499033,177449858,1690.44,711.67
14563,한미사이언스(주),8930,Dec-16,6490775,7940308,-94.28,-95.53
14564,한미사이언스(주),8930,Dec-17,2827001,30818255,-56.45,288.12
14565,한미사이언스(주),8930,Dec-18,6141884,18021625,117.26,-41.52
14566,한미사이언스(주),8930,Dec-19,5633983,30742879,-8.27,70.59
14567,한미약품(주),128940,Dec-11,-8135229,5426021,-244.4,-82.35
14568,한미약품(주),128940,Dec-12,7034143,28754748,11111111.11,429.94
14569,한미약품(주),128940,Dec-13,25966997,50534448,269.16,75.74
14570,한미약품(주),128940,Dec-14,15564970,43295071,-40.06,-14.33
14571,한미약품(주),128940,Dec-15,133850926,162060447,759.95,274.32
14572,한미약품(주),128940,Dec-16,3939586,30299648,-97.06,-81.3
14573,한미약품(주),128940,Dec-17,38656197,68973581,881.22,127.64
14574,한미약품(주),128940,Dec-18,12762305,34156166,-66.99,-50.48
14575,한미약품(주),128940,Dec-19,24256749,63867248,90.07,86.99
14576,한성기업(주),3680,Dec-11,6785371,7586490,-72.03,-88.12
14577,한성기업(주),3680,Dec-12,3717453,4012604,-45.21,-47.11
