,정상영업이익증가율,영업이익증가률개별,영업이익증가률연결
0,1254789.63,11111111.11,11111111.11
1,-756.82,-665.79,-756.82
2,1254789.63,11111111.11,11111111.11
3,-44.1,-45.78,-44.1
4,-681.52,-676.41,-681.52
5,1254789.63,11111111.11,11111111.11
6,-9.95,-9.95,-9.95
7,64.75,64.75,64.75
8,1.4,11111111.11,1.4
9,1254789.63,11111111.11,11111111.11
10,1254789.63,11111111.11,11111111.11
11,1254789.63,11111111.11,11111111.11
12,1254789.63,11111111.11,11111111.11
13,174.29,174.49,174.29
14,37.98,38.12,37.98
15,-16.95,-17.13,-16.95
16,-21.09,-20.7,-21.09
17,60.45,11111111.11,60.45
18,-460.17,-460.17,11111111.11
19,1254789.63,11111111.11,11111111.11
20,-1403.61,-66.38,-1403.61
21,50.09,50.09,11111111.11
22,-2473.27,627.37,-2473.27
23,-0.47,-0.47,11111111.11
24,4.05,-8.03,4.05
25,-153.86,-68.14,-153.86
26,1254789.63,11111111.11,11111111.11
27,-9.82,-41.65,-9.82
28,-50.99,-51.91,-50.99
29,-231.49,-481.61,-231.49
30,1254789.63,11111111.11,11111111.11
31,1254789.63,11111111.11,11111111.11
32,1254789.63,11111111.11,11111111.11
33,75.76,75.76,11111111.11
34,-176.15,-176.15,11111111.11
35,35.93,11111111.11,35.93
36,-82.51,-24.99,-82.51
37,803.71,-5.64,803.71
38,-44.79,48.04,-44.79
39,190.55,-9.36,190.55
40,26.84,26.84,26.84
41,7.05,7.06,7.05
42,-31.65,-11.99,-31.65
43,-84.87,-13.63,-84.87
44,537.44,11111111.11,537.44
45,1254789.63,11111111.11,11111111.11
46,-47.6,-42.37,-47.6
47,194.26,150.58,194.26
48,231.12,181.47,231.12
49,7.89,12.95,7.89
50,5.02,3.06,5.02
51,-41.16,-44.11,-41.16
52,-85.19,-78.68,-85.19
53,-249.05,11111111.11,-249.05
54,26.96,24.95,26.96
55,-7.88,-7.57,-7.88
56,-6.32,-6.2,-6.32
57,-26.52,-21.08,-26.52
58,22.48,26.12,22.48
59,10.95,-9.41,10.95
60,-50.36,-34.73,-50.36
61,-12.89,-48.35,-12.89
62,9.33,11111111.11,9.33
63,-260.06,-260.06,0.0
64,0.0,11111111.11,0.0
65,11.05,11.05,0.0
66,-18.01,-18.01,0.0
67,146.18,146.18,0.0
68,-96.48,-96.48,0.0
69,1506.66,1506.66,0.0
70,-109.85,-109.85,0.0
71,1254789.63,11111111.11,11111111.11
72,-0.27,-2404.66,-0.27
73,-28.89,11111111.11,-28.89
74,-1.04,3.4,-1.04
75,-22.75,-13.83,-22.75
76,146.6,12.63,146.6
77,-55.25,19.05,-55.25
78,-16.11,-32.48,-16.11
79,19.81,-0.18,19.81
80,73.82,11111111.11,73.82
81,162.45,-14.85,162.45
82,-275.11,-71.26,-275.11
83,-479.14,-479.14,11111111.11
84,1254789.63,11111111.11,11111111.11
85,-195.74,-169.77,-195.74
86,1254789.63,11111111.11,11111111.11
87,1254789.63,11111111.11,11111111.11
88,-133.55,-122.88,-133.55
89,1254789.63,11111111.11,11111111.11
90,-41.84,-35.7,-41.84
91,-48.05,-7.16,-48.05
92,-230.53,-28.5,-230.53
93,30.19,30.19,11111111.11
94,4502.76,34.06,4502.76
95,-3.18,-8.78,-3.18
96,-47.19,-49.14,-47.19
97,110.7,141.22,110.7
98,-24.73,11111111.11,-24.73
99,22.24,-0.69,22.24
100,-6.86,-25.0,-6.86
101,-7.7,2.91,-7.7
102,19.18,13.71,19.18
103,35.39,31.31,35.39
104,10.57,-12.14,10.57
105,1.3,-20.23,1.3
106,43.08,29.27,43.08
107,30.5,11111111.11,30.5
108,1254789.63,1254789.63,0.0
109,0.0,11111111.11,0.0
110,0.0,11111111.11,0.0
111,1254789.63,11111111.11,11111111.11
112,1254789.63,11111111.11,11111111.11
113,-12.08,-11.17,-12.08
114,-17.13,-16.82,-17.13
115,-4.16,-4.37,-4.16
116,32.25,32.05,32.25
117,16.02,14.74,16.02
118,3.9,3.48,3.9
119,-14.18,-14.25,-14.18
120,-18.87,-18.84,-18.87
121,16.36,11111111.11,16.36
122,270.35,270.35,0.0
123,76.19,76.19,0.0
124,-72.15,-72.15,0.0
125,-49.72,-49.72,0.0
126,-46.0,-46.0,0.0
127,-393.2,-202.72,-393.2
128,1254789.63,11111111.11,11111111.11
129,1254789.63,11111111.11,11111111.11
130,-5132.09,11111111.11,-5132.08
131,742.65,138.0,742.65
132,-59.84,-68.96,-59.84
133,-63.98,-59.2,-63.98
134,-156.65,-178.52,-156.65
135,1254789.63,11111111.11,11111111.11
136,-276.76,-224.93,-276.76
137,1254789.63,11111111.11,11111111.11
138,1254789.63,11111111.11,11111111.11
139,1254789.63,11111111.11,11111111.11
140,-44.22,-42.73,-44.22
141,65.84,70.38,65.84
142,47.54,17.23,47.54
143,-21.99,-14.42,-21.99
144,-17.35,-35.02,-17.35
145,-24.3,-20.79,-24.3
146,-7.86,25.65,-7.86
147,74.84,67.19,74.84
148,-41.16,11111111.11,-41.16
149,11.68,54.01,11.68
150,12.11,-7.87,12.11
151,42.08,27.65,42.08
152,-31.94,8.66,-31.94
153,79.9,29.36,79.9
154,89.21,75.83,89.21
155,4.2,-12.45,4.2
156,-14.56,-8.38,-14.56
157,9.86,11111111.11,9.86
158,1254789.63,1254789.63,1254789.63
159,96.9,99.83,96.9
160,-34.23,11111111.11,-34.23
161,-20.78,18.69,-20.78
162,39.16,-7.96,39.16
163,1.29,-9.35,1.29
164,-5.16,-18.96,-5.16
165,-127.74,-51.38,-127.74
166,27.97,27.97,11111111.11
167,26.9,-109.59,26.9
168,7.78,11111111.11,7.78
169,-44.0,11111111.11,-44.0
170,-53.86,-56.99,-53.86
171,-67.31,-61.5,-67.31
172,396.72,335.67,396.72
173,-15.02,-10.6,-15.02
174,27.25,20.36,27.25
175,11.49,10.22,11.49
176,-2.6,-7.44,-2.6
177,-3.14,-1.11,-3.14
178,-21.86,11111111.11,-21.86
179,-7.36,1254789.63,0.0
180,-39.16,-39.16,0.0
181,57.67,57.67,0.0
182,-29.77,-29.77,0.0
183,-64.13,11111111.11,0.0
184,-38.8,167.74,-38.8
185,-42.69,60.26,-42.69
186,206.1,301.69,206.1
187,26.44,-9.17,26.44
188,-52.33,-99.32,-52.33
189,57.44,2843.15,57.44
190,-30.37,-92.76,-30.37
191,167.37,7421.83,167.37
192,19.62,11111111.11,19.62
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,11111111.11,0.0
197,27.17,27.17,0.0
198,0.0,11111111.11,0.0
199,-8.15,0.58,-8.15
200,13.93,3.88,13.93
201,-21.78,-12.67,-21.78
202,67.86,55.97,67.86
203,-16.71,-5.61,-16.71
204,41.51,18.6,41.51
205,31.84,46.63,31.84
206,5.11,1.5,5.11
207,-27.51,11111111.11,-27.51
208,1254789.63,11111111.11,11111111.11
209,-279.94,-269.72,-279.94
210,1254789.63,11111111.11,11111111.11
211,1254789.63,11111111.11,11111111.11
212,1254789.63,11111111.11,11111111.11
213,-64.85,-63.31,-64.85
214,-1018.76,-1047.05,-1018.76
215,1254789.63,11111111.11,11111111.11
216,1254789.63,11111111.11,11111111.11
217,232.34,232.34,0.0
218,-57.89,-57.89,0.0
219,-868.27,-868.27,0.0
220,1254789.63,11111111.11,11111111.11
221,1254789.63,11111111.11,11111111.11
222,0.0,11111111.11,0.0
223,0.0,11111111.11,0.0
224,-153.99,-153.99,0.0
225,0.0,11111111.11,0.0
226,1254789.63,1254789.63,1254789.63
227,-8.35,-7.7,-8.35
228,-17.57,-23.73,-17.57
229,-24.82,-13.25,-24.82
230,14.69,11111111.11,14.69
231,-17.18,1254789.63,1254789.63
232,26.75,35.04,26.75
233,16.65,14.3,16.65
234,27.21,20.04,27.21
235,-109.13,-113.62,-109.13
236,1254789.63,11111111.11,11111111.11
237,-50.22,11111111.11,-50.22
238,-93.95,11111111.11,-93.95
239,-425.38,11111111.11,-425.38
240,51.35,51.35,0.0
241,-74.89,-74.89,0.0
242,150.53,150.53,0.0
243,-42.29,-42.29,0.0
244,-30.56,-30.56,0.0
245,-87.05,-87.05,0.0
246,-7301.04,1241.39,-7301.06
247,-4.39,-4.39,11111111.11
248,1254789.63,11111111.11,11111111.11
249,-85.47,-31.82,-85.47
250,744.11,140.34,744.11
251,157.45,136.76,157.45
252,15.58,21.63,15.58
253,-25.03,-62.61,-25.03
254,-61.29,-0.54,-61.29
255,-39.23,-1.68,-39.23
256,48.22,-20.88,48.22
257,145.15,11111111.11,145.15
258,-532.24,-477.88,-532.24
259,1254789.63,11111111.11,11111111.11
260,1254789.63,11111111.11,11111111.11
261,0.0,11111111.11,0.0
262,-143.62,-143.62,0.0
263,0.0,11111111.11,0.0
264,-84.58,-84.58,0.0
265,-436.78,-436.78,0.0
266,1254789.63,11111111.11,11111111.11
267,16.3,16.3,0.0
268,-1.21,-1.21,0.0
269,-3.79,-3.79,0.0
270,-7.41,-7.41,0.0
271,5.67,5.67,0.0
272,2.33,2.33,0.0
273,0.43,0.43,0.0
274,-11.05,-11.05,0.0
275,10.05,11111111.11,0.0
276,-34.19,-25.23,-34.19
277,45.14,-6.75,45.14
278,0.06,-7.78,0.06
279,-27.42,-37.66,-27.42
280,13.0,26.86,13.0
281,-29.42,16.56,-29.42
282,31.21,-26.47,31.21
283,-5.49,-45.84,-5.49
284,-2.6,11111111.11,-2.6
285,-38.26,-298.25,-38.26
286,497.14,11111111.11,497.14
287,-18.71,88.57,-18.71
288,83.79,66.84,83.79
289,-14.71,20.45,-14.71
290,22.04,14.62,22.04
291,-155.44,-130.52,-155.44
292,1254789.63,11111111.11,11111111.11
293,-173.74,11111111.11,-173.74
294,-32.93,-29.54,-32.93
295,-21.4,-41.84,-21.4
296,-46.48,-39.5,-46.48
297,-429.56,-405.94,-429.56
298,1254789.63,11111111.11,11111111.11
299,1254789.63,11111111.11,11111111.11
300,-2027.47,11111111.11,-2027.47
301,1254789.63,11111111.11,11111111.11
302,1254789.63,11111111.11,11111111.11
303,21.2,99.65,21.2
304,22.49,26.94,22.49
305,12.06,-3.11,12.06
306,13.42,-5.65,13.42
307,-4.17,-30.56,-4.17
308,-17.77,95.18,-17.77
309,120.76,79.7,120.76
310,-29.09,-30.19,-29.09
311,-29.8,11111111.11,-29.8
312,-63.19,-63.42,-63.19
313,5.73,19.86,5.73
314,-74.49,-82.52,-74.49
315,-24.92,-25.77,-24.92
316,-857.47,-1041.95,-857.47
317,1254789.63,11111111.11,11111111.11
318,1254789.63,11111111.11,11111111.11
319,1254789.63,11111111.11,11111111.11
320,1254789.63,11111111.11,11111111.11
321,-130.04,-130.04,0.0
322,0.0,11111111.11,0.0
323,0.0,11111111.11,0.0
324,19.12,19.12,0.0
325,-165.47,-165.47,0.0
326,0.0,11111111.11,0.0
327,466.79,466.79,0.0
328,-165.23,-165.23,0.0
329,0.0,11111111.11,0.0
330,0.0,0.0,0.0
331,0.0,11111111.11,0.0
332,1254789.63,11111111.11,11111111.11
333,1254789.63,11111111.11,11111111.11
334,240.51,11111111.11,240.51
335,6.84,-47.9,6.84
336,27.72,3527.73,27.72
337,-24.01,83.74,-24.01
338,-39.77,-43.79,-39.77
339,-33.05,-1.16,-33.05
340,126.23,11111111.11,126.23
341,-20.69,1254789.63,1254789.63
342,-63.78,11111111.11,-63.78
343,-0.57,1254789.63,1254789.63
344,-47.57,-58.26,-47.57
345,91.4,112.79,91.4
346,-7.27,-0.26,-7.27
347,14.2,3.62,14.2
348,-30.09,-42.16,-30.09
349,-18.86,-35.19,-18.86
350,356.36,700.85,356.36
351,-53.26,-58.62,-53.26
352,110.54,11111111.11,110.54
353,122.78,122.78,0.0
354,-25.02,-77.02,-25.02
355,-0.31,12.91,-0.31
356,-8.99,-347.02,-8.99
357,176.19,11111111.11,176.19
358,30.83,-8.13,30.83
359,-41.59,-87.45,-41.59
360,8.81,222.09,8.81
361,-2.17,11111111.11,-2.17
362,129.7,54.65,129.7
363,-4.87,4.46,-4.87
364,-14.66,-19.06,-14.66
365,-8.52,34.95,-8.52
366,32.77,17.19,32.77
367,76.9,8.15,76.9
368,8.36,-33.12,8.36
369,2.93,9.81,2.93
370,-31.9,11111111.11,-31.9
371,24.59,1254789.63,1254789.63
372,-29.71,-19.66,-29.71
373,-37.57,-33.21,-37.57
374,17.58,-31.74,17.58
375,-61.32,11111111.11,-61.32
376,14.38,14.38,0.0
377,24.35,24.35,0.0
378,25.87,25.87,0.0
379,-13.49,-10.62,-13.49
380,18.06,14.0,18.06
381,7.71,7.65,7.71
382,13.58,17.32,13.58
383,22.21,19.21,22.21
384,-17.05,11111111.11,-17.05
385,1254789.63,1254789.63,1254789.63
386,-29.71,-17.96,-29.71
387,-307.13,-278.31,-307.13
388,1254789.63,11111111.11,11111111.11
389,1254789.63,11111111.11,11111111.11
390,-147.73,-140.22,-147.73
391,1254789.63,11111111.11,11111111.11
392,-297.12,-284.97,-297.12
393,1254789.63,11111111.11,11111111.11
394,198.65,-46.1,198.65
395,-65.87,-88.76,-65.87
396,-8.69,-35.6,-8.69
397,-282.68,-1407.62,-282.68
398,1254789.63,11111111.11,11111111.11
399,1254789.63,11111111.11,11111111.11
400,1254789.63,11111111.11,11111111.11
401,-1494.84,-1494.84,0.0
402,0.0,11111111.11,0.0
403,-128.02,-128.02,0.0
404,0.0,11111111.11,0.0
405,41.39,41.39,0.0
406,10.27,10.27,0.0
407,127.11,127.11,0.0
408,-59.86,-59.86,0.0
409,266.52,11111111.11,0.0
410,-38.12,1254789.63,1254789.63
411,0.0,0.0,0.0
412,0.0,11111111.11,0.0
413,1254789.63,11111111.11,11111111.11
414,1254789.63,11111111.11,11111111.11
415,31.99,-48.68,31.99
416,-139.66,11111111.11,-139.66
417,1254789.63,1254789.63,1254789.63
418,-49.06,1254789.63,1254789.63
419,-115.59,-113.29,-115.59
420,1254789.63,11111111.11,11111111.11
421,164.82,167.54,164.82
422,145.9,151.82,145.9
423,-30.8,-31.15,-30.8
424,35.52,34.81,35.52
425,2.56,1.8,2.56
426,-41.21,11111111.11,-41.21
427,1254789.63,11111111.11,11111111.11
428,1254789.63,11111111.11,11111111.11
429,1254789.63,11111111.11,11111111.11
430,-76.14,-76.14,11111111.11
431,-1385.08,-1385.08,11111111.11
432,1254789.63,11111111.11,11111111.11
433,1254789.63,11111111.11,11111111.11
434,68.97,9.89,68.97
435,7.97,11111111.11,7.97
436,1342.51,1254789.63,1254789.63
437,-102.61,-107.89,-102.61
438,1254789.63,11111111.11,11111111.11
439,1254789.63,11111111.11,11111111.11
440,43.55,11111111.11,43.55
441,-20.42,1254789.63,0.0
442,41.99,41.99,0.0
443,35.94,35.94,0.0
444,24.99,24.99,0.0
445,122.23,75.53,122.23
446,-27.27,-24.57,-27.27
447,22.5,11111111.11,22.5
448,1254789.63,1254789.63,0.0
449,0.0,11111111.11,0.0
450,0.0,11111111.11,0.0
451,0.0,11111111.11,0.0
452,0.0,11111111.11,0.0
453,0.0,11111111.11,0.0
454,0.0,11111111.11,0.0
455,0.0,11111111.11,0.0
456,0.0,11111111.11,0.0
457,30.42,1254789.63,0.0
458,12.09,12.09,0.0
459,3.52,3.52,0.0
460,23.85,23.85,0.0
461,20.14,20.14,0.0
462,30.79,-3.59,30.79
463,30.76,39.81,30.76
464,23.29,32.71,23.29
465,22.78,11111111.11,22.78
466,188.02,453.51,188.02
467,-3.6,57.87,-3.6
468,63.76,-49.35,63.76
469,-1.98,-18.27,-1.98
470,27.11,48.67,27.11
471,39.11,87.84,39.11
472,-3.41,19.36,-3.41
473,4.68,23.77,4.68
474,20.19,11111111.11,20.19
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,11111111.11,0.0
478,-13.94,-12.79,-13.94
479,-179.95,-179.95,0.0
480,0.0,11111111.11,0.0
481,2.41,2.41,0.0
482,22.78,22.78,0.0
483,41.39,41.39,0.0
484,-14.18,-14.18,0.0
485,-53.82,-53.82,0.0
486,22.84,11111111.11,22.84
487,-117.48,26.41,-117.48
488,-10.75,-10.75,11111111.11
489,-18.84,-18.84,11111111.11
490,-22.66,11.59,-22.66
491,76.04,4.53,76.04
492,63.63,12.0,63.63
493,58.15,41.38,58.15
494,-86.45,-48.95,-86.45
495,-52.77,11111111.11,-52.77
496,1254789.63,1254789.63,0.0
497,7.4,7.4,0.0
498,-140.93,-140.93,0.0
499,1254789.63,11111111.11,11111111.11
500,1254789.63,11111111.11,11111111.11
501,1254789.63,11111111.11,11111111.11
502,1254789.63,11111111.11,11111111.11
503,1254789.63,11111111.11,11111111.11
504,17.67,17.67,0.0
505,-218.83,-218.83,0.0
506,0.0,11111111.11,0.0
507,0.0,11111111.11,0.0
508,0.0,11111111.11,0.0
509,-72.63,-72.63,0.0
510,-447.77,-447.77,0.0
511,0.0,11111111.11,0.0
512,0.0,0.0,0.0
513,1254789.63,11111111.11,11111111.11
514,11.73,1254789.63,0.0
515,8.88,8.88,0.0
516,-84.02,-84.02,0.0
517,50.83,50.83,0.0
518,-67.18,11111111.11,0.0
519,297.12,240.46,297.12
520,3.5,15.74,3.5
521,-13.32,-22.55,-13.32
522,-69.18,-60.53,-69.18
523,-46.48,-30.59,-46.48
524,48.53,-21.99,48.53
525,-53.68,-51.96,-53.68
526,107.45,8.78,107.45
527,44.39,11111111.11,44.39
528,199.58,28.32,199.58
529,-6.34,-69.03,-6.34
530,-6.81,-98.46,-6.81
531,-61.17,299.36,-61.17
532,-63.24,-167.07,-63.24
533,54.71,11111111.11,54.71
534,-52.47,11111111.11,-52.47
535,98.9,11111111.11,98.9
536,39.16,11111111.11,39.16
537,1254789.63,1254789.63,1254789.63
538,104.55,104.55,0.0
539,-31.9,-31.9,0.0
540,-23.45,-23.45,0.0
541,16.42,4.74,16.42
542,-49.75,-49.4,-49.75
543,26.04,28.51,26.04
544,29.06,17.58,29.06
545,43.69,46.79,43.69
546,-28.46,11111111.11,-28.46
547,42.52,42.52,0.0
548,-82.56,-82.56,0.0
549,926.86,926.86,0.0
550,132.94,132.94,0.0
551,25.1,25.1,0.0
552,60.34,60.34,0.0
553,46.95,45.81,46.95
554,36.5,33.87,36.5
555,19.82,11111111.11,19.82
556,1254789.63,1254789.63,1254789.63
557,1254789.63,11111111.11,11111111.11
558,0.0,0.0,0.0
559,0.0,11111111.11,0.0
560,24.99,1254789.63,0.0
561,-99.24,-99.24,0.0
562,1335.26,1335.26,0.0
563,-54.14,-54.14,0.0
564,-23.47,-23.47,0.0
565,-3430.07,-3430.07,0.0
566,0.0,11111111.11,0.0
567,0.0,11111111.11,0.0
568,-219.82,-219.82,0.0
569,0.0,11111111.11,0.0
570,0.0,11111111.11,0.0
571,-214.52,-214.52,0.0
572,0.0,11111111.11,0.0
573,0.0,11111111.11,0.0
574,0.0,11111111.11,0.0
575,0.0,11111111.11,0.0
576,43.46,11111111.11,0.0
577,-34.52,-15.38,-34.52
578,117.84,61.5,117.84
579,-102.22,-50.98,-102.22
580,-65.03,-65.03,11111111.11
581,-43.41,247.93,-43.41
582,112.61,-36.21,112.61
583,134.22,77.64,134.22
584,14.11,-5.24,14.11
585,179.59,11111111.11,179.59
586,-24.88,-24.02,-24.88
587,54.63,17.85,54.63
588,242.2,50.54,242.2
589,4.65,4.51,4.65
590,-2.8,-0.03,-2.8
591,27.16,9.27,27.16
592,-32.7,-24.38,-32.7
593,95.6,-5.24,95.6
594,56.79,11111111.11,56.79
595,31.56,31.56,0.0
596,-16.67,-16.67,0.0
597,3.19,3.19,0.0
598,16.99,16.99,0.0
599,-60.37,-60.37,0.0
600,1100.81,1100.81,0.0
601,-47.77,-47.77,0.0
602,-59.28,-59.28,0.0
603,-26.95,11111111.11,0.0
604,-24.46,1254789.63,0.0
605,39.82,39.82,0.0
606,-22.83,-25.43,-22.83
607,-28.93,-25.38,-28.93
608,-27.37,-51.72,-27.37
609,34.84,-65.42,34.84
610,-65.09,-254.28,-65.09
611,549.52,11111111.11,549.52
612,-55.97,11111111.11,-55.97
613,1254789.63,1254789.63,1254789.63
614,-141.67,-111.18,-141.67
615,1254789.63,11111111.11,11111111.11
616,-177.64,-167.46,-177.64
617,1254789.63,11111111.11,11111111.11
618,1254789.63,11111111.11,11111111.11
619,0.0,0.0,0.0
620,0.0,0.0,0.0
621,0.0,11111111.11,0.0
622,0.0,11111111.11,0.0
623,0.0,11111111.11,0.0
624,0.0,0.0,0.0
625,0.0,11111111.11,0.0
626,1254789.63,11111111.11,11111111.11
627,1254789.63,11111111.11,11111111.11
628,1254789.63,11111111.11,11111111.11
629,-158.07,1254789.63,1254789.63
630,32.52,34.96,32.52
631,17.07,11.43,17.07
632,21.04,17.76,21.04
633,28.49,30.61,28.49
634,13.68,11.2,13.68
635,1.68,-5.97,1.68
636,-11.03,0.16,-11.03
637,-18.33,-23.98,-18.33
638,28.66,11111111.11,28.66
639,67.33,23.95,67.33
640,11.85,-4.73,11.85
641,33.63,197.55,33.63
642,47.85,-21.69,47.85
643,-19.3,-29.12,-19.3
644,-16.63,426.99,-16.63
645,-23.97,-60.12,-23.97
646,-40.69,-36.46,-40.69
647,144.35,11111111.11,144.35
648,14.52,1254789.63,1254789.63
649,43.86,11111111.11,43.86
650,1254789.63,1254789.63,1254789.63
651,-17.19,11111111.11,-17.19
652,35.51,1254789.63,1254789.63
653,106.5,85.13,106.5
654,-91.08,-91.6,-91.08
655,-758.64,-760.46,-758.64
656,1254789.63,11111111.11,11111111.11
657,1254789.63,11111111.11,11111111.11
658,1254789.63,11111111.11,11111111.11
659,1254789.63,11111111.11,11111111.11
660,12.48,1254789.63,1254789.63
661,-42.01,-46.27,-42.01
662,-15.83,-19.41,-15.83
663,5.99,6.57,5.99
664,23.04,22.92,23.04
665,-5.45,-2.19,-5.45
666,-14.43,-18.27,-14.43
667,15.1,13.58,15.1
668,-44.46,-41.24,-44.46
669,-19.73,11111111.11,-19.73
670,58.99,1254789.63,0.0
671,-63.42,-63.42,0.0
672,-237.4,-158.09,-237.4
673,1254789.63,11111111.11,11111111.11
674,-4532.63,-996.88,-4532.63
675,1254789.63,11111111.11,11111111.11
676,-9.33,1254789.63,0.0
677,-41.49,-35.76,-41.49
678,-10.84,19.36,-10.84
679,6.66,0.42,6.66
680,21.38,8.17,21.38
681,-6.58,4.79,-6.58
682,-7.76,61.57,-7.76
683,12.81,0.59,12.81
684,-55.94,14.4,-55.94
685,-38.42,11111111.11,-38.42
686,190.4,124.68,190.4
687,-215.04,-542.22,-215.04
688,1254789.63,11111111.11,11111111.11
689,1254789.63,11111111.11,11111111.11
690,1254789.63,11111111.11,11111111.11
691,-615.05,-389.86,-615.05
692,1254789.63,11111111.11,11111111.11
693,118.71,11111111.11,118.71
694,-47.59,11111111.11,-47.59
695,-28.98,-29.08,-28.98
696,-16.36,-7.6,-16.36
697,-4.43,-9.49,-4.43
698,-20.58,-22.99,-20.58
699,60.84,48.45,60.84
700,-24.17,-34.38,-24.17
701,7.45,10.08,7.45
702,-8.12,-11.99,-8.12
703,-11.0,11111111.11,-11.0
704,-29.75,28.4,-29.75
705,-64.05,1.97,-64.05
706,183.16,-1.34,183.16
707,-39.84,-0.85,-39.84
708,75.66,-20.07,75.66
709,55.98,15.1,55.98
710,-45.82,-3.49,-45.82
711,-12.65,-4.37,-12.65
712,0.37,11111111.11,0.37
713,5.42,15.58,5.42
714,-147.86,-140.06,-147.86
715,1254789.63,11111111.11,11111111.11
716,0.0,11111111.11,0.0
717,0.0,11111111.11,0.0
718,-40.86,-40.86,0.0
719,-33.54,-33.54,0.0
720,-580.58,-547.92,-580.58
721,1254789.63,11111111.11,11111111.11
722,1254789.63,11111111.11,11111111.11
723,-351.52,-1525.82,-351.52
724,1254789.63,11111111.11,11111111.11
725,-39.44,32.66,-39.44
726,592.51,240.99,592.51
727,-10.33,-15.07,-10.33
728,-73.59,-64.96,-73.59
729,734.75,451.16,734.75
730,-33.0,11111111.11,-33.0
731,0.0,0.0,0.0
732,0.5,1254789.63,1254789.63
733,-13.18,-33.13,-13.18
734,-101.15,-122.79,-101.15
735,1254789.63,11111111.11,11111111.11
736,201.99,111.63,201.99
737,38.47,-12.71,38.46
738,-61.34,-120.0,-61.34
739,-644.88,11111111.11,-644.88
740,0.0,11111111.11,0.0
741,0.0,11111111.11,0.0
742,-21.13,-21.13,0.0
743,-153.62,-153.62,0.0
744,0.0,11111111.11,0.0
745,-16.41,-16.41,0.0
746,-184.93,-184.93,0.0
747,0.0,11111111.11,0.0
748,414.85,11111111.11,0.0
749,-18.22,-33.19,-18.22
750,-463.13,-284.93,-463.13
751,1254789.63,11111111.11,11111111.11
752,1254789.63,11111111.11,11111111.11
753,1254789.63,11111111.11,11111111.11
754,-540.12,-540.12,11111111.11
755,1254789.63,11111111.11,11111111.11
756,1254789.63,11111111.11,11111111.11
757,1254789.63,11111111.11,11111111.11
758,1254789.63,1254789.63,1254789.63
759,20.8,11111111.11,20.8
760,57.52,1254789.63,1254789.63
761,81.33,77.98,81.33
762,-48.14,-44.95,-48.14
763,-69.06,11111111.11,-69.06
764,42.64,51.33,42.64
765,290.49,194.46,290.49
766,-66.4,-72.77,-66.4
767,174.5,140.19,174.5
768,-131.37,-154.08,-131.37
769,1254789.63,11111111.11,11111111.11
770,692.78,565.47,692.78
771,49.31,65.48,49.31
772,-194.37,11111111.11,-194.37
773,-50.99,1254789.63,1254789.63
774,40.5,48.1,40.5
775,5.45,6.94,5.45
776,-5.09,1.43,-5.09
777,10.18,-8.85,10.18
778,49.37,44.96,49.37
779,78.63,77.89,78.63
780,32.28,49.7,32.28
781,41.42,11111111.11,41.42
782,11.03,11.03,11111111.11
783,11.36,11.36,11111111.11
784,20.23,20.23,11111111.11
785,-10.04,-12.42,-10.04
786,-78.28,8.67,-78.28
787,488.52,71.53,488.52
788,230.2,45.15,230.2
789,-49.03,-8.34,-49.03
790,23.74,11111111.11,23.74
791,0.0,0.0,0.0
792,-112.41,-94.34,-112.41
793,472.73,472.73,11111111.11
794,54.71,-15.89,54.71
795,-58.65,-59.83,-58.65
796,-83.28,-92.49,-83.28
797,-3458.07,-328.99,-3458.08
798,1254789.63,11111111.11,11111111.11
799,33017.34,146.16,33017.6
800,-101.9,11111111.11,-101.9
801,3.5,-44.8,3.5
802,-42.51,-40.14,-42.51
803,-20.97,-0.95,-20.97
804,48.08,-4.24,48.08
805,116.67,-6.28,116.67
806,-2.73,14.78,-2.73
807,30.82,-6.06,30.82
808,-2.28,60.97,-2.28
809,56.67,11111111.11,56.67
810,2.8,-9.67,2.8
811,-43.79,-56.78,-43.79
812,-4.49,134.53,-4.49
813,42.24,144.1,42.24
814,99.66,-14.27,99.66
815,-3.71,-73.25,-3.71
816,33.85,179.26,33.85
817,2.27,48.6,2.27
818,54.57,11111111.11,54.57
819,-22.3,-22.3,0.0
820,36.08,36.08,0.0
821,0.56,0.56,0.0
822,-5.88,-5.88,0.0
823,13.42,21.85,13.42
824,16.36,17.46,16.36
825,-4.43,37.06,-4.43
826,-1.55,2.93,-1.55
827,-5.02,11111111.11,-5.02
828,-63.29,1254789.63,1254789.63
829,-54.71,-47.83,-54.71
830,-177.01,-107.17,-177.01
831,1254789.63,11111111.11,11111111.11
832,1254789.63,11111111.11,11111111.11
833,-6.44,3.59,-6.44
834,-54.04,-49.24,-54.04
835,0.16,7.06,0.16
836,-3.22,-11.38,-3.22
837,40.28,20.41,40.28
838,-0.46,-1.04,-0.46
839,6.16,3.44,6.16
840,-43.7,-44.34,-43.7
841,14.8,11111111.11,14.8
842,34.44,34.44,0.0
843,-38.88,-38.88,0.0
844,-63.66,-63.66,0.0
845,-40.46,-40.46,0.0
846,-70.49,-97.54,-70.49
847,-49.15,-1278.59,-49.15
848,-1390.86,11111111.11,-1390.86
