,회사명,거래소코드,회계년도,합계(IFRS)(천원),합계(IFRS연결)(천원),0,1
2971,(주)세원물산,24830,Dec-16,185259461,11111111.11,3.22,
2972,(주)세원물산,24830,Dec-17,186186821,11111111.11,0.5,
2973,(주)세원물산,24830,Dec-18,175746871,11111111.11,-5.61,
2974,(주)세원물산,24830,Dec-19,189052315,11111111.11,7.57,
2975,(주)세원정공,21820,Jun-11,160077148,234543191,-15.33,2010.89
2976,(주)세원정공,21820,Jun-12,169000865,314328513,5.57,34.02
2977,(주)세원정공,21820,Jun-13,192841758,399425088,14.11,27.07
2978,(주)세원정공,21820,Jun-14,207733132,435958354,7.72,9.15
2979,(주)세원정공,21820,Jun-15,218139067,526418621,5.01,20.75
2980,(주)세원정공,21820,Jun-16,226095664,569620476,3.65,8.21
2981,(주)세원정공,21820,Jun-17,234540589,551838702,3.74,-3.12
2982,(주)세원정공,21820,Jun-18,236996192,538318785,1.05,-2.45
2983,(주)세원정공,21820,Jun-19,239454051,511839215,1.04,-4.92
2984,(주)세이브존아이앤씨,67830,Dec-11,253876667,250879959,6.02,-50.98
2985,(주)세이브존아이앤씨,67830,Dec-12,270283042,265922526,6.46,6
2986,(주)세이브존아이앤씨,67830,Dec-13,292842882,287350225,8.35,8.06
2987,(주)세이브존아이앤씨,67830,Dec-14,317395622,311031414,8.38,8.24
2988,(주)세이브존아이앤씨,67830,Dec-15,343116394,336372147,8.1,8.15
2989,(주)세이브존아이앤씨,67830,Dec-16,370043544,362476661,7.85,7.76
2990,(주)세이브존아이앤씨,67830,Dec-17,389075304,389804011,5.14,7.54
2991,(주)세이브존아이앤씨,67830,Dec-18,433676558,434633619,11.46,11.5
2992,(주)세이브존아이앤씨,67830,Dec-19,447087759,447932116,3.09,3.06
2993,(주)세종메디칼,258830,Dec-18,43476635,42963883,-90.28,-90.41
2994,(주)세종메디칼,258830,Dec-19,46271788,45740448,6.43,6.46
2995,(주)세중,39310,Dec-11,52004900,64527867,12.39,41.07
2996,(주)세중,39310,Dec-12,58611851,71721169,12.7,11.15
2997,(주)세중,39310,Dec-13,61379437,76312855,4.72,6.4
2998,(주)세중,39310,Dec-14,60856685,77426340,-0.85,1.46
2999,(주)세중,39310,Dec-15,63419118,80757860,4.21,4.3
3000,(주)세중,39310,Dec-16,63332519,86477605,-0.14,7.08
3001,(주)세중,39310,Dec-17,57387459,83817943,-9.39,-3.08
3002,(주)세중,39310,Dec-18,56258284,83482864,-1.97,-0.4
3003,(주)세중,39310,Dec-19,56312155,85941314,0.1,2.94
3004,(주)세진중공업,75580,Dec-15,146089941,170239815,159.43,98.09
3005,(주)세진중공업,75580,Dec-16,158176225,158389131,8.27,-6.96
3006,(주)세진중공업,75580,Dec-17,156588318,157012035,-1,-0.87
3007,(주)세진중공업,75580,Dec-18,155862304,158369457,-0.46,0.86
3008,(주)세진중공업,75580,Dec-19,154535127,162334095,-0.85,2.5
3009,(주)세진티에스,67770,Dec-11,56138031,61023884,-63.67,-62.41
3010,(주)세진티에스,67770,Dec-12,52322393,58305416,-6.8,-4.45
3011,(주)세진티에스,67770,Dec-13,51491063,49685811,-1.59,-14.78
3012,(주)세진티에스,67770,Dec-14,52087673,50683612,1.16,2.01
3013,(주)세진티에스,67770,Dec-15,46337441,45179343,-11.04,-10.86
3014,(주)세진티에스,67770,Dec-16,48060930,44493684,3.72,-1.52
3015,(주)세진티에스,67770,Dec-17,41844981,41609097,-12.93,-6.48
3016,(주)세진티에스,67770,Dec-18,39129545,39294777,-6.49,-5.56
3017,(주)세진티에스,67770,Dec-19,36618072,37486134,-6.42,-4.6
3018,(주)세코닉스,53450,Dec-11,61039114,65971065,66.69,75.99
3019,(주)세코닉스,53450,Dec-12,85174991,87971712,39.54,33.35
3020,(주)세코닉스,53450,Dec-13,105653537,108116238,24.04,22.9
3021,(주)세코닉스,53450,Dec-14,118347660,122916132,12.01,13.69
3022,(주)세코닉스,53450,Dec-15,126680899,129966956,7.04,5.74
3023,(주)세코닉스,53450,Dec-16,137207904,136688600,8.31,5.17
3024,(주)세코닉스,53450,Dec-17,136656690,129558947,-0.4,-5.22
3025,(주)세코닉스,53450,Dec-18,145826103,127901540,6.71,-1.28
3026,(주)세코닉스,53450,Dec-19,139334885,109332733,-4.45,-14.52
3027,(주)세토피아,222810,Dec-15,11111111.11,11111111.11,-92.03,-89.84
3028,(주)세토피아,222810,Dec-16,14192744,11111111.11,,
3029,(주)세토피아,222810,Dec-17,9922598,11111111.11,-30.09,
3030,(주)세토피아,222810,Dec-18,20434843,11111111.11,105.94,
3031,(주)세토피아,222810,Dec-19,3388896,2984507,-83.42,
3032,(주)세화피앤씨,252500,Dec-16,11111111.11,11111111.11,227.87,272.29
3033,(주)세화피앤씨,252500,Dec-17,23650767,11111111.11,,
3034,(주)세화피앤씨,252500,Dec-18,25859920,11111111.11,9.34,
3035,(주)세화피앤씨,252500,Dec-19,26054993,11111111.11,0.75,
3036,(주)센트랄모텍,308170,Dec-19,90073172,97739425,245.7,779.65
3037,(주)센트럴인사이트,12600,Dec-11,81728649,83942848,,
3038,(주)센트럴인사이트,12600,Dec-12,78385057,83861243,-4.09,-0.1
3039,(주)센트럴인사이트,12600,Dec-13,41982782,51365061,-46.44,-38.75
3040,(주)센트럴인사이트,12600,Dec-14,36904717,36564884,-12.1,-28.81
3041,(주)센트럴인사이트,12600,Dec-15,30361319,26639128,-17.73,-27.15
3042,(주)센트럴인사이트,12600,Dec-16,38403552,34351950,26.49,28.95
3043,(주)센트럴인사이트,12600,Dec-17,22826977,23687385,-40.56,-31.05
3044,(주)센트럴인사이트,12600,Dec-18,23306025,24332928,2.1,2.73
3045,(주)센트럴인사이트,12600,Dec-19,12311660,6941685,-47.17,-71.47
3046,(주)셀루메드,49180,Dec-11,35242428,31754145,186.25,357.44
3047,(주)셀루메드,49180,Dec-12,53814724,48750449,52.7,53.52
3048,(주)셀루메드,49180,Dec-13,54442085,49202697,1.17,0.93
3049,(주)셀루메드,49180,Dec-14,42756921,44012721,-21.46,-10.55
3050,(주)셀루메드,49180,Dec-15,41560916,41269365,-2.8,-6.23
3051,(주)셀루메드,49180,Dec-16,46317470,44554556,11.44,7.96
3052,(주)셀루메드,49180,Dec-17,39409322,34521420,-14.91,-22.52
3053,(주)셀루메드,49180,Dec-18,25333686,23016356,-35.72,-33.33
3054,(주)셀루메드,49180,Dec-19,4180252,15725367,-83.5,-31.68
3055,(주)셀리드,299660,Dec-17,11111111.11,11111111.11,165.8,-29.34
3056,(주)셀리드,299660,Dec-19,51329625,11111111.11,,
3057,(주)셀리버리,268600,Dec-18,35802562,35825803,-30.25,222.43
3058,(주)셀리버리,268600,Dec-19,27283423,11111111.11,-23.79,-68.99
3059,(주)셀바스에이아이,108860,Dec-11,26029379,29177674,-4.6,162.6
3060,(주)셀바스에이아이,108860,Dec-12,35592917,11111111.11,36.74,-61.92
3061,(주)셀바스에이아이,108860,Dec-13,54495447,11111111.11,53.11,
3062,(주)셀바스에이아이,108860,Dec-14,55774533,57806768,2.35,
3063,(주)셀바스에이아이,108860,Dec-15,53446873,56972085,-4.17,-1.44
3064,(주)셀바스에이아이,108860,Dec-16,46808981,56890089,-12.42,-0.14
3065,(주)셀바스에이아이,108860,Dec-17,43297643,54708950,-7.5,-3.83
3066,(주)셀바스에이아이,108860,Dec-18,42598441,44383437,-1.61,-18.87
3067,(주)셀바스에이아이,108860,Dec-19,42083306,43804208,-1.21,-1.31
3068,(주)셀바스헬스케어,208370,Dec-14,11111111.11,11111111.11,-73.6,-74.63
3069,(주)셀바스헬스케어,208370,Dec-15,11111111.11,11111111.11,,
3070,(주)셀바스헬스케어,208370,Dec-16,27185529,26915821,,
3071,(주)셀바스헬스케어,208370,Dec-17,28819025,27814181,6.01,3.34
3072,(주)셀바스헬스케어,208370,Dec-18,15258581,14604808,-47.05,-47.49
3073,(주)셀바스헬스케어,208370,Dec-19,24899893,24137488,63.19,65.27
3074,(주)셀트리온,68270,Dec-18,2604062268,2595259393,10358.13,10651.99
3075,(주)셀트리온,68270,Dec-19,2870667001,2872913211,10.24,10.7
3076,(주)셀트리온제약,68760,Dec-11,126809058,128268037,-95.58,-95.54
3077,(주)셀트리온제약,68760,Dec-12,156216290,157246082,23.19,22.59
3078,(주)셀트리온제약,68760,Dec-13,167415488,168412367,7.17,7.1
3079,(주)셀트리온제약,68760,Dec-14,213818948,214425697,27.72,27.32
3080,(주)셀트리온제약,68760,Dec-15,236266423,236234422,10.5,10.17
3081,(주)셀트리온제약,68760,Dec-16,275049633,276705834,16.42,17.13
3082,(주)셀트리온제약,68760,Dec-17,292048159,293623668,6.18,6.11
3083,(주)셀트리온제약,68760,Dec-18,267603864,270034679,-8.37,-8.03
3084,(주)셀트리온제약,68760,Dec-19,280031378,280031378,4.64,3.7
3085,(주)셀트리온헬스케어,91990,Dec-17,1720655190,1704084366,514.45,508.53
3086,(주)셀트리온헬스케어,91990,Dec-18,1679371279,1635478494,-2.4,-4.03
3087,(주)셀트리온헬스케어,91990,Dec-19,1737912463,1665893807,3.49,1.86
3088,(주)셀피글로벌,68940,Dec-11,24412243,11111111.11,-98.6,-99.33
3089,(주)셀피글로벌,68940,Dec-12,30046268,11111111.11,23.08,
3090,(주)셀피글로벌,68940,Dec-13,30421490,11111111.11,1.25,
3091,(주)셀피글로벌,68940,Dec-14,28259887,11111111.11,-7.11,
3092,(주)셀피글로벌,68940,Dec-15,28981567,28981567,2.55,
3093,(주)셀피글로벌,68940,Dec-16,28211729,28211729,-2.66,-2.66
3094,(주)셀피글로벌,68940,Dec-17,17255722,17255722,-38.83,-38.83
3095,(주)셀피글로벌,68940,Dec-18,13958785,13958785,-19.11,-19.11
3096,(주)셀피글로벌,68940,Dec-19,14816898,14816898,6.15,6.15
3097,(주)소프트센,32680,Sep-11,12498122,11111111.11,-15.65,-25.01
3098,(주)소프트센,32680,Sep-12,8892359,11111111.11,-28.85,
3099,(주)소프트센,32680,Dec-13,15123496,11111111.11,70.07,
3100,(주)소프트센,32680,Dec-14,32079352,32078011,112.12,
3101,(주)소프트센,32680,Dec-15,30581717,11111111.11,-4.67,-65.36
3102,(주)소프트센,32680,Dec-16,31762659,11111111.11,3.86,
3103,(주)소프트센,32680,Dec-17,34228420,11111111.11,7.76,
3104,(주)소프트센,32680,Dec-18,36080146,11111111.11,5.41,
3105,(주)소프트센,32680,Dec-19,32890149,11111111.11,-8.84,
3106,(주)손오공,66910,Dec-11,33500374,32297611,1.86,190.68
3107,(주)손오공,66910,Dec-12,28676120,32340867,-14.4,0.13
3108,(주)손오공,66910,Dec-13,17702855,22278561,-38.27,-31.11
3109,(주)손오공,66910,Dec-14,17954760,20302934,1.42,-8.87
3110,(주)손오공,66910,Dec-15,27251463,29631418,51.78,45.95
3111,(주)손오공,66910,Dec-16,28043323,31385543,2.91,5.92
3112,(주)손오공,66910,Dec-17,14929502,19092993,-46.76,-39.17
3113,(주)손오공,66910,Dec-18,16003758,20202906,7.2,5.81
3114,(주)손오공,66910,Dec-19,20127180,24438495,25.77,20.97
3115,(주)솔고바이오메디칼,43100,Dec-11,50319926,41139050,150.01,68.34
3116,(주)솔고바이오메디칼,43100,Dec-12,39271543,32459601,-21.96,-21.1
3117,(주)솔고바이오메디칼,43100,Dec-13,29250800,30828996,-25.52,-5.02
3118,(주)솔고바이오메디칼,43100,Dec-14,29306757,29389291,0.19,-4.67
3119,(주)솔고바이오메디칼,43100,Dec-15,37780495,37369941,28.91,27.15
3120,(주)솔고바이오메디칼,43100,Dec-16,31618583,32563272,-16.31,-12.86
3121,(주)솔고바이오메디칼,43100,Dec-17,44805410,47017011,41.71,44.39
3122,(주)솔고바이오메디칼,43100,Dec-18,49940927,51895182,11.46,10.38
3123,(주)솔고바이오메디칼,43100,Dec-19,30642711,33170958,-38.64,-36.08
3124,(주)솔루에타,154040,Dec-13,62368440,62332923,103.53,87.91
3125,(주)솔루에타,154040,Dec-14,65574430,66655912,5.14,6.94
3126,(주)솔루에타,154040,Dec-15,75621915,76421821,15.32,14.65
3127,(주)솔루에타,154040,Dec-16,71545200,74093464,-5.39,-3.05
3128,(주)솔루에타,154040,Dec-17,71166537,83348317,-0.53,12.49
3129,(주)솔루에타,154040,Dec-18,64575098,71330870,-9.26,-14.42
3130,(주)솔루에타,154040,Dec-19,63809480,70580995,-1.19,-1.05
3131,(주)솔본,35610,Dec-11,113738026,148021671,78.25,109.72
3132,(주)솔본,35610,Dec-12,120086448,144669842,5.58,-2.26
3133,(주)솔본,35610,Dec-13,120514789,152088656,0.36,5.13
3134,(주)솔본,35610,Dec-14,122063497,155405865,1.29,2.18
3135,(주)솔본,35610,Dec-15,123193055,164086888,0.93,5.59
3136,(주)솔본,35610,Dec-16,130396881,167650009,5.85,2.17
3137,(주)솔본,35610,Dec-17,127918136,165235119,-1.9,-1.44
3138,(주)솔본,35610,Dec-18,139486703,177619057,9.04,7.49
3139,(주)솔본,35610,Dec-19,146525885,183033541,5.05,3.05
3140,(주)쇼박스,86980,Dec-11,108055711,100969147,-26.25,-44.84
3141,(주)쇼박스,86980,Dec-12,102876150,99489542,-4.79,-1.47
3142,(주)쇼박스,86980,Dec-13,105502015,105548763,2.55,6.09
3143,(주)쇼박스,86980,Dec-14,104350619,105384517,-1.09,-0.16
3144,(주)쇼박스,86980,Dec-15,115961842,116104961,11.13,10.17
3145,(주)쇼박스,86980,Dec-16,125595160,126223092,8.31,8.71
3146,(주)쇼박스,86980,Dec-17,138012863,138922385,9.89,10.06
3147,(주)쇼박스,86980,Dec-18,140553186,140710519,1.84,1.29
3148,(주)쇼박스,86980,Dec-19,140636250,140660325,0.06,-0.04
3149,(주)수산아이앤티,50960,Dec-16,67472227,11111111.11,-52.02,-92.1
3150,(주)수산아이앤티,50960,Dec-17,70113141,11111111.11,3.91,
3151,(주)수산아이앤티,50960,Dec-18,72678075,11111111.11,3.66,
3152,(주)수산아이앤티,50960,Dec-19,76133273,11111111.11,4.75,
3153,(주)수산중공업,17550,Dec-11,66426028,70559349,-12.75,535.03
3154,(주)수산중공업,17550,Dec-12,78207983,80408284,17.74,13.96
3155,(주)수산중공업,17550,Dec-13,81503152,83143444,4.21,3.4
3156,(주)수산중공업,17550,Dec-14,86223875,89556442,5.79,7.71
3157,(주)수산중공업,17550,Dec-15,87689228,89153663,1.7,-0.45
3158,(주)수산중공업,17550,Dec-16,95386905,91273051,8.78,2.38
3159,(주)수산중공업,17550,Dec-17,96854837,92407113,1.54,1.24
3160,(주)수산중공업,17550,Dec-18,96059636,98987537,-0.82,7.12
3161,(주)수산중공업,17550,Dec-19,96059504,100356148,0,1.38
3162,(주)수젠텍,253840,Dec-19,24398828,24319878,-74.6,-75.77
3163,(주)슈프리마,236200,Dec-16,88319183,88232012,,
3164,(주)슈프리마,236200,Dec-17,97387776,97215019,10.27,10.18
3165,(주)슈프리마,236200,Dec-18,108696264,108646405,11.61,11.76
3166,(주)슈프리마,236200,Dec-19,137074176,136394198,26.11,25.54
3167,(주)슈프리마아이디,317770,Dec-19,39035997,40231383,-71.52,-70.5
3168,(주)슈프리마에이치큐,94840,Dec-11,99162835,100078653,,
3169,(주)슈프리마에이치큐,94840,Dec-12,113811861,116075956,14.77,15.98
3170,(주)슈프리마에이치큐,94840,Dec-13,127316886,128455930,11.87,10.67
3171,(주)슈프리마에이치큐,94840,Dec-14,141937238,143556583,11.48,11.76
3172,(주)슈프리마에이치큐,94840,Dec-15,77544430,80349617,-45.37,-44.03
3173,(주)슈프리마에이치큐,94840,Dec-16,114202857,118326673,47.27,47.26
3174,(주)슈프리마에이치큐,94840,Dec-17,117638082,122654327,3.01,3.66
3175,(주)슈프리마에이치큐,94840,Dec-18,118838289,134761571,1.02,9.87
3176,(주)슈프리마에이치큐,94840,Dec-19,122835305,163742885,3.36,21.51
3177,(주)슈피겐코리아,192440,Dec-14,120973179,126019051,-1.52,-23.04
3178,(주)슈피겐코리아,192440,Dec-15,151299878,164783531,25.07,30.76
3179,(주)슈피겐코리아,192440,Dec-16,182064755,193600397,20.33,17.49
3180,(주)슈피겐코리아,192440,Dec-17,194503414,221373462,6.83,14.35
3181,(주)슈피겐코리아,192440,Dec-18,226499310,261298678,16.45,18.04
3182,(주)슈피겐코리아,192440,Dec-19,256783238,294608748,13.37,12.75
3183,(주)스마트솔루션즈,136510,Dec-11,27478143,11111111.11,-89.3,-96.23
3184,(주)스마트솔루션즈,136510,Dec-12,25648985,11111111.11,-6.66,
3185,(주)스마트솔루션즈,136510,Dec-13,27333478,11111111.11,6.57,
3186,(주)스마트솔루션즈,136510,Dec-14,25493799,25245548,-6.73,
3187,(주)스마트솔루션즈,136510,Dec-15,24563767,23958121,-3.65,-5.1
3188,(주)스마트솔루션즈,136510,Dec-16,29543935,29216232,20.27,21.95
3189,(주)스마트솔루션즈,136510,Dec-17,32755291,32467560,10.87,11.13
3190,(주)스마트솔루션즈,136510,Dec-18,32466674,32247805,-0.88,-0.68
3191,(주)스마트솔루션즈,136510,Dec-19,26216065,26212597,-19.25,-18.72
3192,(주)스맥,99440,Dec-11,43979796,11111111.11,67.76,-57.61
3193,(주)스맥,99440,Dec-12,47850766,11111111.11,8.8,
3194,(주)스맥,99440,Dec-13,60962172,11111111.11,27.4,
3195,(주)스맥,99440,Dec-14,81704969,11111111.11,34.03,
3196,(주)스맥,99440,Dec-15,84076845,11111111.11,2.9,
3197,(주)스맥,99440,Dec-16,90317825,90484055,7.42,
3198,(주)스맥,99440,Dec-17,95893042,96009665,6.17,6.11
3199,(주)스맥,99440,Dec-18,99126649,96360098,3.37,0.36
3200,(주)스맥,99440,Dec-19,101136105,96588511,2.03,0.24
3201,(주)스카이문스테크놀로지,33790,Dec-11,26162690,11111111.11,-74.13,-88.5
3202,(주)스카이문스테크놀로지,33790,Dec-12,23974933,11111111.11,-8.36,
3203,(주)스카이문스테크놀로지,33790,Dec-13,23092741,11111111.11,-3.68,
3204,(주)스카이문스테크놀로지,33790,Dec-14,24173000,11111111.11,4.68,
3205,(주)스카이문스테크놀로지,33790,Dec-15,24324536,11111111.11,0.63,
3206,(주)스카이문스테크놀로지,33790,Dec-16,22348157,11111111.11,-8.13,
3207,(주)스카이문스테크놀로지,33790,Dec-17,39958203,39534019,78.8,
3208,(주)스카이문스테크놀로지,33790,Dec-18,34002393,31622301,-14.91,-20.01
3209,(주)스카이문스테크놀로지,33790,Dec-19,19998000,11111111.11,-41.19,-64.86
3210,(주)스킨앤스킨,159910,Dec-12,32583610,11111111.11,62.93,0
3211,(주)스킨앤스킨,159910,Dec-13,31317732,11111111.11,-3.89,
3212,(주)스킨앤스킨,159910,Dec-14,25182708,11111111.11,-19.59,
3213,(주)스킨앤스킨,159910,Dec-15,23705483,23649293,-5.87,
3214,(주)스킨앤스킨,159910,Dec-16,34465341,36498317,45.39,54.33
3215,(주)스킨앤스킨,159910,Dec-17,27566226,23581339,-20.02,-35.39
3216,(주)스킨앤스킨,159910,Dec-18,36949252,38104218,34.04,61.59
3217,(주)스킨앤스킨,159910,Dec-19,36109785,37878841,-2.27,-0.59
3218,(주)스타플렉스,115570,Dec-11,83606600,69500909,131.53,83.48
3219,(주)스타플렉스,115570,Dec-12,75044875,55015611,-10.24,-20.84
3220,(주)스타플렉스,115570,Dec-13,78249479,52790371,4.27,-4.04
3221,(주)스타플렉스,115570,Dec-14,79862900,57952627,2.06,9.78
3222,(주)스타플렉스,115570,Dec-15,75277152,54454479,-5.74,-6.04
3223,(주)스타플렉스,115570,Dec-16,82076491,64224064,9.03,17.94
3224,(주)스타플렉스,115570,Dec-17,77628458,54255150,-5.42,-15.52
3225,(주)스타플렉스,115570,Dec-18,78317215,60687557,0.89,11.86
3226,(주)스타플렉스,115570,Dec-19,64289183,54033696,-17.91,-10.96
3227,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,11111111.11,11111111.11,-82.72,-79.44
3228,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,19284783,11111111.11,,
3229,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,43108654,43222443,123.54,
3230,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,45611390,45862595,5.81,6.11
3231,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,44654752,46691258,-2.1,1.81
3232,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,36051263,41303485,-19.27,-11.54
3233,(주)스페코,13810,Dec-11,29686967,26990182,-17.65,-34.65
3234,(주)스페코,13810,Dec-12,29036814,23546303,-2.19,-12.76
3235,(주)스페코,13810,Dec-13,41463435,30302035,42.8,28.69
3236,(주)스페코,13810,Dec-14,56515189,42457769,36.3,40.12
3237,(주)스페코,13810,Dec-15,65575362,52189687,16.03,22.92
3238,(주)스페코,13810,Dec-16,59358024,44515476,-9.48,-14.7
3239,(주)스페코,13810,Dec-17,57896414,42895707,-2.46,-3.64
3240,(주)스페코,13810,Dec-18,45300908,29994320,-21.76,-30.08
3241,(주)스페코,13810,Dec-19,48461273,41710998,6.98,39.06
3242,(주)승일,49830,Dec-11,101623891,11111111.11,109.7,-73.36
3243,(주)승일,49830,Dec-12,107663016,11111111.11,5.94,
3244,(주)승일,49830,Dec-13,115007537,11111111.11,6.82,
3245,(주)승일,49830,Dec-14,122747598,11111111.11,6.73,
3246,(주)승일,49830,Dec-15,129190418,11111111.11,5.25,
3247,(주)승일,49830,Dec-16,132368892,11111111.11,2.46,
3248,(주)승일,49830,Dec-17,134599167,11111111.11,1.68,
3249,(주)승일,49830,Dec-18,142130176,11111111.11,5.6,
3250,(주)승일,49830,Dec-19,140511864,11111111.11,-1.14,
3251,(주)시공테크,20710,Dec-11,75008333,77211193,-46.62,594.9
3252,(주)시공테크,20710,Dec-12,83216507,79752614,10.94,3.29
3253,(주)시공테크,20710,Dec-13,80179847,77581435,-3.65,-2.72
3254,(주)시공테크,20710,Dec-14,85293564,83660171,6.38,7.84
3255,(주)시공테크,20710,Dec-15,86204720,84828534,1.07,1.4
3256,(주)시공테크,20710,Dec-16,81054809,78651458,-5.97,-7.28
3257,(주)시공테크,20710,Dec-17,86986632,95473291,7.32,21.39
3258,(주)시공테크,20710,Dec-18,81848190,94463771,-5.91,-1.06
3259,(주)시공테크,20710,Dec-19,89821726,108347948,9.74,14.7
3260,(주)시너지이노베이션,48870,Dec-11,71451540,71085379,-20.45,-34.39
3261,(주)시너지이노베이션,48870,Dec-12,77890430,75564128,9.01,6.3
3262,(주)시너지이노베이션,48870,Dec-13,42702971,42255725,-45.18,-44.08
3263,(주)시너지이노베이션,48870,Dec-14,26326127,30094692,-38.35,-28.78
3264,(주)시너지이노베이션,48870,Dec-15,-20428875,-19563771,-177.6,-165.01
3265,(주)시너지이노베이션,48870,Dec-16,11925005,13899705,-158.37,-171.05
3266,(주)시너지이노베이션,48870,Dec-17,31005345,28412574,160,104.41
3267,(주)시너지이노베이션,48870,Dec-18,46652047,70593512,50.46,148.46
3268,(주)시너지이노베이션,48870,Dec-19,66762082,92675215,43.11,31.28
3269,(주)시노펙스,25320,Dec-11,95862948,77422039,43.59,-16.46
3270,(주)시노펙스,25320,Dec-12,87882323,80377116,-8.33,3.82
3271,(주)시노펙스,25320,Dec-13,95940081,88400504,9.17,9.98
3272,(주)시노펙스,25320,Dec-14,92519941,86520470,-3.56,-2.13
3273,(주)시노펙스,25320,Dec-15,88633591,61886475,-4.2,-28.47
3274,(주)시노펙스,25320,Dec-16,68213481,68064247,-23.04,9.98
3275,(주)시노펙스,25320,Dec-17,71962136,54581965,5.5,-19.81
3276,(주)시노펙스,25320,Dec-18,83739504,68230772,16.37,25.01
3277,(주)시노펙스,25320,Dec-19,94880301,82627100,13.3,21.1
3278,(주)시디즈,134790,Dec-11,22698775,30830683,-76.08,-62.69
3279,(주)시디즈,134790,Dec-12,24991728,11111111.11,10.1,-63.96
3280,(주)시디즈,134790,Dec-13,22264011,11111111.11,-10.91,
3281,(주)시디즈,134790,Dec-14,21809181,11111111.11,-2.04,
3282,(주)시디즈,134790,Dec-15,21414256,11111111.11,-1.81,
3283,(주)시디즈,134790,Dec-16,21558240,11111111.11,0.67,
3284,(주)시디즈,134790,Dec-17,21772546,11111111.11,0.99,
3285,(주)시디즈,134790,Dec-18,25134592,11111111.11,15.44,
3286,(주)시디즈,134790,Dec-19,32040931,11111111.11,27.48,
3287,(주)시스웍,269620,Dec-17,31980745,32011541,-0.19,188.1
3288,(주)시스웍,269620,Dec-18,35995614,36065742,12.55,12.66
3289,(주)시스웍,269620,Dec-19,38647700,38993690,7.37,8.12
3290,(주)시큐브,131090,Dec-11,18006019,11111111.11,-53.41,-71.51
3291,(주)시큐브,131090,Dec-12,20229802,11111111.11,12.35,
3292,(주)시큐브,131090,Dec-13,21001833,11111111.11,3.82,
3293,(주)시큐브,131090,Dec-14,20449576,11111111.11,-2.63,
3294,(주)시큐브,131090,Dec-15,20615000,11111111.11,0.81,
3295,(주)시큐브,131090,Dec-16,22062006,21761637,7.02,
3296,(주)시큐브,131090,Dec-17,24947477,24271594,13.08,11.53
3297,(주)시큐브,131090,Dec-18,26683415,26565776,6.96,9.45
3298,(주)시큐브,131090,Dec-19,31536534,31399615,18.19,18.2
3299,(주)시티랩스,139050,Dec-11,22467508,11111111.11,-28.76,-64.61
3300,(주)시티랩스,139050,Dec-12,23326054,11111111.11,3.82,
3301,(주)시티랩스,139050,Dec-13,23260859,23237312,-0.28,
3302,(주)시티랩스,139050,Dec-14,24886497,25094140,6.99,7.99
3303,(주)시티랩스,139050,Dec-15,24191690,24326295,-2.79,-3.06
3304,(주)시티랩스,139050,Dec-16,28325385,27874472,17.09,14.59
3305,(주)시티랩스,139050,Dec-17,30505959,30422965,7.7,9.14
3306,(주)시티랩스,139050,Dec-18,29982266,30290162,-1.72,-0.44
3307,(주)시티랩스,139050,Dec-19,38576509,70414954,28.66,132.47
3308,(주)신도리코,29530,Dec-11,776376889,838721137,1912.56,1091.11
3309,(주)신도리코,29530,Dec-12,802758018,854044344,3.4,1.83
3310,(주)신도리코,29530,Dec-13,819777368,823653032,2.12,-3.56
3311,(주)신도리코,29530,Dec-14,817909175,819938618,-0.23,-0.45
3312,(주)신도리코,29530,Dec-15,820709303,820235806,0.34,0.04
3313,(주)신도리코,29530,Dec-16,834258233,841179267,1.65,2.55
3314,(주)신도리코,29530,Dec-17,856042301,855847078,2.61,1.74
3315,(주)신도리코,29530,Dec-18,868245089,871556415,1.43,1.84
3316,(주)신도리코,29530,Dec-19,860954120,870636615,-0.84,-0.11
3317,(주)신성이엔지,11930,Dec-11,151615459,11111111.11,-82.39,-98.72
3318,(주)신성이엔지,11930,Dec-12,67178072,11111111.11,-55.69,
3319,(주)신성이엔지,11930,Dec-13,44152010,11111111.11,-34.28,
3320,(주)신성이엔지,11930,Dec-14,50282890,11111111.11,13.89,
3321,(주)신성이엔지,11930,Dec-15,62080991,11111111.11,23.46,
3322,(주)신성이엔지,11930,Dec-16,128643766,122275000,107.22,
3323,(주)신성이엔지,11930,Dec-17,82987669,81810558,-35.49,-33.09
3324,(주)신성이엔지,11930,Dec-18,98856717,114083620,19.12,39.45
3325,(주)신성이엔지,11930,Dec-19,112956382,122176332,14.26,7.09
3326,(주)신세계,4170,Dec-11,1910246978,2179651231,1591.14,1684.02
3327,(주)신세계,4170,Dec-12,2106074457,3100731761,10.25,42.26
3328,(주)신세계,4170,Dec-13,2271772792,3343858788,7.87,7.84
3329,(주)신세계,4170,Dec-14,2442205212,3569061532,7.5,6.73
3330,(주)신세계,4170,Dec-15,2844367175,4060893110,16.47,13.78
3331,(주)신세계,4170,Dec-16,2988096919,4692940756,5.05,15.56
3332,(주)신세계,4170,Dec-17,3138837949,4919526791,5.04,4.83
