회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),매출원가(*)(IFRS)(천원),매출원가(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),매출채권(IFRS)(천원),매출채권(IFRS연결)(천원),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),매입채무 및 기타유동채무(*)(IFRS)(천원),매입채무 및 기타유동채무(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS)(천원),유동부채(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),부채(*)(IFRS연결)(천원)
대한약품공업(주),23910,11-Dec,85220877,,90688007,,61502743,,8269693,,36347428,,40838397,,22122302,,42595371,,46994655,,38617153,,48092637,
대한약품공업(주),23910,12-Dec,96562596,,101062423,,68530864,,10187277,,39110017,,44952588,,25242289,,47760192,,52944848,,43007474,,53302231,
대한약품공업(주),23910,13-Dec,106802763,,118691574,,76271363,,8556488,,42581383,,58146449,,26691619,,55661225,,56896109,,42328573,,63030349,
대한약품공업(주),23910,14-Dec,111709242,,131613230,,77348299,,11737292,,45459545,,64613770,,26119846,,64097212,,62773804,,43183876,,67516018,
대한약품공업(주),23910,15-Dec,124276380,,138825443,,84461200,,13341709,,46074094,,64089238,,28102351,,76838963,,70206362,,40150013,,61986479,
대한약품공업(주),23910,16-Dec,139436904,,160306264,,95820425,,12477878,,49936782,,80331790,,37013434,,92943474,,73658600,,48297975,,67362791,
대한약품공업(주),23910,17-Dec,144439321,,184403448,,89650273,,16913253,,51860236,,93794708,,27724838,,115880593,,83471918,,43422101,,68522855,
대한약품공업(주),23910,18-Dec,158720344,,234754644,,98468959,,20837076,,42138101,,120237759,,33054848,,140361683,,104967110,,55495625,,94392961,
대한약품공업(주),23910,19-Dec,168761722,,246851673,,109266254,,19950839,,37321969,,125820189,,27415901,,166775257,,111130143,,42716531,,80076416,
대한유화(주),6650,11-Dec,2016393274,2024561500,1246128334,1271667971,1925651608,1931266994,160179248,160399888,186468444,185443368,691048229,718839249,110614392,111105458,755364283,768676131,481030369,481114599,289111908,293301042,490764051,502991841
대한유화(주),6650,12-Dec,2075256478,2082914255,1251520750,1278129428,2029352974,2034657980,185401654,185664856,178817591,179312432,693941797,720173152,98587599,99268693,729740428,745733549,479025121,480487455,304467112,306413330,521780323,532395880
대한유화(주),6650,13-Dec,1957803507,1965963556,1299053468,1354531211,1889518287,1896543496,180334586,180684661,195705247,196222770,752899136,777574122,145693136,146429122,751004988,789608260,464347036,465851797,290407079,298369857,548048480,564922951
대한유화(주),6650,14-Dec,2046146336,2053406683,1381842010,1440420697,1922428037,1929002085,168081281,168394252,156104658,156379009,892519624,915638495,82734962,83386649,800282409,842116813,414113225,415250313,235333811,237123942,581559601,598303884
대한유화(주),6650,15-Dec,1717483712,1726962269,1463994229,1529064058,1393863001,1400676894,128452283,128749128,139083263,140243337,938220770,960011224,67247783,67903939,988458445,1035587589,407503754,410453731,262533397,268821745,475535784,493476469
대한유화(주),6650,16-Dec,1583906573,1596377042,1692967119,1763643254,1192834637,1200599243,138498610,138732617,175740244,178035072,1140576901,1161243455,129818910,130756537,1240201759,1293063531,423241938,428271450,317284275,318919820,452765360,470579723
대한유화(주),6650,17-Dec,1769074977,1779426202,1900767238,1970580429,1436558275,1444015037,173751270,174202030,209370633,213254541,1369853405,1389201202,122327052,123530624,1420781759,1473202093,405807657,411658107,258683220,260225194,479985479,497378336
대한유화(주),6650,18-Dec,2539542876,2553976806,1889794420,1983913415,2170915780,2178367086,167340958,167642526,188330958,190801467,1354615346,1381372062,73952571,75071565,1640947465,1701097076,410932647,428675230,132444427,134790818,248846954,282816339
대한유화(주),6650,19-Dec,2059165682,2074296475,1898563930,2026475126,1905833537,1913952306,160817190,161411347,185748553,188298665,1315542651,1382684007,64356610,66081608,1712413196,1778610741,457987287,464161690,87531805,91414062,186150734,247864385
대한전선(주),1440,11-Dec,2578239969,3111535139,2712171919,3522892708,2450813226,2942949726,180506815,354974742,498524000,599494000,555078698,767461192,477284791,630326073,348230442,324504785,1167373299,1880307978,1959437828,2647450415,2363941477,3198387923
대한전선(주),1440,12-Dec,1982801358,2529855021,2248592883,2880338773,1874569887,2411342658,171575833,455441716,292285690,342933658,561908582,757249904,415163619,545422374,312694909,188086116,828440417,1322347659,1512527914,2108327580,1935897974,2692252657
대한전선(주),1440,13-Dec,1910024553,2513455497,1491580774,2254974431,1830361644,2357426030,127759971,404943710,225529717,269229524,531725116,713259888,390305543,553344866,272531442,271124988,499308871,1026020688,640350044,1282979954,1219049332,1983849443
대한전선(주),1440,14-Dec,1617496059,2117901173,1285004107,1873492658,1493869493,1942679927,127060516,353702226,237788991,281030679,504840319,678851679,347873985,442489966,35814965,73419743,467594640,928045217,981307349,1475427593,1249189142,1800072915
대한전선(주),1440,15-Dec,1360382694,1688712586,1194838757,1552803066,1241453883,1524947734,116253024,166372993,188478000,223969000,485252850,630919312,188335333,264951453,342038728,354245081,514637456,764359988,419048878,700364494,852800029,1198557985
대한전선(주),1440,16-Dec,1201174113,1374010600,1273712358,1315810316,1087724766,1221072843,157882361,194945256,272085374,277937000,480391941,526599145,212576128,214088571,379364876,299122674,647630395,685136682,457392378,533461234,894347482,1016687642
대한전선(주),1440,17-Dec,1465408989,1587602185,1237437015,1335623183,1358232461,1453585375,171571640,221403226,287091673,308689398,474958481,521547855,180521119,202826546,371763085,337980848,586008279,677767742,393757353,440751132,865673930,997642335
대한전선(주),1440,18-Dec,1528860215,1648815011,1170830602,1172944859,1424837647,1524446106,174139098,207709235,282753623,307375950,452618285,426032673,177487721,200602212,358136093,321919023,572478432,631812850,330546368,366707848,812694509,851025836
대한전선(주),1440,19-Dec,1394967712,1554739981,1193509533,1235075989,1319706716,1455652502,167453300,201282173,230910494,295660542,435766211,410812893,182417341,200894159,330317350,312646586,623039854,718605710,824416916,882166274,863192183,922429403
대한제강(주),84010,11-Dec,902417071,905338573,734861161,794943509,842963586,844817474,94309408,94309408,213109422,213897073,282107277,282431811,214181278,212256486,330686183,329385617,384275152,386570424,315977901,314974763,404174979,465557893
대한제강(주),84010,12-Dec,1045132862,1049230725,716495972,778837588,972014273,974583900,117296345,117296345,214918606,215541201,276958837,283088574,177738080,177182662,365593281,364202174,367783151,370503550,295086454,294729074,350902691,414635415
대한제강(주),84010,13-Dec,1032492372,1042331533,748079829,810646282,974303584,979233907,128880107,129409846,0,0,267054567,278021873,190452091,187124987,378550063,374755776,405029844,413959624,294578870,297543824,369529766,435890506
대한제강(주),84010,14-Dec,1025980536,1044104181,708123126,776610882,968139091,974710350,98192890,100470282,0,0,258277365,266509542,161384300,158182967,374297313,372522317,378160348,397728247,278378048,285684323,333825814,404088565
대한제강(주),84010,15-Dec,854402351,889656320,574739563,635458249,752671351,773779892,60593552,63351681,0,0,227502775,241587522,121418440,121782126,404686337,404519762,274742746,291419472,160955016,163693365,170053226,230938487
대한제강(주),84010,16-Dec,843242879,897912293,595928515,669562190,751253331,788520415,69988418,75319194,0,0,200908414,218001816,137492743,139760408,436180274,440204802,313815252,343474429,156638357,168692822,159748241,229357387
대한제강(주),84010,17-Dec,1141087903,1228533936,671655603,753638612,1052665440,1122330566,112639039,122276501,0,0,181389977,208304013,204170745,209837545,454862320,460666116,387381014,429932798,215896052,266174031,216793282,292972496
대한제강(주),84010,18-Dec,1025388703,1135523822,579700204,657105860,980223839,1074517003,103471408,112077252,0,0,172382328,198418179,142338766,153551725,423527487,434916932,318472746,349767243,145224375,194700214,156172718,222188928
대한제강(주),84010,19-Dec,883278810,1021712426,563565918,635231706,811171581,937185816,103310358,106788491,0,0,180336193,200512419,101862605,119630763,441644298,462082022,270035683,298986368,112636267,151916825,121921620,173149684
대한제당(주),1790,11-Dec,1243820378,1435276070,1020285652,1595832317,1129415787,1275523315,211767286,218862997,121434446,456768384,198917267,473323230,90431329,479419836,411808646,413244487,454198066,824681604,322544095,767374427,608477006,1182587830
대한제당(주),1790,12-Dec,1322819319,1513887735,996785392,1620715653,1181609261,1328708935,207534001,215045551,129283912,448099422,204241941,452184477,74898004,509018913,431589432,434194171,418696910,885576252,308920916,795063303,565195960,1186521482
대한제당(주),1790,13-Dec,1190727597,1389726712,990983546,1570047610,1057963142,1208721859,178843019,187007790,156398665,454689907,199535110,446403586,78705102,463199144,437846668,443985663,412809339,845075109,258142079,711925625,553136878,1126061947
대한제당(주),1790,14-Dec,1158582618,1345882788,1012993999,1561333927,1022834030,1158365008,219271743,227995348,162708434,444966844,198266876,453238610,57123162,401391941,435979245,447508077,433340539,831040096,303560223,719860716,577014754,1113825850
대한제당(주),1790,15-Dec,1127440598,1330415946,1003032363,1541681141,1014579690,1168066063,204374665,211262088,156885328,461227539,194155908,448914896,60793490,461022184,419345911,424866808,421826906,841584434,290473102,740711046,583686452,1116814333
대한제당(주),1790,16-Dec,1144286584,1264247251,1035408719,1210586736,1021309292,1105557978,214301856,223297944,128056952,127976273,190663037,425324268,74538596,141868606,457229005,449825749,504216148,562091260,304579882,414520999,578179714,760760987
대한제당(주),1790,17-Dec,1153582884,1274536938,994798047,1152870713,1058450946,1145838629,192605481,200171755,127393193,129705090,192938976,424199210,61765706,127486822,457646743,451782278,462400793,516594142,285773213,401552973,537151304,701088435
대한제당(주),1790,18-Dec,1105428362,1210088269,983277597,1135447475,991149611,1073882217,191518829,197325384,135254373,138816480,190289804,417434913,69089103,147908236,454763069,451970433,455673160,506542160,266254202,389406718,528514528,683477042
대한제당(주),1790,19-Dec,1111606644,1204394671,994430650,1143146276,1001566680,1073614732,206997432,212178426,131958179,131166679,175778648,407611250,72226015,152290840,466193790,464321365,470725232,522436777,295420379,404250673,528236860,678824911
대한제분(주),1130,11-Dec,349707912,751745754,663321728,845150369,317310567,669368065,49733332,133963458,35097438,94543346,136451229,266170882,33161689,63230844,548233989,558821975,205328868,431894087,92291795,239924246,115087739,286328394
대한제분(주),1130,12-Dec,379636361,890062052,709754123,899689781,315469869,740735802,56999935,148163352,34445634,106900028,131537276,270786651,20500318,54823230,584708694,603492180,187997015,432386071,97355550,230458984,125045429,296197601
대한제분(주),1130,13-Dec,367082980,864748565,714183751,897265128,311787280,712204889,44508395,114711885,36789443,116521610,124207772,264040033,19113200,59212735,584370571,607351973,211443355,433358964,107740237,224648393,129813181,289913155
대한제분(주),1130,14-Dec,364204380,869712984,735231904,900381934,281655281,688200675,54397191,131950063,33265258,90728968,124072148,263129736,19725372,60329336,589954914,624697233,254108011,458568141,127738875,233509938,145276990,275684701
대한제분(주),1130,15-Dec,340671199,825841281,736917223,895425738,266630858,654924216,55921512,123802320,27253558,81562236,119018502,257562749,18389619,47364006,611023482,656916662,231554237,420269220,107938494,198864250,125893741,238509075
대한제분(주),1130,16-Dec,302367877,807518333,687450035,867495382,234043771,632256118,41006767,89450496,25522080,79363018,110790649,247034819,12643708,51023048,612459098,661897108,210608864,420196276,63491278,167103485,74990937,205598274
대한제분(주),1130,17-Dec,286386535,810844359,689594455,873461795,229023835,643507608,52088250,108545088,24522394,77838749,94977898,233509089,20157104,58860264,623437263,710408210,205938986,410347526,53392988,135692652,66157192,163053585
대한제분(주),1130,18-Dec,305132946,864585836,707393585,919690199,248451738,690125163,43671488,117102667,26427109,90683076,91353997,236065681,17290120,67654204,645624790,749005259,221289756,467958221,52956960,154315015,61768795,170684939
대한제분(주),1130,19-Dec,318994504,933866093,685170226,1005108274,275219769,754147337,51604135,119286946,28570638,116599146,89059603,321302125,22331750,72664414,644151972,759848294,188714139,430988632,31958944,178294173,41018254,245259980
대한해운(주),5880,11-Dec,757150326,800866444,1661944327,1725297150,886585339,922854390,29605722,32374820,201206397,204833858,1338928919,1368749079,128433651,128897211,44019908,100704529,294709579,323567236,279059746,283927894,1617924419,1624592621
대한해운(주),5880,12-Dec,595612977,,1419420084,,673894021,,24399794,,159137911,,1130906327,,179277647,,-170984298,,260500420,,332027056,,1590404382,
대한해운(주),5880,13-Dec,535466465,,1222386257,,413171636,,26133853,,69445077,,1008461541,,43068684,,404028982,,194006917,,329722588,,818357275,
대한해운(주),5880,14-Dec,565262938,580301616,1286894623,1300693721,460461708,472832124,28262139,28924596,70080643,71388883,1087712658,1089583486,47885030,54343524,492468832,498879555,156437844,172088695,257051928,264304264,794425792,801814166
대한해운(주),5880,15-Dec,500141787,531692718,1506368414,1517923154,406168323,428539083,35602831,36713735,74042574,75586746,1317635458,1319782195,48180668,52146443,562067688,569359158,154363032,167780735,234796849,238920985,944300727,948563996
대한해운(주),5880,16-Dec,513451299,540314590,1922272995,2204457785,460646978,477461340,56707810,93548081,85721053,166437715,1647582287,1783343902,75110704,98135281,605394790,626011478,187199356,378629122,250388720,379882494,1316878204,1578446306
대한해운(주),5880,17-Dec,726762509,1560743884,1995500363,2586814392,630407602,1369866696,28235977,48406352,119357084,169431429,1659702927,2131452103,80176949,125513135,578887768,687837925,241236437,314516942,400695491,578005278,1416612594,1898976467
대한해운(주),5880,18-Dec,787415449,1284595553,2197735122,2932927976,702194854,1096020428,40155155,65689196,113340469,171410782,1140988472,1722053636,141396437,193371301,614012468,779480135,341188175,498374640,561908355,781319984,1583722654,2153447841
대한해운(주),5880,19-Dec,605936390,1005657249,2580991934,3340874142,506624460,825941412,37729542,59121331,56686510,83299232,1438177928,2013682352,107722348,146273954,675203117,895202413,258169041,419637963,535094548,775381721,1905788817,2445671729
대한화섬(주),3830,11-Dec,234501726,,467635475,,218166432,,24895589,,34911657,,115975703,,46810832,,348690588,,63791379,,62099748,,118944887,
대한화섬(주),3830,12-Dec,344891578,,477260397,,342342877,,22476089,,41627287,,103592790,,62299244,,362136494,,65841893,,68518722,,115123903,
대한화섬(주),3830,13-Dec,216414071,,503634565,,213073802,,35212836,,20241347,,90840034,,28117043,,398083652,,57617246,,82419836,,105550912,
대한화섬(주),3830,14-Dec,143115506,,523871826,,156076769,,22267960,,20260836,,75614396,,27902652,,412939792,,45787481,,74216345,,110932033,
대한화섬(주),3830,15-Dec,135360924,,516448518,,134700792,,19092703,,14120043,,49681845,,10702374,,413712098,,34985495,,63758386,,102736420,
대한화섬(주),3830,16-Dec,104629274,,483677417,,98901474,,11324278,,12125126,,47609204,,16836340,,400355660,,27675779,,53999362,,83321757,
대한화섬(주),3830,17-Dec,110839358,,558937149,,98123039,,13511530,,13548503,,45402448,,11932886,,468841852,,31937822,,40574234,,90095297,
대한화섬(주),3830,18-Dec,107660512,,583452286,,99679114,,17665367,,12270453,,42449578,,12502531,,498465910,,33886482,,33774176,,84986376,
대한화섬(주),3830,19-Dec,114236034,,609361576,,102942115,,16553670,,14601485,,18776826,,14945193,,533405665,,34766895,,24899115,,75955910,
대화제약(주),67080,11-Dec,62025455,142037407,114256427,135581750,32077819,105393067,9627611,14406518,28754038,46250450,53903295,54238921,10465177,21663464,58183178,56985264,47871796,71235286,29573288,51972065,56073250,78596486
대화제약(주),67080,12-Dec,60173545,143167740,106810663,130189208,31896287,106840443,9324964,14563716,25177222,45638610,52168899,52505764,8720199,18911014,61265937,61389553,38785564,65183353,18120170,41092691,45544726,68799655
대화제약(주),67080,13-Dec,55491735,127997863,100695925,121867604,29172215,95318938,11088385,18205601,17472984,33736499,49001419,49717293,8695494,17629864,61706901,62027723,31907834,55603511,19145421,39938105,38989024,59839881
대화제약(주),67080,14-Dec,67700733,134930630,104699386,124073019,34450938,95453427,11988429,18988724,19521843,33625297,46973771,49307974,10991396,18167747,61298742,58505039,36527475,57788702,27403618,49158402,43400644,65567980
대화제약(주),67080,15-Dec,72190550,139079925,103656664,124609116,36722358,96791338,12151202,20927327,18859874,32823990,47385394,49622843,9501915,15977706,63111606,61732303,33311470,55887686,25998289,47990178,40545059,62876813
대화제약(주),67080,16-Dec,81959815,142288247,125007202,153803314,43455109,97727442,9603609,18575700,18549183,33584260,65595274,70178695,10634040,16155759,65447944,73390977,29810693,61978188,45361393,65536398,59559257,80412337
대화제약(주),67080,17-Dec,85802226,122199862,151609309,165474579,43662637,75879252,8113378,13511460,16992244,29954970,61490140,66044077,11808818,15840283,78317108,83487910,35803130,55194860,60266519,68315146,73292201,81986669
대화제약(주),67080,18-Dec,79981413,110142606,146357873,162055375,43085034,64310126,8788770,14558703,12457545,21681373,57698323,64473176,10544374,12868468,78222168,83199478,33395488,50917746,52696395,61980994,68135705,78855897
대화제약(주),67080,19-Dec,87314425,114609566,146042548,166145365,44034844,65979291,13384452,17162267,13825947,20508959,51613461,68119777,12930313,16063579,81420427,84050710,38228628,49777493,60070182,70680069,64622120,82094656
더이앤엠(주),89230,11-Dec,116310277,,236924817,,120995673,,45478164,,24974905,,145331195,,27258264,,68122763,,87083948,,107239999,,168802054,
더이앤엠(주),89230,12-Dec,138318583,,246169300,,126442695,,40822151,,37291704,,154585738,,40849143,,63984336,,86921236,,127231872,,182184965,
더이앤엠(주),89230,13-Dec,62834586,,213793190,,75119472,,52155752,,16780393,,137200995,,36460487,,55318646,,72322251,,117678012,,158474544,
더이앤엠(주),89230,14-Dec,67468113,67587936,103226727,106921364,104737431,105007039,20802218,20802218,8439809,8439809,63767854,72062920,19239241,19669390,16140318,15773348,31787883,31898441,62033560,65053026,87086409,91148016
더이앤엠(주),89230,15-Dec,24708819,24744323,63310352,67701532,34870527,35043388,2190443,2190443,1593080,2718365,31111074,33021356,4621684,5754070,50293123,50724983,7005116,14863251,12016269,15423719,13017229,16976550
더이앤엠(주),89230,16-Dec,8561810,15331347,67325452,68317952,6295068,8080731,82849,82849,3757737,3757737,34878022,36178022,2607306,2631559,54035075,54443686,6857152,6862633,7602252,8186141,13290377,13874266
더이앤엠(주),89230,17-Dec,13590205,13590205,62197072,62198072,5481515,5481515,0,0,1415018,1415018,713900,713900,3202894,3202894,35892057,35893057,40789759,40790759,25523052,25523052,26305016,26305016
더이앤엠(주),89230,18-Dec,27149614,30860280,68879503,68647746,11611687,11257987,73576,73576,4869095,5315173,821160,852777,5471383,5901154,26288016,25477885,15887523,18937188,42316487,42894861,42591487,43169861
더이앤엠(주),89230,19-Dec,31037210,44757416,100352331,97692114,10477291,9752028,0,0,5865880,6448139,3473589,3662608,6033048,6352875,67233210,65552733,40368527,39575772,25148558,24162842,33119122,32139381
덕산네오룩스(주),213420,15-Dec,40317126,,114214265,,32160706,,9081396,,2568225,,37980817,,4886711,,104262191,,46541067,,5999498,,9952074,
덕산네오룩스(주),213420,16-Dec,42330697,,118135748,,32667113,,6630850,,2264267,,35663938,,4224838,,108528253,,52395790,,5919044,,9607494,
덕산네오룩스(주),213420,17-Dec,100405838,,149244922,,68158216,,17882849,,6637124,,42345155,,15677111,,122482047,,76721052,,19614192,,26762875,
덕산네오룩스(주),213420,18-Dec,90692656,,160322812,,60586507,,23455389,,7770441,,45513968,,8740805,,140945932,,72141689,,13681613,,19376881,
덕산네오룩스(주),213420,19-Dec,97873418,,181310980,,64608289,,23211884,,10698174,,53851272,,8562189,,159942752,,78405873,,16063253,,21368228,
덕산하이메탈(주),77360,11-Dec,129440287,,151828611,,76280731,,12609771,,8828251,,65154594,,4573632,,138528185,,45953757,,11377336,,13300426,
덕산하이메탈(주),77360,12-Dec,143831541,,198525741,,84243396,,11801002,,12115999,,64761989,,10830351,,182586526,,89126837,,13759677,,15939216,
덕산하이메탈(주),77360,13-Dec,116525709,124391310,226927871,246519827,70385011,75321066,11311319,13760246,8057544,9604516,66348913,71378099,5130931,5680773,215043356,225008706,90404585,97543135,9334691,12081021,11884515,21511121
덕산하이메탈(주),77360,14-Dec,53411323,58210488,177685503,199596910,35497435,39822121,4557402,6941180,7319018,7859738,27551126,38681012,33614690,34506131,139782937,147917595,75571914,80416104,35846189,38934716,37902566,51679315
덕산하이메탈(주),77360,15-Dec,51429078,61102257,191131387,218537696,31769431,41238817,4778371,5932307,5306268,7431098,23586453,63216731,3874002,5688603,181492962,182679005,60692536,50826276,6805526,18760235,9638425,35858691
덕산하이메탈(주),77360,16-Dec,42828124,42828124,172818176,183494385,30048823,30048823,4954804,4963919,4680294,4749173,22916242,33425296,2600910,2845267,165297478,166927713,46401905,46540793,5219884,14064241,7520698,16566672
덕산하이메탈(주),77360,17-Dec,45074162,45074162,173927699,182028712,35430014,35430014,4927927,4927927,5669794,5738673,21927705,21927705,2251022,2497294,167743482,175598224,47698942,48039943,4600840,4847112,6184216,6430488
덕산하이메탈(주),77360,18-Dec,47754014,47754014,182912365,196250217,39294199,39294199,6858147,6858147,9021233,9090112,22839844,22839844,3408915,3409434,175862589,189199922,58271412,58356577,6118851,6119371,7049776,7050295
덕산하이메탈(주),77360,19-Dec,51758113,51758113,190684161,210168585,40502820,40502820,8261549,8261549,9352841,9421720,28059177,28183009,3143246,3143766,180502632,199986536,56590570,58239054,8280602,8281122,10181529,10182049
덕양산업(주),24900,11-Dec,814690295,,254048937,,807180486,,1728033,,117689808,,41389779,,175165551,,68200790,,201300843,,183379528,,185848147,
덕양산업(주),24900,12-Dec,906316946,,232283632,,899345772,,1499998,,109249122,,47642277,,160836529,,54735376,,172204507,,170407963,,177548256,
덕양산업(주),24900,13-Dec,836617172,,228092729,,828746835,,2010729,,106538387,,49977186,,161339794,,55849452,,171357056,,167720794,,172243277,
덕양산업(주),24900,14-Dec,811901189,,217036945,,801132285,,2468007,,90524429,,78449654,,139923656,,60807749,,130131318,,143703166,,156229196,
덕양산업(주),24900,15-Dec,815922074,956709477,330510835,419423211,809455640,937356764,2696328,6689160,111131264,170810138,81729515,103262994,185796175,237025727,61265758,91259937,162716671,250268318,193090359,244564967,269245077,328163274
덕양산업(주),24900,16-Dec,823616333,1050169762,330323972,410285389,819486713,1028794996,2668364,7279950,128449173,182415026,79654670,107395823,190245884,232429327,56391473,84297713,166722822,237305733,204864935,249994734,273932499,325987676
덕양산업(주),24900,17-Dec,914027609,1046535624,331824039,429003472,902721060,1025799343,2968793,8099831,119812521,173926577,88672906,133189302,193646507,244651839,60073800,83206072,165644239,232569795,241070773,308903342,271750239,345797400
덕양산업(주),24900,18-Dec,1171523331,1292215903,448801929,526312201,1152758280,1269895294,3613336,9489613,185640217,211619003,87034040,130905077,277904901,310642295,58593818,77310763,287471780,328741587,320239637,366392028,390208111,449001437
덕양산업(주),24900,19-Dec,1256666020,1359423501,411991258,506308534,1236842728,1345384268,3669206,11585339,182751381,197679769,95295771,140389158,256416237,299950208,48658633,61251516,256687580,300301907,333705690,400592220,363332625,445057018
덕우전자(주),263600,17-Dec,109583770,115728832,108327851,115803186,81515487,87928889,5370134,6503456,7983077,10010153,34459251,46955556,20002359,22014380,84644081,84545536,57913728,66352258,23683770,31196876,23683770,31257650
덕우전자(주),263600,18-Dec,77446060,88409012,93391185,102943543,65017504,76394284,8339642,10259264,4068423,8856172,29550899,46517213,11166606,14553859,81074390,81045248,48508628,53517179,12047020,21594956,12316794,21898294
덕우전자(주),263600,19-Dec,104242328,129391206,94790961,118817281,80189238,102414525,8377650,11170783,7254726,13406467,32047570,49832633,13527977,18333256,77131427,88971697,56728057,66538640,17228671,29414721,17659534,29845584
데브시스터즈(주),194480,14-Dec,69496102,,203536414,,0,,179977,,3886231,,1962769,,4982537,,195337814,,198582470,,8142413,,8198600,
데브시스터즈(주),194480,15-Dec,19546497,19546497,158172367,157873953,0,0,614497,614497,1286487,1286487,2012819,2123501,1226909,1235252,155887961,155581204,129398606,134904404,1496453,1504796,2284406,2292749
데브시스터즈(주),194480,16-Dec,15021977,15220748,149305292,149724792,0,0,253734,253734,2902300,2902300,3919910,4029416,1607146,1675791,147090693,147439742,123465271,129187558,1621702,1690348,2214600,2285050
데브시스터즈(주),194480,17-Dec,17145132,17580168,141545883,142639647,0,0,123249,123249,3253892,3285399,3509867,3744384,2022359,2330381,139338330,138196563,102833780,111513562,2022359,2331605,2207553,4443084
데브시스터즈(주),194480,18-Dec,36740143,35707620,121209997,135459203,0,0,178666,178666,3698767,3386777,2875286,4042440,2553527,2626533,118265598,116951413,82350132,90403936,2553528,2949484,2944399,18507790
데브시스터즈(주),194480,19-Dec,38422642,37596925,109296023,123408357,0,0,197114,197943,3664384,3562574,2182313,3259079,3315837,4122772,104704537,102397922,71461745,86777039,4141112,6640553,4591486,21010435
도이치모터스(주),67990,11-Dec,340864922,342190264,108161339,109168467,313617120,313617120,18450355,18450355,2103099,2195617,30355401,30385630,6215049,6291855,30018111,30333672,62637172,62692545,69957236,70648804,78143228,78834795
도이치모터스(주),67990,12-Dec,392728834,394694807,136562682,138044135,362460048,363161472,28410917,28410917,2656533,2808334,62375684,62611364,7204186,7464330,33507757,33991914,55534911,55864557,69111872,70009356,103054925,104052221
도이치모터스(주),67990,13-Dec,436166638,436958810,173950239,205987084,399681046,400125628,26027518,26027518,3750670,3875297,70041937,71511718,9949898,10831921,49611060,54250705,62140716,68135219,108679437,129675523,124339179,151736380
도이치모터스(주),67990,14-Dec,524655434,534775460,197162506,369774225,488362601,494314040,25291546,25618426,5731383,5837136,76715313,78294826,13116075,11836832,59092157,57786852,67450535,94586312,67404329,190648536,138070349,311987373
도이치모터스(주),67990,15-Dec,640132716,662318536,223368718,391118250,597545337,614412963,42096307,42593268,8021840,8502728,75575705,76802866,14631454,14414492,62998209,60113923,100796153,129154657,140431059,249095356,160370510,331004327
도이치모터스(주),67990,16-Dec,655139981,673399127,302181527,433290604,611850873,625306407,76786341,78356264,11611228,12400957,88290222,134154738,25295873,24877836,63043821,85137911,166684159,189963526,216453298,269803953,239137706,348152692
도이치모터스(주),67990,17-Dec,933119638,950183846,355211041,557807100,870053623,876100576,62765126,63665636,16725302,18862635,123709215,268530950,13857535,14165624,76621737,166041514,180181349,185990269,250011887,254820513,278589304,391765586
도이치모터스(주),67990,18-Dec,903848074,1058333175,309897240,595741289,840197196,944908180,31680824,107330280,10826305,14004029,127944302,220255140,15892445,46669126,88550973,200893883,121849202,259984124,159706259,227896992,221346266,394847406
도이치모터스(주),67990,19-Dec,896692398,1208710144,427423620,804374151,821250838,1050794111,31654910,50681367,11254704,12598374,137573092,298466169,12125488,64750140,121722320,262063291,157284614,338874202,222304586,429130278,305701300,542310860
동국산업(주),5160,11-Dec,379372785,508093871,561038062,752355125,330996036,441082733,76940516,155298421,93671888,119115803,126699082,249190238,42957410,70103798,330347412,408957915,200460852,404055906,119188521,189111691,230690651,343397210
동국산업(주),5160,12-Dec,352155929,501942810,563522087,719246797,322021358,451308733,92542544,133597360,67613341,81400739,164052922,293835026,57018634,67037535,327538400,410931715,165816823,302862095,150808095,177618357,235983687,308315082
동국산업(주),5160,13-Dec,330412813,489792993,592669816,765167806,301396316,442672247,80748894,154330225,67994258,92637362,185031670,306252904,38316458,61732422,328192650,407761799,151034681,341411495,124930208,186688719,264477166,357406006
동국산업(주),5160,14-Dec,348321186,679003991,597468266,833278628,318046490,618657998,89122145,154936803,73398914,110574230,209654471,343674661,40505232,78797515,334022142,430701528,168250063,360018636,114670864,215957641,263446124,402577100
동국산업(주),5160,15-Dec,350208469,736113394,555830656,792329474,310422501,659584606,79711764,150491087,61883852,104428614,200068226,337066295,35991622,85236333,335182308,452144788,149384275,328327094,140521975,248467594,220648348,340184686
동국산업(주),5160,16-Dec,353056998,754931361,554497823,835966016,302709680,649633173,77035401,165035864,76843612,127951430,191280739,339823911,40205974,99516393,369186274,514427309,174061954,387545509,101616490,220995640,185311549,321538707
동국산업(주),5160,17-Dec,382352944,784363917,535654734,827026979,328965374,693903878,83686921,156178774,80533269,107926396,177506092,330194143,30577424,93082782,381979217,524987249,170098813,404347381,96165984,223106224,153675517,302039730
