회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),매출원가(*)(IFRS)(천원),매출원가(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),매출채권(IFRS)(천원),매출채권(IFRS연결)(천원),유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),매입채무 및 기타유동채무(*)(IFRS)(천원),매입채무 및 기타유동채무(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS)(천원),유동부채(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),부채(*)(IFRS연결)(천원)
(주)에이텍티앤,224110,18-Dec,17947100,118586165,45025628,104147602,12976777,82149974,1823624,23039560,1397627,8552356,804064,20675447,1064738,12027616,37350623,78977207,5766569,53012303,6243866,21164850,7675005,25170396
(주)에이텍티앤,224110,19-Dec,16407998,128024267,52392324,128021358,11789439,96863041,3359044,18901385,3528736,9330250,1773338,23286698,2562005,19886054,37123266,83282263,10230980,69797522,13680160,39699161,15269057,44739095
(주)에이트원,230980,16-Dec,8281760,,9600949,,6557048,,0,,4392380,,453895,,807203,,8493921,,7620346,,1102028,,1107028,
(주)에이트원,230980,17-Dec,8199432,8199432,21681461,41781273,7421391,7421391,0,5608852,4038102,8013294,1585719,15921723,1054521,5746337,8831027,10992284,4790062,17758244,12119188,25409526,12850434,30788989
(주)에이트원,230980,18-Dec,5076666,37534312,40020094,58799883,4739386,34137320,6851600,15000500,1420390,2957964,2958311,16774436,505414,3003110,19647281,22544626,20777703,33042614,20367814,31875509,20372814,36255257
(주)에이트원,230980,19-Dec,10003909,13058815,32473783,33494934,8227848,11134056,4113791,4238118,1592844,1713369,3931586,5666023,802495,990130,11704740,10897180,15586553,16743419,20702601,22203451,20769044,22597753
(주)에이티세미콘,89530,11-Dec,101417280,,181486304,,75776248,,0,,10220381,,151754399,,0,,91408485,,16958727,,56048481,,90077819,
(주)에이티세미콘,89530,12-Dec,96603271,,174936996,,81451780,,0,,12261655,,146867829,,0,,87307440,,15522893,,66881179,,87629556,
(주)에이티세미콘,89530,13-Dec,70379185,78868647,171350170,239912342,62271735,69849890,0,2739292,20565954,24980701,122772183,183706415,0,0,67881795,79897631,25348424,34373433,67990652,99484814,103468375,160014711
(주)에이티세미콘,89530,14-Dec,150503040,,194483999,,128542922,,3639268,,19517801,,133022421,,15091858,,54719717,,41021507,,105788285,,139764283,
(주)에이티세미콘,89530,15-Dec,126241093,,140697492,,114803208,,4733960,,8859819,,112252298,,13018517,,32685347,,22257304,,85055197,,108012145,
(주)에이티세미콘,89530,16-Dec,89285903,,106959703,,85513848,,3627789,,10263915,,84005448,,13968701,,22818218,,19898141,,73330839,,84141485,
(주)에이티세미콘,89530,17-Dec,103239769,,95580943,,88553547,,4478041,,9055434,,76573529,,10958067,,31715666,,17039550,,56309853,,63865277,
(주)에이티세미콘,89530,18-Dec,119592451,119592451,100791222,100545397,100715652,100715652,4604281,4604281,8791561,8791561,81407293,81440281,13174000,13176690,37272754,37022003,16655890,16774335,50201720,50206646,63518468,63523394
(주)에이티세미콘,89530,19-Dec,125928665,128076925,148298586,152543768,108668907,109358834,6325805,6326165,8833704,12349006,122265766,123760067,14447284,14517328,36981872,38332570,21872462,25993792,89619388,89936683,111316714,114211198
(주)에이팩트,200470,14-Dec,31518527,,63861549,,26765353,,0,,1236383,,42956944,,1588171,,46119004,,18775706,,9325754,,17742544,
(주)에이팩트,200470,15-Dec,21648875,,57150597,,23141831,,419787,,1506455,,35099001,,1279777,,43877738,,20241377,,8771762,,13272859,
(주)에이팩트,200470,16-Dec,15878385,,49413798,,17273051,,0,,1459535,,27214330,,1362696,,40177777,,20959713,,8837656,,9236021,
(주)에이팩트,200470,17-Dec,22643454,,68891170,,18302313,,0,,1686409,,44187279,,4199016,,40817154,,22854191,,10199016,,28074016,
(주)에이팩트,200470,18-Dec,47115235,,123162049,,28134823,,0,,2327015,,84522690,,9001781,,56558835,,35455984,,31993065,,66603214,
(주)에이팩트,200470,19-Dec,46841017,,127408208,,33172203,,0,,2329487,,106420136,,4344766,,60716147,,16848564,,36228107,,66692061,
(주)에이프로젠,7460,11-Dec,101262306,354366069,166986013,393647071,93825400,338823596,9468093,17725609,21726044,53943338,52586430,109959759,22542284,78111292,13565462,644828,92540868,248874079,137698940,324090244,153420551,393002243
(주)에이프로젠,7460,12-Dec,154934883,170688128,136564096,342377999,142320057,139197333,4950763,5507784,25253193,27276149,51110642,51462815,28633466,29644780,-7312250,-7285759,68555228,274668956,127546627,333300356,143876346,349663757
(주)에이프로젠,7460,13-Dec,103040328,,114494675,,94127974,,3799304,,31643856,,48735465,,17314982,,3857802,,51723361,,90924760,,110636874,
(주)에이프로젠,7460,14-Dec,76535323,,93036739,,62019650,,4048991,,23413086,,49598228,,25564552,,16364769,,35894380,,75485000,,76671971,
(주)에이프로젠,7460,15-Dec,65931704,,86480981,,54880855,,4287187,,19951818,,47174536,,15266516,,30860221,,30835253,,54365429,,55620760,
(주)에이프로젠,7460,16-Dec,54835626,,78576666,,44896061,,4109271,,13554940,,46316640,,6612238,,35316582,,24231072,,42726752,,43260085,
(주)에이프로젠,7460,17-Dec,44897115,44897115,266961639,266985697,40600896,40600896,3673169,4397922,11712911,11801326,43516676,43524647,6448895,6453861,149556099,149556099,213788163,214884052,54918899,54942958,117405540,117429598
(주)에이프로젠,7460,18-Dec,49941054,51047023,400893903,395155647,41079817,41864066,4568525,5184702,9943620,10212998,33470030,33518572,5196475,5276577,201329921,195511563,140046583,141336059,99746981,99827083,199563982,199644084
(주)에이프로젠,7460,19-Dec,50345277,78248841,456570731,647173456,42360559,58893350,7828840,17402791,10080809,23952943,21451720,40914215,3051876,7972960,278966915,517535654,132146546,347111267,162564862,108663566,177603816,129637803
(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,25883104,,19487974,,22754533,,4219890,,8140127,,931334,,4174112,,8784859,,15745072,,9983372,,10703116,
(주)에이프로젠헬스케어앤게임즈,109960,12-Dec,21654584,,15197245,,17347092,,4310397,,3832691,,744410,,2055751,,7986825,,10513778,,6422037,,7210421,
(주)에이프로젠헬스케어앤게임즈,109960,13-Dec,20705608,20703785,12179122,12110160,17415571,17415571,2373886,2373886,3764241,3754143,716904,740037,2712039,2503764,4260471,4402259,8483507,8443411,7297327,7106576,7918652,7707901
(주)에이프로젠헬스케어앤게임즈,109960,14-Dec,13468231,,9552416,,9506002,,1851562,,3228304,,597573,,1515084,,4238808,,6567463,,5006986,,5313608,
(주)에이프로젠헬스케어앤게임즈,109960,15-Dec,11117034,,27111074,,8206299,,1580657,,2713842,,442129,,1476488,,15077489,,24675691,,11877735,,12033585,
(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,15427119,15423603,14327377,15611982,13006036,12748047,1252924,1252924,2049737,2049737,375090,387330,1827920,1808811,8118272,9198167,10762478,11100797,6107856,6088746,6209106,6413814
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,11324491,11242042,141929747,141748553,8726259,8599194,15400,15400,4422449,4422486,219108,234259,5284247,5362233,115107972,114687094,79423915,79996825,24951341,25029325,26821775,27061459
(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,19610733,19416757,238539524,237929701,14547604,14215433,86401,86401,5890283,5890595,80867,108982,5893618,6119980,218212845,217201777,69912033,69422406,19253420,19479782,20326680,20727924
(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,21873920,21901096,219513249,218360723,16761865,15360234,768536,768535,4175795,4193693,122601,158837,4345610,4449247,211764889,210147450,85120250,83990580,6502494,6751696,7748359,8213273
(주)에치에프알,230240,15-Dec,,,,,,,,,,,,,,,,,,,,,,
(주)에치에프알,230240,16-Dec,,,,,,,,,,,,,,,,,,,,,,
(주)에치에프알,230240,17-Dec,,,,,,,,,,,,,,,,,,,,,,
(주)에치에프알,230240,18-Dec,104029651,134994659,113532287,128087701,89108510,114176722,18927825,26283599,45786595,49919456,4528916,5064040,18246436,25948152,77432079,79937987,87656037,101533497,32475865,40228386,36100209,48149714
(주)에치에프알,230240,19-Dec,138217524,156662931,133298566,136530378,117298483,132986452,22098046,30533425,33039262,33974296,11503317,12311269,16566009,19069782,82509124,81692557,88357754,102825271,39310064,42125727,50789442,54837821
(주)에코마케팅,230360,16-Dec,16630255,16642127,79849541,79886625,0,0,0,0,2781724,2785969,170817,170817,8425155,8482319,69555460,69535380,78782272,78909356,10294081,10351245,10294081,10351245
(주)에코마케팅,230360,17-Dec,20194727,24092472,89841970,93125343,0,0,0,659684,3761016,4144200,1410690,1470512,11489585,11977499,76790802,72105294,66706786,78744734,13051169,14315754,13051169,21020050
(주)에코마케팅,230360,18-Dec,29011478,62103162,113079415,117361369,0,0,0,4259872,5874757,6722253,1315327,1454320,19445520,19770572,90700054,87878836,88534673,102931365,22370787,24259227,22379360,29482533
(주)에코마케팅,230360,19-Dec,40702206,111354943,126022659,139596964,0,0,0,15802823,9476792,14858536,2498733,3022965,18820330,19720970,100101770,109441835,89734436,119412961,25640119,29291063,25920889,30155129
(주)에코프로,86520,11-Dec,87620611,,170454318,,74547399,,32834986,,8583048,,85992279,,8525752,,72275780,,68394786,,54109391,,98178538,
(주)에코프로,86520,12-Dec,79761920,,171426314,,66225089,,33360126,,15399341,,94528591,,10197631,,74288803,,58050554,,88599667,,97137511,
(주)에코프로,86520,13-Dec,59580666,,175365197,,49010896,,30063924,,13424949,,103396436,,10779641,,74659977,,52048744,,85329711,,100705220,
(주)에코프로,86520,14-Dec,83223658,,185490076,,64567440,,32570046,,15858337,,103495439,,10113510,,76611575,,57423646,,97685276,,108878502,
(주)에코프로,86520,15-Dec,107266374,,220544004,,89163970,,31528524,,22385387,,118626199,,14541378,,101832377,,63897250,,84816700,,118711626,
(주)에코프로,86520,16-Dec,72912931,170483368,192987651,346356774,59789015,141696621,12789446,60581411,9284271,33204973,34681926,163634376,6919675,30122233,145759923,173681701,43746050,126171155,28254343,108728141,47227728,172675072
(주)에코프로,86520,17-Dec,40605615,329012475,208573214,448145544,31668158,273769149,10602536,75677762,8168584,44797179,32938434,232556792,7146105,41044375,156898433,184404786,41581309,164984163,45217538,179491757,51674781,263740758
(주)에코프로,86520,18-Dec,83086320,669407171,258245476,667514759,59316153,561195376,10634382,165204748,25103393,76949587,30935029,341600509,13841812,121985547,213872056,231861256,43065193,271444769,29660688,258962168,44373420,435653503
(주)에코프로,86520,19-Dec,93361225,702272501,380935613,927834885,63268499,592082563,15256678,231243997,15178980,70449564,32824382,507213902,15221805,85213158,305250100,446980970,54823763,367719002,46056312,260635090,75685512,480853915
(주)에코프로비엠,247540,16-Dec,,,,,,,,,,,,,,,,,,,,,,
(주)에코프로비엠,247540,17-Dec,,,,,,,,,,,,,,,,,,,,,,
(주)에코프로비엠,247540,19-Dec,616085055,,650356539,,542997888,,158862987,,59353264,,376721487,,62880543,,370206923,,245507156,,137876295,,280149616,
(주)에프알텍,73540,11-Dec,13447794,,25009995,,10696135,,531586,,1704415,,6381080,,3084482,,21282594,,15210903,,3134681,,3727401,
(주)에프알텍,73540,12-Dec,79219615,,46517374,,62198055,,4117950,,10858486,,7874730,,13729215,,30382516,,35472035,,14954815,,16134858,
(주)에프알텍,73540,13-Dec,55585373,,58625683,,39759588,,337177,,18578824,,15144352,,14716282,,38622482,,39669186,,16401230,,20003201,
(주)에프알텍,73540,14-Dec,32272875,32285309,52337705,51905567,22934520,22945523,1064311,1064311,7015418,7015418,17926718,17950976,6873407,6878485,41608313,41170243,29190747,30161618,7019945,7025877,10729392,10735324
(주)에프알텍,73540,15-Dec,42784821,42808888,63439308,62194043,35611519,35626137,1094446,1095632,16016487,16018146,27759404,27773697,14426820,14436319,42652605,41395001,30438111,30700945,15324117,15336456,20786703,20799042
(주)에프알텍,73540,16-Dec,21926802,21932679,55287128,52861917,18322781,18322781,1946372,1946372,7452541,7418964,22794361,22809098,6442515,6455508,39721752,37277240,13090899,13838709,9432552,9451853,15565376,15584677
(주)에프알텍,73540,17-Dec,23253122,23215136,63964752,60837367,19198878,19161472,5105410,5142815,2640091,2562829,27116832,27129898,4709913,4720883,37642975,34487080,15259471,15366320,11144097,11172607,26321777,26350287
(주)에프알텍,73540,18-Dec,24525643,24607102,59746893,56219782,19903171,19903171,1805653,1805653,4184173,4151361,24857129,24857129,2378256,2457388,36609543,32965830,12302165,12466561,8991926,9108528,23137350,23253952
(주)에프알텍,73540,19-Dec,26148549,26150315,61526764,60056996,19833101,19833120,1697737,1697737,7850782,7817970,20040649,20040649,5007243,5238709,32991450,31263958,16164366,16270723,17811324,18069048,28535314,28793038
(주)에프앤리퍼블릭,64090,11-Dec,29837921,28665431,24260873,23737288,25739392,25013022,5409387,7005363,5956381,4014142,4178566,4202532,2253527,2260574,9372716,8835715,18931293,18711613,14888158,14901573,14888158,14901573
(주)에프앤리퍼블릭,64090,12-Dec,25202281,26604407,20389798,20118347,22517478,23052957,6258244,7360285,4779722,3378239,4162043,4189244,2971036,3020637,9257615,8872529,13234833,13264163,10472332,10585966,11132184,11245818
(주)에프앤리퍼블릭,64090,13-Dec,24865766,26772054,18219779,18226304,21255728,22517302,5521568,5521568,3930951,3428691,3778217,3784742,2220965,2220965,6818901,6825426,11291856,11291856,8809326,8809326,11400878,11400878
(주)에프앤리퍼블릭,64090,14-Dec,22953448,,18242150,,18878379,,5501118,,5953159,,3471153,,3367892,,13496836,,12397412,,4652814,,4745314,
(주)에프앤리퍼블릭,64090,15-Dec,18469794,19115992,28439201,28574774,16791181,17355903,9790825,9790825,3942543,3972088,3151452,3287008,1141333,1275969,13433924,13384041,22338403,22646531,12989035,13174491,15005277,15190733
(주)에프앤리퍼블릭,64090,16-Dec,17938392,54679135,18473654,20395112,21700155,56458414,2355364,3583153,5549057,6169375,2017743,2140786,472925,1324319,9802637,10022581,10956505,12878814,8533776,10265289,8671017,10372530
(주)에프앤리퍼블릭,64090,17-Dec,65211588,77374491,100551019,100752645,52471777,64156337,7261110,7261110,20861916,20906576,2055616,2061737,26088371,26154041,46092061,46003825,29367359,30276515,54420958,54726820,54458958,54748820
(주)에프앤리퍼블릭,64090,18-Dec,101451331,102914918,154122583,151707133,78409483,79401274,38654752,38737693,47835974,47912958,550304,585717,65227714,65391986,64639365,61934348,85615673,86812352,89445218,89750785,89483218,89772785
(주)에프앤리퍼블릭,64090,19-Dec,31936073,34123439,87205201,86585036,29814447,31362824,24319804,24863094,27406950,27330339,1527784,1899509,40228586,40606062,29290082,27890083,38874455,39640814,57238518,57677566,57915119,58694953
(주)에프앤에프홀딩스,7700,11-Dec,217856438,218167782,196838455,199711119,85688182,85501727,47124486,47126109,27447484,27669518,63059527,63064199,21811123,21769697,162006723,164919175,75842323,76097968,26259167,26219379,34831732,34791943
(주)에프앤에프홀딩스,7700,12-Dec,200335913,200762944,208043735,212315399,86699926,86668956,48141280,48142808,31534276,31849008,72889083,72893927,23563544,23541758,166383425,170676876,81340055,81676172,32989939,32968153,41660310,41638524
(주)에프앤에프홀딩스,7700,13-Dec,222042661,222378411,273483027,277792560,90659457,90517115,69151344,69152892,44763014,45024806,84284871,84290903,36166621,36091680,173123043,177507518,115721692,116010262,62449079,62374138,100359983,100285042
(주)에프앤에프홀딩스,7700,14-Dec,301122145,301412850,317829243,322662218,119943283,119823195,102664412,102664412,50578893,50907406,95060905,95066714,44835873,44761317,184617503,189525032,154763340,155120689,68862534,68787979,133211740,133137186
(주)에프앤에프홀딩스,7700,15-Dec,369783643,370012003,327918310,333443952,157616991,157616991,109580105,109580105,52754439,53063704,81183742,81188492,50648145,50498347,193963475,199638917,163561323,163899034,108778696,108628897,133954834,133805036
(주)에프앤에프홀딩스,7700,16-Dec,438729919,438979655,304434809,305575468,183380699,183380699,90482300,90482300,58410128,58497069,77267416,77271414,51640514,51702363,225764520,226705516,161761128,163066711,64687608,64887272,78670289,78869952
(주)에프앤에프홀딩스,7700,17-Dec,560952332,560518177,399368973,400094845,192535945,192230562,104052870,104327923,92296697,91665251,82028903,82214427,80536030,80325289,295096285,295955407,253241324,254646957,104077341,103934249,104272689,104139438
(주)에프앤에프홀딩스,7700,18-Dec,646028073,668726803,487248982,495832732,218604074,228071235,152319865,159055709,87385934,85689617,132888763,140119526,76539263,79938193,390814558,394790392,281229014,291131187,95714599,99760359,96434424,101042340
(주)에프앤에프홀딩스,7700,19-Dec,885117753,910336565,657338363,684437158,292469459,293361768,164550332,175941285,101972947,85608418,154346122,160563095,96107833,100881482,489800945,483731960,379068947,400051201,146538919,161362385,167537418,200705199
(주)에프에스엔,214270,15-Dec,,,,,,,,,,,,,,,,,,,,,,
(주)에프에스엔,214270,16-Dec,31453004,32484436,27613154,28457502,19335351,19334137,0,0,9125711,9495910,232360,238916,3471934,4034199,22107290,22463567,23454893,24624305,4393574,4762847,5505864,5993935
(주)에프에스엔,214270,17-Dec,27292458,34193103,40503531,37993333,15141792,19170269,0,0,11920576,14719077,227602,314262,5249064,7821224,31398035,23834074,17360567,25887859,9073668,13171066,9105496,14159259
(주)에프에스엔,214270,18-Dec,37136316,125414863,161066788,189631623,0,0,0,0,10859732,0,248998,3499917,6338381,63371301,97893893,43593771,19467729,120332418,55154396,133122796,63172895,146037852
(주)에프에스엔,214270,19-Dec,38506961,145425213,180852338,196990249,0,0,0,209841,9610262,58691004,4359428,31324521,6398876,53675256,110676187,67299998,19703541,98127494,34757339,89222134,70176151,129690252
(주)에프에스티,36810,11-Dec,45759225,,77155787,,28564318,,12490109,,8529690,,28429270,,11173019,,38399381,,38945131,,25316436,,38756406,
(주)에프에스티,36810,12-Dec,65153665,,93457941,,47138873,,9117797,,12460420,,43673750,,6936506,,40054479,,33072315,,27461589,,53403462,
(주)에프에스티,36810,13-Dec,66385916,66385916,95122281,95460147,45431483,45451151,7999888,7999888,17488226,17488226,46645798,46647686,8579466,8584723,42231464,42564073,33717741,33748454,33033675,33038931,52890817,52896074
(주)에프에스티,36810,14-Dec,66577336,66807545,93279884,93282952,42102270,42349202,7089417,7098783,15990954,16017273,48762904,48781661,7402380,7408694,46389213,46385966,35826963,35922031,34737712,34744027,46890672,46896986
(주)에프에스티,36810,15-Dec,84434815,84636617,109781247,109373768,52527463,52825730,9220567,9239554,11653354,11670325,61663275,61730251,8393291,8397073,54595748,54184486,33711681,33787290,37542635,37546417,55185499,55189282
(주)에프에스티,36810,16-Dec,111881400,112326475,127654913,128227088,76335425,76680495,13972758,13994833,13684757,13686750,62587875,62645127,12654527,12657240,58851574,59421036,49171121,49303693,38749191,38751904,68803339,68806052
(주)에프에스티,36810,17-Dec,191104354,191695210,132965805,134204943,149160986,149371229,22004292,22037144,23517011,23565299,61796289,61840694,15183814,15192511,78352079,79582519,51766519,51987037,40231069,40239766,54613727,54622424
(주)에프에스티,36810,18-Dec,164438268,165054024,138595900,141867686,115667641,115999847,12231663,12269886,20351964,20464469,65794876,65833379,11981672,12024798,92314034,95536412,56360359,56801898,35769884,35819292,46281867,46331274
(주)에프에스티,36810,19-Dec,121655204,125729654,166839090,181134486,73145118,75583411,21616053,22605461,19750351,20083800,88344477,98658271,18830085,19363721,107572368,113154369,58349428,62138712,39719469,46709686,59266723,67980117
(주)에프엔씨엔터테인먼트,173940,14-Dec,32283428,60072237,63849096,76379789,16945192,39672704,141692,761971,4742071,5011302,4339406,4841585,2663861,12164958,54477937,55861966,46219367,65273128,8815324,18893828,9371159,20517823
(주)에프엔씨엔터테인먼트,173940,15-Dec,44318552,72671244,96027928,110111615,31928257,55035159,257330,740177,6424969,5204715,4438324,4875274,6764261,15783520,83586838,86611960,69774855,86301019,11320000,20874933,12441091,23499656
(주)에프엔씨엔터테인먼트,173940,16-Dec,53707136,91417169,89537412,134050054,45547051,76346987,246951,1009971,5952540,7486907,4835002,17971600,7572876,17489045,75419839,106143595,40364079,83642027,13717775,23996558,14117573,27906459
(주)에프엔씨엔터테인먼트,173940,17-Dec,53832745,116687389,74606961,123872017,43784439,94641037,295098,992690,5910233,7355299,4351487,16846066,6337417,18207822,63877168,97129054,33001028,76110821,10421802,22813012,10729792,26742962
(주)에프엔씨엔터테인먼트,173940,18-Dec,47581669,74014342,72503134,84364232,46071830,67847563,194414,716435,4095274,6270569,3628607,3977797,6616879,10143672,60054951,65549021,33625614,47164110,12152618,15779762,12448182,18815211
(주)에프엔씨엔터테인먼트,173940,19-Dec,53546880,84190079,98884157,115339954,49262388,74341385,346357,691107,5866890,9924428,10718324,11893074,9978350,15852549,60883636,66901642,55013785,74363277,33219614,39710145,38000521,48438313
(주)엑사이엔씨,54940,11-Dec,123153033,186774110,82494740,115814997,113126692,163297040,3655491,9200194,11848153,21910323,26710355,37964838,26529686,38308589,37312263,51913625,42277401,69664574,44182500,59281484,45182477,63901372
(주)엑사이엔씨,54940,12-Dec,80931135,142759741,69607626,101135001,76973932,124632301,4045923,9958944,11162389,21979222,26722878,37844374,15154840,24617550,31426119,49224733,29733797,55625925,37440028,48020115,38181507,51910268
(주)엑사이엔씨,54940,13-Dec,65560765,139478280,60713846,95092837,59076630,117432514,3950686,9196471,12390783,24750854,25611356,36903378,14617710,24910685,26695285,47675750,22410410,50895012,33365892,44159163,34018561,47417088
(주)엑사이엔씨,54940,14-Dec,68948630,166550236,59583351,110074365,59550897,133909351,4100953,14153074,10030712,31241377,24922557,38322894,16138110,32219671,33999926,63577650,22097319,64736092,25112187,43051907,25583425,46496715
(주)엑사이엔씨,54940,15-Dec,82823676,152966138,64347425,113080346,74415746,127551629,3755420,10719714,12551018,24192252,23854615,38147268,20273102,30493447,34775195,68792721,29081134,69050103,29459803,41496715,29572230,44287625
(주)엑사이엔씨,54940,16-Dec,109044067,164818419,78281592,129431200,97357209,142345709,4183479,11878259,21379330,29342111,23050541,37912714,28079345,37114871,34419192,71984529,38191708,80658632,43701030,54629989,43862399,57446671
(주)엑사이엔씨,54940,17-Dec,184575755,255852212,87448878,142570221,168036115,229217574,7487450,16319772,10440564,23216229,22664459,36776806,37228257,51558881,30768453,66327709,52500381,97727823,54435199,70347575,56680426,76242512
(주)엑사이엔씨,54940,18-Dec,151515263,224054110,71594851,125384299,135364612,198234979,6954981,18370078,3334352,19086413,21105537,33337841,26004974,41801588,30961651,60742131,38198552,85269368,40163193,60323292,40633200,64642167
(주)엑사이엔씨,54940,19-Dec,139762658,247113216,83576665,143107906,130976960,223753732,6304485,19086833,2207997,23713072,21212465,34839218,33850739,52042348,27363177,61279391,49598748,101385731,53980367,75533085,56213488,81828515
(주)엑세스바이오인코퍼레이션,950130,13-Dec,45837731,45840015,59128547,59189994,21968434,21980483,4192288,4295782,17417155,17417155,9216602,10559090,5438614,5874162,50571069,50196969,39855083,42144622,6563364,6998912,8557477,8993025
(주)엑세스바이오인코퍼레이션,950130,14-Dec,32387575,32305084,67247855,78933427,16899100,16752221,9475865,9684229,14755564,14400952,9977305,16105367,5827070,6022586,57093892,68583949,44472698,53088048,7884320,8079836,10153962,10349478
(주)엑세스바이오인코퍼레이션,950130,15-Dec,34758550,35582621,65728187,81121027,24048658,23895330,6774464,7673734,12696567,12545815,10549457,20677822,1744152,1917508,61665064,76882330,32011525,45784331,1928812,2104385,4063124,4238696
(주)엑세스바이오인코퍼레이션,950130,16-Dec,29762933,32485928,96189633,110244429,17388036,18421371,6999736,8788073,12544703,14083663,11600497,30592852,1862848,2284569,63152029,69661000,46108935,58683071,2419545,2907965,33037604,40583429
(주)엑세스바이오인코퍼레이션,950130,17-Dec,27532808,29464754,83917136,93376260,18735889,20320904,8916966,12183564,5880818,6656104,9851704,31404413,1826854,2364448,55175449,54090036,24699840,38541785,16407648,17239762,28741687,39286224
(주)엑세스바이오인코퍼레이션,950130,18-Dec,37584855,40239207,91740046,94840028,23037482,24647545,9290994,12147933,7524429,8371933,9107774,30378825,3286328,3588422,56572801,43414584,28347285,40496734,22811310,23189887,35167245,51425444
(주)엑세스바이오인코퍼레이션,950130,19-Dec,37379390,43058688,83196219,69730399,29281470,33651694,6258832,8095298,4987096,5582975,10275474,28981150,1495120,2425221,57731296,27900017,19386647,25912635,16701494,17743727,25464923,41830382
(주)엑셈,205100,14-Dec,,,,,,,,,,,,,,,,,,,,,,
(주)엑셈,205100,15-Dec,15753692,20656737,30143819,37299037,6705544,7796860,0,0,4748847,6325873,5635733,6418959,2348833,3155508,24717097,29721636,12588741,19278427,4219973,5614277,5426722,7577401
(주)엑셈,205100,16-Dec,20122347,27549222,47143680,55098712,11698030,13574182,0,0,9660618,10353842,7983592,8687351,5373657,6154692,27036055,32750106,25889231,33522643,8826240,10358191,20107625,22348606
(주)엑셈,205100,17-Dec,24349132,33716596,48294026,61720037,11145051,14689819,0,0,5953977,8722343,6309457,12042263,1607275,4042396,42198432,48550587,26083615,34106990,5436421,8881561,6095594,13169450
(주)엑셈,205100,18-Dec,22614987,32359592,64866925,77768734,9572866,13109343,0,0,3735031,5823423,7597392,12831049,1831591,2466533,58045444,64819253,44953373,51750966,6152717,10702004,6821481,12949481
(주)엑셈,205100,19-Dec,24786109,34454978,71355037,86036975,10439619,14394208,24874,24874,5109136,7648392,10896673,16165801,3225978,4147347,64177084,71836354,49342244,57630263,6550221,8563014,7177952,14200621
(주)엑시콘,92870,15-Dec,52960638,52960638,90807958,90135933,37949679,37949679,9801737,9801737,6837609,6837609,25799101,25799101,5619945,5619945,66230699,65558674,48298745,48427650,14545866,14545866,24577259,24577259
(주)엑시콘,92870,16-Dec,44985040,45115501,94704141,94550122,30276126,30395788,9878164,9878164,10762628,10790146,25970776,25970776,10215058,10240600,70324492,70144931,42076960,43047687,17421298,17446839,24379649,24405191
(주)엑시콘,92870,17-Dec,66441333,67217160,91375430,91402727,44239326,44164752,13217121,13233180,5009005,4905659,25633317,25640977,4136636,4038682,75206685,75452361,38234226,39126292,11736373,11517994,16168745,15950366
(주)엑시콘,92870,18-Dec,56483838,56474117,107931164,107801498,38866159,38866930,14341548,14359397,4056446,4120889,23796566,23802417,3321760,3402471,80781577,80571200,54087536,55732198,11708298,11789009,27149587,27230298
(주)엑시콘,92870,19-Dec,38226674,38230244,103909825,103959650,26212141,26212141,10568211,10568211,7475264,7475616,25174561,25174561,4723014,4800395,74915967,74888412,48522747,50059092,26812633,26890014,28993857,29071238
(주)엔바이오니아,317870,19-Dec,9720397,,30141955,,5506550,,2291716,,870006,,10479114,,1014850,,21553201,,17885485,,4703604,,8588753,
(주)엔씨소프트,36570,11-Dec,500177248,608878406,1144558297,1113431660,94932445,139146699,112114,1264002,65580942,80375384,341850809,366332503,57741634,82889550,964066280,868463480,599838952,638973439,139898990,198682915,180492017,244968180
(주)엔씨소프트,36570,12-Dec,475302065,753520026,1200513922,1316825985,123441291,226175983,111153,2038585,53025481,83645465,399739331,425828132,56026708,94388033,1038823073,1020563562,534191268,674303526,127558644,235652440,161690849,296262423
(주)엔씨소프트,36570,13-Dec,530439554,756655651,1390187662,1479521682,108916410,220451748,51495,934547,63102269,91175837,230439062,248310440,62028705,97743637,1169325796,1158763181,650202682,785504545,165475694,251845267,220861867,320758501
(주)엔씨소프트,36570,14-Dec,612651715,838718200,1592381848,1698826128,103631751,220277005,38052,708400,74426197,99752015,221825102,240839262,58980330,96742407,1366545165,1375594614,875418744,1019545798,158680154,245386467,225836683,323231514
(주)엔씨소프트,36570,15-Dec,616604463,838297603,2101635883,2219197320,107935698,202683140,77134,685710,74896757,97823142,215721100,233821887,52456764,94880818,1794956169,1788935273,924363837,1082774018,225123835,337541366,306679714,430262047
