,회사명,거래소코드,회계년도,기말자본금(*)(IFRS)(천원),기초자본금(IFRS)(천원),기말자본금(*)(IFRS연결)(천원),기초자본금(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),0,1,2,3
8139,(주)퍼시스,16800,Dec-14,14300000,14300000,11111111.11,11111111.11,219919626,11111111.11,0,1254789.63,1.31,
8140,(주)퍼시스,16800,Dec-15,14300000,14300000,11111111.11,11111111.11,243624843,11111111.11,0,1254789.63,10.78,
8141,(주)퍼시스,16800,Dec-16,14300000,14300000,11111111.11,11111111.11,231594907,11111111.11,0,1254789.63,-4.94,
8142,(주)퍼시스,16800,Dec-17,14300000,14300000,11111111.11,11111111.11,289460886,11111111.11,0,1254789.63,24.99,
8143,(주)퍼시스,16800,Dec-18,14300000,14300000,11111111.11,11111111.11,315669242,11111111.11,0,1254789.63,9.05,
8144,(주)퍼시스,16800,Dec-19,14300000,14300000,11111111.11,11111111.11,304749764,11111111.11,0,1254789.63,-3.46,
8145,(주)펄어비스,263750,Dec-18,6471500,6033150,6471500,6033150,366665453,404763992,-54.74,1254789.63,20.32,3542.88
8146,(주)펄어비스,263750,Dec-19,6511500,6471500,6511500,6471500,455670772,535936506,7.93,7.93,24.27,32.41
8147,(주)펩트론,87010,Dec-15,3250000,2830212,11111111.11,11111111.11,2812387,11111111.11,-49.78,71.69,-99.38,-97.93
8148,(주)펩트론,87010,Dec-16,3695289,3250000,11111111.11,11111111.11,3130705,11111111.11,30.57,1254789.63,11.32,
8149,(주)펩트론,87010,Dec-17,3795747,3695289,11111111.11,11111111.11,3215384,11111111.11,16.79,1254789.63,2.7,
8150,(주)펩트론,87010,Dec-18,7663250,3795747,11111111.11,11111111.11,3861733,11111111.11,107.38,1254789.63,20.1,
8151,(주)펩트론,87010,Dec-19,7663250,7663250,11111111.11,11111111.11,1801119,11111111.11,101.89,1254789.63,-53.36,
8152,(주)포메탈,119500,Dec-11,2993670,2993670,11111111.11,11111111.11,67628111,11111111.11,-60.93,1254789.63,3654.78,0
8153,(주)포메탈,119500,Dec-12,6012340,2993670,11111111.11,11111111.11,51788897,11111111.11,100.84,1254789.63,-23.42,
8154,(주)포메탈,119500,Dec-13,6012340,6012340,11111111.11,11111111.11,52351488,11111111.11,100.84,1254789.63,1.09,
8155,(주)포메탈,119500,Dec-14,6012340,6012340,11111111.11,11111111.11,51403574,11111111.11,0,1254789.63,-1.81,
8156,(주)포메탈,119500,Dec-15,6012340,6012340,11111111.11,11111111.11,44939766,11111111.11,0,1254789.63,-12.57,
8157,(주)포메탈,119500,Dec-16,6012340,6012340,11111111.11,11111111.11,45817287,11111111.11,0,1254789.63,1.95,
8158,(주)포메탈,119500,Dec-17,6012340,6012340,11111111.11,11111111.11,54017360,11111111.11,0,1254789.63,17.9,
8159,(주)포메탈,119500,Dec-18,6012340,6012340,11111111.11,11111111.11,55441042,11111111.11,0,1254789.63,2.64,
8160,(주)포메탈,119500,Dec-19,6012340,6012340,11111111.11,11111111.11,51552409,11111111.11,0,1254789.63,-7.01,
8161,(주)포스코아이씨티,22100,Dec-11,68517365,68517365,68517365,68517365,983151888,1006448074,1039.61,1254789.63,1807.09,8958.03
8162,(주)포스코아이씨티,22100,Dec-12,68517365,68517365,68517365,68517365,1017662235,1128387879,0,0,3.51,12.12
8163,(주)포스코아이씨티,22100,Dec-13,76017365,68517365,76017365,68517365,1050746877,1207033019,10.95,10.95,3.25,6.97
8164,(주)포스코아이씨티,22100,Dec-14,76017365,76017365,76017365,76017365,921524007,1064975484,10.95,10.95,-12.3,-11.77
8165,(주)포스코아이씨티,22100,Dec-15,76017365,76017365,76017365,76017365,804863200,840545682,0,0,-12.66,-21.07
8166,(주)포스코아이씨티,22100,Dec-16,76017365,76017365,76017365,76017365,838257963,866893881,0,0,4.15,3.13
8167,(주)포스코아이씨티,22100,Dec-17,76017365,76017365,76017365,76017365,918344970,950592313,0,0,9.55,9.65
8168,(주)포스코아이씨티,22100,Dec-18,76017365,76017365,76017365,76017365,894977850,927076974,0,0,-2.54,-2.47
8169,(주)포스코아이씨티,22100,Dec-19,76017365,76017365,76017365,76017365,936989858,969787010,0,0,4.69,4.61
8170,(주)포스코엠텍,9520,Dec-11,20820000,20820000,20820000,20820000,602154804,669359330,-72.61,-72.61,-35.74,-30.98
8171,(주)포스코엠텍,9520,Dec-12,20820000,20820000,20820000,20820000,618316162,958780277,0,0,2.68,43.24
8172,(주)포스코엠텍,9520,Dec-13,20821352,20820000,20821352,20820000,902540718,906423691,0.01,0.01,45.97,-5.46
8173,(주)포스코엠텍,9520,Dec-14,20821352,20821352,20821352,20821352,432236014,446218919,0.01,0.01,-52.11,-50.77
8174,(주)포스코엠텍,9520,Dec-15,20821352,20821352,20821352,20821352,343223525,366540217,0,0,-20.59,-17.86
8175,(주)포스코엠텍,9520,Dec-16,20821352,20821352,20821352,20821352,259048105,266528977,0,0,-24.52,-27.29
8176,(주)포스코엠텍,9520,Dec-17,20821352,20821352,11111111.11,11111111.11,257832361,11111111.11,0,-46.64,-0.47,-95.83
8177,(주)포스코엠텍,9520,Dec-18,20821352,20821352,11111111.11,11111111.11,300968994,11111111.11,0,1254789.63,16.73,
8178,(주)포스코엠텍,9520,Dec-19,20821352,20821352,11111111.11,11111111.11,288697939,11111111.11,0,1254789.63,-4.08,
8179,(주)포스코인터내셔널,47050,Dec-11,515904075,505273180,515904075,505273180,18758511490,19457178592,2377.76,1254789.63,6397.63,175014.61
8180,(주)포스코인터내셔널,47050,Dec-12,569381455,515904075,569381455,515904075,17011373493,17571126133,12.69,12.69,-9.31,-9.69
8181,(주)포스코인터내셔널,47050,Dec-13,569381455,569381455,569381455,569381455,16601357664,17108578034,10.37,10.37,-2.41,-2.63
8182,(주)포스코인터내셔널,47050,Dec-14,569381455,569381455,569381455,569381455,19938097326,20407753120,0,0,20.1,19.28
8183,(주)포스코인터내셔널,47050,Dec-15,569381455,569381455,569381455,569381455,16881039629,17526906326,0,0,-15.33,-14.12
8184,(주)포스코인터내셔널,47050,Dec-16,569381455,569381455,569381455,569381455,15417229613,16492090197,0,0,-8.67,-5.9
8185,(주)포스코인터내셔널,47050,Dec-17,616875745,569381455,616875745,569381455,20891525634,22571653747,8.34,8.34,35.51,36.86
8186,(주)포스코인터내셔널,47050,Dec-18,616875745,616875745,616875745,616875745,23308796353,25173939721,8.34,8.34,11.57,11.53
8187,(주)포스코인터내셔널,47050,Dec-19,616875745,616875745,616875745,616875745,22743722129,24422574846,0,0,-2.42,-2.98
8188,(주)포스코케미칼,3670,Dec-19,30494110,29535000,30494110,29535000,1434507299,1483769012,-95.06,-95.06,-93.69,-93.92
8189,(주)포시에스,189690,Jun-15,3106400,2436900,3106400,2436900,13062386,13138391,,,,
8190,(주)포시에스,189690,Jun-16,3261488,3106400,3261488,3106400,13635087,14013009,33.84,33.84,4.38,6.66
8191,(주)포시에스,189690,Jun-17,3418948,3261488,3418948,3261488,12224884,12824102,10.06,10.06,-10.34,-8.48
8192,(주)포시에스,189690,Jun-18,3584282,3418948,3584282,3418948,17065804,18083164,9.9,9.9,39.6,41.01
8193,(주)포시에스,189690,Jun-19,3757882,3584282,3757882,3584282,18911644,19745400,9.91,9.91,10.82,9.19
8194,(주)포인트엔지니어링,256630,Dec-17,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,210,210,-41.25,-43.73
8195,(주)포인트엔지니어링,256630,Dec-18,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,1254789.63,1254789.63,,
8196,(주)포인트엔지니어링,256630,Dec-19,5434069,3100000,5434069,3100000,43940444,46664976,1254789.63,1254789.63,,
8197,(주)포커스에이치엔에스,331380,Dec-19,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,258.42,258.42,-74.71,-76.19
8198,(주)폴라리스세원,234100,Dec-17,1816500,1470000,11111111.11,11111111.11,45390977,11111111.11,,,,
8199,(주)폴라리스세원,234100,Dec-18,2238299,1816500,11111111.11,11111111.11,57189709,11111111.11,52.27,1254789.63,25.99,
8200,(주)폴라리스세원,234100,Dec-19,2238299,2238299,2238299,2238299,56871495,81394444,23.22,1254789.63,-0.56,
8201,(주)폴라리스오피스,41020,Dec-11,9120000,9120000,9120000,9120000,31126139,34287287,307.45,307.45,-45.27,-57.88
8202,(주)폴라리스오피스,41020,Dec-12,9120000,9120000,9120000,9120000,43574726,47903170,0,0,39.99,39.71
8203,(주)폴라리스오피스,41020,Dec-13,9309080,9120000,9309080,9120000,52412817,55755176,2.07,2.07,20.28,16.39
8204,(주)폴라리스오피스,41020,Dec-14,9309080,9309080,9309080,9309080,38612455,40799667,2.07,2.07,-26.33,-26.82
8205,(주)폴라리스오피스,41020,Dec-15,9309080,9309080,9309080,9309080,19623360,22425327,0,0,-49.18,-45.04
8206,(주)폴라리스오피스,41020,Dec-16,9309080,9309080,9309080,9309080,8723130,13194593,0,0,-55.55,-41.16
8207,(주)폴라리스오피스,41020,Dec-17,15809080,9309080,15809080,9309080,13315702,15224908,69.82,69.82,52.65,15.39
8208,(주)폴라리스오피스,41020,Dec-18,18731580,15809080,18731580,15809080,22540556,22543822,101.22,101.22,69.28,48.07
8209,(주)폴라리스오피스,41020,Dec-19,18731580,18731580,18731580,18731580,17623813,21048806,18.49,18.49,-21.81,-6.63
8210,(주)폴라리스우노,114630,Dec-11,6506895,5250000,11111111.11,11111111.11,54573795,11111111.11,-65.26,-40.68,209.66,-47.21
8211,(주)폴라리스우노,114630,Dec-12,6506895,6506895,11111111.11,11111111.11,65303913,11111111.11,23.94,1254789.63,19.66,
8212,(주)폴라리스우노,114630,Dec-13,6506895,6506895,11111111.11,11111111.11,62055073,11111111.11,0,1254789.63,-4.97,
8213,(주)폴라리스우노,114630,Dec-14,6506895,6506895,6506895,6506895,49344321,48716976,0,1254789.63,-20.48,
8214,(주)폴라리스우노,114630,Dec-15,6886983,6506895,6886983,6506895,38477852,39669461,5.84,5.84,-22.02,-18.57
8215,(주)폴라리스우노,114630,Dec-16,6886983,6886983,6886983,6886983,38440367,38998431,5.84,5.84,-0.1,-1.69
8216,(주)폴라리스우노,114630,Dec-17,6886983,6886983,6886983,6886983,37607785,38766479,0,0,-2.17,-0.59
8217,(주)폴라리스우노,114630,Dec-18,6886983,6886983,6886983,6886983,44343301,44546936,0,0,17.91,14.91
8218,(주)폴라리스우노,114630,Dec-19,6886983,6886983,6886983,6886983,42362699,42427955,0,0,-4.47,-4.76
8219,(주)푸드나무,290720,Dec-18,3403017,5000,3403017,5000,52877188,52960551,-50.59,-50.59,24.82,24.82
8220,(주)푸드나무,290720,Dec-19,3403017,3403017,3403017,3403017,64741471,64782146,67960.34,67960.34,22.44,22.32
8221,(주)푸드웰,5670,Dec-11,2000000,2000000,2000000,2000000,63402151,86311031,-41.23,-41.23,-2.07,33.23
8222,(주)푸드웰,5670,Dec-12,2000000,2000000,2000000,2000000,70099201,98653519,0,0,10.56,14.3
8223,(주)푸드웰,5670,Dec-13,4000000,2000000,4000000,2000000,64554354,94815178,100,100,-7.91,-3.89
8224,(주)푸드웰,5670,Dec-14,4000000,4000000,4000000,4000000,59401161,95206794,100,100,-7.98,0.41
8225,(주)푸드웰,5670,Dec-15,4000000,4000000,4000000,4000000,61838405,102846166,0,0,4.1,8.02
8226,(주)푸드웰,5670,Dec-16,4000000,4000000,4000000,4000000,69370614,108214044,0,0,12.18,5.22
8227,(주)푸드웰,5670,Dec-17,4000000,4000000,4000000,4000000,72828019,116866660,0,0,4.98,8
8228,(주)푸드웰,5670,Dec-18,4000000,4000000,4000000,4000000,64995172,123789971,0,0,-10.76,5.92
8229,(주)푸드웰,5670,Dec-19,5000000,4000000,5000000,4000000,74567890,143937185,25,25,14.73,16.28
8230,(주)푸른기술,94940,Dec-11,2042958,2042958,11111111.11,11111111.11,29364004,11111111.11,-48.93,177.78,-60.62,-92.28
8231,(주)푸른기술,94940,Dec-12,2042958,2042958,2042958,2042958,27789212,27789212,0,1254789.63,-5.36,
8232,(주)푸른기술,94940,Dec-13,2042958,2042958,2042958,2042958,27139749,28179511,0,0,-2.34,1.4
8233,(주)푸른기술,94940,Dec-14,2042958,2042958,11111111.11,11111111.11,15097627,11111111.11,0,443.87,-44.37,-60.57
8234,(주)푸른기술,94940,Dec-15,2042958,2042958,11111111.11,11111111.11,14452725,11111111.11,0,1254789.63,-4.27,
8235,(주)푸른기술,94940,Dec-16,2820589,2042958,11111111.11,11111111.11,19016678,11111111.11,38.06,1254789.63,31.58,
8236,(주)푸른기술,94940,Dec-17,3287101,2820589,11111111.11,11111111.11,21527372,11111111.11,60.9,1254789.63,13.2,
8237,(주)푸른기술,94940,Dec-18,3287101,3287101,3287101,3287101,24947320,24947320,16.54,1254789.63,15.89,
8238,(주)푸른기술,94940,Dec-19,3287101,3287101,3287101,3287101,23075364,23398104,0,0,-7.5,-6.21
8239,(주)풀무원,17810,Dec-11,19045475,19045475,19045475,19045475,69643230,1370528860,479.4,479.4,201.81,5757.44
8240,(주)풀무원,17810,Dec-12,19045475,19045475,19045475,19045475,53390275,1457884336,0,0,-23.34,6.37
8241,(주)풀무원,17810,Dec-13,19045475,19045475,19045475,19045475,54311313,1521708340,0,0,1.73,4.38
8242,(주)풀무원,17810,Dec-14,19045475,19045475,19045475,19045475,73999664,1678094350,0,0,36.25,10.28
8243,(주)풀무원,17810,Dec-15,19045475,19045475,19045475,19045475,64501279,1846488477,0,0,-12.84,10.03
8244,(주)풀무원,17810,Dec-16,19045475,19045475,19045475,19045475,68772985,2030673098,0,0,6.62,9.97
8245,(주)풀무원,17810,Dec-17,19045475,19045475,19045475,19045475,73164966,2238114683,0,0,6.39,10.22
8246,(주)풀무원,17810,Dec-18,21062765,19045475,21062765,19045475,77181223,2271973132,10.59,10.59,5.49,1.51
8247,(주)풀무원,17810,Dec-19,21062765,21062765,21062765,21062765,79033026,2381451203,10.59,10.59,2.4,4.82
8248,(주)풍강,93380,Aug-11,4300000,4300000,11111111.11,11111111.11,76777081,11111111.11,-79.58,-47.25,-2.85,-99.53
8249,(주)풍강,93380,Aug-12,4300000,4300000,11111111.11,11111111.11,87583661,11111111.11,0,1254789.63,14.08,
8250,(주)풍강,93380,Aug-13,4939657,4300000,11111111.11,11111111.11,88253230,11111111.11,14.88,1254789.63,0.76,
8251,(주)풍강,93380,Aug-14,4939657,4939657,4939657,4939657,91559304,91561284,14.88,1254789.63,3.75,
8252,(주)풍강,93380,Aug-15,4939657,4939657,4939657,4939657,88558901,89382644,0,0,-3.28,-2.38
8253,(주)풍강,93380,Aug-16,4939657,4939657,4939657,4939657,86128049,86337847,0,0,-2.74,-3.41
8254,(주)풍강,93380,Aug-17,4939657,4939657,4939657,4939657,83101332,83342390,0,0,-3.51,-3.47
8255,(주)풍강,93380,Aug-18,4939657,4939657,4939657,4939657,79003570,79043460,0,0,-4.93,-5.16
8256,(주)풍강,93380,Aug-19,4939657,4939657,4939657,4939657,80281631,81455152,0,0,1.62,3.05
8257,(주)풍산,103140,Dec-11,140121390,140121390,140121390,140121390,2294060534,2881349835,2736.66,2736.66,2757.52,3437.35
8258,(주)풍산,103140,Dec-12,140121390,140121390,140121390,140121390,2341407324,2900282173,0,0,2.06,0.66
8259,(주)풍산,103140,Dec-13,140121390,140121390,140121390,140121390,2372687343,3022001155,0,0,1.34,4.2
8260,(주)풍산,103140,Dec-14,140121390,140121390,140121390,140121390,2243350091,3000256080,0,0,-5.45,-0.72
8261,(주)풍산,103140,Dec-15,140121390,140121390,140121390,140121390,2040816532,2819677315,0,0,-9.03,-6.02
8262,(주)풍산,103140,Dec-16,140121390,140121390,140121390,140121390,2034463841,2831770052,0,0,-0.31,0.43
8263,(주)풍산,103140,Dec-17,140121390,140121390,140121390,140121390,2257262819,2944963083,0,0,10.95,4
8264,(주)풍산,103140,Dec-18,140121390,140121390,140121390,140121390,2162546325,2774499775,0,0,-4.2,-5.79
8265,(주)풍산,103140,Dec-19,140121390,140121390,140121390,140121390,1880761562,2451305535,0,0,-13.03,-11.65
8266,(주)풍산홀딩스,5810,Dec-11,45175835,45175835,45175835,45175835,100010502,201321415,-67.76,-67.76,-94.68,-91.79
8267,(주)풍산홀딩스,5810,Dec-12,45175835,45175835,45175835,45175835,99978855,229601791,0,0,-0.03,14.05
8268,(주)풍산홀딩스,5810,Dec-13,45175835,45175835,45175835,45175835,111570425,277190876,0,0,11.59,20.73
8269,(주)풍산홀딩스,5810,Dec-14,45175835,45175835,45175835,45175835,120372243,273098423,0,0,7.89,-1.48
8270,(주)풍산홀딩스,5810,Dec-15,45175835,45175835,45175835,45175835,115420703,272085363,0,0,-4.11,-0.37
8271,(주)풍산홀딩스,5810,Dec-16,45175835,45175835,45175835,45175835,112149238,297587275,0,0,-2.83,9.37
8272,(주)풍산홀딩스,5810,Dec-17,45175835,45175835,45175835,45175835,117828253,314763117,0,0,5.06,5.77
8273,(주)풍산홀딩스,5810,Dec-18,45175835,45175835,45175835,45175835,117460046,306063836,0,0,-0.31,-2.76
8274,(주)풍산홀딩스,5810,Dec-19,45175835,45175835,45175835,45175835,101849204,264414749,0,0,-13.29,-13.61
8275,(주)퓨쳐켐,220100,Dec-16,2811070,1284500,11111111.11,11111111.11,1625312,11111111.11,-93.78,-75.4,-98.4,-95.8
8276,(주)퓨쳐켐,220100,Dec-17,2811070,2811070,2811070,2811070,2442796,2998387,118.85,1254789.63,50.3,
8277,(주)퓨쳐켐,220100,Dec-18,2874570,2811070,2874570,2811070,2697268,5635487,2.26,2.26,10.42,87.95
8278,(주)퓨쳐켐,220100,Dec-19,2874570,2874570,2874570,2874570,4025364,8166655,2.26,2.26,49.24,44.91
8279,(주)프럼파스트,35200,Dec-11,3080000,3080000,3080000,3080000,28108904,39827231,7.15,7.15,598.29,387.68
8280,(주)프럼파스트,35200,Dec-12,3080000,3080000,3080000,3080000,31746014,43011320,0,0,12.94,7.99
8281,(주)프럼파스트,35200,Dec-13,3080000,3080000,3080000,3080000,34183463,47050227,0,0,7.68,9.39
8282,(주)프럼파스트,35200,Dec-14,3080000,3080000,3080000,3080000,33961321,44378602,0,0,-0.65,-5.68
8283,(주)프럼파스트,35200,Dec-15,3080000,3080000,3080000,3080000,33653913,38644500,0,0,-0.91,-12.92
8284,(주)프럼파스트,35200,Dec-16,3668132,3080000,3668132,3080000,37219125,45347132,19.1,19.1,10.59,17.34
8285,(주)프럼파스트,35200,Dec-17,4020997,3668132,4020997,3668132,41579682,48804038,30.55,30.55,11.72,7.62
8286,(주)프럼파스트,35200,Dec-18,4423059,4020997,4423059,4020997,29757853,32686309,20.58,20.58,-28.43,-33.03
8287,(주)프럼파스트,35200,Dec-19,4865296,4423059,4865295,4423059,28298862,29378879,21,21,-4.9,-10.12
8288,(주)프로스테믹스,203690,Dec-14,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,151.21,151.21,-60.74,-62.18
8289,(주)프로스테믹스,203690,Dec-15,4338563,5502293,4338563,5502293,14596825,14834938,1254789.63,1254789.63,,
8290,(주)프로스테믹스,203690,Dec-16,4516563,4338563,4516563,4338563,14283438,14164334,-17.91,-17.91,-2.15,-4.52
8291,(주)프로스테믹스,203690,Dec-17,4516563,4516563,4516563,4516563,6021713,6564594,4.1,4.1,-57.84,-53.65
8292,(주)프로스테믹스,203690,Dec-18,4537482,4516563,4537482,4516563,4638071,4719948,0.46,0.46,-22.98,-28.1
8293,(주)프로스테믹스,203690,Dec-19,4567650,4537482,4567650,4537482,6827727,7127477,1.13,1.13,47.21,51.01
8294,(주)프로이천,321260,Dec-19,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,144.87,144.87,62.74,55.89
8295,(주)프로텍,53610,Dec-11,4500000,3894444,11111111.11,11111111.11,54490384,11111111.11,,,,
8296,(주)프로텍,53610,Dec-12,4500000,4500000,4500000,4500000,78045988,81052470,15.55,1254789.63,43.23,
8297,(주)프로텍,53610,Dec-13,4500000,4500000,4500000,4500000,60161985,66121896,0,0,-22.91,-18.42
8298,(주)프로텍,53610,Dec-14,4500000,4500000,4500000,4500000,88006986,92547433,0,0,46.28,39.96
8299,(주)프로텍,53610,Dec-15,4500000,4500000,4500000,4500000,70304257,75099920,0,0,-20.12,-18.85
8300,(주)프로텍,53610,Dec-16,4699453,4500000,4699453,4500000,89322692,94840058,4.43,4.43,27.05,26.29
8301,(주)프로텍,53610,Dec-17,4730102,4699453,4730102,4699453,145728441,149802231,5.11,5.11,63.15,57.95
8302,(주)프로텍,53610,Dec-18,4730102,4730102,4730102,4730102,150087378,153993870,0.65,0.65,2.99,2.8
8303,(주)프로텍,53610,Dec-19,5500000,4730102,5500000,4730102,175007967,179775053,16.28,16.28,16.6,16.74
8304,(주)프리엠스,53160,Dec-11,3000000,3000000,3000000,3000000,31382977,32743993,-36.58,-36.58,-82.07,-81.79
8305,(주)프리엠스,53160,Dec-12,3000000,3000000,3000000,3000000,38108908,38573896,0,0,21.43,17.8
8306,(주)프리엠스,53160,Dec-13,3000000,3000000,3000000,3000000,34810927,35190257,0,0,-8.65,-8.77
8307,(주)프리엠스,53160,Dec-14,3000000,3000000,3000000,3000000,29631505,29939341,0,0,-14.88,-14.92
8308,(주)프리엠스,53160,Dec-15,3000000,3000000,3000000,3000000,24297566,24540780,0,0,-18,-18.03
8309,(주)프리엠스,53160,Dec-16,3000000,3000000,3000000,3000000,20167748,20251366,0,0,-17,-17.48
8310,(주)프리엠스,53160,Dec-17,3000000,3000000,3000000,3000000,28478908,28663902,0,0,41.21,41.54
8311,(주)프리엠스,53160,Dec-18,3000000,3000000,3000000,3000000,26980243,27277496,0,0,-5.26,-4.84
8312,(주)프리엠스,53160,Dec-19,3000000,3000000,3000000,3000000,18306019,18444454,0,0,-32.15,-32.38
8313,(주)플래스크,41590,Dec-11,8084414,7881757,11111111.11,11111111.11,55954544,11111111.11,169.48,270.37,205.66,-39.76
8314,(주)플래스크,41590,Dec-12,8084414,8084414,11111111.11,11111111.11,72601683,11111111.11,2.57,1254789.63,29.75,
8315,(주)플래스크,41590,Dec-13,8588649,8084414,11111111.11,11111111.11,54525327,11111111.11,6.24,1254789.63,-24.9,
8316,(주)플래스크,41590,Dec-14,10409296,8588649,11111111.11,11111111.11,75065975,11111111.11,28.76,1254789.63,37.67,
8317,(주)플래스크,41590,Dec-15,12867481,10409296,12867481,10409296,44803152,44805720,49.82,1254789.63,-40.31,
8318,(주)플래스크,41590,Dec-16,15118691,12867481,15118691,12867481,47634041,80724853,45.24,45.24,6.32,80.17
8319,(주)플래스크,41590,Dec-17,20581565,15118691,20581565,15118691,35808360,35808360,59.95,59.95,-24.83,-55.64
8320,(주)플래스크,41590,Dec-18,22237395,20581565,22237395,20581565,20512351,34081695,47.09,47.09,-42.72,-4.82
8321,(주)플래스크,41590,Dec-19,32813650,22237395,32813650,22237395,11993635,18906182,59.43,59.43,-41.53,-44.53
8322,(주)플랜티넷,75130,Dec-11,4480000,4480000,4480000,4480000,14072220,21808218,-79.85,-79.85,17.33,15.35
8323,(주)플랜티넷,75130,Dec-12,4480000,4480000,4480000,4480000,13575032,25523192,0,0,-3.53,17.03
8324,(주)플랜티넷,75130,Dec-13,4480000,4480000,4480000,4480000,13321549,28452629,0,0,-1.87,11.48
8325,(주)플랜티넷,75130,Dec-14,4480000,4480000,4480000,4480000,12893712,23340031,0,0,-3.21,-17.97
8326,(주)플랜티넷,75130,Dec-15,4480000,4480000,4480000,4480000,13102934,24831198,0,0,1.62,6.39
8327,(주)플랜티넷,75130,Dec-16,4480000,4480000,4480000,4480000,17365420,27804609,0,0,32.53,11.97
8328,(주)플랜티넷,75130,Dec-17,4480000,4480000,4480000,4480000,15963826,22098488,0,0,-8.07,-20.52
8329,(주)플랜티넷,75130,Dec-18,4480000,4480000,4480000,4480000,16134614,23236497,0,0,1.07,5.15
8330,(주)플랜티넷,75130,Dec-19,4480000,4480000,4480000,4480000,9784073,23557318,0,0,-39.36,1.38
8331,(주)플레이그램,9810,Dec-11,13150823,13150823,13150823,13150823,14828834,17118596,193.55,193.55,51.56,-27.33
8332,(주)플레이그램,9810,Dec-12,13150823,13150823,13150823,13150823,10053033,13500975,0,0,-32.21,-21.13
8333,(주)플레이그램,9810,Dec-13,14100443,13150823,14100443,13150823,9821388,12467423,7.22,7.22,-2.3,-7.66
8334,(주)플레이그램,9810,Dec-14,14843383,14100443,14843383,14100443,8911907,11884952,12.87,12.87,-9.26,-4.67
8335,(주)플레이그램,9810,Dec-15,16854745,14843383,16854745,14843383,26387163,27036654,19.53,19.53,196.09,127.49
8336,(주)플레이그램,9810,Dec-16,33128855,16854745,33128855,16854745,17300247,18298055,123.19,123.19,-34.44,-32.32
8337,(주)플레이그램,9810,Dec-17,33865232,33128855,33865232,33128855,28103183,28103183,100.92,100.92,62.44,53.59
8338,(주)플레이그램,9810,Dec-18,40619448,33865232,40619448,33865232,6528350,6528350,22.61,22.61,-76.77,-76.77
8339,(주)플레이그램,9810,Dec-19,41789301,40619448,41789301,40619448,8774910,8774910,23.4,23.4,34.41,34.41
8340,(주)플레이위드,23770,Dec-11,4548622,4012057,4548622,4012057,10445919,18280049,-88.8,-88.8,19.04,108.32
8341,(주)플레이위드,23770,Dec-12,4548622,4548622,4548622,4548622,10490453,17600255,13.37,13.37,0.43,-3.72
8342,(주)플레이위드,23770,Dec-13,5361622,4548622,5361622,4548622,7872026,13809221,17.87,17.87,-24.96,-21.54
8343,(주)플레이위드,23770,Dec-14,1437916,5361622,11111111.11,11111111.11,7928977,11111111.11,-68.39,144.27,0.72,-19.54
8344,(주)플레이위드,23770,Dec-15,1437916,1437916,11111111.11,11111111.11,8669418,11111111.11,-73.18,1254789.63,9.34,
8345,(주)플레이위드,23770,Dec-16,1537735,1437916,11111111.11,11111111.11,11813009,11111111.11,6.94,1254789.63,36.26,
8346,(주)플레이위드,23770,Dec-17,1537735,1537735,11111111.11,11111111.11,11924641,11111111.11,6.94,1254789.63,0.94,
8347,(주)플레이위드,23770,Dec-18,1794773,1537735,11111111.11,11111111.11,11815231,11111111.11,16.72,1254789.63,-0.92,
8348,(주)플레이위드,23770,Dec-19,2131669,1794773,11111111.11,11111111.11,56031811,11111111.11,38.62,1254789.63,374.23,
8349,(주)플리토,300080,Dec-19,2591906,1062000,2591906,1062000,1861889,1985147,44.41,1254789.63,-96.68,-82.13
8350,(주)피델릭스,32580,Dec-11,9133637,9133637,11111111.11,11111111.11,84353501,11111111.11,,,,
8351,(주)피델릭스,32580,Dec-12,9133637,9133637,9133637,9133637,93256004,93256004,0,1254789.63,10.55,
8352,(주)피델릭스,32580,Dec-13,9133637,9133637,9133637,9133637,87521848,87521848,0,0,-6.15,-6.15
8353,(주)피델릭스,32580,Dec-14,9133637,9133637,9133637,9133637,78116195,78116195,0,0,-10.75,-10.75
8354,(주)피델릭스,32580,Dec-15,10283637,9133637,11111111.11,11111111.11,65582245,11111111.11,12.59,21.65,-16.05,-85.78
8355,(주)피델릭스,32580,Dec-16,10283637,10283637,11111111.11,11111111.11,56465192,11111111.11,12.59,1254789.63,-13.9,
8356,(주)피델릭스,32580,Dec-17,10283637,10283637,11111111.11,11111111.11,61153253,11111111.11,0,1254789.63,8.3,
8357,(주)피델릭스,32580,Dec-18,10720529,10283637,11111111.11,11111111.11,75433665,11111111.11,4.25,1254789.63,23.35,
8358,(주)피델릭스,32580,Dec-19,13149933,10720529,11111111.11,11111111.11,56029896,11111111.11,27.87,1254789.63,-25.72,
8359,(주)피씨디렉트,51380,Dec-11,1929000,1929000,11111111.11,11111111.11,177433336,11111111.11,-82.01,1254789.63,216.68,0
