,회사명,거래소코드,회계년도,기말자본금(*)(IFRS)(천원),기초자본금(IFRS)(천원),기말자본금(*)(IFRS연결)(천원),기초자본금(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원),0,1,2,3
1106,(주)데이타솔루션,263800,Dec-17,7679290,6000290,11111111.11,11111111.11,90041947,11111111.11,91.69,177.36,-38.18,-92.54
1107,(주)데이타솔루션,263800,Dec-18,7859290,7679290,11111111.11,11111111.11,98116700,11111111.11,30.98,1254789.63,8.97,
1108,(주)데이타솔루션,263800,Dec-19,7884290,7859290,11111111.11,11111111.11,101169469,11111111.11,2.67,1254789.63,3.11,
1109,(주)덱스터스튜디오,206560,Dec-15,5353822,681850,5353822,681850,26054827,26054827,-31.88,1254789.63,-74.25,134.49
1110,(주)덱스터스튜디오,206560,Dec-16,10845135,5353822,10845135,5353822,31776984,31776984,1490.55,1490.55,21.96,21.96
1111,(주)덱스터스튜디오,206560,Dec-17,11184675,10845135,11184675,10845135,24984428,25334023,108.91,108.91,-21.38,-20.28
1112,(주)덱스터스튜디오,206560,Dec-18,12318765,11184675,12318765,11184675,35739469,39216741,13.59,13.59,43.05,54.8
1113,(주)덱스터스튜디오,206560,Dec-19,12328765,12318765,12328765,12318765,38294449,55482725,10.23,10.23,7.15,41.48
1114,(주)덴티스,261200,Dec-17,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,-9.8,-9.8,-70.99,-79.97
1115,(주)덴티스,261200,Dec-18,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,1254789.63,1254789.63,,
1116,(주)덴티스,261200,Dec-19,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,11111111.11,1254789.63,1254789.63,,
1117,(주)덴티움,145720,Dec-17,6184415,6184415,6184415,6184415,122526473,150645644,1254789.63,1254789.63,1002.74,1255.81
1118,(주)덴티움,145720,Dec-18,6184415,6184415,6184415,6184415,145739045,186316234,0,0,18.94,23.68
1119,(주)덴티움,145720,Dec-19,6184415,6184415,6184415,6184415,207592934,252587273,0,0,42.44,35.57
1120,(주)도화엔지니어링,2150,Dec-11,8430000,8430000,11111111.11,11111111.11,282096884,11111111.11,36.31,79.66,35.89,-95.6
1121,(주)도화엔지니어링,2150,Dec-12,8430000,8430000,11111111.11,11111111.11,282716150,11111111.11,0,1254789.63,0.22,
1122,(주)도화엔지니어링,2150,Dec-13,16860000,8430000,11111111.11,11111111.11,270205936,11111111.11,100,1254789.63,-4.43,
1123,(주)도화엔지니어링,2150,Dec-14,16860000,16860000,11111111.11,11111111.11,229647463,11111111.11,100,1254789.63,-15.01,
1124,(주)도화엔지니어링,2150,Dec-15,16860000,16860000,11111111.11,11111111.11,275048204,11111111.11,0,1254789.63,19.77,
1125,(주)도화엔지니어링,2150,Dec-16,16860000,16860000,11111111.11,11111111.11,324737933,11111111.11,0,1254789.63,18.07,
1126,(주)도화엔지니어링,2150,Dec-17,16860000,16860000,16860000,16860000,398213957,398950053,0,1254789.63,22.63,
1127,(주)도화엔지니어링,2150,Dec-18,16860000,16860000,16860000,16860000,401239892,402472582,0,0,0.76,0.88
1128,(주)도화엔지니어링,2150,Dec-19,16860000,16860000,16860000,16860000,514884271,516127676,0,0,28.32,28.24
1129,(주)동구바이오제약,6620,Dec-18,4802000,3811403,11111111.11,11111111.11,104837387,11111111.11,-71.52,-34.1,-79.64,-97.85
1130,(주)동구바이오제약,6620,Dec-19,4802000,4802000,11111111.11,11111111.11,125235187,11111111.11,25.99,1254789.63,19.46,
1131,(주)동국알앤에스,75970,Dec-11,18400000,18400000,18400000,18400000,148238581,154053142,283.17,1254789.63,18.37,1286.48
1132,(주)동국알앤에스,75970,Dec-12,18400000,18400000,18400000,18400000,122220583,129926945,0,0,-17.55,-15.66
1133,(주)동국알앤에스,75970,Dec-13,18400000,18400000,18400000,18400000,108707901,117332476,0,0,-11.06,-9.69
1134,(주)동국알앤에스,75970,Dec-14,18400000,18400000,18400000,18400000,102228141,110150597,0,0,-5.96,-6.12
1135,(주)동국알앤에스,75970,Dec-15,18400000,18400000,18400000,18400000,76183392,98898658,0,0,-25.48,-10.22
1136,(주)동국알앤에스,75970,Dec-16,18400000,18400000,18400000,18400000,67042606,94528209,0,0,-12,-4.42
1137,(주)동국알앤에스,75970,Dec-17,18400000,18400000,18400000,18400000,68756029,95193818,0,0,2.56,0.7
1138,(주)동국알앤에스,75970,Dec-18,18400000,18400000,18400000,18400000,76379761,101618391,0,0,11.09,6.75
1139,(주)동국알앤에스,75970,Dec-19,18400000,18400000,18400000,18400000,71822024,101828656,0,0,-5.97,0.21
1140,(주)동국에스엔씨,100130,Dec-11,28571500,28571500,28571500,28571500,115568473,116891942,55.28,55.28,60.91,14.79
1141,(주)동국에스엔씨,100130,Dec-12,28571500,28571500,28571500,28571500,138418428,139563701,0,0,19.77,19.4
1142,(주)동국에스엔씨,100130,Dec-13,28571500,28571500,28571500,28571500,139810707,140907254,0,0,1.01,0.96
1143,(주)동국에스엔씨,100130,Dec-14,28571500,28571500,28571500,28571500,202243552,203075322,0,0,44.66,44.12
1144,(주)동국에스엔씨,100130,Dec-15,28571500,28571500,28571500,28571500,210568798,211285538,0,0,4.12,4.04
1145,(주)동국에스엔씨,100130,Dec-16,28571500,28571500,28571500,28571500,207195857,383878885,0,0,-1.6,81.69
1146,(주)동국에스엔씨,100130,Dec-17,28571500,28571500,28571500,28571500,172792712,367922824,0,0,-16.6,-4.16
1147,(주)동국에스엔씨,100130,Dec-18,28571500,28571500,28571500,28571500,165727686,363113418,0,0,-4.09,-1.31
1148,(주)동국에스엔씨,100130,Dec-19,28571500,28571500,28571500,28571500,174461880,317847252,0,0,5.27,-12.47
1149,(주)동남합성,23450,Dec-11,6391615,6391615,11111111.11,11111111.11,59784516,11111111.11,-77.63,-61.11,-65.73,-96.5
1150,(주)동남합성,23450,Dec-12,6391615,6391615,11111111.11,11111111.11,61964194,11111111.11,0,1254789.63,3.65,
1151,(주)동남합성,23450,Dec-13,6391615,6391615,11111111.11,11111111.11,60564486,11111111.11,0,1254789.63,-2.26,
1152,(주)동남합성,23450,Dec-14,6399415,6391615,11111111.11,11111111.11,76119599,11111111.11,0.12,1254789.63,25.68,
1153,(주)동남합성,23450,Dec-15,6448065,6399415,11111111.11,11111111.11,76498187,11111111.11,0.88,1254789.63,0.5,
1154,(주)동남합성,23450,Dec-16,7865040,6448065,11111111.11,11111111.11,104228395,11111111.11,22.9,1254789.63,36.25,
1155,(주)동남합성,23450,Dec-17,7889435,7865040,11111111.11,11111111.11,137438595,11111111.11,22.35,1254789.63,31.86,
1156,(주)동남합성,23450,Dec-18,7919280,7889435,11111111.11,11111111.11,139266809,11111111.11,0.69,1254789.63,1.33,
1157,(주)동남합성,23450,Dec-19,3125564,7919280,11111111.11,11111111.11,126057340,11111111.11,-60.38,1254789.63,-9.49,
1158,(주)동방,4140,Dec-11,21523970,21523970,21523970,21523970,472871652,585508996,171.79,1254789.63,275.12,5169.58
1159,(주)동방,4140,Dec-12,24174146,21523970,24174146,21523970,485103227,619415412,12.31,12.31,2.59,5.79
1160,(주)동방,4140,Dec-13,24174146,24174146,24174146,24174146,497411189,635368921,12.31,12.31,2.54,2.58
1161,(주)동방,4140,Dec-14,24174146,24174146,24174146,24174146,508700373,633716236,0,0,2.27,-0.26
1162,(주)동방,4140,Dec-15,26811507,24174146,26811507,24174146,522629368,629844689,10.91,10.91,2.74,-0.61
1163,(주)동방,4140,Dec-16,37811507,26811507,37811507,26811507,468813154,575084778,56.41,56.41,-10.3,-8.69
1164,(주)동방,4140,Dec-17,37811507,37811507,37811507,37811507,413905870,506138372,41.03,41.03,-11.71,-11.99
1165,(주)동방,4140,Dec-18,38093785,37811507,38093785,37811507,474418754,526437269,0.75,0.75,14.62,4.01
1166,(주)동방,4140,Dec-19,38093785,38093785,38093785,38093785,577078497,633047832,0.75,0.75,21.64,20.25
1167,(주)동방선기,99410,Dec-11,3000000,3000000,3000000,3000000,36527616,55491589,-92.12,-92.12,-93.67,-91.23
1168,(주)동방선기,99410,Dec-12,3000000,3000000,3000000,3000000,28754075,38614066,0,0,-21.28,-30.41
1169,(주)동방선기,99410,Dec-13,5481501,3000000,5481501,3000000,22347216,24243352,82.72,82.72,-22.28,-37.22
1170,(주)동방선기,99410,Dec-14,5481501,5481501,5481501,5481501,25955520,35538546,82.72,82.72,16.15,46.59
1171,(주)동방선기,99410,Dec-15,5481501,5481501,5481501,5481501,33449173,45092509,0,0,28.87,26.88
1172,(주)동방선기,99410,Dec-16,6770501,5481501,6770501,5481501,29215663,29202617,23.52,23.52,-12.66,-35.24
1173,(주)동방선기,99410,Dec-17,6770501,6770501,11111111.11,11111111.11,19302291,11111111.11,23.52,102.7,-33.93,-61.95
1174,(주)동방선기,99410,Dec-18,6770501,6770501,11111111.11,11111111.11,17058634,11111111.11,0,1254789.63,-11.62,
1175,(주)동방선기,99410,Dec-19,6770501,6770501,11111111.11,11111111.11,23630293,11111111.11,0,1254789.63,38.52,
1176,(주)동방아그로,7590,Dec-11,6808959,6808959,6808959,6808959,104135497,104135497,0.57,1254789.63,340.69,837.22
1177,(주)동방아그로,7590,Dec-12,6808959,6808959,6808959,6808959,105441229,105441229,0,0,1.25,1.25
1178,(주)동방아그로,7590,Dec-13,6808959,6808959,6808959,6808959,109239930,109239930,0,0,3.6,3.6
1179,(주)동방아그로,7590,Dec-14,6808959,6808959,6808959,6808959,114629208,114629208,0,0,4.93,4.93
1180,(주)동방아그로,7590,Dec-15,6808959,6808959,6808959,6808959,115830676,115830676,0,0,1.05,1.05
1181,(주)동방아그로,7590,Dec-16,6808959,6808959,6808959,6808959,115846147,115846147,0,0,0.01,0.01
1182,(주)동방아그로,7590,Dec-17,6808959,6808959,6808959,6808959,119813342,120248595,0,0,3.42,3.8
1183,(주)동방아그로,7590,Dec-18,6808959,6808959,6808959,6808959,120665547,121108495,0,0,0.71,0.72
1184,(주)동방아그로,7590,Dec-19,6808959,6808959,6808959,6808959,124071228,124644780,0,0,2.82,2.92
1185,(주)동서,26960,Dec-16,49850000,49850000,49850000,49850000,466716608,513790349,632.12,632.12,276.17,312.2
1186,(주)동서,26960,Dec-17,49850000,49850000,49850000,49850000,503282371,559080361,0,0,7.83,8.81
1187,(주)동서,26960,Dec-18,49850000,49850000,49850000,49850000,495108546,563524574,0,0,-1.62,0.79
1188,(주)동서,26960,Dec-19,49850000,49850000,49850000,49850000,441898585,502235935,0,0,-10.75,-10.88
1189,(주)동성케미컬,102260,Dec-11,24121467,22496300,24121467,22496300,12065936,582112775,-51.61,-51.61,-97.27,15.9
1190,(주)동성케미컬,102260,Dec-12,27426202,24121467,27426202,24121467,11085455,654021296,21.91,21.91,-8.13,12.35
1191,(주)동성케미컬,102260,Dec-13,35084706,27426202,35084706,27426202,14488242,823409697,45.45,45.45,30.7,25.9
1192,(주)동성케미컬,102260,Dec-14,36214645,35084706,36214645,35084706,16377022,905441155,32.04,32.04,13.04,9.96
1193,(주)동성케미컬,102260,Dec-15,45444970,36214645,45444970,36214645,128809331,871224899,29.53,29.53,686.52,-3.78
1194,(주)동성케미컬,102260,Dec-16,45444970,45444970,45444970,45444970,239571735,852912858,25.49,25.49,85.99,-2.1
1195,(주)동성케미컬,102260,Dec-17,45444970,45444970,45444970,45444970,306417726,827336387,0,0,27.9,-3
1196,(주)동성케미컬,102260,Dec-18,45444970,45444970,45444970,45444970,325020893,813073125,0,0,6.07,-1.72
1197,(주)동성케미컬,102260,Dec-19,45444970,45444970,45444970,45444970,277935691,849786144,0,0,-14.49,4.52
1198,(주)동성화인텍,33500,Dec-11,13821805,13821805,11111111.11,11111111.11,177618063,11111111.11,-69.59,-75.55,-36.09,-98.69
1199,(주)동성화인텍,33500,Dec-12,13821805,13821805,11111111.11,11111111.11,239381785,11111111.11,0,1254789.63,34.77,
1200,(주)동성화인텍,33500,Dec-13,13821805,13821805,11111111.11,11111111.11,409450161,11111111.11,0,1254789.63,71.04,
1201,(주)동성화인텍,33500,Dec-14,13821805,13821805,11111111.11,11111111.11,420798887,11111111.11,0,1254789.63,2.77,
1202,(주)동성화인텍,33500,Dec-15,13821805,13821805,13821805,13821805,345919256,347135317,0,1254789.63,-17.79,
1203,(주)동성화인텍,33500,Dec-16,13821805,13821805,13821805,13821805,332654028,335005289,0,0,-3.83,-3.49
1204,(주)동성화인텍,33500,Dec-17,13821805,13821805,13821805,13821805,212626849,230970494,0,0,-36.08,-31.05
1205,(주)동성화인텍,33500,Dec-18,13821805,13821805,13821805,13821805,185329974,188129063,0,0,-12.84,-18.55
1206,(주)동성화인텍,33500,Dec-19,13821805,13821805,13821805,13821805,238406562,253271782,0,0,28.64,34.63
1207,(주)동아엘텍,88130,Dec-11,3300000,3300000,3300000,3300000,30831019,64235041,-76.12,-76.12,-87.07,-74.64
1208,(주)동아엘텍,88130,Dec-12,3464948,3300000,3464948,3300000,26662109,67364061,5,5,-13.52,4.87
1209,(주)동아엘텍,88130,Dec-13,4038648,3464948,4038648,3464948,52669831,91172444,22.38,22.38,97.55,35.34
1210,(주)동아엘텍,88130,Dec-14,4236263,4038648,4236263,4038648,72914338,119044673,22.26,22.26,38.44,30.57
1211,(주)동아엘텍,88130,Dec-15,5575148,4236263,5575148,4236263,90855338,119717924,38.04,38.04,24.61,0.57
1212,(주)동아엘텍,88130,Dec-16,5575148,5575148,5575148,5575148,73871347,216159935,31.61,31.61,-18.69,80.56
1213,(주)동아엘텍,88130,Dec-17,5575148,5575148,5575148,5575148,124693976,250506618,0,0,68.8,15.89
1214,(주)동아엘텍,88130,Dec-18,5575148,5575148,5575148,5575148,131466999,253511129,0,0,5.43,1.2
1215,(주)동아엘텍,88130,Dec-19,5575148,5575148,5575148,5575148,112102348,202944664,0,0,-14.73,-19.95
1216,(주)동아지질,28100,Dec-11,5750000,5750000,5750000,5750000,251872404,253840382,3.14,3.14,124.68,25.08
1217,(주)동아지질,28100,Dec-12,5750000,5750000,5750000,5750000,277031753,283352820,0,0,9.99,11.63
1218,(주)동아지질,28100,Dec-13,5750000,5750000,5750000,5750000,322551672,329945352,0,0,16.43,16.44
1219,(주)동아지질,28100,Dec-14,5750000,5750000,5750000,5750000,287905356,305653861,0,0,-10.74,-7.36
1220,(주)동아지질,28100,Dec-15,5750000,5750000,5750000,5750000,292756183,296676999,0,0,1.68,-2.94
1221,(주)동아지질,28100,Dec-16,5750000,5750000,5750000,5750000,322518697,323174632,0,0,10.17,8.93
1222,(주)동아지질,28100,Dec-17,5750000,5750000,5750000,5750000,339724245,339724245,0,0,5.33,5.12
1223,(주)동아지질,28100,Dec-18,5750000,5750000,5750000,5750000,360734225,360734225,0,0,6.18,6.18
1224,(주)동아지질,28100,Dec-19,5750000,5750000,5750000,5750000,380903410,380903410,0,0,5.59,5.59
1225,(주)동양,1520,Dec-11,127663998,428950480,127663998,428950480,877037698,1491867213,2120.24,2120.24,130.25,291.67
1226,(주)동양,1520,Dec-12,127663998,127663998,127663998,127663998,1050903621,1709382603,-70.24,-70.24,19.82,14.58
1227,(주)동양,1520,Dec-13,127663998,127663998,127663998,127663998,523539904,567649867,0,0,-50.18,-66.79
1228,(주)동양,1520,Dec-14,118277410,127663998,118277410,127663998,299405735,381219825,-7.35,-7.35,-42.81,-32.84
1229,(주)동양,1520,Dec-15,119615431,118277410,119615431,118277410,339748919,392665079,-6.3,-6.3,13.47,3
1230,(주)동양,1520,Dec-16,119855250,119615431,119855250,119615431,372771548,439901519,1.33,1.33,9.72,12.03
1231,(주)동양,1520,Dec-17,119855250,119855250,119855250,119855250,422674664,483087800,0.2,0.2,13.39,9.82
1232,(주)동양,1520,Dec-18,119855250,119855250,119855250,119855250,359248327,529745193,0,0,-15.01,9.66
1233,(주)동양,1520,Dec-19,119855250,119855250,119855250,119855250,384092832,539085144,0,0,6.92,1.76
1234,(주)동양고속,84670,Dec-11,13260000,13260000,13260000,13260000,113116958,203129076,-88.94,-88.94,-70.55,-62.32
1235,(주)동양고속,84670,Dec-12,13260000,13260000,13260000,13260000,115450487,115450487,0,0,2.06,-43.16
1236,(주)동양고속,84670,Dec-13,13260000,13260000,13260000,13260000,127071001,127101782,0,0,10.07,10.09
1237,(주)동양고속,84670,Dec-14,13260000,13260000,13260000,13260000,136275429,136283088,0,0,7.24,7.22
1238,(주)동양고속,84670,Dec-15,13260000,13260000,13260000,13260000,135721358,135760744,0,0,-0.41,-0.38
1239,(주)동양고속,84670,Dec-16,13260000,13260000,13260000,13260000,155461647,155526430,0,0,14.54,14.56
1240,(주)동양고속,84670,Dec-17,13762255,13260000,13762255,13260000,141801103,141870839,3.79,3.79,-8.79,-8.78
1241,(주)동양고속,84670,Dec-18,16959295,13762255,16959295,13762255,132213672,132272993,27.9,27.9,-6.76,-6.77
1242,(주)동양고속,84670,Dec-19,16959295,16959295,16959295,16959295,140415225,140473417,23.23,23.23,6.2,6.2
1243,(주)동양에스텍,60380,Dec-11,5000000,5000000,5000000,5000000,207403841,216818796,-70.52,-70.52,47.71,54.35
1244,(주)동양에스텍,60380,Dec-12,5000000,5000000,5000000,5000000,198323297,205473230,0,0,-4.38,-5.23
1245,(주)동양에스텍,60380,Dec-13,5000000,5000000,5000000,5000000,215558879,224278761,0,0,8.69,9.15
1246,(주)동양에스텍,60380,Dec-14,5000000,5000000,5000000,5000000,164832138,174225548,0,0,-23.53,-22.32
1247,(주)동양에스텍,60380,Dec-15,5000000,5000000,5000000,5000000,123896334,133784506,0,0,-24.83,-23.21
1248,(주)동양에스텍,60380,Dec-16,5000000,5000000,5000000,5000000,134441550,151970509,0,0,8.51,13.59
1249,(주)동양에스텍,60380,Dec-17,5000000,5000000,5000000,5000000,159869610,186236108,0,0,18.91,22.55
1250,(주)동양에스텍,60380,Dec-18,5000000,5000000,5000000,5000000,160309679,189075199,0,0,0.28,1.52
1251,(주)동양에스텍,60380,Dec-19,5000000,5000000,5000000,5000000,159756378,212129297,0,0,-0.35,12.19
1252,(주)동우팜투테이블,88910,Dec-11,11430000,11430000,11111111.11,11111111.11,218666059,11111111.11,128.6,122.22,36.87,-94.76
1253,(주)동우팜투테이블,88910,Dec-12,11430000,11430000,11111111.11,11111111.11,214253245,11111111.11,0,1254789.63,-2.02,
1254,(주)동우팜투테이블,88910,Dec-13,11430000,11430000,11111111.11,11111111.11,251708531,11111111.11,0,1254789.63,17.48,
1255,(주)동우팜투테이블,88910,Dec-14,11430000,11430000,11111111.11,11111111.11,219796482,11111111.11,0,1254789.63,-12.68,
1256,(주)동우팜투테이블,88910,Dec-15,11430000,11430000,11111111.11,11111111.11,239667925,11111111.11,0,1254789.63,9.04,
1257,(주)동우팜투테이블,88910,Dec-16,11480520,11430000,11111111.11,11111111.11,235752895,11111111.11,0.44,1254789.63,-1.63,
1258,(주)동우팜투테이블,88910,Dec-17,12915882,11480520,11111111.11,11111111.11,230843688,11111111.11,13,1254789.63,-2.08,
1259,(주)동우팜투테이블,88910,Dec-18,12915882,12915882,11111111.11,11111111.11,250159235,11111111.11,12.5,1254789.63,8.37,
1260,(주)동우팜투테이블,88910,Dec-19,12915882,12915882,12915882,12915882,270567996,270567996,0,1254789.63,8.16,
1261,(주)동운아나텍,94170,Dec-15,2995500,2531000,11111111.11,11111111.11,56872562,11111111.11,-76.81,-13.97,-78.98,-95.89
1262,(주)동운아나텍,94170,Dec-16,2995500,2995500,11111111.11,11111111.11,54673627,11111111.11,18.35,1254789.63,-3.87,
1263,(주)동운아나텍,94170,Dec-17,2995500,2995500,11111111.11,11111111.11,54989112,11111111.11,0,1254789.63,0.58,
1264,(주)동운아나텍,94170,Dec-18,6677721,2995500,11111111.11,11111111.11,46698555,11111111.11,122.93,1254789.63,-15.08,
1265,(주)동운아나텍,94170,Dec-19,7550450,6677721,11111111.11,11111111.11,54763967,11111111.11,152.06,1254789.63,17.27,
1266,(주)동원개발,13120,Dec-11,45404050,45404050,11111111.11,11111111.11,216368374,11111111.11,579.93,1254789.63,295.09,0
1267,(주)동원개발,13120,Dec-12,45404050,45404050,11111111.11,11111111.11,384862497,11111111.11,0,1254789.63,77.87,
1268,(주)동원개발,13120,Dec-13,45404050,45404050,11111111.11,11111111.11,318263153,11111111.11,0,1254789.63,-17.3,
1269,(주)동원개발,13120,Dec-14,45404050,45404050,11111111.11,11111111.11,340086893,11111111.11,0,1254789.63,6.86,
1270,(주)동원개발,13120,Dec-15,45404050,45404050,11111111.11,11111111.11,514966840,11111111.11,0,1254789.63,51.42,
1271,(주)동원개발,13120,Dec-16,45404050,45404050,11111111.11,11111111.11,534393481,11111111.11,0,1254789.63,3.77,
1272,(주)동원개발,13120,Dec-17,45404050,45404050,11111111.11,11111111.11,563013434,11111111.11,0,1254789.63,5.36,
1273,(주)동원개발,13120,Dec-18,45404050,45404050,11111111.11,11111111.11,607890976,11111111.11,0,1254789.63,7.97,
1274,(주)동원개발,13120,Dec-19,45404050,45404050,11111111.11,11111111.11,642628503,11111111.11,0,1254789.63,5.71,
1275,(주)동원에프앤비,49770,Dec-11,19295620,19295620,19295620,19295620,1099094841,1563244948,-57.5,1254789.63,71.03,13969.2
1276,(주)동원에프앤비,49770,Dec-12,19295620,19295620,19295620,19295620,1191223606,1662832442,0,0,8.38,6.37
1277,(주)동원에프앤비,49770,Dec-13,19295620,19295620,19295620,19295620,1246608861,1688630676,0,0,4.65,1.55
1278,(주)동원에프앤비,49770,Dec-14,19295620,19295620,19295620,19295620,1338173676,1794888216,0,0,7.35,6.29
1279,(주)동원에프앤비,49770,Dec-15,19295620,19295620,19295620,19295620,1374936673,1931040796,0,0,2.75,7.59
1280,(주)동원에프앤비,49770,Dec-16,19295620,19295620,19295620,19295620,1464991510,2241255930,0,0,6.55,16.06
1281,(주)동원에프앤비,49770,Dec-17,19295620,19295620,19295620,19295620,1569204857,2552621332,0,0,7.11,13.89
1282,(주)동원에프앤비,49770,Dec-18,19295620,19295620,19295620,19295620,1632631810,2802526253,0,0,4.04,9.79
1283,(주)동원에프앤비,49770,Dec-19,19295620,19295620,19295620,19295620,1709299492,3030257743,0,0,4.7,8.13
1284,(주)동일기연,32960,Dec-11,4166911,4013679,4166911,4013679,45546506,45546692,-78.4,-78.4,-97.34,-98.5
1285,(주)동일기연,32960,Dec-12,4255353,4166911,4255353,4166911,35454832,35460962,6.02,6.02,-22.16,-22.14
1286,(주)동일기연,32960,Dec-13,4348425,4255353,4348425,4255353,32032327,32037652,4.36,4.36,-9.65,-9.65
1287,(주)동일기연,32960,Dec-14,4446145,4348425,4446145,4348425,33105836,33098686,4.48,4.48,3.35,3.31
1288,(주)동일기연,32960,Dec-15,4548745,4446145,4548745,4446145,28498716,28501761,4.61,4.61,-13.92,-13.89
1289,(주)동일기연,32960,Dec-16,4638187,4548745,4638187,4548745,28273584,28280102,4.32,4.32,-0.79,-0.78
1290,(주)동일기연,32960,Dec-17,4730174,4638187,4730174,4638187,34242984,34429354,3.99,3.99,21.11,21.74
1291,(주)동일기연,32960,Dec-18,4824842,4730174,4824842,4730174,26438736,26930368,4.02,4.02,-22.79,-21.78
1292,(주)동일기연,32960,Dec-19,4892123,4824842,4892123,4824842,28889519,28951585,3.42,3.42,9.27,7.51
1293,(주)동진쎄미켐,5290,Dec-11,21019262,21019262,21019262,21019262,441224831,457421768,335.65,335.65,1427.28,1479.95
1294,(주)동진쎄미켐,5290,Dec-12,21019262,21019262,21019262,21019262,527305208,571228239,0,0,19.51,24.88
1295,(주)동진쎄미켐,5290,Dec-13,21019262,21019262,21019262,21019262,551737988,654432237,0,0,4.63,14.57
1296,(주)동진쎄미켐,5290,Dec-14,21019262,21019262,21019262,21019262,558433460,669575438,0,0,1.21,2.31
1297,(주)동진쎄미켐,5290,Dec-15,23379023,21019262,23379023,21019262,587393292,709287907,11.23,11.23,5.19,5.93
1298,(주)동진쎄미켐,5290,Dec-16,23716132,23379023,23716132,23379023,642548080,764955941,12.83,12.83,9.39,7.85
1299,(주)동진쎄미켐,5290,Dec-17,25707247,23716132,25707247,23716132,631272541,785154565,9.96,9.96,-1.75,2.64
1300,(주)동진쎄미켐,5290,Dec-18,25707247,25707247,25707247,25707247,632154575,827231162,8.4,8.4,0.14,5.36
1301,(주)동진쎄미켐,5290,Dec-19,25707247,25707247,25707247,25707247,652641480,875254175,0,0,3.24,5.81
1302,(주)두산,150,Dec-11,154295125,154062125,154295125,154062125,1930096327,4033312612,500.2,500.2,195.74,360.82
1303,(주)두산,150,Dec-12,132777900,154295125,132777900,154295125,1841080714,3833824003,-13.82,-13.82,-4.61,-4.95
1304,(주)두산,150,Dec-13,132894150,132777900,132894150,132777900,1652024598,21936534160,-13.87,-13.87,-10.27,472.18
1305,(주)두산,150,Dec-14,134838235,132894150,134838235,132894150,1995372674,20468238468,1.55,1.55,20.78,-6.69
1306,(주)두산,150,Dec-15,134838235,134838235,134838235,134838235,1873556346,18960372476,1.46,1.46,-6.1,-7.37
1307,(주)두산,150,Dec-16,134838235,134838235,134838235,134838235,2067135545,16410692546,0,0,10.33,-13.45
1308,(주)두산,150,Dec-17,134845735,134838235,134845735,134838235,2624828847,17585204592,0.01,0.01,26.98,7.16
1309,(주)두산,150,Dec-18,134845735,134845735,134845735,134845735,2919400699,18172166697,0.01,0.01,11.22,3.34
1310,(주)두산,150,Dec-19,123738105,134845735,123738105,134845735,2060705340,18535738102,-8.24,-8.24,-29.41,2
1311,(주)두산테스나,131970,Dec-13,3425000,3063224,11111111.11,11111111.11,67808309,11111111.11,-97.46,-91.76,-96.71,-99.94
1312,(주)두산테스나,131970,Dec-14,3425000,3425000,11111111.11,11111111.11,47834146,11111111.11,11.81,1254789.63,-29.46,
1313,(주)두산테스나,131970,Dec-15,3425000,3425000,11111111.11,11111111.11,33822200,11111111.11,0,1254789.63,-29.29,
1314,(주)두산테스나,131970,Dec-16,3425000,3425000,11111111.11,11111111.11,30280048,11111111.11,0,1254789.63,-10.47,
1315,(주)두산테스나,131970,Dec-17,3425000,3425000,11111111.11,11111111.11,47188713,11111111.11,0,1254789.63,55.84,
1316,(주)두산테스나,131970,Dec-18,3425000,3425000,11111111.11,11111111.11,65267823,11111111.11,0,1254789.63,38.31,
1317,(주)두산테스나,131970,Dec-19,4005168,3425000,11111111.11,11111111.11,96831033,11111111.11,16.94,1254789.63,48.36,
1318,(주)두올,16740,Dec-16,45589965,38289966,45589965,38289966,172629125,295927529,1231.09,1254789.63,78.28,2563.35
1319,(주)두올,16740,Dec-17,55589965,45589965,55589965,45589965,184816954,345047915,45.18,45.18,7.06,16.6
1320,(주)두올,16740,Dec-18,82666700,55589965,82666700,55589965,209597012,483134075,81.33,81.33,13.41,40.02
1321,(주)두올,16740,Dec-19,82666700,82666700,82666700,82666700,204754869,465931135,48.71,48.71,-2.31,-3.56
1322,(주)듀오백,73190,Dec-11,5984020,5984020,5984020,5984020,40860122,43295809,-92.76,-92.76,-80.04,-90.71
1323,(주)듀오백,73190,Dec-12,5984020,5984020,5984020,5984020,36069601,38673329,0,0,-11.72,-10.68
1324,(주)듀오백,73190,Dec-13,5984020,5984020,5984020,5984020,37332774,40419100,0,0,3.5,4.51
1325,(주)듀오백,73190,Dec-14,5984020,5984020,5984020,5984020,38932506,41712497,0,0,4.29,3.2
1326,(주)듀오백,73190,Dec-15,5984020,5984020,5984020,5984020,34127486,34845024,0,0,-12.34,-16.46
1327,(주)듀오백,73190,Dec-16,5984020,5984020,5984020,5984020,31983156,32483515,0,0,-6.28,-6.78
1328,(주)듀오백,73190,Dec-17,5984020,5984020,5984020,5984020,38302767,38859471,0,0,19.76,19.63
1329,(주)듀오백,73190,Dec-18,5984020,5984020,5984020,5984020,28484831,32678107,0,0,-25.63,-15.91
