회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출채권 및 기타유동채권(*)(IFRS),매출액(수익)(*)(IFRS연결),매출채권 및 기타유동채권(*)(IFRS연결),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기차입금(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기차입금(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),차입금개별,차입금연결
(주)코썬바이오,204990,Dec-18,8109348,20962774,9538711,17774342,0,2400000,0,0,4400000,0,70686827,65519401,2400000,4400000
(주)코썬바이오,204990,Dec-19,4971604,2540346,2695516,3715351,0,2600000,0,0,4980000,0,10592988,14760523,2600000,4980000
(주)코아스,71950,Dec-10,80336724,55659581,,,1157277,27279426,891310,,,,103819019,,29328013,0
(주)코아스,71950,Dec-11,85674154,48866002,,,889139,28600369,1256570,,,,105316982,,30746078,0
(주)코아스,71950,Dec-12,76689973,45673397,76689973,45677012,805241,28337247,439658,805241,28337247,439658,103282530,103422937,29582146,29582146
(주)코아스,71950,Dec-13,86235377,37744652,88205985,37946317,391820,23245829,412581,391820,23245829,412581,97482840,98569947,24050230,24050230
(주)코아스,71950,Dec-14,96549996,31399381,98865609,31956297,2249340,20303512,142480,2249340,20303512,142480,100115022,101027896,22695332,22695332
(주)코아스,71950,Dec-15,95420564,17418089,96543277,17880554,2466860,18284329,1102480,2466860,18284329,1102480,88639409,89438043,21853669,21853669
(주)코아스,71950,Dec-16,95622309,13267926,97114676,13495294,3927537,14807838,804020,3927537,14810420,804020,77108379,76929028,19539395,19541977
(주)코아스,71950,Dec-17,111953910,14767008,114066385,15214740,3687557,16353995,0,3687557,16353995,0,78598722,79069618,20041552,20041552
(주)코아스,71950,Dec-18,105463463,12356270,108592320,13638347,187557,16221932,3500000,187557,16221932,3500000,77054399,78534357,19909489,19909489
(주)코아스,71950,Dec-19,111573398,9526585,112874041,9665013,187557,19017838,0,187557,19017838,0,76111816,77314339,19205395,19205395
(주)코아스,71950,Dec-20,97586708,8806874,98214900,9009534,187557,20817838,0,187557,20817838,0,72396767,73236024,21005395,21005395
(주)코아시아,45970,Dec-10,2533405,812659,215003343,54255287,0,0,0,3409932,63914753,5536671,111077187,215766384,0,72861356
(주)코아시아,45970,Dec-11,2237657,1323516,225605229,54261009,0,0,0,5720314,62828015,2266210,111755480,230066991,0,70814539
(주)코아시아,45970,Dec-12,2446883,1935708,232726081,48310261,0,0,0,8537000,84053088,0,112377746,238163639,0,92590088
(주)코아시아,45970,Dec-13,1045729,3008261,287641466,42917341,0,2400000,0,10847950,105800072,4352250,115254162,272680457,2400000,121000272
(주)코아시아,45970,Dec-14,1197948,3316663,256190480,33226667,0,0,0,10746350,103276062,7164960,120624578,242015229,0,121187372
(주)코아시아,45970,Dec-15,1768437,1317989,277561320,42953835,0,0,0,9839684,113503671,3452302,156388729,351679808,0,126795657
(주)코아시아,45970,Dec-16,9429026,731125,396061922,32390763,0,10000000,0,34920980,63207303,6517418,133251418,325515778,10000000,104645701
(주)코아시아,45970,Dec-17,4759216,1057003,424250341,44204718,0,5000000,6000000,39044058,70089543,8335504,133209216,331114667,11000000,117469105
(주)코아시아,45970,Dec-18,5486096,1203628,378373276,32772873,6000000,5000000,0,41924425,68982883,11662792,116806123,327476522,11000000,122570100
(주)코아시아,45970,Dec-19,92228286,20567941,438868162,38541911,14672600,16100000,10672640,28527209,58904315,16109151,184988248,326298702,41445240,103540675
(주)코아시아,45970,Dec-20,281911634,23356346,498389910,35874207,12649960,15800000,11472640,23445694,76555665,18282012,190718957,317776316,39922600,118283371
(주)코아시아옵틱스,196450,Dec-14,34372397,13536183,34003314,12432720,0,0,0,0,0,0,89124159,92040010,0,0
(주)코아시아옵틱스,196450,Dec-15,54078161,21893734,55771549,19467957,4000000,0,0,4031102,0,0,94222143,99856404,4000000,4031102
(주)코아시아옵틱스,196450,Dec-16,27291639,13616562,39695061,14476303,3142810,2857430,857190,3142810,4621189,857190,66168487,69867088,6857430,8621189
(주)코아시아옵틱스,196450,Dec-17,11299145,5612148,14231304,5708362,1999970,3228002,1428550,1999970,4919579,1428550,65341499,68339098,6656522,8348099
(주)코아시아옵틱스,196450,Dec-18,8332433,5633928,9054296,5654659,857130,1761019,1142840,857130,1761019,1142840,57201104,57405388,3760989,3760989
(주)코아시아옵틱스,196450,Dec-19,68698817,19476340,86156042,7321260,1053000,3000000,90000,2239568,17393066,1539728,98098809,114274762,4143000,21172362
(주)코아시아옵틱스,196450,Dec-20,80640426,14327858,78329778,16495225,903000,4000000,120000,2060789,12456970,800000,84929614,94588382,5023000,15317759
(주)코엔텍,29960,Dec-10,22715592,3683953,27836820,4360260,145400,2000000,145400,145400,2000000,145400,64395938,67296550,2290800,2290800
(주)코엔텍,29960,Dec-11,26576187,4370348,32481918,4990503,0,0,145400,0,0,145400,68789564,73048836,145400,145400
(주)코엔텍,29960,Dec-12,31823757,3999818,37954321,4605017,0,0,0,0,0,0,78052674,83764683,0,0
(주)코엔텍,29960,Dec-13,31718394,4843810,38761496,5796252,0,0,0,0,0,0,85854792,93103166,0,0
(주)코엔텍,29960,Dec-14,34502273,5033849,41597450,5876101,0,0,0,0,0,0,96224387,104498650,0,0
(주)코엔텍,29960,Dec-15,33913775,5656098,42298254,6664797,15000000,0,0,15000000,0,0,120353597,130554728,15000000,15000000
(주)코엔텍,29960,Dec-16,48583970,7433954,55095779,9326597,26877000,0,0,26877000,0,0,142900118,153917415,26877000,26877000
(주)코엔텍,29960,Dec-17,53606953,7825325,61255105,9391189,25805200,0,1071800,25805200,0,1071800,160299247,172746242,26877000,26877000
(주)코엔텍,29960,Dec-18,64252487,8373367,72239031,8344437,22389650,0,3415550,22389650,0,3415550,195319411,196343451,25805200,25805200
(주)코엔텍,29960,Dec-19,71114061,9450134,,,18550170,0,3839480,,,,198228800,,22389650,0
(주)코엔텍,29960,Dec-20,70829816,8097473,,,14710690,0,3839480,,,,191437177,,18550170,0
(주)코오롱,2020,Dec-10,37020621,1078560,274860411,40428180,35000000,107000000,0,46202023,122263458,144993,825045974,995928224,142000000,168610474
(주)코오롱,2020,Dec-11,54420816,2084635,592073843,1544550113,30000000,265000000,0,131604144,785933440,49183968,998424446,3808664515,295000000,966721552
(주)코오롱,2020,Dec-12,58723557,3958790,4713474822,1405473526,50000000,240000000,0,97948657,687851272,44295553,1055339333,3859498968,290000000,830095482
(주)코오롱,2020,Dec-13,62686234,1304623,4427687063,1148435140,92000000,259500000,50000000,216208409,702171146,58178752,1134535689,3775562705,401500000,976558307
(주)코오롱,2020,Dec-14,59152501,3505375,4139649552,1038475990,142000000,245000000,20000000,253352057,642691353,60689563,1066497398,3578435131,407000000,956732973
(주)코오롱,2020,Dec-15,54932379,1080130,3820812376,832621437,148000000,240000000,72000000,239366284,522566915,150721794,1085223517,3291820462,460000000,912654993
(주)코오롱,2020,Dec-16,52652827,7961714,3936858959,766586517,84900000,284000000,81100000,152044817,580816206,142155048,1120301952,3333623695,450000000,875016071
(주)코오롱,2020,Dec-17,60369419,1660504,4392955166,897674612,84700000,398000000,80200000,86965237,755498269,169120160,1247050373,3699363238,562900000,1011583666
(주)코오롱,2020,Dec-18,58173002,2066763,4324491258,779363960,150000000,393000000,44700000,207450158,772708920,95802070,1277774548,3480352009,587700000,1075961148
(주)코오롱,2020,Dec-19,60462265,1747493,4405957744,751081025,100132676,411000000,80190171,124262586,762816021,188926572,1272530112,3618574587,591322847,1076005179
(주)코오롱,2020,Dec-20,54000329,1681830,4890150537,809749946,80000000,362000000,40000000,131930915,728743159,96059621,1166147749,3708134499,482000000,956733695
(주)코원플레이,56000,Dec-10,121160639,15559019,126758850,15704137,0,7025688,0,0,16148881,0,72665428,81447191,7025688,16148881
(주)코원플레이,56000,Dec-11,53965470,9830236,73923620,13912157,10000000,6866360,0,14000000,17529141,0,66931615,83607085,16866360,31529141
(주)코원플레이,56000,Dec-12,30108280,6003273,32576529,4930174,10000000,11622474,0,10000000,21192324,4000000,57309176,70015194,21622474,35192324
(주)코원플레이,56000,Dec-13,21845946,4630846,29535151,3838223,0,11919559,10000000,0,19651549,14000000,56727202,69714471,21919559,33651549
(주)코원플레이,56000,Dec-14,23755138,5813655,31463462,6709361,0,21862753,0,6100000,30660188,0,56426301,66975754,21862753,36760188
(주)코원플레이,56000,Dec-15,14315823,3792694,14986884,5035975,0,15160000,0,0,16598575,0,35188647,37467433,15160000,16598575
(주)코원플레이,56000,Dec-16,29984912,4342873,,,0,16034480,0,,,,43231967,,16034480,0
(주)코원플레이,56000,Dec-17,28767652,1647199,30676039,3220746,0,0,0,0,0,0,23050028,22125522,0,0
(주)코원플레이,56000,Dec-18,19715433,1253849,25727901,1579703,0,0,0,0,0,0,22369181,22337356,0,0
(주)코원플레이,56000,Dec-19,14925981,1207557,19805335,1416998,0,0,0,0,0,0,19803544,21161057,0,0
(주)코원플레이,56000,Dec-20,12354201,2287535,17509559,3743582,0,0,0,0,0,0,49965896,54057786,0,0
(주)코윈테크,282880,Dec-19,91102339,38540630,91102339,38873335,0,0,0,0,0,0,114961957,115217985,0,0
(주)코윈테크,282880,Dec-20,40227067,26893712,45354761,27692413,0,5000000,9367680,0,7232367,9367680,125099693,127280651,14367680,16600047
(주)코이즈,121850,Dec-12,35081512,6690708,35504279,5956494,2801200,500000,1212250,2801200,2235877,1212250,45878622,45898891,4513450,6249327
(주)코이즈,121850,Dec-13,23850267,8085432,24137513,6237837,8560200,2800000,741000,8560200,4516836,741000,58728253,59114075,12101200,13818036
(주)코이즈,121850,Dec-14,27672251,14124448,27864355,7170423,8621325,3300000,1047400,8621325,5029959,1047400,58475979,57527978,12968725,14698684
(주)코이즈,121850,Dec-15,22911803,6751232,26005034,5473665,8778500,10727712,4830538,8778500,12474010,4830538,58278463,58006987,24336750,26083048
(주)코이즈,121850,Dec-16,28975469,8895728,31440808,7391223,3102600,12299000,2694400,3102600,13994225,2694400,52987628,54923992,18096000,19791225
(주)코이즈,121850,Dec-17,21082535,2151967,26389826,1962138,1000000,14799000,2152600,1000000,16400198,2152600,43549826,45676171,17951600,19552798
(주)코이즈,121850,Dec-18,17016870,1226147,19147494,3312758,0,14511000,1000000,2600000,16397170,1000000,38880214,46448349,15511000,19997170
(주)코이즈,121850,Dec-19,32361376,2140351,35464086,4667838,0,8642500,0,4087000,10675697,0,31624080,41096583,8642500,14762697
(주)코이즈,121850,Dec-20,35007129,1994345,36952740,3149460,6144161,4907500,0,10231161,6736207,0,32397380,40470454,11051661,16967368
(주)코콤,15710,Dec-10,72063511,22441526,72063511,22441526,0,9399851,0,0,9399851,0,93317778,93317778,9399851,9399851
(주)코콤,15710,Dec-11,80976405,25298285,80976405,25298385,0,4975738,0,0,4975738,0,90313541,90597063,4975738,4975738
(주)코콤,15710,Dec-12,83264613,20815849,83325226,20819728,3427520,8878394,0,3427520,8878394,0,101690010,101942031,12305914,12305914
(주)코콤,15710,Dec-13,95215396,27345848,95237687,27347028,1688480,8718000,0,1688480,8718000,0,111412316,111496084,10406480,10406480
(주)코콤,15710,Dec-14,103538393,19930341,103538393,19930341,11000000,0,0,11000000,0,0,105704698,105861241,11000000,11000000
(주)코콤,15710,Dec-15,110754965,20313358,110754965,20313435,0,0,0,0,0,0,110078419,110081235,0,0
(주)코콤,15710,Dec-16,113892164,24995437,113892164,24995437,0,240638,0,0,240638,0,117780795,117782559,240638,240638
(주)코콤,15710,Dec-17,143089164,28696381,143089164,28696381,0,0,0,0,0,0,128889699,128890686,0,0
(주)코콤,15710,Dec-18,163612643,34648203,163612643,34648203,0,0,0,0,0,0,147619453,147620181,0,0
(주)코콤,15710,Dec-19,133903684,28192231,133903684,28192231,0,0,0,0,0,0,147421473,147422080,0,0
(주)코콤,15710,Dec-20,118930332,20679803,118930332,20679803,1953600,0,0,1953600,0,0,151267857,151268456,1953600,1953600
(주)코텍,52330,Dec-10,150968047,45393107,,,0,23786534,0,,,,165211736,,23786534,0
(주)코텍,52330,Dec-11,160410463,52723355,,,0,7714531,0,,,,168796129,,7714531,0
(주)코텍,52330,Dec-12,162916100,41965703,,,0,2247038,0,,,,175146977,,2247038,0
(주)코텍,52330,Dec-13,169811475,30052028,,,0,1145876,0,,,,183907166,,1145876,0
(주)코텍,52330,Dec-14,148845717,41619032,,,0,0,0,,,,182316630,,0,0
(주)코텍,52330,Dec-15,242012570,53553721,,,0,0,0,,,,235394690,,0,0
(주)코텍,52330,Dec-16,297954883,81709030,,,0,0,0,,,,275769907,,0,0
(주)코텍,52330,Dec-17,327482316,89383676,,,0,0,0,,,,301919377,,0,0
(주)코텍,52330,Dec-18,346599584,89866281,,,0,0,0,,,,325293762,,0,0
(주)코텍,52330,Dec-19,285254264,52215998,285258696,52053237,0,0,0,0,0,0,350021731,353091372,0,0
(주)코텍,52330,Dec-20,186636472,40662393,186530363,40320830,0,0,0,0,0,0,329927868,323641142,0,0
(주)코퍼스코리아,322780,Dec-19,,,,,,,,,,,,,0,0
(주)코퍼스코리아,322780,Dec-20,8221433,2932015,21653562,5323916,0,0,0,603922,3162780,314844,40644056,50351393,0,4081546
(주)코프라,126600,Dec-10,68288165,15589174,,,0,1093986,0,,,,37949031,,1093986,0
(주)코프라,126600,Dec-11,84182929,19810888,,,0,10207575,0,,,,51213975,,10207575,0
(주)코프라,126600,Dec-12,88396764,20670147,,,0,7845181,0,,,,53792911,,7845181,0
(주)코프라,126600,Dec-13,91297124,21459344,91297124,21459344,0,832714,0,0,832714,0,65840892,65785053,832714,832714
(주)코프라,126600,Dec-14,106408968,28250290,105294129,22642120,0,0,0,0,7694400,0,77307034,83860843,0,7694400
(주)코프라,126600,Dec-15,111032727,34319655,115810321,27060983,0,0,0,0,8204000,0,100668705,107225279,0,8204000
(주)코프라,126600,Dec-16,119147770,41134317,130126018,35069420,0,0,0,0,10876500,0,113450352,124690917,0,10876500
(주)코프라,126600,Dec-17,121749156,43869434,134792885,41999500,0,0,0,0,9642600,0,127817900,142292865,0,9642600
(주)코프라,126600,Dec-18,141443988,56177473,161369458,63789093,0,0,0,0,9570346,0,133262073,167381777,0,9570346
(주)코프라,126600,Dec-19,132583682,46719892,182893389,50329702,0,0,0,0,8862766,0,127804904,156410475,0,8862766
(주)코프라,126600,Dec-20,110974280,42610844,150917162,40929549,0,0,0,0,6426939,0,128533543,150417752,0,6426939
(주)콘텐트리중앙,36420,Dec-19,73377032,29701247,554208374,101435714,0,0,0,10000000,72330000,40213000,453070601,1161637852,0,122543000
(주)콘텐트리중앙,36420,Dec-20,28670268,53890,363859572,72051999,0,45000000,0,21600000,238500000,36013000,621795897,1475541489,45000000,296113000
(주)콤텍시스템,31820,Dec-10,156391188,43136852,159241242,43752350,0,5227780,0,0,5227780,0,101575049,107199158,5227780,5227780
(주)콤텍시스템,31820,Dec-11,178626024,55862470,180706217,56361358,0,343850,0,0,343850,0,113022814,116722640,343850,343850
(주)콤텍시스템,31820,Dec-12,159020939,48709743,160422329,49013321,0,1607471,0,0,1607471,0,112422527,119691215,1607471,1607471
(주)콤텍시스템,31820,Dec-13,180253440,58302276,181677649,58482601,0,2444022,0,0,2444022,0,113625897,119842093,2444022,2444022
(주)콤텍시스템,31820,Dec-14,184931656,47443622,186113130,47642864,0,2012534,0,0,2012534,0,108884243,116860847,2012534,2012534
(주)콤텍시스템,31820,Dec-15,145313732,35171680,146291127,35238022,0,4040871,0,0,4040871,0,100684705,107817629,4040871,4040871
(주)콤텍시스템,31820,Dec-16,165814378,55401266,166860474,55613347,0,2651841,0,0,2651841,0,121692895,130290045,2651841,2651841
(주)콤텍시스템,31820,Dec-17,142500270,32400897,143622951,32518942,0,1638118,0,0,1638118,0,97952410,106679920,1638118,1638118
(주)콤텍시스템,31820,Dec-18,125165448,30131832,,,0,0,0,,,,113538546,,0,0
(주)콤텍시스템,31820,Dec-19,238820532,78050997,,,0,1000000,0,,,,161498210,,1000000,0
(주)콤텍시스템,31820,Dec-20,193097625,42217715,238630637,65670152,0,774831,0,0,8271083,0,156303141,185652375,774831,8271083
(주)퀀타매트릭스,317690,Dec-20,1706231,74036,1689321,189155,0,0,0,0,0,0,65532224,61552116,0,0
(주)큐로,15590,Dec-10,201900658,120116034,209583273,120279802,26150101,47170000,8042899,27122057,49015024,8042899,244511391,250046713,81363000,84179980
(주)큐로,15590,Dec-11,243654611,142898112,252763353,143844159,22607215,78444000,8042886,22747821,81211920,8042886,271155189,279382747,109094101,112002627
(주)큐로,15590,Dec-12,263752234,120238667,282943904,124628364,14564329,83674000,8042886,14564329,89118351,8042886,250864739,262270166,106281215,111725566
(주)큐로,15590,Dec-13,220549121,131705688,239973517,134058825,11085000,66095000,5000000,11085000,70756462,5000000,254862388,262833068,82180000,86841462
(주)큐로,15590,Dec-14,273526804,160213422,297335288,170008457,0,88095000,11085000,0,94213289,11085000,279364255,295677320,99180000,105298289
(주)큐로,15590,Dec-15,223716709,161887651,,,8085000,98218000,6000000,,,,276443469,,112303000,0
(주)큐로,15590,Dec-16,191355119,129418611,,,25500000,37425333,9085000,,,,235945208,,72010333,0
(주)큐로,15590,Dec-17,156189124,102201322,,,4800000,30676000,25500000,,,,204688025,,60976000,0
(주)큐로,15590,Dec-18,90218430,81600972,,,0,46400000,4800000,,,,197265760,,51200000,0
(주)큐로,15590,Dec-19,147117472,93015236,147117472,93533785,3583000,40730000,0,4047310,43970000,63960,208547614,217020142,44313000,48081270
(주)큐로,15590,Dec-20,124944880,63265183,,,400350,38150000,3646960,,,,197708845,,42197310,0
(주)큐로컴,40350,Dec-10,11335286,5308998,11275286,5356505,0,1190000,0,0,3488583,0,69586764,58950238,1190000,3488583
(주)큐로컴,40350,Dec-11,9880127,6329686,9772527,6223038,0,0,0,0,4900000,0,73522391,60713769,0,4900000
(주)큐로컴,40350,Dec-12,8541652,5418365,8382819,4867016,0,2400000,0,0,10290714,0,75161749,57672285,2400000,10290714
(주)큐로컴,40350,Dec-13,13142280,5010663,22244467,5842978,0,0,0,0,0,0,87423665,62028853,0,0
(주)큐로컴,40350,Dec-14,10903410,5398640,21349457,5476282,0,500000,0,0,1100000,0,88812662,61413743,500000,1100000
(주)큐로컴,40350,Dec-15,12666448,2692593,22428307,1251173,0,2000000,0,0,3700000,0,125409658,91858522,2000000,3700000
(주)큐로컴,40350,Dec-16,12319856,4056795,18985337,2877536,0,0,0,1700000,0,0,136391663,110467974,0,1700000
(주)큐로컴,40350,Dec-17,11295570,2761021,12683664,2795506,0,11400000,0,1300000,9000000,0,112522617,117709804,11400000,10300000
(주)큐로컴,40350,Dec-18,10311666,2137313,13915367,1554105,0,10800000,0,1300000,13440000,0,88048304,94049808,10800000,14740000
(주)큐로컴,40350,Dec-19,10211913,2741199,15051780,1303913,0,16100000,0,1300000,24800000,0,86436445,96606780,16100000,26100000
(주)큐로컴,40350,Dec-20,9995855,2861449,9815440,3110558,0,20200000,0,1325599,20860000,0,79586556,82836618,20200000,22185599
(주)큐로홀딩스,51780,Dec-10,10539768,8312020,10910257,2318046,0,23830523,0,4555600,23794079,0,59661330,57339016,23830523,28349679
(주)큐로홀딩스,51780,Dec-11,12907240,11614993,13412815,3770636,0,24351906,0,4613200,31234800,0,73421151,75379028,24351906,35848000
(주)큐로홀딩스,51780,Dec-12,12442391,11791610,16976025,3429585,0,21779175,0,17137600,21744900,0,78743980,83406346,21779175,38882500
(주)큐로홀딩스,51780,Dec-13,11421749,12407231,15744162,2737908,0,13077770,0,15892818,13044000,0,74208211,76369512,13077770,28936818
(주)큐로홀딩스,51780,Dec-14,10418215,1736345,13124034,2187745,0,17574174,0,4260247,17539000,0,76904701,76809885,17574174,21799247
(주)큐로홀딩스,51780,Dec-15,9090041,1850073,14844731,2374643,0,5011557,0,3712760,6125039,0,67182115,92194788,5011557,9837799
(주)큐로홀딩스,51780,Dec-16,8187689,1193286,14592405,1336825,0,6568458,0,4128931,6529786,0,69016329,91308534,6568458,10658717
(주)큐로홀딩스,51780,Dec-17,12621098,1568465,15357486,1816156,10149786,3034285,0,13062976,3000000,0,42640584,54861347,13184071,16062976
(주)큐로홀딩스,51780,Dec-18,23127655,3517519,25216642,3632517,6079400,3425779,0,6285315,3390000,0,44601651,51629331,9505179,9675315
(주)큐로홀딩스,51780,Dec-19,22842965,3611980,25752114,3762250,1441031,1037050,0,5881257,1000000,0,41168709,49234096,2478081,6881257
(주)큐로홀딩스,51780,Dec-20,30903690,2253275,34148501,3052642,0,734816,0,4084886,5403385,0,42841328,60221473,734816,9488271
(주)큐리언트,115180,Dec-16,0,28537,,,0,0,0,,,,26238994,,0,0
(주)큐리언트,115180,Dec-17,0,120151,,,0,0,0,,,,15678094,,0,0
(주)큐리언트,115180,Dec-18,0,29688,,,0,0,0,,,,43196042,,0,0
(주)큐리언트,115180,Dec-19,0,0,,,0,0,0,,,,20513537,,0,0
(주)큐리언트,115180,Dec-20,128168,0,0,268,0,0,0,0,0,0,61507368,60810746,0,0
(주)큐브엔터테인먼트,182360,Dec-13,,,,,,,,,,,,,0,0
(주)큐브엔터테인먼트,182360,Dec-14,,,,,,,,,,,,,0,0
(주)큐브엔터테인먼트,182360,Dec-15,22397556,3272584,22398853,4414625,0,0,0,0,0,0,27746144,27649412,0,0
(주)큐브엔터테인먼트,182360,Dec-16,19026988,3979032,19465306,3878549,0,0,0,0,0,0,22548539,21470633,0,0
(주)큐브엔터테인먼트,182360,Dec-17,23463431,2917298,24416090,2745765,0,0,0,0,0,0,22050841,22136132,0,0
(주)큐브엔터테인먼트,182360,Dec-18,32091553,3052791,34459464,2901591,0,0,0,0,0,0,28593708,28829632,0,0
(주)큐브엔터테인먼트,182360,Dec-19,28850936,3290835,29829672,3184525,0,0,0,0,0,0,31782787,32002669,0,0
(주)큐브엔터테인먼트,182360,Dec-20,31299789,3522662,36938499,5152043,0,0,0,0,0,0,57474428,58849477,0,0
(주)큐에스아이,66310,Dec-10,25237174,5896659,,,0,300000,0,,,,37926229,,300000,0
(주)큐에스아이,66310,Dec-11,27156007,6839416,,,0,300000,0,,,,40984732,,300000,0
(주)큐에스아이,66310,Dec-12,26704126,6330316,26704126,6068066,0,300000,0,0,300000,0,49760178,49460598,300000,300000
(주)큐에스아이,66310,Dec-13,25635539,6669169,25635539,5708096,0,300000,0,0,300000,0,54619590,53599411,300000,300000
(주)큐에스아이,66310,Dec-14,24217429,5542570,24217429,5623971,0,300000,0,0,300000,0,57753809,56888043,300000,300000
(주)큐에스아이,66310,Dec-15,25495219,5929306,25495219,5612186,0,100000,0,0,100000,0,57587462,55734972,100000,100000
(주)큐에스아이,66310,Dec-16,22020600,4841196,22020600,4855796,0,0,0,0,0,0,57398514,55524032,0,0
(주)큐에스아이,66310,Dec-17,22628380,5356506,22628424,5396499,0,0,0,0,0,0,57733520,55024425,0,0
(주)큐에스아이,66310,Dec-18,18823761,4459453,18823761,4315950,0,0,0,0,0,0,54564654,54017004,0,0
(주)큐에스아이,66310,Dec-19,22679509,5999217,22679509,6252002,0,0,0,0,0,0,58836161,58462417,0,0
(주)큐에스아이,66310,Dec-20,23003430,11310965,23003430,6585663,0,0,0,0,0,0,76128883,74496942,0,0
(주)크라운제과,264900,Dec-17,344292781,73315230,,,0,25800000,0,,,,328674242,,25800000,0
(주)크라운제과,264900,Dec-18,388532243,57680205,,,0,18000000,0,,,,332756097,,18000000,0
(주)크라운제과,264900,Dec-19,386613876,56337127,,,0,15000000,0,,,,332902890,,15000000,0
(주)크라운제과,264900,Dec-20,381538640,52951755,,,0,5000000,0,,,,327040458,,5000000,0
(주)크라운해태홀딩스,5740,Dec-10,370320031,58616764,1058366874,175100396,0,100320339,0,0,145969935,99987302,530564607,1081974949,100320339,245957237
(주)크라운해태홀딩스,5740,Dec-11,400481779,64952644,1113353731,182128026,0,89816329,0,100000000,126569002,0,528160951,1109065713,89816329,226569002
(주)크라운해태홀딩스,5740,Dec-12,418237574,65247662,1134459198,182452867,0,94471408,0,100000000,116715547,0,546220034,1087996254,94471408,216715547
(주)크라운해태홀딩스,5740,Dec-13,428762601,63098695,1118298354,191799648,15000000,66077563,5000000,17500000,111344497,105000000,531020480,1091834196,86077563,233844497
(주)크라운해태홀딩스,5740,Dec-14,420759939,61963053,1084125414,173567683,10000000,45993270,20000000,112361111,86886490,21038889,527050712,1089820120,75993270,220286490
(주)크라운해태홀딩스,5740,Dec-15,430980191,60472517,1204012618,166267299,0,51100234,10000000,102467778,67441069,11373333,526896368,1121569714,61100234,181282180
(주)크라운해태홀딩스,5740,Dec-16,418060902,61169565,1188834513,194487792,0,56500000,0,1094444,103442341,61173333,570432943,1177800258,56500000,165710118
(주)크라운해태홀딩스,5740,Dec-17,12955223,1285904,1002111628,204954772,8000000,43000000,2000000,70147940,136046970,4469964,355141412,1311341477,53000000,210664874
(주)크라운해태홀딩스,5740,Dec-18,18172594,1181922,1092084364,164891604,4000000,43035000,4000000,64912750,139808235,5135190,357022501,1286504596,51035000,209856175
(주)크라운해태홀딩스,5740,Dec-19,17119663,1527619,1055213955,141179894,0,47200000,4000000,502550,114644786,64410200,335836913,1238166154,51200000,179557536
(주)크라운해태홀딩스,5740,Dec-20,16803566,1635909,923222520,124704148,0,47940000,0,0,116383260,502550,356238972,1093370178,47940000,116885810
(주)크레버스,96240,Dec-10,98511043,11845787,106199736,9388764,0,0,0,0,4500000,0,75356714,78295636,0,4500000
(주)크레버스,96240,Dec-11,95923480,12847849,103348845,12964431,0,0,0,0,0,0,83239100,78469329,0,0
(주)크레버스,96240,Dec-12,89607117,17649889,112980537,18714045,0,0,0,85328,131699,0,89358686,96164604,0,217027
(주)크레버스,96240,Dec-13,84756055,20937152,125262571,21964873,0,7750000,0,0,10301678,0,114671218,121921363,7750000,10301678
(주)크레버스,96240,Dec-14,80162154,24069406,130461470,23082400,0,22067296,0,0,8960216,0,111306392,120806152,22067296,8960216
(주)크레버스,96240,Dec-15,75049006,23161730,135508996,22852244,0,25300000,0,1776893,26204745,0,106310821,125382465,25300000,27981638
(주)크레버스,96240,Dec-16,71583840,19846425,138574465,21938305,3839559,24200000,0,5801119,33240000,0,99078551,148986377,28039559,39041119
(주)크레버스,96240,Dec-17,73090572,16688905,147363632,20323554,0,19000000,0,5800000,29039554,0,92111892,145606600,19000000,34839554
(주)크레버스,96240,Dec-18,75944381,13558213,152690562,19609854,0,14000000,0,2750000,42124750,0,91648911,166309402,14000000,44874750
(주)크레버스,96240,Dec-19,87349230,13024264,174974828,17087806,0,14000000,0,0,38030000,2750000,105364226,193391054,14000000,40780000
(주)크레버스,96240,Dec-20,92180605,12849318,180019914,16608778,0,14000000,0,0,38030000,0,122518122,209615475,14000000,38030000
(주)크리스에프앤씨,110790,Dec-18,255540733,24092310,257887299,23445804,0,28361615,0,0,28849895,0,271346304,272079008,28361615,28849895
(주)크리스에프앤씨,110790,Dec-19,257477444,24233204,259452905,23901583,0,18370810,0,0,18868030,0,276302179,277284707,18370810,18868030
(주)크리스에프앤씨,110790,Dec-20,291132445,22854856,292421815,22782948,0,26190170,0,0,26190170,0,313342835,313582435,26190170,26190170
(주)크린앤사이언스,45520,Dec-10,39541440,9546932,39548822,9570364,6247500,6705518,99000,6247500,6708506,99000,40773151,40839208,13052018,13055006
(주)크린앤사이언스,45520,Dec-11,44770109,10400214,44703043,10344158,2898500,8534841,3099000,2898500,8921162,3099000,41024264,41053258,14532341,14918662
(주)크린앤사이언스,45520,Dec-12,46929232,10720283,47068217,10725773,2049500,9202551,849000,2049500,9775557,849000,38657012,38875115,12101051,12674057
(주)크린앤사이언스,45520,Dec-13,53948570,12123941,54208174,11932702,4000000,5239822,2049500,4000000,5804375,2049500,39438344,39632733,11289322,11853875
