회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출채권 및 기타유동채권(*)(IFRS),매출액(수익)(*)(IFRS연결),매출채권 및 기타유동채권(*)(IFRS연결),장기차입금(*)(IFRS),단기차입금(*)(IFRS),유동성장기차입금(IFRS),장기차입금(*)(IFRS연결),단기차입금(*)(IFRS연결),유동성장기차입금(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),차입금개별,차입금연결
(주)CMG제약,58820,Dec-10,11350419,5949004,11350419,5949004,2000000,1537477,46200,2000000,0,46200,26775627,26775627,3583677,2046200
(주)CMG제약,58820,Dec-11,17751704,9527407,17751704,9533102,0,2134049,2000000,0,0,2000000,27548539,27305198,4134049,2000000
(주)CMG제약,58820,Dec-12,16255389,9089645,16255389,9084190,0,2132612,0,0,100000,0,56988604,57108035,2132612,100000
(주)CMG제약,58820,Dec-13,20322140,11109760,20402140,11089670,0,0,0,0,0,0,55961620,55912563,0,0
(주)CMG제약,58820,Dec-14,22752584,13533700,22752584,13503998,0,0,0,0,5451,0,58127098,58068326,0,5451
(주)CMG제약,58820,Dec-15,27041894,12405117,27041894,12375263,0,0,0,0,6273,0,56591972,56532821,0,6273
(주)CMG제약,58820,Dec-16,32969825,12748287,32969825,12748287,0,0,0,0,0,0,110979867,110979867,0,0
(주)CMG제약,58820,Dec-17,41535588,15507312,41535588,15507312,0,0,0,0,0,0,109568153,109568153,0,0
(주)CMG제약,58820,Dec-18,49864782,17706490,49864782,17706490,0,0,0,0,0,0,114379880,114379880,0,0
(주)CMG제약,58820,Dec-19,58622681,21160960,58622681,21160960,0,0,0,0,0,0,192243166,192243166,0,0
(주)CMG제약,58820,Dec-20,64459891,19288734,,,0,0,0,,,,195355583,,0,0
(주)DB하이텍,990,Dec-10,593441908,96071548,620043034,105156980,760366029,5000152,0,760366029,5000152,0,1363686317,1381251114,765366181,765366181
(주)DB하이텍,990,Dec-11,534317238,73840975,552216245,82098705,0,5398045,685879000,0,5398046,685879000,1183957429,1199043869,691277045,691277046
(주)DB하이텍,990,Dec-12,583901597,84883852,590786488,79065967,214817416,5141640,447982000,214817416,5141640,447982000,1149069244,1157755031,667941056,667941056
(주)DB하이텍,990,Dec-13,493752028,92299026,493752028,92404499,276846544,6452198,378887000,276846544,6452198,378887000,1049494642,1058391832,662185742,662185742
(주)DB하이텍,990,Dec-14,567718224,115794373,567718224,115993237,391619824,7547468,259262000,391619824,7547468,259262000,1001959816,984876636,658429292,658429292
(주)DB하이텍,990,Dec-15,666594987,131059866,666594987,131429122,399748737,5218929,120707000,399748737,5218930,120707000,1005673854,984643712,525674666,525674667
(주)DB하이텍,990,Dec-16,773140180,144613839,773140180,144613838,282487037,15253525,124561870,282487037,15253525,124561870,1006370876,986788572,422302432,422302432
(주)DB하이텍,990,Dec-17,679737744,118807072,679737744,118554910,315595985,11286143,28689829,315595985,11286143,28689829,977575054,993950720,355571957,355571957
(주)DB하이텍,990,Dec-18,669279136,163315407,669279136,163236443,277380073,15890934,11717019,277380073,15890934,11717019,1050696487,1066533840,304988026,304988026
(주)DB하이텍,990,Dec-19,807416423,198905805,807416423,198846722,179746294,30550406,29739094,179746294,30550406,29739094,1089400761,1088889810,240035794,240035794
(주)DB하이텍,990,Dec-20,935919766,180760230,935919766,180716936,96717358,15034124,56876690,96717358,15209836,56876690,1179256936,1178581197,168628172,168803884
(주)ES큐브,50120,Dec-10,34640205,6736246,43887335,5948413,0,0,0,0,0,0,47829486,49189060,0,0
(주)ES큐브,50120,Dec-11,41700477,7929888,53379952,14342565,0,0,0,0,100000,0,45233434,55477032,0,100000
(주)ES큐브,50120,Dec-12,44178050,5829865,55971147,5478479,0,0,0,0,153555,0,44676182,46281660,0,153555
(주)ES큐브,50120,Dec-13,45823196,5479956,58597361,3511216,0,0,0,0,152765,0,47509654,47137573,0,152765
(주)ES큐브,50120,Dec-14,37188072,5688624,44459581,3631458,0,0,0,0,568302,0,44914173,56611836,0,568302
(주)ES큐브,50120,Dec-15,36887119,4089750,42152967,2562694,0,0,0,0,0,0,47123684,55620280,0,0
(주)ES큐브,50120,Dec-16,34818205,5891191,34289385,3242599,28600000,0,1200000,28600000,0,1200000,104459992,105164626,29800000,29800000
(주)ES큐브,50120,Dec-17,37104908,4309516,35745794,2890717,27400000,0,1200000,27400000,0,1200000,104850192,105892131,28600000,28600000
(주)ES큐브,50120,Dec-18,31308873,5602968,33763508,3828632,2100000,0,25200000,2100000,0,25200000,108481764,112430896,27300000,27300000
(주)ES큐브,50120,Dec-19,28527284,5656638,43708239,210474785,24900000,0,1200000,24900000,2726000,1200000,136065488,463958680,26100000,28826000
(주)ES큐브,50120,Dec-20,30293088,4757814,80672425,222946557,0,0,0,0,0,0,81995388,714889745,0,0
(주)HJ중공업,97230,Dec-10,2734440000,1606853000,3167774000,1046316000,135512000,293579000,397081000,690964000,339135000,500695000,6323071000,7525363000,826172000,1530794000
(주)HJ중공업,97230,Dec-11,2316017000,1205003000,2891499000,917168000,178967000,364466000,368942000,677057000,410598000,703312000,5857119000,7036680000,912375000,1790967000
(주)HJ중공업,97230,Dec-12,1980761000,1404934000,2549319000,1023975000,315044000,311804000,381596000,777978000,354648000,531785000,5938108000,6585093000,1008444000,1664411000
(주)HJ중공업,97230,Dec-13,1927307000,829251000,2529341000,1369375000,588662000,291859000,564807000,793546000,534025000,954566000,5839633000,6683379000,1445328000,2282137000
(주)HJ중공업,97230,Dec-14,1799016000,958957000,2520325000,1304933000,904138000,318982000,441851000,1458914000,489339000,738776000,5469810000,6470284000,1664971000,2687029000
(주)HJ중공업,97230,Dec-15,2041347000,638986000,3115473000,1114540000,224253000,529090000,1083163000,628609000,660354000,1420587000,4638381000,5914637000,1836506000,2709550000
(주)HJ중공업,97230,Dec-16,1928591000,636193000,2813271000,1052341000,970466000,167724000,751837000,1269833000,514563000,1134704000,3921561000,5256464000,1890027000,2919100000
(주)HJ중공업,97230,Dec-17,1737428000,353238000,2452314000,601183000,5497000,105621000,1469673000,82638000,243789000,1931463000,3312303000,4206655000,1580791000,2257890000
(주)HJ중공업,97230,Dec-18,1750954000,158059000,1697869000,150193000,1140192000,104816000,446546000,1140191000,104816000,446546000,2388369000,2733620000,1691554000,1691553000
(주)HJ중공업,97230,Dec-19,1609530000,192063000,1628751000,192665000,3927000,0,908876000,3927000,0,908876000,2465650000,2470222000,912803000,912803000
(주)HJ중공업,97230,Dec-20,1694634000,99915000,1695815000,99885000,524020000,0,150785000,524020000,0,150785000,2189125000,2193855000,674805000,674805000
(주)MH에탄올,23150,Dec-10,43304589,10366770,55048463,10486756,4292060,62411403,875160,6895260,0,2664860,127603795,134869380,67578623,9560120
(주)MH에탄올,23150,Dec-11,43206995,9621058,44785159,9296966,8088960,63015867,1203100,8088960,0,3839214,135927085,134206851,72307927,11928174
(주)MH에탄올,23150,Dec-12,45488675,10238480,59768175,10586298,7613360,64484158,475600,7613360,68371514,475600,139200817,134385813,72573118,76460474
(주)MH에탄올,23150,Dec-13,46298516,10867590,62199887,11143399,7181760,62912838,431600,8166707,64376121,1187898,122520742,129697936,70526198,73730726
(주)MH에탄올,23150,Dec-14,48983781,10656654,48983781,10660809,732160,28450064,225600,732160,28450064,225600,85253876,85534839,29407824,29407824
(주)MH에탄올,23150,Dec-15,50386203,11229342,50386203,11232344,484060,18000000,135600,484060,18000000,135600,78691328,78996052,18619660,18619660
(주)MH에탄올,23150,Dec-16,48897025,10106607,48897025,10109420,348460,5000000,135600,348460,5000000,135600,72025138,72339673,5484060,5484060
(주)MH에탄올,23150,Dec-17,48270464,10630526,51977132,13015322,25212860,11203421,135600,169747422,41603421,12287891,107437079,500180086,36551881,223638734
(주)MH에탄올,23150,Dec-18,46943080,10301243,72795863,11197022,25077260,10482447,0,163785632,45739383,9680073,109656889,440177523,35559707,219205088
(주)MH에탄올,23150,Dec-19,46992295,9162165,80879342,10364346,25000000,10692858,0,31219687,46242628,141398140,101058662,451474451,35692858,218860455
(주)MH에탄올,23150,Dec-20,51277355,9351853,94645239,9904648,20300000,9570158,3750000,164313891,44520549,7136962,97515830,449679366,33620158,215971402
(주)SH에너지화학,2360,Dec-10,150353519,23298797,150630768,21921982,0,25265589,0,0,25265589,0,94473095,95617808,25265589,25265589
(주)SH에너지화학,2360,Dec-11,172752632,29886817,173209351,29026315,181920,28921046,0,181920,28921046,0,102383199,104710740,29102966,29102966
(주)SH에너지화학,2360,Dec-12,191907628,28438892,193950102,28165490,4000000,24066914,500000,4000000,24066914,500000,102492810,103690070,28566914,28566914
(주)SH에너지화학,2360,Dec-13,229783541,31666535,231912218,31490826,500000,26982012,500000,500000,26982012,500000,109984767,110488951,27982012,27982012
(주)SH에너지화학,2360,Dec-14,226971465,30742530,230912587,30844271,0,9568698,0,0,9568698,0,109098264,110741407,9568698,9568698
(주)SH에너지화학,2360,Dec-15,213882181,30178773,216441364,30190084,0,6823233,0,0,6881833,0,114048206,115520726,6823233,6881833
(주)SH에너지화학,2360,Dec-16,214380015,43299209,218397677,42036832,0,3500000,0,0,3560425,0,122956894,124488724,3500000,3560425
(주)SH에너지화학,2360,Dec-17,184672638,28003641,188114822,29823691,0,3500000,0,0,3553570,0,123261552,125312154,3500000,3553570
(주)SH에너지화학,2360,Dec-18,180753289,26406391,183598766,26677857,0,3500000,0,0,3500000,0,120895795,122434685,3500000,3500000
(주)SH에너지화학,2360,Dec-19,138161816,18290725,140852575,19301560,4800000,3500000,0,4800000,3500000,0,121126250,123415832,8300000,8300000
(주)SH에너지화학,2360,Dec-20,91354318,15532516,93584262,16153420,7200000,3500000,0,7200000,3500000,0,116570206,117356594,10700000,10700000
(주)SIMPAC,9160,Dec-10,180593108,56989306,181795010,57266625,0,30000000,0,0,30000000,0,260176045,269452191,30000000,30000000
(주)SIMPAC,9160,Dec-11,213867522,60824645,215365697,61162362,10000000,33556016,0,10000000,33556016,0,296953131,310879328,43556016,43556016
(주)SIMPAC,9160,Dec-12,223854758,63956321,225353321,64467055,10000000,30338486,0,10000000,30338486,0,307366684,318665505,40338486,40338486
(주)SIMPAC,9160,Dec-13,204527751,70233454,205751154,70432636,6666640,57162310,2499990,6666640,57162310,2499990,349836891,361985890,66328940,66328940
(주)SIMPAC,9160,Dec-14,227491803,66394653,263152264,75074385,2499990,25004397,3333320,2499990,35004397,3333320,329325876,381939281,30837707,40837707
(주)SIMPAC,9160,Dec-15,213152303,65352872,269528038,86645078,0,40000000,2499990,220000,50481896,2499990,369348917,422833445,42499990,53201886
(주)SIMPAC,9160,Dec-16,215839356,56521500,267074156,73728781,0,10000000,30000000,220000,24590628,30000000,366245273,417865468,40000000,54810628
(주)SIMPAC,9160,Dec-17,203150228,67161470,230634812,76242626,0,15000000,35000000,178750,20000000,35041250,343005145,381158251,50000000,55220000
(주)SIMPAC,9160,Dec-18,268863854,63142970,306150809,74156248,0,95000000,8250000,123750,105000000,8305000,628334175,681750819,103250000,113428750
(주)SIMPAC,9160,Dec-19,391970769,47639921,430085162,57150791,0,102000000,0,68750,126700000,55000,608693104,679145850,102000000,126823750
(주)SIMPAC,9160,Dec-20,272087150,40941562,365863303,52237356,0,118000000,0,13750,142200000,55000,656622388,737277692,118000000,142268750
(주)SNT에너지,100840,Dec-10,213919312,81107522,,,0,10000000,0,,,,253914889,,10000000,0
(주)SNT에너지,100840,Dec-11,195318747,101669011,,,0,20000000,0,,,,276511841,,20000000,0
(주)SNT에너지,100840,Dec-12,230707564,87999524,,,0,0,0,,,,292802033,,0,0
(주)SNT에너지,100840,Dec-13,200750984,83264734,,,0,0,0,,,,311675279,,0,0
(주)SNT에너지,100840,Dec-14,242746888,104272166,,,0,0,0,,,,304511816,,0,0
(주)SNT에너지,100840,Dec-15,260094045,133847215,,,0,0,0,,,,316196096,,0,0
(주)SNT에너지,100840,Dec-16,254089906,138765765,,,0,0,0,,,,348042346,,0,0
(주)SNT에너지,100840,Dec-17,184091945,107859929,,,0,0,0,,,,300266693,,0,0
(주)SNT에너지,100840,Dec-18,139516396,28391110,,,0,0,0,,,,280991534,,0,0
(주)SNT에너지,100840,Dec-19,202822913,98461921,213326726,87808216,0,0,0,0,0,0,331391237,333897235,0,0
(주)SNT에너지,100840,Dec-20,229991237,68776412,237399736,66756851,0,0,0,0,0,0,332066179,335351657,0,0
(주)SNT홀딩스,36530,Dec-10,2068556,1862574,1500160508,397009404,0,0,0,419200,114059332,654400,397213393,2038921397,0,115132932
(주)SNT홀딩스,36530,Dec-11,2257851,2179821,1663846065,441418415,0,0,0,627000,83747208,422200,388123974,2124828265,0,84796408
(주)SNT홀딩스,36530,Dec-12,8718270,1852229,1668749904,434017317,0,0,0,1230693,61474637,578979,388964716,2074903906,0,63284309
(주)SNT홀딩스,36530,Dec-13,8826810,1457758,1576368464,407050184,0,0,0,741141,74400885,225952,397336142,2149176237,0,75367978
(주)SNT홀딩스,36530,Dec-14,7701882,1346218,1552374806,387943491,0,0,0,496019,27084000,240361,399244416,2039388864,0,27820380
(주)SNT홀딩스,36530,Dec-15,8475099,945189,1612746929,388611511,0,0,0,241477,6947267,251293,430584006,2169311305,0,7440037
(주)SNT홀딩스,36530,Dec-16,9818190,960402,1537700275,419030363,0,0,0,0,6890307,239718,427001710,2210178425,0,7130025
(주)SNT홀딩스,36530,Dec-17,7417869,1066686,1508152132,374562657,0,0,0,0,6520000,0,425435423,2146174938,0,6520000
(주)SNT홀딩스,36530,Dec-18,7292112,1125636,1401307482,290271045,0,0,0,0,6460000,0,422804813,2113834573,0,6460000
(주)SNT홀딩스,36530,Dec-19,11015928,671101,1512114565,336753353,0,0,0,0,0,0,417172874,2236679025,0,0
(주)SNT홀딩스,36530,Dec-20,25309708,877985,1435754699,292853501,0,0,0,0,0,0,423961201,2270485740,0,0
(주)STX,11810,Dec-10,3191730000,345090000,4045884000,514656000,58292000,460768000,65405000,769257000,797362000,148409000,2822864000,6092977000,584465000,1715028000
(주)STX,11810,Dec-11,4173397000,499624000,5967701000,579090000,115350000,657305000,11733000,453951000,867790000,53475000,3302248000,5234175000,784388000,1375216000
(주)STX,11810,Dec-12,4116767000,475589000,6159850000,587421000,97993000,749942000,14742000,523076000,974176000,66668000,3226878000,5067029000,862677000,1563920000
(주)STX,11810,Dec-13,1895063000,239539000,2449401000,276699000,391256000,474021000,18346000,391286000,542454000,18352000,1086567000,1342520000,883623000,952092000
(주)STX,11810,Dec-14,1291351000,212208000,1634606000,250070000,214533000,488720000,0,214556000,512227000,40319000,1070433000,1255002000,703253000,767102000
(주)STX,11810,Dec-15,1362127000,172245000,1630827000,178790000,165217000,500659000,36560000,165235000,578844000,36566000,1057543000,1267224000,702436000,780645000
(주)STX,11810,Dec-16,1465561000,191974000,1720153000,106471000,30940000,510241000,107410000,30940000,574539000,107410000,627686000,707709000,648591000,712889000
(주)STX,11810,Dec-17,1595494000,118494000,1803878000,109537000,19343000,204108000,8695000,19343000,253322000,8695000,520393000,627542000,232146000,281360000
(주)STX,11810,Dec-18,1329890000,104031000,1502985000,137978000,22595000,259918000,2805000,22595000,305981000,2804000,446758000,554061000,285318000,331380000
(주)STX,11810,Dec-19,1237876000,122838000,1471164000,152980000,34213000,248602000,3220000,38017000,264271000,5556000,462734000,560107000,286035000,307844000
(주)STX,11810,Dec-20,788462000,66349000,975567000,155960000,20442000,213280000,15261000,27674000,277547000,19260000,362854000,617563000,248983000,324481000
(주)TCC스틸,2710,Dec-10,412110088,60667205,460900040,70487955,8146000,74594261,2550000,8839282,89239597,2550000,366375812,414696288,85290261,100628879
(주)TCC스틸,2710,Dec-11,456928069,67586275,514424043,80273965,25483900,93982325,7514200,26981943,108093746,7954200,407743559,454329510,126980425,143029889
(주)TCC스틸,2710,Dec-12,440568155,66487816,501337475,72753417,57343600,51793337,23040300,69300233,95311816,39293667,438642951,547013976,132177237,203905716
(주)TCC스틸,2710,Dec-13,419483813,57678585,500832754,69921390,81381440,30522560,32962160,119777726,68381264,33982147,444204925,543708595,144866160,222141137
(주)TCC스틸,2710,Dec-14,401323585,60449992,518995240,87363851,28114780,82191918,70666660,30545120,121546985,106920460,461297588,551000563,180973358,259012565
(주)TCC스틸,2710,Dec-15,350074629,42789015,495795871,68177589,112083700,29010848,0,113039900,40104555,250000,330651742,376394571,141094548,153394455
(주)TCC스틸,2710,Dec-16,317235565,48308784,444453635,58300073,59537000,30606252,0,60103220,40670209,482480,250878191,282914735,90143252,101255909
(주)TCC스틸,2710,Dec-17,333762378,44435086,391370092,49981836,0,35703547,69207408,178740,41668435,69684258,248896237,278692540,104910955,111531433
(주)TCC스틸,2710,Dec-18,351301866,42629516,413176279,43705695,74888608,40134438,2434800,78588608,41720321,2613540,268135677,304781579,117457846,122922469
(주)TCC스틸,2710,Dec-19,339334364,34766320,437173902,46602050,4363000,48254679,74888608,8063000,49412479,74888608,270265082,314210087,127506287,132364087
(주)TCC스틸,2710,Dec-20,323435107,42645474,431797912,53688307,3739560,29931507,66903440,6539560,30931507,71403440,261204640,306758932,100574507,108874507
(주)가비아,79940,Dec-10,26065926,2244353,40623302,3765261,3779940,0,660060,3779940,0,660060,34383172,52912228,4440000,4440000
(주)가비아,79940,Dec-11,33792831,2042211,52838864,5013065,953300,0,2826640,953300,0,2826640,37295822,64954440,3779940,3779940
(주)가비아,79940,Dec-12,38482449,2752244,69058144,7480657,9666660,1000000,786640,9666660,2774106,786640,51795749,85244515,11453300,13227406
(주)가비아,79940,Dec-13,40507693,3988164,70675565,8744771,5500000,0,4166660,5500000,1000000,4166660,52151784,91231294,9666660,10666660
(주)가비아,79940,Dec-14,43906243,3870003,80432047,11034168,4675000,3000000,825000,4675000,3500000,825000,55984243,98544072,8500000,9000000
(주)가비아,79940,Dec-15,48446932,3068712,91648622,8388925,5500000,0,0,5500000,510000,0,57657418,105081568,5500000,6010000
(주)가비아,79940,Dec-16,49430564,2650295,102178978,13401393,5500000,0,0,7200000,2200000,0,61160981,125796754,5500000,9400000
(주)가비아,79940,Dec-17,52365659,3125387,116217941,17913121,0,0,5500000,1700000,2400000,5500000,64986436,133382584,5500000,9600000
(주)가비아,79940,Dec-18,55197652,3009019,128728438,19188423,1000000,5500000,0,3315000,8214600,330000,69315988,151440505,6500000,11859600
(주)가비아,79940,Dec-19,58254105,3102940,148306878,22916044,4910996,3000000,0,11463170,6645286,0,82964911,199916131,7910996,18108456
(주)가비아,79940,Dec-20,64097025,3100347,169044955,20871652,12932988,5000000,0,27643852,8600000,0,98083331,260025259,17932988,36243852
(주)강스템바이오텍,217730,Dec-15,1484593,471975,,,780000,287750,0,,,,24982626,,1067750,0
(주)강스템바이오텍,217730,Dec-16,842805,586691,,,520000,260000,0,,,,47441769,,780000,0
(주)강스템바이오텍,217730,Dec-17,5394323,3702340,9132939,3996840,4260000,0,260000,4260000,1350000,560000,44508729,47198979,4520000,6170000
(주)강스템바이오텍,217730,Dec-18,1001039,4748767,9165454,5928134,4000000,0,260000,4438889,1405000,343333,66184838,73194018,4260000,6187222
(주)강스템바이오텍,217730,Dec-19,282069,3174006,6004584,3499797,4000000,0,0,7655556,240000,83333,98625925,113643697,4000000,7978889
(주)강스템바이오텍,217730,Dec-20,295379,3591583,9137898,4269605,4000000,0,0,7300000,0,355556,68097299,82505287,4000000,7655556
(주)강원랜드,35250,Dec-10,1313380414,17854391,1313788411,19547930,0,0,0,0,0,0,2615956414,2609098339,0,0
(주)강원랜드,35250,Dec-11,1263651213,24892823,1265686425,25401953,0,0,0,0,0,0,2730283806,2711401782,0,0
(주)강원랜드,35250,Dec-12,1292896121,28211576,1296191223,29226315,0,0,0,0,0,0,2915385756,2906655321,0,0
(주)강원랜드,35250,Dec-13,1356906162,25017801,1361286598,25352878,0,0,0,0,0,0,3105430200,3102036846,0,0
(주)강원랜드,35250,Dec-14,1492291312,32214731,1496541441,32491291,0,0,0,0,0,0,3380461682,3375127289,0,0
(주)강원랜드,35250,Dec-15,1630976696,27629516,1633716839,27790991,0,0,0,0,0,0,3688060027,3690791830,0,0
(주)강원랜드,35250,Dec-16,1694575212,24027445,1696532511,24158055,0,0,0,940000,0,0,3975979890,3978987574,0,940000
(주)강원랜드,35250,Dec-17,1602901764,34102525,1604470055,34189697,0,0,0,1400000,0,0,4182527382,4185657487,0,1400000
(주)강원랜드,35250,Dec-18,1436042435,42086402,1438059299,42275272,0,0,0,0,0,0,4229630541,4231241354,0,0
(주)강원랜드,35250,Dec-19,1517612252,34067702,1520080449,34288607,0,0,0,0,0,0,4436461953,4438119306,0,0
(주)강원랜드,35250,Dec-20,477474858,13105989,478578866,12415049,0,0,0,0,0,0,3635973900,3641632201,0,0
(주)강원에너지,114190,Nov-10,30619298,13552863,,,0,0,70000,,,,28677832,,70000,0
(주)강원에너지,114190,Nov-11,50222892,13501596,,,0,0,0,,,,53719067,,0,0
(주)강원에너지,114190,Dec-12,106471214,42179622,,,0,0,0,,,,89258208,,0,0
(주)강원에너지,114190,Dec-13,50660659,16024210,,,0,0,0,,,,72441333,,0,0
(주)강원에너지,114190,Dec-14,51481321,27813597,,,0,0,0,,,,67037639,,0,0
(주)강원에너지,114190,Dec-15,48852892,17599084,46188664,18679980,0,0,0,10000000,0,0,80939019,85457457,0,10000000
(주)강원에너지,114190,Dec-16,44448760,27447140,42287473,27456986,0,0,0,10004000,0,0,70850137,77186606,0,10004000
(주)강원에너지,114190,Dec-17,83113029,45625009,82034829,45633060,0,0,0,7200000,0,961000,87781416,93179394,0,8161000
(주)강원에너지,114190,Dec-18,85905365,42343511,85905365,42346564,0,0,0,0,7200000,0,89619750,93845576,0,7200000
(주)강원에너지,114190,Dec-19,42549622,14177490,42549622,14177490,3320000,0,0,3320000,7200000,0,55106032,56602063,3320000,10520000
(주)강원에너지,114190,Dec-20,38345166,9276769,38345166,9295962,2656000,1300000,0,2656000,1300000,0,32998279,32968636,3956000,3956000
(주)갤럭시아에스엠,11420,Dec-10,42704968,5496151,56624254,7101208,0,912703,0,0,912703,0,35800250,38135510,912703,912703
(주)갤럭시아에스엠,11420,Dec-11,31931418,8786869,47331427,10215697,0,1900000,0,0,1900000,0,40711969,45110356,1900000,1900000
(주)갤럭시아에스엠,11420,Dec-12,37398255,11762988,55049732,11203435,0,1400000,0,2050000,1400000,0,40169876,43979072,1400000,3450000
(주)갤럭시아에스엠,11420,Dec-13,30903637,8101215,46437304,8307007,0,1400000,527650,444977,3450000,527650,34158874,37636664,1927650,4422627
(주)갤럭시아에스엠,11420,Dec-14,33027933,15462091,43885894,15552217,0,1400000,1231104,1778928,1400000,1231104,40528250,45274078,2631104,4410032
(주)갤럭시아에스엠,11420,Dec-15,53784932,14099634,62472754,13561207,0,0,0,478600,900000,0,67196553,68686992,0,1378600
(주)갤럭시아에스엠,11420,Dec-16,45665676,10401963,52626331,11744729,0,0,0,0,0,420000,55825556,58444606,0,420000
(주)갤럭시아에스엠,11420,Dec-17,36917656,11483546,37281280,12984727,0,0,0,0,0,0,48958128,49831109,0,0
(주)갤럭시아에스엠,11420,Dec-18,22030258,3786049,22060413,3840258,0,0,0,0,0,0,33337692,33253331,0,0
(주)갤럭시아에스엠,11420,Dec-19,28732679,3814459,28732679,3814459,0,0,0,0,0,0,28241598,28241598,0,0
(주)갤럭시아에스엠,11420,Dec-20,19539594,3061310,,,0,0,0,,,,28554685,,0,0
(주)경농,2100,Dec-10,143042882,11797502,143433922,11957193,66400,20000000,7979,66400,20000000,7979,198795934,198435169,20074379,20074379
(주)경농,2100,Dec-11,120728258,8259682,121253605,8480162,57682,0,8718,57682,0,8718,176741869,173774102,66400,66400
(주)경농,2100,Dec-12,131021366,10734982,136970449,17606612,48203,15672000,9479,48203,70186128,9479,203467698,269412832,15729682,70243810
(주)경농,2100,Dec-13,139237273,10140001,196358952,19097540,6635226,8962308,11998,6635226,39252112,11998,214988593,255984725,15609532,45899336
(주)경농,2100,Dec-14,134806677,13016156,188483147,24271123,9302713,12647505,629653,9302713,52465899,629654,230870852,284623063,22579871,62398266
(주)경농,2100,Dec-15,137609256,18767551,196418710,29239907,10653500,36640787,3874000,10653500,63164557,3874000,265109291,316341853,51168287,77692057
(주)경농,2100,Dec-16,143209666,16449420,203984939,29142043,6779500,35583115,3874000,6789500,62069012,3874000,266622289,320915151,46236615,72732512
(주)경농,2100,Dec-17,143175105,15968125,206534382,28516725,2905500,13876102,3874000,7131800,65173878,5479000,268967010,335873898,20655602,77784678
(주)경농,2100,Dec-18,146216658,21163352,212654617,31126691,0,23632398,2905500,4600000,79960501,0,285031873,357260541,26537898,84560501
(주)경농,2100,Dec-19,151342037,21675829,227510941,31940857,16000000,35282865,0,23600000,65326303,3500000,297197088,370874091,51282865,92426303
(주)경농,2100,Dec-20,165655312,25273307,248295524,34509621,0,37764519,8000000,4500000,64648943,11600000,299102193,371525656,45764519,80748943
(주)경동나비엔,9450,Dec-10,278277379,36079344,307182060,31924632,263200,0,150400,8670396,3416700,315197,201855827,238612022,413600,12402293
(주)경동나비엔,9450,Dec-11,318269213,44863601,341246917,32489054,112800,0,150400,8450997,6919800,325782,224373470,263211016,263200,15696579
(주)경동나비엔,9450,Dec-12,341339118,55528498,379014259,39135821,7460000,0,112800,18461243,6133169,284395,254627468,299729837,7572800,24878807
(주)경동나비엔,9450,Dec-13,371601179,58514488,414177562,41405231,2219700,25000000,444300,14132101,33221200,1092031,301475800,354779867,27664000,48445332
(주)경동나비엔,9450,Dec-14,382392117,80970272,428985365,47524687,1331820,68900000,887880,19525050,82110660,3576200,331089242,401658957,71119700,105211910
(주)경동나비엔,9450,Dec-15,448302084,84279476,512031120,46764051,443940,31402650,887880,15959718,47715339,5342120,324848990,402084368,32734470,69017177
(주)경동나비엔,9450,Dec-16,506082201,89650530,583252904,56832807,0,0,0,10988469,18305153,4023970,347643876,429754702,0,33317592
(주)경동나비엔,9450,Dec-17,569819524,102970323,684660958,86479339,0,15250000,0,17554750,38519282,4203800,391400492,503697210,15250000,60277832
(주)경동나비엔,9450,Dec-18,618058456,123663616,726741615,103380872,0,52900000,0,18171374,97542506,3532661,440513661,583595818,52900000,119246541
(주)경동나비엔,9450,Dec-19,655419303,140461261,774290704,104187933,10000000,29500000,0,23688184,64709266,5924135,461607017,609808343,39500000,94321585
(주)경동나비엔,9450,Dec-20,746324940,145210820,873409019,105024644,5000000,25800000,5000000,13346619,98646389,9953368,535511600,734688738,35800000,121946376
(주)경동도시가스,267290,Dec-17,870828897,267661494,871548284,267665227,12987389,0,1884553,12987389,0,1884553,707917077,710280194,14871942,14871942
(주)경동도시가스,267290,Dec-18,1605687067,252213755,1606531867,252215418,12123582,0,1640775,12123582,0,1640775,775880913,778269612,13764357,13764357
(주)경동도시가스,267290,Dec-19,1421866212,206310105,1422707835,206340065,11201253,0,1667937,11201253,0,1667937,747453908,749999474,12869190,12869190
(주)경동도시가스,267290,Dec-20,1086023402,178713097,1086830628,178740873,7802650,0,1317869,7802650,0,1317869,697182108,699658165,9120519,9120519
(주)경동인베스트,12320,Dec-10,1289139847,232405182,1360542926,245067386,14955378,0,2293239,20100378,41481393,2793239,756282260,819480663,17248617,64375010
(주)경동인베스트,12320,Dec-11,1806174764,343776351,1847666903,371636635,14732383,0,2092995,38332383,13793100,2092995,941176098,1001490869,16825378,54218478
(주)경동인베스트,12320,Dec-12,2403814656,420256009,2502642394,450906953,13350519,0,1925774,35850519,9800000,1925774,1168400020,1209924561,15276293,47576293
(주)경동인베스트,12320,Dec-13,2664100017,376743500,2788264380,403520987,12355917,0,1807847,29855917,13489951,4307847,1161427092,1205008353,14163764,47653715
(주)경동인베스트,12320,Dec-14,2399450987,312444989,2603059058,392727132,11523080,0,1969669,56403180,6551550,23283489,1101071366,1320789066,13492749,86238219
