,회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),0,1,2,3
5493,(주)웹젠,69080,Dec-16,189549126,207563178,33219,65640,23.05,20.69,inf,inf
5494,(주)웹젠,69080,Dec-17,212552367,224550877,130149,159199,12.14,8.18,291.79,142.53
5495,(주)웹젠,69080,Dec-18,269559694,283700361,88948,118043,26.82,26.34,-31.66,-25.85
5496,(주)웹젠,69080,Dec-19,229795447,238374007,45599,47517,-14.75,-15.98,-48.74,-59.75
5497,(주)위니아,71460,Dec-16,160273570,166519148,72084445,85388219,-30.25,-30.14,157983.39,179600.36
5498,(주)위니아,71460,Dec-17,167497963,179927715,85170465,99125286,4.51,8.05,18.15,16.09
5499,(주)위니아,71460,Dec-18,159372736,178276497,100042810,100727152,-4.85,-0.92,17.46,1.62
5500,(주)위니아,71460,Dec-19,182213431,258874464,95940150,103417034,14.33,45.21,-4.1,2.67
5501,(주)위닉스,44340,Dec-11,54879423,71763146,23122756,29847110,-69.88,-72.28,-75.9,-71.14
5502,(주)위닉스,44340,Dec-12,44661306,62051975,13853322,20028241,-18.62,-13.53,-40.09,-32.9
5503,(주)위닉스,44340,Dec-13,85171456,106412240,33387984,41165419,90.71,71.49,141.01,105.54
5504,(주)위닉스,44340,Dec-14,129739068,152936194,98295308,105343954,52.33,43.72,194.4,155.9
5505,(주)위닉스,44340,Dec-15,96709821,118330956,67068686,75403420,-25.46,-22.63,-31.77,-28.42
5506,(주)위닉스,44340,Dec-16,77052214,95924755,43064250,57336302,-20.33,-18.94,-35.79,-23.96
5507,(주)위닉스,44340,Dec-17,74845039,90207796,34852701,46117573,-2.86,-5.96,-19.07,-19.57
5508,(주)위닉스,44340,Dec-18,86464299,106479426,37849400,52705580,15.52,18.04,8.6,14.29
5509,(주)위닉스,44340,Dec-19,92938272,151723203,40834773,60043095,7.49,42.49,7.89,13.92
5510,(주)위메이드,112040,Dec-11,129901649,215817282,0,0,39.77,42.24,-100,-100
5511,(주)위메이드,112040,Dec-12,115297969,175472639,0,0,-11.24,-18.69,,
5512,(주)위메이드,112040,Dec-13,77453440,144130923,0,0,-32.82,-17.86,,
5513,(주)위메이드,112040,Dec-14,73543871,123089918,0,0,-5.05,-14.6,,
5514,(주)위메이드,112040,Dec-15,54895543,125172511,0,0,-25.36,1.69,,
5515,(주)위메이드,112040,Dec-16,52018684,132460924,0,0,-5.24,5.82,,
5516,(주)위메이드,112040,Dec-17,204269898,322103106,0,0,292.69,143.17,,
5517,(주)위메이드,112040,Dec-18,88018108,177857937,0,0,-56.91,-44.78,,
5518,(주)위메이드,112040,Dec-19,44464059,126629788,0,0,-49.48,-28.8,,
5519,(주)위메이드맥스,101730,Dec-11,57062394,65142031,0,0,28.33,-48.56,,
5520,(주)위메이드맥스,101730,Dec-12,32026693,50426061,0,0,-43.87,-22.59,,
5521,(주)위메이드맥스,101730,Dec-13,31654326,73499370,0,0,-1.16,45.76,,
5522,(주)위메이드맥스,101730,Dec-14,32465652,57212616,0,0,2.56,-22.16,,
5523,(주)위메이드맥스,101730,Dec-15,20441383,47838798,0,0,-37.04,-16.38,,
5524,(주)위메이드맥스,101730,Dec-16,22566540,46670269,0,0,10.4,-2.44,,
5525,(주)위메이드맥스,101730,Dec-17,18082872,33438943,0,0,-19.87,-28.35,,
5526,(주)위메이드맥스,101730,Dec-18,16503948,24834405,0,0,-8.73,-25.73,,
5527,(주)위메이드맥스,101730,Dec-19,8699165,15472153,0,0,-47.29,-37.7,,
5528,(주)위메이드플레이,123420,Dec-11,11111111.11,11111111.11,11111111.11,11111111.11,27.73,-28.19,inf,inf
5529,(주)위메이드플레이,123420,Dec-12,11111111.11,11111111.11,11111111.11,11111111.11,,,,
5530,(주)위메이드플레이,123420,Dec-13,48332139,11111111.11,0,11111111.11,,,,
5531,(주)위메이드플레이,123420,Dec-14,106103265,106238857,0,0,119.53,,,
5532,(주)위메이드플레이,123420,Dec-15,105801027,106633363,0,0,-0.28,0.37,,
5533,(주)위메이드플레이,123420,Dec-16,114095146,116266244,0,0,7.84,9.03,,
5534,(주)위메이드플레이,123420,Dec-17,95201387,99939450,0,0,-16.56,-14.04,,
5535,(주)위메이드플레이,123420,Dec-18,92025625,97460737,0,0,-3.34,-2.48,,
5536,(주)위메이드플레이,123420,Dec-19,115830218,122715165,0,0,25.87,25.91,,
5537,(주)위스컴,24070,Dec-11,83361825,87669438,7887114,9039487,-28.03,-28.56,inf,inf
5538,(주)위스컴,24070,Dec-12,85166883,88477779,10206044,11022416,2.17,0.92,29.4,21.94
5539,(주)위스컴,24070,Dec-13,83051696,86217724,7211818,7900541,-2.48,-2.55,-29.34,-28.32
5540,(주)위스컴,24070,Dec-14,84753722,87992062,7853534,8714470,2.05,2.06,8.9,10.3
5541,(주)위스컴,24070,Dec-15,73958192,77812592,6832765,7665077,-12.74,-11.57,-13,-12.04
5542,(주)위스컴,24070,Dec-16,78122086,83074451,7076582,8469201,5.63,6.76,3.57,10.49
5543,(주)위스컴,24070,Dec-17,78449345,82338292,6520720,7446828,0.42,-0.89,-7.85,-12.07
5544,(주)위스컴,24070,Dec-18,70615367,75914969,6091889,7140969,-9.99,-7.8,-6.58,-4.11
5545,(주)위스컴,24070,Dec-19,68839262,77087789,6278950,7042006,-2.52,1.54,3.07,-1.39
5546,(주)위지윅스튜디오,299900,Dec-18,35192455,11111111.11,0,11111111.11,-48.88,-85.59,-100,57.78
5547,(주)위지윅스튜디오,299900,Dec-19,21485187,40868634,0,4311046,-38.95,,,
5548,(주)위지트,36090,Dec-11,12011911,11111111.11,3186188,11111111.11,-44.09,-72.81,inf,157.74
5549,(주)위지트,36090,Dec-12,9947622,11111111.11,3539701,11111111.11,-17.19,,11.1,
5550,(주)위지트,36090,Dec-13,10589457,11111111.11,3110793,11111111.11,6.45,,-12.12,
5551,(주)위지트,36090,Dec-14,27514660,11111111.11,3441605,11111111.11,159.83,,10.63,
5552,(주)위지트,36090,Dec-15,28947217,28600510,3100405,3100405,5.21,,-9.91,
5553,(주)위지트,36090,Dec-16,31709328,31921312,4100370,4100370,9.54,11.61,32.25,32.25
5554,(주)위지트,36090,Dec-17,26835538,26835538,7366759,7366759,-15.37,-15.93,79.66,79.66
5555,(주)위지트,36090,Dec-18,28058877,28058877,5207493,5207493,4.56,4.56,-29.31,-29.31
5556,(주)위지트,36090,Dec-19,15762945,17227103,4804556,5680582,-43.82,-38.6,-7.74,9.08
5557,(주)윈스,136540,Dec-11,33476914,11111111.11,3560167,11111111.11,112.38,-35.5,-25.9,95.6
5558,(주)윈스,136540,Dec-12,46457520,11111111.11,4957515,11111111.11,38.77,,39.25,
5559,(주)윈스,136540,Dec-13,58548397,11111111.11,6324808,11111111.11,26.03,,27.58,
5560,(주)윈스,136540,Dec-14,67268359,11111111.11,6381687,11111111.11,14.89,,0.9,
5561,(주)윈스,136540,Dec-15,71926715,11111111.11,10974092,11111111.11,6.93,,71.96,
5562,(주)윈스,136540,Dec-16,98331171,11111111.11,9329045,11111111.11,36.71,,-14.99,
5563,(주)윈스,136540,Dec-17,69343244,73686301,6941792,7952719,-29.48,,-25.59,
5564,(주)윈스,136540,Dec-18,70055537,75165794,8963320,10630366,1.03,2.01,29.12,33.67
5565,(주)윈스,136540,Dec-19,73663603,82023163,5743821,9745020,5.15,9.12,-35.92,-8.33
5566,(주)윈팩,97800,Dec-13,11910177,11111111.11,1981813,11111111.11,-83.83,-86.45,-65.5,14.02
5567,(주)윈팩,97800,Dec-14,13386138,11111111.11,2424985,11111111.11,12.39,,22.36,
5568,(주)윈팩,97800,Dec-15,10836821,11111111.11,1810194,11111111.11,-19.04,,-25.35,
5569,(주)윈팩,97800,Dec-16,9171238,11111111.11,3494921,11111111.11,-15.37,,93.07,
5570,(주)윈팩,97800,Dec-17,20989223,11111111.11,4321071,11111111.11,128.86,,23.64,
5571,(주)윈팩,97800,Dec-18,11617414,11111111.11,3101020,11111111.11,-44.65,,-28.23,
5572,(주)윈팩,97800,Dec-19,20609832,11111111.11,5543749,11111111.11,77.4,,78.77,
5573,(주)윈하이텍,192390,Dec-14,31215985,11111111.11,4838658,11111111.11,51.46,0,-12.72,0
5574,(주)윈하이텍,192390,Dec-15,31759550,11111111.11,5819779,11111111.11,1.74,,20.28,
5575,(주)윈하이텍,192390,Dec-16,28956694,11111111.11,5709932,11111111.11,-8.83,,-1.89,
5576,(주)윈하이텍,192390,Dec-17,49964606,11111111.11,7759026,11111111.11,72.55,,35.89,
5577,(주)윈하이텍,192390,Dec-18,66510369,11111111.11,11581115,11111111.11,33.11,,49.26,
5578,(주)윈하이텍,192390,Dec-19,43250017,41323362,11252223,11537415,-34.97,,-2.84,
5579,(주)윌링스,313760,Dec-19,34069250,11111111.11,6179926,11111111.11,-21.23,-73.11,-45.08,-3.69
5580,(주)윌비스,8600,Dec-11,85875810,170491742,17030725,93129227,,,,
5581,(주)윌비스,8600,Dec-12,78462590,156712913,13301218,83584925,-8.63,-8.08,-21.9,-10.25
5582,(주)윌비스,8600,Dec-13,89105651,170361036,18021891,93350067,13.56,8.71,35.49,11.68
5583,(주)윌비스,8600,Dec-14,90043969,170675084,16681245,98611680,1.05,0.18,-7.44,5.64
5584,(주)윌비스,8600,Dec-15,98205530,200691729,20492061,110048035,9.06,17.59,22.84,11.6
5585,(주)윌비스,8600,Dec-16,103907518,217108851,20084692,115086636,5.81,8.18,-1.99,4.58
5586,(주)윌비스,8600,Dec-17,98731497,193850960,13841415,98373485,-4.98,-10.71,-31.08,-14.52
5587,(주)윌비스,8600,Dec-18,118608830,200754934,11012069,100381143,20.13,3.56,-20.44,2.04
5588,(주)윌비스,8600,Dec-19,101559319,165815107,12451528,79037470,-14.37,-17.4,13.07,-21.26
5589,(주)유니드,14830,Dec-11,314254091,441858655,84040417,142226528,209.43,166.48,574.94,79.95
5590,(주)유니드,14830,Dec-12,217284938,297017009,72932664,99499168,-30.86,-32.78,-13.22,-30.04
5591,(주)유니드,14830,Dec-13,313678060,424130487,67066771,83605634,44.36,42.8,-8.04,-15.97
5592,(주)유니드,14830,Dec-14,268334841,383842608,58870685,85223057,-14.46,-9.5,-12.22,1.93
5593,(주)유니드,14830,Dec-15,350323336,510398942,80332041,114316382,30.55,32.97,36.46,34.14
5594,(주)유니드,14830,Dec-16,290109059,431637617,56527785,73481066,-17.19,-15.43,-29.63,-35.72
5595,(주)유니드,14830,Dec-17,268875968,449171990,63094502,85825664,-7.32,4.06,11.62,16.8
5596,(주)유니드,14830,Dec-18,263825893,440202102,74404435,106778348,-1.88,-2,17.93,24.41
5597,(주)유니드,14830,Dec-19,222433398,430837914,89127507,136666284,-15.69,-2.13,19.79,27.99
5598,(주)유니온,910,Dec-11,60638166,62055397,28240193,29158670,-72.74,-85.6,-68.31,-78.66
5599,(주)유니온,910,Dec-12,52671665,52942873,23350558,23350558,-13.14,-14.68,-17.31,-19.92
5600,(주)유니온,910,Dec-13,52944183,50027647,19657558,19657558,0.52,-5.51,-15.82,-15.82
5601,(주)유니온,910,Dec-14,53210535,49163278,14347711,14578497,0.5,-1.73,-27.01,-25.84
5602,(주)유니온,910,Dec-15,46229113,45785270,14830249,14830249,-13.12,-6.87,3.36,1.73
5603,(주)유니온,910,Dec-16,45328727,11111111.11,11578182,11111111.11,-1.95,-75.73,-21.93,-25.08
5604,(주)유니온,910,Dec-17,38169976,94655505,12890910,30358381,-15.79,,11.34,
5605,(주)유니온,910,Dec-18,43942668,110803969,13510722,35206036,15.12,17.06,4.81,15.97
5606,(주)유니온,910,Dec-19,49353632,129448998,13419888,41493240,12.31,16.83,-0.67,17.86
5607,(주)유니온커뮤니티,203450,Dec-16,34820456,34759367,6877242,6877242,-29.45,-73.15,-48.75,-83.43
5608,(주)유니온커뮤니티,203450,Dec-17,31098667,31009048,8982449,8982449,-10.69,-10.79,30.61,30.61
5609,(주)유니온커뮤니티,203450,Dec-18,30684058,30699930,8133945,8133945,-1.33,-1,-9.45,-9.45
5610,(주)유니온커뮤니티,203450,Dec-19,36957795,36973448,10091977,10091977,20.45,20.43,24.07,24.07
5611,(주)유니켐,11330,Dec-11,34063968,11111111.11,18458767,11111111.11,-7.83,-69.95,82.91,10.1
5612,(주)유니켐,11330,Dec-12,36053183,11111111.11,12849879,11111111.11,5.84,,-30.39,
5613,(주)유니켐,11330,Dec-13,39991317,11111111.11,10047703,11111111.11,10.92,,-21.81,
5614,(주)유니켐,11330,Jun-15,15624160,11111111.11,10263159,11111111.11,-60.93,,2.14,
5615,(주)유니켐,11330,Dec-16,41178716,11111111.11,26588378,11111111.11,163.56,,159.07,
5616,(주)유니켐,11330,Dec-17,45523347,51043320,24152488,28705353,10.55,,-9.16,
5617,(주)유니켐,11330,Dec-18,64786797,71326592,41591652,47088016,42.32,39.74,72.2,64.04
5618,(주)유니켐,11330,Dec-19,82638861,88502470,49760640,55229450,27.56,24.08,19.64,17.29
5619,(주)유니크,11320,Dec-11,52298921,62495620,4709037,6899981,-36.71,-29.39,-90.54,-87.51
5620,(주)유니크,11320,Dec-12,57109289,65838159,5116606,7431066,9.2,5.35,8.66,7.7
5621,(주)유니크,11320,Dec-13,75985058,86563346,6613502,9052179,33.05,31.48,29.26,21.82
5622,(주)유니크,11320,Dec-14,71653020,81819463,7340894,9784846,-5.7,-5.48,11,8.09
5623,(주)유니크,11320,Dec-15,67458294,80938335,9126991,11825564,-5.85,-1.08,24.33,20.86
5624,(주)유니크,11320,Dec-16,63803763,77906349,9171360,12035056,-5.42,-3.75,0.49,1.77
5625,(주)유니크,11320,Dec-17,64568267,77322629,12050481,14773246,1.2,-0.75,31.39,22.75
5626,(주)유니크,11320,Dec-18,68783622,78421096,11442149,14730796,6.53,1.42,-5.05,-0.29
5627,(주)유니크,11320,Dec-19,81805220,89424139,13289844,15356662,18.93,14.03,16.15,4.25
5628,(주)유니테스트,86390,Dec-11,39608083,42048486,12805916,12805916,-51.58,-52.98,-3.64,-16.61
5629,(주)유니테스트,86390,Dec-12,30913272,33113826,9704137,9704137,-21.95,-21.25,-24.22,-24.22
5630,(주)유니테스트,86390,Dec-13,20413819,23316579,10213326,10557687,-33.96,-29.59,5.25,8.8
5631,(주)유니테스트,86390,Dec-14,40831410,46161154,18253919,20025423,100.02,97.98,78.73,89.68
5632,(주)유니테스트,86390,Dec-15,51867601,61632103,12750542,14204424,27.03,33.52,-30.15,-29.07
5633,(주)유니테스트,86390,Dec-16,58016468,65778839,19784178,20511197,11.85,6.73,55.16,44.4
5634,(주)유니테스트,86390,Dec-17,95900294,107381550,27786301,34256658,65.3,63.25,40.45,67.01
5635,(주)유니테스트,86390,Dec-18,105839815,132989022,20924099,30467973,10.36,23.85,-24.7,-11.06
5636,(주)유니테스트,86390,Dec-19,106271489,134041979,15173005,17402959,0.41,0.79,-27.49,-42.88
5637,(주)유니테크노,241690,Dec-16,29815486,38651824,4099246,6013677,-71.94,-71.16,-72.98,-65.44
5638,(주)유니테크노,241690,Dec-17,30117965,39091583,4961856,7003883,1.01,1.14,21.04,16.47
5639,(주)유니테크노,241690,Dec-18,32379384,44423244,6479114,8902323,7.51,13.64,30.58,27.11
5640,(주)유니테크노,241690,Dec-19,32448078,45834343,7694292,10485321,0.21,3.18,18.76,17.78
5641,(주)유니트론텍,142210,Dec-16,61360155,64512545,19428565,19453055,89.1,40.75,152.51,85.53
5642,(주)유니트론텍,142210,Dec-17,59554855,60699179,24221434,24282238,-2.94,-5.91,24.67,24.82
5643,(주)유니트론텍,142210,Dec-18,69127093,84972554,26792109,31286316,16.07,39.99,10.61,28.84
5644,(주)유니트론텍,142210,Dec-19,76751749,94781858,23578472,26771120,11.03,11.54,-11.99,-14.43
5645,(주)유라테크,48430,Dec-11,37724460,11111111.11,9592066,11111111.11,-50.85,-88.28,-59.32,-58.5
5646,(주)유라테크,48430,Dec-12,42603306,44406309,10047035,10598548,12.93,,4.74,
5647,(주)유라테크,48430,Dec-13,37088127,42391573,12552118,14061518,-12.95,-4.54,24.93,32.67
5648,(주)유라테크,48430,Dec-14,48587314,58427356,14977787,16360868,31.01,37.83,19.32,16.35
5649,(주)유라테크,48430,Dec-15,58525667,66607607,16260820,17937735,20.45,14,8.57,9.64
5650,(주)유라테크,48430,Dec-16,51090294,59828688,18049037,19680215,-12.7,-10.18,11,9.71
5651,(주)유라테크,48430,Dec-17,54012525,63361054,19149584,21637917,5.72,5.9,6.1,9.95
5652,(주)유라테크,48430,Dec-18,51021962,61142652,14935211,17177114,-5.54,-3.5,-22.01,-20.62
5653,(주)유라테크,48430,Dec-19,60216569,68033005,13726242,15121187,18.02,11.27,-8.09,-11.97
5654,(주)유바이오로직스,206650,Dec-17,15240315,11111111.11,4554476,11111111.11,-74.69,-83.67,-66.82,-26.52
5655,(주)유바이오로직스,206650,Dec-18,27644818,11111111.11,4540632,11111111.11,81.39,,-0.3,
5656,(주)유바이오로직스,206650,Dec-19,21497385,11111111.11,7668915,11111111.11,-22.24,,68.9,
5657,(주)유비케어,32620,Dec-11,35972520,37906321,426187,426187,67.33,241.16,-94.44,-96.16
5658,(주)유비케어,32620,Dec-12,37088483,37850636,208973,485319,3.1,-0.15,-50.97,13.87
5659,(주)유비케어,32620,Dec-13,34125519,35473567,200624,200624,-7.99,-6.28,-4,-58.66
5660,(주)유비케어,32620,Dec-14,40167548,40375750,1983812,1983812,17.71,13.82,888.82,888.82
5661,(주)유비케어,32620,Dec-15,52577301,52584511,2931173,2931173,30.89,30.24,47.75,47.75
5662,(주)유비케어,32620,Dec-16,50020273,50458584,2622090,2622090,-4.86,-4.04,-10.54,-10.54
5663,(주)유비케어,32620,Dec-17,49793024,50652853,2707446,2707446,-0.45,0.39,3.26,3.26
5664,(주)유비케어,32620,Dec-18,79498912,87984177,973549,1072607,59.66,73.7,-64.04,-60.38
5665,(주)유비케어,32620,Dec-19,90194240,97956099,3535062,3632970,13.45,11.33,263.11,238.7
5666,(주)유비쿼스,264450,Dec-17,67545193,11111111.11,9942498,11111111.11,-25.11,-88.66,181.25,205.84
5667,(주)유비쿼스,264450,Dec-18,82474535,11111111.11,16766145,11111111.11,22.1,,68.63,
5668,(주)유비쿼스,264450,Dec-19,98678593,11111111.11,19099125,11111111.11,19.65,,13.91,
5669,(주)유비쿼스홀딩스,78070,Dec-11,101323319,101377925,8609975,8609975,2.68,812.4,-54.92,-22.51
5670,(주)유비쿼스홀딩스,78070,Dec-12,90139274,90674747,6619278,6634711,-11.04,-10.56,-23.12,-22.94
5671,(주)유비쿼스홀딩스,78070,Dec-13,80988110,82693890,10145214,10564634,-10.15,-8.8,53.27,59.23
5672,(주)유비쿼스홀딩스,78070,Dec-14,94774505,108434920,19101836,19101836,17.02,31.13,88.28,80.81
5673,(주)유비쿼스홀딩스,78070,Dec-15,147792706,166721910,14960016,14960016,55.94,53.75,-21.68,-21.68
5674,(주)유비쿼스홀딩스,78070,Dec-16,137817489,160044250,10586916,10586916,-6.75,-4.01,-29.23,-29.23
5675,(주)유비쿼스홀딩스,78070,Dec-17,7396423,90625162,0,0,-94.63,-43.37,-100,-100
5676,(주)유비쿼스홀딩스,78070,Dec-18,8895689,172994875,0,17498334,20.27,90.89,,inf
5677,(주)유비쿼스홀딩스,78070,Dec-19,6389637,194546444,0,19647887,-28.17,12.46,,12.28
5678,(주)유성티엔에스,24800,Dec-11,150848577,152732710,14657956,14724316,2260.83,-21.49,inf,-25.06
5679,(주)유성티엔에스,24800,Dec-12,134958348,136874837,13165844,13165844,-10.53,-10.38,-10.18,-10.58
5680,(주)유성티엔에스,24800,Dec-13,171224598,173200737,15283314,15283314,26.87,26.54,16.08,16.08
5681,(주)유성티엔에스,24800,Dec-14,177511856,179307115,16466418,16466418,3.67,3.53,7.74,7.74
5682,(주)유성티엔에스,24800,Dec-15,149467927,155371796,7254876,11164112,-15.8,-13.35,-55.94,-32.2
5683,(주)유성티엔에스,24800,Dec-16,131628774,140515559,5912732,8450597,-11.94,-9.56,-18.5,-24.31
5684,(주)유성티엔에스,24800,Dec-17,130274132,162329868,4269478,4494561,-1.03,15.52,-27.79,-46.81
5685,(주)유성티엔에스,24800,Dec-18,129359801,159917828,1361345,1779733,-0.7,-1.49,-68.11,-60.4
5686,(주)유성티엔에스,24800,Dec-19,106652558,126796574,1051979,1696897,-17.55,-20.71,-22.73,-4.65
5687,(주)유수홀딩스,700,Dec-11,30014044,11111111.11,10501,11111111.11,-71.86,-91.24,-99,554.79
5688,(주)유수홀딩스,700,Dec-12,52668536,11111111.11,10350,11111111.11,75.48,,-1.44,
5689,(주)유수홀딩스,700,Dec-13,310445318,2065316455,8121,323153843,489.43,,-21.54,
5690,(주)유수홀딩스,700,Dec-14,23955647,181529419,6255,574910,-92.28,-91.21,-22.98,-99.82
5691,(주)유수홀딩스,700,Dec-15,20707233,229691239,7030,679180,-13.56,26.53,12.39,18.14
5692,(주)유수홀딩스,700,Dec-16,17668898,188708037,6873,177119,-14.67,-17.84,-2.23,-73.92
5693,(주)유수홀딩스,700,Dec-17,19413166,222343207,6246,6246,9.87,17.82,-9.12,-96.47
5694,(주)유수홀딩스,700,Dec-18,9904540,239282271,6277,14136,-48.98,7.62,0.5,126.32
5695,(주)유수홀딩스,700,Dec-19,223092287,444419347,5890,12371,2152.42,85.73,-6.17,-12.49
5696,(주)유신,54930,Dec-11,95755147,11111111.11,0,11111111.11,-57.08,-97.5,-100,89715.79
5697,(주)유신,54930,Dec-12,89749699,11111111.11,0,11111111.11,-6.27,,,
5698,(주)유신,54930,Dec-13,88743554,11111111.11,0,11111111.11,-1.12,,,
5699,(주)유신,54930,Dec-14,96547980,96548720,0,0,8.79,,,
5700,(주)유신,54930,Dec-15,93847628,93848015,0,0,-2.8,-2.8,,
5701,(주)유신,54930,Dec-16,88221771,11111111.11,0,11111111.11,-5.99,-88.16,,inf
5702,(주)유신,54930,Dec-17,96521452,11111111.11,0,11111111.11,9.41,,,
5703,(주)유신,54930,Dec-18,86261194,11111111.11,0,11111111.11,-10.63,,,
5704,(주)유신,54930,Dec-19,90631487,11111111.11,0,11111111.11,5.07,,,
5705,(주)유씨아이,38340,Dec-11,9018851,9018851,2851323,2851323,-90.05,-18.83,inf,-74.34
5706,(주)유씨아이,38340,Dec-12,10232603,12228393,2026420,2215049,13.46,35.59,-28.93,-22.32
5707,(주)유씨아이,38340,Dec-13,8240756,19341010,980480,1037880,-19.47,58.16,-51.62,-53.14
5708,(주)유씨아이,38340,Dec-14,8393660,12469434,830478,1738348,1.86,-35.53,-15.3,67.49
5709,(주)유씨아이,38340,Dec-15,10350047,11452200,1454315,1471615,23.31,-8.16,75.12,-15.34
5710,(주)유씨아이,38340,Dec-16,10023978,11182186,832285,832285,-3.15,-2.36,-42.77,-43.44
5711,(주)유씨아이,38340,Dec-17,4344603,5351932,757516,757516,-56.66,-52.14,-8.98,-8.98
5712,(주)유씨아이,38340,Dec-18,4906646,4996054,794129,794129,12.94,-6.65,4.83,4.83
5713,(주)유씨아이,38340,Dec-19,18178385,17804819,5906079,5906079,270.48,256.38,643.72,643.72
5714,(주)유아이디,69330,Dec-11,9107155,11111111.11,2678172,11111111.11,-49.9,-37.59,-54.65,88.13
5715,(주)유아이디,69330,Dec-12,16366739,11111111.11,1510652,11111111.11,79.71,,-43.59,
5716,(주)유아이디,69330,Dec-13,23427191,11111111.11,1780366,11111111.11,43.14,,17.85,
5717,(주)유아이디,69330,Dec-14,19701371,11111111.11,423498,11111111.11,-15.9,,-76.21,
5718,(주)유아이디,69330,Dec-15,21184559,11111111.11,315558,11111111.11,7.53,,-25.49,
5719,(주)유아이디,69330,Dec-16,20154701,11111111.11,204726,11111111.11,-4.86,,-35.12,
5720,(주)유아이디,69330,Dec-17,19841103,11111111.11,196848,11111111.11,-1.56,,-3.85,
5721,(주)유아이디,69330,Dec-18,11365046,11111111.11,158716,11111111.11,-42.72,,-19.37,
5722,(주)유아이디,69330,Dec-19,4025753,12218122,1239165,1268031,-64.58,,680.74,
5723,(주)유에스티,263770,Dec-17,11111111.11,11111111.11,11111111.11,11111111.11,176,-9.06,796.66,776.25
5724,(주)유에스티,263770,Dec-18,45615826,11111111.11,23768195,11111111.11,,,,
5725,(주)유에스티,263770,Dec-19,38864708,11111111.11,15703027,11111111.11,-14.8,,-33.93,
5726,(주)유유제약,220,Mar-11,34196594,35960122,5280353,5743763,-12.01,223.64,-66.37,-48.31
5727,(주)유유제약,220,Mar-12,31393604,33425773,4871270,5480823,-8.2,-7.05,-7.75,-4.58
5728,(주)유유제약,220,Mar-13,30928855,33369091,7378813,8126454,-1.48,-0.17,51.48,48.27
5729,(주)유유제약,220,Mar-14,41955060,43905885,6592252,7097667,35.65,31.58,-10.66,-12.66
5730,(주)유유제약,220,Mar-15,43287382,45573668,7643500,8223956,3.18,3.8,15.95,15.87
5731,(주)유유제약,220,Mar-16,46179249,49015687,12126402,12789107,6.68,7.55,58.65,55.51
5732,(주)유유제약,220,Mar-17,53125167,56641299,13149774,14033761,15.04,15.56,8.44,9.73
5733,(주)유유제약,220,Dec-18,65564226,68869662,14918586,15615956,23.41,21.59,13.45,11.27
5734,(주)유유제약,220,Dec-19,61965540,65053890,16325518,17015981,-5.49,-5.54,9.43,8.97
5735,(주)유진로봇,56080,Dec-11,12577217,11111111.11,4407264,11111111.11,-79.7,-82.92,-73,-34.7
5736,(주)유진로봇,56080,Dec-12,13983475,11111111.11,4593644,11111111.11,11.18,,4.23,
5737,(주)유진로봇,56080,Dec-13,13921529,11111111.11,4933236,11111111.11,-0.44,,7.39,
5738,(주)유진로봇,56080,Dec-14,17244281,17216891,4996323,5455860,23.87,,1.28,
5739,(주)유진로봇,56080,Dec-15,20291586,26378817,6092010,9704386,17.67,53.21,21.93,77.87
5740,(주)유진로봇,56080,Dec-16,15884637,31513361,5951959,14582174,-21.72,19.46,-2.3,50.26
5741,(주)유진로봇,56080,Dec-17,67798833,85063493,10744272,21888437,326.82,169.93,80.52,50.1
5742,(주)유진로봇,56080,Dec-18,55424974,72655091,8783561,19978972,-18.25,-14.59,-18.25,-8.72
5743,(주)유진로봇,56080,Dec-19,43813344,59466441,5506236,14751072,-20.95,-18.15,-37.31,-26.17
5744,(주)유진테크,84370,Dec-11,110247838,110259658,10710484,10710484,151.63,85.41,94.52,-27.39
5745,(주)유진테크,84370,Dec-12,137732866,138023158,5754774,5754774,24.93,25.18,-46.27,-46.27
5746,(주)유진테크,84370,Dec-13,154905476,157100141,8122209,8122209,12.47,13.82,41.14,41.14
5747,(주)유진테크,84370,Dec-14,140809764,141697730,6771674,6771674,-9.1,-9.8,-16.63,-16.63
5748,(주)유진테크,84370,Dec-15,148370301,149631843,8113464,8113464,5.37,5.6,19.81,19.81
5749,(주)유진테크,84370,Dec-16,181356011,181648385,6038430,6038430,22.23,21.4,-25.58,-25.58
5750,(주)유진테크,84370,Dec-17,138715733,157075873,8544631,19507593,-23.51,-13.53,41.5,223.06
5751,(주)유진테크,84370,Dec-18,122230603,149234239,28727231,54786497,-11.88,-4.99,236.2,180.85
5752,(주)유진테크,84370,Dec-19,123349368,148631541,18318663,34237319,0.92,-0.4,-36.23,-37.51
5753,(주)유테크,178780,Dec-15,30086675,11111111.11,3414599,11111111.11,-75.61,-92.52,-81.36,-67.55
5754,(주)유테크,178780,Dec-16,25733817,23086956,1381204,2286889,-14.47,,-59.55,
5755,(주)유테크,178780,Dec-17,16179350,31541465,290035,3819019,-37.13,36.62,-79,67
5756,(주)유테크,178780,Dec-18,6712326,15609481,1309110,2645449,-58.51,-50.51,351.36,-30.73
5757,(주)유테크,178780,Dec-19,26819042,32051320,4231461,4564212,299.55,105.33,223.23,72.53
