,회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),0,1,2,3
4130,(주)에스에너지,95910,Dec-17,163786481,188695725,4864920,12905831,4.56,7.42,-44.75,6.13
4131,(주)에스에너지,95910,Dec-18,149120265,245644376,5860333,13509461,-8.95,30.18,20.46,4.68
4132,(주)에스에너지,95910,Dec-19,143000538,240297311,7894845,27054649,-4.1,-2.18,34.72,100.26
4133,(주)에스에스알,275630,Dec-18,21801285,11111111.11,0,11111111.11,-84.75,-95.38,-100,-58.93
4134,(주)에스에스알,275630,Dec-19,21244745,11111111.11,0,11111111.11,-2.55,,,
4135,(주)에스에이엠티,31330,Dec-11,183309787,194089193,36442791,36633856,762.85,1646.8,inf,229.7
4136,(주)에스에이엠티,31330,Dec-12,164256870,177466860,44754491,44754491,-10.39,-8.56,22.81,22.17
4137,(주)에스에이엠티,31330,Dec-13,179816394,196632323,55594456,55594456,9.47,10.8,24.22,24.22
4138,(주)에스에이엠티,31330,Dec-14,173817652,177428523,92254326,92254326,-3.34,-9.77,65.94,65.94
4139,(주)에스에이엠티,31330,Dec-15,168022845,167584891,59863375,59863375,-3.33,-5.55,-35.11,-35.11
4140,(주)에스에이엠티,31330,Dec-16,185059661,201398236,87321751,87321751,10.14,20.18,45.87,45.87
4141,(주)에스에이엠티,31330,Dec-17,189422569,196714499,68290213,68290213,2.36,-2.33,-21.79,-21.79
4142,(주)에스에이엠티,31330,Dec-18,217086755,217629140,111960292,111960292,14.6,10.63,63.95,63.95
4143,(주)에스에이엠티,31330,Dec-19,173092129,173075719,49786485,49786485,-20.27,-20.47,-55.53,-55.53
4144,(주)에스에이티,60540,Dec-11,8094979,18368552,754142,755349,-95.32,-89.39,-98.49,-98.48
4145,(주)에스에이티,60540,Dec-12,9985004,18725304,595694,597019,23.35,1.94,-21.01,-20.96
4146,(주)에스에이티,60540,Dec-13,11352751,15456702,981019,982344,13.7,-17.46,64.69,64.54
4147,(주)에스에이티,60540,Dec-14,17428635,27104660,1053804,1082492,53.52,75.36,7.42,10.19
4148,(주)에스에이티,60540,Dec-15,17116683,40981286,531562,6912974,-1.79,51.2,-49.56,538.62
4149,(주)에스에이티,60540,Dec-16,22388064,47419293,1802185,8147546,30.8,15.71,239.04,17.86
4150,(주)에스에이티,60540,Dec-17,20200468,58997456,748117,11238975,-9.77,24.42,-58.49,37.94
4151,(주)에스에이티,60540,Dec-18,24725430,49517284,549683,10142049,22.4,-16.07,-26.52,-9.76
4152,(주)에스에이티,60540,Dec-19,26844753,58089327,623332,11510583,8.57,17.31,13.4,13.49
4153,(주)에스에프에이,56190,Dec-11,400219109,426993323,7059411,14904995,1390.87,635.06,1032.53,29.49
4154,(주)에스에프에이,56190,Dec-12,407712799,438824838,2800733,5144665,1.87,2.77,-60.33,-65.48
4155,(주)에스에프에이,56190,Dec-13,413939640,449445242,3022158,5993450,1.53,2.42,7.91,16.5
4156,(주)에스에프에이,56190,Dec-14,438515584,481874404,3616927,5503786,5.94,7.22,19.68,-8.17
4157,(주)에스에프에이,56190,Dec-15,280610406,520408604,2704194,29406800,-36.01,8,-25.24,434.3
4158,(주)에스에프에이,56190,Dec-16,505407067,823749713,2028052,39695510,80.11,58.29,-25,34.99
4159,(주)에스에프에이,56190,Dec-17,840694837,1133098145,4350026,28526442,66.34,37.55,114.49,-28.14
4160,(주)에스에프에이,56190,Dec-18,609088893,958567881,30170357,75613959,-27.55,-15.4,593.57,165.07
4161,(주)에스에프에이,56190,Dec-19,702088245,1098458552,74174150,124393235,15.27,14.59,145.85,64.51
4162,(주)에스에프에이반도체,36540,Dec-11,125175394,171471629,18571327,45841238,-82.17,-84.39,-74.96,-63.15
4163,(주)에스에프에이반도체,36540,Dec-12,128158445,216098285,17939830,49415030,2.38,26.03,-3.4,7.8
4164,(주)에스에프에이반도체,36540,Dec-13,96626902,206499580,13975729,38213375,-24.6,-4.44,-22.1,-22.67
4165,(주)에스에프에이반도체,36540,Dec-14,84487392,205356752,16634151,38890009,-12.56,-0.55,19.02,1.77
4166,(주)에스에프에이반도체,36540,Dec-15,123167175,216376306,12308795,25613992,45.78,5.37,-26,-34.14
4167,(주)에스에프에이반도체,36540,Dec-16,118857128,224873731,15478391,35076587,-3.5,3.93,25.75,36.94
4168,(주)에스에프에이반도체,36540,Dec-17,143206170,177249367,8843662,22750729,20.49,-21.18,-42.86,-35.14
4169,(주)에스에프에이반도체,36540,Dec-18,128669825,177161684,9248169,35534935,-10.15,-0.05,4.57,56.19
4170,(주)에스에프에이반도체,36540,Dec-19,183160846,226727250,22019608,35635140,42.35,27.98,138.1,0.28
4171,(주)에스엘바이오닉스,214310,Dec-15,23236948,24291565,2881947,2881947,-87.31,-89.29,-86.91,-91.91
4172,(주)에스엘바이오닉스,214310,Dec-16,29577194,33927749,3620382,3620382,27.29,39.67,25.62,25.62
4173,(주)에스엘바이오닉스,214310,Dec-17,25240288,23287148,2975594,2975594,-14.66,-31.36,-17.81,-17.81
4174,(주)에스엘바이오닉스,214310,Dec-18,38419185,31423586,1934953,1934953,52.21,34.94,-34.97,-34.97
4175,(주)에스엘바이오닉스,214310,Dec-19,9450751,9943894,1536470,1536470,-75.4,-68.36,-20.59,-20.59
4176,(주)에스엠라이프디자인그룹,63440,Dec-11,9577476,11111111.11,438308,11111111.11,1.34,11.74,-71.47,623.16
4177,(주)에스엠라이프디자인그룹,63440,Dec-12,5191563,11111111.11,148397,11111111.11,-45.79,,-66.14,
4178,(주)에스엠라이프디자인그룹,63440,Dec-13,16420398,17868984,274429,463488,216.29,,84.93,
4179,(주)에스엠라이프디자인그룹,63440,Dec-14,7524951,8941739,640554,972934,-54.17,-49.96,133.41,109.92
4180,(주)에스엠라이프디자인그룹,63440,Dec-15,5885997,6728529,664145,931478,-21.78,-24.75,3.68,-4.26
4181,(주)에스엠라이프디자인그룹,63440,Dec-16,24609239,24609239,327422,327422,318.1,265.74,-50.7,-64.85
4182,(주)에스엠라이프디자인그룹,63440,Dec-17,23801063,26091557,246936,246936,-3.28,6.02,-24.58,-24.58
4183,(주)에스엠라이프디자인그룹,63440,Dec-18,36691095,38276104,325833,325833,54.16,46.7,31.95,31.95
4184,(주)에스엠라이프디자인그룹,63440,Dec-19,35046047,41110785,141843,4977404,-4.48,7.41,-56.47,1427.59
4185,(주)에스엠벡셀,10580,Dec-11,21533972,11111111.11,5181222,11111111.11,-38.56,-72.97,3552.79,123.23
4186,(주)에스엠벡셀,10580,Dec-12,24369369,11111111.11,5887397,11111111.11,13.17,,13.63,
4187,(주)에스엠벡셀,10580,Dec-13,29429837,11111111.11,7985507,11111111.11,20.77,,35.64,
4188,(주)에스엠벡셀,10580,Dec-14,26254855,11111111.11,5960293,11111111.11,-10.79,,-25.36,
4189,(주)에스엠벡셀,10580,Dec-15,18188044,11111111.11,4949412,11111111.11,-30.73,,-16.96,
4190,(주)에스엠벡셀,10580,Dec-16,17466908,11111111.11,4363702,11111111.11,-3.96,,-11.83,
4191,(주)에스엠벡셀,10580,Dec-17,12796569,11111111.11,4288046,11111111.11,-26.74,,-1.73,
4192,(주)에스엠벡셀,10580,Dec-18,14395566,11111111.11,6449407,11111111.11,12.5,,50.4,
4193,(주)에스엠벡셀,10580,Dec-19,18081276,11111111.11,3745397,11111111.11,25.6,,-41.93,
4194,(주)에스엠엔터테인먼트,41510,Dec-11,83346428,105964630,1538772,2578669,360.95,853.68,-58.92,-76.79
4195,(주)에스엠엔터테인먼트,41510,Dec-12,129805443,198151248,3026397,5697996,55.74,87,96.68,120.97
4196,(주)에스엠엔터테인먼트,41510,Dec-13,156736670,244657217,4154522,7348729,20.75,23.47,37.28,28.97
4197,(주)에스엠엔터테인먼트,41510,Dec-14,111120984,196599704,4189388,8597249,-29.1,-19.64,0.84,16.99
4198,(주)에스엠엔터테인먼트,41510,Dec-15,119841016,226595498,4790322,10006569,7.85,15.26,14.34,16.39
4199,(주)에스엠엔터테인먼트,41510,Dec-16,175818820,293384838,4615566,11209998,46.71,29.48,-3.65,12.03
4200,(주)에스엠엔터테인먼트,41510,Dec-17,163006520,440834563,3991998,8628752,-7.29,50.26,-13.51,-23.03
4201,(주)에스엠엔터테인먼트,41510,Dec-18,178508554,537351648,4433124,11524908,9.51,21.89,11.05,33.56
4202,(주)에스엠엔터테인먼트,41510,Dec-19,200721669,628691154,6259888,14758462,12.44,17,41.21,28.06
4203,(주)에스엠컬처앤콘텐츠,48550,Dec-11,6838424,13267452,0,0,-96.59,-97.89,-100,-100
4204,(주)에스엠컬처앤콘텐츠,48550,Dec-12,22481547,26529030,0,0,228.75,99.96,,
4205,(주)에스엠컬처앤콘텐츠,48550,Dec-13,49558745,51785633,0,0,120.44,95.2,,
4206,(주)에스엠컬처앤콘텐츠,48550,Dec-14,42083331,42986843,0,0,-15.08,-16.99,,
4207,(주)에스엠컬처앤콘텐츠,48550,Dec-15,46796229,46930546,0,0,11.2,9.17,,
4208,(주)에스엠컬처앤콘텐츠,48550,Dec-16,54881782,55324767,0,0,17.28,17.89,,
4209,(주)에스엠컬처앤콘텐츠,48550,Dec-17,206372919,207015626,0,0,276.03,274.18,,
4210,(주)에스엠컬처앤콘텐츠,48550,Dec-18,218338173,218694656,0,0,5.8,5.64,,
4211,(주)에스엠컬처앤콘텐츠,48550,Dec-19,254921081,256205876,0,0,16.76,17.15,,
4212,(주)에스엠코어,7820,Dec-11,51080121,51218982,557127,557127,-79.96,-80.01,inf,inf
4213,(주)에스엠코어,7820,Dec-12,49408719,49584618,624901,624901,-3.27,-3.19,12.16,12.16
4214,(주)에스엠코어,7820,Dec-13,54790761,55243116,6813692,6813692,10.89,11.41,990.36,990.36
4215,(주)에스엠코어,7820,Dec-14,57279711,57651236,356730,356730,4.54,4.36,-94.76,-94.76
4216,(주)에스엠코어,7820,Dec-15,60813312,62207651,198679,198679,6.17,7.9,-44.31,-44.31
4217,(주)에스엠코어,7820,Dec-16,36211458,36310751,341848,341848,-40.45,-41.63,72.06,72.06
4218,(주)에스엠코어,7820,Dec-17,75931480,76524037,2326665,2326665,109.69,110.75,580.61,580.61
4219,(주)에스엠코어,7820,Dec-18,78245607,78142471,449872,449872,3.05,2.11,-80.66,-80.66
4220,(주)에스엠코어,7820,Dec-19,76895293,76919385,677724,677724,-1.73,-1.57,50.65,50.65
4221,(주)에스원,12750,Dec-11,541387639,608097970,30054760,35340327,604.06,690.57,4334.66,5114.56
4222,(주)에스원,12750,Dec-12,473345562,564726795,41972598,46451733,-12.57,-7.13,39.65,31.44
4223,(주)에스원,12750,Dec-13,455346455,557337095,38276875,48382617,-3.8,-1.31,-8.81,4.16
4224,(주)에스원,12750,Dec-14,257769450,374015245,49223918,56357744,-43.39,-32.89,28.6,16.48
4225,(주)에스원,12750,Dec-15,334222085,355544467,47213332,49465038,29.66,-4.94,-4.08,-12.23
4226,(주)에스원,12750,Dec-16,409048472,434916617,34220071,35836895,22.39,22.32,-27.52,-27.55
4227,(주)에스원,12750,Dec-17,546155114,575318468,39464425,41173539,33.52,32.28,15.33,14.89
4228,(주)에스원,12750,Dec-18,625132289,661458369,40234267,42945860,14.46,14.97,1.95,4.3
4229,(주)에스원,12750,Dec-19,691060522,733183786,37928913,41408118,10.55,10.84,-5.73,-3.58
4230,(주)에스제이그룹,306040,Dec-19,69601466,70665508,14403929,16178090,-89.93,-90.36,-62.02,-60.93
4231,(주)에스제이엠,123700,Dec-11,56595496,103627981,17156384,41836307,,,,
4232,(주)에스제이엠,123700,Dec-12,58462658,106167353,19352716,45842744,3.3,2.45,12.8,9.58
4233,(주)에스제이엠,123700,Dec-13,62469870,109354723,19329526,39026186,6.85,3,-0.12,-14.87
4234,(주)에스제이엠,123700,Dec-14,64079619,117786243,23943330,44874562,2.58,7.71,23.87,14.99
4235,(주)에스제이엠,123700,Dec-15,64812525,129393142,19823038,40672720,1.14,9.85,-17.21,-9.36
4236,(주)에스제이엠,123700,Dec-16,78679569,145124695,16890640,47360563,21.4,12.16,-14.79,16.44
4237,(주)에스제이엠,123700,Dec-17,75648924,136220780,19082945,52920127,-3.85,-6.14,12.98,11.74
4238,(주)에스제이엠,123700,Dec-18,65186195,131491518,16967856,46642126,-13.83,-3.47,-11.08,-11.86
4239,(주)에스제이엠,123700,Dec-19,67561276,144026244,14905892,47780410,3.64,9.53,-12.15,2.44
4240,(주)에스제이엠홀딩스,25530,Dec-11,30583910,157427804,0,44697512,-54.73,9.3,-100,-6.45
4241,(주)에스제이엠홀딩스,25530,Dec-12,27624086,156858175,0,47426806,-9.68,-0.36,,6.11
4242,(주)에스제이엠홀딩스,25530,Dec-13,24528478,158890076,0,39760073,-11.21,1.3,,-16.17
4243,(주)에스제이엠홀딩스,25530,Dec-14,17215686,158951358,0,45609291,-29.81,0.04,,14.71
4244,(주)에스제이엠홀딩스,25530,Dec-15,8666230,156952995,0,41196923,-49.66,-1.26,,-9.67
4245,(주)에스제이엠홀딩스,25530,Dec-16,11758693,179701289,0,48534432,35.68,14.49,,17.81
4246,(주)에스제이엠홀딩스,25530,Dec-17,27223159,186965946,0,54072538,131.52,4.04,,11.41
4247,(주)에스제이엠홀딩스,25530,Dec-18,24425437,177518756,0,47444805,-10.28,-5.05,,-12.26
4248,(주)에스제이엠홀딩스,25530,Dec-19,22411098,186770121,0,48610977,-8.25,5.21,,2.46
4249,(주)에스지글로벌,1380,Dec-11,31135434,40192775,18718193,21769180,38.93,-78.48,inf,-55.22
4250,(주)에스지글로벌,1380,Dec-12,68325607,75144043,53841018,57496141,119.45,86.96,187.64,164.12
4251,(주)에스지글로벌,1380,Dec-13,79885087,87652382,60677572,65153271,16.92,16.65,12.7,13.32
4252,(주)에스지글로벌,1380,Dec-14,33377639,42146112,20877137,26030930,-58.22,-51.92,-65.59,-60.05
4253,(주)에스지글로벌,1380,Dec-15,36306287,46133084,19492037,26907095,8.77,9.46,-6.63,3.37
4254,(주)에스지글로벌,1380,Dec-16,46940755,58083058,13917945,25657845,29.29,25.9,-28.6,-4.64
4255,(주)에스지글로벌,1380,Dec-17,41670893,48199914,8760988,22711571,-11.23,-17.02,-37.05,-11.48
4256,(주)에스지글로벌,1380,Dec-18,42288215,52513688,6681777,20497613,1.48,8.95,-23.73,-9.75
4257,(주)에스지글로벌,1380,Dec-19,41099121,48737348,7086506,16248134,-2.81,-7.19,6.06,-20.73
4258,(주)에스지세계물산,4060,Dec-11,139901489,139431135,65173276,69350663,240.4,186.09,819.68,326.82
4259,(주)에스지세계물산,4060,Dec-12,132805598,128788786,64491990,64790994,-5.07,-7.63,-1.05,-6.57
4260,(주)에스지세계물산,4060,Dec-13,126113519,123853787,71574386,72007177,-5.04,-3.83,10.98,11.14
4261,(주)에스지세계물산,4060,Dec-14,138312542,134378302,68810044,69983480,9.67,8.5,-3.86,-2.81
4262,(주)에스지세계물산,4060,Dec-15,115712006,110255351,65932104,67352007,-16.34,-17.95,-4.18,-3.76
4263,(주)에스지세계물산,4060,Dec-16,120626330,116955885,65951934,66742027,4.25,6.08,0.03,-0.91
4264,(주)에스지세계물산,4060,Dec-17,127474951,120967896,70953017,72714982,5.68,3.43,7.58,8.95
4265,(주)에스지세계물산,4060,Dec-18,207425817,199640523,85086986,85365536,62.72,65.04,19.92,17.4
4266,(주)에스지세계물산,4060,Dec-19,147143914,145229069,63170831,63527788,-29.06,-27.25,-25.76,-25.58
4267,(주)에스지엔지,40610,Dec-11,11439721,398676963,266671,118113923,-92.23,174.52,-99.58,85.92
4268,(주)에스지엔지,40610,Dec-12,11023534,464732646,774674,149989659,-3.64,16.57,190.5,26.99
4269,(주)에스지엔지,40610,Dec-13,14377737,502090915,1767980,162332007,30.43,8.04,128.22,8.23
4270,(주)에스지엔지,40610,Dec-14,26706377,446454265,3441454,123298140,85.75,-11.08,94.65,-24.05
4271,(주)에스지엔지,40610,Dec-15,15767188,419512182,2659735,122464607,-40.96,-6.03,-22.71,-0.68
4272,(주)에스지엔지,40610,Dec-16,17651069,508523967,2396184,121749043,11.95,21.22,-9.91,-0.58
4273,(주)에스지엔지,40610,Dec-17,35773792,476798709,3782402,122436942,102.67,-6.24,57.85,0.57
4274,(주)에스지엔지,40610,Dec-18,25802202,665768937,2976266,126847410,-27.87,39.63,-21.31,3.6
4275,(주)에스지엔지,40610,Dec-19,21914632,465093663,2959945,101068987,-15.07,-30.14,-0.55,-20.32
4276,(주)에스코넥,96630,Dec-11,66904629,71159590,10741489,13798019,205.3,-84.7,262.89,-86.35
4277,(주)에스코넥,96630,Dec-12,71497979,81165827,9138487,14379912,6.87,14.06,-14.92,4.22
4278,(주)에스코넥,96630,Dec-13,79959306,100879448,3640399,11682927,11.83,24.29,-60.16,-18.76
4279,(주)에스코넥,96630,Dec-14,75714326,103513873,2713578,13237491,-5.31,2.61,-25.46,13.31
4280,(주)에스코넥,96630,Dec-15,65315359,81124826,2568242,10364859,-13.73,-21.63,-5.36,-21.7
4281,(주)에스코넥,96630,Dec-16,62426299,104791155,1844890,12142396,-4.42,29.17,-28.17,17.15
4282,(주)에스코넥,96630,Dec-17,42628352,82497269,4173858,19328342,-31.71,-21.27,126.24,59.18
4283,(주)에스코넥,96630,Dec-18,38914954,95272203,1807489,14218168,-8.71,15.49,-56.7,-26.44
4284,(주)에스코넥,96630,Dec-19,24401118,69391724,2790736,9504264,-37.3,-27.16,54.4,-33.15
4285,(주)에스텍파마,41910,Dec-11,42011428,11111111.11,17619541,11111111.11,72.17,-83.99,531.36,16.91
4286,(주)에스텍파마,41910,Dec-12,48402300,11111111.11,17690481,11111111.11,15.21,,0.4,
4287,(주)에스텍파마,41910,Dec-13,49279890,49769023,22503880,22503880,1.81,,27.21,
4288,(주)에스텍파마,41910,Dec-14,63976917,63989639,25723205,25723205,29.82,28.57,14.31,14.31
4289,(주)에스텍파마,41910,Dec-15,36769909,36840222,16437571,16437571,-42.53,-42.43,-36.1,-36.1
4290,(주)에스텍파마,41910,Dec-16,45892095,45931820,14679504,14679504,24.81,24.68,-10.7,-10.7
4291,(주)에스텍파마,41910,Dec-17,46235204,46284192,14017171,14017171,0.75,0.77,-4.51,-4.51
4292,(주)에스텍파마,41910,Dec-18,46583679,46697023,12632359,12632359,0.75,0.89,-9.88,-9.88
4293,(주)에스텍파마,41910,Dec-19,65732368,66070801,13631348,13631348,41.11,41.49,7.91,7.91
4294,(주)에스티아이,39440,Dec-11,23182706,24422794,1103984,1477082,-64.73,-63.04,-91.9,-89.16
4295,(주)에스티아이,39440,Dec-12,24214408,25756041,1774847,1929111,4.45,5.46,60.77,30.6
4296,(주)에스티아이,39440,Dec-13,22695451,24293772,1678858,1753886,-6.27,-5.68,-5.41,-9.08
4297,(주)에스티아이,39440,Dec-14,43748937,46749050,1398758,1411200,92.77,92.43,-16.68,-19.54
4298,(주)에스티아이,39440,Dec-15,69052042,73173342,2114179,2156006,57.84,56.52,51.15,52.78
4299,(주)에스티아이,39440,Dec-16,99872870,110418424,3112398,3582077,44.63,50.9,47.22,66.14
4300,(주)에스티아이,39440,Dec-17,114873974,127330334,6716399,7415831,15.02,15.32,115.79,107.03
4301,(주)에스티아이,39440,Dec-18,193817762,203597511,12358032,12565512,68.72,59.9,84,69.44
4302,(주)에스티아이,39440,Dec-19,158912383,171773865,3702370,6457136,-18.01,-15.63,-70.04,-48.61
4303,(주)에스티오,98660,Dec-11,43155525,46858511,30084997,32904271,-72.84,-72.72,712.59,409.58
4304,(주)에스티오,98660,Dec-12,40955414,46755229,28075721,30938861,-5.1,-0.22,-6.68,-5.97
4305,(주)에스티오,98660,Dec-13,41517908,45272423,31164375,33215301,1.37,-3.17,11,7.36
4306,(주)에스티오,98660,Dec-14,44170918,46541436,33013668,34297756,6.39,2.8,5.93,3.26
4307,(주)에스티오,98660,Dec-15,46251634,47764286,35937135,36380880,4.71,2.63,8.86,6.07
4308,(주)에스티오,98660,Dec-16,45804641,47462039,37188077,37545930,-0.97,-0.63,3.48,3.2
4309,(주)에스티오,98660,Dec-17,43019095,45168559,33685934,34393972,-6.08,-4.83,-9.42,-8.39
4310,(주)에스티오,98660,Dec-18,45976846,47631899,30583613,31261743,6.88,5.45,-9.21,-9.11
4311,(주)에스티오,98660,Dec-19,40497437,41106821,32962250,33053477,-11.92,-13.7,7.78,5.73
4312,(주)에스티큐브,52020,Dec-11,5400856,6507348,1110932,1124402,-86.66,-84.17,-96.63,-96.6
4313,(주)에스티큐브,52020,Dec-12,6180538,6256655,1653018,1653018,14.44,-3.85,48.8,47.01
4314,(주)에스티큐브,52020,Dec-13,22808008,23432472,1406344,1406344,269.03,274.52,-14.92,-14.92
4315,(주)에스티큐브,52020,Dec-14,20093619,20721100,884940,884940,-11.9,-11.57,-37.08,-37.08
4316,(주)에스티큐브,52020,Dec-15,7764881,11326896,160507,160507,-61.36,-45.34,-81.86,-81.86
4317,(주)에스티큐브,52020,Dec-16,22712600,24887241,145398,145398,192.5,119.72,-9.41,-9.41
4318,(주)에스티큐브,52020,Dec-17,11484850,14201206,627669,627669,-49.43,-42.94,331.69,331.69
4319,(주)에스티큐브,52020,Dec-18,44541972,47206609,236479,236479,287.83,232.41,-62.32,-62.32
4320,(주)에스티큐브,52020,Dec-19,44763936,47060166,361521,361521,0.5,-0.31,52.88,52.88
4321,(주)에스폴리텍,50760,Dec-11,55667070,56351273,6532469,14854411,24.36,19.74,1706.94,4008.87
4322,(주)에스폴리텍,50760,Dec-12,52148677,56975582,6969583,15288685,-6.32,1.11,6.69,2.92
4323,(주)에스폴리텍,50760,Dec-13,42425960,48594156,6602426,13369156,-18.64,-14.71,-5.27,-12.56
4324,(주)에스폴리텍,50760,Dec-14,39325528,44570407,7085891,8119780,-7.31,-8.28,7.32,-39.26
4325,(주)에스폴리텍,50760,Dec-15,40268122,41964555,9833303,9922257,2.4,-5.85,38.77,22.2
4326,(주)에스폴리텍,50760,Dec-16,58348110,56128261,10409580,10527077,44.9,33.75,5.86,6.1
4327,(주)에스폴리텍,50760,Dec-17,62594561,58856866,9522897,9612496,7.28,4.86,-8.52,-8.69
4328,(주)에스폴리텍,50760,Dec-18,58876092,56332729,11905865,11992125,-5.94,-4.29,25.02,24.76
4329,(주)에스폴리텍,50760,Dec-19,67280274,62232299,12321801,12466160,14.27,10.47,3.49,3.95
4330,(주)에스피시스템스,317830,Dec-19,33895006,34781274,1461148,1597762,-49.62,-44.11,-88.14,-87.18
4331,(주)에스피씨삼립,5610,Dec-11,141804595,141327491,20056490,20619215,,,,
4332,(주)에스피씨삼립,5610,Dec-12,150005483,199119413,21171829,67950215,5.78,40.89,5.56,229.55
4333,(주)에스피씨삼립,5610,Dec-13,153808439,186216117,29852232,56000928,2.54,-6.48,41,-17.59
4334,(주)에스피씨삼립,5610,Dec-14,139099413,210513866,12273398,62341400,-9.56,13.05,-58.89,11.32
4335,(주)에스피씨삼립,5610,Dec-15,117472363,235338027,8555715,76467768,-15.55,11.79,-30.29,22.66
4336,(주)에스피씨삼립,5610,Dec-16,133575052,281313647,9283771,75542023,13.71,19.54,8.51,-1.21
4337,(주)에스피씨삼립,5610,Dec-17,144938843,334485783,10679075,104855469,8.51,18.9,15.03,38.8
4338,(주)에스피씨삼립,5610,Dec-18,179416147,340161799,57187221,132572750,23.79,1.7,435.51,26.43
4339,(주)에스피씨삼립,5610,Dec-19,219126651,370139324,62738671,123911850,22.13,8.81,9.71,-6.53
4340,(주)에스피지,58610,Dec-11,69996825,75446772,19628453,27031006,-68.06,-79.62,-68.71,-78.19
4341,(주)에스피지,58610,Dec-12,68363254,74001775,19810491,28009922,-2.33,-1.92,0.93,3.62
4342,(주)에스피지,58610,Dec-13,70953953,81176308,22192351,31407291,3.79,9.7,12.02,12.13
4343,(주)에스피지,58610,Dec-14,79865357,94113418,26756763,38326057,12.56,15.94,20.57,22.03
4344,(주)에스피지,58610,Dec-15,91490916,106132652,26967307,35694365,14.56,12.77,0.79,-6.87
4345,(주)에스피지,58610,Dec-16,136462312,176595925,31716118,55644338,49.15,66.39,17.61,55.89
4346,(주)에스피지,58610,Dec-17,124524448,172294314,33017560,60067575,-8.75,-2.44,4.1,7.95
4347,(주)에스피지,58610,Dec-18,122767159,179010448,49406141,78303508,-1.41,3.9,49.64,30.36
4348,(주)에스피지,58610,Dec-19,114288788,177747137,48485141,78203212,-6.91,-0.71,-1.86,-0.13
4349,(주)에쎈테크,43340,Dec-11,65981288,11111111.11,39751586,11111111.11,-42.27,-93.75,-18.01,-85.79
4350,(주)에쎈테크,43340,Dec-12,38848132,11111111.11,18221137,11111111.11,-41.12,,-54.16,
4351,(주)에쎈테크,43340,Dec-13,39136289,11111111.11,17093334,11111111.11,0.74,,-6.19,
4352,(주)에쎈테크,43340,Dec-14,35736994,11111111.11,16267912,11111111.11,-8.69,,-4.83,
4353,(주)에쎈테크,43340,Dec-15,35479348,11111111.11,15879451,11111111.11,-0.72,,-2.39,
4354,(주)에쎈테크,43340,Dec-16,50870475,11111111.11,17602467,11111111.11,43.38,,10.85,
4355,(주)에쎈테크,43340,Dec-17,32191296,11111111.11,15763445,11111111.11,-36.72,,-10.45,
4356,(주)에쎈테크,43340,Dec-18,28372314,11111111.11,15140163,11111111.11,-11.86,,-3.95,
4357,(주)에쎈테크,43340,Dec-19,25728253,11111111.11,14076922,11111111.11,-9.32,,-7.02,
4358,(주)에이디칩스,54630,Dec-11,8913330,14102342,1842625,3127252,-65.36,26.92,-86.91,-71.85
4359,(주)에이디칩스,54630,Dec-12,7341183,12547563,3378069,4329226,-17.64,-11.02,83.33,38.44
4360,(주)에이디칩스,54630,Dec-13,6929501,12088585,3633941,4456258,-5.61,-3.66,7.57,2.93
4361,(주)에이디칩스,54630,Dec-14,5056031,8618049,2476371,3229176,-27.04,-28.71,-31.85,-27.54
4362,(주)에이디칩스,54630,Dec-15,5422610,5422412,2324794,2296456,7.25,-37.08,-6.12,-28.88
4363,(주)에이디칩스,54630,Dec-16,9418974,9418974,3156573,3156573,73.7,73.7,35.78,37.45
4364,(주)에이디칩스,54630,Dec-17,22385870,11111111.11,2840935,11111111.11,137.67,17.97,-10,252
4365,(주)에이디칩스,54630,Dec-18,13362720,11111111.11,3285064,11111111.11,-40.31,,15.63,
4366,(주)에이디칩스,54630,Dec-19,20694008,11111111.11,4270505,11111111.11,54.86,,30,
4367,(주)에이디테크놀로지,200710,Dec-14,42383057,42509096,5576990,5576990,104.81,282.58,30.59,-49.81
4368,(주)에이디테크놀로지,200710,Dec-15,38999799,39183782,3900627,3900627,-7.98,-7.82,-30.06,-30.06
4369,(주)에이디테크놀로지,200710,Dec-16,38518646,38611535,3594106,3594106,-1.23,-1.46,-7.86,-7.86
4370,(주)에이디테크놀로지,200710,Dec-17,35288117,11111111.11,3679707,11111111.11,-8.39,-71.22,2.38,209.15
4371,(주)에이디테크놀로지,200710,Dec-18,61671933,62253223,17868258,17868258,74.77,,385.59,
4372,(주)에이디테크놀로지,200710,Dec-19,88825180,92186317,31206735,31206735,44.03,48.08,74.65,74.65
4373,(주)에이루트,96690,Dec-11,21802827,11111111.11,2010393,11111111.11,-75.45,-87.95,-93.56,-64.4
4374,(주)에이루트,96690,Dec-12,19477904,20139115,3112439,3565930,-10.66,,54.82,
4375,(주)에이루트,96690,Dec-13,23828661,24232514,3786021,4179616,22.34,20.33,21.64,17.21
4376,(주)에이루트,96690,Dec-14,23873673,11111111.11,3443258,11111111.11,0.19,-54.15,-9.05,165.84
4377,(주)에이루트,96690,Dec-15,27546679,11111111.11,3823400,11111111.11,15.39,,11.04,
4378,(주)에이루트,96690,Dec-16,63493885,68293388,3537859,3537859,130.5,,-7.47,
