,회사명,총자본증가율,0,1
1438,(주)디에스앤엘,24.29,27.33,24.29
1439,(주)디에스앤엘,-7.26,-5.09,-7.26
1440,(주)디에스앤엘,-12.33,-13.94,-12.33
1441,(주)디에스앤엘,23.77,24.91,23.77
1442,(주)디에스앤엘,116.71,109.26,116.71
1443,(주)디에스앤엘,-5.97,-74.39,-5.97
1444,(주)디에스케이,4.8,113.99,-43.77
1445,(주)디에스케이,-9.65,-9.24,-9.65
1446,(주)디에스케이,-2.16,-1.91,-2.16
1447,(주)디에스케이,27.51,27.18,27.51
1448,(주)디에스케이,19.62,18.35,19.62
1449,(주)디에스케이,225.88,106.88,225.88
1450,(주)디에스케이,-8.96,35.99,-8.96
1451,(주)디에스케이,0.69,-5.56,0.69
1452,(주)디에스케이,4.53,2.49,4.53
1453,(주)디에이테크놀로지,-79.93,-76.76,-79.93
1454,(주)디에이테크놀로지,35.68,35.41,35.68
1455,(주)디에이테크놀로지,57.19,57.63,57.19
1456,(주)디에이테크놀로지,25.26,24.89,25.26
1457,(주)디에이테크놀로지,71.18,70.95,71.18
1458,(주)디에이테크놀로지,-22.51,-21.25,-22.51
1459,(주)디에이피,34.88,61.12,-90.91
1460,(주)디에이피,10.0,10.0,11111111.11
1461,(주)디에이피,4.29,4.29,11111111.11
1462,(주)디에이피,24.13,24.13,11111111.11
1463,(주)디에이피,-11.44,-11.44,11111111.11
1464,(주)디에이피,-5.01,-5.01,11111111.11
1465,(주)디에이피,-3.78,-3.78,11111111.11
1466,(주)디에이피,-4.56,-4.56,11111111.11
1467,(주)디에이피,2.9,2.9,11111111.11
1468,(주)디엔에이링크,124.84,-90.92,0.0
1469,(주)디엔에이링크,46.56,46.56,11111111.11
1470,(주)디엔에이링크,-25.39,-25.39,11111111.11
1471,(주)디엔에이링크,-8.62,-8.62,11111111.11
1472,(주)디엔에이링크,65.37,65.37,11111111.11
1473,(주)디엔에이링크,-20.99,-26.63,-20.99
1474,(주)디엔에이링크,-3.07,0.59,-3.07
1475,(주)디엔에이링크,39.89,39.03,39.89
1476,(주)디엔에이링크,-26.14,-29.44,-26.14
1477,(주)디엔에프,7.62,124.91,-57.1
1478,(주)디엔에프,23.95,23.95,11111111.11
1479,(주)디엔에프,-15.45,-15.45,11111111.11
1480,(주)디엔에프,17.08,17.08,11111111.11
1481,(주)디엔에프,17.42,17.42,11111111.11
1482,(주)디엔에프,18.13,18.13,11111111.11
1483,(주)디엔에프,8.92,8.92,11111111.11
1484,(주)디엔에프,13.04,13.04,11111111.11
1485,(주)디엔에프,-4.7,-4.7,11111111.11
1486,(주)디엔오토모티브,-0.99,443.66,6560.56
1487,(주)디엔오토모티브,-1.28,-3.66,-1.28
1488,(주)디엔오토모티브,9.27,7.47,9.27
1489,(주)디엔오토모티브,21.7,-0.25,21.7
1490,(주)디엔오토모티브,9.57,3.76,9.57
1491,(주)디엔오토모티브,4.79,3.45,4.79
1492,(주)디엔오토모티브,-30.2,-56.39,-30.2
1493,(주)디엔오토모티브,11.83,23.59,11.83
1494,(주)디엔오토모티브,4.71,0.88,4.71
1495,(주)디엠에스,-6.89,4.97,-57.07
1496,(주)디엠에스,-27.89,-28.18,-27.89
1497,(주)디엠에스,-2.65,1.09,-2.65
1498,(주)디엠에스,-20.0,-19.88,-20.0
1499,(주)디엠에스,5.55,17.53,5.55
1500,(주)디엠에스,15.65,5.07,15.65
1501,(주)디엠에스,11.24,2.62,11.24
1502,(주)디엠에스,6.3,13.02,6.3
1503,(주)디엠에스,-4.66,-5.32,-4.66
1504,(주)디오,-13.67,-62.78,-63.79
1505,(주)디오,-6.29,-8.62,-6.29
1506,(주)디오,5.31,3.0,5.31
1507,(주)디오,10.43,11.9,10.43
1508,(주)디오,2.48,1.69,2.48
1509,(주)디오,22.89,18.8,22.89
1510,(주)디오,16.85,18.88,16.85
1511,(주)디오,28.24,18.66,28.24
1512,(주)디오,21.25,20.32,21.25
1513,(주)디와이디,-95.93,-95.37,-95.93
1514,(주)디와이디,1254789.63,11111111.11,11111111.11
1515,(주)디와이디,1254789.63,11111111.11,11111111.11
1516,(주)디와이디,-28.17,-28.17,11111111.11
1517,(주)디와이디,57.93,57.93,11111111.11
1518,(주)디이엔티,-13.18,-35.62,-78.73
1519,(주)디이엔티,-1.74,-1.74,11111111.11
1520,(주)디이엔티,-9.48,-9.48,11111111.11
1521,(주)디이엔티,-12.38,-12.38,11111111.11
1522,(주)디이엔티,62.45,62.38,62.45
1523,(주)디이엔티,46.98,39.01,46.98
1524,(주)디이엔티,22.94,26.83,22.94
1525,(주)디이엔티,-19.38,-17.66,-19.38
1526,(주)디이엔티,-23.35,-23.25,-23.35
1527,(주)디지아이,-5.82,28.29,-75.85
1528,(주)디지아이,2.24,2.24,11111111.11
1529,(주)디지아이,-5.5,-5.5,11111111.11
1530,(주)디지아이,-0.77,-0.77,11111111.11
1531,(주)디지아이,-0.16,-0.16,-80.33
1532,(주)디지아이,-6.66,-6.66,11111111.11
1533,(주)디지아이,0.02,0.02,11111111.11
1534,(주)디지아이,-2.31,-2.31,11111111.11
1535,(주)디지아이,-5.05,-5.05,11111111.11
1536,(주)디지캡,25.67,-24.29,0.0
1537,(주)디지캡,20.11,20.11,11111111.11
1538,(주)디지털대성,8.84,24.54,-77.22
1539,(주)디지털대성,7.75,7.75,11111111.11
1540,(주)디지털대성,1.81,1.81,11111111.11
1541,(주)디지털대성,11.16,11.16,11111111.11
1542,(주)디지털대성,2.77,2.77,11111111.11
1543,(주)디지털대성,2.47,3.89,2.47
1544,(주)디지털대성,10.52,9.23,10.52
1545,(주)디지털대성,7.3,3.9,7.3
1546,(주)디지털대성,26.95,29.13,26.95
1547,(주)디지틀조선일보,14.25,-44.41,-57.97
1548,(주)디지틀조선일보,-1.7,-1.57,-1.7
1549,(주)디지틀조선일보,5.56,5.78,5.56
1550,(주)디지틀조선일보,4.38,4.86,4.38
1551,(주)디지틀조선일보,7.41,7.29,7.41
1552,(주)디지틀조선일보,3.09,2.82,3.09
1553,(주)디지틀조선일보,7.45,6.56,7.45
1554,(주)디지틀조선일보,4.52,4.68,4.52
1555,(주)디지틀조선일보,6.46,6.12,6.46
1556,(주)디케이앤디,17.39,-43.13,-31.25
1557,(주)디케이앤디,5.22,5.72,5.22
1558,(주)디케이티,-17.56,-15.06,15.62
1559,(주)디케이티,59.45,30.02,59.45
1560,(주)디티앤씨,155.03,46.42,-90.3
1561,(주)디티앤씨,11.25,11.25,11111111.11
1562,(주)디티앤씨,18.36,18.57,18.36
1563,(주)디티앤씨,10.7,9.73,10.7
1564,(주)디티앤씨,23.55,23.57,23.55
1565,(주)디티앤씨,18.77,3.87,18.77
1566,(주)딜리,42.62,-70.16,-75.11
1567,(주)딜리,7.48,6.6,7.48
1568,(주)딜리,3.99,4.05,3.99
1569,(주)딜리,4.35,5.95,4.35
1570,(주)딜리,16.14,15.81,16.14
1571,(주)딜리,-3.92,-4.94,-3.92
1572,(주)딜리,5.34,4.67,5.34
1573,(주)딜리,1.09,0.77,1.09
1574,(주)딜리,2.84,5.36,2.84
1575,(주)라닉스,-82.59,-68.49,-82.59
1576,(주)라온테크,1254789.63,11111111.11,11111111.11
1577,(주)라온테크,1254789.63,11111111.11,11111111.11
1578,(주)라온테크,1254789.63,11111111.11,11111111.11
1579,(주)라온테크,1254789.63,11111111.11,11111111.11
1580,(주)라온테크,-19.9,-19.9,11111111.11
1581,(주)라이온켐텍,52.7,345.86,0.0
1582,(주)라이온켐텍,5.15,5.15,11111111.11
1583,(주)라이온켐텍,26.74,26.74,11111111.11
1584,(주)라이온켐텍,14.4,14.4,11111111.11
1585,(주)라이온켐텍,-1.73,-1.73,11111111.11
1586,(주)라이온켐텍,6.74,6.74,11111111.11
1587,(주)라이온켐텍,-0.65,-0.65,11111111.11
1588,(주)라이트론,19.14,-70.69,250.55
1589,(주)라이트론,24.17,25.16,24.17
1590,(주)라이트론,8.02,6.08,8.02
1591,(주)라이트론,3.83,3.65,3.83
1592,(주)라이트론,-15.43,-15.05,-15.43
1593,(주)라이트론,32.81,38.76,32.81
1594,(주)라이트론,23.88,21.66,23.88
1595,(주)라이트론,17.89,15.06,17.89
1596,(주)라이트론,-10.73,-10.85,-10.73
1597,(주)라파스,82.2,-24.68,-20.83
1598,(주)락앤락,59.77,11111111.11,11111111.11
1599,(주)락앤락,5.06,3.04,5.06
1600,(주)락앤락,5.15,1.02,5.15
1601,(주)락앤락,-0.15,-1.8,-0.15
1602,(주)락앤락,-4.94,-3.64,-4.94
1603,(주)락앤락,-0.74,1.46,-0.74
1604,(주)락앤락,-3.49,1.38,-3.49
1605,(주)락앤락,2.03,-2.83,2.03
1606,(주)락앤락,8.19,8.53,8.19
1607,(주)랩지노믹스,36.91,-95.35,-98.61
1608,(주)랩지노믹스,1.91,1.91,11111111.11
1609,(주)랩지노믹스,36.37,36.37,11111111.11
1610,(주)랩지노믹스,-7.74,-7.74,11111111.11
1611,(주)랩지노믹스,18.12,18.12,11111111.11
1612,(주)랩지노믹스,5.06,5.06,11111111.11
1613,(주)러셀,0.0,-77.54,0.0
1614,(주)러셀,1254789.63,11111111.11,11111111.11
1615,(주)러셀,1254789.63,11111111.11,11111111.11
1616,(주)러셀,1254789.63,11111111.11,11111111.11
1617,(주)러셀,7.32,7.32,11111111.11
1618,(주)레고켐바이오사이언스,234.42,-48.86,0.0
1619,(주)레고켐바이오사이언스,45.78,45.78,11111111.11
1620,(주)레고켐바이오사이언스,102.4,102.4,11111111.11
1621,(주)레고켐바이오사이언스,30.84,31.53,30.84
1622,(주)레고켐바이오사이언스,-8.17,-5.3,-8.17
1623,(주)레고켐바이오사이언스,47.97,43.01,47.97
1624,(주)레고켐바이오사이언스,16.26,18.48,16.26
1625,(주)레드로버,8.36,-67.77,-92.15
1626,(주)레드로버,36.66,36.66,11111111.11
1627,(주)레드로버,51.66,51.66,11111111.11
1628,(주)레드로버,-5.03,-5.03,11111111.11
1629,(주)레드로버,31.03,31.03,11111111.11
1630,(주)레드로버,39.66,39.95,39.66
1631,(주)레드로버,-1.02,0.89,-1.02
1632,(주)레드로버,-30.28,-28.39,-30.28
1633,(주)레드로버,-74.73,-73.89,-74.73
1634,(주)레드캡투어,683.76,610.74,683.76
1635,(주)레드캡투어,-0.2,-0.4,-0.2
1636,(주)레드캡투어,13.25,13.43,13.25
1637,(주)레드캡투어,25.34,25.41,25.34
1638,(주)레드캡투어,18.51,18.62,18.51
1639,(주)레드캡투어,10.59,10.64,10.59
1640,(주)레드캡투어,7.1,7.17,7.1
1641,(주)레드캡투어,-13.19,-13.16,-13.19
1642,(주)레드캡투어,7.02,6.42,7.02
1643,(주)레이,85.73,-81.15,-81.6
1644,(주)레이언스,102.34,11111111.11,11111111.11
1645,(주)레이언스,3.2,3.17,3.2
1646,(주)레이언스,2.38,3.38,2.38
1647,(주)레이언스,15.38,8.71,15.38
1648,(주)레이크머티리얼즈,-95.21,-94.92,-95.21
1649,(주)레이크머티리얼즈,1254789.63,11111111.11,11111111.11
1650,(주)레이크머티리얼즈,1254789.63,11111111.11,11111111.11
1651,(주)로보로보,0.0,0.0,0.0
1652,(주)로보로보,1254789.63,11111111.11,11111111.11
1653,(주)로보로보,1254789.63,11111111.11,11111111.11
1654,(주)로보로보,8.99,8.6,8.99
1655,(주)로보로보,2.02,-0.45,2.02
1656,(주)로보스타,22.29,154.84,153.32
1657,(주)로보스타,-2.15,-1.67,-2.15
1658,(주)로보스타,22.81,17.94,22.81
1659,(주)로보스타,-4.99,-4.74,-4.99
1660,(주)로보스타,31.33,34.98,31.33
1661,(주)로보스타,29.68,34.41,29.68
1662,(주)로보스타,-2.79,-2.85,-2.79
1663,(주)로보스타,31.7,30.43,31.7
1664,(주)로보스타,-2.84,-2.75,-2.84
1665,(주)로보티즈,-58.7,-58.13,-58.7
1666,(주)로보티즈,-6.04,-6.73,-6.04
1667,(주)로지시스,30.83,-66.19,-82.82
1668,(주)로지시스,10.36,10.36,11111111.11
1669,(주)로지시스,8.6,8.6,11111111.11
1670,(주)로지시스,-0.89,-0.89,11111111.11
1671,(주)로지시스,-6.59,-6.59,11111111.11
1672,(주)루멘스,11.7,910.31,2245.3
1673,(주)루멘스,16.72,17.82,16.72
1674,(주)루멘스,9.91,12.34,9.91
1675,(주)루멘스,5.44,1.64,5.44
1676,(주)루멘스,-3.54,-0.41,-3.54
1677,(주)루멘스,2.91,-2.03,2.91
1678,(주)루멘스,-1.25,-10.24,-1.25
1679,(주)루멘스,-3.66,-9.85,-3.66
1680,(주)루멘스,-16.35,-25.53,-16.35
1681,(주)루트로닉,3.69,-67.41,-79.61
1682,(주)루트로닉,19.7,19.27,19.7
1683,(주)루트로닉,7.12,5.32,7.12
1684,(주)루트로닉,10.52,14.19,10.52
1685,(주)루트로닉,60.92,54.23,60.92
1686,(주)루트로닉,48.05,49.27,48.05
1687,(주)루트로닉,2.61,7.55,2.61
1688,(주)루트로닉,9.48,13.86,9.48
1689,(주)루트로닉,-3.33,0.41,-3.33
1690,(주)룽투코리아,-20.4,-90.8,-88.74
1691,(주)룽투코리아,4.15,-1.81,4.15
1692,(주)룽투코리아,-24.56,-24.03,-24.56
1693,(주)룽투코리아,-0.52,2.62,-0.52
1694,(주)룽투코리아,443.61,300.25,443.61
1695,(주)룽투코리아,26.14,12.1,26.14
1696,(주)룽투코리아,-3.91,-10.86,-3.91
1697,(주)룽투코리아,-35.89,-1.27,-35.89
1698,(주)룽투코리아,2.56,17.61,2.56
1699,(주)리노스,3.99,-31.15,-86.0
1700,(주)리노스,32.23,32.23,11111111.11
1701,(주)리노스,-16.15,-16.15,11111111.11
1702,(주)리노스,19.27,19.27,11111111.11
1703,(주)리노스,29.4,29.4,-87.07
1704,(주)리노스,4.04,4.04,11111111.11
1705,(주)리노스,-8.17,-9.24,-8.17
1706,(주)리노스,-2.32,-0.02,-2.32
1707,(주)리노스,18.72,19.3,18.72
1708,(주)리더스코스메틱,88.33,-37.72,-90.07
1709,(주)리더스코스메틱,1.24,1.24,11111111.11
1710,(주)리더스코스메틱,4.88,4.88,11111111.11
1711,(주)리더스코스메틱,29.07,22.36,29.07
1712,(주)리더스코스메틱,86.42,66.55,86.42
1713,(주)리더스코스메틱,5.4,-0.82,5.4
1714,(주)리더스코스메틱,1.21,3.18,1.21
1715,(주)리더스코스메틱,-14.96,-13.4,-14.96
1716,(주)리더스코스메틱,-18.99,-27.71,-18.99
1717,(주)리드,-7.13,-71.68,-79.54
1718,(주)리드,89.8,89.67,89.8
1719,(주)리드,-17.26,-17.25,-17.26
1720,(주)리드,151.51,141.58,151.51
1721,(주)리드,-71.09,-71.0,-71.09
1722,(주)리드코프,1058.78,1012.84,1058.78
1723,(주)리드코프,29.54,18.84,29.54
1724,(주)리드코프,9.7,10.03,9.7
1725,(주)리드코프,25.12,18.53,25.12
1726,(주)리드코프,21.85,17.95,21.85
1727,(주)리드코프,21.39,16.13,21.39
1728,(주)리드코프,17.83,17.83,17.83
1729,(주)리드코프,2.32,4.38,2.32
1730,(주)리드코프,-9.11,-9.84,-9.11
1731,(주)리메드,62.45,-95.54,-98.93
1732,(주)링네트,3.55,11111111.11,11111111.11
1733,(주)링네트,12.46,12.76,12.46
1734,(주)링네트,10.75,10.52,10.75
1735,(주)링네트,11.36,10.95,11.36
1736,(주)링네트,4.56,4.33,4.56
1737,(주)링네트,9.56,9.75,9.56
1738,(주)링네트,-2.36,-2.77,-2.36
1739,(주)링네트,8.69,7.39,8.69
1740,(주)링네트,1.93,3.09,1.93
1741,(주)링크제니시스,136.09,-62.03,-61.78
1742,(주)링크제니시스,4.24,4.75,4.24
1743,(주)마니커,20.22,552.96,647.9
1744,(주)마니커,3.72,-5.79,3.72
1745,(주)마니커,-0.21,-1.8,-0.21
1746,(주)마니커,-22.38,-11.12,-22.38
1747,(주)마니커,-1.44,-2.0,-1.44
1748,(주)마니커,-4.87,-8.7,-4.87
1749,(주)마니커,18.74,24.83,18.74
1750,(주)마니커,-23.2,-13.74,-23.2
1751,(주)마니커,-5.24,-6.13,-5.24
1752,(주)마니커에프앤지,10.69,-67.43,-93.93
1753,(주)마이크로디지탈,98.31,11111111.11,11111111.11
1754,(주)마이크로컨텍솔루션,24.12,11111111.11,11111111.11
1755,(주)마이크로컨텍솔루션,18.89,18.89,11111111.11
1756,(주)마이크로컨텍솔루션,21.47,16.93,21.47
1757,(주)마이크로컨텍솔루션,27.8,30.79,27.8
1758,(주)마이크로컨텍솔루션,-1.15,0.07,-1.15
1759,(주)마이크로컨텍솔루션,-6.97,-3.37,-6.97
1760,(주)마이크로컨텍솔루션,-7.72,-12.03,-7.72
1761,(주)마이크로컨텍솔루션,-13.24,-12.39,-13.24
1762,(주)마이크로컨텍솔루션,4.45,4.34,4.45
1763,(주)마이크로프랜드,56.64,48.19,-70.3
1764,(주)마이크로프랜드,1.56,1.56,11111111.11
1765,(주)마이크로프랜드,10.01,10.01,11111111.11
1766,(주)마이크로프랜드,-5.65,-5.65,11111111.11
1767,(주)마크로젠,24.69,-2.35,419.79
1768,(주)마크로젠,42.19,43.66,42.19
1769,(주)마크로젠,6.81,9.69,6.81
1770,(주)마크로젠,32.45,28.84,32.45
1771,(주)마크로젠,15.61,11.32,15.61
1772,(주)마크로젠,18.77,10.66,18.77
1773,(주)마크로젠,12.03,17.56,12.03
1774,(주)마크로젠,0.96,3.63,0.96
1775,(주)마크로젠,25.01,24.4,25.01
1776,(주)만도,1605.51,1150.49,1605.51
1777,(주)만도,8.15,2.23,8.15
1778,(주)만도,7.32,1.97,7.32
1779,(주)만도,-0.3,-3.58,-0.3
1780,(주)만도,-0.31,0.16,-0.31
1781,(주)만도,3.57,3.39,3.57
1782,(주)매직마이크로,-97.95,-97.15,-97.95
1783,(주)매직마이크로,1.23,-5.66,1.23
1784,(주)매직마이크로,-2.69,9.36,-2.69
1785,(주)매직마이크로,50.6,68.11,50.6
1786,(주)매직마이크로,-7.6,-12.3,-7.6
1787,(주)매커스,-72.28,-69.4,-72.28
1788,(주)매커스,43.59,41.62,43.59
1789,(주)매커스,17.89,17.0,17.89
1790,(주)매커스,2.62,2.48,2.62
1791,(주)매커스,27.23,25.66,27.23
1792,(주)매커스,1.64,3.63,1.64
1793,(주)매커스,5.69,1.76,5.69
1794,(주)매커스,2.63,2.15,2.63
1795,(주)매커스,16.08,17.47,16.08
1796,(주)머큐리,11.11,-7.65,-89.01
1797,(주)머큐리,13.26,13.26,11111111.11
1798,(주)멀티캠퍼스,6.84,-11.74,0.0
1799,(주)멀티캠퍼스,2.18,2.18,11111111.11
1800,(주)멀티캠퍼스,30.71,32.59,30.71
1801,(주)멀티캠퍼스,6.6,7.37,6.6
1802,(주)멀티캠퍼스,-35.35,-38.29,-35.35
1803,(주)멀티캠퍼스,19.25,20.89,19.25
1804,(주)멀티캠퍼스,7.9,10.08,7.9
1805,(주)멀티캠퍼스,22.88,22.34,22.88
1806,(주)멀티캠퍼스,42.02,41.84,42.02
1807,(주)메드팩토,-94.55,-58.03,-94.55
1808,(주)메디아나,35.51,11111111.11,11111111.11
1809,(주)메디아나,20.04,18.67,20.04
1810,(주)메디아나,22.15,18.66,22.15
1811,(주)메디아나,2.97,4.32,2.97
1812,(주)메디아나,1.59,2.82,1.59
1813,(주)메디아나,14.04,14.31,14.04
1814,(주)메디콕스,7.29,-23.94,-82.84
1815,(주)메디콕스,-1.86,-1.86,11111111.11
1816,(주)메디콕스,-4.0,-4.0,11111111.11
1817,(주)메디콕스,-2.8,-2.8,11111111.11
1818,(주)메디콕스,5.6,5.6,11111111.11
1819,(주)메디콕스,-0.31,-0.31,11111111.11
1820,(주)메디콕스,16.37,16.37,11111111.11
1821,(주)메디콕스,-5.11,-5.11,11111111.11
1822,(주)메디콕스,6.4,6.4,11111111.11
1823,(주)메디톡스,13.54,-5.25,-80.18
1824,(주)메디톡스,33.38,33.38,11111111.11
1825,(주)메디톡스,8.4,8.4,11111111.11
1826,(주)메디톡스,112.19,114.71,112.19
1827,(주)메디톡스,20.79,19.41,20.79
1828,(주)메디톡스,59.19,61.29,59.19
1829,(주)메디톡스,20.09,17.8,20.09
1830,(주)메디톡스,1.51,-0.31,1.51
1831,(주)메디톡스,6.71,4.67,6.71
1832,(주)메디프론디비티,-4.2,-90.06,-97.36
1833,(주)메디프론디비티,-5.6,-5.6,11111111.11
1834,(주)메디프론디비티,-4.83,-4.83,11111111.11
1835,(주)메디프론디비티,-23.72,-23.72,11111111.11
1836,(주)메디프론디비티,16.45,16.45,11111111.11
1837,(주)메디프론디비티,-10.01,-10.01,11111111.11
1838,(주)메디프론디비티,-5.44,-5.44,11111111.11
1839,(주)메디프론디비티,-17.81,-17.81,11111111.11
1840,(주)메디프론디비티,-9.79,-9.79,11111111.11
1841,(주)메지온,113.1,245.85,0.0
1842,(주)메지온,-5.89,-5.89,11111111.11
1843,(주)메지온,22.95,22.95,11111111.11
1844,(주)메지온,32.33,32.33,11111111.11
1845,(주)메지온,-7.65,-7.65,11111111.11
1846,(주)메지온,-22.8,-27.27,-22.8
1847,(주)메지온,1.38,0.51,1.38
1848,(주)메지온,-21.56,-23.74,-21.56
1849,(주)메카로,200.82,163.07,-81.13
1850,(주)메카로,9.74,9.74,11111111.11
1851,(주)메카로,4.06,1.74,4.06
1852,(주)메타랩스,14.74,2.06,7.55
1853,(주)메타랩스,-9.79,-8.58,-9.79
1854,(주)메타랩스,-9.05,-11.78,-9.05
1855,(주)메타랩스,2.47,4.05,2.47
1856,(주)메타랩스,-21.25,-22.87,-21.25
1857,(주)메타랩스,-32.75,-32.41,-32.75
1858,(주)메타랩스,-35.53,-33.17,-35.53
1859,(주)메타랩스,116.63,102.94,116.63
1860,(주)메타랩스,-8.23,-7.7,-8.23
1861,(주)메타바이오메드,1.45,-40.3,-45.17
1862,(주)메타바이오메드,91.93,35.83,91.93
1863,(주)메타바이오메드,12.91,21.82,12.91
1864,(주)메타바이오메드,-1.48,1.14,-1.48
1865,(주)메타바이오메드,-1.11,-9.76,-1.11
1866,(주)메타바이오메드,5.53,7.66,5.53
1867,(주)메타바이오메드,-0.34,0.99,-0.34
1868,(주)메타바이오메드,-18.36,8.66,-18.36
1869,(주)메타바이오메드,5.73,8.37,5.73
1870,(주)멕아이씨에스,-89.24,-78.42,-89.24
1871,(주)멕아이씨에스,17.29,17.29,11111111.11
1872,(주)멕아이씨에스,-9.15,-6.97,-9.15
1873,(주)멕아이씨에스,7.46,-5.29,7.46
1874,(주)멕아이씨에스,1.68,3.26,1.68
1875,(주)멜파스,18.87,791.22,-55.29
1876,(주)멜파스,63.64,63.64,11111111.11
1877,(주)멜파스,-4.29,-4.29,11111111.11
1878,(주)멜파스,-32.48,-32.48,11111111.11
1879,(주)멜파스,-29.36,-29.36,11111111.11
1880,(주)멜파스,-1.13,-1.13,11111111.11
1881,(주)멜파스,-21.0,-21.0,11111111.11
1882,(주)멜파스,-29.11,-29.11,11111111.11
1883,(주)멜파스,-6.54,-6.54,11111111.11
1884,(주)모나리자,-4.62,-25.61,-86.07
1885,(주)모나리자,7.8,7.8,11111111.11
1886,(주)모나리자,8.66,8.66,11111111.11
1887,(주)모나리자,7.9,7.9,11111111.11
1888,(주)모나리자,4.95,4.95,11111111.11
1889,(주)모나리자,2.36,2.36,11111111.11
1890,(주)모나리자,2.56,2.56,11111111.11
1891,(주)모나리자,-6.19,-6.19,11111111.11
1892,(주)모나리자,-0.53,-0.53,11111111.11
1893,(주)모나미,4.16,125.15,1809.28
1894,(주)모나미,-6.77,-2.14,-6.77
1895,(주)모나미,-12.31,-14.17,-12.31
1896,(주)모나미,-2.96,-5.65,-2.96
1897,(주)모나미,-3.56,-4.23,-3.56
1898,(주)모나미,2.38,0.87,2.38
1899,(주)모나미,1.02,1.81,1.02
1900,(주)모나미,1.62,-5.0,1.62
1901,(주)모나미,6.43,4.78,6.43
1902,(주)모다이노칩,31.07,-24.53,-44.35
1903,(주)모다이노칩,4.49,4.64,4.49
1904,(주)모다이노칩,8.66,8.67,8.66
1905,(주)모다이노칩,12.56,11.3,12.56
1906,(주)모다이노칩,-3.55,-3.5,-3.55
1907,(주)모다이노칩,372.08,346.5,372.08
1908,(주)모다이노칩,11.44,1.65,11.44
1909,(주)모다이노칩,-1.66,-3.68,-1.66
1910,(주)모다이노칩,39.31,39.05,39.31
1911,(주)모두투어네트워크,5.33,-82.9,-84.89
1912,(주)모두투어네트워크,9.7,11.08,9.7
1913,(주)모두투어네트워크,2.39,2.9,2.39
1914,(주)모두투어네트워크,47.26,18.54,47.26
1915,(주)모두투어네트워크,-18.65,-3.66,-18.65
1916,(주)모두투어네트워크,15.28,18.12,15.28
1917,(주)모두투어네트워크,60.78,28.14,60.78
1918,(주)모두투어네트워크,-1.08,1.01,-1.08
1919,(주)모두투어네트워크,25.72,1.97,25.72
1920,(주)모바일리더,-4.08,-89.84,-97.36
1921,(주)모바일리더,8.32,8.32,11111111.11
1922,(주)모바일리더,4.26,9.23,4.26
1923,(주)모바일리더,-1.75,-0.3,-1.75
1924,(주)모바일리더,-2.0,-2.86,-2.0
1925,(주)모바일리더,-0.24,2.79,-0.24
1926,(주)모바일리더,-5.87,3.79,-5.87
1927,(주)모바일리더,13.3,0.96,13.3
1928,(주)모바일리더,4.66,-18.83,4.66
1929,(주)모베이스,13.04,282.07,232.31
1930,(주)모베이스,4.42,-12.0,4.42
1931,(주)모베이스,27.28,25.49,27.28
1932,(주)모베이스,7.84,-4.48,7.84
1933,(주)모베이스,10.58,0.49,10.58
1934,(주)모베이스,23.86,4.99,23.86
1935,(주)모베이스,1.11,9.22,1.11
1936,(주)모베이스,19.5,14.99,19.5
1937,(주)모베이스,231.28,28.63,231.28
1938,(주)모베이스전자,24.43,67.66,-61.66
1939,(주)모베이스전자,11.06,2.36,11.06
1940,(주)모베이스전자,6.82,8.57,6.82
1941,(주)모베이스전자,10.0,2.69,10.0
1942,(주)모베이스전자,17.55,19.83,17.55
1943,(주)모베이스전자,10.77,21.49,10.77
1944,(주)모베이스전자,-10.8,-8.22,-10.8
1945,(주)모베이스전자,10.28,11.18,10.28
1946,(주)모베이스전자,6.07,7.84,6.07
1947,(주)모비스,-98.35,-98.03,-98.35
1948,(주)모비스,1254789.63,11111111.11,11111111.11
1949,(주)모비스,52.42,52.42,11111111.11
1950,(주)모비스,54.03,-0.94,54.03
1951,(주)모아텍,-0.48,334.71,271.19
1952,(주)모아텍,9.74,15.18,9.74
1953,(주)모아텍,-5.42,-0.06,-5.42
1954,(주)모아텍,-26.91,-10.07,-26.91
1955,(주)모아텍,5.39,-6.65,5.39
1956,(주)모아텍,-10.3,-1.58,-10.3
1957,(주)모아텍,-3.36,-26.17,-28.49
1958,(주)모아텍,0.36,-0.07,0.36
1959,(주)모토닉,4.35,350.39,421.09
1960,(주)모토닉,6.48,3.72,6.48
1961,(주)모토닉,1.21,1.97,1.21
1962,(주)모토닉,-5.85,6.46,-5.85
1963,(주)모토닉,-0.03,0.7,-0.03
1964,(주)모토닉,0.9,1.21,0.9
1965,(주)모토닉,-0.36,0.1,-0.36
1966,(주)모토닉,0.61,0.84,0.61
1967,(주)모토닉,1.55,1.14,1.55
1968,(주)모헨즈,29.86,-94.81,-86.78
1969,(주)모헨즈,-5.25,-12.37,-5.25
1970,(주)모헨즈,9.98,9.57,9.98
1971,(주)모헨즈,18.19,16.16,18.19
1972,(주)모헨즈,5.72,5.39,5.72
1973,(주)모헨즈,4.99,3.3,4.99
1974,(주)모헨즈,4.48,-5.68,4.48
1975,(주)모헨즈,-19.08,13.03,-19.08
1976,(주)모헨즈,-13.71,-12.73,-13.71
1977,(주)무학,19.26,1160.4,459.91
1978,(주)무학,15.69,16.19,15.69
1979,(주)무학,17.17,16.92,17.17
