,회사명,총자본증가율,0,1
12523,엘지전자(주),12.94,4.78,12.94
12524,엘지전자(주),4.34,5.25,4.34
12525,엘지전자(주),-2.04,-1.58,-2.04
12526,엘지전자(주),4.24,2.83,4.24
12527,엘지전자(주),8.89,5.87,8.89
12528,엘지전자(주),7.54,-1.05,7.54
12529,엘지전자(주),1.2,-1.4,1.2
12530,엘컴텍(주),-26.46,-99.36,-99.55
12531,엘컴텍(주),-45.71,-37.86,-45.71
12532,엘컴텍(주),-23.83,-34.28,-23.83
12533,엘컴텍(주),2.99,8.48,2.99
12534,엘컴텍(주),10.04,7.77,10.04
12535,엘컴텍(주),-3.97,-0.35,-3.97
12536,엘컴텍(주),1.48,1.29,1.48
12537,엘컴텍(주),-8.95,-3.63,-8.95
12538,엘컴텍(주),0.28,-2.34,0.28
12539,엘티씨(주),83.9,1.02,-86.69
12540,엘티씨(주),8.56,8.56,11111111.11
12541,엘티씨(주),38.27,21.73,38.27
12542,엘티씨(주),17.14,23.03,17.14
12543,엘티씨(주),-0.47,2.14,-0.47
12544,엘티씨(주),16.0,-1.52,16.0
12545,엘티씨(주),3.4,2.74,3.4
12546,엠에프엠코리아(주),-93.56,-91.85,-93.56
12547,엠케이전자(주),14.05,11111111.11,11111111.11
12548,엠케이전자(주),-5.26,-12.91,-5.26
12549,엠케이전자(주),41.28,-0.21,41.28
12550,엠케이전자(주),13.44,-2.0,13.44
12551,엠케이전자(주),138.01,6.2,138.01
12552,엠케이전자(주),30.05,10.69,30.05
12553,엠케이전자(주),21.7,-1.14,21.7
12554,엠케이전자(주),12.54,9.66,12.54
12555,엠케이전자(주),2.73,1.96,2.73
12556,영보화학(주),-92.41,-53.4,-92.41
12557,영보화학(주),8.35,4.71,8.35
12558,영보화학(주),11.52,12.81,11.52
12559,영보화학(주),2.48,0.02,2.48
12560,영보화학(주),0.32,-1.51,0.32
12561,영보화학(주),5.48,-0.43,5.48
12562,영보화학(주),-1.65,9.13,-1.65
12563,영보화학(주),-1.73,-3.34,-1.73
12564,영보화학(주),2.7,2.39,2.7
12565,영신금속공업(주),25.28,-45.14,-93.86
12566,영신금속공업(주),7.49,7.49,11111111.11
12567,영신금속공업(주),2.19,2.19,11111111.11
12568,영신금속공업(주),5.64,1.31,5.64
12569,영신금속공업(주),14.78,11.01,14.78
12570,영신금속공업(주),11.78,10.04,11.78
12571,영신금속공업(주),-4.51,-9.29,-4.51
12572,영신금속공업(주),4.19,7.46,4.19
12573,영신금속공업(주),-1.13,0.98,-1.13
12574,영진약품(주),6.77,30.76,-91.65
12575,영진약품(주),2.64,2.64,11111111.11
12576,영진약품(주),4.56,4.56,11111111.11
12577,영진약품(주),5.69,5.69,11111111.11
12578,영진약품(주),8.23,8.23,11111111.11
12579,영진약품(주),2.92,2.92,11111111.11
12580,영진약품(주),2.25,2.25,11111111.11
12581,영진약품(주),-3.79,-3.79,11111111.11
12582,영진약품(주),2.21,2.21,11111111.11
12583,영풍정밀(주),21.04,45.95,0.0
12584,영풍정밀(주),13.22,13.22,11111111.11
12585,영풍정밀(주),-4.12,-4.12,11111111.11
12586,영풍정밀(주),9.52,9.52,11111111.11
12587,영풍정밀(주),3.23,3.23,11111111.11
12588,영풍정밀(주),0.64,0.64,11111111.11
12589,영풍정밀(주),2.57,2.57,11111111.11
12590,영풍정밀(주),-9.3,-9.3,11111111.11
12591,영풍정밀(주),-0.34,-0.34,11111111.11
12592,영풍제지(주),9.26,-67.0,0.0
12593,영풍제지(주),9.61,9.61,11111111.11
12594,영풍제지(주),-2.53,-2.53,11111111.11
12595,영풍제지(주),-1.45,-1.45,11111111.11
12596,영풍제지(주),-1.35,-1.35,11111111.11
12597,영풍제지(주),5.69,5.69,11111111.11
12598,영풍제지(주),5.47,5.47,11111111.11
12599,영풍제지(주),8.54,8.54,11111111.11
12600,영풍제지(주),0.26,0.26,11111111.11
12601,영화금속(주),0.14,-35.94,-18.86
12602,영화금속(주),-6.71,-4.34,-6.71
12603,영화금속(주),-6.87,-5.42,-6.87
12604,영화금속(주),29.32,29.32,-88.7
12605,영화금속(주),7.78,7.78,11111111.11
12606,영화금속(주),22.43,22.43,11111111.11
12607,영화금속(주),30.5,30.5,11111111.11
12608,영화금속(주),15.9,15.9,11111111.11
12609,영화금속(주),-3.13,-3.13,11111111.11
12610,영화테크(주),23.61,-70.95,452.19
12611,영화테크(주),-4.03,-1.91,-4.03
12612,영화테크(주),-5.07,-2.79,-5.07
12613,예스이십사(주),4.58,118.44,118.31
12614,예스이십사(주),13.91,13.91,-90.89
12615,예스이십사(주),0.89,0.89,11111111.11
12616,예스이십사(주),19.03,19.03,11111111.11
12617,예스이십사(주),-39.66,0.68,-39.66
12618,예스이십사(주),9.34,9.27,9.34
12619,예스이십사(주),8.05,8.16,8.05
12620,예스이십사(주),1.02,0.13,1.02
12621,예스이십사(주),17.4,15.71,17.4
12622,오가닉티코스메틱스홀딩스컴퍼니리미티드,-50.09,-95.18,-50.09
12623,오가닉티코스메틱스홀딩스컴퍼니리미티드,72.56,11111111.11,72.56
12624,오가닉티코스메틱스홀딩스컴퍼니리미티드,14.5,11111111.11,14.5
12625,오가닉티코스메틱스홀딩스컴퍼니리미티드,15.12,11111111.11,15.12
12626,오가닉티코스메틱스홀딩스컴퍼니리미티드,10.9,11111111.11,10.9
12627,오로라월드(주),4.2,1137.07,-44.38
12628,오로라월드(주),-1.02,-4.73,-1.02
12629,오로라월드(주),8.79,10.37,8.79
12630,오로라월드(주),4.61,-1.67,4.61
12631,오로라월드(주),6.26,4.19,6.26
12632,오로라월드(주),3.29,5.52,3.29
12633,오로라월드(주),8.32,12.03,8.32
12634,오로라월드(주),1.87,-0.44,1.87
12635,오로라월드(주),9.47,12.22,9.47
12636,오상자이엘(주),1.57,-71.43,-74.61
12637,오상자이엘(주),16.64,20.54,16.64
12638,오상자이엘(주),13.89,16.64,13.89
12639,오상자이엘(주),9.03,8.63,9.03
12640,오상자이엘(주),-18.51,-19.97,-18.51
12641,오상자이엘(주),7.9,12.31,7.9
12642,오상자이엘(주),0.48,-5.68,0.48
12643,오상자이엘(주),2.64,-0.78,2.64
12644,오상자이엘(주),-11.7,-18.62,-11.7
12645,오성첨단소재(주),26.81,536.72,885.34
12646,오성첨단소재(주),-61.53,-22.98,-61.53
12647,오성첨단소재(주),-27.2,-28.67,-27.2
12648,오성첨단소재(주),-20.05,-19.67,-20.05
12649,오성첨단소재(주),-41.34,-41.83,-41.34
12650,오성첨단소재(주),-32.97,-33.06,-32.97
12651,오성첨단소재(주),74.06,74.45,74.06
12652,오성첨단소재(주),32.44,32.94,32.44
12653,오성첨단소재(주),54.39,38.16,54.39
12654,오션브릿지(주),-95.13,-82.52,-95.13
12655,오션브릿지(주),54.79,54.79,11111111.11
12656,오션브릿지(주),34.7,27.98,34.7
12657,오션브릿지(주),-0.22,0.36,-0.22
12658,오스템임플란트(주),3.53,196.46,189.24
12659,오스템임플란트(주),15.7,12.93,15.7
12660,오스템임플란트(주),11.4,16.0,11.4
12661,오스템임플란트(주),20.05,17.34,20.05
12662,오스템임플란트(주),8.24,11.08,8.24
12663,오스템임플란트(주),20.92,10.52,20.92
12664,오스템임플란트(주),16.93,18.67,16.93
12665,오스템임플란트(주),14.8,12.21,14.8
12666,오스템임플란트(주),25.0,20.59,25.0
12667,올리패스(주),58.4,-92.32,-93.14
12668,올릭스(주),1254789.63,11111111.11,11111111.11
12669,올릭스(주),-18.75,-14.91,-18.75
12670,옴니시스템(주),-13.91,22.33,51.93
12671,옴니시스템(주),-20.55,-16.88,-20.55
12672,옴니시스템(주),33.02,36.01,33.02
12673,옴니시스템(주),9.32,11.33,9.32
12674,옴니시스템(주),21.09,16.66,21.09
12675,옴니시스템(주),5.75,5.5,5.75
12676,옴니시스템(주),25.06,22.1,25.06
12677,옴니시스템(주),-1.51,-2.0,-1.51
12678,옴니시스템(주),9.12,16.65,9.12
12679,옵티시스(주),25.19,-78.27,-91.87
12680,옵티시스(주),11.46,11.46,11111111.11
12681,옵티시스(주),4.88,4.88,11111111.11
12682,옵티시스(주),6.93,6.93,11111111.11
12683,옵티시스(주),5.89,5.89,11111111.11
12684,옵티시스(주),4.46,4.46,11111111.11
12685,옵티시스(주),-1.82,-1.82,11111111.11
12686,옵티시스(주),5.05,5.05,11111111.11
12687,옵티시스(주),8.58,8.58,11111111.11
12688,와이더블유(주),543.52,68.97,543.52
12689,와이더블유(주),21.07,20.87,21.07
12690,와이더블유(주),3.39,4.33,3.39
12691,와이더블유(주),-0.56,-0.6,-0.56
12692,와이더블유(주),2.21,2.54,2.21
12693,와이더블유(주),4.04,4.14,4.04
12694,와이더블유(주),6.79,6.53,6.79
12695,와이더블유(주),7.07,6.79,7.07
12696,와이더블유(주),3.89,3.66,3.89
12697,와이아이케이(주),-90.12,-90.12,-90.12
12698,와이아이케이(주),1254789.63,11111111.11,11111111.11
12699,와이아이케이(주),1254789.63,11111111.11,11111111.11
12700,와이아이케이(주),44.41,22.77,44.41
12701,와이아이케이(주),2.43,2.09,2.43
12702,와이엠씨(주),-94.35,-71.16,-94.35
12703,와이엠씨(주),8.49,8.49,11111111.11
12704,와이엠씨(주),1.56,-1.43,1.56
12705,와이엠씨(주),6.23,3.89,6.23
12706,와이엠씨(주),78.2,80.22,78.2
12707,와이엠씨(주),134.04,133.53,134.04
12708,와이엠씨(주),-20.78,-22.34,-20.78
12709,와이엠씨(주),-26.94,-27.33,-26.94
12710,와이엠티(주),42.27,-30.99,-13.87
12711,와이엠티(주),11.5,8.2,11.5
12712,와이엠티(주),29.0,30.76,29.0
12713,와토스코리아(주),19.97,-53.74,-93.22
12714,와토스코리아(주),0.61,0.61,11111111.11
12715,와토스코리아(주),4.48,4.48,11111111.11
12716,와토스코리아(주),11.5,11.5,11111111.11
12717,와토스코리아(주),5.71,5.71,11111111.11
12718,와토스코리아(주),3.71,3.71,11111111.11
12719,와토스코리아(주),4.01,4.01,11111111.11
12720,와토스코리아(주),1.98,1.98,11111111.11
12721,와토스코리아(주),0.39,0.39,11111111.11
12722,우리바이오(주),-44.51,201.05,3598.02
12723,우리바이오(주),7.02,-30.68,7.02
12724,우리바이오(주),58.09,12.0,58.09
12725,우리바이오(주),15.21,-7.54,15.21
12726,우리바이오(주),13.64,-12.83,13.64
12727,우리바이오(주),-10.14,8.99,-10.14
12728,우리바이오(주),-25.0,-18.47,-25.0
12729,우리바이오(주),-1.34,-12.23,-1.34
12730,우리바이오(주),0.8,1.69,0.8
12731,우리산업(주),-69.48,61.65,-69.48
12732,우리산업(주),1.41,1.47,1.41
12733,우리산업(주),22.19,19.22,22.19
12734,우리산업(주),8.2,7.7,8.2
12735,우리산업(주),-1.51,-1.56,-1.51
12736,우리산업홀딩스(주),14.89,-40.26,-34.81
12737,우리산업홀딩스(주),7.85,9.04,7.85
12738,우리산업홀딩스(주),14.39,9.61,14.39
12739,우리산업홀딩스(주),24.25,25.55,24.25
12740,우리산업홀딩스(주),28.23,-47.47,28.23
12741,우리산업홀딩스(주),1.59,-4.52,1.59
12742,우리산업홀딩스(주),10.5,-0.98,10.5
12743,우리산업홀딩스(주),10.26,-0.81,10.26
12744,우리산업홀딩스(주),1.38,-6.19,1.38
12745,우리손에프앤지농업회사법인(주),11.65,48.24,-32.74
12746,우리손에프앤지농업회사법인(주),9.23,8.24,9.23
12747,우리손에프앤지농업회사법인(주),22.56,3.45,22.56
12748,우리손에프앤지농업회사법인(주),4.11,3.49,4.11
12749,우리엔터프라이즈(주),0.3,-36.51,-69.52
12750,우리엔터프라이즈(주),20.16,22.72,20.16
12751,우리엔터프라이즈(주),460.31,0.91,460.31
12752,우리엔터프라이즈(주),13.62,-0.94,13.62
12753,우리엔터프라이즈(주),10.9,0.74,10.9
12754,우리엔터프라이즈(주),-8.78,5.41,-8.78
12755,우리엔터프라이즈(주),-21.88,-4.3,-21.88
12756,우리엔터프라이즈(주),-0.9,-10.62,-0.9
12757,우리엔터프라이즈(주),-0.24,-1.63,-0.24
12758,우리이앤엘(주),-7.72,113.51,-60.37
12759,우리이앤엘(주),-13.97,-0.61,-13.97
12760,우리이앤엘(주),-14.84,-20.79,-14.84
12761,우리이앤엘(주),-8.74,1.46,-8.74
12762,우리이앤엘(주),-28.42,-33.38,-28.42
12763,우리이앤엘(주),-4.04,3.12,-4.04
12764,우리이앤엘(주),-20.22,-19.35,-20.22
12765,우림피티에스(주),12.41,-14.51,-2.08
12766,우림피티에스(주),-1.96,-1.83,-1.96
12767,우림피티에스(주),2.96,3.36,2.96
12768,우림피티에스(주),1.15,1.15,-88.53
12769,우림피티에스(주),0.2,0.2,11111111.11
12770,우림피티에스(주),-1.87,-1.87,11111111.11
12771,우림피티에스(주),-1.09,-1.09,11111111.11
12772,우림피티에스(주),2.4,2.4,11111111.11
12773,우림피티에스(주),0.6,0.6,11111111.11
12774,우수AMS(주),0.68,19.0,1081.48
12775,우수AMS(주),-3.39,-10.11,-3.39
12776,우수AMS(주),10.1,20.22,10.1
12777,우수AMS(주),-1.73,-3.53,-1.73
12778,우수AMS(주),6.06,3.91,6.06
12779,우수AMS(주),3.86,-1.78,3.86
12780,우수AMS(주),3.96,6.67,3.96
12781,우수AMS(주),4.91,8.79,4.91
12782,우수AMS(주),9.71,5.03,9.71
12783,우원개발(주),10.91,-30.61,-35.47
12784,우원개발(주),4.82,10.41,4.82
12785,우원개발(주),-5.77,-1.87,-5.77
12786,우원개발(주),0.66,1.03,0.66
12787,우원개발(주),5.45,6.04,5.45
12788,우원개발(주),-4.19,-8.93,-4.19
12789,우원개발(주),61.39,31.64,61.39
12790,우원개발(주),-1.22,-1.06,-1.22
12791,우원개발(주),8.04,3.08,8.04
12792,우진비앤지(주),-2.27,-82.71,-94.5
12793,우진비앤지(주),1.44,1.44,11111111.11
12794,우진비앤지(주),4.62,4.62,11111111.11
12795,우진비앤지(주),6.12,6.12,11111111.11
12796,우진비앤지(주),45.35,45.35,11111111.11
12797,우진비앤지(주),37.65,37.65,11111111.11
12798,우진비앤지(주),4.29,4.29,11111111.11
12799,우진비앤지(주),-22.17,-22.17,11111111.11
12800,우진비앤지(주),41.77,23.71,41.77
12801,원텍(주),-86.95,-80.97,-86.95
12802,원풍물산(주),5.52,11111111.11,11111111.11
12803,원풍물산(주),1.21,1.21,11111111.11
12804,원풍물산(주),7.82,7.82,11111111.11
12805,원풍물산(주),3.09,3.48,3.09
12806,원풍물산(주),-17.62,-17.62,-80.6
12807,원풍물산(주),0.97,0.97,11111111.11
12808,원풍물산(주),-0.56,-0.56,11111111.11
12809,원풍물산(주),-0.91,-0.91,11111111.11
12810,원풍물산(주),37.52,37.52,11111111.11
12811,웰바이오텍(주),12.01,-14.53,540.39
12812,웰바이오텍(주),-13.13,-8.61,-13.13
12813,웰바이오텍(주),-0.95,-1.47,-0.95
12814,웰바이오텍(주),0.04,9.82,0.04
12815,웰바이오텍(주),-3.53,2.85,-3.53
12816,웰바이오텍(주),1.31,7.54,1.31
12817,웰바이오텍(주),45.34,19.41,45.34
12818,웰바이오텍(주),27.76,36.31,27.76
12819,웰바이오텍(주),7.8,-1.43,7.8
12820,웹케시(주),68.81,-34.13,-90.73
12821,위즈코프(주),1254789.63,11111111.11,11111111.11
12822,위즈코프(주),1.69,1.78,1.69
12823,위즈코프(주),17.46,20.03,17.46
12824,위즈코프(주),-0.13,2.11,-0.13
12825,위즈코프(주),-4.45,-4.0,-4.45
12826,위즈코프(주),21.21,8.45,21.21
12827,위즈코프(주),5.04,7.45,5.04
12828,위즈코프(주),-2.71,-5.79,-2.71
12829,위즈코프(주),-6.75,-5.27,-6.75
12830,윈텍(주),-73.34,-73.37,-73.34
12831,윙입푸드홀딩스,58.84,11111111.11,11111111.11
12832,윙입푸드홀딩스,14.68,11111111.11,14.68
12833,유네코(주),-21.08,592.83,-34.15
12834,유네코(주),-9.03,-9.72,-9.03
12835,유니셈(주),6.91,33.28,23.65
12836,유니셈(주),-11.69,-12.91,-11.69
12837,유니셈(주),17.46,18.1,17.46
12838,유니셈(주),4.26,4.94,4.26
12839,유니셈(주),-5.06,-2.77,-5.06
12840,유니셈(주),-0.36,2.77,-0.36
12841,유니셈(주),35.9,33.55,35.9
12842,유니셈(주),8.67,5.0,8.67
12843,유니셈(주),18.72,18.04,18.72
12844,유니슨(주),-27.05,94.58,97.27
12845,유니슨(주),0.46,3.9,0.46
12846,유니슨(주),-12.41,-12.97,-12.41
12847,유니슨(주),5.57,7.95,5.57
12848,유니슨(주),-22.62,-21.51,-22.62
12849,유니슨(주),0.84,0.97,0.84
12850,유니슨(주),11.32,16.3,11.32
12851,유니슨(주),-13.97,-10.49,-13.97
12852,유니슨(주),2.92,-4.16,2.92
12853,유니온머티리얼(주),12.23,-45.86,-42.95
12854,유니온머티리얼(주),6.21,1.63,6.21
12855,유니온머티리얼(주),0.81,1.28,0.81
12856,유니온머티리얼(주),1.62,1.75,1.62
12857,유니온머티리얼(주),-0.69,-0.42,-0.69
12858,유니온머티리얼(주),-0.63,-0.17,-0.63
12859,유니온머티리얼(주),-2.96,-3.1,-2.96
12860,유니온머티리얼(주),2.67,4.93,2.67
12861,유니온머티리얼(주),21.23,13.09,21.23
12862,유니퀘스트(주),16.49,-10.78,-9.02
12863,유니퀘스트(주),17.78,10.12,17.78
12864,유니퀘스트(주),16.52,7.3,16.52
12865,유니퀘스트(주),11.75,15.47,11.75
12866,유니퀘스트(주),0.16,2.96,0.16
12867,유니퀘스트(주),16.38,12.08,16.38
12868,유니퀘스트(주),-6.15,-9.96,-6.15
12869,유니퀘스트(주),21.43,28.84,21.43
12870,유니퀘스트(주),7.9,6.98,7.9
12871,유비벨록스(주),59.64,-68.69,-74.78
12872,유비벨록스(주),24.27,23.34,24.27
12873,유비벨록스(주),11.96,10.91,11.96
12874,유비벨록스(주),-9.72,-8.75,-9.72
12875,유비벨록스(주),8.05,-0.48,8.05
12876,유비벨록스(주),4.42,5.87,4.42
12877,유비벨록스(주),1.6,-0.09,1.6
12878,유비벨록스(주),127.93,-10.83,127.93
12879,유비벨록스(주),0.84,-16.06,0.84
12880,유성기업(주),18.36,207.91,13.3
12881,유성기업(주),-0.52,-1.92,-0.52
12882,유성기업(주),7.51,5.33,7.51
12883,유성기업(주),6.81,4.37,6.81
12884,유성기업(주),-1.04,-1.18,-1.04
12885,유성기업(주),0.94,1.72,0.94
12886,유성기업(주),1.44,3.15,1.44
12887,유성기업(주),-1.87,-3.0,-1.87
12888,유성기업(주),5.54,3.71,5.54
12889,유아이엘(주),-11.24,-60.43,-67.89
12890,유아이엘(주),4.55,5.12,4.55
12891,유아이엘(주),40.28,25.36,40.28
12892,유아이엘(주),25.59,17.68,25.59
12893,유아이엘(주),1.29,-3.27,1.29
12894,유아이엘(주),5.86,0.86,5.86
12895,유아이엘(주),-2.84,-11.75,-2.84
12896,유아이엘(주),-9.86,-21.3,-9.86
12897,유아이엘(주),-3.92,-11.32,-3.92
12898,유엔젤(주),-2.87,-17.63,-56.82
12899,유엔젤(주),-10.94,-13.61,-10.94
12900,유엔젤(주),-10.71,-8.48,-10.71
12901,유엔젤(주),-17.07,-15.15,-17.07
12902,유엔젤(주),3.1,0.54,3.1
12903,유엔젤(주),-6.18,-10.4,-6.18
12904,유엔젤(주),-12.1,-9.7,-12.1
12905,유엔젤(주),-0.12,-0.97,-0.12
12906,유엔젤(주),-9.69,-9.59,-9.69
12907,유진기업(주),6.77,3301.36,3434.43
12908,유진기업(주),-25.2,-26.71,-25.2
12909,유진기업(주),1.4,-8.16,1.4
12910,유진기업(주),0.32,-0.39,0.32
12911,유진기업(주),11.44,9.7,11.44
12912,유진기업(주),9.76,14.39,9.76
12913,유진기업(주),141.99,13.15,141.99
12914,유진기업(주),12.46,4.72,12.46
12915,유진기업(주),9.49,-4.12,9.49
12916,율촌화학(주),2.96,-73.07,-99.75
12917,율촌화학(주),14.3,14.3,11111111.11
12918,율촌화학(주),17.6,17.6,11111111.11
12919,율촌화학(주),8.29,8.29,11111111.11
12920,율촌화학(주),-9.01,-9.01,11111111.11
12921,율촌화학(주),2.24,2.24,11111111.11
12922,율촌화학(주),9.66,9.66,11111111.11
12923,율촌화학(주),4.41,4.41,11111111.11
12924,율촌화학(주),-1.26,-1.26,-1.26
12925,이건산업(주),-0.18,-59.67,-38.3
12926,이건산업(주),-5.91,-3.19,-5.91
12927,이건산업(주),8.63,-1.18,8.63
12928,이건산업(주),10.26,-0.35,10.26
12929,이건산업(주),10.87,16.5,10.87
12930,이건산업(주),0.81,-0.95,0.81
12931,이건산업(주),-6.81,4.6,-6.81
12932,이건산업(주),-1.17,-6.05,-1.17
12933,이건산업(주),-2.66,-4.01,-2.66
12934,이구산업(주),6.39,25.92,-97.37
12935,이구산업(주),-3.88,-3.88,11111111.11
12936,이구산업(주),-8.62,-8.62,11111111.11
12937,이구산업(주),-0.27,-0.27,11111111.11
12938,이구산업(주),-9.18,-9.18,11111111.11
12939,이구산업(주),4.86,4.86,11111111.11
12940,이구산업(주),3.03,3.03,11111111.11
12941,이구산업(주),-3.39,-3.39,11111111.11
12942,이구산업(주),1.03,1.03,11111111.11
12943,이노시스(주),120.49,-70.6,0.0
12944,이노시스(주),-9.61,-9.61,11111111.11
12945,이노시스(주),19.52,16.73,19.52
12946,이노시스(주),-5.33,-3.59,-5.33
12947,이노시스(주),-5.05,-10.97,-5.05
12948,이니텍(주),149.85,16.34,149.85
12949,이니텍(주),27.63,9.3,27.63
12950,이니텍(주),1.65,9.19,1.65
12951,이니텍(주),-13.78,-6.86,-13.78
12952,이니텍(주),8.81,8.75,8.81
12953,이니텍(주),11.41,8.42,11.41
12954,이니텍(주),0.61,-4.85,0.61
12955,이니텍(주),-4.72,2.31,-4.72
12956,이니텍(주),12.62,-3.58,12.62
12957,이스트아시아홀딩스인베스트먼트리미티드,-43.08,-88.93,-43.08
12958,이스트아시아홀딩스인베스트먼트리미티드,23.66,11111111.11,23.66
12959,이스트아시아홀딩스인베스트먼트리미티드,13.25,11111111.11,13.25
12960,이스트아시아홀딩스인베스트먼트리미티드,-0.26,11111111.11,-0.26
12961,이스트아시아홀딩스인베스트먼트리미티드,12.45,11111111.11,12.45
12962,이스트아시아홀딩스인베스트먼트리미티드,-7.34,11111111.11,-7.34
12963,이스트아시아홀딩스인베스트먼트리미티드,-2.34,11111111.11,-2.34
12964,이스트아시아홀딩스인베스트먼트리미티드,-0.96,11111111.11,-0.96
12965,이스트아시아홀딩스인베스트먼트리미티드,3.48,11111111.11,3.48
12966,이엠코리아(주),25.12,1028.76,-41.05
12967,이엠코리아(주),3.91,3.7,3.91
12968,이엠코리아(주),7.94,7.26,7.94
12969,이엠코리아(주),18.02,16.6,18.02
12970,이엠코리아(주),-0.57,-1.42,-0.57
12971,이엠코리아(주),4.41,-5.02,4.41
12972,이엠코리아(주),12.82,11.31,12.82
12973,이엠코리아(주),-7.66,-6.27,-7.66
12974,이엠코리아(주),1.73,10.74,1.73
12975,이연제약(주),8.6,-23.73,-94.0
12976,이연제약(주),16.93,16.93,11111111.11
12977,이연제약(주),13.69,13.69,11111111.11
12978,이연제약(주),7.2,7.2,11111111.11
12979,이연제약(주),36.44,36.44,11111111.11
12980,이연제약(주),-14.21,-14.21,11111111.11
12981,이연제약(주),29.98,29.98,11111111.11
12982,이연제약(주),4.24,5.04,4.24
12983,이연제약(주),-9.46,-9.78,-9.46
12984,이원다이애그노믹스(주),438.29,-80.67,-72.64
12985,이원다이애그노믹스(주),28.36,29.1,28.36
12986,이원컴포텍(주),5.21,-69.2,-77.95
12987,이원컴포텍(주),-5.26,-5.26,-47.72
12988,이원컴포텍(주),37.46,37.46,11111111.11
12989,이원컴포텍(주),7.65,0.16,7.65
12990,이원컴포텍(주),7.62,12.75,7.62
12991,이원컴포텍(주),-16.24,-24.51,-16.24
12992,이원컴포텍(주),27.93,30.92,27.93
12993,이원컴포텍(주),-8.24,-7.19,-8.24
12994,이원컴포텍(주),15.56,28.44,15.56
12995,이지케어텍(주),47.47,57.48,52.69
12996,이트론(주),-42.72,11111111.11,11111111.11
12997,이트론(주),-7.46,-2.15,-7.46
12998,이트론(주),213.42,93.23,213.42
12999,이트론(주),10.55,10.55,-77.39
13000,이트론(주),11.61,11.61,11111111.11
13001,이트론(주),27.88,27.88,11111111.11
13002,이트론(주),-8.31,-8.31,11111111.11
13003,이트론(주),-11.45,-11.45,11111111.11
13004,이트론(주),123.06,123.06,11111111.11
13005,이화공영(주),-9.48,-55.43,-89.41
13006,이화공영(주),32.15,32.15,11111111.11
13007,이화공영(주),-5.01,-5.01,11111111.11
13008,이화공영(주),20.96,20.96,11111111.11
13009,이화공영(주),-12.63,-12.63,11111111.11
13010,이화공영(주),31.7,31.7,11111111.11
13011,이화공영(주),3.4,3.4,11111111.11
13012,이화공영(주),-9.51,-9.51,11111111.11
13013,이화공영(주),11.7,11.7,11111111.11
13014,이화산업(주),21.91,17.39,2403.67
13015,이화산업(주),-0.65,-1.84,-0.65
13016,이화산업(주),0.44,16.7,0.44
13017,이화산업(주),-3.43,1.01,-3.43
13018,이화산업(주),1.96,-9.01,1.96
13019,이화산업(주),1.82,-1.18,1.82
13020,이화산업(주),1.07,-2.89,0.91
13021,이화산업(주),2.36,0.38,2.36
13022,이화산업(주),-1.65,-4.71,-1.65
13023,이화전기공업(주),-51.53,-6.29,-51.53
13024,이화전기공업(주),-1.62,2.59,-1.62
13025,이화전기공업(주),-3.7,1.97,-3.7
13026,이화전기공업(주),-12.51,-8.89,-12.51
13027,이화전기공업(주),-5.79,-5.79,-90.22
13028,이화전기공업(주),12.9,12.9,11111111.11
13029,이화전기공업(주),22.77,22.77,11111111.11
13030,이화전기공업(주),80.93,80.93,11111111.11
13031,이화전기공업(주),10.58,10.58,11111111.11
13032,인베니아(주),8.23,-53.2,0.0
13033,인베니아(주),-29.58,-29.58,11111111.11
13034,인베니아(주),51.69,50.63,51.69
13035,인베니아(주),-16.3,-17.35,-16.3
13036,인베니아(주),-6.99,-5.5,-6.99
13037,인베니아(주),29.9,29.55,29.9
13038,인베니아(주),21.33,21.44,21.33
13039,인베니아(주),12.42,11.29,12.42
13040,인베니아(주),20.74,17.8,20.74
13041,인선이엔티(주),2.57,32.83,41.84
13042,인선이엔티(주),2.93,3.92,2.93
13043,인선이엔티(주),-2.68,2.65,-2.68
13044,인선이엔티(주),8.59,6.94,8.59
13045,인선이엔티(주),1.27,0.14,1.27
13046,인선이엔티(주),3.26,2.85,3.26
13047,인선이엔티(주),-0.9,-2.0,-0.9
13048,인선이엔티(주),5.79,6.74,5.79
13049,인선이엔티(주),9.99,11.85,9.99
13050,인지컨트롤스(주),31.82,-31.68,100.75
13051,인지컨트롤스(주),-44.82,6.84,-44.82
13052,인지컨트롤스(주),7.04,7.41,7.04
13053,인지컨트롤스(주),8.42,6.02,8.42
13054,인지컨트롤스(주),5.8,6.0,5.8
13055,인지컨트롤스(주),1.72,4.0,1.72
13056,인지컨트롤스(주),-4.87,2.78,-4.87
13057,인지컨트롤스(주),-0.32,1.17,-0.32
13058,인지컨트롤스(주),11.53,-0.74,11.53
13059,인천도시가스(주),9.74,0.53,-97.81
13060,인천도시가스(주),17.08,17.08,11111111.11
13061,인천도시가스(주),-3.24,-3.24,11111111.11
13062,인천도시가스(주),6.38,6.38,11111111.11
13063,인천도시가스(주),-11.63,-11.63,11111111.11
13064,인천도시가스(주),7.8,7.8,11111111.11
13065,인천도시가스(주),8.1,8.1,11111111.11
13066,인천도시가스(주),-10.68,-10.68,11111111.11
13067,인천도시가스(주),5.03,5.17,5.03
13068,인크로스(주),-75.22,-75.24,-75.22
13069,인크로스(주),37.92,37.5,37.92
13070,인크로스(주),-2.84,2.96,-2.84
13071,인크로스(주),18.92,15.01,18.92
