회사명,거래소코드,회계년도,유형자산(*)(IFRS),유형자산(*)(IFRS연결),건설중인자산(IFRS),건설중인자산(IFRS연결),기계장치(IFRS),기계장치(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),합계_기말인원,부가가치(IFRS),부가가치(IFRS연결)
(주)CMG제약,58820,Dec-10,10316860,10316860,20000,20000,4008773,4008773,26775627,26775627,11350419,11350419,129,796710,771120
(주)CMG제약,58820,Dec-11,9652599,9707759,24700,24700,3944218,3944218,27548539,27305198,17751704,17751704,135,3669250,3472170
(주)CMG제약,58820,Dec-12,9264142,9307482,0,0,4288368,4288368,56988604,57108035,16255389,16255389,134,-88040,269310
(주)CMG제약,58820,Dec-13,10805092,10805092,1827454,1827454,4595388,4595388,55961620,55912563,20322140,20402140,136,6952080,6994900
(주)CMG제약,58820,Dec-14,18833775,18833775,154233,154233,7950710,7950710,58127098,58068326,22752584,22752584,164,7065040,7061340
(주)CMG제약,58820,Dec-15,17822468,17822468,0,0,8328336,8328336,56591972,56532821,27041894,27041894,156,4316800,4315370
(주)CMG제약,58820,Dec-16,16905814,16905814,24524,24524,8523793,8523793,110979867,110979867,32969825,32969825,160,10518860,10518860
(주)CMG제약,58820,Dec-17,16182518,16182518,28136,28136,9029339,9029339,109568153,109568153,41535588,41535588,200,13710010,13710010
(주)CMG제약,58820,Dec-18,17268535,17268535,1412095,1412095,9751312,9751312,114379880,114379880,49864782,49864782,222,16847650,16847650
(주)CMG제약,58820,Dec-19,24119403,24119403,7510880,7510879,10703886,10703886,192243166,192243166,58622681,58622681,241,19033250,19033250
(주)CMG제약,58820,Dec-20,29740814,,14014539,,11010897,,195355583,,64459891,,237,17019700,0
(주)DB하이텍,990,Dec-10,823347589,823918082,29608000,29608000,1487235589,1487236082,1363686317,1381251114,593441908,620043034,2436,353780470,377761650
(주)DB하이텍,990,Dec-11,758179817,758902417,27453000,27453000,1531278817,1531279417,1183957429,1199043869,534317238,552216245,2567,216914000,217837570
(주)DB하이텍,990,Dec-12,684941380,685389046,22706000,22706000,1456050000,1456050000,1149069244,1157755031,583901597,590786488,2304,241800390,245655230
(주)DB하이텍,990,Dec-13,635765049,636040366,36099000,36099000,1462150000,1462150000,1049494642,1058391832,493752028,493752028,2142,198528800,191554480
(주)DB하이텍,990,Dec-14,591653498,591787281,41973000,41972000,1475386000,1475386000,1001959816,984876636,567718224,567718224,1999,207672460,187341510
(주)DB하이텍,990,Dec-15,533113708,533140340,44837000,44837000,1550672000,1550672000,1005673854,984643712,666594987,666594987,2004,382610360,386127300
(주)DB하이텍,990,Dec-16,547687840,547700934,50562000,50562000,1630540000,1630540000,1006370876,986788572,773140180,773140180,2047,336460470,341049100
(주)DB하이텍,990,Dec-17,555556192,555566835,42348000,42348000,1684434000,1684434000,977575054,993950720,679737744,679737744,1940,292737250,329388040
(주)DB하이텍,990,Dec-18,597563521,597570491,100033000,100033000,1713452000,1713452491,1050696487,1066533840,669279136,669279136,1955,316543960,309084250
(주)DB하이텍,990,Dec-19,616562743,616573800,61122000,61122000,1822084743,1822085000,1089400761,1088889810,807416423,807416423,1979,394709630,379212500
(주)DB하이텍,990,Dec-20,674676417,674684075,104005000,104005000,1895436417,1895436075,1179256936,1178581197,935919766,935919766,2012,482506070,483956340
(주)ES큐브,50120,Dec-10,1595923,3374904,0,0,1063,973824,47829486,49189060,34640205,43887335,197,5782160,11100780
(주)ES큐브,50120,Dec-11,1407274,4313834,0,0,720,835643,45233434,55477032,41700477,53379952,237,7961630,12044170
(주)ES큐브,50120,Dec-12,1395951,3181598,0,0,492,693268,44676182,46281660,44178050,55971147,236,11617330,17991740
(주)ES큐브,50120,Dec-13,914811,2177498,0,0,186,428855,47509654,47137573,45823196,58597361,100,-5722540,1434390
(주)ES큐브,50120,Dec-14,640405,2299195,0,0,0,533831,44914173,56611836,37188072,44459581,27,1481400,5773000
(주)ES큐브,50120,Dec-15,596347,1968118,0,0,0,305943,47123684,55620280,36887119,42152967,39,6263140,2670290
(주)ES큐브,50120,Dec-16,4673186,7063781,0,0,0,167403,104459992,105164626,34818205,34289385,30,20160010,26875030
(주)ES큐브,50120,Dec-17,7506218,11623688,0,0,0,411066,104850192,105892131,37104908,35745794,35,4476070,7493340
(주)ES큐브,50120,Dec-18,10880733,15202081,0,0,0,362241,108481764,112430896,31308873,33763508,30,177010,1165560
(주)ES큐브,50120,Dec-19,10576512,17333381,0,0,0,337131,136065488,463958680,28527284,43708239,30,-6558670,-557970
(주)ES큐브,50120,Dec-20,553920,29329873,0,352179,0,289975,81995388,714889745,30293088,80672425,24,-23593210,3768250
(주)HJ중공업,97230,Dec-10,1448655000,3193218000,2359000,18570000,106868000,486410000,6323071000,7525363000,2734440000,3167774000,3473,461997000,548737000
(주)HJ중공업,97230,Dec-11,1427510000,3144355000,5016000,19784000,98801000,500193000,5857119000,7036680000,2316017000,2891499000,2785,364032000,494018000
(주)HJ중공업,97230,Dec-12,1343556000,2901480000,13655000,55437000,98606000,481476000,5938108000,6585093000,1980761000,2549319000,2634,488043000,543885000
(주)HJ중공업,97230,Dec-13,1329680000,2808246000,22403000,24325000,99298000,493709000,5839633000,6683379000,1927307000,2529341000,2758,213438000,358044000
(주)HJ중공업,97230,Dec-14,1263266000,2703561000,41086000,54901000,98168000,506693000,5469810000,6470284000,1799016000,2520325000,2544,241189000,291365000
(주)HJ중공업,97230,Dec-15,1223488000,2735463000,36388000,43452000,101523000,557825000,4638381000,5914637000,2041347000,3115473000,2632,171017000,292787000
(주)HJ중공업,97230,Dec-16,1036188000,2404052000,45263000,54116000,94949000,582148000,3921561000,5256464000,1928591000,2813271000,2473,77014000,221273000
(주)HJ중공업,97230,Dec-17,653140000,1792322000,1828000,6573000,68795000,506543000,3312303000,4206655000,1737428000,2452314000,2493,62839000,171765000
(주)HJ중공업,97230,Dec-18,636673000,638765000,2227000,2227000,67790000,67790000,2388369000,2733620000,1750954000,1697869000,2271,-664773000,390449000
(주)HJ중공업,97230,Dec-19,613082000,615117000,1800000,1800000,68832000,68832000,2465650000,2470222000,1609530000,1628751000,2016,291962000,333185000
(주)HJ중공업,97230,Dec-20,594119000,596098000,3115000,3115000,68931000,68931000,2189125000,2193855000,1694634000,1695815000,1944,289620000,292475000
(주)MH에탄올,23150,Dec-10,36075258,73133795,49125,266142,9822298,14042960,127603795,134869380,43304589,55048463,53,13747510,13425580
(주)MH에탄올,23150,Dec-11,35172601,75265905,0,58210,9897298,13957369,135927085,134206851,43206995,44785159,51,12156150,8741250
(주)MH에탄올,23150,Dec-12,34423174,71841895,0,0,10017098,13629527,139200817,134385813,45488675,59768175,52,11475930,15364390
(주)MH에탄올,23150,Dec-13,34123721,70410722,69000,69000,10102098,13778632,122520742,129697936,46298516,62199887,51,-10099690,13050090
(주)MH에탄올,23150,Dec-14,36083178,36083190,486096,486096,11481026,11481026,85253876,85534839,48983781,48983781,53,11030530,11295120
(주)MH에탄올,23150,Dec-15,36846498,36846510,268000,268000,12377510,12377510,78691328,78996052,50386203,50386203,47,16452870,16454850
(주)MH에탄올,23150,Dec-16,37390792,37390804,402993,402993,12494639,12494639,72025138,72339673,48897025,48897025,43,16882880,17091290
(주)MH에탄올,23150,Dec-17,39418503,389268406,333000,333000,13336060,13336059,107437079,500180086,48270464,51977132,48,14882330,14202610
(주)MH에탄올,23150,Dec-18,40585694,390589052,51500,650107,13588330,13588329,109656889,440177523,46943080,72795863,50,16047250,16853560
(주)MH에탄올,23150,Dec-19,41121323,402623574,150000,1085121,14155129,14155129,101058662,451474451,46992295,80879342,47,5096550,22570700
(주)MH에탄올,23150,Dec-20,41913424,395517355,888300,2164764,12281104,12281104,97515830,449679366,51277355,94645239,54,11094520,45223300
(주)SH에너지화학,2360,Dec-10,32764894,32764894,984199,984199,12883158,12883158,94473095,95617808,150353519,150630768,111,2188410,3071600
(주)SH에너지화학,2360,Dec-11,33115306,33220422,1175202,1175202,25479087,25479087,102383199,104710740,172752632,173209351,109,14221300,14210000
(주)SH에너지화학,2360,Dec-12,32608108,32784916,711970,711970,27068753,27068753,102492810,103690070,191907628,193950102,112,13164140,14518250
(주)SH에너지화학,2360,Dec-13,31944570,32065097,828543,828543,27909031,27909031,109984767,110488951,229783541,231912218,116,18725380,20836070
(주)SH에너지화학,2360,Dec-14,31070401,31132703,715481,715481,28351425,28351425,109098264,110741407,226971465,230912587,140,33796550,37108640
(주)SH에너지화학,2360,Dec-15,32654731,32660706,373550,373549,30587094,30587094,114048206,115520726,213882181,216441364,146,34895570,36388740
(주)SH에너지화학,2360,Dec-16,31792327,31796198,466709,466709,30867877,30867878,122956894,124488724,214380015,218397677,148,39411540,40893430
(주)SH에너지화학,2360,Dec-17,30956708,31096409,392095,392095,31647086,31647086,123261552,125312154,184672638,188114822,148,27260320,29127700
(주)SH에너지화학,2360,Dec-18,29913044,30043406,492857,492857,31839773,31839773,120895795,122434685,180753289,183598766,156,19849370,19920850
(주)SH에너지화학,2360,Dec-19,33126165,33194337,2268097,2268097,33882924,33882924,121126250,123415832,138161816,140852575,158,12959900,13705140
(주)SH에너지화학,2360,Dec-20,36533436,36567990,6157710,6157710,34096547,34096547,116570206,117356594,91354318,93584262,161,7414090,8226300
(주)SIMPAC,9160,Dec-10,50118032,60703290,695504,695504,11511815,11511815,260176045,269452191,180593108,181795010,230,38549500,46264420
(주)SIMPAC,9160,Dec-11,62702218,72940322,1103192,1103192,18666167,18666167,296953131,310879328,213867522,215365697,257,47745410,53726560
(주)SIMPAC,9160,Dec-12,64182764,74000157,0,0,22387797,22387797,307366684,318665505,223854758,225353321,275,45503450,43772070
(주)SIMPAC,9160,Dec-13,64271295,73711642,0,0,24742321,24742321,349836891,361985890,204527751,205751154,277,44116550,46115440
(주)SIMPAC,9160,Dec-14,70604838,169381419,2307507,2307507,26089830,45051844,329325876,381939281,227491803,263152264,305,35041800,51704110
(주)SIMPAC,9160,Dec-15,75847152,180973199,5215137,5215137,29948323,49564682,369348917,422833445,213152303,269528038,296,48511400,59958150
(주)SIMPAC,9160,Dec-16,75130388,178694040,2600,2600,36313076,55929435,366245273,417865468,215839356,267074156,306,45818170,59093100
(주)SIMPAC,9160,Dec-17,70402759,172659787,2600,2600,36327651,55792892,343005145,381158251,203150228,230634812,305,33411910,43282910
(주)SIMPAC,9160,Dec-18,156312739,357331367,301000,301000,109088328,128448700,628334175,681750819,268863854,306150809,500,94742340,114254960
(주)SIMPAC,9160,Dec-19,153003014,263608239,1250250,1303450,107745959,126428214,608693104,679145850,391970769,430085162,491,50726300,65475480
(주)SIMPAC,9160,Dec-20,144620218,227992661,0,287400,106990459,25881563,656622388,737277692,272087150,365863303,484,68798870,96471600
(주)SNT에너지,100840,Dec-10,122590549,,5000,,14219802,,253914889,,213919312,,180,3564900,0
(주)SNT에너지,100840,Dec-11,122586108,,31000,,15414466,,276511841,,195318747,,184,-5072930,0
(주)SNT에너지,100840,Dec-12,122289502,,0,,16128417,,292802033,,230707564,,195,-3911200,0
(주)SNT에너지,100840,Dec-13,120367341,,0,,14694527,,311675279,,200750984,,209,36145240,0
(주)SNT에너지,100840,Dec-14,120065551,,75369,,15671342,,304511816,,242746888,,218,31921100,0
(주)SNT에너지,100840,Dec-15,118714558,,0,,14376480,,316196096,,260094045,,232,53697450,0
(주)SNT에너지,100840,Dec-16,118148046,,0,,14801750,,348042346,,254089906,,218,21049190,0
(주)SNT에너지,100840,Dec-17,116825424,,0,,15079150,,300266693,,184091945,,195,22693150,0
(주)SNT에너지,100840,Dec-18,115728393,,237174,,15107344,,280991534,,139516396,,190,16995590,0
(주)SNT에너지,100840,Dec-19,116275557,123257799,739889,739889,1438868,2354165,331391237,333897235,202822913,213326726,191,34093550,36695840
(주)SNT에너지,100840,Dec-20,116718130,122744982,8289,79252,16290105,17796464,332066179,335351657,229991237,237399736,192,29746150,32027130
(주)SNT홀딩스,36530,Dec-10,188960,973419146,0,11411664,0,112889435,397213393,2038921397,2068556,1500160508,9,1405190,263100720
(주)SNT홀딩스,36530,Dec-11,150611,989038851,0,16444584,0,124938376,388123974,2124828265,2257851,1663846065,9,-3092480,316126050
(주)SNT홀딩스,36530,Dec-12,100263,984180010,0,6983785,0,128580882,388964716,2074903906,8718270,1668749904,9,10002420,289200160
(주)SNT홀딩스,36530,Dec-13,54602,986231198,0,8825589,0,132324383,397336142,2149176237,8826810,1576368464,8,8821660,287320840
(주)SNT홀딩스,36530,Dec-14,75419,933346465,0,24955195,0,118523741,399244416,2039388864,7701882,1552374806,8,7483380,280175760
(주)SNT홀딩스,36530,Dec-15,55309,928315887,0,18812799,0,421584082,430584006,2169311305,8475099,1612746929,8,36674240,383575560
(주)SNT홀딩스,36530,Dec-16,35654,908800105,0,11797205,0,398988190,427001710,2210178425,9818190,1537700275,8,6611380,230370320
(주)SNT홀딩스,36530,Dec-17,19895,880843802,0,6653359,0,407324218,425435423,2146174938,7417869,1508152132,7,4405140,220383890
(주)SNT홀딩스,36530,Dec-18,2888,869282994,0,14610465,0,404203037,422804813,2113834573,7292112,1401307482,10,6864340,283495500
(주)SNT홀딩스,36530,Dec-19,59663,871104106,0,23474134,0,410419723,417172874,2236679025,11015928,1512114565,10,10601110,320323230
(주)SNT홀딩스,36530,Dec-20,45490,776099263,0,10453764,0,441840731,423961201,2270485740,25309708,1435754699,9,24799930,271105980
(주)STX,11810,Dec-10,20850000,1451166000,424000,74470000,586000,753448000,2822864000,6092977000,3191730000,4045884000,643,221513000,589552000
(주)STX,11810,Dec-11,72801000,818420000,0,27862000,0,508781000,3302248000,5234175000,4173397000,5967701000,392,236828000,524043000
(주)STX,11810,Dec-12,69598000,1044547000,0,201250000,0,540064000,3226878000,5067029000,4116767000,6159850000,375,92155000,-139686000
(주)STX,11810,Dec-13,62152000,215510000,0,0,0,143453000,1086567000,1342520000,1895063000,2449401000,177,-1518511000,-1245149000
(주)STX,11810,Dec-14,57120000,108080000,0,0,0,4402000,1070433000,1255002000,1291351000,1634606000,124,390447000,505161000
(주)STX,11810,Dec-15,53714000,101700000,0,125000,0,4402000,1057543000,1267224000,1362127000,1630827000,127,-7212000,79567000
(주)STX,11810,Dec-16,30798000,73715000,0,234000,0,33000,627686000,707709000,1465561000,1720153000,120,-408612000,-345167000
(주)STX,11810,Dec-17,29631000,70760000,0,364000,0,3684000,520393000,627542000,1595494000,1803878000,119,366717000,416114000
(주)STX,11810,Dec-18,28464000,74249000,0,16000,0,3676000,446758000,554061000,1329890000,1502985000,110,28236000,83521000
(주)STX,11810,Dec-19,43245000,90288000,0,69000,0,3834000,462734000,560107000,1237876000,1471164000,116,-15090000,51064000
(주)STX,11810,Dec-20,49652000,192438000,556000,377000,0,36069000,362854000,617563000,788462000,975567000,85,4621000,61014000
(주)TCC스틸,2710,Dec-10,72589599,80517759,5201724,5201724,46564920,54479581,366375812,414696288,412110088,460900040,324,54790170,60501640
(주)TCC스틸,2710,Dec-11,75283350,84444856,1119494,1119494,51927686,62501678,407743559,454329510,456928069,514424043,315,47387550,50799600
(주)TCC스틸,2710,Dec-12,71554979,143845835,743100,16963339,54333787,82266123,438642951,547013976,440568155,501337475,319,44247810,49856280
(주)TCC스틸,2710,Dec-13,71255687,156557380,0,4938140,59805178,101223221,444204925,543708595,419483813,500832754,311,37086290,40058310
(주)TCC스틸,2710,Dec-14,68743151,151621286,0,3997004,62490884,106593093,461297588,551000563,401323585,518995240,306,38278430,66638240
(주)TCC스틸,2710,Dec-15,50635593,71859909,0,0,64663749,77061586,330651742,376394571,350074629,495795871,281,-113808250,46811290
(주)TCC스틸,2710,Dec-16,43730610,64693517,101346,101346,60524036,72966967,250878191,282914735,317235565,444453635,277,53606100,81464700
(주)TCC스틸,2710,Dec-17,45541678,58943990,19800,19800,66209010,78686241,248896237,278692540,333762378,391370092,283,30346260,61493360
(주)TCC스틸,2710,Dec-18,43204124,55878504,306250,306250,63748365,75812276,268135677,304781579,351301866,413176279,277,44068240,75995510
(주)TCC스틸,2710,Dec-19,47129444,59322335,2512043,2512043,68773022,81021563,270265082,314210087,339334364,437173902,275,42215180,74428930
(주)TCC스틸,2710,Dec-20,46385696,61181028,50250,50250,67647765,81080983,261204640,306758932,323435107,431797912,271,32229500,63116410
(주)가비아,79940,Dec-10,5447766,19870745,0,0,0,1009899,34383172,52912228,26065926,40623302,155,12450620,19643690
(주)가비아,79940,Dec-11,7163470,22149161,0,0,0,1398205,37295822,64954440,33792831,52838864,191,15017540,25788110
(주)가비아,79940,Dec-12,23749485,37833915,0,0,0,0,51795749,85244515,38482449,69058144,211,17319400,31058090
(주)가비아,79940,Dec-13,22732962,37047584,0,0,0,0,52151784,91231294,40507693,70675565,228,16859320,32828800
(주)가비아,79940,Dec-14,22313113,37099200,0,0,0,0,55984243,98544072,43906243,80432047,247,19430850,34179940
(주)가비아,79940,Dec-15,22210592,36916970,0,0,0,0,57657418,105081568,48446932,91648622,262,22440140,41698240
(주)가비아,79940,Dec-16,22429866,43221838,0,0,0,0,61160981,125796754,49430564,102178978,268,23132900,45412890
(주)가비아,79940,Dec-17,22362004,45452326,435654,579154,0,0,64986436,133382584,52365659,116217941,275,22812970,48683000
(주)가비아,79940,Dec-18,24425180,49107084,1738220,3862712,0,0,69315988,151440505,55197652,128728438,280,24805770,62241080
(주)가비아,79940,Dec-19,39724951,85359914,9795289,21744142,0,0,82964911,199916131,58254105,148306878,277,29591960,133089930
(주)가비아,79940,Dec-20,46400885,105175837,173347,462629,0,0,98083331,260025259,64097025,169044955,298,31230150,91699150
(주)강스템바이오텍,217730,Dec-15,2980005,,0,,0,,24982626,,1484593,,62,-2880720,0
(주)강스템바이오텍,217730,Dec-16,4039297,,1068262,,0,,47441769,,842805,,79,-5090690,0
(주)강스템바이오텍,217730,Dec-17,12480829,13229478,7327062,7327062,0,0,44508729,47198979,5394323,9132939,75,-2123850,-646490
(주)강스템바이오텍,217730,Dec-18,14220013,15140205,9547126,9547126,0,0,66184838,73194018,1001039,9165454,89,-5971990,-3330300
(주)강스템바이오텍,217730,Dec-19,22738650,31219524,18450622,25963956,0,0,98625925,113643697,282069,6004584,102,-16534360,-13446010
(주)강스템바이오텍,217730,Dec-20,22550495,31882092,0,0,0,0,68097299,82505287,295379,9137898,93,-12054540,-7688030
(주)강원랜드,35250,Dec-10,1232921723,1237326458,111848658,111875390,331739208,332783419,2615956414,2609098339,1313380414,1313788411,3079,812277340,807631120
(주)강원랜드,35250,Dec-11,1302068954,1312308962,110537110,111936204,390705277,392104627,2730283806,2711401782,1263651213,1265686425,3145,783195280,778291810
(주)강원랜드,35250,Dec-12,1334113267,1357670542,22045367,34660762,451841848,453309474,2915385756,2906655321,1292896121,1296191223,3184,693820930,712817680
(주)강원랜드,35250,Dec-13,1327018456,1385719165,25757113,70878212,474572756,476102882,3105430200,3102036846,1356906162,1361286598,3657,824512270,837925020
(주)강원랜드,35250,Dec-14,1284798892,1387584592,41557550,72921157,475738420,481401114,3380461682,3375127289,1492291312,1496541441,3591,899930110,904075490
(주)강원랜드,35250,Dec-15,1253601276,1353560925,32826352,63789006,487744949,493032951,3688060027,3690791830,1630976696,1633716839,3620,1001297650,1021274040
(주)강원랜드,35250,Dec-16,1254129261,1315715882,52323443,52323443,490715931,496003933,3975979890,3978987574,1694575212,1696532511,3629,1037898560,1043222000
(주)강원랜드,35250,Dec-17,1253403658,1297980610,93200856,93200856,500656285,505944287,4182527382,4185657487,1602901764,1604470055,3693,1011578300,1000137640
(주)강원랜드,35250,Dec-18,1299058388,1314038393,29571131,29571131,197540429,197980873,4229630541,4231241354,1436042435,1438059299,5194,846353620,833429970
(주)강원랜드,35250,Dec-19,1353732478,1370568026,36221457,37071729,564417639,569705642,4436461953,4438119306,1517612252,1520080449,5147,906619210,908009000
(주)강원랜드,35250,Dec-20,1338245520,1349374167,31441445,31481536,584335932,589623935,3635973900,3641632201,477474858,478578866,3713,7259470,29372920
(주)강원에너지,114190,Nov-10,3166574,,0,,2068184,,28677832,,30619298,,82,1642360,0
(주)강원에너지,114190,Nov-11,3912294,,0,,2654796,,53719067,,50222892,,94,12844610,0
(주)강원에너지,114190,Dec-12,4416402,,203000,,2928596,,89258208,,106471214,,101,18760610,0
(주)강원에너지,114190,Dec-13,4787448,,585000,,2938096,,72441333,,50660659,,112,12256790,0
(주)강원에너지,114190,Dec-14,10004091,,261301,,3214210,,67037639,,51481321,,147,8510740,0
(주)강원에너지,114190,Dec-15,9712091,12847843,6048,2774080,3189863,3189863,80939019,85457457,48852892,46188664,133,9171310,7820600
(주)강원에너지,114190,Dec-16,9490734,14792058,47700,4973974,2753100,2753100,70850137,77186606,44448760,42287473,126,8913550,8145290
(주)강원에너지,114190,Dec-17,9242859,15392067,47700,6052413,2785907,2785907,87781416,93179394,83113029,82034829,137,713820,687170
(주)강원에너지,114190,Dec-18,8853092,14771745,47700,6052413,2775452,2775452,89619750,93845576,85905365,85905365,119,11569080,11600030
(주)강원에너지,114190,Dec-19,9089689,10387938,628097,7635782,4148008,4148008,55106032,56602063,42549622,42549622,107,-22522150,-24497970
(주)강원에너지,114190,Dec-20,6334471,6699242,6118,7013803,3259409,3259409,32998279,32968636,38345166,38345166,54,-6960000,-5700490
(주)갤럭시아에스엠,11420,Dec-10,419644,798105,0,0,0,295520,35800250,38135510,42704968,56624254,33,10931200,10434900
(주)갤럭시아에스엠,11420,Dec-11,263856,746008,0,0,0,327870,40711969,45110356,31931418,47331427,37,14937600,16289290
(주)갤럭시아에스엠,11420,Dec-12,244196,3386965,0,0,0,2968018,40169876,43979072,37398255,55049732,40,9721110,11304390
(주)갤럭시아에스엠,11420,Dec-13,258052,3092608,0,0,0,2688615,34158874,37636664,30903637,46437304,50,3928360,4540450
(주)갤럭시아에스엠,11420,Dec-14,170073,3055021,0,0,0,3945186,40528250,45274078,33027933,43885894,63,3400020,5477950
(주)갤럭시아에스엠,11420,Dec-15,428742,2905233,0,0,0,3968308,67196553,68686992,53784932,62472754,93,10216630,10705780
(주)갤럭시아에스엠,11420,Dec-16,468225,2588337,0,0,0,4037582,55825556,58444606,45665676,52626331,107,5013270,5657390
(주)갤럭시아에스엠,11420,Dec-17,348574,364072,0,0,0,0,48958128,49831109,36917656,37281280,126,-275920,-161810
(주)갤럭시아에스엠,11420,Dec-18,251603,251603,0,0,0,0,33337692,33253331,22030258,22060413,111,-9601870,-9771550
(주)갤럭시아에스엠,11420,Dec-19,511985,511985,0,0,0,0,28241598,28241598,28732679,28732679,121,3287960,3529680
(주)갤럭시아에스엠,11420,Dec-20,2775830,,0,,0,,28554685,,19539594,,81,5356270,0
(주)경농,2100,Dec-10,48557170,51001511,0,0,36875584,37245455,198795934,198435169,143042882,143433922,324,37277850,36778540
(주)경농,2100,Dec-11,47135730,49541176,0,0,38907853,39295580,176741869,173774102,120728258,121253605,308,28809420,26483850
(주)경농,2100,Dec-12,51459712,93105654,83245,383245,39704718,54120673,203467698,269412832,131021366,136970449,306,32641590,39063560
(주)경농,2100,Dec-13,55088070,101211463,6326560,8137067,39938460,54986116,214988593,255984725,139237273,196358952,311,42493740,53114350
(주)경농,2100,Dec-14,60743502,118629306,5476824,9686293,40262627,55656543,230870852,284623063,134806677,188483147,340,38526790,47327340
(주)경농,2100,Dec-15,60862714,122071383,2761189,3166422,40970395,3595133,265109291,316341853,137609256,196418710,346,36680280,46908640
(주)경농,2100,Dec-16,60986166,133213483,1112074,11266818,42294345,55250644,266622289,320915151,143209666,203984939,335,37693810,48243410
(주)경농,2100,Dec-17,61075339,140283689,3321824,4576770,43129019,65016527,268967010,335873898,143175105,206534382,338,45275000,55717380
(주)경농,2100,Dec-18,67819776,142669413,0,213523,44384320,61973976,285031873,357260541,146216658,212654617,350,47204810,57945410
(주)경농,2100,Dec-19,64128521,139475078,458026,461623,44837195,62738813,297197088,370874091,151342037,227510941,362,43823040,55965470
(주)경농,2100,Dec-20,63305883,136536154,190810,465010,45488076,63776520,299102193,371525656,165655312,248295524,366,48358000,66274430
(주)경동나비엔,9450,Dec-10,65607490,94963710,28502847,29607905,16285922,28833995,201855827,238612022,278277379,307182060,654,41255630,56512710
(주)경동나비엔,9450,Dec-11,71463183,103309756,7244177,8018545,16809973,30161622,224373470,263211016,318269213,341246917,699,50196090,60669230
(주)경동나비엔,9450,Dec-12,86003940,120050563,18174812,18288529,17558925,30992578,254627468,299729837,341339118,379014259,784,54692560,68423430
(주)경동나비엔,9450,Dec-13,148703601,184422743,70075011,72091473,17733468,32023532,301475800,354779867,371601179,414177562,722,55874590,79237850
(주)경동나비엔,9450,Dec-14,133081097,190970831,2466353,7605975,30248630,50026310,331089242,401658957,382392117,428985365,763,56282590,80978360
(주)경동나비엔,9450,Dec-15,134166342,195089500,36250,4694373,36469813,56774759,324848990,402084368,448302084,512031120,797,76567870,107704210
(주)경동나비엔,9450,Dec-16,138398427,203718091,1584336,8583811,40598014,66681622,347643876,429754702,506082201,583252904,911,91445070,141866080
(주)경동나비엔,9450,Dec-17,143721378,221945791,1229289,15007431,41689066,71352733,391400492,503697210,569819524,684660958,975,88344030,148016160
(주)경동나비엔,9450,Dec-18,157575992,248979361,2659580,26585282,47188057,83467059,440513661,583595818,618058456,726741615,1073,103466230,164621760
(주)경동나비엔,9450,Dec-19,165763623,278770581,5426129,9108279,48914617,99773692,461607017,609808343,655419303,774290704,1167,119653320,195347000
(주)경동나비엔,9450,Dec-20,190091241,303896227,14739355,15135160,57956811,113402473,535511600,734688738,746324940,873409019,1377,134478530,230730360
(주)경동도시가스,267290,Dec-17,316263778,316816604,4158117,4158117,0,0,707917077,710280194,870828897,871548284,270,0,0
(주)경동도시가스,267290,Dec-18,320275132,320713747,3393277,3393277,0,0,775880913,778269612,1605687067,1606531867,277,97564130,105468980
(주)경동도시가스,267290,Dec-19,325567581,325975219,8157820,8157820,0,0,747453908,749999474,1421866212,1422707835,278,86578450,95819670
(주)경동도시가스,267290,Dec-20,321726123,322122498,3602402,3602402,0,0,697182108,699658165,1086023402,1086830628,278,80027990,89689030
(주)경동인베스트,12320,Dec-10,249828685,277970054,1125040,1165540,0,0,756282260,819480663,1289139847,1360542926,271,83654770,99203040
(주)경동인베스트,12320,Dec-11,265516704,302120078,1877929,1877929,0,0,941176098,1001490869,1806174764,1847666903,277,95768550,92451050
(주)경동인베스트,12320,Dec-12,279769365,302039515,566219,3185849,0,0,1168400020,1209924561,2403814656,2502642394,284,107979210,135007200
(주)경동인베스트,12320,Dec-13,293643578,322577481,1641063,4888482,0,0,1161427092,1205008353,2664100017,2788264380,289,93436700,140991690
(주)경동인베스트,12320,Dec-14,299563689,436240540,1062458,34044603,0,0,1101071366,1320789066,2399450987,2603059058,282,93996690,81588600
(주)경동인베스트,12320,Dec-15,317414775,478535233,1586269,65029399,0,0,926392697,1167819522,1352478311,1604168482,287,34539580,-30690540
(주)경동인베스트,12320,Dec-16,320740081,490371394,988138,988138,0,0,903818865,1126122628,1021002691,1181902637,286,72056940,26071340
(주)경동인베스트,12320,Dec-17,9664453,177264156,0,0,0,0,318031347,599276331,612436,195069859,11,-608840,58509500
(주)경동인베스트,12320,Dec-18,12131746,176391871,0,0,0,0,318776653,592002536,7460898,228644016,13,2304640,128174790
(주)경동인베스트,12320,Dec-19,2798610,170491064,0,0,0,0,316572482,605467383,8641051,271765025,12,78980,129681420
(주)경동인베스트,12320,Dec-20,2731884,144337840,0,0,0,0,306973265,589277835,7700621,310532988,13,3434740,143656560
(주)경방,50,Dec-10,298730389,299311662,141527,347095,79902939,80014772,1308628573,1328917440,277727642,339355972,536,109675030,110307920
(주)경방,50,Dec-11,307701501,308454057,992682,1268081,92574549,92700116,1331930968,1352324332,275746943,348136369,593,79256780,85127470
