회사명,거래소코드,회계년도,유형자산(*)(IFRS),유형자산(*)(IFRS연결),건설중인자산(IFRS),건설중인자산(IFRS연결),기계장치(IFRS),기계장치(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),합계_기말인원,부가가치(IFRS),부가가치(IFRS연결)
(주)드림어스컴퍼니,60570,Dec-17,1179631,1214985,0,0,3219548,3219548,132080078,130877588,61034418,69451993,181,1356540,2172280
(주)드림어스컴퍼니,60570,Dec-18,1603972,2286256,0,0,3352710,3352710,200063358,204478522,107695318,137849260,187,-3587050,2534270
(주)드림어스컴퍼니,60570,Dec-19,4875887,5328505,0,0,3700436,3700436,164361525,171585555,174357763,196961163,282,-20621710,-16210230
(주)드림어스컴퍼니,60570,Dec-20,6955815,7654582,102390,102390,3035775,3035775,171930649,172443439,221815310,226329072,301,12358180,7914460
(주)드림텍,192650,Dec-19,51893934,172188747,0,16359046,23326412,112699274,257511541,377121831,409390388,559670324,622,50329220,126174570
(주)드림텍,192650,Dec-20,53569497,264049089,0,11537439,17591742,225789249,280387138,604275055,401396072,1045847643,369,37372730,155750640
(주)디딤,217620,Dec-15,,,,,,,,,,,1,0,0
(주)디딤,217620,Dec-16,,,,,,,,,,,1,0,0
(주)디딤,217620,Dec-17,11794411,13366631,0,489788,718625,718625,53913043,54140507,65876555,68808886,556,24733760,25879780
(주)디딤,217620,Dec-18,12841193,25081504,50909,1416993,746425,746425,63314495,69675606,93391889,97013239,658,33164150,34365030
(주)디딤,217620,Dec-19,15466300,22349354,170100,3018365,740749,740749,111113819,117030402,118257663,125265879,821,43683390,46895550
(주)디딤,217620,Dec-20,8270269,13440502,20260,20260,771614,771614,82903636,89616739,78228967,80928723,613,8714050,14027260
(주)디모아,16670,Dec-10,191507,,0,,0,,32645315,,44034448,,27,8054490,0
(주)디모아,16670,Dec-11,163975,,0,,0,,28327024,,49059079,,30,6609700,0
(주)디모아,16670,Dec-12,171708,325976,0,0,0,0,37829435,52168522,55723664,95972857,59,6008110,8166060
(주)디모아,16670,Dec-13,180805,1943617,0,0,0,0,47508663,63223890,59365552,103871260,122,8342340,12429760
(주)디모아,16670,Dec-14,360790,666112,0,0,0,0,59397023,73222299,70059334,111790797,123,11746190,15755960
(주)디모아,16670,Dec-15,281781,639591,0,0,0,0,59869670,86485309,72820518,125056165,139,6490750,10292350
(주)디모아,16670,Dec-16,360141,493318,0,0,0,0,66490368,83167982,53443154,112077282,106,5325490,8272790
(주)디모아,16670,Dec-17,3759746,3877959,0,0,0,0,69440308,85079445,55737521,113100719,97,3843940,6952800
(주)디모아,16670,Dec-18,3718365,3817626,0,0,0,0,67553811,92574280,8889174,15619906,116,3446450,7725670
(주)디모아,16670,Dec-19,341380,788368,0,0,0,0,61389633,102374669,4633217,20405375,112,-4938500,7737090
(주)디모아,16670,Dec-20,1203534,3034253,0,0,0,0,79341488,124291520,4890555,24148848,192,-42709760,-28889170
(주)디바이스이엔지,187870,Dec-17,12252207,,72087,,160615,,79756898,,115287774,,174,17911240,0
(주)디바이스이엔지,187870,Dec-18,12573238,,0,,160615,,74549363,,93160425,,170,28568930,0
(주)디바이스이엔지,187870,Dec-19,12115781,,0,,160615,,107991965,,43228287,,151,14634940,0
(주)디바이스이엔지,187870,Dec-20,11898795,,0,,160615,,157523352,,126172727,,156,53609510,0
(주)디비아이엔씨,12030,Dec-10,58374368,58374368,601972,601972,12565397,12565397,669741594,679304595,191104153,192315364,879,24999870,38085370
(주)디비아이엔씨,12030,Dec-11,66608973,66608973,0,0,17100721,17100721,664749627,686746431,511011832,511077050,1103,87597710,100821630
(주)디비아이엔씨,12030,Dec-12,65371512,65371512,131163,131163,16039682,16039682,671558435,693327543,545150378,544542768,1055,107237880,110722440
(주)디비아이엔씨,12030,Dec-13,65961160,65961160,89384,89384,15844545,15844545,654682413,638356756,525422001,525450781,937,57516120,17471490
(주)디비아이엔씨,12030,Dec-14,60637831,60637831,4409,4409,17121711,17121711,359439139,365853366,283064800,283311322,819,-111630050,-97089100
(주)디비아이엔씨,12030,Dec-15,3583519,3583519,0,0,0,0,276075787,276200611,203754352,203671200,387,-675410,10251930
(주)디비아이엔씨,12030,Dec-16,3790812,3790812,0,0,0,0,214971054,214971054,204809968,204809968,359,24507050,24567020
(주)디비아이엔씨,12030,Dec-17,5108250,5108250,0,0,0,0,193518033,193495948,199529519,199529519,368,28403730,28383030
(주)디비아이엔씨,12030,Dec-18,4341875,4688281,0,0,0,0,288195834,288416201,206838971,237112636,359,36070750,56891820
(주)디비아이엔씨,12030,Dec-19,1730270,2060706,0,0,0,0,372989588,363158130,192984328,238505593,386,51970540,83483080
(주)디비아이엔씨,12030,Dec-20,1535923,1853998,0,0,0,0,484253805,472491491,224893354,272445840,397,49620530,82163630
(주)디스플레이테크,66670,Dec-10,39962540,,8278695,,21641568,,113932440,,171873018,,612,25837510,0
(주)디스플레이테크,66670,Dec-11,58929467,,5477191,,22053806,,130035398,,177792014,,303,23507980,0
(주)디스플레이테크,66670,Dec-12,52982234,,1156400,,22102806,,183976284,,293664618,,227,33684780,0
(주)디스플레이테크,66670,Dec-13,60722025,,4112821,,27509806,,304073877,,535275211,,312,46534180,0
(주)디스플레이테크,66670,Dec-14,55668392,,0,,29787456,,266110759,,429634668,,221,35458510,0
(주)디스플레이테크,66670,Dec-15,32436884,,0,,20460397,,198212543,,318044268,,48,28635100,0
(주)디스플레이테크,66670,Dec-16,31021821,,0,,19190347,,180278673,,89178900,,47,11002650,0
(주)디스플레이테크,66670,Dec-17,29124953,,1500000,,17004692,,166844088,,82707089,,39,11334670,0
(주)디스플레이테크,66670,Dec-18,25172108,,0,,17004692,,172266882,,57286597,,34,8208970,0
(주)디스플레이테크,66670,Dec-19,45162545,,5625000,,17004692,,167971201,,43569777,,36,9875750,0
(주)디스플레이테크,66670,Dec-20,48436835,48436835,0,0,27523243,27523243,166633939,170203179,36225203,41735459,40,10201080,10228070
(주)디아이,3160,Dec-10,42233586,46360793,0,0,1100840,1980349,150799945,198863084,63921031,89320214,102,11046340,19823460
(주)디아이,3160,Dec-11,41133383,49340777,314250,317600,1188017,4640871,141656545,188261131,45262670,87027369,104,4924550,3896770
(주)디아이,3160,Dec-12,26903893,37996970,0,385092,521985,5985273,149804529,188020556,32555358,93937495,86,5505590,26391820
(주)디아이,3160,Dec-13,27275520,39114061,0,1617058,521985,6304271,153412329,184476587,53780232,106942673,85,13810780,26487160
(주)디아이,3160,Dec-14,27785438,37822146,162000,245649,947971,7596256,153313187,179415424,88193860,133969332,94,17131800,31251990
(주)디아이,3160,Dec-15,34855951,47738249,1221610,1864119,1013873,9275981,143777580,171701971,58266423,105480560,115,12895420,27421480
(주)디아이,3160,Dec-16,45115335,58348607,163696,244843,1233109,11448697,148363889,179576752,52288689,109725349,123,10396810,33915310
(주)디아이,3160,Dec-17,47090045,60358286,2350974,2476498,1521905,10321061,161795318,201552129,81473534,152165620,136,37880980,64524510
(주)디아이,3160,Dec-18,50716804,70316050,1065769,1406808,1577159,10924076,159491494,210488936,80608154,195994250,169,21286930,58819380
(주)디아이,3160,Dec-19,60393568,76662404,311843,311840,1330576,11148566,175313891,214826209,68875685,109539465,193,26300230,40037380
(주)디아이,3160,Dec-20,63670831,84045600,2041291,2086802,1586232,11405013,177187412,228890878,101864284,162257537,201,30071080,51459860
(주)디아이씨,92200,Dec-10,124107317,214673900,15448127,23903413,70638188,129771845,275698279,394035801,254716882,427331272,884,68689620,95089100
(주)디아이씨,92200,Dec-11,154028350,296264465,25028106,77833011,90711548,154733325,397603188,528402290,323532686,519145524,961,71199320,101212510
(주)디아이씨,92200,Dec-12,162763002,310547390,19617346,60586155,105302796,178754959,424232003,546804337,332305763,504880496,933,72762300,104065400
(주)디아이씨,92200,Dec-13,179887852,327260710,34274289,77161967,170988969,282946624,431021443,553613090,323945943,503605129,876,73107780,109462900
(주)디아이씨,92200,Dec-14,185365494,340845869,30226167,73007549,176751535,306314558,434517320,563512800,317362603,502040264,888,62827920,107760310
(주)디아이씨,92200,Dec-15,187574159,345836338,29624130,61785819,190357219,345808548,450148181,585802945,328714343,519409720,870,81231180,126670480
(주)디아이씨,92200,Dec-16,196890080,421752021,31244898,80908904,205193138,412309874,494590435,733802132,329571934,557499791,859,75928240,132855720
(주)디아이씨,92200,Dec-17,217875171,457099403,44865940,96823915,219212529,433467361,538773509,829328476,363622576,632994705,829,57781430,140318820
(주)디아이씨,92200,Dec-18,204722312,442407695,23710475,80176042,240012377,446156876,542793333,810320832,362351958,588210775,763,84391170,132258910
(주)디아이씨,92200,Dec-19,213407502,455860577,12401219,63486687,248907293,477813512,502680802,779788534,380837907,537765529,755,-1399830,79025430
(주)디아이씨,92200,Dec-20,210407637,380812404,18975328,43824824,257125747,497493058,382666782,604617280,351403612,493387380,728,-31953050,12084270
(주)디아크,78590,Dec-10,5254872,,0,,5894822,,13267804,,24633684,,104,2908270,0
(주)디아크,78590,Dec-11,5344980,,0,,6312822,,14997453,,36339241,,114,7059170,0
(주)디아크,78590,Dec-12,6970395,,0,,6384802,,16765329,,33487579,,106,5272300,0
(주)디아크,78590,Dec-13,6658481,,0,,6600702,,15246905,,31284457,,106,3576910,0
(주)디아크,78590,Dec-14,6926880,,0,,7571302,,16708694,,36718175,,119,5143370,0
(주)디아크,78590,Dec-15,8731654,,689550,,8632920,,18875607,,39626376,,107,5920490,0
(주)디아크,78590,Dec-16,8620397,,650632,,8629461,,21553844,,39105093,,105,8484900,0
(주)디아크,78590,Dec-17,7212127,,772418,,9442681,,27530067,,40019060,,109,9106640,0
(주)디아크,78590,Dec-18,7227394,16448957,251211,251211,2783217,17707636,63709884,70085034,37763569,43385870,111,-4296130,-3072170
(주)디아크,78590,Dec-19,7307782,16323537,1014196,1379316,10660971,14425196,64605288,71913569,37772354,64599738,103,1028950,6066210
(주)디아크,78590,Dec-20,3591984,14626522,243000,2640581,7240401,15613287,470374970,471012850,37467855,61405220,105,-157317650,-150985480
(주)디알비동일,4840,Dec-10,147946403,225674252,7341,1393094,73056295,135107678,341858934,470098590,272500219,389699028,922,63076560,107121610
(주)디알비동일,4840,Dec-11,150620197,226295111,1912904,6431835,75079726,139005457,393174353,522115419,338846704,505919694,911,77949700,119950120
(주)디알비동일,4840,Dec-12,28345489,132421920,920024,1799156,25678265,49439633,223432593,368994998,142337360,336113707,284,42319000,88613740
(주)디알비동일,4840,Dec-13,27399083,238222630,0,6482941,26549268,158065661,254574210,567066429,141540778,421068531,306,46161520,86098930
(주)디알비동일,4840,Dec-14,27701226,242389444,43880,1876466,28224446,174825615,258996213,617244613,141168522,585108837,324,30663850,155492340
(주)디알비동일,4840,Dec-15,37190517,259397474,4269327,9749332,31350663,191088276,262548810,639083096,159591245,679635431,341,34923250,170627650
(주)디알비동일,4840,Dec-16,48553436,304191970,5377817,43691951,39553807,205548073,273155471,701206828,129988200,551252492,360,35128050,171828160
(주)디알비동일,4840,Dec-17,51812542,323691783,2724602,39988324,43083002,220420842,272812298,677426447,121992898,546864454,359,36154720,142518140
(주)디알비동일,4840,Dec-18,53608859,337879569,3220021,32499393,46514431,231132829,274239860,714235989,111036815,545431367,349,33114350,145038070
(주)디알비동일,4840,Dec-19,56935585,378172700,6756211,23897526,48717291,256074656,278587627,745278927,113889433,546994961,344,28969970,142940780
(주)디알비동일,4840,Dec-20,56856997,370927859,3462029,13347433,55070533,272295816,328532867,776434763,108822399,496638329,304,30012110,133257740
(주)디알젬,263690,Dec-18,10988458,11003266,0,0,41900,41900,46674657,46285007,56606738,56626161,204,15327730,15252290
(주)디알젬,263690,Dec-19,12455669,12465998,0,0,41900,41900,63489548,63046253,60226049,60087401,208,17149620,16910970
(주)디알젬,263690,Dec-20,12467656,12471597,39515,39515,61850,61850,73104660,72630875,105933483,106603708,216,37314810,37514090
(주)디알텍,214680,Dec-15,,,,,,,,,,,1,0,0
(주)디알텍,214680,Dec-16,3431817,3415552,0,0,7570021,7570021,38043113,37617822,37786686,36639222,147,9795710,9404930
(주)디알텍,214680,Dec-17,4600192,4689482,607800,607800,8305794,8305794,43378522,43511933,37757616,38804491,177,8929440,9622580
(주)디알텍,214680,Dec-18,6060602,6234768,922626,922626,9703920,9781343,49653053,49797948,43183164,44714337,192,14322490,14902570
(주)디알텍,214680,Dec-19,8006027,8180911,2081845,2081845,11492926,11610392,71560870,70958295,46786896,47845054,219,17625400,18378860
(주)디알텍,214680,Dec-20,12551645,15800118,2485088,2485088,14325139,15137381,90155734,91805498,47663845,55268489,236,13181060,13618540
(주)디앤씨미디어,263720,Dec-17,2274001,,0,,0,,35747220,,26536904,,44,8106470,0
(주)디앤씨미디어,263720,Dec-18,2257545,2266362,0,0,0,0,43768673,43639727,32081829,32910222,47,9438700,9231630
(주)디앤씨미디어,263720,Dec-19,2482240,2719221,0,161000,0,0,52879947,53449595,42139941,42139941,53,9145550,11396630
(주)디앤씨미디어,263720,Dec-20,2774238,2921800,465739,465739,0,0,62870110,63725230,55063661,57733989,36,17062050,17914080
(주)디에스앤엘,141020,Dec-13,8261000,8275307,0,0,0,0,27306648,28481699,16329351,16492480,73,338050,339360
(주)디에스앤엘,141020,Dec-14,7921961,8066001,0,0,0,0,34770399,35400439,12293434,12123550,60,-1805310,-2527930
(주)디에스앤엘,141020,Dec-15,8758098,8770243,0,0,0,0,33000007,32832038,18250289,53708366,53,-5665390,-3842000
(주)디에스앤엘,141020,Dec-16,7494509,7556758,0,0,0,0,28400863,28784785,49888011,50063640,45,-11469490,-11548120
(주)디에스앤엘,141020,Dec-17,99952,202089,0,0,0,112730,35474508,35626995,46533423,46442299,39,4007550,4199460
(주)디에스앤엘,141020,Dec-18,2266439,2454593,2113400,0,0,112730,74234227,77208383,11087403,25153821,42,-11815840,-9637830
(주)디에스앤엘,141020,Dec-19,15028,94764,0,0,0,0,19012926,72600826,875623,38570359,6,-38092490,-24398780
(주)디에스앤엘,141020,Dec-20,9742,144269,0,0,0,0,491650,91925563,0,1511000,4,-36872810,-2617620
(주)디에스케이,109740,Dec-10,6548396,6548396,0,0,0,0,38954849,38954849,44589981,44589981,86,9314520,9314520
(주)디에스케이,109740,Dec-11,8179454,8200381,0,0,0,0,40686370,40826431,37457285,37945005,83,10395540,10694330
(주)디에스케이,109740,Dec-12,8437923,8450754,0,0,0,0,36927565,36888452,19222311,19550609,70,3382710,3520220
(주)디에스케이,109740,Dec-13,7801636,7808993,0,0,0,0,36221923,36090434,31332384,32036754,75,7704430,7976530
(주)디에스케이,109740,Dec-14,7518290,7524373,0,0,0,0,46067114,46018793,34714490,35009890,83,8150080,8687670
(주)디에스케이,109740,Dec-15,7285479,7404675,0,0,0,0,54519680,55047429,55953367,56461731,87,16930680,17790790
(주)디에스케이,109740,Dec-16,7099381,28410945,0,863168,0,1304451,112787890,179389785,46508330,59535940,89,16775090,15213940
(주)디에스케이,109740,Dec-17,7003269,10049636,42693,42695,0,1445,153376217,163321779,102528479,103291567,113,-16942040,-8369500
(주)디에스케이,109740,Dec-18,13579341,14915731,1037600,2919826,0,1700,144853007,164451241,117447230,117907273,123,38602130,35457500
(주)디에스케이,109740,Dec-19,22071600,52027987,277369,4249769,0,7510958,148458560,171897832,76019403,76480134,128,24539010,21197580
(주)디에스케이,109740,Dec-20,22318169,51156613,183987,183987,1707100,13304698,142651601,162156577,32090737,32587321,122,4977250,-887260
(주)디에이테크놀로지,196490,Dec-14,3850137,3889514,0,0,261503,261503,34498114,34491956,40275056,40333039,94,9080490,9114670
(주)디에이테크놀로지,196490,Dec-15,13147871,13177860,55525,9369111,272303,272303,46714476,46798087,60039421,60452386,125,9475380,9740620
(주)디에이테크놀로지,196490,Dec-16,21348290,21367051,6718465,6718465,68965,68965,73635301,73563751,74682634,74923371,141,12790280,12878040
(주)디에이테크놀로지,196490,Dec-17,22394643,22402877,65435,65435,127047,127047,91963115,92144515,100382714,101348011,155,12288180,11711000
(주)디에이테크놀로지,196490,Dec-18,23346770,23347208,0,0,118902,118902,157208549,157728816,91110422,92133286,193,-4863600,-4125890
(주)디에이테크놀로지,196490,Dec-19,22167385,23161827,0,0,460003,668655,123800679,122217450,107549535,108845736,228,-2806380,-2195130
(주)디에이테크놀로지,196490,Dec-20,18445431,18456365,0,0,234500,449838,118517926,130453874,33373145,56844530,169,-11592220,-9805110
(주)디에이피,66900,Dec-10,104215336,,4082931,,121200118,,147886210,,180690213,,646,50954340,0
(주)디에이피,66900,Dec-11,142353076,,114009,,155299903,,199470810,,212427333,,922,54968520,0
(주)디에이피,66900,Dec-12,164047720,,625163,,177466559,,219424832,,309642334,,1071,107416760,0
(주)디에이피,66900,Dec-13,168510786,,991243,,199393915,,228830608,,304367858,,1228,115045180,0
(주)디에이피,66900,Dec-14,202546116,,376500,,193954562,,284054336,,216686457,,1021,66532730,0
(주)디에이피,66900,Dec-15,183037699,,222828,,196892180,,251564237,,256089914,,1088,90708420,0
(주)디에이피,66900,Dec-16,168800471,,2166821,,207342886,,238950607,,247819536,,1058,83545640,0
(주)디에이피,66900,Dec-17,157536389,,1263329,,218663859,,229912365,,297905538,,1116,86373170,0
(주)디에이피,66900,Dec-18,145178035,,70293,,227244689,,219431626,,304108132,,1130,84603950,0
(주)디에이피,66900,Dec-19,139134189,,478330,,235977510,,225787010,,270484203,,1044,74773440,0
(주)디에이피,66900,Dec-20,133300811,,3229474,,222561895,,223460259,,301339709,,1037,77817410,0
(주)디엔에이링크,127120,Dec-11,6074405,,902435,,7398962,,20492074,,9150508,,37,4161220,0
(주)디엔에이링크,127120,Dec-12,8992809,,1734883,,10478535,,30033774,,10037535,,46,4436170,0
(주)디엔에이링크,127120,Dec-13,8743508,,0,,13722059,,22407078,,6666124,,56,-708520,0
(주)디엔에이링크,127120,Dec-14,6563174,,0,,15120047,,20476534,,8732714,,54,2142120,0
(주)디엔에이링크,127120,Dec-15,6713246,7327441,0,0,16643874,17372596,33861859,32729926,9296431,9419934,62,-1106900,-1609850
(주)디엔에이링크,127120,Dec-16,4057571,4657854,0,0,17870457,18709231,24845576,25860316,10403732,11483885,69,-4142620,-1383120
(주)디엔에이링크,127120,Dec-17,3137105,3218051,0,0,18139802,18242958,24992396,25067374,14179692,14480118,57,6620010,6211050
(주)디엔에이링크,127120,Dec-18,4173683,4313820,0,0,20629460,20731806,34747561,35066550,12094514,14876023,65,2480940,3234870
(주)디엔에이링크,127120,Dec-19,4691962,4901761,0,0,22988808,23062531,24516852,25900053,13471617,15572845,69,-7010350,-4924910
(주)디엔에이링크,127120,Dec-20,3116178,3200712,560000,560000,23490050,23572520,50945816,52543604,13812934,15285686,73,-6803450,-4843620
(주)디엔에프,92070,Dec-10,33996675,,22027,,11197085,,51237955,,12775485,,137,8552500,0
(주)디엔에프,92070,Dec-11,33053799,,816563,,11504903,,55141714,,25329505,,145,10541360,0
(주)디엔에프,92070,Dec-12,41499493,,2688620,,16066828,,68347769,,27174584,,162,12567710,0
(주)디엔에프,92070,Dec-13,38428055,,304970,,16947993,,57790425,,20605828,,169,1454840,0
(주)디엔에프,92070,Dec-14,37447242,,23884,,18014962,,67661039,,61629776,,184,31052160,0
(주)디엔에프,92070,Dec-15,43126620,,6899342,,18822813,,79447690,,71488720,,213,40625460,0
(주)디엔에프,92070,Dec-16,53950348,,0,,25417265,,93855379,,58221631,,212,31200130,0
(주)디엔에프,92070,Dec-17,51445269,,8000,,25723839,,102224630,,74380663,,219,36268520,0
(주)디엔에프,92070,Dec-18,58206126,,8861802,,26681591,,115553080,,74242592,,224,35547080,0
(주)디엔에프,92070,Dec-19,56327975,,40600,,31916537,,110119296,,58814557,,227,23433390,0
(주)디엔에프,92070,Dec-20,56495751,69241828,372476,372476,32653125,43929987,130080843,156381739,83155225,95098206,240,43264810,45392060
(주)디엔오토모티브,7340,Dec-10,74213812,122889681,21330537,0,27357769,0,653631316,747482027,335003550,477868220,807,63955670,113778540
(주)디엔오토모티브,7340,Dec-11,109195247,168322104,16041428,19224619,58785480,101985108,598676699,740062652,377329347,562794298,884,64169190,115322270
(주)디엔오토모티브,7340,Dec-12,130178202,210410259,17485908,20789144,76272931,126649918,576754932,730588820,410243496,632802344,968,84883010,145723270
(주)디엔오토모티브,7340,Dec-13,135096817,246074221,2623021,20956797,89274582,147980546,619850775,798296716,436690334,666499706,1092,91377010,155600050
(주)디엔오토모티브,7340,Dec-14,141374916,336226764,3162831,12151824,98290752,257093711,618327464,971558345,438359811,721986990,1149,88891620,175666600
(주)디엔오토모티브,7340,Dec-15,122659170,341023963,871047,10861333,102405873,266458292,641585975,1064506282,385393012,910458499,865,90903300,260995110
(주)디엔오토모티브,7340,Dec-16,115089894,344273160,595506,7388933,105913979,281977777,663744957,1115539571,349008113,959031647,875,79633370,283271210
(주)디엔오토모티브,7340,Dec-17,49363411,280883173,864423,9603637,47253595,237571161,289464247,778625093,133035668,877858995,203,41771510,227619300
(주)디엔오토모티브,7340,Dec-18,50423072,292575717,4159312,22123064,49304530,250612618,357756951,870759626,145490957,908521022,231,28961060,238065620
(주)디엔오토모티브,7340,Dec-19,46895402,319830548,638290,13376600,53219205,267837957,360913696,911746199,159118853,929772577,223,36549240,256490160
(주)디엔오토모티브,7340,Dec-20,41016620,297018824,96000,4959457,53861875,278756254,364904248,961755008,167727790,823880444,280,39929000,223110800
(주)디엠에스,68790,Dec-10,66469837,95587730,15243142,21907787,2460719,11854856,398708888,420409851,262780312,264727218,574,67822810,73205390
(주)디엠에스,68790,Dec-11,75700845,103395295,2659284,8061748,2725239,13833802,378853702,391440928,227055326,230196160,528,55579560,49855150
(주)디엠에스,68790,Dec-12,62555341,79040615,0,7941342,4518071,14978065,272082817,282264095,92920491,91469485,306,-24242800,-13308000
(주)디엠에스,68790,Dec-13,61400071,72328311,57450,3670566,6249450,17631605,275054652,274795973,137576794,109258841,240,32605460,25587000
(주)디엠에스,68790,Dec-14,55776208,65163622,76200,3970072,7625475,19340521,220374639,219824413,104063540,104435241,213,-658570,6540950
(주)디엠에스,68790,Dec-15,54242814,66208733,67450,2077331,3952226,16157642,259003996,232026296,188558092,180943915,198,47867130,52230120
(주)디엠에스,68790,Dec-16,40676491,54361096,660768,2727650,3978225,14307718,272128823,268333602,248456867,248848765,180,32527620,77402460
(주)디엠에스,68790,Dec-17,40214424,54974982,807521,2948097,4119076,14414910,279263248,298505200,265966852,268731601,207,27095480,50008110
(주)디엠에스,68790,Dec-18,30533712,42333060,970912,1055382,4602590,14972626,315609965,317314698,293684096,298717912,209,38897600,59144920
(주)디엠에스,68790,Dec-19,27690172,40372782,558960,630616,4957590,15276029,298807052,302514624,193234089,196206589,197,32647530,54486490
(주)디엠에스,68790,Dec-20,24901189,38737334,9797,880150,5238590,15705451,369359243,386485181,223494762,226902502,190,65792190,84981460
(주)디오,39840,Dec-10,34774800,34812042,161000,161000,7356040,7356040,128428616,126884679,51198194,47558743,251,7074640,6457240
(주)디오,39840,Dec-11,34366651,34410183,29000,29000,8029810,8029810,111209461,109537364,50140272,51256033,267,19245430,22999980
(주)디오,39840,Dec-12,37483363,37519646,53800,53800,11650230,11650230,101620701,102649079,42657352,47870234,270,15355040,18617700
(주)디오,39840,Dec-13,37517750,38084290,264799,264799,10512585,10728747,104665584,108103126,58162567,62794873,313,18288100,18473130
(주)디오,39840,Dec-14,42978503,44021324,149938,149937,10401940,11047911,117123113,119379483,58295434,61576256,228,23167050,23550930
(주)디오,39840,Dec-15,42716164,44048839,58723,70958,10598334,11747945,119107829,122341140,60492899,71939173,232,28891590,33782990
(주)디오,39840,Dec-16,48610504,51523490,451095,461682,12650238,15394869,141500427,150348958,76571181,88019748,293,43786410,48306100
(주)디오,39840,Dec-17,68259380,74225737,4749485,4753700,18855214,24781584,168212064,175686046,78075286,94538598,382,36941550,44911320
(주)디오,39840,Dec-18,77540342,85378548,804837,816770,18747994,27031141,199605860,225306865,71369828,91043124,406,23943600,43684650
(주)디오,39840,Dec-19,84683393,98084754,7117385,7805562,18350439,29311293,240173065,273185095,87716698,127165199,471,47108690,82555710
(주)디오,39840,Dec-20,97806677,111382506,1100805,1916805,19035307,31603307,278392045,321404339,77005576,120056306,438,42787900,63703160
(주)디와이디,219550,Dec-15,,,,,,,,,,,2,0,0
(주)디와이디,219550,Dec-16,,,,,,,,,,,2,0,0
(주)디와이디,219550,Dec-17,101622,,0,,0,,44552922,,63692286,,95,12800230,0
(주)디와이디,219550,Dec-18,82902,,0,,0,,32003160,,54157675,,95,9507620,0
(주)디와이디,219550,Dec-19,799621,799621,0,0,0,0,50541095,52229060,48109003,48109003,107,2899550,2955550
(주)디와이디,219550,Dec-20,524143,524143,0,0,0,0,21166135,20640496,30388158,30388158,75,-4076170,-4634020
(주)디이엔티,79810,Dec-10,5243557,,385233,,0,,37477822,,61454978,,112,9735400,0
(주)디이엔티,79810,Dec-11,5077235,,0,,0,,32536666,,45089545,,127,4155550,0
(주)디이엔티,79810,Dec-12,4636194,,0,,0,,31971403,,30360810,,128,6339710,0
(주)디이엔티,79810,Dec-13,4949710,,0,,0,,28940330,,40762816,,109,4896090,0
(주)디이엔티,79810,Dec-14,5189054,5193284,0,0,440000,440000,25356149,25367987,25035048,25084836,109,4580590,4676300
(주)디이엔티,79810,Dec-15,4087105,4098276,0,0,440000,440000,41173748,41210195,47889517,47963195,153,12441410,12698490
(주)디이엔티,79810,Dec-16,14033301,14063190,48500,48500,728185,1128985,57236122,60570508,38609273,45512487,207,5009370,6721610
(주)디이엔티,79810,Dec-17,29462323,29495966,215717,215717,2318435,2719235,72592259,74466203,176696709,180427567,289,19853390,21434350
(주)디이엔티,79810,Dec-18,31931294,31964205,796308,796308,2110817,2110817,59770841,60037161,74849074,74958203,227,8123360,9518120
(주)디이엔티,79810,Dec-19,26230555,26253942,0,0,2642472,2642472,45872808,46017809,29443763,29668977,138,6888960,7464840
(주)디이엔티,79810,Dec-20,25221087,25233968,0,0,2642472,2642472,52020483,52009095,22807840,23016088,111,-131840,381570
(주)디지아이,43360,Dec-10,10708183,21004646,51100,51100,2272446,9653421,62482925,67357437,37434962,44089641,86,5931100,1661870
(주)디지아이,43360,Dec-11,10678934,,6100,,2357196,,58848624,,26955616,,81,2112050,0
(주)디지아이,43360,Dec-12,10266339,,36500,,2310196,,60169523,,30811536,,86,2797080,0
(주)디지아이,43360,Dec-13,9790493,,35000,,2491261,,56859808,,24543546,,81,2046930,0
(주)디지아이,43360,Dec-14,10528106,10538047,0,0,2515861,2524821,56419306,56474813,25614568,25893556,79,4912230,4937450
(주)디지아이,43360,Dec-15,13937092,,3759388,,2532886,,56331544,,22052199,,74,2411520,0
(주)디지아이,43360,Dec-16,12837126,,0,,2532885,,52581072,,18979552,,74,2521210,0
(주)디지아이,43360,Dec-17,12856983,,117997,,2590736,,52592359,,24750765,,82,4222980,0
(주)디지아이,43360,Dec-18,12891112,,299795,,2627266,,51376874,,21067104,,81,3426480,0
(주)디지아이,43360,Dec-19,12535059,,0,,2627266,,48781971,,15369640,,73,1447070,0
(주)디지아이,43360,Dec-20,12187294,,4500,,2605665,,51313837,,15466089,,62,4284620,0
(주)디지캡,197140,Dec-18,17636534,,70024,,0,,36931541,,18022795,,103,8225910,0
(주)디지캡,197140,Dec-19,17599244,18003851,0,0,0,1412658,44358090,48772866,19282616,23851999,103,8718440,9947300
(주)디지캡,197140,Dec-20,22229874,22700673,0,39807,0,1534747,47233275,55581764,15675193,32928711,85,7761760,12297530
(주)디지털대성,68930,Dec-10,2300487,,0,,0,,50759509,,29533286,,132,6530880,0
(주)디지털대성,68930,Dec-11,1920191,,0,,0,,55244445,,49919903,,228,12156320,0
(주)디지털대성,68930,Dec-12,1635383,,0,,0,,59526397,,52484028,,224,14655010,0
