회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),재고자산(*)(IFRS),재고자산(*)(IFRS연결),유형자산(*)(IFRS),유형자산(*)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),유동자산(*)(IFRS),유동자산(*)(IFRS연결),유동부채(*)(IFRS),유동부채(*)(IFRS연결),매출채권(IFRS),매출채권(IFRS연결),매입채무(IFRS연결),매입채무(IFRS),부채(*)(IFRS),부채(*)(IFRS연결)
(주)CMG제약,058820,2010/12,11350419,11350419,26775627,26775627,8217627,8217627,2782759,2782759,10316860,10316860,18405116,18405116,13041215,13041215,5320707,5320707,7625064,7625064,1488643,1488643,8370511,8370511
(주)CMG제약,058820,2011/12,17751704,17751704,27548539,27305198,10325799,10325799,2743103,2743103,9652599,9707759,18290915,18034249,15264885,15341167,7620349,7633673,11050219,11050219,1481481,1481481,9257624,9270949
(주)CMG제약,058820,2012/12,16255389,16255389,56988604,57108035,11648690,11648690,2955172,2955172,9264142,9307482,31602540,31590685,47073443,47109213,6665126,6793095,11362566,11362566,2670886,2670886,25386064,25517350
(주)CMG제약,058820,2013/12,20322140,20402140,55961620,55912563,12506817,12506817,4618718,4618718,10805092,10805092,49048213,48997281,38258866,38209699,5498201,5500075,13999415,13999415,3911851,3911851,6913407,6915281
(주)CMG제약,058820,2014/12,22752584,22752584,58127098,58068326,14318048,14318048,4913103,4913103,18833775,18833775,49067039,49002644,28359823,28300941,8713579,8719202,16787073,16787073,4719504,4719504,9060059,9065682
(주)CMG제약,058820,2015/12,27041894,27041894,56591972,56532821,17237814,17237814,5455617,5455617,17822468,17822468,46872705,46806888,26330765,26271614,8843328,8849994,15838056,15838057,4844096,4844096,9719267,9725933
(주)CMG제약,058820,2016/12,32969825,32969825,110979867,110979867,19663389,19663389,6393756,6393756,16905814,16905814,101107635,101107635,78772201,78772201,9136755,9136755,14435808,14435808,5688806,5688806,9872232,9872232
(주)CMG제약,058820,2017/12,41535588,41535588,109568153,109568153,23497552,23497552,7904518,7904518,16182518,16182518,97944019,97944019,81227330,81227330,10884321,10884321,16768648,16768648,7002289,7002289,11624134,11624134
(주)CMG제약,058820,2018/12,49864782,49864782,114379880,114379880,27124841,27124841,8572582,8572582,17268535,17268535,103981846,103981846,81370415,81370415,8495060,8495060,19030822,19030822,4162722,4162722,10398033,10398033
(주)CMG제약,058820,2019/12,58622681,58622681,192243166,192243166,29700050,29700050,9048933,9048933,24119403,24119403,180158283,180158283,150584066,150584066,9306387,9306387,21676515,21676515,4328437,4328437,12084883,12084883
(주)CMG제약,058820,2020/12,64459891,,195355583,,33249439,,15046934,,29740814,,181131004,,145981120,,13648964,,20439596,,,5590817,14224578,
(주)DB하이텍,000990,2010/12,593441908,620043034,1363686317,1381251114,727262560,753813405,79723938,79723938,823347589,823918082,376915607,398016157,298797846,311090151,141653096,138335841,94736548,103858000,30639171,30671011,986770710,983234957
(주)DB하이텍,000990,2011/12,534317238,552216245,1183957429,1199043869,443140034,460440945,77112663,77112663,758179817,758902417,291709498,308061688,265976810,279725559,796794129,794704783,71061975,79301000,23196334,22998829,892247931,890982181
(주)DB하이텍,000990,2012/12,583901597,590786488,1149069244,1157755031,486953432,494003057,79262392,79262392,684941380,685389046,274553219,290893335,303296307,309144147,563352691,555433290,74994000,69176000,17740927,23484407,874516025,866861695
(주)DB하이텍,000990,2013/12,493752028,493752028,1049494642,1058391832,404500718,404500718,72377687,72377687,635765049,636040366,197287466,204756748,222316934,222960700,476710357,476867874,59836026,59941499,29717748,29426433,852207175,853635085
(주)DB하이텍,000990,2014/12,567718224,567718224,1001959816,984876636,430813375,430813375,69179569,69179569,591653498,591787281,136104062,120702734,246306720,247582371,376149526,376436760,83154227,83353090,36235325,35936430,865855755,864173902
(주)DB하이텍,000990,2015/12,666594987,666594987,1005673854,984643712,436915515,436915515,83459568,83459568,533113708,533140340,277662952,254057491,334045125,337757266,242109386,244044785,91970866,92342122,44271640,42409042,728010902,730586221
(주)DB하이텍,000990,2016/12,773140180,773140180,1006370876,986788572,483129939,483129939,76344778,76344778,547687840,547700934,364450453,341917315,364126852,368924211,271946015,274231115,110311839,110311838,44199479,41718640,641920423,644871257
(주)DB하이텍,000990,2017/12,679737744,679737744,977575054,993950720,426170592,426170592,75018890,75018890,555556192,555566835,441546809,455797946,348507961,353662841,143100665,145225195,85713072,85709910,33883223,31644708,536028245,538152775
(주)DB하이텍,000990,2018/12,669279136,669279136,1050696487,1066533840,453942755,453942755,42891649,42891649,597563521,597570491,542557222,558391531,380098326,383378937,156793407,156796450,98855130,98855166,36469258,36347680,508139265,508142309
(주)DB하이텍,000990,2019/12,807416423,807416423,1089400761,1088889810,513292637,513292637,51837841,51837841,616562743,616573800,645305205,644650730,422531166,426263421,219572033,219715556,102020672,102020672,30645243,30336721,444095557,444239080
(주)DB하이텍,000990,2020/12,935919766,935919766,1179256936,1178581197,577034944,577034944,51848770,51848770,674676417,674684075,795236817,794584513,455642916,459208127,261727435,261704001,102419519,102419519,36813081,36774813,384020119,383996685
(주)ES큐브,050120,2010/12,34640205,43887335,47829486,49189060,27039899,32966862,757990,4166815,1595923,3374904,42087960,42621100,26290142,32820950,4769552,5550365,3032942,4641630,3198868,3826327,5741526,6567960
(주)ES큐브,050120,2011/12,41700477,53379952,45233434,55477032,29104839,38476771,383848,5312339,1407274,4313834,39144414,39245830,18786276,34078195,4839823,14801430,2102205,12624603,2706831,2385776,6089019,16231202
(주)ES큐브,050120,2012/12,44178050,55971147,44676182,46281660,31651298,40290541,410944,4844206,1395951,3181598,39881477,39859681,15631243,22707006,3228112,4802996,3047374,4718926,1540985,1624298,4794705,6421979
(주)ES큐브,050120,2013/12,45823196,58597361,47509654,47137573,34023346,44088670,426328,6264936,914811,2177498,43712820,42372440,32518902,38357211,2690545,3630549,2846445,4935099,934211,1329946,3796835,4765132
(주)ES큐브,050120,2014/12,37188072,44459581,44914173,56611836,30573957,34936541,264950,6084161,640405,2299195,41226335,49628091,21477612,46214758,3055060,6002775,3093857,10542241,1218077,2309135,3687837,6983745
(주)ES큐브,050120,2015/12,36887119,42152967,47123684,55620280,30735643,30433006,397788,6783417,596347,1968118,44872641,49654460,22590313,41180599,1792096,5378364,2055434,7805190,1154116,1126410,2251042,5965820
(주)ES큐브,050120,2016/12,34818205,34289385,104459992,105164626,28468888,24454448,420745,7447857,4673186,7063781,69832373,71696122,43388800,50885945,4569554,3406254,2820018,4142905,1029926,2932249,34627619,33468504
(주)ES큐브,050120,2017/12,37104908,35745794,104850192,105892131,30497256,26057940,408271,8346570,7506218,11623688,71398467,72816880,44761949,51038158,4085637,3702478,2573314,3886201,1232866,2416818,33451725,33075251
(주)ES큐브,050120,2018/12,31308873,33763508,108481764,112430896,25693835,26036057,560371,9236879,10880733,15202081,66518631,70748607,29054833,45061626,37696219,37613190,3016721,4655667,907478,2520376,41963133,41682289
(주)ES큐브,050120,2019/12,28527284,43708239,136065488,463958680,22708418,35510791,468610,7648032,10576512,17333381,53986331,74038512,24298462,359030693,54789915,230135454,2610301,212246240,1002412,4247225,82079157,389920168
(주)ES큐브,050120,2020/12,30293088,80672425,81995388,714889745,24196912,56530374,640650,9415254,553920,29329873,72949614,69497819,7524373,322209018,8346341,523911459,2051647,221493392,3558099,4115710,9045774,645391926
(주)HJ중공업,097230,2010/12,2734440000,3167774000,6323071000,7525363000,2436522000,2841789000,165513000,292037000,1448655000,3193218000,2001312000,1955791000,2897448000,2757267000,2786358000,3478281000,956629000,243152000,341216000,387910000,4321759000,5569572000
(주)HJ중공업,097230,2011/12,2316017000,2891499000,5857119000,7036680000,2156842000,2664558000,183693000,360584000,1427510000,3144355000,1874877000,1866848000,2183437000,2391530000,1800533000,2482598000,831799000,283789000,214421000,196118000,3982242000,5169832000
(주)HJ중공업,097230,2012/12,1980761000,2549319000,5938108000,6585093000,1833445000,2358260000,163272000,223809000,1343556000,2901480000,1863529000,1715516000,2419666000,2274211000,2125376000,2448324000,955409000,268734000,247973000,218263000,4074579000,4869577000
(주)HJ중공업,097230,2013/12,1927307000,2529341000,5839633000,6683379000,1900927000,2464368000,489464000,601781000,1329680000,2808246000,1804609000,1638998000,1949615000,2788908000,2490138000,3284862000,285995000,245971000,228311000,229429000,4035024000,5044381000
(주)HJ중공업,097230,2014/12,1799016000,2520325000,5469810000,6470284000,1798250000,2537259000,459613000,655829000,1263266000,2703561000,1761886000,1573076000,1858441000,2647534000,2203465000,2843001000,384263000,294422000,292809000,385389000,3707924000,4897208000
(주)HJ중공업,097230,2015/12,2041347000,3115473000,4638381000,5914637000,1972358000,3004437000,721779000,873978000,1223488000,2735463000,1377529000,1368589000,1622994000,2429499000,2558441000,3430218000,234552000,203499000,352916000,343319000,3260852000,4546048000
(주)HJ중공업,097230,2016/12,1928591000,2813271000,3921561000,5256464000,1776465000,2753545000,518530000,675011000,1036188000,2404052000,904150000,895183000,1709538000,2372221000,1598996000,2636927000,242278000,134921000,291798000,186629000,3017411000,4361281000
(주)HJ중공업,097230,2017/12,1737428000,2452314000,3312303000,4206655000,1545012000,2431066000,655299000,709533000,653140000,1792322000,563410000,577198000,1390569000,1894161000,2532122000,3329421000,148699000,130629000,279484000,208153000,2748893000,3629457000
(주)HJ중공업,097230,2018/12,1750954000,1697869000,2388369000,2733620000,1551132000,1557089000,519388000,519198000,636673000,638765000,-398930000,-708186000,1382999000,1720906000,1490510000,2140149000,102682000,109666000,197744000,197641000,2787299000,3441806000
(주)HJ중공업,097230,2019/12,1609530000,1628751000,2465650000,2470222000,1439132000,1451267000,363759000,363759000,613082000,615117000,247272000,244994000,1299550000,1300538000,1840367000,1845223000,175735000,186684000,166881000,166779000,2218378000,2225228000
(주)HJ중공업,097230,2020/12,1694634000,1695815000,2189125000,2193855000,1564813000,1565344000,167158000,167158000,594119000,596098000,320418000,320003000,1067320000,1067516000,1031684000,1034561000,55364000,55364000,206438000,206336000,1868707000,1873852000
(주)MH에탄올,023150,2010/12,43304589,55048463,127603795,134869380,31860037,46932516,4198440,8228753,36075258,73133795,52983762,46625147,37275600,45987130,66057702,77100085,9661015,9797742,594345,267800,74620033,88244233
(주)MH에탄올,023150,2011/12,43206995,44785159,135927085,134206851,32715976,37258514,4542443,9734817,35172601,75265905,56161251,42667338,26253473,45677724,66482839,78266518,8748707,8757548,10717,0,79765833,91539513
(주)MH에탄올,023150,2012/12,45488675,59768175,139200817,134385813,35478357,49030452,5306016,20566965,34423174,71841895,58712944,39678259,23099890,50009828,67402817,81625166,10109892,10118103,15202,0,80487873,94707555
(주)MH에탄올,023150,2013/12,46298516,62199887,122520742,129697936,33247791,54316861,6094594,12486229,34123721,70410722,47119925,45885523,25868582,43178092,67842982,75260635,10664555,10691393,3722,0,75400817,83812413
(주)MH에탄올,023150,2014/12,48983781,48983781,85253876,85534839,37109977,37109977,6986598,6986598,36083178,36083190,52507884,52788681,28019052,28731429,31619104,31619269,10379733,10379733,0,0,32745993,32746158
(주)MH에탄올,023150,2015/12,50386203,50386203,78691328,78996052,36425005,36425005,3603074,3603074,36846498,36846510,57569789,57884347,21758814,22500870,20538474,20538639,11080407,11080407,0,0,21121539,21111704
(주)MH에탄올,023150,2016/12,48897025,48897025,72025138,72339673,33962392,33962392,5538540,5538540,37390792,37390804,63257513,63581883,18955978,19709368,7640583,7640748,9965259,9965259,0,0,8767625,8757790
(주)MH에탄올,023150,2017/12,48270464,51977132,107437079,500180086,34577247,37225576,5502545,5608722,39418503,389268406,64698932,106837344,18235352,84767703,15540676,189894170,10589508,10887252,457631,0,42738147,393342742
(주)MH에탄올,023150,2018/12,46943080,72795863,109656889,440177523,34331318,53524709,6430326,6538026,40585694,390589052,68471529,91585473,18385099,29576016,13740951,141080352,10266287,10529867,627047,0,41185360,348592051
(주)MH에탄올,023150,2019/12,46992295,80879342,101058662,451474451,35415661,54219181,8081383,8173323,41121323,402623574,59477642,79389077,18130225,32814839,14251549,282350933,9124637,9499084,528575,0,41581021,372085374
(주)MH에탄올,023150,2020/12,51277355,94645239,97515830,449679366,38908939,59823958,8261937,8357467,41913424,395517355,57609425,80425495,20503789,37728511,17422585,146138663,9314711,9609406,496354,0,39906405,369253871
(주)SH에너지화학,002360,2010/12,150353519,150630768,94473095,95617808,137805193,137805193,6071472,6071472,32764894,32764894,61538912,61526743,40461263,38946747,27867164,29024046,23658951,23658951,154603,154603,32934183,34091065
(주)SH에너지화학,002360,2011/12,172752632,173209351,102383199,104710740,160574493,160789710,11114123,11114123,33115306,33220422,64498684,65242326,47641848,50355479,32842749,34076575,28469011,29083550,955253,940479,37884515,39468414
(주)SH에너지화학,002360,2012/12,191907628,193950102,102492810,103690070,178516652,178829327,14210523,14210523,32608108,32784916,64888612,64881202,48762275,50509179,28724217,29499813,29170923,30307562,2215544,2206403,37604198,38808867
(주)SH에너지화학,002360,2013/12,229783541,231912218,109984767,110488951,213397080,213952261,11944305,11944305,31944570,32065097,69781889,69599141,57773554,59051785,34930123,35131167,33105701,33797271,2599202,2593275,40202877,40889810
(주)SH에너지화학,002360,2014/12,226971465,230912587,109098264,110741407,196829927,197661842,13898172,13898172,31070401,31132703,83404299,84237197,55486941,60325646,20421353,20681148,32478430,33429222,2223255,2190170,25693965,26504210
(주)SH에너지화학,002360,2015/12,213882181,216441364,114048206,115520726,179081363,179135051,11416122,11899473,32654731,32660706,90740136,91646221,63737267,68213722,16794017,17080931,31405845,32536497,1103755,1087816,23308070,23874505
(주)SH에너지화학,002360,2016/12,214380015,218397677,122956894,124488724,179726464,179759098,10801243,11572141,31792327,31796198,103083032,104088887,79584275,84222915,12205868,12512423,44371296,44363775,1504713,1483508,19873862,20399837
(주)SH에너지화학,002360,2017/12,184672638,188114822,123261552,125312154,161711689,161824273,18561488,19985599,30956708,31096409,105717970,107693472,79139030,87597479,8386725,8284440,29569635,32135522,1775928,1657856,17543581,17618682
(주)SH에너지화학,002360,2018/12,180753289,183598766,120895795,122434685,169058462,171330094,20857092,22253999,29913044,30043406,104065473,105390892,77591484,85758694,6653981,6658546,26954657,28065346,969166,956145,16830322,17043794
(주)SH에너지화학,002360,2019/12,138161816,140852575,121126250,123415832,131861388,134184400,15888341,16753438,33126165,33194337,97386214,98999976,74793897,83558867,7038413,7524603,18332571,19343406,1033114,1003854,23740037,24415856
(주)SH에너지화학,002360,2020/12,91354318,93584262,116570206,117356594,90391446,92496181,9571644,9593716,36533436,36567990,89816934,90008391,64490203,72449407,7026471,7397527,15015692,15625413,1300051,1300051,26753272,27348204
(주)SIMPAC,009160,2010/12,180593108,181795010,260176045,269452191,143181567,143921095,21059426,21101457,50118032,60703290,136119246,145325032,132130831,133475002,110641630,110704496,57210553,57437033,39907480,39873554,124056799,124127159
(주)SIMPAC,009160,2011/12,213867522,215365697,296953131,310879328,169699426,170409718,26353233,26468261,62702218,72940322,155833324,168941269,151220422,152885455,116922857,116979241,61101857,61396431,37822973,37851191,141119807,141938059
(주)SIMPAC,009160,2012/12,223854758,225353321,307366684,318665505,182101881,182861979,25281451,25350698,64182764,74000157,177830482,187860952,150643335,152757766,108043478,108358727,63906443,64410349,37650525,37650525,129536202,130804553
(주)SIMPAC,009160,2013/12,204527751,205751154,349836891,361985890,163875499,164405183,25606746,25646140,64271295,73711642,197900866,208831047,106534703,108635043,133732141,133795401,70594150,70776019,38556438,38556438,151936024,153154843
(주)SIMPAC,009160,2014/12,227491803,263152264,329325876,381939281,188349315,220084616,31897827,40715808,70604838,169381419,203904919,219125252,118044851,144850453,116089000,136708331,65389652,85807726,46030344,39369978,125420957,162814028
(주)SIMPAC,009160,2015/12,213152303,269528038,369348917,422833445,171341851,221412942,48860928,56208760,75847152,180973199,220087525,232007841,138074968,174086524,142954454,169308019,63243462,92407160,53845716,44285429,149261391,190825603
(주)SIMPAC,009160,2016/12,215839356,267074156,366245273,417865468,175971604,217713888,41542910,45959349,75130388,178694040,228959172,240416530,138253630,176778523,130874395,155344858,49480584,82187792,46855264,41037295,137286101,177448939
(주)SIMPAC,009160,2017/12,203150228,230634812,343005145,381158251,168484356,193009825,34297232,39255148,70402759,172659787,223781988,240826100,124800057,150671614,114191470,130651105,69293781,92525495,29467361,25003174,119223157,140332152
(주)SIMPAC,009160,2018/12,268863854,306150809,628334175,681750819,243575353,271995017,103871365,110042965,156312739,357331367,411119510,435032869,273219151,310736335,207957388,228518804,58586618,83584396,43116640,37013249,217214665,246717950
(주)SIMPAC,009160,2019/12,391970769,430085162,608693104,679145850,357126998,385305111,69944925,88166502,153003014,263608239,419215968,441195485,224313300,289195402,178141755,219489571,47263174,70072876,32704191,25346947,189477136,237950364
(주)SIMPAC,009160,2020/12,272087150,365863303,656622388,737277692,244369272,328185407,99684591,131733391,144620218,227992661,434212716,463986165,259867576,353237849,206488970,249080266,39060553,63045886,46995987,39907156,222409672,273291527
(주)SNT에너지,100840,2010/12,213919312,,253914889,,188599110,,5439848,,122590549,,167390792,,122692105,,65372675,,25091170,,,41288956,86524097,
(주)SNT에너지,100840,2011/12,195318747,,276511841,,181219511,,15421719,,122586108,,160595865,,145463387,,96002453,,61985605,,,44474696,115915976,
(주)SNT에너지,100840,2012/12,230707564,,292802033,,191839172,,17407006,,122289502,,183306309,,161463967,,88443397,,55907590,,,39641985,109495724,
(주)SNT에너지,100840,2013/12,200750984,,311675279,,161808099,,17793150,,120367341,,198164671,,181309369,,91989174,,41261252,,,37857624,113510608,
(주)SNT에너지,100840,2014/12,242746888,,304511816,,203611420,,17747389,,120065551,,207712504,,170494610,,76613085,,49187725,,,31040007,96799312,
(주)SNT에너지,100840,2015/12,260094045,,316196096,,202305297,,10693980,,118714558,,231399939,,184059424,,64293369,,64863275,,,29685849,84796156,
(주)SNT에너지,100840,2016/12,254089906,,348042346,,204980319,,6779276,,118148046,,229799567,,211766053,,102181702,,48869506,,,23920463,118242778,
(주)SNT에너지,100840,2017/12,184091945,,300266693,,146050315,,2324389,,116825424,,233817326,,172919603,,49128545,,51310402,,,16893340,66449368,
(주)SNT에너지,100840,2018/12,139516396,,280991534,,118750224,,5692284,,115728393,,231276490,,155524318,,31555307,,29295256,,,13110417,49715044,
(주)SNT에너지,100840,2019/12,202822913,213326726,331391237,333897235,170291934,177635077,10124894,10208805,116275557,123257799,245545053,244954910,202225767,204986584,65138557,67469967,98456397,83894725,23420417,21255312,85846184,88942325
(주)SNT에너지,100840,2020/12,229991237,237399736,332066179,335351657,190965139,197311149,5960943,6105733,116718130,122744982,236558985,235772710,199127776,203747270,77454263,80879383,64740696,62727586,32211404,32037246,95507194,99578947
(주)SNT홀딩스,036530,2010/12,2068556,1500160508,397213393,2038921397,0,1254983399,0,241963700,188960,973419146,396588552,1277919679,32475873,953602035,271903,558065159,590960,349516325,299685718,0,624840,761001718
(주)SNT홀딩스,036530,2011/12,2257851,1663846065,388123974,2124828265,0,1449348821,0,274834022,150611,989038851,387839074,1311007481,64671576,1041841182,199700,597785981,677865,404578388,371854324,0,284900,813820784
(주)SNT홀딩스,036530,2012/12,8718270,1668749904,388964716,2074903906,0,1465168699,0,280540811,100263,984180010,388611726,1318022867,40740917,998857779,165833,540250663,659958,404874970,318705541,0,352990,756881039
(주)SNT홀딩스,036530,2013/12,8826810,1576368464,397336142,2149176237,0,1379201925,0,311174402,54602,986231198,396851717,1374365240,49212139,1070812404,306090,569273848,624553,364300144,317382506,0,484426,774810996
(주)SNT홀딩스,036530,2014/12,7701882,1552374806,399244416,2039388864,0,1380123821,0,283952471,75419,933346465,398863036,1356040938,47079948,994978341,245998,477795324,608494,318803347,257490442,0,381380,683347926
(주)SNT홀딩스,036530,2015/12,8475099,1612746929,430584006,2169311305,0,1331347191,0,268780766,55309,928315887,421925486,1529249091,100040105,1140793639,8658519,433769566,647243,317287946,216310412,0,8658519,640062214
(주)SNT홀딩스,036530,2016/12,9818190,1537700275,427001710,2210178425,0,1336617769,0,236908975,35654,908800105,426682947,1530892611,97449826,1205349271,318763,487107956,647920,331347025,235495857,0,318763,679285814
(주)SNT홀딩스,036530,2017/12,7417869,1508152132,425435423,2146174938,0,1303372403,0,215870141,19895,880843802,425136143,1519293154,98229088,1187727595,299279,448821933,558857,317573551,244821803,53817,299279,626881784
(주)SNT홀딩스,036530,2018/12,7292112,1401307482,422804813,2113834573,0,1221120349,0,220256725,2888,869282994,422573122,1503275496,89557460,1168023374,231691,381612594,595784,282698019,225133544,0,231691,610559077
(주)SNT홀딩스,036530,2019/12,11015928,1512114565,417172874,2236679025,0,1284171398,0,229809615,59663,871104106,416939604,1625933047,31735933,1266526398,233270,405603647,570175,323871429,199204201,0,233270,610745978
(주)SNT홀딩스,036530,2020/12,25309708,1435754699,423961201,2270485740,0,1227111970,0,216342558,45490,776099263,423684010,1617529065,22394870,1241961812,254248,461442515,828136,285068436,244895710,0,277191,652956674
(주)STX,011810,2010/12,3191730000,4045884000,2822864000,6092977000,2984563000,3780427000,199058000,429585000,20850000,1451166000,934675000,1622889000,931342000,2287968000,1087764000,2806748000,269104000,288124000,497329000,219550000,1888189000,4470088000
(주)STX,011810,2011/12,4173397000,5967701000,3302248000,5234175000,3988988000,5516021000,240418000,315306000,72801000,818420000,1164648000,1915942000,993206000,1430457000,1568777000,2041868000,433389000,549558000,357994000,263754000,2137600000,3318233000
(주)STX,011810,2012/12,4116767000,6159850000,3226878000,5067029000,3997635000,6353608000,108537000,182590000,69598000,1044547000,1123534000,1506639000,856988000,1484305000,1821548000,2363189000,407542000,585650000,335789000,211303000,2103344000,3560390000
(주)STX,011810,2013/12,1895063000,2449401000,1086567000,1342520000,1814171000,3140865000,47749000,94076000,62152000,215510000,-522090000,-509663000,640293000,793607000,1071743000,1278680000,264240000,318920000,199238000,117155000,1608657000,1852183000
(주)STX,011810,2014/12,1291351000,1634606000,1070433000,1255002000,1233380000,1513363000,148535000,207648000,57120000,108080000,54894000,93662000,728283000,893610000,671976000,788697000,240745000,231173000,128067000,78622000,1015539000,1161340000
(주)STX,011810,2015/12,1362127000,1630827000,1057543000,1267224000,1352181000,1586081000,143454000,316312000,53714000,101700000,72316000,72342000,663016000,902119000,677923000,866685000,192082000,196846000,168094000,92719000,985227000,1194882000
(주)STX,011810,2016/12,1465561000,1720153000,627686000,707709000,1494187000,1635394000,139765000,226131000,30798000,73715000,-328883000,-330596000,441306000,486347000,914419000,974743000,225461000,151385000,93777000,161565000,956569000,1038305000
(주)STX,011810,2017/12,1595494000,1803878000,520393000,627542000,1541890000,1718572000,103343000,181620000,29631000,70760000,44710000,42560000,349891000,475786000,453983000,553981000,148268000,150002000,116542000,113876000,475683000,584982000
(주)STX,011810,2018/12,1329890000,1502985000,446758000,554061000,1319737000,1483048000,89120000,129417000,28464000,74249000,62213000,64028000,297842000,422861000,361935000,463598000,124416000,168448000,76685000,57955000,384545000,490033000
(주)STX,011810,2019/12,1237876000,1471164000,462734000,560107000,1225459000,1424697000,89664000,118778000,43245000,90288000,50616000,56291000,292473000,386401000,377150000,439806000,149459000,184444000,102262000,85456000,412118000,503816000
(주)STX,011810,2020/12,788462000,975567000,362854000,617563000,774576000,935191000,42740000,102015000,49652000,192438000,25856000,81729000,156654000,319912000,315721000,458274000,65847000,145397000,103467000,66591000,336998000,535834000
(주)TCC스틸,002710,2010/12,412110088,460900040,366375812,414696288,367618694,411174924,62204488,68093710,72589599,80517759,203173489,225226613,151787074,173975801,120669046,142218266,60271304,70202013,36275191,31195491,163202323,189469675
(주)TCC스틸,002710,2011/12,456928069,514424043,407743559,454329510,419062918,472273637,76580688,79633257,75283350,84444856,205616971,225441968,163515113,183481284,143961450,165589918,67618018,80665225,36286014,30601132,202126588,228887542
(주)TCC스틸,002710,2012/12,440568155,501337475,438642951,547013976,399338479,457927934,75866000,100648536,71554979,143845835,209755733,225998781,168674581,218440703,115747321,191715329,65092634,71112902,41180366,31578824,228887219,321015196
(주)TCC스틸,002710,2013/12,419483813,500832754,444204925,543708595,385343144,474104834,62722660,117184576,71255687,156557380,210086242,205738102,150092488,220034732,98538725,155751890,56753518,68316114,38783690,26136889,234118683,337970494
(주)TCC스틸,002710,2014/12,401323585,518995240,461297588,551000563,364984531,483588495,59114758,124343812,68743151,151621286,210093654,189038004,141191905,233224033,189566139,283660429,60593854,86970515,37920178,25941466,251203934,361962559
(주)TCC스틸,002710,2015/12,350074629,495795871,330651742,376394571,311691285,451936886,45683627,48965898,50635593,71859909,76555951,86012476,202116240,240184174,121276743,153614700,42872200,67719623,38223007,19400602,254095791,290382095
(주)TCC스틸,002710,2016/12,317235565,444453635,250878191,282914735,281559457,402898839,44890754,51850499,43730610,64693517,92623510,103337634,97007914,120777516,77521428,94244692,48126701,57654611,25582561,22801657,158254682,179577101
(주)TCC스틸,002710,2017/12,333762378,391370092,248896237,278692540,304470552,356978389,48077587,52771855,45541678,58943990,89627045,100915803,101914014,120243911,148607324,160048884,43217757,48408783,20150484,19063388,159269192,177776736
(주)TCC스틸,002710,2018/12,351301866,413176279,268135677,304781579,320798763,377890304,62280830,69197191,43204124,55878504,98351707,112246210,128625665,152165969,82038987,93172096,41140973,42246665,33048342,28341813,169783970,192535369
(주)TCC스틸,002710,2019/12,339334364,437173902,270265082,314210087,312320391,405618477,67392895,72619098,47129444,59322335,97501452,116843135,121879909,148991647,152915323,165995910,33268239,45242999,29636313,21237292,172763630,197366953
(주)TCC스틸,002710,2020/12,323435107,431797912,261204640,306758932,306533652,411335226,50116261,54240200,46385696,61181028,98249953,121130879,110332975,136857884,118897911,133757972,41149246,52405293,18949735,13762338,162954687,185628052
(주)가비아,079940,2010/12,26065926,40623302,34383172,52912228,14343735,21744253,0,31377,5447766,19870745,21535028,37225655,9998798,23312665,6870296,8704012,2225336,3789149,514799,492865,12848144,15686573
(주)가비아,079940,2011/12,33792831,52838864,37295822,64954440,20761832,29173840,14450,14450,7163470,22149161,24298687,48665742,9245779,28837190,11953563,13905604,1964346,4866865,434923,393317,12997135,16288697
(주)가비아,079940,2012/12,38482449,69058144,51795749,85244515,23494026,40302408,92459,248459,23749485,37833915,31165211,58945247,9613034,31997486,10723878,14858349,2041083,6524566,2521761,2569817,20630538,26299269
(주)가비아,079940,2013/12,40507693,70675565,52151784,91231294,24558241,38882747,81039,93612,22732962,37047584,34822978,68600227,10360239,37411881,11588806,14999568,1986939,6448247,1861578,1268027,17328806,22631067
(주)가비아,079940,2014/12,43906243,80432047,55984243,98544072,26874841,45275795,0,0,22313113,37099200,38147677,75509702,14916105,41920706,13161566,16229926,2648057,0,2865111,2370341,17836566,23034370
(주)가비아,079940,2015/12,48446932,91648622,57657418,105081568,28806524,50078893,0,0,22210592,36916970,42470259,84096148,17436488,52239105,9687159,13210992,2327391,8120801,2028679,1496985,15187159,20985420
(주)가비아,079940,2016/12,49430564,102178978,61160981,125796754,28802628,54998617,0,1363738,22429866,43221838,45413712,95951841,12237594,60241586,10247269,20386590,2458491,14103577,5050880,1575303,15747269,29844914
(주)가비아,079940,2017/12,52365659,116217941,64986436,133382584,30561799,60313364,0,1675464,22362004,45452326,47662984,99896520,15116578,66113388,17323452,29400833,2897556,19164658,7351096,2413820,17323452,33486064
(주)가비아,079940,2018/12,55197652,128728438,69315988,151440505,31654603,65751367,0,1982294,24425180,49107084,49832912,114187490,18388749,78058272,18089528,29792809,2873894,20324111,3929911,1771040,19483076,37253015
(주)가비아,079940,2019/12,58254105,148306878,82964911,199916131,34532096,75650385,0,2643604,39724951,85359914,54084066,134959139,13602872,86880807,20260391,43098923,3227148,25159207,4480341,2058371,28880845,64956993
