회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),재고자산(*)(IFRS),재고자산(*)(IFRS연결),유형자산(*)(IFRS),유형자산(*)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),유동자산(*)(IFRS),유동자산(*)(IFRS연결),유동부채(*)(IFRS),유동부채(*)(IFRS연결),매출채권(IFRS),매출채권(IFRS연결),매입채무(IFRS연결),매입채무(IFRS),부채(*)(IFRS),부채(*)(IFRS연결)
(주)셀트리온제약,068760,2010/12,40219109,41825109,177830225,178787432,12584015,13515778,17808027,17808027,25435364,25670684,123267526,123683082,84129736,85716355,19414821,19574847,21507635,21507635,8060904,8047114,54562699,55104350
(주)셀트리온제약,068760,2011/12,42273147,46494422,214249767,216079282,12110968,14823302,49001378,49797061,48274183,49093226,126809058,128268037,99025556,101245035,53975864,54309826,26300439,26630439,35858598,35797811,87440709,87811245
(주)셀트리온제약,068760,2012/12,44707596,46967596,330075784,331043843,13484038,15166127,84372086,84372086,114870321,115746604,156216290,157246082,140615320,143045691,108892592,108808947,30989391,30989391,64432909,64388288,173859494,173797761
(주)셀트리온제약,068760,2013/12,50083248,52657248,359987807,361353572,15384857,17083909,80129310,82315462,144860958,145624157,167415488,168412367,137318114,140894912,26254164,26622023,37308106,37308106,936448,826128,192572318,192941205
(주)셀트리온제약,068760,2014/12,64708354,66744354,412667481,411164710,21920487,23495314,75925522,75925522,195498894,196120295,213818948,214425697,145086494,146423716,113680749,111559887,42625251,42920051,863948,804062,198848533,196739013
(주)셀트리온제약,068760,2015/12,72578429,74732429,468519989,466771901,24765255,26840810,73742254,73742254,218579764,219162215,236266423,236234422,148356094,149349688,114215373,112489636,44237952,44480172,2237946,2118922,232253566,230537479
(주)셀트리온제약,068760,2016/12,101569415,104811184,441529265,442080596,60697985,62850592,65871749,65871749,209319742,209835826,275049633,276705834,170197578,171842934,73494286,72387460,82038187,82328378,12765416,12538341,166479631,165374762
(주)셀트리온제약,068760,2017/12,129529518,135860256,469195117,470269310,72063976,77574644,65242661,65242661,199319424,199864329,292048159,293623668,208718980,211106672,124811644,124290303,123962453,124584587,13168585,12991806,177146958,176645642
(주)셀트리온제약,068760,2018/12,139470824,146880154,449699183,452444115,99832287,106290937,42017420,42017420,194993673,195554369,267603864,270034679,196812321,199960536,144720319,145034436,133277862,133944561,12376384,12315906,182095319,182409436
(주)셀트리온제약,068760,2019/12,172682727,173512797,470980396,470980396,109919597,111045996,33101847,33101847,215989335,215989335,280031378,280031378,188813980,188855498,149138502,149138502,139866724,139866724,6809694,6809694,190949018,190949018
(주)셀트리온제약,068760,2020/12,233568478,233568478,548074598,548074598,160404142,160404142,55013900,55013900,247205317,247205317,300560797,300560797,230920797,230954115,184926886,184926886,141540284,141540284,21612713,21612713,247513800,247513800
(주)셀트리온헬스케어,091990,2017/12,923764212,921499987,2914223177,2875003480,717475169,686195809,1543785063,1573774895,186216,315232,1720655190,1704084366,2824025467,2799196953,1016153904,993344256,495837494,414511305,659243329,659243086,1193567987,1170919114
(주)셀트리온헬스케어,091990,2018/12,918897647,695082135,2933661226,2948569159,857775704,643587699,1435764497,1696909563,153063,361667,1679371279,1635478494,2762497288,2793376737,1220567013,1279135244,699621533,403544813,646329000,646329000,1254289947,1313090665
(주)셀트리온헬스케어,091990,2019/12,1157625784,1100877966,2773873519,2848904874,984772112,891573632,1283735034,1623599803,479731,2394006,1737912463,1665893807,2572738577,2666271286,924632607,1071072269,722022444,368587132,570677681,570677379,1035961056,1183011067
(주)셀트리온헬스케어,091990,2020/12,2116978046,1627596815,3689038625,3739698458,1613699813,1085822154,1127819499,2034551067,1132747,6210622,2058134741,1932929745,3186182004,3498862211,1488014900,1657774266,993753983,312050081,955354969,955564381,1630903884,1806768713
(주)셀피글로벌,068940,2010/12,35084595,,28783478,,26122630,,5722210,,6143439,,19068657,,19283535,,7509000,,3961060,,,667823,9714821,
(주)셀피글로벌,068940,2011/12,39637262,,35591221,,27191902,,6915833,,7820800,,24412243,,23253299,,8182184,,3259501,,,374089,11178978,
(주)셀피글로벌,068940,2012/12,46586084,,40251306,,35085672,,8914115,,7801499,,30046268,,26836472,,7505366,,3294658,,,778629,10205038,
(주)셀피글로벌,068940,2013/12,33667111,,40558920,,28709372,,6567936,,7923158,,30421490,,28734888,,7935765,,3594119,,,584344,10137430,
(주)셀피글로벌,068940,2014/12,25277088,,38784668,,22004697,,8003469,,7332226,,28259886,,25427695,,7768976,,3018931,,,1292527,10524782,
(주)셀피글로벌,068940,2015/12,29929259,29929259,39354236,39438708,24246047,24246047,5275529,5275529,6991188,7136555,28981567,28981567,25681721,26628876,8381009,8465481,9745021,9745021,197088,197088,10372669,10457141
(주)셀피글로벌,068940,2016/12,24657740,24657740,41470955,41542876,18394435,18394435,5073795,5073795,6625494,6760281,28211729,28211729,31144939,31586144,10186160,10258081,8642899,8642899,322047,322047,13259226,13331147
(주)셀피글로벌,068940,2017/12,27189791,27191581,29821093,29821380,21020600,21020600,6328403,6328403,6770661,6843363,17255722,17255722,17227585,20337069,9863665,9863952,9235085,9235085,202854,202854,12565371,12565658
(주)셀피글로벌,068940,2018/12,23986253,24088357,27500072,27480265,19331839,19388335,5823788,5823788,6105463,6175786,13958786,13958786,17994895,19523843,12225230,12205423,10005150,10068144,388613,388613,13541286,13521479
(주)셀피글로벌,068940,2019/12,24593855,24722106,35869322,35940955,18880802,18805694,6020621,6095729,6594471,6664278,14816899,14816899,26489826,27588486,16263537,16335171,10901049,10748043,300339,300339,21052423,21124056
(주)셀피글로벌,068940,2020/12,27667336,27772934,35251886,35258455,23898465,23898465,5455256,5455256,6361649,6424593,16905550,16905550,25908620,26448475,13221199,13227767,10839999,9775309,439408,439408,18346336,18352905
(주)소룩스,290690,2020/12,57630615,,66569299,,41879977,,1795999,,17601060,,43008043,,34802176,,20170244,,10788140,,,6563562,23561256,
(주)소마젠,950200,2020/12,19005866,,50605059,,19065885,,1825271,,3026035,,37242363,,34157060,,9541920,,4173650,,,926452,13362696,
(주)소프트센,032680,2010/09,1910176,9842062,14709891,19338178,2036221,7183536,28796,28796,3651547,3750060,10252443,13850533,2272091,8486020,4279949,4855125,1709251,1709251,1173360,1173360,4457449,5487645
(주)소프트센,032680,2011/09,5689400,,17360547,,6467572,,21345,,1897677,,12498122,,5803161,,4532024,,2527720,,,1921746,4862425,
(주)소프트센,032680,2012/09,10442796,,15466424,,8542048,,806305,,1786871,,8892359,,10982005,,6505544,,7736046,,,6334063,6574064,
(주)소프트센,032680,2013/12,25733674,,41141486,,22247717,,7107389,,2566409,,15123496,,28576619,,21364694,,17187620,,,15329740,26017990,
(주)소프트센,032680,2014/12,82760283,82760283,68415289,68413948,72827897,72827897,4706625,4706625,493109,493109,32079352,32078011,58550251,58593910,36234696,36234696,38861717,38861717,30243068,30243068,36335937,36335937
(주)소프트센,032680,2015/12,72290559,,44436608,,65161368,,4354238,,497087,,30581717,,33454350,,13503186,,20518095,,,11148607,13854892,
(주)소프트센,032680,2016/12,115742385,,65891981,,101151433,,5653858,,475394,,31762659,,50478635,,33613171,,37931942,,,20825969,34129322,
(주)소프트센,032680,2017/12,142514026,,80239657,,128821905,,6326322,,557663,,34228420,,65593900,,34244556,,31029985,,,28796615,46011237,
(주)소프트센,032680,2018/12,133604426,,81481743,,119038436,,10191513,,563682,,36080146,,58749288,,38517992,,36726411,,,21825977,45401597,
(주)소프트센,032680,2019/12,94999247,,59357863,,86906469,,2187240,,541495,,32890149,,55619234,,26415440,,12215994,,,22591847,26467714,
(주)소프트센,032680,2020/12,47614801,78927100,56893336,70471701,45847385,71090467,234829,262260,1430589,1530556,35591531,42371414,28739379,52562716,15377796,20796997,14788007,19486473,17411666,13640625,21301805,28100287
(주)손오공,066910,2010/12,72711650,75392088,73534185,74397529,64598109,66220636,20592400,20631172,18225012,18285672,32090986,32094239,44604963,45182382,39571606,40191697,29640287,29870965,4806016,4672641,41443198,42303290
(주)손오공,066910,2011/12,71762923,74013199,83892699,83459101,52541944,53708648,21950086,21966422,17398569,17431732,33500374,32297611,56178277,55618905,40016932,40576097,32160710,32194728,7115414,6955102,50392325,51161490
(주)손오공,066910,2012/12,69651022,80355159,66196109,70854564,56900432,58546223,18181433,18130625,18163070,18274397,28676120,32340867,38321223,43770798,37234989,38428697,19952541,20693535,5098119,5098119,37519989,38513697
(주)손오공,066910,2013/12,49104766,58244256,44282901,65267159,47090165,48599725,14303263,14307331,1410780,17319439,17702855,22278561,32435852,38546555,23140046,25748598,19772605,20660152,9648484,9648484,26580046,42988598
(주)손오공,066910,2014/12,45831095,53055084,37677563,54240480,38995317,40675830,13827117,13830663,781741,16373728,17954760,20302934,29117558,30430019,19682803,21297546,16035780,16535727,6582631,6582631,19722803,33937546
(주)손오공,066910,2015/12,119143893,125089089,54303067,69775983,92308209,94008919,13861290,13861290,1037790,16257560,27251463,29631418,47544736,48274315,27051604,30344565,28809807,29305255,20611879,20611879,27051604,40144565
(주)손오공,066910,2016/12,123715302,129315003,67657419,81428159,102284832,104022069,39553378,39553378,849583,15652553,28043323,31385543,64051422,63643233,39614095,43042615,18062530,18564178,32726833,32726833,39614095,50042615
(주)손오공,066910,2017/12,98724379,104074946,46876389,60058075,92029088,93835267,22501277,22501277,473715,14849655,14929502,19092993,44603225,44417581,31946886,33965082,19255908,19770510,27513012,27513012,31946886,40965082
(주)손오공,066910,2018/12,95098144,99181868,33893032,46444145,80807459,82402183,14801260,14801260,327781,14265597,16003758,20202906,31353174,31153025,17889273,18541238,12917403,13246795,14096035,14096035,17889273,26241238
(주)손오공,066910,2019/12,69561788,73402174,43705598,55702504,57257303,59376295,19488402,19488402,4469749,17416017,20127180,24438495,35276698,35721539,20802075,20971888,10785307,11190325,13832318,13832318,23578418,31264009
(주)손오공,066910,2020/12,81661930,85260555,41377491,53273540,68922384,70701884,18015781,18022024,3570054,16064897,18206530,22503020,35511785,36260163,20987977,28808901,13200050,13384937,13892442,13892442,23170961,30770520
(주)솔고바이오메디칼,043100,2010/12,29313578,37909943,79208222,78893124,15719848,22506786,15155119,19143141,18187020,21120544,48819505,42778161,37172113,39854955,24081917,27280593,12560101,15113930,4468955,2551232,30388717,36114962
(주)솔고바이오메디칼,043100,2011/12,28931569,36079319,78956427,74299548,16764801,24838967,15955140,19535316,17498613,20232116,50319926,41139050,36805708,38584666,23868620,26139685,11529276,13669830,3374672,2782819,28636501,33160497
(주)솔고바이오메디칼,043100,2012/12,32792260,39277076,71122035,67596272,23170358,28764519,14460581,17129492,17153950,19368943,39271543,32459601,31002071,34243731,28178880,31198974,10408463,10632165,3438365,2070500,31850492,35136671
(주)솔고바이오메디칼,043100,2013/12,29900982,35048357,59650892,64325811,19794566,24079359,13707477,15799793,16387798,18200369,29250800,30828996,30192202,33397297,26468400,29358823,13739813,13546920,3609511,2546578,30400092,33496815
(주)솔고바이오메디칼,043100,2014/12,25242237,30141224,55339070,56356090,15440086,18933492,13910203,14581440,12630970,14546654,29306757,29389291,27543134,28773135,24422474,25386961,8612982,9038374,2434316,1839158,26032313,26966800
(주)솔고바이오메디칼,043100,2015/12,20236948,22432074,52611230,53542135,14853896,16473804,13290312,15734007,12252198,14112434,37780495,37369941,25679203,26785907,14011932,15383391,8978126,7280335,1706296,977052,14830735,16172194
(주)솔고바이오메디칼,043100,2016/12,19645066,23721925,46515144,49187151,15035395,17384658,12647965,15492820,11775595,14310738,31618583,32563272,21037056,23517725,14219429,15476747,9197684,7362603,1797277,1150750,14896560,16623878
(주)솔고바이오메디칼,043100,2017/12,19591331,23210535,60461302,64743115,15682849,17440761,12417326,15310125,14058348,16645537,44805410,47017011,27051114,31385931,11764546,13364757,10090278,8086703,1928859,1578086,15655893,17726104
(주)솔고바이오메디칼,043100,2018/12,18496254,22540749,70666784,75095793,16959810,19664633,7714892,11323945,18442963,21705402,49940927,51895182,30678367,35598449,11862438,13691592,11110203,8341302,1468912,1116175,20725857,23200611
(주)솔고바이오메디칼,043100,2019/12,16464089,21441926,51140993,56455027,11696657,15099179,8546916,11781774,15000070,18144284,30642711,33170958,29197258,33730513,15082543,17294069,11121662,8643704,1970664,1334934,20498282,23284068
(주)솔고바이오메디칼,043100,2020/12,16668134,22854034,50369591,57177491,9815210,12667880,9913924,14972808,16948204,19142435,32335683,34772050,18285628,25405172,13493810,17175207,11932589,11424824,1353249,807017,18033908,22405441
(주)솔루에타,154040,2013/12,100026225,100089278,85698055,85777169,66791843,67135051,14844377,15120879,17239735,17492194,62368440,62332923,67014348,66841003,19508178,19622809,24460534,22325154,8538147,8508467,23329615,23444245
(주)솔루에타,154040,2014/12,85524350,86199618,76893258,78021387,71464428,71957390,9621106,10011770,24652455,24778940,65574430,66655912,48881005,49882649,11006329,11052975,16747372,14395330,3700817,3700817,11318829,11365475
(주)솔루에타,154040,2015/12,69319134,69881989,89138103,89980201,47114442,47760121,9877095,10190698,23044658,23249285,75621915,76421821,56619128,57256598,12542584,12584775,16038720,13024258,4558674,4540271,13516188,13558379
(주)솔루에타,154040,2016/12,49594338,140395878,116535983,165524302,43184795,119942871,5193537,11612433,17330645,43971716,71545200,74093464,58567910,95068351,17902581,64212623,15209605,36755403,28876971,5233217,44990783,91430838
(주)솔루에타,154040,2017/12,41819776,155927912,106741137,201892913,31872309,130981421,3622286,12339759,17647544,59404887,71166537,83348317,31754961,105252246,12970243,82536205,12784121,54146182,32131524,2447026,35574600,118544596
(주)솔루에타,154040,2018/12,53215936,227297064,100580739,212054431,40517678,195767815,5614322,52907829,17753583,54252746,64575098,71330869,25247785,115676538,20960704,123798560,12711379,39064449,34840119,2682036,36005641,140723561
(주)솔루에타,154040,2019/12,56020710,256338425,94434236,185747167,44474415,218789790,3331142,26028842,20960384,60115735,63809480,70580995,28026203,98305920,17958496,97067082,8047838,45185589,28694197,2414202,30624756,115166173
(주)솔루에타,154040,2020/12,46433286,226275686,102597138,195260092,33844552,190356730,2868646,19258404,19744336,55752446,59237465,56121894,34882185,108751608,40349831,124555183,6748261,52705117,25460256,3465956,43359673,139138198
(주)솔본,035610,2010/12,3097090,126156647,112910933,192230837,893345,67316447,0,16390470,6759879,20461443,108660946,145667589,22714692,103904885,1116363,39188079,4835971,48271279,12385264,4921,4249987,46563248
(주)솔본,035610,2011/12,3462557,153949378,117034394,214110374,223573,87759605,0,19898584,7370711,25501071,113738026,148021671,24559400,119802566,680546,58594574,6179607,59290539,25044907,10538,3296369,66088703
(주)솔본,035610,2012/12,3374817,148981871,121741929,196388713,354227,83376500,0,16213498,7608864,24878917,120086448,144669842,27765933,97149676,495461,44147216,6501717,45140240,13744129,15599,1655482,51718871
(주)솔본,035610,2013/12,3161405,98530591,121766453,183393606,518939,47189175,0,5825592,7356611,19461294,120514789,152088656,29484381,88832904,210342,25168694,4816113,29755134,4860115,6674,1251664,31304950
(주)솔본,035610,2014/12,3649811,71637248,123558688,180340397,463200,31599924,0,4830180,7106208,15434719,122063497,155405865,31452737,80991818,289215,20309977,4617055,23945442,2374793,819,1495191,24934533
(주)솔본,035610,2015/12,3068815,70497413,124694561,187536391,465617,27250838,0,6787286,7001583,14968362,123193055,164086888,19844465,81621503,169162,20355222,5202116,23057698,3895739,1240,1501506,23449503
(주)솔본,035610,2016/12,3515751,79000441,132075594,191339662,465077,32597131,0,4445255,6554383,14146031,130396881,167650009,18909201,86140363,141277,20231033,4748803,23525443,4878470,395,1678713,23689654
(주)솔본,035610,2017/12,3161733,74108667,129810904,187436714,341798,34052429,0,1155644,6264582,15106488,127918136,165235118,20740508,83356055,232479,18891407,5428275,22717808,4540514,0,1892769,22201596
(주)솔본,035610,2018/12,3188052,84440587,143138690,197269651,248598,29901790,0,1072210,6084984,14188382,139486703,177619057,14108512,112020533,1780701,16381297,6368042,26850800,7083436,1430853,3651987,19650595
(주)솔본,035610,2019/12,3128570,80312073,148864010,208145441,155814,37809431,0,1549219,344303,13187848,146525885,183033541,13513099,97686123,257892,19642241,6561277,29565542,4905245,1573,2338124,25111899
(주)솔본,035610,2020/12,3540875,82039359,147914913,217808281,113405,37010456,35144,2402207,290920,13599665,144863017,185223139,15492341,105799969,594929,26856703,6177827,29891388,4834571,199705,3051896,32585142
(주)솔트룩스,304100,2020/12,19328595,21657771,64284983,64261368,0,0,0,0,1472597,1683173,58793851,58178494,41912420,43342116,5209211,5649263,3578759,3771855,1212512,1264778,5491132,6082874
(주)쇼박스,086980,2010/12,27083789,28134224,140832384,137829818,21615607,22423884,0,91916,212020,1034379,112107784,108725627,81139169,87792831,27326190,27930781,481201,584244,2270369,2188006,28724600,29104191
(주)쇼박스,086980,2011/12,48961054,50996286,137449219,128412301,47646717,49321593,0,107365,343687,1086220,108055711,100969147,81292511,83531423,28696211,26679764,3068922,3225665,2607613,2357812,29393508,27443154
(주)쇼박스,086980,2012/12,87972582,88204008,187798305,181250415,70652122,70652122,0,0,242748,242844,102876150,99489542,139695915,142340084,84380743,81219462,8170899,8170899,19576504,19576504,84922154,81760873
(주)쇼박스,086980,2013/12,106863167,108149100,168468216,167359270,92564831,92532668,0,0,166005,166052,105502015,105548763,111576824,117272817,62966201,61810507,12886631,12886631,16421154,16453316,62966201,61810507
(주)쇼박스,086980,2014/12,72013845,72002812,141413089,142394840,62260449,61976721,0,0,201398,201446,104350619,105384517,91168952,97869625,37011781,36959635,4763926,4763926,3090538,3158586,37062470,37010323
(주)쇼박스,086980,2015/12,141466695,142003138,214331992,215777686,116847748,117450483,0,0,1743965,1773719,115961842,116104961,166414196,172166261,98124260,99290828,16060189,16060189,40198870,40127043,98370150,99672725
(주)쇼박스,086980,2016/12,125931981,125931981,195169290,197190687,100575986,100578690,0,0,1522513,1524344,125595160,126223092,148024770,153285745,69303057,70342620,5698002,5698002,31591879,31591879,69574131,70967596
(주)쇼박스,086980,2017/12,102706678,102706678,201374548,203267261,82468261,82468261,0,0,1235850,1237331,138012863,138922385,158858802,160083611,62950056,63933247,11346648,11346648,27764330,27764330,63361685,64344876
(주)쇼박스,086980,2018/12,68510508,68510508,178588193,179732881,54843085,54843085,0,0,844157,844837,140553186,140710519,137375159,138401243,37691898,38679254,16821572,16821572,9170529,9170529,38035006,39022362
(주)쇼박스,086980,2019/12,78627533,78650191,165220948,165251340,67994268,68012162,0,0,474680,475099,140636250,140660326,110948743,112081167,21562843,21569158,4814801,4814801,2656511,2656511,24584698,24591014
(주)쇼박스,086980,2020/12,46686264,46799889,150430213,150454359,40139206,40156574,0,0,182803,183202,134512000,134532432,104711769,105475920,13182025,13185740,3207848,3207848,1926483,1926483,15918212,15921927
(주)수산아이앤티,050960,2016/12,16254773,,69491059,,0,,299179,,3590419,,67472227,,44793945,,1632331,,5215474,,,141841,2018831,
(주)수산아이앤티,050960,2017/12,16391345,,71373432,,0,,402077,,5436530,,70113141,,44642633,,1220291,,5069019,,,112822,1260291,
(주)수산아이앤티,050960,2018/12,16268527,,74782313,,0,,417915,,17004438,,72678075,,39882811,,2025738,,5394626,,,529029,2104238,
(주)수산아이앤티,050960,2019/12,16000356,,79531987,,0,,799286,,16323655,,76133273,,43939215,,2719241,,5094866,,,751111,3398714,
(주)수산아이앤티,050960,2020/12,18063958,22956645,84563939,93084754,0,0,1523994,2964323,16527405,28983671,80411672,81205975,29730136,32953317,3354173,10413000,5411001,6697934,1614836,823777,4152267,11878779
(주)수산중공업,017550,2010/12,98888411,109026140,83317289,95477822,69187439,73898461,20198829,27217411,21866315,30800604,54843612,59075109,44951450,56753461,27128338,34680474,19720207,18589446,9745991,9196060,28473678,36402712
(주)수산중공업,017550,2011/12,117154538,126080018,105164068,117248095,80732081,84789597,26412048,33872027,24437788,31965995,66426028,70559349,56446669,70747918,36874557,44525180,21720978,21273420,11537784,11348490,38738040,46688746
(주)수산중공업,017550,2012/12,131601743,138142660,117183994,131388961,91904088,96431445,29237428,36422586,29668155,40711975,78207983,80408284,60035128,78098956,35424440,41999574,26166369,28638825,10558935,9909854,38976011,50980676
(주)수산중공업,017550,2013/12,129070803,134241942,126840583,136006038,95549862,98892721,31645990,43318023,29475482,40672186,81503152,83143444,66068020,80017674,42511718,44508646,28679110,24625167,10600451,11397584,45337431,52862594
(주)수산중공업,017550,2014/12,104845891,114968648,121599639,133367849,78736262,85210367,31580826,40866085,27254533,38207821,86223875,89556442,59629168,80413610,33773708,41975613,24357275,24564285,7374953,7181765,35375764,43811407
(주)수산중공업,017550,2015/12,92146430,101841056,110467797,119234422,68221019,74939043,22523088,29347863,26376212,38513449,87689228,89153663,52569539,68484245,20807952,27841835,25410129,28620120,6671937,6493468,22778569,30080759
(주)수산중공업,017550,2016/12,81998385,88829912,110377976,108609516,58884240,62974572,25291177,29928480,32065203,37831678,95386905,91273051,49560242,60150139,14093688,16205026,18505361,18209078,7304167,7142519,14991071,17336465
(주)수산중공업,017550,2017/12,96842444,101949176,114599020,110463639,71565707,73446088,23264004,27974829,29942211,34695958,96854837,92407113,55244978,64829121,16012248,16101409,23327101,22901246,7892077,7908901,17744182,18056525
(주)수산중공업,017550,2018/12,80001435,84621622,175148420,204937118,61802813,63913093,22478822,56942506,29245347,68612854,96059636,98987537,48682967,100570080,28547965,49141745,18504740,33526956,10131565,3510619,79088784,105949580
(주)수산중공업,017550,2019/12,71587306,157806091,162798129,183159348,54920896,126108202,12638213,45340732,26363313,66645278,96059504,100356148,40280653,85858734,41125640,54236755,21198999,32755356,8335718,4550271,66738625,82803200
(주)수산중공업,017550,2020/12,56155266,137829699,156189236,236404221,41336609,107455160,11444167,47547069,25755697,64876526,96448537,103647033,37859096,138689650,58357643,117520143,17725462,30041698,17411095,4935063,59740699,132757189
(주)수젠텍,253840,2019/12,3845081,3845081,45489112,45420146,3838345,3838345,1394066,1394066,12592983,12609642,24398828,24319878,32500261,32582956,15815768,15825751,1200432,1200432,100154,100154,21090285,21100268
(주)수젠텍,253840,2020/12,41351848,41351848,72987655,72455407,9859313,9859313,10543027,10543027,16317786,16330930,63730570,63143338,51565838,51990447,6278450,6304406,4720070,4720070,984134,984134,9257085,9312069
(주)슈프리마,236200,2016/12,42100257,42182326,94746081,94667365,21417784,21449216,5232518,5300375,5198427,5202006,88319183,88232012,58392462,58463563,5797389,5805844,7074215,7007131,1416016,1416016,6426898,6435353
(주)슈프리마,236200,2017/12,46768748,47062107,103405578,103278676,21985362,22035814,6400619,6489807,4961505,4967613,97387776,97215019,64967552,65043851,5256357,5302212,8190902,8091354,2933777,2901017,6017802,6063657
(주)슈프리마,236200,2018/12,52145128,52757142,115721178,115891116,23977461,24154536,9167416,9272284,5416078,5428727,108696264,108646405,81763541,82152533,6261468,6481266,8249275,8236169,3389679,3334788,7024914,7244711
(주)슈프리마,236200,2019/12,71353003,72130977,149004682,148553814,24977751,25633482,12071415,12668605,5388164,5401223,137074176,136394198,87983882,88271676,11145143,11374252,11068871,10104002,2553374,2428190,11930506,12159616
(주)슈프리마,236200,2020/12,55439923,57769866,154234644,153834348,24167879,23780987,11347053,12519687,8801062,8827187,146634218,145861133,78909545,80209261,6827109,7199897,9830336,7561027,2292581,2886194,7600426,7973214
(주)슈프리마아이디,317770,2019/12,11911093,12078457,40519009,41757383,7277753,7277585,3791741,3791741,1174847,1750739,39035997,40231383,34533720,38063925,1013625,1056612,1468824,1418412,174195,174195,1483013,1526000
(주)슈프리마아이디,317770,2020/12,8238566,8381543,41902690,43444864,4757215,4737684,2707087,2726618,1139480,1701655,39952669,41399542,35404987,38834571,1578411,1673712,671084,656383,370140,372917,1950021,2045322
(주)슈프리마에이치큐,094840,2010/12,34210119,35312537,104087312,104940655,17529368,17828979,10817308,11184015,6643746,7549658,97233957,97477422,76057784,79938974,5282334,5421212,5738636,5715556,2417579,2418129,6853355,7463233
(주)슈프리마에이치큐,094840,2011/12,41692158,43398228,107114164,108769586,22723669,22924124,12687962,13129259,7828796,8614875,99162835,100078653,77851419,81901961,7515454,7728431,11151794,11434972,2845439,2845439,7951329,8690933
(주)슈프리마에이치큐,094840,2012/12,51910637,54679622,121017532,124570241,27172486,27191866,13462501,14148805,8686581,9425219,113811861,116075956,83903026,86023600,6914515,7839995,7130508,6826897,1828049,1828049,7205670,8494285
(주)슈프리마에이치큐,094840,2013/12,52123459,53884479,135715451,137401279,25832141,25954106,15115919,16258049,13326347,14030589,127316886,128455930,92190765,94238363,8252050,8555336,12985324,12871141,2390761,2390761,8398565,8945349
(주)슈프리마에이치큐,094840,2014/12,65777021,68968876,150760059,152806276,34337429,35565481,13920172,14209598,14745140,15454862,141937238,143556583,90904328,105019503,8664889,9008793,12083107,12548219,2400960,2400960,8822821,9249693
(주)슈프리마에이치큐,094840,2015/12,24890011,27483989,83434240,86559203,17088342,17427342,5441559,5572161,7588263,8272760,77544430,80349617,39543037,55450251,5889810,6022477,8644528,9297979,563338,563051,5889810,6209586
(주)슈프리마에이치큐,094840,2016/12,26724206,32115990,120282393,125210896,18552921,20052839,4314830,4663061,3166973,4363099,114202857,118326673,30912441,54188402,3416302,4216200,7483081,8083770,1443321,900556,6079536,6884223
(주)슈프리마에이치큐,094840,2017/12,18014490,28628445,121964121,129283489,12606841,18638241,1613852,4964377,2593678,5996452,117638082,122654327,33195679,54777433,1914693,4072631,5869379,8245546,2272992,975200,4326039,6629162
(주)슈프리마에이치큐,094840,2018/12,14220118,32101830,125127233,143580726,9610123,19292070,1406959,5875474,1304467,4524881,118838289,134761571,37663613,65988145,2281033,4565205,4699256,6821953,1927731,1294194,6288944,8819155
(주)슈프리마에이치큐,094840,2019/12,14008661,26159585,130716242,174441141,8663727,15941312,1895204,5686945,1547068,5835896,122835305,163742885,40350322,86277559,3844808,4610595,4727068,6257732,1580164,1405969,7880937,10698256
(주)슈프리마에이치큐,094840,2020/12,17680996,26252208,133380356,181596083,10692599,15422976,1529278,4263203,1465239,5598175,126876298,170476152,43996645,90416767,2461241,4082817,5040774,5691367,1552631,1179713,6504058,11119931
(주)슈피겐코리아,192440,2014/12,105047049,142028015,132540733,144122152,49558824,47908140,6334351,10167617,3970953,7444706,120973179,126019051,121915438,128365270,11112836,16918649,11644558,13224309,1557929,1333490,11567554,18103101
(주)슈피겐코리아,192440,2015/12,102807039,148110832,162884103,178162645,44011202,46990886,4096459,8091820,4935354,5911377,151299878,164783530,150100391,157900540,10877652,12672542,11084521,9743055,1701869,1682190,11584225,13379115
(주)슈피겐코리아,192440,2016/12,130791110,179260110,195796763,215291432,55307962,56628395,7512956,12659187,5589919,7052958,182064755,193600397,131755760,149127000,12930460,20889487,14171870,9373682,1474912,1474914,13732008,21691035
(주)슈피겐코리아,192440,2017/12,162891118,224993661,220844960,257553469,67305480,66345945,12350697,17664558,41268566,42377551,194503414,221373462,133849469,170051643,25106647,34035665,11843671,13060070,4132661,4131642,26341546,36180007
(주)슈피겐코리아,192440,2018/12,195346422,266865874,251514278,296804918,78712138,80539346,14429366,19947932,43903410,44657740,226499310,261298678,151105834,193918607,21923303,31308088,13780099,15314384,4850123,4696657,25014968,35506241
(주)슈피겐코리아,192440,2019/12,225347701,308557219,292117889,346250549,97907142,100882949,21420408,31204777,44020385,45582986,256783238,294608748,154270708,186186589,25190658,36082814,36654989,17502468,6890506,6384117,35334651,51641801
(주)슈피겐코리아,192440,2020/12,241905028,403319026,316195102,405368426,110393605,129488216,27304900,44728880,44763437,45991877,273903046,337507762,152168743,221044821,34739767,52221179,26795751,13844548,11424708,10263011,42292056,67860664
(주)스마트솔루션즈,136510,2011/12,13264302,,28490122,,6204892,,4070028,,2422876,,27478143,,24024501,,747629,,4376661,,,81793,1011979,
