,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),0,1
6581,(주)종근당바이오,63160,Dec-18,184519529,11111111.11,2.81,
6582,(주)종근당바이오,63160,Dec-19,233618184,233347513,26.61,
6583,(주)종근당홀딩스,1630,Dec-11,570853741,675483412,144.35,189.48
6584,(주)종근당홀딩스,1630,Dec-12,590982649,708019120,3.53,4.82
6585,(주)종근당홀딩스,1630,Dec-13,141264293,277523653,-76.1,-60.8
6586,(주)종근당홀딩스,1630,Dec-14,136280120,302655737,-3.53,9.06
6587,(주)종근당홀딩스,1630,Dec-15,271888580,501005739,99.51,65.54
6588,(주)종근당홀딩스,1630,Dec-16,315022666,705665535,15.86,40.85
6589,(주)종근당홀딩스,1630,Dec-17,335052535,818863626,6.36,16.04
6590,(주)종근당홀딩스,1630,Dec-18,346490425,871435736,3.41,6.42
6591,(주)종근당홀딩스,1630,Dec-19,376342710,1074739605,8.62,23.33
6592,(주)좋은사람들,33340,Dec-11,112105771,109720902,-70.21,-89.79
6593,(주)좋은사람들,33340,Dec-12,121062041,117343841,7.99,6.95
6594,(주)좋은사람들,33340,Dec-13,117321656,116700663,-3.09,-0.55
6595,(주)좋은사람들,33340,Dec-14,116474518,115434509,-0.72,-1.08
6596,(주)좋은사람들,33340,Dec-15,115420522,114251841,-0.9,-1.02
6597,(주)좋은사람들,33340,Dec-16,113052559,111375699,-2.05,-2.52
6598,(주)좋은사람들,33340,Dec-17,101661866,99097030,-10.08,-11.02
6599,(주)좋은사람들,33340,Dec-18,105336258,102858972,3.61,3.8
6600,(주)좋은사람들,33340,Dec-19,112005329,110237930,6.33,7.17
6601,(주)주연테크,44380,Dec-11,38168437,11111111.11,-65.92,-89.92
6602,(주)주연테크,44380,Dec-12,34688978,11111111.11,-9.12,
6603,(주)주연테크,44380,Dec-13,32224379,11111111.11,-7.1,
6604,(주)주연테크,44380,Dec-14,30633860,11111111.11,-4.94,
6605,(주)주연테크,44380,Dec-15,28466994,11111111.11,-7.07,
6606,(주)주연테크,44380,Dec-16,50050716,50471603,75.82,
6607,(주)주연테크,44380,Dec-17,53180600,55053384,6.25,9.08
6608,(주)주연테크,44380,Dec-18,58467036,60682697,9.94,10.23
6609,(주)주연테크,44380,Dec-19,51214333,61757553,-12.4,1.77
6610,(주)중앙디앤엠,51980,Dec-11,70732852,71131871,38.11,15.18
6611,(주)중앙디앤엠,51980,Dec-12,61973493,62644746,-12.38,-11.93
6612,(주)중앙디앤엠,51980,Dec-13,56281956,61029373,-9.18,-2.58
6613,(주)중앙디앤엠,51980,Dec-14,36414856,39723229,-35.3,-34.91
6614,(주)중앙디앤엠,51980,Dec-15,26371598,28807693,-27.58,-27.48
6615,(주)중앙디앤엠,51980,Dec-16,17797433,19389945,-32.51,-32.69
6616,(주)중앙디앤엠,51980,Dec-17,24379033,24219333,36.98,24.91
6617,(주)중앙디앤엠,51980,Dec-18,21763141,22243206,-10.73,-8.16
6618,(주)중앙디앤엠,51980,Dec-19,33330121,34959637,53.15,57.17
6619,(주)중앙백신연구소,72020,Dec-11,42408054,11111111.11,27.24,-68.22
6620,(주)중앙백신연구소,72020,Dec-12,50817284,11111111.11,19.83,
6621,(주)중앙백신연구소,72020,Dec-13,57030564,11111111.11,12.23,
6622,(주)중앙백신연구소,72020,Dec-14,60598562,11111111.11,6.26,
6623,(주)중앙백신연구소,72020,Dec-15,62102501,11111111.11,2.48,
6624,(주)중앙백신연구소,72020,Dec-16,73542680,11111111.11,18.42,
6625,(주)중앙백신연구소,72020,Dec-17,81623823,11111111.11,10.99,
6626,(주)중앙백신연구소,72020,Dec-18,96743996,11111111.11,18.52,
6627,(주)중앙백신연구소,72020,Dec-19,96567450,11111111.11,-0.18,
6628,(주)중앙에너비스,440,Sep-11,57335168,11111111.11,-40.63,0
6629,(주)중앙에너비스,440,Sep-12,57982474,11111111.11,1.13,
6630,(주)중앙에너비스,440,Sep-13,58030825,11111111.11,0.08,
6631,(주)중앙에너비스,440,Sep-14,62074618,74326412,6.97,
6632,(주)중앙에너비스,440,Dec-15,64796325,77370624,4.38,4.1
6633,(주)중앙에너비스,440,Dec-16,64566806,77535141,-0.35,0.21
6634,(주)중앙에너비스,440,Dec-17,60493562,11111111.11,-6.31,-85.67
6635,(주)중앙에너비스,440,Dec-18,58743738,11111111.11,-2.89,
6636,(주)중앙에너비스,440,Dec-19,61525322,61575390,4.74,
6637,(주)지노믹트리,228760,Dec-19,113633385,113725029,84.69,84.69
6638,(주)지누스,13890,Dec-19,468555415,755067850,,
6639,(주)지니뮤직,43610,Dec-11,27840116,11111111.11,,
6640,(주)지니뮤직,43610,Dec-12,65675123,73049967,135.9,
6641,(주)지니뮤직,43610,Dec-13,82996647,11111111.11,26.37,-84.79
6642,(주)지니뮤직,43610,Dec-14,83386241,11111111.11,0.47,
6643,(주)지니뮤직,43610,Dec-15,90517674,11111111.11,8.55,
6644,(주)지니뮤직,43610,Dec-16,110079575,11111111.11,21.61,
6645,(주)지니뮤직,43610,Dec-17,139493909,11111111.11,26.72,
6646,(주)지니뮤직,43610,Dec-18,222002409,222002409,59.15,
6647,(주)지니뮤직,43610,Dec-19,233880648,11111111.11,5.35,-95
6648,(주)지니틱스,303030,Dec-18,11111111.11,11111111.11,-95.25,0
6649,(주)지니틱스,303030,Dec-19,42753858,11111111.11,,
6650,(주)지란지교시큐리티,208350,Dec-14,11111111.11,11111111.11,-74.01,0
6651,(주)지란지교시큐리티,208350,Dec-15,11111111.11,11111111.11,,
6652,(주)지란지교시큐리티,208350,Dec-16,28133681,11111111.11,,
6653,(주)지란지교시큐리티,208350,Dec-17,45583939,68111887,62.03,
6654,(주)지란지교시큐리티,208350,Dec-18,41372752,88003510,-9.24,29.2
6655,(주)지란지교시큐리티,208350,Dec-19,49049508,98467430,18.56,11.89
6656,(주)지씨셀,144510,Dec-16,54513700,11111111.11,11.14,-88.72
6657,(주)지씨셀,144510,Dec-17,55355541,11111111.11,1.54,
6658,(주)지씨셀,144510,Dec-18,57268066,11111111.11,3.45,
6659,(주)지씨셀,144510,Dec-19,64917128,68064636,13.36,
6660,(주)지어소프트,51160,Dec-11,37910748,39302260,-41.6,-42.26
6661,(주)지어소프트,51160,Dec-12,27770238,30173046,-26.75,-23.23
6662,(주)지어소프트,51160,Dec-13,24136021,32210700,-13.09,6.75
6663,(주)지어소프트,51160,Dec-14,22296057,27814881,-7.62,-13.65
6664,(주)지어소프트,51160,Dec-15,19282385,26339511,-13.52,-5.3
6665,(주)지어소프트,51160,Dec-16,18564587,28645178,-3.72,8.75
6666,(주)지어소프트,51160,Dec-17,15843595,26928765,-14.66,-5.99
6667,(주)지어소프트,51160,Dec-18,17228984,28388611,8.74,5.42
6668,(주)지어소프트,51160,Dec-19,18839197,43117466,9.35,51.88
6669,(주)지에스,78930,Dec-11,5391715000,10424837000,28519.66,24077.76
6670,(주)지에스,78930,Dec-12,5342898000,12712426000,-0.91,21.94
6671,(주)지에스,78930,Dec-13,5380295000,12636266000,0.7,-0.6
6672,(주)지에스,78930,Dec-14,5896182000,15072770000,9.59,19.28
6673,(주)지에스,78930,Dec-15,5856373000,19023008000,-0.68,26.21
6674,(주)지에스,78930,Dec-16,5850836000,20341172000,-0.09,6.93
6675,(주)지에스,78930,Dec-17,6201620000,22003689000,6,8.17
6676,(주)지에스,78930,Dec-18,6236061000,22630978000,0.56,2.85
6677,(주)지에스,78930,Dec-19,6172968000,24739276000,-1.01,9.32
6678,(주)지에스글로벌,1250,Dec-11,632929118,1066064452,-89.75,-95.69
6679,(주)지에스글로벌,1250,Dec-12,619881934,1144032690,-2.06,7.31
6680,(주)지에스글로벌,1250,Dec-13,661014462,700315672,6.64,-38.79
6681,(주)지에스글로벌,1250,Dec-14,819193337,856611062,23.93,22.32
6682,(주)지에스글로벌,1250,Dec-15,743616327,800714753,-9.23,-6.53
6683,(주)지에스글로벌,1250,Dec-16,1023567791,1326423033,37.65,65.65
6684,(주)지에스글로벌,1250,Dec-17,1112934373,1397854513,8.73,5.39
6685,(주)지에스글로벌,1250,Dec-18,1037376749,1336006542,-6.79,-4.42
6686,(주)지에스글로벌,1250,Dec-19,889870020,1205244855,-14.22,-9.79
6687,(주)지에스리테일,7070,Dec-11,2610007918,2994028838,193.3,148.42
6688,(주)지에스리테일,7070,Dec-12,2854221503,2913810618,9.36,-2.68
6689,(주)지에스리테일,7070,Dec-13,2827722506,2880089786,-0.93,-1.16
6690,(주)지에스리테일,7070,Dec-14,2880508074,2920088717,1.87,1.39
6691,(주)지에스리테일,7070,Dec-15,3590748817,4735505772,24.66,62.17
6692,(주)지에스리테일,7070,Dec-16,3486438265,4721361657,-2.9,-0.3
6693,(주)지에스리테일,7070,Dec-17,3882471359,5092274321,11.36,7.86
6694,(주)지에스리테일,7070,Dec-18,3911090432,5098880173,0.74,0.13
6695,(주)지에스리테일,7070,Dec-19,5581930140,7049658160,42.72,38.26
6696,(주)지에스이,53050,Dec-11,114853773,11111111.11,-97.94,-99.84
6697,(주)지에스이,53050,Dec-12,119020272,11111111.11,3.63,
6698,(주)지에스이,53050,Dec-13,136042427,11111111.11,14.3,
6699,(주)지에스이,53050,Dec-14,137122506,11111111.11,0.79,
6700,(주)지에스이,53050,Dec-15,131095904,11111111.11,-4.4,
6701,(주)지에스이,53050,Dec-16,135258608,11111111.11,3.18,
6702,(주)지에스이,53050,Dec-17,145461519,11111111.11,7.54,
6703,(주)지에스이,53050,Dec-18,153465901,11111111.11,5.5,
6704,(주)지에스이,53050,Dec-19,159269231,11111111.11,3.78,
6705,(주)지엔씨에너지,119850,Dec-13,64666120,65268669,-59.4,487.42
6706,(주)지엔씨에너지,119850,Dec-14,80725643,11111111.11,24.83,-82.98
6707,(주)지엔씨에너지,119850,Dec-15,88801505,11111111.11,10,
6708,(주)지엔씨에너지,119850,Dec-16,98000593,11111111.11,10.36,
6709,(주)지엔씨에너지,119850,Dec-17,103251521,114247941,5.36,
6710,(주)지엔씨에너지,119850,Dec-18,108366448,127220630,4.95,11.35
6711,(주)지엔씨에너지,119850,Dec-19,118854145,142435514,9.68,11.96
6712,(주)지엔코,65060,Dec-11,130779595,127459878,10.03,-10.51
6713,(주)지엔코,65060,Dec-12,156295599,147669180,19.51,15.86
6714,(주)지엔코,65060,Dec-13,175725797,204520490,12.43,38.5
6715,(주)지엔코,65060,Dec-14,178514330,208043121,1.59,1.72
6716,(주)지엔코,65060,Dec-15,181414655,217321791,1.62,4.46
6717,(주)지엔코,65060,Dec-16,201571377,236652625,11.11,8.9
6718,(주)지엔코,65060,Dec-17,207595634,289551147,2.99,22.35
6719,(주)지엔코,65060,Dec-18,186917368,278885406,-9.96,-3.68
6720,(주)지엔코,65060,Dec-19,172054008,248155717,-7.95,-11.02
6721,(주)지투알,35000,Dec-11,101896930,366689626,-40.78,47.77
6722,(주)지투알,35000,Dec-12,102429927,363912590,0.52,-0.76
6723,(주)지투알,35000,Dec-13,98945423,408525165,-3.4,12.26
6724,(주)지투알,35000,Dec-14,97427105,398436358,-1.53,-2.47
6725,(주)지투알,35000,Dec-15,99879541,482838658,2.52,21.18
6726,(주)지투알,35000,Dec-16,96852015,507061896,-3.03,5.02
6727,(주)지투알,35000,Dec-17,103271138,591065990,6.63,16.57
6728,(주)지투알,35000,Dec-18,98158988,632827969,-4.95,7.07
6729,(주)지투알,35000,Dec-19,106847186,503688015,8.85,-20.41
6730,(주)지티지웰니스,219750,Dec-18,28446187,28965936,-73.38,-94.25
6731,(주)지티지웰니스,219750,Dec-19,46220807,40400462,62.49,39.48
6732,(주)진도,88790,Dec-11,179809824,180096209,289.02,345.78
6733,(주)진도,88790,Dec-12,191145339,191274512,6.3,6.21
6734,(주)진도,88790,Dec-13,184327904,183720537,-3.57,-3.95
6735,(주)진도,88790,Dec-14,157177480,156519480,-14.73,-14.81
6736,(주)진도,88790,Dec-15,151536706,150834580,-3.59,-3.63
6737,(주)진도,88790,Dec-16,148839254,149339658,-1.78,-0.99
6738,(주)진도,88790,Dec-17,157997847,158369197,6.15,6.05
6739,(주)진도,88790,Dec-18,160381849,160710502,1.51,1.48
6740,(주)진도,88790,Dec-19,144761806,145086134,-9.74,-9.72
6741,(주)진로발효,18120,Dec-11,117858520,11111111.11,-18.58,-92.34
6742,(주)진로발효,18120,Dec-12,62521841,11111111.11,-46.95,
6743,(주)진로발효,18120,Dec-13,65883156,11111111.11,5.38,
6744,(주)진로발효,18120,Dec-14,78141555,11111111.11,18.61,
6745,(주)진로발효,18120,Dec-15,91852169,11111111.11,17.55,
6746,(주)진로발효,18120,Dec-16,99213651,101067728,8.01,
6747,(주)진로발효,18120,Dec-17,105718949,107030438,6.56,5.9
6748,(주)진로발효,18120,Dec-18,114287421,115861699,8.1,8.25
6749,(주)진로발효,18120,Dec-19,89229457,91083610,-21.93,-21.39
6750,(주)진매트릭스,109820,Dec-11,20594127,22619582,-76.92,-75.17
6751,(주)진매트릭스,109820,Dec-12,18430087,20346417,-10.51,-10.05
6752,(주)진매트릭스,109820,Dec-13,17850736,19676768,-3.14,-3.29
6753,(주)진매트릭스,109820,Dec-14,15256120,17050445,-14.54,-13.35
6754,(주)진매트릭스,109820,Dec-15,19403078,20781912,27.18,21.88
6755,(주)진매트릭스,109820,Dec-16,18256890,19333902,-5.91,-6.97
6756,(주)진매트릭스,109820,Dec-17,16343467,17743477,-10.48,-8.23
6757,(주)진매트릭스,109820,Dec-18,30420878,31518643,86.13,77.64
6758,(주)진매트릭스,109820,Dec-19,28455836,11111111.11,-6.46,-64.75
6759,(주)진바이오텍,86060,Dec-11,32036251,46269250,12.58,316.42
6760,(주)진바이오텍,86060,Dec-12,31467345,45775602,-1.78,-1.07
6761,(주)진바이오텍,86060,Dec-13,30905158,48350789,-1.79,5.63
6762,(주)진바이오텍,86060,Dec-14,28976305,47342870,-6.24,-2.08
6763,(주)진바이오텍,86060,Dec-15,28789903,49210506,-0.64,3.94
6764,(주)진바이오텍,86060,Dec-16,39044261,59157362,35.62,20.21
6765,(주)진바이오텍,86060,Dec-17,38091753,59542775,-2.44,0.65
6766,(주)진바이오텍,86060,Dec-18,42313954,72627064,11.08,21.97
6767,(주)진바이오텍,86060,Dec-19,39577106,67932582,-6.47,-6.46
6768,(주)진성티이씨,36890,Dec-11,292763750,314461593,639.73,362.9
6769,(주)진성티이씨,36890,Dec-12,209627064,222332290,-28.4,-29.3
6770,(주)진성티이씨,36890,Dec-13,148622995,162791361,-29.1,-26.78
6771,(주)진성티이씨,36890,Dec-14,158397376,168134853,6.58,3.28
6772,(주)진성티이씨,36890,Dec-15,162500451,169680682,2.59,0.92
6773,(주)진성티이씨,36890,Dec-16,152113068,169234374,-6.39,-0.26
6774,(주)진성티이씨,36890,Dec-17,163332598,192429371,7.38,13.71
6775,(주)진성티이씨,36890,Dec-18,174812208,249946510,7.03,29.89
6776,(주)진성티이씨,36890,Dec-19,180904124,275526028,3.48,10.23
6777,(주)진양홀딩스,100250,Dec-11,170756820,516628401,-5.61,87.51
6778,(주)진양홀딩스,100250,Dec-12,173309461,507752899,1.49,-1.72
6779,(주)진양홀딩스,100250,Dec-13,181856232,528198182,4.93,4.03
6780,(주)진양홀딩스,100250,Dec-14,184810334,533931547,1.62,1.09
6781,(주)진양홀딩스,100250,Dec-15,184488833,536626201,-0.17,0.5
6782,(주)진양홀딩스,100250,Dec-16,182348583,554262857,-1.16,3.29
6783,(주)진양홀딩스,100250,Dec-17,188078276,552714840,3.14,-0.28
6784,(주)진양홀딩스,100250,Dec-18,237028923,496161913,26.03,-10.23
6785,(주)진양홀딩스,100250,Dec-19,237991298,513948279,0.41,3.58
6786,(주)진에어,272450,Dec-17,498274611,11111111.11,109.37,-97.84
6787,(주)진에어,272450,Dec-18,519526006,519526006,4.26,
6788,(주)진에어,272450,Dec-19,704417548,11111111.11,35.59,-97.86
6789,(주)차바이오텍,85660,Dec-11,354100256,475019670,-49.73,4175.18
6790,(주)차바이오텍,85660,Dec-12,344759724,518469960,-2.64,9.15
6791,(주)차바이오텍,85660,Dec-13,390774048,685465596,13.35,32.21
6792,(주)차바이오텍,85660,Dec-14,277390339,620884544,-29.02,-9.42
6793,(주)차바이오텍,85660,Dec-15,266667720,644831253,-3.87,3.86
6794,(주)차바이오텍,85660,Dec-16,319047337,768929187,19.64,19.25
6795,(주)차바이오텍,85660,Dec-17,297631232,785602167,-6.71,2.17
6796,(주)차바이오텍,85660,Dec-18,283636589,947531799,-4.7,20.61
6797,(주)차바이오텍,85660,Dec-19,320192650,1162923422,12.89,22.73
6798,(주)창해에탄올,4650,Dec-14,106356306,311314288,-66.78,-73.23
6799,(주)창해에탄올,4650,Dec-15,115097690,343665015,8.22,10.39
6800,(주)창해에탄올,4650,Dec-16,179370471,414543168,55.84,20.62
6801,(주)창해에탄올,4650,Dec-17,168501703,383132532,-6.06,-7.58
6802,(주)창해에탄올,4650,Dec-18,161229994,365404238,-4.32,-4.63
6803,(주)창해에탄올,4650,Dec-19,158091079,193042599,-1.95,-47.17
6804,(주)천보,278280,Dec-19,210937373,235236916,33.43,21.86
6805,(주)천일고속,650,Dec-11,54678596,11111111.11,,
6806,(주)천일고속,650,Dec-12,57227639,11111111.11,4.66,
6807,(주)천일고속,650,Dec-13,60338619,11111111.11,5.44,
6808,(주)천일고속,650,Dec-14,62273002,11111111.11,3.21,
6809,(주)천일고속,650,Dec-15,63067608,11111111.11,1.28,
6810,(주)천일고속,650,Dec-16,52541981,11111111.11,-16.69,
6811,(주)천일고속,650,Dec-17,67842442,11111111.11,29.12,
6812,(주)천일고속,650,Dec-18,80409027,11111111.11,18.52,
6813,(주)천일고속,650,Dec-19,80044782,11111111.11,-0.45,
6814,(주)체리부로,66360,Dec-17,204540574,255024663,155.53,2195.22
6815,(주)체리부로,66360,Dec-18,205008167,268293663,0.23,5.2
6816,(주)체리부로,66360,Dec-19,217017651,280388592,5.86,4.51
6817,(주)체시스,33250,Jun-11,89712000,88634838,-58.66,-68.39
6818,(주)체시스,33250,Jun-12,96400232,91725421,7.46,3.49
6819,(주)체시스,33250,Jun-13,99742857,94630897,3.47,3.17
6820,(주)체시스,33250,Jun-14,97449106,89059900,-2.3,-5.89
6821,(주)체시스,33250,Jun-15,87973696,86353573,-9.72,-3.04
6822,(주)체시스,33250,Jun-16,88371235,91063246,0.45,5.45
6823,(주)체시스,33250,Jun-17,83621431,84911532,-5.37,-6.76
6824,(주)체시스,33250,Jun-18,83336133,90966526,-0.34,7.13
6825,(주)체시스,33250,Jun-19,83088663,88630380,-0.3,-2.57
6826,(주)초록뱀미디어,47820,Dec-11,28584511,29416979,-65.6,-66.81
6827,(주)초록뱀미디어,47820,Dec-12,27255612,27916272,-4.65,-5.1
6828,(주)초록뱀미디어,47820,Dec-13,24860465,25121960,-8.79,-10.01
6829,(주)초록뱀미디어,47820,Dec-14,26785177,26896001,7.74,7.06
6830,(주)초록뱀미디어,47820,Dec-15,102352547,114401924,282.12,325.35
6831,(주)초록뱀미디어,47820,Dec-16,110227736,124196884,7.69,8.56
6832,(주)초록뱀미디어,47820,Dec-17,99133105,111076858,-10.07,-10.56
6833,(주)초록뱀미디어,47820,Dec-18,164541543,169114745,65.98,52.25
6834,(주)초록뱀미디어,47820,Dec-19,180301470,186524565,9.58,10.29
6835,(주)초록뱀이앤엠,131100,Dec-11,64111408,11111111.11,-64.44,-94.04
6836,(주)초록뱀이앤엠,131100,Dec-12,82166108,86658960,28.16,
6837,(주)초록뱀이앤엠,131100,Dec-13,95417041,101255908,16.13,16.84
6838,(주)초록뱀이앤엠,131100,Dec-14,113772085,123508200,19.24,21.98
6839,(주)초록뱀이앤엠,131100,Dec-15,93550943,102386014,-17.77,-17.1
6840,(주)초록뱀이앤엠,131100,Dec-16,51752359,51776739,-44.68,-49.43
6841,(주)초록뱀이앤엠,131100,Dec-17,30335832,30346571,-41.38,-41.39
6842,(주)초록뱀이앤엠,131100,Dec-18,52505576,52599825,73.08,73.33
6843,(주)초록뱀컴퍼니,52300,Dec-11,21489913,20287478,-59.07,-61.43
6844,(주)초록뱀컴퍼니,52300,Dec-12,30792695,50359740,43.29,148.23
6845,(주)초록뱀컴퍼니,52300,Dec-13,37831143,54730099,22.86,8.68
6846,(주)초록뱀컴퍼니,52300,Dec-14,36000120,38724966,-4.84,-29.24
6847,(주)초록뱀컴퍼니,52300,Dec-15,58149374,58338825,61.53,50.65
6848,(주)초록뱀컴퍼니,52300,Dec-16,99565125,108560831,71.22,86.09
6849,(주)초록뱀컴퍼니,52300,Dec-17,113683574,118083662,14.18,8.77
6850,(주)초록뱀컴퍼니,52300,Dec-18,148076955,153849231,30.25,30.29
6851,(주)초록뱀컴퍼니,52300,Dec-19,141477158,142431125,-4.46,-7.42
6852,(주)초록뱀헬스케어,118000,Dec-11,58089712,11111111.11,-58.94,-92.2
6853,(주)초록뱀헬스케어,118000,Dec-12,30389424,11111111.11,-47.69,
6854,(주)초록뱀헬스케어,118000,Dec-13,19814271,21967531,-34.8,
6855,(주)초록뱀헬스케어,118000,Dec-14,19121988,19672574,-3.49,-10.45
6856,(주)초록뱀헬스케어,118000,Dec-15,16844156,16405118,-11.91,-16.61
6857,(주)초록뱀헬스케어,118000,Dec-16,29456774,28844768,74.88,75.83
6858,(주)초록뱀헬스케어,118000,Dec-17,23040074,36741415,-21.78,27.38
6859,(주)초록뱀헬스케어,118000,Dec-18,49381964,61440300,114.33,67.22
6860,(주)초록뱀헬스케어,118000,Dec-19,60409225,69804708,22.33,13.61
6861,(주)칩스앤미디어,94360,Dec-13,18023644,17773546,-70.16,-74.54
6862,(주)칩스앤미디어,94360,Dec-14,19664010,19427600,9.1,9.31
6863,(주)칩스앤미디어,94360,Dec-15,27810373,27612999,41.43,42.13
6864,(주)칩스앤미디어,94360,Dec-16,31748862,31641419,14.16,14.59
6865,(주)칩스앤미디어,94360,Dec-17,29206913,29007462,-8.01,-8.32
6866,(주)칩스앤미디어,94360,Dec-18,32078719,31857435,9.83,9.82
6867,(주)칩스앤미디어,94360,Dec-19,36098846,35860269,12.53,12.56
6868,(주)카나리아바이오,16790,Dec-18,94051474,11111111.11,160.54,-69.02
6869,(주)카나리아바이오,16790,Dec-19,97377192,11111111.11,3.54,
6870,(주)카스,16920,Dec-11,104875852,105053108,7.7,845.48
6871,(주)카스,16920,Dec-12,113418622,113300349,8.15,7.85
6872,(주)카스,16920,Dec-13,114727539,117374422,1.15,3.6
6873,(주)카스,16920,Dec-14,127855414,130907852,11.44,11.53
6874,(주)카스,16920,Dec-15,126417282,129570571,-1.12,-1.02
6875,(주)카스,16920,Dec-16,120099217,121662181,-5,-6.1
6876,(주)카스,16920,Dec-17,118562088,116218525,-1.28,-4.47
6877,(주)카스,16920,Dec-18,127522433,122741403,7.56,5.61
6878,(주)카스,16920,Dec-19,130119299,129321340,2.04,5.36
6879,(주)카이노스메드,284620,Dec-18,11111111.11,11111111.11,-91.46,-91.41
6880,(주)카이노스메드,284620,Dec-19,11111111.11,11111111.11,,
6881,(주)카카오,35720,Dec-17,4956877856,6349428455,44511.9,57044.86
6882,(주)카카오,35720,Dec-18,6202838879,7959542105,25.14,25.36
6883,(주)카카오,35720,Dec-19,6484360617,8737255756,4.54,9.77
6884,(주)카프로,6380,Dec-11,887539265,11111111.11,-86.31,-99.87
6885,(주)카프로,6380,Dec-12,734636253,11111111.11,-17.23,
6886,(주)카프로,6380,Dec-13,643433406,11111111.11,-12.41,
6887,(주)카프로,6380,Dec-14,498408333,11111111.11,-22.54,
6888,(주)카프로,6380,Dec-15,437356251,11111111.11,-12.25,
6889,(주)카프로,6380,Dec-16,473850324,11111111.11,8.34,
6890,(주)카프로,6380,Dec-17,462168690,11111111.11,-2.47,
6891,(주)카프로,6380,Dec-18,433099364,11111111.11,-6.29,
6892,(주)카프로,6380,Dec-19,364396473,11111111.11,-15.86,
6893,(주)캐리소프트,317530,Dec-19,21784622,21133741,-94.02,90.2
6894,(주)캐스텍코리아,71850,Dec-14,184624822,208916770,,
6895,(주)캐스텍코리아,71850,Dec-15,203901458,229525463,10.44,9.86
6896,(주)캐스텍코리아,71850,Dec-16,217766044,243371092,6.8,6.03
6897,(주)캐스텍코리아,71850,Dec-17,238562123,261098687,9.55,7.28
6898,(주)캐스텍코리아,71850,Dec-18,258107077,290374346,8.19,11.21
6899,(주)캐스텍코리아,71850,Dec-19,259233643,292991021,0.44,0.9
6900,(주)캠시스,50110,Dec-11,128586068,124662007,-50.4,-57.45
6901,(주)캠시스,50110,Dec-12,160450806,158755302,24.78,27.35
6902,(주)캠시스,50110,Dec-13,220680014,225439735,37.54,42
6903,(주)캠시스,50110,Dec-14,217365315,243011788,-1.5,7.79
6904,(주)캠시스,50110,Dec-15,232832371,258329414,7.12,6.3
6905,(주)캠시스,50110,Dec-16,246285543,255517072,5.78,-1.09
6906,(주)캠시스,50110,Dec-17,216896457,256174816,-11.93,0.26
6907,(주)캠시스,50110,Dec-18,233595526,323293107,7.7,26.2
6908,(주)캠시스,50110,Dec-19,318210958,432593959,36.22,33.81
6909,(주)컴투스,78340,Dec-11,77084061,75253802,-75.78,-82.6
6910,(주)컴투스,78340,Dec-12,101153193,100424365,31.22,33.45
6911,(주)컴투스,78340,Dec-13,119553679,118273996,18.19,17.77
6912,(주)컴투스,78340,Dec-14,248982434,249689387,108.26,111.11
6913,(주)컴투스,78340,Dec-15,579284560,582147905,132.66,133.15
6914,(주)컴투스,78340,Dec-16,706449728,711986084,21.95,22.3
6915,(주)컴투스,78340,Dec-17,830072450,838310852,17.5,17.74
6916,(주)컴투스,78340,Dec-18,901686976,909300696,8.63,8.47
6917,(주)컴투스,78340,Dec-19,993733892,1004978011,10.21,10.52
6918,(주)컴투스홀딩스,63080,Dec-11,77557375,77893415,-92.2,-92.25
6919,(주)컴투스홀딩스,63080,Dec-12,97041540,99383970,25.12,27.59
6920,(주)컴투스홀딩스,63080,Dec-13,175060338,179245827,80.4,80.36
6921,(주)컴투스홀딩스,63080,Dec-14,207446045,226440965,18.5,26.33
6922,(주)컴투스홀딩스,63080,Dec-15,287623306,331942511,38.65,46.59
6923,(주)컴투스홀딩스,63080,Dec-16,231075450,327582214,-19.66,-1.31
6924,(주)컴투스홀딩스,63080,Dec-17,206670519,338029216,-10.56,3.19
6925,(주)컴투스홀딩스,63080,Dec-18,182377281,354106374,-11.75,4.76
6926,(주)컴투스홀딩스,63080,Dec-19,198900359,399323374,9.06,12.77
6927,(주)케스피온,79190,Dec-11,63483087,66510911,-68.08,-83.34
6928,(주)케스피온,79190,Dec-12,72482157,77206051,14.18,16.08
6929,(주)케스피온,79190,Dec-13,92444485,11111111.11,27.54,-85.61
6930,(주)케스피온,79190,Dec-14,98089191,105448478,6.11,
6931,(주)케스피온,79190,Dec-15,96604732,106282803,-1.51,0.79
6932,(주)케스피온,79190,Dec-16,97760408,107043378,1.2,0.72
6933,(주)케스피온,79190,Dec-17,107131238,110999149,9.59,3.7
6934,(주)케스피온,79190,Dec-18,79682458,87298957,-25.62,-21.35
6935,(주)케스피온,79190,Dec-19,53059247,49571438,-33.41,-43.22
6936,(주)케어랩스,263700,Dec-18,116800344,124608857,120.13,151.37
6937,(주)케어랩스,263700,Dec-19,118810469,127113197,1.72,2.01
6938,(주)케어젠,214370,Dec-15,249422702,11111111.11,109.93,-91.26
6939,(주)케어젠,214370,Dec-16,226036810,230681995,-9.38,
6940,(주)케어젠,214370,Dec-17,218425390,221822603,-3.37,-3.84
6941,(주)케어젠,214370,Dec-18,218845344,218938148,0.19,-1.3
6942,(주)케어젠,214370,Dec-19,231762639,231847041,5.9,5.9
6943,(주)케이비지,318000,Dec-19,28156723,11111111.11,-87.85,-95.21
