,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),0,1
1495,(주)디엠에스,68790,Dec-11,378853702,391440928,4.97,-57.07
1496,(주)디엠에스,68790,Dec-12,272082817,282264095,-28.18,-27.89
1497,(주)디엠에스,68790,Dec-13,275054652,274795973,1.09,-2.65
1498,(주)디엠에스,68790,Dec-14,220374639,219824413,-19.88,-20
1499,(주)디엠에스,68790,Dec-15,259003996,232026296,17.53,5.55
1500,(주)디엠에스,68790,Dec-16,272128823,268333602,5.07,15.65
1501,(주)디엠에스,68790,Dec-17,279263248,298505200,2.62,11.24
1502,(주)디엠에스,68790,Dec-18,315609965,317314698,13.02,6.3
1503,(주)디엠에스,68790,Dec-19,298807052,302514624,-5.32,-4.66
1504,(주)디오,39840,Dec-11,111209461,109537364,-62.78,-63.79
1505,(주)디오,39840,Dec-12,101620701,102649079,-8.62,-6.29
1506,(주)디오,39840,Dec-13,104665584,108103126,3,5.31
1507,(주)디오,39840,Dec-14,117123113,119379483,11.9,10.43
1508,(주)디오,39840,Dec-15,119107829,122341140,1.69,2.48
1509,(주)디오,39840,Dec-16,141500427,150348958,18.8,22.89
1510,(주)디오,39840,Dec-17,168212064,175686046,18.88,16.85
1511,(주)디오,39840,Dec-18,199605860,225306865,18.66,28.24
1512,(주)디오,39840,Dec-19,240173065,273185095,20.32,21.25
1513,(주)디와이디,219550,Dec-15,11111111.11,11111111.11,-95.37,-95.93
1514,(주)디와이디,219550,Dec-16,11111111.11,11111111.11,,
1515,(주)디와이디,219550,Dec-17,44552922,11111111.11,,
1516,(주)디와이디,219550,Dec-18,32003160,11111111.11,-28.17,
1517,(주)디와이디,219550,Dec-19,50541095,52229060,57.93,
1518,(주)디이엔티,79810,Dec-11,32536666,11111111.11,-35.62,-78.73
1519,(주)디이엔티,79810,Dec-12,31971403,11111111.11,-1.74,
1520,(주)디이엔티,79810,Dec-13,28940330,11111111.11,-9.48,
1521,(주)디이엔티,79810,Dec-14,25356149,25367987,-12.38,
1522,(주)디이엔티,79810,Dec-15,41173748,41210195,62.38,62.45
1523,(주)디이엔티,79810,Dec-16,57236122,60570508,39.01,46.98
1524,(주)디이엔티,79810,Dec-17,72592259,74466203,26.83,22.94
1525,(주)디이엔티,79810,Dec-18,59770841,60037161,-17.66,-19.38
1526,(주)디이엔티,79810,Dec-19,45872808,46017809,-23.25,-23.35
1527,(주)디지아이,43360,Dec-11,58848624,11111111.11,28.29,-75.85
1528,(주)디지아이,43360,Dec-12,60169523,11111111.11,2.24,
1529,(주)디지아이,43360,Dec-13,56859808,11111111.11,-5.5,
1530,(주)디지아이,43360,Dec-14,56419306,56474813,-0.77,
1531,(주)디지아이,43360,Dec-15,56331544,11111111.11,-0.16,-80.33
1532,(주)디지아이,43360,Dec-16,52581072,11111111.11,-6.66,
1533,(주)디지아이,43360,Dec-17,52592359,11111111.11,0.02,
1534,(주)디지아이,43360,Dec-18,51376874,11111111.11,-2.31,
1535,(주)디지아이,43360,Dec-19,48781971,11111111.11,-5.05,
1536,(주)디지캡,197140,Dec-18,36931541,11111111.11,-24.29,0
1537,(주)디지캡,197140,Dec-19,44358090,48772866,20.11,
1538,(주)디지털대성,68930,Dec-11,55244445,11111111.11,24.54,-77.22
1539,(주)디지털대성,68930,Dec-12,59526397,11111111.11,7.75,
1540,(주)디지털대성,68930,Dec-13,60604564,11111111.11,1.81,
1541,(주)디지털대성,68930,Dec-14,67365183,11111111.11,11.16,
1542,(주)디지털대성,68930,Dec-15,69231483,92348076,2.77,
1543,(주)디지털대성,68930,Dec-16,71923766,94624662,3.89,2.47
1544,(주)디지털대성,68930,Dec-17,78562730,104580458,9.23,10.52
1545,(주)디지털대성,68930,Dec-18,81628015,112212180,3.9,7.3
1546,(주)디지털대성,68930,Dec-19,105405415,142456542,29.13,26.95
1547,(주)디지틀조선일보,33130,Dec-11,58589814,59873535,-44.41,-57.97
1548,(주)디지틀조선일보,33130,Dec-12,57672004,58853908,-1.57,-1.7
1549,(주)디지틀조선일보,33130,Dec-13,61005891,62129048,5.78,5.56
1550,(주)디지틀조선일보,33130,Dec-14,63969224,64850887,4.86,4.38
1551,(주)디지틀조선일보,33130,Dec-15,68633920,69655251,7.29,7.41
1552,(주)디지틀조선일보,33130,Dec-16,70567595,71806142,2.82,3.09
1553,(주)디지틀조선일보,33130,Dec-17,75198925,77156024,6.56,7.45
1554,(주)디지틀조선일보,33130,Dec-18,78720247,80641711,4.68,4.52
1555,(주)디지틀조선일보,33130,Dec-19,83541339,85853679,6.12,6.46
1556,(주)디케이앤디,263020,Dec-18,47506780,59022016,-43.13,-31.25
1557,(주)디케이앤디,263020,Dec-19,50222361,62104312,5.72,5.22
1558,(주)디케이티,290550,Dec-18,42660575,71808049,-15.06,15.62
1559,(주)디케이티,290550,Dec-19,55467020,114499310,30.02,59.45
1560,(주)디티앤씨,187220,Dec-14,81216845,11111111.11,46.42,-90.3
1561,(주)디티앤씨,187220,Dec-15,90355907,93537372,11.25,
1562,(주)디티앤씨,187220,Dec-16,107138283,110710051,18.57,18.36
1563,(주)디티앤씨,187220,Dec-17,117565979,122555588,9.73,10.7
1564,(주)디티앤씨,187220,Dec-18,145280267,151417364,23.57,23.55
1565,(주)디티앤씨,187220,Dec-19,150900605,179838735,3.87,18.77
1566,(주)딜리,131180,Dec-11,45021787,44767009,-70.16,-75.11
1567,(주)딜리,131180,Dec-12,47994457,48117303,6.6,7.48
1568,(주)딜리,131180,Dec-13,49937004,50035462,4.05,3.99
1569,(주)딜리,131180,Dec-14,52908490,52213496,5.95,4.35
1570,(주)딜리,131180,Dec-15,61275232,60639249,15.81,16.14
1571,(주)딜리,131180,Dec-16,58245639,58262673,-4.94,-3.92
1572,(주)딜리,131180,Dec-17,60965719,61374023,4.67,5.34
1573,(주)딜리,131180,Dec-18,61437563,62045838,0.77,1.09
1574,(주)딜리,131180,Dec-19,64733432,63808112,5.36,2.84
1575,(주)라닉스,317120,Dec-19,20394753,11111111.11,-68.49,-82.59
1576,(주)라온테크,232680,Dec-15,11111111.11,11111111.11,,
1577,(주)라온테크,232680,Dec-16,11111111.11,11111111.11,,
1578,(주)라온테크,232680,Dec-17,11111111.11,11111111.11,,
1579,(주)라온테크,232680,Dec-18,23413815,11111111.11,,
1580,(주)라온테크,232680,Dec-19,18754930,11111111.11,-19.9,
1581,(주)라이온켐텍,171120,Dec-13,83621048,11111111.11,345.86,0
1582,(주)라이온켐텍,171120,Dec-14,87924948,11111111.11,5.15,
1583,(주)라이온켐텍,171120,Dec-15,111434966,11111111.11,26.74,
1584,(주)라이온켐텍,171120,Dec-16,127479260,11111111.11,14.4,
1585,(주)라이온켐텍,171120,Dec-17,125271867,11111111.11,-1.73,
1586,(주)라이온켐텍,171120,Dec-18,133717907,11111111.11,6.74,
1587,(주)라이온켐텍,171120,Dec-19,132849020,11111111.11,-0.65,
1588,(주)라이트론,69540,Dec-11,38937225,38950287,-70.69,250.55
1589,(주)라이트론,69540,Dec-12,48732387,48365400,25.16,24.17
1590,(주)라이트론,69540,Dec-13,51697685,52242226,6.08,8.02
1591,(주)라이트론,69540,Dec-14,53583992,54242132,3.65,3.83
1592,(주)라이트론,69540,Dec-15,45519304,45872774,-15.05,-15.43
1593,(주)라이트론,69540,Dec-16,63163891,60922124,38.76,32.81
1594,(주)라이트론,69540,Dec-17,76844123,75473002,21.66,23.88
1595,(주)라이트론,69540,Dec-18,88414114,88978622,15.06,17.89
1596,(주)라이트론,69540,Dec-19,78824641,79429657,-10.85,-10.73
1597,(주)라파스,214260,Dec-19,59373198,62884817,-24.68,-20.83
1598,(주)락앤락,115390,Dec-11,626121567,721424627,,
1599,(주)락앤락,115390,Dec-12,645153134,757905434,3.04,5.06
1600,(주)락앤락,115390,Dec-13,651757636,796956602,1.02,5.15
1601,(주)락앤락,115390,Dec-14,640001349,795747542,-1.8,-0.15
1602,(주)락앤락,115390,Dec-15,616692578,756469839,-3.64,-4.94
1603,(주)락앤락,115390,Dec-16,625718772,750896978,1.46,-0.74
1604,(주)락앤락,115390,Dec-17,634355406,724665258,1.38,-3.49
1605,(주)락앤락,115390,Dec-18,616426328,739351255,-2.83,2.03
1606,(주)락앤락,115390,Dec-19,669021285,799933632,8.53,8.19
1607,(주)랩지노믹스,84650,Dec-14,31094580,11111111.11,-95.35,-98.61
1608,(주)랩지노믹스,84650,Dec-15,31687234,11111111.11,1.91,
1609,(주)랩지노믹스,84650,Dec-16,43212023,11111111.11,36.37,
1610,(주)랩지노믹스,84650,Dec-17,39868778,11111111.11,-7.74,
1611,(주)랩지노믹스,84650,Dec-18,47094426,11111111.11,18.12,
1612,(주)랩지노믹스,84650,Dec-19,49477979,11111111.11,5.06,
1613,(주)러셀,217500,Dec-15,11111111.11,11111111.11,-77.54,0
1614,(주)러셀,217500,Dec-16,11111111.11,11111111.11,,
1615,(주)러셀,217500,Dec-17,11111111.11,11111111.11,,
1616,(주)러셀,217500,Dec-18,42193435,11111111.11,,
1617,(주)러셀,217500,Dec-19,45280733,11111111.11,7.32,
1618,(주)레고켐바이오사이언스,141080,Dec-13,23154314,11111111.11,-48.86,0
1619,(주)레고켐바이오사이언스,141080,Dec-14,33755229,11111111.11,45.78,
1620,(주)레고켐바이오사이언스,141080,Dec-15,68320012,68440364,102.4,
1621,(주)레고켐바이오사이언스,141080,Dec-16,89862933,89550609,31.53,30.84
1622,(주)레고켐바이오사이언스,141080,Dec-17,85098150,82238442,-5.3,-8.17
1623,(주)레고켐바이오사이언스,141080,Dec-18,121702723,121686284,43.01,47.97
1624,(주)레고켐바이오사이언스,141080,Dec-19,144197435,141477453,18.48,16.26
1625,(주)레드로버,60300,Dec-11,46475128,11111111.11,-67.77,-92.15
1626,(주)레드로버,60300,Dec-12,63513399,11111111.11,36.66,
1627,(주)레드로버,60300,Dec-13,96324197,11111111.11,51.66,
1628,(주)레드로버,60300,Dec-14,91478352,11111111.11,-5.03,
1629,(주)레드로버,60300,Dec-15,119861832,118158443,31.03,
1630,(주)레드로버,60300,Dec-16,167748915,165024991,39.95,39.66
1631,(주)레드로버,60300,Dec-17,169236863,163349500,0.89,-1.02
1632,(주)레드로버,60300,Dec-18,121197575,113883154,-28.39,-30.28
1633,(주)레드로버,60300,Dec-19,31639933,28775240,-73.89,-74.73
1634,(주)레드캡투어,38390,Dec-11,224876645,225527516,610.74,683.76
1635,(주)레드캡투어,38390,Dec-12,223973582,225083716,-0.4,-0.2
1636,(주)레드캡투어,38390,Dec-13,254045972,254911194,13.43,13.25
1637,(주)레드캡투어,38390,Dec-14,318609730,319502391,25.41,25.34
1638,(주)레드캡투어,38390,Dec-15,377926676,378644568,18.62,18.51
1639,(주)레드캡투어,38390,Dec-16,418126167,418756635,10.64,10.59
1640,(주)레드캡투어,38390,Dec-17,448102058,448479567,7.17,7.1
1641,(주)레드캡투어,38390,Dec-18,389150486,389327984,-13.16,-13.19
1642,(주)레드캡투어,38390,Dec-19,414139245,416661455,6.42,7.02
1643,(주)레이,228670,Dec-19,78072723,76656974,-81.15,-81.6
1644,(주)레이언스,228850,Dec-16,188528667,190357988,,
1645,(주)레이언스,228850,Dec-17,194500122,196450492,3.17,3.2
1646,(주)레이언스,228850,Dec-18,201078003,201132165,3.38,2.38
1647,(주)레이언스,228850,Dec-19,218601038,232073460,8.71,15.38
1648,(주)레이크머티리얼즈,281740,Dec-17,11111111.11,11111111.11,-94.92,-95.21
1649,(주)레이크머티리얼즈,281740,Dec-18,11111111.11,11111111.11,,
1650,(주)레이크머티리얼즈,281740,Dec-19,11111111.11,11111111.11,,
1651,(주)로보로보,215100,Dec-15,11111111.11,11111111.11,0,0
1652,(주)로보로보,215100,Dec-16,11111111.11,11111111.11,,
1653,(주)로보로보,215100,Dec-17,24307583,24459706,,
1654,(주)로보로보,215100,Dec-18,26399244,26659082,8.6,8.99
1655,(주)로보로보,215100,Dec-19,26281613,27198177,-0.45,2.02
1656,(주)로보스타,90360,Dec-11,66976985,68898164,154.84,153.32
1657,(주)로보스타,90360,Dec-12,65861792,67418166,-1.67,-2.15
1658,(주)로보스타,90360,Dec-13,77677879,82794410,17.94,22.81
1659,(주)로보스타,90360,Dec-14,73998627,78663280,-4.74,-4.99
1660,(주)로보스타,90360,Dec-15,99882632,103310431,34.98,31.33
1661,(주)로보스타,90360,Dec-16,134251674,133973844,34.41,29.68
1662,(주)로보스타,90360,Dec-17,130429155,130234776,-2.85,-2.79
1663,(주)로보스타,90360,Dec-18,170121317,171513401,30.43,31.7
1664,(주)로보스타,90360,Dec-19,165443587,166636026,-2.75,-2.84
1665,(주)로보티즈,108490,Dec-18,69268824,68826000,-58.13,-58.7
1666,(주)로보티즈,108490,Dec-19,64609259,64669054,-6.73,-6.04
1667,(주)로지시스,67730,Dec-15,21842317,11111111.11,-66.19,-82.82
1668,(주)로지시스,67730,Dec-16,24105605,11111111.11,10.36,
1669,(주)로지시스,67730,Dec-17,26178335,11111111.11,8.6,
1670,(주)로지시스,67730,Dec-18,25946301,11111111.11,-0.89,
1671,(주)로지시스,67730,Dec-19,24235178,11111111.11,-6.59,
1672,(주)루멘스,38060,Dec-11,244849722,260588770,910.31,2245.3
1673,(주)루멘스,38060,Dec-12,288493069,304151546,17.82,16.72
1674,(주)루멘스,38060,Dec-13,324086797,334280773,12.34,9.91
1675,(주)루멘스,38060,Dec-14,329402719,352461578,1.64,5.44
1676,(주)루멘스,38060,Dec-15,328052843,339995984,-0.41,-3.54
1677,(주)루멘스,38060,Dec-16,321391377,349895917,-2.03,2.91
1678,(주)루멘스,38060,Dec-17,288489412,345508438,-10.24,-1.25
1679,(주)루멘스,38060,Dec-18,260067981,332871975,-9.85,-3.66
1680,(주)루멘스,38060,Dec-19,193665426,278451657,-25.53,-16.35
1681,(주)루트로닉,85370,Dec-11,63119706,56785202,-67.41,-79.61
1682,(주)루트로닉,85370,Dec-12,75284062,67970532,19.27,19.7
1683,(주)루트로닉,85370,Dec-13,79289616,72807901,5.32,7.12
1684,(주)루트로닉,85370,Dec-14,90540877,80469950,14.19,10.52
1685,(주)루트로닉,85370,Dec-15,139641753,129492566,54.23,60.92
1686,(주)루트로닉,85370,Dec-16,208448420,191711949,49.27,48.05
1687,(주)루트로닉,85370,Dec-17,224189287,196722409,7.55,2.61
1688,(주)루트로닉,85370,Dec-18,255253852,215363142,13.86,9.48
1689,(주)루트로닉,85370,Dec-19,256299189,208199454,0.41,-3.33
1690,(주)룽투코리아,60240,Dec-11,23582969,23433247,-90.8,-88.74
1691,(주)룽투코리아,60240,Dec-12,23156073,24405970,-1.81,4.15
1692,(주)룽투코리아,60240,Dec-13,17591236,18412083,-24.03,-24.56
1693,(주)룽투코리아,60240,Dec-14,18052815,18316686,2.62,-0.52
1694,(주)룽투코리아,60240,Dec-15,72256347,99571250,300.25,443.61
1695,(주)룽투코리아,60240,Dec-16,81001784,125601280,12.1,26.14
1696,(주)룽투코리아,60240,Dec-17,72204107,120692100,-10.86,-3.91
1697,(주)룽투코리아,60240,Dec-18,71287141,77373851,-1.27,-35.89
1698,(주)룽투코리아,60240,Dec-19,83842780,79352267,17.61,2.56
1699,(주)리노스,39980,Dec-11,57724424,11111111.11,-31.15,-86
1700,(주)리노스,39980,Dec-12,76326479,11111111.11,32.23,
1701,(주)리노스,39980,Dec-13,63997785,11111111.11,-16.15,
1702,(주)리노스,39980,Dec-14,76330987,85917224,19.27,
1703,(주)리노스,39980,Dec-15,98775454,11111111.11,29.4,-87.07
1704,(주)리노스,39980,Dec-16,102768562,105085937,4.04,
1705,(주)리노스,39980,Dec-17,93269948,96505003,-9.24,-8.17
1706,(주)리노스,39980,Dec-18,93254700,94263721,-0.02,-2.32
1707,(주)리노스,39980,Dec-19,111255505,111913032,19.3,18.72
1708,(주)리더스코스메틱,16100,Dec-11,69287959,11111111.11,-37.72,-90.07
1709,(주)리더스코스메틱,16100,Dec-12,70148951,11111111.11,1.24,
1710,(주)리더스코스메틱,16100,Dec-13,73573640,75168168,4.88,
1711,(주)리더스코스메틱,16100,Dec-14,90024019,97019630,22.36,29.07
1712,(주)리더스코스메틱,16100,Dec-15,149938041,180865056,66.55,86.42
1713,(주)리더스코스메틱,16100,Dec-16,148708835,190623989,-0.82,5.4
1714,(주)리더스코스메틱,16100,Dec-17,153437506,192932507,3.18,1.21
1715,(주)리더스코스메틱,16100,Dec-18,132884280,164066898,-13.4,-14.96
1716,(주)리더스코스메틱,16100,Dec-19,96062249,132912018,-27.71,-18.99
1717,(주)리드,197210,Dec-15,27209517,27191609,-71.68,-79.54
1718,(주)리드,197210,Dec-16,51607865,51608773,89.67,89.8
1719,(주)리드,197210,Dec-17,42703334,42703334,-17.25,-17.26
1720,(주)리드,197210,Dec-18,103163535,107402923,141.58,151.51
1721,(주)리드,197210,Dec-19,29915769,31046019,-71,-71.09
1722,(주)리드코프,12700,Dec-11,332913155,359755978,1012.84,1058.78
1723,(주)리드코프,12700,Dec-12,395635973,466042990,18.84,29.54
1724,(주)리드코프,12700,Dec-13,435326486,511249333,10.03,9.7
1725,(주)리드코프,12700,Dec-14,515990780,639665162,18.53,25.12
1726,(주)리드코프,12700,Dec-15,608616559,779423691,17.95,21.85
1727,(주)리드코프,12700,Dec-16,706756276,946103864,16.13,21.39
1728,(주)리드코프,12700,Dec-17,832754856,1114804846,17.83,17.83
1729,(주)리드코프,12700,Dec-18,869237783,1140659526,4.38,2.32
1730,(주)리드코프,12700,Dec-19,783735694,1036734077,-9.84,-9.11
1731,(주)리메드,302550,Dec-19,34945709,11111111.11,-95.54,-98.93
1732,(주)링네트,42500,Dec-11,54558440,54951707,,
1733,(주)링네트,42500,Dec-12,61521955,61800568,12.76,12.46
1734,(주)링네트,42500,Dec-13,67996214,68444239,10.52,10.75
1735,(주)링네트,42500,Dec-14,75442436,76216564,10.95,11.36
1736,(주)링네트,42500,Dec-15,78711586,79689730,4.33,4.56
1737,(주)링네트,42500,Dec-16,86387215,87307939,9.75,9.56
1738,(주)링네트,42500,Dec-17,83996149,85250503,-2.77,-2.36
1739,(주)링네트,42500,Dec-18,90204287,92659133,7.39,8.69
1740,(주)링네트,42500,Dec-19,92992208,94447962,3.09,1.93
1741,(주)링크제니시스,219420,Dec-18,35310621,36098619,-62.03,-61.78
1742,(주)링크제니시스,219420,Dec-19,36987003,37630382,4.75,4.24
1743,(주)마니커,27740,Dec-11,241508743,281438687,552.96,647.9
1744,(주)마니커,27740,Dec-12,227524009,291897548,-5.79,3.72
1745,(주)마니커,27740,Dec-13,223435840,291282318,-1.8,-0.21
1746,(주)마니커,27740,Dec-14,198589659,226081037,-11.12,-22.38
1747,(주)마니커,27740,Dec-15,194617943,222831034,-2,-1.44
1748,(주)마니커,27740,Dec-16,177691806,211971928,-8.7,-4.87
1749,(주)마니커,27740,Dec-17,221812968,251698380,24.83,18.74
1750,(주)마니커,27740,Dec-18,191331707,193296432,-13.74,-23.2
1751,(주)마니커,27740,Dec-19,179600660,183165054,-6.13,-5.24
1752,(주)마니커에프앤지,195500,Dec-19,58497680,11111111.11,-67.43,-93.93
1753,(주)마이크로디지탈,305090,Dec-19,23210224,11111111.11,,
1754,(주)마이크로컨텍솔루션,98120,Dec-11,26367843,11111111.11,,
1755,(주)마이크로컨텍솔루션,98120,Dec-12,31347726,31342853,18.89,
1756,(주)마이크로컨텍솔루션,98120,Dec-13,36655352,38071841,16.93,21.47
1757,(주)마이크로컨텍솔루션,98120,Dec-14,47940405,48654440,30.79,27.8
1758,(주)마이크로컨텍솔루션,98120,Dec-15,47974438,48093349,0.07,-1.15
1759,(주)마이크로컨텍솔루션,98120,Dec-16,46358672,44740847,-3.37,-6.97
1760,(주)마이크로컨텍솔루션,98120,Dec-17,40781110,41284657,-12.03,-7.72
1761,(주)마이크로컨텍솔루션,98120,Dec-18,35729442,35818677,-12.39,-13.24
1762,(주)마이크로컨텍솔루션,98120,Dec-19,37280225,37413850,4.34,4.45
1763,(주)마이크로프랜드,147760,Dec-16,55246728,11111111.11,48.19,-70.3
1764,(주)마이크로프랜드,147760,Dec-17,56111035,11111111.11,1.56,
1765,(주)마이크로프랜드,147760,Dec-18,61725040,11111111.11,10.01,
1766,(주)마이크로프랜드,147760,Dec-19,58240307,11111111.11,-5.65,
1767,(주)마크로젠,38290,Dec-11,56873287,57754199,-2.35,419.79
1768,(주)마크로젠,38290,Dec-12,81706701,82120144,43.66,42.19
1769,(주)마크로젠,38290,Dec-13,89625114,87712076,9.69,6.81
1770,(주)마크로젠,38290,Dec-14,115469639,116178509,28.84,32.45
1771,(주)마크로젠,38290,Dec-15,128538003,134311130,11.32,15.61
1772,(주)마크로젠,38290,Dec-16,142238766,159523111,10.66,18.77
1773,(주)마크로젠,38290,Dec-17,167216803,178707402,17.56,12.03
1774,(주)마크로젠,38290,Dec-18,173294361,180415939,3.63,0.96
1775,(주)마크로젠,38290,Dec-19,215583180,225531446,24.4,25.01
1776,(주)만도,204320,Dec-14,2695847547,3846455495,1150.49,1605.51
1777,(주)만도,204320,Dec-15,2756020643,4159811032,2.23,8.15
1778,(주)만도,204320,Dec-16,2810428675,4464352802,1.97,7.32
1779,(주)만도,204320,Dec-17,2709747615,4451024579,-3.58,-0.3
1780,(주)만도,204320,Dec-18,2714015575,4437275124,0.16,-0.31
1781,(주)만도,204320,Dec-19,2806053322,4595620752,3.39,3.57
1782,(주)매직마이크로,127160,Dec-15,79922509,94090170,-97.15,-97.95
1783,(주)매직마이크로,127160,Dec-16,75398103,95243648,-5.66,1.23
1784,(주)매직마이크로,127160,Dec-17,82455752,92684328,9.36,-2.69
1785,(주)매직마이크로,127160,Dec-18,138617436,139584364,68.11,50.6
1786,(주)매직마이크로,127160,Dec-19,121574113,128970686,-12.3,-7.6
1787,(주)매커스,93520,Dec-11,37207753,35751624,-69.4,-72.28
1788,(주)매커스,93520,Dec-12,52692001,51334756,41.62,43.59
1789,(주)매커스,93520,Dec-13,61651465,60516645,17,17.89
1790,(주)매커스,93520,Dec-14,63178407,62102997,2.48,2.62
1791,(주)매커스,93520,Dec-15,79392262,79015516,25.66,27.23
1792,(주)매커스,93520,Dec-16,82273920,80310030,3.63,1.64
1793,(주)매커스,93520,Dec-17,83719033,84880295,1.76,5.69
1794,(주)매커스,93520,Dec-18,85519934,87116654,2.15,2.63
1795,(주)매커스,93520,Dec-19,100464022,101122964,17.47,16.08
1796,(주)머큐리,100590,Dec-18,92783500,11111111.11,-7.65,-89.01
1797,(주)머큐리,100590,Dec-19,105086804,11111111.11,13.26,
1798,(주)멀티캠퍼스,67280,Dec-11,92747740,11111111.11,-11.74,0
1799,(주)멀티캠퍼스,67280,Dec-12,94769199,100887428,2.18,
1800,(주)멀티캠퍼스,67280,Dec-13,125655976,131865485,32.59,30.71
1801,(주)멀티캠퍼스,67280,Dec-14,134915672,140569824,7.37,6.6
1802,(주)멀티캠퍼스,67280,Dec-15,83258772,90882280,-38.29,-35.35
1803,(주)멀티캠퍼스,67280,Dec-16,100654367,108376665,20.89,19.25
1804,(주)멀티캠퍼스,67280,Dec-17,110800922,116933657,10.08,7.9
1805,(주)멀티캠퍼스,67280,Dec-18,135548993,143682541,22.34,22.88
1806,(주)멀티캠퍼스,67280,Dec-19,192260153,204059370,41.84,42.02
1807,(주)메드팩토,235980,Dec-19,80699693,11111111.11,-58.03,-94.55
1808,(주)메디아나,41920,Dec-14,37520424,37022568,,
1809,(주)메디아나,41920,Dec-15,44525642,44440742,18.67,20.04
1810,(주)메디아나,41920,Dec-16,52836144,54286539,18.66,22.15
1811,(주)메디아나,41920,Dec-17,55118507,55899309,4.32,2.97
1812,(주)메디아나,41920,Dec-18,56673633,56785375,2.82,1.59
1813,(주)메디아나,41920,Dec-19,64785938,64760524,14.31,14.04
1814,(주)메디콕스,54180,Jun-11,49273294,11111111.11,-23.94,-82.84
1815,(주)메디콕스,54180,Jun-12,48355990,11111111.11,-1.86,
1816,(주)메디콕스,54180,Jun-13,46422957,11111111.11,-4,
1817,(주)메디콕스,54180,Jun-14,45123117,11111111.11,-2.8,
1818,(주)메디콕스,54180,Jun-15,47650418,11111111.11,5.6,
1819,(주)메디콕스,54180,Jun-16,47501946,11111111.11,-0.31,
1820,(주)메디콕스,54180,Jun-17,55276578,11111111.11,16.37,
1821,(주)메디콕스,54180,Jun-18,52453346,11111111.11,-5.11,
1822,(주)메디콕스,54180,Jun-19,55809765,56061813,6.4,
1823,(주)메디톡스,86900,Dec-11,52882085,11111111.11,-5.25,-80.18
1824,(주)메디톡스,86900,Dec-12,70534491,11111111.11,33.38,
1825,(주)메디톡스,86900,Dec-13,76459828,79413781,8.4,
1826,(주)메디톡스,86900,Dec-14,164170079,168510780,114.71,112.19
1827,(주)메디톡스,86900,Dec-15,196039588,203552001,19.41,20.79
1828,(주)메디톡스,86900,Dec-16,316197930,324030421,61.29,59.19
1829,(주)메디톡스,86900,Dec-17,372487019,389129325,17.8,20.09
1830,(주)메디톡스,86900,Dec-18,371313719,395014966,-0.31,1.51
1831,(주)메디톡스,86900,Dec-19,388656491,421529504,4.67,6.71
1832,(주)메디프론디비티,65650,Dec-11,38643828,11111111.11,-90.06,-97.36
1833,(주)메디프론디비티,65650,Dec-12,36480797,11111111.11,-5.6,
1834,(주)메디프론디비티,65650,Dec-13,34717842,11111111.11,-4.83,
1835,(주)메디프론디비티,65650,Dec-14,26481958,11111111.11,-23.72,
1836,(주)메디프론디비티,65650,Dec-15,30838944,11111111.11,16.45,
1837,(주)메디프론디비티,65650,Dec-16,27752725,11111111.11,-10.01,
1838,(주)메디프론디비티,65650,Dec-17,26243666,11111111.11,-5.44,
1839,(주)메디프론디비티,65650,Dec-18,21570269,11111111.11,-17.81,
1840,(주)메디프론디비티,65650,Dec-19,19459610,11111111.11,-9.79,
1841,(주)메지온,140410,Dec-12,67301828,11111111.11,245.85,0
1842,(주)메지온,140410,Dec-13,63339954,11111111.11,-5.89,
1843,(주)메지온,140410,Dec-14,77874768,11111111.11,22.95,
1844,(주)메지온,140410,Dec-15,103052493,11111111.11,32.33,
1845,(주)메지온,140410,Dec-16,95163992,95899262,-7.65,
1846,(주)메지온,140410,Dec-17,69214903,74038036,-27.27,-22.8
1847,(주)메지온,140410,Dec-18,69570473,75059445,0.51,1.38
1848,(주)메지온,140410,Dec-19,53051381,58873712,-23.74,-21.56
1849,(주)메카로,241770,Dec-17,139563314,11111111.11,163.07,-81.13
1850,(주)메카로,241770,Dec-18,153155096,153900401,9.74,
1851,(주)메카로,241770,Dec-19,155822453,160150690,1.74,4.06
1852,(주)메타랩스,90370,Dec-11,159040186,172242048,2.06,7.55
1853,(주)메타랩스,90370,Dec-12,145398780,155383022,-8.58,-9.79
1854,(주)메타랩스,90370,Dec-13,128265379,141315712,-11.78,-9.05
1855,(주)메타랩스,90370,Dec-14,133463146,144811072,4.05,2.47
1856,(주)메타랩스,90370,Dec-15,102937043,114036049,-22.87,-21.25
1857,(주)메타랩스,90370,Dec-16,69570147,76691075,-32.41,-32.75
1858,(주)메타랩스,90370,Dec-17,46492007,49442520,-33.17,-35.53
1859,(주)메타랩스,90370,Dec-18,94348739,107107244,102.94,116.63
1860,(주)메타랩스,90370,Dec-19,87086191,98289716,-7.7,-8.23
1861,(주)메타바이오메드,59210,Dec-11,51986148,53888254,-40.3,-45.17
1862,(주)메타바이오메드,59210,Dec-12,70610811,103430144,35.83,91.93
1863,(주)메타바이오메드,59210,Dec-13,86017736,116787858,21.82,12.91
1864,(주)메타바이오메드,59210,Dec-14,87001675,115055910,1.14,-1.48
1865,(주)메타바이오메드,59210,Dec-15,78506507,113783500,-9.76,-1.11
1866,(주)메타바이오메드,59210,Dec-16,84517023,120076739,7.66,5.53
