총자본회전율(개별),총자본회전율(연결),재고자산회전율(개별),재고자산회전율(연결),매출채권회전율(개별),매출채권회전율(연결),유형자산회전율(개별),유형자산회전율(연결)),매입채무회전율(개별),매입채무회전율(연결),자기자본회전율(개별),자기자본회전율(연결),타인자본회전율(개별),타인자본회전율(연결),유동자산회전율(개별),유동자산회전율(연결),총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.97,1.75,9.65,9.49,5.3,5.89,2.51,2.46,9.45,11.94,1.97,1.75,2.49,2.59,1254789.63,3.1,1.75,9.49,5.89,2.46,11.94,1.75,2.59,3.1
2.19,1.94,11.16,11.56,6.66,7.12,2.88,2.95,10.28,11.9,2.19,1.94,2.95,3.0,1254789.63,3.79,1.94,11.56,7.12,2.95,11.9,1.94,3.0,3.79
1.76,1.6,9.66,10.29,10.1,9.46,2.65,2.75,11.38,11.98,1.76,1.6,3.37,3.31,1254789.63,3.57,1.6,10.29,9.46,2.75,11.98,1.6,3.31,3.57
1.41,1.39,9.47,10.6,10.91,9.66,2.35,2.56,12.24,13.22,1.41,1.39,3.74,3.68,1254789.63,3.37,1.39,10.6,9.66,2.56,13.22,1.39,3.68,3.37
1.43,1.42,11.0,11.79,9.61,8.54,2.49,2.62,15.68,15.87,1.43,1.42,4.31,4.13,1254789.63,3.13,1.42,11.79,8.54,2.62,15.87,1.42,4.13,3.13
1.34,1.38,9.82,10.22,7.22,6.79,2.59,2.68,15.69,15.3,1.34,1.38,4.13,4.23,1254789.63,2.75,1.38,10.22,6.79,2.68,15.3,1.38,4.23,2.75
1.45,1.47,8.49,8.86,6.96,6.73,2.91,2.98,14.31,14.25,1.45,1.47,4.19,4.37,1254789.63,2.75,1.47,8.86,6.73,2.98,14.25,1.47,4.37,2.75
1.37,1.33,7.58,7.88,6.85,6.55,2.76,2.79,14.04,13.68,1.37,1.33,4.15,4.22,1254789.63,2.32,1.33,7.88,6.55,2.79,13.68,1.33,4.22,2.32
1.39,1.4,9.2,9.22,6.52,6.35,3.13,3.14,14.82,14.23,1.39,1.4,5.37,5.42,1254789.63,2.37,1.4,9.22,6.35,3.14,14.23,1.4,5.42,2.37
0.63,1254789.63,3.88,1254789.63,2.55,1254789.63,2.92,1254789.63,20.39,1254789.63,0.63,1254789.63,4.08,1254789.63,1254789.63,1254789.63,0.63,3.88,2.55,2.92,20.39,0.63,4.08,
0.53,1254789.63,2.3,1254789.63,2.44,1254789.63,2.05,1254789.63,15.43,1254789.63,0.53,1254789.63,4.18,1254789.63,1254789.63,1254789.63,0.53,2.3,2.44,2.05,15.43,0.53,4.18,
0.52,1254789.63,1.54,1254789.63,3.1,1254789.63,1.73,1254789.63,18.62,1254789.63,0.52,1254789.63,4.57,1254789.63,1254789.63,1254789.63,0.52,1.54,3.1,1.73,18.62,0.52,4.57,
0.34,1254789.63,0.9,1254789.63,2.71,1254789.63,1.07,1254789.63,19.85,1254789.63,0.34,1254789.63,3.38,1254789.63,1254789.63,1254789.63,0.34,0.9,2.71,1.07,19.85,0.34,3.38,
0.46,1254789.63,1.15,1254789.63,3.5,1254789.63,1.37,1254789.63,17.23,1254789.63,0.46,1254789.63,4.92,1254789.63,1254789.63,1254789.63,0.46,1.15,3.5,1.37,17.23,0.46,4.92,
0.49,1254789.63,1.2,1254789.63,3.53,1254789.63,1.53,1254789.63,17.04,1254789.63,0.49,1254789.63,5.6,1254789.63,1254789.63,1254789.63,0.49,1.2,3.53,1.53,17.04,0.49,5.6,
0.44,1254789.63,1.28,1254789.63,3.81,1254789.63,1.44,1254789.63,16.32,1254789.63,0.44,1254789.63,4.61,1254789.63,1254789.63,1254789.63,0.44,1.28,3.81,1.44,16.32,0.44,4.61,
0.4,0.39,1.28,1.64,3.8,4.08,1.34,0.84,13.79,16.05,0.4,0.39,3.3,3.77,1254789.63,0.65,0.39,1.64,4.08,0.84,16.05,0.39,3.77,0.65
0.41,0.39,1.15,1.39,4.74,4.56,1.41,0.86,18.01,18.56,0.41,0.39,3.66,3.77,1254789.63,0.63,0.39,1.39,4.56,0.86,18.56,0.39,3.77,0.63
3.38,3.51,5.49,4.58,3.5,3.08,3.97,3.95,13.21,12.16,3.38,3.51,1.58,1.61,1254789.63,1.9,3.51,4.58,3.08,3.95,12.16,3.51,1.61,1.9
2.66,2.72,5.33,4.26,3.14,2.89,3.8,3.63,12.07,10.73,2.66,2.72,1.87,1.82,1254789.63,1.87,2.72,4.26,2.89,3.63,10.73,2.72,1.82,1.87
2.56,2.68,5.91,4.98,2.94,2.96,4.29,4.15,10.32,12.42,2.56,2.68,2.4,2.38,1254789.63,2.11,2.68,4.98,2.96,4.15,12.42,2.68,2.38,2.11
2.49,2.57,5.54,4.65,3.07,3.13,4.54,4.43,8.74,11.1,2.49,2.57,2.55,2.61,1254789.63,2.12,2.57,4.65,3.13,4.43,11.1,2.57,2.61,2.12
2.45,2.44,4.86,4.23,3.4,3.41,4.75,4.58,7.26,8.71,2.45,2.44,2.66,2.81,1254789.63,2.14,2.44,4.23,3.41,4.58,8.71,2.44,2.81,2.14
2.49,2.47,5.09,4.67,3.69,3.74,5.35,5.24,7.19,9.23,2.49,2.47,3.02,3.32,1254789.63,2.24,2.47,4.67,3.74,5.24,9.23,2.47,3.32,2.24
2.31,2.32,5.08,4.67,3.59,3.59,5.62,5.45,8.03,9.45,2.31,2.32,3.29,3.48,1254789.63,2.11,2.32,4.67,3.59,5.45,9.45,2.32,3.48,2.11
2.19,2.22,4.93,4.52,3.37,3.37,5.71,5.57,8.15,8.35,2.19,2.22,3.57,3.6,1254789.63,2.05,2.22,4.52,3.37,5.57,8.35,2.22,3.6,2.05
2.09,2.11,4.37,4.02,3.19,3.2,5.71,5.6,6.99,7.13,2.09,2.11,3.56,3.59,1254789.63,1.94,2.11,4.02,3.2,5.6,7.13,2.11,3.59,1.94
0.62,1.01,3.63,3.01,4.92,7.09,2.32,2.56,13.08,8.17,0.62,1.01,3.32,3.44,1254789.63,1.33,1.01,3.01,7.09,2.56,8.17,1.01,3.44,1.33
0.58,0.86,3.96,3.05,4.85,7.0,2.88,2.44,13.51,10.31,0.58,0.86,3.46,3.44,1254789.63,1.33,0.86,3.05,7.0,2.44,10.31,0.86,3.44,1.33
0.59,0.71,5.22,3.05,4.63,6.21,4.15,2.59,13.73,13.55,0.59,0.71,3.45,3.03,1254789.63,1.13,0.71,3.05,6.21,2.59,13.55,0.71,3.03,1.13
0.62,0.72,5.96,3.04,4.29,6.41,3.95,3.0,17.98,15.53,0.62,0.72,3.45,3.02,1254789.63,1.1,0.72,3.04,6.41,3.0,15.53,0.72,3.02,1.1
0.6,0.72,5.03,2.98,4.29,6.8,4.16,3.39,26.36,16.93,0.6,0.72,4.43,3.65,1254789.63,1.13,0.72,2.98,6.8,3.39,16.93,0.72,3.65,1.13
0.59,0.65,4.93,2.88,4.5,7.06,4.74,3.6,25.45,18.97,0.59,0.65,4.25,3.43,1254789.63,0.93,0.65,2.88,7.06,3.6,18.97,0.65,3.43,0.93
0.53,0.59,5.11,2.82,4.41,7.76,4.72,3.67,23.17,18.88,0.53,0.59,3.46,3.11,1254789.63,0.79,0.59,2.82,7.76,3.67,18.88,0.59,3.11,0.79
0.48,0.55,4.86,2.85,4.08,7.89,4.62,3.44,22.63,18.94,0.48,0.55,4.86,4.05,1254789.63,0.74,0.55,2.85,7.89,3.44,18.94,0.55,4.05,0.74
0.42,0.5,4.22,2.63,3.61,7.47,4.4,3.11,17.65,18.91,0.42,0.5,6.64,4.86,1254789.63,0.67,0.5,2.63,7.47,3.11,18.91,0.5,4.86,0.67
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.05,1.94,22.49,13.05,15.01,9.2,2.03,2.18,44.38,32.55,1.05,1.94,1.48,1.83,1254789.63,1.81,1.94,13.05,9.2,2.18,32.55,1.94,1.83,1.81
0.74,1.56,20.14,11.21,15.24,7.97,1.25,1.34,48.27,32.25,0.74,1.56,0.97,1.15,1254789.63,1.47,1.56,11.21,7.97,1.34,32.25,1.56,1.15,1.47
0.51,0.56,2.0,2.28,2.5,2.74,0.83,0.9,23.47,25.64,0.51,0.56,0.97,1.06,1254789.63,0.95,0.56,2.28,2.74,0.9,25.64,0.56,1.06,0.95
0.53,0.55,2.08,2.25,2.19,2.3,0.78,0.82,31.37,28.49,0.53,0.55,0.69,0.72,1254789.63,0.73,0.55,2.25,2.3,0.82,28.49,0.55,0.72,0.73
0.62,0.62,1.97,2.03,2.25,2.3,0.6,0.61,12.19,11.57,0.62,0.62,0.52,0.53,1254789.63,0.86,0.62,2.03,2.3,0.61,11.57,0.62,0.53,0.86
0.71,0.7,2.2,2.2,2.54,2.54,0.59,0.59,8.72,8.26,0.71,0.7,0.51,0.51,1254789.63,0.95,0.7,2.2,2.54,0.59,8.26,0.7,0.51,0.95
0.57,0.56,2.4,2.4,2.54,2.54,0.58,0.57,7.98,7.69,0.57,0.56,0.57,0.57,1254789.63,0.85,0.56,2.4,2.54,0.57,7.69,0.56,0.57,0.85
0.49,0.43,2.37,2.37,2.76,2.76,0.57,0.55,8.97,8.86,0.49,0.43,0.7,0.7,1254789.63,0.78,0.43,2.37,2.76,0.55,8.86,0.43,0.7,0.78
0.42,0.35,2.08,2.16,2.62,2.61,0.55,0.51,10.96,10.94,0.42,0.35,0.78,0.79,1254789.63,0.69,0.35,2.16,2.61,0.51,10.94,0.35,0.79,0.69
0.41,0.34,2.01,2.01,2.56,2.48,0.56,0.49,12.79,12.51,0.41,0.34,0.84,0.83,1254789.63,0.68,0.34,2.01,2.48,0.49,12.51,0.34,0.83,0.68
0.48,0.41,1.89,1.89,2.67,2.61,0.61,0.49,11.53,11.28,0.48,0.41,0.8,0.78,1254789.63,0.74,0.41,1.89,2.61,0.49,11.28,0.41,0.78,0.74
4.7,1254789.63,5.07,1254789.63,8.33,1254789.63,6.58,1254789.63,5.76,1254789.63,4.7,1254789.63,2.97,1254789.63,1254789.63,1254789.63,4.7,5.07,8.33,6.58,5.76,4.7,2.97,
3.7,1254789.63,4.72,1254789.63,8.05,1254789.63,4.87,1254789.63,6.43,1254789.63,3.7,1254789.63,2.82,1254789.63,1254789.63,1254789.63,3.7,4.72,8.05,4.87,6.43,3.7,2.82,
1.82,1254789.63,3.32,1254789.63,5.14,1254789.63,1.97,1254789.63,4.27,1254789.63,1.82,1254789.63,1.31,1254789.63,1254789.63,1254789.63,1.82,3.32,5.14,1.97,4.27,1.82,1.31,
3.96,1254789.63,3.34,1254789.63,6.47,1254789.63,2.3,1254789.63,3.28,1254789.63,3.96,1254789.63,1.09,1254789.63,1254789.63,1254789.63,3.96,3.34,6.47,2.3,3.28,3.96,1.09,
9.27,1254789.63,4.07,1254789.63,5.76,1254789.63,2.9,1254789.63,3.18,1254789.63,9.27,1254789.63,1.24,1254789.63,1254789.63,1254789.63,9.27,4.07,5.76,2.9,3.18,9.27,1.24,
6.49,1254789.63,4.32,1254789.63,3.85,1254789.63,1.98,1254789.63,2.78,1254789.63,6.49,1254789.63,1.0,1254789.63,1254789.63,1254789.63,6.49,4.32,3.85,1.98,2.78,6.49,1.0,
4.37,1254789.63,5.33,1254789.63,5.89,1254789.63,3.05,1254789.63,5.06,1254789.63,4.37,1254789.63,1.96,1254789.63,1254789.63,1254789.63,4.37,5.33,5.89,3.05,5.06,4.37,1.96,
3.69,1254789.63,6.32,1254789.63,5.93,1254789.63,2.95,1254789.63,9.11,1254789.63,3.69,1254789.63,2.35,1254789.63,1254789.63,1254789.63,3.69,6.32,5.93,2.95,9.11,3.69,2.35,
2.73,1254789.63,7.48,1254789.63,4.95,1254789.63,2.09,1254789.63,13.53,1254789.63,2.73,1254789.63,2.04,1254789.63,1254789.63,1254789.63,2.73,7.48,4.95,2.09,13.53,2.73,2.04,
3.37,1254789.63,5.15,1254789.63,3.68,1254789.63,5.83,1254789.63,4.37,1254789.63,3.37,1254789.63,2.26,1254789.63,1254789.63,1254789.63,3.37,5.15,3.68,5.83,4.37,3.37,2.26,
3.88,1254789.63,4.91,1254789.63,3.74,1254789.63,5.34,1254789.63,3.77,1254789.63,3.88,1254789.63,1.7,1254789.63,1254789.63,1254789.63,3.88,4.91,3.74,5.34,3.77,3.88,1.7,
3.48,1254789.63,4.17,1254789.63,4.08,1254789.63,5.42,1254789.63,3.39,1254789.63,3.48,1254789.63,1.55,1254789.63,1254789.63,1254789.63,3.48,4.17,4.08,5.42,3.39,3.48,1.55,
2.82,1254789.63,3.63,1254789.63,4.02,1254789.63,5.42,1254789.63,3.73,1254789.63,2.82,1254789.63,1.59,1254789.63,1254789.63,1254789.63,2.82,3.63,4.02,5.42,3.73,2.82,1.59,
2.3,2.4,3.17,3.17,4.14,4.14,5.49,4.91,5.49,5.48,2.3,2.4,1.56,1.55,1254789.63,1.51,2.4,3.17,4.14,4.91,5.48,2.4,1.55,1.51
2.17,2.24,4.61,4.61,3.66,3.66,5.97,5.72,5.75,5.75,2.17,2.24,1.56,1.53,1254789.63,1.52,2.24,4.61,3.66,5.72,5.75,2.24,1.53,1.52
2.17,2.16,5.49,5.49,3.69,3.69,6.73,6.73,5.26,5.26,2.17,2.16,1.8,1.79,1254789.63,1.72,2.16,5.49,3.69,6.73,5.26,2.16,1.79,1.72
2.11,2.13,4.73,4.73,4.31,4.31,6.67,6.67,7.59,11.0,2.11,2.13,1.78,1.78,1254789.63,1.67,2.13,4.73,4.31,6.67,11.0,2.13,1.78,1.67
3.5,4.6,4.58,4.58,4.81,4.85,6.72,6.45,9.83,16.39,3.5,4.6,0.99,1.02,1254789.63,1.79,4.6,4.58,4.85,6.45,16.39,4.6,1.02,1.79
0.96,1.48,11.12,9.66,8.75,8.9,0.78,0.92,7.4,7.77,0.96,1.48,0.75,1.09,1254789.63,2.16,1.48,9.66,8.9,0.92,7.77,1.48,1.09,2.16
2.29,5.39,13.13,13.56,8.58,11.58,1.61,2.66,10.05,11.96,2.29,5.39,1.4,2.49,1254789.63,4.84,5.39,13.56,11.58,2.66,11.96,5.39,2.49,4.84
4.22,8.87,16.05,9.46,5.77,11.13,2.98,4.68,9.61,8.84,4.22,8.87,2.11,2.96,1254789.63,4.32,8.87,9.46,11.13,4.68,8.84,8.87,2.96,4.32
3.11,7.16,15.5,7.39,3.88,11.21,2.03,4.02,8.03,6.95,3.11,7.16,1.59,2.54,1254789.63,3.58,7.16,7.39,11.21,4.02,6.95,7.16,2.54,3.58
1.5,4.67,10.12,6.35,2.59,10.09,0.92,2.82,6.91,7.15,1.5,4.67,0.83,2.03,1254789.63,2.88,4.67,6.35,10.09,2.82,7.15,4.67,2.03,2.88
1.36,3.21,9.49,5.11,2.92,6.79,0.98,2.21,7.79,5.41,1.36,3.21,0.87,1.58,1254789.63,2.2,3.21,5.11,6.79,2.21,5.41,3.21,1.58,2.2
0.54,2.82,5.75,4.71,1.6,4.8,0.53,2.35,5.61,3.41,0.54,2.82,0.49,1.49,1254789.63,1.84,2.82,4.71,4.8,2.35,3.41,2.82,1.49,1.84
0.23,2.32,2.81,3.72,0.52,3.14,0.34,2.14,8.07,2.31,0.23,2.32,0.17,0.94,1254789.63,1.04,2.32,3.72,3.14,2.14,2.31,2.32,0.94,1.04
1.33,1254789.63,11.6,1254789.63,1.74,1254789.63,10.07,1254789.63,6.42,1254789.63,1.33,1254789.63,0.44,1254789.63,1254789.63,1254789.63,1.33,11.6,1.74,10.07,6.42,1.33,0.44,
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
1.45,1.67,10.69,9.36,5.79,5.72,4.0,4.0,7.74,8.2,1.45,1.67,5.07,4.81,1254789.63,1.9,1.67,9.36,5.72,4.0,8.2,1.67,4.81,1.9
1.73,2.13,14.62,8.02,8.08,7.14,3.61,3.2,11.5,11.76,1.73,2.13,3.6,3.35,1254789.63,2.85,2.13,8.02,7.14,3.2,11.76,2.13,3.35,2.85
1.51,2.02,11.66,5.87,7.75,6.29,2.71,2.46,11.87,10.75,1.51,2.02,2.07,2.16,1254789.63,2.66,2.02,5.87,6.29,2.46,10.75,2.02,2.16,2.66
1.82,1254789.63,6.05,1254789.63,6.36,1254789.63,6.1,1254789.63,18.9,1254789.63,1.82,1254789.63,5.6,1254789.63,1254789.63,1254789.63,1.82,6.05,6.36,6.1,18.9,1.82,5.6,
2.69,1254789.63,6.63,1254789.63,9.58,1254789.63,23.76,1254789.63,27.92,1254789.63,2.69,1254789.63,5.79,1254789.63,1254789.63,1254789.63,2.69,6.63,9.58,23.76,27.92,2.69,5.79,
1.19,1254789.63,3.53,1254789.63,4.48,1254789.63,2.39,1254789.63,29.88,1254789.63,1.19,1254789.63,1.19,1254789.63,1254789.63,1254789.63,1.19,3.53,4.48,2.39,29.88,1.19,1.19,
1.57,1254789.63,5.11,1254789.63,3.43,1254789.63,2.74,1254789.63,12.43,1254789.63,1.57,1254789.63,1.77,1254789.63,1254789.63,1254789.63,1.57,5.11,3.43,2.74,12.43,1.57,1.77,
1.67,1254789.63,5.86,1254789.63,3.58,1254789.63,4.78,1254789.63,9.78,1254789.63,1.67,1254789.63,3.07,1254789.63,1254789.63,1254789.63,1.67,5.86,3.58,4.78,9.78,1.67,3.07,
1.38,1254789.63,3.57,1254789.63,2.9,1254789.63,4.3,1254789.63,8.45,1254789.63,1.38,1254789.63,2.59,1254789.63,1254789.63,1254789.63,1.38,3.57,2.9,4.3,8.45,1.38,2.59,
1.29,1.51,2.68,2.74,3.13,3.34,3.38,3.75,9.8,9.16,1.29,1.51,1.8,1.86,1254789.63,1.31,1.51,2.74,3.34,3.75,9.16,1.51,1.86,1.31
0.93,1.2,2.62,2.66,2.77,3.16,2.85,2.27,8.36,8.41,0.93,1.2,1.21,1.25,1254789.63,1.02,1.2,2.66,3.16,2.27,8.41,1.2,1.25,1.02
0.81,0.99,3.18,3.11,3.19,3.37,2.64,1.24,7.53,8.07,0.81,0.99,1.03,0.91,1254789.63,0.97,0.99,3.11,3.37,1.24,8.07,0.99,0.91,0.97
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.27,1254789.63,8.57,1254789.63,0.86,1254789.63,3.14,1254789.63,11.69,1254789.63,0.27,1254789.63,4.33,1254789.63,1254789.63,1254789.63,0.27,8.57,0.86,3.14,11.69,0.27,4.33,
0.09,0.11,4.39,2.57,0.21,0.21,1.18,1.36,8.0,9.4,0.09,0.11,1.61,0.76,1254789.63,0.26,0.11,2.57,0.21,1.36,9.4,0.11,0.76,0.26
0.14,0.09,4.7,3.38,0.12,0.06,0.82,0.42,5.79,3.11,0.14,0.09,0.87,0.26,1254789.63,0.18,0.09,3.38,0.06,0.42,3.11,0.09,0.26,0.18
2.38,1254789.63,4.16,1254789.63,1.65,1254789.63,3.45,1254789.63,3.58,1254789.63,2.38,1254789.63,1.25,1254789.63,1254789.63,1254789.63,2.38,4.16,1.65,3.45,3.58,2.38,1.25,
1.88,1254789.63,2.88,1254789.63,1.53,1254789.63,3.1,1254789.63,3.47,1254789.63,1.88,1254789.63,1.21,1254789.63,1254789.63,1254789.63,1.88,2.88,1.53,3.1,3.47,1.88,1.21,
2.15,2.2,3.02,3.08,1.83,1.87,3.39,3.46,3.87,3.92,2.15,2.2,1.43,1.45,1254789.63,1.31,2.2,3.08,1.87,3.46,3.92,2.2,1.45,1.31
2.46,2.52,2.87,2.93,2.43,2.47,3.67,3.76,3.98,4.0,2.46,2.52,1.62,1.63,1254789.63,1.52,2.52,2.93,2.47,3.76,4.0,2.52,1.63,1.52
2.67,2.7,3.39,3.37,3.07,3.06,3.5,3.54,4.03,4.0,2.67,2.7,1.63,1.62,1254789.63,1.61,2.7,3.37,3.06,3.54,4.0,2.7,1.62,1.61
3.45,3.5,3.69,3.68,3.86,3.88,3.19,3.24,4.51,4.51,3.45,3.5,1.73,1.75,1254789.63,2.08,3.5,3.68,3.88,3.24,4.51,3.5,1.75,2.08
4.66,4.72,4.14,4.17,4.31,4.35,3.38,3.45,5.46,5.53,4.66,4.72,2.08,2.12,1254789.63,2.96,4.72,4.17,4.35,3.45,5.53,4.72,2.12,2.96
4.55,4.61,4.05,4.13,3.93,3.93,3.1,3.19,5.09,5.21,4.55,4.61,1.93,1.97,1254789.63,2.86,4.61,4.13,3.93,3.19,5.21,4.61,1.97,2.86
4.67,4.63,4.66,4.61,4.5,4.44,3.25,3.29,6.27,6.36,4.67,4.63,2.12,2.11,1254789.63,3.04,4.63,4.61,4.44,3.29,6.36,4.63,2.11,3.04
0.02,2.28,0.0,0.0,4.58,4.55,222.67,3.9,30.17,11.57,0.02,2.28,2.86,1.82,1254789.63,1.45,2.28,0.0,4.55,3.9,11.57,2.28,1.82,1.45
0.02,2.3,0.0,6.21,2.91,4.96,570.24,3.72,13.53,10.34,0.02,2.3,2.91,1.75,1254789.63,1.44,2.3,6.21,4.96,3.72,10.34,2.3,1.75,1.44
0.01,2.84,0.0,5.09,0.67,6.81,4932.68,4.05,3.58,10.21,0.01,2.84,0.48,1.86,1254789.63,1.66,2.84,5.09,6.81,4.05,10.21,2.84,1.86,1.66
0.01,2.75,1254789.63,4.08,0.47,6.68,31945.28,3.18,2.72,10.28,0.01,2.75,0.37,1.56,1254789.63,1.55,2.75,4.08,6.68,3.18,10.28,2.75,1.56,1.55
0.01,2.62,1254789.63,4.92,0.93,6.96,380.35,2.65,6.37,9.46,0.01,2.62,0.1,1.46,1254789.63,1.77,2.62,4.92,6.96,2.65,9.46,2.62,1.46,1.77
0.08,2.95,1254789.63,8.09,11.8,10.46,73.55,3.17,1254789.63,10.56,0.08,2.95,0.28,1.94,1254789.63,2.52,2.95,8.09,10.46,3.17,10.56,2.95,1.94,2.52
0.04,2.89,1254789.63,9.82,5.36,11.04,21.52,3.49,1254789.63,12.59,0.04,2.89,0.18,2.34,1254789.63,2.8,2.89,9.82,11.04,3.49,12.59,2.89,2.34,2.8
0.05,2.62,1254789.63,10.33,4.91,10.02,34.75,3.19,1254789.63,12.75,0.05,2.62,0.3,2.05,1254789.63,2.61,2.62,10.33,10.02,3.19,12.75,2.62,2.05,2.61
0.84,3.12,24.87,11.25,9.27,12.58,7.73,3.5,15.39,10.39,0.84,3.12,2.28,2.35,1254789.63,3.27,3.12,11.25,12.58,3.5,10.39,3.12,2.35,3.27
1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,1254789.63,,,,,,,,
0.71,0.7,11.21,6.56,3.42,3.05,2.85,1.45,7.08,6.89,0.71,0.7,3.43,3.34,1254789.63,1.15,0.7,6.56,3.05,1.45,6.89,0.7,3.34,1.15
0.5,0.72,15.32,11.31,2.04,2.45,2.04,1.44,6.02,6.6,0.5,0.72,1.05,1.33,1254789.63,1.08,0.72,11.31,2.45,1.44,6.6,0.72,1.33,1.08
0.28,0.35,8.23,10.12,1.12,1.36,1.92,2.2,13.48,27.64,0.28,0.35,0.44,0.5,1254789.63,0.57,0.35,10.12,1.36,2.2,27.64,0.35,0.5,0.57
0.2,0.21,11.12,11.65,0.75,0.81,1.88,1.98,22.12,24.03,0.2,0.21,0.43,0.44,1254789.63,0.49,0.21,11.65,0.81,1.98,24.03,0.21,0.44,0.49
1.22,1.5,18.03,13.2,4.91,6.91,9.41,2.42,13.99,32.45,1.22,1.5,3.24,3.02,1254789.63,3.38,1.5,13.2,6.91,2.42,32.45,1.5,3.02,3.38
0.46,0.54,493.42,601.8,6.69,6.98,0.59,0.68,54.52,37.99,0.46,0.54,3.01,3.32,1254789.63,2.25,0.54,601.8,6.98,0.68,37.99,0.54,3.32,2.25
0.5,0.56,549.59,674.82,7.78,8.04,0.72,0.81,65.38,48.7,0.5,0.56,3.35,3.7,1254789.63,1.62,0.56,674.82,8.04,0.81,48.7,0.56,3.7,1.62
0.44,0.5,560.64,707.39,7.38,7.66,0.71,0.82,66.74,57.33,0.44,0.5,3.1,3.53,1254789.63,1.26,0.5,707.39,7.66,0.82,57.33,0.5,3.53,1.26
0.44,0.48,466.32,574.93,7.25,7.44,0.67,0.76,72.8,65.09,0.44,0.48,2.87,3.27,1254789.63,1.35,0.48,574.93,7.44,0.76,65.09,0.48,3.27,1.35
0.4,0.45,379.98,472.66,6.68,7.09,0.46,0.55,79.39,65.29,0.4,0.45,1.47,1.77,1254789.63,1.5,0.45,472.66,7.09,0.55,65.29,0.45,1.77,1.5
0.52,0.53,507.86,594.15,7.68,7.07,0.54,0.6,89.29,59.57,0.52,0.53,1.3,1.44,1254789.63,1.41,0.53,594.15,7.07,0.6,59.57,0.53,1.44,1.41
0.5,0.52,728.31,844.61,7.17,6.65,0.62,0.69,69.24,55.47,0.5,0.52,1.21,1.35,1254789.63,0.97,0.52,844.61,6.65,0.69,55.47,0.52,1.35,0.97
0.49,0.53,781.88,907.08,8.12,8.32,0.81,0.9,77.66,78.92,0.49,0.53,1.38,1.52,1254789.63,0.76,0.53,907.08,8.32,0.9,78.92,0.53,1.52,0.76
0.47,1254789.63,914.62,1254789.63,8.51,1254789.63,0.97,1254789.63,96.49,1254789.63,0.47,1254789.63,1.55,1254789.63,1254789.63,1254789.63,0.47,914.62,8.51,0.97,96.49,0.47,1.55,
0.09,0.7,1254789.63,2.79,137.41,2.22,29.02,3.45,1254789.63,1.44,0.09,0.7,0.18,0.38,1254789.63,0.51,0.7,2.79,2.22,3.45,1.44,0.7,0.38,0.51
0.1,4.84,1254789.63,16.42,49.13,10.19,22.14,15.8,1254789.63,5.88,0.1,4.84,0.14,1.65,1254789.63,2.11,4.84,16.42,10.19,15.8,5.88,4.84,1.65,2.11
0.1,4.97,1254789.63,19.32,42.84,10.13,23.31,9.63,1254789.63,5.81,0.1,4.97,0.13,1.51,1254789.63,2.22,4.97,19.32,10.13,9.63,5.81,4.97,1.51,2.22
0.1,4.74,1254789.63,18.67,60.2,9.33,22.42,6.79,1254789.63,6.36,0.1,4.74,0.11,1.48,1254789.63,2.49,4.74,18.67,9.33,6.79,6.36,4.74,1.48,2.49
0.11,4.43,1254789.63,19.53,123.52,10.48,20.8,7.11,1254789.63,6.73,0.11,4.43,0.1,1.49,1254789.63,2.68,4.43,19.53,10.48,7.11,6.73,4.43,1.49,2.68
0.1,4.81,1254789.63,18.93,184.57,13.65,19.76,8.56,1254789.63,6.6,0.1,4.81,0.09,1.58,1254789.63,3.05,4.81,18.93,13.65,8.56,6.6,4.81,1.58,3.05
0.12,5.03,1254789.63,17.34,193.21,16.35,12.5,9.21,1254789.63,6.6,0.12,5.03,0.09,1.66,1254789.63,3.24,5.03,17.34,16.35,9.21,6.6,5.03,1.66,3.24
0.12,4.94,1254789.63,18.61,289.98,17.85,6.71,8.74,1254789.63,7.11,0.12,4.94,0.08,1.59,1254789.63,3.22,4.94,18.61,17.85,8.74,7.11,4.94,1.59,3.22
0.12,5.66,1254789.63,19.2,405.21,20.12,6.22,9.0,1254789.63,9.36,0.12,5.66,0.08,1.59,1254789.63,3.42,5.66,19.2,20.12,9.0,9.36,5.66,1.59,3.42
