회사명,거래소코드,회계년도,유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),건설중인자산(IFRS연결)(천원),건설중인자산(IFRS)(천원),합계_기말인원(명),기계장치(IFRS연결)(천원),기계장치(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),부가가치(IFRS연결)(백만원),부가가치(IFRS)(백만원),매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),부가가치(IFRS연결)(천원),부가가치(IFRS)(천원)
(주)경동인베스트,12320,Dec-12,302039515,279769365,3185849,566219,284,0,0,1209924561,1168400020,135007.2,107979.21,2502642394,2403814656,135007200,107979210
(주)경동인베스트,12320,Dec-13,322577481,293643578,4888482,1641063,289,0,0,1205008353,1161427092,140991.69,93436.7,2788264380,2664100017,140991690,93436700
(주)경동인베스트,12320,Dec-14,436240540,299563689,34044603,1062458,282,0,0,1320789066,1101071366,81588.6,93996.69,2603059058,2399450987,81588600,93996690
(주)경동인베스트,12320,Dec-15,478535233,317414775,65029399,1586269,287,0,0,1167819522,926392697,-30690.54,34539.58,1604168482,1352478311,-30690540,34539580
(주)경동인베스트,12320,Dec-16,490371394,320740081,988138,988138,286,0,0,1126122628,903818865,26071.34,72056.94,1181902637,1021002691,26071340,72056940
(주)경동인베스트,12320,Dec-17,177264156,9664453,0,0,11,0,0,599276331,318031347,58509.5,-608.84,195069859,612436,58509500,-608840
(주)경동인베스트,12320,Dec-18,176391871,12131746,0,0,13,0,0,592002536,318776653,128174.79,2304.64,228644016,7460898,128174790,2304640
(주)경동인베스트,12320,Dec-19,170491064,2798610,0,0,12,0,0,605467383,316572482,129681.42,78.98,271765025,8641051,129681420,78980
(주)경방,50,Dec-11,308454057,307701501,1268081,992682,593,92700116,92574549,1352324332,1331930968,85127.47,79256.78,348136369,275746943,85127470,79256780
(주)경방,50,Dec-12,324064120,301773723,11609300,795823,579,106744814,95699700,1335039930,1301719900,80728.78,75544.51,333620804,265409209,80728780,75544510
(주)경방,50,Dec-13,306515477,280675994,491110,35500,676,109078984,93720477,1296989142,1261257414,109135.73,99612.08,347189559,264782077,109135730,99612080
(주)경방,50,Dec-14,307855729,269480797,14367607,0,679,110917893,94243557,1301841379,1275008413,105032.79,97566.02,329036023,256979444,105032790,97566020
(주)경방,50,Dec-15,325770660,258275719,0,0,615,143171748,95135486,1318643312,1259512344,117114.75,107949.86,357628146,307744480,117114750,107949860
