회사명,거래소코드,회계년도,유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),건설중인자산(IFRS연결)(천원),건설중인자산(IFRS)(천원),합계_기말인원(명),기계장치(IFRS연결)(천원),기계장치(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),부가가치(IFRS연결)(백만원),부가가치(IFRS)(백만원),매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),부가가치(IFRS연결)(천원),부가가치(IFRS)(천원)
(주)이랜텍,54210,Dec-15,159336401,32781082,4779994,794789,319,147407721,20711818,420268051,237339094,87436.96,27484.32,616138233,265894331,87436960,27484320
(주)이랜텍,54210,Dec-16,158855629,31788592,5614482,862513,318,140710890,8748078,436686199,232304458,90706.85,20214.03,602202164,201876266,90706850,20214030
(주)이랜텍,54210,Dec-17,151180272,33731968,6840500,3121552,289,136772555,8037913,424992667,244222958,87164.22,7369.03,589202026,150807798,87164220,7369030
(주)이랜텍,54210,Dec-18,152229692,29857163,1136030,930271,254,140216042,7363646,418903547,247156132,83028.52,9825.14,451807947,98192890,83028520,9825140
(주)이랜텍,54210,Dec-19,162356175,31137571,345206,128362,281,145413375,9491288,420465721,233713380,132318.13,-4584.44,729024728,133109410,132318130,-4584440
(주)이루온,65440,Dec-11,1824648,559772,0,0,146,5134504,3589603,39664968,32071235,12998.87,8345.75,42013015,23711764,12998870,8345750
(주)이루온,65440,Dec-12,14182402,13439361,0,0,127,3117546,1695405,48206601,38991870,6751.88,1062.47,38595983,13109941,6751880,1062470
(주)이루온,65440,Dec-13,13623974,13168198,0,0,124,2487441,1599413,49091278,39936367,12762.63,5396.57,50471130,23195832,12762630,5396570
(주)이루온,65440,Dec-14,13201879,12823410,0,0,134,2672849,1809075,49142502,36073182,6755.66,99.85,47225338,19534615,6755660,99850
(주)이루온,65440,Dec-15,13708370,13030568,0,0,129,2051212,1489843,48266964,36372889,15239.64,8389.12,51504260,22473736,15239640,8389120
(주)이루온,65440,Dec-16,12988498,12467717,0,0,134,2067362,1502394,47183929,36158550,14541.67,6356.46,52553155,20412457,14541670,6356460
(주)이루온,65440,Dec-17,12291747,11850600,0,0,96,2134901,1502394,47939141,33378948,10194.66,3517.7,34944446,11283713,10194660,3517700
(주)이루온,65440,Dec-18,11740285,11377897,0,0,74,2142037,1484409,60009176,49196054,12166.68,4760.39,48285361,15563475,12166680,4760390
(주)이루온,65440,Dec-19,11323882,11004001,0,0,75,1814764,1079739,59101420,48067652,11644.71,6048.11,49397597,20953753,11644710,6048110
(주)이마트,139480,Dec-11,7634334000,7066968733,892480000,890573000,15105,0,0,11110388259,10621015792,,,7974414433,7200793277,0,0
(주)이마트,139480,Dec-12,8241261061,7508479478,740591000,734919000,16340,0,0,12253991228,11343053804,1929657.55,1461804.66,12685041193,10939021197,1929657550,1461804660
(주)이마트,139480,Dec-13,8728025980,7863966546,1168106000,1042256000,27958,0,0,13051829830,12031101223,2288373.69,1841943.18,13035263108,10780080909,2288373690,1841943180
(주)이마트,139480,Dec-14,9265566679,8354142123,1616477000,1427186000,28701,0,0,13827456646,12764938597,2305849.55,1778560.64,13153607337,10838213347,2305849550,1778560640
(주)이마트,139480,Dec-15,9805409972,8628064209,1703439000,1305648000,30085,0,0,14493751838,13247431259,2689097.28,2111670.22,13639993102,11148885582,2689097280,2111670220
(주)이마트,139480,Dec-16,9709178633,8893343091,1148871000,1144761000,27973,0,0,15428184325,13814601276,2670064.93,1943304.01,14777876304,11631228087,2670064930,1943304010
(주)이마트,139480,Dec-17,9799864636,8987208572,1124977000,1118406000,27656,0,0,16066507597,14346891084,3097289.82,2257465.74,15876686561,12450694738,3097289820,2257465740
(주)이마트,139480,Dec-18,10403866405,8913255071,803850000,662862000,26018,0,0,16753863685,14138571724,3048540.35,2112068.37,17049079117,13148336659,3048540350,2112068370
(주)이마트,139480,Dec-19,10003686464,8211191723,396389000,348738000,25779,0,0,21094758780,15251432103,3161805.6,1983852.32,19062879818,13154820006,3161805600,1983852320
(주)이미지스테크놀로지,115610,Dec-11,,333791,,0,46,,35379,,30296955,,3973.48,,14251604,0,3973480
(주)이미지스테크놀로지,115610,Dec-12,,307204,,0,57,,51629,,28837641,,3234.35,,13908566,0,3234350
(주)이미지스테크놀로지,115610,Dec-13,936946,934628,0,0,54,870858,870858,34994539,32885965,5650.49,4510.49,31054644,27126678,5650490,4510490
(주)이미지스테크놀로지,115610,Dec-14,716996,716171,0,0,67,904323,904323,36345170,34658248,6065.34,5081.62,49985241,46212641,6065340,5081620
(주)이미지스테크놀로지,115610,Dec-15,538930,538534,0,0,64,915562,915562,36205496,34573395,5732.27,5203.85,49347872,46138684,5732270,5203850
(주)이미지스테크놀로지,115610,Dec-16,400848,391660,0,0,61,948696,948696,37282636,34997601,3781.35,3966.57,45034794,42757399,3781350,3966570
(주)이미지스테크놀로지,115610,Dec-17,225788,220761,0,0,52,948697,948697,30479807,28404415,-980.57,-3459.05,27618911,24699565,-980570,-3459050
(주)이미지스테크놀로지,115610,Dec-18,87781,85035,0,0,40,948697,948697,21449336,20214026,-1705.34,-5473.12,17067967,14237003,-1705340,-5473120
(주)이미지스테크놀로지,115610,Dec-19,148861,148861,0,0,48,948697,948697,14660413,14682653,-2954.87,-5222.02,18952057,17806431,-2954870,-5222020
(주)이브이수성,84180,Dec-11,,25383267,,0,65,,1696421,,49557482,,9254.17,,31927492,0,9254170
(주)이브이수성,84180,Dec-12,,25180515,,0,62,,1711023,,45770132,,6191.7,,27321762,0,6191700
(주)이브이수성,84180,Dec-13,,24772601,,0,65,,269706,,46756794,,7085.88,,34164190,0,7085880
(주)이브이수성,84180,Dec-14,,24512883,,0,62,,130346,,46613734,,7149.84,,32749842,0,7149840
(주)이브이수성,84180,Dec-15,,24360359,,0,64,,1866276,,41946481,,7045.38,,34200137,0,7045380
(주)이브이수성,84180,Dec-16,,24118137,,0,61,,1866276,,40195394,,6756.55,,28127090,0,6756550
(주)이브이수성,84180,Dec-17,23589475,23551287,0,0,77,1866276,1866276,65868837,65747824,-17406.18,-17400.21,26355801,26346801,-17406180,-17400210
(주)이브이수성,84180,Dec-18,24016180,23269270,0,0,58,1866276,1866276,54015945,46762645,-4486.75,-6700.26,23538548,23545568,-4486750,-6700260
(주)이브이수성,84180,Dec-19,32359724,32359724,3700000,3700000,66,1183255,1183255,47293762,46990397,2249.97,-14.56,22705956,22696866,2249970,-14560
(주)이브이첨단소재,131400,Dec-11,24979606,19280165,0,0,278,7973386,4379106,55698493,51799050,20212.15,19285.75,81034863,76032838,20212150,19285750
(주)이브이첨단소재,131400,Dec-12,28887248,23346219,1740967,1740967,318,22660875,17804159,65583977,62169712,12614.7,11504.2,75341639,70410925,12614700,11504200
(주)이브이첨단소재,131400,Dec-13,36589571,32158782,422770,422770,323,26142784,22157458,71757251,68713298,16364.91,13460.08,84050908,79981572,16364910,13460080
(주)이브이첨단소재,131400,Dec-14,35920367,31665780,242569,87000,259,27637163,23331052,62553179,58730534,9428.7,7813.3,63004624,61674711,9428700,7813300
(주)이브이첨단소재,131400,Dec-15,38309952,31948398,1218286,1213175,226,30348744,23367936,55777848,51445477,1695.35,-498.51,50306399,48929854,1695350,-498510
(주)이브이첨단소재,131400,Dec-16,41928399,36501136,290433,287500,238,33005197,26030933,70132182,66216051,9041.82,6360.04,60852375,58584984,9041820,6360040
(주)이브이첨단소재,131400,Dec-17,39999923,35736431,332039,329000,275,31848401,25229878,73771196,69950642,17300.21,13694.76,87080093,81911819,17300210,13694760
(주)이브이첨단소재,131400,Dec-18,40087147,35077522,458935,120700,329,33868175,27241911,66658666,62741687,17695.48,14191.65,65691719,62622211,17695480,14191650
(주)이브이첨단소재,131400,Dec-19,43585565,33739588,443425,120000,200,36358967,26389439,78274536,74431026,14552.71,10313.43,52429478,51381957,14552710,10313430
(주)이상네트웍스,80010,Dec-11,10716836,10650528,0,0,78,0,0,62233043,61611256,7647.61,7693.08,49518731,49058520,7647610,7693080
(주)이상네트웍스,80010,Dec-12,10562289,10476636,0,0,83,0,0,60566147,59910032,8486.98,6643.36,36057991,33525531,8486980,6643360
(주)이상네트웍스,80010,Dec-13,10663561,10559668,0,0,78,259000,259000,65185410,64754861,7606.83,7270.52,28791635,28101105,7606830,7270520
(주)이상네트웍스,80010,Dec-14,10625779,10463419,0,0,78,259000,259000,67764371,67259066,8404.15,8375.94,41722243,41092140,8404150,8375940
(주)이상네트웍스,80010,Dec-15,10398917,10244814,0,0,73,259000,259000,69918339,68996390,9752.38,7589.66,37773544,31988820,9752380,7589660
(주)이상네트웍스,80010,Dec-16,10627032,10164488,0,0,78,338000,338000,81360417,72850367,16344.11,11640.63,38756402,32617067,16344110,11640630
(주)이상네트웍스,80010,Dec-17,12010540,11643177,1547033,1547033,97,338000,204888,92182297,79044325,21915.43,14635.3,51095595,39909808,21915430,14635300
(주)이상네트웍스,80010,Dec-18,48443092,47387564,1547033,1547033,57,338000,171088,137256717,120258179,22082.88,13792.26,53729890,39322369,22082880,13792260
(주)이상네트웍스,80010,Dec-19,27074098,20556425,0,0,50,338000,137288,152945743,119351579,30055.69,6731.53,58153972,24699900,30055690,6731530
(주)이수앱지스,86890,Dec-11,,2727635,,0,91,,1504713,,20247148,,-1948.48,,5126369,0,-1948480
(주)이수앱지스,86890,Dec-12,,7308005,,0,100,,2491863,,33460565,,61.94,,5582996,0,61940
(주)이수앱지스,86890,Dec-13,,11522023,,4766000,102,,2344433,,54875887,,264.02,,8164306,0,264020
(주)이수앱지스,86890,Dec-14,,11589871,,0,93,,3969086,,48993823,,-1549.06,,7097098,0,-1549060
(주)이수앱지스,86890,Dec-15,,11203472,,0,94,,3610685,,70003270,,-1156.34,,11470882,0,-1156340
(주)이수앱지스,86890,Dec-16,,11323458,,0,109,,4211064,,57508341,,3152.71,,19054717,0,3152710
(주)이수앱지스,86890,Dec-17,,12604431,,0,138,,3999176,,77766701,,707.66,,19458890,0,707660
(주)이수앱지스,86890,Dec-18,,17714112,,0,155,,3857510,,69840016,,-3266.45,,16745736,0,-3266450
(주)이수앱지스,86890,Dec-19,,17715252,,0,158,,3849010,,92763104,,-4603.53,,21019126,0,-4603530
(주)이수페타시스,7660,Dec-11,80142657,35753781,3867449,1658379,790,146829355,91950162,330050032,245377438,103233.44,71372.53,386601574,301987820,103233440,71372530
(주)이수페타시스,7660,Dec-12,87966285,38961744,8216290,4108028,789,152220848,95142705,340959737,246656077,122719.56,75393.97,418156244,298088816,122719560,75393970
(주)이수페타시스,7660,Dec-13,150215716,40982861,13469744,7620388,842,211177167,94829203,467565657,295930858,148304.19,95237.46,535375500,340260404,148304190,95237460
(주)이수페타시스,7660,Dec-14,200592863,96936313,15890990,7633816,865,226285161,100456570,521615979,364477052,152809.89,103044.66,504766284,307235903,152809890,103044660
(주)이수페타시스,7660,Dec-15,205271089,106091688,15265676,7102400,841,245925876,105730515,506297787,373561011,149718.05,109335.43,520911373,315262580,149718050,109335430
(주)이수페타시스,7660,Dec-16,154200098,58415839,16524384,4134380,853,257345416,109643941,551111730,430621489,153865.49,109796.57,554178600,352939688,153865490,109796570
(주)이수페타시스,7660,Dec-17,162273168,57276735,36493355,6683551,859,250421773,112479015,483286938,325207524,134085.2,72743.13,531340270,301678449,134085200,72743130
(주)이수페타시스,7660,Dec-18,186852360,61957596,19979827,3838472,921,270173729,103488039,505590089,344652900,171065.02,95847.32,560337381,333095668,171065020,95847320
(주)이수페타시스,7660,Dec-19,143847735,64125712,16652337,3667330,903,281990367,108181830,416712436,281171399,103404.19,44026.64,514238394,318847404,103404190,44026640
(주)이수화학,5950,Dec-11,198164327,179902637,894461,333411,346,196120087,162352728,1190107022,908469785,143742.05,83620.39,2055883155,1682729057,143742050,83620390
(주)이수화학,5950,Dec-12,179246178,178098852,17641447,20032939,360,195586458,162366876,1288290588,971114821,124320.41,97176.25,2231441793,1848372358,124320410,97176250
(주)이수화학,5950,Dec-13,192546293,181380349,9649716,5143967,382,204479204,174727155,1291256102,1060730296,50537.24,80649.51,2072702050,1774728433,50537240,80649510
(주)이수화학,5950,Dec-14,195713609,184895214,8564022,2636236,379,214118183,184672515,1093778459,955135387,19697.32,56445.67,1851575637,1476019731,19697320,56445670
(주)이수화학,5950,Dec-15,191354166,183518069,10567809,12750810,379,216681126,186293676,1028558559,875332519,56815.32,56672.52,1471229204,1030109016,56815320,56672520
(주)이수화학,5950,Dec-16,200598683,188520975,14748122,15043505,377,213728475,187130564,1097878605,918392473,119677.41,79118.84,1515417587,899376613,119677410,79118840
(주)이수화학,5950,Dec-17,213188346,201430305,19261898,20241559,394,223869916,198425772,999536232,903700665,112594.18,66910.35,1507752229,1049213930,112594180,66910350
(주)이수화학,5950,Dec-18,219866493,202875539,30046231,31357694,401,220806866,205309256,935654740,933601363,118183.05,102147.03,1531336138,1215893736,118183050,102147030
(주)이수화학,5950,Dec-19,250511374,224682463,46455042,39350306,413,233999857,218371573,1068023650,976681272,111906.72,75721.99,1516191857,1212136492,111906720,75721990
(주)이스타코,15020,Dec-11,,40042410,,291258,33,,0,,74252153,,933.85,,7131617,0,933850
(주)이스타코,15020,Dec-12,39414866,39131485,291258,291258,30,0,0,77114138,76117947,1443.28,969.02,10908289,5882607,1443280,969020
(주)이스타코,15020,Dec-13,39600950,39050948,117463,117463,57,0,0,92335201,92310260,27489.98,27966.02,48119946,41227100,27489980,27966020
(주)이스타코,15020,Dec-14,38829881,38182087,0,0,40,0,0,70532658,70588848,4630.08,1513.38,23619679,7266950,4630080,1513380
(주)이스타코,15020,Dec-15,38355002,37854734,0,0,60,0,0,115417616,112326751,9570.41,5992.85,23937807,6668262,9570410,5992850
(주)이스타코,15020,Dec-16,37963069,37560051,0,0,57,0,0,117311533,112206558,-8.77,-2375.61,13721933,5041829,-8770,-2375610
(주)이스타코,15020,Dec-17,37942919,37630102,0,0,63,0,0,88142004,82846688,7473.87,5536.42,53879625,37523201,7473870,5536420
(주)이스타코,15020,Dec-18,37604920,37419466,0,0,45,0,0,80340272,78340146,5741.6,-1101.56,26567531,6010263,5741600,-1101560
(주)이스타코,15020,Dec-19,,1718551,,0,39,,0,,78897625,,14780.87,,23815644,0,14780870
(주)이스트소프트,47560,Dec-11,39111503,38057394,2723894,2723894,328,0,0,77693255,81882001,29992.04,31672.69,32279835,33138434,29992040,31672690
(주)이스트소프트,47560,Dec-12,39989998,37817023,6878181,6878181,370,0,0,82269610,88607361,18084.1,17822.01,31320868,28548822,18084100,17822010
(주)이스트소프트,47560,Dec-13,42632879,39677775,0,0,335,0,0,77751219,83243022,24005.74,15551.06,36532871,27001234,24005740,15551060
(주)이스트소프트,47560,Dec-14,40391353,36991998,0,0,254,0,0,76552383,85161936,26819.92,17278.78,42874318,25135196,26819920,17278780
(주)이스트소프트,47560,Dec-15,39091444,36074237,0,0,300,0,0,70865895,79735857,28745.25,15379.15,44068203,26274936,28745250,15379150
(주)이스트소프트,47560,Dec-16,42145006,30680258,0,0,282,0,0,82231120,84148109,33948.68,10552.81,50497446,20524871,33948680,10552810
(주)이스트소프트,47560,Dec-17,40972570,29247554,0,0,163,0,0,76899032,85393109,29188.32,10028.19,58522219,20921093,29188320,10028190
(주)이스트소프트,47560,Dec-18,40324922,30940587,0,0,170,0,0,93110487,85838438,42041.09,10817.47,64686585,21521886,42041090,10817470
(주)이스트소프트,47560,Dec-19,67311149,51996486,0,0,191,0,0,134558590,111305627,28743.65,9278.8,68906896,19775893,28743650,9278800
(주)이씨에스텔레콤,67010,Mar-11,,1149788,,0,102,,599991,,33277418,,10083.36,,39995683,0,10083360
(주)이씨에스텔레콤,67010,Mar-12,,1315928,,0,117,,666514,,36069499,,12062.43,,44876661,0,12062430
(주)이씨에스텔레콤,67010,Mar-13,,1165735,,0,124,,635040,,44420975,,13632.85,,54579200,0,13632850
(주)이씨에스텔레콤,67010,Mar-14,,996486,,0,131,,422952,,47774052,,16016.13,,58095666,0,16016130
(주)이씨에스텔레콤,67010,Mar-15,,834806,,0,141,,387938,,50832440,,17878.65,,62319957,0,17878650
(주)이씨에스텔레콤,67010,Mar-16,,1400038,,0,145,,289418,,63187419,,18888.38,,75672413,0,18888380
(주)이씨에스텔레콤,67010,Mar-17,,1111026,,0,146,,283312,,52805922,,16289.97,,55696884,0,16289970
(주)이씨에스텔레콤,67010,Mar-18,,875840,,0,152,,306312,,58252052,,16531.35,,61915894,0,16531350
(주)이씨에스텔레콤,67010,Mar-19,,586906,,0,153,,2153172,,59582768,,16265.79,,63406008,0,16265790
(주)이아이디,93230,Dec-11,35467796,17155071,1892777,95650,204,18316390,10009436,94122103,76484504,-10726.22,-15671.85,40234502,29456676,-10726220,-15671850
(주)이아이디,93230,Dec-12,13718788,13718788,16000,16000,65,7689898,7689898,48309882,48405095,-8185.43,-25170.59,15928065,15734762,-8185430,-25170590
(주)이아이디,93230,Dec-13,,12122349,,6102101,31,,639400,,45588742,,-11821.91,,6063800,0,-11821910
(주)이아이디,93230,Dec-14,29172716,12438969,36000,0,50,1234046,1121046,46246160,31139361,-17305.88,-16701.54,25563249,9256933,-17305880,-16701540
(주)이아이디,93230,Dec-15,33369207,16265437,1506456,1270113,92,379301,113000,78932300,61997945,3369.11,-41.51,41161887,37541910,3369110,-41510
(주)이아이디,93230,Dec-16,16548835,16513073,0,0,26,113000,113000,38690689,39304132,-8475.54,-11815.39,36049633,36049633,-8475540,-11815390
(주)이아이디,93230,Dec-17,16322299,16312233,0,0,43,113000,113000,99837832,100695685,3784.26,3992.22,84380435,84380435,3784260,3992220
(주)이아이디,93230,Dec-18,19145511,19145511,0,0,33,113000,113000,80001294,80902843,-1321.79,-4751.21,121343274,121292163,-1321790,-4751210
(주)이아이디,93230,Dec-19,31849846,18803255,0,0,27,1654927,113000,205252079,177395077,10987.93,3202.74,141020916,69083727,10987930,3202740
(주)이엔에프테크놀로지,102710,Dec-11,39776120,37517078,3382944,2078523,207,16100188,15206456,121942318,123526271,30664.48,32752.03,164332788,164320278,30664480,32752030
(주)이엔에프테크놀로지,102710,Dec-12,81793316,55728989,20459217,4714625,250,18602661,16155447,157446133,149168001,39119.44,42409.76,232412600,233040286,39119440,42409760
(주)이엔에프테크놀로지,102710,Dec-13,97639351,64175727,10771671,2403552,297,35872892,20480136,169525736,154833802,37582.85,35162.1,220149412,213870763,37582850,35162100
(주)이엔에프테크놀로지,102710,Dec-14,99095563,66511696,2261795,1490885,333,39614932,20868273,186276429,169227172,45479.08,43992.46,248589594,223243014,45479080,43992460
(주)이엔에프테크놀로지,102710,Dec-15,112197238,79775387,14240069,14187709,345,40299023,20759109,221554089,190183128,78888.59,58674.22,311850325,269853197,78888590,58674220
(주)이엔에프테크놀로지,102710,Dec-16,116596091,95277473,2155699,1578503,356,36678398,24498567,255574341,224433959,76190.89,58514.77,334284650,289235634,76190890,58514770
(주)이엔에프테크놀로지,102710,Dec-17,126980011,113642277,13175385,11495888,386,28473669,21393410,265199699,237779826,86109.08,65088.87,387027301,331762967,86109080,65088870
(주)이엔에프테크놀로지,102710,Dec-18,154984294,137149762,7132937,3312119,426,41936014,33397394,310659266,271554557,81736.48,71559.06,425448061,363613988,81736480,71559060
(주)이엔에프테크놀로지,102710,Dec-19,184125638,153843806,20626958,1853570,477,44699299,39072648,386226184,328084161,118672.1,101089.41,481013219,398083010,118672100,101089410
(주)이엔코퍼레이션,66980,Dec-11,16349290,16349290,1077102,1077102,83,2974441,2974441,58526982,55816541,-1430.2,-1341.11,46157865,46157865,-1430200,-1341110
(주)이엔코퍼레이션,66980,Dec-12,18706735,18217873,0,0,205,6272020,5684778,39584000,45729121,-1345.12,-3613.79,42992872,40483970,-1345120,-3613790
(주)이엔코퍼레이션,66980,Dec-13,22118998,21756898,196642,196641,273,8860140,8343349,68855631,69435065,14172.31,6836.48,59008976,48586146,14172310,6836480
(주)이엔코퍼레이션,66980,Dec-14,26293481,20587357,120000,120000,228,11066283,6879785,67393160,59927566,-7018.01,-10733.57,50741372,41960761,-7018010,-10733570
(주)이엔코퍼레이션,66980,Dec-15,24077302,16550518,0,0,54,9038987,2904563,74833359,59735063,5960.88,-3576.11,52825056,28101683,5960880,-3576110
(주)이엔코퍼레이션,66980,Dec-16,20078256,10457104,0,0,73,4218224,0,200817701,136749028,5641.97,4228.8,23477074,20322229,5641970,4228800
(주)이엔코퍼레이션,66980,Dec-17,18620516,10219451,0,0,68,3595863,0,191843523,133704296,22515.23,9352.89,76200362,23868361,22515230,9352890
(주)이엔코퍼레이션,66980,Dec-18,5079681,202847,0,0,68,0,0,252592385,149275644,47082.86,-3844.49,81988308,19706920,47082860,-3844490
(주)이엔코퍼레이션,66980,Dec-19,13680790,2476198,0,0,65,0,0,262427959,147012952,44445.23,12448.45,110610982,16854150,44445230,12448450
(주)이엔플러스,74610,Dec-11,11435419,5255795,72478,0,36,1783812,64024,19804314,19833862,-454.98,-2021.87,13799892,11337565,-454980,-2021870
(주)이엔플러스,74610,Dec-12,7237506,5194390,63354,0,37,961240,64024,12469754,12453884,-606.3,-3153.42,15923681,15519940,-606300,-3153420
(주)이엔플러스,74610,Dec-13,6658768,5154331,0,0,32,762085,64024,9793015,9979351,888.91,-772.14,15792589,15417376,888910,-772140
(주)이엔플러스,74610,Dec-14,6434328,5079259,0,0,33,785112,64024,12279914,12188211,2815.63,1617.53,16729534,16611750,2815630,1617530
(주)이엔플러스,74610,Dec-15,5716932,5023612,0,0,34,758163,64024,14184413,14290379,2219.32,1219.35,18088973,18074680,2219320,1219350
(주)이엔플러스,74610,Dec-16,5859279,5172335,0,0,52,71831,64024,21839184,21962243,5969.34,5893.96,38361918,38361918,5969340,5893960
(주)이엔플러스,74610,Dec-17,19365949,16519510,13177765,12979765,66,857831,99999,51843486,46604430,-6500.95,-4529.14,44679960,44679960,-6500950,-4529140
(주)이엔플러스,74610,Dec-18,29112779,24726442,18600433,18308663,65,2270258,99999,91298144,85882034,3932.62,8556.97,39778513,28996470,3932620,8556970
(주)이엔플러스,74610,Dec-19,31517873,31517873,790177,767677,62,2576202,111129,117265159,119189109,-18028.59,-27311.5,40364029,34245313,-18028590,-27311500
(주)이엘피,63760,Dec-17,12123310,11935039,0,0,109,570055,382657,60167155,60343206,24081.85,23982.05,45634187,45548002,24081850,23982050
(주)이엘피,63760,Dec-18,6373647,6088502,10000,10000,119,625816,410659,77041475,76994450,24109.45,23122.54,50838818,50757512,24109450,23122540
(주)이엘피,63760,Dec-19,6245466,6001120,62722,62722,134,714909,479849,76209623,76069563,12895.19,13735.88,37348781,37316374,12895190,13735880
(주)이엠넷,123570,Dec-11,4696195,4689512,36000,36000,366,0,0,47301988,47576353,5967.74,6054.78,27384241,27383379,5967740,6054780
(주)이엠넷,123570,Dec-12,9645144,9633850,16000,16000,403,0,0,54780693,54791126,6953.34,6695.35,32091875,32091068,6953340,6695350
(주)이엠넷,123570,Dec-13,9336846,9328995,0,0,397,0,0,58783681,58446575,24674.76,24055.47,28618082,28411991,24674760,24055470
(주)이엠넷,123570,Dec-14,9164090,8958447,34545,34545,270,0,0,64134561,51697449,23345.48,16488.99,26696930,19153792,23345480,16488990
(주)이엠넷,123570,Dec-15,10226827,10040841,0,0,240,0,0,61881505,47960972,21755.48,15605.93,26020396,18601083,21755480,15605930
(주)이엠넷,123570,Dec-16,9925324,9726223,0,0,257,0,0,64361200,50622042,23411.4,14870.68,27313009,18713678,23411400,14870680
(주)이엠넷,123570,Dec-17,10201102,10052594,0,0,253,0,0,69972973,56252503,24711.98,17119.2,28809795,19368550,24711980,17119200
(주)이엠넷,123570,Dec-18,9748760,9626277,0,0,301,0,0,86074265,66437328,6265.1,9124.63,31601445,21206332,6265100,9124630
(주)이엠넷,123570,Dec-19,10899534,9956073,0,0,331,0,0,97285984,71712371,33334.96,22276.06,36701874,24261604,33334960,22276060
(주)이엠앤아이,83470,Dec-11,27556132,9547041,0,0,107,29144627,8934541,61734430,52960254,13532.66,460.33,98588769,59713701,13532660,460330
(주)이엠앤아이,83470,Dec-12,23953328,8357745,86558,86558,102,13978758,3265484,59842249,48539885,22771.11,9664.11,89780866,52668700,22771110,9664110
(주)이엠앤아이,83470,Dec-13,24989862,7851730,311098,311098,148,31210901,8495423,72130108,66633178,17596.4,11101.56,120014162,91172380,17596400,11101560
(주)이엠앤아이,83470,Dec-14,25046203,7935554,936812,16002,201,33988729,9697065,89897415,76173466,32036.78,14562.83,130666537,89546490,32036780,14562830
(주)이엠앤아이,83470,Dec-15,27671484,8260562,426074,426073,148,38746094,10066332,92933155,85693629,31051.79,15336.27,113765619,72421825,31051790,15336270
(주)이엠앤아이,83470,Dec-16,25261979,7854556,427320,378807,117,38460780,9088249,103485071,102782905,20992.37,12452.25,124449341,79807063,20992370,12452250
(주)이엠앤아이,83470,Dec-17,22515191,7178459,453691,378807,140,38208675,9118774,69805062,76492612,-11685.69,-18372.22,96801649,69659103,-11685690,-18372220
(주)이엠앤아이,83470,Dec-18,16855628,4921444,409969,333200,51,37847672,8651745,32297395,13879180,-30650.43,-61513.82,53405357,35130403,-30650430,-61513820
(주)이엠앤아이,83470,Dec-19,959916,48377,0,0,16,400024,0,9942298,9233598,38638.15,31960.82,7377848,1236681,38638150,31960820
(주)이엠텍,91120,Dec-11,20148282,7621538,0,0,156,17459137,2579892,80987414,57642613,36240.17,5169.75,136576394,80597704,36240170,5169750
(주)이엠텍,91120,Dec-12,26855598,10190994,2148524,1643015,173,23007663,3784358,121429090,91345389,77207.09,30390.72,299650677,203551478,77207090,30390720
(주)이엠텍,91120,Dec-13,36071996,19270737,9209166,9209166,203,31221682,5769531,126267577,97769938,74333.73,36554.05,267507521,166954199,74333730,36554050
(주)이엠텍,91120,Dec-14,51556732,20594465,2243887,1810039,235,49173839,6845483,174921752,119884235,62703.04,30570.71,183609739,125768697,62703040,30570710
(주)이엠텍,91120,Dec-15,54785823,19333885,1402210,1298223,238,60705379,7380912,179847175,133723733,74387.87,27246.18,206565430,124584269,74387870,27246180
(주)이엠텍,91120,Dec-16,69529484,29263325,2282468,377992,264,69776868,8168361,193429752,142584588,81793.29,24323.06,228351899,148814805,81793290,24323060
(주)이엠텍,91120,Dec-17,67068404,29954922,1558890,444714,337,73878154,9716351,202562435,158552175,70753.46,18546.8,194381344,145195909,70753460,18546800
(주)이엠텍,91120,Dec-18,81965471,32759718,8145250,1523241,421,88500418,12090671,288617906,251442770,100482.87,55179.56,286047460,286351283,100482870,55179560
(주)이엠텍,91120,Dec-19,82823505,33818245,2861061,1991136,432,103812870,14057113,239272792,192833530,82385.74,20236.95,268162562,206085052,82385740,20236950
(주)이오테크닉스,39030,Dec-11,88789765,50629713,13437194,12768690,438,54259843,4255682,258380118,246251058,40877.8,27971.88,153683195,147759408,40877800,27971880
(주)이오테크닉스,39030,Dec-12,141848528,76080947,661026,637822,474,55818307,829157,313735994,301814478,65357.74,45566.86,190563018,204437928,65357740,45566860
(주)이오테크닉스,39030,Dec-13,157792744,75569727,0,0,510,111701422,4269417,351916286,335187832,85952.05,53157.86,232154361,217645552,85952050,53157860
(주)이오테크닉스,39030,Dec-14,150208797,73111607,1052349,0,576,114381109,3917597,379647330,358369712,90758.55,68952.06,301810544,273216067,90758550,68952060
(주)이오테크닉스,39030,Dec-15,138892734,71959270,800506,0,629,117233069,3917597,372880994,355970508,79670.39,52989.42,270020677,233716182,79670390,52989420
(주)이오테크닉스,39030,Dec-16,130039075,74344700,2160450,2098850,653,120403749,5660987,408604557,394336167,68495.48,31981.63,307727032,285077306,68495480,31981630
(주)이오테크닉스,39030,Dec-17,147176271,98174107,0,0,677,124309412,9891636,438475339,400332087,97809.52,49693.32,404151529,376174750,97809520,49693320
