회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS)(천원),유동부채(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS)(천원),현금및현금성자산(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),매출채권(IFRS)(천원),매출채권(IFRS연결)(천원),(대손충당금)(IFRS)(천원),(대손충당금)(IFRS연결)(천원),매입채무 및 기타유동채무(*)(IFRS)(천원),매입채무 및 기타유동채무(*)(IFRS연결)(천원),장기차입금(*)(IFRS)(천원),장기차입금(*)(IFRS연결)(천원),단기차입금(*)(IFRS)(천원),단기차입금(*)(IFRS연결)(천원),회사채(IFRS)(천원),회사채(IFRS연결)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원)
(주)케이엔더블유,105330,19-Dec,21962008,40232477,10122777,28092929,2074268,11004201,3083599,3922264,13296262,33568341,26549680,33520409,39845942,67088750,13792716,22230599,1777630,116439,3433031,17348523,3050000,3050000,5000000,7742828,0,0,-2833367,-1544106,38376494,92972246
(주)케이엔엔,58400,11-Dec,39706739,40921698,17139346,17238002,23514,23514,5093661,5202867,17410695,17548667,137700234,138125912,155110929,155674579,16294475,16850079,632218,637813,11107705,11224967,0,0,0,0,0,0,9388085,9352225,56153497,57325470
(주)케이엔엔,58400,12-Dec,41572091,43318580,25335324,25825910,288,288,18811748,19001593,27243881,27776283,160783754,161400069,188027635,189176353,14293230,14769974,746506,749140,11292452,11781322,0,0,0,0,0,0,12433176,12975046,57122058,58287024
(주)케이엔엔,58400,13-Dec,48932048,50636808,9317292,9684135,323,323,7564961,7660460,12373106,12821765,168286048,168969538,180659154,181791303,14426584,14754704,475160,479269,7489721,7653675,0,0,0,0,0,0,-6364211,-6502635,57287350,58773232
(주)케이엔엔,58400,14-Dec,43550218,45554273,8780235,9480792,0,0,9571031,10315809,11993235,12910737,171138785,171705396,183132020,184616133,11469734,11727568,162181,164925,7007670,7420234,0,0,0,0,0,0,13582659,14262850,57932125,59147022
(주)케이엔엔,58400,15-Dec,42319031,43840871,11230675,11603577,34121,34121,7241988,7589495,14373675,15012116,174634283,174920085,189007958,189932202,12693080,12917185,240682,242949,8382881,8437318,0,0,0,0,0,0,10651431,9856236,61781278,62748444
(주)케이엔엔,58400,16-Dec,45397555,47383715,16218080,16805114,35678,35678,10528065,11135229,19461080,20337248,177730468,178164386,197191548,198501635,17497926,17814456,389221,392399,12632353,12677699,0,0,0,0,0,0,16092367,16165517,60448318,61824766
(주)케이엔엔,58400,17-Dec,45101173,46934917,13558202,14046614,13271,13271,6977832,7561881,16839202,17334777,184667378,185352466,201506580,202687243,11885378,12313726,383395,386719,10171973,10467445,0,0,0,0,0,0,6980793,6955074,62316771,65355375
(주)케이엔엔,58400,18-Dec,52279046,54353534,11867577,12401402,0,0,15316583,16205970,15368577,15902302,190020871,190994520,205389448,206896822,10061702,10406634,142766,145321,9366470,9739810,0,0,0,0,0,0,12142156,12515806,60043899,64113046
(주)케이엔엔,58400,19-Dec,54755654,57712888,10466575,11227619,0,0,10181480,11683840,13084366,13845411,194802501,196314009,207886867,210159420,17463948,17558389,126691,128990,8775547,9397501,0,0,0,0,0,0,11449907,12040822,64352310,71120187
(주)케이엔제이,272110,19-Dec,28197140,28734083,22769768,22990362,10656139,10656139,5140988,5208964,31533133,31753727,26368047,26820521,57901181,58574248,8514074,8630981,0,0,5621223,5825362,5440000,5440000,11185000,11185000,0,0,3582178,3816380,56583038,56310399
(주)케이엘넷,39420,11-Dec,13205800,,9481711,,0,,7326241,,13029401,,25426655,,38456056,,5341441,,1697867,,4533513,,0,,2397874,,0,,7555793,,36802981,
(주)케이엘넷,39420,12-Dec,11127852,,8701782,,0,,7704036,,12249074,,26031352,,38280426,,3644510,,1708448,,8395886,,0,,0,,0,,7596460,,33784028,
(주)케이엘넷,39420,13-Dec,9721628,10420788,7075188,7075188,0,0,5055409,5754569,10655164,10655164,26495649,26495649,37150813,37150813,6109618,6109618,1759573,1759573,6390007,6390007,0,0,0,0,0,0,-268994,-268994,34994364,34994364
(주)케이엘넷,39420,14-Dec,5435801,7766658,3653167,3811452,0,877778,3070900,4101067,7958979,8130813,27943262,28665582,35902241,36796394,3297476,3706243,1067735,1072437,3159748,3249081,0,0,0,0,0,0,3682365,2982989,34682292,35665831
(주)케이엘넷,39420,15-Dec,7188838,8263777,4135646,4135947,0,0,4191419,5254876,7536704,7537004,30603102,30558726,38139805,38095730,1416801,1416801,200525,200525,3975620,3975921,0,0,0,0,0,0,3738594,3671060,33992780,33992780
(주)케이엘넷,39420,16-Dec,10153572,11052086,4345956,4346168,300000,300000,5366971,6266507,8930081,8900293,31596092,31541438,40526173,40441731,3714494,3711194,245357,245357,4122843,4123055,0,0,0,0,0,0,3442021,3270910,35095238,35077238
(주)케이엘넷,39420,17-Dec,9213384,10066933,4278471,4283779,175000,175000,3681138,4534662,5736648,5741956,33909679,33814658,39646327,39556614,3009655,3009655,242899,242899,4063211,4068519,0,0,0,0,0,0,5174290,5141780,36477494,36450494
(주)케이엘넷,39420,18-Dec,12194082,13471610,5071364,5086785,90000,90000,5348399,6208105,6112683,6559882,35791589,35401989,41904273,41961871,1523504,2305258,241224,640784,3342855,3328659,0,0,0,0,0,0,5983415,4591252,39453717,42138235
(주)케이엘넷,39420,19-Dec,14001944,15357921,5283450,5396193,0,0,3648342,4543383,7966983,8410493,36728112,36453134,44695095,44863627,2629260,3081879,349103,384191,3425331,3537469,0,0,0,0,0,0,4521738,4585652,35727819,38516789
(주)케이엠,83550,11-Dec,38299869,60923988,22905549,33735526,12542719,22853866,4185367,9854002,28466098,39558999,54547316,61288189,83013415,100847188,15653702,19674866,0,0,7786815,12293823,2870533,2870533,13526751,19946986,0,0,317050,960850,78054272,116432449
(주)케이엠,83550,12-Dec,37617453,63112287,19222877,33188998,11344374,22249592,3073128,8086103,26133526,40228813,54623892,61423083,80757419,101651897,18920722,27278802,883928,803908,6661895,14359115,3604267,3604267,10962389,17295422,0,0,1053371,3775851,90610225,131424508
(주)케이엠,83550,13-Dec,40086580,62775929,20112763,30941552,10475137,17772409,10201986,16190957,26982484,37903939,55280095,63091943,82262579,100995882,16381871,18372217,877761,0,7831962,7694355,3344000,3344000,10600000,16347769,0,0,8114780,11580204,94584256,123348345
(주)케이엠,83550,14-Dec,36279276,59416115,17086027,27937523,10451105,19077730,6905250,13110258,21195963,32143986,56423655,65478386,77619619,97622372,14367102,20762975,1005484,0,6879162,11247211,700000,700000,7465919,13940475,0,0,5030129,3772734,80078837,114511416
(주)케이엠,83550,15-Dec,38442856,66312678,16318236,27956142,12197146,20177598,9754853,20902849,19609158,31369878,58714734,71727462,78323891,103097340,11087194,19430371,0,0,9283031,14360463,507500,507500,6300000,12883046,0,0,7536073,12655323,69406286,116159771
(주)케이엠,83550,16-Dec,36230577,61338808,14452826,21293054,11284960,17248045,7954100,15169147,17148969,24080288,58983241,73459463,76132210,97539750,11251612,20581892,0,1802429,6902977,11566738,87500,87500,6558301,8478967,0,0,1960176,7501776,60459745,109621891
(주)케이엠,83550,17-Dec,31991239,56189840,18823645,23318982,14346082,19381748,2738629,9234789,21420460,26009544,59677458,75207305,81097917,101216849,11951414,19646088,261340,1588791,9897437,14066525,0,0,8300000,8300000,0,0,2178017,5980418,64524491,110908795
(주)케이엠,83550,18-Dec,39685597,66905340,25411329,32104036,19368000,24902627,4773473,11199900,31037840,37802448,62433781,78320112,93471621,116122560,11679956,19535676,0,0,9718851,15970178,2068620,2068620,15100000,15100000,0,0,763630,2242023,73254496,118311427
(주)케이엠,83550,19-Dec,43995711,72468944,31977031,38779467,23972670,27498479,5558921,15091937,40486069,47782061,67583995,84437633,108070064,132219693,12315444,18325579,0,0,9672754,15863832,3368620,3368620,20300000,20300000,0,0,4193579,7790900,84902889,127562230
(주)케이엠더블유,32500,11-Dec,88269707,108739606,146260325,169026171,17280607,43645581,4546430,9060770,169109709,193521592,28253390,13409549,197363099,206931142,55349324,46787501,82973,1035471,40001477,47611834,15498523,15863543,99397153,114516229,0,0,8546898,-598503,118117887,151048033
(주)케이엠더블유,32500,12-Dec,115488272,133184438,144818869,158728477,27542070,52351260,5974637,11985595,171356189,187102646,53303699,47993076,224659889,235095722,66202752,56155702,137332,1386294,48583215,46448317,17008089,17008089,88773920,101646920,0,0,16885175,28120215,254479171,292511698
(주)케이엠더블유,32500,13-Dec,83312583,130766646,108630366,134708972,23062095,48633954,2859484,18799053,133707969,163926383,77654325,86971400,211362294,250897784,41466916,48549395,118126,1392586,33078691,39306379,15316660,18330640,66735166,84121313,0,0,42937016,43814605,267921867,317891774
(주)케이엠더블유,32500,14-Dec,97561154,160406293,147741681,165754463,34644688,58034640,1848781,27625810,173294688,193639506,70559036,101869512,243853724,295509018,49298706,58647921,538097,1533722,41476310,44997540,16000000,18393836,100876103,113471610,0,0,-22467842,-23768463,202795718,269477449
(주)케이엠더블유,32500,15-Dec,132203396,181889467,198743546,210469349,31425462,52854201,4055944,14448613,243634403,260909908,42796991,59695599,286431394,320605508,59585041,48529461,650981,1685626,70761600,71596686,12300000,12300000,112975239,115852731,0,0,-18957068,-4604239,186238874,219822353
(주)케이엠더블유,32500,16-Dec,85443058,106559957,151448823,149996870,20144193,40703028,5397725,24235013,160844638,162736864,46444331,45563190,207288970,208300054,57965714,39230736,1467706,1988315,60305170,60005855,0,2284300,64658623,61103217,0,0,-1346606,13737034,156736978,210541335
(주)케이엠더블유,32500,17-Dec,99813999,123828254,148687485,140784012,19962645,53334684,1291908,22660493,163022930,162050193,51718536,51304464,214741466,213354657,56303199,46892539,108217,4738335,74731710,60542782,0,2010665,53434531,50986132,0,0,-5038560,-7870604,145612732,203720735
(주)케이엠더블유,32500,18-Dec,173324019,173106879,182062143,162951091,22979162,52335517,38417474,53796739,192664788,187279270,86200229,86218504,278865017,273497774,62809889,58731933,111796,7153240,102212671,66125371,0,69659,48271894,57155152,0,0,-24815428,-37353523,156620732,296267920
(주)케이엠더블유,32500,19-Dec,261107149,313297352,162856415,179246406,53667873,73585595,23190484,49565781,180016864,210264016,214208674,216782641,394225538,427046658,168746939,184940555,172193,6457565,85134631,69984849,0,4816811,20100000,42400715,0,0,-5760734,-3656250,597369634,682876301
(주)케이이씨,92220,11-Dec,182856530,203686955,234141473,263677556,65856349,85153872,17394497,25446572,274162370,312531013,133229377,166494807,407391747,479025819,90379623,79838780,14848,14848,67463239,50571215,32127615,41327433,88139872,134784124,0,0,-26512521,-12072653,285175848,301820861
(주)케이이씨,92220,12-Dec,153592544,156674706,193257423,199257498,44483279,58412896,12021642,20123553,248776105,254745797,124146498,154620386,372922603,409366183,92990910,71839513,10101,10101,67029910,39403170,43503685,43503685,63745172,92780149,0,0,-6480773,13822892,256779490,262269893
(주)케이이씨,92220,13-Dec,156149679,163826254,160092627,163021981,43709469,51165261,11626590,14231752,217179337,220305018,135159197,155880381,352338534,376185399,87840196,78023138,14399,14399,63454591,42175118,43940128,43940128,69749062,90932555,0,0,3472603,8394192,258068994,259791513
(주)케이이씨,92220,14-Dec,157299526,153537310,171663337,177686998,46098601,56232188,4685314,7995739,188767225,195253724,151388263,151369802,340155489,346623526,93428523,74355954,14399,14399,61250680,39039485,1908288,1908288,57840094,86074950,0,0,-2190680,-4576098,210979994,219931598
(주)케이이씨,92220,15-Dec,164083998,159358712,128677020,127859355,47385141,56466973,3829612,6485077,189665446,189474238,150221650,150985042,339887095,340459280,104497350,86875541,9090,9090,52094022,33094911,21079949,21079949,57108224,75289667,0,0,-1665533,6706278,201252849,209099505
(주)케이이씨,92220,16-Dec,161932972,163401252,131457898,130244612,43449215,53747871,13057571,15535044,181304286,180908585,201135756,202200220,382440042,383108805,82806494,76779367,10781,10781,44443491,30742589,26000000,26000000,52229051,64700294,0,0,31332699,30955967,220063638,227690903
(주)케이이씨,92220,17-Dec,156660375,154337284,121866527,112492878,45682991,55604569,6784274,8549688,145730932,137201102,219347614,222638055,365078546,359839158,81014283,72872220,9310,214516,45343560,29447043,0,0,34767603,41290466,0,0,6652880,12428764,227747482,237212116
(주)케이이씨,92220,18-Dec,158451768,154181142,107257741,85456908,43443427,53444030,15139416,17244956,141162837,125768863,219585365,225405480,360748202,351174343,75812323,65569278,71273,223358,49141186,27340352,9000000,14585272,44597031,44597031,0,0,23982614,27969298,206654429,217374591
(주)케이이씨,92220,19-Dec,156770760,145518354,124850695,94887808,38807399,46778920,10874536,15581611,148834085,120251347,208446012,213961167,357280097,334212514,83630176,58506558,174,188770,48616110,25908921,0,0,52107492,52685610,0,0,6206893,17563717,192085842,201729382
(주)케이지모빌리언스,46440,11-Dec,126006354,152685307,65977423,92652307,0,0,14661265,14665575,66189125,92864008,81158494,81614334,147347619,174478342,16328811,15337205,991606,0,18521131,18521372,0,0,0,26674643,0,0,1068374,1069684,82388498,82388498
(주)케이지모빌리언스,46440,12-Dec,201313367,226952895,122881410,148517860,0,0,23734860,23737938,138770073,164406523,97864842,98502658,236634915,262909180,18018947,18018947,1878015,1878015,48474498,48474498,10000000,10000000,15000000,40636450,0,0,-8531654,-7496693,95032451,95032451
(주)케이지모빌리언스,46440,13-Dec,186801435,215995657,98275201,127467418,0,0,30798563,30800569,139651397,168843613,114182665,109949578,253834062,278793192,25910331,25910331,4460590,4460590,69142119,69142119,7500330,7500330,0,29192216,0,0,27485836,27484764,118648067,118648067
(주)케이지모빌리언스,46440,14-Dec,245855801,,167354322,,0,,1075406,,188396566,,123661305,,312057871,,35702628,,5973835,,77531533,,10000000,,44709027,,0,,-37928718,,148373063,
(주)케이지모빌리언스,46440,15-Dec,321228616,,217997167,,0,,1573298,,247116188,,138751297,,385867485,,39271840,,7508052,,115220849,,10000000,,82129752,,0,,-16371187,,172894261,
(주)케이지모빌리언스,46440,16-Dec,309964717,310449171,125775129,125856176,530238,530238,21823648,22328418,231587999,231669045,146592928,146592929,378180927,378261974,32164883,16422358,15744175,0,64075861,64156907,100000000,0,30000000,30000000,0,0,-4603508,-4802102,136685112,136687237
(주)케이지모빌리언스,46440,17-Dec,311350507,327090087,168759490,226631191,3000,300408,27073698,29550422,174779165,245652310,205894774,218655573,380673939,464307883,34532072,39037099,17692819,17826501,25377112,34897173,0,9920000,30000000,68900000,0,0,-14437693,-14846254,132514301,170595514
(주)케이지모빌리언스,46440,18-Dec,315380259,331884710,61624231,183108580,2440,210860,46042092,47098474,171928285,250062038,213997189,226111885,385925474,476173923,35238804,39242335,15046352,15207789,21657174,32790272,100000000,2415000,30000000,80112700,0,0,13815390,19976878,135076195,202941577
(주)케이지모빌리언스,46440,19-Dec,296706969,308975279,160015457,198792087,0,222373,88197378,91897029,162854001,213233471,225743398,237463230,388597400,450696702,31418012,35168519,14977240,15129579,17443515,23518705,0,6960000,20000000,37800000,0,0,65364411,77859911,125600384,192191691
(주)케이지이니시스,35600,11-Dec,144354385,146908154,89337621,92017189,0,0,62595259,62595259,89717259,92396828,114796672,120452107,204513931,212848935,6076789,6076789,353528,353528,86035566,86035566,0,0,0,0,0,0,-14138871,-14098175,180086709,181404315
(주)케이지이니시스,35600,12-Dec,129283525,,92098331,,7180,,66123798,,94071510,,142303955,,236375465,,13718533,,86625,,90116507,,0,,0,,0,,20037046,,219431246,
(주)케이지이니시스,35600,13-Dec,160131243,390165266,97173635,240634084,643149,690260,107339111,139692371,127985455,309926361,143862018,215336390,271847473,525262750,20892185,56662788,110688,0,95119165,174221469,0,7500330,0,35192216,0,0,16501632,35022222,267621961,415769259
(주)케이지이니시스,35600,14-Dec,160569150,426590673,142751326,309037796,1164688,1164688,42659313,43734720,145751670,327480383,141759125,234803277,287510796,562283661,36583665,72103445,7682663,13656498,101475679,177939359,399973,10399973,10000000,54709027,0,0,71075,-45594360,298475585,547791153
(주)케이지이니시스,35600,15-Dec,112695529,445952402,83916408,313294489,1001665,1134157,11524229,18940775,130147614,386146371,160395503,225047266,290543116,611193637,10178025,84003928,60329,29996641,61130885,194731585,0,10079824,16000000,90729752,0,0,-69239579,-70739842,306753676,696865682
(주)케이지이니시스,35600,16-Dec,152104096,505980848,198493457,374794695,1510,566361,35720631,75210830,199744870,478506180,177403079,257448850,377147949,735955030,10439250,71839696,103880,27246896,128186522,239101308,0,0,23000000,56000000,0,0,73054351,65823384,338859889,701048399
(주)케이지이니시스,35600,17-Dec,213441739,560368883,288844174,589887925,130,2718712,117396737,153404576,290303320,616540246,151107804,309704625,441411124,926244871,14957827,56731489,103880,17958326,268494622,362720154,0,10541703,20000000,102186358,0,0,206382956,174767832,443489751,758453344
(주)케이지이니시스,35600,18-Dec,200796556,540055752,275377985,513306771,7648,3202156,114590195,166371045,275701867,593991340,175057268,338325234,450759135,932316574,14913642,55218639,156108,15387022,259334954,342742306,0,2749763,10000000,93212700,0,0,15611487,40858527,483480981,924624291
(주)케이지이니시스,35600,19-Dec,236447171,564447207,345557972,687347417,145929,2916776,143991107,255122936,350115895,897284369,201800174,380726491,551916069,1278010860,16727694,52618430,161406,15305153,311764968,445163698,0,133360000,20000000,64300000,0,0,110596339,225743137,481270151,956102654
(주)케이티,30200,11-Dec,6375600000,9790659000,6035682000,8745125000,514076000,674727000,790107000,1445169000,14719674000,19547600000,11733933000,12537809000,26453607000,32085409000,4980203000,5253942000,424089000,462502000,4425214000,5890425000,19311000,442251000,0,391658000,0,0,2416072000,2150309000,20166817000,21990051000
(주)케이티,30200,12-Dec,6089523000,10482845000,7338080000,11247314000,809379000,934870000,1172981000,2054696000,14637581000,21314987000,11871195000,13164512000,26508776000,34479499000,4061998000,4425307000,415132000,464046000,4965848000,7216304000,12463000,511140000,0,556212000,0,0,5188739000,5721398000,18863237000,23790359000
(주)케이티,30200,13-Dec,4711799000,9968449000,7041105000,11187738000,478388000,614062000,1023946000,2070869000,14649837000,21981623000,11044057000,12864910000,25693894000,34846533000,3258909000,3762841000,473872000,523098000,5015360000,7413823000,7461000,658979000,0,634693000,0,0,3954047000,4111073000,17937079000,23810599000
(주)케이티,30200,14-Dec,3836507000,8750934000,6330712000,9992244000,201870000,393271000,469255000,1888663000,15314442000,21985214000,9605854000,11790288000,24920296000,33775502000,3179504000,3648225000,468527000,524865000,4329018000,6413208000,305428000,951795000,715000000,1100355000,0,0,1568686000,1916413000,17435803000,23421673000
(주)케이티,30200,15-Dec,4636920000,8583176000,5978832000,8639906000,327240000,525366000,1126991000,2559464000,13838539000,17175720000,10383956000,12165465000,24222495000,29341185000,3099564000,3474840000,428479000,468263000,4111275000,6273852000,304935000,545845000,0,174798000,0,0,3569050000,4229965000,16942357000,22281221000
(주)케이티,30200,16-Dec,4851079000,9643306000,6027671000,9466147000,178096000,377981000,1602397000,2900311000,13615818000,17792954000,11084519000,12794779000,24700337000,30587733000,2729685000,3155891000,433072000,470239000,4181092000,7075763000,304688000,584912000,0,153100000,0,0,4418648000,4770750000,17028868000,22743665000
(주)케이티,30200,17-Dec,4379568000,9522130000,5596667000,9458104000,232246000,457726000,1166402000,1928182000,12023845000,16504252000,11311078000,13076376000,23334923000,29580628000,2868364000,3278661000,403512000,438817000,4109524000,7355483000,303948000,499735000,0,128300000,0,0,3478641000,3877749000,17341316000,23387267000
(주)케이티,30200,18-Dec,6861619000,11894252000,5908497000,9387704000,465273000,683998000,1779745000,2703422000,13299178000,17457550000,12711728000,14731280000,26010906000,32188830000,3039224000,3412213000,319044000,357548000,4002408000,7007515000,3455000,151163000,0,92614000,0,0,3559300000,4010464000,17356537000,23460143000
(주)케이티,30200,19-Dec,7236269000,11898255000,6764653000,10111456000,477138000,665498000,1328397000,2305894000,14837153000,18874339000,12896701000,15186953000,27733854000,34061292000,3069249000,3441597000,244078000,291202000,4729683000,7597478000,2961000,140588000,0,83500000,0,0,2821672000,3745173000,18204751000,24342064000
(주)케이티서브마린,60370,11-Dec,56697800,,35219631,,1228839,,16979841,,48004272,,79058613,,127062884,,19594212,,93033,,22526496,,11210076,,0,,0,,13790685,,111453207,
(주)케이티서브마린,60370,12-Dec,34652451,,19542010,,163097,,2917341,,25036949,,84750472,,109787421,,11910121,,79856,,8263218,,2356420,,2332000,,0,,4882085,,68900018,
(주)케이티서브마린,60370,13-Dec,46639693,,21332071,,612915,,22259507,,27448621,,88332879,,115781500,,17115032,,88742,,17653864,,0,,0,,0,,32792053,,82640020,
(주)케이티서브마린,60370,14-Dec,43480905,,10981668,,636371,,29932293,,16455081,,95421578,,111876658,,9726878,,16555,,7464225,,0,,0,,0,,16790911,,76652943,
(주)케이티서브마린,60370,15-Dec,25044672,,34273797,,959317,,3180163,,63518025,,96795854,,160313879,,15903644,,45149,,18216300,,24612000,,5100000,,0,,16294984,,66418207,
(주)케이티서브마린,60370,16-Dec,25210537,,31294801,,1078134,,431572,,55572675,,101420805,,156993480,,19516378,,51968,,13412845,,18127500,,8800000,,0,,10071509,,83959506,
(주)케이티서브마린,60370,17-Dec,17358087,,17670896,,1115290,,6916155,,34056032,,108740507,,142796539,,7428618,,21880,,8929266,,9642600,,0,,0,,29415640,,73738393,
(주)케이티서브마린,60370,18-Dec,18300585,,18417507,,796013,,1421740,,27530442,,103184174,,130714616,,14935280,,24956,,5903266,,3354300,,5200000,,0,,-984726,,61278284,
(주)케이티서브마린,60370,19-Dec,21184339,,12468554,,1789574,,5254883,,18451814,,102495437,,120947251,,5399096,,9022,,8519225,,0,,0,,0,,17982031,,55167641,
(주)케이티스카이라이프,53210,11-Dec,219814963,237341379,224287025,227324402,2148541,2148541,40547199,41871481,232783231,245117428,290092785,292212227,522876016,537329655,106587505,109510311,21266939,21548162,115845893,118793520,1499940,2491940,0,0,0,0,89730168,92888676,464375704,476053233
(주)케이티스카이라이프,53210,12-Dec,282080284,297097087,189347377,193952503,2076592,2076592,116886893,117723895,275270128,288422585,347509179,348914510,622779307,637337095,117231447,120003869,19470934,19788127,164755088,168945613,833300,1246600,0,0,0,0,161271613,170815028,551270456,566456120
(주)케이티스카이라이프,53210,13-Dec,270590173,286841442,181889266,190974538,4621435,4621435,16683017,17517750,267302752,282861240,400259708,401582726,667562460,684443966,119148179,124013842,19241753,19540817,158048333,164439643,166660,249320,0,0,0,0,130432305,141281530,600302209,623394599
(주)케이티스카이라이프,53210,14-Dec,249236922,260390244,221346791,226878953,3199471,3199471,108052479,110275054,234605046,246326480,435606374,436682240,670211420,683008720,107286763,112924086,19097130,19401501,136226123,140886709,0,0,0,0,0,0,127800959,140057362,622800455,652787112
(주)케이티스카이라이프,53210,15-Dec,271054086,279480410,132745065,143511441,2559795,2559795,139208577,139703345,204476496,217850325,493788028,493443787,698264524,711294113,105278885,115317767,17042409,17153866,112413813,117563019,0,0,0,1000000,0,0,140111020,157762637,626397946,660956583
(주)케이티스카이라이프,53210,16-Dec,350971505,352980369,145088687,151328530,1481228,1481228,63575061,67974831,219902188,231452006,542914225,546496013,762816413,777948019,128642588,137004057,15905751,16066625,129223176,133805464,0,0,0,1000000,0,0,136502937,155398874,625125897,665053007
(주)케이티스카이라이프,53210,17-Dec,319770153,324631175,180101057,185994640,4086652,4086652,59702289,65747137,198632750,210550142,576193646,582342912,774826396,792893054,148341807,157816723,14676858,14730565,111120347,115258633,0,0,0,1000000,0,0,83823240,99269320,646816149,685821509
(주)케이티스카이라이프,53210,18-Dec,288608342,301738622,107229453,112410508,7498211,7498211,20561790,31728260,138881936,149840554,658925296,666160616,797807232,816001170,116846394,122192967,16316264,16410521,88055286,90208066,0,0,0,0,0,0,158270202,183474568,657494816,690820836
(주)케이티스카이라이프,53210,19-Dec,446229199,459076785,112430273,123505569,2619783,2619783,52694078,63849706,128059324,142838693,692835785,705437330,820895109,848276023,101641083,109732074,20228238,20350400,94461110,98750680,0,0,0,0,0,0,127179163,152548955,658296891,694637003
(주)케이티씨에스,58850,11-Dec,131481150,,51266453,,5779134,,14329554,,54750784,,115628756,,170379540,,46793044,,3451324,,45542093,,220000,,0,,1000003,,10915130,,380506038,
(주)케이티씨에스,58850,12-Dec,141837737,,56736869,,7973528,,26431538,,58487573,,122658995,,181146569,,47787430,,3549696,,49805989,,140000,,80000,,0,,16503552,,384172317,
(주)케이티씨에스,58850,13-Dec,130857133,,55185113,,7871726,,33029249,,57237036,,122872342,,180109378,,42528912,,0,,49620052,,182540,,0,,1000003,,12018821,,396223232,
(주)케이티씨에스,58850,14-Dec,130865995,246727820,56153188,151720548,12713997,13987611,13562982,14525641,59788219,156212259,141944929,147522873,201733148,303735131,59940114,166676145,39668,675926,50290191,143640219,122540,122540,0,0,0,0,-4667040,-7328349,438037867,594727818
(주)케이티씨에스,58850,15-Dec,130149737,284282179,62072556,190330816,15467042,18357912,34401350,47564930,64980958,194366742,141683513,152631558,206664471,346998300,57766495,189005444,85036,1034650,56143957,180457108,193793,193793,0,0,0,0,13407692,26124115,481741429,1065846503
(주)케이티씨에스,58850,16-Dec,127072833,261886650,60271273,163906230,19595257,19691679,28716207,49535927,61827911,166641932,145243255,156127954,207071165,322769885,54444001,164184369,183676,1075055,54642008,154979529,125040,125040,0,0,0,0,5624547,9266992,458278860,953674070
(주)케이티씨에스,58850,17-Dec,138028764,291705169,61359433,185931799,18214627,19836892,37505302,54731055,63262136,188764072,149662678,159569858,212924815,348333930,56375741,184165267,145051,1034003,56267237,174692946,121650,121650,0,0,0,0,13133258,13882740,468806488,967759848
(주)케이티씨에스,58850,18-Dec,158174008,295480327,69803451,178635116,22224707,24546897,48228495,61201986,78835052,188561033,151871830,161718622,230706882,350279655,55957957,166813911,50933,932751,63623931,164521187,79630,79630,0,0,0,0,9785325,12722541,529392970,1016085167
(주)케이티씨에스,58850,19-Dec,171786627,270996293,89789967,163018388,20213932,21395350,42101454,52843563,136585847,213983163,154200568,164120883,290786415,378104046,58083800,140392901,67840,949222,68912586,133910672,55110,55110,0,0,0,0,30660958,25007704,534472629,944861713
(주)케이티아이에스,58860,11-Dec,137698895,,45511410,,8492629,,8312755,,52500427,,121263433,,173763860,,38091267,,802653,,36117446,,337800,,0,,0,,16875472,,373403318,
(주)케이티아이에스,58860,12-Dec,141791589,,47879297,,10356678,,24471829,,53165670,,124359910,,177525579,,41805583,,89031,,38806920,,585570,,0,,0,,16843921,,388426804,
(주)케이티아이에스,58860,13-Dec,140119327,,47851062,,11555528,,10297757,,49975254,,131600954,,181576207,,38217200,,187695,,39888002,,0,,0,,0,,13089803,,387720013,
(주)케이티아이에스,58860,14-Dec,149715569,,56583986,,20526769,,33457887,,68259629,,147974309,,216233937,,66419739,,187230,,45530732,,0,,0,,0,,-13063432,,450663134,
(주)케이티아이에스,58860,15-Dec,102889952,,52137668,,13788430,,18781265,,55486015,,155793640,,211279655,,47833019,,262145,,42681713,,0,,0,,0,,6527254,,461098334,
(주)케이티아이에스,58860,16-Dec,113454655,,59689188,,15968031,,14527861,,64101282,,157305151,,221406433,,50003973,,351243,,48293093,,0,,0,,0,,19259606,,436729584,
(주)케이티아이에스,58860,17-Dec,116764654,,56601355,,18864392,,41432698,,62569689,,161248607,,223818296,,43340039,,622453,,47256755,,0,,0,,0,,15207479,,438130711,
(주)케이티아이에스,58860,18-Dec,127172935,,60477406,,18900422,,34756542,,68996317,,160249733,,229246050,,47337424,,377403,,51082442,,0,,0,,0,,5330173,,450826031,
(주)케이티아이에스,58860,19-Dec,127679824,,77099892,,12486896,,28698186,,143550655,,168272258,,311822912,,45952211,,76218,,50356553,,0,,0,,0,,36631752,,451026613,
