회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동부채(*)(IFRS)(천원),유동부채(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),현금및현금성자산(*)(IFRS)(천원),현금및현금성자산(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),자본(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),매출채권(IFRS)(천원),매출채권(IFRS연결)(천원),(대손충당금)(IFRS)(천원),(대손충당금)(IFRS연결)(천원),매입채무 및 기타유동채무(*)(IFRS)(천원),매입채무 및 기타유동채무(*)(IFRS연결)(천원),장기차입금(*)(IFRS)(천원),장기차입금(*)(IFRS연결)(천원),단기차입금(*)(IFRS)(천원),단기차입금(*)(IFRS연결)(천원),회사채(IFRS)(천원),회사채(IFRS연결)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),매출액(수익)(*)(IFRS연결)(천원)
(주)엘에스네트웍스,680,18-Dec,179321303,259701337,188140780,210475374,92795657,137428006,14034063,28940290,563288378,635491368,465041744,638148487,1028330122,1273639855,86705304,102030373,47341048,50329600,63657889,76432999,350000000,350359441,63606563,67414521,0,0,-8499625,8954331,205400278,445887878
(주)엘에스네트웍스,680,19-Dec,197287378,267728910,155784293,169990544,96380123,137582273,19888833,32103852,612626970,648675752,423435876,519411342,1036062846,1168087094,99080641,111171631,56691658,59672071,54505348,62722425,360000000,359382202,37113956,38813956,0,0,-20251432,-22445596,217535679,402812773
(주)엘에프,93050,11-Dec,569949090,604208696,235192350,262782983,412570405,427792876,7157522,16068385,316165798,347806319,836144983,824935983,1152310780,1172742302,127179596,128582040,54000,54000,166291351,181397991,10459000,10459000,1890000,14296898,0,0,-37925931,-61072078,1410925338,1439319872
(주)엘에프,93050,12-Dec,600985604,639692802,167574275,198254369,321041438,333810484,76915170,91016565,297571746,333351783,904878675,874708113,1202450421,1208059897,110872000,118596000,53975,53566,139442503,152692224,9914467,9914467,0,16929025,0,0,200162015,179479282,1389652918,1466496900
(주)엘에프,93050,13-Dec,688486453,732454175,197662343,248080020,248793907,268292416,212573359,220076070,323993374,376632462,981050493,914947992,1305043867,1291580454,107501155,118460531,54000,373000,122151718,139453902,0,0,0,32745536,0,0,195780556,172141652,1416402438,1486052176
(주)엘에프,93050,14-Dec,819809190,868801961,175551660,238452739,279725700,304467303,199740091,275385689,352927676,420003361,1066022383,982963474,1418950059,1402966835,120686000,132947000,53421,343648,150238152,165520050,0,1100000,0,46595935,0,0,122614340,102548362,1385279237,1460156058
(주)엘에프,93050,15-Dec,870765845,945950955,155357017,275713038,321903497,357452332,160197703,168896754,331346255,457297484,1043073452,1017555480,1374419707,1474852964,101033000,116864000,54000,2228000,127994079,163515850,0,0,0,79585615,0,0,62569380,51651981,1429859310,1571047846
(주)엘에프,93050,16-Dec,990842174,1061103896,256044482,395208564,278759560,308640245,119859238,128665169,383771858,528952359,1082969127,1052185230,1466740985,1581137589,105743208,125804926,54000,2248000,131855973,170960821,0,2236000,0,93725755,0,0,150785543,141299870,1379859089,1529296619
(주)엘에프,93050,17-Dec,766848079,871862854,205788062,334744183,296291673,338881970,104997061,127348261,340160701,491507174,1120390995,1103322258,1460551696,1594829433,119134601,142353520,0,2353000,122631001,182684618,0,13631000,0,62650303,40000000,40000000,107090951,119459296,1389250128,1602059905
(주)엘에프,93050,18-Dec,843332482,970064184,172722072,298589620,320569936,370262587,310506272,336343746,319906794,468412422,1186282646,1183428503,1506189440,1651840925,114236141,136323377,195000,2482000,139509329,192321280,2227063,18033553,0,68013763,0,0,128296752,124688338,1414779247,1706682100
(주)엘에프,93050,19-Dec,729996355,961976492,218692245,710019556,303380495,372749342,188172467,247434890,418624757,1025585468,1243180957,1391539546,1661805714,2417125014,100685000,126764669,191000,2508000,122232591,212058073,21999901,105010627,0,234488129,0,0,124181224,153091649,1405258777,1851716801
(주)엘엑스세미콘,108320,11-Dec,235710236,244383505,46689707,46754350,28438297,28438297,115418989,119976863,47467837,47542480,221267173,220850247,268735010,268392727,28634922,28634922,0,0,44806902,44863045,0,0,0,0,0,0,36313874,35911198,301277414,301486881
(주)엘엑스세미콘,108320,12-Dec,296621006,300990901,79220375,79232381,42290805,42290805,114817390,115488939,80413817,80425824,256928588,255763080,337342406,336188904,80613515,80613515,0,0,69529169,69572900,0,0,0,0,0,0,6924064,6258808,472258557,472637325
(주)엘엑스세미콘,108320,13-Dec,301989271,305353454,69659304,69709075,31220004,31220004,105372768,106199297,70939304,70989075,276016595,273931893,346955900,344920968,86843872,86840316,0,0,68337653,68387424,0,0,0,0,0,0,30077333,29309038,409644506,410236860
(주)엘엑스세미콘,108320,14-Dec,336577936,336622735,75154789,75160566,23659651,23659651,189566844,189609010,77586789,77592566,298863516,298790617,376450306,376383183,86095599,86096879,1513644,1513644,64937127,64942904,0,0,0,0,0,0,47993964,47502757,390690929,390705091
(주)엘엑스세미콘,108320,15-Dec,412445508,412540991,109727073,109674247,59510710,59510710,229387327,229479620,115482680,115429854,347541803,347578477,463024484,463008332,110774430,110774705,0,0,100394556,100341730,0,0,0,0,0,0,44788283,44843816,535837006,535837006
(주)엘엑스세미콘,108320,16-Dec,440305213,440498707,100401191,100300512,58285294,58285294,262696791,262888712,105420342,105319662,380515523,380678080,485935865,485997742,110873434,110873434,0,0,87676219,87575540,0,0,0,0,0,0,48955179,49039349,610042626,610043215
(주)엘엑스세미콘,108320,17-Dec,496552390,497749254,129626588,129360440,61011274,61011274,73769560,74727328,132334851,132068704,411511429,412225422,543846281,544294125,139950087,139950087,0,0,121374550,121063223,0,0,0,0,0,0,32304674,32504625,692756756,692761282
(주)엘엑스세미콘,108320,18-Dec,506873236,508162893,155610549,155223703,104091110,104091110,221572195,222527312,161331583,160944738,445917236,446613568,607248819,607558306,158800076,158800076,0,0,135796626,135315150,0,0,0,0,0,0,27514347,27373427,791817912,791818132
(주)엘엑스세미콘,108320,19-Dec,517493203,519232825,145432437,144851948,118843368,118843368,108327650,109686195,158106984,157526495,471157194,472206795,629264178,629733290,159275851,159275851,0,0,132472314,131891824,0,0,0,0,0,0,20167444,20694848,867122050,867122050
(주)엘엑스인터내셔널,1120,11-Dec,1750840998,3113824021,1559257838,2801638264,181508442,657115079,304265082,390666052,2214314088,3586128932,1251874995,1354879473,3466189083,4941008405,1139768063,1757530262,93529000,103418000,832034680,1640104911,596064492,716399620,457839440,823041005,0,0,272363528,216226362,7378209899,13986834138
(주)엘엑스인터내셔널,1120,12-Dec,1345113313,2935562557,975449621,2423238519,81914847,672054722,356935105,534260401,1724883916,3341908847,1463216173,1615613063,3188100089,4957521910,735006000,1414434000,88847775,97397197,611137136,1594053296,651416321,724413120,200606734,640303857,0,0,477738930,456438040,5945490194,12793756148
(주)엘엑스인터내셔널,1120,13-Dec,1150007816,2799016679,811677858,2245307687,76448454,689356724,223224480,384819519,1621981606,3263505471,1471807500,1613497110,3093789106,4877002582,677375198,1274918352,88714000,94060000,511736571,1388172649,664052151,777188926,142451031,676520929,0,0,-3231227,-173501606,5555792618,12072685790
(주)엘엑스인터내셔널,1120,14-Dec,1050957219,2830186504,755963598,2352147332,151810919,1047286099,368566153,479922899,1515950020,3331596561,1417621657,1565231283,2933571676,4896827844,469267000,1151260000,95039706,98140637,485571635,1604599342,703383668,822253288,19205608,462529409,0,0,269243165,348366137,3776501601,11372192850
(주)엘엑스인터내셔널,1120,15-Dec,876444218,3074134953,680179398,2589073721,131276476,724259538,296389135,528923854,1651704107,3840152672,1273925615,1543314623,2925629721,5383467294,422856057,1527154361,88979000,95469000,395714827,1796541136,650724586,802675154,43365820,423499774,0,0,83174635,297706829,3675879173,13224458801
(주)엘엑스인터내셔널,1120,16-Dec,658810351,2671936984,442215621,2098319719,84984934,517303438,64719357,311172521,1590188294,3531908415,1252247332,1645358098,2842435626,5177266513,388013631,1446330153,52313000,59074000,303270282,1635911890,711476323,867726821,62958811,197215300,0,0,31549261,230322361,2828841348,11966717412
(주)엘엑스인터내셔널,1120,17-Dec,656716341,2554249852,633733272,2130330307,135354799,598074634,114777446,395210647,1529616158,3382141121,1199187542,1585460436,2728803700,4967601556,384404071,1326183712,44111000,50076000,408626101,1711800612,552133100,781813889,63122063,130691653,0,0,79777077,180614330,2808960467,12827237444
(주)엘엑스인터내셔널,1120,18-Dec,640795642,2558402868,705989656,2167354737,126650668,514101141,80089467,342013992,1562571149,3488534828,1134651524,1549537633,2697222673,5038072461,343065313,1112858000,40609000,44936527,478753347,1708414673,462845395,734528630,465706,63317560,0,0,34793357,30788924,2904286945,9988224866
(주)엘엑스인터내셔널,1120,19-Dec,611125954,2484044502,655476273,2126279483,132380779,519298712,88139699,423581792,1319971891,3327366254,1207953763,1548616050,2527925654,4875982304,301990808,1038780000,40798000,44715812,369887525,1545412391,332641424,635988730,73683719,136375156,0,0,15508383,224957776,3080463942,10530857112
(주)엘엑스하우시스,108670,11-Dec,918606000,1126669000,630318000,892666000,107601000,207274000,256968000,328633000,904859000,1220207000,736459000,722274000,1641318000,1942481000,431507000,437931000,11373000,0,372718000,400491000,1295000,53624000,93613000,315048000,0,0,46456000,6118000,2067165000,2450105000
(주)엘엑스하우시스,108670,12-Dec,759710000,904524000,451760000,673687000,104680000,195801000,66394000,99641000,777946000,1051514000,758009000,726520000,1535955000,1778034000,419592000,431346000,12235000,13182000,370838000,393603000,1174000,52501000,10249000,189772000,0,0,79989000,94559000,2073996000,2451083000
(주)엘엑스하우시스,108670,13-Dec,824162000,995082000,576961000,820309000,136330000,234007000,80754000,113351000,900953000,1169149000,812905000,782940000,1713858000,1952089000,462517000,475126000,14219000,17043000,452002000,482642000,1210000,25526000,12469000,185791000,0,0,112950000,145560000,2285965000,2676952000
(주)엘엑스하우시스,108670,14-Dec,767735000,964300000,460188000,718249000,152154000,249218000,101422000,128895000,929334000,1227004000,851889000,830061000,1781223000,2057065000,444804000,493973000,9585000,11830000,413652000,444881000,1112000,36654000,31672000,224776000,0,0,153035000,161756000,2440439000,2825120000
(주)엘엑스하우시스,108670,15-Dec,803619000,1028180000,423352000,712261000,158898000,266776000,145077000,180474000,999436000,1374163000,891223000,877588000,1890659000,2251751000,446460000,505691000,15241000,18866000,301989000,350524000,0,83208000,0,210912000,0,0,48027000,92644000,2370082000,2768561000
(주)엘엑스하우시스,108670,16-Dec,821218000,1051445000,514335000,803725000,150797000,268539000,85075000,104321000,975572000,1348533000,942529000,937363000,1918101000,2285896000,545739000,621210000,13114000,17041000,375496000,424833000,0,72582000,0,190644000,0,0,144378000,152222000,2490561000,2928337000
(주)엘엑스하우시스,108670,17-Dec,924828000,1170284000,529256000,804673000,163676000,288735000,111258000,125947000,1232000000,1596851000,991907000,985580000,2223907000,2582431000,599343000,678517000,9076000,13396000,401338000,455275000,43000000,122394000,0,201234000,0,0,25965000,27431000,2812681000,3256451000
(주)엘엑스하우시스,108670,18-Dec,839155000,1080876000,386744000,736764000,169046000,298354000,108232000,134480000,1206970000,1592967000,937313000,916747000,2144283000,2509714000,516967000,583426000,12146000,17860000,274579000,328516000,43000000,68587000,0,235365000,0,0,103415000,140663000,2817733000,3266496000
(주)엘엑스하우시스,108670,19-Dec,772204000,1022430000,667276000,974505000,155429000,291161000,117706000,139134000,1251642000,1649601000,916519000,915978000,2168161000,2565579000,460358000,531310000,11903000,19591000,367066000,419649000,32250000,96389000,0,220551000,0,0,311322000,344803000,2710501000,3186807000
(주)엘엠에스,73110,11-Dec,68994425,74210928,36861401,43733909,6606974,13771436,18952110,24645745,61379548,74285458,83337230,74625788,144716778,148911246,28403379,19365239,327203,283658,7121780,8293539,9534760,16789744,24223100,29168002,0,0,13631032,16833692,87570749,92526620
(주)엘엠에스,73110,12-Dec,71643760,71937605,56079048,61384899,7251077,15758632,19189018,24576203,66548418,72302779,85360932,80041375,151909350,152344155,31377115,17778936,481304,362552,8681607,9709911,9165760,9926747,28890000,33564632,0,0,13112221,15711062,75102442,84113942
(주)엘엠에스,73110,13-Dec,76149415,78296514,60699087,69341079,12200097,29264949,11834004,17675942,65791592,74875479,99488018,93298515,165279610,168173993,48604514,26489366,497417,348641,9994024,12575542,4269120,5012107,46832400,53200856,0,0,-1294034,-474577,103275741,111677511
(주)엘엠에스,73110,14-Dec,141730164,137737631,110013864,118288008,15372416,44610759,41885923,48765046,111887897,120442027,126835781,117248333,238723678,237690360,77293505,34967185,812857,1082997,10534425,12652482,1096600,1602685,95475600,101982423,0,0,-136221,5409130,131722477,138878415
(주)엘엠에스,73110,15-Dec,130598881,121495496,69539835,76577864,11248280,35191867,43417250,51774097,94432376,101581138,137281889,123149827,231714264,224730965,72436074,26716067,925432,1119168,9492747,10987554,24462500,24736064,54032000,61066517,0,0,26190281,28577463,97736245,123425729
(주)엘엠에스,73110,16-Dec,122985914,113192857,61511078,67698664,11048837,34555620,19487300,24655201,88284893,94344524,120302983,110725081,208587876,205069605,79534870,37333134,1250727,1781371,9602803,11133807,26437500,26437500,43751000,50962428,0,0,-10204942,-12067565,92999722,113507609
(주)엘엠에스,73110,17-Dec,97267084,112801598,67857037,78106708,13065909,17216123,18519478,24376058,76431764,86595635,103519374,113607101,179951139,200202736,30377685,26851325,496404,491628,7436887,10332074,8162500,8162500,36807140,43223071,0,0,34975252,42271347,79786450,143748592
(주)엘엠에스,73110,18-Dec,106638433,113354881,58200121,63970359,7555766,11181141,25854036,45827734,72696799,78467037,106598717,118017568,179295515,196484605,43592986,31013391,752348,374810,7825949,11114031,14062500,14062500,44900000,44900000,0,0,5276705,23493223,80278509,109393200
(주)엘엠에스,73110,19-Dec,137915876,151111739,91200328,102051499,16741597,30106795,19408640,32465956,111161705,122012877,110025563,124414745,221187269,246427622,97853425,80304535,2403016,409789,15863272,21339724,19550000,19550000,27700000,28860180,0,0,-4476695,-5799424,145464657,163181110
(주)엘오티베큠,83310,11-Dec,34435458,34469439,10659821,10643421,21043282,21365854,3091071,3308836,13330290,13313890,49705749,49854503,63036039,63168393,9371545,8882564,52831,52831,9989944,9968859,24940,24940,50175,50175,0,0,-850734,-1095835,65636334,66656320
(주)엘오티베큠,83310,12-Dec,27326204,27455975,7568896,7406537,20274026,20696444,548913,823532,10122358,9990309,54176831,54795040,64299189,64785349,5464879,5262551,302098,302098,6309894,3529745,0,0,0,24990,0,0,7315271,8076978,70454279,72619688
(주)엘오티베큠,83310,13-Dec,36262493,37884516,13489642,14193226,20159416,21081922,1617371,3743283,16357357,17130479,60036052,60500264,76393409,77630742,9920368,8541575,798573,798573,12018611,12711391,0,0,0,0,0,0,6282497,4077516,83001756,83757931
(주)엘오티베큠,83310,14-Dec,42814238,43350285,16719010,17321766,16590094,17608026,12005203,13647768,19740307,20488661,63692286,65031652,83432593,85520313,13648993,11097248,1364088,483728,16192032,16661143,0,0,0,0,0,0,14449356,15827895,89031946,88475695
(주)엘오티베큠,83310,15-Dec,39906706,36912660,13402326,13959011,17837948,20468133,4091093,5121782,17934779,18704158,76062949,73811026,93997729,92515184,13553144,6727305,628441,411062,11431520,11866763,0,0,0,0,0,0,9104461,9563951,127417427,123883585
(주)엘오티베큠,83310,16-Dec,55212915,54863412,25765258,27558213,26338876,28607184,6022995,7991746,31570029,34098334,80769380,82357931,112339409,116456265,22025537,14296680,2592291,523967,18763300,18284660,0,0,6000000,7850000,0,0,1236323,3704813,121033850,124058524
(주)엘오티베큠,83310,17-Dec,87080099,88877071,28098280,29260784,16616591,18985835,35162678,37254076,43518928,45421779,104882716,107671010,148401644,153092790,18807156,15036035,818381,360140,15387501,15382354,0,0,8520000,9520000,0,0,37016048,39083010,193098291,200745090
(주)엘오티베큠,83310,18-Dec,78049878,84368015,41959388,44348309,17637293,21434447,34598131,40164096,49237393,52111364,120587778,123341506,169825171,175452869,15802095,12361460,664104,469746,17660779,17349887,0,0,17000000,18000000,0,0,11949814,17053038,159675553,169314397
(주)엘오티베큠,83310,19-Dec,95247537,103433097,42651602,50156584,18269045,25611668,33369360,36540746,74274710,83482989,124002529,126549412,198277239,210032402,31243054,27827274,0,0,14471543,20172711,4400000,4400000,17000000,18000000,0,0,-5364045,-4459261,147403941,150245826
(주)엘지,3550,11-Dec,73616046,3043089000,203291488,2621422000,0,326842000,1981724,441265000,361699412,4200204000,7176059679,10960447000,7537759091,15160651000,0,1723770000,0,0,109389299,1984471000,0,545158000,55000000,159822000,0,0,434377927,710814000,589467709,10059024000
(주)엘지,3550,12-Dec,241573664,3407115000,135180405,2425871000,0,436984000,120964798,508366000,294966863,4312780000,7408624170,11734952000,7703591033,16047732000,0,1957718000,0,0,101613504,1930729000,0,370007000,0,174093000,0,0,411589614,596599000,616562921,9827154000
(주)엘지,3550,13-Dec,340102091,3709672000,125372969,2659677000,0,330375000,185978801,682142000,282163933,4444886000,7589852701,12105291000,7872016634,16550177000,0,2003643000,0,0,97647179,1918711000,0,389732000,0,108660000,0,0,365906734,735995000,568046374,9799213000
(주)엘지,3550,14-Dec,254800031,3851206000,134994358,2896801000,0,307655000,151998133,497211000,284874549,4746872000,7768927217,12585835000,8053801766,17332707000,0,2263398000,0,0,105962929,2062120000,0,635431000,0,180230000,0,0,378906098,600272000,575743726,9865402000
(주)엘지,3550,15-Dec,333349000,4155560000,134819000,2712625000,0,343518000,63609000,870393000,278330000,4815156000,7930435000,13308244000,8208765000,18123400000,0,2200006000,0,0,105548000,2062322000,0,480684000,0,168518000,0,0,358921000,886292000,574117000,9968190000
(주)엘지,3550,16-Dec,351135000,4663115000,135045000,3567302000,0,322857000,128683000,1129035000,324809000,5269358000,8035613000,14220084000,8360422000,19489442000,0,2551435000,0,0,107307000,2625851000,0,352407000,0,190795000,0,0,402573000,878198000,614003000,10725374000
(주)엘지,3550,17-Dec,720313000,5367809000,280068000,3943608000,0,109989000,357788000,1309949000,457551000,5468186000,8781342000,16179511000,9238893000,21647697000,0,3023304000,0,0,118590000,3166183000,0,146636000,0,59086000,0,0,460353000,1058441000,714845000,11841058000
(주)엘지,3550,18-Dec,397618000,4613085000,145653000,3039531000,0,116148000,132903000,1054293000,228901000,4671433000,9098741000,18164478000,9327642000,22835911000,0,2755238000,0,0,119492000,2345969000,0,159356000,0,72956000,0,0,372387000,494943000,757196000,11944790000
(주)엘지,3550,19-Dec,826059000,3939057000,156049000,2244801000,0,62402000,150273000,1337102000,251216000,3413609000,9326745000,19021021000,9577961000,22434630000,0,1450939000,0,0,126405000,1472103000,0,79811000,0,56129000,0,0,591807000,818667000,874672000,6575339000
(주)엘지생활건강,51900,11-Dec,436836051,766503435,466848944,730773322,186803566,305919167,8126616,91762585,869934229,1308326210,794772133,1060577454,1664706362,2368903664,231944000,332440000,1191746,5654639,298488026,480351530,0,2426000,71002094,132922372,0,0,200507083,288870036,1995557178,3452434428
(주)엘지생활건강,51900,12-Dec,436271790,791867399,698547234,939863395,177111426,316733426,2237304,65204262,1037676322,1492546004,938569039,1271589535,1976245361,2764135538,239729000,376437363,1208369,6151000,214419586,445380237,90000000,90000000,141982497,115772863,0,0,156131830,238032823,2144639679,3896218098
(주)엘지생활건강,51900,13-Dec,570079283,981074809,518878987,981691553,212324066,375625065,58476045,143045276,1273937639,1959727163,1051876309,1475376675,2325813948,3435103838,271479562,414727863,1382000,4188000,221511397,486988905,90000000,90555000,176680939,317727634,0,0,148907734,389518348,2238174818,4326255199
(주)엘지생활건강,51900,14-Dec,813961393,1214261405,601780594,1035674374,226333458,411298662,268104951,338067115,1462327974,2119845056,1229417407,1708502940,2691745380,3828347997,269576602,413093827,1219000,4838000,269751844,553344101,0,11566400,16099183,129639865,0,0,331091007,465790652,2513352190,4677009785
(주)엘지생활건강,51900,15-Dec,788198043,1331132647,764403594,1159458141,265191860,441258251,189104047,396937751,1490840664,2099294365,1461711957,2115342599,2952552621,4214636964,283033377,425060000,1217000,5345051,341802998,625446794,0,0,21239405,82692843,0,0,389788487,637804647,3031336330,5328492268
(주)엘지생활건강,51900,16-Dec,773513697,1424609791,674497929,1146889563,289392604,535885784,105355940,338852485,1214043431,1881322776,1875861468,2620839706,3089904898,4502162482,330738101,475485559,1174000,5840000,349446878,664818171,0,7760000,16654687,92337291,0,0,528760062,713435544,3660952827,6094059406
(주)엘지생활건강,51900,17-Dec,950324052,1513346104,849774782,1244057335,283338629,546905773,224276260,386194253,1125420101,1695353026,2359743539,3082616474,3485163640,4777969500,396444588,529223477,1233000,6423000,418631288,690968552,0,18342240,22638060,71040535,0,0,668286986,735477193,3784444279,6270463510
(주)엘지생활건강,51900,18-Dec,944326320,1691202854,759176531,1358883492,302460220,614747847,167913575,396643799,878727689,1681854156,2808483971,3594020128,3687211660,5275874284,367752883,566838267,1209000,10750000,374745275,724971225,0,7132160,61501591,210810385,0,0,651994142,817116844,4060157954,6747536802
(주)엘지생활건강,51900,19-Dec,1009793904,2163074841,793017322,1771203780,338256718,746323199,261567480,647104059,829408160,2256581998,3264366905,4237087665,4093775065,6493669663,361362000,621676000,1076236,10631000,475385308,982847360,0,3566080,44020635,287644128,0,0,784442676,1139641475,4536975744,7685424230
(주)엘지유플러스,32640,11-Dec,2602720000,2623232000,3951784000,3960418000,372218000,372218000,101870000,118821000,7181437000,7189151000,3851543000,3859392000,11032980000,11048543000,2117073000,2118844000,210448000,211496000,2510582000,2518536000,1362697000,1362697000,270000000,270000000,0,0,298938000,297635000,9180949000,9185166000
(주)엘지유플러스,32640,12-Dec,2553557000,2572894000,3534108000,3537463000,346426000,346427000,325761000,341367000,7329199000,7340197000,3740882000,3748500000,11070081000,11088697000,1784435000,1786395000,214365000,215612000,2361074000,2363863000,2064881000,2064881000,50000000,50000000,0,0,1836369000,1874728000,10904831000,10904634000
(주)엘지유플러스,32640,13-Dec,2668348000,2697110000,3725199000,3738134000,394530000,394530000,377358000,398335000,7731175000,7752431000,4014949000,4022616000,11746124000,11775047000,1782184000,1785093000,219587000,220859000,2332276000,2344450000,1896979000,1896979000,0,0,0,0,1768450000,1777718000,11452151000,11450300000
(주)엘지유플러스,32640,14-Dec,2418217000,2489853000,3458045000,3485661000,272499000,276025000,368423000,415938000,7796994000,7834848000,4189346000,4177812000,11986340000,12012660000,1631707000,1644275000,204706000,203198000,2207793000,2218555000,1624106000,1624106000,0,15000000,0,0,2053105000,2015383000,10984928000,10999828000
(주)엘지유플러스,32640,15-Dec,2547236000,2599157000,3327786000,3354154000,363457000,364837000,258993000,292147000,7461667000,7502595000,4477557000,4448403000,11939224000,11950998000,1683748000,1693574000,180100000,179221000,2258950000,2267599000,1237437000,1237437000,0,15000000,0,0,1801324000,1792908000,10780359000,10795218000
(주)엘지유플러스,32640,16-Dec,2579273000,2619551000,3558835000,3574394000,260843000,261619000,289294000,317283000,7130853000,7162789000,4858271000,4826328000,11989124000,11989117000,1719307000,1732740000,166431000,165757000,2358180000,2355414000,761197000,761197000,0,15000000,0,0,2231060000,2224768000,11434770000,11451046000
(주)엘지유플러스,32640,17-Dec,3002606000,3072986000,3646692000,3664552000,333026000,334521000,391206000,449879000,6661133000,6702467000,5287089000,5232986000,11948222000,11935453000,2100484000,2111558000,173083000,173342000,2587748000,2587586000,425000000,425000000,0,15000000,0,0,2280305000,2279431000,12261930000,12279382000
(주)엘지유플러스,32640,18-Dec,4172112000,4247244000,3822069000,3832967000,452071000,455134000,319316000,378631000,7059366000,7086579000,6895731000,6853369000,13955097000,13939948000,1867924000,1867719000,154978000,155756000,2544646000,2541298000,350000000,350000000,0,10000000,0,0,2069906000,2069439000,12096778000,12125051000
(주)엘지유플러스,32640,19-Dec,4458406000,4805494000,4047947000,4648853000,430076000,436724000,340806000,474365000,9701597000,10591434000,7132682000,7349616000,16834279000,17941050000,1779535000,1929195000,163911000,163565000,2885952000,3115009000,1300000000,1452123000,0,5000000,0,0,2253049000,2252600000,12337746000,12381969000
(주)엘지헬로비전,37560,12-Dec,290697062,365087252,334503939,494594194,23899023,24357593,26521458,37572246,734827622,831197384,784182090,724760727,1519009712,1555958111,144090549,157327155,10292735,12864217,212253750,234719122,157786843,87564316,15000000,197800000,0,0,169678623,217354535,774101299,890993460
(주)엘지헬로비전,37560,13-Dec,342783606,399709923,306048087,419361268,22104473,23395382,34008615,59690639,1060250012,1195974324,926583625,884543481,1986833637,2080517805,257229515,276360956,14403356,18776166,171898415,219145240,446222091,450894013,35000000,162623476,0,0,111007990,169659806,1010490503,1160226581
(주)엘지헬로비전,37560,14-Dec,430356280,413459124,411139987,510338904,18409447,19347600,23615526,95766103,1144248354,1266873053,929664327,903577090,2073912681,2170450143,272768140,284112992,22819993,25782586,171929213,211342234,376279305,380253133,39700000,92925405,0,0,305545930,368722925,1084790253,1270375727
(주)엘지헬로비전,37560,15-Dec,373625770,,527750453,,18168789,,115655872,,1049060693,,951212150,,2000272843,,237166721,,24627418,,196053915,,160511468,,0,,0,,368235045,,1182612870,
(주)엘지헬로비전,37560,16-Dec,315292034,,565112674,,12778489,,59480214,,873536811,,966654863,,1840191675,,239905743,,22934352,,151183095,,1991620,,150000000,,0,,275776259,,1100634800,
(주)엘지헬로비전,37560,17-Dec,316263336,,361302909,,19082502,,64687632,,881032764,,987122461,,1868155224,,223940359,,20824111,,157746385,,0,,0,,0,,281258259,,1119895014,
(주)엘지헬로비전,37560,18-Dec,331950083,333907897,346848616,347995195,16447496,16447496,107356502,109074326,874274600,875878588,1059330562,1059260074,1933605162,1935138662,197597987,197757065,26703105,26729265,173717069,174849853,150000000,150000000,0,0,0,0,260632292,262556593,1171387344,1178041258
(주)엘지헬로비전,37560,19-Dec,330887963,332331898,581808847,582920876,5151588,5151588,79562326,80741726,838196522,839364025,950451399,951307353,1788647921,1790671378,183306933,183477232,32016833,32059337,218373178,219344717,150000000,150000000,0,0,0,0,250224419,250434425,1108351145,1112180459
(주)엘지화학,51910,11-Dec,6071787000,7256212000,3833483000,4723904000,2021267000,2475233000,1105301000,1379379000,4317404000,5577875000,9101613000,9707679000,13419017000,15285554000,2688558000,3122311000,4641000,5072000,2314146000,2499410000,20414000,385179000,924133000,1451823000,0,0,2203202000,2240339000,19809874000,22675593000
(주)엘지화학,51910,12-Dec,6289234000,7452938000,3394450000,4338012000,2169601000,2627930000,448967000,720767000,4584153000,5815798000,10200634000,10765355000,14784787000,16581153000,2709732000,3141161000,5769000,10110000,2175482000,2334709000,308625000,594018000,992617000,1666662000,0,0,1572768000,1765709000,20442790000,23263019000
(주)엘지화학,51910,13-Dec,6689921000,8031617000,3286775000,4597877000,1997556000,2564031000,1076468000,1399054000,4309275000,5720802000,11077901000,11725662000,15387176000,17446464000,2783958000,3235455000,7185000,14951000,1952268000,2148766000,307028000,404654000,929635000,1719658000,0,0,2068129000,2182884000,20255935000,23143612000
(주)엘지화학,51910,14-Dec,6756841000,8146821000,3738040000,4809049000,2057422000,2711188000,717965000,988016000,4341869000,5861794000,11551577000,12265852000,15893446000,18127646000,2782274000,3255864000,6252000,16581000,2233881000,2448504000,1292000,428412000,978556000,1749702000,0,0,1901958000,1994425000,19675975000,22577830000
(주)엘지화학,51910,15-Dec,7114410000,8655605000,3412605000,4798981000,1695482000,2338553000,1423061000,1704918000,3787033000,5475206000,12444563000,13103522000,16231596000,18578728000,2750818000,3249561000,5304000,12939000,1903050000,2243139000,0,274069000,1028208000,1839678000,0,0,2752528000,3172130000,17334109000,20206583000
