회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),당기순이익(손실)(IFRS),당기순이익(손실)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),영업이익개별,영업이익연결
(주)화승엔터프라이즈,241590,Dec-20,3950636,1115756451,0,955883297,434969,41458632,352874208,537461303,388610384,1154956254,1084933,62460806
(주)화승인더스트리,6060,Dec-10,218072526,568255745,192885582,515222736,9895974,3430433,131311597,141277346,269815498,453977631,14795739,14719940
(주)화승인더스트리,6060,Dec-11,262241111,603044874,234399870,541281737,6807882,7573028,131035424,138789613,300500290,476497529,11995978,16256798
(주)화승인더스트리,6060,Dec-12,233361961,559896533,207927889,499005683,3016222,4178162,133393899,137127904,286050845,457260643,7614161,12365737
(주)화승인더스트리,6060,Dec-13,217365820,598379118,206126174,539173148,-12297401,-6182755,121933270,110610830,291108892,472663786,-2057132,9367507
(주)화승인더스트리,6060,Dec-14,226708651,598508953,213895085,530142216,-720917,2582378,117332354,117325105,333165230,533010981,-872078,16096709
(주)화승인더스트리,6060,Dec-15,631209987,746832143,598980127,633068936,21553128,21512912,129371184,129611692,351335003,561114858,14010077,44300879
(주)화승인더스트리,6060,Dec-16,829327416,1011154973,788118175,844522775,106258988,48736804,232350948,287660747,504400245,803885741,26321307,78139591
(주)화승인더스트리,6060,Dec-17,972307181,1151943445,930945858,947875142,34807900,48475913,240620320,312322767,514052979,875729560,21795066,94753932
(주)화승인더스트리,6060,Dec-18,809021819,1111909652,780120728,942156007,23186814,25917796,166975528,354116523,381682583,991258651,12287247,57707726
(주)화승인더스트리,6060,Dec-19,1045321026,1425876463,1010498096,1179101690,18235805,80878438,181753920,453413934,409995776,1270683674,25279396,113566672
(주)화승인더스트리,6060,Dec-20,926398636,1298773635,897486450,1078398382,15593467,49917298,191030213,627248320,392360888,1433482294,20859449,82391917
(주)화승코퍼레이션,13520,Dec-10,515736066,1124058453,432957552,947582074,5320442,-31418255,216958613,225499195,522017423,903088944,14793659,46973870
(주)화승코퍼레이션,13520,Dec-11,630817333,1348514844,543303986,1165542894,9542882,24572228,223427676,236946058,565629568,969243331,17087735,46098345
(주)화승코퍼레이션,13520,Dec-12,661175019,1433575144,563558444,1235865003,6234742,11334195,228749336,237051852,574764890,956450234,17534224,48827857
(주)화승코퍼레이션,13520,Dec-13,655379494,1632278858,550432362,1374212001,1986679,-34733710,228808299,193899405,625860986,1131628142,18155893,73241538
(주)화승코퍼레이션,13520,Dec-14,663206356,1696590458,544424132,1396271739,15233554,11656460,213394108,202853084,634267033,1167986152,14412806,87884217
(주)화승코퍼레이션,13520,Dec-15,677790807,1679513458,552079120,1353924049,76786126,76993134,278742703,268763234,744167013,1299508336,17597376,109984023
(주)화승코퍼레이션,13520,Dec-16,757257828,1616064421,625002163,1285594580,57485908,58798996,334369701,325255269,830710165,1339825677,17152655,105315809
(주)화승코퍼레이션,13520,Dec-17,718370153,1443395992,597032516,1185668181,-36796743,-41805900,269356237,270277946,708183879,1274195718,2900380,35781065
(주)화승코퍼레이션,13520,Dec-18,729709314,1528089419,610709750,1262767610,-32726013,-33202199,218755579,218484325,660377151,1211764734,11604463,53943057
(주)화승코퍼레이션,13520,Dec-19,748204978,1551954755,625372591,1269950123,20607511,23531096,258773514,262263465,691953015,1211566447,17063970,64967713
(주)화승코퍼레이션,13520,Dec-20,627827270,1313327400,550564249,1097726916,-32544128,-40760464,224350066,220695528,708620508,1183882906,-14185625,13738334
(주)화신,10690,Dec-10,460892340,1390171197,394924023,1238816913,50146329,77807550,255264152,332426134,349909082,760666212,63287154,103599214
(주)화신,10690,Dec-11,571238813,1490351114,498113170,1355052232,49846786,37942460,299493277,363227618,435936072,887893456,58018013,74768439
(주)화신,10690,Dec-12,611770563,1626052361,532247285,1456938666,27613521,24552087,320661875,366445741,436714556,853595978,37207422,98944276
(주)화신,10690,Dec-13,664324554,1483548921,572092148,1326383749,40673105,1615536,357797777,334583412,522989465,781630816,32088183,66366626
(주)화신,10690,Dec-14,598418689,1313606243,528780621,1181065754,70577827,43899943,424619547,377620391,664071736,927526528,7829663,41151814
(주)화신,10690,Dec-15,596770346,1251698928,527540260,1137014000,41153619,-24566393,442233068,363356305,649627539,900499508,5806759,19196753
(주)화신,10690,Dec-16,550942356,1249725574,481863548,1112026774,39760173,48217844,440038211,393844865,685107274,964142090,8854898,46163683
(주)화신,10690,Dec-17,495431884,1066933942,455869314,1006045301,-24948000,-30941150,404084864,352742007,575544521,846408269,-22350273,-22843417
(주)화신,10690,Dec-18,599101056,1075815800,584330295,1029940530,-33289509,-57119792,351546322,293181268,626193853,828226155,-23713382,-21087342
(주)화신,10690,Dec-19,680798377,1164322417,627878404,1090492355,11794526,6622599,345961132,299726758,611470712,808403061,10069266,1942107
(주)화신,10690,Dec-20,708778762,1085541981,659821347,1028521344,-22226060,-54248883,319890532,255660683,641225072,822660475,2352574,-11278095
(주)화신정공,126640,Dec-10,,,,,,,,,,,0,0
(주)화신정공,126640,Dec-11,110695540,,101518250,,1576334,,73515904,,107115268,,2340093,0
(주)화신정공,126640,Dec-12,186990217,,175994789,,6270229,,73915065,,108519466,,7207043,0
(주)화신정공,126640,Dec-13,254827993,,242174471,,5378353,,80627438,,119517520,,8210029,0
(주)화신정공,126640,Dec-14,248950083,,238730669,,5011213,,77333670,,111267358,,6310667,0
(주)화신정공,126640,Dec-15,232346253,,223159746,,4345006,,79023272,,104729475,,5152235,0
(주)화신정공,126640,Dec-16,205033653,,196583421,,3807301,,82251896,,117496842,,4456445,0
(주)화신정공,126640,Dec-17,200390186,,193204574,,3096810,,80322850,,108004671,,2826806,0
(주)화신정공,126640,Dec-18,211893659,,205487752,,1062236,,76714396,,104074639,,1530267,0
(주)화신정공,126640,Dec-19,231063091,,222094572,,3454277,,80624001,,134185867,,4004776,0
(주)화신정공,126640,Dec-20,247110696,,234863029,,4820538,,85734414,,146668544,,6606073,0
(주)화인베스틸,133820,Dec-14,257495274,,221293566,,18269744,,104989754,,253345301,,25385695,0
(주)화인베스틸,133820,Dec-15,213693418,,197387170,,1209267,,100962366,,222662316,,5743344,0
(주)화인베스틸,133820,Dec-16,163148527,,147194148,,756909,,101679601,,226509854,,4163804,0
(주)화인베스틸,133820,Dec-17,127448023,,115471615,,1101225,,99634758,,215737385,,4656973,0
(주)화인베스틸,133820,Dec-18,145091596,,129971441,,1971121,,100756380,,228133467,,6274493,0
(주)화인베스틸,133820,Dec-19,134798538,,129593759,,-7494971,,92144262,,210800585,,-2835663,0
(주)화인베스틸,133820,Dec-20,98647267,,104330966,,-15522705,,76319232,,177774671,,-12993803,0
(주)황금에스티,32560,Dec-10,163562307,186060708,143683712,162319812,12079042,15253680,141351072,150042825,214761889,251452179,14470731,17395488
(주)황금에스티,32560,Dec-11,180681487,214382437,163408134,194661643,8066249,9289761,148217507,158913955,227123944,257748613,11482219,12660169
(주)황금에스티,32560,Dec-12,145921329,177023246,135831310,164957572,4610487,5830634,151528180,163233462,208119061,242003440,4002184,4613029
(주)황금에스티,32560,Dec-13,148431121,183258968,136569726,167384362,4711630,6835604,155539903,171811347,213859892,253730129,5757582,8021688
(주)황금에스티,32560,Dec-14,148552659,186773200,134423733,166066227,5391696,8871015,160231692,179982626,208348758,250683121,7472039,12029211
(주)황금에스티,32560,Dec-15,130281251,172920941,119808065,155495196,2004431,5381220,161536216,184391407,245247006,294144485,3805122,8465042
(주)황금에스티,32560,Dec-16,117977864,225310783,103312472,184335918,11845940,24896294,173032202,223575620,244618674,371879221,7867546,20187989
(주)황금에스티,32560,Dec-17,118842137,224729736,97435446,175763970,11176308,22654142,183158650,247352051,227603315,363642735,14405485,27515954
(주)황금에스티,32560,Dec-18,118918161,244773430,104197138,199076985,5432303,17287404,187137834,268334396,237438425,406187489,8348983,24009612
(주)황금에스티,32560,Dec-19,123921978,243584029,108607258,201112817,9554796,23664534,195992724,282967502,224042305,390222792,8413478,18780395
(주)황금에스티,32560,Dec-20,118011389,239454495,103752114,192961440,10835634,19972692,205428544,302066798,263773509,452295228,7637926,23749718
(주)효성,4800,Dec-10,8198966171,10146571321,6973066343,8647464340,210542374,237083904,2843047444,3118371637,7661868732,12310013937,624965559,754274941
(주)효성,4800,Dec-11,9283304919,11342140662,8255815922,10237116663,108045215,-93794795,2880775468,2960361051,8507119894,13623189543,393022671,288837595
(주)효성,4800,Dec-12,9284877550,12611749872,8376956235,11511127483,192424199,107375682,3057088881,3014061790,8284794074,13763659509,185450275,189306842
(주)효성,4800,Dec-13,9067386153,12579156963,8041493423,11095094174,-323942727,-236244457,2587296181,2674080830,7848965887,13593412883,244852020,485912289
(주)효성,4800,Dec-14,8532152674,12177134355,7552802225,10565608300,184871797,291989965,2721698613,2895268738,7755585602,13662073774,204746505,600346263
(주)효성,4800,Dec-15,8033110020,12458453530,6850173264,10429795501,317726270,525890998,2990447472,3472113539,7746432779,14013177864,473349864,950168851
(주)효성,4800,Dec-16,7974341128,11929113072,6614454577,9770993715,538371676,475401956,3417216420,3841216405,7680269340,14120801415,633192656,1016346709
(주)효성,4800,Dec-17,8509949686,12546410309,7362129983,10654352129,316067279,340839217,3473711234,3863281695,7844283138,14534978561,415424692,770807278
(주)효성,4800,Dec-18,352310815,2991006158,323290038,2552510515,3019515877,3425976747,1869335713,2702146840,2120867774,6407904916,-22668486,143483398
(주)효성,4800,Dec-19,342849813,3373447404,233742977,2828597562,43810825,150009465,1816218088,2710241797,2118763094,6527055213,54364442,236828089
(주)효성,4800,Dec-20,295491357,2782554819,185061069,2366560953,-58985143,1220252,2267939040,2514323285,2656659951,4429749880,56935212,138793356
(주)후성,93370,Dec-10,180146667,192379134,145240392,155577174,5890176,5929105,110967626,112952844,238280237,243791866,7754799,8184721
(주)후성,93370,Dec-11,237603543,242411857,180501917,184031014,14640318,14662106,125586548,127977037,304325895,308040011,25689268,25399430
(주)후성,93370,Dec-12,215609696,222678376,188558962,193974282,18044664,16861175,148102913,160413529,291018951,321752560,-4618802,-5876604
(주)후성,93370,Dec-13,193122393,203418691,180853642,188601367,-28959760,-30294675,120533738,131990793,254725924,290138308,-14661253,-15901704
(주)후성,93370,Dec-14,175167335,187022363,158058863,165896463,-67234041,-68698008,50941087,61371526,196140244,231980153,-9530092,-9215009
(주)후성,93370,Dec-15,199309201,215238476,160243234,172075879,13702574,13721206,86955855,97994236,232929523,261388269,14915946,15626871
(주)후성,93370,Dec-16,186229518,192073256,130511089,132470934,65565456,65591685,153454790,163378557,270929017,315083346,34113336,36433577
(주)후성,93370,Dec-17,241243453,248838270,178532655,186571988,30484993,28223115,180509211,208911446,285241565,316114969,37824351,35482507
(주)후성,93370,Dec-18,268884514,274933667,196422432,206099906,34509025,28050996,216338564,245500452,377192701,441480960,45639753,39591457
(주)후성,93370,Dec-19,241217521,248943838,186410169,197342277,13419127,205810,225735929,242943810,414665472,528907906,27244761,13436225
(주)후성,93370,Dec-20,237239900,261599806,185248322,218257830,10988083,-1334233,235122985,241184640,415080176,536123529,23092516,2806755
(주)휠라홀딩스,81660,Dec-10,417627817,615548843,164527040,282339461,44227967,83448838,269742417,316136464,436863475,680666954,53375834,101772431
(주)휠라홀딩스,81660,Dec-11,457656374,764406105,184077321,378548939,39609484,676762,308077854,298595668,691411810,839412055,54602611,106603493
(주)휠라홀딩스,81660,Dec-12,423883800,670437697,178783463,322248663,28540193,121690067,343227093,414103880,665692733,876801964,32655408,91443016
(주)휠라홀딩스,81660,Dec-13,415153347,736135754,176585346,367217701,17020246,96150463,358029799,492006626,693230207,971356130,24722843,98129304
(주)휠라홀딩스,81660,Dec-14,397490448,797475548,176820916,420479819,9602666,60421924,374562217,560212096,679626216,1035230701,11853447,93548938
(주)휠라홀딩스,81660,Dec-15,346805095,815749832,154113518,446871592,-430366,-133328122,388580543,479101970,705599674,978931671,-4020044,80561575
(주)휠라홀딩스,81660,Dec-16,306179181,967128445,149428912,548157131,-17845231,311126247,369514691,1302162826,754197110,3384914899,-31020650,11837651
(주)휠라홀딩스,81660,Dec-17,342462022,2530323757,146976647,1289793351,-3389427,108109559,379778754,1234329957,666259924,3078924218,1414941,217465972
(주)휠라홀딩스,81660,Dec-18,499912857,2954642540,202544073,1487105989,59872465,210049967,403963810,1506493876,693451094,3304339508,56453505,357102169
(주)휠라홀딩스,81660,Dec-19,612236223,3450421530,226870762,1720714488,108120895,338143799,492834688,1800943618,814761459,3770249128,112224240,470676492
(주)휠라홀딩스,81660,Dec-20,376281,3128805853,0,1584164454,-47523925,197738719,407915198,1857327807,662624271,3758441249,-8716473,341077885
(주)휴네시온,290270,Dec-18,11807620,16050841,6797681,10479974,1005966,1005966,22276372,22276372,24651221,25167837,442504,528257
(주)휴네시온,290270,Dec-19,14962063,18826121,7926238,10849168,1798083,1793386,23812431,23876012,27264411,28292684,1701243,1897966
(주)휴네시온,290270,Dec-20,21976966,25392288,12791426,15430311,3350148,3316063,26545040,26574537,33004619,33892190,2990524,2805533
(주)휴니드테크놀러지스,5870,Dec-10,52749793,,46242917,,-3723773,,72062104,,142815064,,-3640077,0
(주)휴니드테크놀러지스,5870,Dec-11,47340198,,38672326,,-2975756,,69687859,,134232856,,194463,0
(주)휴니드테크놀러지스,5870,Dec-12,41006171,,38533460,,-7729115,,61387217,,128776964,,-4285372,0
(주)휴니드테크놀러지스,5870,Dec-13,56812027,,50566175,,-906629,,60862062,,132765608,,225336,0
(주)휴니드테크놀러지스,5870,Dec-14,40280902,,33862204,,1647679,,64321386,,134649596,,390012,0
(주)휴니드테크놀러지스,5870,Dec-15,60515628,,50528341,,1168369,,78721521,,164132050,,2066443,0
(주)휴니드테크놀러지스,5870,Dec-16,178932324,,150015056,,17923978,,98659870,,169249296,,18787268,0
(주)휴니드테크놀러지스,5870,Dec-17,180853581,,149291338,,17577615,,109593978,,147679832,,16809732,0
(주)휴니드테크놀러지스,5870,Dec-18,261298876,,215928599,,26482992,,108582082,,227270125,,29948018,0
(주)휴니드테크놀러지스,5870,Dec-19,194668692,,168127844,,7964233,,115848293,,260965122,,8760264,0
(주)휴니드테크놀러지스,5870,Dec-20,198074505,,169747476,,5712920,,119306559,,250470543,,10576012,0
(주)휴럼,353190,Dec-20,,,,,,,,,,,0,0
(주)휴맥스,115160,Dec-10,842769572,1016047169,643055393,739804624,34450036,47378357,388539497,369470355,729943062,768714313,55927795,69895015
(주)휴맥스,115160,Dec-11,867284466,994024451,712209543,768857788,32895101,34835383,411993640,395506677,713116938,766766732,27441330,42098333
(주)휴맥스,115160,Dec-12,878259796,1024313054,704292097,790090907,9358585,13719455,417513744,403967260,680000950,717361645,23808667,30737102
(주)휴맥스,115160,Dec-13,964862721,1139415150,790570200,892634620,11609257,25962147,421392766,439261677,684744515,834854559,13803973,30484081
(주)휴맥스,115160,Dec-14,1072432572,1443770497,875239849,1146247651,30876116,20433416,450567249,454060041,762613038,943642835,17163427,33054746
(주)휴맥스,115160,Dec-15,1038034656,1426664921,849368946,1111983818,20789263,30157025,479290499,489954160,755161882,951759057,21701565,48534737
(주)휴맥스,115160,Dec-16,916514546,1350510226,771908154,1081360669,-24845172,3247962,441667605,470348424,787576393,1018355642,-13603942,20066326
(주)휴맥스,115160,Dec-17,1266343711,1611589047,1073681255,1327717264,10678227,-31668504,449201568,447101163,1029891505,1206007559,15827571,7994737
(주)휴맥스,115160,Dec-18,1001970954,1474831843,901722232,1256714023,-82303324,-46173745,355156625,401058141,889069691,1057083761,-90415504,-39127376
(주)휴맥스,115160,Dec-19,770367240,1173887021,660122722,963264777,-16674044,20251100,336884455,419773733,898189836,1022128768,-18374849,22863826
(주)휴맥스,115160,Dec-20,622495392,874611298,517451427,695517282,-29543377,-87427860,326414820,343146485,1003067004,1099613997,5658587,13483476
(주)휴맥스홀딩스,28080,Dec-10,3069477,18674016,0,2611414,3867931,12391028,208554395,222002694,224767123,239307046,1618203,12009528
(주)휴맥스홀딩스,28080,Dec-11,4340999,18842040,0,869524,5109225,10347990,204353441,222902498,205048221,233402961,2897758,13299807
(주)휴맥스홀딩스,28080,Dec-12,4358739,13519296,0,0,4732677,4809521,208008017,225315443,209415255,242902792,2615627,7912061
(주)휴맥스홀딩스,28080,Dec-13,4669319,22284243,0,0,-854843,7193237,205134226,230016122,206578582,248619390,2987198,16840260
(주)휴맥스홀딩스,28080,Dec-14,5198961,16657725,0,0,-1797166,2226922,205571751,227407848,210659453,240986942,1650449,9777945
(주)휴맥스홀딩스,28080,Dec-15,5436887,15734280,0,0,-37372005,-23700293,167023113,201442075,179738302,222112084,1341342,7722805
(주)휴맥스홀딩스,28080,Dec-16,4560517,5619171,0,0,-7058438,-2440783,155877449,192680435,176500399,221495411,2414995,3450825
(주)휴맥스홀딩스,28080,Dec-17,4870712,4081990,0,12499470,-659818,-29113224,156304937,164664150,177292471,192627732,2888226,-10804177
(주)휴맥스홀딩스,28080,Dec-18,3143604,,0,,-13728436,,149688380,,164180834,,-15081877,0
(주)휴맥스홀딩스,28080,Dec-19,2569162,9253559,0,0,-7364911,5832166,142516217,153137776,157699568,169615218,1059687,1033239
(주)휴맥스홀딩스,28080,Dec-20,4412316,5102596,0,0,-14154598,-21888033,128203805,129660363,149958526,153539401,1150806,-20433305
(주)휴먼엔,32860,Dec-10,102756105,,92113444,,1527246,,10955895,,85609653,,1358385,0
(주)휴먼엔,32860,Dec-11,164926094,,134641885,,1582485,,24412092,,116327366,,7238240,0
(주)휴먼엔,32860,Dec-12,182103209,,176756219,,-13946005,,20632499,,106102386,,-2512155,0
(주)휴먼엔,32860,Dec-13,197234277,,212522270,,-28423979,,20014929,,116800268,,-23622398,0
(주)휴먼엔,32860,Dec-14,185696037,,187266474,,-33633119,,-2624494,,79141211,,-12094938,0
(주)휴먼엔,32860,Dec-15,55340957,,47877936,,-34709037,,-15699836,,31319838,,925676,0
(주)휴먼엔,32860,Dec-16,41634049,66851114,38261266,62405816,-6003416,-6325225,23680001,23393767,38659245,39209451,-1106892,-1271024
(주)휴먼엔,32860,Dec-17,55103282,114876622,46729833,102725947,274185,273197,27903115,27309767,30945584,35772874,75154,549009
(주)휴먼엔,32860,Dec-18,40199537,112703168,38949966,110592453,-11836217,-9968876,16063734,17321648,34819290,43608959,-2491162,-5369957
(주)휴먼엔,32860,Dec-19,38462193,70658724,35952950,69169532,-1003671,-3486175,22486901,20914041,41532330,41243344,-59694,-1794408
(주)휴먼엔,32860,Dec-20,6366818,,6370437,,-35382093,,3321802,,40929714,,-2680574,0
(주)휴메딕스,200670,Dec-14,29181641,,14981528,,6641897,,53639525,,59164573,,8014534,0
(주)휴메딕스,200670,Dec-15,42133250,,20429095,,11622598,,109802417,,115899950,,14049863,0
(주)휴메딕스,200670,Dec-16,45060894,47133617,23451781,24628285,10104567,10470224,114600131,113008084,131955777,131158762,12230622,12839005
(주)휴메딕스,200670,Dec-17,50279744,54727016,28001559,30551670,9726714,13376373,110539806,112865266,125719462,128628462,10701943,11858574
(주)휴메딕스,200670,Dec-18,57579199,64831669,35904919,39128662,7724123,10760132,104241877,109868300,118538659,124465533,7471439,10692528
(주)휴메딕스,200670,Dec-19,69035168,78618779,42069198,45781267,8768923,12129999,112426564,121371831,128693249,138421305,9376784,13276317
(주)휴메딕스,200670,Dec-20,80350756,98480868,48859717,59007008,13278027,17214819,117955003,134877160,155052579,175646541,12187293,16639710
(주)휴비스,79980,Dec-12,1283896039,1562519388,1162269656,1414522063,48722970,52620551,344503596,358640317,712409706,825460304,50136627,58716985
(주)휴비스,79980,Dec-13,1257250573,1532917747,1150212456,1399277754,29182711,37421375,344381106,366873679,716851751,826273454,35142685,43055543
(주)휴비스,79980,Dec-14,1122318259,1371695859,1005128028,1221072303,21718322,28410731,347669565,384424120,753176423,899690574,31975049,43517638
(주)휴비스,79980,Dec-15,918890834,1205084606,826607317,1069095551,21927639,21119901,360230325,396967227,710393053,856589052,22092221,33597427
(주)휴비스,79980,Dec-16,859453820,1143501108,781586695,1027344117,10702744,9069810,364920630,397838173,785703592,914125281,8804614,15073251
(주)휴비스,79980,Dec-17,993521047,1280979427,901805809,1137429688,13939621,23164068,368235372,407327261,787780989,900280058,13306461,29573245
(주)휴비스,79980,Dec-18,1041438495,1262515099,949573648,1130551867,3764532,18991820,357482669,408127476,831852513,958085427,18737279,34358573
(주)휴비스,79980,Dec-19,845377168,1029346443,767671762,928224799,8430816,-293324,355386792,396125769,790141113,877170813,4312221,4867303
(주)휴비스,79980,Dec-20,733457961,920303309,644487405,797006124,77714531,82630763,427555308,475787300,793223206,872859156,27808208,39869748
(주)휴비츠,65510,Dec-10,44657190,45818777,26747574,24684593,6663708,7470397,38740095,41205730,57620749,59763833,8160260,9736102
(주)휴비츠,65510,Dec-11,56415363,57034489,35156302,31194920,7337181,9465874,46577456,51675708,63544174,68114368,9396368,11487149
(주)휴비츠,65510,Dec-12,63074612,67333918,39716038,38373558,9607767,11792085,58641899,65315702,77169028,83869333,10051469,12581094
(주)휴비츠,65510,Dec-13,59249614,64069932,40434518,39714357,-1575721,326768,56638287,65300713,93087311,101636272,3522304,5649719
(주)휴비츠,65510,Dec-14,59720571,63992216,41835375,41570723,914673,1618849,55516004,65131102,94415923,106844080,2489454,2806784
(주)휴비츠,65510,Dec-15,61975021,72705901,40270026,43847648,4757568,7420541,61671772,74205837,103552897,114546553,7619139,10518601
(주)휴비츠,65510,Dec-16,60727627,66923364,36665778,37644784,10466712,11370199,69906411,82683030,123725320,139518252,11506965,12434064
(주)휴비츠,65510,Dec-17,62911713,70387883,40139062,41898115,2435801,3461194,71295941,84159339,125371685,140883447,7802791,9109796
(주)휴비츠,65510,Dec-18,68050523,78861275,43149286,48311426,6130102,7550013,75640010,89802538,126713990,141664239,7967237,8327757
(주)휴비츠,65510,Dec-19,76166691,87987307,46397690,51650823,6909967,8334022,78541954,94432555,135835558,151897854,11077192,11721880
(주)휴비츠,65510,Dec-20,56814106,70087744,35701903,40086937,-5600813,-3027400,66061498,84690691,135815882,155474629,3930386,6860187
(주)휴센텍,215090,Dec-15,,,,,,,,,,,0,0
(주)휴센텍,215090,Dec-16,,,,,,,,,,,0,0
(주)휴센텍,215090,Dec-17,,,,,,,,,,,0,0
(주)휴센텍,215090,Dec-18,20783644,,16865765,,-1555238,,19102574,,30350835,,831363,0
(주)휴센텍,215090,Dec-19,17795672,,16742586,,-5782475,,15752663,,22265439,,-3259774,0
(주)휴센텍,215090,Dec-20,18407727,,13303174,,-2972462,,20419434,,32252407,,279043,0
(주)휴스틸,5010,Dec-10,517212947,510609430,444434647,435811590,30686609,31265534,348030468,345359244,477666015,474781720,36961735,37450616
(주)휴스틸,5010,Dec-11,568183564,568623724,490702871,487436500,32950549,35440965,382193064,382084648,539773563,536914288,38755648,40871312
(주)휴스틸,5010,Dec-12,590313880,588890255,509543416,499979680,29280353,25882232,392373620,388868811,558215549,556020140,35475667,41356405
(주)휴스틸,5010,Dec-13,535195428,547751902,481903326,482598418,7646624,6185710,411148938,406030139,558465365,561572715,8687066,17317956
(주)휴스틸,5010,Dec-14,572487662,553844427,501535246,482610754,13961188,15041925,401106013,397392124,575472621,578697467,21462027,19449783
(주)휴스틸,5010,Dec-15,357231584,438475425,324980824,395278464,1980263,693208,398115303,393682426,499998336,513959347,272239,8223455
(주)휴스틸,5010,Dec-16,387903904,364021479,351815177,325466716,2137411,-556247,392758254,385916912,580520323,586849321,799887,1347078
(주)휴스틸,5010,Dec-17,654716561,690567426,584221484,620306146,6658085,3685364,387836438,376924785,663724584,659077191,24924904,22719403
(주)휴스틸,5010,Dec-18,537031984,588768601,503746649,543026773,8729207,17184417,408167115,406011640,591912001,603455402,8877875,17946005
(주)휴스틸,5010,Dec-19,454522580,536988709,434236065,520845816,-4752871,-12543042,406072107,396558039,558633995,579096387,-3764449,-12915905
(주)휴스틸,5010,Dec-20,343239292,365613121,323443589,321900690,-5627854,8641226,411044192,414464187,568193079,604130122,-2073248,17657217
(주)휴엠앤씨,263920,Dec-17,27120409,,22822800,,685114,,21970251,,27274039,,1054575,0
(주)휴엠앤씨,263920,Dec-18,23388721,23388721,18730266,18730266,135431,-66820,22147537,21942952,32987226,32822274,128751,-72982
(주)휴엠앤씨,263920,Dec-19,21273458,24964389,16240395,18409791,-5937116,-5069758,61791954,62441130,85663805,88369871,66761,834987
(주)휴엠앤씨,263920,Dec-20,12683949,36205150,10865786,32562392,-39183393,-37787145,29087196,31141554,46669863,52966027,-8313262,-7701571
(주)휴온스,243070,Dec-16,167572193,168966126,78367343,79682891,16454306,14814752,95051199,95739555,174106732,179343040,22742310,21527171
(주)휴온스,243070,Dec-17,278012170,284838205,125213061,130373911,35979307,34087057,130897265,127247658,207190964,211253286,38170539,35337437
(주)휴온스,243070,Dec-18,313390424,328595382,134864695,147040402,43415147,44595080,166662915,167682470,239937239,251370718,47981918,45251754
(주)휴온스,243070,Dec-19,333128087,365018985,139904716,165024437,40647144,37412975,200599723,198221319,284082527,300341675,47971646,48397658
(주)휴온스,243070,Dec-20,366248449,406677881,154670198,186823869,49403968,56585966,238631848,243503960,395289888,416501440,52009897,54124952
(주)휴온스글로벌,84110,Dec-10,100867363,94127812,61323749,54498672,-2416027,-2996335,78608279,78181441,148594210,141761130,1561572,-163760
(주)휴온스글로벌,84110,Dec-11,113122275,,65285666,,4875488,,83207833,,154079616,,7963671,0
(주)휴온스글로벌,84110,Dec-12,122058612,135510362,66202405,70436611,6345993,7196043,93075715,92915244,158238215,185518366,12849731,14827400
(주)휴온스글로벌,84110,Dec-13,131049908,158182765,68498895,79551795,12342500,22845434,114153805,125236592,165287574,206224739,18267368,27937775
(주)휴온스글로벌,84110,Dec-14,156508158,182342753,78990543,87901565,17462194,24491213,137789745,188377171,185657276,254514940,21077014,30097872
(주)휴온스글로벌,84110,Dec-15,215132795,245020684,106866844,109857050,27096687,40509543,150979888,239328781,211353421,314131465,34297036,51345769
(주)휴온스글로벌,84110,Dec-16,10740870,163712232,0,75057378,506066815,526207281,302554578,453898247,305195105,557060993,29361,28896428
(주)휴온스글로벌,84110,Dec-17,25861844,325350642,0,131496920,10219900,48799151,308777116,491762530,316883967,602890427,12100268,60664551
(주)휴온스글로벌,84110,Dec-18,27891898,378687482,0,0,10753747,60762312,314391729,538633180,346265338,672876687,11560275,67964298
(주)휴온스글로벌,84110,Dec-19,29635944,449422998,0,0,9926852,57348919,315841053,581798732,352227677,742152517,9126075,72912396
(주)휴온스글로벌,84110,Dec-20,41866688,523047737,0,231965817,14806532,91042795,324004456,655398749,392413803,949022682,15069544,89248774
(주)흥국,10240,Dec-10,61091456,74030997,54157472,64608082,3782883,5762356,31996313,33889171,49661000,60452240,4970906,6977685
(주)흥국,10240,Dec-11,86767075,107972999,76482386,94234563,5456907,7056788,36608918,40345256,77762295,90183212,7684892,10159397
(주)흥국,10240,Dec-12,76574726,90278479,68603375,79827112,2771908,3525892,38373794,42570378,79992886,89487387,3884808,5543633
(주)흥국,10240,Dec-13,63392471,78820115,56726006,69311878,1697429,3254945,39220525,45003425,73024970,84044788,3050823,4994699
(주)흥국,10240,Dec-14,62405120,73042471,55923241,65289122,1538305,1669997,39886121,45924310,70266509,79126537,2722023,3113092
(주)흥국,10240,Dec-15,58499636,64346196,52021289,57088843,1552149,1410304,40868049,46828754,66103992,73403371,2673357,2647754
(주)흥국,10240,Dec-16,55073948,62732006,47172700,53067536,2913815,3618605,43256458,49724721,61217790,69485368,4229295,5153771
(주)흥국,10240,Dec-17,74263798,91625420,64052913,76786877,4516747,6952612,46796294,55255750,65870681,78035451,5562516,8824175
(주)흥국,10240,Dec-18,90238921,118012454,78217248,100083261,6645575,8316697,51687209,61658446,71094222,88337240,6917814,11139832
