,자기자본증가율,0,1
8088,-20.05,-18.62,-24.84
8089,87.98,110.85,83.55
8090,7.91,9.43,6.06
8091,-9.7,-5.81,-12.93
8092,94.27,77.83,111.91
8093,-17.48,-13.41,-19.34
8094,-40.05,-37.64,-41.83
8095,105.83,92.68,154.3
8096,28.22,11111111.11,11111111.11
8097,12.68,13.95,12.59
8098,4.89,6.58,4.6
8099,12.25,14.69,11.78
8100,0.47,8.85,0.21
8101,8.34,8.5,10.63
8102,8.77,6.75,9.01
8103,-3.19,-0.69,-3.34
8104,-4.19,-10.06,-3.18
8105,6.91,-69.0,-58.99
8106,15.38,14.98,13.11
8107,5.48,9.99,1.82
8108,-16.34,8.22,-26.77
8109,7.47,7.95,31.88
8110,29.22,13.86,22.0
8111,12.1,5.61,1.63
8112,-3.68,3.08,-0.05
8113,8.96,-14.1,-0.41
8114,1.02,-96.15,-96.7
8115,8.26,5.34,8.26
8116,-14.92,-14.92,84.12
8117,5.44,5.44,11111111.11
8118,312.78,312.78,11111111.11
8119,-12.23,-12.23,11111111.11
8120,39.53,39.53,11111111.11
8121,9.14,9.14,11111111.11
8122,32.2,32.2,11111111.11
8123,3.86,-25.27,175.89
8124,28.84,28.79,28.89
8125,6.07,7.49,5.83
8126,0.69,-0.87,0.68
8127,-11.14,-10.85,-11.15
8128,7.69,7.11,7.58
8129,17.65,17.63,17.65
8130,-1.88,-1.91,-1.88
8131,2.89,2.93,2.89
8132,438.14,-26.12,-76.75
8133,-11.32,-11.32,11111111.11
8134,-13.95,-13.95,11111111.11
8135,-31.6,-31.6,11111111.11
8136,2537.54,1429.32,2537.54
8137,7.7,7.7,-96.21
8138,1.91,1.91,11111111.11
8139,6.33,6.33,11111111.11
8140,7.46,7.46,11111111.11
8141,4.17,4.17,11111111.11
8142,4.42,4.42,11111111.11
8143,9.41,9.41,11111111.11
8144,5.55,5.55,11111111.11
8145,3572.23,-7.41,3572.23
8146,44.36,37.95,44.36
8147,139.9,-96.96,-98.11
8148,208.86,208.86,11111111.11
8149,-8.01,-8.01,11111111.11
8150,-7.86,-7.86,11111111.11
8151,-37.72,-37.72,11111111.11
8152,15.0,16.21,0.0
8153,13.66,13.66,11111111.11
8154,1.41,1.41,11111111.11
8155,0.23,0.23,11111111.11
8156,2.12,2.12,11111111.11
8157,4.48,4.48,11111111.11
8158,3.82,3.82,11111111.11
8159,3.86,3.86,11111111.11
8160,3.12,3.12,11111111.11
8161,13.04,438.81,2116.33
8162,3.33,14.11,1.38
8163,49.73,47.71,47.66
8164,5.76,3.95,5.25
8165,-13.38,-19.04,-14.57
8166,11.61,9.04,13.08
8167,6.8,6.94,6.78
8168,-15.28,-15.24,-15.25
8169,7.84,7.5,7.98
8170,-55.56,-55.1,-55.56
8171,0.96,5.3,4.62
8172,-8.16,-10.79,-6.52
8173,-68.45,-67.7,-68.13
8174,62.33,56.31,51.39
8175,0.04,-0.47,0.04
8176,7.37,7.37,-85.54
8177,6.74,6.74,11111111.11
8178,1.94,1.94,11111111.11
8179,24.58,1590.46,17093.39
8180,14.71,39.6,14.59
8181,1.81,4.37,1.88
8182,6.78,5.79,6.48
8183,2.66,0.98,1.96
8184,3.03,2.71,3.41
8185,11.68,14.18,13.93
8186,2.76,0.85,1.3
8187,5.56,3.93,5.49
8188,33.07,-68.05,-66.98
8189,1254789.63,11111111.11,11111111.11
8190,4.61,4.56,4.58
8191,3.44,3.49,3.41
8192,13.33,13.19,13.36
8193,2.37,2.79,2.39
8194,-77.89,-78.03,-77.89
8195,1254789.63,11111111.11,11111111.11
8196,1254789.63,11111111.11,11111111.11
8197,-83.28,-82.87,-83.28
8198,21.24,11111111.11,11111111.11
8199,55.02,55.02,11111111.11
8200,1.85,1.85,11111111.11
8201,7.65,104.6,61.13
8202,5.21,11.43,4.92
8203,21.23,20.93,20.02
8204,-7.15,-11.0,-6.08
8205,-27.21,-25.1,-27.32
8206,-46.17,-49.43,-46.17
8207,11.18,10.02,11.18
8208,1.84,7.02,3.13
8209,-25.3,-26.71,-25.81
8210,29.05,79.31,-60.44
8211,12.3,12.3,11111111.11
8212,2.33,2.33,11111111.11
8213,4.56,4.56,11111111.11
8214,8.61,7.79,8.61
8215,3.56,2.94,3.78
8216,9.01,8.32,9.77
8217,-8.05,-6.6,-7.43
8218,-0.93,2.11,-1.97
8219,-28.4,-31.34,-28.4
8220,5.8,5.82,5.79
8221,2.1,-18.69,-15.08
8222,0.56,2.16,1.02
8223,0.85,0.32,1.67
8224,0.98,-0.32,3.74
8225,-0.34,-1.95,2.21
8226,0.52,3.19,1.38
8227,1.14,-0.61,1.23
8228,7.22,0.6,8.24
8229,63.15,63.85,58.97
8230,10.39,-71.57,-86.6
8231,12.84,12.84,11111111.11
8232,9.75,9.66,9.75
8233,-8.06,-8.06,-54.67
8234,-4.78,-4.78,11111111.11
8235,1.94,1.94,11111111.11
8236,9.87,9.87,11111111.11
8237,9.5,9.5,11111111.11
8238,8.37,8.37,8.37
8239,17.64,422.29,909.38
8240,0.78,3.65,0.16
8241,-5.8,0.5,-5.82
8242,22.56,37.98,22.9
8243,10.82,39.0,-1.3
8244,-10.16,0.58,10.86
8245,2.95,1.21,2.62
8246,23.61,26.18,17.02
8247,19.92,18.91,5.3
8248,10.14,-91.18,-97.6
8249,13.2,13.2,11111111.11
8250,15.41,15.41,11111111.11
8251,7.01,7.01,11111111.11
8252,3.2,3.22,3.17
8253,0.89,1.74,0.89
8254,3.57,4.07,3.56
8255,-0.9,0.98,-0.84
8256,1.53,-1.66,1.47
8257,0.87,1453.52,1446.55
8258,2.57,5.59,2.57
8259,2.61,5.5,2.59
8260,5.67,6.59,5.64
8261,4.26,5.52,4.26
8262,13.0,4.02,12.98
8263,6.02,5.85,6.02
8264,5.37,5.37,5.36
8265,0.33,0.15,0.33
8266,5.94,-71.45,-65.5
8267,4.61,2.29,5.03
8268,4.26,2.38,4.14
8269,6.72,3.35,6.71
8270,5.3,1.03,5.3
8271,9.94,1.09,9.65
8272,6.18,1.39,6.18
8273,4.59,0.01,4.43
8274,1.31,-2.01,1.25
8275,-98.46,-92.71,-98.46
8276,-12.05,-12.05,11111111.11
8277,-39.5,-37.25,-37.97
8278,-32.16,-21.18,-32.02
8279,7.34,17.2,59.59
8280,5.8,6.08,5.8
8281,11.24,10.8,11.24
8282,12.34,14.94,12.34
8283,10.0,12.12,10.0
8284,9.25,10.2,9.25
8285,18.86,22.06,19.37
8286,2.79,3.91,2.36
8287,-0.94,1.01,-0.94
8288,-68.44,-67.68,-68.44
8289,1254789.63,11111111.11,11111111.11
8290,13.91,14.56,13.91
8291,-12.71,-11.89,-12.71
8292,-18.56,-19.68,-18.56
8293,-11.08,-10.31,-11.08
8294,-60.81,-61.09,-60.81
8295,34.62,11111111.11,11111111.11
8296,19.47,19.47,11111111.11
8297,7.98,10.85,7.98
8298,16.14,17.32,16.58
8299,9.55,8.88,10.18
8300,12.61,11.71,12.33
8301,20.97,19.76,20.06
8302,13.61,13.4,14.05
8303,24.91,23.68,25.0
8304,4.3,-86.87,-86.83
8305,9.81,10.71,9.81
8306,8.49,8.9,8.49
8307,4.83,4.34,4.83
8308,4.17,3.57,4.17
8309,18.53,17.94,18.53
8310,2.76,2.31,2.76
8311,4.75,4.81,4.75
8312,0.27,0.67,0.27
8313,43.89,-63.94,-75.58
8314,32.44,32.44,11111111.11
8315,32.75,32.75,11111111.11
8316,21.89,21.89,11111111.11
8317,70.67,70.67,11111111.11
8318,-18.74,-19.07,-18.99
8319,65.16,62.13,63.87
8320,36.45,24.49,36.45
8321,-28.4,-21.04,-28.4
8322,-25.25,-23.86,-25.25
8323,23.9,15.57,23.9
8324,7.18,7.38,6.65
8325,-4.09,-7.47,-3.45
8326,0.72,-3.18,3.62
8327,1.3,1.29,0.88
8328,-2.77,-3.32,-2.36
8329,-1.53,-2.26,-1.21
8330,-0.46,-1.67,2.42
8331,-24.56,-35.49,-24.56
8332,-17.23,-13.95,-38.33
8333,-14.19,-7.72,-12.51
8334,-18.44,-14.97,-18.43
8335,57.86,60.81,57.63
8336,45.47,45.84,45.37
8337,-16.38,-16.39,-16.42
8338,-11.15,-9.93,-11.19
8339,-3.01,-1.36,-3.04
8340,-23.6,-51.53,-49.42
8341,-50.92,-63.53,-47.54
8342,-91.87,-69.85,-81.26
8343,62.05,62.05,440.37
8344,38.36,38.36,11111111.11
8345,94.97,94.97,11111111.11
8346,-20.26,-20.26,11111111.11
8347,-51.11,-51.11,11111111.11
8348,326.47,326.47,11111111.11
8349,116.91,33.35,116.91
8350,7.69,11111111.11,11111111.11
8351,6.77,6.77,11111111.11
8352,17.44,18.8,17.17
8353,1.07,2.68,0.63
8354,-8.5,-8.5,-68.37
8355,-27.74,-27.74,11111111.11
8356,1.15,1.15,11111111.11
8357,21.12,21.12,11111111.11
8358,22.16,22.16,11111111.11
8359,13.91,-52.72,0.0
8360,7.05,7.05,11111111.11
8361,26.42,26.42,11111111.11
8362,-1.26,-1.26,11111111.11
8363,2.64,2.64,11111111.11
8364,15.91,15.91,11111111.11
8365,10.37,10.37,11111111.11
8366,17.42,17.42,11111111.11
8367,2.81,2.81,11111111.11
8368,-16.87,32.78,417.35
8369,-12.54,-9.65,-26.61
8370,-7.68,-8.97,-7.68
8371,-10.91,-12.17,-10.91
8372,-28.95,-31.28,-28.95
8373,-9.71,-10.32,-9.71
8374,1.13,-8.73,-11.58
8375,-3.56,-3.49,-3.56
8376,2.16,415.96,371.73
8377,-15.83,-16.03,-16.0
8378,-4.3,-5.47,-4.46
8379,-50.16,-45.89,-50.43
8380,-23.51,-37.48,-28.82
8381,6.48,5.22,6.6
8382,-38.82,-46.24,-44.02
8383,22.85,48.59,46.49
8384,10.99,16.2,10.25
8385,91.14,84.21,91.14
8386,2.79,4.12,2.78
8387,13.86,15.89,13.86
8388,-1.59,0.59,-1.59
8389,2.94,7.39,-2.75
8390,15.98,9.46,12.81
8391,18.33,17.8,18.01
8392,3.99,3.2,2.91
8393,-1.23,-67.74,-84.5
8394,2.35,2.35,11111111.11
8395,2.8,2.8,11111111.11
8396,2.83,2.83,11111111.11
8397,3.83,3.83,11111111.11
8398,5.16,5.16,11111111.11
8399,3.88,3.88,11111111.11
8400,2.99,2.99,11111111.11
8401,15.62,15.62,11111111.11
8402,-43.88,-43.88,0.0
8403,9.88,9.88,11111111.11
8404,3.35,3.35,11111111.11
8405,13.8,13.8,11111111.11
8406,17.63,17.63,11111111.11
8407,14.3,14.3,11111111.11
8408,8.24,8.24,11111111.11
8409,1.22,1.22,11111111.11
8410,-0.9,-0.9,11111111.11
8411,11.38,64.04,0.0
8412,12.31,12.31,11111111.11
8413,10.49,10.49,11111111.11
8414,5.75,5.75,11111111.11
8415,4.88,4.88,11111111.11
8416,6.06,6.06,11111111.11
8417,3.59,3.59,11111111.11
8418,4.37,4.37,11111111.11
8419,2.01,2.01,11111111.11
8420,71.31,-79.05,0.0
8421,18.48,11111111.11,11111111.11
8422,-14.99,-14.99,-90.74
8423,-5.3,-5.3,11111111.11
8424,-11.66,-11.66,11111111.11
8425,-8.74,-8.74,11111111.11
8426,212.31,25.49,774.09
8427,-31.97,-32.05,-32.03
8428,-11.99,-11.5,-11.76
8429,4.67,89.92,125.81
8430,39.78,37.14,36.68
8431,14.56,14.97,7.15
8432,-3.16,-6.29,-2.4
8433,9.22,8.57,15.58
8434,-3.78,-3.88,-2.4
8435,8.07,5.56,13.86
8436,-2.39,0.29,-0.66
8437,-9.56,-26.35,-9.17
8438,-94.9,41.82,-94.9
8439,1.59,1.59,11111111.11
8440,7.09,7.09,11111111.11
8441,-4.88,-4.88,11111111.11
8442,-5.14,-2.79,-5.64
8443,9.01,8.09,9.63
8444,47.47,48.1,47.49
8445,-4.11,-2.83,-4.06
8446,-14.11,-14.18,-14.05
8447,66.67,243.82,1083.09
8448,24.99,26.91,9.35
8449,3.55,-0.66,4.63
8450,489.88,-95.76,-99.68
8451,-5.87,-5.87,11111111.11
8452,-2.57,-0.98,-2.6
8453,-6.76,-4.83,-6.17
8454,-5.39,-1.93,-4.38
8455,7.87,7.96,8.1
8456,-73.25,-74.76,-73.25
8457,1254789.63,11111111.11,11111111.11
8458,15.5,15.5,11111111.11
8459,5.55,5.9,5.55
8460,12.66,11.87,13.2
8461,5.01,3.07,4.5
8462,21.96,21.04,22.36
8463,20.47,20.55,23.7
8464,6.0,7.09,3.89
8465,4.9,-73.76,-76.19
8466,15.63,15.47,15.63
8467,-20.66,-7.3,-20.66
8468,-27.6,-16.44,-27.6
8469,19.68,9.51,19.68
8470,11.91,19.51,11.1
8471,-17.54,-15.1,-16.85
8472,-87.9,-91.88,-87.27
8473,321.69,328.72,302.88
8474,1.19,998.98,-1.01
8475,11.37,11.37,11111111.11
8476,-2.5,-2.5,11111111.11
8477,-0.63,-0.63,11111111.11
8478,-7.01,-7.01,11111111.11
8479,3.16,3.16,11111111.11
8480,8.19,8.19,11111111.11
8481,-5.67,-5.17,-5.67
8482,-0.57,-0.9,-0.57
8483,16.54,-45.05,-91.3
8484,9.52,9.52,11111111.11
8485,11.37,11.37,11111111.11
8486,7.27,7.27,11111111.11
8487,5.58,5.58,11111111.11
8488,4.09,4.09,11111111.11
8489,1.0,1.0,11111111.11
8490,1.13,1.13,11111111.11
8491,-4.61,-4.61,11111111.11
8492,-2.86,-43.03,417.29
8493,0.06,0.09,0.06
8494,-12.68,-14.0,-12.68
8495,-12.56,-13.02,-12.56
8496,-11.93,-9.5,-11.93
8497,14.24,18.5,14.24
8498,-26.04,-27.0,-26.04
8499,5.07,4.98,5.07
8500,-50.21,-50.31,-50.21
8501,1.66,298.88,-35.01
8502,1.47,1.47,11111111.11
8503,-1.92,-1.92,11111111.11
8504,4.19,4.19,11111111.11
8505,4.59,4.59,11111111.11
8506,4.28,4.28,11111111.11
8507,5.58,5.58,11111111.11
8508,-1.35,-1.35,11111111.11
8509,2.65,2.65,11111111.11
8510,24.13,-32.91,427.57
8511,11.44,7.24,11.44
8512,3.04,-0.79,3.04
8513,7.07,1.15,7.07
8514,7.45,2.39,7.45
8515,5.77,-0.09,5.77
8516,13.6,8.6,13.6
8517,6.8,6.82,6.8
8518,4.44,1.26,4.44
8519,3.18,-14.57,-41.36
8520,5.58,6.86,5.58
8521,-1.62,-0.72,-1.62
8522,1.32,5.37,1.32
8523,14.29,15.15,14.29
8524,13.72,11.89,13.72
8525,13.59,9.63,13.59
8526,15.22,13.33,15.22
8527,11.89,9.21,11.89
8528,-90.89,-90.74,-90.89
8529,1254789.63,11111111.11,11111111.11
8530,1254789.63,11111111.11,11111111.11
8531,1254789.63,11111111.11,11111111.11
8532,-9.32,543.01,1365.34
8533,-19.07,-1.37,-19.07
8534,-7.61,1.15,-7.75
8535,-0.73,0.47,-0.76
8536,-0.81,5.96,-0.88
8537,-1.71,-28.14,-1.86
8538,1.41,-4.27,123.73
8539,-1.03,-1.17,0.6
8540,-9.34,-3.31,-8.27
8541,15.1,-5.19,-95.41
8542,1.51,1.51,11111111.11
8543,3.24,3.24,11111111.11
8544,-0.22,-0.22,11111111.11
8545,-1.09,-1.09,11111111.11
8546,0.83,0.83,11111111.11
8547,-6.55,-6.55,11111111.11
8548,-11.15,-11.15,11111111.11
8549,-6.01,-6.01,11111111.11
8550,6.01,93.38,1569.98
8551,20.81,23.13,20.81
8552,4.39,9.03,4.39
8553,20.62,20.05,20.62
8554,-0.12,-1.43,-0.12
8555,12.12,11.41,12.12
8556,-1.81,-1.4,-1.81
8557,-2.13,-2.06,-2.13
8558,2.97,4.1,2.97
8559,5.56,-85.33,-84.1
8560,9.14,9.14,-77.65
8561,-23.53,-23.53,11111111.11
8562,0.46,0.16,0.46
8563,-18.63,-2.46,-18.63
8564,-58.88,-66.27,-58.88
8565,192.13,200.23,192.68
8566,9.17,7.27,7.91
8567,-11.64,-13.4,-8.84
8568,2.97,11.96,-13.79
8569,5.64,6.24,5.64
8570,1.79,7.12,1.79
8571,1.86,5.12,1.86
8572,4.16,1.07,4.16
8573,3.15,0.08,3.15
8574,26.74,24.27,26.74
8575,10.01,10.27,10.01
8576,4.84,5.55,4.84
8577,-41.3,-53.94,-41.3
8578,-7.91,-7.91,-66.92
8579,-29.82,-29.82,11111111.11
8580,16.09,16.09,11111111.11
8581,-43.74,-43.74,11111111.11
8582,83.32,83.32,11111111.11
8583,16.42,16.42,11111111.11
8584,-28.97,-28.97,11111111.11
8585,-12.21,-12.21,11111111.11
8586,0.41,525.1,-68.09
8587,2.48,2.48,11111111.11
8588,-10.79,-10.79,11111111.11
8589,-17.39,-17.39,11111111.11
8590,-55.86,-55.86,11111111.11
8591,50.68,50.68,11111111.11
8592,5.02,5.02,11111111.11
8593,53.18,53.18,11111111.11
8594,-28.74,-28.74,11111111.11
8595,7.49,-40.81,0.0
8596,-1.06,-1.06,11111111.11
8597,-5.32,-5.32,11111111.11
8598,-1.35,-1.35,11111111.11
8599,0.99,0.99,11111111.11
8600,6.92,6.92,11111111.11
8601,4.69,4.69,11111111.11
8602,2.54,2.54,11111111.11
8603,-7.01,-7.01,11111111.11
8604,-15.88,-14.64,0.0
8605,-18.52,-18.52,11111111.11
8606,-8.02,-8.02,11111111.11
8607,30.22,30.22,11111111.11
8608,4.84,4.84,11111111.11
8609,26.7,26.7,11111111.11
8610,7.92,7.92,11111111.11
8611,5.87,5.87,11111111.11
8612,-4.49,-4.49,11111111.11
8613,889.19,138.33,889.19
8614,14.04,12.61,14.04
8615,11.61,9.91,11.61
8616,7.04,9.09,7.03
8617,1.21,8.93,18.89
8618,4.63,6.26,4.59
8619,16.69,11.67,20.8
8620,7.42,-1.11,34.86
8621,18.42,16.33,10.02
8622,-4.91,-85.44,-96.67
8623,-3.5,-3.5,11111111.11
8624,7.01,7.01,11111111.11
8625,2.4,2.4,11111111.11
8626,1.63,1.63,11111111.11
8627,2.94,2.94,11111111.11
8628,-0.01,-0.01,11111111.11
8629,-3.26,-3.26,11111111.11
8630,-2.07,-2.07,11111111.11
8631,11.68,92.33,0.0
8632,9.66,9.66,11111111.11
8633,9.19,9.19,11111111.11
8634,7.59,7.59,11111111.11
8635,8.19,8.19,11111111.11
8636,7.96,7.96,11111111.11
8637,6.82,6.82,11111111.11
8638,3.67,3.67,11111111.11
8639,6.98,6.98,11111111.11
8640,3.17,131.42,2405.03
8641,3.2,3.2,3.2
8642,2.45,3.72,2.45
8643,3.3,3.3,-96.22
8644,2.81,2.81,11111111.11
8645,-5.9,0.6,-4.76
8646,1.22,5.12,0.51
8647,8.12,9.72,7.8
8648,10.85,1.07,9.77
8649,95.48,-91.6,-96.77
8650,-1.21,11111111.11,11111111.11
8651,-4.15,-28.75,-5.55
8652,-15.86,-19.73,-10.64
8653,-26.22,16.81,-25.99
8654,-28.5,-13.7,-27.81
8655,9.19,11.83,8.82
8656,11.87,15.33,11.61
8657,-33.27,-12.6,-32.34
8658,2.23,-4.52,-1.73
8659,11.98,285.07,440.39
8660,10.47,12.44,11.1
8661,9.83,5.3,9.66
8662,-44.56,-40.09,-45.01
8663,-0.74,-2.09,-0.26
8664,1.09,1.55,1.46
8665,1.53,9.04,-2.38
8666,-7.33,-8.21,-7.34
8667,2.41,1.69,2.41
8668,9.52,-94.0,-94.44
8669,-0.21,4.68,-0.36
8670,6.61,7.84,9.31
8671,10.29,6.71,12.04
8672,36.04,33.06,36.97
8673,19.75,18.46,19.62
8674,1.5,2.91,5.87
8675,-1.01,1.71,-0.92
8676,20.11,0.95,20.12
8677,-51.86,-87.49,-87.47
8678,34.35,32.95,21.78
8679,-4.87,-0.45,-7.04
8680,4.08,9.83,3.85
8681,-3.73,11.24,-4.52
8682,18.08,-0.31,16.58
8683,6.72,12.54,5.75
8684,-42.69,-13.3,-43.13
8685,20.17,-24.3,33.08
8686,14.05,1230.99,1142.46
8687,6.08,4.6,6.14
8688,23.01,21.12,23.0
8689,27.91,24.79,27.91
8690,28.77,27.97,28.74
8691,24.44,25.36,24.43
8692,-6.26,0.73,-6.26
8693,13.17,8.62,13.17
8694,3.31,4.02,6.76
8695,13.82,5.0,14.82
8696,8.5,9.19,7.85
8697,5.6,6.55,4.73
8698,4.16,5.84,3.69
8699,8.57,9.13,0.81
8700,5.89,5.95,5.89
8701,5.13,5.25,5.13
8702,7.44,7.1,7.44
8703,5.15,6.17,5.15
8704,6.79,-86.1,-85.44
8705,19.07,16.64,19.27
8706,9.31,10.63,9.3
8707,7.45,8.25,7.44
8708,13.66,14.13,15.72
8709,16.66,15.62,38.24
8710,13.59,11.54,14.58
8711,18.41,18.42,14.42
8712,18.11,15.48,16.39
8713,10.98,-75.32,-80.72
8714,11.14,11.6,11.14
8715,11.45,10.64,11.45
8716,7.4,7.05,7.4
8717,0.28,4.55,0.28
8718,6.61,5.99,6.61
8719,7.95,8.72,7.95
8720,4.91,0.25,4.91
8721,-4.63,-3.43,-4.63
8722,-92.79,-92.86,-92.79
8723,1254789.63,11111111.11,11111111.11
8724,1254789.63,11111111.11,11111111.11
8725,1254789.63,11111111.11,11111111.11
8726,15.22,15.22,11111111.11
8727,53.07,-12.3,53.07
8728,28.91,27.64,28.91
8729,27.05,25.59,27.05
8730,63.69,64.62,63.69
8731,16.65,15.98,17.04
8732,7.48,9.54,7.33
8733,10.04,11.91,10.05
8734,6.31,7.32,6.25
8735,6.96,2.39,7.67
8736,-84.59,-84.0,-84.59
8737,1254789.63,11111111.11,11111111.11
8738,1254789.63,11111111.11,11111111.11
8739,-2.57,-2.41,-2.57
8740,17.06,17.09,17.06
8741,37.53,38.87,37.93
8742,47.22,53.58,45.99
8743,25.41,23.18,24.93
8744,-22.26,-25.94,-24.15
8745,-19.36,662.27,683.14
8746,-0.69,0.73,0.01
8747,-8.18,-9.01,-8.23
8748,11.84,13.14,11.62
8749,-7.41,-8.63,-6.54
8750,5.29,12.06,4.87
8751,-5.05,2.7,12.85
8752,27.78,24.97,22.77
8753,-0.74,-0.62,-1.24
8754,-2.39,1.07,23.47
8755,-4.21,0.3,-1.22
8756,-8.92,0.44,-7.48
8757,-11.12,0.49,-6.89
8758,-8.99,-23.14,-9.85
8759,-47.88,-51.2,-51.07
8760,-22.27,3.29,-12.17
8761,2.72,-18.16,-14.44
8762,-1.95,-14.4,-1.79
8763,110.04,87.75,110.04
8764,114.65,128.01,114.65
8765,-3.28,7.53,-9.64
8766,-25.47,-5.47,-24.65
8767,51.73,19.5,54.86
8768,-0.21,1.55,0.61
8769,-18.08,0.84,-17.59
8770,-98.56,-98.64,-98.56
8771,4.97,12.86,4.97
8772,4.12,1.88,4.12
8773,9.78,8.03,9.3
8774,44.79,65.2,39.43
8775,11.62,-5.68,13.84
8776,-1.86,-13.4,5.9
8777,-19.67,-26.65,-20.37
8778,-15.57,-25.15,-18.03
8779,-25.55,-20.78,-42.69
8780,-39.27,-40.85,-39.77
8781,1.77,3.96,1.65
8782,-1.14,-0.48,-1.17
8783,-7.53,-7.53,19.82
8784,14.0,14.0,11111111.11
8785,75.88,75.88,11111111.11
8786,5.26,5.26,11111111.11
8787,21.0,21.0,11111111.11
8788,2.1,97.6,0.0
8789,12.19,12.19,11111111.11
8790,-23.81,-23.81,11111111.11
8791,5.95,5.95,11111111.11
8792,8.42,8.42,11111111.11
8793,37.68,37.68,11111111.11
8794,19.64,19.64,11111111.11
8795,9.7,9.7,11111111.11
8796,11.54,11.54,11111111.11
8797,336.48,-46.46,336.48
8798,4.21,0.56,4.21
8799,17.83,17.83,-78.02
8800,-2.18,-2.18,11111111.11
8801,-9.09,-9.09,11111111.11
8802,3.49,3.49,11111111.11
8803,6.02,6.02,11111111.11
8804,13.08,13.08,11111111.11
8805,106.61,105.72,108.85
8806,0.59,-60.87,-61.9
8807,6.39,6.32,7.38
8808,-7.16,-5.43,-7.44
8809,1.5,-0.25,1.11
8810,-3.29,-3.76,-3.58
8811,1.77,1.81,1.82
8812,-3.02,-2.27,-3.0
8813,-7.21,-7.72,-7.29
8814,-15.88,-12.6,-15.87
8815,0.21,6763.91,13995.89
8816,6.24,1.16,5.96
8817,-13.62,1.16,101.03
8818,1.36,1.77,12.43
8819,-4.68,-0.4,12.63
8820,6.1,16.46,4.27
8821,3.02,3.37,12.21
8822,-7.84,5.56,6.19
8823,5.73,0.91,7.73
8824,-99.8,-98.99,-99.8
8825,-11.58,-5.61,-10.95
8826,-7.92,-8.42,-8.57
8827,89.23,85.66,89.23
8828,-80.03,-15.53,-80.03
8829,64.15,64.15,11111111.11
8830,21.68,19.8,17.16
8831,8.59,5.56,11.71
8832,24.37,6.18,40.0
8833,100.73,6.9,-94.83
8834,-5.57,11111111.11,11111111.11
8835,29.47,29.47,29.47
8836,3.9,3.9,3.9
8837,0.17,0.17,-83.41
8838,0.2,0.2,11111111.11
8839,228.04,228.04,11111111.11
8840,-25.39,-25.39,11111111.11
8841,-16.7,-16.7,11111111.11
8842,46.09,45.03,44.26
8843,107.89,-78.27,-71.56
8844,19.23,32.98,19.23
8845,22.54,11.24,22.54
8846,15.23,17.97,15.23
8847,2.28,11.21,2.28
8848,0.42,7.22,0.42
8849,4.09,10.66,4.09
8850,15.74,1049.95,1123.13
8851,6.07,3.58,6.12
8852,7.43,6.0,7.55
8853,-2.87,-6.73,-2.86
8854,6.2,3.87,6.23
8855,3.25,0.86,9.48
8856,10.88,7.54,27.15
8857,2.05,1.76,3.31
8858,0.53,1.8,0.25
8859,2.9,-86.07,-91.11
8860,-0.1,0.73,0.07
8861,2.43,1.63,2.43
8862,13.46,11.27,13.46
8863,12.26,13.72,12.26
8864,12.88,13.74,12.88
8865,49.11,48.13,49.11
8866,8.15,7.68,8.15
8867,2.36,2.34,2.36
8868,-21.7,602.02,644.31
8869,-1.06,-0.54,-0.46
8870,-2.84,-1.41,-4.47
8871,-41.89,-42.47,-40.56
8872,-6.8,-6.76,-6.74
8873,27.91,27.93,25.69
8874,3.47,2.96,3.58
8875,3.28,3.53,-0.94
8876,1.22,0.77,1.59
8877,12.6,-95.99,-96.04
8878,7.89,8.25,7.89
8879,6.7,7.0,6.7
8880,6.59,6.63,6.59
8881,6.41,6.21,6.41
8882,7.16,6.86,7.16
8883,5.58,6.06,5.58
8884,8.05,7.05,8.05
8885,4.58,3.45,4.58
8886,19.61,1318.45,1757.39
8887,12.49,9.45,11.9
8888,9.91,12.03,9.56
8889,7.39,7.17,6.85
8890,6.34,5.3,6.38
8891,7.07,6.45,6.94
8892,7.08,6.11,7.13
8893,4.48,9.25,4.58
8894,2.65,3.15,3.11
8895,13.58,-97.74,-98.25
8896,35.24,37.0,35.24
8897,14.33,14.6,14.33
8898,3.91,6.36,3.91
8899,7.9,8.85,7.9
8900,10.85,7.01,10.85
8901,9.69,6.43,9.69
8902,4.59,4.1,4.59
8903,-1.07,-1.25,-1.07
8904,49.97,-87.18,-94.15
8905,-8.23,-8.23,11111111.11
8906,20.34,20.34,11111111.11
8907,-10.09,-4.22,-10.09
8908,9.22,12.45,9.22
8909,10.9,13.87,12.42
8910,30.97,22.9,29.55
8911,11.3,792.79,1101.82
8912,12.43,7.09,12.46
8913,9.3,5.54,8.49
8914,7.37,2.21,7.48
8915,6.74,1.48,4.07
8916,8.82,51.3,5.34
8917,6.48,6.35,6.48
8918,6.71,6.11,6.71
8919,3.84,3.81,3.84
8920,18.73,14.28,17.23
8921,17.08,17.08,-98.72
8922,18.52,18.52,11111111.11
8923,9.55,9.55,11111111.11
8924,-1.9,-1.9,11111111.11
8925,7.26,5.88,7.26
8926,6.12,4.27,6.12
8927,9.07,3.66,9.07
8928,2.64,2.02,2.64
8929,51.08,-97.52,-99.36
8930,8.52,8.52,11111111.11
8931,1.98,1.87,2.98
8932,-5.2,-3.66,-5.44
8933,-12.56,-13.02,-10.8
8934,28.53,27.71,25.0
