,자기자본증가율,0,1
4482,-19.39,-19.39,-86.09
4483,-40.27,-40.27,11111111.11
4484,-30.19,-30.19,11111111.11
4485,38.99,38.99,11111111.11
4486,17.52,17.52,11111111.11
4487,-0.99,-0.78,3.54
4488,24.99,24.71,-71.01
4489,-4.86,-4.86,11111111.11
4490,-8.43,-8.43,11111111.11
4491,1.59,1.59,11111111.11
4492,38.57,38.57,11111111.11
4493,7.35,7.35,11111111.11
4494,-67.16,-77.66,-94.2
4495,24.54,-153.9,-1229.88
4496,-252.5,-152.76,-252.5
4497,324.2,324.2,11111111.11
4498,88.58,88.58,11111111.11
4499,14.44,14.44,11111111.11
4500,323.47,323.47,11111111.11
4501,30.73,34.62,30.73
4502,37.91,38.56,164.71
4503,-30.61,-96.85,-97.85
4504,-9.08,-9.08,11111111.11
4505,-46.66,-46.66,11111111.11
4506,-0.51,-0.51,152.4
4507,255.7,255.7,11111111.11
4508,-46.16,-46.16,11111111.11
4509,1228.34,1317.89,1146.85
4510,89.41,89.57,89.39
4511,-3.2,-2.95,-3.25
4512,-94.71,-94.75,-94.71
4513,1254789.63,11111111.11,11111111.11
4514,1254789.63,11111111.11,11111111.11
4515,1254789.63,11111111.11,11111111.11
4516,2.99,6.56,2.19
4517,172.21,-15.7,-14.88
4518,2.41,10.4,3.7
4519,21.76,18.11,21.88
4520,23.02,10.37,24.54
4521,21.82,-27.8,-89.85
4522,2.79,2.79,11111111.11
4523,0.5,0.5,11111111.11
4524,2.61,2.61,11111111.11
4525,32.92,32.92,11111111.11
4526,43.14,43.14,11111111.11
4527,1.55,7.64,6.17
4528,23.39,36.31,25.73
4529,52.16,42.73,92.78
4530,-97.51,-96.36,-97.51
4531,1254789.63,11111111.11,11111111.11
4532,130.59,11111111.11,11111111.11
4533,-2.29,-94.25,0.0
4534,42.76,42.76,11111111.11
4535,27.12,27.12,11111111.11
4536,7.73,7.73,11111111.11
4537,0.6,2.51,0.55
4538,-9.95,-6.87,-9.95
4539,-7.48,-5.23,-7.48
4540,-4.41,-2.75,-4.41
4541,-5.16,-9.88,-5.16
4542,126.68,-71.59,-71.74
4543,0.42,-1.23,0.42
4544,-23.07,-26.34,-23.07
4545,97.93,97.93,62.79
4546,-0.47,-0.47,11111111.11
4547,-25.96,-27.03,-25.12
4548,379.46,370.2,359.0
4549,34.63,40.24,34.63
4550,-55.18,-54.69,-54.97
4551,491.32,453.11,491.32
4552,3.49,2.7,3.49
4553,4.0,4.05,4.0
4554,6.77,6.64,6.77
4555,5.34,5.06,5.34
4556,13.56,16.4,13.56
4557,30.55,30.71,30.55
4558,33.17,32.44,33.4
4559,22.56,25.33,22.53
4560,-97.7,-97.73,-97.7
4561,1254789.63,11111111.11,11111111.11
4562,1.07,42.03,6.1
4563,74.46,211.78,82.91
4564,42.88,13.06,54.38
4565,20.37,-65.3,-83.49
4566,4.31,4.31,11111111.11
4567,5.44,5.44,11111111.11
4568,8.98,9.85,8.98
4569,16.81,17.69,16.81
4570,9.66,7.8,9.66
4571,33.93,33.14,33.93
4572,20.05,17.82,20.05
4573,18.44,16.53,18.44
4574,491.04,-49.36,-50.63
4575,55.05,53.43,55.05
4576,-10.07,-9.77,22.55
4577,-12.86,-15.3,-8.49
4578,-4.74,-5.98,-32.51
4579,2.68,1.38,2.06
4580,-22.4,-38.72,-22.4
4581,-5.18,-15.78,-5.18
4582,-5.55,-15.05,-3.15
4583,33.68,27.36,33.35
4584,7.54,2.28,8.2
4585,4.16,-1.02,4.64
4586,-7.83,-10.61,-7.86
4587,-7.7,0.63,-8.42
4588,-0.31,-11.62,0.88
4589,-18.09,84.81,-18.09
4590,20.34,12.9,36.63
4591,5.6,8.01,12.1
4592,-9.93,2.41,-9.39
4593,-23.32,-12.63,-22.35
4594,-15.19,2.53,-19.74
4595,-34.25,2.05,-35.74
4596,-60.18,-80.75,-60.18
4597,1254789.63,11111111.11,11111111.11
4598,10.64,9.38,10.19
4599,54.39,56.08,48.25
4600,36.68,37.55,33.51
4601,11.4,10.56,10.83
4602,65.76,3.2,-8.74
4603,6.79,6.18,7.0
4604,7.53,6.94,7.57
4605,6.81,7.41,6.78
4606,-7.04,-7.26,-7.05
4607,279.84,-71.23,-85.16
4608,14.36,11111111.11,11111111.11
4609,16.95,7.75,17.51
4610,14.06,12.56,13.54
4611,19.22,16.87,18.71
4612,30.06,31.35,30.05
4613,6.56,7.01,5.96
4614,44.32,43.35,43.98
4615,-12.99,-12.04,-12.83
4616,5.55,3.33,5.6
4617,8.64,-97.7,-99.56
4618,9.3,9.3,11111111.11
4619,9.44,9.44,11111111.11
4620,5.38,5.38,11111111.11
4621,8.04,8.04,11111111.11
4622,10.81,10.81,11111111.11
4623,12.98,12.98,11111111.11
4624,8.33,8.33,11111111.11
4625,4.31,4.31,11111111.11
4626,129.41,-80.23,0.0
4627,6.54,6.54,11111111.11
4628,1.79,-0.29,1.79
4629,13.77,11.49,13.77
4630,18.69,17.97,18.69
4631,251.97,16.97,251.97
4632,-19.44,-13.01,-9.54
4633,1.03,-3.12,-76.12
4634,20.48,-1.09,20.48
4635,-23.82,-23.31,-19.17
4636,-0.35,13.26,-1.18
4637,-8.86,-8.99,-13.36
4638,-10.06,-4.83,-15.28
4639,23.61,29.46,31.65
4640,12.77,36.35,74.39
4641,-9.18,-9.42,-9.18
4642,24.83,24.83,-69.21
4643,18.15,18.15,11111111.11
4644,44.05,44.05,11111111.11
4645,-11.59,-11.59,11111111.11
4646,-6.73,-6.96,-7.38
4647,0.18,1.05,2.0
4648,7.21,7.44,6.31
4649,7.8,-33.49,-35.82
4650,-16.57,-16.91,-16.58
4651,11.04,11.18,11.05
4652,3.63,3.63,3.63
4653,10.34,9.81,10.38
4654,18.75,18.85,18.75
4655,-1.85,-2.15,-1.85
4656,2.87,2.87,-79.99
4657,0.82,0.82,11111111.11
4658,-83.72,-83.72,0.0
4659,0.17,0.17,11111111.11
4660,13.12,13.12,11111111.11
4661,-14.07,-14.07,11111111.11
4662,126.71,543.07,126.71
4663,25.88,24.96,25.88
4664,10.54,97.98,116.11
4665,-1.98,-3.58,-4.16
4666,-20.15,-14.6,-19.83
4667,32.5,31.84,33.05
4668,2.77,6.1,1.94
4669,-20.1,-18.72,-20.05
4670,16.55,21.07,15.93
4671,-19.91,-22.88,-21.78
4672,-25.82,-29.13,-25.81
4673,-67.94,-67.96,-67.94
4674,41.45,32.52,41.45
4675,-1.79,4.37,-1.79
4676,-12.68,-5.39,-12.68
4677,208.2,204.19,208.2
4678,23.65,-77.18,-89.67
4679,33.56,33.56,11111111.11
4680,17.37,17.12,17.37
4681,10.64,9.89,10.64
4682,-7.26,-6.16,-7.26
4683,0.47,1.77,0.47
4684,-8.43,-9.44,-8.43
4685,5.18,1.92,5.18
4686,3.61,3.81,3.61
4687,-73.64,-72.96,-73.64
4688,1254789.63,11111111.11,11111111.11
4689,1254789.63,11111111.11,11111111.11
4690,1254789.63,11111111.11,11111111.11
4691,-18.91,-18.88,-18.91
4692,1254789.63,11111111.11,11111111.11
4693,92.49,62.75,92.49
4694,1.05,4.5,1.05
4695,6.52,5.9,6.34
4696,34.19,38.89,33.59
4697,-3.11,-3.7,-3.13
4698,6.41,9.2,6.35
4699,37.47,40.84,36.7
4700,-4.13,1.6,-4.07
4701,-1.26,0.56,-2.8
4702,18.69,-48.31,-72.44
4703,8.05,8.05,11111111.11
4704,-19.62,-19.62,11111111.11
4705,-12.09,-12.09,11111111.11
4706,2.49,2.49,11111111.11
4707,-14.09,-14.09,11111111.11
4708,-25.75,-25.75,11111111.11
4709,3.94,3.94,11111111.11
4710,-12.4,-12.4,11111111.11
4711,237.22,268.52,0.0
4712,-37.09,-37.09,11111111.11
4713,-8.67,-7.15,-8.67
4714,-47.85,-49.95,-47.85
4715,387.19,410.59,382.46
4716,-4.19,-11.8,-3.27
4717,-55.77,-65.31,-56.1
4718,59.75,128.0,59.8
4719,17.57,10.06,17.76
4720,26.23,26.03,26.23
4721,10.9,12.39,14.15
4722,-2.74,-33.37,-21.62
4723,1.09,-0.79,2.83
4724,9.97,11.12,6.73
4725,20.41,21.51,17.46
4726,-8.54,-4.45,-2.97
4727,74.37,81.05,47.83
4728,38.38,39.92,41.16
4729,15.87,14.4,15.96
4730,-7.96,-8.95,-7.81
4731,41.02,-54.57,-56.38
4732,-30.76,-27.46,-29.74
4733,4.67,7.67,4.09
4734,-26.22,-16.98,-26.6
4735,4.43,4143.85,8925.9
4736,3.54,2.08,3.74
4737,3.87,1.63,4.04
4738,-0.43,1.04,0.86
4739,-4.26,4.27,-2.62
4740,6.46,0.26,10.21
4741,11.02,1.97,11.58
4742,16.24,10.86,20.03
4743,0.08,55.16,-2.02
4744,-0.33,-78.65,-81.45
4745,1.11,1.81,1.11
4746,-5.13,-4.15,-5.13
4747,1.22,-3.34,1.22
4748,-10.33,-15.78,-10.33
4749,-12.6,-13.09,-12.6
4750,3.3,1.77,3.3
4751,2.46,-3.02,2.46
4752,-18.61,-8.95,-18.61
4753,58.82,97.47,58.82
4754,5.69,8.22,6.03
4755,5.3,8.42,4.6
4756,7.43,8.66,7.43
4757,3.55,-2.15,3.52
4758,3.5,3.82,3.4
4759,3.77,3.46,4.86
4760,7.4,5.88,7.26
4761,4.09,4.8,17.59
4762,7.87,-82.2,-84.13
4763,15.81,16.12,15.81
4764,7.1,7.43,7.1
4765,9.07,8.28,9.07
4766,16.33,16.29,16.33
4767,9.52,9.49,9.52
4768,8.29,8.15,8.29
4769,8.34,8.36,8.34
4770,5.73,5.66,5.73
4771,29.61,165.7,186.93
4772,9.66,16.88,19.24
4773,0.48,0.59,-0.13
4774,-3.33,-3.68,-2.99
4775,-15.94,-10.14,-1.4
4776,4.13,-1.7,6.61
4777,-4.36,-4.24,-3.64
4778,-5.52,-5.38,-2.27
4779,3.81,6.46,-0.06
4780,4.82,-39.03,-53.36
4781,-0.06,2.93,0.59
4782,7.96,7.24,7.77
4783,6.17,4.8,6.02
4784,5.83,4.62,5.73
4785,7.19,5.76,6.81
4786,5.14,5.24,5.14
4787,-6.98,-5.5,-6.98
4788,-0.28,-2.22,-0.08
4789,-91.85,-90.91,-91.85
4790,8.23,2.43,7.26
4791,16.56,16.55,16.56
4792,25.67,27.49,25.67
4793,5.03,8.24,5.03
4794,-10.09,-12.37,-10.09
4795,2.6,-13.95,2.6
4796,3.88,2.97,3.88
4797,5.42,3.21,5.42
4798,4.37,-54.82,-59.93
4799,9.91,9.0,9.91
4800,10.08,10.81,10.41
4801,6.49,6.09,7.49
4802,12.99,19.42,13.5
4803,11.41,6.19,11.58
4804,31.39,29.85,30.74
4805,14.38,14.97,14.55
4806,3.09,2.83,2.6
4807,6.95,5687.03,8561.0
4808,7.29,3.24,7.07
4809,3.87,2.45,3.16
4810,4.22,2.36,3.97
4811,5.91,2.08,5.74
4812,6.93,1.33,6.85
4813,15.34,9.28,13.78
4814,12.47,3.61,12.27
4815,4.6,2.51,4.72
4816,26.56,-91.48,-94.42
4817,20.46,18.09,19.9
4818,17.25,12.07,16.03
4819,16.22,16.88,15.8
4820,24.42,18.89,23.81
4821,24.3,28.33,23.9
4822,18.35,25.8,17.62
4823,17.18,19.02,16.59
4824,18.07,16.23,17.89
4825,-2.26,17.99,-8.91
4826,-2.88,-2.87,-2.87
4827,7.32,7.33,7.31
4828,3.88,4.34,3.86
4829,6.48,6.88,6.48
4830,8.5,8.5,8.5
4831,8.43,8.83,8.43
4832,30.97,30.43,30.96
4833,3.32,3.44,7.24
4834,-90.14,-89.01,-90.14
4835,22.03,18.16,22.05
4836,2.09,0.33,2.15
4837,2.32,2.32,-98.77
4838,1.62,1.62,11111111.11
4839,2.12,2.12,11111111.11
4840,7.32,7.32,11111111.11
4841,-10.19,-10.28,-10.19
4842,24.02,857.61,920.46
4843,11.26,12.08,10.9
4844,9.1,8.6,8.92
4845,4.68,4.28,4.61
4846,7.01,7.73,6.83
4847,7.28,8.29,7.23
4848,16.01,15.06,16.28
4849,5.66,6.74,6.02
4850,-0.46,-0.54,0.36
4851,-0.4,-99.56,-99.62
4852,-1.22,0.76,-1.64
4853,-87.79,-76.89,-88.67
4854,124.08,50.38,138.54
4855,-11.32,-11.32,-36.71
4856,20.96,20.96,11111111.11
4857,26.92,26.92,11111111.11
4858,-4.33,-4.33,11111111.11
4859,23.6,23.15,23.12
4860,48.69,40.64,48.69
4861,20.8,20.77,20.8
4862,9.17,10.04,10.19
4863,11.75,11.02,11.87
4864,9.7,8.26,10.13
4865,-1.1,-4.32,1.51
4866,4.8,4.75,6.18
4867,8.37,3.99,14.39
4868,4.06,14.17,-3.32
4869,31.96,-53.99,-52.75
4870,15.04,15.81,15.04
4871,21.96,38.9,21.96
4872,18.2,29.69,18.2
4873,-30.11,-10.12,-30.11
4874,54.11,28.02,54.11
4875,32.33,35.4,32.33
4876,73.13,66.76,73.13
4877,139.71,-83.45,-80.06
4878,7.79,7.99,7.8
4879,-27.81,-25.5,-27.81
4880,5.23,6.67,5.23
4881,9.7,10.75,9.7
4882,9.57,10.3,9.57
4883,12.89,7.26,12.89
4884,20.1,15.35,20.1
4885,18.52,16.96,18.52
4886,13.76,11.31,13.76
4887,12.08,12.27,12.08
4888,-3.85,-6.96,-4.77
4889,-52.2,11.52,-51.94
4890,-27.28,13.41,41.82
4891,54.51,27.58,34.82
4892,15.8,11.98,17.91
4893,73.04,6.9,34.46
4894,22.37,14.96,11.07
4895,-6.63,0.6,-16.89
4896,98.75,14.56,83.59
4897,3.08,-90.51,-94.77
4898,16.95,16.95,11111111.11
4899,27.16,27.16,11111111.11
4900,23.59,23.59,11111111.11
4901,16.69,16.98,16.69
4902,8.54,8.56,8.86
4903,8.38,8.4,7.89
4904,6.26,6.33,3.27
4905,8.46,8.43,9.64
4906,-81.61,-40.26,-81.61
4907,16.94,16.94,11111111.11
4908,6.46,6.46,11111111.11
4909,-48.86,-40.85,-48.86
4910,5.5,-1.38,5.5
4911,5.43,6.73,5.43
4912,80.72,75.11,80.72
4913,-4.14,-8.5,1.8
4914,-6.31,-24.78,-2.23
4915,-13.33,-53.69,10.53
4916,-45.55,41.92,-26.33
4917,12.32,-10.39,2.21
4918,83.91,766.86,-68.65
4919,12.37,12.37,11111111.11
4920,4.06,4.32,4.06
4921,2.76,3.01,2.76
4922,9.4,10.51,9.4
4923,5.88,-69.47,-66.04
4924,2.41,1.88,2.41
4925,0.96,5.34,0.96
4926,2.3,3.54,2.3
4927,2.44,1.05,2.44
4928,-4.27,-3.4,-4.27
4929,-27.13,-12.79,-28.36
4930,3.2,4.2,10.4
4931,48.81,26.84,75.82
4932,64.97,-68.88,-89.18
4933,6.44,6.44,11111111.11
4934,48.22,48.22,11111111.11
4935,-11.56,-11.88,-11.56
4936,-76.5,-75.09,-77.68
4937,116.47,111.38,121.07
4938,19.07,2511.35,3232.67
4939,16.87,9.89,17.97
4940,32.68,27.94,32.54
4941,14.18,5.91,12.23
4942,21.03,12.02,34.59
4943,5.81,4.36,1.11
4944,-1.24,7.89,-2.67
4945,25.62,23.01,24.05
4946,19.35,15.46,18.39
4947,25.43,-75.92,-56.07
4948,12.96,20.75,10.86
4949,18.51,1.36,25.46
4950,13.42,3.71,11.42
4951,19.91,5.74,28.79
4952,5.37,0.87,1.69
4953,3.5,4.34,-0.1
4954,28.99,16.63,24.32
4955,20.14,9.75,18.14
4956,12.03,156.45,-25.53
4957,13.72,5.87,13.72
4958,6.66,3.45,29.12
4959,5.25,1.27,3.4
4960,5.38,3.15,3.13
4961,5.53,3.85,4.62
4962,8.91,2.45,10.41
4963,2.54,0.96,1.09
4964,7.08,2.95,5.45
4965,5.75,-90.62,-95.22
4966,0.98,-0.4,1.01
4967,-13.95,-10.77,-4.85
4968,1.31,1.27,1.42
4969,0.88,1.4,0.97
4970,9.88,13.79,-0.8
4971,-3.32,-5.84,-3.32
4972,-0.39,-4.48,-0.39
4973,-0.03,1.04,-0.03
4974,-65.52,-64.31,-65.52
4975,20.24,23.59,20.24
4976,5.38,-0.56,25.44
4977,20.88,9.53,22.14
4978,-1.31,-4.0,-0.08
4979,4.83,2.7,8.07
4980,19.26,3.56,34.65
4981,109.34,41.48,142.97
4982,-25.88,-1.52,-10.94
4983,-96.66,-89.91,-96.66
4984,1254789.63,11111111.11,11111111.11
4985,1254789.63,11111111.11,11111111.11
4986,1254789.63,11111111.11,11111111.11
4987,2.84,1866.87,1590.26
4988,2.75,2.27,2.97
4989,1.59,1.85,1.37
4990,-0.1,-0.47,-0.09
4991,1.71,0.41,2.14
4992,4.13,2.9,4.22
4993,3.88,5.15,3.37
4994,-8.29,-11.37,-7.22
4995,-6.02,-5.48,-5.88
4996,202.69,-92.39,-98.18
4997,5.51,5.51,11111111.11
4998,29.18,29.04,29.18
4999,-13.61,-12.71,-13.61
5000,19.64,14.51,22.71
5001,3.55,-26.75,-24.35
5002,3.62,2.25,4.25
5003,4.49,3.5,5.63
5004,4.21,3.01,4.99
5005,3.1,5.0,3.61
5006,7.62,7.18,5.76
5007,9.11,5.13,8.74
5008,28.16,28.5,22.25
5009,8.32,3.39,8.42
5010,7.01,4.04,-7.76
5011,10.41,11.03,10.41
5012,12.26,11.56,12.26
5013,6.91,6.34,6.91
5014,6.74,6.62,6.74
5015,9.99,10.59,9.99
5016,-1.41,-0.35,-1.41
5017,3.28,2.45,3.28
5018,-0.27,-1.31,-0.27
5019,11.35,362.27,404.7
5020,10.98,9.8,10.97
5021,13.43,11.26,12.62
5022,11.07,11.19,11.06
5023,15.31,10.47,15.28
5024,9.1,11.41,9.07
5025,6.68,11.16,11.24
5026,10.02,13.85,10.77
5027,5.76,5.77,5.55
5028,-13.02,-97.71,-99.17
5029,-3.8,-3.8,11111111.11
5030,-33.22,-33.35,-33.22
5031,-24.26,-24.26,-36.87
5032,108.92,108.92,11111111.11
5033,20.94,20.94,11111111.11
5034,83.34,83.34,11111111.11
5035,13.49,13.49,14.06
5036,0.92,0.92,0.89
5037,-70.98,-67.12,-52.81
5038,-298.63,-464.37,-361.68
5039,-166.82,-164.83,-166.82
5040,-58.92,-63.58,-58.92
5041,33.39,55.48,33.39
5042,-63.35,-24.62,-63.35
5043,1.85,11.87,1.85
5044,9.26,8.13,9.26
5045,147.8,24.23,147.8
5046,12.64,54.25,120.45
5047,-14.62,-7.78,-12.62
5048,4.97,3.09,2.93
5049,0.44,3.47,-0.71
5050,-2.34,-1.11,8.9
5051,43.07,45.45,35.55
5052,-8.53,-3.62,7.29
5053,-25.0,-18.95,-18.4
5054,22.88,16.11,-21.62
5055,-74.39,-91.58,-82.26
5056,26.04,26.04,11111111.11
5057,5.75,5.75,11111111.11
5058,82.59,82.59,11111111.11
5059,4.42,4.42,11111111.11
5060,106.6,146.11,111.42
5061,10.82,16.03,-5.91
5062,56.94,48.82,47.66
5063,-8.35,-8.81,-6.39
5064,2453.82,1065.41,2453.82
5065,7.44,7.02,7.41
5066,15.45,7.06,15.44
5067,13.12,-2.32,-39.45
5068,12.29,-1.8,11.72
5069,14.04,0.37,12.53
5070,11.08,17.72,10.5
5071,10.55,-0.35,8.82
5072,16.02,10.52,11.71
5073,15.53,104.03,82.88
5074,1.53,0.15,1.88
5075,2.67,-0.72,5.07
5076,-98.62,-97.59,-98.62
5077,6.45,6.42,6.45
5078,24.49,24.73,24.49
5079,0.2,-0.07,0.2
5080,10.35,4.29,10.35
5081,3.43,4.43,3.43
5082,3.89,1.43,3.89
5083,7.63,4.66,7.63
5084,5.85,2.02,5.85
5085,4.14,-64.58,-68.96
5086,-4.49,-3.22,-4.87
5087,-11.13,-16.49,-9.43
5088,-1.77,-3.31,-1.72
5089,24.19,25.28,23.57
5090,0.43,7.18,6.85
5091,-19.31,-22.5,-10.81
5092,117.92,108.17,101.42
5093,10.8,27.83,5.22
5094,283.72,-47.84,-79.56
5095,1.61,1.61,11111111.11
5096,11.98,163.31,682.7
5097,6.99,9.97,6.36
5098,10.08,18.76,9.76
5099,9.45,1.95,9.45
5100,11.2,8.71,11.21
5101,8.81,10.4,8.81
5102,-4.52,-0.79,-4.51
5103,-3.8,-7.3,-3.67
5104,-11.1,-2.38,-11.07
5105,181.31,-56.38,-55.48
5106,1.15,0.81,1.15
5107,11.66,11.45,11.66
5108,21.07,21.33,21.07
5109,1.64,1.52,1.64
5110,104.72,108.98,104.72
5111,87.51,-72.96,-72.62
5112,-15.01,-14.51,-14.99
5113,-23.82,-22.32,-23.79
5114,-3.36,-1.32,-3.44
5115,-1.52,-1.05,-1.53
5116,9.38,10.81,10.48
5117,100.71,58.63,274.1
5118,2.29,7.19,2.98
5119,1.23,73.87,2.12
5120,1.29,0.58,1.84
5121,0.83,1.34,1.82
5122,27.68,27.45,27.9
5123,23.29,23.21,21.59
5124,11.5,12.29,10.88
5125,2.87,3.06,4.15
5126,81.68,-79.4,-94.16
5127,-41.52,-41.52,11111111.11
5128,3.74,110.07,225.6
5129,14.49,10.6,15.33
5130,6.62,5.96,6.29
5131,7.07,5.38,6.78
5132,6.93,3.4,6.76
5133,11.33,5.24,11.35
5134,14.35,7.41,30.38
5135,-1.58,3.89,-2.29
5136,0.02,1.43,1.24
5137,-84.7,-80.33,-84.7
5138,1254789.63,11111111.11,11111111.11
5139,0.0,0.0,0.0
5140,1254789.63,11111111.11,11111111.11
5141,1254789.63,11111111.11,11111111.11
5142,25.78,25.78,11111111.11
5143,15.92,15.92,11111111.11
5144,14.92,14.92,11111111.11
5145,15.01,15.01,11111111.11
5146,9.64,9.64,11111111.11
5147,13.54,13.54,11111111.11
5148,21.79,-30.9,565.05
5149,18.57,29.63,18.54
5150,17.84,21.76,21.26
5151,-31.42,-19.4,-32.82
5152,5.74,-12.19,2.55
5153,10.52,18.44,6.17
5154,14.51,16.43,18.38
5155,2.6,5.66,-0.43
5156,10.26,5.66,6.53
5157,177.16,-72.32,-88.61
5158,0.46,0.46,11111111.11
5159,-1.44,46.96,370.99
5160,21.71,21.65,21.71
5161,-0.36,-0.31,-0.36
5162,-3.46,-3.13,-3.46
5163,-4.85,-2.11,-4.64
5164,-18.95,-17.12,-19.22
5165,-8.82,-13.62,-8.72
5166,-2.36,-2.36,-2.36
5167,0.17,0.17,0.17
5168,32.47,4.89,9.98
5169,17.97,28.45,17.97
5170,43.66,41.9,43.66
5171,12.84,15.04,13.1
5172,49.08,46.24,48.9
5173,19.89,12.4,19.59
5174,38.64,34.46,38.63
5175,18.24,13.17,18.32
5176,31.26,24.57,31.21
5177,6.51,-83.2,-96.74
5178,14.58,14.58,11111111.11
5179,12.05,12.05,11111111.11
5180,16.92,16.92,11111111.11
5181,7.59,7.59,11111111.11
5182,1.62,1.62,11111111.11
5183,-4.25,-4.25,11111111.11
5184,-8.4,-8.4,11111111.11
5185,0.08,0.08,11111111.11
5186,6.84,-8.39,0.0
5187,6.58,6.58,11111111.11
5188,6.64,6.64,11111111.11
5189,5.43,5.43,11111111.11
5190,5.24,5.24,11111111.11
5191,18.61,18.61,11111111.11
5192,11.92,9.14,10.92
5193,8.39,8.98,8.39
5194,15.6,14.51,15.6
5195,-30.93,-90.59,-91.76
5196,-47.0,-47.0,11111111.11
5197,23.3,23.3,11111111.11
5198,-45.36,-45.36,11111111.11
5199,214.74,214.74,11111111.11
5200,-33.54,-32.2,-35.29
5201,0.12,0.12,20.41
5202,-33.05,-33.05,11111111.11
5203,122.48,122.48,11111111.11
5204,39.32,-33.52,39.32
5205,34.87,15.94,34.87
5206,318.58,626.28,319.97
5207,-9.84,-15.58,-8.87
5208,-16.87,-23.94,-17.28
5209,9.5,7.29,9.82
5210,-84.69,-79.33,-84.69
5211,1254789.63,11111111.11,11111111.11
5212,1254789.63,11111111.11,11111111.11
5213,19.52,1116.45,1287.77
5214,24.15,35.74,23.95
5215,5.47,0.59,5.23
5216,2.16,2.23,2.52
5217,23.39,25.83,23.39
5218,6.41,5.91,6.4
5219,17.1,15.71,18.55
5220,4.41,5.54,4.34
5221,-1.31,-1.35,-1.16
5222,261.62,-75.75,-76.92
5223,27.5,27.35,27.5
5224,13.37,13.56,15.29
5225,60.54,61.77,119.23
5226,14.91,13.21,9.38
5227,37.89,37.83,30.12
5228,22.05,24.24,23.33
5229,4.95,3.85,4.01
5230,-6.38,-4.59,-6.18
5231,3.78,-90.11,-91.76
5232,-7.67,-8.78,-7.33
5233,-9.99,-12.79,-8.93
5234,261.48,292.6,258.22
5235,0.65,3.68,-0.93
5236,0.19,4.29,3.11
5237,-7.23,-8.64,6.36
5238,0.3,1.24,1.23
5239,-4.05,-18.72,-3.23
5240,-15.35,-52.9,-64.75
5241,-4.34,-1.39,-4.34
5242,-11.21,-6.96,-11.21
5243,12.29,13.0,12.29
5244,3.27,2.85,3.27
5245,51.77,48.43,51.77
5246,114.31,108.87,114.31
5247,-14.89,-16.72,-14.89
5248,7.51,7.51,7.51
5249,6.07,50.22,-90.38
5250,1.54,1.54,11111111.11
5251,1.86,1.86,11111111.11
5252,4.01,4.01,11111111.11
5253,-4.96,-4.96,11111111.11
5254,3.42,3.4,3.39
5255,3.84,3.84,3.39
5256,-1.26,-1.19,-1.26
5257,-2.48,-2.35,-1.47
5258,26.73,115.63,113.89
5259,2.96,2.97,2.96
5260,1.47,1.51,1.47
5261,-4.44,-4.46,-4.44
5262,14.91,-87.54,-88.13
5263,-11.28,-11.16,-13.87
5264,1.01,-6.48,-3.86
5265,-12.41,-19.19,-15.9
5266,-26.95,-7.34,-19.66
5267,17.74,-0.3,17.74
5268,21.61,21.89,21.61
5269,-11.9,-11.46,-12.11
5270,1.24,-0.53,0.47
5271,14.33,-6.45,-66.55
5272,14.02,14.02,11111111.11
5273,8.5,8.5,11111111.11
5274,9.06,9.06,11111111.11
5275,11.27,11.27,11111111.11
5276,3.83,3.83,11111111.11
5277,5.57,5.57,11111111.11
5278,5.71,5.71,11111111.11
5279,35.26,35.26,11111111.11
5280,140.51,-42.97,-84.56
5281,-32.05,-32.05,11111111.11
5282,-17.44,-17.44,11111111.11
5283,26.81,26.81,11111111.11
5284,12.27,11.45,11.54
5285,-1.7,-2.64,-2.85
5286,6.14,8.83,4.92
5287,-21.01,-19.09,-25.08
5288,7.72,452.63,547.0
5289,2.36,2.94,2.44
5290,1.27,0.9,1.24
5291,1.41,1.35,1.47
5292,-4.62,-4.59,-4.69
5293,-0.45,-0.84,-0.4
5294,-0.02,0.85,-0.09
5295,-3.77,-4.3,-3.78
5296,8.81,8.33,8.84
5297,11.84,-57.26,-58.0
5298,4.99,6.35,4.65
5299,4.54,4.69,4.15
5300,17.22,10.22,16.93
5301,19.21,12.96,18.96
5302,10.59,9.98,10.26
5303,-2.59,3.09,-2.63
5304,-6.74,1.35,-6.91
5305,3.25,-8.97,2.64
5306,84.97,-66.5,-90.18
5307,1254789.63,11111111.11,11111111.11
5308,1254789.63,11111111.11,11111111.11
5309,1254789.63,11111111.11,11111111.11
5310,12.18,12.18,11111111.11
5311,29.69,29.69,11111111.11
5312,6.41,445.97,1232.97
5313,4.62,4.76,4.62
5314,7.31,6.5,7.31
5315,3.41,2.9,3.41
5316,-0.31,-1.19,-0.19
5317,2.61,4.91,2.59
5318,3.13,6.58,3.07
5319,-0.53,0.01,-0.64
5320,5.14,3.12,5.14
5321,11.47,-56.61,-48.55
5322,10.29,9.18,10.99
5323,1.16,0.07,7.64
5324,0.1,0.76,0.51
5325,10.42,17.88,9.34
5326,-3.88,-2.45,-3.66
5327,8.14,1.5,10.28
5328,-3.51,-1.37,-3.69
5329,3.78,3.6,1.3
5330,41.7,0.61,-17.79
5331,-1.99,-1.99,-1.99
5332,16.88,-38.27,-36.61
5333,12.23,16.29,12.23
5334,9.31,11.45,9.31
5335,-0.52,-2.92,-0.52
5336,-20.5,-18.28,-20.5
5337,21.48,18.52,21.48
