회사명,거래소코드,회계년도,유동자산회전율,총자본투자효율,재고자산_대_유동자산비율,당좌자산구성비율,차입금의존도,총자본영업이익율,자기자본순이익율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,회생기업2
진도,88790,2016-12,-0.5300034176391691,0.2920566784788277,2.2363392274034624,-0.8200989951881007,0.4765846167125628,0.8946176723521415,0.2035579718419487,0,0,0,0,0,0,0
진도,88790,2017-12,-0.5382818640494169,0.3211850840655051,2.1231168980317587,-0.6420772039289739,0.5681239663798782,0.91641084662256,0.2097769018932269,0,0,0,0,0,1,0
진도,88790,2018-12,-0.6541801137928859,0.1509838122060966,2.2363392274034624,-1.075792714480668,0.569336408097326,0.5254957831469302,0.1656119579697428,0,0,0,0,0,0,0
진도,88790,2019-12,-0.943925738151558,-0.2111222494008327,2.2363392274034624,-1.3450931948885825,0.5141703099534473,-0.358489848196915,0.080549643539548,0,1,0,0,0,0,0
진매트릭스,109820,2011-12,-0.9025335061003192,0.0087686555182016,-0.7398748160287637,0.5984058510868514,0.2007541259931694,-0.5301110955764597,0.0383874059037637,0,0,0,0,0,0,0
진매트릭스,109820,2012-12,-1.059823987895027,-0.4207325405833927,-0.748720310510928,0.8240513062496932,0.237127377516606,-0.8406638289299216,-0.0685992720970388,0,0,0,0,0,0,0
진매트릭스,109820,2013-12,-1.1012162199462658,0.0333278994442236,-0.6449331752535332,0.8110114935141524,0.3074489971285832,-1.0626817918098088,-0.0051451044551835,0,0,0,0,0,1,0
진매트릭스,109820,2014-12,-1.0929377735360182,0.1721161848866272,-0.3612876521921303,0.4481645304382251,0.3274542854664732,-1.0790266725126223,0.013511685698651,0,0,0,0,0,1,0
진매트릭스,109820,2015-12,-1.2336713625102305,-0.4030270391483537,-0.9150156067756172,1.3258006223781236,0.2080287762978568,-1.6551837172868085,-0.1204588243890535,0,0,0,0,0,1,0
진매트릭스,109820,2016-12,-1.2916204873819648,-0.3065034990670113,-0.989317760425798,1.2878150809311124,0.2977494633890001,-2.4356517708461665,-0.2555887960117422,0,0,0,0,0,0,0
진매트릭스,109820,2017-12,-1.250228255330726,-0.3196398388413952,-0.8819924273755373,1.0973204253162507,0.4129314265465489,-1.393665626041788,-0.0344478596120535,0,0,0,0,0,0,0
진매트릭스,109820,2018-12,-1.3412911658434514,-0.5703725849698525,-1.0482877236402268,1.1046907542537308,-0.2763416898225724,-1.649735423719204,-0.1881292157944873,0,0,0,0,0,0,0
진매트릭스,109820,2019-12,-1.3412911658434514,-0.6606135277677939,-0.836585555700427,0.7078268883894356,-0.9880449779644798,-0.0983338303437957,0.0147765528277245,0,0,0,0,0,0,0
진바이오텍,86060,2011-12,-0.3147638109727268,0.0241895761229131,0.0456050939874291,0.0189846069249802,1.1816194754085068,0.3634090495106936,0.1259794545921056,0,0,0,0,0,0,0
진바이오텍,86060,2012-12,0.5793084013340332,0.3051930182532116,0.650047216935325,-0.4198334390449688,0.9191258435810402,0.2789604992128224,0.1027902238924242,0,0,0,0,0,1,0
진바이오텍,86060,2013-12,0.3557903482573431,0.2931989688939915,-0.036363154880627,0.1187675217708604,0.6499637823076101,-0.0506612616272555,0.0691658393778863,0,1,0,0,0,0,0
진바이오텍,86060,2014-12,0.1074369559499099,0.3948628158435711,0.0756797752267877,0.0796480835642367,0.7190729602021395,0.1890636553473465,0.1153334895890701,0,0,0,0,0,0,0
진바이오텍,86060,2015-12,0.0743231703089187,0.5079495669447889,-0.1784807662274007,0.3013249000684361,0.5172014142470669,0.202684389266358,0.1332524405842784,0,0,0,0,0,1,0
진바이오텍,86060,2016-12,0.0743231703089187,0.5176590354736812,-0.1330738945522905,-0.0348754891566024,0.2474331321149129,0.7679448469053348,0.193333629215271,0,0,0,0,0,0,0
진바이오텍,86060,2017-12,-0.049853525844798,0.377157314408532,0.0526814895731606,0.0887192576411351,0.2916872548017606,0.4328747924976521,0.1608687062357171,0,0,0,0,0,0,0
진바이오텍,86060,2018-12,-0.2982069181522312,0.4679694024140554,-0.3606979525599859,0.9635206076820028,0.018887868375987,1.194273818570394,0.173201160744184,0,0,0,0,0,0,0
진바이오텍,86060,2019-12,-0.5631172032801602,0.1269957134876564,0.0603475847910363,0.6222176830387088,0.1086085554671303,0.065114976684342,0.1080605035968973,0,0,1,0,0,0,0
진에어,272450,2017-12,1.6720633274867402,-0.6606135277677939,-1.3773401183767398,2.2680688296159217,-0.9880449779644798,-0.0983338303437957,0.3868582999635209,0,0,0,0,0,0,0
진에어,272450,2018-12,0.4137394731290778,1.6422439492024572,-1.3637770268374214,2.2680688296159217,-0.9880449779644798,1.587913028829826,0.2969473282052109,0,1,0,0,0,0,0
진에어,272450,2019-12,0.3143981162061043,-0.6606135277677939,-1.3561109316195454,0.6879836950962208,-0.9880449779644798,-0.0983338303437957,-0.1520805026158917,0,0,0,0,0,0,0
차바이오텍,85660,2011-12,-0.3147638109727268,0.9774309275771168,-0.993445657850808,0.7837979712834576,-0.6394679841982134,0.101890958265673,0.1256632378098372,0,0,0,0,0,1,0
차바이오텍,85660,2012-12,-0.2154224540497535,1.1641954104564003,-1.063030214443834,0.790034403461325,-0.7946605240315424,1.0103939106637392,0.1903822725807661,0,0,0,0,0,0,0
차바이오텍,85660,2013-12,-0.3892698286649569,0.9031820505914688,-1.1703555474940943,1.273641371435959,-0.954096609875939,0.9886007363933208,0.1733065663382735,0,0,0,0,0,1,0
차바이오텍,85660,2014-12,-0.8859766132798237,0.6684413702753048,-1.2576310930514494,1.057067090350015,-0.8377022050009423,0.1454773068065098,0.1150172728068017,0,0,0,0,0,0,0
차바이오텍,85660,2015-12,-0.720407685074868,0.6861468717103438,-1.2381710051906878,1.0321213616385452,-0.9286353338095334,0.2816846459966247,0.0779145036873115,0,0,0,0,0,0,0
차바이오텍,85660,2016-12,-0.720407685074868,0.8997551793459774,-1.2375813055585436,1.187465217705426,-0.9571277141695588,0.6685134892965509,0.178682251636836,0,0,0,0,0,1,0
차바이오텍,85660,2017-12,-0.8776981668695758,0.3565960869355832,-1.2010199283655976,1.1800948887679463,-0.5800583400432671,-0.2154721420472945,-0.0142099855468771,0,0,0,0,0,0,0
차바이오텍,85660,2018-12,-0.7535214707158592,0.8106565269631999,-1.2139933202727715,0.5519160839427483,-0.5267109044755603,0.1999602424825557,0.1879579439167085,0,0,0,0,0,1,0
차바이오텍,85660,2019-12,-0.7038507922543724,0.2417959002116199,-1.1768422434476815,0.2531342877849145,-0.259973726637026,-0.0234197937892325,0.1994471536724597,0,0,0,0,0,0,0
천일고속,650,2011-12,0.8111049008209712,-0.6606135277677939,-1.2505546974657178,-0.2650565313578937,-0.9880449779644798,-0.0983338303437957,0.1792092796072833,0,0,0,0,0,0,0
