회사명,거래소코드,회계년도,이자보상배율,이보배2,부실기업,회생기업1,회생기업2
(주)삼양홀딩스,70,14-Dec,4.14,4.89,0.0,1.0,0.0
(주)삼양홀딩스,70,15-Dec,4.89,5.83,0.0,0.0,1.0
(주)삼양홀딩스,70,16-Dec,5.83,4.04,0.0,0.0,0.0
(주)삼양홀딩스,70,17-Dec,4.04,5.67,0.0,0.0,0.0
(주)삼양홀딩스,70,18-Dec,5.67,2.56,0.0,0.0,0.0
(주)삼양홀딩스,70,19-Dec,2.56,,0.0,0.0,0.0
(주)삼익악기,2450,11-Dec,1.32,1.44,0.0,0.0,0.0
(주)삼익악기,2450,12-Dec,1.44,2.22,0.0,0.0,0.0
(주)삼익악기,2450,13-Dec,2.22,4.0,0.0,0.0,0.0
(주)삼익악기,2450,14-Dec,4.0,3.79,0.0,0.0,0.0
(주)삼익악기,2450,15-Dec,3.79,3.13,0.0,0.0,0.0
(주)삼익악기,2450,16-Dec,3.13,0.49,0.0,0.0,0.0
(주)삼익악기,2450,17-Dec,0.49,1.93,1.0,0.0,0.0
(주)삼익악기,2450,18-Dec,1.93,2.34,0.0,1.0,0.0
(주)삼익악기,2450,19-Dec,2.34,,0.0,0.0,1.0
(주)삼일,32280,11-Dec,1.98,1.1,0.0,0.0,0.0
(주)삼일,32280,12-Dec,1.1,1.76,0.0,0.0,0.0
(주)삼일,32280,13-Dec,1.76,1.25,0.0,0.0,0.0
(주)삼일,32280,14-Dec,1.25,0.42,0.0,0.0,0.0
(주)삼일,32280,15-Dec,0.42,7.57,1.0,0.0,0.0
(주)삼일,32280,16-Dec,7.57,9.29,0.0,1.0,0.0
(주)삼일,32280,17-Dec,9.29,11.58,0.0,0.0,1.0
(주)삼일,32280,18-Dec,11.58,5.66,0.0,0.0,0.0
(주)삼일,32280,19-Dec,5.66,,0.0,0.0,0.0
(주)삼진,32750,11-Dec,-0.11,7.01,1.0,0.0,0.0
(주)삼진,32750,12-Dec,7.01,15.17,0.0,1.0,0.0
(주)삼진,32750,13-Dec,15.17,13.27,0.0,0.0,1.0
(주)삼진,32750,14-Dec,13.27,18.91,0.0,0.0,0.0
(주)삼진,32750,15-Dec,18.91,34.86,0.0,0.0,0.0
(주)삼진,32750,16-Dec,34.86,67.59,0.0,0.0,0.0
(주)삼진,32750,17-Dec,67.59,165.66,0.0,0.0,0.0
(주)삼진,32750,18-Dec,165.66,132559.59,0.0,0.0,0.0
(주)삼진,32750,19-Dec,132559.59,,0.0,0.0,0.0
(주)삼진엘앤디,54090,11-Dec,3.49,1.99,0.0,0.0,0.0
(주)삼진엘앤디,54090,12-Dec,1.99,2.39,0.0,0.0,0.0
(주)삼진엘앤디,54090,13-Dec,2.39,-0.73,0.0,0.0,0.0
(주)삼진엘앤디,54090,14-Dec,-0.73,7.47,1.0,0.0,0.0
(주)삼진엘앤디,54090,15-Dec,7.47,0.34,0.0,1.0,0.0
(주)삼진엘앤디,54090,16-Dec,0.34,-2.36,1.0,0.0,0.0
(주)삼진엘앤디,54090,17-Dec,-2.36,4.28,1.0,0.0,0.0
(주)삼진엘앤디,54090,18-Dec,4.28,2.08,0.0,0.0,0.0
(주)삼진엘앤디,54090,19-Dec,2.08,,0.0,0.0,0.0
(주)삼표시멘트,38500,11-Dec,-0.51,0.54,1.0,0.0,0.0
(주)삼표시멘트,38500,12-Dec,0.54,-0.07,1.0,0.0,0.0
(주)삼표시멘트,38500,13-Dec,-0.07,1.0,1.0,0.0,0.0
(주)삼표시멘트,38500,14-Dec,1.0,1.28,0.0,0.0,0.0
(주)삼표시멘트,38500,15-Dec,1.28,2.35,0.0,0.0,0.0
(주)삼표시멘트,38500,16-Dec,2.35,2.82,0.0,0.0,0.0
(주)삼표시멘트,38500,17-Dec,2.82,0.04,0.0,0.0,0.0
(주)삼표시멘트,38500,18-Dec,0.04,2.23,1.0,0.0,0.0
(주)삼표시멘트,38500,19-Dec,2.23,,0.0,0.0,0.0
(주)삼화네트웍스,46390,11-Dec,7.53,-11.84,0.0,0.0,0.0
(주)삼화네트웍스,46390,12-Dec,-11.84,7.53,1.0,0.0,0.0
(주)삼화네트웍스,46390,13-Dec,7.53,-11.84,0.0,1.0,0.0
(주)삼화네트웍스,46390,14-Dec,-11.84,-11.84,1.0,0.0,0.0
(주)삼화네트웍스,46390,15-Dec,-11.84,7.53,1.0,0.0,0.0
(주)삼화네트웍스,46390,16-Dec,7.53,-11.84,0.0,0.0,0.0
(주)삼화네트웍스,46390,17-Dec,-11.84,-11.84,1.0,0.0,0.0
(주)삼화네트웍스,46390,18-Dec,-11.84,7.24,1.0,0.0,0.0
(주)삼화네트웍스,46390,19-Dec,7.24,,0.0,0.0,0.0
(주)상보,27580,11-Dec,3.65,2.2,0.0,0.0,0.0
(주)상보,27580,12-Dec,2.2,3.44,0.0,0.0,0.0
(주)상보,27580,13-Dec,3.44,0.38,0.0,0.0,0.0
(주)상보,27580,14-Dec,0.38,-0.53,1.0,0.0,0.0
(주)상보,27580,15-Dec,-0.53,-3.63,1.0,0.0,0.0
(주)상보,27580,16-Dec,-3.63,-1.13,1.0,0.0,0.0
(주)상보,27580,17-Dec,-1.13,0.62,1.0,0.0,0.0
(주)상보,27580,18-Dec,0.62,-1.17,1.0,0.0,0.0
(주)상보,27580,19-Dec,-1.17,,1.0,0.0,0.0
(주)상상인인더스트리,101000,11-Dec,-11.5,-2.67,1.0,0.0,0.0
(주)상상인인더스트리,101000,12-Dec,-2.67,1.2,1.0,0.0,0.0
(주)상상인인더스트리,101000,13-Dec,1.2,2.04,0.0,0.0,0.0
(주)상상인인더스트리,101000,14-Dec,2.04,3.7,0.0,0.0,0.0
(주)상상인인더스트리,101000,15-Dec,3.7,9.6,0.0,0.0,0.0
(주)상상인인더스트리,101000,16-Dec,9.6,-1.21,0.0,0.0,0.0
(주)상상인인더스트리,101000,17-Dec,-1.21,-7.37,1.0,0.0,0.0
(주)상상인인더스트리,101000,18-Dec,-7.37,-0.79,1.0,0.0,0.0
(주)상상인인더스트리,101000,19-Dec,-0.79,,1.0,0.0,0.0
(주)상지카일룸,42940,11-Dec,-3.08,-5.95,1.0,0.0,0.0
(주)상지카일룸,42940,12-Dec,-5.95,-4.34,1.0,0.0,0.0
(주)상지카일룸,42940,13-Dec,-4.34,-10.95,1.0,0.0,0.0
(주)상지카일룸,42940,14-Dec,-10.95,0.3,1.0,0.0,0.0
(주)상지카일룸,42940,15-Dec,0.3,-4.81,1.0,0.0,0.0
(주)상지카일룸,42940,16-Dec,-4.81,-6.78,1.0,0.0,0.0
(주)상지카일룸,42940,17-Dec,-6.78,1.05,1.0,0.0,0.0
(주)상지카일룸,42940,18-Dec,1.05,0.09,0.0,0.0,0.0
(주)상지카일룸,42940,19-Dec,0.09,,1.0,0.0,0.0
(주)새로닉스,42600,11-Dec,0.11,4.17,1.0,0.0,0.0
(주)새로닉스,42600,12-Dec,4.17,5.44,0.0,1.0,0.0
(주)새로닉스,42600,13-Dec,5.44,16.93,0.0,0.0,1.0
(주)새로닉스,42600,14-Dec,16.93,17.1,0.0,0.0,0.0
(주)새로닉스,42600,15-Dec,17.1,9.77,0.0,0.0,0.0
(주)새로닉스,42600,16-Dec,9.77,0.28,0.0,0.0,0.0
(주)새로닉스,42600,17-Dec,0.28,5.93,1.0,0.0,0.0
(주)새로닉스,42600,18-Dec,5.93,0.1,0.0,0.0,0.0
(주)새로닉스,42600,19-Dec,0.1,,1.0,0.0,0.0
(주)서부티엔디,6730,11-Dec,0.88,0.7,1.0,0.0,0.0
(주)서부티엔디,6730,12-Dec,0.7,0.9,1.0,0.0,0.0
(주)서부티엔디,6730,13-Dec,0.9,1.05,1.0,0.0,0.0
(주)서부티엔디,6730,14-Dec,1.05,1.31,0.0,0.0,0.0
(주)서부티엔디,6730,15-Dec,1.31,1.39,0.0,0.0,0.0
(주)서부티엔디,6730,16-Dec,1.39,-1.03,0.0,0.0,0.0
(주)서부티엔디,6730,17-Dec,-1.03,1.0,1.0,0.0,0.0
(주)서부티엔디,6730,18-Dec,1.0,0.48,0.0,0.0,0.0
(주)서부티엔디,6730,19-Dec,0.48,,1.0,0.0,0.0
(주)서산,79650,11-Dec,1245.89,1935.53,0.0,0.0,0.0
(주)서산,79650,12-Dec,1935.53,1866.89,0.0,0.0,0.0
(주)서산,79650,13-Dec,1866.89,1458.11,0.0,0.0,0.0
(주)서산,79650,14-Dec,1458.11,1929.46,0.0,0.0,0.0
(주)서산,79650,15-Dec,1929.46,1935.53,0.0,0.0,0.0
(주)서산,79650,16-Dec,1935.53,1899.36,0.0,0.0,0.0
(주)서산,79650,17-Dec,1899.36,-2188.81,0.0,0.0,0.0
(주)서산,79650,18-Dec,-2188.81,-2188.81,1.0,0.0,0.0
(주)서산,79650,19-Dec,-2188.81,,1.0,0.0,0.0
(주)서연,7860,11-Dec,46.87,6.4,0.0,0.0,0.0
(주)서연,7860,12-Dec,6.4,12.61,0.0,0.0,0.0
(주)서연,7860,13-Dec,12.61,12.92,0.0,0.0,0.0
(주)서연,7860,14-Dec,12.92,7.82,0.0,0.0,0.0
(주)서연,7860,15-Dec,7.82,5.61,0.0,0.0,0.0
(주)서연,7860,16-Dec,5.61,-0.8,0.0,0.0,0.0
(주)서연,7860,17-Dec,-0.8,0.2,1.0,0.0,0.0
(주)서연,7860,18-Dec,0.2,1.35,1.0,0.0,0.0
(주)서연,7860,19-Dec,1.35,,0.0,0.0,0.0
(주)서연이화,200880,14-Dec,12.56,10.74,0.0,0.0,0.0
(주)서연이화,200880,15-Dec,10.74,7.92,0.0,0.0,0.0
(주)서연이화,200880,16-Dec,7.92,-0.83,0.0,0.0,0.0
(주)서연이화,200880,17-Dec,-0.83,0.6,1.0,0.0,0.0
(주)서연이화,200880,18-Dec,0.6,1.13,1.0,0.0,0.0
(주)서연이화,200880,19-Dec,1.13,,0.0,0.0,0.0
(주)서연탑메탈,19770,11-Dec,45.3,43.53,0.0,0.0,0.0
(주)서연탑메탈,19770,12-Dec,43.53,22.14,0.0,0.0,0.0
(주)서연탑메탈,19770,13-Dec,22.14,32.12,0.0,0.0,0.0
(주)서연탑메탈,19770,14-Dec,32.12,3.91,0.0,0.0,0.0
(주)서연탑메탈,19770,15-Dec,3.91,3.35,0.0,0.0,0.0
(주)서연탑메탈,19770,16-Dec,3.35,2.39,0.0,0.0,0.0
(주)서연탑메탈,19770,17-Dec,2.39,-0.47,0.0,0.0,0.0
(주)서연탑메탈,19770,18-Dec,-0.47,0.15,1.0,0.0,0.0
(주)서연탑메탈,19770,19-Dec,0.15,,1.0,0.0,0.0
(주)서울리거,43710,11-Dec,61.31,61.31,0.0,0.0,0.0
(주)서울리거,43710,12-Dec,61.31,-15.81,0.0,0.0,0.0
(주)서울리거,43710,13-Dec,-15.81,-19.41,1.0,0.0,0.0
(주)서울리거,43710,14-Dec,-19.41,-20.21,1.0,0.0,0.0
(주)서울리거,43710,15-Dec,-20.21,-5.07,1.0,0.0,0.0
(주)서울리거,43710,16-Dec,-5.07,-20.21,1.0,0.0,0.0
(주)서울리거,43710,17-Dec,-20.21,-1.01,1.0,0.0,0.0
(주)서울리거,43710,18-Dec,-1.01,-4.74,1.0,0.0,0.0
(주)서울리거,43710,19-Dec,-4.74,,1.0,0.0,0.0
(주)서울옥션,63170,11-Dec,-6.08,3.86,1.0,0.0,0.0
(주)서울옥션,63170,12-Dec,3.86,6.1,0.0,1.0,0.0
(주)서울옥션,63170,13-Dec,6.1,13.56,0.0,0.0,1.0
(주)서울옥션,63170,14-Dec,13.56,33.52,0.0,0.0,0.0
(주)서울옥션,63170,15-Dec,33.52,10.95,0.0,0.0,0.0
(주)서울옥션,63170,16-Dec,10.95,6.01,0.0,0.0,0.0
(주)서울옥션,63170,17-Dec,6.01,5.95,0.0,0.0,0.0
(주)서울옥션,63170,18-Dec,5.95,-1.82,0.0,0.0,0.0
(주)서울옥션,63170,19-Dec,-1.82,,1.0,0.0,0.0
(주)서울제약,18680,11-Dec,2.73,7.16,0.0,0.0,0.0
(주)서울제약,18680,12-Dec,7.16,3.46,0.0,0.0,0.0
(주)서울제약,18680,13-Dec,3.46,3.16,0.0,0.0,0.0
(주)서울제약,18680,14-Dec,3.16,0.64,0.0,0.0,0.0
(주)서울제약,18680,15-Dec,0.64,-0.95,1.0,0.0,0.0
(주)서울제약,18680,16-Dec,-0.95,-3.14,1.0,0.0,0.0
(주)서울제약,18680,17-Dec,-3.14,-3.37,1.0,0.0,0.0
(주)서울제약,18680,18-Dec,-3.37,2.58,1.0,0.0,0.0
(주)서울제약,18680,19-Dec,2.58,,0.0,0.0,0.0
(주)서원,21050,11-Dec,0.95,0.58,1.0,0.0,0.0
(주)서원,21050,12-Dec,0.58,-0.32,1.0,0.0,0.0
(주)서원,21050,13-Dec,-0.32,0.83,1.0,0.0,0.0
(주)서원,21050,14-Dec,0.83,-1.44,1.0,0.0,0.0
(주)서원,21050,15-Dec,-1.44,1.9,1.0,0.0,0.0
(주)서원,21050,16-Dec,1.9,2.22,0.0,0.0,0.0
(주)서원,21050,17-Dec,2.22,1.71,0.0,0.0,0.0
(주)서원,21050,18-Dec,1.71,1.67,0.0,0.0,0.0
(주)서원,21050,19-Dec,1.67,,0.0,0.0,0.0
(주)서전기전,189860,14-Dec,234.85,-6436.21,0.0,0.0,0.0
(주)서전기전,189860,15-Dec,-6436.21,324.07,1.0,0.0,0.0
(주)서전기전,189860,16-Dec,324.07,8671.27,0.0,1.0,0.0
(주)서전기전,189860,17-Dec,8671.27,131.25,0.0,0.0,1.0
(주)서전기전,189860,18-Dec,131.25,5.98,0.0,0.0,0.0
(주)서전기전,189860,19-Dec,5.98,,0.0,0.0,0.0
(주)서한,11370,11-Dec,-5.42,5.2,1.0,0.0,0.0
(주)서한,11370,12-Dec,5.2,8.57,0.0,1.0,0.0
(주)서한,11370,13-Dec,8.57,50.39,0.0,0.0,1.0
(주)서한,11370,14-Dec,50.39,15.2,0.0,0.0,0.0
(주)서한,11370,15-Dec,15.2,29.1,0.0,0.0,0.0
(주)서한,11370,16-Dec,29.1,59.42,0.0,0.0,0.0
(주)서한,11370,17-Dec,59.42,80.02,0.0,0.0,0.0
(주)서한,11370,18-Dec,80.02,16.1,0.0,0.0,0.0
(주)서한,11370,19-Dec,16.1,,0.0,0.0,0.0
(주)서희건설,35890,11-Dec,0.76,0.47,1.0,0.0,0.0
(주)서희건설,35890,12-Dec,0.47,1.07,1.0,0.0,0.0
(주)서희건설,35890,13-Dec,1.07,2.93,0.0,0.0,0.0
(주)서희건설,35890,14-Dec,2.93,3.07,0.0,0.0,0.0
(주)서희건설,35890,15-Dec,3.07,8.36,0.0,0.0,0.0
(주)서희건설,35890,16-Dec,8.36,7.7,0.0,0.0,0.0
(주)서희건설,35890,17-Dec,7.7,6.49,0.0,0.0,0.0
(주)서희건설,35890,18-Dec,6.49,11.26,0.0,0.0,0.0
(주)서희건설,35890,19-Dec,11.26,,0.0,0.0,0.0
(주)선앤엘,2820,11-Dec,2.31,-0.99,0.0,0.0,0.0
(주)선앤엘,2820,12-Dec,-0.99,1.01,1.0,0.0,0.0
(주)선앤엘,2820,13-Dec,1.01,0.64,0.0,1.0,0.0
(주)선앤엘,2820,14-Dec,0.64,2.74,1.0,0.0,0.0
(주)선앤엘,2820,15-Dec,2.74,3.22,0.0,0.0,0.0
(주)선앤엘,2820,16-Dec,3.22,0.43,0.0,0.0,0.0
(주)선앤엘,2820,17-Dec,0.43,-1.08,1.0,0.0,0.0
(주)선앤엘,2820,18-Dec,-1.08,-2.47,1.0,0.0,0.0
(주)선앤엘,2820,19-Dec,-2.47,,1.0,0.0,0.0
(주)성광벤드,14620,11-Dec,22.95,26.14,0.0,0.0,0.0
(주)성광벤드,14620,12-Dec,26.14,60.45,0.0,0.0,0.0
(주)성광벤드,14620,13-Dec,60.45,94.05,0.0,0.0,0.0
(주)성광벤드,14620,14-Dec,94.05,25.71,0.0,0.0,0.0
(주)성광벤드,14620,15-Dec,25.71,35.12,0.0,0.0,0.0
(주)성광벤드,14620,16-Dec,35.12,-418.08,0.0,0.0,0.0
(주)성광벤드,14620,17-Dec,-418.08,-49.86,1.0,0.0,0.0
(주)성광벤드,14620,18-Dec,-49.86,10.6,1.0,0.0,0.0
(주)성광벤드,14620,19-Dec,10.6,,0.0,0.0,0.0
(주)성안,11300,11-Dec,2.1,0.9,0.0,0.0,0.0
(주)성안,11300,12-Dec,0.9,0.46,1.0,0.0,0.0
(주)성안,11300,13-Dec,0.46,-5.1,1.0,0.0,0.0
(주)성안,11300,14-Dec,-5.1,-0.06,1.0,0.0,0.0
(주)성안,11300,15-Dec,-0.06,-1.72,1.0,0.0,0.0
(주)성안,11300,16-Dec,-1.72,-1.19,1.0,0.0,0.0
(주)성안,11300,17-Dec,-1.19,-2.25,1.0,0.0,0.0
(주)성안,11300,18-Dec,-2.25,-1.85,1.0,0.0,0.0
(주)성안,11300,19-Dec,-1.85,,1.0,0.0,0.0
(주)성창오토텍,80470,11-Dec,31.8,18.39,0.0,0.0,0.0
(주)성창오토텍,80470,12-Dec,18.39,4.05,0.0,0.0,0.0
(주)성창오토텍,80470,13-Dec,4.05,1.03,0.0,0.0,0.0
(주)성창오토텍,80470,14-Dec,1.03,1.56,0.0,0.0,0.0
(주)성창오토텍,80470,15-Dec,1.56,2.75,0.0,0.0,0.0
(주)성창오토텍,80470,16-Dec,2.75,1.07,0.0,0.0,0.0
(주)성창오토텍,80470,17-Dec,1.07,0.21,0.0,0.0,0.0
(주)성창오토텍,80470,18-Dec,0.21,-0.41,1.0,0.0,0.0
(주)성창오토텍,80470,19-Dec,-0.41,,1.0,0.0,0.0
(주)세동,53060,11-Dec,0.6,0.96,1.0,0.0,0.0
(주)세동,53060,12-Dec,0.96,0.82,1.0,0.0,0.0
(주)세동,53060,13-Dec,0.82,-0.82,1.0,0.0,0.0
(주)세동,53060,14-Dec,-0.82,-1.34,1.0,0.0,0.0
(주)세동,53060,15-Dec,-1.34,-1.69,1.0,0.0,0.0
(주)세동,53060,16-Dec,-1.69,-2.32,1.0,0.0,0.0
(주)세동,53060,17-Dec,-2.32,-0.88,1.0,0.0,0.0
(주)세동,53060,18-Dec,-0.88,-0.09,1.0,0.0,0.0
(주)세동,53060,19-Dec,-0.09,,1.0,0.0,0.0
(주)세보엠이씨,11560,11-Dec,237.8,179.09,0.0,0.0,0.0
(주)세보엠이씨,11560,12-Dec,179.09,56.09,0.0,0.0,0.0
(주)세보엠이씨,11560,13-Dec,56.09,91.06,0.0,0.0,0.0
(주)세보엠이씨,11560,14-Dec,91.06,149.74,0.0,0.0,0.0
(주)세보엠이씨,11560,15-Dec,149.74,1282.12,0.0,0.0,0.0
(주)세보엠이씨,11560,16-Dec,1282.12,104.18,0.0,0.0,0.0
(주)세보엠이씨,11560,17-Dec,104.18,71.15,0.0,0.0,0.0
(주)세보엠이씨,11560,18-Dec,71.15,-10.75,0.0,0.0,0.0
(주)세보엠이씨,11560,19-Dec,-10.75,,1.0,0.0,0.0
(주)세원물산,24830,11-Dec,7.3,-0.86,0.0,0.0,0.0
(주)세원물산,24830,12-Dec,-0.86,-9.4,1.0,0.0,0.0
(주)세원물산,24830,13-Dec,-9.4,-3485.18,1.0,0.0,0.0
(주)세원물산,24830,14-Dec,-3485.18,434.68,1.0,0.0,0.0
(주)세원물산,24830,15-Dec,434.68,169.74,0.0,0.0,0.0
(주)세원물산,24830,16-Dec,169.74,151.82,0.0,0.0,0.0
(주)세원물산,24830,17-Dec,151.82,10.77,0.0,0.0,0.0
(주)세원물산,24830,18-Dec,10.77,78.2,0.0,0.0,0.0
(주)세원물산,24830,19-Dec,78.2,,0.0,0.0,0.0
(주)세진티에스,67770,11-Dec,-6.7,-65749.58,1.0,0.0,0.0
(주)세진티에스,67770,12-Dec,-65749.58,-65749.58,1.0,0.0,0.0
(주)세진티에스,67770,13-Dec,-65749.58,-6.7,1.0,0.0,0.0
(주)세진티에스,67770,14-Dec,-6.7,-65749.58,1.0,0.0,0.0
(주)세진티에스,67770,15-Dec,-65749.58,-65749.58,1.0,0.0,0.0
(주)세진티에스,67770,16-Dec,-65749.58,-26064.25,1.0,0.0,0.0
(주)세진티에스,67770,17-Dec,-26064.25,-65749.58,1.0,0.0,0.0
(주)세진티에스,67770,18-Dec,-65749.58,-6.7,1.0,0.0,0.0
(주)세진티에스,67770,19-Dec,-6.7,,1.0,0.0,0.0
(주)세코닉스,53450,11-Dec,3.65,8.41,0.0,0.0,0.0
(주)세코닉스,53450,12-Dec,8.41,12.39,0.0,0.0,0.0
(주)세코닉스,53450,13-Dec,12.39,10.93,0.0,0.0,0.0
(주)세코닉스,53450,14-Dec,10.93,8.02,0.0,0.0,0.0
(주)세코닉스,53450,15-Dec,8.02,6.62,0.0,0.0,0.0
(주)세코닉스,53450,16-Dec,6.62,0.56,0.0,0.0,0.0
(주)세코닉스,53450,17-Dec,0.56,1.76,1.0,0.0,0.0
(주)세코닉스,53450,18-Dec,1.76,0.2,0.0,1.0,0.0
(주)세코닉스,53450,19-Dec,0.2,,1.0,0.0,0.0
(주)센트럴인사이트,12600,11-Dec,-15.07,-5.87,1.0,0.0,0.0
(주)센트럴인사이트,12600,12-Dec,-5.87,-6.5,1.0,0.0,0.0
(주)센트럴인사이트,12600,13-Dec,-6.5,-3.23,1.0,0.0,0.0
(주)센트럴인사이트,12600,14-Dec,-3.23,-1.92,1.0,0.0,0.0
(주)센트럴인사이트,12600,15-Dec,-1.92,-1.85,1.0,0.0,0.0
(주)센트럴인사이트,12600,16-Dec,-1.85,-2.46,1.0,0.0,0.0
(주)센트럴인사이트,12600,17-Dec,-2.46,-2.23,1.0,0.0,0.0
(주)센트럴인사이트,12600,18-Dec,-2.23,-1.84,1.0,0.0,0.0
(주)센트럴인사이트,12600,19-Dec,-1.84,,1.0,0.0,0.0
(주)셀루메드,49180,11-Dec,-5.37,1.01,1.0,0.0,0.0
(주)셀루메드,49180,12-Dec,1.01,0.59,0.0,1.0,0.0
(주)셀루메드,49180,13-Dec,0.59,-4.65,1.0,0.0,0.0
(주)셀루메드,49180,14-Dec,-4.65,-2.57,1.0,0.0,0.0
(주)셀루메드,49180,15-Dec,-2.57,-7.76,1.0,0.0,0.0
(주)셀루메드,49180,16-Dec,-7.76,-0.56,1.0,0.0,0.0
(주)셀루메드,49180,17-Dec,-0.56,-7.57,1.0,0.0,0.0
(주)셀루메드,49180,18-Dec,-7.57,-4.04,1.0,0.0,0.0
(주)셀루메드,49180,19-Dec,-4.04,,1.0,0.0,0.0
(주)셀바스에이아이,108860,11-Dec,7.36,146.71,0.0,0.0,0.0
(주)셀바스에이아이,108860,12-Dec,146.71,156.7,0.0,0.0,0.0
(주)셀바스에이아이,108860,13-Dec,156.7,-2.47,0.0,0.0,0.0
(주)셀바스에이아이,108860,14-Dec,-2.47,-1.15,1.0,0.0,0.0
(주)셀바스에이아이,108860,15-Dec,-1.15,-13.49,1.0,0.0,0.0
(주)셀바스에이아이,108860,16-Dec,-13.49,0.5,1.0,0.0,0.0
(주)셀바스에이아이,108860,17-Dec,0.5,-12.46,1.0,0.0,0.0
(주)셀바스에이아이,108860,18-Dec,-12.46,-3.95,1.0,0.0,0.0
(주)셀바스에이아이,108860,19-Dec,-3.95,,1.0,0.0,0.0
(주)셀트리온제약,68760,11-Dec,9.86,5.73,0.0,0.0,0.0
(주)셀트리온제약,68760,12-Dec,5.73,5.19,0.0,0.0,0.0
(주)셀트리온제약,68760,13-Dec,5.19,2.71,0.0,0.0,0.0
(주)셀트리온제약,68760,14-Dec,2.71,0.95,0.0,0.0,0.0
(주)셀트리온제약,68760,15-Dec,0.95,-1.77,1.0,0.0,0.0
(주)셀트리온제약,68760,16-Dec,-1.77,1.58,1.0,0.0,0.0
(주)셀트리온제약,68760,17-Dec,1.58,0.6,0.0,0.0,0.0
(주)셀트리온제약,68760,18-Dec,0.6,2.81,1.0,0.0,0.0
(주)셀트리온제약,68760,19-Dec,2.81,,0.0,0.0,0.0
(주)셀트리온헬스케어,91990,17-Dec,6.83,-56.39,0.0,0.0,0.0
(주)셀트리온헬스케어,91990,18-Dec,-56.39,12.1,1.0,0.0,0.0
(주)셀트리온헬스케어,91990,19-Dec,12.1,,0.0,1.0,0.0
(주)셀피글로벌,68940,11-Dec,20.86,27.17,0.0,0.0,0.0
(주)셀피글로벌,68940,12-Dec,27.17,1.78,0.0,0.0,0.0
(주)셀피글로벌,68940,13-Dec,1.78,-9.29,0.0,0.0,0.0
(주)셀피글로벌,68940,14-Dec,-9.29,0.59,1.0,0.0,0.0
(주)셀피글로벌,68940,15-Dec,0.59,0.76,1.0,0.0,0.0
(주)셀피글로벌,68940,16-Dec,0.76,-25.4,1.0,0.0,0.0
(주)셀피글로벌,68940,17-Dec,-25.4,-7.34,1.0,0.0,0.0
(주)셀피글로벌,68940,18-Dec,-7.34,-0.36,1.0,0.0,0.0
(주)셀피글로벌,68940,19-Dec,-0.36,,1.0,0.0,0.0
(주)소프트센,32680,13-Dec,1.13,4.09,0.0,0.0,0.0
(주)소프트센,32680,14-Dec,4.09,-37.73,0.0,0.0,0.0
(주)소프트센,32680,15-Dec,-37.73,5.07,1.0,0.0,0.0
(주)소프트센,32680,16-Dec,5.07,0.34,0.0,1.0,0.0
(주)소프트센,32680,17-Dec,0.34,1.09,1.0,0.0,0.0
(주)소프트센,32680,18-Dec,1.09,0.5,0.0,0.0,0.0
(주)소프트센,32680,19-Dec,0.5,,1.0,0.0,0.0
(주)손오공,66910,11-Dec,1.07,0.93,0.0,0.0,0.0
(주)손오공,66910,12-Dec,0.93,-5.71,1.0,0.0,0.0
(주)손오공,66910,13-Dec,-5.71,-3.04,1.0,0.0,0.0
(주)손오공,66910,14-Dec,-3.04,11.6,1.0,0.0,0.0
(주)손오공,66910,15-Dec,11.6,10.96,0.0,0.0,0.0
(주)손오공,66910,16-Dec,10.96,-35.96,0.0,0.0,0.0
(주)손오공,66910,17-Dec,-35.96,3.44,1.0,0.0,0.0
(주)손오공,66910,18-Dec,3.44,-4.2,0.0,0.0,0.0
(주)손오공,66910,19-Dec,-4.2,,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,11-Dec,-2.22,-4.55,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,12-Dec,-4.55,-3.34,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,13-Dec,-3.34,-0.59,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,14-Dec,-0.59,-6.2,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,15-Dec,-6.2,-14.58,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,16-Dec,-14.58,-11.31,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,17-Dec,-11.31,-22.21,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,18-Dec,-22.21,-10.2,1.0,0.0,0.0
(주)솔고바이오메디칼,43100,19-Dec,-10.2,,1.0,0.0,0.0
(주)솔루에타,154040,13-Dec,20.51,17.56,0.0,0.0,0.0
(주)솔루에타,154040,14-Dec,17.56,182.05,0.0,0.0,0.0
(주)솔루에타,154040,15-Dec,182.05,-0.05,0.0,0.0,0.0
(주)솔루에타,154040,16-Dec,-0.05,0.58,1.0,0.0,0.0
(주)솔루에타,154040,17-Dec,0.58,1.3,1.0,0.0,0.0
(주)솔루에타,154040,18-Dec,1.3,1.65,0.0,0.0,0.0
(주)솔루에타,154040,19-Dec,1.65,,0.0,0.0,0.0
(주)솔본,35610,11-Dec,0.01,-5.31,1.0,0.0,0.0
(주)솔본,35610,12-Dec,-5.31,0.75,1.0,0.0,0.0
(주)솔본,35610,13-Dec,0.75,-6.08,1.0,0.0,0.0
