,회사명,거래소코드,회계년도,차입금비율(IFRS),차입금비율(IFRS연결),당좌자산구성비율(IFRS),당좌자산구성비율(IFRS연결),유동자산구성비율(IFRS),유동자산구성비율(IFRS연결),매출채권 대 매입채무비율(IFRS),매출채권 대 매입채무비율(IFRS연결),단기차입금 대 총차입금비율(IFRS),단기차입금 대 총차입금비율(IFRS연결),유동부채비율(IFRS),유동부채비율(IFRS연결),타인자본구성비율(IFRS),타인자본구성비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS),재고자산 대 유동자산비율(IFRS연결),재고자산 대 순운전자본비율(IFRS),재고자산 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS),순운전자본비율(IFRS연결),차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율
0,(주)CMG제약,58820,11-Dec,25.22,13.74,45.45,46.14,55.41,56.18,602.31,602.31,89.64,80.71,41.66,42.33,33.6,33.95,66.4,66.05,17.97,17.88,35.88,35.59,27.75,28.23,13.74,46.14,56.18,602.31,80.71,42.33,33.95,66.05,17.88,35.59,28.23
1,(주)CMG제약,58820,12-Dec,61.69,55.28,77.42,77.32,82.6,82.49,323.41,323.41,10.94,0.57,21.09,21.5,44.55,44.68,55.45,55.32,6.28,6.27,7.31,7.33,70.91,70.6,55.28,77.32,82.49,323.41,0.57,21.5,44.68,55.32,6.27,7.33,70.6
2,(주)CMG제약,58820,13-Dec,2.89,2.89,60.11,60.08,68.37,68.34,282.72,282.72,0,0,11.21,11.23,12.35,12.37,87.65,87.63,12.07,12.09,14.1,14.12,58.54,58.5,2.89,60.08,68.34,282.72,0,11.23,12.37,87.63,12.09,14.12,58.5
3,(주)CMG제약,58820,14-Dec,3.13,3.15,40.34,40.28,48.79,48.74,285.31,285.31,0,0,17.76,17.79,15.59,15.61,84.41,84.39,17.32,17.36,25.01,25.09,33.8,33.72,3.15,40.28,48.74,285.31,0,17.79,15.61,84.39,17.36,25.09,33.72
4,(주)CMG제약,58820,15-Dec,0,0.01,36.89,36.82,46.53,46.47,254.69,254.69,0,0,18.87,18.91,17.17,17.2,82.83,82.8,20.72,20.77,31.2,31.32,30.9,30.82,0.01,36.82,46.47,254.69,0,18.91,17.2,82.8,20.77,31.32,30.82
5,(주)CMG제약,58820,16-Dec,0,0,65.22,65.22,70.98,70.98,219.41,219.41,0,0,9.04,9.04,8.9,8.9,91.1,91.1,8.12,8.12,9.18,9.18,62.75,62.75,0,65.22,70.98,219.41,0,9.04,8.9,91.1,8.12,9.18,62.75
6,(주)CMG제약,58820,17-Dec,0,0,66.92,66.92,74.13,74.13,215.55,215.55,0,0,11.11,11.11,10.61,10.61,89.39,89.39,9.73,9.73,11.24,11.24,64.2,64.2,0,66.92,74.13,215.55,0,11.11,10.61,89.39,9.73,11.24,64.2
7,(주)CMG제약,58820,18-Dec,0,0,63.65,63.65,71.14,71.14,414.65,414.65,0,0,8.17,8.17,9.09,9.09,90.91,90.91,10.54,10.54,11.76,11.76,63.71,63.71,0,63.65,71.14,414.65,0,8.17,9.09,90.91,10.54,11.76,63.71
8,(주)CMG제약,58820,19-Dec,0.16,0.16,73.62,73.62,78.33,78.33,468.79,468.79,45.27,45.27,5.17,5.17,6.29,6.29,93.71,93.71,6.01,6.01,6.41,6.41,73.49,73.49,0.16,73.62,78.33,468.79,45.27,5.17,6.29,93.71,6.01,6.41,73.49
9,(주)DB하이텍,990,11-Dec,242.51,229.64,15.95,16.9,22.47,23.33,303.34,336.28,0,0,273.15,257.97,75.36,74.31,24.64,25.69,28.99,27.57,0,0,-44.83,-42.95,229.64,16.9,23.33,336.28,0,257.97,74.31,25.69,27.57,0,-42.95
10,(주)DB하이텍,990,12-Dec,248.28,234.33,19.5,19.86,26.39,26.7,315.6,384.99,68.49,68.49,205.19,190.94,76.11,74.87,23.89,25.13,26.13,25.64,0,0,-22.63,-21.27,234.33,19.86,26.7,384.99,68.49,190.94,74.87,25.13,25.64,0,-21.27
11,(주)DB하이텍,990,13-Dec,336.53,324.25,14.29,14.23,21.18,21.07,200.88,199.26,58.3,58.3,241.63,232.89,81.2,80.65,18.8,19.35,32.56,32.46,0,0,-24.24,-23.99,324.25,14.23,21.07,199.26,58.3,232.89,80.65,19.35,32.46,0,-23.99
12,(주)DB하이텍,990,14-Dec,483.77,545.5,17.68,18.11,24.58,25.14,226.88,225.55,40.52,40.52,276.37,311.87,86.42,87.74,13.58,12.26,28.09,27.94,0,0,-12.96,-13.08,545.5,18.11,25.14,225.55,40.52,311.87,87.74,12.26,27.94,0,-13.08
13,(주)DB하이텍,990,15-Dec,189.32,206.91,24.92,25.83,33.22,34.3,216.17,207.92,23.96,23.96,87.2,96.06,72.39,74.2,27.61,25.8,24.98,24.71,90.78,89.06,9.14,9.52,206.91,25.83,34.3,207.92,23.96,96.06,74.2,25.8,24.71,89.06,9.52
14,(주)DB하이텍,990,16-Dec,115.87,123.51,28.6,29.65,36.18,37.39,264.29,249.46,33.11,33.11,74.62,80.2,63.79,65.35,36.21,34.65,20.97,20.69,82.82,80.62,9.16,9.6,123.51,29.65,37.39,249.46,33.11,80.2,65.35,34.65,20.69,80.62,9.6
15,(주)DB하이텍,990,17-Dec,80.53,78.01,27.98,28.03,35.65,35.58,270.85,252.94,11.24,11.24,32.41,31.86,54.83,54.14,45.17,45.86,21.53,21.21,36.52,35.99,21.01,20.97,78.01,28.03,35.58,252.94,11.24,31.86,54.14,45.86,21.21,35.99,20.97
16,(주)DB하이텍,990,18-Dec,56.21,54.62,32.09,31.92,36.18,35.95,271.97,271.06,9.05,9.05,28.9,28.08,48.36,47.64,51.64,52.36,11.28,11.19,19.21,18.93,21.25,21.24,54.62,31.92,35.95,271.06,9.05,28.08,47.64,52.36,11.19,18.93,21.24
17,(주)DB하이텍,990,19-Dec,39.16,39.2,34.03,34.39,38.79,39.15,336.29,332.91,25.48,25.48,34.03,34.08,40.77,40.8,59.23,59.2,12.27,12.16,25.54,25.1,18.63,18.97,39.2,34.39,39.15,332.91,25.48,34.08,40.8,59.2,12.16,25.1,18.97
18,(주)ES큐브,50120,11-Dec,0,0.25,40.68,51.85,41.53,61.43,88.11,461.69,0,0,12.36,37.71,13.46,29.26,86.54,70.74,2.04,15.59,2.75,27.56,30.83,34.75,0.25,51.85,61.43,461.69,0,37.71,29.26,70.74,15.59,27.56,34.75
19,(주)ES큐브,50120,12-Dec,0,0.39,34.07,38.6,34.99,49.06,179.78,297.97,0,0,8.09,12.05,10.73,13.88,89.27,86.12,2.63,21.33,3.31,27.06,27.76,38.68,0.39,38.6,49.06,297.97,0,12.05,13.88,86.12,21.33,27.06,38.68
20,(주)ES큐브,50120,13-Dec,0,0.36,67.55,68.08,68.45,81.37,161.76,334.9,0,0,6.16,8.57,7.99,10.11,92.01,89.89,1.31,16.33,1.43,18.04,62.78,73.67,0.36,68.08,81.37,334.9,0,8.57,10.11,89.89,16.33,18.04,73.67
21,(주)ES큐브,50120,14-Dec,0,5.41,47.23,70.89,47.82,81.63,133.86,284.54,0,0,7.41,12.1,8.21,12.34,91.79,87.66,1.23,13.16,1.44,15.13,41.02,71.03,5.41,70.89,81.63,284.54,0,12.1,12.34,87.66,13.16,15.13,71.03
22,(주)ES큐브,50120,15-Dec,0,3.89,47.09,61.84,47.94,74.04,182.23,211.48,0,0,3.99,10.83,4.78,10.73,95.22,89.27,1.76,16.47,1.91,18.95,44.14,64.37,3.89,61.84,74.04,211.48,0,10.83,10.73,89.27,16.47,18.95,64.37
23,(주)ES큐브,50120,16-Dec,42.67,41.56,41.13,41.3,41.54,48.39,92.31,263.79,4.03,4.03,6.54,4.75,33.15,31.82,66.85,68.18,0.97,14.64,1.08,15.69,37.16,45.15,41.56,41.3,48.39,263.79,4.03,4.75,31.82,68.18,14.64,15.69,45.15
24,(주)ES큐브,50120,17-Dec,40.06,39.28,42.3,40.32,42.69,48.2,101.93,199.81,4.2,4.2,5.72,5.08,31.9,31.23,68.1,68.77,0.91,16.35,1,17.63,38.79,44.7,39.28,40.32,48.2,199.81,4.2,5.08,31.23,68.77,16.35,17.63,44.7
25,(주)ES큐브,50120,18-Dec,53.32,50.84,26.27,31.86,26.78,40.08,115.33,356.25,94.08,94.16,56.67,53.16,38.68,37.07,61.32,62.93,1.93,20.5,0,124.01,-7.97,6.62,50.84,31.86,40.08,356.25,94.16,53.16,37.07,62.93,20.5,124.01,6.62
26,(주)ES큐브,50120,19-Dec,118.33,93.03,17.51,75.74,17.86,77.38,61.35,20592.7,61.02,60.81,101.49,310.83,60.32,84.04,39.68,15.96,1.93,2.13,0,5.93,-22.41,27.78,93.03,75.74,77.38,20592.7,60.81,310.83,84.04,15.96,2.13,5.93,27.78
27,(주)HJ중공업,97230,11-Dec,134.88,182.52,34.14,28.86,37.28,33.99,416.86,132.35,29,32.69,96.03,132.98,67.99,73.47,32.01,26.53,8.41,15.08,47.97,0,6.54,-1.29,182.52,28.86,33.99,132.35,32.69,132.98,73.47,26.53,15.08,0,-1.29
28,(주)HJ중공업,97230,12-Dec,163.56,215.87,38,31.14,40.75,34.54,424.71,96.91,49.64,46.07,114.05,142.72,68.62,73.95,31.38,26.05,6.75,9.84,55.48,0,4.96,-2.64,215.87,31.14,34.54,96.91,46.07,142.72,73.95,26.05,9.84,0,-2.64
29,(주)HJ중공업,97230,13-Dec,162.71,230.21,25,32.72,33.39,41.73,109.8,99.6,62.19,65.15,137.99,200.42,69.1,75.48,30.9,24.52,25.11,21.58,0,0,-9.26,-7.42,230.21,32.72,41.73,99.6,65.15,200.42,75.48,24.52,21.58,0,-7.42
30,(주)HJ중공업,97230,14-Dec,136.47,217.82,25.57,30.78,33.98,40.92,91.49,94.56,52.59,50.54,125.06,180.73,67.79,75.69,32.21,24.31,24.73,24.77,0,0,-6.31,-3.02,217.82,30.78,40.92,94.56,50.54,180.73,75.69,24.31,24.77,0,-3.02
31,(주)HJ중공업,97230,15-Dec,158.07,222.9,19.43,26.3,34.99,41.08,59.62,51.9,82.81,74.48,185.73,250.64,70.3,76.86,29.7,23.14,44.47,35.97,0,0,-20.17,-16.92,222.9,26.3,41.08,51.9,74.48,250.64,76.86,23.14,35.97,0,-16.92
32,(주)HJ중공업,97230,16-Dec,232.78,350.07,30.37,32.29,43.59,45.13,129.82,46.24,45.21,53.65,176.85,294.57,76.94,82.97,23.06,17.03,30.33,28.45,469.08,0,2.82,-5.04,350.07,32.29,45.13,46.24,53.65,294.57,82.97,17.03,28.45,0,-5.04
33,(주)HJ중공업,97230,17-Dec,320.22,429.87,22.2,28.16,41.98,45.03,71.44,46.74,99.7,96.67,449.43,576.82,82.99,86.28,17.01,13.72,47.12,37.46,0,0,-34.46,-34.12,429.87,28.16,45.03,46.74,96.67,576.82,86.28,13.72,37.46,0,-34.12
34,(주)HJ중공업,97230,18-Dec,0,0,36.16,43.96,57.91,62.95,51.95,55.46,34.67,34.67,0,0,116.7,125.91,0,-25.91,37.56,30.17,0,0,-4.5,-15.34,0,43.96,62.95,55.46,34.67,0,125.91,-25.91,30.17,0,-15.34
35,(주)HJ중공업,97230,19-Dec,456.52,456.22,37.95,37.92,52.71,52.65,81.84,88.36,84.02,83.86,744.27,753.17,89.97,90.08,10.03,9.92,27.99,27.97,0,0,-21.93,-22.05,456.22,37.92,52.65,88.36,83.86,753.17,90.08,9.92,27.97,0,-22.05
36,(주)MH에탄올,23150,11-Dec,128.75,27.96,15.97,26.78,19.31,34.04,0,81716.41,88.81,32.19,118.38,183.43,58.68,68.21,41.32,31.79,17.3,21.31,0,0,-29.6,-24.28,27.96,26.78,34.04,81716.41,32.19,183.43,68.21,31.79,21.31,0,-24.28
37,(주)MH에탄올,23150,12-Dec,123.61,192.7,12.78,21.91,16.59,37.21,0,66557.71,89.51,90.04,114.8,205.72,57.82,70.47,42.18,29.53,22.97,41.13,0,0,-31.83,-23.53,192.7,21.91,37.21,66557.71,90.04,205.72,70.47,29.53,41.13,0,-23.53
38,(주)MH에탄올,23150,13-Dec,151.94,163.01,16.14,23.66,21.11,33.29,0,287248.6,89.97,89.08,143.98,164.02,61.54,64.62,38.46,35.38,23.56,28.92,0,0,-34.26,-24.74,163.01,23.66,33.29,287248.6,89.08,164.02,64.62,35.38,28.92,0,-24.74
39,(주)MH에탄올,23150,14-Dec,56.01,55.71,24.67,25.42,32.87,33.59,0,0,97.51,97.51,60.22,59.9,38.41,38.28,61.59,61.72,24.94,24.32,0,0,-4.22,-3.38,55.71,25.42,33.59,0,97.51,59.9,38.28,61.72,24.32,0,-3.38
40,(주)MH에탄올,23150,15-Dec,32.34,32.17,23.07,23.92,27.65,28.48,0,0,97.4,97.4,35.68,35.48,26.84,26.73,73.16,73.27,16.56,16.01,295.25,183.62,1.55,2.48,32.17,23.92,28.48,0,97.4,35.48,26.73,73.27,16.01,183.62,2.48
41,(주)MH에탄올,23150,16-Dec,8.67,8.63,18.63,19.59,26.32,27.25,0,0,93.65,93.65,12.08,12.02,12.17,12.11,87.83,87.89,29.22,28.1,48.95,45.89,15.71,16.68,8.63,19.59,27.25,0,93.65,12.02,12.11,87.89,28.1,45.89,16.68
42,(주)MH에탄올,23150,17-Dec,56.5,237.29,11.85,15.83,16.97,16.95,0,2379.05,31.02,33.04,24.02,177.74,39.78,78.64,60.22,21.36,30.18,6.62,204.2,0,2.51,-21.02,237.29,15.83,16.95,2379.05,33.04,177.74,78.64,21.36,6.62,0,-21.02
43,(주)MH에탄올,23150,18-Dec,51.93,239.34,10.9,5.23,16.77,6.72,0,1679.28,29.48,25.28,20.07,154.04,37.56,79.19,62.44,20.81,34.98,22.11,138.46,0,4.24,-25.33,239.34,5.23,6.72,1679.28,25.28,154.04,79.19,20.81,22.11,0,-25.33
44,(주)MH에탄올,23150,19-Dec,60.01,302.7,9.94,5.46,17.94,7.27,0,1797.11,29.96,78.57,23.96,355.65,41.15,82.42,58.85,17.58,44.57,24.91,208.35,0,3.84,-55.27,302.7,5.46,7.27,1797.11,78.57,355.65,82.42,17.58,24.91,0,-55.27
45,(주)SH에너지화학,2360,11-Dec,45.12,44.61,35.68,37.48,46.53,48.09,3025.74,3032.99,99.37,99.37,50.92,52.23,37,37.69,63,62.31,23.33,22.07,75.1,68.27,14.45,15.55,44.61,37.48,48.09,3032.99,99.37,52.23,37.69,62.31,22.07,68.27,15.55
46,(주)SH에너지화학,2360,12-Dec,44.02,44.03,33.71,35.01,47.58,48.71,1222.45,1264.27,86,86,44.27,45.47,36.69,37.43,63.31,62.57,29.14,28.13,70.92,67.64,19.55,20.26,44.03,35.01,48.71,1264.27,86,45.47,37.43,62.57,28.13,67.64,20.26
47,(주)SH에너지화학,2360,13-Dec,40.1,40.2,41.67,42.64,52.53,53.45,1186.32,1206.44,98.21,98.21,50.06,50.48,36.55,37.01,63.45,62.99,20.67,20.23,52.29,49.93,20.77,21.65,40.2,42.64,53.45,1206.44,98.21,50.48,37.01,62.99,20.23,49.93,21.65
48,(주)SH에너지화학,2360,14-Dec,11.47,11.36,38.12,41.92,50.86,54.47,1365.88,1384.72,0,0,24.48,24.55,23.55,23.93,76.45,76.07,25.05,23.04,39.63,35.06,32.14,35.8,11.36,41.92,54.47,1384.72,0,24.55,23.93,76.07,23.04,35.06,35.8
49,(주)SH에너지화학,2360,15-Dec,7.52,7.51,45.88,48.75,55.89,59.05,2673.07,2729.66,0,0,18.51,18.64,20.44,20.67,79.56,79.33,17.91,17.44,24.32,23.27,41.16,44.26,7.51,48.75,59.05,2729.66,0,18.64,20.67,79.33,17.44,23.27,44.26
50,(주)SH에너지화학,2360,16-Dec,3.4,3.42,55.94,58.36,64.73,67.66,2837.84,2792.03,0,0,11.84,12.02,16.16,16.39,83.84,83.61,13.57,13.74,16.03,16.14,54.8,57.6,3.42,58.36,67.66,2792.03,0,12.02,16.39,83.61,13.74,16.14,57.6
51,(주)SH에너지화학,2360,17-Dec,3.31,3.3,49.15,53.95,64.2,69.9,1647.85,1678.27,0,0,7.93,7.69,14.23,14.06,85.77,85.94,23.45,22.82,26.23,25.2,57.4,63.29,3.3,53.95,69.9,1678.27,0,7.69,14.06,85.94,22.82,25.2,63.29
52,(주)SH에너지화학,2360,18-Dec,3.36,3.32,46.93,51.87,64.18,70.04,2670.62,2749.34,0,0,6.39,6.32,13.92,13.92,86.08,86.08,26.88,25.95,29.4,28.13,58.68,64.61,3.32,51.87,70.04,2749.34,0,6.32,13.92,86.08,25.95,28.13,64.61
53,(주)SH에너지화학,2360,19-Dec,9,8.85,48.63,54.13,61.75,67.71,1817.86,1864.22,41.4,41.4,7.23,7.6,19.6,19.78,80.4,80.22,21.24,20.05,23.45,22.03,55.94,61.61,8.85,54.13,67.71,1864.22,41.4,7.6,19.78,80.22,20.05,22.03,61.61
54,(주)SIMPAC,9160,11-Dec,27.95,25.78,42.05,40.66,50.92,49.18,159.9,160.8,77.04,77.04,75.03,69.24,47.52,45.66,52.48,54.34,17.43,17.31,76.84,73.71,11.55,11.55,25.78,40.66,49.18,160.8,77.04,69.24,45.66,54.34,17.31,73.71,11.55
55,(주)SIMPAC,9160,12-Dec,22.68,21.47,40.79,39.98,49.01,47.94,168.68,170.02,75.21,75.21,60.76,57.68,42.14,41.05,57.86,58.95,16.78,16.6,59.35,57.1,13.86,13.93,21.47,39.98,47.94,170.02,75.21,57.68,41.05,58.95,16.6,57.1,13.93
56,(주)SIMPAC,9160,13-Dec,33.52,31.76,23.13,22.93,30.45,30.01,182.09,182.56,89.95,89.95,67.58,64.07,43.43,42.31,56.57,57.69,24.04,23.61,0,0,-7.77,-6.95,31.76,22.93,30.01,182.56,89.95,64.07,42.31,57.69,23.61,0,-6.95
57,(주)SIMPAC,9160,14-Dec,15.12,18.64,26.16,27.26,35.84,37.92,165.16,158.91,91.89,93.88,56.93,62.39,38.08,42.63,61.92,57.37,27.02,28.11,1630.89,500.06,0.59,2.13,18.64,27.26,37.92,158.91,93.88,62.39,42.63,57.37,28.11,500.06,2.13
58,(주)SIMPAC,9160,15-Dec,19.31,22.93,24.15,27.88,37.38,41.17,141.85,145.26,0,99.59,64.95,72.98,40.41,45.13,59.59,54.87,35.39,32.29,0,1176.28,-1.32,1.13,22.93,27.88,41.17,145.26,99.59,72.98,45.13,54.87,32.29,1176.28,1.13
59,(주)SIMPAC,9160,16-Dec,17.47,22.8,26.41,31.31,37.75,42.31,118.78,143.41,0,99.6,57.16,64.61,37.48,42.47,62.52,57.53,30.05,26,562.97,214.43,2.01,5.13,22.8,31.31,42.31,143.41,99.6,64.61,42.47,57.53,26,214.43,5.13
60,(주)SIMPAC,9160,17-Dec,22.34,22.93,26.39,29.23,36.38,39.53,268.07,260.25,0,99.68,51.03,54.25,34.76,36.82,65.24,63.18,27.48,26.05,323.3,196.07,3.09,5.25,22.93,29.23,39.53,260.25,99.68,54.25,36.82,63.18,26.05,196.07,5.25
61,(주)SIMPAC,9160,18-Dec,25.11,26.07,26.95,29.44,43.48,45.58,152.93,157.58,0,99.89,50.58,52.53,34.57,36.19,65.43,63.81,38.02,35.41,159.16,133.84,10.39,12.06,26.07,29.44,45.58,157.58,99.89,52.53,36.19,63.81,35.41,133.84,12.06
62,(주)SIMPAC,9160,19-Dec,25.12,29.19,25.36,29.6,36.85,42.58,176.02,163.65,97.74,98.93,42.49,49.75,31.13,35.04,68.87,64.96,31.18,30.49,151.49,126.48,7.59,10.26,29.19,29.6,42.58,163.65,98.93,49.75,35.04,64.96,30.49,126.48,10.26
63,(주)SNT에너지,100840,11-Dec,12.45,1254789.63,47.03,1254789.63,52.61,1254789.63,137.93,1254789.63,0,1254789.63,59.78,1254789.63,41.92,1254789.63,58.08,1254789.63,10.6,1254789.63,31.18,1254789.63,17.89,1254789.63,12.45,47.03,52.61,137.93,0,59.78,41.92,58.08,10.6,31.18,17.89
64,(주)SNT에너지,100840,12-Dec,2.65,1254789.63,49.2,1254789.63,55.14,1254789.63,140.21,1254789.63,0,1254789.63,48.25,1254789.63,37.4,1254789.63,62.6,1254789.63,10.78,1254789.63,23.84,1254789.63,24.94,1254789.63,2.65,49.2,55.14,140.21,0,48.25,37.4,62.6,10.78,23.84,24.94
65,(주)SNT에너지,100840,13-Dec,2.62,1254789.63,52.46,1254789.63,58.17,1254789.63,108.13,1254789.63,0,1254789.63,46.42,1254789.63,36.42,1254789.63,63.58,1254789.63,9.81,1254789.63,19.92,1254789.63,28.66,1254789.63,2.62,52.46,58.17,108.13,0,46.42,36.42,63.58,9.81,19.92,28.66
66,(주)SNT에너지,100840,14-Dec,2.66,1254789.63,50.16,1254789.63,55.99,1254789.63,158.47,1254789.63,0,1254789.63,36.88,1254789.63,31.79,1254789.63,68.21,1254789.63,10.41,1254789.63,18.9,1254789.63,30.83,1254789.63,2.66,50.16,55.99,158.47,0,36.88,31.79,68.21,10.41,18.9,30.83
67,(주)SNT에너지,100840,15-Dec,0,1254789.63,54.83,1254789.63,58.21,1254789.63,216.31,1254789.63,0,1254789.63,27.78,1254789.63,26.82,1254789.63,73.18,1254789.63,5.81,1254789.63,8.93,1254789.63,37.88,1254789.63,0,54.83,58.21,216.31,0,27.78,26.82,73.18,5.81,8.93,37.88
68,(주)SNT에너지,100840,16-Dec,0,1254789.63,58.9,1254789.63,60.84,1254789.63,202.26,1254789.63,0,1254789.63,44.47,1254789.63,33.97,1254789.63,66.03,1254789.63,3.2,1254789.63,6.19,1254789.63,31.49,1254789.63,0,58.9,60.84,202.26,0,44.47,33.97,66.03,3.2,6.19,31.49
69,(주)SNT에너지,100840,17-Dec,0,1254789.63,56.81,1254789.63,57.59,1254789.63,300.69,1254789.63,0,1254789.63,21.01,1254789.63,22.13,1254789.63,77.87,1254789.63,1.34,1254789.63,1.88,1254789.63,41.23,1254789.63,0,56.81,57.59,300.69,0,21.01,22.13,77.87,1.34,1.88,41.23
70,(주)SNT에너지,100840,18-Dec,0,1254789.63,53.32,1254789.63,55.35,1254789.63,193.19,1254789.63,0,1254789.63,13.64,1254789.63,17.69,1254789.63,82.31,1254789.63,3.66,1254789.63,4.59,1254789.63,44.12,1254789.63,0,53.32,55.35,193.19,0,13.64,17.69,82.31,3.66,4.59,44.12
71,(주)SNT에너지,100840,19-Dec,0.02,0.03,57.97,58.33,61.02,61.39,444.95,358.21,0,0,26.53,27.54,25.9,26.64,74.1,73.36,5.01,4.98,7.39,7.42,41.37,41.19,0.03,58.33,61.39,358.21,0,27.54,26.64,73.36,4.98,7.42,41.19
72,(주)SNT홀딩스,36530,11-Dec,0,6.48,16.66,36.1,16.66,49.03,0,103.95,0,99.26,0.05,45.6,0.07,38.3,99.93,61.7,0,26.38,0,61.89,16.61,20.9,6.48,36.1,49.03,103.95,99.26,45.6,38.3,61.7,26.38,61.89,20.9
73,(주)SNT홀딩스,36530,12-Dec,0,5.18,10.47,34.62,10.47,48.14,0,121.68,0,98.2,0.04,40.99,0.09,36.48,99.91,63.52,0,28.09,0,61.17,10.43,22.1,5.18,34.62,48.14,121.68,98.2,40.99,36.48,63.52,28.09,61.17,22.1
74,(주)SNT홀딩스,36530,13-Dec,0,5.86,12.39,35.35,12.39,49.82,0,109.33,0,99.08,0.08,41.42,0.12,36.05,99.88,63.95,0,29.06,0,62.04,12.31,23.34,5.86,35.35,49.82,109.33,99.08,41.42,36.05,63.95,29.06,62.04,23.34
75,(주)SNT홀딩스,36530,14-Dec,0,2.46,11.79,34.86,11.79,48.79,0,121.85,0,98.51,0.06,35.23,0.1,33.51,99.9,66.49,0,28.54,0,54.9,11.73,25.36,2.46,34.86,48.79,121.85,98.51,35.23,33.51,66.49,28.54,54.9,25.36
76,(주)SNT홀딩스,36530,15-Dec,0,0.49,23.23,40.2,23.23,52.59,0,143.28,0,96.75,2.05,28.36,2.01,29.51,97.99,70.49,0,23.56,0,38.02,21.22,32.59,0.49,40.2,52.59,143.28,96.75,28.36,29.51,70.49,23.56,38.02,32.59
77,(주)SNT홀딩스,36530,16-Dec,0,0.47,22.82,43.82,22.82,54.54,0,136.89,0,0,0.07,31.82,0.07,30.73,99.93,69.27,0,19.65,0,32.98,22.75,32.5,0.47,43.82,54.54,136.89,0,31.82,30.73,69.27,19.65,32.98,32.5
78,(주)SNT홀딩스,36530,17-Dec,0,0.43,23.09,45.28,23.09,55.34,1038.44,126.47,0,0,0.07,29.54,0.07,29.21,99.93,70.79,0,18.18,0,29.21,23.02,34.43,0.43,45.28,55.34,126.47,0,29.54,29.21,70.79,18.18,29.21,34.43
79,(주)SNT홀딩스,36530,18-Dec,0,0.43,21.18,44.84,21.18,55.26,0,121.27,0,0,0.05,25.39,0.05,28.88,99.95,71.12,0,18.86,0,28.01,21.13,37.2,0.43,44.84,55.26,121.27,0,25.39,28.88,71.12,18.86,28.01,37.2
80,(주)SNT홀딩스,36530,19-Dec,0,0.08,7.61,46.35,7.61,56.63,0,159.09,0,32.17,0.06,24.95,0.06,27.31,99.94,72.69,0,18.14,0,26.69,7.55,38.49,0.08,46.35,56.63,159.09,32.17,24.95,27.31,72.69,18.14,26.69,38.49
81,(주)STX,11810,11-Dec,150.58,132.78,22.8,21.31,30.08,27.33,162.9,152.08,67.97,57.95,134.7,106.57,64.73,63.4,35.27,36.6,24.21,22.04,0,0,-17.43,-11.68,132.78,21.31,27.33,152.08,57.95,106.57,63.4,36.6,22.04,0,-11.68
82,(주)STX,11810,12-Dec,157.41,187.1,23.19,25.69,26.56,29.29,191.5,172.8,84.26,63.73,162.13,156.85,65.18,70.27,34.82,29.73,12.66,12.3,0,0,-29.89,-17.35,187.1,25.69,29.29,172.8,63.73,156.85,70.27,29.73,12.3,0,-17.35
83,(주)STX,11810,13-Dec,0,0,54.53,52.11,58.93,59.11,195.4,127.51,60.59,62.47,0,0,148.05,137.96,0,0,7.46,11.85,0,0,-39.71,-36.13,0,52.11,59.11,127.51,62.47,0,137.96,0,11.85,0,-36.13
84,(주)STX,11810,14-Dec,1580.23,951.28,54.16,54.66,68.04,71.2,256.52,180.51,60.99,62.02,1224.13,842.07,94.87,92.54,5.13,7.46,20.4,23.24,263.79,197.92,5.26,8.36,951.28,54.66,71.2,180.51,62.02,842.07,92.54,7.46,23.24,197.92,8.36
85,(주)STX,11810,15-Dec,1138.71,1246.41,49.13,46.23,62.69,71.19,176.47,93.87,65.24,68.25,937.45,1198.04,93.16,94.29,6.84,5.71,21.64,35.06,0,892.68,-1.41,2.8,1246.41,46.23,71.19,93.87,68.25,1198.04,94.29,5.71,35.06,892.68,2.8
86,(주)STX,11810,16-Dec,0,0,48.04,36.77,70.31,68.72,117.27,107.47,95.74,96.09,0,0,152.4,146.71,0,-46.71,31.67,46.5,0,0,-75.37,-69.01,0,36.77,68.72,107.47,96.09,0,146.71,-46.71,46.5,0,-69.01
87,(주)STX,11810,17-Dec,669.5,818.95,47.38,46.88,67.24,75.82,101.54,90.72,93.54,94.45,1015.39,1301.65,91.41,93.22,8.59,6.78,29.54,38.17,0,0,-20,-12.46,818.95,46.88,75.82,90.72,94.45,1301.65,93.22,6.78,38.17,0,-12.46
88,(주)STX,11810,18-Dec,458.85,517.79,46.72,52.96,66.67,76.32,167.23,168.05,92.08,93.18,581.77,724.06,86.07,88.44,13.93,11.56,29.92,30.61,0,0,-14.35,-7.35,517.79,52.96,76.32,168.05,93.18,724.06,88.44,11.56,30.61,0,-7.35
89,(주)STX,11810,19-Dec,596.15,590.05,43.83,47.78,63.21,68.99,134.25,137.76,88.66,86.56,745.12,781.31,89.06,89.95,10.94,10.05,30.66,30.74,0,0,-18.3,-9.53,590.05,47.78,68.99,137.76,86.56,781.31,89.95,10.05,30.74,0,-9.53
