,회사명,거래소코드,회계년도,차입금비율(IFRS),차입금비율(IFRS연결),당좌자산구성비율(IFRS),당좌자산구성비율(IFRS연결),유동자산구성비율(IFRS),유동자산구성비율(IFRS연결),매출채권 대 매입채무비율(IFRS),매출채권 대 매입채무비율(IFRS연결),단기차입금 대 총차입금비율(IFRS),단기차입금 대 총차입금비율(IFRS연결),유동부채비율(IFRS),유동부채비율(IFRS연결),타인자본구성비율(IFRS),타인자본구성비율(IFRS연결),자기자본구성비율(IFRS),자기자본구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS),재고자산 대 유동자산비율(IFRS연결),재고자산 대 순운전자본비율(IFRS),재고자산 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS),순운전자본비율(IFRS연결),차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,자기자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율
6452,(주)제이와이피엔터테인먼트,35900,11-Jun,0,0,80.65,80.65,80.95,80.95,93.62,93.62,0,0,25.06,25.06,20.04,20.04,79.96,79.96,0.37,0.37,0.49,0.49,60.91,60.91,0,80.65,80.95,93.62,0,25.06,20.04,79.96,0.37,0.49,60.91
6453,(주)제이와이피엔터테인먼트,35900,12-Dec,30.95,44.4,76.01,78.94,76.02,79.12,252.07,252.07,0,24.13,26.31,40.58,39.85,42.62,60.15,57.38,0.01,0.23,0.01,0.32,60.19,55.84,44.4,78.94,79.12,252.07,24.13,40.58,42.62,57.38,0.23,0.32,55.84
6454,(주)제이와이피엔터테인먼트,35900,13-Dec,11.27,10.88,38.47,41.54,38.78,42.25,141.76,170.17,0,0,30.37,32.24,31.71,32.32,68.29,67.68,0.8,1.68,1.73,3.48,18.04,20.43,10.88,41.54,42.25,170.17,0,32.24,32.32,67.68,1.68,3.48,20.43
6455,(주)제이와이피엔터테인먼트,35900,14-Dec,7.63,7.31,37.99,41.68,38.53,42.7,145.51,161.88,0,0,31.2,31.94,23.84,24.27,76.16,75.73,1.4,2.39,3.64,5.52,14.77,18.51,7.31,41.68,42.7,161.88,0,31.94,24.27,75.73,2.39,5.52,18.51
6456,(주)제이와이피엔터테인먼트,35900,15-Dec,0,0,35.78,39.25,36.03,40.5,121.76,130.54,0,0,25.29,25.87,20.26,20.62,79.74,79.38,0.71,3.09,1.61,6.27,15.86,19.97,0,39.25,40.5,130.54,0,25.87,20.62,79.38,3.09,6.27,19.97
6457,(주)제이와이피엔터테인먼트,35900,16-Dec,0,0,44.06,49.19,44.32,50.78,207.13,159.45,0,0,26.44,27.65,21.88,22.56,78.12,77.44,0.59,3.12,1.11,5.4,23.66,29.37,0,49.19,50.78,159.45,0,27.65,22.56,77.44,3.12,5.4,29.37
6458,(주)제이와이피엔터테인먼트,35900,17-Dec,0,0,41.02,45.6,41.31,46.93,147.63,158.7,0,0,40.23,40.61,30.88,31.08,69.12,68.92,0.7,2.83,2.14,7.02,13.5,18.94,0,45.6,46.93,158.7,0,40.61,31.08,68.92,2.83,7.02,18.94
6459,(주)제이와이피엔터테인먼트,35900,18-Dec,0,0,44.82,50.91,44.98,51.84,288.89,309,0,0,23.75,24.1,19.5,19.69,80.5,80.31,0.37,1.79,0.65,2.86,25.86,32.48,0,50.91,51.84,309,0,24.1,19.69,80.31,1.79,2.86,32.48
6460,(주)제이와이피엔터테인먼트,35900,19-Dec,1.17,1.33,48.09,55.6,48.47,55.94,704.53,756.1,51.41,54.31,25.87,26.58,21.28,21.89,78.72,78.11,0.79,0.59,1.36,0.95,28.1,35.18,1.33,55.6,55.94,756.1,54.31,26.58,21.89,78.11,0.59,0.95,35.18
6461,(주)제이웨이,58420,11-Dec,3.26,1254789.63,18.5,1254789.63,18.5,1254789.63,5857.06,1254789.63,0,1254789.63,22.04,1254789.63,19.21,1254789.63,80.79,1254789.63,0,1254789.63,0,1254789.63,0.7,1254789.63,3.26,18.5,18.5,5857.06,0,22.04,19.21,80.79,0,0,0.7
6462,(주)제이웨이,58420,12-Dec,17.08,1254789.63,23.32,1254789.63,31.9,1254789.63,52.35,1254789.63,0,1254789.63,42.6,1254789.63,30.89,1254789.63,69.11,1254789.63,26.89,1254789.63,348.15,1254789.63,2.46,1254789.63,17.08,23.32,31.9,52.35,0,42.6,30.89,69.11,26.89,348.15,2.46
6463,(주)제이웨이,58420,13-Dec,22.11,22.87,32.38,39.89,36.77,44.24,0,0,0,0,34.19,38.79,26.42,29.48,73.58,70.52,11.94,9.84,37.82,25.78,11.61,16.88,22.87,39.89,44.24,0,0,38.79,29.48,70.52,9.84,25.78,16.88
6464,(주)제이웨이,58420,14-Dec,5.13,5.14,18.32,33.73,18.76,34.14,0,0,0,0,32.86,41.03,26.99,33.2,73.01,66.8,2.37,1.19,0,6.05,-5.23,6.74,5.14,33.73,34.14,0,0,41.03,33.2,66.8,1.19,6.05,6.74
6465,(주)제이웨이,58420,15-Dec,0,0,42.25,53.03,42.25,53.03,0,0,0,0,15.61,21.39,14.56,20.22,85.44,79.78,0,0,0,0,28.92,35.96,0,53.03,53.03,0,0,21.39,20.22,79.78,0,0,35.96
6466,(주)제이웨이,58420,16-Dec,0,0,51.73,59.12,51.89,59.29,0,0,0,0,11.74,13.06,10.83,12.04,89.17,87.96,0.3,0.28,0.38,0.35,41.42,47.8,0,59.12,59.29,0,0,13.06,12.04,87.96,0.28,0.35,47.8
6467,(주)제이웨이,58420,17-Dec,0,0,46.81,54.28,46.81,56.79,0,0,0,0,14.22,15.8,13.72,15.04,86.28,84.96,0,4.42,0,5.79,34.54,43.36,0,54.28,56.79,0,0,15.8,15.04,84.96,4.42,5.79,43.36
6468,(주)제이웨이,58420,18-Dec,14.52,74.43,32.11,40.21,32.11,43.44,0,267.75,0,0,24.03,100.68,20,51.77,80,48.23,0,7.42,0,0,12.89,-5.12,74.43,40.21,43.44,267.75,0,100.68,51.77,48.23,7.42,0,-5.12
6469,(주)제이웨이,58420,19-Dec,1.01,44.94,55.08,54.9,55.08,57.77,0,286.32,86.01,99.04,5.94,58.53,6.07,39.33,93.93,60.67,0,4.97,0,12.89,49.5,22.26,44.94,54.9,57.77,286.32,99.04,58.53,39.33,60.67,4.97,12.89,22.26
6470,(주)제이티,89790,11-Dec,83.47,1254789.63,49.51,1254789.63,50.57,1254789.63,323.81,1254789.63,89.35,1254789.63,119.79,1254789.63,58.67,1254789.63,41.33,1254789.63,2.1,1254789.63,100.52,1254789.63,1.06,1254789.63,83.47,49.51,50.57,323.81,89.35,119.79,58.67,41.33,2.1,100.52,1.06
6471,(주)제이티,89790,12-Dec,20.41,1254789.63,52.52,1254789.63,56.51,1254789.63,252.82,1254789.63,85.33,1254789.63,39.75,1254789.63,31.59,1254789.63,68.41,1254789.63,7.07,1254789.63,13.63,1254789.63,29.32,1254789.63,20.41,52.52,56.51,252.82,85.33,39.75,31.59,68.41,7.07,13.63,29.32
6472,(주)제이티,89790,13-Dec,62.57,1254789.63,59.28,1254789.63,65.13,1254789.63,296.47,1254789.63,26.27,1254789.63,36.98,1254789.63,46.29,1254789.63,53.71,1254789.63,8.99,1254789.63,12.93,1254789.63,45.27,1254789.63,62.57,59.28,65.13,296.47,26.27,36.98,46.29,53.71,8.99,12.93,45.27
6473,(주)제이티,89790,14-Dec,38.51,56.78,62.02,56.84,65.52,60.38,486.71,476.29,29.81,50.47,32.93,52.43,38.09,45.2,61.91,54.8,5.35,5.85,7.76,11.17,45.14,31.65,56.78,56.84,60.38,476.29,50.47,52.43,45.2,54.8,5.85,11.17,31.65
6474,(주)제이티,89790,15-Dec,94.28,1254789.63,38.96,1254789.63,42.32,1254789.63,356.74,1254789.63,95.31,1254789.63,119.93,1254789.63,55.43,1254789.63,44.57,1254789.63,7.95,1254789.63,0,1254789.63,-11.13,1254789.63,94.28,38.96,42.32,356.74,95.31,119.93,55.43,44.57,7.95,0,-11.13
6475,(주)제이티,89790,16-Dec,154.94,1254789.63,31.63,1254789.63,32.38,1254789.63,688.05,1254789.63,73.14,1254789.63,139.62,1254789.63,64.44,1254789.63,35.56,1254789.63,2.31,1254789.63,0,1254789.63,-17.27,1254789.63,154.94,31.63,32.38,688.05,73.14,139.62,64.44,35.56,2.31,0,-17.27
6476,(주)제이티,89790,17-Dec,134.19,1254789.63,36.36,1254789.63,41.85,1254789.63,142.06,1254789.63,0,1254789.63,179.09,1254789.63,64.17,1254789.63,35.83,1254789.63,13.13,1254789.63,0,1254789.63,-22.32,1254789.63,134.19,36.36,41.85,142.06,0,179.09,64.17,35.83,13.13,0,-22.32
6477,(주)제이티,89790,18-Dec,66.64,1254789.63,33.22,1254789.63,44.96,1254789.63,184.44,1254789.63,94.35,1254789.63,85.94,1254789.63,47.29,1254789.63,52.71,1254789.63,26.13,1254789.63,0,1254789.63,-0.34,1254789.63,66.64,33.22,44.96,184.44,94.35,85.94,47.29,52.71,26.13,0,-0.34
6478,(주)제이티,89790,19-Dec,51.57,51.57,47.77,47.77,66.89,66.9,85.26,85.26,77.39,77.39,101.95,101.95,53.19,53.19,46.81,46.81,28.59,28.58,99.76,99.75,19.17,19.17,51.57,47.77,66.9,85.26,77.39,101.95,53.19,46.81,28.58,99.75,19.17
6479,(주)제이티씨,950170,19-Feb,22.56,24.54,38.76,45.21,55.76,63.17,152.54,129.6,34.14,34.7,24.28,27.11,30.08,32.23,69.92,67.77,30.49,28.43,43.84,40.09,38.78,44.79,24.54,45.21,63.17,129.6,34.7,27.11,32.23,67.77,28.43,40.09,44.79
6480,(주)제일기획,30000,11-Dec,0.35,0.35,79.06,87.58,79.06,87.58,114.62,110.92,54.16,54.16,83.76,147.94,46.65,60.35,53.35,39.65,0,0,0,0,34.37,28.93,0.35,87.58,87.58,110.92,54.16,147.94,60.35,39.65,0,0,28.93
6481,(주)제일기획,30000,12-Dec,0.17,0.55,70.31,83.8,70.31,83.8,133.78,108.96,0,98.61,77.67,177.75,44.81,64.95,55.19,35.05,0,0,0,0,27.45,21.5,0.55,83.8,83.8,108.96,98.61,177.75,64.95,35.05,0,0,21.5
6482,(주)제일기획,30000,13-Dec,0,1.97,66.01,78.84,66.01,78.84,151.38,154.53,0,0,89.18,147.04,47.84,60.78,52.16,39.22,0,0,0,0,19.5,21.17,1.97,78.84,78.84,154.53,0,147.04,60.78,39.22,0,0,21.17
6483,(주)제일기획,30000,14-Dec,0,2.09,72.37,82.61,72.37,82.61,149.01,173.57,0,99.95,63.23,102.51,39.63,52.13,60.37,47.87,0,0,0,0,34.2,33.54,2.09,82.61,82.61,173.57,99.95,102.51,52.13,47.87,0,0,33.54
6484,(주)제일기획,30000,15-Dec,0,3.38,63.75,78.41,63.75,78.41,161.63,174.59,0,93.65,85.86,125.49,47.22,57.13,52.78,42.87,0,0,0,0,18.43,24.62,3.38,78.41,78.41,174.59,93.65,125.49,57.13,42.87,0,0,24.62
6485,(주)제일기획,30000,16-Dec,0,2.51,68.73,83.42,68.73,83.42,176.67,175.93,0,97.67,90.37,160.37,48.1,63.92,51.9,36.08,0,0,0,0,21.82,25.56,2.51,83.42,83.42,175.93,97.67,160.37,63.92,36.08,0,0,25.56
6486,(주)제일기획,30000,17-Dec,0,1.56,66.16,84.4,66.16,84.4,188.51,183.33,0,97.45,78.91,149.69,44.54,61.76,55.46,38.24,0,0,0,0,22.39,27.15,1.56,84.4,84.4,183.33,97.45,149.69,61.76,38.24,0,0,27.15
6487,(주)제일기획,30000,18-Dec,0,1.97,66.31,81.11,66.31,82.94,183.77,204.63,0,81.75,79.58,130.57,45.22,58.9,54.78,41.1,0,2.21,0,6.25,22.71,29.28,1.97,81.11,82.94,204.63,81.75,130.57,58.9,41.1,2.21,6.25,29.28
6488,(주)제일기획,30000,19-Dec,1.22,17.69,65.98,77.2,65.98,78.56,172.43,205.3,43.2,31.67,73.33,114.78,43.42,57.53,56.58,42.47,0,1.74,0,4.57,24.49,29.81,17.69,77.2,78.56,205.3,31.67,114.78,57.53,42.47,1.74,4.57,29.81
6489,(주)제일바이오,52670,11-Dec,3.71,1254789.63,33.26,1254789.63,61.53,1254789.63,181.44,1254789.63,24.41,1254789.63,20.17,1254789.63,20.7,1254789.63,79.3,1254789.63,45.94,1254789.63,62.07,1254789.63,45.53,1254789.63,3.71,33.26,61.53,181.44,24.41,20.17,20.7,79.3,45.94,62.07,45.53
6490,(주)제일바이오,52670,12-Dec,10.6,1254789.63,45.27,1254789.63,69.14,1254789.63,168.14,1254789.63,44.42,1254789.63,35.75,1254789.63,30.95,1254789.63,69.05,1254789.63,34.53,1254789.63,53.7,1254789.63,44.46,1254789.63,10.6,45.27,69.14,168.14,44.42,35.75,30.95,69.05,34.53,53.7,44.46
6491,(주)제일바이오,52670,13-Dec,15.39,1254789.63,45.22,1254789.63,68.61,1254789.63,183.68,1254789.63,67.54,1254789.63,35.76,1254789.63,30.03,1254789.63,69.97,1254789.63,34.08,1254789.63,53.65,1254789.63,43.59,1254789.63,15.39,45.22,68.61,183.68,67.54,35.76,30.03,69.97,34.08,53.65,43.59
6492,(주)제일바이오,52670,14-Dec,11.1,1254789.63,35.36,1254789.63,62.77,1254789.63,183.07,1254789.63,71.73,1254789.63,32.98,1254789.63,27.56,1254789.63,72.44,1254789.63,43.66,1254789.63,70.49,1254789.63,38.88,1254789.63,11.1,35.36,62.77,183.07,71.73,32.98,27.56,72.44,43.66,70.49,38.88
6493,(주)제일바이오,52670,15-Dec,8.26,1254789.63,61.44,1254789.63,79.67,1254789.63,275.11,1254789.63,90.44,1254789.63,16.15,1254789.63,15.22,1254789.63,84.78,1254789.63,22.89,1254789.63,27.64,1254789.63,65.98,1254789.63,8.26,61.44,79.67,275.11,90.44,16.15,15.22,84.78,22.89,27.64,65.98
6494,(주)제일바이오,52670,16-Dec,3.14,1254789.63,65.47,1254789.63,81.99,1254789.63,310.05,1254789.63,0,1254789.63,11.05,1254789.63,10.39,1254789.63,89.61,1254789.63,20.15,1254789.63,22.92,1254789.63,72.09,1254789.63,3.14,65.47,81.99,310.05,0,11.05,10.39,89.61,20.15,22.92,72.09
6495,(주)제일바이오,52670,17-Dec,1.76,1254789.63,51.28,1254789.63,66.18,1254789.63,321.51,1254789.63,0,1254789.63,7.93,1254789.63,7.51,1254789.63,92.49,1254789.63,22.52,1254789.63,25.32,1254789.63,58.85,1254789.63,1.76,51.28,66.18,321.51,0,7.93,7.51,92.49,22.52,25.32,58.85
6496,(주)제일바이오,52670,18-Dec,0,1254789.63,51.11,1254789.63,70.96,1254789.63,253.26,1254789.63,0,1254789.63,8.72,1254789.63,8.19,1254789.63,91.81,1254789.63,27.98,1254789.63,31.54,1254789.63,62.95,1254789.63,0,51.11,70.96,253.26,0,8.72,8.19,91.81,27.98,31.54,62.95
6497,(주)제일바이오,52670,19-Dec,0.34,1254789.63,60.2,1254789.63,81.1,1254789.63,186.46,1254789.63,50.55,1254789.63,9.06,1254789.63,8.75,1254789.63,91.25,1254789.63,25.76,1254789.63,28.69,1254789.63,72.83,1254789.63,0.34,60.2,81.1,186.46,50.55,9.06,8.75,91.25,25.76,28.69,72.83
6498,(주)제일테크노스,38010,11-Dec,109.14,106.82,20.34,20.65,28.73,28.95,125.08,126.73,49.37,49.37,127.7,125.24,66.64,66.26,33.36,33.74,29.21,28.69,0,0,-13.87,-13.3,106.82,20.65,28.95,126.73,49.37,125.24,66.26,33.74,28.69,0,-13.3
6499,(주)제일테크노스,38010,12-Dec,142.6,136.43,20.08,20.76,27.8,28.33,93.93,94.12,41.58,41.58,118.84,113.76,67.81,66.98,32.19,33.02,27.77,26.74,0,0,-10.45,-9.23,136.43,20.76,28.33,94.12,41.58,113.76,66.98,33.02,26.74,0,-9.23
6500,(주)제일테크노스,38010,13-Dec,154.74,148.12,18.52,19.39,27.81,28.51,104.31,104.87,37.38,37.38,120.36,115.51,69.39,68.6,30.61,31.4,33.4,31.99,0,0,-9.03,-7.76,148.12,19.39,28.51,104.87,37.38,115.51,68.6,31.4,31.99,0,-7.76
6501,(주)제일테크노스,38010,14-Dec,82.2,78.81,20.69,21.93,27.21,28.3,159.12,157.08,47.62,47.62,75.5,72.58,56.3,55.54,43.7,44.46,23.98,22.49,0,0,-5.78,-3.97,78.81,21.93,28.3,157.08,47.62,72.58,55.54,44.46,22.49,0,-3.97
6502,(주)제일테크노스,38010,15-Dec,87.88,83.06,19.13,20.41,26.84,27.87,137.5,138.74,57.43,57.43,79.97,75.77,56.07,55.04,43.93,44.96,28.74,26.78,0,0,-8.29,-6.2,83.06,20.41,27.87,138.74,57.43,75.77,55.04,44.96,26.78,0,-6.2
6503,(주)제일테크노스,38010,16-Dec,87.16,82.18,18.73,19.91,30.1,30.91,137.65,138.51,63.65,63.65,87.92,82.88,56.39,55.22,43.61,44.78,37.76,35.59,0,0,-8.25,-6.21,82.18,19.91,30.91,138.51,63.65,82.88,55.22,44.78,35.59,0,-6.21
6504,(주)제일테크노스,38010,17-Dec,86.78,84.94,17.5,18.32,36.31,36.59,128.7,128.66,77.77,78.17,97.92,95.81,55.8,55.35,44.2,44.65,51.8,49.92,0,0,-6.98,-6.19,84.94,18.32,36.59,128.66,78.17,95.81,55.35,44.65,49.92,0,-6.19
6505,(주)제일테크노스,38010,18-Dec,60.16,61.29,19.11,20.37,37.37,37.81,108.91,108.97,87.08,87.87,98.54,98.34,53.57,53.61,46.43,46.39,48.85,46.13,0,0,-8.38,-7.81,61.29,20.37,37.81,108.97,87.87,98.34,53.61,46.39,46.13,0,-7.81
6506,(주)제일테크노스,38010,19-Dec,42.77,43.95,19.65,19.86,41.58,40.85,93.14,93.94,92.29,92.76,96.68,95.72,52.11,52.03,47.89,47.97,52.73,51.38,0,0,-4.72,-5.07,43.95,19.86,40.85,93.94,92.76,95.72,52.03,47.97,51.38,0,-5.07
6507,(주)제주반도체,80220,11-Dec,0,0,54.01,55.85,68.51,70.67,346.43,346.15,0,0,7.85,8.55,8.45,9.1,91.55,90.9,21.16,20.97,23.64,23.56,61.32,62.9,0,55.85,70.67,346.15,0,8.55,9.1,90.9,20.97,23.56,62.9
6508,(주)제주반도체,80220,12-Dec,3.15,3.25,57.64,59.25,69.68,71.57,328.44,329.08,75,75,7.77,8.34,7.92,8.54,92.08,91.46,17.27,17.21,19.25,19.26,62.53,63.93,3.25,59.25,71.57,329.08,75,8.34,8.54,91.46,17.21,19.26,63.93
6509,(주)제주반도체,80220,13-Dec,24.13,25.66,49.22,51.41,72.68,75.75,76.38,76.38,0,0,35.87,38.92,26.77,28.57,73.23,71.43,32.29,32.13,50.56,50.76,46.41,47.95,25.66,51.41,75.75,76.38,0,38.92,28.57,71.43,32.13,50.76,47.95
6510,(주)제주반도체,80220,14-Dec,29.34,28.94,59.65,60,82.16,82.18,272.77,272.77,96.56,96.56,50.55,50.21,34.55,34.63,65.45,65.37,27.4,26.98,45.87,44.93,49.07,49.36,28.94,60,82.18,272.77,96.56,50.21,34.63,65.37,26.98,44.93,49.36
6511,(주)제주반도체,80220,15-Dec,69.16,83.53,55.32,58.17,90.3,90.08,272.66,272.66,0,81.9,103.51,105.15,51.31,55.1,48.69,44.9,38.74,35.42,87.67,74.44,39.9,42.86,83.53,58.17,90.08,272.66,81.9,105.15,55.1,44.9,35.42,74.44,42.86
6512,(주)제주반도체,80220,16-Dec,58.84,82.84,52.42,52.66,91.77,90.4,228.22,228.22,60.79,46.87,73.28,78.62,51.13,56.82,48.87,43.18,42.88,41.75,70.32,66.86,55.96,56.45,82.84,52.66,90.4,228.22,46.87,78.62,56.82,43.18,41.75,66.86,56.45
6513,(주)제주반도체,80220,17-Dec,18.46,35.51,34.48,34.82,84.6,84.71,290.05,290.05,0,58.66,45.51,63.29,37.46,44.82,62.54,55.18,59.24,58.9,89.29,100.22,56.13,49.79,35.51,34.82,84.71,290.05,58.66,63.29,44.82,55.18,58.9,100.22,49.79
6514,(주)제주반도체,80220,18-Dec,55.43,81.18,23.6,35.35,75.18,71.25,436.92,457.21,98.69,79.36,78.43,118.36,47.32,57.88,52.68,42.12,68.62,50.38,152.33,167.76,33.87,21.4,81.18,35.35,71.25,457.21,79.36,118.36,57.88,42.12,50.38,167.76,21.4
6515,(주)제주반도체,80220,19-Dec,57.85,79.27,30.04,42.63,77.92,76.12,703,734.61,74.63,76.8,59.29,115.96,49.99,59.95,50.01,40.05,61.44,44,99.19,112.83,48.27,29.69,79.27,42.63,76.12,734.61,76.8,115.96,59.95,40.05,44,112.83,29.69
6516,(주)제주항공,89590,15-Dec,8.51,1254789.63,73.13,1254789.63,74.41,1254789.63,77994.53,1254789.63,0,1254789.63,86.28,1254789.63,51.48,1254789.63,48.52,1254789.63,1.72,1254789.63,3.94,1254789.63,32.54,1254789.63,8.51,73.13,74.41,77994.53,0,86.28,51.48,48.52,1.72,3.94,32.54
6517,(주)제주항공,89590,16-Dec,7.47,7.48,71.37,71.54,72.75,72.92,173024.43,173024.43,0,0,95.85,95.93,54.67,54.7,45.33,45.3,1.9,1.9,4.72,4.69,29.31,29.47,7.48,71.54,72.92,173024.43,0,95.93,54.7,45.3,1.9,4.69,29.47
6518,(주)제주항공,89590,17-Dec,16.46,16.44,54.94,55.06,56.11,56.23,120724.33,96882.79,0,0,111.25,111.11,58.62,58.59,41.38,41.41,2.09,2.08,11.63,11.45,10.07,10.22,16.44,55.06,56.23,96882.79,0,111.11,58.59,41.41,2.08,11.45,10.22
6519,(주)제주항공,89590,18-Dec,29.88,29.83,44.75,45.23,45.87,46.35,117650.87,4997.59,12.99,12.99,104.47,105.43,62.74,62.93,37.26,37.07,2.46,2.42,16.21,15.4,6.95,7.27,29.83,45.23,46.35,4997.59,12.99,105.43,62.93,37.07,2.42,15.4,7.27
6520,(주)제주항공,89590,19-Dec,176.7,175.09,29.47,29.91,30.61,31.06,182958.2,5506.46,24.43,24.43,172.25,171.24,77.91,77.85,22.09,22.15,3.75,3.67,0,0,-7.43,-6.88,175.09,29.91,31.06,5506.46,24.43,171.24,77.85,22.15,3.67,0,-6.88
6521,(주)제테마,216080,19-Dec,50.83,1254789.63,32.53,1254789.63,35.77,1254789.63,1331.87,1254789.63,67.42,1254789.63,66.66,1254789.63,45.51,1254789.63,54.49,1254789.63,9.05,1254789.63,0,1254789.63,-0.56,1254789.63,50.83,32.53,35.77,1331.87,67.42,66.66,45.51,54.49,9.05,0,-0.56
6522,(주)젬백스&카엘,82270,11-Dec,48.37,16.45,32.45,31.54,34.13,35.8,294.07,261.8,0,9.05,52.31,57.81,34.93,43.83,65.07,56.17,4.93,11.91,1844.08,128.14,0.09,3.33,16.45,31.54,35.8,261.8,9.05,57.81,43.83,56.17,11.91,128.14,3.33
6523,(주)젬백스&카엘,82270,12-Dec,36.82,90.89,47.98,25.22,49.72,30.03,424.1,293.62,0,80.18,40.58,90.72,29.65,53.92,70.35,46.08,3.51,16.01,8.25,0,21.17,-11.78,90.89,25.22,30.03,293.62,80.18,90.72,53.92,46.08,16.01,0,-11.78
6524,(주)젬백스&카엘,82270,13-Dec,61.77,100.56,34.65,42.08,36.15,45.21,818.81,178.58,0,93.96,64.96,107.46,40.06,54.09,59.94,45.91,4.15,6.93,0,0,-2.79,-4.12,100.56,42.08,45.21,178.58,93.96,107.46,54.09,45.91,6.93,0,-4.12
6525,(주)젬백스&카엘,82270,14-Dec,99.71,109.76,10.21,23.67,13.06,29.43,275.59,186.02,54.25,67.57,72.19,101.12,55.31,58.66,44.69,41.34,21.81,19.58,0,0,-19.2,-12.37,109.76,23.67,29.43,186.02,67.57,101.12,58.66,41.34,19.58,0,-12.37
6526,(주)젬백스&카엘,82270,15-Dec,21.5,70.78,17.58,22.38,19.74,28.37,613.95,474.25,66.59,87.11,18.13,70.87,21.26,44.97,78.74,55.03,10.9,21.11,39.38,0,5.46,-10.63,70.78,22.38,28.37,474.25,87.11,70.87,44.97,55.03,21.11,0,-10.63
6527,(주)젬백스&카엘,82270,16-Dec,19.05,70.61,18.22,21.63,21.17,28.94,324.67,128.57,0,96.07,22.3,82.72,19.07,47.07,80.93,52.93,13.92,25.24,94.43,0,3.12,-14.84,70.61,21.63,28.94,128.57,96.07,82.72,47.07,52.93,25.24,0,-14.84
6528,(주)젬백스&카엘,82270,17-Dec,69.42,81.8,40.94,44.31,43.16,47.06,511.84,244.19,0,0,117.68,140.08,54.36,58.63,45.64,41.37,5.12,5.85,0,0,-10.56,-10.88,81.8,44.31,47.06,244.19,0,140.08,58.63,41.37,5.85,0,-10.88
6529,(주)젬백스&카엘,82270,18-Dec,27.79,28.04,56.54,59,58.95,62.1,474.9,247.57,0,0,49.27,51.04,33.28,34.06,66.72,65.94,4.08,4.99,9.22,10.89,26.07,28.44,28.04,59,62.1,247.57,0,51.04,34.06,65.94,4.99,10.89,28.44
6530,(주)젬백스&카엘,82270,19-Dec,13.59,15.36,57.49,64.94,60.18,67.91,313.57,228.58,90.64,90.64,58.51,67.28,38.48,41.81,61.52,58.19,4.47,4.38,11.13,10.34,24.19,28.76,15.36,64.94,67.91,228.58,90.64,67.28,41.81,58.19,4.38,10.34,28.76
6531,(주)젬백스링크,64800,11-Dec,7.72,7.27,38.21,41.99,38.21,41.99,521.22,239.87,0,0,23.25,27.92,20.7,23.8,79.3,76.2,0,0,0,0,19.77,20.72,7.27,41.99,41.99,239.87,0,27.92,23.8,76.2,0,0,20.72
6532,(주)젬백스링크,64800,12-Dec,0,0.92,35.72,38.63,35.83,38.73,421.03,252.6,0,0,13.31,20.03,14.51,19.62,85.49,80.38,0.32,0.27,0.47,0.46,24.46,22.64,0.92,38.63,38.73,252.6,0,20.03,19.62,80.38,0.27,0.46,22.64
6533,(주)젬백스링크,64800,13-Dec,0,1.71,38.7,38.53,38.74,38.57,450.16,347.72,0,0,8.72,11.67,12.23,14.72,87.77,85.28,0.11,0.11,0.14,0.15,31.09,28.61,1.71,38.53,38.57,347.72,0,11.67,14.72,85.28,0.11,0.15,28.61
6534,(주)젬백스링크,64800,14-Dec,0,3.09,46.93,47.27,47,47.34,517.62,355.9,0,0,12.95,19.09,15.4,19.73,84.6,80.27,0.15,0.15,0.2,0.22,36.05,32.01,3.09,47.27,47.34,355.9,0,19.09,19.73,80.27,0.15,0.22,32.01
6535,(주)젬백스링크,64800,15-Dec,38.79,1254789.63,63.35,1254789.63,63.63,1254789.63,451.33,1254789.63,99.95,1254789.63,48.94,1254789.63,35.07,1254789.63,64.93,1254789.63,0.44,1254789.63,0.89,1254789.63,31.86,1254789.63,38.79,63.35,63.63,451.33,99.95,48.94,35.07,64.93,0.44,0.89,31.86
6536,(주)젬백스링크,64800,16-Dec,73.19,71.09,68.82,71.11,68.82,71.11,279.31,292.53,100,100,81.18,80.07,45.83,45.69,54.17,54.31,0,0,0,0,24.84,27.62,71.09,71.11,71.11,292.53,100,80.07,45.69,54.31,0,0,27.62
6537,(주)젬백스링크,64800,17-Dec,72.31,181.21,11.04,17.78,11.04,44.91,200.65,191.11,0,90.59,75.47,225.55,43.44,76.95,56.56,23.05,0,60.4,0,0,-31.65,-7.07,181.21,17.78,44.91,191.11,90.59,225.55,76.95,23.05,60.4,0,-7.07
6538,(주)젬백스링크,64800,18-Dec,52.71,60.35,18.18,25.47,26.86,34.73,469.82,452.05,0,0,56.94,67.43,36.83,41.17,63.17,58.83,32.34,26.67,0,0,-9.11,-4.94,60.35,25.47,34.73,452.05,0,67.43,41.17,58.83,26.67,0,-4.94
6539,(주)젬백스링크,64800,19-Dec,29.51,33.3,15.41,18.55,27.36,31.43,438.75,699.26,98.41,98.38,33.95,38,26.12,29.35,73.88,70.65,43.65,40.98,524.94,281.23,2.27,4.58,33.3,18.55,31.43,699.26,98.38,38,29.35,70.65,40.98,281.23,4.58
