,회사명,거래소코드,회계년도,유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),0,1
1014,(주)대창스틸,140520,Dec-17,73107593,123641904,-3.3,-2.78
1015,(주)대창스틸,140520,Dec-18,69649757,89672187,-4.73,-27.47
1016,(주)대창스틸,140520,Dec-19,57987093,58269861,-16.74,-35.02
1017,(주)대한과학,131220,Dec-11,13649462,15975328.46,-72.58,
1018,(주)대한과학,131220,Dec-12,13664948,13709536,0.11,
1019,(주)대한과학,131220,Dec-13,13333568,13372788,-2.43,-2.46
1020,(주)대한과학,131220,Dec-14,13029860,13066324,-2.28,-2.29
1021,(주)대한과학,131220,Dec-15,12867722,13137521,-1.24,0.54
1022,(주)대한과학,131220,Dec-16,12211840,12494726,-5.1,-4.89
1023,(주)대한과학,131220,Dec-17,11732638,12052358,-3.92,-3.54
1024,(주)대한과학,131220,Dec-18,12196518,12520999,3.95,3.89
1025,(주)대한과학,131220,Dec-19,14077260,14490056,15.42,15.73
1026,(주)대한항공,3490,Dec-11,13831985072,14196012930,97870.73,
1027,(주)대한항공,3490,Dec-12,14404533768,14880089916,4.14,4.82
1028,(주)대한항공,3490,Dec-13,15049842766,15503889061,4.48,4.19
1029,(주)대한항공,3490,Dec-14,15120651951,15778074439,0.47,1.77
1030,(주)대한항공,3490,Dec-15,16803447497,17850702587,11.13,13.14
1031,(주)대한항공,3490,Dec-16,16265984873,17873281888,-3.2,0.13
1032,(주)대한항공,3490,Dec-17,17177633747,18907293604,5.6,5.79
1033,(주)대한항공,3490,Dec-18,17885805408,19648001997,4.12,3.92
1034,(주)대한항공,3490,Dec-19,19508925408,21310439947,9.07,8.46
1035,(주)대현,16090,Dec-11,53651988,15975328.46,-99.93,
1036,(주)대현,16090,Dec-12,29143940,15975328.46,-45.68,
1037,(주)대현,16090,Dec-13,31574512,15975328.46,8.34,
1038,(주)대현,16090,Dec-14,30036033,15975328.46,-4.87,
1039,(주)대현,16090,Dec-15,27707022,15975328.46,-7.75,
1040,(주)대현,16090,Dec-16,14000097,15975328.46,-49.47,
1041,(주)대현,16090,Dec-17,47343859,15975328.46,238.17,
1042,(주)대현,16090,Dec-18,46947395,15975328.46,-0.84,
1043,(주)대현,16090,Dec-19,46398961,15975328.46,-1.17,
1044,(주)대호에이엘,69460,Dec-11,29880228,46257068,189.55,
1045,(주)대호에이엘,69460,Dec-12,29981631,49534458,0.34,7.09
1046,(주)대호에이엘,69460,Dec-13,28466921,46829689,-5.05,-5.46
1047,(주)대호에이엘,69460,Dec-14,31089672,15975328.46,9.21,-65.89
1048,(주)대호에이엘,69460,Dec-15,30650180,15975328.46,-1.41,
1049,(주)대호에이엘,69460,Dec-16,49598951,15975328.46,61.82,
1050,(주)대호에이엘,69460,Dec-17,26494403,15975328.46,-46.58,
1051,(주)대호에이엘,69460,Dec-18,25791095,15975328.46,-2.65,
1052,(주)대호에이엘,69460,Dec-19,24937117,15975328.46,-3.31,
1053,(주)대호특수강,21040,Dec-11,14703168,15975328.46,0,
1054,(주)대호특수강,21040,Dec-12,52050526,15975328.46,254.01,
1055,(주)대호특수강,21040,Dec-13,49721010,15975328.46,-4.48,
1056,(주)대호특수강,21040,Dec-14,44024635,15975328.46,-11.46,
1057,(주)대호특수강,21040,Dec-15,45698694,15975328.46,3.8,
1058,(주)대호특수강,21040,Dec-16,43576789,15975328.46,-4.64,
1059,(주)대호특수강,21040,Dec-17,48845439,15975328.46,12.09,
1060,(주)대호특수강,21040,Dec-18,52528247,15975328.46,7.54,
1061,(주)대호특수강,21040,Dec-19,50708083,15975328.46,-3.47,
1062,(주)더 미동,161570,Dec-13,174160,180677,-98.87,
1063,(주)더 미동,161570,Dec-14,364432,406510,109.25,124.99
1064,(주)더 미동,161570,Dec-15,245385,262521,-32.67,-35.42
1065,(주)더 미동,161570,Dec-16,169413,251500,-30.96,-4.2
1066,(주)더 미동,161570,Dec-17,64442,97426,-61.96,-61.26
1067,(주)더 미동,161570,Dec-18,66589,148323,3.33,52.24
1068,(주)더 미동,161570,Dec-19,40322,6628563,-39.45,4369.01
1069,(주)더블유게임즈,192080,Dec-19,1341867,1781145,-73.13,
1070,(주)더블유아이,73570,Dec-11,2816403,2841059,,
1071,(주)더블유아이,73570,Dec-12,2244818,2244818,-20.29,-20.99
1072,(주)더블유아이,73570,Dec-13,2463170,184804297,9.73,8132.48
1073,(주)더블유아이,73570,Dec-14,5318205,15975328.46,115.91,-91.36
1074,(주)더블유아이,73570,Dec-15,4922691,15975328.46,-7.44,
1075,(주)더블유아이,73570,Dec-16,4076962,6917584,-17.18,
1076,(주)더블유아이,73570,Dec-17,5367826,7650663,31.66,10.6
1077,(주)더블유아이,73570,Dec-18,4909395,10836842,-8.54,41.65
1078,(주)더블유아이,73570,Dec-19,5171809,15975328.46,5.35,47.42
1079,(주)더블유에스아이,299170,Dec-18,15975328.46,15975328.46,0,
1080,(주)더블유에스아이,299170,Dec-19,15975328.46,15975328.46,,
1081,(주)더존비즈온,12510,Dec-11,64593423,64822097,305.76,
1082,(주)더존비즈온,12510,Dec-12,75096840,77624539,16.26,19.75
1083,(주)더존비즈온,12510,Dec-13,75740634,78527960,0.86,1.16
1084,(주)더존비즈온,12510,Dec-14,79418134,82579479,4.86,5.16
1085,(주)더존비즈온,12510,Dec-15,76317047,79433367,-3.9,-3.81
1086,(주)더존비즈온,12510,Dec-16,72612110,75560312,-4.85,-4.88
1087,(주)더존비즈온,12510,Dec-17,101102593,103531563,39.24,37.02
1088,(주)더존비즈온,12510,Dec-18,81345455,83632631,-19.54,-19.22
1089,(주)더존비즈온,12510,Dec-19,341329834,341975040,319.61,308.9
1090,(주)덕산테코피아,317330,Dec-19,73240811,15975328.46,-95.33,
1091,(주)덕성,4830,Dec-11,17765297,19648898,,
1092,(주)덕성,4830,Dec-12,21201119,22767559,19.34,15.87
1093,(주)덕성,4830,Dec-13,21843099,24049406,3.03,5.63
1094,(주)덕성,4830,Dec-14,21856599,24198416,0.06,0.62
1095,(주)덕성,4830,Dec-15,21447719,23719109,-1.87,-1.98
1096,(주)덕성,4830,Dec-16,24918755,26966349,16.18,13.69
1097,(주)덕성,4830,Dec-17,28394869,30191766,13.95,11.96
1098,(주)덕성,4830,Dec-18,28352843,30041668,-0.15,-0.5
1099,(주)덕성,4830,Dec-19,27563612,29299246,-2.78,-2.47
1100,(주)덕신하우징,90410,Dec-14,33091266,15975328.46,-45.48,
1101,(주)덕신하우징,90410,Dec-15,35482216,38918324,7.23,
1102,(주)덕신하우징,90410,Dec-16,42967037,48911219,21.09,25.68
1103,(주)덕신하우징,90410,Dec-17,42484288,47475805,-1.12,-2.93
1104,(주)덕신하우징,90410,Dec-18,41860731,46451609,-1.47,-2.16
1105,(주)덕신하우징,90410,Dec-19,51223099,55588973,22.37,19.67
1106,(주)데이타솔루션,263800,Dec-17,936886,15975328.46,-71.26,
1107,(주)데이타솔루션,263800,Dec-18,726632,15975328.46,-22.44,
1108,(주)데이타솔루션,263800,Dec-19,1300620,15975328.46,78.99,
1109,(주)덱스터스튜디오,206560,Dec-15,4201415,5506040,-65.53,
1110,(주)덱스터스튜디오,206560,Dec-16,7069604,7069604,68.27,28.4
1111,(주)덱스터스튜디오,206560,Dec-17,7466612,7554983,5.62,6.87
1112,(주)덱스터스튜디오,206560,Dec-18,6123321,6192613,-17.99,-18.03
1113,(주)덱스터스튜디오,206560,Dec-19,5002128,5092555,-18.31,-17.76
1114,(주)덴티스,261200,Dec-17,15975328.46,15975328.46,213.7,
1115,(주)덴티스,261200,Dec-18,15975328.46,15975328.46,,
1116,(주)덴티스,261200,Dec-19,15975328.46,15975328.46,,
1117,(주)덴티움,145720,Dec-17,135296813,150149585,839.88,
1118,(주)덴티움,145720,Dec-18,227229202,247364287,67.95,64.75
1119,(주)덴티움,145720,Dec-19,238801609,278310458,5.09,12.51
1120,(주)도화엔지니어링,2150,Dec-11,170301480,15975328.46,-94.26,
1121,(주)도화엔지니어링,2150,Dec-12,171704242,15975328.46,0.82,
1122,(주)도화엔지니어링,2150,Dec-13,168560622,15975328.46,-1.83,
1123,(주)도화엔지니어링,2150,Dec-14,167933848,15975328.46,-0.37,
1124,(주)도화엔지니어링,2150,Dec-15,166272372,15975328.46,-0.99,
1125,(주)도화엔지니어링,2150,Dec-16,164297223,15975328.46,-1.19,
1126,(주)도화엔지니어링,2150,Dec-17,163468012,167941009,-0.5,
1127,(주)도화엔지니어링,2150,Dec-18,161593474,166087312,-1.15,-1.1
1128,(주)도화엔지니어링,2150,Dec-19,163276460,168365191,1.04,1.37
1129,(주)동구바이오제약,6620,Dec-18,31786910,15975328.46,-90.51,
1130,(주)동구바이오제약,6620,Dec-19,37585680,15975328.46,18.24,
1131,(주)동국알앤에스,75970,Dec-11,69663775,81561086,410.54,
1132,(주)동국알앤에스,75970,Dec-12,56958761,67707919,-18.24,-16.99
1133,(주)동국알앤에스,75970,Dec-13,57182115,67310343,0.39,-0.59
1134,(주)동국알앤에스,75970,Dec-14,58015202,67360524,1.46,0.07
1135,(주)동국알앤에스,75970,Dec-15,40320914,48856250,-30.5,-27.47
1136,(주)동국알앤에스,75970,Dec-16,38669594,46278552,-4.1,-5.28
1137,(주)동국알앤에스,75970,Dec-17,38510330,45676261,-0.41,-1.3
1138,(주)동국알앤에스,75970,Dec-18,27331499,33899985,-29.03,-25.78
1139,(주)동국알앤에스,75970,Dec-19,28468230,34875449,4.16,2.88
1140,(주)동국에스엔씨,100130,Dec-11,80102123,86450140,147.88,
1141,(주)동국에스엔씨,100130,Dec-12,87857237,93236918,9.68,7.85
1142,(주)동국에스엔씨,100130,Dec-13,78108560,83176443,-11.1,-10.79
1143,(주)동국에스엔씨,100130,Dec-14,81128144,85845800,3.87,3.21
1144,(주)동국에스엔씨,100130,Dec-15,85432815,131635562,5.31,53.34
1145,(주)동국에스엔씨,100130,Dec-16,96094356,143748651,12.48,9.2
1146,(주)동국에스엔씨,100130,Dec-17,97256607,147853294,1.21,2.86
1147,(주)동국에스엔씨,100130,Dec-18,95685992,147834629,-1.61,-0.01
1148,(주)동국에스엔씨,100130,Dec-19,93775999,139815566,-2,-5.42
1149,(주)동남합성,23450,Dec-11,30129508,15975328.46,-88.57,
1150,(주)동남합성,23450,Dec-12,29792034,15975328.46,-1.12,
1151,(주)동남합성,23450,Dec-13,30252414,15975328.46,1.55,
1152,(주)동남합성,23450,Dec-14,42329101,15975328.46,39.92,
1153,(주)동남합성,23450,Dec-15,42284139,15975328.46,-0.11,
1154,(주)동남합성,23450,Dec-16,55570893,15975328.46,31.42,
1155,(주)동남합성,23450,Dec-17,56085732,15975328.46,0.93,
1156,(주)동남합성,23450,Dec-18,57819456,15975328.46,3.09,
1157,(주)동남합성,23450,Dec-19,55789568,15975328.46,-3.51,
1158,(주)동방,4140,Dec-11,280972703,329694254,1963.77,
1159,(주)동방,4140,Dec-12,258867384,358275146,-7.87,8.67
1160,(주)동방,4140,Dec-13,233512801,343427096,-9.79,-4.14
1161,(주)동방,4140,Dec-14,209707218,335446032,-10.19,-2.32
1162,(주)동방,4140,Dec-15,194561568,331273167,-7.22,-1.24
1163,(주)동방,4140,Dec-16,172776596,305814641,-11.2,-7.69
1164,(주)동방,4140,Dec-17,166071537,284002888,-3.88,-7.13
1165,(주)동방,4140,Dec-18,169410330,286965560,2.01,1.04
1166,(주)동방,4140,Dec-19,170887364,288594843,0.87,0.57
1167,(주)동방선기,99410,Dec-11,28551998,36922936,-87.21,
1168,(주)동방선기,99410,Dec-12,28176476,36834583,-1.32,-0.24
1169,(주)동방선기,99410,Dec-13,27782916,35123738,-1.4,-4.64
1170,(주)동방선기,99410,Dec-14,20463216,54825707,-26.35,56.09
1171,(주)동방선기,99410,Dec-15,20523004,54550634,0.29,-0.5
1172,(주)동방선기,99410,Dec-16,20092639,24056848,-2.1,-55.9
1173,(주)동방선기,99410,Dec-17,19423127,15975328.46,-3.33,-33.59
1174,(주)동방선기,99410,Dec-18,18960037,15975328.46,-2.38,
1175,(주)동방선기,99410,Dec-19,19078463,15975328.46,0.62,
1176,(주)동방아그로,7590,Dec-11,26322721,26324651,64.78,
1177,(주)동방아그로,7590,Dec-12,32928159,32929037,25.09,25.09
1178,(주)동방아그로,7590,Dec-13,32227906,32228389,-2.13,-2.13
1179,(주)동방아그로,7590,Dec-14,31913480,31913519,-0.98,-0.98
1180,(주)동방아그로,7590,Dec-15,32456854,32456862,1.7,1.7
1181,(주)동방아그로,7590,Dec-16,37131168,37131176,14.4,14.4
1182,(주)동방아그로,7590,Dec-17,36544592,36544600,-1.58,-1.58
1183,(주)동방아그로,7590,Dec-18,36811394,36811402,0.73,0.73
1184,(주)동방아그로,7590,Dec-19,35896606,35896614,-2.49,-2.49
1185,(주)동서,26960,Dec-16,47845931,78116120,117.61,
1186,(주)동서,26960,Dec-17,46661290,89579048,-2.48,14.67
1187,(주)동서,26960,Dec-18,44558887,85434784,-4.51,-4.63
1188,(주)동서,26960,Dec-19,59527815,81796974,33.59,-4.26
1189,(주)동성케미컬,102260,Dec-11,1759143,234227280,186.35,
1190,(주)동성케미컬,102260,Dec-12,1931122,237541858,9.78,1.42
1191,(주)동성케미컬,102260,Dec-13,2318208,244352145,20.04,2.87
1192,(주)동성케미컬,102260,Dec-14,4046463,306907380,74.55,25.6
1193,(주)동성케미컬,102260,Dec-15,48514152,313232732,1098.93,2.06
1194,(주)동성케미컬,102260,Dec-16,67156547,336643920,38.43,7.47
1195,(주)동성케미컬,102260,Dec-17,85894248,360398572,27.9,7.06
1196,(주)동성케미컬,102260,Dec-18,84450133,351794775,-1.68,-2.39
1197,(주)동성케미컬,102260,Dec-19,83745102,343059472,-0.83,-2.48
1198,(주)동성화인텍,33500,Dec-11,128064847,15975328.46,-95.34,
1199,(주)동성화인텍,33500,Dec-12,124499920,15975328.46,-2.78,
1200,(주)동성화인텍,33500,Dec-13,127974275,15975328.46,2.79,
1201,(주)동성화인텍,33500,Dec-14,128988080,15975328.46,0.79,
1202,(주)동성화인텍,33500,Dec-15,125490387,125502506,-2.71,
1203,(주)동성화인텍,33500,Dec-16,121033962,122962278,-3.55,-2.02
1204,(주)동성화인텍,33500,Dec-17,118195519,118280212,-2.35,-3.81
1205,(주)동성화인텍,33500,Dec-18,113525124,115122927,-3.95,-2.67
1206,(주)동성화인텍,33500,Dec-19,110430289,111863833,-2.73,-2.83
1207,(주)동아엘텍,88130,Dec-11,7098012,10287791,-90.8,
1208,(주)동아엘텍,88130,Dec-12,8018855,13017730,12.97,26.54
1209,(주)동아엘텍,88130,Dec-13,8968181,21332279,11.84,63.87
1210,(주)동아엘텍,88130,Dec-14,19923465,35925199,122.16,68.41
1211,(주)동아엘텍,88130,Dec-15,21775320,40409496,9.29,12.48
1212,(주)동아엘텍,88130,Dec-16,20863301,39122035,-4.19,-3.19
1213,(주)동아엘텍,88130,Dec-17,19449114,47575367,-6.78,21.61
1214,(주)동아엘텍,88130,Dec-18,17839091,49727669,-8.28,4.52
1215,(주)동아엘텍,88130,Dec-19,17275477,51854519,-3.16,4.28
1216,(주)동아지질,28100,Dec-11,43144946,43154421,-16.78,
1217,(주)동아지질,28100,Dec-12,45271005,45406944,4.93,5.22
1218,(주)동아지질,28100,Dec-13,38699190,40044634,-14.52,-11.81
1219,(주)동아지질,28100,Dec-14,47509773,48371278,22.77,20.79
1220,(주)동아지질,28100,Dec-15,71269787,71578087,50.01,47.98
1221,(주)동아지질,28100,Dec-16,78691902,78815424,10.41,10.11
1222,(주)동아지질,28100,Dec-17,61235166,61306159,-22.18,-22.22
1223,(주)동아지질,28100,Dec-18,52476880,52526801,-14.3,-14.32
1224,(주)동아지질,28100,Dec-19,80301388,80324679,53.02,52.92
1225,(주)동양,1520,Dec-11,589422107,1725517725,2048.18,
1226,(주)동양,1520,Dec-12,587714838,1612829377,-0.29,-6.53
1227,(주)동양,1520,Dec-13,241246239,225236930,-58.95,-86.03
1228,(주)동양,1520,Dec-14,229114010,220609394,-5.03,-2.05
1229,(주)동양,1520,Dec-15,224918971,217126912,-1.83,-1.58
1230,(주)동양,1520,Dec-16,251780860,264562169,11.94,21.85
1231,(주)동양,1520,Dec-17,231458582,254988980,-8.07,-3.62
1232,(주)동양,1520,Dec-18,217994625,265439153,-5.82,4.1
1233,(주)동양,1520,Dec-19,233823864,272883143,7.26,2.8
1234,(주)동양고속,84670,Dec-11,62709182,89928701,-67.04,
1235,(주)동양고속,84670,Dec-12,63881665,63941552,1.87,-28.9
1236,(주)동양고속,84670,Dec-13,70446055,70506864,10.28,10.27
1237,(주)동양고속,84670,Dec-14,74066423,74105246,5.14,5.1
1238,(주)동양고속,84670,Dec-15,76002379,78239871,2.61,5.58
1239,(주)동양고속,84670,Dec-16,65313629,67547579,-14.06,-13.67
1240,(주)동양고속,84670,Dec-17,61194759,63419656,-6.31,-6.11
1241,(주)동양고속,84670,Dec-18,55722022,57998080,-8.94,-8.55
1242,(주)동양고속,84670,Dec-19,59200264,61496012,6.24,6.03
1243,(주)동양에스텍,60380,Dec-11,17318519,18513374,-69.9,
1244,(주)동양에스텍,60380,Dec-12,16830854,23112846,-2.82,24.84
1245,(주)동양에스텍,60380,Dec-13,15298997,21515145,-9.1,-6.91
1246,(주)동양에스텍,60380,Dec-14,15396786,22118749,0.64,2.81
1247,(주)동양에스텍,60380,Dec-15,17346575,24196536,12.66,9.39
1248,(주)동양에스텍,60380,Dec-16,16953190,37962231,-2.27,56.89
1249,(주)동양에스텍,60380,Dec-17,16508117,36865568,-2.63,-2.89
1250,(주)동양에스텍,60380,Dec-18,17916493,40149695,8.53,8.91
1251,(주)동양에스텍,60380,Dec-19,18828143,40611265,5.09,1.15
1252,(주)동우팜투테이블,88910,Dec-11,24768151,15975328.46,-60.66,
1253,(주)동우팜투테이블,88910,Dec-12,24296435,15975328.46,-1.9,
1254,(주)동우팜투테이블,88910,Dec-13,23738182,15975328.46,-2.3,
1255,(주)동우팜투테이블,88910,Dec-14,22469796,15975328.46,-5.34,
1256,(주)동우팜투테이블,88910,Dec-15,21870129,15975328.46,-2.67,
1257,(주)동우팜투테이블,88910,Dec-16,20707666,15975328.46,-5.32,
1258,(주)동우팜투테이블,88910,Dec-17,20215039,15975328.46,-2.38,
1259,(주)동우팜투테이블,88910,Dec-18,21973345,15975328.46,8.7,
1260,(주)동우팜투테이블,88910,Dec-19,24998848,27618694,13.77,
1261,(주)동운아나텍,94170,Dec-15,448653,15975328.46,-42.16,
1262,(주)동운아나텍,94170,Dec-16,641430,15975328.46,42.97,
1263,(주)동운아나텍,94170,Dec-17,496438,15975328.46,-22.6,
1264,(주)동운아나텍,94170,Dec-18,400879,15975328.46,-19.25,
1265,(주)동운아나텍,94170,Dec-19,717099,15975328.46,78.88,
1266,(주)동원개발,13120,Dec-11,1002899,15975328.46,0,
1267,(주)동원개발,13120,Dec-12,934817,15975328.46,-6.79,
1268,(주)동원개발,13120,Dec-13,1033159,15975328.46,10.52,
1269,(주)동원개발,13120,Dec-14,980525,15975328.46,-5.09,
1270,(주)동원개발,13120,Dec-15,928761,15975328.46,-5.28,
1271,(주)동원개발,13120,Dec-16,959152,15975328.46,3.27,
1272,(주)동원개발,13120,Dec-17,1399751,15975328.46,45.94,
1273,(주)동원개발,13120,Dec-18,2430356,15975328.46,73.63,
1274,(주)동원개발,13120,Dec-19,2820234,15975328.46,16.04,
1275,(주)동원에프앤비,49770,Dec-11,211889441,328676166,1957.4,
1276,(주)동원에프앤비,49770,Dec-12,218815496,346783929,3.27,5.51
1277,(주)동원에프앤비,49770,Dec-13,214733612,359747815,-1.87,3.74
1278,(주)동원에프앤비,49770,Dec-14,281233655,365260297,30.97,1.53
1279,(주)동원에프앤비,49770,Dec-15,286945538,381458756,2.03,4.43
1280,(주)동원에프앤비,49770,Dec-16,288419714,388027363,0.51,1.72
1281,(주)동원에프앤비,49770,Dec-17,304775249,484207383,5.67,24.79
1282,(주)동원에프앤비,49770,Dec-18,335330847,542192910,10.03,11.98
1283,(주)동원에프앤비,49770,Dec-19,428475776,676690876,27.78,24.81
1284,(주)동일기연,32960,Dec-11,2973725,4070866,-99.4,
1285,(주)동일기연,32960,Dec-12,3029427,4123728,1.87,1.3
1286,(주)동일기연,32960,Dec-13,2864258,3949863,-5.45,-4.22
1287,(주)동일기연,32960,Dec-14,2974485,5499882,3.85,39.24
1288,(주)동일기연,32960,Dec-15,3839735,9576223,29.09,74.12
1289,(주)동일기연,32960,Dec-16,4037928,4435820,5.16,-53.68
1290,(주)동일기연,32960,Dec-17,4169341,4471397,3.25,0.8
1291,(주)동일기연,32960,Dec-18,3857351,4162438,-7.48,-6.91
1292,(주)동일기연,32960,Dec-19,3846932,4749187,-0.27,14.1
1293,(주)동진쎄미켐,5290,Dec-11,166565447,283663088,5872.88,
1294,(주)동진쎄미켐,5290,Dec-12,183700500,321652282,10.29,13.39
1295,(주)동진쎄미켐,5290,Dec-13,177405120,344130715,-3.43,6.99
1296,(주)동진쎄미켐,5290,Dec-14,269885650,341010287,52.13,-0.91
1297,(주)동진쎄미켐,5290,Dec-15,261021881,334117000,-3.28,-2.02
1298,(주)동진쎄미켐,5290,Dec-16,233678813,319931295,-10.48,-4.25
1299,(주)동진쎄미켐,5290,Dec-17,225371912,305794447,-3.55,-4.42
1300,(주)동진쎄미켐,5290,Dec-18,240165571,324818995,6.56,6.22
1301,(주)동진쎄미켐,5290,Dec-19,248157697,351623571,3.33,8.25
1302,(주)두산,150,Dec-11,428888759,1449855124,312.33,
1303,(주)두산,150,Dec-12,380416779,1406888644,-11.3,-2.96
1304,(주)두산,150,Dec-13,424360733,8659968197,11.55,515.54
1305,(주)두산,150,Dec-14,410840789,8583527195,-3.19,-0.88
1306,(주)두산,150,Dec-15,420943368,8796055297,2.46,2.48
1307,(주)두산,150,Dec-16,517628518,8077041607,22.97,-8.17
1308,(주)두산,150,Dec-17,494791495,8198814853,-4.41,1.51
1309,(주)두산,150,Dec-18,825467616,7768328605,66.83,-5.25
1310,(주)두산,150,Dec-19,711631490,7953359055,-13.79,2.38
1311,(주)두산테스나,131970,Dec-13,71977188,15975328.46,-99.8,
1312,(주)두산테스나,131970,Dec-14,63757860,15975328.46,-11.42,
1313,(주)두산테스나,131970,Dec-15,52445041,15975328.46,-17.74,
1314,(주)두산테스나,131970,Dec-16,45640471,15975328.46,-12.97,
1315,(주)두산테스나,131970,Dec-17,56018855,15975328.46,22.74,
1316,(주)두산테스나,131970,Dec-18,63849412,15975328.46,13.98,
1317,(주)두산테스나,131970,Dec-19,164069081,15975328.46,156.96,
1318,(주)두올,16740,Dec-16,23928607,55893401,249.87,
1319,(주)두올,16740,Dec-17,24291169,89007405,1.52,59.24
1320,(주)두올,16740,Dec-18,23344778,86884012,-3.9,-2.39
1321,(주)두올,16740,Dec-19,24830595,90323671,6.36,3.96
1322,(주)듀오백,73190,Dec-11,8494165,9787781,-89.16,
1323,(주)듀오백,73190,Dec-12,8317746,10145442,-2.08,3.65
1324,(주)듀오백,73190,Dec-13,8524726,10167937,2.49,0.22
1325,(주)듀오백,73190,Dec-14,9593683,9725469,12.54,-4.35
1326,(주)듀오백,73190,Dec-15,9170960,9228701,-4.41,-5.11
1327,(주)듀오백,73190,Dec-16,9472357,9509424,3.29,3.04
1328,(주)듀오백,73190,Dec-17,9008937,9047609,-4.89,-4.86
1329,(주)듀오백,73190,Dec-18,12935451,12952925,43.58,43.16
1330,(주)듀오백,73190,Dec-19,13447547,13583098,3.96,4.87
1331,(주)드래곤플라이,30350,Dec-11,35362610,35551421,161.73,
1332,(주)드래곤플라이,30350,Dec-12,50593290,50730474,43.07,42.7
1333,(주)드래곤플라이,30350,Dec-13,54366808,54402125,7.46,7.24
1334,(주)드래곤플라이,30350,Dec-14,52469931,52475550,-3.49,-3.54
1335,(주)드래곤플라이,30350,Dec-15,50600178,50600178,-3.56,-3.57
1336,(주)드래곤플라이,30350,Dec-16,48938926,48938926,-3.28,-3.28
1337,(주)드래곤플라이,30350,Dec-17,43497613,15975328.46,-11.12,-67.36
1338,(주)드래곤플라이,30350,Dec-18,1169555,15975328.46,-97.31,
1339,(주)드래곤플라이,30350,Dec-19,1759410,1991036,50.43,
1340,(주)드림시큐리티,203650,Dec-14,15975328.46,15975328.46,702.36,
1341,(주)드림시큐리티,203650,Dec-15,15975328.46,15975328.46,,
1342,(주)드림시큐리티,203650,Dec-16,15975328.46,15975328.46,,
1343,(주)드림시큐리티,203650,Dec-17,750505,2169487,,
1344,(주)드림시큐리티,203650,Dec-18,729314,2528821,-2.82,16.56
1345,(주)드림시큐리티,203650,Dec-19,236683,2239462,-67.55,-11.44
1346,(주)드림어스컴퍼니,60570,Dec-11,1566142,16121777,619.9,
1347,(주)드림어스컴퍼니,60570,Dec-12,1304353,2854599,-16.72,-82.29
1348,(주)드림어스컴퍼니,60570,Dec-13,1063126,1271780,-18.49,-55.45
1349,(주)드림어스컴퍼니,60570,Dec-14,850405,991101,-20.01,-22.07
1350,(주)드림어스컴퍼니,60570,Dec-15,3829734,3927592,350.34,296.29
1351,(주)드림어스컴퍼니,60570,Dec-16,3470001,3543113,-9.39,-9.79
1352,(주)드림어스컴퍼니,60570,Dec-17,1179631,1214985,-66,-65.71
1353,(주)드림어스컴퍼니,60570,Dec-18,1603972,2286256,35.97,88.17
1354,(주)드림어스컴퍼니,60570,Dec-19,4875887,5328505,203.99,133.07
1355,(주)드림텍,192650,Dec-19,51893934,172188747,3131.46,
1356,(주)디딤,217620,Dec-15,15975328.46,15975328.46,,
1357,(주)디딤,217620,Dec-16,15975328.46,15975328.46,,
1358,(주)디딤,217620,Dec-17,11794411,13366631,,
1359,(주)디딤,217620,Dec-18,12841193,25081504,8.88,87.64
1360,(주)디딤,217620,Dec-19,15466300,22349354,20.44,-10.89
1361,(주)디모아,16670,Dec-11,163975,15975328.46,-28.52,
1362,(주)디모아,16670,Dec-12,171708,325976,4.72,
1363,(주)디모아,16670,Dec-13,180805,1943617,5.3,496.25
1364,(주)디모아,16670,Dec-14,360790,666112,99.55,-65.73
1365,(주)디모아,16670,Dec-15,281781,639591,-21.9,-3.98
1366,(주)디모아,16670,Dec-16,360141,493318,27.81,-22.87
1367,(주)디모아,16670,Dec-17,3759746,3877959,943.97,686.1
1368,(주)디모아,16670,Dec-18,3718365,3817626,-1.1,-1.56
1369,(주)디모아,16670,Dec-19,341380,788368,-90.82,-79.35
1370,(주)디바이스이엔지,187870,Dec-17,12252207,15975328.46,1926.38,
1371,(주)디바이스이엔지,187870,Dec-18,12573238,15975328.46,2.62,
1372,(주)디바이스이엔지,187870,Dec-19,12115781,15975328.46,-3.64,
1373,(주)디비아이엔씨,12030,Dec-11,66608973,66608973,316.95,
1374,(주)디비아이엔씨,12030,Dec-12,65371512,65371512,-1.86,-1.86
1375,(주)디비아이엔씨,12030,Dec-13,65961160,65961160,0.9,0.9
1376,(주)디비아이엔씨,12030,Dec-14,60637831,60637831,-8.07,-8.07
1377,(주)디비아이엔씨,12030,Dec-15,3583519,3583519,-94.09,-94.09
1378,(주)디비아이엔씨,12030,Dec-16,3790812,3790812,5.78,5.78
1379,(주)디비아이엔씨,12030,Dec-17,5108250,5108250,34.75,34.75
1380,(주)디비아이엔씨,12030,Dec-18,4341875,4688281,-15,-8.22
1381,(주)디비아이엔씨,12030,Dec-19,1730270,2060706,-60.15,-56.05
1382,(주)디스플레이테크,66670,Dec-11,58929467,15975328.46,675.24,
1383,(주)디스플레이테크,66670,Dec-12,52982234,15975328.46,-10.09,
1384,(주)디스플레이테크,66670,Dec-13,60722025,15975328.46,14.61,
1385,(주)디스플레이테크,66670,Dec-14,55668392,15975328.46,-8.32,
1386,(주)디스플레이테크,66670,Dec-15,32436884,15975328.46,-41.73,
