,회사명,거래소코드,회계년도,유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원),0,1
8142,(주)퍼시스,16800,Dec-17,109316552,15975328.46,-0.31,
8143,(주)퍼시스,16800,Dec-18,98456356,15975328.46,-9.93,
8144,(주)퍼시스,16800,Dec-19,97137031,15975328.46,-1.34,
8145,(주)펄어비스,263750,Dec-18,30777461,35646312,123.13,
8146,(주)펄어비스,263750,Dec-19,65763747,78120882,113.68,119.16
8147,(주)펩트론,87010,Dec-15,4695811,15975328.46,-79.55,
8148,(주)펩트론,87010,Dec-16,7089267,15975328.46,50.97,
8149,(주)펩트론,87010,Dec-17,28534057,15975328.46,302.5,
8150,(주)펩트론,87010,Dec-18,37919122,15975328.46,32.89,
8151,(주)펩트론,87010,Dec-19,40302624,15975328.46,6.29,
8152,(주)포메탈,119500,Dec-11,23780933,15975328.46,0,
8153,(주)포메탈,119500,Dec-12,36004031,15975328.46,51.4,
8154,(주)포메탈,119500,Dec-13,36801094,15975328.46,2.21,
8155,(주)포메탈,119500,Dec-14,36690038,15975328.46,-0.3,
8156,(주)포메탈,119500,Dec-15,36463452,15975328.46,-0.62,
8157,(주)포메탈,119500,Dec-16,37979829,15975328.46,4.16,
8158,(주)포메탈,119500,Dec-17,41876668,15975328.46,10.26,
8159,(주)포메탈,119500,Dec-18,45545423,15975328.46,8.76,
8160,(주)포메탈,119500,Dec-19,45852836,15975328.46,0.67,
8161,(주)포스코아이씨티,22100,Dec-11,151987529,161346979,909.98,
8162,(주)포스코아이씨티,22100,Dec-12,173878741,190571049,14.4,18.11
8163,(주)포스코아이씨티,22100,Dec-13,168948584,189414198,-2.84,-0.61
8164,(주)포스코아이씨티,22100,Dec-14,149497786,172415933,-11.51,-8.97
8165,(주)포스코아이씨티,22100,Dec-15,156185925,159406259,4.47,-7.55
8166,(주)포스코아이씨티,22100,Dec-16,148572499,150615541,-4.87,-5.51
8167,(주)포스코아이씨티,22100,Dec-17,151317703,152814116,1.85,1.46
8168,(주)포스코아이씨티,22100,Dec-18,144947572,146336297,-4.21,-4.24
8169,(주)포스코아이씨티,22100,Dec-19,116996267,118946127,-19.28,-18.72
8170,(주)포스코엠텍,9520,Dec-11,24211146,37967570,-68.08,
8171,(주)포스코엠텍,9520,Dec-12,30214642,91189750,24.8,140.18
8172,(주)포스코엠텍,9520,Dec-13,46011778,113901825,52.28,24.91
8173,(주)포스코엠텍,9520,Dec-14,19152707,80775243,-58.37,-29.08
8174,(주)포스코엠텍,9520,Dec-15,16624679,27607789,-13.2,-65.82
8175,(주)포스코엠텍,9520,Dec-16,14626320,20386052,-12.02,-26.16
8176,(주)포스코엠텍,9520,Dec-17,13175896,15975328.46,-9.92,-21.64
8177,(주)포스코엠텍,9520,Dec-18,11877435,15975328.46,-9.85,
8178,(주)포스코엠텍,9520,Dec-19,11665163,15975328.46,-1.79,
8179,(주)포스코인터내셔널,47050,Dec-11,284227409,460804583,2784.48,
8180,(주)포스코인터내셔널,47050,Dec-12,362921262,613682784,27.69,33.18
8181,(주)포스코인터내셔널,47050,Dec-13,394807320,638256260,8.79,4
8182,(주)포스코인터내셔널,47050,Dec-14,308664529,582513178,-21.82,-8.73
8183,(주)포스코인터내셔널,47050,Dec-15,306147282,625613191,-0.82,7.4
8184,(주)포스코인터내셔널,47050,Dec-16,290830680,666087190,-5,6.47
8185,(주)포스코인터내셔널,47050,Dec-17,637034812,1324845720,119.04,98.9
8186,(주)포스코인터내셔널,47050,Dec-18,645852967,1294344955,1.38,-2.3
8187,(주)포스코인터내셔널,47050,Dec-19,629892062,1380434600,-2.47,6.65
8188,(주)포스코케미칼,3670,Dec-19,754040588,755269241,-45.29,
8189,(주)포시에스,189690,Jun-15,199593,201075,,
8190,(주)포시에스,189690,Jun-16,213897,215337,7.17,7.09
8191,(주)포시에스,189690,Jun-17,27213312,27221123,12622.62,12541.17
8192,(주)포시에스,189690,Jun-18,28898039,28911343,6.19,6.21
8193,(주)포시에스,189690,Jun-19,28746761,28758318,-0.52,-0.53
8194,(주)포인트엔지니어링,256630,Dec-17,15975328.46,15975328.46,-44.45,
8195,(주)포인트엔지니어링,256630,Dec-18,15975328.46,15975328.46,,
8196,(주)포인트엔지니어링,256630,Dec-19,42763058,42807521,,
8197,(주)포커스에이치엔에스,331380,Dec-19,15975328.46,15975328.46,-62.68,
8198,(주)폴라리스세원,234100,Dec-17,13362304,15975328.46,,
8199,(주)폴라리스세원,234100,Dec-18,14207173,15975328.46,6.32,
8200,(주)폴라리스세원,234100,Dec-19,13291967,15777068,-6.44,
8201,(주)폴라리스오피스,41020,Dec-11,1287176,1392188,-91.18,
8202,(주)폴라리스오피스,41020,Dec-12,1443132,1837091,12.12,31.96
8203,(주)폴라리스오피스,41020,Dec-13,2535785,3075516,75.71,67.41
8204,(주)폴라리스오피스,41020,Dec-14,2517183,3214842,-0.73,4.53
8205,(주)폴라리스오피스,41020,Dec-15,1468914,1478420,-41.64,-54.01
8206,(주)폴라리스오피스,41020,Dec-16,704917,716013,-52.01,-51.57
8207,(주)폴라리스오피스,41020,Dec-17,509507,511990,-27.72,-28.49
8208,(주)폴라리스오피스,41020,Dec-18,378016,391955,-25.81,-23.44
8209,(주)폴라리스오피스,41020,Dec-19,752546,768968,99.08,96.19
8210,(주)폴라리스우노,114630,Dec-11,13318894,15975328.46,1977.5,
8211,(주)폴라리스우노,114630,Dec-12,13557456,15975328.46,1.79,
8212,(주)폴라리스우노,114630,Dec-13,14471638,15975328.46,6.74,
8213,(주)폴라리스우노,114630,Dec-14,14854599,16384140,2.65,
8214,(주)폴라리스우노,114630,Dec-15,14877096,16164147,0.15,-1.34
8215,(주)폴라리스우노,114630,Dec-16,14071096,15692001,-5.42,-2.92
8216,(주)폴라리스우노,114630,Dec-17,14567046,16291005,3.52,3.82
8217,(주)폴라리스우노,114630,Dec-18,15876482,18214814,8.99,11.81
8218,(주)폴라리스우노,114630,Dec-19,13838407,17908724,-12.84,-1.68
8219,(주)푸드나무,290720,Dec-18,5682243,5682551,-68.27,
8220,(주)푸드나무,290720,Dec-19,7072965,7074717,24.47,24.5
8221,(주)푸드웰,5670,Dec-11,34144889,55234946,680.74,
8222,(주)푸드웰,5670,Dec-12,33189968,53438710,-2.8,-3.25
8223,(주)푸드웰,5670,Dec-13,31869618,51240417,-3.98,-4.11
8224,(주)푸드웰,5670,Dec-14,31251757,50390293,-1.94,-1.66
8225,(주)푸드웰,5670,Dec-15,31567268,59763823,1.01,18.6
8226,(주)푸드웰,5670,Dec-16,33861976,79788759,7.27,33.51
8227,(주)푸드웰,5670,Dec-17,33123454,76576815,-2.18,-4.03
8228,(주)푸드웰,5670,Dec-18,19252955,63067719,-41.88,-17.64
8229,(주)푸드웰,5670,Dec-19,19243954,61889044,-0.05,-1.87
8230,(주)푸른기술,94940,Dec-11,3501143,15975328.46,-74.19,
8231,(주)푸른기술,94940,Dec-12,7673169,7694806,119.16,
8232,(주)푸른기술,94940,Dec-13,10093753,10111145,31.55,31.4
8233,(주)푸른기술,94940,Dec-14,9843784,15975328.46,-2.48,58
8234,(주)푸른기술,94940,Dec-15,9448858,15975328.46,-4.01,
8235,(주)푸른기술,94940,Dec-16,9382915,15975328.46,-0.7,
8236,(주)푸른기술,94940,Dec-17,7918808,15975328.46,-15.6,
8237,(주)푸른기술,94940,Dec-18,7649476,7835407,-3.4,
8238,(주)푸른기술,94940,Dec-19,7469508,7621199,-2.35,-2.73
8239,(주)풀무원,17810,Dec-11,4935586,404810241,5211.63,
8240,(주)풀무원,17810,Dec-12,6562116,412693417,32.96,1.95
8241,(주)풀무원,17810,Dec-13,6179548,425717899,-5.83,3.16
8242,(주)풀무원,17810,Dec-14,7484369,459340610,21.12,7.9
8243,(주)풀무원,17810,Dec-15,8260154,474364504,10.37,3.27
8244,(주)풀무원,17810,Dec-16,6787201,522429653,-17.83,10.13
8245,(주)풀무원,17810,Dec-17,8325585,568172957,22.67,8.76
8246,(주)풀무원,17810,Dec-18,13408675,592889703,61.05,4.35
8247,(주)풀무원,17810,Dec-19,43426619,847207723,223.87,42.89
8248,(주)풍강,93380,Aug-11,30190751,15975328.46,-98.11,
8249,(주)풍강,93380,Aug-12,33154010,15975328.46,9.82,
8250,(주)풍강,93380,Aug-13,38668069,15975328.46,16.63,
8251,(주)풍강,93380,Aug-14,43132810,43046046,11.55,
8252,(주)풍강,93380,Aug-15,44528834,44431140,3.24,3.22
8253,(주)풍강,93380,Aug-16,49532152,49356801,11.24,11.09
8254,(주)풍강,93380,Aug-17,49230119,49018653,-0.61,-0.69
8255,(주)풍강,93380,Aug-18,52639128,52221624,6.92,6.53
8256,(주)풍강,93380,Aug-19,51063837,51400404,-2.99,-1.57
8257,(주)풍산,103140,Dec-11,807776063,1038704865,1920.81,
8258,(주)풍산,103140,Dec-12,899218418,1107915639,11.32,6.66
8259,(주)풍산,103140,Dec-13,942877150,1135041769,4.86,2.45
8260,(주)풍산,103140,Dec-14,962783812,1159661044,2.11,2.17
8261,(주)풍산,103140,Dec-15,973047586,1175176058,1.07,1.34
8262,(주)풍산,103140,Dec-16,984316222,1185564234,1.16,0.88
8263,(주)풍산,103140,Dec-17,980338446,1155923562,-0.4,-2.5
8264,(주)풍산,103140,Dec-18,973351771,1144809297,-0.71,-0.96
8265,(주)풍산,103140,Dec-19,955362814,1136177870,-1.85,-0.75
8266,(주)풍산홀딩스,5810,Dec-11,41604680,120315896,-89.41,
8267,(주)풍산홀딩스,5810,Dec-12,42502144,120729712,2.16,0.34
8268,(주)풍산홀딩스,5810,Dec-13,35172410,121642604,-17.25,0.76
8269,(주)풍산홀딩스,5810,Dec-14,40569152,130006463,15.34,6.88
8270,(주)풍산홀딩스,5810,Dec-15,44752848,137447725,10.31,5.72
8271,(주)풍산홀딩스,5810,Dec-16,45550205,138158938,1.78,0.52
8272,(주)풍산홀딩스,5810,Dec-17,46968639,149416804,3.11,8.15
8273,(주)풍산홀딩스,5810,Dec-18,47121953,171149450,0.33,14.54
8274,(주)풍산홀딩스,5810,Dec-19,47611286,155609286,1.04,-9.08
8275,(주)퓨쳐켐,220100,Dec-16,2125550,15975328.46,-89.73,
8276,(주)퓨쳐켐,220100,Dec-17,4529101,10074162,113.08,
8277,(주)퓨쳐켐,220100,Dec-18,8649894,15418133,90.98,53.05
8278,(주)퓨쳐켐,220100,Dec-19,16160106,24942636,86.82,61.77
8279,(주)프럼파스트,35200,Dec-11,11297423,12131179,-51.36,
8280,(주)프럼파스트,35200,Dec-12,10467349,11410399,-7.35,-5.94
8281,(주)프럼파스트,35200,Dec-13,10091090,10958674,-3.59,-3.96
8282,(주)프럼파스트,35200,Dec-14,10049630,10742441,-0.41,-1.97
8283,(주)프럼파스트,35200,Dec-15,8311640,8897506,-17.29,-17.17
8284,(주)프럼파스트,35200,Dec-16,8131260,8745642,-2.17,-1.71
8285,(주)프럼파스트,35200,Dec-17,7916075,8382213,-2.65,-4.16
8286,(주)프럼파스트,35200,Dec-18,7588166,7748641,-4.14,-7.56
8287,(주)프럼파스트,35200,Dec-19,7239048,7239907,-4.6,-6.57
8288,(주)프로스테믹스,203690,Dec-14,15975328.46,15975328.46,120.66,
8289,(주)프로스테믹스,203690,Dec-15,7422220,7428521,,
8290,(주)프로스테믹스,203690,Dec-16,11426562,11432385,53.95,53.9
8291,(주)프로스테믹스,203690,Dec-17,12371074,12373922,8.27,8.24
8292,(주)프로스테믹스,203690,Dec-18,11256890,11582096,-9.01,-6.4
8293,(주)프로스테믹스,203690,Dec-19,12153499,12500273,7.96,7.93
8294,(주)프로이천,321260,Dec-19,15975328.46,15975328.46,27.8,
8295,(주)프로텍,53610,Dec-11,13854208,15975328.46,,
8296,(주)프로텍,53610,Dec-12,45982752,47222961,231.9,
8297,(주)프로텍,53610,Dec-13,46666845,49581155,1.49,4.99
8298,(주)프로텍,53610,Dec-14,50869752,53367683,9.01,7.64
8299,(주)프로텍,53610,Dec-15,76815506,79317154,51,48.62
8300,(주)프로텍,53610,Dec-16,78048405,81137982,1.61,2.3
8301,(주)프로텍,53610,Dec-17,77495390,80395630,-0.71,-0.91
8302,(주)프로텍,53610,Dec-18,77060551,79860811,-0.56,-0.67
8303,(주)프로텍,53610,Dec-19,77301725,80134067,0.31,0.34
8304,(주)프리엠스,53160,Dec-11,10235241,10475326,-86.93,
8305,(주)프리엠스,53160,Dec-12,12393460,12636777,21.09,20.63
8306,(주)프리엠스,53160,Dec-13,12346589,12559909,-0.38,-0.61
8307,(주)프리엠스,53160,Dec-14,12264288,12446776,-0.67,-0.9
8308,(주)프리엠스,53160,Dec-15,12175085,12328959,-0.73,-0.95
8309,(주)프리엠스,53160,Dec-16,8589237,8634986,-29.45,-29.96
8310,(주)프리엠스,53160,Dec-17,8418925,8503925,-1.98,-1.52
8311,(주)프리엠스,53160,Dec-18,8299202,8396672,-1.42,-1.26
8312,(주)프리엠스,53160,Dec-19,8292626,8365917,-0.08,-0.37
8313,(주)플래스크,41590,Dec-11,6881086,15975328.46,90.96,
8314,(주)플래스크,41590,Dec-12,11338783,15975328.46,64.78,
8315,(주)플래스크,41590,Dec-13,13705832,15975328.46,20.88,
8316,(주)플래스크,41590,Dec-14,12656309,15975328.46,-7.66,
8317,(주)플래스크,41590,Dec-15,12114633,13609692,-4.28,
8318,(주)플래스크,41590,Dec-16,11703656,12755349,-3.39,-6.28
8319,(주)플래스크,41590,Dec-17,10354665,10389723,-11.53,-18.55
8320,(주)플래스크,41590,Dec-18,9482520,9509601,-8.42,-8.47
8321,(주)플래스크,41590,Dec-19,6471943,7190571,-31.75,-24.39
8322,(주)플랜티넷,75130,Dec-11,1626473,2196392,-69.45,
8323,(주)플랜티넷,75130,Dec-12,14204191,14673359,773.31,568.07
8324,(주)플랜티넷,75130,Dec-13,14708005,15269300,3.55,4.06
8325,(주)플랜티넷,75130,Dec-14,12945371,13530678,-11.98,-11.39
8326,(주)플랜티넷,75130,Dec-15,12583006,13030006,-2.8,-3.7
8327,(주)플랜티넷,75130,Dec-16,11979941,12316228,-4.79,-5.48
8328,(주)플랜티넷,75130,Dec-17,11460065,11743353,-4.34,-4.65
8329,(주)플랜티넷,75130,Dec-18,10947080,11181093,-4.48,-4.79
8330,(주)플랜티넷,75130,Dec-19,10151586,11660675,-7.27,4.29
8331,(주)플레이그램,9810,Dec-11,440927,2193687,-81.19,
8332,(주)플레이그램,9810,Dec-12,184482,1676504,-58.16,-23.58
8333,(주)플레이그램,9810,Dec-13,56310,1076983,-69.48,-35.76
8334,(주)플레이그램,9810,Dec-14,16734,964073,-70.28,-10.48
8335,(주)플레이그램,9810,Dec-15,4190,823342,-74.96,-14.6
8336,(주)플레이그램,9810,Dec-16,6299,811018,50.33,-1.5
8337,(주)플레이그램,9810,Dec-17,3970,3970,-36.97,-99.51
8338,(주)플레이그램,9810,Dec-18,66695,66695,1579.97,1579.97
8339,(주)플레이그램,9810,Dec-19,50116,165875,-24.86,148.71
8340,(주)플레이위드,23770,Dec-11,55423586,56166088,33760.49,
8341,(주)플레이위드,23770,Dec-12,443676,1026672,-99.2,-98.17
8342,(주)플레이위드,23770,Dec-13,295364,705012,-33.43,-31.33
8343,(주)플레이위드,23770,Dec-14,207172,15975328.46,-29.86,2165.97
8344,(주)플레이위드,23770,Dec-15,156868,15975328.46,-24.28,
8345,(주)플레이위드,23770,Dec-16,146382,15975328.46,-6.68,
8346,(주)플레이위드,23770,Dec-17,272294,15975328.46,86.02,
8347,(주)플레이위드,23770,Dec-18,250699,15975328.46,-7.93,
8348,(주)플레이위드,23770,Dec-19,447935,15975328.46,78.67,
8349,(주)플리토,300080,Dec-19,1221425,1222330,-92.35,
8350,(주)피델릭스,32580,Dec-11,2372733,15975328.46,,
8351,(주)피델릭스,32580,Dec-12,2427836,2514608,2.32,
8352,(주)피델릭스,32580,Dec-13,2810615,2882768,15.77,14.64
8353,(주)피델릭스,32580,Dec-14,3322565,3418843,18.21,18.6
8354,(주)피델릭스,32580,Dec-15,1860448,15975328.46,-44.01,367.27
8355,(주)피델릭스,32580,Dec-16,1272575,15975328.46,-31.6,
8356,(주)피델릭스,32580,Dec-17,1070273,15975328.46,-15.9,
8357,(주)피델릭스,32580,Dec-18,1002953,15975328.46,-6.29,
8358,(주)피델릭스,32580,Dec-19,1268834,15975328.46,26.51,
8359,(주)피씨디렉트,51380,Dec-11,106246,15975328.46,0,
8360,(주)피씨디렉트,51380,Dec-12,145402,15975328.46,36.85,
8361,(주)피씨디렉트,51380,Dec-13,166805,15975328.46,14.72,
8362,(주)피씨디렉트,51380,Dec-14,121648,15975328.46,-27.07,
8363,(주)피씨디렉트,51380,Dec-15,86461,15975328.46,-28.93,
8364,(주)피씨디렉트,51380,Dec-16,179375,15975328.46,107.46,
8365,(주)피씨디렉트,51380,Dec-17,165586,15975328.46,-7.69,
8366,(주)피씨디렉트,51380,Dec-18,206229,15975328.46,24.54,
8367,(주)피씨디렉트,51380,Dec-19,134194,15975328.46,-34.93,
8368,(주)피에스엠씨,24850,Dec-11,18483359,44929136,181.24,
8369,(주)피에스엠씨,24850,Dec-12,15697737,24754669,-15.07,-44.9
8370,(주)피에스엠씨,24850,Dec-13,13802255,22315712,-12.07,-9.85
8371,(주)피에스엠씨,24850,Dec-14,11982347,20370621,-13.19,-8.72
8372,(주)피에스엠씨,24850,Dec-15,8731227,17034713,-27.13,-16.38
8373,(주)피에스엠씨,24850,Dec-16,5922033,13307917,-32.17,-21.88
8374,(주)피에스엠씨,24850,Mar-18,4544682,10092817,-23.26,-24.16
8375,(주)피에스엠씨,24850,Mar-19,3857121,9148124,-15.13,-9.36
8376,(주)피에이치씨,57880,Dec-11,19181790,19227185,110.18,
8377,(주)피에이치씨,57880,Dec-12,18569034,18576635,-3.19,-3.38
8378,(주)피에이치씨,57880,Dec-13,18200135,18215727,-1.99,-1.94
8379,(주)피에이치씨,57880,Dec-14,13634945,13644126,-25.08,-25.1
8380,(주)피에이치씨,57880,Dec-15,13402859,13408372,-1.7,-1.73
8381,(주)피에이치씨,57880,Dec-16,9038410,9169054,-32.56,-31.62
8382,(주)피에이치씨,57880,Dec-17,10593909,12998691,17.21,41.77
8383,(주)피에이치씨,57880,Dec-18,9231051,9844236,-12.86,-24.27
8384,(주)피에이치씨,57880,Dec-19,9209981,9318499,-0.23,-5.34
8385,(주)피엔티,137400,Dec-12,17160502,19029206,104.21,
8386,(주)피엔티,137400,Dec-13,11046595,11046595,-35.63,-41.95
8387,(주)피엔티,137400,Dec-14,15186466,15534505,37.48,40.63
8388,(주)피엔티,137400,Dec-15,16481284,25488887,8.53,64.08
8389,(주)피엔티,137400,Dec-16,15755177,42950325,-4.41,68.51
8390,(주)피엔티,137400,Dec-17,15797868,41899719,0.27,-2.45
8391,(주)피엔티,137400,Dec-18,20986210,47067817,32.84,12.33
8392,(주)피엔티,137400,Dec-19,52795722,77701562,151.57,65.08
8393,(주)피엔풍년,24940,Dec-11,16560968,15975328.46,-79.44,
8394,(주)피엔풍년,24940,Dec-12,16882702,15975328.46,1.94,
8395,(주)피엔풍년,24940,Dec-13,16659030,15975328.46,-1.32,
8396,(주)피엔풍년,24940,Dec-14,15964884,15975328.46,-4.17,
8397,(주)피엔풍년,24940,Dec-15,14929315,15975328.46,-6.49,
8398,(주)피엔풍년,24940,Dec-16,14425732,15975328.46,-3.37,
8399,(주)피엔풍년,24940,Dec-17,17108166,15975328.46,18.59,
8400,(주)피엔풍년,24940,Dec-18,18403190,15975328.46,7.57,
8401,(주)피엔풍년,24940,Dec-19,15788654,15975328.46,-14.21,
8402,(주)피제이메탈,128660,Dec-11,15177138,15975328.46,0,
8403,(주)피제이메탈,128660,Dec-12,22081404,15975328.46,45.49,
8404,(주)피제이메탈,128660,Dec-13,20540729,15975328.46,-6.98,
8405,(주)피제이메탈,128660,Dec-14,20624765,15975328.46,0.41,
8406,(주)피제이메탈,128660,Dec-15,26583645,15975328.46,28.89,
8407,(주)피제이메탈,128660,Dec-16,25803878,15975328.46,-2.93,
8408,(주)피제이메탈,128660,Dec-17,25585214,15975328.46,-0.85,
8409,(주)피제이메탈,128660,Dec-18,23580050,15975328.46,-7.84,
8410,(주)피제이메탈,128660,Dec-19,21881681,15975328.46,-7.2,
8411,(주)피제이전자,6140,Dec-11,18521492,15975328.46,0,
8412,(주)피제이전자,6140,Dec-12,20059274,15975328.46,8.3,
8413,(주)피제이전자,6140,Dec-13,19613615,15975328.46,-2.22,
8414,(주)피제이전자,6140,Dec-14,21615877,15975328.46,10.21,
8415,(주)피제이전자,6140,Dec-15,22996954,15975328.46,6.39,
8416,(주)피제이전자,6140,Dec-16,24128561,15975328.46,4.92,
8417,(주)피제이전자,6140,Dec-17,26653576,15975328.46,10.46,
8418,(주)피제이전자,6140,Dec-18,28493946,15975328.46,6.9,
8419,(주)피제이전자,6140,Dec-19,27806901,15975328.46,-2.41,
8420,(주)피피아이,62970,Dec-19,7961186,15975328.46,0,
8421,(주)픽셀플러스,87600,Dec-15,1668789,1787730,,
8422,(주)픽셀플러스,87600,Dec-16,1245988,15975328.46,-25.34,793.61
8423,(주)픽셀플러스,87600,Dec-17,1145234,15975328.46,-8.09,
8424,(주)픽셀플러스,87600,Dec-18,9632373,15975328.46,741.08,
8425,(주)픽셀플러스,87600,Dec-19,10199294,15975328.46,5.89,
8426,(주)필옵틱스,161580,Dec-17,64370011,64404981,303.15,
8427,(주)필옵틱스,161580,Dec-18,65930983,65964010,2.42,2.42
8428,(주)필옵틱스,161580,Dec-19,82639972,82698622,25.34,25.37
8429,(주)하나투어,39130,Dec-11,24647691,28292994,-65.79,
8430,(주)하나투어,39130,Dec-12,25212578,28550978,2.29,0.91
8431,(주)하나투어,39130,Dec-13,27039104,34817158,7.24,21.95
8432,(주)하나투어,39130,Dec-14,29834016,46310983,10.34,33.01
8433,(주)하나투어,39130,Dec-15,5065185,59329323,-83.02,28.11
8434,(주)하나투어,39130,Dec-16,4475731,91758218,-11.64,54.66
8435,(주)하나투어,39130,Dec-17,4539676,82554749,1.43,-10.03
8436,(주)하나투어,39130,Dec-18,9010498,109529904,98.48,32.68
8437,(주)하나투어,39130,Dec-19,35643159,470164906,295.57,329.26
8438,(주)하림,136480,Dec-11,217578617,15975328.46,-96.6,
8439,(주)하림,136480,Dec-12,236670100,15975328.46,8.77,
8440,(주)하림,136480,Dec-13,240219862,15975328.46,1.5,
8441,(주)하림,136480,Dec-14,232404090,234505908,-3.25,
8442,(주)하림,136480,Dec-15,223807821,233760236,-3.7,-0.32
8443,(주)하림,136480,Dec-16,219091226,226173188,-2.11,-3.25
8444,(주)하림,136480,Dec-17,323043546,328805916,47.45,45.38
8445,(주)하림,136480,Dec-18,410228157,416525249,26.99,26.68
8446,(주)하림,136480,Dec-19,425485608,449417939,3.72,7.9
8447,(주)하림지주,3380,Dec-17,2629,3812464490,748.31,
8448,(주)하림지주,3380,Dec-18,1200494,4200804280,45563.52,10.19
8449,(주)하림지주,3380,Dec-19,1433247,4820387122,19.39,14.75
8450,(주)하이로닉,149980,Dec-14,1213559,15975328.46,-99.67,
8451,(주)하이로닉,149980,Dec-15,8310959,8310959,584.84,
8452,(주)하이로닉,149980,Dec-16,10559325,10691186,27.05,28.64
8453,(주)하이로닉,149980,Dec-17,10733346,11670163,1.65,9.16
8454,(주)하이로닉,149980,Dec-18,11649525,12536045,8.54,7.42
8455,(주)하이로닉,149980,Dec-19,11498501,12504355,-1.3,-0.25
8456,(주)하이비젼시스템,126700,Dec-11,15975328.46,15975328.46,27.76,
8457,(주)하이비젼시스템,126700,Dec-12,11112515,15975328.46,,
8458,(주)하이비젼시스템,126700,Dec-13,11710047,11713329,5.38,
8459,(주)하이비젼시스템,126700,Dec-14,11972777,11994318,2.24,2.4
8460,(주)하이비젼시스템,126700,Dec-15,12523822,12660539,4.6,5.55
8461,(주)하이비젼시스템,126700,Dec-16,11953937,11989202,-4.55,-5.3
8462,(주)하이비젼시스템,126700,Dec-17,26321906,26850065,120.19,123.95
8463,(주)하이비젼시스템,126700,Dec-18,43684413,44495989,65.96,65.72
8464,(주)하이비젼시스템,126700,Dec-19,44754916,45962028,2.45,3.29
8465,(주)하이소닉,106080,Dec-11,4924722,7012875,-84.74,
8466,(주)하이소닉,106080,Dec-12,3936688,18892073,-20.06,169.39
8467,(주)하이소닉,106080,Dec-13,7070267,22099113,79.6,16.98
8468,(주)하이소닉,106080,Dec-14,9103977,23354008,28.76,5.68
8469,(주)하이소닉,106080,Dec-15,7071522,20354420,-22.32,-12.84
8470,(주)하이소닉,106080,Dec-16,4294468,18557363,-39.27,-8.83
8471,(주)하이소닉,106080,Dec-17,2643745,15455357,-38.44,-16.72
8472,(주)하이소닉,106080,Dec-18,1305548,12504058,-50.62,-19.1
8473,(주)하이소닉,106080,Dec-19,743763,6672332,-43.03,-46.64
8474,(주)하이스틸,71090,Dec-11,163021881,15975328.46,139.43,
8475,(주)하이스틸,71090,Dec-12,161334584,15975328.46,-1.04,
8476,(주)하이스틸,71090,Dec-13,157529640,15975328.46,-2.36,
8477,(주)하이스틸,71090,Dec-14,154487294,15975328.46,-1.93,
8478,(주)하이스틸,71090,Dec-15,155204665,15975328.46,0.46,
8479,(주)하이스틸,71090,Dec-16,153061915,15975328.46,-1.38,
8480,(주)하이스틸,71090,Dec-17,149675064,150042100,-2.21,
8481,(주)하이스틸,71090,Dec-18,146783173,147672320,-1.93,-1.58
8482,(주)하이스틸,71090,Dec-19,143056848,143887864,-2.54,-2.56
8483,(주)하이텍팜,106190,Dec-11,14369580,15975328.46,-88.9,
8484,(주)하이텍팜,106190,Dec-12,23955045,15975328.46,66.71,
8485,(주)하이텍팜,106190,Dec-13,23737484,15975328.46,-0.91,
8486,(주)하이텍팜,106190,Dec-14,32201783,15975328.46,35.66,
8487,(주)하이텍팜,106190,Dec-15,50525033,15975328.46,56.9,
8488,(주)하이텍팜,106190,Dec-16,72782420,15975328.46,44.05,
8489,(주)하이텍팜,106190,Dec-17,83440177,15975328.46,14.64,
8490,(주)하이텍팜,106190,Dec-18,93232249,15975328.46,11.74,
8491,(주)하이텍팜,106190,Dec-19,89917773,15975328.46,-3.56,
8492,(주)하이트론씨스템즈,19490,Dec-11,26460101,27158202,70,
8493,(주)하이트론씨스템즈,19490,Dec-12,26085679,26729716,-1.42,-1.58
8494,(주)하이트론씨스템즈,19490,Dec-13,25270585,25812203,-3.12,-3.43
8495,(주)하이트론씨스템즈,19490,Dec-14,24259817,24614968,-4,-4.64
8496,(주)하이트론씨스템즈,19490,Dec-15,23680023,23997561,-2.39,-2.51
8497,(주)하이트론씨스템즈,19490,Dec-16,20394877,20671330,-13.87,-13.86
8498,(주)하이트론씨스템즈,19490,Dec-17,20907357,21132963,2.51,2.23
8499,(주)하이트론씨스템즈,19490,Dec-18,20594558,20848968,-1.5,-1.34
8500,(주)하이트론씨스템즈,19490,Dec-19,20476513,20673903,-0.57,-0.84
8501,(주)하츠,66130,Dec-11,23709154,15975328.46,-22.73,
8502,(주)하츠,66130,Dec-12,22858173,15975328.46,-3.59,
8503,(주)하츠,66130,Dec-13,22567959,15975328.46,-1.27,
8504,(주)하츠,66130,Dec-14,22485558,15975328.46,-0.37,
8505,(주)하츠,66130,Dec-15,21764868,15975328.46,-3.21,
8506,(주)하츠,66130,Dec-16,22349902,15975328.46,2.69,
8507,(주)하츠,66130,Dec-17,23877483,15975328.46,6.83,
8508,(주)하츠,66130,Dec-18,23544335,15975328.46,-1.4,
8509,(주)하츠,66130,Dec-19,22386285,15975328.46,-4.92,
8510,(주)한국가구,4590,Dec-11,24847694,31474927,97.02,
8511,(주)한국가구,4590,Dec-12,27512867,35056591,10.73,11.38
8512,(주)한국가구,4590,Dec-13,27327006,34623150,-0.68,-1.24
