회사명,거래소코드,회계년도,상장일,설립일
대모엔지니어링(주),317850,2019/12,2019/07/24,1989/07/01
대보마그네틱(주),290670,2018/12,2018/11/06,1995/01/03
대봉엘에스(주),78140,2011/12,2005/12/23,1986/07/08
대상(주),1680,2011/12,1970/04/01,1956/01/31
대상홀딩스(주),84690,2011/12,2005/08/17,2005/08/01
대성산업(주),128820,2011/12,2010/07/30,2010/06/30
대성에너지(주),117580,2011/12,2010/12/24,2009/10/01
대성홀딩스(주),16710,2011/12,1999/12/22,1983/01/31
대신정보통신(주),20180,2011/03,1995/10/06,1987/08/28
대아티아이(주),45390,2011/12,2001/05/17,1995/09/12
대양전기공업(주),108380,2011/12,2011/07/08,1988/07/01
대양제지공업(주),6580,2011/12,1993/12/29,1970/02/01
대영포장(주),14160,2011/12,1990/03/06,1979/06/01
대우전자부품(주),9320,2011/12,1989/08/25,1973/10/13
대우조선해양(주),42660,2011/12,2001/02/02,2000/10/23
대원강업(주),430,2011/12,1977/06/22,1946/09/20
대원미디어(주),48910,2011/12,2001/07/31,1977/12/06
대원산업(주),5710,2011/12,1993/06/21,1968/09/10
대원전선(주),6340,2011/12,1988/05/04,1969/11/29
대원제약(주),3220,2011/12,1999/12/15,1961/08/09
대원화성(주),24890,2011/12,1997/10/28,1974/05/23
대정화금(주),120240,2011/12,2010/12/20,1986/11/13
대주산업(주),3310,2011/12,1992/08/01,1962/01/16
대주전자재료(주),78600,2011/12,2004/12/10,1981/07/06
대창단조(주),15230,2011/12,1989/07/25,1981/01/01
대한광통신(주),10170,2011/12,1994/11/07,1974/09/02
대한그린파워(주),60900,2011/12,2002/09/17,1997/02/28
대한뉴팜(주),54670,2011/12,2002/02/26,1984/10/20
대한방직(주),1070,2011/12,1973/12/28,1953/08/10
대한약품공업(주),23910,2011/12,1994/11/23,1963/05/11
대한유화(주),6650,2011/12,1999/08/11,1970/06/02
대한전선(주),1440,2011/12,1968/12/27,1955/02/21
대한제강(주),84010,2011/12,2005/10/31,1954/06/10
대한제당(주),1790,2011/12,1968/12/17,1956/07/06
대한제분(주),1130,2011/12,1970/11/25,1953/11/28
대한해운(주),5880,2011/12,1992/04/23,1968/12/12
대한화섬(주),3830,2011/12,1985/12/23,1963/10/22
대화제약(주),67080,2011/12,2003/02/14,1989/01/19
더이앤엠(주),89230,2011/12,2006/10/10,2002/07/08
덕산네오룩스(주),213420,2015/12,2015/02/06,2014/12/31
덕산하이메탈(주),77360,2011/12,2005/10/14,1999/05/06
덕양산업(주),24900,2011/12,1997/06/23,1977/07/11
덕우전자(주),263600,2017/12,2017/08/28,1992/08/01
데브시스터즈(주),194480,2014/12,2014/10/06,2007/05/30
도이치모터스(주),67990,2011/12,2004/12/03,2000/08/17
동국산업(주),5160,2011/12,1999/06/25,1967/09/01
동국제강(주),1230,2011/12,1988/05/09,1954/07/07
동국제약(주),86450,2011/12,2007/05/29,1968/10/15
동부건설(주),5960,2011/12,1978/10/30,1969/01/24
동성제약(주),2210,2011/12,1990/01/19,1957/11/25
동신건설(주),25950,2011/12,1995/08/07,1958/10/08
동아쏘시오홀딩스(주),640,2011/12,1970/02/10,1949/08/09
동아에스티(주),170900,2013/12,2013/04/08,2013/03/04
동아타이어공업(주),282690,2017/12,2017/11/29,2017/11/02
동아화성(주),41930,2011/12,2001/12/26,1974/11/18
동양이엔피(주),79960,2011/12,2005/02/01,1987/03/27
동양철관(주),8970,2011/12,1977/03/05,1973/08/01
동양파일(주),228340,2016/12,2016/04/06,2013/06/12
동양피스톤(주),92780,2017/12,2017/12/08,1967/07/01
동원금속(주),18500,2011/03,1995/11/10,1985/12/14
동원산업(주),6040,2011/12,1989/03/07,1969/04/16
동원수산(주),30720,2011/12,1996/11/22,1970/05/05
동원시스템즈(주),14820,2011/12,1994/03/29,1980/05/10
동일고무벨트(주),163560,2012/12,2012/10/19,2012/10/05
동일금속(주),109860,2011/12,2009/07/28,1984/12/20
동일산업(주),4890,2011/12,2005/06/30,1966/12/27
동일제강(주),2690,2015/12,2015/09/24,1959/07/13
동일철강(주),23790,2011/12,1994/11/07,1967/07/12
동화기업(주),25900,2011/12,1995/08/07,1948/04/02
동화약품(주),20,2011/12,1976/03/24,1897/09/25
두산밥캣(주),241560,2016/12,2016/11/18,2014/04/25
두산에너빌리티(주),34020,2011/12,2000/10/25,1962/09/20
두산퓨얼셀(주),336260,2019/12,2019/10/18,2019/10/01
디씨엠(주),24090,2011/12,1999/08/18,1972/03/04
디아이동일(주),1530,2011/12,1964/01/04,1955/08/05
디아이티(주),110990,2018/12,2018/08/07,2005/10/05
디에스알(주),155660,2013/12,2013/05/15,1965/04/01
디에스알제강(주),69730,2011/12,2003/01/28,1971/09/01
디엑스앤브이엑스(주),180400,2015/12,2015/11/20,2001/06/16
디엘(주),210,2011/12,1975/02/02,1939/10/10
디엘건설(주),1880,2011/12,1977/12/22,1974/04/09
디와이(주),13570,2011/12,1989/05/30,1978/10/05
디와이씨(주),310870,2018/12,2018/12/20,2018/10/22
디와이파워(주),210540,2015/12,2015/01/15,2014/12/03
디와이피엔에프(주),104460,2011/12,2009/12/22,1999/07/01
디젠스(주),113810,2012/12,2012/11/22,2006/02/01
디케이락(주),105740,2011/12,2010/11/12,1992/01/20
라온시큐어(주),42510,2011/12,2001/01/03,1998/04/16
라온피플(주),300120,2019/12,2019/10/18,2010/01/18
램테크놀러지(주),171010,2013/12,2013/11/18,2001/10/25
로스웰인터내셔널유한회사,900260,2015/12,2016/06/30,2014/02/05
로체시스템즈(주),71280,2011/12,2003/11/14,1997/11/01
롯데관광개발(주),32350,2011/12,2006/06/08,1971/05/24
롯데쇼핑(주),23530,2011/12,2006/02/09,1970/07/02
롯데정밀화학(주),4000,2011/12,1976/04/15,1964/08/27
롯데정보통신(주),286940,2018/12,2018/07/27,2017/11/02
롯데제과(주),280360,2017/12,2017/10/30,2017/10/12
롯데지주(주),4990,2011/12,1974/02/16,1967/03/24
롯데칠성음료(주),5300,2011/12,1973/06/21,1967/11/29
롯데케미칼(주),11170,2011/12,1991/05/30,1976/03/16
롯데하이마트(주),71840,2011/12,2011/06/29,1987/07/01
리노공업(주),58470,2011/12,2001/12/18,1996/12/20
마이크로로봇(주),182690,2014/12,2014/10/30,2000/06/30
만호제강(주),1080,2011/06,1977/06/18,1953/09/04
매일유업(주),267980,2017/12,2017/06/05,2017/05/01
매일홀딩스(주),5990,2011/12,1999/05/14,1969/02/14
메가스터디(주),72870,2011/12,2004/12/21,2000/07/12
메가스터디교육(주),215200,2015/12,2015/05/04,2015/04/03
메가엠디(주),133750,2015/12,2015/12/18,2004/01/19
메디앙스(주),14100,2011/12,1995/01/03,1979/04/28
메디포스트(주),78160,2011/12,2005/07/29,2000/06/26
명문제약(주),17180,2011/12,2008/07/10,1983/09/01
명성티엔에스(주),257370,2018/12,2018/09/13,2001/10/15
모바일어플라이언스(주),87260,2017/12,2017/02/24,2004/04/16
모트렉스(주),118990,2017/12,2017/08/04,2001/10/01
무림에스피(주),1810,2011/12,2000/01/04,1956/07/26
무림페이퍼(주),9200,2011/12,1990/06/09,1973/08/29
무림피앤피(주),9580,2011/12,1989/06/20,1974/01/14
문배철강(주),8420,2011/12,1994/11/05,1973/01/22
미디어젠(주),279600,2019/12,2019/11/05,2000/06/20
미래나노텍(주),95500,2011/12,2007/10/01,2002/08/01
미래산업(주),25560,2011/12,1996/11/22,1991/01/01
미스터블루(주),207760,2014/12,2014/12/12,2014/10/10
미원상사(주),2840,2011/12,1989/09/25,1959/11/03
미원스페셜티케미칼(주),268280,2017/12,2017/05/22,2017/05/01
미원홀딩스(주),107590,2011/12,2009/03/02,2009/02/02
미원화학(주),134380,2011/12,2011/02/15,2011/01/03
미창석유공업(주),3650,2011/12,1989/09/27,1962/12/27
바디텍메드(주),206640,2014/12,2014/12/29,2014/09/30
바이온(주),32980,2011/06,1997/08/06,1983/11/01
백광산업(주),1340,2011/12,1976/06/10,1954/11/25
범양건영(주),2410,2011/12,1988/05/25,1958/08/21
베뉴지(주),19010,2011/12,1993/11/05,1979/04/27
보성파워텍(주),6910,2011/12,1994/09/07,1970/11/21
보해양조(주),890,2011/12,1988/09/23,1952/11/11
부광약품(주),3000,2011/03,1988/08/05,1960/10/17
부국철강(주),26940,2011/12,2008/10/14,1976/08/23
부산산업(주),11390,2011/12,1990/09/14,1976/05/15
부산주공(주),5030,2011/12,1975/12/26,1967/04/27
브릿지바이오테라퓨틱스(주),288330,2019/12,2019/12/20,2015/09/17
비디아이(주),148140,2017/12,2017/11/09,1992/06/18
비에이치아이(주),83650,2011/12,2005/12/02,1998/06/12
비케이탑스(주),30790,2011/12,2010/11/02,1991/03/30
비플라이소프트(주),148780,2016/12,2022/06/20,1998/08/25
빛샘전자(주),72950,2012/12,2012/03/21,1998/11/03
사조동아원(주),8040,2011/12,1989/06/24,1972/07/26
사조산업(주),7160,2011/12,1989/07/25,1971/03/19
사조씨푸드(주),14710,2012/12,2012/06/29,1980/03/27
삼강엠앤티(주),100090,2011/12,2008/01/01,1996/11/01
삼륭물산(주),14970,2011/12,1992/12/29,1980/08/25
삼목에스폼(주),18310,2011/12,1996/05/03,1985/06/07
삼보모터스(주),53700,2011/12,2001/11/06,1987/09/25
삼보산업(주),9620,2011/12,1993/12/07,1974/02/08
삼부토건(주),1470,2011/12,1976/06/26,1955/05/14
삼성SDI(주),6400,2011/12,1979/02/27,1970/01/20
삼성공조(주),6660,2011/12,1987/11/28,1970/06/11
삼성물산(주),28260,2014/12,2014/12/18,1963/12/23
삼성바이오로직스(주),207940,2016/12,2016/11/10,2011/04/22
삼성에스디에스(주),18260,2014/12,2014/11/14,1985/05/01
삼성엔지니어링(주),28050,2011/12,1996/12/24,1978/10/19
삼성전기(주),9150,2011/12,1979/02/27,1973/08/08
삼성전자(주),5930,2011/12,1975/06/11,1969/01/13
삼성제약(주),1360,2011/12,1975/07/04,1929/08/15
삼성중공업(주),10140,2011/12,1994/01/28,1974/08/05
삼아알미늄(주),6110,2011/12,1980/12/05,1969/06/25
삼아제약(주),9300,2011/12,2000/07/19,1973/10/04
삼양식품(주),3230,2011/12,1975/06/30,1961/09/15
삼양통상(주),2170,2011/12,1989/11/10,1957/10/12
삼영무역(주),2810,2011/12,1988/03/28,1959/10/16
삼영엠텍(주),54540,2011/12,2001/11/15,1997/01/29
삼영이엔씨(주),65570,2011/12,2003/01/21,1995/02/06
삼영전자공업(주),5680,2011/12,1976/12/28,1968/08/20
삼영화학공업(주),3720,2011/12,1976/06/30,1959/04/10
삼익티에이치케이(주),4380,2011/12,1989/09/26,1960/05/10
삼일제약(주),520,2011/12,1985/05/29,1947/10/07
삼정펄프(주),9770,2011/12,2006/10/17,1974/04/09
삼지전자(주),37460,2011/12,1999/12/16,1981/07/24
삼진제약(주),5500,2011/12,1988/06/18,1968/04/18
삼천당제약(주),250,2011/12,2000/10/04,1943/12/29
삼천리자전거(주),24950,2011/12,1995/01/04,1979/03/23
삼현철강(주),17480,2011/12,2001/01/09,1984/01/24
삼호개발(주),10960,2011/12,2005/05/12,1976/01/15
삼화왕관(주),4450,2011/12,1976/05/28,1965/05/02
삼화전기(주),9470,2011/12,1986/11/24,1973/12/10
삼화전자공업(주),11230,2011/12,1987/05/25,1976/04/01
삼화콘덴서공업(주),1820,2011/12,1976/06/29,1956/08/14
삼화페인트공업(주),390,2011/12,1993/09/10,1946/04/09
상신브레이크(주),41650,2011/12,2004/10/27,1975/08/13
상신이디피(주),91580,2011/12,2007/05/23,1992/01/28
상신전자(주),263810,2017/12,2017/10/16,1988/07/01
새론오토모티브(주),75180,2011/12,2005/10/21,1999/03/31
샘표(주),7540,2011/12,1976/06/29,1971/12/09
샘표식품(주),248170,2016/12,2016/08/09,2016/07/04
서암기계공업(주),100660,2011/12,2011/12/19,1978/02/15
서울도시가스(주),17390,2011/12,1995/08/18,1983/11/28
서울반도체(주),46890,2011/12,2002/01/17,1987/03/05
서울식품공업(주),4410,2011/12,1973/12/28,1965/12/11
서울전자통신(주),27040,2011/12,1999/12/03,1983/06/17
서호전기(주),65710,2011/12,2002/07/16,1988/09/23
선도전기(주),7610,2011/12,1989/11/30,1972/01/22
성문전자(주),14910,2011/12,1990/03/24,1980/07/11
성보화학(주),3080,2011/12,1976/12/23,1961/01/06
성신양회(주),4980,2011/12,1976/06/30,1967/03/16
성우전자(주),81580,2011/12,2007/10/12,1987/08/26
성우테크론(주),45300,2011/12,2001/12/18,1997/04/01
성창기업지주(주),180,2011/12,1976/06/02,1916/11/20
성호전자(주),43260,2011/12,2001/11/29,1973/05/15
세기상사(주),2420,2011/12,1968/12/14,1958/08/21
세명전기공업(주),17510,2011/12,1991/12/26,1984/02/03
세방(주),4360,2011/12,1977/05/19,1965/09/13
세방전지(주),4490,2011/12,1987/11/28,1966/02/10
세원이앤씨(주),91090,2011/12,2006/07/31,2006/07/03
세종공업(주),33530,2011/12,2002/09/25,1976/06/10
세종텔레콤(주),36630,2011/12,2000/01/04,1992/06/09
세하(주),27970,2011/12,1996/07/03,1984/07/16
소니드(주),60230,2011/12,2002/06/25,1999/12/22
소프트캠프(주),258790,2017/12,2017/04/27,2016/11/01
솔루스첨단소재(주),336370,2019/12,2019/10/18,2019/10/01
솔브레인홀딩스(주),36830,2011/12,2000/01/18,1986/05/06
송원산업(주),4430,2011/12,1977/06/25,1965/12/15
스튜디오드래곤(주),253450,2017/12,2017/11/24,2016/05/03
시그네틱스(주),33170,2011/12,2010/11/26,1966/09/12
신대양제지(주),16590,2011/12,1995/12/21,1982/12/17
신라교역(주),4970,2011/12,1976/06/21,1967/03/06
신라섬유(주),1000,2011/12,1994/06/28,1976/03/08
신라에스지(주),25870,2011/12,1995/07/07,1977/08/18
신라젠(주),215600,2016/12,2016/12/06,2006/03/28
신성델타테크(주),65350,2011/12,2004/08/06,1987/11/09
신성통상(주),5390,2011/06,1975/12/05,1968/01/11
신세계건설(주),34300,2011/12,2002/06/17,1991/03/20
신송홀딩스(주),6880,2013/12,2013/11/21,1970/11/05
신신제약(주),2800,2017/12,2017/02/28,1959/09/09
신원종합개발(주),17000,2011/12,1994/12/07,1983/05/30
신일전자(주),2700,2011/12,1975/09/30,1959/07/14
신일제약(주),12790,2011/12,1999/08/13,1977/12/21
신풍제약(주),19170,2011/12,1990/01/20,1962/06/05
신풍제지(주),2870,2011/12,1976/06/30,1960/01/06
신화인터텍(주),56700,2011/12,2001/12/13,1988/05/27
신흥에스이씨(주),243840,2017/12,2017/09/27,2009/08/13
쌍용씨앤이(주),3410,2011/12,1975/05/03,1962/05/14
쌍용자동차(주),3620,2011/12,1975/05/21,1962/12/06
쌍용정보통신(주),10280,2011/12,2000/04/14,1981/12/08
써니전자(주),4770,2011/12,1987/04/22,1966/09/15
씨비아이(주),13720,2011/12,1993/12/29,1979/01/01
씨아이에스(주),222080,2015/12,2015/09/02,2015/05/22
씨앤지하이테크(주),264660,2018/12,2018/01/25,2002/07/16
씨앤티85(주),56730,2011/12,2002/01/04,1996/12/02
씨에스베어링(주),297090,2019/12,2019/11/21,2007/11/09
씨에스윈드(주),112610,2014/12,2014/11/27,2006/08/17
씨제이(주),1040,2011/12,1973/06/29,1953/08/01
씨제이대한통운(주),120,2011/12,1956/03/03,1930/11/15
씨제이바이오사이언스(주),311690,2019/12,2019/12/26,2009/11/18
씨제이씨지브이(주),79160,2011/12,2004/12/24,1999/03/31
씨제이씨푸드(주),11150,2011/12,1988/11/26,1976/03/15
씨제이제일제당(주),97950,2011/12,2007/09/28,2007/09/01
씨제이프레시웨이(주),51500,2011/12,2001/07/26,1988/10/27
씨케이에이치푸드앤헬스리미티드,900120,2011/06,2010/03/31,2009/02/24
씨큐브(주),101240,2011/12,2011/11/08,2000/10/20
아남전자(주),8700,2011/12,1984/08/11,1973/04/20
아미코젠(주),92040,2013/12,2013/09/12,2000/05/29
아비코전자(주),36010,2011/12,2002/07/03,1973/10/19
아세아(주),2030,2011/12,1974/06/03,1957/04/27
아세아시멘트(주),183190,2013/12,2013/11/06,2013/10/02
아세아제지(주),2310,2011/12,1988/12/15,1958/03/12
아시아나아이디티(주),267850,2018/12,2018/11/23,1991/09/02
아시아나항공(주),20560,2011/12,2008/03/28,1988/02/17
아이쓰리시스템(주),214430,2015/12,2015/07/30,1998/07/11
아이에스동서(주),10780,2011/12,1986/01/27,1975/09/01
아이진(주),185490,2015/12,2015/11/16,2000/06/23
아이큐어(주),175250,2018/12,2018/07/12,2000/05/29
아이크래프트(주),52460,2011/12,2005/01/03,2000/01/21
아이텍(주),119830,2011/12,2010/10/26,2005/02/01
아진산업(주),13310,2015/12,2015/12/22,1978/05/31
안국약품(주),1540,2011/12,2000/06/15,1959/02/12
알리코제약(주),260660,2018/12,2018/02/12,1992/10/01
알서포트(주),131370,2011/12,2011/01/05,2010/07/22
알에스오토메이션(주),140670,2017/12,2017/08/11,2009/12/10
알에프머트리얼즈(주),327260,2019/12,2019/12/24,2007/12/31
알에프에이치아이씨(주),218410,2015/12,2015/06/30,2015/04/14
압타바이오(주),293780,2019/12,2019/06/12,2009/07/24
애경산업(주),18250,2018/12,2018/03/22,1985/04/25
애경케미칼(주),161000,2012/12,2012/09/17,2012/09/03
애니젠(주),196300,2016/12,2016/12/07,2000/05/03
애머릿지코퍼레이션,900100,2011/12,2010/04/21,1978/05/01
앱클론(주),174900,2017/12,2017/09/18,2010/06/25
어보브반도체(주),102120,2011/12,2009/06/05,2006/01/11
에스넷시스템(주),38680,2011/12,2000/04/27,1999/02/08
에스디엔(주),99220,2011/12,2009/05/19,1994/03/18
에스맥(주),97780,2011/12,2008/01/23,2004/11/18
에스비더블유생명과학(주),151910,2012/12,2012/08/02,2004/12/02
에스비아이핀테크솔루션즈(주),950110,2013/03,2012/12/17,2011/04/04
에스씨아이평가정보(주),36120,2011/12,1999/12/07,1992/04/23
에스엔유프리시젼(주),80000,2011/12,2005/01/25,1998/02/20
에스엔케이폴리텍(주),91340,2011/12,2007/07/30,1999/11/08
에스엘(주),5850,2011/03,1988/11/08,1968/11/07
에스와이(주),109610,2015/12,2015/12/29,2000/09/29
에스지씨에너지(주),5090,2011/12,1993/01/06,1967/07/01
에스지씨이테크건설(주),16250,2011/12,1999/12/28,1982/09/14
에스지에이(주),49470,2011/12,2001/10/11,1997/11/21
에스지에이솔루션즈(주),184230,2014/06,2013/12/20,2013/09/05
에스지이(주),255220,2018/12,2018/01/26,2009/12/11
에스케이(주),34730,2011/12,2009/11/11,1991/04/13
에스케이가스(주),18670,2011/12,1997/08/27,1985/12/20
에스케이네트웍스(주),1740,2011/12,1977/06/30,1956/03/24
에스케이디스커버리(주),6120,2011/12,1976/06/29,1969/07/01
에스케이디앤디(주),210980,2015/12,2015/06/23,2004/04/27
에스케이렌터카(주),68400,2012/12,2012/07/27,1988/06/03
에스케이씨(주),11790,2011/12,1997/07/18,1973/07/16
에스케이케미칼(주),285130,2018/12,2018/01/05,2017/12/01
에스케이텔레콤(주),17670,2011/12,1989/11/07,1984/04/20
에스케이하이닉스(주),660,2011/12,1996/12/26,1949/10/15
에스텍(주),69510,2011/12,2003/11/14,1999/09/16
에스트래픽(주),234300,2017/12,2017/12/05,2013/01/25
에스티팜(주),237690,2016/12,2016/06/23,2008/08/18
에스퓨얼셀(주),288620,2018/12,2018/10/15,2014/02/28
에쓰-오일(주),10950,2011/12,1987/05/27,1976/01/06
에쓰씨엔지니어링(주),23960,2011/12,1997/06/23,1971/01/14
에어부산(주),298690,2018/12,2018/12/27,2007/08/31
에이비엘바이오(주),298380,2018/12,2018/12/19,2016/02/16
에이에프더블류(주),312610,2019/12,2019/07/01,1998/09/16
에이치디씨(주),12630,2011/12,1996/10/16,1977/10/14
에이치디씨랩스(주),39570,2015/12,2015/09/24,1999/09/17
에이치디씨현대산업개발(주),294870,2018/12,2018/06/12,2018/05/02
에이치디씨현대이피(주),89470,2011/12,2006/09/25,2000/01/15
에이치에스디엔진(주),82740,2011/12,2011/01/04,1999/12/30
에이치엘비(주),28300,2011/12,1996/07/27,1985/10/31
에이치엘비글로벌(주),3580,2011/12,1990/03/23,1962/09/24
에이치엘비생명과학(주),67630,2011/12,2008/11/25,1998/07/24
에이치엘비제약(주),47920,2015/12,2015/12/21,1998/04/23
에이치엘비테라퓨틱스(주),115450,2011/12,2010/03/26,2000/06/07
에이치엠엠(주),11200,2011/12,1995/10/05,1976/03/25
에이케이홀딩스(주),6840,2011/12,1999/08/11,1970/10/13
에이테크솔루션(주),71670,2011/12,2009/04/17,2001/08/20
에이프로젠제약(주),3060,2011/12,1984/10/19,1960/12/03
에이피시스템(주),265520,2017/12,2017/04/07,2017/03/02
에이피에스홀딩스(주),54620,2011/12,2001/12/04,1996/08/29
에이피위성(주),211270,2016/12,2016/03/04,2011/02/01
에이피티씨(주),89970,2018/12,2018/08/23,2002/02/25
에코바이오홀딩스(주),38870,2011/12,2001/05/29,1997/08/04
에코캡(주),128540,2018/12,2018/12/05,2007/08/16
에코플라스틱(주),38110,2011/12,2000/03/23,1984/06/01
에프엔에스테크(주),83500,2017/12,2017/02/27,2002/03/18
엑스큐어(주),70300,2011/12,2010/06/09,2000/09/15
엔브이에이치코리아(주),67570,2013/12,2013/12/03,1984/01/17
엔시트론(주),101400,2011/12,2009/03/31,2000/04/04
엔에이치엔(주),181710,2013/12,2013/08/29,2013/08/01
엔에이치엔한국사이버결제(주),60250,2011/12,2002/01/08,1994/12/28
엔피씨(주),4250,2011/12,1969/09/08,1965/05/29
엘브이엠씨홀딩스(주),900140,2011/12,2010/11/30,2009/06/16
엘비세미콘(주),61970,2011/12,2011/01/31,2000/02/10
엘아이지넥스원(주),79550,2015/12,2015/10/02,1998/02/25
엘에스전선아시아(주),229640,2016/12,2016/09/22,2015/05/15
엘지디스플레이(주),34220,2011/12,2004/07/23,1985/02/27
엘지전자(주),66570,2011/12,2002/04/22,2002/04/01
엘컴텍(주),37950,2011/12,2000/08/24,1991/09/13
엘티씨(주),170920,2013/12,2013/10/08,2007/11/23
엠에프엠코리아(주),323230,2019/12,2019/06/19,2019/04/04
엠케이전자(주),33160,2011/12,1997/11/10,1982/12/16
영보화학(주),14440,2011/12,1997/08/27,1979/12/11
영신금속공업(주),7530,2011/12,1994/08/05,1971/12/01
영진약품(주),3520,2011/12,1973/06/25,1962/07/16
영풍정밀(주),36560,2011/12,1999/12/28,1983/01/20
영풍제지(주),6740,2011/12,1996/07/03,1970/07/18
영화금속(주),12280,2011/12,1990/01/25,1977/06/07
영화테크(주),265560,2017/12,2017/10/26,2000/08/08
예스이십사(주),53280,2011/12,2008/05/07,1999/04/01
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2015/12,2016/11/04,2012/11/27
오로라월드(주),39830,2011/12,2001/01/03,1985/09/25
오상자이엘(주),53980,2011/12,2002/04/09,1993/03/12
오성첨단소재(주),52420,2011/12,2001/08/07,1994/06/22
오션브릿지(주),241790,2016/12,2016/12/01,2012/03/02
오스템임플란트(주),48260,2011/12,2007/02/07,1997/01/08
올리패스(주),244460,2019/12,2019/09/20,2006/11/16
올릭스(주),226950,2018/12,2018/07/18,2010/02/26
옴니시스템(주),57540,2011/12,2007/09/19,1997/02/17
옵티시스(주),109080,2011/12,2011/07/12,1999/11/29
와이더블유(주),51390,2011/12,2001/11/15,1995/07/26
와이아이케이(주),232140,2015/12,2015/12/24,2015/10/22
와이엠씨(주),155650,2012/12,2012/11/15,2008/02/12
와이엠티(주),251370,2017/12,2017/04/27,1999/02/11
와토스코리아(주),79000,2011/12,2005/11/15,1997/06/13
우리바이오(주),82850,2011/12,2005/07/29,2000/05/25
우리산업(주),215360,2015/12,2015/05/06,2015/04/01
우리산업홀딩스(주),72470,2011/12,2003/10/28,1989/02/27
우리손에프앤지농업회사법인(주),73560,2016/12,2016/07/27,2001/02/22
우리엔터프라이즈(주),37400,2011/12,1999/12/16,1966/01/18
우리이앤엘(주),153490,2013/12,2013/02/05,2008/06/09
우림피티에스(주),101170,2011/12,2009/04/28,2000/03/01
우수AMS(주),66590,2011/12,2003/02/12,1995/06/13
우원개발(주),46940,2011/12,2002/06/18,1998/10/28
우진비앤지(주),18620,2011/12,2008/05/20,1985/12/17
원텍(주),336570,2019/12,2019/12/19,2019/09/16
원풍물산(주),8290,2011/12,1997/07/18,1972/12/20
웰바이오텍(주),10600,2011/12,1997/07/18,1975/04/19
웹케시(주),53580,2019/12,2019/01/25,1999/07/08
위즈코프(주),38620,2011/12,2000/05/04,1995/03/06
윈텍(주),320000,2019/12,2019/09/18,2019/03/05
윙입푸드홀딩스,900340,2018/12,2018/11/30,2015/04/24
유네코(주),64510,2018/12,2018/03/15,1982/08/05
유니셈(주),36200,2011/12,1999/12/10,1988/11/15
유니슨(주),18000,2011/12,1996/01/10,1984/09/24
유니온머티리얼(주),47400,2011/12,2009/09/29,2000/06/30
유니퀘스트(주),77500,2011/12,2004/08/05,1995/11/25
유비벨록스(주),89850,2011/12,2010/06/18,2000/09/01
유성기업(주),2920,2011/12,1988/10/10,1960/03/15
유아이엘(주),49520,2011/12,2001/08/02,1982/06/17
유엔젤(주),72130,2011/12,2003/07/01,1999/07/14
유진기업(주),23410,2011/12,1994/10/07,1984/06/13
율촌화학(주),8730,2011/12,1988/08/30,1973/05/01
이건산업(주),8250,2011/12,1988/10/21,1972/12/07
이구산업(주),25820,2011/12,1995/08/18,1971/01/16
이노시스(주),56090,2015/12,2015/11/12,1997/08/21
이니텍(주),53350,2011/12,2001/11/15,1997/06/13
이스트아시아홀딩스인베스트먼트리미티드,900110,2011/12,2010/04/23,2009/07/22
이엠코리아(주),95190,2011/12,2007/10/29,2003/03/20
이연제약(주),102460,2011/12,2010/06/10,1964/11/25
이원다이애그노믹스(주),245620,2018/12,2018/06/26,2013/05/06
이원컴포텍(주),88290,2011/12,2009/12/01,1994/11/18
이지케어텍(주),99750,2019/03,2019/03/22,2001/02/07
이트론(주),96040,2011/12,2008/01/25,1999/11/08
이화공영(주),1840,2011/12,1994/11/23,1956/08/30
이화산업(주),760,2011/03,1994/04/29,1950/03/29
이화전기공업(주),24810,2011/12,1994/12/29,1965/06/03
인베니아(주),79950,2011/12,2005/02/04,2001/01/26
인선이엔티(주),60150,2011/12,2002/06/14,1997/11/06
인지컨트롤스(주),23800,2011/12,1997/06/23,1978/01/31
인천도시가스(주),34590,2011/12,2006/11/07,1983/03/07
인크로스(주),216050,2016/12,2016/10/31,2007/08/13
인탑스(주),49070,2011/12,2002/02/21,1975/09/02
인터지스(주),129260,2011/12,2011/12/16,1956/02/23
인포뱅크(주),39290,2011/12,2006/07/04,1995/06/14
인화정공(주),101930,2011/12,2010/10/22,1999/01/08
일동제약(주),249420,2016/12,2016/08/31,2016/08/03
일동홀딩스(주),230,2011/12,1975/06/23,1941/03/14
일성건설(주),13360,2011/12,1989/12/02,1978/06/23
일성신약(주),3120,2011/12,1985/01/14,1961/02/15
일신방직(주),3200,2011/12,1973/05/22,1951/11/03
일양약품(주),7570,2011/03,1974/08/28,1946/07/01
일정실업(주),8500,2011/12,1994/08/12,1973/02/26
일진다이아몬드(주),81000,2011/12,2004/12/22,2004/12/02
일진디스플레이(주),20760,2011/12,2002/01/09,1994/04/01
일진머티리얼즈(주),20150,2011/12,2011/03/10,1987/08/11
일진전기(주),103590,2011/12,2008/08/01,2008/07/02
일진홀딩스(주),15860,2011/12,1990/03/22,1982/01/27
잉글우드랩(주),950140,2016/12,2016/10/14,2015/08/20
자이글(주),234920,2016/12,2016/09/06,2008/12/30
자이에스앤디(주),317400,2019/12,2019/11/06,2000/04/08
자화전자(주),33240,2011/12,1999/01/06,1981/04/25
재영솔루텍(주),49630,2011/12,2003/01/24,1984/12/20
전방(주),950,2011/12,1968/10/21,1953/02/23
