,매출액증가율,2,3
7950,-85.28,-85.28,11111111.11
7951,18.86,18.86,11111111.11
7952,18.13,18.13,11111111.11
7953,17.59,17.59,11111111.11
7954,6.23,6.23,11111111.11
7955,4.18,4.18,11111111.11
7956,3.2,3.2,11111111.11
7957,16.19,4406.2,3265.99
7958,38.64,12.16,38.64
7959,23.31,22.24,23.31
7960,5.76,-0.24,5.76
7961,-8.99,-9.29,-8.99
7962,12.92,17.15,12.92
7963,-3.86,-24.73,-3.86
7964,17.9,3.01,17.9
7965,24.35,5.16,24.35
7966,24.09,-73.53,-88.35
7967,-19.94,-19.99,-19.94
7968,18.94,18.52,18.94
7969,21.56,22.46,21.56
7970,12.17,13.27,12.17
7971,53.1,53.31,53.1
7972,14.49,14.36,14.49
7973,-26.39,-26.38,-26.39
7974,-33.77,-33.86,-33.77
7975,-7.51,-83.94,-83.71
7976,88.42,89.76,88.42
7977,-3.77,-3.91,-3.77
7978,54.81,55.9,54.81
7979,118.65,119.65,118.65
7980,-16.55,-19.35,-16.55
7981,-72.68,-75.78,-72.68
7982,25.92,39.1,25.92
7983,46.19,51.81,46.19
7984,51.24,-28.27,-79.09
7985,21.66,21.66,11111111.11
7986,18.53,17.53,18.53
7987,18.01,17.76,18.01
7988,30.48,28.62,30.48
7989,-100.0,-100.0,-100.0
7990,-100.0,-100.0,-100.0
7991,-29.03,inf,inf
7992,-39.16,-39.16,11111111.11
7993,48.83,49.91,48.83
7994,37.87,34.47,37.87
7995,5.9,-2.71,5.9
7996,-7.81,-14.43,-7.81
7997,-3.88,14.67,-89.28
7998,5.41,5.41,11111111.11
7999,21.14,21.14,11111111.11
8000,8.65,8.65,11111111.11
8001,-12.09,-12.09,11111111.11
8002,-16.03,-16.03,11111111.11
8003,18.96,18.96,11111111.11
8004,23.19,23.19,11111111.11
8005,20.75,20.75,11111111.11
8006,5.44,-88.19,92.23
8007,8.27,8.55,8.27
8008,9.35,6.47,9.35
8009,-15.2,-14.02,-15.2
8010,36.58,38.0,36.58
8011,10.09,-11.6,10.09
8012,9.68,5.22,9.68
8013,-4.67,330.24,230.48
8014,9.99,9.99,9.99
8015,18.4,208.72,285.19
8016,3.33,-10.97,3.33
8017,4.72,37.17,4.72
8018,3.08,2.54,3.08
8019,5.27,1.26,5.27
8020,-6.18,-9.74,-6.18
8021,29.37,50.86,29.37
8022,6.84,3.78,6.84
8023,46.96,53.59,46.96
8024,-97.92,-97.88,-97.92
8025,2.53,-3.6,2.53
8026,-4.02,-4.62,-4.02
8027,57.56,34.89,57.56
8028,-17.82,-34.98,-17.82
8029,46.74,46.74,-62.25
8030,28.37,28.37,11111111.11
8031,1669.3,232.87,1669.3
8032,-25.16,-50.41,-25.16
8033,9.08,-26.65,9.08
8034,29.11,17.49,29.11
8035,-18.68,11.06,-18.68
8036,5.44,3.07,5.44
8037,-10.31,5.47,-10.31
8038,-51.48,-3.0,-51.48
8039,0.25,23.66,0.25
8040,2.42,-11.04,2.42
8041,25.7,36.85,25.7
8042,-1.55,-3.86,-1.55
8043,-2.47,-0.95,-2.47
8044,-13.26,-17.76,-13.26
8045,-6.16,-9.07,-6.16
8046,-2.52,-8.56,-2.52
8047,13.15,15.65,13.15
8048,11.65,18.86,11.65
8049,22.89,-8.88,237.96
8050,32.1,31.97,32.1
8051,-26.7,-14.89,-26.7
8052,16.2,88.97,16.2
8053,2.59,-5.68,2.59
8054,-42.27,31.97,-42.27
8055,-19.11,-21.09,-19.11
8056,-25.89,-27.53,-25.89
8057,3.55,-11.7,3.55
8058,-2.57,22.99,52.97
8059,-25.17,-65.27,-25.17
8060,-20.47,109.26,-20.47
8061,-46.14,-37.22,-46.14
8062,18.27,18.0,18.27
8063,-7.43,13.21,5.56
8064,8.31,8.31,8.31
8065,-15.44,-18.81,-15.44
8066,-12.52,-14.52,-12.52
8067,6.12,8.47,6.12
8068,-8.64,-7.57,-8.64
8069,1.06,4.29,1.06
8070,55.2,-14.61,55.2
8071,0.62,-9.36,0.62
8072,30.72,-60.79,-80.16
8073,22.31,21.62,22.31
8074,34.48,35.05,34.48
8075,27.15,29.51,27.15
8076,24.31,20.59,24.31
8077,56.21,718.71,719.49
8078,104.99,117.13,104.99
8079,25.94,29.57,25.94
8080,-29.99,-27.75,-29.99
8081,4.67,6.07,4.67
8082,-1.79,-1.57,-1.79
8083,-0.01,-0.91,-0.01
8084,0.65,-1.49,0.65
8085,57.52,61.43,57.52
8086,2.06,-99.29,-99.11
8087,-3.28,-3.28,11111111.11
8088,3.18,-5.17,3.18
8089,23.71,14.77,23.71
8090,84.16,125.21,84.16
8091,-6.14,-3.7,-6.14
8092,-38.7,-61.35,-38.7
8093,2.33,-3.88,2.33
8094,35.98,46.85,35.98
8095,51.02,180.79,61.78
8096,0.53,11111111.11,11111111.11
8097,24.29,24.83,24.29
8098,12.17,11.84,12.17
8099,12.02,12.89,12.02
8100,3.67,4.24,3.67
8101,9.29,5.89,9.29
8102,7.99,6.52,7.99
8103,-0.74,-5.47,-0.74
8104,14.7,2.79,14.7
8105,5.38,-52.49,-24.58
8106,21.14,1.49,21.14
8107,-1.83,-2.1,-1.83
8108,-1.96,-10.58,-1.96
8109,3.73,-0.25,3.73
8110,-15.25,-5.24,-15.25
8111,-6.88,7.28,-6.88
8112,9.91,12.2,9.91
8113,5.34,16.87,5.34
8114,-5.31,-93.98,-96.58
8115,1.19,-0.25,1.19
8116,-22.43,-22.43,-66.95
8117,-1.93,-1.93,11111111.11
8118,-1.66,-1.66,11111111.11
8119,16.04,16.04,11111111.11
8120,19.37,19.37,11111111.11
8121,-15.39,-15.39,11111111.11
8122,31.11,31.11,11111111.11
8123,80.58,-14.78,194.29
8124,15.35,18.51,15.35
8125,-28.13,-28.42,-28.13
8126,26.63,27.01,26.63
8127,-38.9,-39.5,-38.9
8128,68.44,69.66,68.44
8129,19.85,20.24,19.85
8130,-68.8,-69.1,-68.8
8131,204.41,204.36,204.41
8132,-60.83,-96.31,-72.37
8133,62.36,62.36,11111111.11
8134,139.36,139.36,11111111.11
8135,-49.27,-49.27,11111111.11
8136,2398.15,9533.47,2398.15
8137,-20.04,-20.04,-96.0
8138,-2.19,-2.19,11111111.11
8139,1.31,1.31,11111111.11
8140,10.78,10.78,11111111.11
8141,-4.94,-4.94,11111111.11
8142,24.99,24.99,11111111.11
8143,9.05,9.05,11111111.11
8144,-3.46,-3.46,11111111.11
8145,3542.88,20.32,3542.88
8146,32.41,24.27,32.41
8147,13.24,-99.38,-97.93
8148,11.32,11.32,11111111.11
8149,2.7,2.7,11111111.11
8150,20.1,20.1,11111111.11
8151,-53.36,-53.36,11111111.11
8152,21.37,3654.78,0.0
8153,-23.42,-23.42,11111111.11
8154,1.09,1.09,11111111.11
8155,-1.81,-1.81,11111111.11
8156,-12.57,-12.57,11111111.11
8157,1.95,1.95,11111111.11
8158,17.9,17.9,11111111.11
8159,2.64,2.64,11111111.11
8160,-7.01,-7.01,11111111.11
8161,20.43,1807.09,8958.03
8162,12.12,3.51,12.12
8163,6.97,3.25,6.97
8164,-11.77,-12.3,-11.77
8165,-21.07,-12.66,-21.07
8166,3.13,4.15,3.13
8167,9.65,9.55,9.65
8168,-2.47,-2.54,-2.47
8169,4.61,4.69,4.61
8170,-30.98,-35.74,-30.98
8171,43.24,2.68,43.24
8172,-5.46,45.97,-5.46
8173,-50.77,-52.11,-50.77
8174,-17.86,-20.59,-17.86
8175,-27.29,-24.52,-27.29
8176,-0.47,-0.47,-95.83
8177,16.73,16.73,11111111.11
8178,-4.08,-4.08,11111111.11
8179,21.14,6397.63,175014.61
8180,-9.69,-9.31,-9.69
8181,-2.63,-2.41,-2.63
8182,19.28,20.1,19.28
8183,-14.12,-15.33,-14.12
8184,-5.9,-8.67,-5.9
8185,36.86,35.51,36.86
8186,11.53,11.57,11.53
8187,-2.98,-2.42,-2.98
8188,7.24,-93.69,-93.92
8189,1254789.63,11111111.11,11111111.11
8190,6.66,4.38,6.66
8191,-8.48,-10.34,-8.48
8192,41.01,39.6,41.01
8193,9.19,10.82,9.19
8194,-43.73,-41.25,-43.73
8195,1254789.63,11111111.11,11111111.11
8196,1254789.63,11111111.11,11111111.11
8197,-76.19,-74.71,-76.19
8198,7.18,11111111.11,11111111.11
8199,25.99,25.99,11111111.11
8200,-0.56,-0.56,11111111.11
8201,15.33,-45.27,-57.88
8202,39.71,39.99,39.71
8203,16.39,20.28,16.39
8204,-26.82,-26.33,-26.82
8205,-45.04,-49.18,-45.04
8206,-41.16,-55.55,-41.16
8207,15.39,52.65,15.39
8208,48.07,69.28,48.07
8209,-6.63,-21.81,-6.63
8210,306.74,209.66,-47.21
8211,19.66,19.66,11111111.11
8212,-4.97,-4.97,11111111.11
8213,-20.48,-20.48,11111111.11
8214,-18.57,-22.02,-18.57
8215,-1.69,-0.1,-1.69
8216,-0.59,-2.17,-0.59
8217,14.91,17.91,14.91
8218,-4.76,-4.47,-4.76
8219,24.82,24.82,24.82
8220,22.32,22.44,22.32
8221,32.84,-2.07,33.23
8222,14.3,10.56,14.3
8223,-3.89,-7.91,-3.89
8224,0.41,-7.98,0.41
8225,8.02,4.1,8.02
8226,5.22,12.18,5.22
8227,8.0,4.98,8.0
8228,5.92,-10.76,5.92
8229,16.28,14.73,16.28
8230,95.44,-60.62,-92.28
8231,-5.36,-5.36,11111111.11
8232,1.4,-2.34,1.4
8233,-44.37,-44.37,-60.57
8234,-4.27,-4.27,11111111.11
8235,31.58,31.58,11111111.11
8236,13.2,13.2,11111111.11
8237,15.89,15.89,11111111.11
8238,-6.21,-7.5,-6.21
8239,7.69,201.81,5757.44
8240,6.37,-23.34,6.37
8241,4.38,1.73,4.38
8242,10.28,36.25,10.28
8243,10.03,-12.84,10.03
8244,9.97,6.62,9.97
8245,10.22,6.39,10.22
8246,1.51,5.49,1.51
8247,4.82,2.4,4.82
8248,20.29,-2.85,-99.53
8249,14.08,14.08,11111111.11
8250,0.76,0.76,11111111.11
8251,3.75,3.75,11111111.11
8252,-2.38,-3.28,-2.38
8253,-3.41,-2.74,-3.41
8254,-3.47,-3.51,-3.47
8255,-5.16,-4.93,-5.16
8256,3.05,1.62,3.05
8257,6.41,2757.52,3437.35
8258,0.66,2.06,0.66
8259,4.2,1.34,4.2
8260,-0.72,-5.45,-0.72
8261,-6.02,-9.03,-6.02
8262,0.43,-0.31,0.43
8263,4.0,10.95,4.0
8264,-5.79,-4.2,-5.79
8265,-11.65,-13.03,-11.65
8266,-43.01,-94.68,-91.79
8267,14.05,-0.03,14.05
8268,20.73,11.59,20.73
8269,-1.48,7.89,-1.48
8270,-0.37,-4.11,-0.37
8271,9.37,-2.83,9.37
8272,5.77,5.06,5.77
8273,-2.76,-0.31,-2.76
8274,-13.61,-13.29,-13.61
8275,12.34,-98.4,-95.8
8276,50.3,50.3,11111111.11
8277,87.95,10.42,87.95
8278,44.91,49.24,44.91
8279,5.44,598.29,387.68
8280,7.99,12.94,7.99
8281,9.39,7.68,9.39
8282,-5.68,-0.65,-5.68
8283,-12.92,-0.91,-12.92
8284,17.34,10.59,17.34
8285,7.62,11.72,7.62
8286,-33.03,-28.43,-33.03
8287,-10.12,-4.9,-10.12
8288,-62.18,-60.74,-62.18
8289,1254789.63,11111111.11,11111111.11
8290,-4.52,-2.15,-4.52
8291,-53.65,-57.84,-53.65
8292,-28.1,-22.98,-28.1
8293,51.01,47.21,51.01
8294,55.89,62.74,55.89
8295,-34.55,11111111.11,11111111.11
8296,43.23,43.23,11111111.11
8297,-18.42,-22.91,-18.42
8298,39.96,46.28,39.96
8299,-18.85,-20.12,-18.85
8300,26.29,27.05,26.29
8301,57.95,63.15,57.95
8302,2.8,2.99,2.8
8303,16.74,16.6,16.74
8304,13.66,-82.07,-81.79
8305,17.8,21.43,17.8
8306,-8.77,-8.65,-8.77
8307,-14.92,-14.88,-14.92
8308,-18.03,-18.0,-18.03
8309,-17.48,-17.0,-17.48
8310,41.54,41.21,41.54
8311,-4.84,-5.26,-4.84
8312,-32.38,-32.15,-32.38
8313,3.77,205.66,-39.76
8314,29.75,29.75,11111111.11
8315,-24.9,-24.9,11111111.11
8316,37.67,37.67,11111111.11
8317,-40.31,-40.31,11111111.11
8318,80.17,6.32,80.17
8319,-55.64,-24.83,-55.64
8320,-4.82,-42.72,-4.82
8321,-44.53,-41.53,-44.53
8322,15.35,17.33,15.35
8323,17.03,-3.53,17.03
8324,11.48,-1.87,11.48
8325,-17.97,-3.21,-17.97
8326,6.39,1.62,6.39
8327,11.97,32.53,11.97
8328,-20.52,-8.07,-20.52
8329,5.15,1.07,5.15
8330,1.38,-39.36,1.38
8331,-27.33,51.56,-27.33
8332,-21.13,-32.21,-21.13
8333,-7.66,-2.3,-7.66
8334,-4.67,-9.26,-4.67
8335,127.49,196.09,127.49
8336,-32.32,-34.44,-32.32
8337,53.59,62.44,53.59
8338,-76.77,-76.77,-76.77
8339,34.41,34.41,34.41
8340,-23.71,19.04,108.32
8341,-3.72,0.43,-3.72
8342,-21.54,-24.96,-21.54
8343,0.72,0.72,-19.54
8344,9.34,9.34,11111111.11
8345,36.26,36.26,11111111.11
8346,0.94,0.94,11111111.11
8347,-0.92,-0.92,11111111.11
8348,374.23,374.23,11111111.11
8349,-43.37,-96.68,-82.13
8350,102.72,11111111.11,11111111.11
8351,10.55,10.55,11111111.11
8352,-6.15,-6.15,-6.15
8353,-10.75,-10.75,-10.75
8354,-16.05,-16.05,-85.78
8355,-13.9,-13.9,11111111.11
8356,8.3,8.3,11111111.11
8357,23.35,23.35,11111111.11
8358,-25.72,-25.72,11111111.11
8359,8.99,216.68,0.0
8360,-0.02,-0.02,11111111.11
8361,-15.37,-15.37,11111111.11
8362,15.94,15.94,11111111.11
8363,13.6,13.6,11111111.11
8364,5.27,5.27,11111111.11
8365,9.26,9.26,11111111.11
8366,5.56,5.56,11111111.11
8367,16.06,16.06,11111111.11
8368,-7.83,-72.38,1200.06
8369,-34.28,-9.32,-34.28
8370,0.61,-5.13,0.61
8371,-15.66,-16.84,-15.66
8372,-37.92,-46.92,-37.92
8373,-18.31,-40.49,-18.31
8374,371.12,26.63,22.43
8375,-12.44,-4.26,-12.44
8376,-18.87,222.46,112.67
8377,-41.92,-28.7,-41.92
8378,-42.42,-40.25,-42.42
8379,-50.12,-35.37,-50.12
8380,39.56,5.6,39.56
8381,-12.2,-4.98,-12.2
8382,-17.11,-24.0,-17.11
8383,-56.16,-54.72,-56.16
8384,35.69,26.56,35.69
8385,461.85,568.49,461.85
8386,56.8,51.28,56.8
8387,27.74,27.74,27.74
8388,-13.57,-12.4,-13.57
8389,18.87,19.39,18.87
8390,37.98,42.16,37.98
8391,71.38,59.51,71.38
8392,25.21,24.76,25.21
8393,10.7,-81.39,-96.54
8394,6.0,6.0,11111111.11
8395,20.21,20.21,11111111.11
8396,0.56,0.56,11111111.11
8397,-0.05,-0.05,11111111.11
8398,2.18,2.18,11111111.11
8399,-11.87,-11.87,11111111.11
8400,-7.85,-7.85,11111111.11
8401,-11.72,-11.72,11111111.11
8402,151.23,151.23,0.0
8403,-13.75,-13.75,11111111.11
8404,2.99,2.99,11111111.11
8405,-4.95,-4.95,11111111.11
8406,-12.0,-12.0,11111111.11
8407,-2.49,-2.49,11111111.11
8408,35.87,35.87,11111111.11
8409,11.15,11.15,11111111.11
8410,-5.28,-5.28,11111111.11
8411,14.4,-28.05,0.0
8412,8.83,8.83,11111111.11
8413,1.67,1.67,11111111.11
8414,-7.47,-7.47,11111111.11
8415,0.09,0.09,11111111.11
8416,1.11,1.11,11111111.11
8417,-6.99,-6.99,11111111.11
8418,2.65,2.65,11111111.11
8419,-1.82,-1.82,11111111.11
8420,27.58,-51.04,0.0
8421,-14.3,11111111.11,11111111.11
8422,-30.85,-30.85,-89.54
8423,-25.3,-25.3,11111111.11
8424,-31.01,-31.01,11111111.11
8425,-6.61,-6.61,11111111.11
8426,56.12,691.49,2468.27
8427,-80.55,-80.16,-80.55
8428,152.9,152.86,152.9
8429,3.8,61.01,90.76
8430,14.95,14.67,14.95
8431,14.55,14.82,14.55
8432,9.3,5.99,9.3
8433,19.19,14.14,19.19
8434,29.63,7.16,29.63
8435,14.57,15.26,14.57
8436,21.39,21.91,21.39
8437,-7.86,-14.6,-7.86
8438,-98.54,54.33,-98.54
8439,4.64,4.64,11111111.11
8440,5.55,5.55,11111111.11
8441,-4.43,-4.43,11111111.11
8442,5.39,5.38,5.39
8443,3.88,3.47,3.88
8444,5.0,5.4,5.0
8445,-4.47,-4.44,-4.47
8446,-2.74,-2.8,-2.74
8447,11.91,-98.51,760.49
8448,6.1,3.08,6.1
8449,-0.09,6.18,-0.09
8450,70.02,73.61,-99.85
8451,-21.48,-21.48,11111111.11
8452,-13.62,-17.57,-13.62
8453,17.16,-0.66,17.16
8454,12.11,-2.93,12.11
8455,-0.98,-5.8,-0.98
8456,-44.8,-17.17,-44.8
8457,1254789.63,11111111.11,11111111.11
8458,-18.33,-18.33,11111111.11
8459,-8.76,-8.93,-8.76
8460,40.75,40.37,40.75
8461,-11.54,-11.68,-11.54
8462,117.8,114.46,117.8
8463,8.41,6.15,8.41
8464,-26.69,-30.49,-26.69
8465,73.11,-59.28,-63.0
8466,-2.68,-2.68,-2.68
8467,-9.51,-9.51,-9.51
8468,-19.56,-19.56,-19.56
8469,52.36,52.36,52.36
8470,-39.76,-39.76,-39.76
8471,34.43,24.12,34.43
8472,-53.78,-49.94,-53.78
8473,-34.39,-34.39,-34.39
8474,57.78,1431.17,-15.6
8475,29.66,29.66,11111111.11
8476,-33.53,-33.53,11111111.11
8477,9.84,9.84,11111111.11
8478,-30.38,-30.38,11111111.11
8479,12.11,12.11,11111111.11
8480,42.15,42.15,11111111.11
8481,-19.45,-18.81,-19.45
8482,25.63,24.17,25.63
8483,4.84,-67.55,-94.81
8484,-22.23,-22.23,11111111.11
8485,20.99,20.99,11111111.11
8486,-12.71,-12.71,11111111.11
8487,-15.48,-15.48,11111111.11
8488,14.02,14.02,11111111.11
8489,20.45,20.45,11111111.11
8490,0.51,0.51,11111111.11
8491,-5.0,-5.0,11111111.11
8492,-3.05,95.11,1008.78
8493,-5.1,-5.25,-5.1
8494,-17.17,-17.11,-17.17
8495,-25.4,-24.91,-25.4
8496,-24.53,-25.12,-24.53
8497,-24.56,-24.9,-24.56
8498,-8.66,-8.15,-8.66
8499,8.52,10.81,8.52
8500,-14.9,-10.12,-14.9
8501,-29.22,78.74,-67.98
8502,7.07,7.07,11111111.11
8503,-7.48,-7.48,11111111.11
8504,15.06,15.06,11111111.11
8505,7.29,7.29,11111111.11
8506,8.13,8.13,11111111.11
8507,15.5,15.5,11111111.11
8508,1.59,1.59,11111111.11
8509,8.47,8.47,11111111.11
8510,10.23,-89.41,250.89
8511,0.22,-11.09,0.22
8512,3.56,-5.04,3.56
8513,14.05,21.8,14.05
8514,4.36,-16.21,4.36
8515,19.36,-0.71,19.36
8516,-4.74,-7.54,-4.74
8517,10.0,25.14,10.0
8518,8.98,-7.2,8.98
8519,10.34,549.95,3.23
8520,-2.46,-3.44,-2.46
8521,-16.11,-20.27,-16.11
8522,5.24,4.62,5.24
8523,23.65,22.58,23.65
8524,4.31,1.69,4.31
8525,-13.86,-14.29,-13.86
8526,30.32,32.11,30.32
8527,-7.97,-5.57,-7.97
8528,-85.71,-85.42,-85.71
8529,1254789.63,11111111.11,11111111.11
8530,1254789.63,11111111.11,11111111.11
8531,1254789.63,11111111.11,11111111.11
8532,-8.44,-43.28,2760.6
8533,-22.43,-1.11,-22.43
8534,-3.39,-9.7,-3.39
8535,-20.42,-29.75,-20.42
8536,-21.28,18.29,-21.28
8537,-6.54,14.87,-6.54
8538,84.58,-8.95,84.58
8539,-8.99,-38.88,-8.99
8540,-7.34,10.41,-7.34
8541,-20.65,3291.8,-94.88
8542,1.54,1.54,11111111.11
8543,-5.39,-5.39,11111111.11
8544,-3.89,-3.89,11111111.11
8545,11.94,11.94,11111111.11
8546,8.36,8.36,11111111.11
8547,0.12,0.12,11111111.11
8548,-4.34,-4.34,11111111.11
8549,14.66,14.66,11111111.11
8550,-8.32,-50.74,1080.93
8551,24.45,51.41,24.45
8552,47.49,47.15,47.49
8553,-4.06,-4.42,-4.06
8554,4.97,5.08,4.97
8555,6.22,5.74,6.22
8556,-7.21,-6.87,-7.21
8557,-5.17,-4.9,-5.17
8558,20.6,20.86,20.6
8559,12.55,-56.9,-54.45
8560,19.1,19.1,-91.08
8561,-7.75,-7.75,11111111.11
8562,5.63,4.36,5.63
8563,-3.04,-5.26,-3.04
8564,11.82,11.51,11.82
8565,-14.59,-9.87,-14.59
8566,-0.1,-0.91,-0.1
8567,-5.34,-8.94,-5.34
8568,17.41,-81.75,-11.77
8569,-3.89,-15.9,-3.89
8570,-3.82,3.9,-3.82
8571,-4.33,-4.95,-4.33
8572,16.05,-0.67,16.05
8573,11.7,12.97,11.7
8574,25.08,29.24,25.08
8575,6.87,1.49,6.87
8576,-4.58,16.55,-4.58
8577,-96.72,-82.97,-96.72
8578,10.08,10.08,116.26
8579,10.11,10.11,11111111.11
8580,236.17,236.17,11111111.11
8581,-65.57,-65.57,11111111.11
8582,-37.87,-37.87,11111111.11
8583,115.02,115.02,11111111.11
8584,20.02,20.02,11111111.11
8585,-59.92,-59.92,11111111.11
8586,15.54,14904.2,-94.86
8587,-6.81,-6.81,11111111.11
8588,-13.02,-13.02,11111111.11
8589,-23.09,-23.09,11111111.11
8590,-35.3,-35.3,11111111.11
8591,-11.81,-11.81,11111111.11
8592,40.08,40.08,11111111.11
8593,5.4,5.4,11111111.11
8594,7.12,7.12,11111111.11
8595,1.02,-84.72,0.0
8596,-13.91,-13.91,11111111.11
8597,-4.28,-4.28,11111111.11
8598,-0.7,-0.7,11111111.11
8599,14.44,14.44,11111111.11
8600,5.61,5.61,11111111.11
8601,-3.57,-3.57,11111111.11
8602,-0.21,-0.21,11111111.11
8603,2.68,2.68,11111111.11
8604,-38.67,-55.42,0.0
8605,20.15,20.15,11111111.11
8606,-0.5,-0.5,11111111.11
8607,13.96,13.96,11111111.11
8608,28.26,28.26,11111111.11
8609,42.81,42.81,11111111.11
8610,3.43,3.43,11111111.11
8611,31.35,31.35,11111111.11
8612,-13.31,-13.31,11111111.11
8613,412.83,-25.07,412.83
8614,15.14,15.03,15.14
8615,9.43,4.43,9.43
8616,5.63,10.64,5.63
8617,12.01,10.99,12.01
8618,19.19,6.37,19.19
8619,32.46,5.45,32.46
8620,60.88,1.95,60.88
8621,47.97,3.85,47.97
8622,5.32,-69.09,-96.52
8623,-12.56,-12.56,11111111.11
8624,4.3,4.3,11111111.11
8625,-2.05,-2.05,11111111.11
8626,1.85,1.85,11111111.11
8627,2.2,2.2,11111111.11
8628,-4.31,-4.31,11111111.11
8629,-1.58,-1.58,11111111.11
8630,-4.5,-4.5,11111111.11
8631,11.99,695.63,0.0
8632,2.3,2.3,11111111.11
8633,6.24,6.24,11111111.11
8634,-2.94,-2.94,11111111.11
8635,-7.71,-7.71,11111111.11
8636,1.99,1.99,11111111.11
8637,15.28,15.28,11111111.11
8638,-5.54,-5.54,11111111.11
8639,-8.3,-8.3,11111111.11
8640,3.73,62.63,2898.55
8641,-5.56,-5.48,-5.56
8642,4.22,4.22,4.22
8643,6.21,6.21,-96.61
8644,2.92,2.92,11111111.11
8645,10.51,10.54,10.51
8646,5.51,4.34,5.51
8647,6.88,6.45,6.88
8648,5.88,5.98,5.88
8649,22.04,-89.63,-97.65
8650,9.11,11111111.11,11111111.11
8651,14.91,11.12,14.91
8652,0.82,-21.78,0.82
8653,-4.97,-3.93,-4.97
8654,-2.52,-3.86,-2.52
8655,-1.26,0.36,-1.26
8656,4.85,7.1,4.85
8657,-31.22,-19.89,-31.22
8658,-1.22,2.85,-1.22
8659,25.29,135.62,249.46
8660,10.95,11.22,10.95
8661,11.36,1.82,11.36
8662,-83.69,-99.7,-83.69
8663,-2.89,2684.0,-2.89
8664,12.23,129.96,12.23
8665,-7.89,6.44,-7.89
8666,-3.87,2.86,-3.87
8667,-9.95,-8.28,-9.95
8668,77.08,-79.03,-77.08
8669,13.28,24.46,13.28
8670,-11.92,-32.89,-11.92
8671,-9.38,-15.5,-9.38
8672,0.86,16.39,0.86
8673,1.34,-2.22,1.34
8674,18.8,5.53,18.8
8675,3.43,14.46,3.43
8676,41.85,-19.43,41.85
8677,-1.07,-68.34,-85.25
8678,-7.58,-10.88,-7.58
8679,-26.54,-18.27,-26.54
8680,-10.9,-8.63,-10.9
8681,-15.79,-10.34,-15.79
8682,38.8,40.89,38.8
8683,27.89,21.23,27.89
8684,1.37,-6.66,1.37
8685,9.31,7.6,9.31
8686,13.69,1951.91,1529.07
8687,10.42,8.37,10.42
8688,28.56,30.32,28.56
8689,31.59,32.38,31.59
8690,29.09,28.88,29.09
8691,13.1,13.73,13.1
8692,6.61,6.41,6.61
8693,-6.5,-6.38,-6.5
8694,-11.93,-13.12,-11.93
8695,11.96,-68.8,-70.04
8696,-2.45,-2.29,-2.45
8697,-5.15,-5.5,-5.15
8698,11.49,10.07,11.49
8699,17.5,20.86,17.5
8700,15.44,15.43,15.44
8701,72.57,7.83,72.57
8702,5.74,0.1,5.74
8703,-3.03,29.73,-3.03
8704,21.64,-71.99,-76.42
8705,7.35,5.45,7.35
8706,-0.57,-2.6,-0.57
8707,6.01,-2.87,6.01
8708,9.49,4.42,9.49
8709,25.1,8.83,25.1
8710,13.29,8.25,13.29
8711,11.58,19.74,11.58
8712,0.96,-1.83,0.96
8713,21.88,-57.07,-70.64
8714,9.68,9.68,9.68
8715,23.65,23.65,23.65
8716,0.56,0.56,0.56
8717,2.65,1.7,2.65
8718,-2.54,-2.04,-2.54
8719,8.06,8.34,8.06
8720,16.73,14.57,16.73
8721,-11.11,-11.75,-11.11
8722,-95.79,-95.67,-95.79
8723,1254789.63,11111111.11,11111111.11
8724,1254789.63,11111111.11,11111111.11
8725,1254789.63,11111111.11,11111111.11
8726,-43.87,-43.87,11111111.11
8727,2085.92,992.26,2085.92
8728,8.47,7.1,8.47
8729,22.09,22.63,22.09
8730,11.51,12.24,11.51
8731,21.75,21.76,21.75
8732,7.15,6.95,7.15
8733,12.81,12.82,12.81
8734,7.19,6.75,7.19
8735,2.04,1.03,2.04
8736,-98.08,-97.98,-98.08
8737,1254789.63,11111111.11,11111111.11
8738,1254789.63,11111111.11,11111111.11
8739,-69.86,-69.82,-69.86
8740,106.37,106.0,106.37
8741,-23.68,-23.95,-23.68
8742,14.71,9.19,14.71
8743,123.24,119.03,123.24
8744,-48.65,-56.99,-48.65
8745,9.99,5732.42,5203.83
8746,3.36,1.5,3.36
8747,4.33,3.75,4.33
8748,2.21,4.08,2.21
8749,7.1,18.05,7.1
8750,7.5,2.71,7.5
8751,2.71,1.76,2.71
8752,7.62,6.48,7.62
8753,5.72,5.56,5.72
8754,0.1,-99.24,-48.79
8755,7.89,0.16,7.89
8756,5.17,20.36,5.17
8757,26.84,-8.66,26.84
8758,-14.99,0.94,-14.99
8759,-76.78,-24.61,-76.78
8760,202.26,-4.35,202.26
8761,4.33,-61.84,4.33
8762,-7.23,103.55,-7.23
8763,-72.5,72.4,-72.5
8764,158.92,184.25,158.92
8765,15.58,-0.42,15.58
8766,37.2,44.45,37.2
8767,16.01,-2.29,16.01
8768,13.5,5.18,13.5
8769,-7.77,5.31,-7.77
8770,-98.87,-80.34,-98.87
8771,22.96,15.55,22.96
8772,34.1,22.75,34.1
8773,-14.88,-29.05,-14.88
8774,-10.42,-20.59,-10.42
8775,193.94,-6.67,193.94
8776,122.01,-5.14,122.01
8777,-11.54,7.06,-11.54
8778,-30.34,-35.52,-30.34
8779,-9.62,209.14,-71.69
8780,15.34,16.72,15.34
