,매출액증가율,2,3
3038,-36.24,-43.23,-36.24
3039,37.76,-2.69,37.76
3040,-0.63,-0.69,-0.63
3041,-11.31,-28.98,-11.31
3042,-3.57,6.41,-3.57
3043,-44.77,-19.41,-44.77
3044,-23.94,-3.75,-23.94
3045,87.13,27.65,87.13
3046,-47.37,-33.61,-47.37
3047,-13.25,11.25,-13.25
3048,-0.38,-4.2,-0.38
3049,-32.38,-34.02,-32.38
3050,-14.49,-12.21,-14.49
3051,-44.65,-38.58,-44.65
3052,120.18,83.01,120.18
3053,-49.82,-46.01,-49.82
3054,65.28,29.35,65.28
3055,-38.0,-13.45,-38.0
3056,1254789.63,11111111.11,11111111.11
3057,-59.39,inf,-59.39
3058,-54.04,-54.04,146.24
3059,-8.89,573.38,58.87
3060,32.0,32.0,-37.05
3061,57.42,57.42,11111111.11
3062,-33.02,-33.02,11111111.11
3063,40.73,-35.84,40.73
3064,6.52,10.64,6.52
3065,32.24,29.19,32.24
3066,-24.12,-12.69,-24.12
3067,-0.4,-15.86,-0.4
3068,-68.63,-15.14,-68.63
3069,1254789.63,11111111.11,11111111.11
3070,1254789.63,11111111.11,11111111.11
3071,28.11,36.93,28.11
3072,-32.29,-33.23,-32.29
3073,11.61,4.57,11.61
3074,3.48,4280.94,4293.83
3075,14.91,13.92,14.91
3076,11.16,-95.69,-95.88
3077,1.02,5.76,1.02
3078,12.11,12.02,12.11
3079,26.75,29.2,26.75
3080,11.97,12.16,11.97
3081,40.25,39.94,40.25
3082,29.62,27.53,29.62
3083,8.11,7.67,8.11
3084,18.13,23.81,18.13
3085,21.82,434.95,431.08
3086,-24.57,-0.53,-24.57
3087,54.3,25.98,58.38
3088,12.98,-96.58,-98.99
3089,17.53,17.53,11111111.11
3090,-27.73,-27.73,11111111.11
3091,-24.92,-24.92,11111111.11
3092,18.4,18.4,11111111.11
3093,-17.61,-17.61,-17.61
3094,10.28,10.27,10.28
3095,-11.41,-11.78,-11.41
3096,2.63,2.53,2.63
3097,197.85,-76.87,-55.06
3098,83.55,83.55,11111111.11
3099,146.43,146.43,11111111.11
3100,221.6,221.6,11111111.11
3101,-12.65,-12.65,-86.57
3102,60.11,60.11,11111111.11
3103,23.13,23.13,11111111.11
3104,-6.25,-6.25,11111111.11
3105,-28.9,-28.9,11111111.11
3106,-1.83,-24.46,566.12
3107,8.57,-2.94,8.57
3108,-27.52,-29.5,-27.52
3109,-8.91,-6.67,-8.91
3110,135.77,159.96,135.77
3111,3.38,3.84,3.38
3112,-19.52,-20.2,-19.52
3113,-4.7,-3.67,-4.7
3114,-25.99,-26.85,-25.99
3115,-4.83,-58.41,-50.85
3116,8.86,13.34,8.86
3117,-10.77,-8.82,-10.77
3118,-14.0,-15.58,-14.0
3119,-25.58,-19.83,-25.58
3120,5.75,-2.92,5.75
3121,-2.16,-0.27,-2.16
3122,-2.89,-5.59,-2.89
3123,-4.87,-10.99,-4.87
3124,57.63,507.54,366.79
3125,-13.88,-14.5,-13.88
3126,-18.93,-18.95,-18.93
3127,100.9,-28.46,100.9
3128,11.06,-15.68,11.06
3129,45.77,27.25,45.77
3130,12.78,5.27,12.78
3131,22.03,-93.82,-39.94
3132,-3.23,-2.53,-3.23
3133,-33.86,-6.32,-33.86
3134,-27.29,15.45,-27.29
3135,-1.59,-15.92,-1.59
3136,12.06,14.56,12.06
3137,-6.19,-10.07,-6.19
3138,13.94,0.83,13.94
3139,-4.89,-1.87,-4.89
3140,81.26,1464.97,-36.5
3141,72.96,79.68,72.96
3142,22.61,21.47,22.61
3143,-33.42,-32.61,-33.42
3144,97.22,96.44,97.22
3145,-11.32,-10.98,-11.32
3146,-18.44,-18.44,-18.44
3147,-33.29,-33.29,-33.29
3148,14.8,14.77,14.8
3149,15.43,-79.33,-85.87
3150,0.84,0.84,11111111.11
3151,-0.75,-0.75,11111111.11
3152,-1.65,-1.65,11111111.11
3153,15.64,632.2,1034.72
3154,9.57,12.33,9.57
3155,-2.82,-1.92,-2.82
3156,-14.36,-18.77,-14.36
3157,-11.42,-12.11,-11.42
3158,-12.78,-11.01,-12.78
3159,14.77,18.1,14.77
3160,-17.0,-17.39,-17.0
3161,86.48,-10.52,86.48
3162,-97.56,-94.63,-97.56
3163,1254789.63,11111111.11,11111111.11
3164,11.57,11.09,11.57
3165,12.1,11.5,12.1
3166,36.72,36.84,36.72
3167,-33.2,-83.31,-83.25
3168,22.9,11111111.11,11111111.11
3169,26.0,24.51,26.0
3170,-1.45,0.41,-1.45
3171,27.99,26.19,27.99
3172,-60.15,-62.16,-60.15
3173,16.85,7.37,16.85
3174,-10.86,-32.59,-10.86
3175,12.13,-21.06,12.13
3176,-18.51,-1.49,-18.51
3177,113.64,649.87,442.93
3178,4.28,-2.13,4.28
3179,21.03,27.22,21.03
3180,25.51,24.54,25.51
3181,18.61,19.92,18.61
3182,15.62,15.36,15.62
3183,23.96,-94.11,-96.4
3184,-65.95,-65.95,11111111.11
3185,181.7,181.7,11111111.11
3186,-31.37,-31.37,11111111.11
3187,4.97,4.96,4.97
3188,36.36,36.55,36.36
3189,100.26,99.92,100.26
3190,-12.37,-12.36,-12.37
3191,-22.11,-22.1,-22.11
3192,66.64,627.8,-34.96
3193,8.0,8.0,11111111.11
3194,-4.64,-4.64,11111111.11
3195,9.09,9.09,11111111.11
3196,-12.63,-12.63,11111111.11
3197,0.27,0.27,11111111.11
3198,31.23,32.26,31.23
3199,-17.01,-6.98,-17.01
3200,2.44,-5.88,2.44
3201,-17.6,-81.42,-91.89
3202,-46.79,-46.79,11111111.11
3203,-32.53,-32.53,11111111.11
3204,121.57,121.57,11111111.11
3205,9.91,9.91,11111111.11
3206,-43.15,-43.15,11111111.11
3207,2.96,2.96,11111111.11
3208,6.76,7.36,6.76
3209,-60.36,-60.36,-22.67
3210,264.79,264.79,0.0
3211,-49.36,-49.36,11111111.11
3212,-13.78,-13.78,11111111.11
3213,48.4,48.4,11111111.11
3214,82.66,12.74,82.66
3215,-22.11,7.42,-22.11
3216,5.99,25.85,5.99
3217,-33.76,-0.51,-33.76
3218,159.29,324.39,894.81
3219,24.36,19.39,24.36
3220,-61.41,-13.22,-61.41
3221,-12.3,-2.8,-12.3
3222,-9.84,-9.84,-9.84
3223,7.74,9.53,7.74
3224,1.97,-3.72,1.97
3225,9.32,-7.23,9.32
3226,-2.48,-6.51,-2.48
3227,-88.02,-84.66,-88.02
3228,1254789.63,11111111.11,11111111.11
3229,31.98,31.98,11111111.11
3230,60.0,37.93,60.0
3231,-41.29,-58.46,-41.29
3232,48.68,52.46,48.68
3233,3.78,116.45,64.84
3234,18.11,8.06,18.11
3235,-15.76,-11.04,-15.76
3236,44.33,38.45,44.33
3237,5.43,-1.9,5.43
3238,-16.8,-25.07,-16.8
3239,-18.41,-24.75,-18.41
3240,-20.19,10.9,-20.19
3241,36.08,-25.73,36.08
3242,10.63,337.36,-85.13
3243,4.57,4.57,11111111.11
3244,-7.3,-7.3,11111111.11
3245,-2.32,-2.32,11111111.11
3246,-3.41,-3.41,11111111.11
3247,10.7,10.7,11111111.11
3248,-1.9,-1.9,11111111.11
3249,11.2,11.2,11111111.11
3250,-9.53,-9.53,11111111.11
3251,35.59,-15.06,974.64
3252,-4.01,-3.35,-4.01
3253,-33.85,-35.54,-33.85
3254,-0.14,-9.67,-0.14
3255,-4.64,-0.64,-4.64
3256,11.91,14.2,11.91
3257,114.25,122.33,114.25
3258,-57.86,-60.0,-57.86
3259,64.17,73.93,64.17
3260,-64.55,-62.79,-64.55
3261,45.56,37.44,45.56
3262,-46.04,-48.48,-46.04
3263,-6.24,-1.83,-6.24
3264,-52.45,-51.51,-52.45
3265,17.53,-47.91,17.53
3266,95.68,-17.35,95.68
3267,29.97,89.44,29.97
3268,22.81,-6.17,22.81
3269,48.12,3243.16,622.07
3270,37.52,38.66,37.52
3271,-18.94,-21.68,-18.94
3272,-8.48,-13.63,-8.48
3273,-50.97,-55.01,-50.97
3274,-21.37,-29.93,-21.37
3275,16.88,20.18,16.88
3276,-8.71,-18.08,-8.71
3277,31.23,-8.88,31.23
3278,-78.87,-52.99,-78.87
3279,78.57,78.57,-75.78
3280,-71.3,-71.3,11111111.11
3281,-54.16,-54.16,11111111.11
3282,-37.63,-37.63,11111111.11
3283,47.89,47.89,11111111.11
3284,25.96,25.96,11111111.11
3285,1025.83,1025.83,11111111.11
3286,36.84,36.84,11111111.11
3287,182.43,-84.22,182.43
3288,-28.71,-32.23,-28.71
3289,-33.49,-34.65,-33.49
3290,35.0,30.94,-25.33
3291,15.96,15.96,11111111.11
3292,-14.66,-14.66,11111111.11
3293,-8.84,-8.84,11111111.11
3294,-6.98,-6.98,11111111.11
3295,2.23,2.23,11111111.11
3296,0.71,0.19,0.71
3297,-8.58,-8.27,-8.58
3298,30.58,30.88,30.58
3299,-34.34,80.47,-39.01
3300,30.66,30.66,11111111.11
3301,11.06,11.06,11111111.11
3302,38.66,28.83,38.66
3303,-32.74,-32.29,-32.74
3304,-15.69,-12.79,-15.69
3305,31.52,-16.4,31.52
3306,-22.4,-27.54,-22.4
3307,110.9,-13.15,110.9
3308,4.63,3652.45,830.1
3309,1.11,2.9,1.11
3310,-30.52,-30.74,-30.52
3311,-9.01,-10.48,-9.01
3312,4.26,3.88,4.26
3313,1.35,1.08,1.35
3314,10.08,10.65,10.08
3315,-0.09,-1.35,-0.09
3316,-23.46,-24.1,-23.46
3317,-15.88,-51.32,-97.4
3318,-19.64,-19.64,11111111.11
3319,-4.55,-4.55,11111111.11
3320,27.63,27.63,11111111.11
3321,-10.02,-10.02,11111111.11
3322,24.21,24.21,11111111.11
3323,356.02,319.3,356.02
3324,-57.13,-63.91,-57.13
3325,6.23,-0.83,6.23
3326,16.99,349.93,384.45
3327,5.09,6.33,5.09
3328,6.31,1.48,6.31
3329,2.08,-2.7,2.08
3330,2.88,-1.06,2.88
3331,14.96,10.61,14.96
3332,31.35,1.33,31.35
3333,33.95,4.43,33.95
3334,23.31,-10.45,23.31
3335,11.01,-78.36,-99.83
3336,-11.85,-11.85,11111111.11
3337,-19.3,-19.3,11111111.11
3338,-4.89,-4.89,11111111.11
3339,14.48,14.48,11111111.11
3340,13.5,13.5,11111111.11
3341,8.03,8.03,11111111.11
3342,16.67,16.67,11111111.11
3343,22.09,22.09,11111111.11
3344,36.44,73.74,0.0
3345,-0.5,-0.5,11111111.11
3346,1.63,0.21,1.63
3347,13.54,7.11,13.54
3348,10.24,4.53,10.24
3349,1.58,1.05,1.58
3350,7.97,7.48,7.97
3351,14.52,16.67,14.52
3352,12.86,14.43,12.86
3353,11.1,-45.56,-99.22
3354,3.28,3.28,11111111.11
3355,0.04,0.04,11111111.11
3356,-9.6,-9.6,11111111.11
3357,38.21,38.21,11111111.11
3358,17.94,15.31,17.94
3359,12.95,14.08,12.95
3360,5.88,6.58,5.88
3361,3.25,3.34,3.25
3362,0.87,-85.33,-85.42
3363,6.99,4.01,6.99
3364,-3.51,-2.49,-3.51
3365,-6.04,-4.96,-6.04
3366,-4.05,-3.99,-4.05
3367,0.19,0.24,0.19
3368,1.64,1.68,1.64
3369,-6.01,-6.0,-6.01
3370,3.86,4.27,3.86
3371,6.81,197.56,200.84
3372,7.97,6.25,7.97
3373,1.95,1.7,1.95
3374,3.03,4.4,3.03
3375,5.25,5.86,5.25
3376,0.1,0.32,0.1
3377,-0.02,0.54,-0.02
3378,-2.88,-2.7,-2.88
3379,8.59,8.66,8.59
3380,13.5,-93.64,-93.6
3381,-10.59,4.65,-10.59
3382,5.59,-11.65,5.59
3383,17.12,15.66,17.12
3384,20.11,15.41,20.11
3385,-13.32,-26.97,-13.32
3386,14.51,13.88,14.51
3387,-1.3,-5.18,-1.3
3388,-7.93,-7.31,-7.93
3389,-78.54,-98.8,-78.54
3390,-1.48,11111111.11,11111111.11
3391,-2.32,-2.32,11111111.11
3392,-17.21,-17.21,11111111.11
3393,-19.52,-19.52,11111111.11
3394,-7.74,-7.74,11111111.11
3395,22.63,22.63,11111111.11
3396,-12.66,-12.66,11111111.11
3397,16.92,16.92,11111111.11
3398,3.44,3.44,11111111.11
3399,-0.56,-27.93,381.23
3400,-36.18,-29.84,-36.18
3401,3.18,-4.75,3.18
3402,57.21,53.17,57.21
3403,-30.08,-38.84,-30.08
3404,14.59,24.45,14.59
3405,281.77,305.53,281.77
3406,-9.61,-9.72,-9.61
3407,-19.24,-19.29,-19.24
3408,0.5,0.53,0.5
3409,0.98,0.4,0.98
3410,-0.82,0.18,-0.82
3411,-2.59,-2.86,-2.59
3412,0.33,0.42,0.33
3413,1.21,1.19,1.21
3414,221.49,213.85,221.49
3415,100.27,98.22,100.27
3416,2.47,0.68,2.47
3417,24.15,3.91,24.15
3418,-0.73,6.21,-0.73
3419,5.16,-27.81,-38.64
3420,2.88,2.98,2.88
3421,-16.66,-17.29,-16.66
3422,26.14,25.34,26.14
3423,-76.48,-99.91,-76.48
3424,405.94,555.01,405.94
3425,2.84,-10.63,2.84
3426,23.96,48.12,23.96
3427,-0.67,-18.09,-0.67
3428,-94.46,1279.45,-94.46
3429,31.99,31.99,31.99
3430,124.23,121.82,124.23
3431,-18.66,-23.84,-18.66
3432,-37.45,-39.91,-37.45
3433,495.26,-98.35,-86.69
3434,-34.81,-34.81,11111111.11
3435,12.94,18733.21,1329.39
3436,-0.05,-1.34,-0.05
3437,-14.22,-15.2,-14.22
3438,2.04,-0.69,2.04
3439,2.65,-1.59,2.65
3440,-20.24,-20.83,-20.24
3441,-3.63,-0.23,-3.63
3442,-7.28,-1.91,-7.28
3443,-5.03,-7.64,-5.03
3444,-88.49,-87.38,-88.49
3445,1254789.63,11111111.11,11111111.11
3446,1254789.63,11111111.11,11111111.11
3447,-41.26,-47.3,-41.26
3448,-0.01,6.2,-0.01
3449,2.63,4.92,2.63
3450,204.59,214.63,204.59
3451,1254789.63,11111111.11,11111111.11
3452,0.77,0.77,11111111.11
3453,-18.96,-18.96,11111111.11
3454,-13.99,-13.99,11111111.11
3455,3.18,-6.72,377.32
3456,18.2,19.57,18.2
3457,8.07,4.33,8.07
3458,4.14,-6.34,4.14
3459,38.5,65.33,38.5
3460,18.45,26.49,18.45
3461,9.05,11.05,9.05
3462,-9.89,-2.06,-9.89
3463,-3.51,-2.71,-3.51
3464,29.73,-57.9,-89.88
3465,25.94,25.94,11111111.11
3466,-12.35,-12.35,11111111.11
3467,-19.9,-19.9,11111111.11
3468,16.95,3.96,16.95
3469,12.21,12.54,12.21
3470,24.9,26.58,24.9
3471,7.88,6.43,7.88
3472,52.23,58.14,52.23
3473,116.91,-90.26,116.91
3474,-32.18,26.13,-32.18
3475,-15.36,-28.32,-15.36
3476,13.83,18.11,13.83
3477,2.73,76.27,2.73
3478,-31.96,1.35,-31.96
3479,-4.29,41.37,-4.29
3480,-43.26,-30.47,-43.26
3481,-79.51,-34.98,-79.51
3482,19.01,186.1,201.18
3483,11.03,17.21,11.03
3484,22.05,24.9,22.05
3485,29.02,28.82,29.02
3486,21.43,21.16,21.43
3487,17.72,15.24,17.72
3488,4.77,4.2,4.77
3489,2.44,2.71,2.44
3490,-26.52,-27.22,-26.52
3491,-30.8,41.97,39.11
3492,137.09,141.02,137.09
3493,13.5,7.55,13.5
3494,16.58,13.06,16.58
3495,-5.29,-5.83,-5.29
3496,53.45,-2.35,53.45
3497,-11.04,0.55,-11.04
3498,-14.16,-4.28,-14.16
3499,3.01,-0.17,3.01
3500,-85.63,-87.55,-85.63
3501,0.51,4.85,0.51
3502,-10.41,2.49,-10.41
3503,-9.13,-3.77,-9.13
3504,-8.84,1.77,-8.84
3505,-14.92,-1.35,-14.92
3506,1.68,1.66,1.68
3507,-1.16,-1.16,-1.16
3508,-3.3,-3.3,-3.3
3509,-3.69,-69.01,-45.31
3510,-6.44,-6.44,11111111.11
3511,-8.36,-8.36,11111111.11
3512,80.43,-11.48,80.43
3513,58.01,140.54,58.01
3514,-12.99,-25.46,-12.99
3515,17.33,1.29,17.33
3516,48.6,40.13,48.6
3517,26.13,28.78,26.13
3518,-14.12,189.83,47.6
3519,36.69,30.67,36.69
3520,-23.92,-13.14,-23.92
3521,37.92,65.5,37.92
3522,-36.39,-40.25,-36.39
3523,-11.55,-4.93,-11.55
3524,-10.67,-10.55,-10.67
3525,35.58,35.54,35.58
3526,-45.26,-45.24,-45.26
3527,11.44,5.68,6.58
3528,-5.94,-5.69,-5.94
3529,-36.0,-35.62,-36.0
3530,-9.78,-9.78,-9.78
3531,7.43,7.43,-40.31
3532,72.46,72.46,11111111.11
3533,-11.57,-11.57,11111111.11
3534,101.89,104.79,101.89
3535,1.2,-8.42,1.2
3536,31.65,-5.89,-13.81
3537,-0.77,0.77,-0.77
3538,-22.31,-23.38,-22.31
3539,-19.87,-20.73,-19.87
3540,-18.55,-17.03,-18.55
3541,-11.06,-12.06,-11.06
3542,16.34,11.72,16.34
3543,-11.96,-11.08,-11.96
3544,-22.75,-31.47,-22.75
3545,32.64,40.63,-43.37
3546,-9.52,-9.52,11111111.11
3547,9.37,-8.02,9.37
3548,4.34,10.09,4.34
3549,3.97,6.28,3.97
3550,112.52,125.72,112.52
3551,6.91,8.91,6.91
3552,30.78,24.8,30.78
3553,7.2,0.32,7.2
3554,28.35,1197.15,1853.46
3555,24.67,20.41,24.67
3556,26.18,17.02,26.18
3557,3.64,1.32,3.64
3558,-11.37,-12.37,-11.37
3559,-4.33,-2.1,-4.33
3560,2.33,3.7,2.33
3561,51.63,77.51,51.63
3562,10.59,56.5,10.59
3563,60.28,-98.75,-99.71
3564,31.25,31.25,11111111.11
3565,14.08,14.08,11111111.11
3566,-10.96,-10.96,11111111.11
3567,1.13,2.54,1.13
3568,13.14,8.02,13.14
3569,18.96,20.36,18.96
3570,16.66,19.86,16.66
3571,19.25,15.75,19.25
3572,6.77,-25.53,-22.95
3573,38.12,38.54,38.12
3574,-4.93,-7.35,-4.93
3575,-1.24,1.78,-1.24
3576,-2.35,-0.06,-2.35
3577,3.49,-0.97,3.49
3578,6.02,-2.35,6.02
3579,6.01,11.12,6.01
3580,-1.64,3.26,-1.64
3581,-16.99,7.79,-16.99
3582,-2.23,-2.89,-2.23
3583,5.31,-0.72,5.31
3584,1.35,80.93,75.96
3585,-0.81,-2.67,-0.81
3586,-4.17,-4.23,-4.17
3587,-17.69,-16.05,-17.69
3588,-1.76,-2.57,-1.76
3589,-4.49,-5.34,-4.49
3590,-6.25,-5.7,-6.25
3591,-19.88,-20.12,-19.88
3592,18.94,20.45,18.94
3593,7.36,-21.95,-91.72
3594,-2.52,-2.52,11111111.11
3595,-7.17,-7.17,11111111.11
3596,47.07,47.07,11111111.11
3597,-25.83,-25.83,11111111.11
3598,-0.13,-0.13,11111111.11
3599,-12.33,-12.33,11111111.11
3600,-40.85,-40.85,11111111.11
3601,18.13,18.13,11111111.11
3602,-83.47,-65.52,0.0
3603,31.03,31.03,11111111.11
3604,-24.47,-24.47,-24.47
3605,127.35,131.02,127.35
3606,165.31,87.3,165.31
3607,7.75,-54.41,7.75
3608,11.51,-2.54,11.51
3609,7.79,60.65,7.79
3610,-12.01,11.39,-12.01
3611,39.96,-6.77,-92.21
3612,50.92,50.92,11111111.11
3613,-40.18,-40.18,11111111.11
3614,47.23,47.23,11111111.11
3615,0.28,0.28,11111111.11
3616,-51.96,-51.96,11111111.11
3617,12.39,-4.78,12.39
3618,-11.32,-17.77,-11.32
3619,-28.0,-30.08,-28.0
3620,-66.37,-52.4,-66.37
3621,1254789.63,11111111.11,11111111.11
3622,1254789.63,11111111.11,11111111.11
3623,9.85,11111111.11,11111111.11
3624,12.43,2355.85,22892.51
3625,11.54,9.46,11.54
3626,8.81,6.26,8.81
3627,24.95,19.29,24.95
3628,23.04,18.09,23.04
3629,18.44,13.65,18.44
3630,-9.24,-15.06,-9.24
3631,3.01,1.19,3.01
3632,5.73,6.62,5.73
3633,13.88,-99.27,-45.19
3634,12.2,31.67,12.2
3635,13.51,29.55,13.51
3636,20.96,67.77,20.96
3637,20.15,-15.92,20.15
3638,18.31,21.23,18.31
3639,-9.98,20.59,-9.98
3640,0.81,-26.84,0.81
3641,3.39,109.58,3.39
3642,4.29,-39.33,-98.44
3643,91.53,93.06,91.53
3644,32.32,31.18,32.32
3645,-28.01,-30.73,-28.01
3646,75.89,70.68,75.89
3647,-5.74,-4.52,-5.74
3648,6.57,8.25,6.57
3649,-19.66,-19.43,-19.66
3650,-1.92,-0.13,-1.92
3651,-92.18,-98.27,-92.18
3652,-53.05,-14.59,-53.05
3653,-64.1,-4.8,-64.1
3654,8.1,8.1,8.1
3655,210.55,210.55,210.55
3656,48.83,48.83,48.83
3657,2.87,2.87,2.87
3658,9.59,9.59,9.59
3659,2.88,2.88,2.88
3660,9.07,1210.35,1210.35
3661,-61.91,-61.91,-61.91
3662,76.17,76.16,76.17
3663,-10.5,-10.72,-10.5
3664,-7.82,-8.27,-7.82
3665,45.01,46.08,45.01
3666,-6.81,-7.07,-6.81
3667,30.85,31.12,30.85
3668,-7.15,-7.44,-7.15
3669,79.77,-63.13,-61.84
3670,23.11,23.65,23.11
3671,13.86,14.56,13.86
3672,-37.15,-35.85,-37.15
3673,3.77,4.57,3.77
3674,21.26,21.26,21.26
3675,-22.27,-22.27,-88.38
3676,1.45,1.45,11111111.11
3677,29.98,29.46,29.98
3678,7.91,8.07,7.91
3679,9.61,9.72,9.61
3680,-7.16,-7.27,-7.16
3681,-7.61,-7.37,-7.61
3682,3.59,3.51,3.59
3683,-1.27,-1.27,-1.27
3684,-0.96,-0.96,-89.08
3685,2.11,2.11,11111111.11
3686,1555.65,-2.1,0.0
3687,-38.3,-38.3,11111111.11
3688,-70.87,-77.27,-70.87
3689,-57.93,-46.09,-57.93
3690,-25.36,-25.36,-25.36
3691,1.94,1.94,95.7
3692,496.53,496.53,11111111.11
3693,-49.59,-75.67,-49.59
3694,73.43,177.35,73.43
3695,331.56,-91.1,-96.7
3696,68.48,-46.99,68.48
3697,-28.19,65.32,-28.19
3698,9.31,3561.45,788.29
3699,21.42,21.42,11111111.11
3700,11.51,11.51,11111111.11
3701,10.6,2.98,10.6
3702,20.38,26.03,20.38
3703,23.59,24.38,23.59
3704,6.74,-76.3,-44.32
3705,-25.07,-1.49,-25.07
3706,-10.07,3.11,-10.07
3707,-29.22,6.46,-29.22
3708,-0.08,-0.15,-0.08
3709,-10.15,37.05,-71.04
3710,75.25,75.25,11111111.11
3711,-50.28,-50.28,11111111.11
3712,19.38,47.32,19.38
3713,135.81,131.98,135.81
3714,-22.82,-22.93,-22.82
3715,-0.13,-0.03,-0.13
3716,24.79,17.63,24.79
3717,-11.64,-22.5,-11.64
3718,-26.52,-12.25,-26.52
3719,14.78,12.95,14.78
3720,2.43,2.16,2.43
3721,-87.86,-96.47,-87.86
3722,104.81,42.03,104.81
3723,978.31,67.22,978.31
3724,-7.39,11.97,-7.39
3725,43.97,-3.7,43.97
3726,10.35,3.85,10.35
3727,-0.72,0.54,-0.72
3728,26.94,-22.31,26.94
3729,-8.72,-0.67,-8.72
3730,8.59,21294.68,-97.81
3731,21.57,21.57,11111111.11
3732,22.06,19.88,22.06
3733,9.49,0.18,9.49
3734,15.0,6.06,15.0
3735,8.15,2.97,8.15
3736,-9.4,-13.97,-9.4
3737,-4.71,-2.56,-4.71
3738,-0.39,-1.01,-0.39
3739,-99.62,-99.5,-99.62
3740,24.51,11111111.11,11111111.11
3741,15.38,11.41,15.38
3742,6.6,9.84,6.6
3743,29.97,22.81,29.97
3744,18.49,10.81,18.49
3745,10.21,8.51,10.21
3746,9.74,7.99,9.74
3747,6.33,-33.93,-94.15
3748,303.56,11111111.11,11111111.11
3749,-43.25,-43.25,11111111.11
3750,-0.24,-0.24,11111111.11
3751,-90.67,-90.67,11111111.11
3752,215.94,215.94,11111111.11
3753,866.67,866.67,11111111.11
3754,35.05,35.05,35.05
3755,-24.97,-25.39,-24.97
3756,-48.03,-52.48,-48.03
3757,-28.33,-68.49,-90.86
3758,-53.71,-53.71,11111111.11
3759,-56.44,-49.89,-56.44
3760,-26.63,-28.82,-26.63
3761,80.64,47.94,80.64
3762,215.02,234.12,215.02
3763,41.68,45.42,41.68
3764,-27.08,-26.61,-27.08
3765,45.57,48.82,45.57
3766,52.97,-5.84,-3.79
3767,21.02,21.57,21.02
3768,7.1,7.01,7.1
3769,30.21,13.23,30.21
3770,33.86,24.36,33.86
3771,-5.46,3.05,-5.46
3772,21.84,23.34,21.84
3773,1.56,2.92,1.56
3774,-24.32,-15.71,-24.32
3775,9.67,-63.86,-41.89
3776,-4.71,1.91,-4.71
3777,61.52,-24.87,61.52
3778,-14.97,-21.51,-14.97
3779,-15.87,-3.09,-15.87
3780,40.16,36.08,40.16
3781,48.32,48.32,-85.87
3782,-4.27,-4.27,11111111.11
3783,-17.03,-17.03,11111111.11
3784,-46.12,-32.81,-46.12
3785,59.17,49.15,59.17
3786,50.77,49.89,50.77
3787,30.9,28.52,30.9
3788,16.24,12.11,16.24
3789,6.73,-10.76,6.73
3790,-19.92,-22.19,-19.92
3791,10.71,-4.0,10.71
3792,0.85,40.99,0.85
3793,-27.52,-18.06,-27.52
3794,-8.66,-21.99,-8.66
3795,37.92,-0.27,37.92
3796,14.81,-4.34,14.81
3797,49.31,158.34,49.31
3798,3.04,4.79,3.04
3799,15.9,21.33,15.9
3800,-13.68,-14.67,-13.68
3801,-9.28,-7.19,-9.28
3802,-88.81,-88.12,-88.81
3803,1254789.63,11111111.11,11111111.11
3804,2780.67,286.07,2780.67
3805,4.39,37.22,4.39
3806,3.32,51.31,3.32
3807,-27.52,-19.99,-27.52
3808,-3.69,24.14,-3.69
3809,-20.15,-4.85,-20.15
3810,29.59,51.38,29.59
3811,-23.38,-62.84,-23.38
3812,5.82,-4.24,5.82
3813,43.54,-34.6,-94.5
3814,-9.43,-9.43,11111111.11
3815,5.59,5.59,11111111.11
3816,2.5,2.5,11111111.11
3817,17.76,9.64,17.76
3818,4.29,3.73,4.29
3819,-14.63,-16.07,-14.63
3820,1.17,0.76,1.17
3821,-11.23,-12.66,-11.23
3822,-12.69,-76.3,-78.45
3823,57.37,57.37,11111111.11
3824,-29.52,-29.52,11111111.11
3825,-48.42,-48.55,-48.42
3826,80.82,80.82,81.31
3827,23.7,23.7,11111111.11
3828,34.67,34.67,11111111.11
3829,61.79,32.46,61.79
3830,63.89,14.81,63.89
3831,30.15,154.05,73.83
3832,11.32,13.22,11.32
3833,-2.22,-1.63,-2.22
3834,2.79,4.37,2.79
3835,2.34,-0.95,2.34
3836,9.07,8.5,9.07
3837,-8.14,0.86,-8.14
3838,-3.5,0.16,-3.5
3839,1.7,-0.23,1.7
3840,-9.1,-67.42,-88.35
3841,-50.72,-50.72,11111111.11
3842,-34.88,-34.88,11111111.11
3843,-41.01,-41.01,11111111.11
3844,13.37,1454.0,1249.25
3845,-3.91,-25.24,-3.91
3846,15.32,-3.01,15.32
3847,-23.43,-22.13,-23.43
3848,7.6,-7.85,7.6
3849,16.76,-13.39,16.76
3850,4.54,-27.82,4.54
3851,-4.13,-10.07,-4.13
3852,-17.87,-26.73,-17.87
3853,-1.84,157.32,-91.55
3854,-30.87,-30.87,11111111.11
3855,-13.81,-13.81,11111111.11
3856,1.6,1.6,11111111.11
3857,102.52,102.52,11111111.11
3858,-6.35,-6.35,11111111.11
3859,-54.27,-54.27,11111111.11
3860,4.86,4.86,11111111.11
3861,12.95,12.95,11111111.11
3862,-12.2,54.15,0.0
3863,-26.23,-26.23,11111111.11
3864,-5.77,-11.66,-5.77
3865,-20.5,-16.56,-20.5
3866,80.56,80.56,-59.54
3867,-14.85,-14.85,11111111.11
3868,-43.66,-43.66,11111111.11
3869,-31.39,-31.39,11111111.11
3870,-73.97,-73.91,-73.97
