회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치
하이스틸,71090,Dec-18,-1.89,-5.03,-1.58,-11,-5.67,-19.45,2.52,-4.2,-5.41,-2.18,-3.05,-2.99,0.71,5.21,7.23,1.15,15.32,1.29,1.6,1.99,15.03,139.17,84.41,31.15,81.47,19.86,5.41,3.32,12.23,55.1,20.99,34.61,129.03,45.14,44.9,39.35,139.8,9.74,695624.15,395865.93,1099.01,6.215668134,3.93,5.37,43237.69
하이스틸,71090,Dec-19,0.4,0.57,-2.56,3.21,-0.57,25.63,5.62,0.01,0.02,0.47,0.52,0.01,0.92,6.65,10.11,1.47,17.14,1.67,2.03,2.61,17.8,140.69,91.61,32.61,83.55,22.09,5.01,2.5,10.33,54.48,23.13,35.52,220.32,46.34,45.52,34.89,120.62,10.27,715661.01,423369.54,1165.78,12.46936833,7.65,8.37,89238.41
하이텍팜,106190,Dec-11,542.75,7.86,0.91,9.19,16.54,4.84,22.87,15.14,16.04,0,0,13.22,0.87,4.84,2.79,4.84,6.44,1.06,4.98,1.08,2.49,586.29,494.23,84.52,16.95,0,48.82,8.4,0,85.51,68.63,81.41,282.49,16.24,14.49,15.7,18.93,67.52,209643.71,91925.55,1246.82,0,0,0,0
하이텍팜,106190,Dec-12,542.75,3.1,66.71,-10.86,9.52,-22.23,23.86,14.28,10.43,0,0,9.2,0.64,5.22,2.64,2.81,7.52,0.73,5.47,0.85,2.07,776.59,709.13,292.43,10.09,0,181.38,26.19,0,90.83,64.27,70.38,277.93,9.98,9.17,8.69,9.97,61.32,243243.27,117216.75,1438.03,0,0,0,0
하이텍팜,106190,Dec-13,542.75,12.64,-0.91,12.81,11.37,20.99,23.79,16.04,12.84,0,0,11.59,0.72,7.13,3.97,2.73,11,0.8,7.44,1.03,2.26,704.87,613.28,186.73,11.35,0,149.02,22.27,0,89.81,61.33,70.49,264.93,11.13,10.19,12.99,15.14,60.49,229634.93,120121.15,1619.8,0,0,0,0
하이텍팜,106190,Dec-14,542.75,11.54,35.66,5.37,7.27,-12.71,19.06,13.77,8.81,0,0,7.75,0.56,5.57,3.13,2.03,7.95,0.64,4.69,0.82,1.97,536.39,477.65,157.21,15.78,0,57.05,14.57,0,86.37,59.3,66.59,231.79,14.37,13.63,10.95,13.46,54.18,203962.92,111818.53,1615.08,0,0,0,0
하이텍팜,106190,Dec-15,135.03,4.54,56.9,-18.91,5.58,-15.48,15.22,13.61,6.91,0,0,6,0.44,4.53,3.09,1.16,5.32,0.51,3.34,0.75,2.17,432.02,355.3,172.29,14.63,0,80.43,23.79,0,87.23,42.48,51.66,123.68,13.71,12.77,17.76,23.11,39.7,189501.35,111842.25,1638.68,0,0,0,0
하이텍팜,106190,Dec-16,159.71,6.17,44.05,-27.91,4.09,14.02,13.39,9.63,5.32,0,0,4.6,0.48,4.64,3.37,0.89,4.52,0.55,3.5,1.11,4.28,261.08,196.66,63.39,16.93,0,41.31,12.91,0,85.52,26.42,35.07,139.91,15.71,14.48,24.68,39.99,21.64,184343.54,111409.03,1714.64,0,0,0,0
하이텍팜,106190,Dec-17,97.52,0.67,14.64,-24.89,1,20.45,8.38,3.18,2.06,0,0,1.77,0.56,6.57,3.41,0.85,4.88,0.65,3.88,1.82,8.87,191.45,141.26,18.47,16.54,0,20.41,5.22,0,85.81,19.31,26.17,143.55,15.93,14.19,26.21,54.88,12.5,134167.1,81069.31,1227.81,0,0,0,0
하이텍팜,106190,Dec-18,53.36,11.67,11.74,8.01,1.13,0.51,7.1,3.93,2.54,0,0,2.07,0.53,6.46,3.56,0.75,4.86,0.65,2.85,2.05,15.35,134.59,90.9,15.85,28.69,0,20.6,9.2,0,77.71,17.09,25.31,128.06,24.2,22.29,32.47,126.32,6.51,117527.84,74065.95,1231.46,0,0,0,0
하이텍팜,106190,Dec-19,-15.59,-0.96,-3.56,15.93,-4.61,-5,-3.36,-6.69,-4.18,0,0,-3.19,0.48,6.26,3.55,0.69,4.07,0.62,2.01,1.74,9.36,152.71,114.03,12.16,33.62,0,13.95,7.33,0,74.84,22.12,29.63,102.46,25.92,25.16,25.33,73.38,10.23,931763.26,437876.51,1372.14,0,0,0,0
하이트론씨스템즈,19490,Dec-11,-6.23,-2.57,-2.84,-2.95,-2.86,-3.05,7.2,-0.84,-1.77,-1.83,-1.42,-1.08,1.29,5.8,3.45,4.47,5.56,2.11,3.31,1.93,7.89,198.78,138.46,16.28,64.05,6.84,10.2,3.05,58.24,60.96,46.44,66.67,164.45,55.02,39.04,30.35,61.07,33.13,91784.41,1176.97,319.62,59.15675207,16.99,13,54296.68
하이트론씨스템즈,19490,Dec-12,-22.7,-6.99,-1.58,-9.32,0.06,-5.1,7.5,0.2,0.41,-2.34,-1.82,0.26,1.28,6.19,3.72,4.34,5.43,2.03,3.49,1.95,7.27,229.49,165.6,35.37,52.49,0.86,18.88,4.87,752.73,65.58,46.9,65,125.43,43.19,34.42,27.84,49.34,36.68,100781.13,8931.57,337.31,62.61897927,18.71,14.03,63108.12
하이트론씨스템즈,19490,Dec-13,-653.56,-16.62,-3.43,-24.24,-12.68,-17.17,5.01,-6.6,-11.87,-7.13,-5.92,-7.95,1.2,5.74,4.34,3.69,5.58,1.8,3.65,1.93,7.41,253.33,158.34,27.62,45.61,0.17,14.38,3.4,2712.66,68.68,36.92,59.06,130.56,33.95,31.32,37.49,61.95,35.75,106086.35,9391.74,300.92,38.16031067,13.45,10.16,40482.88
하이트론씨스템즈,19490,Dec-14,-289.68,-15.53,-4.64,-23.02,-12.56,-25.4,5.3,-8.61,-13.21,-8.12,-7.58,-9.22,1.07,4.59,4.47,2.87,6.5,1.53,3.54,1.89,6.74,281.21,166.17,31.83,40.66,0.09,-13.19,-3.26,-4431.78,71.09,31.8,53.82,162.39,26.92,28.91,40.91,63.49,34.68,106026.73,9594.41,266.25,35.73777611,14.23,12.17,37891.59
하이트론씨스템즈,19490,Dec-15,-75.12,-11.25,-2.51,-19.13,-11.93,-24.53,6.08,-10.7,-14.13,-10.06,-10.75,-10.01,0.94,3.89,4.18,2.24,7.21,1.32,3.21,1.81,7.01,237.37,124.73,19.16,41.74,5.48,-22.63,-6.7,-121.71,70.55,25.77,49.05,181.42,29.29,29.45,47.45,82,28.38,122702.35,8567.09,284.03,37.71530524,16.29,16.38,46277.56
하이트론씨스템즈,19490,Dec-16,-94.95,16.55,-13.86,48,14.24,-24.56,4.87,7.32,7.27,-13.49,-19.47,5.08,0.69,3.04,2.98,1.84,5.56,0.99,2.29,1.23,3.37,258.97,174.38,19.17,44.6,5.42,-33.21,-15.91,-188.89,69.16,41.94,62.28,186.54,34.78,30.84,32.67,53.22,38.23,126623.3,10145.08,391.96,79.23114588,25.6,39.76,100325.09
하이트론씨스템즈,19490,Dec-17,-52.15,-9.4,2.23,-13.89,-26.04,-8.66,-0.06,-30.26,-29.59,-18.74,-30.37,-18.67,0.62,2.65,2.52,1.8,4.22,0.98,1.67,1.01,5.64,163.7,90.14,14.02,77.12,16.33,-39.51,-26.51,-105.38,56.46,32.6,59.2,144.17,64.05,43.54,44.94,115.48,23.04,146721.77,11811.77,413.44,6.054851729,2.15,3.31,8883.79
