,Unnamed: 0,회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),순이익증가률개별,순이익증가률연결,순이익증가율
3784,3784,(주)아이에이,38880,Dec-11,-13146293.0,-13402469.0,,,
3785,3785,(주)아이에이,38880,Dec-12,-15751570.0,-15031566.0,,,
3786,3786,(주)아이에이,38880,Dec-13,-5619313.0,-5657154.0,,,
3787,3787,(주)아이에이,38880,Dec-14,-4370550.0,-3607940.0,,,
3788,3788,(주)아이에이,38880,Dec-15,132139.0,524598.0,,,
3789,3789,(주)아이에이,38880,Dec-16,1508735.0,652722.0,1041.78,24.42,24.42
3790,3790,(주)아이에이,38880,Dec-17,-1885065.0,-8830992.0,-224.94,-1452.95,-1452.95
3791,3791,(주)아이에이,38880,Dec-18,-5098953.0,-3807833.0,,,
3792,3792,(주)아이에이,38880,Dec-19,9756928.0,1238877.0,,,
3793,3793,(주)아이에이치큐,3560,Dec-11,811263.0,2144493.0,-91.69,73.1,73.1
3794,3794,(주)아이에이치큐,3560,Dec-12,7966583.0,4368439.0,882.0,103.7,103.7
3795,3795,(주)아이에이치큐,3560,Dec-13,63679.0,65361.0,-99.2,-98.5,-98.5
3796,3796,(주)아이에이치큐,3560,Dec-14,-5721236.0,-8088853.0,-9084.49,-12475.66,-12475.66
3797,3797,(주)아이에이치큐,3560,Dec-15,5535152.0,3821010.0,,,
3798,3798,(주)아이에이치큐,3560,Dec-16,7168591.0,4223113.0,29.51,10.52,10.52
3799,3799,(주)아이에이치큐,3560,Dec-17,1281996.0,2637301.0,-82.12,-37.55,-37.55
3800,3800,(주)아이에이치큐,3560,Dec-18,-10195179.0,-9896707.0,-895.26,-475.26,-475.26
3801,3801,(주)아이에이치큐,3560,Dec-19,-72018980.0,-66279161.0,,,
3802,3802,(주)아이엘사이언스,307180,Dec-18,,,,,
3803,3803,(주)아이엘사이언스,307180,Dec-19,-2726422.0,,-124.54,0.0,-124.54
3804,3804,(주)아이엠,101390,Dec-11,6301562.0,5880478.0,,-47.08,-47.08
3805,3805,(주)아이엠,101390,Dec-12,1087880.0,560825.0,-82.74,-90.46,-90.46
3806,3806,(주)아이엠,101390,Dec-13,1210972.0,-6833664.0,11.31,-1318.5,-1318.5
3807,3807,(주)아이엠,101390,Dec-14,-1370106.0,-11230630.0,-213.14,,
3808,3808,(주)아이엠,101390,Dec-15,2223829.0,2197114.0,,,
3809,3809,(주)아이엠,101390,Dec-16,-3571489.0,-15760351.0,-260.6,-817.32,-817.32
3810,3810,(주)아이엠,101390,Dec-17,-3687615.0,-3680685.0,,,
3811,3811,(주)아이엠,101390,Dec-18,-18642656.0,-18641385.0,,,
3812,3812,(주)아이엠,101390,Dec-19,-20221356.0,-20221487.0,,,
3813,3813,(주)아이엠비씨,52220,Dec-11,4683488.0,,,,
3814,3814,(주)아이엠비씨,52220,Dec-12,3255704.0,,-30.49,0.0,-30.49
3815,3815,(주)아이엠비씨,52220,Dec-13,3330319.0,,2.29,0.0,2.29
3816,3816,(주)아이엠비씨,52220,Dec-14,2112069.0,2112156.0,-36.58,-80.99,-80.99
3817,3817,(주)아이엠비씨,52220,Dec-15,1825056.0,926939.0,-13.59,-56.11,-56.11
3818,3818,(주)아이엠비씨,52220,Dec-16,2178555.0,1774106.0,19.37,91.39,91.39
3819,3819,(주)아이엠비씨,52220,Dec-17,-78643.0,-175504.0,-103.61,-109.89,-109.89
3820,3820,(주)아이엠비씨,52220,Dec-18,-2041775.0,-1603632.0,,,
3821,3821,(주)아이엠비씨,52220,Dec-19,2053006.0,2274106.0,,,
3822,3822,(주)아이오케이컴퍼니,78860,Dec-11,-51603.0,,-102.51,388.59,388.59
3823,3823,(주)아이오케이컴퍼니,78860,Dec-12,436586.0,,,0.0,
3824,3824,(주)아이오케이컴퍼니,78860,Dec-13,-1320747.0,-1429740.0,-402.52,-112.87,-112.87
3825,3825,(주)아이오케이컴퍼니,78860,Dec-14,-5753835.0,-5481321.0,,,
3826,3826,(주)아이오케이컴퍼니,78860,Dec-15,1638348.0,,,,
3827,3827,(주)아이오케이컴퍼니,78860,Dec-16,-4774296.0,,-391.41,0.0,-391.41
3828,3828,(주)아이오케이컴퍼니,78860,Dec-17,-4103066.0,-4374619.0,,-139.37,-139.37
3829,3829,(주)아이오케이컴퍼니,78860,Dec-18,-11438082.0,-13276211.0,,,
3830,3830,(주)아이오케이컴퍼니,78860,Dec-19,-10376328.0,-8380601.0,,,
3831,3831,(주)아이윈,90150,Dec-11,1598659.0,2793030.0,,,
3832,3832,(주)아이윈,90150,Dec-12,3101815.0,3868471.0,94.03,38.5,38.5
3833,3833,(주)아이윈,90150,Dec-13,1705011.0,2774304.0,-45.03,-28.28,-28.28
3834,3834,(주)아이윈,90150,Dec-14,-239944.0,836213.0,-114.07,-69.86,-69.86
3835,3835,(주)아이윈,90150,Dec-15,235912.0,923657.0,,10.46,10.46
3836,3836,(주)아이윈,90150,Dec-16,961080.0,2072714.0,307.39,124.4,124.4
3837,3837,(주)아이윈,90150,Dec-17,-2166770.0,-2987595.0,-325.45,-244.14,-244.14
3838,3838,(주)아이윈,90150,Dec-18,-1735402.0,-2520596.0,,,
3839,3839,(주)아이윈,90150,Dec-19,2406418.0,2266080.0,,,
3840,3840,(주)아이윈플러스,123010,Dec-16,-394282.0,,-116.38,390.32,390.32
3841,3841,(주)아이윈플러스,123010,Dec-17,-3219305.0,,,0.0,
3842,3842,(주)아이윈플러스,123010,Dec-18,-4378100.0,,,0.0,
3843,3843,(주)아이윈플러스,123010,Dec-19,-7792480.0,,,0.0,
3844,3844,(주)아이즈비전,31310,Dec-11,-3422402.0,-4865549.0,,-143.79,-143.79
3845,3845,(주)아이즈비전,31310,Dec-12,-670730.0,1217279.0,,,
3846,3846,(주)아이즈비전,31310,Dec-13,1874108.0,4468635.0,,267.1,267.1
3847,3847,(주)아이즈비전,31310,Dec-14,1439532.0,2959376.0,-23.19,-33.77,-33.77
3848,3848,(주)아이즈비전,31310,Dec-15,2127092.0,1582586.0,47.76,-46.52,-46.52
3849,3849,(주)아이즈비전,31310,Dec-16,1803272.0,3957647.0,-15.22,150.07,150.07
3850,3850,(주)아이즈비전,31310,Dec-17,1558676.0,5610444.0,-13.56,41.76,41.76
3851,3851,(주)아이즈비전,31310,Dec-18,10479576.0,10908077.0,572.34,94.42,94.42
3852,3852,(주)아이즈비전,31310,Dec-19,-4133512.0,-258901.0,-139.44,-102.37,-102.37
3853,3853,(주)아이컴포넌트,59100,Dec-11,215958.0,,,,
3854,3854,(주)아이컴포넌트,59100,Dec-12,-4562170.0,,-2212.53,0.0,-2212.53
3855,3855,(주)아이컴포넌트,59100,Dec-13,-3038558.0,,,0.0,
3856,3856,(주)아이컴포넌트,59100,Dec-14,-2335474.0,,,0.0,
3857,3857,(주)아이컴포넌트,59100,Dec-15,5918333.0,,,0.0,
3858,3858,(주)아이컴포넌트,59100,Dec-16,5654928.0,,-4.45,0.0,-4.45
3859,3859,(주)아이컴포넌트,59100,Dec-17,-8303058.0,,-246.83,0.0,-246.83
3860,3860,(주)아이컴포넌트,59100,Dec-18,-3131079.0,,,0.0,
3861,3861,(주)아이컴포넌트,59100,Dec-19,-1247513.0,,,0.0,
3862,3862,(주)아이톡시,52770,Dec-11,-8357940.0,,,0.0,
3863,3863,(주)아이톡시,52770,Dec-12,-2276312.0,-2254893.0,,-120.29,-120.29
3864,3864,(주)아이톡시,52770,Dec-13,1031219.0,1144963.0,,,
3865,3865,(주)아이톡시,52770,Dec-14,-5699001.0,-6025461.0,-652.65,-626.26,-626.26
3866,3866,(주)아이톡시,52770,Dec-15,167109.0,,,,
3867,3867,(주)아이톡시,52770,Dec-16,-3825565.0,,-2389.26,0.0,-2389.26
3868,3868,(주)아이톡시,52770,Dec-17,-21108362.0,,,0.0,
3869,3869,(주)아이톡시,52770,Dec-18,-20710966.0,-17701357.0,,-259.31,-259.31
3870,3870,(주)아이톡시,52770,Dec-19,-2092669.0,-2896942.0,,,
3871,3871,(주)아이티센,124500,Mar-15,2510253.0,2755873.0,,,
3872,3872,(주)아이티센,124500,Dec-16,-5043574.0,-7403425.0,-300.92,-368.64,-368.64
3873,3873,(주)아이티센,124500,Dec-17,1850442.0,-126450.0,,,
3874,3874,(주)아이티센,124500,Dec-18,1448613.0,5122051.0,-21.72,,
3875,3875,(주)아이티센,124500,Dec-19,3565516.0,5561854.0,146.13,8.59,8.59
3876,3876,(주)아이티엑스에이아이,99520,Dec-11,-173880.0,,-104.88,99.77,99.77
3877,3877,(주)아이티엑스에이아이,99520,Dec-12,110405.0,,,0.0,
3878,3878,(주)아이티엑스에이아이,99520,Dec-13,2351219.0,,2029.63,0.0,2029.63
3879,3879,(주)아이티엑스에이아이,99520,Dec-14,-2079209.0,,-188.43,0.0,-188.43
3880,3880,(주)아이티엑스에이아이,99520,Dec-15,-15328714.0,,,0.0,
3881,3881,(주)아이티엑스에이아이,99520,Dec-16,-6938378.0,,,0.0,
3882,3882,(주)아이티엑스에이아이,99520,Dec-17,-337114.0,,,0.0,
3883,3883,(주)아이티엑스에이아이,99520,Dec-18,-1917861.0,,,0.0,
3884,3884,(주)아이티엑스에이아이,99520,Dec-19,-5062900.0,-5005679.0,,-145.05,-145.05
3885,3885,(주)아이티엠반도체,84850,Dec-19,36894277.0,41666848.0,,,
3886,3886,(주)아즈텍더블유비이,32080,Dec-11,7360249.0,,-80.05,-73.33,-73.33
3887,3887,(주)아즈텍더블유비이,32080,Dec-12,4502433.0,,-38.83,0.0,-38.83
3888,3888,(주)아즈텍더블유비이,32080,Dec-13,-2506540.0,,-155.67,0.0,-155.67
3889,3889,(주)아즈텍더블유비이,32080,Dec-14,1952586.0,,,0.0,
3890,3890,(주)아즈텍더블유비이,32080,Dec-15,3797826.0,,94.5,0.0,94.5
3891,3891,(주)아즈텍더블유비이,32080,Dec-16,4318266.0,,13.7,0.0,13.7
3892,3892,(주)아즈텍더블유비이,32080,Dec-17,-364557.0,,-108.44,0.0,-108.44
3893,3893,(주)아즈텍더블유비이,32080,Dec-18,3925313.0,,,0.0,
3894,3894,(주)아즈텍더블유비이,32080,Dec-19,4763021.0,,21.34,0.0,21.34
3895,3895,(주)아진엑스텍,59120,Dec-14,2908545.0,,-38.93,0.0,-38.93
3896,3896,(주)아진엑스텍,59120,Dec-15,1419306.0,,-51.2,0.0,-51.2
3897,3897,(주)아진엑스텍,59120,Dec-16,1148670.0,,-19.07,0.0,-19.07
3898,3898,(주)아진엑스텍,59120,Dec-17,6156377.0,,435.96,0.0,435.96
3899,3899,(주)아진엑스텍,59120,Dec-18,4499819.0,,-26.91,0.0,-26.91
3900,3900,(주)아진엑스텍,59120,Dec-19,2475375.0,,-44.99,0.0,-44.99
3901,3901,(주)아톤,158430,Dec-19,-11450327.0,-11268303.0,-562.57,-201.41,-201.41
3902,3902,(주)아프리카티비,67160,Dec-11,986671.0,600676.0,,,
3903,3903,(주)아프리카티비,67160,Dec-12,2038143.0,,106.57,1749.77,1749.77
3904,3904,(주)아프리카티비,67160,Dec-13,1027561.0,177727.0,-49.58,-98.4,-98.4
3905,3905,(주)아프리카티비,67160,Dec-14,3540822.0,2751350.0,244.59,1448.08,1448.08
3906,3906,(주)아프리카티비,67160,Dec-15,7555266.0,4144643.0,113.38,50.64,50.64
3907,3907,(주)아프리카티비,67160,Dec-16,12974685.0,10048384.0,71.73,142.44,142.44
3908,3908,(주)아프리카티비,67160,Dec-17,12985341.0,14659197.0,0.08,45.89,45.89
3909,3909,(주)아프리카티비,67160,Dec-18,22346092.0,21334754.0,72.09,45.54,45.54
3910,3910,(주)아프리카티비,67160,Dec-19,30152450.0,34160386.0,34.93,60.12,60.12
3911,3911,(주)안랩,53800,Dec-11,11926957.0,9378658.0,-60.44,-72.55,-72.55
3912,3912,(주)안랩,53800,Dec-12,14694783.0,14042927.0,23.21,49.73,49.73
3913,3913,(주)안랩,53800,Dec-13,5493645.0,6438362.0,-62.61,-54.15,-54.15
3914,3914,(주)안랩,53800,Dec-14,5188816.0,9043930.0,-5.55,40.47,40.47
3915,3915,(주)안랩,53800,Dec-15,11401841.0,11919209.0,119.74,31.79,31.79
3916,3916,(주)안랩,53800,Dec-16,14428279.0,14617499.0,26.54,22.64,22.64
3917,3917,(주)안랩,53800,Dec-17,16414480.0,16278990.0,13.77,11.37,11.37
3918,3918,(주)안랩,53800,Dec-18,21739515.0,22845726.0,32.44,40.34,40.34
3919,3919,(주)안랩,53800,Dec-19,18946990.0,19142259.0,-12.85,-16.21,-16.21
3920,3920,(주)안트로젠,65660,Dec-16,371660.0,,-98.04,-41.96,-41.96
3921,3921,(주)안트로젠,65660,Dec-17,738764.0,,98.77,0.0,98.77
3922,3922,(주)안트로젠,65660,Dec-18,-961760.0,,-230.19,0.0,-230.19
3923,3923,(주)안트로젠,65660,Dec-19,-4049845.0,,,0.0,
3924,3924,(주)알로이스,297570,Dec-18,,,,0.0,
3925,3925,(주)알로이스,297570,Dec-19,-4020080.0,,-136.18,0.0,-136.18
3926,3926,(주)알루코,1780,Dec-11,-1889289.0,-294056.0,,-102.65,-102.65
3927,3927,(주)알루코,1780,Dec-12,-6996591.0,-9267634.0,,,
3928,3928,(주)알루코,1780,Dec-13,932069.0,382283.0,,,
3929,3929,(주)알루코,1780,Dec-14,6386857.0,9479591.0,585.23,2379.73,2379.73
3930,3930,(주)알루코,1780,Dec-15,16189929.0,19780940.0,153.49,108.67,108.67
3931,3931,(주)알루코,1780,Dec-16,17962110.0,22256090.0,10.95,12.51,12.51
3932,3932,(주)알루코,1780,Dec-17,10670151.0,12937661.0,-40.6,-41.87,-41.87
3933,3933,(주)알루코,1780,Dec-18,14144863.0,3266744.0,32.56,-74.75,-74.75
3934,3934,(주)알루코,1780,Dec-19,-19720970.0,-6794707.0,-239.42,-308.0,-308.0
3935,3935,(주)알에프세미,96610,Dec-11,7452104.0,7548389.0,,,
3936,3936,(주)알에프세미,96610,Dec-12,4723354.0,4680457.0,-36.62,-37.99,-37.99
3937,3937,(주)알에프세미,96610,Dec-13,5573974.0,5496195.0,18.01,17.43,17.43
3938,3938,(주)알에프세미,96610,Dec-14,2509528.0,3198420.0,-54.98,-41.81,-41.81
3939,3939,(주)알에프세미,96610,Dec-15,2580520.0,2220565.0,2.83,-30.57,-30.57
3940,3940,(주)알에프세미,96610,Dec-16,1509168.0,1044808.0,-41.52,-52.95,-52.95
3941,3941,(주)알에프세미,96610,Dec-17,-671601.0,-1374559.0,-144.5,-231.56,-231.56
3942,3942,(주)알에프세미,96610,Dec-18,488260.0,218961.0,,,
3943,3943,(주)알에프세미,96610,Dec-19,-2417898.0,-2753635.0,-595.21,-1357.59,-1357.59
3944,3944,(주)알에프텍,61040,Dec-11,7738113.0,4886449.0,,,
3945,3945,(주)알에프텍,61040,Dec-12,19009995.0,23525322.0,145.67,381.44,381.44
3946,3946,(주)알에프텍,61040,Dec-13,8162377.0,3552672.0,-57.06,-84.9,-84.9
3947,3947,(주)알에프텍,61040,Dec-14,4509453.0,-6974115.0,-44.75,-296.31,-296.31
3948,3948,(주)알에프텍,61040,Dec-15,6734382.0,5670446.0,49.34,,
3949,3949,(주)알에프텍,61040,Dec-16,-1397722.0,9756219.0,-120.76,72.05,72.05
3950,3950,(주)알에프텍,61040,Dec-17,-12804189.0,3734459.0,,-61.72,-61.72
3951,3951,(주)알에프텍,61040,Dec-18,-9950369.0,6606560.0,,76.91,76.91
3952,3952,(주)알에프텍,61040,Dec-19,-14095350.0,-1807468.0,,-127.36,-127.36
3953,3953,(주)알엔투테크놀로지,148250,Dec-16,1232656.0,,,,
3954,3954,(주)알엔투테크놀로지,148250,Dec-17,776801.0,,-36.98,0.0,-36.98
3955,3955,(주)알엔투테크놀로지,148250,Dec-18,964679.0,,24.19,0.0,24.19
3956,3956,(주)알엔투테크놀로지,148250,Dec-19,908425.0,,-5.83,0.0,-5.83
3957,3957,(주)알테오젠,196170,Dec-14,826649.0,931146.0,-9.0,-91.62,-91.62
3958,3958,(주)알테오젠,196170,Dec-15,1154128.0,1208363.0,39.62,29.77,29.77
3959,3959,(주)알테오젠,196170,Dec-16,-3276813.0,-3587199.0,-383.92,-396.86,-396.86
3960,3960,(주)알테오젠,196170,Dec-17,-7812953.0,-7448958.0,,,
3961,3961,(주)알테오젠,196170,Dec-18,-6358237.0,-7069909.0,,,
3962,3962,(주)알테오젠,196170,Dec-19,1754111.0,-1738267.0,,,
3963,3963,(주)알톤스포츠,123750,Dec-11,1130803.0,1693477.0,-35.53,,
3964,3964,(주)알톤스포츠,123750,Dec-12,3228265.0,3722486.0,185.48,119.81,119.81
3965,3965,(주)알톤스포츠,123750,Dec-13,1697112.0,2590274.0,-47.43,-30.42,-30.42
3966,3966,(주)알톤스포츠,123750,Dec-14,4617051.0,6321741.0,172.05,144.06,144.06
3967,3967,(주)알톤스포츠,123750,Dec-15,-4138645.0,-3616137.0,-189.64,-157.2,-157.2
3968,3968,(주)알톤스포츠,123750,Dec-16,-3369318.0,-4510018.0,,,
3969,3969,(주)알톤스포츠,123750,Dec-17,-19181227.0,-21315788.0,,,
3970,3970,(주)알톤스포츠,123750,Dec-18,-1516129.0,-2281980.0,,,
3971,3971,(주)알톤스포츠,123750,Dec-19,-13797205.0,-12218530.0,,,
3972,3972,(주)알티캐스트,85810,Dec-13,16089094.0,16008332.0,,,
3973,3973,(주)알티캐스트,85810,Dec-14,13002332.0,13008305.0,-19.19,-18.74,-18.74
3974,3974,(주)알티캐스트,85810,Dec-15,810249.0,439144.0,-93.77,-96.62,-96.62
3975,3975,(주)알티캐스트,85810,Dec-16,1464905.0,902016.0,80.8,105.4,105.4
3976,3976,(주)알티캐스트,85810,Dec-17,2466587.0,1050839.0,68.38,16.5,16.5
3977,3977,(주)알티캐스트,85810,Dec-18,-7007462.0,-7840096.0,-384.1,-846.08,-846.08
3978,3978,(주)알티캐스트,85810,Dec-19,-26597129.0,-27219159.0,,,
3979,3979,(주)알파홀딩스,117670,Dec-11,2237511.0,,,,
3980,3980,(주)알파홀딩스,117670,Dec-12,3063629.0,3004485.0,36.92,-72.96,-72.96
3981,3981,(주)알파홀딩스,117670,Dec-13,3694695.0,,20.6,269.82,269.82
3982,3982,(주)알파홀딩스,117670,Dec-14,4497954.0,2799353.0,21.74,-74.81,-74.81
3983,3983,(주)알파홀딩스,117670,Dec-15,2580836.0,,-42.62,296.92,296.92
3984,3984,(주)알파홀딩스,117670,Dec-16,-42745872.0,-41887041.0,-1756.28,-476.98,-476.98
3985,3985,(주)알파홀딩스,117670,Dec-17,-5720132.0,-10332532.0,,,
3986,3986,(주)알파홀딩스,117670,Dec-18,-5573730.0,-6148773.0,,,
3987,3987,(주)알파홀딩스,117670,Dec-19,-13637631.0,-11705371.0,,,
3988,3988,(주)애니플러스,310200,Dec-18,,,,,
3989,3989,(주)애니플러스,310200,Dec-19,,,0.0,0.0,0.0
3990,3990,(주)애드바이오텍,179530,Dec-19,,,0.0,0.0,0.0
3991,3991,(주)액션스퀘어,205500,Dec-14,,,0.0,0.0,0.0
3992,3992,(주)액션스퀘어,205500,Dec-15,-8188170.0,,-173.69,0.0,-173.69
3993,3993,(주)액션스퀘어,205500,Dec-16,-8741482.0,,,0.0,
3994,3994,(주)액션스퀘어,205500,Dec-17,-12544739.0,-12258989.0,,-210.33,-210.33
3995,3995,(주)액션스퀘어,205500,Dec-18,-11100340.0,-11215386.0,,,
3996,3996,(주)액션스퀘어,205500,Dec-19,-8184727.0,-9160139.0,,,
3997,3997,(주)액토즈소프트,52790,Dec-11,11732885.0,7946149.0,,,
3998,3998,(주)액토즈소프트,52790,Dec-12,10062970.0,9643759.0,-14.23,21.36,21.36
3999,3999,(주)액토즈소프트,52790,Dec-13,15102288.0,15080801.0,50.08,56.38,56.38
4000,4000,(주)액토즈소프트,52790,Dec-14,-63605480.0,-69023654.0,-521.16,-557.69,-557.69
4001,4001,(주)액토즈소프트,52790,Dec-15,12896819.0,-7040610.0,,,
4002,4002,(주)액토즈소프트,52790,Dec-16,-28387222.0,-2263407.0,-320.11,,
4003,4003,(주)액토즈소프트,52790,Dec-17,645361.0,-7477694.0,,,
4004,4004,(주)액토즈소프트,52790,Dec-18,-31136239.0,-14891821.0,-4924.62,,
4005,4005,(주)액토즈소프트,52790,Dec-19,26255856.0,20774308.0,,,
4006,4006,(주)액트로,290740,Dec-18,20015390.0,13690270.0,-23.77,-34.1,-34.1
4007,4007,(주)액트로,290740,Dec-19,8720361.0,14595299.0,-56.43,6.61,6.61
4008,4008,(주)앤디포스,238090,Dec-16,14928811.0,,71.19,-23.87,-23.87
4009,4009,(주)앤디포스,238090,Dec-17,8072425.0,,-45.93,0.0,-45.93
4010,4010,(주)앤디포스,238090,Dec-18,-7856611.0,-13601715.0,-197.33,-222.42,-222.42
4011,4011,(주)앤디포스,238090,Dec-19,1822854.0,-1549639.0,,,
4012,4012,(주)앤씨앤,92600,Dec-11,6310713.0,,246.2,,
4013,4013,(주)앤씨앤,92600,Dec-12,3193011.0,3193011.0,-49.4,-71.26,-71.26
4014,4014,(주)앤씨앤,92600,Dec-13,-18609883.0,-18609825.0,-682.83,-682.83,-682.83
4015,4015,(주)앤씨앤,92600,Dec-14,-1907041.0,-1907109.0,,,
4016,4016,(주)앤씨앤,92600,Dec-15,8804943.0,8376090.0,,,
4017,4017,(주)앤씨앤,92600,Dec-16,2024268.0,810604.0,-77.01,-90.32,-90.32
4018,4018,(주)앤씨앤,92600,Dec-17,-4411427.0,-8961209.0,-317.93,-1205.5,-1205.5
4019,4019,(주)앤씨앤,92600,Dec-18,-11332739.0,-15703251.0,,,
4020,4020,(주)앤씨앤,92600,Dec-19,3742415.0,-6859587.0,,,
4021,4021,(주)야스,255440,Dec-17,16240812.0,16240812.0,333.97,,
4022,4022,(주)야스,255440,Dec-18,36026981.0,36026981.0,121.83,121.83,121.83
4023,4023,(주)야스,255440,Dec-19,16318268.0,16318268.0,-54.71,-54.71,-54.71
4024,4024,(주)양지사,30960,Jun-11,4951971.0,,-69.65,-31.91,-31.91
4025,4025,(주)양지사,30960,Jun-12,2851422.0,,-42.42,0.0,-42.42
4026,4026,(주)양지사,30960,Jun-13,1418499.0,,-50.25,0.0,-50.25
4027,4027,(주)양지사,30960,Jun-14,850414.0,,-40.05,0.0,-40.05
4028,4028,(주)양지사,30960,Jun-15,-1401804.0,,-264.84,0.0,-264.84
4029,4029,(주)양지사,30960,Jun-16,2839936.0,,,0.0,
4030,4030,(주)양지사,30960,Jun-17,3579596.0,,26.04,0.0,26.04
4031,4031,(주)양지사,30960,Jun-18,2603221.0,,-27.28,0.0,-27.28
4032,4032,(주)양지사,30960,Jun-19,2316669.0,,-11.01,0.0,-11.01
4033,4033,(주)어스앤에어로스페이스,263540,Dec-17,747316.0,,-67.74,0.0,-67.74
4034,4034,(주)어스앤에어로스페이스,263540,Dec-18,-2063066.0,,-376.06,0.0,-376.06
4035,4035,(주)어스앤에어로스페이스,263540,Dec-19,-33093325.0,,,0.0,
4036,4036,(주)얼라인드제네틱스,238120,Dec-16,-1258639.0,-1555620.0,,-114.0,-114.0
4037,4037,(주)얼라인드제네틱스,238120,Dec-17,-1119306.0,-1754366.0,,,
4038,4038,(주)얼라인드제네틱스,238120,Dec-18,-2316206.0,-1588097.0,,,
4039,4039,(주)얼라인드제네틱스,238120,Dec-19,-135016.0,116738.0,,,
4040,4040,(주)에너토크,19990,Dec-11,3491563.0,,,9417.99,9417.99
4041,4041,(주)에너토크,19990,Dec-12,3866043.0,,10.73,0.0,10.73
4042,4042,(주)에너토크,19990,Dec-13,2654017.0,,-31.35,0.0,-31.35
4043,4043,(주)에너토크,19990,Dec-14,2771313.0,,4.42,0.0,4.42
4044,4044,(주)에너토크,19990,Dec-15,2003468.0,,-27.71,0.0,-27.71
4045,4045,(주)에너토크,19990,Dec-16,1991911.0,1971675.0,-0.58,-82.25,-82.25
4046,4046,(주)에너토크,19990,Dec-17,617726.0,400112.0,-68.99,-79.71,-79.71
4047,4047,(주)에너토크,19990,Dec-18,1848310.0,1333555.0,199.21,233.3,233.3
4048,4048,(주)에너토크,19990,Dec-19,1163628.0,488724.0,-37.04,-63.35,-63.35
4049,4049,(주)에넥스,11090,Dec-11,6567704.0,4434481.0,464.42,807.36,807.36
4050,4050,(주)에넥스,11090,Dec-12,-12228770.0,-10140308.0,-286.2,-328.67,-328.67
4051,4051,(주)에넥스,11090,Dec-13,4136531.0,3060085.0,,,
4052,4052,(주)에넥스,11090,Dec-14,5266894.0,5047729.0,27.33,64.95,64.95
4053,4053,(주)에넥스,11090,Dec-15,8253903.0,8463117.0,56.71,67.66,67.66
4054,4054,(주)에넥스,11090,Dec-16,1715248.0,1866641.0,-79.22,-77.94,-77.94
4055,4055,(주)에넥스,11090,Dec-17,1371803.0,2055581.0,-20.02,10.12,10.12
4056,4056,(주)에넥스,11090,Dec-18,812827.0,1151805.0,-40.75,-43.97,-43.97
4057,4057,(주)에넥스,11090,Dec-19,-4011572.0,-3764886.0,-593.53,-426.87,-426.87
4058,4058,(주)에스디생명공학,217480,Dec-17,20518295.0,13459906.0,,,
4059,4059,(주)에스디생명공학,217480,Dec-18,194851.0,6059405.0,-99.05,-54.98,-54.98
4060,4060,(주)에스디생명공학,217480,Dec-19,-14793296.0,-19628121.0,-7692.11,-423.93,-423.93
4061,4061,(주)에스디시스템,121890,Dec-11,-1296118.0,,,,
4062,4062,(주)에스디시스템,121890,Dec-12,52261.0,,,0.0,
4063,4063,(주)에스디시스템,121890,Dec-13,-5488317.0,,-10601.75,0.0,-10601.75
4064,4064,(주)에스디시스템,121890,Dec-14,3259497.0,,,0.0,
4065,4065,(주)에스디시스템,121890,Dec-15,2871056.0,,-11.92,0.0,-11.92
4066,4066,(주)에스디시스템,121890,Dec-16,-6881435.0,,-339.68,0.0,-339.68
4067,4067,(주)에스디시스템,121890,Dec-17,-9147176.0,,,0.0,
4068,4068,(주)에스디시스템,121890,Dec-18,-5637766.0,,,0.0,
4069,4069,(주)에스디시스템,121890,Dec-19,-13517163.0,,,0.0,
4070,4070,(주)에스비에스,34120,Dec-11,58037245.0,59828172.0,,438.45,438.45
4071,4071,(주)에스비에스,34120,Dec-12,28891809.0,26740910.0,-50.22,-55.3,-55.3
4072,4072,(주)에스비에스,34120,Dec-13,26650268.0,21842244.0,-7.76,-18.32,-18.32
4073,4073,(주)에스비에스,34120,Dec-14,-3351903.0,-7417262.0,-112.58,-133.96,-133.96
4074,4074,(주)에스비에스,34120,Dec-15,34592271.0,34884043.0,,,
4075,4075,(주)에스비에스,34120,Dec-16,-1085801.0,-510038.0,-103.14,-101.46,-101.46
4076,4076,(주)에스비에스,34120,Dec-17,14014096.0,15885507.0,,,
4077,4077,(주)에스비에스,34120,Dec-18,1501180.0,5837906.0,-89.29,-63.25,-63.25
4078,4078,(주)에스비에스,34120,Dec-19,3278960.0,20934115.0,118.43,258.59,258.59
4079,4079,(주)에스비에스콘텐츠허브,46140,Dec-11,22809343.0,22392291.0,595.63,6.97,6.97
4080,4080,(주)에스비에스콘텐츠허브,46140,Dec-12,21653184.0,23090640.0,-5.07,3.12,3.12
4081,4081,(주)에스비에스콘텐츠허브,46140,Dec-13,24817592.0,24655521.0,14.61,6.78,6.78
4082,4082,(주)에스비에스콘텐츠허브,46140,Dec-14,8840270.0,8771236.0,-64.38,-64.42,-64.42
4083,4083,(주)에스비에스콘텐츠허브,46140,Dec-15,6551020.0,6073139.0,-25.9,-30.76,-30.76
4084,4084,(주)에스비에스콘텐츠허브,46140,Dec-16,2780341.0,3120400.0,-57.56,-48.62,-48.62
4085,4085,(주)에스비에스콘텐츠허브,46140,Dec-17,-5893584.0,-6068056.0,-311.97,-294.46,-294.46
