회사명,거래소코드,회계년도,총자산증가율(개별),총자산증가율(연결),유형자산증가율(연결),유형자산증가율(개별),유동자산증가율(연결),유동자산증가율(개별),재고자산증가율(개별),재고자산증가율(연결),자기자본증가율(연결),자기자본증가율(개별),순이익증가률(개별),순이익증가률(연결),매출액총이익률(IFRS),매출액총이익률(IFRS연결),매출액순이익률(IFRS),매출액순이익률(IFRS연결),자기자본순이익률(IFRS),자기자본순이익률(IFRS연결),총자본정상영업이익률(IFRS),총자본정상영업이익률(IFRS연결),매출액정상영업이익률(IFRS),매출액정상영업이익률(IFRS연결),총자본순이익률(IFRS),총자본순이익률(IFRS연결)
(주)티케이케미칼,104480,19-Dec,-0.953439717,,,-2.430716126,,-16.70272859,-32.2201286,,,4.65308971,-66.44,-14.57,6.05,6,1.55,1.53,3.57,3.49,1.5,1.42,1.67,1.55,1.4,1.4
(주)티플랙스,81150,11-Dec,-83.76921998,-83.68363095,-77.86860259,-76.49407316,-65.41736318,-66.07809076,-75.49107787,-75.48473593,-82.48401383,-82.76261482,-52.47,-51.77,8.62,8.7,3.26,3.31,10.16,10.24,9.01,9.03,6.43,6.47,4.57,4.61
(주)티플랙스,81150,12-Dec,21.83987574,21.64128418,75.12548897,75.05178809,-7.124299454,-7.405736708,3.668008418,4.800649214,11.52032112,11.03139368,-48.15,-42,6.21,6.89,1.97,2.19,4.73,5.03,3.94,4.19,4.04,4.25,1.92,2.16
(주)티플랙스,81150,13-Dec,5.466786233,5.782214253,1.159363195,1.168439768,11.19152254,10.95970049,-7.969774931,-6.054081858,1.365377906,1.330896112,-74.92,-75.93,6.48,7.05,0.54,0.58,1.12,1.11,2.96,2.94,3.76,3.72,0.43,0.46
(주)티플랙스,81150,14-Dec,-19.49958345,-18.8946696,-19.00746652,-19.01278717,-19.76798071,-21.49580317,-5.006971783,-9.796326145,1.950257016,0.213488803,17.34,154.22,8.16,9.06,0.68,1.58,1.31,2.6,3.48,3.44,4.41,4.33,0.54,1.26
(주)티플랙스,81150,15-Dec,7.927279652,7.35015493,30.9743354,31.01910674,-7.751760701,-7.972145257,3.028377943,3.410652279,25.10567889,27.45052876,124.56,-51.86,8.26,9.11,1.68,0.84,2.57,1.82,3.53,2.42,4.53,3.12,1.31,0.65
(주)티플랙스,81150,16-Dec,5.35565724,-100,-100,-1.330915023,-100,17.47608066,-1.00001425,-100,-100,12.53913047,-10.86,1320.27,8.69,,1.37,,1.93,,3,,3.76,,1.09,
(주)티플랙스,81150,17-Dec,4.348118683,,,-0.325306305,,10.56829365,16.53400821,,,8.477192654,107.51,0,7.51,,2.43,,3.62,,2.9,,3.25,,2.17,
(주)티플랙스,81150,18-Dec,-1.186859496,,,-0.420925441,,-0.780758399,6.597622341,,,1.973218238,-26.33,0,7.17,,1.73,,2.54,,2.62,,2.89,,1.57,
(주)티플랙스,81150,19-Dec,14.08528065,,,22.97166072,,4.918281832,9.627212823,,,17.0307999,5.37,0,6.98,,1.69,,2.44,,2.76,,3,,1.56,
(주)티피씨,130740,11-Dec,-68.88489762,,,-76.94250578,,-62.45655476,-82.49501019,,,-63.42875501,35.79,0,17.66,,6.91,,10.04,,8.88,,8.59,,7.15,
(주)티피씨,130740,12-Dec,10.64535356,,,-1.236158404,,-11.25812816,-2.999027158,,,10.09548168,23.38,0,15.52,,8.34,,9.87,,5.35,,5.98,,7.47,
(주)티피씨,130740,13-Dec,4.711636105,,,3.531078969,,12.05335586,1.181515448,,,2.544293072,-58.76,0,12.76,,3.45,,3.84,,2.96,,3.56,,2.86,
(주)티피씨,130740,14-Dec,5.833785004,,,-1.897049165,,1.085483139,-8.15723915,,,5.975521407,106.79,0,13.58,,6.43,,7.61,,3.57,,4.09,,5.62,
(주)티피씨,130740,15-Dec,4.250848686,,,2.256040981,,5.964979653,-4.045178555,,,8.346591378,25.18,0,16.01,,7.81,,8.88,,5.49,,6.39,,6.7,
(주)티피씨,130740,16-Dec,31.89561395,,,-2.899739563,,10.56351185,-0.087281516,,,13.63238481,16.67,-57.39,17.86,17.06,9.13,8.7,9.33,8.95,5.54,4.69,7.65,7.09,6.61,5.76
(주)티피씨,130740,17-Dec,16.91097706,14.31343535,-0.533087689,-0.7207154,-28.75105193,-25.79952103,32.81123489,27.16086423,3.861757998,4.58016052,-61.94,-68.08,14.78,13.71,3.9,2.93,3.26,2.8,1.8,1.48,3.44,2.52,2.04,1.71
(주)티피씨,130740,18-Dec,3.392688933,43.7047981,105.4847536,-2.891476077,129.7334005,24.51660889,2.822637983,140.2451784,23.90659138,4.024318744,-71.37,50.23,14.34,18.1,1.09,2.89,0.9,4.63,1.33,0.98,2.72,1.43,0.53,1.98
(주)티피씨,130740,19-Dec,-5.6916541,-4.743297376,-2.894286954,9.709306779,-8.76198381,-21.55425165,-9.778356902,-16.60517837,-1.914697736,3.834610713,22.54,-225.83,14.42,18.86,1.48,-3.37,1.06,-3.81,1.57,0.41,3.52,0.63,0.66,-2.17
(주)티피씨메카트로닉스,48770,11-Jun,-37.72766495,-47.26843036,-76.22229368,-69.12749452,-15.36192397,65.0073536,78.27416292,4.892971555,-59.3837883,-56.99928123,939.6,,25.26,28.16,8.79,8.42,28.64,27.48,17.06,13.87,11.49,11,13.05,10.61
(주)티피씨메카트로닉스,48770,12-Jun,5.530869889,2.705403054,30.76924392,48.79034934,-5.828531775,-4.237054287,-5.277642376,-4.5569715,2.769884502,5.746545549,-60.39,-84.52,23.23,25.56,3.99,1.45,9.65,6.55,5.63,3.97,5.13,3.55,4.38,1.62
(주)티피씨메카트로닉스,48770,13-Jun,20.58217786,17.37809383,35.18369553,79.97170998,11.26894603,17.28344446,25.95098227,12.0003379,3.201587138,7.527842655,-9.83,77.16,21.55,23.21,3.54,2.49,8.16,7.35,4.55,3.55,4.62,3.38,3.49,2.61
(주)티피씨메카트로닉스,48770,14-Dec,9.317644844,6.506386424,13.25753777,29.63081386,7.245080241,7.30200213,32.18110066,29.92586442,10.40217249,8.815796258,-31.97,23,20.78,22.34,2.42,3.09,4.92,7.81,0.93,1.09,1.14,1.21,1.98,2.79
(주)티피씨메카트로닉스,48770,15-Dec,5.081466995,7.3933472,-2.695117922,-2.482927584,10.76631997,7.214946584,20.79098703,34.319374,6.03666555,2.916668649,-52.85,-42.67,19.2,21.62,0.99,1.61,2.29,4.15,1.7,1.85,1.85,1.93,0.91,1.54
(주)티피씨메카트로닉스,48770,16-Dec,-10.13572155,-5.43445106,-5.886960425,-5.261382821,-3.296453679,-10.83261185,-42.28131755,-41.00777141,-49.51528231,-57.06249694,-1001.63,-425.37,13.54,15.66,-8.92,-4.91,-28.44,-19.14,-3.74,-2.14,-3.95,-2.11,-8.45,-4.98
(주)티피씨메카트로닉스,48770,17-Dec,12.61604811,6.878570437,29.98684049,44.29734207,-1.894276989,3.00376647,22.03113352,13.80585194,64.63215721,79.83184357,,,19.53,20.51,3.92,4.02,17.29,18.5,5.8,5.92,5.29,5.32,4.29,4.47
(주)티피씨메카트로닉스,48770,18-Dec,18.58962844,19.24178395,-4.120882109,-3.587077861,34.52075347,34.49903911,2.927141743,1.11703795,7.37637186,8.557555206,-2.76,1.33,18.85,17.94,4.1,3.96,12.54,14.45,2.79,3.04,3.17,3.01,3.61,4
(주)티피씨메카트로닉스,48770,19-Dec,-2.704704424,-4.07443304,-2.410387544,-2.259772293,-7.569635779,-9.021076053,-0.338352994,3.029066411,-7.683761723,-1.779660466,-174.47,-197.91,16.64,16.06,-3.1,-4.02,-9.05,-14.31,0.04,0.16,0.05,0.17,-2.51,-3.68
(주)파나진,46210,11-Dec,-56.83466594,-60.78695603,-67.89988296,-63.76804111,-64.93658066,-55.78074007,-58.90395761,-66.30619106,-42.55679317,-39.7389126,,,10.83,6.39,-3.5,-3.84,-8.7,-9.99,1.4,-0.76,1.31,-0.78,-3.74,-3.75
(주)파나진,46210,12-Dec,-38.83327172,-100,-100,-10.32902573,-100,-67.28345454,-88.19252559,-100,-100,-44.94519817,,,2.75,,-25.64,,-58.43,,-12.68,,-14.87,,-21.85,
(주)파나진,46210,13-Dec,-1.652383642,,,-49.47577817,,42.6750896,-24.4156219,,,-0.122343289,,0,57.56,,-113.02,,-53.43,,-14.06,,-84.35,,-18.84,
(주)파나진,46210,14-Dec,-2.700589901,,,-1.787654005,,-5.750895771,33.37639662,,,-0.206242247,,0,57.67,,-43.8,,-24.65,,-3.81,,-18.81,,-8.87,
(주)파나진,46210,15-Dec,5.058501479,,,-1.029549296,,10.64340781,-23.19010766,,,0.139836568,,0,68.78,,-10.64,,-7.08,,0.63,,2.66,,-2.52,
(주)파나진,46210,16-Dec,28.77577422,,,22.86358124,,48.05642642,188.9016743,,,136.8826161,,0,63.63,,-22.38,,-10.38,,-2.55,,-10.76,,-5.31,
(주)파나진,46210,17-Dec,-3.71519882,,,78.08573243,,-12.63645783,-24.88332916,,,12.50644383,,0,58.43,,-88.56,,-29.21,,-8.17,,-35.79,,-20.21,
(주)파나진,46210,18-Dec,-24.26719003,,,-3.633946034,,-12.98151979,-1.661827001,,,-31.31416264,,0,57.21,,-53.46,,-20.57,,-4.8,,-17.4,,-14.74,
(주)파나진,46210,19-Dec,-9.514290678,,,-3.413914864,,-23.57572066,5.702610362,,,23.92942451,,0,64.18,,44.09,,19.2,,-2.65,,-7.65,,15.28,
(주)파라다이스,34230,11-Dec,3152.980021,,,2095.410528,,2325.70837,-75.06211932,,,2620.778323,566.17,192.61,25.05,26.42,6.52,8.69,4.26,5.9,7.25,7.71,14.11,14.85,3.35,4.51
(주)파라다이스,34230,12-Dec,10.01260315,39.70210907,143.2233329,2.944048848,26.11629226,-20.7298917,-38.33766451,251.3821701,29.94294205,9.018917285,149.67,145.46,24.17,26.15,14.51,15.39,10.15,12.54,8.48,10.09,15.7,17.31,7.83,8.97
(주)파라다이스,34230,13-Dec,11.51906554,18.65535944,0.029469338,-1.138155815,8.4469795,18.39236309,-8.198286069,6.912545623,22.2091212,11.63614682,46.17,34.98,29.28,29.53,17.35,16.85,13.44,14.84,12.88,11.86,21.63,21.03,10.33,9.5
(주)파라다이스,34230,14-Dec,38.19776791,30.23381529,13.75313443,12.37472446,86.50681086,68.9729139,-4.353285418,-3.780974768,32.43509509,39.3693532,-6.28,-1.76,20.81,21.31,16.3,15.65,9.97,11.07,4.9,5.58,10.35,11.69,7.71,7.47
(주)파라다이스,34230,15-Dec,-4.470625665,24.46839036,51.03186485,24.34805809,-0.987065581,-39.6244544,48.47662213,7.327912314,9.192913221,0.804297124,-22.41,-32.12,19.08,19.93,13.94,11.67,6.62,6.42,2.92,3.24,7.72,9.48,5.27,4
(주)파라다이스,34230,16-Dec,3.067856094,15.75575299,60.90970837,18.92965868,-29.52644183,-20.21393668,-12.13362673,-11.04322779,1.799446465,1.645381592,-21.58,-19.78,20.28,19.92,9.33,8.29,5.13,5.33,4.67,3.06,10.46,9.47,4.17,2.68
(주)파라다이스,34230,17-Dec,2.285784121,5.515785125,21.4810677,11.68392291,-29.94489327,-30.38215745,4.158053383,123.6321344,-1.246625106,-2.222834497,-84.97,-169.16,10.29,10.53,1.86,-5.97,0.77,-1.86,-0.2,-1.26,-0.61,-4.48,0.61,-1.68
(주)파라다이스,34230,18-Dec,24.01416387,29.37775086,39.30645815,40.69119655,-4.965295142,24.47169333,21.59219074,23.7158869,25.72820228,16.49582586,10.63,,13.45,9.98,2,-5.61,0.8,-1.86,1.14,0.09,3.82,0.31,0.6,-1.58
(주)파라다이스,34230,19-Dec,17.03282206,10.14312241,-2.899658905,-1.470804247,62.48007619,99.48238563,-6.583209598,-6.868778463,-1.346120306,0.836269365,164.66,,13.1,14.25,5.04,0.69,1.96,1.19,1.15,1.57,4.41,5.3,1.31,0.2
(주)파라텍,33540,11-Dec,-95.09072382,-97.46244547,-98.47957633,-93.55443152,-90.14252464,-84.35276427,1510.114072,-16.20136132,-96.07013592,-94.37007565,-76.67,-21.68,9.43,10.36,4.44,4.62,8.34,8.35,7.09,7.59,5.59,6.03,5.63,5.81
(주)파라텍,33540,12-Dec,-6.988925994,-5.85876912,-0.668183499,-0.734330028,-9.690520746,-11.42525029,-1.185637634,10.41974748,-1.436226501,-2.129539723,-96.9,-88.95,8.31,9.88,0.17,0.64,0.25,0.62,0.12,0.89,0.11,0.84,0.19,0.68
(주)파라텍,33540,13-Dec,11.61502565,12.81877965,-1.990909698,-1.835210685,23.17458245,21.42308194,78.15981072,55.23664321,7.295808503,6.488362128,2512.87,689.67,10.18,11.76,3.79,4.23,6.47,6.85,5.97,6.85,4.75,5.56,4.76,5.21
(주)파라텍,33540,14-Dec,4.12213927,17.758576,-18.86846586,-19.5119537,23.09486272,0.408011003,-32.7426156,-43.44445468,5.242330557,4.673538063,25.38,20.78,8.74,9.95,3.88,4.21,7.68,7.84,6.63,6.91,4.64,5.32,5.54,5.46
(주)파라텍,33540,15-Dec,6.799319409,-8.894645349,-38.12861526,-33.24096074,-5.112352497,24.1509075,2.93001834,7.251885554,3.633136747,7.077612207,-29.67,-49.89,8.12,8.35,2.41,1.88,5.1,3.93,4.73,4.33,3.08,3.08,3.69,2.65
(주)파라텍,33540,16-Dec,43.97518965,43.31786883,6.622045296,6.622045296,60.13230282,60.61991038,69.03179926,68.92526739,1.074798268,1.528135602,5.6,23.01,7.36,7.47,1.66,1.51,5.17,4.79,4.67,4.48,2.5,2.41,3.1,2.81
(주)파라텍,33540,17-Dec,0.707214801,0.719412114,-75.30468526,-75.30468526,8.825645945,8.850596082,11.7962567,9.675865587,16.28539166,16.25578087,224.31,254.49,8.12,8.25,4.7,4.67,15.39,15.3,6.66,6.64,3.7,3.69,8.48,8.41
(주)파라텍,33540,18-Dec,1.962925723,1.809897504,277.6101342,277.6101342,-6.693154252,-6.692106151,16.68832842,15.97730463,-1.711856213,-1.532875096,-96.84,-98.01,5.76,5.9,0.2,0.13,0.46,0.4,-0.07,-0.09,-0.06,-0.07,0.26,0.17
(주)파라텍,33540,19-Dec,-16.27092186,-16.18667149,53.83636915,53.83636915,-46.69719043,-47.2379989,24.23571529,22.0935353,-36.79282961,-36.46107993,-7691.84,-12338.62,-20.45,-20.23,-23.18,-23.4,-42.65,-42.64,-27.17,-27.34,-29.1,-29.26,-21.64,-21.86
(주)파루,43200,11-Dec,-64.98520292,-63.57909084,-4.842042657,-18.84492835,-74.35891919,-74.19940781,-48.21166456,-48.88188236,-73.0189301,-73.53297697,,,-14.58,-12.44,-85.65,-83.65,-76.21,-75.18,-30.89,-29.33,-77.59,-75.29,-34.1,-32.58
(주)파루,43200,12-Dec,-5.006554137,-5.307294602,-7.025939417,-7.548915553,-3.355358668,-3.194719191,-18.06532541,-18.06532541,13.63912819,13.19906486,,,10.64,11.55,-16.38,-15.98,-41.91,-40.58,-9.7,-8.79,-10.61,-9.91,-14.98,-14.17
(주)파루,43200,13-Dec,37.0508992,34.53146399,11.6894188,14.52949364,94.16033669,94.41305268,-25.29349865,-25.29349865,-5.923022665,-5.50473488,,,20.45,21.38,-6.88,-7.03,-16.38,-16.64,1.74,2.25,2.29,3,-5.24,-5.26
(주)파루,43200,14-Dec,26.46769531,25.33028757,2.474428277,3.496440525,45.83124606,44.10567371,292.1782362,293.7783262,108.8085657,110.6178428,,,30.36,30.81,1.21,0.33,2.97,0.8,5.69,5.88,6.28,6.56,1.1,0.29
(주)파루,43200,15-Dec,31.7075295,37.33509124,2.510223627,3.333595735,50.14287665,50.84610129,43.06715525,48.39791384,40.11745607,29.7721716,856.22,5050.04,32.81,33.27,5.26,7.68,18.24,25.31,11.86,11.52,7.71,7.76,8.09,11.4
(주)파루,43200,16-Dec,6.057711344,11.48957522,11.94179669,-2.063474036,20.30627611,4.99999749,-41.9103779,-40.9531958,82.98808882,81.8859451,-18.99,-66.51,35.21,34.34,5.28,3.08,9.28,6.65,8.48,4.81,8.01,4.75,5.6,3.12
(주)파루,43200,17-Dec,-32.99152162,-37.64703991,-5.889496646,4.623434323,-61.11042411,-61.71315676,-37.41189013,-36.51626169,-26.45304613,-19.63264249,-496,-957.89,1.96,-5.32,-86.41,-96.71,-31.59,-36.29,-20.48,-25.84,-68.62,-79.96,-25.79,-31.26
(주)파루,43200,18-Dec,-30.93665062,-29.28983952,-9.227129999,-3.347385832,-52.01095887,-60.85397206,-75.43067405,-76.41008145,-44.31626502,-45.98691417,,,-24.14,-22.48,-79.27,-71.42,-58.73,-54.56,-42.98,-43.66,-70.24,-70.34,-48.51,-44.33
(주)파루,43200,19-Dec,45.34334012,39.5445011,7.703252409,10.33808305,107.5298613,186.5638751,205.2602906,196.0822946,35.85793482,37.16700361,,,22.37,22.47,0.25,0.41,0.34,1.12,1.78,0.27,1.92,0.3,0.23,0.37
(주)파마리서치,214450,15-Dec,153.6684227,-100,-100,-18.65497435,-100,381.9975106,-29.39085216,-100,-100,250.9618705,9734.61,5044.01,68.8,,34.38,,14.19,,15.06,,42.97,,12.05,
(주)파마리서치,214450,16-Dec,5.012280514,,,1.535557611,,-8.504634724,5.883323215,,,9.50232321,8.01,24.44,67.26,67.11,30.52,30.09,8.47,8.1,8.3,7.87,31.62,30.69,8.01,7.71
(주)파마리서치,214450,17-Dec,4.457861237,5.409715418,30.84980893,29.57357574,-11.17507997,-21.31270858,-3.100938657,-6.001838244,5.616401988,4.201339361,-6.86,-9.48,66.62,66.21,24.19,22.98,7.39,7.39,9.13,8.06,30.97,27.25,7.13,6.8
(주)파마리서치,214450,18-Dec,21.08982731,36.58313081,143.0671893,103.7182311,-5.845338309,-7.852240415,153.9121627,140.1771777,20.16028815,10.40873245,11.21,-10,59.01,59.45,22.85,17.53,7.66,7.65,8.48,3.89,27.62,13.54,7.02,5.04
(주)파마리서치,214450,19-Dec,6.503097918,4.54604851,11.83987145,12.72904201,-1.225478934,3.222871215,-4.500530481,13.29144191,4.363109398,6.013162715,18.72,31.83,56.84,59.74,21.09,17.71,8.41,8.2,10.08,7.22,28.86,22.73,7.37,5.62
(주)파멥신,208340,18-Dec,-70.8627794,-74.14611777,-98.64651541,-98.37715769,-35.87655938,-27.13772713,-100,-100,-71.3531866,-68.74199361,-140.78,-146.97,14.07,14.07,-353205.52,-353205.52,-10.66,-10.66,-9.91,-9.91,-350051.85,-350051.85,-10,-10
(주)파멥신,208340,19-Dec,131.8761273,131.2018298,220.0445784,220.0445784,103.2520048,101.5668944,,,3.58700315,4.30674606,,,0,0,0,0,-14.5,-15.25,-8.32,-8.74,0,0,-8.37,-8.79
(주)파버나인,177830,14-Dec,-52.80904961,-100,-100,1497.94761,-100,-85.08118264,,,-100,-20.41823429,,,12.43,,5.61,,11.63,,7.72,,6.18,,7.01,
(주)파버나인,177830,15-Dec,11.44293541,,,20.80817721,,-37.21955603,7.605192768,,,-9.025079188,-211.88,-148.06,2.08,2.08,-10.32,-10.32,-10.29,-10.81,-5.73,-5.44,-8.94,-8.95,-6.61,-6.28
(주)파버나인,177830,16-Dec,19.72194891,20.6846398,16.2090436,0.116330309,30.0452401,89.21229235,24.64843812,31.48629571,6.88747751,8.960238032,,,12.59,12.52,5.9,4.55,8.86,6.85,3.94,3.51,4.75,4.28,4.89,3.73
(주)파버나인,177830,17-Dec,8.774415929,10.97712589,9.342169777,-1.38414559,10.05185003,14.26849149,23.16726887,27.83724919,-1.785091914,0.625580476,-67.06,-79.43,10.05,11.11,1.44,0.68,2.79,1.38,2.93,2.91,2.99,2.97,1.42,0.67
(주)파버나인,177830,18-Dec,4.188764404,8.001315926,1.677138646,-4.322194557,16.97872911,13.1860275,0.009962316,16.52612924,9.225493059,2.149236549,-20.45,556.6,10.6,13.25,1.18,4.21,2.19,8.72,0.83,4.82,0.92,5.09,1.06,3.99
(주)파버나인,177830,19-Dec,0.733723147,3.434921417,0.311653905,-4.323625425,14.97254386,-11.52519643,25.54696785,37.63138132,-19.82863551,-18.17297613,-1027.01,-366.06,5.97,6.25,-12.8,-12.14,-22.08,-24.61,-4.02,-3.93,-5.37,-4.75,-9.59,-10.05
(주)파세코,37070,11-Dec,-22.70856661,-100,-100,4.874599216,-100,-3.822098129,17.67239472,-100,-100,0.881054438,,,16.61,,1.5,,3.23,,4.23,,3.87,,1.64,
(주)파세코,37070,12-Dec,4.559085028,,,0.99246725,,12.64480028,48.44643503,,,8.903580069,173.75,0,18.04,,3.89,,8.55,,5.5,,4.82,,4.44,
(주)파세코,37070,13-Dec,3.70124098,,,-3.724031374,,17.79899117,13.3106618,,,19.59079934,83.85,0,21.1,,5.9,,13.73,,10.79,,8.12,,7.83,
(주)파세코,37070,14-Dec,1.04328825,,,2.164685857,,1.470348925,-15.23216652,,,4.985296159,-20.03,0,18.85,,4.34,,9.83,,8.52,,6.05,,6.12,
(주)파세코,37070,15-Dec,-7.733394444,,,-1.205797042,,-13.17253957,6.762691652,,,6.810842502,-1.87,0,20.72,,4.85,,9.11,,7.88,,6.15,,6.22,
(주)파세코,37070,16-Dec,4.040498783,,,-2.864090994,,18.16368371,14.34764956,,,0.694424794,-51.66,0,21.42,,2.79,,4.25,,3.19,,2.9,,3.07,
(주)파세코,37070,17-Dec,-3.510790794,,,-3.255192504,,-2.450333699,-6.324150616,,,1.444376582,29.06,0,19.83,,3.03,,5.43,,4.23,,3.24,,3.95,
(주)파세코,37070,18-Dec,11.30263942,,,1.214162338,,26.92669102,7.282124588,,,2.662015475,29.35,0,17.47,,3.18,,6.88,,5.51,,3.55,,4.93,
(주)파세코,37070,19-Dec,9.710468171,,,1.369936061,,17.65904251,-5.908669014,,,8.35609748,81.96,0,19.25,,4.79,,11.86,,10.13,,5.98,,8.12,
(주)파수,150900,13-Dec,-71.6365331,,,-98.6098419,,-59.17267854,-100,,,-68.05653965,-76.83,-83.75,59.33,59.45,9.4,8.46,10.62,9.64,6.05,5.35,7.6,6.67,7.49,6.78
(주)파수,150900,14-Dec,6.677956864,5.102636165,41.74259127,40.75755865,-6.076340525,-6.094582883,,,4.584475215,6.644470973,33.36,20.7,65.15,65.16,11.55,9.43,10.67,8.88,6.49,5.06,9.16,7.04,8.18,6.77
(주)파수,150900,15-Dec,24.72979418,24.53743142,37.76124158,34.97439861,16.35503468,13.3314817,,,4.12616091,4.953103845,-58.17,-60.91,52.37,53.63,4.54,3.37,4.22,3.33,1.39,0.71,2.15,1.04,2.95,2.3
(주)파수,150900,16-Dec,-9.467583298,-6.807096406,-20.05384305,-21.65346018,-12.46081907,-17.48526855,,,-48.72738199,-50.49449815,-1270.42,-1524.94,35.43,36.03,-61.79,-56.62,-64.54,-61.42,-16.75,-19.7,-31.69,-36.44,-32.65,-30.6
(주)파수,150900,17-Dec,14.65411182,8.698487105,-28.34665436,-29.59969999,7.741599134,14.34574788,,,6.692907951,22.06356522,,,61.7,61.94,8.76,1.9,17.17,4.01,8.12,3.25,11.36,4.44,6.26,1.39
(주)파수,150900,18-Dec,5.563598153,10.46671578,-5.054067442,-20.89507679,16.29614846,-8.184098586,,,49.93774741,41.65235421,-60.01,75.61,61.41,63.44,3.96,3.02,5.17,4.9,2.13,3.5,3.7,4.75,2.28,2.23
(주)파수,150900,19-Dec,3.751996532,2.862803306,73.77952968,95.7413889,3.044864283,10.35296618,,,-22.92086721,-21.64028777,-558.66,-561.46,46.57,49.29,-17.27,-12.73,-22.67,-24.65,-4.15,-7.77,-7.17,-10.24,-10,-9.65
(주)파워넷,37030,18-Dec,71.94024258,74.57152756,550.2927784,401.7054473,144.2565726,193.4972416,,,187.0785574,160.2098195,,,12.65,13.27,4.07,3.88,12.08,11.45,4.5,4.09,2.59,2.37,7.06,6.68
(주)파워넷,37030,19-Dec,27.0852442,28.76775035,24.46412457,10.92185182,-27.13790196,-29.50119108,4.473417853,4.490802312,11.95324014,11.28575574,6.9,19.56,13.87,14.71,3.95,4.21,10.17,10.78,5.48,5.46,3.98,4.01,5.45,5.74
(주)파워로직스,47310,11-Dec,166.0831322,218.5095597,799.2873618,624.5366887,323.2824999,320.3499469,-37.67397387,398.0450788,89.16304858,98.83105414,-545.07,-485.68,2.46,1.06,-5.7,-4.22,-21.87,-22.79,-6.49,-5.61,-4.62,-3.77,-8,-6.28
(주)파워로직스,47310,12-Dec,-15.56386424,-23.1805759,-12.05862958,-7.90794437,-26.80123732,-17.74223548,131.4476891,-25.02343771,17.06579638,11.96168573,,,4.9,6.44,3.54,3.36,11.28,16.72,2.52,3.19,1.83,1.87,4.88,5.75
(주)파워로직스,47310,13-Dec,19.79072755,1.976007907,16.81151228,51.59787298,-1.448044002,-1.689525247,-7.208587328,-23.51077482,-1.566199727,2.31006879,-84.95,-78.6,0.91,4.91,0.39,0.69,1.59,3.52,-3.55,0.68,-1.89,0.33,0.73,1.4
(주)파워로직스,47310,14-Dec,8.552387386,4.988234748,2.707699412,5.511143372,7.089256397,15.20720989,-8.019090922,-14.07531657,6.25840851,6.645027122,288.91,30.73,6.93,6.61,1.47,0.87,5.91,4.13,4.52,4.27,2.67,2.1,2.5,1.77
(주)파워로직스,47310,15-Dec,-7.533687001,4.310209973,10.7014354,-16.46644686,-13.73180122,-17.97245382,-18.84997265,14.7726828,20.82000627,9.152873072,-94.72,-33.09,5.35,7.6,0.08,0.55,0.29,3.57,1.02,3.31,0.6,1.62,0.13,1.13
(주)파워로직스,47310,16-Dec,3.539162258,4.957218683,-7.487481198,-9.918200038,20.21668308,7.09154259,-41.95146101,-0.575825129,1.20515141,1.733292848,98.78,49.27,5.19,8.48,0.17,0.88,0.55,4.63,0.75,4.27,0.47,2.33,0.27,1.62
(주)파워로직스,47310,17-Dec,4.154152822,-8.949865215,-9.312249624,-16.75012592,-6.325836252,14.48166658,35.81856048,43.58635019,6.187052274,2.118980473,-548.98,90.77,5.05,7.62,-0.5,1.3,-2.41,6.91,3.75,6.69,1.63,2.76,-1.16,3.15
