,회사명,거래소코드,회계년도,부실징후기업,한계기업
7129,(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,1.0,1
7130,(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,1.0,1
7131,(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,1.0,1
7132,(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,1.0,1
7133,(주)스페코,13810,2000/12,1.0,1
7134,(주)스페코,13810,2001/12,1.0,1
7135,(주)스페코,13810,2002/12,1.0,1
7136,(주)스페코,13810,2003/12,1.0,1
7137,(주)스페코,13810,2004/12,1.0,1
7138,(주)스페코,13810,2005/12,1.0,1
7197,(주)시너지이노베이션,48870,2008/12,1.0,1
7198,(주)시너지이노베이션,48870,2009/12,1.0,1
7199,(주)시너지이노베이션,48870,2010/12,1.0,1
7200,(주)시너지이노베이션,48870,2011/12,1.0,1
7201,(주)시너지이노베이션,48870,2012/12,1.0,1
7202,(주)시너지이노베이션,48870,2013/12,1.0,1
7203,(주)시너지이노베이션,48870,2014/12,1.0,1
7204,(주)시너지이노베이션,48870,2015/12,1.0,1
7205,(주)시너지이노베이션,48870,2016/12,1.0,1
7206,(주)시너지이노베이션,48870,2017/12,1.0,1
7207,(주)시너지이노베이션,48870,2018/12,1.0,1
7208,(주)시너지이노베이션,48870,2019/12,1.0,1
7217,(주)시노펙스,25320,2008/12,1.0,1
7219,(주)시노펙스,25320,2010/12,1.0,1
7269,(주)시티랩스,139050,2015/12,1.0,1
7270,(주)시티랩스,139050,2016/12,1.0,1
7271,(주)시티랩스,139050,2017/12,1.0,1
7272,(주)시티랩스,139050,2018/12,1.0,1
7273,(주)시티랩스,139050,2019/12,1.0,1
7309,(주)신성이엔지,11930,2011/12,1.0,1
7310,(주)신성이엔지,11930,2012/12,1.0,1
7311,(주)신성이엔지,11930,2013/12,1.0,1
7312,(주)신성이엔지,11930,2014/12,1.0,1
7313,(주)신성이엔지,11930,2015/12,1.0,1
7314,(주)신성이엔지,11930,2016/12,1.0,1
7315,(주)신성이엔지,11930,2017/12,1.0,1
7316,(주)신성이엔지,11930,2018/12,1.0,1
7317,(주)신성이엔지,11930,2019/12,1.0,1
7552,(주)싸이토젠,217330,2015/12,1.0,1
7553,(주)싸이토젠,217330,2016/12,1.0,1
7554,(주)싸이토젠,217330,2017/12,1.0,1
7555,(주)싸이토젠,217330,2018/12,1.0,1
7556,(주)싸이토젠,217330,2019/12,1.0,1
7562,(주)쌍방울,102280,2013/12,1.0,1
7563,(주)쌍방울,102280,2014/12,1.0,1
7564,(주)쌍방울,102280,2015/12,1.0,1
7565,(주)쌍방울,102280,2016/12,1.0,1
7566,(주)쌍방울,102280,2017/12,1.0,1
7567,(주)쌍방울,102280,2018/12,1.0,1
7568,(주)쌍방울,102280,2019/12,1.0,1
7571,(주)썸에이지,208640,2016/12,1.0,1
7572,(주)썸에이지,208640,2017/12,1.0,1
7573,(주)썸에이지,208640,2018/12,1.0,1
7574,(주)썸에이지,208640,2019/12,1.0,1
7578,(주)쎄노텍,222420,2018/12,1.0,1
7579,(주)쎄노텍,222420,2019/12,1.0,1
7580,(주)쎄니트,37760,2000/12,1.0,1
7581,(주)쎄니트,37760,2001/12,1.0,1
7582,(주)쎄니트,37760,2002/12,1.0,1
7587,(주)쎄니트,37760,2007/12,1.0,1
7589,(주)쎄니트,37760,2009/12,1.0,1
7616,(주)쎌마테라퓨틱스,15540,2000/12,1.0,1
7617,(주)쎌마테라퓨틱스,15540,2001/12,1.0,1
7618,(주)쎌마테라퓨틱스,15540,2002/12,1.0,1
7619,(주)쎌마테라퓨틱스,15540,2003/12,1.0,1
7620,(주)쎌마테라퓨틱스,15540,2004/12,1.0,1
7621,(주)쎌마테라퓨틱스,15540,2005/12,1.0,1
7622,(주)쎌마테라퓨틱스,15540,2006/12,1.0,1
7623,(주)쎌마테라퓨틱스,15540,2007/12,1.0,1
7624,(주)쎌마테라퓨틱스,15540,2008/12,1.0,1
7625,(주)쎌마테라퓨틱스,15540,2009/12,1.0,1
7626,(주)쎌마테라퓨틱스,15540,2010/12,1.0,1
7627,(주)쎌마테라퓨틱스,15540,2011/12,1.0,1
7628,(주)쎌마테라퓨틱스,15540,2012/12,1.0,1
7629,(주)쎌마테라퓨틱스,15540,2013/12,1.0,1
7630,(주)쎌마테라퓨틱스,15540,2014/12,1.0,1
7631,(주)쎌마테라퓨틱스,15540,2015/12,1.0,1
7632,(주)쎌마테라퓨틱스,15540,2016/12,1.0,1
7633,(주)쎌마테라퓨틱스,15540,2017/12,1.0,1
7634,(주)쎌마테라퓨틱스,15540,2018/12,1.0,1
7635,(주)쎌마테라퓨틱스,15540,2019/12,1.0,1
7685,(주)씨씨에스충북방송,66790,2010/12,1.0,1
7686,(주)씨씨에스충북방송,66790,2011/12,1.0,1
7687,(주)씨씨에스충북방송,66790,2012/12,1.0,1
7688,(주)씨씨에스충북방송,66790,2013/12,1.0,1
7689,(주)씨씨에스충북방송,66790,2014/12,1.0,1
7690,(주)씨씨에스충북방송,66790,2015/12,1.0,1
7691,(주)씨씨에스충북방송,66790,2016/12,1.0,1
7692,(주)씨씨에스충북방송,66790,2017/12,1.0,1
7693,(주)씨씨에스충북방송,66790,2018/12,1.0,1
7697,(주)씨아이테크,4920,2002/12,1.0,1
7698,(주)씨아이테크,4920,2003/12,1.0,1
7699,(주)씨아이테크,4920,2004/12,1.0,1
7700,(주)씨아이테크,4920,2005/12,1.0,1
7701,(주)씨아이테크,4920,2006/12,1.0,1
7702,(주)씨아이테크,4920,2007/12,1.0,1
7703,(주)씨아이테크,4920,2008/12,1.0,1
7704,(주)씨아이테크,4920,2009/12,1.0,1
7705,(주)씨아이테크,4920,2010/12,1.0,1
7706,(주)씨아이테크,4920,2011/12,1.0,1
7707,(주)씨아이테크,4920,2012/12,1.0,1
7708,(주)씨아이테크,4920,2013/12,1.0,1
7709,(주)씨아이테크,4920,2014/12,1.0,1
7711,(주)씨아이테크,4920,2016/12,1.0,1
7712,(주)씨아이테크,4920,2017/12,1.0,1
7713,(주)씨아이테크,4920,2018/12,1.0,1
7714,(주)씨아이테크,4920,2019/12,1.0,1
7726,(주)씨앤투스성진,352700,2017/12,1.0,1
7728,(주)씨앤투스성진,352700,2019/12,1.0,1
7738,(주)씨에스,65770,2009/12,1.0,1
7739,(주)씨에스,65770,2010/12,1.0,1
7740,(주)씨에스,65770,2011/12,1.0,1
7741,(주)씨에스,65770,2012/12,1.0,1
7742,(주)씨에스,65770,2013/12,1.0,1
7743,(주)씨에스,65770,2014/12,1.0,1
7744,(주)씨에스,65770,2015/12,1.0,1
7745,(주)씨에스,65770,2016/12,1.0,1
7757,(주)씨에스에이코스믹,83660,2010/12,1.0,1
7758,(주)씨에스에이코스믹,83660,2011/12,1.0,1
7759,(주)씨에스에이코스믹,83660,2012/12,1.0,1
7760,(주)씨에스에이코스믹,83660,2013/12,1.0,1
7761,(주)씨에스에이코스믹,83660,2014/12,1.0,1
7763,(주)씨에스에이코스믹,83660,2016/12,1.0,1
7764,(주)씨에스에이코스믹,83660,2017/12,1.0,1
7765,(주)씨에스에이코스믹,83660,2018/12,1.0,1
7766,(주)씨에스에이코스믹,83660,2019/12,1.0,1
7773,(주)씨엔플러스,115530,2013/12,1.0,1
7774,(주)씨엔플러스,115530,2014/12,1.0,1
7775,(주)씨엔플러스,115530,2015/12,1.0,1
7776,(주)씨엔플러스,115530,2016/12,1.0,1
7777,(주)씨엔플러스,115530,2017/12,1.0,1
7778,(주)씨엔플러스,115530,2018/12,1.0,1
7779,(주)씨엔플러스,115530,2019/12,1.0,1
7851,(주)씨티씨바이오,60590,2016/12,1.0,1
7852,(주)씨티씨바이오,60590,2017/12,1.0,1
7853,(주)씨티씨바이오,60590,2018/12,1.0,1
7854,(주)씨티씨바이오,60590,2019/12,1.0,1
7876,(주)아가방앤컴퍼니,13990,2017/12,1.0,1
7878,(주)아가방앤컴퍼니,13990,2019/12,1.0,1
7894,(주)아난티,25980,2003/12,1.0,1
7896,(주)아난티,25980,2005/12,1.0,1
7902,(주)아난티,25980,2011/12,1.0,1
7904,(주)아난티,25980,2013/12,1.0,1
7915,(주)아리온테크놀로지,58220,2006/12,1.0,1
7916,(주)아리온테크놀로지,58220,2007/12,1.0,1
7917,(주)아리온테크놀로지,58220,2008/12,1.0,1
7918,(주)아리온테크놀로지,58220,2009/12,1.0,1
7925,(주)아리온테크놀로지,58220,2016/12,1.0,1
7926,(주)아리온테크놀로지,58220,2017/12,1.0,1
7927,(주)아리온테크놀로지,58220,2018/12,1.0,1
7928,(주)아리온테크놀로지,58220,2019/12,1.0,1
7999,(주)아미노로직스,74430,2005/12,1.0,1
8000,(주)아미노로직스,74430,2006/12,1.0,1
8001,(주)아미노로직스,74430,2007/12,1.0,1
8002,(주)아미노로직스,74430,2008/12,1.0,1
8003,(주)아미노로직스,74430,2009/12,1.0,1
8004,(주)아미노로직스,74430,2010/12,1.0,1
8005,(주)아미노로직스,74430,2011/12,1.0,1
8006,(주)아미노로직스,74430,2012/12,1.0,1
8007,(주)아미노로직스,74430,2013/12,1.0,1
8008,(주)아미노로직스,74430,2014/12,1.0,1
8051,(주)아세아텍,50860,2001/06,1.0,1
8053,(주)아세아텍,50860,2003/06,1.0,1
8070,(주)아센디오,12170,2000/12,1.0,1
8071,(주)아센디오,12170,2001/12,1.0,1
8072,(주)아센디오,12170,2002/12,1.0,1
8073,(주)아센디오,12170,2003/12,1.0,1
8074,(주)아센디오,12170,2004/12,1.0,1
8075,(주)아센디오,12170,2005/12,1.0,1
8076,(주)아센디오,12170,2006/12,1.0,1
8077,(주)아센디오,12170,2007/12,1.0,1
8078,(주)아센디오,12170,2008/12,1.0,1
8079,(주)아센디오,12170,2009/12,1.0,1
8080,(주)아센디오,12170,2010/12,1.0,1
8082,(주)아센디오,12170,2012/12,1.0,1
8083,(주)아센디오,12170,2013/12,1.0,1
8084,(주)아센디오,12170,2014/12,1.0,1
8085,(주)아센디오,12170,2015/12,1.0,1
8086,(주)아센디오,12170,2016/12,1.0,1
8087,(주)아센디오,12170,2017/12,1.0,1
8088,(주)아센디오,12170,2018/12,1.0,1
8089,(주)아센디오,12170,2019/12,1.0,1
8100,(주)아스타,246720,2016/12,1.0,1
8101,(주)아스타,246720,2017/12,1.0,1
8102,(주)아스타,246720,2018/12,1.0,1
8103,(주)아스타,246720,2019/12,1.0,1
8108,(주)아스트,67390,2006/12,1.0,1
8110,(주)아스트,67390,2008/12,1.0,1
8261,(주)아이앤씨테크놀로지,52860,2013/12,1.0,1
8263,(주)아이앤씨테크놀로지,52860,2015/12,1.0,1
8291,(주)아이에스이커머스,69920,2010/12,1.0,1
8292,(주)아이에스이커머스,69920,2011/12,1.0,1
8293,(주)아이에스이커머스,69920,2012/12,1.0,1
8294,(주)아이에스이커머스,69920,2013/12,1.0,1
8295,(주)아이에스이커머스,69920,2014/12,1.0,1
8296,(주)아이에스이커머스,69920,2015/12,1.0,1
8297,(주)아이에스이커머스,69920,2016/12,1.0,1
8298,(주)아이에스이커머스,69920,2017/12,1.0,1
8299,(주)아이에스이커머스,69920,2018/12,1.0,1
8300,(주)아이에스이커머스,69920,2019/12,1.0,1
8302,(주)아이에이,38880,2001/12,1.0,1
8303,(주)아이에이,38880,2002/12,1.0,1
8304,(주)아이에이,38880,2003/12,1.0,1
8305,(주)아이에이,38880,2004/12,1.0,1
8306,(주)아이에이,38880,2005/12,1.0,1
8307,(주)아이에이,38880,2006/12,1.0,1
8308,(주)아이에이,38880,2007/12,1.0,1
8309,(주)아이에이,38880,2008/12,1.0,1
8310,(주)아이에이,38880,2009/12,1.0,1
8311,(주)아이에이,38880,2010/12,1.0,1
8312,(주)아이에이,38880,2011/12,1.0,1
8313,(주)아이에이,38880,2012/12,1.0,1
8314,(주)아이에이,38880,2013/12,1.0,1
8327,(주)아이에이치큐,3560,2006/12,1.0,1
8328,(주)아이에이치큐,3560,2007/12,1.0,1
8329,(주)아이에이치큐,3560,2008/12,1.0,1
8330,(주)아이에이치큐,3560,2009/12,1.0,1
8331,(주)아이에이치큐,3560,2010/12,1.0,1
8332,(주)아이에이치큐,3560,2011/12,1.0,1
8353,(주)아이엠,101390,2016/12,1.0,1
8354,(주)아이엠,101390,2017/12,1.0,1
8355,(주)아이엠,101390,2018/12,1.0,1
8356,(주)아이엠,101390,2019/12,1.0,1
8378,(주)아이오케이컴퍼니,78860,2008/12,1.0,1
8380,(주)아이오케이컴퍼니,78860,2010/12,1.0,1
8386,(주)아이오케이컴퍼니,78860,2016/12,1.0,1
8387,(주)아이오케이컴퍼니,78860,2017/12,1.0,1
8388,(주)아이오케이컴퍼니,78860,2018/12,1.0,1
8389,(주)아이오케이컴퍼니,78860,2019/12,1.0,1
8411,(주)아이윈플러스,123010,2010/12,1.0,1
8412,(주)아이윈플러스,123010,2011/12,1.0,1
8413,(주)아이윈플러스,123010,2012/12,1.0,1
8414,(주)아이윈플러스,123010,2013/12,1.0,1
8416,(주)아이윈플러스,123010,2015/12,1.0,1
8417,(주)아이윈플러스,123010,2016/12,1.0,1
8418,(주)아이윈플러스,123010,2017/12,1.0,1
8419,(주)아이윈플러스,123010,2018/12,1.0,1
8420,(주)아이윈플러스,123010,2019/12,1.0,1
8421,(주)아이즈비전,31310,2000/12,1.0,1
8422,(주)아이즈비전,31310,2001/12,1.0,1
8423,(주)아이즈비전,31310,2002/12,1.0,1
8424,(주)아이즈비전,31310,2003/12,1.0,1
8425,(주)아이즈비전,31310,2004/12,1.0,1
8426,(주)아이즈비전,31310,2005/12,1.0,1
8427,(주)아이즈비전,31310,2006/12,1.0,1
8428,(주)아이즈비전,31310,2007/12,1.0,1
8429,(주)아이즈비전,31310,2008/12,1.0,1
8430,(주)아이즈비전,31310,2009/12,1.0,1
8431,(주)아이즈비전,31310,2010/12,1.0,1
8432,(주)아이즈비전,31310,2011/12,1.0,1
8433,(주)아이즈비전,31310,2012/12,1.0,1
8451,(주)아이컴포넌트,59100,2012/12,1.0,1
8453,(주)아이컴포넌트,59100,2014/12,1.0,1
8456,(주)아이컴포넌트,59100,2017/12,1.0,1
8458,(주)아이컴포넌트,59100,2019/12,1.0,1
8480,(주)아이톡시,52770,2016/12,1.0,1
8481,(주)아이톡시,52770,2017/12,1.0,1
8482,(주)아이톡시,52770,2018/12,1.0,1
8483,(주)아이톡시,52770,2019/12,1.0,1
8506,(주)아이티엑스에이아이,99520,2014/12,1.0,1
8508,(주)아이티엑스에이아이,99520,2016/12,1.0,1
8670,(주)알에프세미,96610,2017/12,1.0,1
8672,(주)알에프세미,96610,2019/12,1.0,1
8705,(주)알테오젠,196170,2016/12,1.0,1
8706,(주)알테오젠,196170,2017/12,1.0,1
8707,(주)알테오젠,196170,2018/12,1.0,1
8708,(주)알테오젠,196170,2019/12,1.0,1
8714,(주)알톤스포츠,123750,2015/12,1.0,1
8715,(주)알톤스포츠,123750,2016/12,1.0,1
8716,(주)알톤스포츠,123750,2017/12,1.0,1
8717,(주)알톤스포츠,123750,2018/12,1.0,1
8718,(주)알톤스포츠,123750,2019/12,1.0,1
8747,(주)알파홀딩스,117670,2016/12,1.0,1
8748,(주)알파홀딩스,117670,2017/12,1.0,1
8749,(주)알파홀딩스,117670,2018/12,1.0,1
8750,(주)알파홀딩스,117670,2019/12,1.0,1
8752,(주)압타머사이언스,291650,2017/12,1.0,1
8754,(주)압타머사이언스,291650,2019/12,1.0,1
8758,(주)애드바이오텍,179530,2014/12,1.0,1
8760,(주)애드바이오텍,179530,2019/12,1.0,1
8808,(주)앤씨앤,92600,2012/12,1.0,1
8810,(주)앤씨앤,92600,2014/12,1.0,1
8812,(주)앤씨앤,92600,2016/12,1.0,1
8813,(주)앤씨앤,92600,2017/12,1.0,1
8814,(주)앤씨앤,92600,2018/12,1.0,1
8815,(주)앤씨앤,92600,2019/12,1.0,1
8889,(주)에넥스,11090,2008/12,1.0,1
8891,(주)에넥스,11090,2010/12,1.0,1
8915,(주)에스디시스템,121890,2016/12,1.0,1
8916,(주)에스디시스템,121890,2017/12,1.0,1
8917,(주)에스디시스템,121890,2018/12,1.0,1
8918,(주)에스디시스템,121890,2019/12,1.0,1
8967,(주)에스씨디,42110,2008/03,1.0,1
8969,(주)에스씨디,42110,2010/12,1.0,1
8981,(주)에스아이리소스,65420,2002/12,1.0,1
8982,(주)에스아이리소스,65420,2003/12,1.0,1
8983,(주)에스아이리소스,65420,2004/12,1.0,1
8984,(주)에스아이리소스,65420,2005/12,1.0,1
8985,(주)에스아이리소스,65420,2006/12,1.0,1
8986,(주)에스아이리소스,65420,2007/12,1.0,1
8987,(주)에스아이리소스,65420,2008/12,1.0,1
8988,(주)에스아이리소스,65420,2009/12,1.0,1
8989,(주)에스아이리소스,65420,2010/12,1.0,1
9008,(주)에스앤더블류,103230,2011/12,1.0,1
9009,(주)에스앤더블류,103230,2012/12,1.0,1
9010,(주)에스앤더블류,103230,2013/12,1.0,1
9011,(주)에스앤더블류,103230,2014/12,1.0,1
9093,(주)에스에이티,60540,2007/12,1.0,1
9094,(주)에스에이티,60540,2008/12,1.0,1
9095,(주)에스에이티,60540,2009/12,1.0,1
9096,(주)에스에이티,60540,2010/12,1.0,1
9150,(주)에스엘바이오닉스,214310,2016/12,1.0,1
9151,(주)에스엘바이오닉스,214310,2017/12,1.0,1
9152,(주)에스엘바이오닉스,214310,2018/12,1.0,1
9153,(주)에스엘바이오닉스,214310,2019/12,1.0,1
9165,(주)에스엠라이프디자인그룹,63440,2012/12,1.0,1
9166,(주)에스엠라이프디자인그룹,63440,2013/12,1.0,1
9167,(주)에스엠라이프디자인그룹,63440,2014/12,1.0,1
9168,(주)에스엠라이프디자인그룹,63440,2015/12,1.0,1
9169,(주)에스엠라이프디자인그룹,63440,2016/12,1.0,1
9173,(주)에스엠벡셀,10580,2000/12,1.0,1
9175,(주)에스엠벡셀,10580,2002/12,1.0,1
9181,(주)에스엠벡셀,10580,2008/12,1.0,1
9182,(주)에스엠벡셀,10580,2009/12,1.0,1
9183,(주)에스엠벡셀,10580,2010/12,1.0,1
9184,(주)에스엠벡셀,10580,2011/12,1.0,1
9185,(주)에스엠벡셀,10580,2012/12,1.0,1
9186,(주)에스엠벡셀,10580,2013/12,1.0,1
9187,(주)에스엠벡셀,10580,2014/12,1.0,1
9188,(주)에스엠벡셀,10580,2015/12,1.0,1
9189,(주)에스엠벡셀,10580,2016/12,1.0,1
9190,(주)에스엠벡셀,10580,2017/12,1.0,1
9199,(주)에스엠엔터테인먼트,41510,2006/12,1.0,1
9201,(주)에스엠엔터테인먼트,41510,2008/12,1.0,1
9216,(주)에스엠컬처앤콘텐츠,48550,2003/12,1.0,1
9217,(주)에스엠컬처앤콘텐츠,48550,2004/12,1.0,1
9218,(주)에스엠컬처앤콘텐츠,48550,2005/12,1.0,1
9219,(주)에스엠컬처앤콘텐츠,48550,2006/12,1.0,1
9220,(주)에스엠컬처앤콘텐츠,48550,2007/12,1.0,1
9221,(주)에스엠컬처앤콘텐츠,48550,2008/12,1.0,1
9225,(주)에스엠컬처앤콘텐츠,48550,2012/12,1.0,1
9226,(주)에스엠컬처앤콘텐츠,48550,2013/12,1.0,1
9227,(주)에스엠컬처앤콘텐츠,48550,2014/12,1.0,1
9228,(주)에스엠컬처앤콘텐츠,48550,2015/12,1.0,1
9307,(주)에스지글로벌,1380,2000/12,1.0,1
9308,(주)에스지글로벌,1380,2001/12,1.0,1
9309,(주)에스지글로벌,1380,2002/12,1.0,1
9310,(주)에스지글로벌,1380,2003/12,1.0,1
9311,(주)에스지글로벌,1380,2004/12,1.0,1
9312,(주)에스지글로벌,1380,2005/12,1.0,1
9313,(주)에스지글로벌,1380,2006/12,1.0,1
9314,(주)에스지글로벌,1380,2007/12,1.0,1
9315,(주)에스지글로벌,1380,2008/12,1.0,1
9316,(주)에스지글로벌,1380,2009/12,1.0,1
9339,(주)에스지세계물산,4060,2012/12,1.0,1
9341,(주)에스지세계물산,4060,2014/12,1.0,1
9351,(주)에스지엔지,40610,2004/12,1.0,1
9352,(주)에스지엔지,40610,2005/12,1.0,1
9353,(주)에스지엔지,40610,2006/12,1.0,1
9354,(주)에스지엔지,40610,2007/12,1.0,1
9355,(주)에스지엔지,40610,2008/12,1.0,1
9356,(주)에스지엔지,40610,2009/12,1.0,1
9357,(주)에스지엔지,40610,2010/12,1.0,1
9371,(주)에스코넥,96630,2008/12,1.0,1
9373,(주)에스코넥,96630,2010/12,1.0,1
9440,(주)에스티큐브,52020,2004/12,1.0,1
9441,(주)에스티큐브,52020,2005/12,1.0,1
9442,(주)에스티큐브,52020,2006/12,1.0,1
9443,(주)에스티큐브,52020,2007/12,1.0,1
9444,(주)에스티큐브,52020,2008/12,1.0,1
9447,(주)에스티큐브,52020,2011/12,1.0,1
9448,(주)에스티큐브,52020,2012/12,1.0,1
9449,(주)에스티큐브,52020,2013/12,1.0,1
9450,(주)에스티큐브,52020,2014/12,1.0,1
9451,(주)에스티큐브,52020,2015/12,1.0,1
9452,(주)에스티큐브,52020,2016/12,1.0,1
9453,(주)에스티큐브,52020,2017/12,1.0,1
9454,(주)에스티큐브,52020,2018/12,1.0,1
9455,(주)에스티큐브,52020,2019/12,1.0,1
9461,(주)에스폴리텍,50760,2006/12,1.0,1
9463,(주)에스폴리텍,50760,2008/12,1.0,1
9551,(주)에이디칩스,54630,2002/12,1.0,1
9552,(주)에이디칩스,54630,2003/12,1.0,1
9553,(주)에이디칩스,54630,2004/12,1.0,1
9554,(주)에이디칩스,54630,2005/12,1.0,1
9555,(주)에이디칩스,54630,2006/12,1.0,1
9556,(주)에이디칩스,54630,2007/12,1.0,1
9557,(주)에이디칩스,54630,2008/12,1.0,1
9561,(주)에이디칩스,54630,2012/12,1.0,1
9562,(주)에이디칩스,54630,2013/12,1.0,1
9563,(주)에이디칩스,54630,2014/12,1.0,1
9564,(주)에이디칩스,54630,2015/12,1.0,1
9591,(주)에이루트,96690,2016/12,1.0,1
9592,(주)에이루트,96690,2017/12,1.0,1
9593,(주)에이루트,96690,2018/12,1.0,1
9594,(주)에이루트,96690,2019/12,1.0,1
9621,(주)에이비프로바이오,195990,2017/12,1.0,1
9623,(주)에이비프로바이오,195990,2019/12,1.0,1
9665,(주)에이엔피,15260,2001/12,1.0,1
9666,(주)에이엔피,15260,2002/12,1.0,1
9667,(주)에이엔피,15260,2003/12,1.0,1
9668,(주)에이엔피,15260,2004/12,1.0,1
9670,(주)에이엔피,15260,2006/12,1.0,1
9672,(주)에이엔피,15260,2008/12,1.0,1
9680,(주)에이엔피,15260,2016/12,1.0,1
9681,(주)에이엔피,15260,2017/12,1.0,1
9682,(주)에이엔피,15260,2018/12,1.0,1
9683,(주)에이엔피,15260,2019/12,1.0,1
9689,(주)에이치비테크놀러지,78150,2006/12,1.0,1
9690,(주)에이치비테크놀러지,78150,2007/12,1.0,1
9691,(주)에이치비테크놀러지,78150,2008/12,1.0,1
9692,(주)에이치비테크놀러지,78150,2009/12,1.0,1
9751,(주)에이치와이티씨,148930,2014/12,1.0,1
9752,(주)에이치와이티씨,148930,2015/12,1.0,1
9753,(주)에이치와이티씨,148930,2016/12,1.0,1
9754,(주)에이치와이티씨,148930,2017/12,1.0,1
9812,(주)에이트원,230980,2017/12,1.0,1
9814,(주)에이트원,230980,2019/12,1.0,1
9876,(주)에이프로젠헬스케어앤게임즈,109960,2011/12,1.0,1
9878,(주)에이프로젠헬스케어앤게임즈,109960,2013/12,1.0,1
9880,(주)에이프로젠헬스케어앤게임즈,109960,2015/12,1.0,1
9881,(주)에이프로젠헬스케어앤게임즈,109960,2016/12,1.0,1
9882,(주)에이프로젠헬스케어앤게임즈,109960,2017/12,1.0,1
9883,(주)에이프로젠헬스케어앤게임즈,109960,2018/12,1.0,1
9884,(주)에이프로젠헬스케어앤게임즈,109960,2019/12,1.0,1
9943,(주)에프알텍,73540,2015/12,1.0,1
9944,(주)에프알텍,73540,2016/12,1.0,1
9945,(주)에프알텍,73540,2017/12,1.0,1
9946,(주)에프알텍,73540,2018/12,1.0,1
9947,(주)에프알텍,73540,2019/12,1.0,1
9974,(주)에프앤리퍼블릭,64090,2007/12,1.0,1
9975,(주)에프앤리퍼블릭,64090,2008/12,1.0,1
9976,(주)에프앤리퍼블릭,64090,2009/12,1.0,1
9977,(주)에프앤리퍼블릭,64090,2010/12,1.0,1
9978,(주)에프앤리퍼블릭,64090,2011/12,1.0,1
9979,(주)에프앤리퍼블릭,64090,2012/12,1.0,1
9980,(주)에프앤리퍼블릭,64090,2013/12,1.0,1
10047,(주)엑사이엔씨,54940,2006/12,1.0,1
10048,(주)엑사이엔씨,54940,2007/12,1.0,1
10049,(주)엑사이엔씨,54940,2008/12,1.0,1
10050,(주)엑사이엔씨,54940,2009/12,1.0,1
10064,(주)엑세스바이오인코퍼레이션,950130,2015/12,1.0,1
10065,(주)엑세스바이오인코퍼레이션,950130,2016/12,1.0,1
10066,(주)엑세스바이오인코퍼레이션,950130,2017/12,1.0,1
10067,(주)엑세스바이오인코퍼레이션,950130,2018/12,1.0,1
10068,(주)엑세스바이오인코퍼레이션,950130,2019/12,1.0,1
10153,(주)엔에스엔,31860,2001/12,1.0,1
10154,(주)엔에스엔,31860,2002/12,1.0,1
10155,(주)엔에스엔,31860,2003/12,1.0,1
10156,(주)엔에스엔,31860,2004/12,1.0,1
10157,(주)엔에스엔,31860,2005/12,1.0,1
10158,(주)엔에스엔,31860,2006/12,1.0,1
10159,(주)엔에스엔,31860,2007/12,1.0,1
10160,(주)엔에스엔,31860,2008/12,1.0,1
10161,(주)엔에스엔,31860,2009/12,1.0,1
10165,(주)엔에스엔,31860,2013/12,1.0,1
10166,(주)엔에스엔,31860,2014/12,1.0,1
10167,(주)엔에스엔,31860,2015/12,1.0,1
10168,(주)엔에스엔,31860,2016/12,1.0,1
10169,(주)엔에스엔,31860,2017/12,1.0,1
10170,(주)엔에스엔,31860,2018/12,1.0,1
10171,(주)엔에스엔,31860,2019/12,1.0,1
10211,(주)엔지스테크널러지,208860,2017/12,1.0,1
10213,(주)엔지스테크널러지,208860,2019/12,1.0,1
10220,(주)엔지켐생명과학,183490,2013/12,1.0,1
10221,(주)엔지켐생명과학,183490,2014/12,1.0,1
10222,(주)엔지켐생명과학,183490,2015/12,1.0,1
10223,(주)엔지켐생명과학,183490,2016/12,1.0,1
10224,(주)엔지켐생명과학,183490,2017/12,1.0,1
10225,(주)엔지켐생명과학,183490,2018/12,1.0,1
10226,(주)엔지켐생명과학,183490,2019/12,1.0,1
10227,(주)엔케이,85310,2000/12,1.0,1
10242,(주)엔케이,85310,2015/12,1.0,1
10243,(주)엔케이,85310,2016/12,1.0,1
10244,(주)엔케이,85310,2017/12,1.0,1
10245,(주)엔케이,85310,2018/12,1.0,1
10246,(주)엔케이,85310,2019/12,1.0,1
10248,(주)엔케이맥스,182400,2013/12,1.0,1
10249,(주)엔케이맥스,182400,2014/12,1.0,1
10250,(주)엔케이맥스,182400,2015/12,1.0,1
10251,(주)엔케이맥스,182400,2016/12,1.0,1
10352,(주)엘아이에스,138690,2012/12,1.0,1
10354,(주)엘아이에스,138690,2014/12,1.0,1
10376,(주)엘앤에프,66970,2012/12,1.0,1
10377,(주)엘앤에프,66970,2013/12,1.0,1
10378,(주)엘앤에프,66970,2014/12,1.0,1
10379,(주)엘앤에프,66970,2015/12,1.0,1
10390,(주)엘앤케이바이오메드,156100,2017/12,1.0,1
10392,(주)엘앤케이바이오메드,156100,2019/12,1.0,1
10424,(주)엘에스네트웍스,680,2011/12,1.0,1
10425,(주)엘에스네트웍스,680,2012/12,1.0,1
10426,(주)엘에스네트웍스,680,2013/12,1.0,1
10427,(주)엘에스네트웍스,680,2014/12,1.0,1
