,회사명,거래소코드,회계년도,부실징후기업,한계기업
2,(주)CMG제약,58820,2002/12,1.0,1
3,(주)CMG제약,58820,2003/12,1.0,1
4,(주)CMG제약,58820,2004/12,1.0,1
5,(주)CMG제약,58820,2005/12,1.0,1
6,(주)CMG제약,58820,2006/12,1.0,1
8,(주)CMG제약,58820,2008/12,1.0,1
10,(주)CMG제약,58820,2010/12,1.0,1
26,(주)DB하이텍,990,2006/12,1.0,1
27,(주)DB하이텍,990,2007/12,1.0,1
28,(주)DB하이텍,990,2008/12,1.0,1
29,(주)DB하이텍,990,2009/12,1.0,1
30,(주)DB하이텍,990,2010/12,1.0,1
31,(주)DB하이텍,990,2011/12,1.0,1
32,(주)DB하이텍,990,2012/12,1.0,1
33,(주)DB하이텍,990,2013/12,1.0,1
34,(주)DB하이텍,990,2014/12,1.0,1
44,(주)ES큐브,50120,2005/12,1.0,1
45,(주)ES큐브,50120,2006/12,1.0,1
46,(주)ES큐브,50120,2007/12,1.0,1
47,(주)ES큐브,50120,2008/12,1.0,1
62,(주)HJ중공업,97230,2010/12,1.0,1
63,(주)HJ중공업,97230,2011/12,1.0,1
64,(주)HJ중공업,97230,2012/12,1.0,1
65,(주)HJ중공업,97230,2013/12,1.0,1
66,(주)HJ중공업,97230,2014/12,1.0,1
67,(주)HJ중공업,97230,2015/12,1.0,1
68,(주)HJ중공업,97230,2016/12,1.0,1
69,(주)HJ중공업,97230,2017/12,1.0,1
70,(주)HJ중공업,97230,2018/12,1.0,1
71,(주)HJ중공업,97230,2019/12,1.0,1
90,(주)MH에탄올,23150,2018/12,1.0,1
92,(주)SH에너지화학,2360,2000/06,1.0,1
165,(주)STX,11810,2001/12,1.0,1
167,(주)STX,11810,2003/12,1.0,1
176,(주)STX,11810,2012/12,1.0,1
177,(주)STX,11810,2013/12,1.0,1
178,(주)STX,11810,2014/12,1.0,1
179,(주)STX,11810,2015/12,1.0,1
180,(주)STX,11810,2016/12,1.0,1
196,(주)TCC스틸,2710,2012/12,1.0,1
198,(주)TCC스틸,2710,2014/12,1.0,1
225,(주)강스템바이오텍,217730,2014/12,1.0,1
226,(주)강스템바이오텍,217730,2015/12,1.0,1
227,(주)강스템바이오텍,217730,2016/12,1.0,1
228,(주)강스템바이오텍,217730,2017/12,1.0,1
229,(주)강스템바이오텍,217730,2018/12,1.0,1
230,(주)강스템바이오텍,217730,2019/12,1.0,1
267,(주)강원에너지,114190,2016/12,1.0,1
268,(주)강원에너지,114190,2017/12,1.0,1
269,(주)강원에너지,114190,2018/12,1.0,1
270,(주)강원에너지,114190,2019/12,1.0,1
273,(주)갤럭시아에스엠,11420,2002/12,1.0,1
274,(주)갤럭시아에스엠,11420,2003/12,1.0,1
275,(주)갤럭시아에스엠,11420,2004/12,1.0,1
276,(주)갤럭시아에스엠,11420,2005/12,1.0,1
277,(주)갤럭시아에스엠,11420,2006/12,1.0,1
287,(주)갤럭시아에스엠,11420,2016/12,1.0,1
288,(주)갤럭시아에스엠,11420,2017/12,1.0,1
289,(주)갤럭시아에스엠,11420,2018/12,1.0,1
290,(주)갤럭시아에스엠,11420,2019/12,1.0,1
357,(주)경방,50,2003/12,1.0,1
358,(주)경방,50,2004/12,1.0,1
359,(주)경방,50,2005/12,1.0,1
360,(주)경방,50,2006/12,1.0,1
361,(주)경방,50,2007/12,1.0,1
362,(주)경방,50,2008/12,1.0,1
363,(주)경방,50,2009/12,1.0,1
436,(주)골드앤에스,35290,2000/12,1.0,1
438,(주)골드앤에스,35290,2002/12,1.0,1
448,(주)골드앤에스,35290,2012/12,1.0,1
450,(주)골드앤에스,35290,2014/12,1.0,1
453,(주)골드앤에스,35290,2017/12,1.0,1
455,(주)골드앤에스,35290,2019/12,1.0,1
457,(주)골드퍼시픽,38530,2001/12,1.0,1
458,(주)골드퍼시픽,38530,2002/12,1.0,1
459,(주)골드퍼시픽,38530,2003/12,1.0,1
460,(주)골드퍼시픽,38530,2004/12,1.0,1
461,(주)골드퍼시픽,38530,2005/12,1.0,1
462,(주)골드퍼시픽,38530,2006/12,1.0,1
463,(주)골드퍼시픽,38530,2007/12,1.0,1
464,(주)골드퍼시픽,38530,2008/12,1.0,1
469,(주)골드퍼시픽,38530,2013/12,1.0,1
470,(주)골드퍼시픽,38530,2014/12,1.0,1
471,(주)골드퍼시픽,38530,2015/12,1.0,1
472,(주)골드퍼시픽,38530,2016/12,1.0,1
473,(주)골드퍼시픽,38530,2017/12,1.0,1
474,(주)골드퍼시픽,38530,2018/12,1.0,1
475,(주)골드퍼시픽,38530,2019/12,1.0,1
511,(주)광림,14200,2014/12,1.0,1
512,(주)광림,14200,2015/12,1.0,1
513,(주)광림,14200,2016/12,1.0,1
514,(주)광림,14200,2017/12,1.0,1
515,(주)광림,14200,2018/12,1.0,1
516,(주)광림,14200,2019/12,1.0,1
517,(주)광명전기,17040,2000/12,1.0,1
540,(주)광무,29480,2004/12,1.0,1
542,(주)광무,29480,2006/12,1.0,1
546,(주)광무,29480,2010/12,1.0,1
547,(주)광무,29480,2011/12,1.0,1
548,(주)광무,29480,2012/12,1.0,1
549,(주)광무,29480,2013/12,1.0,1
553,(주)광무,29480,2017/12,1.0,1
555,(주)광무,29480,2019/12,1.0,1
603,(주)국동,5320,2007/12,1.0,1
604,(주)국동,5320,2008/12,1.0,1
605,(주)국동,5320,2009/12,1.0,1
606,(주)국동,5320,2010/12,1.0,1
607,(주)국동,5320,2011/12,1.0,1
615,(주)국동,5320,2019/12,1.0,1
617,(주)국보,1140,2001/12,1.0,1
620,(주)국보,1140,2004/12,1.0,1
621,(주)국보,1140,2005/12,1.0,1
622,(주)국보,1140,2006/12,1.0,1
623,(주)국보,1140,2007/12,1.0,1
624,(주)국보,1140,2008/12,1.0,1
627,(주)국보,1140,2011/12,1.0,1
628,(주)국보,1140,2012/12,1.0,1
629,(주)국보,1140,2013/12,1.0,1
630,(주)국보,1140,2014/12,1.0,1
631,(주)국보,1140,2015/12,1.0,1
632,(주)국보,1140,2016/12,1.0,1
633,(주)국보,1140,2017/12,1.0,1
634,(주)국보,1140,2018/12,1.0,1
635,(주)국보,1140,2019/12,1.0,1
671,(주)국순당,43650,2015/12,1.0,1
672,(주)국순당,43650,2016/12,1.0,1
673,(주)국순당,43650,2017/12,1.0,1
674,(주)국순당,43650,2018/12,1.0,1
675,(주)국순당,43650,2019/12,1.0,1
698,(주)그래디언트,35080,2000/12,1.0,1
699,(주)그래디언트,35080,2001/12,1.0,1
700,(주)그래디언트,35080,2002/12,1.0,1
701,(주)그래디언트,35080,2003/12,1.0,1
702,(주)그래디언트,35080,2004/12,1.0,1
707,(주)그래디언트,35080,2009/12,1.0,1
709,(주)그래디언트,35080,2011/12,1.0,1
782,(주)금양,1570,2000/12,1.0,1
783,(주)금양,1570,2001/12,1.0,1
784,(주)금양,1570,2002/12,1.0,1
785,(주)금양,1570,2003/12,1.0,1
786,(주)금양,1570,2004/12,1.0,1
845,(주)기가레인,49080,2008/12,1.0,1
847,(주)기가레인,49080,2010/12,1.0,1
862,(주)기산텔레콤,35460,2007/12,1.0,1
864,(주)기산텔레콤,35460,2009/12,1.0,1
871,(주)기산텔레콤,35460,2016/12,1.0,1
873,(주)기산텔레콤,35460,2018/12,1.0,1
886,(주)까뮤이앤씨,13700,2011/12,1.0,1
887,(주)까뮤이앤씨,13700,2012/12,1.0,1
888,(주)까뮤이앤씨,13700,2013/12,1.0,1
889,(주)까뮤이앤씨,13700,2014/12,1.0,1
900,(주)나노,187790,2015/12,1.0,1
902,(주)나노,187790,2017/12,1.0,1
906,(주)나노브릭,286750,2016/12,1.0,1
907,(주)나노브릭,286750,2017/12,1.0,1
908,(주)나노브릭,286750,2018/12,1.0,1
909,(주)나노브릭,286750,2019/12,1.0,1
933,(주)나노엔텍,39860,2005/12,1.0,1
934,(주)나노엔텍,39860,2006/12,1.0,1
935,(주)나노엔텍,39860,2007/12,1.0,1
936,(주)나노엔텍,39860,2008/12,1.0,1
938,(주)나노엔텍,39860,2010/12,1.0,1
939,(주)나노엔텍,39860,2011/12,1.0,1
940,(주)나노엔텍,39860,2012/12,1.0,1
941,(주)나노엔텍,39860,2013/12,1.0,1
942,(주)나노엔텍,39860,2014/12,1.0,1
943,(주)나노엔텍,39860,2015/12,1.0,1
944,(주)나노엔텍,39860,2016/12,1.0,1
997,(주)나이벡,138610,2011/12,1.0,1
998,(주)나이벡,138610,2012/12,1.0,1
999,(주)나이벡,138610,2013/12,1.0,1
1000,(주)나이벡,138610,2014/12,1.0,1
1001,(주)나이벡,138610,2015/12,1.0,1
1002,(주)나이벡,138610,2016/12,1.0,1
1003,(주)나이벡,138610,2017/12,1.0,1
1004,(주)나이벡,138610,2018/12,1.0,1
1005,(주)나이벡,138610,2019/12,1.0,1
1042,(주)남선알미늄,8350,2000/12,1.0,1
1044,(주)남선알미늄,8350,2002/12,1.0,1
1046,(주)남선알미늄,8350,2004/12,1.0,1
1047,(주)남선알미늄,8350,2005/12,1.0,1
1048,(주)남선알미늄,8350,2006/12,1.0,1
1049,(주)남선알미늄,8350,2007/12,1.0,1
1069,(주)남성,4270,2007/12,1.0,1
1070,(주)남성,4270,2008/12,1.0,1
1071,(주)남성,4270,2009/12,1.0,1
1072,(주)남성,4270,2010/12,1.0,1
1073,(주)남성,4270,2011/12,1.0,1
1074,(주)남성,4270,2012/12,1.0,1
1075,(주)남성,4270,2013/12,1.0,1
1076,(주)남성,4270,2014/12,1.0,1
1077,(주)남성,4270,2015/12,1.0,1
1085,(주)내츄럴엔도텍,168330,2015/12,1.0,1
1086,(주)내츄럴엔도텍,168330,2016/12,1.0,1
1087,(주)내츄럴엔도텍,168330,2017/12,1.0,1
1088,(주)내츄럴엔도텍,168330,2018/12,1.0,1
1089,(주)내츄럴엔도텍,168330,2019/12,1.0,1
1096,(주)네오리진,94860,2013/12,1.0,1
1098,(주)네오리진,94860,2015/12,1.0,1
1206,(주)네이처셀,7390,2001/12,1.0,1
1207,(주)네이처셀,7390,2002/12,1.0,1
1208,(주)네이처셀,7390,2003/12,1.0,1
1209,(주)네이처셀,7390,2004/12,1.0,1
1219,(주)네이처셀,7390,2014/12,1.0,1
1220,(주)네이처셀,7390,2015/12,1.0,1
1221,(주)네이처셀,7390,2016/12,1.0,1
1222,(주)네이처셀,7390,2017/12,1.0,1
1238,(주)네패스,33640,2013/12,1.0,1
1240,(주)네패스,33640,2015/12,1.0,1
1299,(주)넥스트엔터테인먼트월드,160550,2017/12,1.0,1
1301,(주)넥스트엔터테인먼트월드,160550,2019/12,1.0,1
1310,(주)넥슨게임즈,225570,2017/12,1.0,1
1312,(주)넥슨게임즈,225570,2019/12,1.0,1
1314,(주)넵튠,217270,2016/12,1.0,1
1315,(주)넵튠,217270,2017/12,1.0,1
1316,(주)넵튠,217270,2018/12,1.0,1
1317,(주)넵튠,217270,2019/12,1.0,1
1351,(주)노루홀딩스,320,2008/12,1.0,1
1353,(주)노루홀딩스,320,2010/12,1.0,1
1387,(주)노블엠앤비,106520,2015/12,1.0,1
1388,(주)노블엠앤비,106520,2016/12,1.0,1
1389,(주)노블엠앤비,106520,2017/12,1.0,1
1390,(주)노블엠앤비,106520,2018/12,1.0,1
1391,(주)노블엠앤비,106520,2019/12,1.0,1
1396,(주)녹십자,6280,2000/12,1.0,1
1398,(주)녹십자,6280,2002/12,1.0,1
1425,(주)녹십자엠에스,142280,2016/12,1.0,1
1426,(주)녹십자엠에스,142280,2017/12,1.0,1
1427,(주)녹십자엠에스,142280,2018/12,1.0,1
1428,(주)녹십자엠에스,142280,2019/12,1.0,1
1465,(주)녹원씨엔아이,65560,2012/12,1.0,1
1467,(주)녹원씨엔아이,65560,2014/12,1.0,1
1520,(주)누리플랜,69140,2012/12,1.0,1
1522,(주)누리플랜,69140,2014/12,1.0,1
1538,(주)누리플렉스,40160,2010/12,1.0,1
1540,(주)누리플렉스,40160,2012/12,1.0,1
1559,(주)뉴로스,126870,2017/12,1.0,1
1561,(주)뉴로스,126870,2019/12,1.0,1
1568,(주)뉴보텍,60260,2006/12,1.0,1
1569,(주)뉴보텍,60260,2007/12,1.0,1
1570,(주)뉴보텍,60260,2008/12,1.0,1
1571,(주)뉴보텍,60260,2009/12,1.0,1
1572,(주)뉴보텍,60260,2010/12,1.0,1
1573,(주)뉴보텍,60260,2011/12,1.0,1
1586,(주)뉴인텍,12340,2004/12,1.0,1
1588,(주)뉴인텍,12340,2006/12,1.0,1
1593,(주)뉴인텍,12340,2011/12,1.0,1
1594,(주)뉴인텍,12340,2012/12,1.0,1
1595,(주)뉴인텍,12340,2013/12,1.0,1
1596,(주)뉴인텍,12340,2014/12,1.0,1
1597,(주)뉴인텍,12340,2015/12,1.0,1
1598,(주)뉴인텍,12340,2016/12,1.0,1
1599,(주)뉴인텍,12340,2017/12,1.0,1
1600,(주)뉴인텍,12340,2018/12,1.0,1
1601,(주)뉴인텍,12340,2019/12,1.0,1
1626,(주)뉴프렉스,85670,2008/12,1.0,1
1627,(주)뉴프렉스,85670,2009/12,1.0,1
1628,(주)뉴프렉스,85670,2010/12,1.0,1
1629,(주)뉴프렉스,85670,2011/12,1.0,1
1660,(주)다날,64260,2010/12,1.0,1
1661,(주)다날,64260,2011/12,1.0,1
1662,(주)다날,64260,2012/12,1.0,1
1663,(주)다날,64260,2013/12,1.0,1
1684,(주)다산네트웍스,39560,2014/12,1.0,1
1685,(주)다산네트웍스,39560,2015/12,1.0,1
1686,(주)다산네트웍스,39560,2016/12,1.0,1
1687,(주)다산네트웍스,39560,2017/12,1.0,1
1689,(주)다산네트웍스,39560,2019/12,1.0,1
1690,(주)다우기술,23590,2000/12,1.0,1
1691,(주)다우기술,23590,2001/12,1.0,1
1692,(주)다우기술,23590,2002/12,1.0,1
1693,(주)다우기술,23590,2003/12,1.0,1
1760,(주)다이나믹디자인,145210,2017/12,1.0,1
1762,(주)다이나믹디자인,145210,2019/12,1.0,1
1799,(주)대구백화점,6370,2016/03,1.0,1
1800,(주)대구백화점,6370,2017/03,1.0,1
1801,(주)대구백화점,6370,2018/12,1.0,1
1802,(주)대구백화점,6370,2019/12,1.0,1
1903,(주)대명소노시즌,7720,2000/12,1.0,1
1905,(주)대명소노시즌,7720,2002/12,1.0,1
1908,(주)대명소노시즌,7720,2005/12,1.0,1
1909,(주)대명소노시즌,7720,2006/12,1.0,1
1910,(주)대명소노시즌,7720,2007/12,1.0,1
1911,(주)대명소노시즌,7720,2008/12,1.0,1
1913,(주)대명소노시즌,7720,2010/12,1.0,1
1915,(주)대명소노시즌,7720,2012/12,1.0,1
1951,(주)대성엘텍,25440,2008/12,1.0,1
1952,(주)대성엘텍,25440,2009/12,1.0,1
1953,(주)대성엘텍,25440,2010/12,1.0,1
1954,(주)대성엘텍,25440,2011/12,1.0,1
1955,(주)대성엘텍,25440,2012/12,1.0,1
1956,(주)대성엘텍,25440,2013/12,1.0,1
1992,(주)대양금속,9190,2011/12,1.0,1
1993,(주)대양금속,9190,2012/12,1.0,1
1994,(주)대양금속,9190,2013/12,1.0,1
1995,(주)대양금속,9190,2014/12,1.0,1
1996,(주)대양금속,9190,2015/12,1.0,1
2096,(주)대유에이텍,2880,2000/12,1.0,1
2097,(주)대유에이텍,2880,2001/12,1.0,1
2098,(주)대유에이텍,2880,2002/12,1.0,1
2099,(주)대유에이텍,2880,2003/12,1.0,1
2100,(주)대유에이텍,2880,2004/12,1.0,1
2101,(주)대유에이텍,2880,2005/12,1.0,1
2118,(주)대유플러스,300,2000/12,1.0,1
2119,(주)대유플러스,300,2001/12,1.0,1
2120,(주)대유플러스,300,2002/12,1.0,1
2121,(주)대유플러스,300,2003/12,1.0,1
2122,(주)대유플러스,300,2004/12,1.0,1
2123,(주)대유플러스,300,2005/12,1.0,1
2124,(주)대유플러스,300,2006/12,1.0,1
2150,(주)대창,12800,2012/12,1.0,1
2151,(주)대창,12800,2013/12,1.0,1
2152,(주)대창,12800,2014/12,1.0,1
2153,(주)대창,12800,2015/12,1.0,1
2170,(주)대창솔루션,96350,2012/12,1.0,1
2171,(주)대창솔루션,96350,2013/12,1.0,1
2172,(주)대창솔루션,96350,2014/12,1.0,1
2173,(주)대창솔루션,96350,2015/12,1.0,1
2174,(주)대창솔루션,96350,2016/12,1.0,1
2175,(주)대창솔루션,96350,2017/12,1.0,1
2176,(주)대창솔루션,96350,2018/12,1.0,1
2177,(주)대창솔루션,96350,2019/12,1.0,1
2222,(주)대한항공,3490,2011/12,1.0,1
2223,(주)대한항공,3490,2012/12,1.0,1
2224,(주)대한항공,3490,2013/12,1.0,1
2225,(주)대한항공,3490,2014/12,1.0,1
2261,(주)대호에이엘,69460,2012/12,1.0,1
2263,(주)대호에이엘,69460,2014/12,1.0,1
2265,(주)대호에이엘,69460,2016/12,1.0,1
2266,(주)대호에이엘,69460,2017/12,1.0,1
2267,(주)대호에이엘,69460,2018/12,1.0,1
2268,(주)대호에이엘,69460,2019/12,1.0,1
2280,(주)대호특수강,21040,2011/12,1.0,1
2282,(주)대호특수강,21040,2013/12,1.0,1
2293,(주)더 미동,161570,2016/12,1.0,1
2294,(주)더 미동,161570,2017/12,1.0,1
2295,(주)더 미동,161570,2018/12,1.0,1
2296,(주)더 미동,161570,2019/12,1.0,1
2316,(주)더블유아이,73570,2009/12,1.0,1
2317,(주)더블유아이,73570,2010/12,1.0,1
2318,(주)더블유아이,73570,2011/12,1.0,1
2319,(주)더블유아이,73570,2012/12,1.0,1
2320,(주)더블유아이,73570,2013/12,1.0,1
2321,(주)더블유아이,73570,2014/12,1.0,1
2322,(주)더블유아이,73570,2015/12,1.0,1
2323,(주)더블유아이,73570,2016/12,1.0,1
2324,(주)더블유아이,73570,2017/12,1.0,1
2325,(주)더블유아이,73570,2018/12,1.0,1
2326,(주)더블유아이,73570,2019/12,1.0,1
2329,(주)더존비즈온,12510,2000/12,1.0,1
2331,(주)더존비즈온,12510,2002/12,1.0,1
2333,(주)더존비즈온,12510,2004/12,1.0,1
2335,(주)더존비즈온,12510,2006/12,1.0,1
2553,(주)동방선기,99410,2012/12,1.0,1
2554,(주)동방선기,99410,2013/12,1.0,1
2555,(주)동방선기,99410,2014/12,1.0,1
2556,(주)동방선기,99410,2015/12,1.0,1
2670,(주)동양,1520,2000/12,1.0,1
2671,(주)동양,1520,2001/12,1.0,1
2672,(주)동양,1520,2002/12,1.0,1
2673,(주)동양,1520,2003/12,1.0,1
2674,(주)동양,1520,2004/12,1.0,1
2675,(주)동양,1520,2005/12,1.0,1
2676,(주)동양,1520,2006/12,1.0,1
2680,(주)동양,1520,2010/12,1.0,1
2681,(주)동양,1520,2011/12,1.0,1
2682,(주)동양,1520,2012/12,1.0,1
2683,(주)동양,1520,2013/12,1.0,1
2684,(주)동양,1520,2014/12,1.0,1
2755,(주)동운아나텍,94170,2017/12,1.0,1
2757,(주)동운아나텍,94170,2019/12,1.0,1
2838,(주)두산,150,2000/12,1.0,1
2840,(주)두산,150,2002/12,1.0,1
2879,(주)두올,16740,2007/12,1.0,1
2880,(주)두올,16740,2008/12,1.0,1
2881,(주)두올,16740,2009/12,1.0,1
2882,(주)두올,16740,2010/12,1.0,1
2883,(주)두올,16740,2011/12,1.0,1
2905,(주)듀오백,73190,2014/12,1.0,1
2907,(주)듀오백,73190,2016/12,1.0,1
2910,(주)듀오백,73190,2019/12,1.0,1
2911,(주)드래곤플라이,30350,2000/12,1.0,1
2912,(주)드래곤플라이,30350,2001/12,1.0,1
2913,(주)드래곤플라이,30350,2002/12,1.0,1
2914,(주)드래곤플라이,30350,2003/12,1.0,1
2915,(주)드래곤플라이,30350,2004/12,1.0,1
2916,(주)드래곤플라이,30350,2005/12,1.0,1
2917,(주)드래곤플라이,30350,2006/12,1.0,1
2918,(주)드래곤플라이,30350,2007/12,1.0,1
2919,(주)드래곤플라이,30350,2008/12,1.0,1
2928,(주)드래곤플라이,30350,2017/12,1.0,1
2930,(주)드래곤플라이,30350,2019/12,1.0,1
2950,(주)드림어스컴퍼니,60570,2005/12,1.0,1
2952,(주)드림어스컴퍼니,60570,2007/12,1.0,1
2954,(주)드림어스컴퍼니,60570,2009/12,1.0,1
2955,(주)드림어스컴퍼니,60570,2010/12,1.0,1
2956,(주)드림어스컴퍼니,60570,2011/12,1.0,1
2957,(주)드림어스컴퍼니,60570,2012/12,1.0,1
2958,(주)드림어스컴퍼니,60570,2013/12,1.0,1
2960,(주)드림어스컴퍼니,60570,2015/12,1.0,1
2961,(주)드림어스컴퍼니,60570,2016/12,1.0,1
2962,(주)드림어스컴퍼니,60570,2017/12,1.0,1
2963,(주)드림어스컴퍼니,60570,2018/12,1.0,1
2964,(주)드림어스컴퍼니,60570,2019/12,1.0,1
2988,(주)디모아,16670,2000/12,1.0,1
2989,(주)디모아,16670,2001/12,1.0,1
2990,(주)디모아,16670,2002/12,1.0,1
2991,(주)디모아,16670,2003/12,1.0,1
2994,(주)디모아,16670,2006/12,1.0,1
2996,(주)디모아,16670,2008/12,1.0,1
3030,(주)디비아이엔씨,12030,2009/12,1.0,1
3032,(주)디비아이엔씨,12030,2011/12,1.0,1
3107,(주)디아크,78590,2008/12,1.0,1
3109,(주)디아크,78590,2010/12,1.0,1
3160,(주)디에스앤엘,141020,2013/12,1.0,1
3161,(주)디에스앤엘,141020,2014/12,1.0,1
3162,(주)디에스앤엘,141020,2015/12,1.0,1
3163,(주)디에스앤엘,141020,2016/12,1.0,1
3221,(주)디엔에이링크,127120,2013/12,1.0,1
3222,(주)디엔에이링크,127120,2014/12,1.0,1
3223,(주)디엔에이링크,127120,2015/12,1.0,1
3224,(주)디엔에이링크,127120,2016/12,1.0,1
3225,(주)디엔에이링크,127120,2017/12,1.0,1
3226,(주)디엔에이링크,127120,2018/12,1.0,1
3227,(주)디엔에이링크,127120,2019/12,1.0,1
3274,(주)디엠에스,68790,2011/12,1.0,1
3275,(주)디엠에스,68790,2012/12,1.0,1
3276,(주)디엠에스,68790,2013/12,1.0,1
3277,(주)디엠에스,68790,2014/12,1.0,1
3335,(주)디지아이,43360,2011/12,1.0,1
3336,(주)디지아이,43360,2012/12,1.0,1
3337,(주)디지아이,43360,2013/12,1.0,1
3338,(주)디지아이,43360,2014/12,1.0,1
3339,(주)디지아이,43360,2015/12,1.0,1
3340,(주)디지아이,43360,2016/12,1.0,1
3374,(주)디지틀조선일보,33130,2000/09,1.0,1
3375,(주)디지틀조선일보,33130,2001/09,1.0,1
3376,(주)디지틀조선일보,33130,2002/09,1.0,1
3377,(주)디지틀조선일보,33130,2003/09,1.0,1
3441,(주)라온테크,232680,2012/12,1.0,1
3443,(주)라온테크,232680,2014/12,1.0,1
3494,(주)라파스,214260,2016/12,1.0,1
3495,(주)라파스,214260,2017/12,1.0,1
3496,(주)라파스,214260,2018/12,1.0,1
3497,(주)라파스,214260,2019/12,1.0,1
3540,(주)레고켐바이오사이언스,141080,2010/12,1.0,1
3541,(주)레고켐바이오사이언스,141080,2011/12,1.0,1
3542,(주)레고켐바이오사이언스,141080,2012/12,1.0,1
3543,(주)레고켐바이오사이언스,141080,2013/12,1.0,1
3544,(주)레고켐바이오사이언스,141080,2014/12,1.0,1
3545,(주)레고켐바이오사이언스,141080,2015/12,1.0,1
3546,(주)레고켐바이오사이언스,141080,2016/12,1.0,1
3547,(주)레고켐바이오사이언스,141080,2017/12,1.0,1
3548,(주)레고켐바이오사이언스,141080,2018/12,1.0,1
3552,(주)레드로버,60300,2002/12,1.0,1
3553,(주)레드로버,60300,2003/12,1.0,1
3554,(주)레드로버,60300,2004/12,1.0,1
3555,(주)레드로버,60300,2005/12,1.0,1
3557,(주)레드로버,60300,2007/12,1.0,1
3559,(주)레드로버,60300,2009/12,1.0,1
3567,(주)레드로버,60300,2017/12,1.0,1
3569,(주)레드로버,60300,2019/12,1.0,1
3572,(주)레드캡투어,38390,2002/12,1.0,1
3574,(주)레드캡투어,38390,2004/12,1.0,1
3576,(주)레드캡투어,38390,2006/12,1.0,1
3578,(주)레드캡투어,38390,2008/12,1.0,1
3679,(주)루멘스,38060,2017/12,1.0,1
3681,(주)루멘스,38060,2019/12,1.0,1
3695,(주)루트로닉,85370,2017/12,1.0,1
3697,(주)루트로닉,85370,2019/12,1.0,1
3701,(주)룽투코리아,60240,2003/12,1.0,1
3703,(주)룽투코리아,60240,2005/12,1.0,1
3706,(주)룽투코리아,60240,2008/12,1.0,1
3707,(주)룽투코리아,60240,2009/12,1.0,1
3708,(주)룽투코리아,60240,2010/12,1.0,1
3709,(주)룽투코리아,60240,2011/12,1.0,1
3711,(주)룽투코리아,60240,2013/12,1.0,1
3713,(주)룽투코리아,60240,2015/12,1.0,1
3755,(주)리더스코스메틱,16100,2017/12,1.0,1
3756,(주)리더스코스메틱,16100,2018/12,1.0,1
3757,(주)리더스코스메틱,16100,2019/12,1.0,1
3758,(주)리드,197210,2007/12,1.0,1
3765,(주)리드,197210,2017/12,1.0,1
3766,(주)리드,197210,2018/12,1.0,1
3767,(주)리드,197210,2019/12,1.0,1
3768,(주)리드코프,12700,2000/12,1.0,1
3769,(주)리드코프,12700,2001/12,1.0,1
3770,(주)리드코프,12700,2002/12,1.0,1
3771,(주)리드코프,12700,2003/12,1.0,1
3772,(주)리드코프,12700,2004/12,1.0,1
3828,(주)마니커,27740,2006/12,1.0,1
3830,(주)마니커,27740,2008/12,1.0,1
3833,(주)마니커,27740,2011/12,1.0,1
3834,(주)마니커,27740,2012/12,1.0,1
3835,(주)마니커,27740,2013/12,1.0,1
3836,(주)마니커,27740,2014/12,1.0,1
3837,(주)마니커,27740,2015/12,1.0,1
3838,(주)마니커,27740,2016/12,1.0,1
3868,(주)마이크로컨텍솔루션,98120,2016/12,1.0,1
3870,(주)마이크로컨텍솔루션,98120,2018/12,1.0,1
3929,(주)매직마이크로,127160,2015/12,1.0,1
3930,(주)매직마이크로,127160,2016/12,1.0,1
3931,(주)매직마이크로,127160,2017/12,1.0,1
3932,(주)매직마이크로,127160,2018/12,1.0,1
3933,(주)매직마이크로,127160,2019/12,1.0,1
3950,(주)머큐리,100590,2002/12,1.0,1
3951,(주)머큐리,100590,2003/12,1.0,1
3952,(주)머큐리,100590,2004/12,1.0,1
3953,(주)머큐리,100590,2005/12,1.0,1
3954,(주)머큐리,100590,2006/12,1.0,1
3955,(주)머큐리,100590,2007/12,1.0,1
3956,(주)머큐리,100590,2008/12,1.0,1
3957,(주)머큐리,100590,2009/12,1.0,1
3958,(주)머큐리,100590,2010/12,1.0,1
3959,(주)머큐리,100590,2011/12,1.0,1
4005,(주)메디콕스,54180,2002/12,1.0,1
4006,(주)메디콕스,54180,2003/12,1.0,1
4007,(주)메디콕스,54180,2004/12,1.0,1
4008,(주)메디콕스,54180,2005/12,1.0,1
4009,(주)메디콕스,54180,2006/12,1.0,1
4010,(주)메디콕스,54180,2008/06,1.0,1
4011,(주)메디콕스,54180,2009/06,1.0,1
4012,(주)메디콕스,54180,2010/06,1.0,1
4019,(주)메디콕스,54180,2017/06,1.0,1
4021,(주)메디콕스,54180,2019/06,1.0,1
4063,(주)메지온,140410,2015/12,1.0,1
4064,(주)메지온,140410,2016/12,1.0,1
4065,(주)메지온,140410,2017/12,1.0,1
4066,(주)메지온,140410,2018/12,1.0,1
4067,(주)메지온,140410,2019/12,1.0,1
4089,(주)메타랩스,90370,2012/12,1.0,1
4090,(주)메타랩스,90370,2013/12,1.0,1
4091,(주)메타랩스,90370,2014/12,1.0,1
4092,(주)메타랩스,90370,2015/12,1.0,1
4093,(주)메타랩스,90370,2016/12,1.0,1
4094,(주)메타랩스,90370,2017/12,1.0,1
4095,(주)메타랩스,90370,2018/12,1.0,1
4096,(주)메타랩스,90370,2019/12,1.0,1
4124,(주)멕아이씨에스,58110,2015/12,1.0,1
