,회사명,거래소코드,회계년도,노동장비율(개별),노동장비율(연결),기계장비율(개별),기계장비율(연결),자본집약도(개별),자본집약도(연결),노동소득분배율(개별),노동소득분배율(연결),설비투자효율(개별),설비투자효율(연결),총자본투자효율(개별),총자본투자효율(연결),기계투자효율(개별),기계투자효율(연결),부가가치율(개별),부가가치율(연결)
21,(주)ES큐브,50120,14-Dec,23718.7037,85155.37037,0,19771.51852,1663487.889,2096734.667,0.002101634,0.000827274,231.3223663,251.0878808,0.032982907,0.101975142,,10.81428392,0.039835354,0.129848277
22,(주)ES큐브,50120,15-Dec,15290.94872,50464.5641,0,7844.692308,1208299.59,1426161.026,0.000400927,0.001970513,1050.250945,135.6773324,0.132908539,0.048009287,,8.728063724,0.169792062,0.063347617
23,(주)ES큐브,50120,16-Dec,155772.8667,235459.3667,0,5580.1,3481999.733,3505487.533,0.000114972,0.000161736,431.3975519,380.4623898,0.192992644,0.255551995,,160.5409103,0.579007735,0.783771129
24,(주)ES큐브,50120,17-Dec,214463.3714,332105.3714,0,11744.74286,2995719.771,3025489.457,0.000530421,0.000554906,59.63149485,64.46611437,0.042690146,0.070763898,,18.22904351,0.120632828,0.209628579
25,(주)ES큐브,50120,18-Dec,362691.1,506736.0333,0,12074.7,3616058.8,3747696.533,0.014030111,0.003901275,1.626820546,7.667108207,0.001631703,0.010366901,,3.217636877,0.005653669,0.034521294
26,(주)ES큐브,50120,19-Dec,352550.4,577779.3667,0,11237.7,4535516.267,15465289.33,-0.000370134,-0.009522197,-62.01165375,-3.21904884,-0.048202304,-0.001202629,,-1.65505397,-0.229908673,-0.012765785
27,(주)HJ중공업,97230,11-Dec,510769.8384,1121928.546,35476.12208,179602.5135,2103094.794,2526635.548,0.00054298,0.000411451,25.5911097,15.8107465,0.062152058,0.07020612,3.68449712,0.987654765,0.157180193,0.170851866
28,(주)HJ중공업,97230,12-Dec,504897.874,1080502.278,37435.83903,182792.7107,2254406.986,2500035.308,0.000425854,0.000392239,36.69769404,19.11021724,0.0821883,0.082593367,4.949424984,1.129620168,0.246391665,0.213345211
29,(주)HJ중공업,97230,13-Dec,473994.5613,1009398.477,36003.62582,179009.7897,2117343.365,2423270.123,0.001256079,0.000781284,16.32691465,12.86114082,0.0365499,0.053572302,2.149469274,0.725212625,0.110744163,0.141556239
30,(주)HJ중공업,97230,14-Dec,480416.6667,1041139.937,38588.05031,199171.7767,2150082.547,2543350.629,0.001112302,0.000962161,19.73432719,11.00046816,0.044094585,0.045031254,2.456900416,0.575032613,0.134067179,0.115606122
31,(주)HJ중공업,97230,15-Dec,451025.8359,1022800.532,38572.56839,211939.5897,1762302.812,2247202.508,0.001573148,0.000966757,14.40628422,10.87614427,0.036869977,0.049502108,1.684514839,0.524872496,0.083776546,0.093978346
32,(주)HJ중공업,97230,16-Dec,400697.5334,950236.9592,38394.25799,235401.5366,1585750.505,2125541.448,0.002843652,0.001270629,7.771930267,9.41612878,0.019638608,0.042095409,0.811109122,0.380097501,0.03993278,0.078653283
33,(주)HJ중공업,97230,17-Dec,261256.3177,716305.2547,27595.26675,203186.1211,1328641.396,1687386.683,0.003227852,0.001196943,9.648064215,9.618653013,0.018971392,0.04083173,0.913423941,0.339092634,0.03616783,0.070042009
34,(주)HJ중공업,97230,18-Dec,279368.5601,280289.7402,29850.28622,29850.28622,1051681.638,1203707.618,-0.000273217,0.000465989,-104.7800758,61.33946442,-0.278337644,0.142832215,-9.80635787,5.759684319,-0.379663315,0.229964149
35,(주)HJ중공업,97230,19-Dec,303215.2778,304224.7024,34142.85714,34142.85714,1223040.675,1225308.532,0.000588881,0.000516758,47.76224394,54.32508801,0.118411778,0.13488059,4.241660855,4.840553812,0.181395811,0.204564725
36,(주)MH에탄올,23150,11-Dec,689658.8431,1474660.686,194064.6667,273673.902,2665236.961,2631506.882,0.000318388,0.000508051,34.56141899,11.62281333,0.089431404,0.065132666,1.228229159,0.626282074,0.281346805,0.195181846
37,(주)MH에탄올,23150,12-Dec,661984.1154,1381574.904,192636.5,262106.2885,2676938.788,2584342.558,0.000345288,0.000376561,33.33780319,21.386393,0.082441542,0.114330446,1.145634195,1.127287102,0.252281035,0.257066407
38,(주)MH에탄올,23150,13-Dec,667739.6275,1379249.451,198080.3529,270169.2549,2402367.49,2543096.784,-0.000398374,0.000400595,-29.65723901,18.55241758,-0.082432491,0.100619103,-0.999761634,0.94712523,-0.218142845,0.209808902
39,(주)MH에탄올,23150,14-Dec,671643.0566,671643.283,216623.1321,216623.1321,1608563.698,1613864.887,0.000396007,0.000386731,30.98717474,31.7304553,0.129384499,0.132052859,0.960761695,0.983807545,0.225187394,0.230588978
40,(주)MH에탄올,23150,15-Dec,778265.9149,778266.1702,263351.2766,263351.2766,1674283.574,1680767.064,0.00026643,0.000266398,44.97962163,44.98501989,0.209081107,0.20829965,1.329255238,1.329415205,0.326535222,0.326574519
