회사명,거래소코드,회계년도,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
(주)이노와이어리스,73490,13-Dec,1.95,6.56,-3.35,-67.73,3.75,-52.83,31.68,5.88,5.91,4.22,4.9,5.06,466.86,428.76,260.23,16.81,0,81.55,13.75,0,85.61,1.02,5.75,4.97,6.7,36.46,1.02,5.7,1.38
(주)이노와이어리스,73490,14-Dec,5.36,256.34,-22.87,0.1,1.68,-71.32,35.19,2.38,2.23,-0.29,-0.5,1.4,286.53,256.18,147.48,21.03,5.11,33.88,10.27,115.15,82.62,0.7,7.91,3.11,2.01,21.61,0.7,3.69,1.12
(주)이노와이어리스,73490,15-Dec,-7.65,-12.33,-12.46,1.37,-4.83,-436.54,33.17,-8.18,-5.69,-2.63,-4.51,-4.78,319.39,280.22,142.85,17.44,0,19.63,4.79,0,85.15,0.7,7.94,3.33,1.35,16.75,0.7,3.61,1.35
(주)이노와이어리스,73490,16-Dec,-8.97,-2.15,-4.77,21.6,-12.61,,31.46,-18.63,-13.63,-4.33,-7.08,-11.38,258.54,218.05,145.96,22.33,6.08,4.31,1.23,12.92,81.75,0.73,7,4.06,1.4,26.42,0.73,3.71,1.42
(주)이노와이어리스,73490,17-Dec,4.33,-9.97,8.56,-4.03,-1.62,,34.22,-0.35,-0.32,0.73,1.01,-0.25,217.33,187.24,87.85,29.73,9.33,-13.8,-4.47,-33.9,77.09,0.91,7.19,5.15,1.71,48.29,0.91,3.5,1.61
(주)이노와이어리스,73490,18-Dec,13.79,1.91,24.29,19.63,1.51,-234.95,32.42,0.34,0.33,0.27,0.39,0.24,278.21,241.13,150.11,45.42,15.19,-4.98,-2.37,-10.24,68.77,0.96,7.25,4.61,1.89,28.64,0.96,2.55,1.45
(주)이노와이어리스,73490,19-Dec,23.99,2.57,44.37,-7.09,20.57,5938.23,44.37,13.57,17.76,14.04,15.84,12.03,273.47,250.02,156.23,49.54,13.84,30.13,12.47,72.14,66.87,1.31,8.59,6.08,2.8,27.17,1.31,2.75,1.62
(주)이노인스트루먼트,215790,15-Dec,-100,-100,-100,-100,-100,-15.48,,,,,,,,,,,,,,,,,,,,,,,
(주)이노인스트루먼트,215790,16-Dec,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
(주)이노인스트루먼트,215790,17-Dec,,,,,,-62.13,59.6,6.14,7.02,9.54,11.36,5.16,379.82,264.23,77.27,34.39,13.67,18.94,5.77,35.47,74.41,,,,,,,,
(주)이노인스트루먼트,215790,18-Dec,45.86,96.67,15.23,35.92,-1.77,-200.73,56.98,-8.49,-6.99,-4.89,-9.84,-4.23,300.93,192.91,76.6,99.56,36.52,0.16,0.19,0.21,50.11,0.83,1.05,2.53,1.54,11.31,0.83,1.24,0.82
(주)이노인스트루먼트,215790,19-Dec,-10.89,-7.91,-26.07,-24.94,-37.87,,40.95,-55.9,-50.28,-15.57,-40.3,-21.6,75.84,48.2,15.94,186.23,47.06,-3.08,-4.89,-4.26,34.94,0.9,1.25,2.73,1.05,7.96,0.9,0.68,0.76
(주)이노테라피,246960,19-Dec,-83.75,-92.78,-76.37,-99.04,-59.25,,52.62,-575.82,-32.43,-27.46,-563.06,-28.08,1202.36,1184.48,616.02,14.11,5.94,-127.75,-392.86,-266.03,87.64,,,,,,,,
(주)이녹스,88390,11-Dec,641.25,1938.29,457.19,11961.73,311.91,,24.82,7.94,16.03,12.24,12.09,8.04,141.23,95.77,31.64,105.34,41.92,9.74,5.51,11.92,48.7,2.02,4.14,4.46,2.37,18.42,2.02,2.03,1.94
(주)이녹스,88390,12-Dec,15.37,26.09,9.5,10.89,22.38,37.56,25.62,8.9,18.31,14.09,13.62,9.21,123.63,83.33,30.8,93.58,37.26,16.86,8.44,21.88,51.66,2.06,4.9,5.14,2.15,26.41,2.06,2.08,2.13
(주)이녹스,88390,13-Dec,27.13,24.46,31.21,-7.77,64.85,118.9,30.7,14.9,27.5,20.39,18.33,16.56,160.1,123.42,62.83,49.28,20,44.87,14.91,74.07,66.99,1.85,5.91,6.11,2.25,36.61,1.85,2.8,2.31
(주)이녹스,88390,14-Dec,-2.24,11.25,-21.66,-31.72,7.98,-43.67,30.3,10.79,11.97,11.16,14.28,8.43,174.94,140,75.09,35.16,14.78,80.62,26.53,141.9,73.99,1.11,5.72,5.07,1.5,34.65,1.11,2.64,1.78
(주)이녹스,88390,15-Dec,58.34,15.15,62.53,100.6,26.14,-56.37,28.48,3.19,7.44,4.5,4.99,2.88,174.36,131.38,64.21,69.67,30.33,20.85,11.64,28.23,58.94,1.39,7.1,6.82,1.94,34.92,1.39,2.56,2.27
(주)이녹스,88390,16-Dec,7.85,-7.95,34.38,62.09,0.54,-53.7,27.17,1.36,5,3.16,4.09,1.05,156.04,109.65,44.66,82,31.4,0.32,0.19,0.46,54.95,1.36,4.5,4.85,2.06,17.94,1.36,1.79,1.7
(주)이녹스,88390,17-Dec,-16.31,-85.93,-52.43,-61.08,7.49,5216.82,22.55,363.52,115.54,-5.35,-33.29,58.38,175.21,132.58,57.02,41.7,22.32,-6.77,-11.3,-8.92,70.57,0.26,1.11,1.24,0.75,4.15,0.26,0.42,0.4
(주)이녹스,88390,18-Dec,-18.7,-8.7,-25.57,-31.59,-17.96,-118.85,33.59,-54.74,-19.97,1.49,6.14,-13.32,204.11,158.46,72.81,40.41,24.1,-5.45,-5.78,-6.51,71.22,0.34,2.52,3.48,3.97,17.39,0.34,0.84,0.89
(주)이녹스,88390,19-Dec,-5.54,-6.13,-20,-42.12,-13.5,,36,-45.61,-9.23,-2.48,-12.37,-9.16,84.74,71.03,36.43,53.33,26.53,-0.3,-0.51,-0.4,65.22,0.29,2.72,3.12,3.09,13.7,0.29,0.63,0.83
(주)이녹스첨단소재,272290,17-Dec,10.94,668.5,163.11,291.07,-4.39,,,,,,,,,,,,,,,,,,,,,,,,
(주)이녹스첨단소재,272290,18-Dec,35.08,32.74,38.47,26.24,17.05,76.14,25.2,10.39,20.77,12.71,13.07,10.11,203.47,158.86,96.08,105.33,35.48,33.24,17.52,48.06,48.7,2.16,6.91,5.88,2.51,18.78,2.16,2.32,2.11
(주)이녹스첨단소재,272290,19-Dec,12.03,3.54,14.92,3.36,23.15,13.37,24.79,9.89,21.1,14.56,13.31,10.82,147.14,118.12,41.68,86.79,31.54,30.54,13.71,44.99,53.54,2.13,7.3,7.79,2.58,23.39,2.13,2.24,2.01
(주)이라이콤,41520,11-Dec,-40.32,-54.1,-36.7,-2.18,-51.34,-38.96,8.94,4.63,27.87,14.46,5.75,11.65,109.83,76.36,17.89,129.09,20.61,6.73,1.68,18.39,43.65,6.01,14.05,9.36,7.48,10.44,6.01,4.32,4.55
(주)이라이콤,41520,12-Dec,18.88,-32.52,48.87,-35.25,47.56,-17.51,11.38,3.21,15.98,19.23,7.82,7.89,165.33,143.42,45.75,84.56,16.06,14.18,2.87,40.45,54.18,4.98,16.3,8,10.24,11.65,4.98,4.86,3.71
(주)이라이콤,41520,13-Dec,42.95,24.07,53.08,78.63,26.26,110.84,10.69,5.32,24.99,16.07,6.78,12.61,154.85,130.9,29.98,108.95,13.58,8.31,2.15,31.89,47.86,4.7,19.09,6.01,14.44,8.91,4.7,4.79,3.12
(주)이라이콤,41520,14-Dec,6.99,26.65,0.95,-19.42,23.1,11.78,11.91,6.33,22.43,13.68,7.48,11.57,170.72,149.64,47.4,81.6,5.34,26.96,6.85,226.92,55.07,3.55,15.27,4.43,10.8,5.73,3.55,3.78,2.41
(주)이라이콤,41520,15-Dec,-6.52,9.46,-4.97,24.12,15.73,-4.96,11.39,6.13,17.91,11.54,6.43,11,249.19,209.01,77,46.69,5.8,47.88,8.21,262.81,68.17,2.92,15.07,5.23,9.05,6.87,2.92,4.65,2.41
(주)이라이콤,41520,16-Dec,-2.48,-19.57,1.46,-36.2,-2.18,-92.62,8.25,0.94,1.25,1.35,1.5,0.85,254.14,228.37,118.46,46.24,6.04,36.65,12.64,191.78,68.38,1.33,8.28,3.38,4.62,4.47,1.33,2.85,1.18
(주)이라이콤,41520,17-Dec,-18.16,-13.58,-20.15,-16.75,-10.35,-644.65,5.77,-4.55,-7.24,-0.31,-0.27,-5.16,321.5,287.51,122.94,33.5,5.6,21.86,4.36,97.91,74.9,1.59,13.39,4.4,6.25,6.19,1.59,3.95,1.47
(주)이라이콤,41520,18-Dec,14.55,-7.33,19.02,16.12,2.71,,8.66,2.24,3.97,2.94,2.35,2.81,255.25,228.92,43.78,48.9,5.54,-26.44,-7.4,-156.64,67.16,1.77,14.11,3.43,7.47,6.68,1.77,4.28,1.61
(주)이라이콤,41520,19-Dec,-24.19,-2.32,-30.11,-58,-2.45,-107.12,5.8,-0.21,-0.28,-2.01,-2,-0.21,627.37,588.49,330.07,15.72,0.34,62.48,7.27,2464.85,86.42,1.33,14.4,2.9,5.93,6.26,1.33,4.1,1.32
(주)이랜시스,264850,17-Dec,-100,-100,-100,-100,-100,,,,,,,,,,,,,,,,,,,,,,,,
(주)이랜시스,264850,18-Dec,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
(주)이랜시스,264850,19-Dec,,,,,,-90.15,17.62,2.09,4.52,8.79,7.84,2.35,181.19,137.07,7.2,92.58,28.24,5.69,2.44,9.69,51.93,,,,,,,,
(주)이랜텍,54210,11-Dec,509.56,364.59,619.87,1069.62,278.36,166.65,7.32,0.65,3.28,2.64,1.51,1.13,113.68,68.7,17.15,210.26,44.41,-5.08,-2.17,-7.76,32.23,5.07,6.41,8.82,7.15,8.69,5.07,2.66,2.56
(주)이랜텍,54210,12-Dec,31.84,63.94,21.72,27.04,7.97,109.39,8.47,1.11,6.43,4.17,2.5,1.85,104.35,61.26,20.43,278.87,44.28,-1.55,-0.78,-2.58,26.39,5.76,5.92,9.2,5.45,8.15,5.76,2.34,2.62
(주)이랜텍,54210,13-Dec,15.52,27.75,9.86,-15.43,14.62,115.41,10.78,2.01,12.3,6.63,4.09,3.26,96.48,65.81,28.35,281.82,49.58,7.87,3.84,11.72,26.19,6.17,6.66,9.71,4.59,7.88,6.17,2.2,2.71
(주)이랜텍,54210,14-Dec,-2.78,1.15,-9.68,-2.21,2.59,-62.74,9.08,0.85,4.27,2,1.47,1.15,90.38,59.27,25.28,261.85,51.2,7.09,3.72,10.02,27.64,5.05,6.63,8.49,3.6,8.05,5.05,1.86,2.41
(주)이랜텍,54210,15-Dec,-0.11,-1.46,-1.37,-10.73,10.95,203.56,10.25,2.42,12.14,5.3,3.62,3.54,87.07,59.94,22.65,225.79,44.29,5.09,2.41,7.96,30.69,5.02,7.44,8.72,3.84,8.89,5.02,2.07,2.72
(주)이랜텍,54210,16-Dec,3.91,-0.3,4.88,0.39,26.53,-8.76,10.48,2.26,9.3,4.49,3.19,3.17,95.04,66.7,24.2,167.55,35.33,13.49,6.13,23.92,37.38,4.12,7.67,8.19,3.79,7.43,4.12,2.13,2.61
(주)이랜텍,54210,17-Dec,-2.68,-4.83,-4.99,-1.26,-6.01,-110.76,9.08,-0.25,-0.92,0.8,0.58,-0.34,90.39,62.38,15.46,177.02,39.88,8.62,3.97,13.82,36.1,3.72,7.66,7.92,3.8,7.04,3.72,2.16,2.56
(주)이랜텍,54210,18-Dec,-1.43,0.69,2.8,21.5,-8.11,,9.15,-2.41,-7.39,0.3,0.28,-2.58,91.57,58.03,11.41,197.14,41.9,-0.06,-0.04,-0.09,33.65,3.07,5.33,5.9,2.98,5.97,3.07,1.64,1.99
(주)이랜텍,54210,19-Dec,0.37,6.65,-2.5,-26.9,16.71,-559.87,11.33,1.66,7.92,8.64,4.98,2.88,103.45,75.04,19.15,155.55,39.68,9.12,3.2,13.98,39.13,4.77,8.84,9.05,4.63,9.72,4.77,2.73,3.2
(주)이루온,65440,11-Dec,-90.57,-98.88,-90.51,-98.66,-88.3,-101.41,40.05,-0.41,0.22,3.2,3.02,-0.43,127.16,122.22,22.79,106,29.25,32.23,15.66,56.71,48.54,2.17,22.25,3.64,26.53,6.65,2.17,1.88,1.79
(주)이루온,65440,12-Dec,21.53,677.27,15.58,32.4,-15.63,-532.7,36.46,-7.86,-18.16,-6.23,-7.79,-6.3,104.93,100.25,15.88,196.75,43.27,16.19,13.41,24.81,33.7,2.17,25.43,4.04,4.82,6.33,2.17,1.47,1.68
(주)이루온,65440,13-Dec,1.84,-3.94,6.5,32.56,11.36,,36.43,2.68,7.82,5.91,5.69,2.78,140.01,132.25,20.64,171.36,40.83,12.78,7.85,19.76,36.85,2.94,25.11,4.57,3.63,7.09,2.94,1.6,1.98
(주)이루온,65440,14-Dec,0.1,-3.1,11.83,19.57,-40.97,-613.07,31.28,-14.67,-48.24,-5.56,-5.79,-14.11,89.98,84.64,6.77,360.21,47.61,-3.63,-2.95,-5.96,21.73,3.28,20.3,3.39,3.52,5.68,3.28,1.36,1.7
(주)이루온,65440,15-Dec,-1.78,3.84,-3.27,0.97,-0.01,,27,0.02,0.23,3.59,3.39,0.02,104.59,98.11,8.78,352.04,43.37,-6.6,-4.81,-11.85,22.12,4.82,21.48,2.84,3.83,5.37,4.82,1.35,1.78
(주)이루온,65440,16-Dec,-2.24,-5.25,-1.95,-44.98,85.07,-9071.38,26.17,-1.98,-6.79,1.03,0.94,-2.18,138.58,133.77,37.21,138.78,38.77,4.33,2.26,6.5,41.88,3.45,28.47,3.43,3.94,8.94,3.45,1.62,1.87
(주)이루온,65440,17-Dec,1.6,-5.36,7.52,69.75,-7.21,,30.69,-4.83,-8.88,-0.77,-1.04,-3.55,141.43,133.67,21.88,161.45,33.1,6.4,5.42,11.93,38.25,1.83,18.56,2.86,2.76,7.49,1.83,1.23,1.21
(주)이루온,65440,18-Dec,25.18,-4.49,42.95,-4.12,86.04,,25.21,1.91,3.5,2.34,2.61,1.71,209.93,202.21,38.63,75.92,21.69,2.84,1.52,5.65,56.85,1.84,22.45,3.36,4.02,6.93,1.84,1.74,1.33
(주)이루온,65440,19-Dec,-1.51,-3.55,2.24,-55.31,1.02,-41.95,24.56,1.08,1.58,1.64,1.97,0.9,223.95,220.35,68.22,71.51,20.45,6.77,3.38,13.79,58.31,1.44,32.71,3.3,4.28,7.18,1.44,1.95,1.14
(주)이마트,139480,11-Dec,18698.85,67317.99,2320.54,85986.54,16079.23,58865.49,,,,,,,,,,,,,,,,,,,,,,,
(주)이마트,139480,12-Dec,10.29,7.95,13.5,19.4,9.93,38.3,27.47,3.44,7.05,6.01,5.8,3.56,34.68,13.82,1.54,99.93,27.4,11.34,5.48,20.69,50.02,2.17,13.84,50.18,1.6,15.52,2.17,2.18,11.22
(주)이마트,139480,13-Dec,6.51,5.91,4.88,2.94,9.28,9.29,27.68,3.65,7.42,5.81,5.64,3.76,36.67,15.02,2.04,94.86,26.7,11.78,5.74,21.48,51.32,2.03,12.85,51.08,1.54,16.52,2.03,2.09,10.58
(주)이마트,139480,14-Dec,5.94,6.16,3.44,8.06,5.4,-38.7,27.93,2.22,4.3,4.34,4.43,2.17,38.68,14.83,1.79,95.86,27.77,11.11,5.72,19.58,51.06,1.91,12.24,61.54,1.46,16.9,1.91,2,10.25
(주)이마트,139480,15-Dec,4.82,5.83,12.26,10.15,2.54,56.17,27.83,3.34,6.55,3.56,3.69,3.22,37.22,14.7,1.61,100.21,28.31,9.89,5.26,17.49,49.95,1.91,11.65,65.64,1.43,17.11,1.91,1.95,9.85
(주)이마트,139480,16-Dec,6.45,-0.98,18.88,10.54,12.22,-16.29,28.11,2.58,5.12,3.66,3.7,2.55,43.51,19.03,1.64,89.9,25.12,10.11,5,19.06,52.66,1.92,11.39,56.21,1.51,17.25,1.92,2.03,9.22
(주)이마트,139480,17-Dec,4.14,0.93,8.87,3.25,7.97,64.54,28.48,3.96,7.73,3.6,3.57,3.99,44.97,20.97,5.3,83.17,22.78,11.25,5.17,22.43,54.59,1.88,11.41,45.96,1.63,17.32,1.88,2.18,8.73
(주)이마트,139480,18-Dec,4.28,6.16,20.6,11.03,0.98,-24.17,26.96,2.79,5.49,2.82,2.71,2.9,45.73,23.26,5.68,89.15,22.79,10.56,4.89,21.84,52.87,1.93,11.67,39.56,1.69,16.62,1.93,2.24,8.16
(주)이마트,139480,19-Dec,25.91,-3.85,59.69,13.91,15.23,-52.99,25.66,1.17,2.75,0.8,0.79,1.18,67.51,43.85,12.6,106.67,28.61,7.28,4.16,13.13,48.39,2,11.8,37.92,1.87,16.57,2,2.03,6.42
(주)이미지스테크놀로지,115610,11-Dec,-100,-100,-100,-100,-100,-95.04,29.93,12.71,6.94,6.59,13.16,6.36,810.68,733.34,41.17,13.02,6.6,97.14,23.79,169.49,88.48,0.55,4.94,19.59,66.81,110.49,0.55,6.02,
(주)이미지스테크놀로지,115610,12-Dec,-4.82,-7.97,-7.17,113.47,-0.37,0,18.39,1.53,0.8,-2.31,-4.92,0.72,1635.44,1276.62,152.84,7.97,1.73,17.08,2.61,72.74,92.62,0.52,2.79,22.04,43.4,45.78,0.52,4.95,
(주)이미지스테크놀로지,115610,13-Dec,14.04,204.24,2.16,60.72,3.59,-81.98,19.86,6.45,6.77,4.11,4.63,5.72,461.69,313.54,95.3,23.84,1.07,-20.49,-4.45,-368.2,80.75,1,3.07,9.57,43.69,13.72,1,7.38,
(주)이미지스테크놀로지,115610,14-Dec,3.86,-23.48,11.18,13.24,4.82,-30.6,15.31,2.78,4.72,2.58,1.84,3.9,514.24,346.17,166.83,22.71,0.34,31.87,4.29,1715.17,81.49,1.73,4.46,10.59,60.44,12.82,1.73,7.42,1.71
(주)이미지스테크놀로지,115610,15-Dec,-0.38,-24.84,-0.7,14.86,4.96,5.61,14.46,2.97,4.82,2.1,1.54,4.05,620.41,385.88,136.88,16.47,0,59.28,6.15,0,85.86,1.63,3.9,19.73,78.58,12.46,1.63,8.33,1.61
(주)이미지스테크놀로지,115610,16-Dec,2.98,-25.62,3.74,-33.07,2.53,-46.33,15.54,1.75,2.97,1.69,1.38,2.14,608.87,460.39,167.28,16.97,0,47.46,5.7,0,85.49,1.43,3.94,17.93,95.84,14.47,1.43,8.55,1.44
(주)이미지스테크놀로지,115610,17-Dec,-18.25,-43.67,-26.83,-26.59,-16.26,-758.13,7.87,-18.77,-17.52,-15.57,-19.1,-15.3,648.54,489.86,182.84,14.2,0,45.65,6.27,0,87.56,0.94,3.79,10.61,88.15,12.68,0.94,6,1
(주)이미지스테크놀로지,115610,18-Dec,-29.63,-61.12,-27.5,-30.72,-27.74,,5.81,-43.37,-32.09,-28.53,-43.4,-28.51,879.66,674,81.15,11.21,0,-84.81,-10.75,0,89.92,0.74,3.34,9.7,108.86,14.82,0.74,5.73,0.85
(주)이미지스테크놀로지,115610,19-Dec,-31.65,69.58,-23.49,-45.06,-39.23,,10.32,-43.09,-51.59,-35.72,-34.03,-45.24,438.24,364.67,70.98,25.09,0.69,-49.68,-7.71,-1447.22,79.94,1.22,5.57,16.57,160.17,14.41,1.22,7.43,1.27
(주)이브이수성,84180,11-Dec,-100,-100,-100,-100,-100,,22.03,12.86,21.74,12.13,19.67,7.94,58.33,37.39,4.07,136.55,42.57,14.59,13.07,19.78,42.27,1.69,4.53,3.59,1.25,7.39,1.69,0.97,
(주)이브이수성,84180,12-Dec,-7.64,-0.8,-12.4,1.17,8.23,0,21.63,7.35,9.21,4.22,7.36,4.21,67.06,39.25,4.98,101.86,38.23,15.56,13.15,20.53,49.54,1.25,3.81,3.57,1.08,6.62,1.25,1.06,
(주)이브이수성,84180,13-Dec,2.16,-1.62,13.9,-3.86,7.18,0,20.23,6.25,9.09,5.98,8.09,4.62,102.5,66.62,17.59,92.39,30.58,19.26,12.66,30.25,51.98,1.45,4.91,4.75,1.37,6.43,1.45,1.5,
(주)이브이수성,84180,14-Dec,-0.31,-1.05,4.84,17.59,4.87,0,21.16,7.28,9.57,6.54,9.33,5.1,110.81,67.3,12.68,82.89,34.94,9.54,6.15,12.37,54.68,1.32,4.37,4.21,1.33,6.91,1.32,1.5,
(주)이브이수성,84180,15-Dec,-10.01,-0.62,-2.71,-13.2,3.63,0,22.52,5.96,7.86,7.7,9.97,4.6,113.08,73.47,29.58,58.81,25.35,12.81,5.82,18.72,62.97,1.32,4.44,4.81,1.4,10.95,1.32,1.87,
(주)이브이수성,84180,16-Dec,-4.17,-0.99,-4.5,-25.96,6.91,0,22.36,8.43,8.68,6.67,9.74,5.77,142.47,103.78,46.22,42.34,15.18,43.55,18.51,85.36,70.25,1.03,4.52,4.65,1.16,9.18,1.03,2.05,
(주)이브이수성,84180,17-Dec,63.57,-2.35,146.75,-13.28,-39.53,-296.86,19.08,-82.99,-128.1,-3.07,-7.67,-33.21,73.04,65.63,5.36,285.76,61.03,-16.3,-30.18,-19.79,25.92,1.16,5.56,3.82,1.11,8.02,1.16,0.87,
(주)이브이수성,84180,18-Dec,-17.99,1.81,-22.43,28.31,-12.78,,18.28,-61.43,-90.47,-6.63,-16.87,-24.12,70.47,58.64,4.92,262.69,22.07,-20.49,-34.06,-67.25,27.57,1.47,4.73,3.12,0.99,7.97,1.47,0.54,0.76
(주)이브이수성,84180,19-Dec,-12.44,34.74,-49.25,-2.7,9.24,,16.18,-22.7,-33.09,-2.14,-4.78,-10.18,65.43,44.37,9.5,190.7,56.87,-19.73,-26.96,-22.76,34.4,1.46,4.22,3.6,0.81,12.85,1.46,0.65,1.11
(주)이브이첨단소재,131400,11-Dec,17.77,-22.81,114.95,70.63,114.86,,21.27,10.4,26.11,18.23,11.69,16.22,153.37,114.18,30.43,59.34,9.05,39.94,10.22,164.31,62.76,2.51,8.89,6.41,3.4,8.14,2.51,4.12,3.08
(주)이브이첨단소재,131400,12-Dec,17.75,15.64,19.05,47.91,0.61,-82.81,14.79,1.92,4.13,3.15,2.54,2.39,120.97,82.57,41.45,86.49,28.92,20.01,8.08,32.08,53.62,2.15,6.82,6.62,2.8,7.37,2.15,2.95,2.32
(주)이브이첨단소재,131400,13-Dec,9.41,26.66,-3.84,15.43,18.31,6.86,13.15,1.84,4.03,3.8,3.1,2.25,138.79,85.91,46.96,72.46,26.16,5.31,1.9,8.53,57.98,2.19,6.04,9.48,2.57,10.8,2.19,2.78,2.42
(주)이브이첨단소재,131400,14-Dec,-12.83,-1.83,-24.1,-20.88,-15.09,-460.01,5.29,-8.84,-14.48,-6.15,-6.56,-8.3,138.25,83.34,26.53,77.05,23.72,6.36,2.75,11.66,56.48,1.64,5.14,7.56,1.74,9.09,1.64,2.2,2.11
(주)이브이첨단소재,131400,15-Dec,-10.83,6.65,-35.09,-44.19,-26.19,,-4.13,-18.99,-31.12,-14.99,-17.63,-16.15,65.2,42.94,9.5,113.88,39.57,-7.55,-4.46,-10.15,46.75,1.64,6.56,6.08,1.36,8.32,1.64,1.77,2.36
(주)이브이첨단소재,131400,16-Dec,25.73,9.45,50.64,-16.34,21.41,,6.17,-9.11,-19.19,-6.82,-7.05,-8.8,69.92,56.66,13.61,121.51,40.97,-10.76,-6.8,-14.4,45.15,2.11,10.87,6.08,1.52,10.7,2.11,1.79,2.9
(주)이브이첨단소재,131400,17-Dec,5.19,-4.6,29.93,37.25,5.69,,18.08,1.34,3.59,6.56,5.42,1.62,83.93,67.12,23.7,120.46,28.81,9.29,4.3,17.62,45.36,2.67,12.56,6.15,2.13,8.32,2.67,2.21,3
(주)이브이첨단소재,131400,18-Dec,-9.64,0.22,-22.39,-38.85,4.46,104.04,21.74,3.63,6.97,3.95,4.22,3.4,85.16,71.72,44.67,90.69,31.98,31.2,15.06,46.41,52.44,1.92,9.71,5.68,1.64,6.59,1.92,1.82,2.26
(주)이브이첨단소재,131400,19-Dec,17.43,8.73,-8.51,9.92,32.05,-157.89,20.61,-2.63,-3.4,1.36,1.88,-1.9,84.81,68.73,38.42,69.58,26.51,19.06,11.68,29.5,58.97,1.29,9.87,9.45,1.25,11.09,1.29,1.64,2.15
(주)이상네트웍스,80010,11-Dec,-20.49,-75.41,30.64,59.44,20.2,,19.61,5.83,5.31,6.37,8,4.64,454.38,349.22,155.36,12.17,6.18,-0.71,-0.1,-1.25,89.15,0.91,5.84,6.24,4.64,58.59,0.91,6.49,1.63
(주)이상네트웍스,80010,12-Dec,-2.68,-1.44,-11.85,-35.99,2.45,-15.91,25,6.73,4.12,3.55,6.04,3.95,726.21,604.16,9.33,6.55,2.67,115.13,11.89,265.39,93.85,0.64,4.68,5.32,3.39,59.26,0.64,6.88,1.26
(주)이상네트웍스,80010,13-Dec,7.63,0.96,-8.62,27.06,2.71,-25.56,24.29,6.27,3.54,2.53,5.52,2.87,377.34,289.16,76.66,11.65,5.79,43.82,10.35,79.01,89.56,0.5,4.26,4.04,2.71,48.26,0.5,5.47,1.12
(주)이상네트웍스,80010,14-Dec,3.96,-0.35,11.51,31.43,3.64,35.14,20.8,5.85,4.24,3.72,5.92,3.67,382.44,277.1,41.78,12,5.09,-9.73,-1.69,-20.48,89.29,0.7,4.99,4.3,3.92,48.47,0.7,5.93,1.61
(주)이상네트웍스,80010,15-Dec,3.18,-2.14,3.81,-13.31,4.18,8.62,28.79,7.02,4.51,5.79,10.55,3.85,418.9,322.55,99.78,10.92,4.14,43.51,7.93,103.39,90.15,0.61,3.83,3.81,3.59,52.04,0.61,5.34,1.36
(주)이상네트웍스,80010,16-Dec,16.36,2.19,1.46,-13.61,17.39,133.92,32.93,16,8.67,8.68,16.95,8.2,397,319.25,157.42,9.95,2.34,94.42,17.94,364.97,90.95,0.57,4.28,4.94,3.69,79.5,0.57,5.44,1.36
(주)이상네트웍스,80010,17-Dec,13.3,13.02,24.24,22.77,11.59,29.81,32.75,15.75,10.83,9.18,15.6,9.28,411.13,331.56,133.67,11.63,2.87,47.25,8.88,171.71,89.58,0.65,5.47,5.15,4.51,92.47,0.65,6.02,1.58
(주)이상네트웍스,80010,18-Dec,48.9,303.34,24.13,31.79,8.93,-21.02,32.34,11.83,8.45,5.95,12.71,5.54,219.98,174.78,36.61,52.59,28.07,10.15,8.94,12.47,65.53,0.62,4.53,5.68,1.78,95.97,0.62,1.89,1.34
(주)이상네트웍스,80010,19-Dec,11.43,-44.11,58.21,16.38,17.51,71.98,32.79,18.8,10.04,5.19,12.95,7.53,162.31,137.78,57.42,44.69,22.14,16.94,13.76,23.64,69.11,0.59,3.96,9.02,1.54,92.48,0.59,1.23,1.02
(주)이수앱지스,86890,11-Dec,-100,-100,-100,-100,-100,1.63,54.21,-105.12,-29.31,-23.05,-111.76,-21.68,663.46,551.78,453.76,28.87,0.71,-111.45,-98.61,-3510.39,77.6,0.28,0.95,3.67,1.91,47.26,0.28,0.79,
(주)이수앱지스,86890,12-Dec,65.26,167.92,50.99,15.71,-8.59,0,43.22,-114.18,-42.39,-23.84,-114.67,-23.74,1726.82,1504.06,1261.68,132.98,46.92,-25.13,-85.96,-30.57,42.92,0.37,1.48,3.78,1.11,47.1,0.37,0.47,
(주)이수앱지스,86890,13-Dec,64,57.66,89.42,158.82,55.14,0,58.78,-100.32,-44.7,-14.31,-77.4,-18.54,302.11,248.86,204.68,146.29,53.02,-24.04,-95.96,-26.93,40.6,0.45,0.82,4.52,0.87,30.21,0.45,0.32,
(주)이수앱지스,86890,14-Dec,-10.72,0.59,-17.46,97.25,-21.87,0,56.23,-157.78,-56.43,-12.21,-89.33,-21.56,164.75,95.36,68.75,181.44,59.27,-34.17,-152.09,-37.17,35.53,0.36,0.35,3.32,0.61,32.84,0.36,0.22,
