회사명,거래소코드,회계년도,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율
(주)링네트,42500,18-Dec,8.69,-13.13,11.62,67.5,-4.7,-25.84,10.06,2.54,6.51,4.58,2.96,3.92,203.92,188.52,43.64,77.04,2.49,22.72,6.66,396.39,56.48,2.57,24.96,5.85,207.44,4.6,2.57,3.89,1.76
(주)링네트,42500,19-Dec,1.93,91.98,-3.55,5.25,10.88,101.22,14.02,5.32,12.73,7.51,5.32,7.51,219.6,201.51,44.77,62.75,1.23,11.62,3.21,364.39,61.45,2.39,17.8,5.19,146.56,4.69,2.39,3.44,1.63
(주)링크제니시스,219420,18-Dec,-61.78,81.29,-60.16,-99.48,-45.93,-68.73,36.08,18.88,10.27,9.13,20.17,8.55,698.36,697.6,147.58,15.04,1.64,57,23.13,454.7,86.92,,,,,,,,
(주)링크제니시스,219420,19-Dec,4.24,5.07,7.37,-23.95,9.5,-73.97,30.34,5.01,2.26,2.8,9.04,1.55,1111.43,1110.58,211.51,9.52,1.01,49.65,14.24,428.4,91.31,0.35,264.75,6.06,5.18,201.54,0.35,2.85,0.35
(주)마니커,27740,11-Dec,647.9,4164.36,284.6,41298.08,157.05,-424.17,9.39,-0.5,-2.25,1.9,1.32,-0.72,82.82,76,7.68,218.64,46.68,5.04,2.63,7.41,31.38,4.15,29.6,6.35,4.24,12.74,4.15,2.2,3.13
(주)마니커,27740,12-Dec,3.72,19.78,-3.32,47.06,-8.17,,4.19,-5.86,-25.27,-4.72,-3.76,-7.36,84.67,74.07,6.21,259.88,52.78,-0.45,-0.27,-0.62,27.79,4.25,26.01,6.55,3.41,9.97,4.25,1.78,2.81
(주)마니커,27740,13-Dec,-0.21,29.2,-9.69,13.8,0.39,,9.37,-0.71,-2.11,-0.07,-0.05,-0.86,74.2,62.5,7.81,257.74,51.76,0.62,0.37,0.86,27.95,4.33,18.9,7.67,2.67,9.37,4.33,1.67,2.93
(주)마니커,27740,14-Dec,-22.38,-15.14,-34.62,-32.42,1.31,-1757.29,6.74,-5.44,-24.37,-3.48,-2.65,-7.15,62.85,52.6,2.39,174.07,49.83,-0.87,-0.37,-1.11,36.49,4.15,21.06,8.73,2.47,11.49,4.15,1.92,3.61
(주)마니커,27740,15-Dec,-1.44,5.93,-8.39,-53.59,-2.62,,5.16,-5.07,-18.56,-4.33,-3.54,-6.2,56.28,51.63,14.73,177.4,49.81,0.47,0.25,0.61,36.05,3.37,29.3,9.14,2.11,15.08,3.37,1.92,3.85
(주)마니커,27740,16-Dec,-4.87,-1,-30.86,-32.56,21.09,,7.72,0.5,1.02,-1.61,-1.52,0.53,53.22,48.93,3.72,117.92,42.05,9.44,4.71,12.15,45.89,2.59,44.97,8.87,1.73,13.82,2.59,1.79,3.98
(주)마니커,27740,17-Dec,18.74,32.17,-7.76,11.68,-0.56,-1000.1,11.52,-4.06,-12.5,2.99,2.73,-4.45,38.33,34.59,2.29,160.21,49.19,5.46,3.33,6.84,38.43,2.62,56.02,9.62,1.66,19.71,2.62,1.89,5.62
(주)마니커,27740,18-Dec,-23.2,-31.27,-14.9,5.53,6.91,,8.51,-4.17,-11.63,0.21,0.17,-5.05,46.76,41.1,2.97,86.92,32.3,8.94,2.99,12.88,53.5,2.69,56.45,11.31,1.82,23.85,2.69,2.2,6.68
(주)마니커,27740,19-Dec,-5.24,-2.98,-14.25,-37.46,-14.73,,2.73,-7.25,-18.14,-7.99,-6.22,-9.3,54.09,49.32,3.07,107.73,38.03,0.24,0.09,0.32,48.14,2.52,64.59,12.94,2.04,24.94,2.52,2.61,7.03
(주)마니커에프앤지,195500,19-Dec,-100,-100,-100,-100,-100,,14.27,2.95,9.78,7.86,4.38,5.29,187.1,132.74,60.04,59.46,12.76,22.44,4.9,65.61,62.71,,,,,,,,
(주)마이크로디지탈,305090,19-Dec,-60.32,-88.99,-42.71,-79.68,-51.45,0,-4.08,-160.39,-47.2,-36.5,-162.28,-36.07,603.9,541.67,82.03,30.33,9.52,-60.77,-83.6,-148.52,76.73,,,,,,,,
(주)마이크로컨텍솔루션,98120,11-Dec,13.6,230.67,-30.12,18.97,26.2,0,34.3,18.31,24.63,23.98,21.1,20.81,360.47,297.23,18.37,17.32,1.66,88.84,12.78,790.46,85.24,1.34,8.98,8.14,2.82,24.64,1.34,7.34,
(주)마이크로컨텍솔루션,98120,12-Dec,18.89,6.92,23.11,24.41,21.2,-51.8,32.82,19.04,19.66,18.36,20.46,17.09,403.27,331.88,60.04,15.1,0.6,149.31,21.82,3273.43,86.88,1.13,7.93,8.98,2.79,19.59,1.13,7.03,
(주)마이크로컨텍솔루션,98120,13-Dec,21.47,20.99,23.44,37.29,17.93,1.35,30.25,17.39,18.36,17.13,19.05,15.64,419.53,336.92,99.12,18.55,4.19,100.7,19.23,375.69,84.35,1.05,6.95,10.21,2.71,23.46,1.05,6.2,1.87
(주)마이크로컨텍솔루션,98120,14-Dec,27.8,6.75,35.72,32.44,23.71,52.93,33.01,18.15,23.5,24.09,22.84,19.14,347.79,280.96,92.57,22.47,2.74,74.81,14.6,501.3,81.65,1.27,7.27,9.06,3.51,22.38,1.27,6.14,2.11
(주)마이크로컨텍솔루션,98120,15-Dec,-1.15,4.33,3.03,19.2,6,-60.01,22.43,9.27,8.66,8.39,11.34,6.86,512.67,398.7,99.22,14.2,2.19,90.71,15.16,515.51,87.56,0.87,5.28,6.25,2.6,14.6,0.87,4.8,1.41
(주)마이크로컨텍솔루션,98120,16-Dec,-6.97,1.28,-8.34,-15.67,-2.61,-107.53,11.49,-0.92,-0.41,-1.39,-2.38,-0.54,957.95,762.04,160.28,9.09,1.45,42.02,5.76,240.93,91.66,0.66,4.57,6.22,1.93,18.13,0.66,5.61,1.1
(주)마이크로컨텍솔루션,98120,17-Dec,-7.72,-0.98,-4.14,-25.71,-9.95,-545.38,8.21,-14.28,-9.24,-4.15,-6.61,-8.96,739.31,622.14,125.37,11.79,1.36,16.54,2.67,128.18,89.45,0.69,5.89,7.11,1.91,25.13,0.69,6.68,1.17
(주)마이크로컨텍솔루션,98120,18-Dec,-13.24,6.81,-25.41,-19.75,-13.49,,3.41,-17.51,-12.82,-9.17,-13.76,-11.67,693.9,575.59,111.35,12.11,1.52,-1.76,-0.26,-12.53,89.19,0.75,7.68,7.46,1.76,28.34,0.75,6.25,1.3
(주)마이크로컨텍솔루션,98120,19-Dec,4.45,-6.98,15.43,19.09,2.48,,14.64,2.42,2.71,1.83,1.95,2.27,564.68,465.35,102.15,14.27,1.62,-16.58,-2.25,-128.1,87.51,1.06,9.32,7.06,2.37,38.6,1.06,8.06,1.89
(주)마이크로프랜드,147760,16-Dec,-100,-100,-100,-100,-100,1235.56,23.34,10.39,14.31,11.95,12.08,10.28,484.04,319.7,301.2,31,5.91,32.53,9.5,130.19,76.34,,,,,,,,
(주)마이크로프랜드,147760,17-Dec,1.56,130.64,-14.56,23.97,13.91,0,24.38,10.98,12.21,11.32,12.56,9.89,623.35,316.26,280.33,16.8,3.81,52.73,8.48,199.24,85.61,1.11,2.29,37.53,4.81,21.4,1.11,4.75,
(주)마이크로프랜드,147760,18-Dec,10.01,87.44,-19.95,-18.76,-4.14,0,8.02,-4.6,-3.97,-5.21,-7.56,-3.17,236.12,118.07,92.58,34.04,10.04,23.19,8.96,58.64,74.6,0.86,2.25,18.75,1.94,21.9,0.86,3.42,
(주)마이크로프랜드,147760,19-Dec,-5.65,7.44,-13.5,-22.03,-10.68,0,11.11,-12.65,-10.64,-4.61,-7.54,-7.73,216.44,118.9,79.79,41.6,12.14,26.36,12.3,63.77,70.62,0.84,2.46,10.45,1.29,20.48,0.84,2.24,
(주)마크로젠,38290,11-Dec,-2.35,-32.59,26.61,-75.87,4.22,-71.75,46.8,9.69,7.88,8.39,13.48,6.03,313.62,287.16,46.37,33.98,1.19,56.61,25.61,1209.83,74.64,0.81,7.62,4.04,1.62,20.24,0.81,2.71,1.18
(주)마크로젠,38290,12-Dec,42.19,33.21,50.98,60.71,19.97,9.06,42.22,7.76,7.37,7.42,11.76,4.9,385.61,350.97,61.15,58.8,16.34,36.44,25.11,82.59,62.97,0.93,6.94,4.72,1.87,20.92,0.93,1.96,1.05
(주)마크로젠,38290,13-Dec,6.81,-10.57,20.13,-19.91,16.12,88.48,44.24,13.42,11.56,4.2,7.42,7.6,243.43,228.85,66.93,46.07,14.76,36.48,20.99,77.93,68.46,0.86,6.57,4.27,1.88,24.24,0.86,1.66,0.87
(주)마크로젠,38290,14-Dec,32.45,62.9,18.52,86.81,11.8,-52.99,39.97,5.6,4.72,2.55,4.8,2.98,425.91,385.71,16.1,73.06,25.27,16.05,14.55,26.82,57.78,0.85,6.24,3.37,1.71,17.77,0.85,1.41,0.82
(주)마크로젠,38290,15-Dec,15.61,-1.06,16.66,79.76,15.38,232.4,32.94,12.68,14.23,3.33,5.24,8.05,338.46,289.23,31.62,73.41,22.18,12.08,8.64,23.06,57.67,1.1,5.62,3.57,2.04,17.4,1.1,1.5,1.02
(주)마크로젠,38290,16-Dec,18.77,11.47,15.22,18.3,8.28,-56.09,32.77,4.86,5.42,2.14,3.45,3.01,150.42,127.96,42.16,90.21,24.32,20.41,16.95,39.8,52.57,1.13,4.6,3.78,2.22,16.29,1.13,1.38,1.01
(주)마크로젠,38290,17-Dec,12.03,-6.47,29.96,9.98,13.48,109.5,33.07,9.11,10.78,1.79,2.97,5.48,176.37,154.08,61.32,87.77,22.43,22.02,18.07,45.91,53.26,1.14,4.5,4.15,2.43,16.18,1.14,1.28,0.92
(주)마크로젠,38290,18-Dec,0.96,-1.04,6.6,32.01,25,-71.72,32.73,2.38,3.34,1.17,1.91,1.46,225.09,189.86,54.23,51.65,6.49,23.33,13,122.41,65.94,1.03,4.03,4.39,2.74,16.15,1.03,1.52,0.85
(주)마크로젠,38290,19-Dec,25.01,20.59,-21.23,-36.49,-9.37,-610.19,31.81,-10.95,-3.01,0.35,0.59,-6.59,124.56,108.84,19.25,109.17,20.57,12.79,12.31,32.44,47.81,1.08,4.87,4.16,2.76,15.33,1.08,1.36,1.02
(주)만도,204320,14-Dec,1605.51,3436.61,1574.49,2342.95,918.46,271.69,,,,,,,,,,,,,,,,,,,,,,,
(주)만도,204320,15-Dec,8.15,4.32,10.3,-1.13,24.37,170.55,14.17,2.45,9.52,6.39,5.01,3.11,100.52,83.93,10.32,204.58,29.75,7.79,4.11,17.59,32.83,4.3,14.08,4.72,3.03,5.72,4.3,1.91,2.86
(주)만도,204320,16-Dec,7.32,6.51,7.94,4.74,10.93,62.13,14.68,3.58,14.32,7.07,5.2,4.87,119.85,100.66,10.53,194.67,28.88,9.63,4.84,22.02,33.94,4.07,15.22,4.43,3.18,5.83,4.07,2.04,2.9
(주)만도,204320,17-Dec,-0.3,0.26,-3.8,-6.84,-6.79,-91.31,11.83,0.32,0.34,1.87,1.47,0.41,103.45,87.41,6.08,215.17,30.09,10.32,5.52,23.42,31.73,3.88,15.43,4.03,2.99,5.45,3.88,1.9,2.76
(주)만도,204320,18-Dec,-0.31,1.98,-2.39,1.66,4.92,518.75,12.79,1.99,7.64,4.44,3.48,2.54,107.46,90.1,6.41,199.46,31.23,9.54,4.98,20.34,33.39,3.91,15.63,4.09,2.94,5.67,3.91,1.89,2.84
(주)만도,204320,19-Dec,3.57,0.18,6.95,5.7,7.01,4.7,13.94,1.98,7.55,4.84,3.65,2.62,120.09,100.92,11.69,189.83,34.78,9.29,4.68,17.5,34.5,3.9,15.71,4.43,3.08,6.12,3.9,2.01,2.93
(주)매직마이크로,127160,15-Dec,-97.95,-97.26,-98.64,-97.21,-97.59,-102.01,11.54,-3.63,-6.21,-1.25,-1.8,-2.52,89.52,60.14,11.63,146.39,40.52,-1.56,-1.33,-2.28,40.59,,,,,,,,
(주)매직마이크로,127160,16-Dec,1.23,-2.41,11.65,9.9,-13.12,-287.93,0.29,-10.04,-17.96,-6.45,-9.43,-6.87,60.75,41.12,16.53,187.07,49.71,-2.75,-2.63,-3.6,34.84,1.82,6.55,4.95,1.23,6.16,1.82,1.1,2.14
(주)매직마이크로,127160,17-Dec,-2.69,15.77,-35.73,0.95,2.17,,3.57,-5.91,-13.16,-3.6,-4.36,-4.89,40.57,19.98,0.89,173.43,42.97,6.98,5.28,10.3,36.57,2.32,7.22,7.51,1.38,6.94,2.32,1.29,2.96
(주)매직마이크로,127160,18-Dec,50.6,-2.73,78.86,24.09,114.67,,14.01,-5.16,-7.78,0.34,0.5,-3.55,59.63,38.64,7.75,91.82,32.16,7.6,6.34,11.3,52.13,1.5,5.89,6.51,1.35,6.37,1.5,1.27,2.79
(주)매직마이크로,127160,19-Dec,-7.6,-39.87,-14.28,-32.44,-19.99,,11.32,-21.3,-23.47,-6.31,-11.48,-11.7,48.43,34.99,5.63,121.52,33.29,3.72,3.56,6.13,45.14,1.13,6.04,4.52,1.57,5,1.13,1.07,2.16
(주)매커스,93520,11-Dec,-72.28,-86.11,-10.67,-18.97,-59.38,,23.57,4.89,10.28,9.92,7.13,6.8,248.08,185.63,31.73,51.19,8.39,20.09,4.89,81.05,66.14,2.23,5.21,11.62,18.01,6.89,2.23,3.81,1.7
(주)매커스,93520,12-Dec,43.59,-1.21,57.03,183.92,18.17,73.03,21.76,8.39,15.05,8.18,8.38,8.19,194.17,105.79,35.33,83.71,15.07,7.76,3.62,23.46,54.43,1.94,2.89,14.83,10.32,5.66,1.94,2.83,1.39
(주)매커스,93520,13-Dec,17.89,2.84,19.67,-50.76,18.64,7.14,19.74,6.97,14.75,10.52,9.11,8.06,193.45,157.22,52.58,82.55,2.81,36.91,15.63,594.1,54.78,2.12,3.46,14.14,13.19,3.78,2.12,2.55,1.33
(주)매커스,93520,14-Dec,2.62,-9.38,6.51,-35.97,14.52,13.22,23.1,8.03,14.35,11.76,11.35,8.32,233.8,207.48,30.65,63.57,13.18,1.71,0.65,5.04,61.13,1.79,6.02,8.49,13.42,3.3,1.79,2.47,1.16
(주)매커스,93520,15-Dec,27.23,-2.52,28.98,2.99,6.84,-6.56,19.81,6.48,12.14,9.54,9.15,6.76,189.52,172.48,43.42,94.79,2.15,-3.79,-1.98,-85.62,51.34,1.87,9.16,7.01,16.54,2.95,1.87,2.35,1.14
(주)매커스,93520,16-Dec,1.64,61.13,-2.04,8.7,1.22,-67.16,18.15,2.31,4.08,4.38,5.15,1.97,190.12,171.15,25.12,95.59,4.04,12.67,7.34,153.14,51.13,1.66,8.14,5.26,11.82,1.95,1.66,1.74,0.94
(주)매커스,93520,17-Dec,5.69,-40.95,4.36,-30.71,14.37,479.12,22.68,10.38,20.63,13.3,12.58,10.98,205.52,191.91,47,80.75,3.24,7.64,3.31,105.39,55.32,1.99,11.24,6.34,15.54,2.64,1.99,2.26,1.2
(주)매커스,93520,18-Dec,2.63,0.28,4.04,52.21,10.31,2.64,25.65,10.39,18.7,15.06,14.45,10.82,222.35,200.81,59.66,68.17,3.99,24.59,9.69,249.92,59.46,1.81,10.74,7.2,21.43,3.03,1.81,2.45,1.18
(주)매커스,93520,19-Dec,16.08,5.15,18.6,173.55,1.18,-48.41,23.24,8.35,9.11,6.32,10.35,5.1,191.12,148.4,37.75,92.93,1.79,9.11,7.72,244.77,51.83,1.1,3.16,6.36,13.38,1.59,1.1,1.37,0.68
(주)머큐리,100590,18-Dec,-100,-100,-100,-100,-100,131.4,17.45,10.14,25.53,11.52,7.58,15.4,460.99,304.26,120.73,36.61,4.8,37.32,6.93,208.14,73.2,,,,,,,,
(주)머큐리,100590,19-Dec,13.26,-2.6,22.1,-23.69,4.49,0,14.9,2.1,3.36,2.13,1.89,2.36,939.33,739.73,362.72,48.07,14.99,22.55,6.93,48.85,67.54,1.6,4.92,12.6,5.1,30.84,1.6,3.77,
(주)멀티캠퍼스,67280,11-Dec,-11.74,-90.63,-1.89,-95.3,19.49,0,32.79,8.2,6.27,4.26,6.05,5.77,994.28,984.16,25.93,9.37,0,36.05,4.54,0,91.44,0.76,52.58,7.95,38.84,28.37,0.76,8.83,
(주)멀티캠퍼스,67280,12-Dec,2.18,-0.96,-2.84,16,2.75,-18.78,31.22,11.22,10.17,4.62,5.79,8.94,1032.98,1021.28,107.4,11.76,0,50.3,6.64,0,89.48,0.93,65.41,9.33,39.69,27.96,0.93,10.21,
(주)멀티캠퍼스,67280,13-Dec,30.71,45.92,12.51,-53.89,21.44,-30.16,33.21,5.8,6.29,5.21,5.58,5.42,447.24,445.16,36.26,20.28,0,31.22,6.39,0,83.14,1.09,109.54,10,42.62,24.97,1.09,6.61,1.28
(주)멀티캠퍼스,67280,14-Dec,6.6,-16.87,24.78,-51.34,7.88,64.98,36.18,8.09,9.28,8.61,9.12,7.63,539.73,538.75,40.17,18.86,0,47.67,8.27,0,84.14,1.13,264.05,10.09,46.43,32.95,1.13,5.77,1.27
(주)멀티캠퍼스,67280,15-Dec,-35.35,1.25,-62.46,-98.81,-44.97,0.91,37.24,7.74,11.56,10.32,8.81,9.07,178.1,178.09,66.14,39.63,0,37.64,7.16,0,71.62,1.48,826.67,8.47,53.58,31.86,1.48,5.64,1.75
(주)멀티캠퍼스,67280,16-Dec,19.25,111.53,34.39,-100,19.89,22.96,36.51,6.92,18.39,17.9,9.56,12.95,202.3,202.3,62.24,38.88,0,39.84,6.48,0,72,2.61,97607.24,8.11,47.02,35.96,2.61,6.64,3.77
(주)멀티캠퍼스,67280,17-Dec,7.9,-14.1,24.46,,10.29,-3.63,29.4,6.18,15.29,13.41,7.51,11.04,265.5,265.5,82.44,35.87,0,70.29,10.78,0,73.6,2.45,,8.17,40.2,37.03,2.45,6.57,3.16
(주)멀티캠퍼스,67280,18-Dec,22.88,-17.88,29.61,,13.14,41.16,28.94,7.31,19.36,16.75,9.1,13.47,241.32,241.32,38.38,47.56,0,40.49,7.81,0,67.77,2.62,,7.26,56.98,32.04,2.62,6.22,2.96
(주)멀티캠퍼스,67280,19-Dec,42.02,37.86,-1.57,,15.26,7.72,26.61,6.56,18.19,13.91,8.4,10.87,154.53,154.53,18.65,81.81,17.56,19.57,6.24,50.13,55,2.75,,6.65,63.75,19.97,2.75,4.17,3.17
(주)메드팩토,235980,19-Dec,-100,-100,-100,,-100,-41.23,0,0,-17.17,-16.4,0,-16.75,5323.93,5323.93,12.13,2.55,0.99,-758.39,0,-1904.05,97.52,,,,,,,,
(주)메디아나,41920,14-Dec,-53.51,33.48,-66.39,,-65.46,-67.34,37.66,9.46,17,13.29,11.15,11.28,349.42,259.98,139.96,35.64,8.25,29.27,7.42,93.17,73.73,,,,,,,,
(주)메디아나,41920,15-Dec,20.04,71.65,13.48,23.83,27.88,95.18,37.78,15.16,22.78,19.45,16.95,17.39,375.66,270.73,117.84,27.32,0,44.05,8.99,0,78.54,1.5,3.85,5.06,6.8,11.29,1.5,4.85,1.66
(주)메디아나,41920,16-Dec,22.15,34.44,13.48,35.47,22.47,12.3,36.09,14.9,20.49,17.37,16.06,16.11,372.85,248.52,124.22,26.99,2.2,68.77,14.86,663.17,78.75,1.38,3.47,5.52,5.24,11.16,1.38,5.07,1.67
(주)메디아나,41920,17-Dec,2.97,21.47,-5.16,-0.49,9.58,-49.66,33.87,7.65,8.94,11.22,11.81,7.27,470.06,305.6,131.07,19.33,1.94,57.76,9.99,481.44,83.8,1.17,3.06,5.14,4.05,13.47,1.17,5.09,1.58
(주)메디아나,41920,18-Dec,1.59,32.62,0.28,-25.7,5.55,-19.07,31.32,6.92,6.73,6.17,7.42,5.75,474.46,351.46,130.36,14.86,2.18,40.68,6.38,241.6,87.07,0.97,3.27,3.64,2.84,14.96,0.97,5.71,1.45
(주)메디아나,41920,19-Dec,14.04,-33.81,17.16,16.94,15.16,108.13,35.97,13.94,12.68,12.67,15.91,11.1,559.07,414.42,233.11,13.74,0.2,101.57,16.42,6033.75,87.92,0.91,3.41,3.98,3.09,17.87,0.91,6.38,1.38
(주)메디콕스,54180,11-Jun,-100,-100,-100,-100,-100,64.73,23.39,-61.72,-118.2,5.03,10.97,-28.32,14.39,13.53,0.72,202.83,58.49,0.33,0.5,0.38,33.02,1.91,83.41,12.96,0.52,18.08,1.91,0.6,
(주)메디콕스,54180,12-Jun,-1.86,-2.28,-24.38,12.07,-41.76,0,19.6,-24.75,-52.52,-8.69,-15.52,-13.85,8.87,8.08,0.53,410.32,55.26,3.8,5.41,5.53,19.6,2.12,79.46,10.8,0.66,14.89,2.12,0.76,
(주)메디콕스,54180,13-Jun,-4,-1.24,-20.99,11.28,62.95,0,17.99,28.86,47.38,4.95,11.47,12.45,9.06,7.93,2.3,200.66,52.22,7.76,11.76,9.92,33.26,1.64,54.35,11.43,0.51,13.21,1.64,0.59,
(주)메디콕스,54180,14-Jun,-2.8,-0.91,-0.56,16.41,10.78,0,19.72,8.34,10.4,5.4,12.19,3.7,20.49,17.49,9.28,163.8,48.31,5.61,7.75,7.21,37.91,1.25,46.31,22.7,0.51,23.51,1.25,0.69,
(주)메디콕스,54180,15-Jun,5.6,-21.05,7.56,-15.8,21.27,0,15.22,20.28,19.08,2.66,6.92,7.78,31.9,28.23,14.44,129.72,50.77,6.74,10.18,7.49,43.53,0.94,43.3,23.69,0.5,27.57,0.94,0.65,
(주)메디콕스,54180,16-Jun,-0.31,-1.96,21.74,48.41,4.61,0,17.25,5.3,4.87,3.95,9.62,2.17,35.46,30.5,19.65,118.91,49.13,6.71,8.86,7.41,45.68,0.92,40.82,26.39,0.63,36.53,0.92,0.74,
(주)메디콕스,54180,17-Jun,16.37,44.81,164.43,-16.38,-11.92,0,8.31,-80.78,-63.44,-0.46,-1.48,-25.19,44.93,42.94,39.26,189.21,62.71,3.24,7.32,3.38,34.58,0.79,33.84,27.72,0.42,41.33,0.79,0.52,
(주)메디콕스,54180,18-Jun,-5.11,-1.7,-25.01,134.01,-3.2,0,5.91,-12.77,-9.49,-1.6,-6.18,-3.31,32.21,27.76,7.47,183.5,58.94,-4.13,-10.04,-4.54,35.27,0.74,19.91,14.23,0.32,21.57,0.74,0.4,
(주)메디콕스,54180,19-Jun,6.4,-1.21,35.05,37.79,13.86,-123.76,16.01,-10.47,-10.5,-0.87,-1.94,-4.71,53.38,46.66,29.36,165.18,51.37,0.76,1.06,0.93,37.71,1.27,19.09,17.41,0.58,33.49,1.27,0.73,
(주)메디톡스,86900,11-Dec,-100,-100,-100,-100,-100,,87.46,33.97,18.93,15.98,36.62,14.82,292.98,284.13,12.72,28.73,15.13,68.53,37.26,101.09,77.68,0.56,2.91,4.65,1.45,1166.99,0.56,2.01,
(주)메디톡스,86900,12-Dec,33.38,38.68,35.6,8.16,34.35,0,90.64,42.57,32.07,27.61,46.98,25.02,353.97,345.45,7.81,27.8,11.08,65.42,27.68,128.48,78.25,0.75,3.8,4.3,2.05,1949.75,0.75,2.67,
(주)메디톡스,86900,13-Dec,8.4,73.49,-28.59,66.52,6.2,28.73,87.6,36.54,23.57,21.1,42.81,18.01,217.95,206.12,30.63,30.86,10.69,88.61,42.4,195.54,76.42,0.6,3.95,3.32,1.21,692.89,0.6,2.06,
(주)메디톡스,86900,14-Dec,112.19,42.6,229.08,121.4,34.45,205.01,90.96,57.49,61.33,40.3,65.83,35.19,295.02,284.24,14.46,106.53,5.01,70.16,80.36,722.35,48.42,1.07,2.51,6.08,1.75,158.67,1.07,1.44,1.13
(주)메디톡스,86900,15-Dec,20.79,58.92,0.23,54.89,39.09,-3.06,83.99,47.79,43.36,27.77,58.37,22.73,217.7,205.4,57.15,79.37,12.33,70.91,72.16,254.54,55.75,0.91,2.95,5.6,1.34,68.03,0.91,1,0.86
(주)메디톡스,86900,16-Dec,59.19,85.83,-33.71,17.75,30.13,40.05,81.93,44.45,45.36,28.5,56.41,22.45,89.6,80.61,20.64,119.42,31.33,21.68,28.69,37.66,45.58,1.02,3.79,5.79,1.15,60.9,1.02,1,1.55
(주)메디톡스,86900,17-Dec,20.09,22.48,50.37,68.75,38.62,23.53,80.91,40.37,42.17,25.28,49.75,20.52,75.08,66.63,19.21,90.09,29.36,30.85,31.39,49.8,52.61,1.03,3.74,5.15,1.08,83.99,1.03,1,2.11
(주)메디톡스,86900,18-Dec,1.51,-1.44,12.87,85.29,25.66,-4.65,73.6,33.96,30.93,21.8,41.61,17.79,105.07,85.66,17.37,53.56,21.22,41.65,27.93,68.46,65.12,0.89,3.28,3.74,1.12,104.12,0.89,1.28,1.87
(주)메디톡스,86900,19-Dec,6.71,3.03,3.09,36.36,2.11,-63.36,66.23,12.42,10.24,6.29,12.48,6.26,88.03,66.52,14.68,60.47,24.71,27.94,21.56,42.62,62.32,0.79,2.74,2.92,1.12,64.76,0.79,1.39,1.74
(주)메디프론디비티,65650,11-Dec,-100,-100,-100,-100,-100,-56.53,19.12,5.17,1.83,1.72,5.15,1.73,2530.92,1838.51,693.91,2.23,0,-103.32,-6.58,0,97.82,0.35,4.22,1.64,49.47,,0.35,6.55,
(주)메디프론디비티,65650,12-Dec,-5.6,-21.6,-19.37,0.29,-6.22,0,-3.91,-24.33,-5.87,-5.82,-24.73,-5.72,3954.45,2608.78,966.78,2.91,0,-19.72,-2.3,0,97.18,0.24,3.13,1.2,40.4,229.75,0.24,9.43,
(주)메디프론디비티,65650,13-Dec,-4.83,-35.28,-24.43,-15.64,-5.55,0,4.57,-17.79,-5.85,-4.61,-14.5,-5.66,2516.09,1560.33,354.51,3.69,0,-114.61,-12.49,0,96.44,0.33,3.99,1.57,71.56,71.38,0.33,10,
(주)메디프론디비티,65650,14-Dec,-23.72,-70.57,-21.82,-36.22,-25.51,0,-1.55,-157.24,-29.11,-8.6,-48.66,-27.79,1309.63,903.82,84.48,6.18,0,-49,-13.96,0,94.18,0.19,2.71,0.74,67.18,18.43,0.19,3.9,
(주)메디프론디비티,65650,15-Dec,16.45,-70.47,41.49,12.47,-4.58,0,16.84,-20.79,-7.01,0.88,3.08,-5.96,1719.16,1295.7,359.51,29.58,18.64,-1.2,-1.03,-1.47,77.17,0.34,4.07,1.13,346.48,22.2,0.34,1.91,
(주)메디프론디비티,65650,16-Dec,-10.01,4.44,31.16,72.89,7.46,0,11.47,-30.25,-16.05,-1.69,-3.79,-13.52,581.42,392.64,112.92,8.52,0,-30.33,-5.05,0,92.15,0.53,4.78,1.76,1185.02,13.95,0.53,2.84,
(주)메디프론디비티,65650,17-Dec,-5.44,-38.41,116.84,7.32,-3.22,0,11.68,-54.77,-45.51,1.78,2.3,-42.42,2613.6,2193.62,433.17,6.04,0,-77.73,-5.55,0,94.31,0.83,5.8,2.7,2291.93,18.77,0.83,11.38,
(주)메디프론디비티,65650,18-Dec,-17.81,165.74,-2.13,17.21,-22.44,0,6.92,-27.97,-25.32,-6.57,-7.89,-23.27,1297.17,1047.53,167.89,12.37,0,-42.6,-5.08,0,88.99,0.91,5.17,2.52,1563.83,17.73,0.91,10.28,
(주)메디프론디비티,65650,19-Dec,-9.79,221.92,-12.25,31.5,-7.85,0,4.85,-10.22,-9.65,-10.54,-12.41,-8.67,1718.09,1222.59,44.72,10,0.14,-145.16,-14.75,-9366.24,90.91,0.94,3.7,2.13,446.6,14.99,0.94,8.4,
(주)메지온,140410,12-Dec,245.85,208,237.98,-100,258.03,0,0,27.75,5.21,3.4,19.56,4.82,2022.79,2022.79,682.71,6.26,0,20.35,9.39,0,94.11,,,,,,,,
