회사명,거래소코드,회계년도,이자보상배율
아이티센,124500,Dec-16,-1.71
아이티센,124500,Dec-17,1.14
아이티센,124500,Dec-18,2.31
아이티센,124500,Dec-19,3.73
아이티엑스에이아이,99520,Dec-11,-0.6
아이티엑스에이아이,99520,Dec-12,1.09
아이티엑스에이아이,99520,Dec-13,3.64
아이티엑스에이아이,99520,Dec-14,-4.69
아이티엑스에이아이,99520,Dec-15,-22.96
아이티엑스에이아이,99520,Dec-16,-8.77
아이티엑스에이아이,99520,Dec-17,1.01
아이티엑스에이아이,99520,Dec-18,-11.62
아이티엑스에이아이,99520,Dec-19,-7.82
아이티엠반도체,84850,Dec-19,13.48
아즈텍더블유비이,32080,Dec-11,7.2
아즈텍더블유비이,32080,Dec-12,1.87
아즈텍더블유비이,32080,Dec-13,-1.94
아즈텍더블유비이,32080,Dec-14,2.56
아즈텍더블유비이,32080,Dec-15,7.99
아즈텍더블유비이,32080,Dec-16,26.61
아즈텍더블유비이,32080,Dec-17,-23.17
아즈텍더블유비이,32080,Dec-18,7.71
아즈텍더블유비이,32080,Dec-19,7.9
아진엑스텍,59120,Dec-14,16.82
아진엑스텍,59120,Dec-15,204.76
아진엑스텍,59120,Dec-16,18.26
아진엑스텍,59120,Dec-17,16.35
아진엑스텍,59120,Dec-18,140.12
아진엑스텍,59120,Dec-19,79
아톤,158430,Dec-19,18.21
아프리카티비,67160,Dec-11,5.37
아프리카티비,67160,Dec-12,1.08
아프리카티비,67160,Dec-13,5.03
아프리카티비,67160,Dec-14,14.93
아프리카티비,67160,Dec-15,56.45
아프리카티비,67160,Dec-16,573.79
아프리카티비,67160,Dec-17,3668.77
아프리카티비,67160,Dec-18,3668.77
아프리카티비,67160,Dec-19,88.47
안랩,53800,Dec-11,280.83
안랩,53800,Dec-12,8529.88
안랩,53800,Dec-13,8529.88
안랩,53800,Dec-14,8529.88
안랩,53800,Dec-15,8529.88
안랩,53800,Dec-16,8529.88
안랩,53800,Dec-17,8529.88
안랩,53800,Dec-18,8529.88
안랩,53800,Dec-19,1688.99
안트로젠,65660,Dec-16,3.21
안트로젠,65660,Dec-17,3.21
안트로젠,65660,Dec-18,-1.53
안트로젠,65660,Dec-19,-2.66
알로이스,297570,Dec-18,-1.6
알로이스,297570,Dec-19,42.24
알루코,1780,Dec-11,0.99
알루코,1780,Dec-12,0.39
알루코,1780,Dec-13,1.18
알루코,1780,Dec-14,1.36
알루코,1780,Dec-15,2.13
알루코,1780,Dec-16,2.97
알루코,1780,Dec-17,2.81
알루코,1780,Dec-18,0.66
알루코,1780,Dec-19,0.62
알에프세미,96610,Dec-11,20.01
알에프세미,96610,Dec-12,9.77
알에프세미,96610,Dec-13,12.21
알에프세미,96610,Dec-14,5.23
알에프세미,96610,Dec-15,4.01
알에프세미,96610,Dec-16,4.06
알에프세미,96610,Dec-17,0.3
알에프세미,96610,Dec-18,0.52
알에프세미,96610,Dec-19,-0.47
알에프텍,61040,Dec-11,15.94
알에프텍,61040,Dec-12,21.8
알에프텍,61040,Dec-13,6.53
알에프텍,61040,Dec-14,-3.11
알에프텍,61040,Dec-15,5.32
알에프텍,61040,Dec-16,7.66
알에프텍,61040,Dec-17,4.34
알에프텍,61040,Dec-18,1.9
알에프텍,61040,Dec-19,2.33
알엔투테크놀로지,148250,Dec-16,9.56
알엔투테크놀로지,148250,Dec-17,4.3
알엔투테크놀로지,148250,Dec-18,2.69
알엔투테크놀로지,148250,Dec-19,4.52
알테오젠,196170,Dec-14,7.41
알테오젠,196170,Dec-15,18.32
알테오젠,196170,Dec-16,-10788.51
알테오젠,196170,Dec-17,-3313.32
알테오젠,196170,Dec-18,-311.55
알테오젠,196170,Dec-19,-11.88
알톤스포츠,123750,Dec-11,2.54
알톤스포츠,123750,Dec-12,3.71
알톤스포츠,123750,Dec-13,5.07
알톤스포츠,123750,Dec-14,20.38
알톤스포츠,123750,Dec-15,-10.37
알톤스포츠,123750,Dec-16,-9.65
알톤스포츠,123750,Dec-17,-14.42
알톤스포츠,123750,Dec-18,-1.12
알톤스포츠,123750,Dec-19,-10.78
알티캐스트,85810,Dec-13,7.06
알티캐스트,85810,Dec-14,50.46
알티캐스트,85810,Dec-15,109.1
알티캐스트,85810,Dec-16,9.57
알티캐스트,85810,Dec-17,16.17
알티캐스트,85810,Dec-18,8.3
알티캐스트,85810,Dec-19,-26.04
알파홀딩스,117670,Dec-11,25.8
알파홀딩스,117670,Dec-12,13.51
알파홀딩스,117670,Dec-13,56.69
알파홀딩스,117670,Dec-14,3.23
알파홀딩스,117670,Dec-15,1.16
알파홀딩스,117670,Dec-16,-1.5
알파홀딩스,117670,Dec-17,-8.6
알파홀딩스,117670,Dec-18,-3.07
알파홀딩스,117670,Dec-19,-1.1
애니플러스,310200,Dec-18,
애니플러스,310200,Dec-19,-2.7
애드바이오텍,179530,Dec-19,
액션스퀘어,205500,Dec-14,116.41
액션스퀘어,205500,Dec-15,-54.68
액션스퀘어,205500,Dec-16,-284.68
액션스퀘어,205500,Dec-17,-284.68
액션스퀘어,205500,Dec-18,-284.68
액션스퀘어,205500,Dec-19,-68.02
액토즈소프트,52790,Dec-11,26336.34
액토즈소프트,52790,Dec-12,16.9
액토즈소프트,52790,Dec-13,20.53
액토즈소프트,52790,Dec-14,-114.57
액토즈소프트,52790,Dec-15,26336.34
액토즈소프트,52790,Dec-16,105.41
액토즈소프트,52790,Dec-17,26.6
액토즈소프트,52790,Dec-18,-4.32
액토즈소프트,52790,Dec-19,43.84
액트로,290740,Dec-18,137.16
액트로,290740,Dec-19,280.96
앤디포스,238090,Dec-16,356
앤디포스,238090,Dec-17,151.55
앤디포스,238090,Dec-18,23.15
앤디포스,238090,Dec-19,2.47
앤씨앤,92600,Dec-11,48.17
앤씨앤,92600,Dec-12,0.49
앤씨앤,92600,Dec-13,-111.75
앤씨앤,92600,Dec-14,-42.31
앤씨앤,92600,Dec-15,140.63
앤씨앤,92600,Dec-16,-12.42
앤씨앤,92600,Dec-17,-85.98
앤씨앤,92600,Dec-18,-93.14
앤씨앤,92600,Dec-19,-39.26
야스,255440,Dec-17,141.98
야스,255440,Dec-18,2333.21
야스,255440,Dec-19,168
양지사,30960,Jun-11,21.67
양지사,30960,Jun-12,4.81
양지사,30960,Jun-13,6.06
양지사,30960,Jun-14,3.8
양지사,30960,Jun-15,-3.85
양지사,30960,Jun-16,15.25
양지사,30960,Jun-17,30.08
양지사,30960,Jun-18,32.69
양지사,30960,Jun-19,12.83
어스앤에어로스페이스,263540,Dec-17,7.43
어스앤에어로스페이스,263540,Dec-18,-8.57
어스앤에어로스페이스,263540,Dec-19,-22.81
얼라인드제네틱스,238120,Dec-16,-4.12
얼라인드제네틱스,238120,Dec-17,-4.12
얼라인드제네틱스,238120,Dec-18,-4.12
얼라인드제네틱스,238120,Dec-19,-4.12
에너토크,19990,Dec-11,90.74
에너토크,19990,Dec-12,55.26
에너토크,19990,Dec-13,48.71
에너토크,19990,Dec-14,49.61
에너토크,19990,Dec-15,490.36
에너토크,19990,Dec-16,490.36
에너토크,19990,Dec-17,490.36
에너토크,19990,Dec-18,490.36
에너토크,19990,Dec-19,33.23
에넥스,11090,Dec-11,4.88
에넥스,11090,Dec-12,-5.64
에넥스,11090,Dec-13,2.83
에넥스,11090,Dec-14,7.51
에넥스,11090,Dec-15,15.92
에넥스,11090,Dec-16,3.56
에넥스,11090,Dec-17,5.54
에넥스,11090,Dec-18,1.41
에넥스,11090,Dec-19,-3.68
에스디생명공학,217480,Dec-17,134.81
에스디생명공학,217480,Dec-18,25.92
에스디생명공학,217480,Dec-19,-28.61
에스디시스템,121890,Dec-11,-122.18
에스디시스템,121890,Dec-12,370.77
에스디시스템,121890,Dec-13,-122.18
에스디시스템,121890,Dec-14,370.77
에스디시스템,121890,Dec-15,175.14
에스디시스템,121890,Dec-16,-122.18
에스디시스템,121890,Dec-17,-62.23
에스디시스템,121890,Dec-18,-16.49
에스디시스템,121890,Dec-19,-15.6
에스비에스,34120,Dec-11,22.72
에스비에스,34120,Dec-12,9.44
에스비에스,34120,Dec-13,7.01
에스비에스,34120,Dec-14,-5.86
에스비에스,34120,Dec-15,12.17
에스비에스,34120,Dec-16,-1.89
에스비에스,34120,Dec-17,4.66
에스비에스,34120,Dec-18,1.03
에스비에스,34120,Dec-19,1.97
에스비에스콘텐츠허브,46140,Dec-11,250.88
에스비에스콘텐츠허브,46140,Dec-12,250.88
에스비에스콘텐츠허브,46140,Dec-13,250.88
에스비에스콘텐츠허브,46140,Dec-14,250.88
에스비에스콘텐츠허브,46140,Dec-15,250.88
에스비에스콘텐츠허브,46140,Dec-16,250.88
에스비에스콘텐츠허브,46140,Dec-17,250.88
에스비에스콘텐츠허브,46140,Dec-18,250.88
에스비에스콘텐츠허브,46140,Dec-19,250.88
에스씨디,42110,Dec-11,1.53
에스씨디,42110,Dec-12,18.02
에스씨디,42110,Dec-13,258.81
에스씨디,42110,Dec-14,275.51
에스씨디,42110,Dec-15,275.51
에스씨디,42110,Dec-16,175.15
에스씨디,42110,Dec-17,148.38
에스씨디,42110,Dec-18,81.26
에스씨디,42110,Dec-19,83.32
에스아이리소스,65420,Dec-11,3.97
에스아이리소스,65420,Dec-12,0.22
에스아이리소스,65420,Dec-13,2.16
에스아이리소스,65420,Dec-14,1.13
에스아이리소스,65420,Dec-15,2.97
에스아이리소스,65420,Dec-16,-7.28
에스아이리소스,65420,Dec-17,2.5
에스아이리소스,65420,Dec-18,-0.12
에스아이리소스,65420,Dec-19,1.83
에스앤더블류,103230,Dec-11,0.91
에스앤더블류,103230,Dec-12,0.44
에스앤더블류,103230,Dec-13,-1.62
에스앤더블류,103230,Dec-14,0.83
에스앤더블류,103230,Dec-15,2.42
에스앤더블류,103230,Dec-16,-114.5
에스앤더블류,103230,Dec-17,-114.5
에스앤더블류,103230,Dec-18,-114.5
에스앤더블류,103230,Dec-19,-114.5
에스앤에스텍,101490,Dec-11,3.47
에스앤에스텍,101490,Dec-12,-0.22
에스앤에스텍,101490,Dec-13,-0.6
에스앤에스텍,101490,Dec-14,5.79
에스앤에스텍,101490,Dec-15,13.33
에스앤에스텍,101490,Dec-16,12.9
에스앤에스텍,101490,Dec-17,6.84
에스앤에스텍,101490,Dec-18,6.69
에스앤에스텍,101490,Dec-19,14.6
에스에너지,95910,Dec-11,1.06
에스에너지,95910,Dec-12,11.5
에스에너지,95910,Dec-13,5.03
에스에너지,95910,Dec-14,2.85
에스에너지,95910,Dec-15,1.88
에스에너지,95910,Dec-16,1.44
에스에너지,95910,Dec-17,1.73
에스에너지,95910,Dec-18,-0.37
에스에너지,95910,Dec-19,0.35
에스에스알,275630,Dec-18,13.33
에스에스알,275630,Dec-19,27.34
에스에이엠티,31330,Dec-11,3.37
에스에이엠티,31330,Dec-12,3.69
에스에이엠티,31330,Dec-13,3.75
에스에이엠티,31330,Dec-14,-0.61
에스에이엠티,31330,Dec-15,6.52
에스에이엠티,31330,Dec-16,7.29
에스에이엠티,31330,Dec-17,11.53
에스에이엠티,31330,Dec-18,13.01
에스에이엠티,31330,Dec-19,14.78
에스에이티,60540,Dec-11,1.07
에스에이티,60540,Dec-12,-1.3
에스에이티,60540,Dec-13,-5.18
에스에이티,60540,Dec-14,4.33
에스에이티,60540,Dec-15,5.67
에스에이티,60540,Dec-16,16.03
에스에이티,60540,Dec-17,34.01
에스에이티,60540,Dec-18,9.35
에스에이티,60540,Dec-19,11.61
에스에프에이,56190,Dec-11,758.19
에스에프에이,56190,Dec-12,1488.53
에스에프에이,56190,Dec-13,1488.53
에스에프에이,56190,Dec-14,534.57
에스에프에이,56190,Dec-15,189.29
에스에프에이,56190,Dec-16,11.04
에스에프에이,56190,Dec-17,21.34
에스에프에이,56190,Dec-18,22.83
에스에프에이,56190,Dec-19,21.56
에스에프에이반도체,36540,Dec-11,1.65
에스에프에이반도체,36540,Dec-12,1.16
에스에프에이반도체,36540,Dec-13,-0.44
에스에프에이반도체,36540,Dec-14,1.6
에스에프에이반도체,36540,Dec-15,0.29
에스에프에이반도체,36540,Dec-16,1.17
에스에프에이반도체,36540,Dec-17,2.25
에스에프에이반도체,36540,Dec-18,3.28
에스에프에이반도체,36540,Dec-19,3.93
에스엘바이오닉스,214310,Dec-15,25.56
에스엘바이오닉스,214310,Dec-16,-12.56
에스엘바이오닉스,214310,Dec-17,-0.02
에스엘바이오닉스,214310,Dec-18,-1.5
에스엘바이오닉스,214310,Dec-19,-1.32
에스엠라이프디자인그룹,63440,Dec-11,5.68
에스엠라이프디자인그룹,63440,Dec-12,-11.02
에스엠라이프디자인그룹,63440,Dec-13,-5.41
에스엠라이프디자인그룹,63440,Dec-14,-6.31
에스엠라이프디자인그룹,63440,Dec-15,-26.08
에스엠라이프디자인그룹,63440,Dec-16,-23.13
에스엠라이프디자인그룹,63440,Dec-17,292.41
에스엠라이프디자인그룹,63440,Dec-18,-450.58
에스엠라이프디자인그룹,63440,Dec-19,2.94
에스엠벡셀,10580,Dec-11,-0.11
에스엠벡셀,10580,Dec-12,-4.4
에스엠벡셀,10580,Dec-13,-1.72
에스엠벡셀,10580,Dec-14,-0.54
에스엠벡셀,10580,Dec-15,0.06
에스엠벡셀,10580,Dec-16,-3.07
에스엠벡셀,10580,Dec-17,-1.54
에스엠벡셀,10580,Dec-18,3.24
에스엠벡셀,10580,Dec-19,-5.81
에스엠엔터테인먼트,41510,Dec-11,18.32
에스엠엔터테인먼트,41510,Dec-12,35.37
에스엠엔터테인먼트,41510,Dec-13,27.54
에스엠엔터테인먼트,41510,Dec-14,46.66
에스엠엔터테인먼트,41510,Dec-15,34.47
에스엠엔터테인먼트,41510,Dec-16,12.11
에스엠엔터테인먼트,41510,Dec-17,9.05
에스엠엔터테인먼트,41510,Dec-18,18.65
에스엠엔터테인먼트,41510,Dec-19,10.41
에스엠컬처앤콘텐츠,48550,Dec-11,2.4
에스엠컬처앤콘텐츠,48550,Dec-12,-23.05
에스엠컬처앤콘텐츠,48550,Dec-13,-1.38
에스엠컬처앤콘텐츠,48550,Dec-14,-12.2
에스엠컬처앤콘텐츠,48550,Dec-15,-16.19
에스엠컬처앤콘텐츠,48550,Dec-16,17.55
에스엠컬처앤콘텐츠,48550,Dec-17,-96.92
에스엠컬처앤콘텐츠,48550,Dec-18,-3.25
에스엠컬처앤콘텐츠,48550,Dec-19,3.88
에스엠코어,7820,Dec-11,87.96
에스엠코어,7820,Dec-12,63.59
에스엠코어,7820,Dec-13,59.03
에스엠코어,7820,Dec-14,67.86
에스엠코어,7820,Dec-15,31.52
에스엠코어,7820,Dec-16,-927.79
에스엠코어,7820,Dec-17,17.01
에스엠코어,7820,Dec-18,982.63
에스엠코어,7820,Dec-19,135.67
에스원,12750,Dec-11,283.46
에스원,12750,Dec-12,283.46
에스원,12750,Dec-13,283.46
에스원,12750,Dec-14,17.05
에스원,12750,Dec-15,69.6
에스원,12750,Dec-16,283.46
에스원,12750,Dec-17,283.46
에스원,12750,Dec-18,283.46
에스원,12750,Dec-19,283.46
에스제이그룹,306040,Dec-19,40.33
에스제이엠,123700,Dec-11,24.14
에스제이엠,123700,Dec-12,49.95
에스제이엠,123700,Dec-13,113.92
에스제이엠,123700,Dec-14,333.64
에스제이엠,123700,Dec-15,363.71
에스제이엠,123700,Dec-16,697.99
에스제이엠,123700,Dec-17,697.99
에스제이엠,123700,Dec-18,364.27
에스제이엠,123700,Dec-19,14.32
에스제이엠홀딩스,25530,Dec-11,27.4
에스제이엠홀딩스,25530,Dec-12,45.58
에스제이엠홀딩스,25530,Dec-13,90.46
에스제이엠홀딩스,25530,Dec-14,193.93
에스제이엠홀딩스,25530,Dec-15,124.5
에스제이엠홀딩스,25530,Dec-16,54.94
에스제이엠홀딩스,25530,Dec-17,31.28
에스제이엠홀딩스,25530,Dec-18,5.72
에스제이엠홀딩스,25530,Dec-19,8.39
에스지글로벌,1380,Dec-11,1
에스지글로벌,1380,Dec-12,-3.59
에스지글로벌,1380,Dec-13,4.14
에스지글로벌,1380,Dec-14,0.51
에스지글로벌,1380,Dec-15,-2.56
에스지글로벌,1380,Dec-16,1.98
에스지글로벌,1380,Dec-17,-0.99
에스지글로벌,1380,Dec-18,3.03
에스지글로벌,1380,Dec-19,2.13
에스지세계물산,4060,Dec-11,4.4
에스지세계물산,4060,Dec-12,0.29
에스지세계물산,4060,Dec-13,-5.63
에스지세계물산,4060,Dec-14,-14.52
에스지세계물산,4060,Dec-15,7.18
에스지세계물산,4060,Dec-16,1.83
에스지세계물산,4060,Dec-17,-4.57
에스지세계물산,4060,Dec-18,1.26
에스지세계물산,4060,Dec-19,0.22
에스지엔지,40610,Dec-11,4.66
에스지엔지,40610,Dec-12,3.07
에스지엔지,40610,Dec-13,4.79
에스지엔지,40610,Dec-14,4.28
에스지엔지,40610,Dec-15,2.64
에스지엔지,40610,Dec-16,3.89
에스지엔지,40610,Dec-17,2.43
에스지엔지,40610,Dec-18,0.68
에스지엔지,40610,Dec-19,0.9
에스코넥,96630,Dec-11,1.13
에스코넥,96630,Dec-12,3.73
에스코넥,96630,Dec-13,6.25
에스코넥,96630,Dec-14,3.66
에스코넥,96630,Dec-15,3.61
에스코넥,96630,Dec-16,10.47
에스코넥,96630,Dec-17,13.09
에스코넥,96630,Dec-18,10.84
에스코넥,96630,Dec-19,-7.94
에스텍파마,41910,Dec-11,17.91
에스텍파마,41910,Dec-12,12.18
에스텍파마,41910,Dec-13,4.08
에스텍파마,41910,Dec-14,-0.04
에스텍파마,41910,Dec-15,0.62
에스텍파마,41910,Dec-16,10.33
에스텍파마,41910,Dec-17,11.32
에스텍파마,41910,Dec-18,17.17
에스텍파마,41910,Dec-19,235.27
에스티아이,39440,Dec-11,45.43
에스티아이,39440,Dec-12,26.85
에스티아이,39440,Dec-13,13.43
에스티아이,39440,Dec-14,52.48
에스티아이,39440,Dec-15,68.46
에스티아이,39440,Dec-16,85.44
에스티아이,39440,Dec-17,192.16
에스티아이,39440,Dec-18,35.41
에스티아이,39440,Dec-19,24.51
에스티오,98660,Dec-11,4.08
에스티오,98660,Dec-12,2.44
에스티오,98660,Dec-13,-1.99
에스티오,98660,Dec-14,0.86
에스티오,98660,Dec-15,3.57
에스티오,98660,Dec-16,3.93
에스티오,98660,Dec-17,1.16
에스티오,98660,Dec-18,0.62
에스티오,98660,Dec-19,4.28
에스티큐브,52020,Dec-11,-116.44
에스티큐브,52020,Dec-12,-2.17
에스티큐브,52020,Dec-13,-4.41
에스티큐브,52020,Dec-14,-6.29
에스티큐브,52020,Dec-15,-20.23
에스티큐브,52020,Dec-16,0.53
에스티큐브,52020,Dec-17,-34.76
에스티큐브,52020,Dec-18,-7.31
에스티큐브,52020,Dec-19,-1.09
에스폴리텍,50760,Dec-11,2.9
에스폴리텍,50760,Dec-12,2.62
에스폴리텍,50760,Dec-13,2.26
에스폴리텍,50760,Dec-14,-1.81
에스폴리텍,50760,Dec-15,-0.91
에스폴리텍,50760,Dec-16,2.85
에스폴리텍,50760,Dec-17,1.05
에스폴리텍,50760,Dec-18,3.11
에스폴리텍,50760,Dec-19,14.69
에스피시스템스,317830,Dec-19,2.92
에스피씨삼립,5610,Dec-11,6.45
에스피씨삼립,5610,Dec-12,4.3
에스피씨삼립,5610,Dec-13,3.9
에스피씨삼립,5610,Dec-14,6.2
에스피씨삼립,5610,Dec-15,10.47
에스피씨삼립,5610,Dec-16,15.35
에스피씨삼립,5610,Dec-17,11.65
에스피씨삼립,5610,Dec-18,11.98
에스피씨삼립,5610,Dec-19,5.37
에스피지,58610,Dec-11,3.38
에스피지,58610,Dec-12,2.89
에스피지,58610,Dec-13,3.33
에스피지,58610,Dec-14,5.08
에스피지,58610,Dec-15,5.42
에스피지,58610,Dec-16,4.49
에스피지,58610,Dec-17,2.53
에스피지,58610,Dec-18,4.57
에스피지,58610,Dec-19,3.39
에쎈테크,43340,Dec-11,-1.77
에쎈테크,43340,Dec-12,0.34
에쎈테크,43340,Dec-13,1.57
에쎈테크,43340,Dec-14,1.95
에쎈테크,43340,Dec-15,1.6
에쎈테크,43340,Dec-16,2.41
에쎈테크,43340,Dec-17,0.72
에쎈테크,43340,Dec-18,4.22
에쎈테크,43340,Dec-19,0.88
에이디칩스,54630,Dec-11,40
에이디칩스,54630,Dec-12,-9.42
에이디칩스,54630,Dec-13,-10.77
에이디칩스,54630,Dec-14,-13.91
에이디칩스,54630,Dec-15,-8.72
에이디칩스,54630,Dec-16,6.28
에이디칩스,54630,Dec-17,5.9
에이디칩스,54630,Dec-18,-8.86
에이디칩스,54630,Dec-19,-4.34
에이디테크놀로지,200710,Dec-14,74.7
에이디테크놀로지,200710,Dec-15,30.07
에이디테크놀로지,200710,Dec-16,-32.67
에이디테크놀로지,200710,Dec-17,-1.02
에이디테크놀로지,200710,Dec-18,73.99
에이디테크놀로지,200710,Dec-19,16.3
에이루트,96690,Dec-11,73.37
에이루트,96690,Dec-12,25.81
에이루트,96690,Dec-13,61.97
에이루트,96690,Dec-14,49.26
에이루트,96690,Dec-15,196.34
에이루트,96690,Dec-16,-132.44
에이루트,96690,Dec-17,-2.33
에이루트,96690,Dec-18,-53.66
에이루트,96690,Dec-19,-0.38
에이블씨엔씨,78520,Dec-11,5916.34
에이블씨엔씨,78520,Dec-12,59469.94
에이블씨엔씨,78520,Dec-13,831.78
에이블씨엔씨,78520,Dec-14,41.34
에이블씨엔씨,78520,Dec-15,59469.94
에이블씨엔씨,78520,Dec-16,59469.94
에이블씨엔씨,78520,Dec-17,59469.94
에이블씨엔씨,78520,Dec-18,1.03
에이블씨엔씨,78520,Dec-19,1.03
에이비프로바이오,195990,Dec-15,19.81
에이비프로바이오,195990,Dec-16,1.06
에이비프로바이오,195990,Dec-17,-3.94
에이비프로바이오,195990,Dec-18,-1.31
에이비프로바이오,195990,Dec-19,-7.09
에이스침대,3800,Dec-11,124.1
에이스침대,3800,Dec-12,124.1
에이스침대,3800,Dec-13,124.1
에이스침대,3800,Dec-14,124.1
에이스침대,3800,Dec-15,124.1
에이스침대,3800,Dec-16,124.1
에이스침대,3800,Dec-17,124.1
에이스침대,3800,Dec-18,124.1
에이스침대,3800,Dec-19,124.1
에이스테크놀로지,88800,Dec-11,4.11
에이스테크놀로지,88800,Dec-12,-1.2
에이스테크놀로지,88800,Dec-13,2.37
에이스테크놀로지,88800,Dec-14,3.09
에이스테크놀로지,88800,Dec-15,1.96
에이스테크놀로지,88800,Dec-16,-1.65
에이스테크놀로지,88800,Dec-17,-1.45
에이스테크놀로지,88800,Dec-18,1.22
에이스테크놀로지,88800,Dec-19,0.24
에이스토리,241840,Dec-19,-37.77
에이엔피,15260,Dec-11,0.92
에이엔피,15260,Dec-12,2.46
에이엔피,15260,Dec-13,2.07
에이엔피,15260,Dec-14,2.14
에이엔피,15260,Dec-15,1.93
에이엔피,15260,Dec-16,0.78
에이엔피,15260,Dec-17,-3.92
에이엔피,15260,Dec-18,-1.92
에이엔피,15260,Dec-19,-2.66
에이치비테크놀러지,78150,Dec-11,2.79
에이치비테크놀러지,78150,Dec-12,3.79
에이치비테크놀러지,78150,Dec-13,13.98
에이치비테크놀러지,78150,Dec-14,2.52
에이치비테크놀러지,78150,Dec-15,16.56
에이치비테크놀러지,78150,Dec-16,111.95
에이치비테크놀러지,78150,Dec-17,164.72
에이치비테크놀러지,78150,Dec-18,16.94
에이치비테크놀러지,78150,Dec-19,7.17
에이치시티,72990,Dec-16,18.21
에이치시티,72990,Dec-17,1.29
에이치시티,72990,Dec-18,10.49
에이치시티,72990,Dec-19,15.16
에이치알에스,36640,Dec-11,109.84
에이치알에스,36640,Dec-12,270.75
에이치알에스,36640,Dec-13,122.97
에이치알에스,36640,Dec-14,323.69
에이치알에스,36640,Dec-15,742.78
에이치알에스,36640,Dec-16,1002.04
에이치알에스,36640,Dec-17,23.12
에이치알에스,36640,Dec-18,6.71
에이치알에스,36640,Dec-19,2.54
에이치앤비디자인,227100,Dec-18,5.71
에이치앤비디자인,227100,Dec-19,-12.16
에이치엘사이언스,239610,Dec-16,621284.64
에이치엘사이언스,239610,Dec-17,621284.64
에이치엘사이언스,239610,Dec-18,621284.64
에이치엘사이언스,239610,Dec-19,6260.62
에이치케이,44780,Dec-11,6.76
에이치케이,44780,Dec-12,12.97
에이치케이,44780,Dec-13,10.9
에이치케이,44780,Dec-14,3.79
에이치케이,44780,Dec-15,0.85
에이치케이,44780,Dec-16,2.75
에이치케이,44780,Dec-17,3.91
에이치케이,44780,Dec-18,1.17
에이치케이,44780,Dec-19,0.98
에이텍,45660,Dec-11,91.73
에이텍,45660,Dec-12,39.43
에이텍,45660,Dec-13,175.37
에이텍,45660,Dec-14,841.01
에이텍,45660,Dec-15,33.24
에이텍,45660,Dec-16,399.12
에이텍,45660,Dec-17,137.73
에이텍,45660,Dec-18,116.1
에이텍,45660,Dec-19,278.34
에이텍티앤,224110,Dec-15,277275.82
에이텍티앤,224110,Dec-16,277275.82
에이텍티앤,224110,Dec-17,74.94
에이텍티앤,224110,Dec-18,22.44
에이텍티앤,224110,Dec-19,25.24
에이트원,230980,Dec-16,-0.14
에이트원,230980,Dec-17,-1.68
에이트원,230980,Dec-18,-0.14
에이트원,230980,Dec-19,-1.38
에이티세미콘,89530,Dec-11,2.69
에이티세미콘,89530,Dec-12,1.26
에이티세미콘,89530,Dec-13,-0.39
에이티세미콘,89530,Dec-14,1.19
에이티세미콘,89530,Dec-15,-0.56
에이티세미콘,89530,Dec-16,-1.9
에이티세미콘,89530,Dec-17,1.85
에이티세미콘,89530,Dec-18,2.69
에이티세미콘,89530,Dec-19,0.62
에이팩트,200470,Dec-14,2.2
에이팩트,200470,Dec-15,-8.22
에이팩트,200470,Dec-16,-10.41
에이팩트,200470,Dec-17,4.17
에이팩트,200470,Dec-18,13.22
에이팩트,200470,Dec-19,3.65
에이프로젠,7460,Dec-11,-1.35
에이프로젠,7460,Dec-12,1.94
에이프로젠,7460,Dec-13,0.51
에이프로젠,7460,Dec-14,1.39
에이프로젠,7460,Dec-15,1.58
에이프로젠,7460,Dec-16,2.69
에이프로젠,7460,Dec-17,1.2
에이프로젠,7460,Dec-18,0.08
에이프로젠,7460,Dec-19,0.28
에이프로젠헬스케어앤게임즈,109960,Dec-11,-21.05
에이프로젠헬스케어앤게임즈,109960,Dec-12,-3.23
에이프로젠헬스케어앤게임즈,109960,Dec-13,-10.42
에이프로젠헬스케어앤게임즈,109960,Dec-14,2.01
에이프로젠헬스케어앤게임즈,109960,Dec-15,-4.01
에이프로젠헬스케어앤게임즈,109960,Dec-16,-6.37
에이프로젠헬스케어앤게임즈,109960,Dec-17,-1.04
에이프로젠헬스케어앤게임즈,109960,Dec-18,-0.12
에이프로젠헬스케어앤게임즈,109960,Dec-19,-3.55
에치에프알,230240,Dec-15,
에치에프알,230240,Dec-16,
에치에프알,230240,Dec-17,
에치에프알,230240,Dec-18,6.74
에치에프알,230240,Dec-19,5.5
에코마케팅,230360,Dec-16,8432098.32
에코마케팅,230360,Dec-17,8432098.32
에코마케팅,230360,Dec-18,8432098.32
에코마케팅,230360,Dec-19,1014.91
에코프로,86520,Dec-11,0.81
에코프로,86520,Dec-12,1.03
에코프로,86520,Dec-13,0.27
에코프로,86520,Dec-14,1.38
에코프로,86520,Dec-15,1.14
에코프로,86520,Dec-16,1.68
에코프로,86520,Dec-17,2.96
에코프로,86520,Dec-18,5.18
에코프로,86520,Dec-19,4.2
에코프로비엠,247540,Dec-16,3.93
에코프로비엠,247540,Dec-17,15.71
에코프로비엠,247540,Dec-19,8.27
에프알텍,73540,Dec-11,-77.83
에프알텍,73540,Dec-12,1895.07
에프알텍,73540,Dec-13,1895.07
에프알텍,73540,Dec-14,84.13
에프알텍,73540,Dec-15,-29.03
