회사명,거래소코드,회계년도,이자보상배율
하이트론씨스템즈,19490,Dec-19,-15.47
하츠,66130,Dec-11,57.03
하츠,66130,Dec-12,-79.33
하츠,66130,Dec-13,-9.26
하츠,66130,Dec-14,932.74
하츠,66130,Dec-15,1154.31
하츠,66130,Dec-16,14686.64
하츠,66130,Dec-17,14686.64
하츠,66130,Dec-18,395.95
하츠,66130,Dec-19,148.76
한국가구,4590,Dec-11,4.97
한국가구,4590,Dec-12,5.67
한국가구,4590,Dec-13,8.27
한국가구,4590,Dec-14,38.53
한국가구,4590,Dec-15,50.43
한국가구,4590,Dec-16,60.92
한국가구,4590,Dec-17,53.43
한국가구,4590,Dec-18,44.98
한국가구,4590,Dec-19,15.46
한국경제티브이,39340,Dec-11,365.55
한국경제티브이,39340,Dec-12,133.42
한국경제티브이,39340,Dec-13,97.16
한국경제티브이,39340,Dec-14,65.84
한국경제티브이,39340,Dec-15,365.55
한국경제티브이,39340,Dec-16,365.55
한국경제티브이,39340,Dec-17,120.45
한국경제티브이,39340,Dec-18,78.98
한국경제티브이,39340,Dec-19,50.99
한국비엔씨,256840,Dec-16,
한국비엔씨,256840,Dec-17,
한국비엔씨,256840,Dec-18,
한국비엔씨,256840,Dec-19,5.59
한국전자홀딩스,6200,Dec-11,-0.35
한국전자홀딩스,6200,Dec-12,-11.91
한국전자홀딩스,6200,Dec-13,-1.78
한국전자홀딩스,6200,Dec-14,-0.24
한국전자홀딩스,6200,Dec-15,-2.26
한국전자홀딩스,6200,Dec-16,-7.73
한국전자홀딩스,6200,Dec-17,1.6
한국전자홀딩스,6200,Dec-18,1.15
한국전자홀딩스,6200,Dec-19,-3.49
한국종합기술,23350,Dec-11,212.72
한국종합기술,23350,Dec-12,112.5
한국종합기술,23350,Dec-13,108.8
한국종합기술,23350,Dec-14,3.41
한국종합기술,23350,Dec-15,2
한국종합기술,23350,Dec-16,2.65
한국종합기술,23350,Dec-17,-4.35
한국종합기술,23350,Dec-18,-3.58
한국종합기술,23350,Dec-19,-1.34
한국카본,17960,Dec-11,8.17
한국카본,17960,Dec-12,4.94
한국카본,17960,Dec-13,30.99
한국카본,17960,Dec-14,83.71
한국카본,17960,Dec-15,86.61
한국카본,17960,Dec-16,81.54
한국카본,17960,Dec-17,17.33
한국카본,17960,Dec-18,23.07
한국카본,17960,Dec-19,62.74
한국코퍼레이션,50540,Dec-11,4.75
한국코퍼레이션,50540,Dec-12,6.08
한국코퍼레이션,50540,Dec-13,2.76
한국코퍼레이션,50540,Dec-14,0.63
한국코퍼레이션,50540,Dec-15,-2
한국코퍼레이션,50540,Dec-16,0.66
한국코퍼레이션,50540,Dec-17,-3.77
한국코퍼레이션,50540,Dec-18,-7.49
한국코퍼레이션,50540,Dec-19,-3.11
한국큐빅,21650,Dec-11,4.59
한국큐빅,21650,Dec-12,4.09
한국큐빅,21650,Dec-13,2.12
한국큐빅,21650,Dec-14,2.72
한국큐빅,21650,Dec-15,4.76
한국큐빅,21650,Dec-16,4.22
한국큐빅,21650,Dec-17,4.08
한국큐빅,21650,Dec-18,2.28
한국큐빅,21650,Dec-19,4.37
한국테크놀로지,53590,Dec-11,-403.01
한국테크놀로지,53590,Dec-12,-47.94
한국테크놀로지,53590,Dec-13,-48.78
한국테크놀로지,53590,Dec-14,4
한국테크놀로지,53590,Dec-15,-13.88
한국테크놀로지,53590,Dec-16,-7.07
한국테크놀로지,53590,Dec-17,-4.04
한국테크놀로지,53590,Dec-18,0.27
한국테크놀로지,53590,Dec-19,-0.6
한국특강,7280,Dec-11,1.29
한국특강,7280,Dec-12,0.54
한국특강,7280,Dec-13,0
한국특강,7280,Dec-14,0.11
한국특강,7280,Dec-15,-1.2
한국특강,7280,Dec-16,-0.76
한국특강,7280,Dec-17,0.87
한국특강,7280,Dec-18,0.46
한국특강,7280,Dec-19,-1.08
한국팩키지,37230,Dec-11,88.05
한국팩키지,37230,Dec-12,0.8
한국팩키지,37230,Dec-13,-117.63
한국팩키지,37230,Dec-14,-30.81
한국팩키지,37230,Dec-15,44.41
한국팩키지,37230,Dec-16,116.09
한국팩키지,37230,Dec-17,16.79
한국팩키지,37230,Dec-18,8.73
한국팩키지,37230,Dec-19,7.27
한국화장품제조,3350,Dec-11,-21.97
한국화장품제조,3350,Dec-12,-3.77
한국화장품제조,3350,Dec-13,-0.4
한국화장품제조,3350,Dec-14,6.92
한국화장품제조,3350,Dec-15,21.07
한국화장품제조,3350,Dec-16,29.57
한국화장품제조,3350,Dec-17,10.86
한국화장품제조,3350,Dec-18,17.34
한국화장품제조,3350,Dec-19,2.09
한글과컴퓨터,30520,Dec-11,26542.57
한글과컴퓨터,30520,Dec-12,329989.37
한글과컴퓨터,30520,Dec-13,329989.37
한글과컴퓨터,30520,Dec-14,329989.37
한글과컴퓨터,30520,Dec-15,329989.37
한글과컴퓨터,30520,Dec-16,8116.64
한글과컴퓨터,30520,Dec-17,15.91
한글과컴퓨터,30520,Dec-18,3.61
한글과컴퓨터,30520,Dec-19,2.61
한네트,52600,Dec-11,4.37
한네트,52600,Dec-12,3.29
한네트,52600,Dec-13,4.32
한네트,52600,Dec-14,4.62
한네트,52600,Dec-15,3.61
한네트,52600,Dec-16,3.88
한네트,52600,Dec-17,2.96
한네트,52600,Dec-18,2.07
한네트,52600,Dec-19,2.19
한농화성,11500,Dec-11,7.08
한농화성,11500,Dec-12,5.66
한농화성,11500,Dec-13,6.7
한농화성,11500,Dec-14,7.47
한농화성,11500,Dec-15,9.54
한농화성,11500,Dec-16,14.2
한농화성,11500,Dec-17,11.03
한농화성,11500,Dec-18,7.14
한농화성,11500,Dec-19,16.59
한독,2390,Dec-11,58.82
한독,2390,Dec-12,19.28
한독,2390,Dec-13,4.11
한독,2390,Dec-14,3.55
한독,2390,Dec-15,2.27
한독,2390,Dec-16,1.17
한독,2390,Dec-17,-0.33
한독,2390,Dec-18,3.76
한독,2390,Dec-19,4.15
한독크린텍,256150,Dec-19,53.8
한라,14790,Dec-11,1.06
한라,14790,Dec-12,-2.12
한라,14790,Dec-13,-2.32
한라,14790,Dec-14,0.38
한라,14790,Dec-15,0.34
한라,14790,Dec-16,1.87
한라,14790,Dec-17,3.93
한라,14790,Dec-18,2.1
한라,14790,Dec-19,2.18
한라홀딩스,60980,Dec-11,18.37
한라홀딩스,60980,Dec-12,8.04
한라홀딩스,60980,Dec-13,6.3
한라홀딩스,60980,Dec-14,2.36
한라홀딩스,60980,Dec-15,5.22
한라홀딩스,60980,Dec-16,4.24
한라홀딩스,60980,Dec-17,2.32
한라홀딩스,60980,Dec-18,2.37
한라홀딩스,60980,Dec-19,2.9
한미글로벌건축사사무소,53690,Dec-11,4.29
한미글로벌건축사사무소,53690,Dec-12,3.25
한미글로벌건축사사무소,53690,Dec-13,4.49
한미글로벌건축사사무소,53690,Dec-14,11.61
한미글로벌건축사사무소,53690,Dec-15,11.49
한미글로벌건축사사무소,53690,Dec-16,50.33
한미글로벌건축사사무소,53690,Dec-17,45.8
한미글로벌건축사사무소,53690,Dec-18,32.25
한미글로벌건축사사무소,53690,Dec-19,62.18
한빛소프트,47080,Dec-11,-9.71
한빛소프트,47080,Dec-12,2.14
한빛소프트,47080,Dec-13,2.62
한빛소프트,47080,Dec-14,8.18
한빛소프트,47080,Dec-15,-0.66
한빛소프트,47080,Dec-16,-5.34
한빛소프트,47080,Dec-17,-8.88
한빛소프트,47080,Dec-18,68.24
한빛소프트,47080,Dec-19,-4.1
한샘,9240,Dec-11,21.42
한샘,9240,Dec-12,35.74
한샘,9240,Dec-13,28.85
한샘,9240,Dec-14,36.65
한샘,9240,Dec-15,68.91
한샘,9240,Dec-16,50.76
한샘,9240,Dec-17,41.16
한샘,9240,Dec-18,12.28
한샘,9240,Dec-19,6.32
한섬,20000,Dec-11,99
한섬,20000,Dec-12,626.54
한섬,20000,Dec-13,13.53
한섬,20000,Dec-14,10.06
한섬,20000,Dec-15,66.18
한섬,20000,Dec-16,105.35
한섬,20000,Dec-17,17.72
한섬,20000,Dec-18,38.98
한섬,20000,Dec-19,49.67
한솔케미칼,14680,Dec-11,5.88
한솔케미칼,14680,Dec-12,5.18
한솔케미칼,14680,Dec-13,4.22
한솔케미칼,14680,Dec-14,3.89
한솔케미칼,14680,Dec-15,6.63
한솔케미칼,14680,Dec-16,8.39
한솔케미칼,14680,Dec-17,8.32
한솔케미칼,14680,Dec-18,11.78
한솔케미칼,14680,Dec-19,11.56
한솔홈데코,25750,Dec-11,1.78
한솔홈데코,25750,Dec-12,0.71
한솔홈데코,25750,Dec-13,1.49
한솔홈데코,25750,Dec-14,1
한솔홈데코,25750,Dec-15,2.3
한솔홈데코,25750,Dec-16,3.63
한솔홈데코,25750,Dec-17,3.16
한솔홈데코,25750,Dec-18,2.78
한솔홈데코,25750,Dec-19,-0.51
한송네오텍,226440,Dec-15,
한송네오텍,226440,Dec-16,
한송네오텍,226440,Dec-17,
한송네오텍,226440,Dec-18,8.78
한송네오텍,226440,Dec-19,1.06
한익스프레스,14130,Dec-11,19.58
한익스프레스,14130,Dec-12,12.64
한익스프레스,14130,Dec-13,11.56
한익스프레스,14130,Dec-14,21.39
한익스프레스,14130,Dec-15,17.31
한익스프레스,14130,Dec-16,10.91
한익스프레스,14130,Dec-17,9.19
한익스프레스,14130,Dec-18,5.53
한익스프레스,14130,Dec-19,5.39
한일진공,123840,Dec-11,-0.93
한일진공,123840,Dec-12,-0.63
한일진공,123840,Dec-13,23.75
한일진공,123840,Dec-14,-13.32
한일진공,123840,Dec-15,80.13
한일진공,123840,Dec-16,-1.35
한일진공,123840,Dec-17,-1.8
한일진공,123840,Dec-18,0.34
한일진공,123840,Dec-19,-9.81
한진,2320,Dec-11,1
한진,2320,Dec-12,1.04
한진,2320,Dec-13,1.16
한진,2320,Dec-14,1.55
한진,2320,Dec-15,1.13
한진,2320,Dec-16,-0.23
한진,2320,Dec-17,0.35
한진,2320,Dec-18,0.77
한진,2320,Dec-19,0.82
한진중공업홀딩스,3480,Dec-11,11.47
한진중공업홀딩스,3480,Dec-12,-0.24
한진중공업홀딩스,3480,Dec-13,-3.5
한진중공업홀딩스,3480,Dec-14,-1.8
한진중공업홀딩스,3480,Dec-15,-1.24
한진중공업홀딩스,3480,Dec-16,-21.85
한진중공업홀딩스,3480,Dec-17,-1.21
한진중공업홀딩스,3480,Dec-18,0.51
한진중공업홀딩스,3480,Dec-19,0.75
한진칼,180640,Dec-13,3.91
한진칼,180640,Dec-14,4.03
한진칼,180640,Dec-15,3.36
한진칼,180640,Dec-16,3.95
한진칼,180640,Dec-17,3.98
한진칼,180640,Dec-18,4.45
한진칼,180640,Dec-19,-0.09
한창,5110,Dec-11,-2.77
한창,5110,Dec-12,8.19
한창,5110,Dec-13,7.94
한창,5110,Dec-14,6.61
한창,5110,Dec-15,-8.53
한창,5110,Dec-16,5.84
한창,5110,Dec-17,8.79
한창,5110,Dec-18,4.74
한창,5110,Dec-19,4.12
한창바이오텍,43090,Dec-11,-0.32
한창바이오텍,43090,Dec-12,1.61
한창바이오텍,43090,Dec-13,1.6
한창바이오텍,43090,Dec-14,-3.28
한창바이오텍,43090,Dec-15,0.1
한창바이오텍,43090,Dec-16,-3.32
한창바이오텍,43090,Dec-17,1.08
한창바이오텍,43090,Dec-18,-5.62
한창바이오텍,43090,Dec-19,-5.47
한창제지,9460,Dec-11,1.02
한창제지,9460,Dec-12,0.82
한창제지,9460,Dec-13,1.87
한창제지,9460,Dec-14,2.38
한창제지,9460,Dec-15,2.81
한창제지,9460,Dec-16,5.73
한창제지,9460,Dec-17,8.66
한창제지,9460,Dec-18,6.56
한창제지,9460,Dec-19,7.22
한컴위드,54920,Dec-11,7.9
한컴위드,54920,Dec-12,47.5
한컴위드,54920,Dec-13,0.61
한컴위드,54920,Dec-14,0.03
한컴위드,54920,Dec-15,-0.61
한컴위드,54920,Dec-16,0.41
한컴위드,54920,Dec-17,0.09
한컴위드,54920,Dec-18,0.28
한컴위드,54920,Dec-19,-0.51
한탑,2680,Dec-11,0
한탑,2680,Dec-12,2.35
한탑,2680,Dec-13,-0.05
한탑,2680,Dec-14,-1.01
한탑,2680,Dec-15,0.62
한탑,2680,Dec-16,0.98
한탑,2680,Dec-17,0.03
한탑,2680,Dec-18,0.01
한탑,2680,Dec-19,-1.51
한화,880,Dec-11,1.08
한화,880,Dec-12,1.35
한화,880,Dec-13,1.85
한화,880,Dec-14,1.1
한화,880,Dec-15,1.84
한화,880,Dec-16,3.65
한화,880,Dec-17,5.22
한화,880,Dec-18,4.31
한화,880,Dec-19,2.27
핸디소프트,220180,Dec-16,54.05
핸디소프트,220180,Dec-17,-3.33
핸디소프트,220180,Dec-18,-5.78
핸디소프트,220180,Dec-19,-4.6
헥토이노베이션,214180,Dec-15,286.51
헥토이노베이션,214180,Dec-16,662.23
헥토이노베이션,214180,Dec-17,3833.74
헥토이노베이션,214180,Dec-18,524.85
헥토이노베이션,214180,Dec-19,274.55
헥토파이낸셜,234340,Dec-19,1787.9
헬릭스미스,84990,Dec-11,-3.14
헬릭스미스,84990,Dec-12,-11.97
헬릭스미스,84990,Dec-13,3411.4
헬릭스미스,84990,Dec-14,3411.4
헬릭스미스,84990,Dec-15,3411.4
헬릭스미스,84990,Dec-16,3411.4
헬릭스미스,84990,Dec-17,-89.69
헬릭스미스,84990,Dec-18,-21.08
헬릭스미스,84990,Dec-19,-7.05
현대공업,170030,Dec-13,263.97
현대공업,170030,Dec-14,263.97
현대공업,170030,Dec-15,263.97
현대공업,170030,Dec-16,263.97
현대공업,170030,Dec-17,263.97
현대공업,170030,Dec-18,43.1
현대공업,170030,Dec-19,43.1
현대그린푸드,5440,Dec-11,69.5
현대그린푸드,5440,Dec-12,86.61
현대그린푸드,5440,Dec-13,91.89
현대그린푸드,5440,Dec-14,72.6
현대그린푸드,5440,Dec-15,71.76
현대그린푸드,5440,Dec-16,45.56
현대그린푸드,5440,Dec-17,72.82
현대그린푸드,5440,Dec-18,68.16
현대그린푸드,5440,Dec-19,28.83
현대리바트,79430,Dec-11,5.32
현대리바트,79430,Dec-12,1.9
현대리바트,79430,Dec-13,11.78
현대리바트,79430,Dec-14,122.94
현대리바트,79430,Dec-15,151.49
현대리바트,79430,Dec-16,151.58
현대리바트,79430,Dec-17,214.7
현대리바트,79430,Dec-18,223.95
현대리바트,79430,Dec-19,25.87
현대미포조선,10620,Dec-11,689.51
현대미포조선,10620,Dec-12,34.89
현대미포조선,10620,Dec-13,-76.29
현대미포조선,10620,Dec-14,-71.73
현대미포조선,10620,Dec-15,2.52
현대미포조선,10620,Dec-16,6.27
현대미포조선,10620,Dec-17,3.82
현대미포조선,10620,Dec-18,4.22
현대미포조선,10620,Dec-19,9.63
현대바이오랜드,52260,Dec-11,62.37
현대바이오랜드,52260,Dec-12,15.02
현대바이오랜드,52260,Dec-13,11.35
현대바이오랜드,52260,Dec-14,19.92
현대바이오랜드,52260,Dec-15,31.65
현대바이오랜드,52260,Dec-16,39.12
현대바이오랜드,52260,Dec-17,30.64
현대바이오랜드,52260,Dec-18,29.82
현대바이오랜드,52260,Dec-19,19.1
현대백화점,69960,Dec-11,31.3
현대백화점,69960,Dec-12,31.91
현대백화점,69960,Dec-13,43.29
현대백화점,69960,Dec-14,65.89
현대백화점,69960,Dec-15,40.42
현대백화점,69960,Dec-16,23.62
현대백화점,69960,Dec-17,32.01
현대백화점,69960,Dec-18,23.33
현대백화점,69960,Dec-19,16.31
현대에버다임,41440,Dec-11,5.08
현대에버다임,41440,Dec-12,5.4
현대에버다임,41440,Dec-13,8.24
현대에버다임,41440,Dec-14,7.83
현대에버다임,41440,Dec-15,6.38
현대에버다임,41440,Dec-16,16.58
현대에버다임,41440,Dec-17,25.08
현대에버다임,41440,Dec-18,13.44
현대에버다임,41440,Dec-19,3.08
현대이지웰,90850,Dec-13,254.07
현대이지웰,90850,Dec-14,254.07
현대이지웰,90850,Dec-15,254.07
현대이지웰,90850,Dec-16,112.27
현대이지웰,90850,Dec-17,15.31
현대이지웰,90850,Dec-18,10.95
현대이지웰,90850,Dec-19,23.95
현대퓨처넷,126560,Dec-11,8.84
현대퓨처넷,126560,Dec-12,21.03
현대퓨처넷,126560,Dec-13,35.3
현대퓨처넷,126560,Dec-14,83.77
현대퓨처넷,126560,Dec-15,232.64
현대퓨처넷,126560,Dec-16,86999.81
현대퓨처넷,126560,Dec-17,846.34
현대퓨처넷,126560,Dec-18,11772.64
현대퓨처넷,126560,Dec-19,175.06
현대홈쇼핑,57050,Dec-11,419.53
현대홈쇼핑,57050,Dec-12,34.05
현대홈쇼핑,57050,Dec-13,1581.11
현대홈쇼핑,57050,Dec-14,180.66
현대홈쇼핑,57050,Dec-15,65.23
현대홈쇼핑,57050,Dec-16,134.09
현대홈쇼핑,57050,Dec-17,497.82
현대홈쇼핑,57050,Dec-18,631.46
현대홈쇼핑,57050,Dec-19,11.43
협진,138360,Dec-13,295.1
협진,138360,Dec-14,1015.85
협진,138360,Dec-15,574.86
협진,138360,Dec-16,-215.38
협진,138360,Dec-17,5.23
협진,138360,Dec-18,-6.52
협진,138360,Dec-19,0.3
형지아이앤씨,11080,Dec-11,-10.34
형지아이앤씨,11080,Dec-12,-17.89
형지아이앤씨,11080,Dec-13,2.57
형지아이앤씨,11080,Dec-14,2.33
형지아이앤씨,11080,Dec-15,0.96
형지아이앤씨,11080,Dec-16,-0.51
형지아이앤씨,11080,Dec-17,-5.44
형지아이앤씨,11080,Dec-18,-0.51
형지아이앤씨,11080,Dec-19,0.19
형지엘리트,93240,Jun-11,6.49
형지엘리트,93240,Jun-12,6.37
형지엘리트,93240,Jun-13,13.61
형지엘리트,93240,Jun-14,9.54
형지엘리트,93240,Jun-15,1.22
형지엘리트,93240,Jun-16,-1.42
형지엘리트,93240,Jun-17,-0.57
형지엘리트,93240,Jun-18,-0.52
형지엘리트,93240,Jun-19,-1.12
혜인,3010,Dec-11,1.78
혜인,3010,Dec-12,-0.67
혜인,3010,Dec-13,0.17
혜인,3010,Dec-14,1.64
혜인,3010,Dec-15,0.59
혜인,3010,Dec-16,1.31
혜인,3010,Dec-17,0.55
혜인,3010,Dec-18,1.41
혜인,3010,Dec-19,2.53
호텔신라,8770,Dec-11,3.77
호텔신라,8770,Dec-12,5.09
호텔신라,8770,Dec-13,3.23
호텔신라,8770,Dec-14,5.32
호텔신라,8770,Dec-15,2.54
호텔신라,8770,Dec-16,2.43
호텔신라,8770,Dec-17,3.25
호텔신라,8770,Dec-18,11.25
호텔신라,8770,Dec-19,7.47
홈센타홀딩스,60560,Dec-11,5.93
홈센타홀딩스,60560,Dec-12,0.2
홈센타홀딩스,60560,Dec-13,2.81
홈센타홀딩스,60560,Dec-14,-1.14
홈센타홀딩스,60560,Dec-15,7.56
홈센타홀딩스,60560,Dec-16,0.07
홈센타홀딩스,60560,Dec-17,0.39
홈센타홀딩스,60560,Dec-18,-1.14
홈센타홀딩스,60560,Dec-19,0.61
홈캐스트,64240,Dec-11,11
홈캐스트,64240,Dec-12,-2.02
홈캐스트,64240,Dec-13,-17.31
홈캐스트,64240,Dec-14,3.09
홈캐스트,64240,Dec-15,13.19
홈캐스트,64240,Dec-16,46.61
홈캐스트,64240,Dec-17,-6.2
홈캐스트,64240,Dec-18,-9.39
홈캐스트,64240,Dec-19,-25.76
화승엔터프라이즈,241590,Dec-16,10.95
화승엔터프라이즈,241590,Dec-17,10.74
화승엔터프라이즈,241590,Dec-18,3.51
화승엔터프라이즈,241590,Dec-19,5.61
화승인더스트리,6060,Dec-11,1.48
화승인더스트리,6060,Dec-12,1.06
화승인더스트리,6060,Dec-13,0.86
화승인더스트리,6060,Dec-14,1.44
화승인더스트리,6060,Dec-15,4.18
화승인더스트리,6060,Dec-16,7.71
화승인더스트리,6060,Dec-17,8
화승인더스트리,6060,Dec-18,3.33
화승인더스트리,6060,Dec-19,5.54
화승코퍼레이션,13520,Dec-11,1.83
화승코퍼레이션,13520,Dec-12,1.83
화승코퍼레이션,13520,Dec-13,2.29
화승코퍼레이션,13520,Dec-14,2.8
화승코퍼레이션,13520,Dec-15,4.12
화승코퍼레이션,13520,Dec-16,4.24
화승코퍼레이션,13520,Dec-17,1.43
화승코퍼레이션,13520,Dec-18,1.72
화승코퍼레이션,13520,Dec-19,2
화신,10690,Dec-11,18.36
화신,10690,Dec-12,21.83
화신,10690,Dec-13,10.21
화신,10690,Dec-14,4.47
화신,10690,Dec-15,1.76
화신,10690,Dec-16,4.49
화신,10690,Dec-17,-2
화신,10690,Dec-18,-1.28
화신,10690,Dec-19,0.12
화신정공,126640,Dec-11,8.62
화신정공,126640,Dec-12,26.47
화신정공,126640,Dec-13,24.33
화신정공,126640,Dec-14,42.23
화신정공,126640,Dec-15,101.16
화신정공,126640,Dec-16,33256.53
화신정공,126640,Dec-17,33256.53
화신정공,126640,Dec-18,67.21
화신정공,126640,Dec-19,15.27
화인베스틸,133820,Dec-14,4.82
화인베스틸,133820,Dec-15,1.33
화인베스틸,133820,Dec-16,1.13
화인베스틸,133820,Dec-17,1.19
화인베스틸,133820,Dec-18,1.44
화인베스틸,133820,Dec-19,-0.57
황금에스티,32560,Dec-11,12.24
황금에스티,32560,Dec-12,3.41
황금에스티,32560,Dec-13,8.54
황금에스티,32560,Dec-14,19.49
황금에스티,32560,Dec-15,13.98
황금에스티,32560,Dec-16,13.17
황금에스티,32560,Dec-17,13.81
황금에스티,32560,Dec-18,11.26
황금에스티,32560,Dec-19,6.67
효성,4800,Dec-11,1.31
효성,4800,Dec-12,0.77
효성,4800,Dec-13,2.2
효성,4800,Dec-14,2.9
효성,4800,Dec-15,5.3
효성,4800,Dec-16,5.97
효성,4800,Dec-17,4.4
효성,4800,Dec-18,4.91
효성,4800,Dec-19,6.61
후성,93370,Dec-11,4.86
후성,93370,Dec-12,-0.97
후성,93370,Dec-13,-3.28
후성,93370,Dec-14,-1.91
후성,93370,Dec-15,3.76
후성,93370,Dec-16,9.81
후성,93370,Dec-17,13.84
후성,93370,Dec-18,19.59
후성,93370,Dec-19,3.34
휠라홀딩스,81660,Dec-11,8.34
휠라홀딩스,81660,Dec-12,5.7
휠라홀딩스,81660,Dec-13,7.44
휠라홀딩스,81660,Dec-14,7.28
휠라홀딩스,81660,Dec-15,7.59
휠라홀딩스,81660,Dec-16,0.63
휠라홀딩스,81660,Dec-17,4.11
휠라홀딩스,81660,Dec-18,6.58
휠라홀딩스,81660,Dec-19,8.38
휴네시온,290270,Dec-18,651.36
휴네시온,290270,Dec-19,110.08
휴니드테크놀러지스,5870,Dec-11,0.16
휴니드테크놀러지스,5870,Dec-12,-1.46
휴니드테크놀러지스,5870,Dec-13,0.09
휴니드테크놀러지스,5870,Dec-14,0.17
휴니드테크놀러지스,5870,Dec-15,1.16
휴니드테크놀러지스,5870,Dec-16,18.25
휴니드테크놀러지스,5870,Dec-17,12.27
휴니드테크놀러지스,5870,Dec-18,94.91
휴니드테크놀러지스,5870,Dec-19,40.98
휴맥스,115160,Dec-11,0.51
휴맥스,115160,Dec-12,4.58
휴맥스,115160,Dec-13,5.47
휴맥스,115160,Dec-14,5.53
휴맥스,115160,Dec-15,9.7
휴맥스,115160,Dec-16,4.28
휴맥스,115160,Dec-17,0.62
휴맥스,115160,Dec-18,-2.01
휴맥스,115160,Dec-19,1.11
휴맥스홀딩스,28080,Dec-11,35.41
휴맥스홀딩스,28080,Dec-12,9.86
휴맥스홀딩스,28080,Dec-13,14.81
휴맥스홀딩스,28080,Dec-14,8.69
휴맥스홀딩스,28080,Dec-15,13.84
휴맥스홀딩스,28080,Dec-16,4.38
휴맥스홀딩스,28080,Dec-17,-12.04
휴맥스홀딩스,28080,Dec-18,-15.71
휴맥스홀딩스,28080,Dec-19,1.78
휴먼엔,32860,Dec-11,1.96
휴먼엔,32860,Dec-12,-0.5
휴먼엔,32860,Dec-13,-4.26
휴먼엔,32860,Dec-14,-2.47
휴먼엔,32860,Dec-15,0.11
휴먼엔,32860,Dec-16,-1.81
휴먼엔,32860,Dec-17,1.04
휴먼엔,32860,Dec-18,-8.86
휴먼엔,32860,Dec-19,-1.51
휴메딕스,200670,Dec-14,29.8
휴메딕스,200670,Dec-15,601.14
휴메딕스,200670,Dec-16,25373.53
휴메딕스,200670,Dec-17,84.41
휴메딕스,200670,Dec-18,78.57
휴메딕스,200670,Dec-19,298.96
휴비스,79980,Dec-12,10.41
휴비스,79980,Dec-13,10.67
휴비스,79980,Dec-14,10.06
휴비스,79980,Dec-15,4.8
휴비스,79980,Dec-16,2.32
휴비스,79980,Dec-17,4.11
휴비스,79980,Dec-18,4.53
휴비스,79980,Dec-19,0.52
휴비츠,65510,Dec-11,17.83
휴비츠,65510,Dec-12,30.33
휴비츠,65510,Dec-13,9.35
휴비츠,65510,Dec-14,3.1
휴비츠,65510,Dec-15,18.15
휴비츠,65510,Dec-16,235.71
휴비츠,65510,Dec-17,11.67
휴비츠,65510,Dec-18,7.56
휴비츠,65510,Dec-19,10.84
휴센텍,215090,Dec-15,
휴센텍,215090,Dec-16,
휴센텍,215090,Dec-17,
휴센텍,215090,Dec-18,0.91
휴센텍,215090,Dec-19,-9.72
휴스틸,5010,Dec-11,11.41
휴스틸,5010,Dec-12,20.85
휴스틸,5010,Dec-13,5.51
휴스틸,5010,Dec-14,5.43
휴스틸,5010,Dec-15,3.4
휴스틸,5010,Dec-16,0.68
휴스틸,5010,Dec-17,4.04
휴스틸,5010,Dec-18,2.99
휴스틸,5010,Dec-19,-3.1
휴엠앤씨,263920,Dec-17,15.06
휴엠앤씨,263920,Dec-18,-0.53
휴엠앤씨,263920,Dec-19,0.39
휴온스,243070,Dec-16,36.48
휴온스,243070,Dec-17,32.61
휴온스,243070,Dec-18,47.22
휴온스,243070,Dec-19,42.93
휴온스글로벌,84110,Dec-11,3.15
휴온스글로벌,84110,Dec-12,4.44
휴온스글로벌,84110,Dec-13,10.37
휴온스글로벌,84110,Dec-14,18.74
휴온스글로벌,84110,Dec-15,55.67
휴온스글로벌,84110,Dec-16,44.63
휴온스글로벌,84110,Dec-17,39.89
휴온스글로벌,84110,Dec-18,43.59
휴온스글로벌,84110,Dec-19,48.59
흥국,10240,Dec-11,7.9
흥국,10240,Dec-12,2.82
흥국,10240,Dec-13,3.66
흥국,10240,Dec-14,3.08
흥국,10240,Dec-15,3.88
흥국,10240,Dec-16,12.34
흥국,10240,Dec-17,39.93
흥국,10240,Dec-18,51.28
흥국,10240,Dec-19,33.57
흥국에프엔비,189980,Dec-15,26.37
흥국에프엔비,189980,Dec-16,19.35
흥국에프엔비,189980,Dec-17,15.82
흥국에프엔비,189980,Dec-18,39.56
흥국에프엔비,189980,Dec-19,117.53
희림종합건축사사무소,37440,Dec-11,-0.8
희림종합건축사사무소,37440,Dec-12,2.11
희림종합건축사사무소,37440,Dec-13,2.36
희림종합건축사사무소,37440,Dec-14,-3.42
희림종합건축사사무소,37440,Dec-15,2.47
희림종합건축사사무소,37440,Dec-16,2
희림종합건축사사무소,37440,Dec-17,3.82
희림종합건축사사무소,37440,Dec-18,3.28
희림종합건축사사무소,37440,Dec-19,2.88
힘스,238490,Dec-17,39.32
힘스,238490,Dec-18,-3.65
힘스,238490,Dec-19,68.43
AJ네트웍스,95570,Dec-15,1.84
AJ네트웍스,95570,Dec-16,1.43
AJ네트웍스,95570,Dec-17,1.57
AJ네트웍스,95570,Dec-18,-0.58
AJ네트웍스,95570,Dec-19,0.38
CS홀딩스,590,Dec-11,101.17
CS홀딩스,590,Dec-12,149.55
CS홀딩스,590,Dec-13,501.89
CS홀딩스,590,Dec-14,476.48
CS홀딩스,590,Dec-15,314.76
CS홀딩스,590,Dec-16,241.44
CS홀딩스,590,Dec-17,127.52
CS홀딩스,590,Dec-18,54.91
