회사명,거래소코드,회계년도,상장일,설립일
(주)에프에스티,036810,2014/12,2000/01/18,1987/09/29
(주)에프에스티,036810,2015/12,2000/01/18,1987/09/29
(주)에프에스티,036810,2016/12,2000/01/18,1987/09/29
(주)에프에스티,036810,2017/12,2000/01/18,1987/09/29
(주)에프에스티,036810,2018/12,2000/01/18,1987/09/29
(주)에프에스티,036810,2019/12,2000/01/18,1987/09/29
(주)에프엔씨엔터테인먼트,173940,2014/12,2014/12/04,2006/12/14
(주)에프엔씨엔터테인먼트,173940,2015/12,2014/12/04,2006/12/14
(주)에프엔씨엔터테인먼트,173940,2016/12,2014/12/04,2006/12/14
(주)에프엔씨엔터테인먼트,173940,2017/12,2014/12/04,2006/12/14
(주)에프엔씨엔터테인먼트,173940,2018/12,2014/12/04,2006/12/14
(주)에프엔씨엔터테인먼트,173940,2019/12,2014/12/04,2006/12/14
(주)엑사이엔씨,054940,2011/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2012/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2013/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2014/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2015/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2016/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2017/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2018/12,2001/12/13,1991/05/03
(주)엑사이엔씨,054940,2019/12,2001/12/13,1991/05/03
(주)엑세스바이오인코퍼레이션,950130,2013/12,2013/05/30,2002/09/27
(주)엑세스바이오인코퍼레이션,950130,2014/12,2013/05/30,2002/09/27
(주)엑세스바이오인코퍼레이션,950130,2015/12,2013/05/30,2002/09/27
(주)엑세스바이오인코퍼레이션,950130,2016/12,2013/05/30,2002/09/27
(주)엑세스바이오인코퍼레이션,950130,2017/12,2013/05/30,2002/09/27
(주)엑세스바이오인코퍼레이션,950130,2018/12,2013/05/30,2002/09/27
(주)엑세스바이오인코퍼레이션,950130,2019/12,2013/05/30,2002/09/27
(주)엑셈,205100,2014/12,2014/11/07,2014/08/21
(주)엑셈,205100,2015/12,2014/11/07,2014/08/21
(주)엑셈,205100,2016/12,2014/11/07,2014/08/21
(주)엑셈,205100,2017/12,2014/11/07,2014/08/21
(주)엑셈,205100,2018/12,2014/11/07,2014/08/21
(주)엑셈,205100,2019/12,2014/11/07,2014/08/21
(주)엑시콘,092870,2015/12,2015/10/22,2001/03/08
(주)엑시콘,092870,2016/12,2015/10/22,2001/03/08
(주)엑시콘,092870,2017/12,2015/10/22,2001/03/08
(주)엑시콘,092870,2018/12,2015/10/22,2001/03/08
(주)엑시콘,092870,2019/12,2015/10/22,2001/03/08
(주)엔바이오니아,317870,2019/12,2019/10/24,2001/01/16
(주)엔씨소프트,036570,2011/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2012/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2013/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2014/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2015/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2016/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2017/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2018/12,2003/05/22,1997/03/11
(주)엔씨소프트,036570,2019/12,2003/05/22,1997/03/11
(주)엔아이스틸,008260,2011/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2012/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2013/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2014/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2015/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2016/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2017/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2018/12,1975/06/16,1972/12/14
(주)엔아이스틸,008260,2019/12,1975/06/16,1972/12/14
(주)엔에스,217820,2015/12,2015/12/07,1999/11/10
(주)엔에스,217820,2016/12,2015/12/07,1999/11/10
(주)엔에스,217820,2017/12,2015/12/07,1999/11/10
(주)엔에스,217820,2018/12,2015/12/07,1999/11/10
(주)엔에스,217820,2019/12,2015/12/07,1999/11/10
(주)엔에스엔,031860,2011/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2012/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2013/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2014/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2015/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2016/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2017/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2018/12,1997/01/07,1979/09/12
(주)엔에스엔,031860,2019/12,1997/01/07,1979/09/12
(주)엔에이치엔벅스,104200,2011/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2012/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2013/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2014/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2015/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2016/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2017/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2018/12,2009/10/06,2002/06/03
(주)엔에이치엔벅스,104200,2019/12,2009/10/06,2002/06/03
(주)엔이능률,053290,2011/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2012/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2013/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2014/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2015/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2016/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2017/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2018/12,2002/12/10,1994/06/28
(주)엔이능률,053290,2019/12,2002/12/10,1994/06/28
(주)엔지스테크널러지,208860,2016/12,2016/07/28,1998/09/01
(주)엔지스테크널러지,208860,2017/12,2016/07/28,1998/09/01
(주)엔지스테크널러지,208860,2018/12,2016/07/28,1998/09/01
(주)엔지스테크널러지,208860,2019/12,2016/07/28,1998/09/01
(주)엔지켐생명과학,183490,2018/12,2018/02/21,1999/07/20
(주)엔지켐생명과학,183490,2019/12,2018/02/21,1999/07/20
(주)엔케이,085310,2011/12,2008/01/24,1984/09/07
(주)엔케이,085310,2012/12,2008/01/24,1984/09/07
(주)엔케이,085310,2013/12,2008/01/24,1984/09/07
(주)엔케이,085310,2014/12,2008/01/24,1984/09/07
(주)엔케이,085310,2015/12,2008/01/24,1984/09/07
(주)엔케이,085310,2016/12,2008/01/24,1984/09/07
(주)엔케이,085310,2017/12,2008/01/24,1984/09/07
(주)엔케이,085310,2018/12,2008/01/24,1984/09/07
(주)엔케이,085310,2019/12,2008/01/24,1984/09/07
(주)엔케이맥스,182400,2015/12,2015/10/23,2002/01/14
(주)엔케이맥스,182400,2016/12,2015/10/23,2002/01/14
(주)엔케이맥스,182400,2017/12,2015/10/23,2002/01/14
(주)엔케이맥스,182400,2018/12,2015/10/23,2002/01/14
(주)엔케이맥스,182400,2019/12,2015/10/23,2002/01/14
(주)엔텔스,069410,2011/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2012/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2013/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2014/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2015/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2016/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2017/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2018/12,2007/06/20,2000/07/19
(주)엔텔스,069410,2019/12,2007/06/20,2000/07/19
(주)엔투텍,227950,2015/12,2015/11/18,2015/09/04
(주)엔투텍,227950,2016/12,2015/11/18,2015/09/04
(주)엔투텍,227950,2017/12,2015/11/18,2015/09/04
(주)엔투텍,227950,2018/12,2015/11/18,2015/09/04
(주)엔피,291230,2018/12,2018/09/13,2018/02/06
(주)엔피,291230,2019/12,2018/09/13,2018/02/06
(주)엔피케이,048830,2011/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2012/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2013/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2014/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2015/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2016/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2017/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2018/12,2000/10/12,1987/03/04
(주)엔피케이,048830,2019/12,2000/10/12,1987/03/04
(주)엘디티,096870,2011/12,2008/05/02,1997/11/13
(주)엘디티,096870,2012/12,2008/05/02,1997/11/13
(주)엘디티,096870,2013/12,2008/05/02,1997/11/13
(주)엘디티,096870,2014/12,2008/05/02,1997/11/13
(주)엘디티,096870,2015/12,2008/05/02,1997/11/13
(주)엘디티,096870,2016/12,2008/05/02,1997/11/13
(주)엘디티,096870,2017/12,2008/05/02,1997/11/13
(주)엘디티,096870,2018/12,2008/05/02,1997/11/13
(주)엘디티,096870,2019/12,2008/05/02,1997/11/13
(주)엘아이에스,138690,2011/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2012/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2013/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2014/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2015/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2016/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2017/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2018/12,2011/06/02,2006/12/26
(주)엘아이에스,138690,2019/12,2011/06/02,2006/12/26
(주)엘앤씨바이오,290650,2018/12,2018/11/01,2011/08/01
(주)엘앤씨바이오,290650,2019/12,2018/11/01,2011/08/01
(주)엘앤에프,066970,2011/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2012/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2013/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2014/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2015/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2016/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2017/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2018/12,2003/01/02,2000/07/27
(주)엘앤에프,066970,2019/12,2003/01/02,2000/07/27
(주)엘앤케이바이오메드,156100,2016/12,2016/11/30,2008/12/22
(주)엘앤케이바이오메드,156100,2017/12,2016/11/30,2008/12/22
(주)엘앤케이바이오메드,156100,2018/12,2016/11/30,2008/12/22
(주)엘앤케이바이오메드,156100,2019/12,2016/11/30,2008/12/22
(주)엘에스,006260,2011/12,1977/06/30,1969/10/25
(주)엘에스,006260,2012/12,1977/06/30,1969/10/25
(주)엘에스,006260,2013/12,1977/06/30,1969/10/25
(주)엘에스,006260,2014/12,1977/06/30,1969/10/25
(주)엘에스,006260,2015/12,1977/06/30,1969/10/25
(주)엘에스,006260,2016/12,1977/06/30,1969/10/25
(주)엘에스,006260,2017/12,1977/06/30,1969/10/25
(주)엘에스,006260,2018/12,1977/06/30,1969/10/25
(주)엘에스,006260,2019/12,1977/06/30,1969/10/25
(주)엘에스네트웍스,000680,2011/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2012/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2013/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2014/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2015/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2016/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2017/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2018/12,1973/11/15,1949/12/21
(주)엘에스네트웍스,000680,2019/12,1973/11/15,1949/12/21
(주)엘에프,093050,2011/12,2006/12/01,2006/11/03
(주)엘에프,093050,2012/12,2006/12/01,2006/11/03
(주)엘에프,093050,2013/12,2006/12/01,2006/11/03
(주)엘에프,093050,2014/12,2006/12/01,2006/11/03
(주)엘에프,093050,2015/12,2006/12/01,2006/11/03
(주)엘에프,093050,2016/12,2006/12/01,2006/11/03
(주)엘에프,093050,2017/12,2006/12/01,2006/11/03
(주)엘에프,093050,2018/12,2006/12/01,2006/11/03
(주)엘에프,093050,2019/12,2006/12/01,2006/11/03
(주)엘엑스세미콘,108320,2011/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2012/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2013/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2014/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2015/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2016/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2017/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2018/12,2010/06/08,1999/11/11
(주)엘엑스세미콘,108320,2019/12,2010/06/08,1999/11/11
(주)엘엑스인터내셔널,001120,2011/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2012/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2013/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2014/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2015/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2016/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2017/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2018/12,1976/03/10,1953/11/26
(주)엘엑스인터내셔널,001120,2019/12,1976/03/10,1953/11/26
(주)엘엑스하우시스,108670,2011/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2012/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2013/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2014/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2015/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2016/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2017/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2018/12,2009/04/20,2009/04/02
(주)엘엑스하우시스,108670,2019/12,2009/04/20,2009/04/02
(주)엘엠에스,073110,2011/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2012/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2013/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2014/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2015/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2016/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2017/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2018/12,2007/10/12,1999/02/13
(주)엘엠에스,073110,2019/12,2007/10/12,1999/02/13
(주)엘오티베큠,083310,2011/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2012/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2013/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2014/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2015/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2016/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2017/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2018/12,2005/10/05,2002/03/23
(주)엘오티베큠,083310,2019/12,2005/10/05,2002/03/23
(주)엘지,003550,2011/12,1970/02/13,1947/01/05
(주)엘지,003550,2012/12,1970/02/13,1947/01/05
(주)엘지,003550,2013/12,1970/02/13,1947/01/05
(주)엘지,003550,2014/12,1970/02/13,1947/01/05
(주)엘지,003550,2015/12,1970/02/13,1947/01/05
(주)엘지,003550,2016/12,1970/02/13,1947/01/05
(주)엘지,003550,2017/12,1970/02/13,1947/01/05
(주)엘지,003550,2018/12,1970/02/13,1947/01/05
(주)엘지,003550,2019/12,1970/02/13,1947/01/05
(주)엘지생활건강,051900,2011/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2012/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2013/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2014/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2015/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2016/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2017/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2018/12,2001/04/25,2001/04/03
(주)엘지생활건강,051900,2019/12,2001/04/25,2001/04/03
(주)엘지유플러스,032640,2011/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2012/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2013/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2014/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2015/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2016/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2017/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2018/12,2008/04/21,1997/07/11
(주)엘지유플러스,032640,2019/12,2008/04/21,1997/07/11
(주)엘지헬로비전,037560,2012/12,2012/11/09,1995/03/31
(주)엘지헬로비전,037560,2013/12,2012/11/09,1995/03/31
(주)엘지헬로비전,037560,2014/12,2012/11/09,1995/03/31
(주)엘지헬로비전,037560,2015/12,2012/11/09,1995/03/31
(주)엘지헬로비전,037560,2016/12,2012/11/09,1995/03/31
(주)엘지헬로비전,037560,2017/12,2012/11/09,1995/03/31
(주)엘지헬로비전,037560,2018/12,2012/11/09,1995/03/31
(주)엘지헬로비전,037560,2019/12,2012/11/09,1995/03/31
(주)엘지화학,051910,2011/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2012/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2013/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2014/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2015/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2016/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2017/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2018/12,2001/04/25,2001/04/01
(주)엘지화학,051910,2019/12,2001/04/25,2001/04/01
(주)엠게임,058630,2011/12,2008/12/19,1999/12/28
(주)엠게임,058630,2012/12,2008/12/19,1999/12/28
(주)엠게임,058630,2013/12,2008/12/19,1999/12/28
(주)엠게임,058630,2014/12,2008/12/19,1999/12/28
(주)엠게임,058630,2015/12,2008/12/19,1999/12/28
(주)엠게임,058630,2016/12,2008/12/19,1999/12/28
(주)엠게임,058630,2017/12,2008/12/19,1999/12/28
(주)엠게임,058630,2018/12,2008/12/19,1999/12/28
(주)엠게임,058630,2019/12,2008/12/19,1999/12/28
(주)엠디에스테크,086960,2011/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2012/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2013/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2014/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2015/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2016/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2017/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2018/12,2006/09/26,1998/12/29
(주)엠디에스테크,086960,2019/12,2006/09/26,1998/12/29
(주)엠씨넥스,097520,2012/12,2021/07/06,2004/12/22
(주)엠씨넥스,097520,2013/12,2021/07/06,2004/12/22
(주)엠씨넥스,097520,2014/12,2021/07/06,2004/12/22
(주)엠씨넥스,097520,2015/12,2021/07/06,2004/12/22
(주)엠씨넥스,097520,2016/12,2021/07/06,2004/12/22
(주)엠씨넥스,097520,2017/12,2021/07/06,2004/12/22
(주)엠씨넥스,097520,2018/12,2021/07/06,2004/12/22
(주)엠씨넥스,097520,2019/12,2021/07/06,2004/12/22
(주)엠아이텍,179290,2018/12,2018/11/29,1991/04/01
(주)엠아이텍,179290,2019/12,2018/11/29,1991/04/01
(주)엠에스씨,009780,2011/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2012/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2013/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2014/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2015/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2016/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2017/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2018/12,1993/10/12,1974/04/12
(주)엠에스씨,009780,2019/12,1993/10/12,1974/04/12
(주)엠에스오토텍,123040,2011/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2012/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2013/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2014/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2015/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2016/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2017/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2018/12,2010/08/06,1990/09/06
(주)엠에스오토텍,123040,2019/12,2010/08/06,1990/09/06
(주)엠투엔,033310,2011/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2012/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2013/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2014/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2015/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2016/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2017/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2018/12,1997/11/10,1965/12/15
(주)엠투엔,033310,2019/12,1997/11/10,1965/12/15
(주)엠플러스,259630,2017/12,2017/09/20,2003/04/09
(주)엠플러스,259630,2018/12,2017/09/20,2003/04/09
(주)엠플러스,259630,2019/12,2017/09/20,2003/04/09
(주)엠피대산,065150,2011/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2012/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2013/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2014/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2015/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2016/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2017/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2018/12,2007/07/18,1995/09/07
(주)엠피대산,065150,2019/12,2007/07/18,1995/09/07
(주)연우,115960,2015/12,2015/11/02,1994/09/30
(주)연우,115960,2016/12,2015/11/02,1994/09/30
(주)연우,115960,2017/12,2015/11/02,1994/09/30
(주)연우,115960,2018/12,2015/11/02,1994/09/30
(주)연우,115960,2019/12,2015/11/02,1994/09/30
(주)연이비앤티,090740,2011/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2012/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2013/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2014/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2015/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2016/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2017/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2018/12,2007/09/19,2003/04/01
(주)연이비앤티,090740,2019/12,2007/09/19,2003/04/01
(주)영우디에스피,143540,2014/12,2014/10/29,2004/02/16
(주)영우디에스피,143540,2015/12,2014/10/29,2004/02/16
(주)영우디에스피,143540,2016/12,2014/10/29,2004/02/16
(주)영우디에스피,143540,2017/12,2014/10/29,2004/02/16
(주)영우디에스피,143540,2018/12,2014/10/29,2004/02/16
(주)영우디에스피,143540,2019/12,2014/10/29,2004/02/16
(주)영원무역,111770,2011/12,2009/07/30,2009/07/02
(주)영원무역,111770,2012/12,2009/07/30,2009/07/02
(주)영원무역,111770,2013/12,2009/07/30,2009/07/02
(주)영원무역,111770,2014/12,2009/07/30,2009/07/02
(주)영원무역,111770,2015/12,2009/07/30,2009/07/02
(주)영원무역,111770,2016/12,2009/07/30,2009/07/02
(주)영원무역,111770,2017/12,2009/07/30,2009/07/02
(주)영원무역,111770,2018/12,2009/07/30,2009/07/02
(주)영원무역,111770,2019/12,2009/07/30,2009/07/02
(주)영원무역홀딩스,009970,2011/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2012/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2013/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2014/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2015/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2016/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2017/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2018/12,1988/11/07,1974/06/05
(주)영원무역홀딩스,009970,2019/12,1988/11/07,1974/06/05
(주)영풍,000670,2011/12,1976/06/12,1949/11/25
(주)영풍,000670,2012/12,1976/06/12,1949/11/25
(주)영풍,000670,2013/12,1976/06/12,1949/11/25
(주)영풍,000670,2014/12,1976/06/12,1949/11/25
(주)영풍,000670,2015/12,1976/06/12,1949/11/25
(주)영풍,000670,2016/12,1976/06/12,1949/11/25
(주)영풍,000670,2017/12,1976/06/12,1949/11/25
(주)영풍,000670,2018/12,1976/06/12,1949/11/25
(주)영풍,000670,2019/12,1976/06/12,1949/11/25
(주)영흥,012160,2011/12,2010/01/25,1977/04/20
(주)영흥,012160,2012/12,2010/01/25,1977/04/20
(주)영흥,012160,2013/12,2010/01/25,1977/04/20
(주)영흥,012160,2014/12,2010/01/25,1977/04/20
(주)영흥,012160,2015/12,2010/01/25,1977/04/20
(주)영흥,012160,2016/12,2010/01/25,1977/04/20
(주)영흥,012160,2017/12,2010/01/25,1977/04/20
(주)영흥,012160,2018/12,2010/01/25,1977/04/20
(주)영흥,012160,2019/12,2010/01/25,1977/04/20
(주)예림당,036000,2011/12,1999/11/30,1989/02/22
(주)예림당,036000,2012/12,1999/11/30,1989/02/22
(주)예림당,036000,2013/12,1999/11/30,1989/02/22
(주)예림당,036000,2014/12,1999/11/30,1989/02/22
(주)예림당,036000,2015/12,1999/11/30,1989/02/22
(주)예림당,036000,2016/12,1999/11/30,1989/02/22
(주)예림당,036000,2017/12,1999/11/30,1989/02/22
(주)예림당,036000,2018/12,1999/11/30,1989/02/22
(주)예림당,036000,2019/12,1999/11/30,1989/02/22
(주)예선테크,250930,2016/12,2016/09/29,2016/07/15
(주)예선테크,250930,2017/12,2016/09/29,2016/07/15
(주)예선테크,250930,2018/12,2016/09/29,2016/07/15
(주)예선테크,250930,2019/12,2016/09/29,2016/07/15
(주)예스코홀딩스,015360,2011/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2012/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2013/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2014/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2015/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2016/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2017/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2018/12,1996/12/24,1981/03/05
(주)예스코홀딩스,015360,2019/12,1996/12/24,1981/03/05
(주)예스티,122640,2015/12,2015/12/16,2000/03/06
(주)예스티,122640,2016/12,2015/12/16,2000/03/06
(주)예스티,122640,2017/12,2015/12/16,2000/03/06
(주)예스티,122640,2018/12,2015/12/16,2000/03/06
