,회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원),이자비용(*)(IFRS)(천원),이자비용(*)(IFRS연결)(천원),이자지급(-)(IFRS)(천원),이자지급(-)(IFRS연결)(천원),이보배개별,이보배연결,이보배개별지급,이보배연결지급,이보배그냥,이보배지급,이자보상배율
14915,에스지씨이테크건설(주),16250,2015-12,12946818.0,79948045.0,3692155.0,16545894.0,-3720453.0,-17774998.0,3.5065748864822845,4.831896360510952,3.4799036568933945,0.7283724026298062,4.831896360510952,0.7283724026298062,4.831896360510952
14916,에스지씨이테크건설(주),16250,2016-12,21302957.0,89957935.0,2983135.0,24390762.0,-2999165.0,-23898233.0,7.141130723215677,3.6881969903195317,7.102962657939793,0.8914030171184623,3.6881969903195317,0.8914030171184623,3.6881969903195317
14917,에스지씨이테크건설(주),16250,2017-12,25637096.0,145310538.0,2721117.0,31169894.0,-2721117.0,-26613243.0,9.421533877448121,4.661887461022485,9.421533877448121,0.9633210052604262,4.661887461022485,0.9633210052604262,4.661887461022485
14918,에스지씨이테크건설(주),16250,2018-12,16802718.0,113025079.0,3039343.0,31045854.0,-3035559.0,-28158348.0,5.528404658506789,3.6405852775059757,5.535296134912878,0.5967224355633363,3.6405852775059757,0.5967224355633363,3.6405852775059757
14919,에스지씨이테크건설(주),16250,2019-12,25000692.0,76950799.0,4164646.0,35917134.0,-4047044.0,-38644199.0,6.003077332383112,2.142453765938006,6.177519196727291,0.6469455350853566,2.142453765938006,0.6469455350853566,2.142453765938006
14920,에스지씨이테크건설(주),16250,2020-12,-18973497.0,-36417533.0,3918931.0,23878456.0,-3674624.0,-30729434.0,-4.841498102416194,-1.5251209290918977,-5.163384607513585,-0.617437242742577,-1.5251209290918977,-0.617437242742577,-1.5251209290918977
14921,에스지에이(주),49470,2010-12,-12319664.0,-11824896.0,873601.0,1066824.0,-869400.0,-906583.0,-14.102163344593242,-11.084205079750737,-14.170305958132046,-13.589118701762553,-11.084205079750737,-13.589118701762553,-11.084205079750737
14922,에스지에이(주),49470,2011-12,2010931.0,2122451.0,515070.0,591692.0,-460090.0,-568214.0,3.9041897217853885,3.5870875387870718,4.370733986828664,3.539038108881513,3.5870875387870718,3.539038108881513,3.5870875387870718
14923,에스지에이(주),49470,2012-12,-775256.0,-1052460.0,369088.0,394191.0,-270679.0,-295782.0,-2.100463846020461,-2.6699239708669147,-2.86411579767917,-2.621038467519998,-2.6699239708669147,-2.621038467519998,-2.6699239708669147
14924,에스지에이(주),49470,2013-12,92809.0,2308676.0,808495.0,977048.0,-618879.0,-687498.0,0.11479229927210434,2.3629094988168444,0.1499630784046639,0.13499530180451433,2.3629094988168444,0.13499530180451433,2.3629094988168444
14925,에스지에이(주),49470,2014-12,16076.0,4584074.0,1173455.0,1583983.0,-743989.0,-873196.0,0.013699715796515417,2.8940171706388265,0.02160784635256704,0.018410528678555558,2.8940171706388265,0.018410528678555558,2.8940171706388265
14926,에스지에이(주),49470,2015-12,-201927.0,5417654.0,1012251.0,1391624.0,-636433.0,-590044.0,-0.1994831321480542,3.8930443855524195,-0.31727927370202363,-0.3422236307800774,3.8930443855524195,-0.3422236307800774,3.8930443855524195
14927,에스지에이(주),49470,2016-12,-3720943.0,3872831.0,543370.0,2504991.0,-217022.0,-1146117.0,-6.847899221524928,1.5460458740171121,-17.145464515118285,-3.2465647049995767,1.5460458740171121,-3.2465647049995767,1.5460458740171121
14928,에스지에이(주),49470,2017-12,-5295902.0,-4582557.0,928926.0,2539145.0,-189191.0,-639959.0,-5.701102133000907,-1.8047638082897983,-27.99235693029795,-8.275377016340109,-1.8047638082897983,-8.275377016340109,-1.8047638082897983
14929,에스지에이(주),49470,2018-12,1858246.0,-8031288.0,951125.0,2310545.0,-291658.0,-352115.0,1.9537347877513471,-3.475927973703174,6.3713184620343,5.277383809266859,-3.475927973703174,5.277383809266859,-3.475927973703174
14930,에스지에이(주),49470,2019-12,-2727728.0,-11144850.0,847871.0,2386333.0,-375861.0,-798214.0,-3.217149778680955,-4.670282814678421,-7.257278621618098,-3.4172890979110866,-4.670282814678421,-3.4172890979110866,-4.670282814678421
14931,에스지에이(주),49470,2020-12,-1869404.0,2413550.0,1051309.0,2562576.0,-534246.0,-1386357.0,-1.7781679791574123,0.9418452369802885,-3.4991445888223778,-1.3484290121519926,0.9418452369802885,-1.3484290121519926,0.9418452369802885
14932,에스지에이솔루션즈(주),184230,2014-06,,,,,,,,,,,,,
14933,에스지에이솔루션즈(주),184230,2015-06,4171054.0,4158034.0,422935.0,422935.0,-112450.0,-112450.0,9.862163216569922,9.831378344190005,37.092521120498,37.092521120498,9.831378344190005,37.092521120498,9.831378344190005
14934,에스지에이솔루션즈(주),184230,2016-12,4143474.0,5136190.0,976070.0,1665519.0,-584738.0,-1011320.0,4.2450582437735,3.0838375305235184,7.086035113161792,4.097094885891706,3.0838375305235184,4.097094885891706,3.0838375305235184
14935,에스지에이솔루션즈(주),184230,2017-12,973189.0,3852439.0,703040.0,1528571.0,48246.0,-407558.0,1.3842583636777424,2.520287902884459,20.17139244704224,2.3878539986946645,2.520287902884459,2.3878539986946645,2.520287902884459
14936,에스지에이솔루션즈(주),184230,2018-12,-4525643.0,-9249577.0,568605.0,1361154.0,0.0,-60457.0,-7.959203665110226,-6.795393467601755,,-74.8572208346428,-6.795393467601755,-74.8572208346428,-6.795393467601755
14937,에스지에이솔루션즈(주),184230,2019-12,-1905804.0,-8494595.0,937829.0,1733618.0,-94854.0,-419216.0,-2.032144452773373,-4.899923166464585,-20.091972926813842,-4.546114652112514,-4.899923166464585,-4.546114652112514,-4.899923166464585
14938,에스지에이솔루션즈(주),184230,2020-12,2522164.0,3894094.0,1169752.0,1544566.0,-242878.0,-587609.0,2.1561527571656214,2.5211573995543084,10.384489332092656,4.292248757251846,2.5211573995543084,4.292248757251846,2.5211573995543084
14939,에스지이(주),255220,2018-12,14240467.0,15123784.0,2754106.0,2880991.0,-1885683.0,-2009617.0,5.170631413605721,5.2495075479236135,7.551888095719164,7.08615970107737,5.2495075479236135,7.08615970107737,5.2495075479236135
14940,에스지이(주),255220,2019-12,10537350.0,12802377.0,4685228.0,4985656.0,-2854927.0,-3006174.0,2.249058103469031,2.5678420252018994,3.6909350046428506,3.505236223851314,2.5678420252018994,3.505236223851314,2.5678420252018994
14941,에스지이(주),255220,2020-12,3842196.0,5262729.0,4957151.0,5117309.0,-2612134.0,-2706796.0,0.775081493381985,1.0284172794724726,1.4709031006831963,1.4194627153283808,1.0284172794724726,1.4194627153283808,1.0284172794724726
14942,에스케이(주),34730,2010-12,138612891.0,136784616.0,66574850.0,66636576.0,-63156650.0,-63230709.0,2.082060883351596,2.0526957447513507,2.194747362312599,2.1921767633508584,2.0526957447513507,2.1921767633508584,2.0526957447513507
14943,에스케이(주),34730,2011-12,175460703.0,173157620.0,58841501.0,58983023.0,-57266314.0,-57287074.0,2.9819209234652257,2.935719656145803,3.0639426696818655,3.0628323415505565,2.935719656145803,3.0628323415505565,2.935719656145803
14944,에스케이(주),34730,2012-12,181059335.0,200727333.0,62086862.0,63977334.0,-63073919.0,-63301243.0,2.9162262219018253,3.1374757347656907,2.87058958553059,2.860280879476569,3.1374757347656907,2.860280879476569,3.1374757347656907
14945,에스케이(주),34730,2013-12,210321907.0,225192922.0,60749513.0,61656929.0,-64460403.0,-65368102.0,3.4621167580388668,3.6523538498000767,3.262807820174503,3.217500593791143,3.6523538498000767,3.217500593791143,3.6523538498000767
14946,에스케이(주),34730,2014-12,237216884.0,271541724.0,65054212.0,65772434.0,-66485737.0,-67203959.0,3.6464492721854813,4.128503500417819,3.567936443270532,3.529805200910857,4.128503500417819,3.529805200910857,4.128503500417819
14947,에스케이(주),34730,2015-12,252718000.0,1403264000.0,92096000.0,362791000.0,-116079000.0,-457596000.0,2.744071403752606,3.8679680587445664,2.1771207539692794,0.5522731842061557,3.8679680587445664,0.5522731842061557,3.8679680587445664
14948,에스케이(주),34730,2016-12,846373000.0,5298179000.0,145932000.0,804937000.0,-180429000.0,-1140901000.0,5.79977660828331,6.582103941053772,4.690892262330335,0.7418461373949186,6.582103941053772,0.7418461373949186,6.582103941053772
14949,에스케이(주),34730,2017-12,869466000.0,5861039000.0,152787000.0,928004000.0,-169588000.0,-1128516000.0,5.690706670070098,6.315747561432925,5.1269311507889705,0.7704507512520868,6.315747561432925,0.7704507512520868,6.315747561432925
14950,에스케이(주),34730,2018-12,1060965000.0,4688117000.0,176033000.0,1248371000.0,-155667000.0,-1210594000.0,6.02708014974465,3.75538762114788,6.815606390564474,0.8764003456154582,3.75538762114788,0.8764003456154582,3.75538762114788
14951,에스케이(주),34730,2019-12,1480899000.0,3949864000.0,181899000.0,1440705000.0,-192454000.0,-1445879000.0,8.141325680734914,2.7416188602107994,7.694820580502354,1.0242205606416581,2.7416188602107994,1.0242205606416581,2.7416188602107994
14952,에스케이(주),34730,2020-12,1658031000.0,-164471000.0,174633000.0,1429329000.0,-178314000.0,-1455063000.0,9.494373915582965,-0.11506867907948415,9.298378141929405,1.1394908674057411,-0.11506867907948415,1.1394908674057411,-0.11506867907948415
14953,에스케이가스(주),18670,2010-12,110985447.0,130687758.0,18636732.0,21211858.0,0.0,0.0,5.9551989587015575,6.161070755800836,,,6.161070755800836,,6.161070755800836
14954,에스케이가스(주),18670,2011-12,151128235.0,163449343.0,8981177.0,11364531.0,0.0,0.0,16.827219305442927,14.382409885634523,,,14.382409885634523,,14.382409885634523
14955,에스케이가스(주),18670,2012-12,126672906.0,140851166.0,21145301.0,21714103.0,0.0,0.0,5.990593654826668,6.486621436768537,,,6.486621436768537,,6.486621436768537
14956,에스케이가스(주),18670,2013-12,97202536.0,123492267.0,14035040.0,22502351.0,0.0,0.0,6.925704237394407,5.487971767927716,,,5.487971767927716,,5.487971767927716
14957,에스케이가스(주),18670,2014-12,82110014.0,120314726.0,8390728.0,19390531.0,0.0,0.0,9.785803329579984,6.204818527146059,,,6.204818527146059,,6.204818527146059
14958,에스케이가스(주),18670,2015-12,53852860.0,93522134.0,17662592.0,28167095.0,0.0,0.0,3.048978315300495,3.3202619581465536,,,3.3202619581465536,,3.3202619581465536
14959,에스케이가스(주),18670,2016-12,93915962.0,180788100.0,21107138.0,39191301.0,0.0,0.0,4.449488225262942,4.612965004657538,,,4.612965004657538,,4.612965004657538
