회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치,R & D 투자효율,통계청 한국표준산업분류 10차(소분류),매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부
서전기전,189860,2017-12,8671.27,6.38,19.2,-7.72,5.83,0.31,25.97,5.56,8.53,0.0,0.0,6.6,1.19,17.13,3.6,2.41,13.91,1.53,5.25,2.48,10.06,205.53,190.18,2.88,29.52,0.0,14.16,2.8,0.0,77.21,41.26,44.59,500.29,28.1,22.79,7.47,14.55,22.89,200788.09,12913.5,473.73,0,0.0,0.0,0.0,7.5,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",0.0,0.0,0.0,0.0,0.0,0.0
서전기전,189860,2018-12,131.25,20.35,22.53,19.03,9.69,14.26,23.53,5.88,9.55,0.0,0.0,7.01,1.19,15.06,3.4,2.28,13.37,1.62,4.5,2.69,14.34,152.84,123.97,2.53,42.1,0.0,16.13,4.37,0.0,70.37,35.77,44.1,319.69,41.0,29.63,18.89,54.64,15.25,246702.24,11031.69,468.33,0,0.0,0.0,0.0,4.04,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",0.0,1.0,0.0,1.0,0.0,0.0
서전기전,189860,2019-12,5.98,8.11,1.59,13.5,2.31,6.54,18.65,2.19,3.58,0.0,0.0,2.45,1.12,11.1,3.54,2.19,11.4,1.64,3.54,2.47,15.55,142.7,117.78,13.02,50.16,0.0,21.95,6.81,0.0,66.6,38.21,46.3,315.68,48.71,33.4,17.46,58.36,13.85,189248.3,9177.39,388.39,0,0.0,0.0,0.0,5.61,"  전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",0.0,0.0,0.0,0.0,0.0,0.0
서한,11370,2011-12,-5.42,13.82,-2.63,3.28,7.44,-8.66,7.86,-5.29,-9.38,0.0,0.0,-5.12,0.97,15.29,3.61,35.63,4.9,1.77,2.12,1.41,6.88,167.6,158.13,38.61,88.51,0.0,4.06,2.1,0.0,53.05,61.75,65.45,0.0,73.62,46.95,5.65,14.02,26.4,25064.5,0.0,997.15,0,0.0,0.0,0.0,0.86,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서한,11370,2012-12,5.2,8.32,1.26,27.81,4.38,16.1,10.11,2.72,5.28,0.0,0.0,2.75,1.01,4.16,6.19,41.66,5.62,1.94,2.11,1.41,4.3,241.46,120.79,37.33,95.63,0.0,-8.0,-4.02,0.0,51.12,38.63,77.23,0.0,62.57,48.88,49.98,85.31,45.25,22792.96,0.0,970.01,0,0.0,0.0,0.0,0.71,  건물 건설업,0.0,1.0,0.0,0.0,0.0,0.0
서한,11370,2013-12,8.57,34.55,-13.6,40.9,17.85,99.72,9.2,4.99,17.41,0.0,0.0,8.26,1.66,4.63,9.0,88.71,9.01,3.49,3.15,2.09,6.9,207.31,135.75,46.02,123.36,0.0,-0.17,-0.07,0.0,44.77,52.96,80.87,0.0,87.14,55.23,34.52,66.68,41.86,18404.67,0.0,1219.72,0,0.0,0.0,0.0,0.21,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서한,11370,2014-12,50.39,57.28,189.96,38.62,26.69,60.02,11.96,5.59,25.45,0.0,0.0,10.04,1.8,5.68,7.51,78.53,10.18,4.55,2.97,2.39,14.04,141.56,86.35,9.71,177.29,0.0,2.31,1.0,0.0,36.06,43.48,71.28,0.0,139.63,63.94,39.0,132.84,20.93,39322.77,0.0,1413.54,0,0.0,0.0,0.0,0.1,  건물 건설업,0.0,0.0,0.0,1.0,0.0,0.0
서한,11370,2015-12,15.2,24.12,-1.86,48.8,29.15,-5.36,14.8,7.21,24.25,0.0,0.0,8.94,1.24,3.02,6.23,50.45,9.01,3.36,1.97,1.57,6.18,173.61,90.76,32.13,166.48,0.0,1.36,0.76,0.0,37.53,44.67,85.45,0.0,131.17,62.47,47.72,112.56,36.23,38255.17,0.0,1739.19,0,0.0,0.0,0.0,0.41,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서한,11370,2016-12,29.1,3.16,-13.32,0.18,41.5,11.49,21.44,12.95,35.69,0.0,0.0,15.92,1.23,2.71,8.78,60.83,11.6,2.76,2.22,1.46,5.92,197.31,124.14,63.04,94.28,0.0,25.75,10.32,0.0,51.47,52.21,82.98,0.0,81.71,48.53,37.08,75.19,40.93,32594.54,0.0,1763.54,0,0.0,0.0,0.0,0.1,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서한,11370,2017-12,59.42,-5.04,11.84,-16.78,34.85,5.83,22.79,14.65,31.06,0.0,0.0,19.26,1.31,4.5,6.97,65.44,11.15,2.12,3.46,1.69,5.61,295.05,238.6,48.11,36.81,0.0,47.3,9.43,0.0,73.09,58.81,72.72,1.04,33.72,26.91,19.13,28.94,48.07,33716.75,0.0,1548.98,0,0.0,0.0,0.0,0.03,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서한,11370,2018-12,80.02,20.54,5.0,31.3,4.16,21.09,13.66,6.58,14.41,0.0,0.0,9.75,1.48,7.36,5.57,73.22,10.75,2.19,4.58,1.94,5.88,239.12,178.0,32.51,58.33,0.0,12.57,3.42,0.0,63.16,58.96,79.21,4.26,52.45,36.84,25.56,43.94,46.09,29462.02,0.0,1553.93,0,0.0,0.0,0.0,0.01,  건물 건설업,0.0,0.0,0.0,1.0,0.0,0.0
서한,11370,2019-12,16.1,-0.64,12.99,1.31,1.25,-14.39,8.84,1.8,3.28,0.0,0.0,2.09,1.16,6.13,4.19,57.46,8.91,1.83,3.21,1.46,4.07,345.83,284.34,25.27,55.37,0.0,2.69,0.82,0.0,64.36,66.41,80.77,12.36,36.29,35.64,17.78,25.01,57.41,29590.36,0.0,1372.47,0,0.0,0.0,0.0,0.02,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서희건설,35890,2011-12,0.76,-16.68,-31.58,-14.12,16.98,-5.14,6.85,-0.55,-2.49,1.64,1.47,-0.62,1.12,15.05,2.78,28.91,5.28,4.49,1.49,1.57,20.64,119.69,116.4,12.3,239.21,13.0,-3.23,-1.86,-17.54,29.48,70.37,72.36,0.35,205.07,70.52,2.75,16.74,11.9,5051.25,19285.67,659.5,218.5761112,1.67,1.36,11040.82,0.82,  건물 건설업,0.0,0.0,0.0,0.0,0.0,1.0
서희건설,35890,2012-12,0.47,0.48,77.63,-10.06,5.86,-4.83,7.64,-1.83,-7.05,0.91,0.78,-2.13,1.17,53.79,2.53,24.4,5.63,3.85,1.67,1.7,22.44,119.06,115.36,12.35,221.98,20.59,-9.72,-5.76,-32.55,31.06,62.75,64.77,0.59,175.15,68.94,3.11,19.41,10.37,-12720.21,20822.93,715.48,-363.7146162,6.47,5.56,46265.25,0.55,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서희건설,35890,2013-12,1.07,-5.32,-84.24,-16.57,-26.65,-9.42,10.31,-7.91,-30.97,2.45,2.26,-8.57,1.08,51.31,2.63,29.84,6.66,3.92,1.5,1.77,73.44,105.61,102.34,13.7,315.61,22.08,-1.62,-1.11,-5.57,24.06,55.3,57.07,1.02,224.59,75.94,3.09,58.25,3.03,7866.69,6285.11,774.2,0,3.84,3.45,29700.01,0.46,  건물 건설업,0.0,1.0,0.0,0.0,0.0,1.0
서희건설,35890,2014-12,2.93,-1.8,-3.67,-1.01,3.23,13.11,12.0,0.66,3.38,5.48,4.31,0.83,1.27,65.15,3.31,126.25,8.26,5.15,1.69,2.22,50.2,109.75,106.57,14.11,295.38,20.56,5.37,3.13,19.51,25.29,55.86,57.53,0.88,207.25,74.71,2.9,32.61,5.11,7609.69,7361.91,763.44,0,13.5,10.53,103096.86,0.52,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서희건설,35890,2015-12,3.07,-1.7,-8.88,1.69,8.36,11.91,11.57,1.44,7.82,4.76,3.29,2.08,1.45,85.54,3.8,150.66,8.04,5.45,1.97,2.47,33.45,117.19,114.58,23.57,258.68,16.31,8.71,4.3,38.5,27.88,58.19,59.51,3.35,182.14,72.12,2.22,15.16,8.73,6670.09,6260.99,721.93,0,15.37,10.53,110984.64,0.31,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서희건설,35890,2016-12,8.36,6.22,-57.01,9.14,13.97,1.88,13.92,2.66,13.24,11.06,7.67,3.83,1.44,96.69,4.36,225.15,8.07,4.99,2.03,2.39,28.63,119.04,116.61,36.38,234.29,13.88,15.44,7.73,77.93,29.91,59.9,61.15,4.4,171.71,70.09,2.04,12.75,9.78,2917.15,0.0,780.1,0,17.87,12.76,139385.13,0.25,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서희건설,35890,2017-12,7.7,5.24,-20.14,10.62,17.54,-3.77,15.53,3.01,12.47,11.2,8.53,3.95,1.31,96.42,4.49,400.69,9.86,4.14,1.92,2.09,18.07,128.28,126.16,18.07,199.3,15.77,13.4,6.97,56.6,33.41,63.22,64.27,8.97,149.97,66.59,1.65,7.47,14.17,2407.94,0.0,848.59,0,19.2,15.0,162930.05,0.05,  건물 건설업,0.0,0.0,0.0,0.0,0.0,1.0
서희건설,35890,2018-12,6.49,5.59,13.81,6.77,10.29,10.21,13.14,3.24,13.02,10.01,7.29,4.45,1.37,155.18,4.8,465.2,12.7,4.02,2.09,2.12,18.82,127.96,126.99,39.82,186.55,12.99,9.54,4.65,47.83,34.9,64.5,64.99,6.14,145.54,65.1,0.76,3.48,14.2,2505.85,0.0,819.33,0,19.09,14.28,156385.02,0.06,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
서희건설,35890,2019-12,11.26,14.56,553.74,17.62,32.64,9.15,14.36,4.97,17.87,12.93,9.51,6.76,1.36,254.9,4.56,126.56,12.32,3.59,2.19,2.06,13.18,140.74,139.84,36.09,147.49,10.44,13.11,6.13,74.86,40.41,66.31,66.73,7.25,117.34,59.59,0.64,2.2,19.32,16969.21,0.0,972.25,0,21.08,16.56,204996.12,0.0,  건물 건설업,0.0,0.0,0.0,0.0,0.0,0.0
선앤엘,2820,2011-12,2.31,7.19,-2.23,23.39,1.88,7.35,9.14,1.76,2.2,2.08,2.94,1.24,0.71,6.36,3.52,1.4,8.19,1.25,1.62,1.62,12.86,129.46,99.55,31.23,81.59,28.53,2.23,1.47,3.51,55.07,35.88,46.66,147.79,65.45,44.93,23.11,101.53,10.62,487158.5,369065.0,1014.75,25.54620555,12.26,17.96,124450.51,0.0,  나무제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
선앤엘,2820,2012-12,-0.99,-8.3,-3.51,-21.25,-2.57,-1.33,6.5,-1.08,-1.34,-0.92,-1.31,-0.76,0.7,6.21,3.43,1.42,7.85,1.24,1.62,1.62,13.02,139.19,103.23,17.36,70.91,25.05,5.39,3.04,8.92,58.51,29.72,40.07,168.79,49.2,41.49,25.83,91.75,11.28,467013.21,375924.35,922.92,21.63819579,10.95,14.9,101053.23,0.0,  나무제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
선앤엘,2820,2013-12,1.01,14.35,0.76,29.66,-0.43,20.97,8.99,0.62,0.94,0.92,1.11,0.51,0.83,7.45,3.63,1.74,7.94,1.52,1.82,1.93,13.87,132.73,103.69,20.57,96.26,29.68,0.64,0.4,1.06,50.95,35.5,45.44,176.86,67.19,49.05,21.87,88.71,11.21,444163.78,381600.43,996.58,26.87672941,11.98,15.41,119376.7,0.0,  나무제품 제조업,0.0,1.0,0.0,0.0,0.0,1.0
선앤엘,2820,2014-12,0.64,0.91,-2.86,6.99,1.41,19.06,8.9,-0.36,-0.65,0.47,0.52,-0.33,0.92,7.36,3.76,2.09,7.61,1.8,1.88,1.97,13.4,139.68,102.42,23.15,95.3,28.84,0.47,0.25,0.79,51.2,35.33,48.18,141.67,67.36,48.8,26.68,93.9,13.69,432913.04,377716.45,1003.75,27.93849056,12.05,13.14,120949.37,0.0,  나무제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
선앤엘,2820,2015-12,2.74,7.56,7.33,2.07,1.74,14.76,10.45,0.9,1.84,2.13,2.1,0.92,1.01,7.5,4.28,2.35,8.21,2.04,2.02,2.16,17.51,132.35,99.27,27.07,106.48,31.39,6.7,3.53,11.0,48.43,34.29,45.72,165.71,71.32,51.57,24.99,102.25,11.17,447177.76,406540.45,1067.39,34.82599219,14.59,14.91,155734.09,0.01,  나무제품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
선앤엘,2820,2016-12,3.22,2.54,1.15,3.1,3.51,-0.03,11.73,1.46,2.89,2.44,2.52,1.41,0.97,7.57,4.15,2.26,7.92,1.98,1.88,2.11,18.93,128.08,97.15,28.47,104.54,31.09,9.54,5.11,15.69,48.89,34.87,45.97,156.87,73.41,51.11,24.15,110.14,10.08,419901.75,397804.39,1005.0,38.37746162,16.03,16.81,161147.63,0.09,  나무제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
선앤엘,2820,2017-12,0.43,6.83,5.95,11.7,-4.4,12.81,8.77,-0.66,-1.5,0.41,0.4,-0.69,1.04,8.48,4.43,2.46,8.11,2.25,1.94,2.21,-319.39,98.7,75.53,21.86,128.56,34.72,5.18,2.89,8.4,43.75,36.78,48.07,152.9,111.3,56.25,23.48,-1789.02,-0.63,412761.39,403677.53,1069.92,34.50428036,13.31,13.22,142420.35,0.11,  나무제품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
선앤엘,2820,2018-12,-1.08,1.29,8.23,-5.86,-5.55,-8.98,7.98,-1.62,-3.5,-1.15,-1.26,-1.48,0.91,7.45,4.23,2.09,7.66,2.16,1.58,1.97,149.32,102.79,77.0,25.97,145.13,40.22,3.82,2.5,5.62,40.79,33.46,44.67,154.29,106.53,59.21,25.09,924.29,1.21,478220.07,490662.88,1276.19,31.8304096,11.93,13.18,152219.41,0.07,  나무제품 제조업,0.0,1.0,0.0,0.0,0.0,1.0
선앤엘,2820,2019-12,-2.47,-13.08,-8.12,-19.43,-15.01,-19.45,7.05,-8.77,-16.94,-3.21,-4.11,-6.84,0.78,7.01,4.24,1.69,7.42,1.93,1.31,1.81,-217.48,98.17,75.98,24.92,150.72,42.17,6.5,4.66,9.26,39.89,32.05,41.41,138.25,105.74,60.11,22.6,-1213.26,-0.77,724205.08,801633.97,1535.46,19.51869714,9.21,10.98,141355.4,0.12,  나무제품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
성광벤드,14620,2011-12,22.95,11.92,0.54,20.91,6.43,22.83,20.99,8.88,7.91,8.29,12.7,5.79,0.65,1.27,3.88,1.66,8.34,0.89,2.43,1.1,2.9,325.12,104.67,4.85,39.99,11.32,-0.64,-0.3,-1.61,71.43,19.83,61.59,210.3,26.52,28.57,67.81,97.93,42.65,474246.56,93479.55,1278.0,39.0614494,14.5,23.47,185247.58,0.0,  1차 철강 제조업,0.0,0.0,0.0,0.0,0.0,0.0
성창오토텍,80470,2011-12,31.8,24.64,-8.39,30.65,13.61,28.98,17.72,7.73,14.63,10.61,8.65,9.49,1.23,20.54,2.4,7.39,5.45,1.89,3.49,1.67,5.42,219.06,202.55,28.73,60.86,0.0,0.83,0.28,0.0,62.17,69.38,75.03,186.85,55.1,37.83,7.54,13.87,40.78,54467.7,25799.45,380.75,140.390441,20.08,18.16,76467.45,0.89,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
성창오토텍,80470,2012-12,18.39,39.77,167.68,16.17,16.7,13.95,17.72,9.43,17.64,8.92,8.49,9.91,1.05,16.48,2.0,4.79,4.54,1.87,2.4,1.55,7.82,158.64,146.03,3.86,92.65,15.33,-4.39,-2.34,-13.78,51.91,57.41,62.37,205.58,75.74,48.09,7.95,21.5,23.05,114334.71,39917.92,419.0,69.34751312,18.92,20.99,79288.28,0.97,  자동차 신품 부품 제조업,0.0,0.0,0.0,1.0,0.0,1.0
성창오토텍,80470,2013-12,4.05,46.35,136.25,18.16,17.81,126.36,13.69,2.69,9.7,5.94,3.59,4.45,1.66,14.95,4.63,4.43,7.84,3.61,3.06,3.0,51.35,112.09,83.79,20.23,139.33,24.95,10.44,4.36,24.37,41.78,37.64,50.36,101.78,107.52,58.22,25.25,234.11,5.43,132700.58,102839.23,316.6,71.65793938,30.03,21.54,95090.5,2.6,  자동차 신품 부품 제조업,0.0,0.0,0.0,1.0,0.0,1.0
성창오토텍,80470,2014-12,1.03,5.53,4.65,6.37,3.58,-7.13,11.37,1.56,4.75,0.96,0.76,1.96,1.26,9.18,4.83,2.86,6.0,3.05,2.15,2.49,62.84,108.34,83.49,17.05,143.83,23.89,16.82,8.09,41.54,41.01,39.12,50.76,111.27,114.25,58.99,22.94,298.08,3.91,160369.83,130581.98,370.37,72.77877375,31.51,25.68,116715.2,1.66,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
성창오토텍,80470,2015-12,1.56,2.56,-12.57,16.03,1.45,1.93,12.8,0.83,2.53,1.4,1.13,1.03,1.24,9.17,4.34,3.04,5.9,3.03,2.09,2.28,25.77,119.74,95.04,12.58,146.5,24.09,7.49,3.65,18.48,40.57,45.58,57.43,117.59,118.22,59.43,20.63,125.13,9.47,131531.26,139255.4,355.29,84.10526256,31.14,25.53,110624.71,2.1,  자동차 신품 부품 제조업,0.0,1.0,0.0,0.0,0.0,0.0
성창오토텍,80470,2016-12,2.75,1.9,-4.24,4.69,3.6,8.43,12.99,1.0,3.2,2.22,1.69,1.31,1.31,10.48,4.08,3.61,5.77,3.2,2.22,2.25,24.81,121.56,101.09,22.41,142.45,19.73,8.78,3.97,26.14,41.25,49.07,59.0,110.22,117.68,58.75,16.84,94.95,10.46,118768.55,135189.42,362.04,95.36528941,31.29,24.1,113263.97,2.09,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
성창오토텍,80470,2017-12,1.07,-9.89,-4.78,-14.58,-4.58,-6.39,12.24,-0.9,-2.72,0.86,0.67,-1.15,1.28,10.92,3.75,3.54,5.34,3.01,2.22,2.22,29.1,119.85,97.05,18.18,128.97,18.2,13.84,5.78,42.85,43.67,45.29,55.93,105.74,106.85,56.33,19.03,114.88,9.27,127446.42,145931.69,360.64,80.52110256,28.46,21.11,102621.26,2.53,  자동차 신품 부품 제조업,0.0,1.0,0.0,0.0,0.0,0.0
성창오토텍,80470,2018-12,0.21,3.08,-7.66,8.91,-7.95,-8.59,12.38,-2.34,-6.87,0.16,0.13,-2.84,1.21,8.95,3.47,3.45,4.72,2.94,2.07,2.11,29.11,116.15,90.42,12.51,156.43,20.05,7.75,3.95,23.57,39.0,46.0,59.09,98.31,130.46,61.0,22.15,159.32,8.21,127343.73,164284.04,425.28,85.70391518,25.66,21.47,109138.56,2.31,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
성창오토텍,80470,2019-12,-0.41,1.44,1.59,-3.48,-0.15,1.63,11.43,-0.11,-0.33,-0.34,-0.28,-0.13,1.21,7.92,3.55,3.62,4.54,3.12,1.97,2.09,41.85,111.33,83.86,7.36,160.53,18.88,6.42,3.3,20.95,38.38,42.35,56.22,98.28,131.57,61.62,24.68,242.4,5.72,136963.79,50101.39,460.06,103.9236405,30.94,25.83,142337.76,2.03,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
세동,53060,2011-12,0.6,4.92,5.92,-5.28,-13.76,6.9,4.99,0.17,0.63,1.05,0.84,0.21,1.25,17.36,5.87,2.62,5.31,3.76,1.88,3.25,-12.18,64.58,50.91,11.08,231.32,35.69,8.13,4.64,15.9,30.18,28.9,36.66,68.88,188.09,69.82,21.16,-38.58,-20.11,116144.51,85370.48,249.28,54.36678976,25.33,20.68,63144.04,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
세동,53060,2012-12,0.96,23.74,43.59,6.68,-2.41,12.73,7.16,0.56,2.61,1.89,1.53,0.7,1.23,16.11,6.13,2.35,4.97,4.63,1.68,3.64,-9.7,57.87,45.8,2.84,320.12,44.64,3.71,2.54,6.34,23.8,25.02,31.6,74.21,229.44,76.2,20.85,-28.63,-23.01,160125.58,94626.66,297.62,38.30246572,20.61,18.47,61332.04,0.0,  자동차 신품 부품 제조업,0.0,1.0,0.0,0.0,0.0,1.0
세동,53060,2013-12,0.82,8.88,11.86,7.4,6.29,14.32,7.81,1.2,6.25,1.78,1.46,1.47,1.22,16.92,6.22,2.15,4.95,5.19,1.6,3.89,-14.15,65.31,51.24,0.42,330.37,45.37,6.52,4.28,11.04,23.24,24.46,31.17,69.36,205.42,76.76,21.54,-40.56,-16.56,162602.81,103482.96,309.25,42.91299897,22.56,19.26,69777.74,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
세동,53060,2014-12,-0.82,23.87,26.51,22.71,15.9,1.86,5.78,-1.52,-7.24,-1.66,-1.56,-1.62,1.07,16.1,6.04,1.83,4.62,4.76,1.37,3.44,-6.9,52.53,42.58,1.24,359.97,45.77,4.63,3.76,7.91,21.74,25.03,30.88,69.08,270.42,78.26,18.94,-20.96,-27.91,206773.06,124376.22,383.06,33.95816755,18.33,19.03,70216.34,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
세동,53060,2015-12,-1.34,0.38,-2.01,4.2,-18.06,8.77,5.54,-3.19,-16.9,-2.68,-2.57,-3.34,1.05,15.55,6.03,1.8,4.82,5.3,1.3,3.32,-6.85,51.25,40.3,1.37,463.49,46.29,2.99,2.35,5.31,17.75,25.21,32.06,78.08,352.46,82.25,21.37,-22.47,-30.49,208658.1,124477.92,370.96,35.62369937,20.04,19.2,74331.74,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
세동,53060,2016-12,-1.69,0.98,-1.58,4.09,-13.89,-4.63,5.53,-2.05,-12.38,-3.35,-3.39,-2.03,0.99,13.1,5.72,1.75,4.4,6.03,1.19,3.04,-5.94,49.88,38.66,2.51,560.87,44.6,4.46,3.84,8.49,15.13,25.61,33.04,65.04,437.84,84.87,22.49,-22.38,-33.21,196333.95,128388.03,366.0,39.37844114,21.12,21.43,77313.25,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
세동,53060,2017-12,-2.32,-10.11,-5.36,-18.39,8.07,-4.98,3.69,-6.52,-38.8,-4.74,-4.8,-6.43,0.99,12.97,6.46,1.72,4.32,5.95,1.18,3.12,-6.11,46.79,35.55,2.86,449.69,42.07,5.78,4.54,11.24,18.19,22.79,30.0,56.43,352.42,81.81,24.03,-21.13,-34.11,187354.74,137551.63,329.0,31.77335134,18.09,17.37,59528.88,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
세동,53060,2018-12,-0.88,8.71,7.31,12.81,4.34,18.02,6.19,-2.97,-19.65,-1.98,-1.68,-3.5,1.18,16.86,7.87,2.02,4.74,6.62,1.43,3.85,-6.3,46.44,37.56,2.22,472.72,40.47,4.45,3.25,9.07,17.46,25.18,31.13,53.28,383.97,82.54,19.12,-16.58,-35.91,197900.34,148645.89,347.66,33.10582335,18.85,16.66,65516.54,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,1.0
세동,53060,2019-12,-0.09,-6.56,-17.37,5.83,-37.25,4.67,8.73,-4.21,-35.04,-0.23,-0.18,-5.15,1.22,18.54,8.49,2.24,4.76,8.33,1.43,3.69,-7.11,49.72,41.11,5.03,752.84,46.54,3.01,2.1,5.71,11.73,29.16,35.26,50.81,604.85,88.27,17.31,-17.12,-35.66,180413.08,168150.19,358.96,41.03860624,20.63,16.28,74039.01,0.0,  자동차 신품 부품 제조업,0.0,0.0,0.0,0.0,0.0,0.0
세보엠이씨,11560,2011-12,237.8,5.92,3.9,8.0,9.92,31.36,5.69,2.6,10.83,8.99,3.72,6.28,2.42,226.22,5.03,11.04,12.92,4.17,5.76,3.41,15.11,176.68,174.2,43.37,69.3,0.0,9.27,1.61,0.0,59.07,70.74,71.74,163.65,68.75,40.93,1.4,3.23,31.14,104441.02,18433.14,480.95,0,103.32,43.92,496930.15,0.0,  건물설비 설치 공사업,0.0,0.0,0.0,0.0,0.0,0.0
세보엠이씨,11560,2012-12,179.09,-9.84,-4.81,-11.08,5.49,-31.54,7.78,3.37,8.95,6.96,4.11,5.71,1.69,95.48,3.77,7.6,11.07,2.65,4.68,2.38,8.88,231.91,224.26,62.03,44.69,1.0,24.85,4.3,768.56,69.11,68.42,70.76,181.65,44.15,30.89,3.3,5.8,40.25,96537.95,19507.11,421.17,347.3037587,79.61,44.57,335279.93,0.0,  건물설비 설치 공사업,0.0,0.0,0.0,0.0,0.0,0.0
세보엠이씨,11560,2013-12,56.09,10.64,-1.21,10.12,4.9,1.38,7.53,2.62,6.71,6.84,3.98,4.51,1.72,70.99,3.47,7.95,9.58,2.56,5.25,2.44,9.01,206.53,200.21,35.77,52.61,0.82,2.44,0.51,102.23,65.53,68.28,70.43,148.15,52.04,34.47,3.06,5.93,36.33,89953.37,20562.41,443.7,349.7807245,70.91,43.32,314639.56,0.0,  건물설비 설치 공사업,0.0,1.0,0.0,0.0,0.0,0.0
세보엠이씨,11560,2014-12,91.06,30.51,4.45,41.87,8.25,74.5,5.03,2.17,9.07,6.63,2.68,5.37,2.48,85.84,3.88,13.65,11.53,4.19,6.07,3.35,13.99,169.12,162.07,4.36,83.99,4.37,-9.16,-1.91,-95.73,54.35,73.37,76.56,107.91,83.29,45.65,4.17,10.2,31.29,86767.81,20492.14,530.21,638.2643203,104.45,47.73,553807.97,0.0,  건물설비 설치 공사업,0.0,1.0,0.0,0.0,0.0,0.0
세보엠이씨,11560,2015-12,149.74,-4.82,3.46,-7.4,13.53,-17.63,8.98,4.47,13.88,10.25,5.55,8.25,1.85,72.8,3.2,10.81,10.12,3.11,4.56,2.44,9.35,219.28,215.21,81.14,54.25,0.15,32.58,6.05,7401.19,64.83,73.11,74.49,149.62,52.4,35.17,1.85,3.41,40.52,88945.25,21745.25,499.95,548.9604069,97.66,51.57,488274.21,0.12,  건물설비 설치 공사업,0.0,0.0,0.0,0.0,0.0,1.0
세보엠이씨,11560,2016-12,1282.12,28.86,0.94,33.4,12.07,26.79,8.56,3.63,12.67,10.68,5.09,7.61,2.1,98.53,4.36,13.42,12.57,3.49,5.26,2.76,10.77,181.38,175.77,37.13,77.36,1.26,25.85,6.05,892.58,56.38,74.72,77.11,115.53,75.4,43.62,3.1,6.9,34.6,80533.49,24279.39,579.66,719.5179929,99.96,53.65,579452.95,0.01,  건물설비 설치 공사업,0.0,0.0,0.0,0.0,0.0,1.0
