0,회사명,거래소코드,회계년도,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부
1775,셀피글로벌,68940,13-Dec,0,1,0,0,0,0
1776,셀피글로벌,68940,14-Dec,0,0,0,0,0,0
1777,셀피글로벌,68940,15-Dec,0,0,0,0,0,0
1778,셀피글로벌,68940,16-Dec,0,0,0,0,0,1
1779,셀피글로벌,68940,17-Dec,0,0,0,0,0,0
1780,셀피글로벌,68940,18-Dec,0,0,0,0,0,1
1781,셀피글로벌,68940,19-Dec,0,0,0,0,0,1
1782,소프트센,32680,13-Dec,0,0,0,1,0,0
1783,소프트센,32680,14-Dec,0,0,0,1,0,0
1784,소프트센,32680,15-Dec,0,0,0,0,0,0
1785,소프트센,32680,16-Dec,0,0,0,0,0,0
1786,소프트센,32680,17-Dec,0,0,0,0,0,0
1787,소프트센,32680,18-Dec,0,0,0,0,0,0
1788,소프트센,32680,19-Dec,0,0,0,0,0,0
1789,손오공,66910,11-Dec,0,0,0,0,0,0
1790,손오공,66910,12-Dec,0,0,0,0,0,1
1791,손오공,66910,13-Dec,0,0,0,0,0,0
1792,손오공,66910,14-Dec,0,0,0,0,0,0
1793,손오공,66910,15-Dec,0,0,0,0,0,0
1794,손오공,66910,16-Dec,0,0,0,1,0,1
1795,손오공,66910,17-Dec,0,0,0,0,0,1
1796,손오공,66910,18-Dec,0,0,0,0,0,0
1797,손오공,66910,19-Dec,0,0,0,0,0,1
1798,솔고바이오메디칼,43100,11-Dec,0,0,0,0,0,1
1799,솔고바이오메디칼,43100,12-Dec,0,0,0,0,0,0
1800,솔고바이오메디칼,43100,13-Dec,0,0,0,0,0,0
1801,솔고바이오메디칼,43100,14-Dec,0,0,0,0,0,0
1802,솔고바이오메디칼,43100,15-Dec,0,0,0,0,0,0
1803,솔고바이오메디칼,43100,16-Dec,0,0,0,0,0,0
1804,솔고바이오메디칼,43100,17-Dec,0,0,0,0,0,1
1805,솔고바이오메디칼,43100,18-Dec,0,0,0,0,0,0
1806,솔고바이오메디칼,43100,19-Dec,0,0,0,0,0,0
1807,솔루에타,154040,13-Dec,0,0,0,0,0,1
1808,솔루에타,154040,14-Dec,0,0,0,0,0,0
1809,솔루에타,154040,15-Dec,0,0,0,0,0,1
1810,솔루에타,154040,16-Dec,0,0,0,0,0,1
1811,솔루에타,154040,17-Dec,0,0,1,1,0,0
1812,솔루에타,154040,18-Dec,0,0,1,0,0,1
1813,솔루에타,154040,19-Dec,0,0,0,0,0,0
1814,솔본,35610,11-Dec,0,0,0,0,0,0
1815,솔본,35610,12-Dec,0,0,0,1,0,0
1816,솔본,35610,13-Dec,0,0,0,0,0,0
1817,솔본,35610,14-Dec,0,0,0,0,0,0
1818,솔본,35610,15-Dec,0,0,0,0,0,1
1819,솔본,35610,16-Dec,0,0,0,0,0,0
1820,솔본,35610,17-Dec,0,0,0,0,0,1
1821,솔본,35610,18-Dec,0,0,0,1,0,0
1822,솔본,35610,19-Dec,0,0,0,0,0,0
1823,쇼박스,86980,11-Dec,0,0,0,0,0,0
1824,쇼박스,86980,12-Dec,0,0,0,0,0,0
1825,쇼박스,86980,13-Dec,0,0,0,0,0,0
1826,쇼박스,86980,14-Dec,0,0,0,0,0,1
1827,쇼박스,86980,15-Dec,0,0,0,0,0,0
1828,쇼박스,86980,16-Dec,0,0,0,0,0,0
1829,쇼박스,86980,17-Dec,0,0,0,0,0,0
1830,쇼박스,86980,18-Dec,0,0,0,0,0,0
1831,쇼박스,86980,19-Dec,0,0,0,0,0,0
1832,스마트솔루션즈,136510,11-Dec,0,0,0,0,0,0
1833,스마트솔루션즈,136510,12-Dec,0,0,0,0,0,0
1834,스마트솔루션즈,136510,13-Dec,0,0,0,0,0,0
1835,스마트솔루션즈,136510,14-Dec,0,0,0,0,0,0
1836,스마트솔루션즈,136510,15-Dec,0,0,0,0,0,1
1837,스마트솔루션즈,136510,16-Dec,0,0,0,0,0,0
1838,스마트솔루션즈,136510,17-Dec,0,0,0,1,0,0
1839,스마트솔루션즈,136510,18-Dec,0,0,0,1,0,0
1840,스마트솔루션즈,136510,19-Dec,0,1,0,0,0,0
1841,스맥,99440,11-Dec,0,0,0,0,0,0
1842,스맥,99440,12-Dec,0,0,0,0,0,0
1843,스맥,99440,13-Dec,0,0,0,0,0,0
1844,스맥,99440,14-Dec,0,0,0,0,0,0
1845,스맥,99440,15-Dec,0,0,0,0,0,0
1846,스맥,99440,16-Dec,0,0,0,0,0,0
1847,스맥,99440,17-Dec,0,0,0,0,0,0
1848,스맥,99440,18-Dec,0,0,0,0,0,1
1849,스맥,99440,19-Dec,0,0,0,0,0,0
1850,스카이문스테크놀로지,33790,11-Dec,0,0,0,0,0,0
1851,스카이문스테크놀로지,33790,12-Dec,0,0,0,0,0,0
1852,스카이문스테크놀로지,33790,13-Dec,0,0,0,0,0,0
1853,스카이문스테크놀로지,33790,14-Dec,0,0,0,0,0,0
1854,스카이문스테크놀로지,33790,15-Dec,0,0,0,0,0,0
1855,스카이문스테크놀로지,33790,16-Dec,0,0,0,0,0,0
1856,스카이문스테크놀로지,33790,17-Dec,0,0,0,0,0,0
1857,스카이문스테크놀로지,33790,18-Dec,0,0,0,0,0,0
1858,스카이문스테크놀로지,33790,19-Dec,0,0,0,0,0,0
1859,스킨앤스킨,159910,12-Dec,0,0,0,1,0,0
1860,스킨앤스킨,159910,13-Dec,0,0,0,1,0,0
1861,스킨앤스킨,159910,14-Dec,0,0,0,1,0,0
1862,스킨앤스킨,159910,15-Dec,0,0,0,0,0,0
1863,스킨앤스킨,159910,16-Dec,0,0,0,0,0,0
1864,스킨앤스킨,159910,17-Dec,0,0,0,0,0,0
1865,스킨앤스킨,159910,18-Dec,0,0,0,0,0,1
1866,스킨앤스킨,159910,19-Dec,0,0,0,0,0,1
1867,스타플렉스,115570,11-Dec,0,0,0,0,0,0
1868,스타플렉스,115570,12-Dec,0,0,0,0,0,1
1869,스타플렉스,115570,13-Dec,0,1,0,0,0,0
1870,스타플렉스,115570,14-Dec,0,0,0,0,0,0
1871,스타플렉스,115570,15-Dec,0,1,0,0,0,0
1872,스타플렉스,115570,16-Dec,0,0,0,0,0,1
1873,스타플렉스,115570,17-Dec,0,0,0,0,0,0
1874,스타플렉스,115570,18-Dec,0,1,0,0,0,0
1875,스타플렉스,115570,19-Dec,0,0,0,0,0,0
1876,스페코,13810,11-Dec,0,0,0,0,0,0
1877,스페코,13810,12-Dec,0,0,0,0,0,0
1878,스페코,13810,13-Dec,0,0,0,0,0,1
1879,스페코,13810,14-Dec,0,0,0,0,0,1
1880,스페코,13810,15-Dec,0,0,0,0,0,0
1881,스페코,13810,16-Dec,0,0,0,0,0,0
1882,스페코,13810,17-Dec,0,1,0,0,0,0
1883,스페코,13810,18-Dec,0,0,0,0,0,0
1884,스페코,13810,19-Dec,0,0,0,0,0,1
1885,승일,49830,11-Dec,0,0,0,0,0,0
1886,승일,49830,12-Dec,0,0,0,0,0,0
1887,승일,49830,13-Dec,0,0,0,0,0,0
1888,승일,49830,14-Dec,0,0,0,0,0,0
1889,승일,49830,15-Dec,0,0,0,0,0,0
1890,승일,49830,16-Dec,0,1,0,0,0,0
1891,승일,49830,17-Dec,0,0,0,0,0,0
1892,승일,49830,18-Dec,0,0,0,0,0,0
1893,승일,49830,19-Dec,0,0,0,0,0,0
1894,시공테크,20710,11-Dec,0,0,0,0,0,1
1895,시공테크,20710,12-Dec,0,0,0,0,0,0
1896,시공테크,20710,13-Dec,0,0,0,0,0,0
1897,시공테크,20710,14-Dec,0,1,0,0,0,0
1898,시공테크,20710,15-Dec,0,0,0,0,0,0
1899,시공테크,20710,16-Dec,0,1,0,1,0,0
1900,시공테크,20710,17-Dec,0,0,0,0,0,0
1901,시공테크,20710,18-Dec,0,0,0,0,0,0
1902,시공테크,20710,19-Dec,0,0,0,0,0,0
1903,시너지이노베이션,48870,11-Dec,0,0,0,0,0,0
1904,시너지이노베이션,48870,12-Dec,0,0,0,0,0,1
1905,시너지이노베이션,48870,13-Dec,0,0,0,0,0,1
1906,시너지이노베이션,48870,14-Dec,0,0,0,0,0,0
1907,시너지이노베이션,48870,15-Dec,0,0,0,0,0,0
1908,시너지이노베이션,48870,16-Dec,0,0,1,1,0,0
1909,시너지이노베이션,48870,17-Dec,0,0,1,1,0,1
1910,시너지이노베이션,48870,18-Dec,0,0,0,0,0,0
1911,시너지이노베이션,48870,19-Dec,0,0,0,0,0,1
1912,시노펙스,25320,11-Dec,0,0,0,0,0,0
1913,시노펙스,25320,12-Dec,0,0,0,1,0,0
1914,시노펙스,25320,13-Dec,0,0,0,0,0,1
1915,시노펙스,25320,14-Dec,0,0,0,0,0,0
1916,시노펙스,25320,15-Dec,0,0,0,0,0,0
1917,시노펙스,25320,16-Dec,0,0,0,0,0,0
1918,시노펙스,25320,17-Dec,0,0,0,0,0,1
1919,시노펙스,25320,18-Dec,0,0,0,0,0,0
1920,시노펙스,25320,19-Dec,0,0,0,0,0,0
1921,시디즈,134790,11-Dec,0,0,0,0,0,1
1922,시디즈,134790,12-Dec,0,0,0,0,0,0
1923,시디즈,134790,13-Dec,0,0,0,0,0,0
1924,시디즈,134790,14-Dec,0,1,0,0,0,0
1925,시디즈,134790,15-Dec,0,0,0,0,0,0
1926,시디즈,134790,16-Dec,0,0,0,0,0,0
1927,시디즈,134790,17-Dec,0,0,0,0,0,0
1928,시디즈,134790,18-Dec,0,0,0,1,0,0
1929,시디즈,134790,19-Dec,0,0,0,0,0,0
1930,시큐브,131090,11-Dec,0,0,0,0,0,0
1931,시큐브,131090,12-Dec,0,0,0,0,0,0
1932,시큐브,131090,13-Dec,0,0,0,0,0,0
1933,시큐브,131090,14-Dec,0,1,0,0,0,0
1934,시큐브,131090,15-Dec,0,0,0,0,0,0
1935,시큐브,131090,16-Dec,0,0,0,0,0,0
1936,시큐브,131090,17-Dec,0,1,0,0,0,0
1937,시큐브,131090,18-Dec,0,0,0,0,0,0
1938,시큐브,131090,19-Dec,0,0,0,0,0,0
1939,시티랩스,139050,11-Dec,0,0,0,0,0,0
1940,시티랩스,139050,12-Dec,0,0,0,0,0,0
1941,시티랩스,139050,13-Dec,0,0,0,0,0,0
1942,시티랩스,139050,14-Dec,0,1,0,0,0,0
1943,시티랩스,139050,15-Dec,0,0,0,0,0,0
1944,시티랩스,139050,16-Dec,0,0,0,0,0,1
1945,시티랩스,139050,17-Dec,0,0,0,0,0,0
1946,시티랩스,139050,18-Dec,0,0,0,1,0,1
1947,시티랩스,139050,19-Dec,0,0,0,0,0,0
1948,신성이엔지,11930,11-Dec,0,0,0,0,0,0
1949,신성이엔지,11930,12-Dec,0,0,0,0,0,0
1950,신성이엔지,11930,13-Dec,0,0,0,0,0,0
1951,신성이엔지,11930,14-Dec,0,0,0,1,0,0
1952,신성이엔지,11930,15-Dec,0,0,0,0,0,0
1953,신성이엔지,11930,16-Dec,0,0,0,1,0,0
1954,신성이엔지,11930,17-Dec,0,0,0,0,0,0
1955,신성이엔지,11930,18-Dec,0,0,0,0,0,0
1956,신성이엔지,11930,19-Dec,0,0,0,0,0,0
1957,신원,9270,11-Dec,0,0,0,0,0,0
1958,신원,9270,12-Dec,0,1,0,0,0,0
1959,신원,9270,13-Dec,0,0,0,0,0,0
1960,신원,9270,14-Dec,0,0,0,0,0,0
1961,신원,9270,15-Dec,0,0,0,0,0,1
1962,신원,9270,16-Dec,0,0,0,0,0,0
1963,신원,9270,17-Dec,0,0,0,0,0,0
1964,신원,9270,18-Dec,0,0,0,0,0,0
1965,신원,9270,19-Dec,0,0,0,0,0,0
1966,신화다이나믹스,1770,11-Dec,0,0,0,0,0,0
1967,신화다이나믹스,1770,12-Dec,0,0,0,0,0,0
1968,신화다이나믹스,1770,13-Dec,0,0,0,0,0,0
1969,신화다이나믹스,1770,14-Dec,0,1,0,0,0,0
1970,신화다이나믹스,1770,15-Dec,0,0,0,0,0,0
1971,신화다이나믹스,1770,16-Dec,0,0,0,0,0,0
1972,신화다이나믹스,1770,17-Dec,0,1,0,0,0,0
1973,신화다이나믹스,1770,18-Dec,0,1,0,0,0,0
1974,신화다이나믹스,1770,19-Dec,0,0,0,0,0,0
1975,신화콘텍,187270,14-Dec,0,0,0,0,0,1
1976,신화콘텍,187270,15-Dec,0,0,0,0,0,1
1977,신화콘텍,187270,16-Dec,0,1,0,0,0,0
1978,신화콘텍,187270,17-Dec,0,0,0,0,0,0
1979,신화콘텍,187270,18-Dec,0,0,0,0,0,0
1980,신화콘텍,187270,19-Dec,0,1,0,0,0,0
1981,신흥,4080,11-Dec,0,0,0,0,0,0
1982,신흥,4080,12-Dec,0,0,0,0,0,0
1983,신흥,4080,13-Dec,0,0,0,0,0,1
1984,신흥,4080,14-Dec,0,0,0,0,0,0
1985,신흥,4080,15-Dec,0,0,0,0,0,0
1986,신흥,4080,16-Dec,0,0,0,0,0,0
1987,신흥,4080,17-Dec,0,0,0,0,0,1
1988,신흥,4080,18-Dec,0,0,0,0,0,1
1989,신흥,4080,19-Dec,0,0,0,0,0,0
1990,심텍,222800,15-Dec,0,0,0,0,0,0
1991,심텍,222800,16-Dec,0,0,0,0,0,1
1992,심텍,222800,17-Dec,0,1,0,0,0,1
1993,심텍,222800,18-Dec,0,0,0,0,0,1
1994,심텍,222800,19-Dec,0,1,0,0,0,0
1995,심텍홀딩스,36710,11-Dec,0,0,0,0,0,0
1996,심텍홀딩스,36710,12-Dec,0,0,0,0,0,1
1997,심텍홀딩스,36710,13-Dec,0,0,0,0,0,1
1998,심텍홀딩스,36710,14-Dec,0,1,0,0,0,0
1999,심텍홀딩스,36710,15-Dec,0,0,0,0,0,0
2000,심텍홀딩스,36710,16-Dec,0,0,0,0,0,1
2001,심텍홀딩스,36710,17-Dec,0,0,0,0,0,1
2002,심텍홀딩스,36710,18-Dec,0,0,0,1,0,1
2003,심텍홀딩스,36710,19-Dec,0,1,0,0,0,0
2004,싸이토젠,217330,18-Dec,0,0,0,0,0,0
2005,싸이토젠,217330,19-Dec,0,0,0,0,0,0
2006,쌍방울,102280,11-Dec,0,0,0,0,0,1
2007,쌍방울,102280,12-Dec,0,0,0,0,0,0
2008,쌍방울,102280,13-Dec,0,0,0,0,0,1
2009,쌍방울,102280,14-Dec,0,0,0,0,0,0
2010,쌍방울,102280,15-Dec,0,0,0,0,0,1
2011,쌍방울,102280,16-Dec,0,0,0,0,0,0
2012,쌍방울,102280,17-Dec,0,0,0,0,0,1
2013,쌍방울,102280,18-Dec,0,0,0,0,0,0
2014,쌍방울,102280,19-Dec,0,0,0,0,0,0
2015,쎄니트,37760,11-Dec,0,0,0,0,0,0
2016,쎄니트,37760,12-Dec,0,0,0,1,0,0
2017,쎄니트,37760,13-Dec,0,0,0,0,0,0
2018,쎄니트,37760,14-Dec,0,0,0,1,0,1
2019,쎄니트,37760,15-Dec,0,0,0,1,0,0
2020,쎄니트,37760,16-Dec,0,0,0,0,0,1
2021,쎄니트,37760,17-Dec,0,0,0,1,0,0
2022,쎄니트,37760,18-Dec,0,0,0,0,0,1
2023,쎄니트,37760,19-Dec,0,0,0,0,0,0
2024,쎌마테라퓨틱스,15540,11-Dec,0,0,0,0,0,0
2025,쎌마테라퓨틱스,15540,12-Dec,0,0,0,0,0,0
2026,쎌마테라퓨틱스,15540,13-Dec,0,0,0,1,0,0
2027,쎌마테라퓨틱스,15540,14-Dec,0,0,0,0,0,1
2028,쎌마테라퓨틱스,15540,15-Dec,0,0,0,1,0,1
2029,쎌마테라퓨틱스,15540,16-Dec,0,0,0,0,0,0
2030,쎌마테라퓨틱스,15540,17-Dec,0,0,0,1,0,0
2031,쎌마테라퓨틱스,15540,18-Dec,0,0,0,0,0,0
2032,쎌마테라퓨틱스,15540,19-Dec,0,0,0,0,0,1
2033,쏠리드,50890,11-Dec,0,0,0,0,0,1
2034,쏠리드,50890,12-Dec,0,1,0,0,0,0
2035,쏠리드,50890,13-Dec,0,0,0,0,0,0
2036,쏠리드,50890,14-Dec,0,0,0,1,0,1
2037,쏠리드,50890,15-Dec,0,0,0,0,0,1
2038,쏠리드,50890,16-Dec,0,1,0,0,0,0
2039,쏠리드,50890,17-Dec,0,1,0,0,0,0
2040,쏠리드,50890,18-Dec,0,0,0,0,0,0
2041,쏠리드,50890,19-Dec,0,0,0,0,0,1
2042,씨씨에스충북방송,66790,11-Dec,0,0,0,0,0,1
2043,씨씨에스충북방송,66790,12-Dec,0,0,0,0,0,0
2044,씨씨에스충북방송,66790,13-Dec,0,0,0,0,0,0
2045,씨씨에스충북방송,66790,14-Dec,0,0,0,0,0,1
2046,씨씨에스충북방송,66790,15-Dec,0,0,0,0,0,0
2047,씨씨에스충북방송,66790,16-Dec,0,0,0,0,0,1
2048,씨씨에스충북방송,66790,17-Dec,0,0,0,0,0,0
2049,씨씨에스충북방송,66790,18-Dec,0,0,0,0,0,0
2050,씨씨에스충북방송,66790,19-Dec,0,0,1,0,0,0
2051,씨아이테크,4920,11-Dec,0,0,0,0,0,0
2052,씨아이테크,4920,12-Dec,0,0,0,1,0,0
2053,씨아이테크,4920,13-Dec,0,0,0,1,0,0
2054,씨아이테크,4920,14-Dec,0,0,0,0,0,0
2055,씨아이테크,4920,15-Dec,0,0,0,1,0,1
2056,씨아이테크,4920,16-Dec,0,0,0,0,0,0
2057,씨아이테크,4920,17-Dec,0,0,0,1,0,1
2058,씨아이테크,4920,18-Dec,0,0,0,1,0,0
2059,씨아이테크,4920,19-Dec,0,0,0,0,0,1
2060,씨에스,65770,11-Dec,0,0,0,0,0,0
2061,씨에스,65770,12-Dec,0,1,0,0,0,1
2062,씨에스,65770,13-Dec,0,0,0,0,0,0
2063,씨에스,65770,14-Dec,0,0,0,1,0,0
2064,씨에스,65770,15-Dec,0,0,0,1,0,0
2065,씨에스,65770,16-Dec,0,0,0,0,0,0
2066,씨에스,65770,17-Dec,0,0,0,0,0,1
2067,씨에스,65770,18-Dec,0,0,0,0,0,0
2068,씨에스,65770,19-Dec,0,0,0,0,0,0
2069,씨에스에이코스믹,83660,11-Dec,0,0,0,0,0,1
2070,씨에스에이코스믹,83660,12-Dec,0,0,0,0,0,0
2071,씨에스에이코스믹,83660,13-Dec,0,0,0,0,0,1
2072,씨에스에이코스믹,83660,14-Dec,0,0,0,0,0,0
2073,씨에스에이코스믹,83660,15-Dec,0,0,0,0,0,0
2074,씨에스에이코스믹,83660,16-Dec,0,0,0,1,0,0
2075,씨에스에이코스믹,83660,17-Dec,0,0,0,0,0,0
2076,씨에스에이코스믹,83660,18-Dec,0,0,0,0,0,0
2077,씨에스에이코스믹,83660,19-Dec,0,0,0,0,0,0
2078,씨엔플러스,115530,11-Dec,0,0,0,0,0,1
2079,씨엔플러스,115530,12-Dec,0,0,0,0,0,0
2080,씨엔플러스,115530,13-Dec,0,0,0,0,0,0
2081,씨엔플러스,115530,14-Dec,0,1,0,0,0,1
2082,씨엔플러스,115530,15-Dec,0,0,0,0,0,0
2083,씨엔플러스,115530,16-Dec,0,0,0,0,0,0
2084,씨엔플러스,115530,17-Dec,0,0,0,0,0,0
2085,씨엔플러스,115530,18-Dec,0,0,0,0,0,1
2086,씨엔플러스,115530,19-Dec,0,0,0,0,0,0
2087,씨유메디칼시스템,115480,11-Dec,0,0,0,0,0,0
2088,씨유메디칼시스템,115480,12-Dec,0,0,0,0,0,0
2089,씨유메디칼시스템,115480,13-Dec,0,0,0,0,0,1
2090,씨유메디칼시스템,115480,14-Dec,0,0,0,0,0,0
2091,씨유메디칼시스템,115480,15-Dec,0,0,0,0,0,0
2092,씨유메디칼시스템,115480,16-Dec,0,0,0,1,0,1
2093,씨유메디칼시스템,115480,17-Dec,0,0,0,0,0,0
2094,씨유메디칼시스템,115480,18-Dec,0,0,0,0,0,1
2095,씨유메디칼시스템,115480,19-Dec,0,0,0,0,0,0
2096,씨티씨바이오,60590,11-Dec,0,0,0,0,0,1
2097,씨티씨바이오,60590,12-Dec,0,0,0,0,0,1
2098,씨티씨바이오,60590,13-Dec,0,0,0,0,0,1
2099,씨티씨바이오,60590,14-Dec,0,0,0,1,0,0
2100,씨티씨바이오,60590,15-Dec,0,0,0,0,0,1
2101,씨티씨바이오,60590,16-Dec,0,0,0,0,0,0
2102,씨티씨바이오,60590,17-Dec,0,0,1,0,0,0
2103,씨티씨바이오,60590,18-Dec,0,0,1,0,0,1
2104,씨티씨바이오,60590,19-Dec,0,0,0,0,0,0
2105,아가방앤컴퍼니,13990,11-Dec,0,0,0,0,0,1
2106,아가방앤컴퍼니,13990,12-Dec,0,0,0,0,0,0
2107,아가방앤컴퍼니,13990,13-Dec,0,1,1,0,0,0
2108,아가방앤컴퍼니,13990,14-Dec,0,0,1,0,0,1
2109,아가방앤컴퍼니,13990,15-Dec,0,1,0,0,0,1
2110,아가방앤컴퍼니,13990,16-Dec,0,0,0,0,0,0
2111,아가방앤컴퍼니,13990,17-Dec,0,0,0,0,0,0
2112,아가방앤컴퍼니,13990,18-Dec,0,0,0,0,0,0
2113,아가방앤컴퍼니,13990,19-Dec,0,0,0,0,0,0
2114,아나패스,123860,11-Dec,0,0,0,0,0,0
2115,아나패스,123860,12-Dec,0,1,0,0,0,0
2116,아나패스,123860,13-Dec,0,0,0,1,0,0
2117,아나패스,123860,14-Dec,0,1,0,0,0,0
2118,아나패스,123860,15-Dec,0,0,0,0,0,0
2119,아나패스,123860,16-Dec,0,1,0,0,0,0
2120,아나패스,123860,17-Dec,0,0,0,0,0,0
2121,아나패스,123860,18-Dec,0,0,0,0,0,0
2122,아나패스,123860,19-Dec,0,1,0,0,0,0
2123,아난티,25980,11-Dec,0,0,0,0,0,0
2124,아난티,25980,12-Dec,0,0,0,0,0,0
2125,아난티,25980,13-Dec,0,0,0,0,0,0
2126,아난티,25980,14-Dec,0,0,0,0,0,0
2127,아난티,25980,15-Dec,0,0,0,1,0,1
2128,아난티,25980,16-Dec,0,0,0,1,0,1
2129,아난티,25980,17-Dec,0,0,0,0,0,0
2130,아난티,25980,18-Dec,0,0,0,0,0,0
2131,아난티,25980,19-Dec,0,0,0,0,0,1
2132,아리온테크놀로지,58220,11-Dec,0,0,0,0,0,0
2133,아리온테크놀로지,58220,12-Dec,0,0,0,0,0,0
2134,아리온테크놀로지,58220,13-Dec,0,0,0,0,0,0
2135,아리온테크놀로지,58220,14-Dec,0,1,0,0,0,0
2136,아리온테크놀로지,58220,15-Dec,0,0,0,0,0,0
2137,아리온테크놀로지,58220,16-Dec,0,0,0,0,0,0
2138,아리온테크놀로지,58220,17-Dec,0,0,0,0,0,1
2139,아리온테크놀로지,58220,18-Dec,0,0,0,0,0,1
2140,아리온테크놀로지,58220,19-Dec,0,0,0,0,0,0
2141,아모텍,52710,11-Dec,0,0,0,0,0,1
2142,아모텍,52710,12-Dec,0,0,0,1,0,0
2143,아모텍,52710,13-Dec,0,0,0,0,0,0
2144,아모텍,52710,14-Dec,0,0,0,0,0,0
2145,아모텍,52710,15-Dec,0,0,0,0,0,0
2146,아모텍,52710,16-Dec,0,0,0,0,0,1
2147,아모텍,52710,17-Dec,0,0,0,0,0,0
2148,아모텍,52710,18-Dec,0,0,0,0,0,1
2149,아모텍,52710,19-Dec,0,0,0,0,0,0
2150,아미노로직스,74430,11-Dec,0,0,0,0,0,0
2151,아미노로직스,74430,12-Dec,0,0,0,1,0,0
2152,아미노로직스,74430,13-Dec,0,0,0,0,0,0
2153,아미노로직스,74430,14-Dec,0,0,0,0,0,0
2154,아미노로직스,74430,15-Dec,0,0,0,0,0,0
2155,아미노로직스,74430,16-Dec,0,0,0,0,0,0
2156,아미노로직스,74430,17-Dec,0,0,0,0,0,1
2157,아미노로직스,74430,18-Dec,0,0,0,0,0,0
2158,아미노로직스,74430,19-Dec,0,0,0,0,0,1
2159,아바코,83930,11-Dec,0,0,0,0,0,0
2160,아바코,83930,12-Dec,0,1,0,0,0,0
2161,아바코,83930,13-Dec,0,1,0,0,0,0
2162,아바코,83930,14-Dec,0,0,0,0,0,0
2163,아바코,83930,15-Dec,0,0,0,0,0,0
2164,아바코,83930,16-Dec,0,0,0,1,0,0
2165,아바코,83930,17-Dec,0,0,0,0,0,0
2166,아바코,83930,18-Dec,0,1,0,0,0,0
2167,아바코,83930,19-Dec,0,0,0,0,0,0
2168,아센디오,12170,11-Dec,0,0,0,0,0,0
2169,아센디오,12170,12-Dec,0,0,0,1,0,0
2170,아센디오,12170,13-Dec,0,0,0,0,0,0
2171,아센디오,12170,14-Dec,0,0,0,0,0,1
2172,아센디오,12170,15-Dec,0,0,0,0,0,0
2173,아센디오,12170,16-Dec,0,0,0,1,0,0
2174,아센디오,12170,17-Dec,0,0,0,1,0,0
2175,아센디오,12170,18-Dec,0,0,0,1,0,1
2176,아센디오,12170,19-Dec,0,0,0,0,0,0
2177,아스타,246720,17-Dec,0,0,0,0,0,0
2178,아스타,246720,18-Dec,0,0,0,0,0,1
2179,아스타,246720,19-Dec,0,0,0,0,0,0
2180,아스트,67390,14-Dec,0,0,0,0,0,0
2181,아스트,67390,15-Dec,0,0,0,0,0,0
2182,아스트,67390,16-Dec,0,0,0,0,0,0
2183,아스트,67390,17-Dec,0,0,0,0,0,0
2184,아스트,67390,18-Dec,0,0,0,0,0,0
2185,아스트,67390,19-Dec,0,0,0,0,0,1
2186,아우딘퓨쳐스,227610,17-Dec,0,0,0,0,0,0
2187,아우딘퓨쳐스,227610,18-Dec,0,0,0,1,0,0
2188,아우딘퓨쳐스,227610,19-Dec,0,0,0,0,0,0
2189,아이디스,143160,11-Dec,0,0,0,0,0,1
2190,아이디스,143160,12-Dec,0,0,0,0,0,0
2191,아이디스,143160,13-Dec,0,0,0,0,0,0
2192,아이디스,143160,14-Dec,0,0,0,0,0,1
2193,아이디스,143160,15-Dec,0,0,0,0,0,0
2194,아이디스,143160,16-Dec,0,0,0,0,0,1
2195,아이디스,143160,17-Dec,0,1,0,0,0,0
2196,아이디스,143160,18-Dec,0,0,0,0,0,0
2197,아이디스,143160,19-Dec,0,0,0,0,0,1
2198,아이씨디,40910,16-Dec,0,1,0,1,0,0
2199,아이씨디,40910,17-Dec,0,0,0,0,0,0
2200,아이씨디,40910,18-Dec,0,0,0,0,0,0
2201,아이씨디,40910,19-Dec,0,0,0,0,0,0
2202,아이앤씨테크놀로지,52860,11-Dec,0,0,0,0,0,0
2203,아이앤씨테크놀로지,52860,12-Dec,0,1,0,0,0,0
2204,아이앤씨테크놀로지,52860,13-Dec,0,1,0,1,0,1
2205,아이앤씨테크놀로지,52860,14-Dec,0,0,0,0,0,0
2206,아이앤씨테크놀로지,52860,15-Dec,0,0,0,0,0,0
2207,아이앤씨테크놀로지,52860,16-Dec,0,0,0,0,0,1
2208,아이앤씨테크놀로지,52860,17-Dec,0,0,0,0,0,0
2209,아이앤씨테크놀로지,52860,18-Dec,0,0,0,0,0,0
2210,아이앤씨테크놀로지,52860,19-Dec,0,0,0,0,0,1
2211,아이에스이커머스,69920,11-Dec,0,0,0,0,0,0
2212,아이에스이커머스,69920,12-Dec,0,0,0,0,0,1
2213,아이에스이커머스,69920,13-Dec,0,0,0,0,0,0
2214,아이에스이커머스,69920,14-Dec,0,0,0,0,0,0
2215,아이에스이커머스,69920,15-Dec,0,0,0,0,0,1
2216,아이에스이커머스,69920,16-Dec,0,0,0,0,0,0
2217,아이에스이커머스,69920,17-Dec,0,0,0,0,0,0
2218,아이에스이커머스,69920,18-Dec,0,0,0,0,0,0
2219,아이에스이커머스,69920,19-Dec,0,0,0,0,0,0
2220,아이에이,38880,11-Dec,0,0,0,0,0,1
2221,아이에이,38880,12-Dec,0,0,0,0,0,0
2222,아이에이,38880,13-Dec,0,0,0,0,0,0
2223,아이에이,38880,14-Dec,0,0,0,0,0,0
