0,회사명,거래소코드,회계년도,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부
4637,키다리스튜디오,20120,11-Dec,0,0,0,0,0,0
4638,키다리스튜디오,20120,12-Dec,0,0,0,1,0,0
4639,키다리스튜디오,20120,13-Dec,0,0,0,0,0,0
4640,키다리스튜디오,20120,14-Dec,0,0,0,0,0,0
4641,키다리스튜디오,20120,15-Dec,0,0,0,0,0,0
4642,키다리스튜디오,20120,16-Dec,0,1,0,0,0,0
4643,키다리스튜디오,20120,17-Dec,0,1,0,0,0,0
4644,키다리스튜디오,20120,18-Dec,0,0,0,1,0,0
4645,키다리스튜디오,20120,19-Dec,0,0,0,0,0,0
4646,키이스트,54780,11-Dec,0,0,0,0,0,0
4647,키이스트,54780,12-Dec,0,0,0,0,0,0
4648,키이스트,54780,13-Dec,0,0,0,0,0,0
4649,키이스트,54780,14-Dec,0,0,0,0,0,1
4650,키이스트,54780,15-Dec,0,0,0,0,0,0
4651,키이스트,54780,16-Dec,0,0,0,0,0,1
4652,키이스트,54780,17-Dec,0,0,0,0,0,1
4653,키이스트,54780,18-Dec,0,0,0,0,0,1
4654,키이스트,54780,19-Dec,0,0,0,0,0,0
4655,탑코미디어,134580,13-Dec,0,0,0,0,0,0
4656,탑코미디어,134580,14-Dec,0,0,0,0,0,0
4657,탑코미디어,134580,15-Dec,0,1,0,0,0,1
4658,탑코미디어,134580,16-Dec,0,0,0,0,0,0
4659,탑코미디어,134580,17-Dec,0,1,0,0,0,0
4660,탑코미디어,134580,18-Dec,0,0,0,0,0,1
4661,탑코미디어,134580,19-Dec,0,0,0,0,0,0
4662,태양,53620,11-Dec,0,0,0,0,0,0
4663,태양,53620,12-Dec,0,1,0,0,0,1
4664,태양,53620,13-Dec,0,0,0,0,0,0
4665,태양,53620,14-Dec,0,0,0,0,0,1
4666,태양,53620,15-Dec,0,1,0,0,0,0
4667,태양,53620,16-Dec,0,0,0,0,0,0
4668,태양,53620,17-Dec,0,0,0,0,0,1
4669,태양,53620,18-Dec,0,0,0,0,0,0
4670,태양,53620,19-Dec,0,0,0,0,0,0
4671,태영건설,9410,11-Dec,0,0,0,0,0,1
4672,태영건설,9410,12-Dec,0,0,0,0,0,0
4673,태영건설,9410,13-Dec,0,0,0,0,0,0
4674,태영건설,9410,14-Dec,0,1,0,0,0,1
4675,태영건설,9410,15-Dec,0,0,0,0,0,0
4676,태영건설,9410,16-Dec,0,0,0,0,0,0
4677,태영건설,9410,17-Dec,0,0,0,0,0,0
4678,태영건설,9410,18-Dec,0,0,0,0,0,0
4679,태영건설,9410,19-Dec,0,0,0,0,0,1
4680,태웅,44490,11-Dec,0,0,0,0,0,0
4681,태웅,44490,12-Dec,0,0,0,0,0,0
4682,태웅,44490,13-Dec,0,0,0,0,0,0
4683,태웅,44490,14-Dec,0,0,0,0,0,0
4684,태웅,44490,15-Dec,0,0,0,0,0,0
4685,태웅,44490,16-Dec,0,0,0,1,0,0
4686,태웅,44490,17-Dec,0,0,0,0,0,0
4687,태웅,44490,18-Dec,0,0,0,0,0,0
4688,태웅,44490,19-Dec,0,0,0,0,0,0
4689,테라젠이텍스,66700,11-Dec,0,0,0,0,0,0
4690,테라젠이텍스,66700,12-Dec,0,0,0,0,0,0
4691,테라젠이텍스,66700,13-Dec,0,0,0,0,0,1
4692,테라젠이텍스,66700,14-Dec,0,0,0,0,0,0
4693,테라젠이텍스,66700,15-Dec,0,0,0,0,0,0
4694,테라젠이텍스,66700,16-Dec,0,0,0,0,0,1
4695,테라젠이텍스,66700,17-Dec,0,0,0,0,0,0
4696,테라젠이텍스,66700,18-Dec,0,0,0,0,0,0
4697,테라젠이텍스,66700,19-Dec,0,0,0,0,0,1
4698,텔레칩스,54450,11-Dec,0,0,0,0,0,0
4699,텔레칩스,54450,12-Dec,0,0,0,0,0,0
4700,텔레칩스,54450,13-Dec,0,1,0,0,0,0
4701,텔레칩스,54450,14-Dec,0,1,0,0,0,0
4702,텔레칩스,54450,15-Dec,0,0,0,0,0,0
4703,텔레칩스,54450,16-Dec,0,0,0,0,0,0
4704,텔레칩스,54450,17-Dec,0,0,0,0,0,0
4705,텔레칩스,54450,18-Dec,0,1,0,0,0,1
4706,텔레칩스,54450,19-Dec,0,0,0,0,0,1
4707,텔레필드,91440,11-Dec,0,0,0,0,0,0
4708,텔레필드,91440,12-Dec,0,0,0,0,0,0
4709,텔레필드,91440,13-Dec,0,0,0,0,0,0
4710,텔레필드,91440,14-Dec,0,0,0,0,0,0
4711,텔레필드,91440,15-Dec,0,0,0,0,0,0
4712,텔레필드,91440,16-Dec,0,0,0,0,0,0
4713,텔레필드,91440,17-Dec,0,0,0,0,0,1
4714,텔레필드,91440,18-Dec,0,0,1,0,0,0
4715,텔레필드,91440,19-Dec,0,0,1,0,0,0
4716,텔콘알에프제약,200230,14-Dec,0,1,0,0,0,1
4717,텔콘알에프제약,200230,15-Dec,0,0,0,0,0,0
4718,텔콘알에프제약,200230,16-Dec,0,0,0,0,0,1
4719,텔콘알에프제약,200230,17-Dec,0,0,0,0,0,1
4720,텔콘알에프제약,200230,18-Dec,0,0,0,1,0,0
4721,텔콘알에프제약,200230,19-Dec,0,0,0,0,0,0
4722,토니모리,214420,15-Dec,0,1,0,0,0,0
4723,토니모리,214420,16-Dec,0,0,0,0,0,0
4724,토니모리,214420,17-Dec,0,0,0,0,0,1
4725,토니모리,214420,18-Dec,0,1,0,0,0,0
4726,토니모리,214420,19-Dec,0,0,0,0,0,0
4727,토탈소프트뱅크,45340,11-Dec,0,0,0,0,0,0
4728,토탈소프트뱅크,45340,12-Dec,0,0,0,0,0,0
4729,토탈소프트뱅크,45340,13-Dec,0,0,0,0,0,0
4730,토탈소프트뱅크,45340,14-Dec,0,0,0,0,0,0
4731,토탈소프트뱅크,45340,15-Dec,0,0,0,0,0,0
4732,토탈소프트뱅크,45340,16-Dec,0,0,0,0,0,0
4733,토탈소프트뱅크,45340,17-Dec,0,0,0,0,0,0
4734,토탈소프트뱅크,45340,18-Dec,0,0,0,0,0,0
4735,토탈소프트뱅크,45340,19-Dec,0,0,0,0,0,0
4736,톱텍,108230,11-Dec,0,0,0,0,0,0
4737,톱텍,108230,12-Dec,0,1,0,0,0,0
4738,톱텍,108230,13-Dec,0,0,1,0,0,0
4739,톱텍,108230,14-Dec,0,0,1,0,0,0
4740,톱텍,108230,15-Dec,0,1,0,0,0,1
4741,톱텍,108230,16-Dec,0,0,0,1,0,0
4742,톱텍,108230,17-Dec,0,0,0,0,0,0
4743,톱텍,108230,18-Dec,0,1,0,0,0,1
4744,톱텍,108230,19-Dec,0,0,0,0,0,1
4745,투비소프트,79970,11-Dec,0,0,0,0,0,0
4746,투비소프트,79970,12-Dec,0,0,0,0,0,0
4747,투비소프트,79970,13-Dec,0,0,0,0,0,1
4748,투비소프트,79970,14-Dec,0,0,0,0,0,0
4749,투비소프트,79970,15-Dec,0,1,0,0,0,0
4750,투비소프트,79970,16-Dec,0,1,0,0,0,1
4751,투비소프트,79970,17-Dec,0,0,0,0,0,0
4752,투비소프트,79970,18-Dec,0,1,0,0,0,1
4753,투비소프트,79970,19-Dec,0,0,0,0,0,0
4754,트루윈,105550,14-Dec,0,0,0,0,0,0
4755,트루윈,105550,15-Dec,0,1,0,0,0,0
4756,트루윈,105550,16-Dec,0,1,0,0,0,0
4757,트루윈,105550,17-Dec,0,0,0,0,0,0
4758,트루윈,105550,18-Dec,0,0,0,0,0,0
4759,트루윈,105550,19-Dec,0,0,0,0,0,0
4760,특수건설,26150,11-Dec,0,0,0,0,0,0
4761,특수건설,26150,12-Dec,0,0,0,0,0,0
4762,특수건설,26150,13-Dec,0,1,0,0,0,0
4763,특수건설,26150,14-Dec,0,1,0,0,0,0
4764,특수건설,26150,15-Dec,0,0,0,0,0,0
4765,특수건설,26150,16-Dec,0,0,0,0,0,0
4766,특수건설,26150,17-Dec,0,0,0,0,0,0
4767,특수건설,26150,18-Dec,0,0,0,0,0,0
4768,특수건설,26150,19-Dec,0,0,0,0,0,0
4769,티로보틱스,117730,18-Dec,0,0,0,0,0,0
4770,티로보틱스,117730,19-Dec,0,0,0,0,0,1
4771,티비에이치글로벌,84870,11-Dec,0,0,0,0,0,1
4772,티비에이치글로벌,84870,12-Dec,0,1,0,0,0,0
4773,티비에이치글로벌,84870,13-Dec,0,0,0,0,0,0
4774,티비에이치글로벌,84870,14-Dec,0,0,0,1,0,1
4775,티비에이치글로벌,84870,15-Dec,0,1,0,0,0,0
4776,티비에이치글로벌,84870,16-Dec,0,0,0,0,0,0
4777,티비에이치글로벌,84870,17-Dec,0,0,0,0,0,1
4778,티비에이치글로벌,84870,18-Dec,0,0,0,0,0,0
4779,티비에이치글로벌,84870,19-Dec,0,0,0,0,0,0
4780,티사이언티픽,57680,11-Dec,0,0,0,0,0,0
4781,티사이언티픽,57680,12-Dec,0,0,0,0,0,0
4782,티사이언티픽,57680,13-Dec,0,0,0,0,0,0
4783,티사이언티픽,57680,14-Dec,0,0,0,0,0,0
4784,티사이언티픽,57680,15-Dec,0,0,0,1,0,0
4785,티사이언티픽,57680,16-Dec,0,0,0,0,0,1
4786,티사이언티픽,57680,17-Dec,0,0,0,0,0,0
4787,티사이언티픽,57680,18-Dec,0,0,0,0,0,0
4788,티사이언티픽,57680,19-Dec,0,0,0,0,0,0
4789,티앤알바이오팹,246710,18-Dec,0,0,0,0,0,0
4790,티앤알바이오팹,246710,19-Dec,0,0,0,0,0,0
4791,티에스넥스젠,43220,11-Dec,0,0,0,0,0,0
4792,티에스넥스젠,43220,12-Dec,0,0,0,0,0,0
4793,티에스넥스젠,43220,13-Dec,0,0,0,0,0,0
4794,티에스넥스젠,43220,14-Dec,0,0,0,0,0,0
4795,티에스넥스젠,43220,15-Dec,0,0,0,1,0,0
4796,티에스넥스젠,43220,16-Dec,0,0,0,0,0,0
4797,티에스넥스젠,43220,17-Dec,0,0,0,1,0,0
4798,티에스넥스젠,43220,18-Dec,0,0,0,0,0,0
4799,티에스넥스젠,43220,19-Dec,0,0,0,0,0,0
4800,티에스이,131290,11-Dec,0,0,0,0,0,1
4801,티에스이,131290,12-Dec,0,0,0,0,0,0
4802,티에스이,131290,13-Dec,0,1,0,0,0,0
4803,티에스이,131290,14-Dec,0,0,0,0,0,1
4804,티에스이,131290,15-Dec,0,0,0,0,0,0
4805,티에스이,131290,16-Dec,0,0,0,0,0,0
4806,티에스이,131290,17-Dec,0,0,0,0,0,0
4807,티에스이,131290,18-Dec,0,0,0,0,0,1
4808,티에스이,131290,19-Dec,0,0,0,0,0,0
4809,티에이치엔,19180,11-Dec,0,0,0,0,0,1
4810,티에이치엔,19180,12-Dec,0,0,0,0,0,0
4811,티에이치엔,19180,13-Dec,0,1,1,0,0,1
4812,티에이치엔,19180,14-Dec,0,0,1,0,0,0
4813,티에이치엔,19180,15-Dec,0,1,0,0,0,0
4814,티에이치엔,19180,16-Dec,0,0,0,0,0,0
4815,티에이치엔,19180,17-Dec,0,0,0,0,0,0
4816,티에이치엔,19180,18-Dec,0,0,0,0,0,1
4817,티에이치엔,19180,19-Dec,0,0,0,0,0,0
4818,티엘아이,62860,11-Dec,0,0,1,0,0,1
4819,티엘아이,62860,12-Dec,0,1,1,0,0,0
4820,티엘아이,62860,13-Dec,0,0,0,1,0,0
4821,티엘아이,62860,14-Dec,0,0,0,0,0,1
4822,티엘아이,62860,15-Dec,0,0,0,0,0,0
4823,티엘아이,62860,16-Dec,0,0,0,0,0,0
4824,티엘아이,62860,17-Dec,0,0,0,0,0,0
4825,티엘아이,62860,18-Dec,0,0,0,0,0,0
4826,티엘아이,62860,19-Dec,0,1,0,0,0,0
4827,티웨이항공,91810,18-Dec,0,0,0,0,0,0
4828,티웨이항공,91810,19-Dec,0,0,1,0,0,1
4829,티웨이홀딩스,4870,11-Dec,0,0,0,0,0,0
4830,티웨이홀딩스,4870,12-Dec,0,0,0,0,0,0
4831,티웨이홀딩스,4870,13-Dec,0,0,0,0,0,0
4832,티웨이홀딩스,4870,14-Dec,0,0,0,1,0,1
4833,티웨이홀딩스,4870,15-Dec,0,0,0,0,0,1
4834,티웨이홀딩스,4870,16-Dec,0,0,0,1,0,1
4835,티웨이홀딩스,4870,17-Dec,0,0,0,1,0,0
4836,티웨이홀딩스,4870,18-Dec,0,0,0,1,0,1
4837,티웨이홀딩스,4870,19-Dec,0,0,1,0,0,1
4838,티케이케미칼,104480,11-Dec,0,0,0,0,0,0
4839,티케이케미칼,104480,12-Dec,0,0,0,0,0,0
4840,티케이케미칼,104480,13-Dec,0,0,0,0,0,0
4841,티케이케미칼,104480,14-Dec,0,0,0,0,0,0
4842,티케이케미칼,104480,15-Dec,0,0,0,0,0,0
4843,티케이케미칼,104480,16-Dec,0,0,0,0,0,0
4844,티케이케미칼,104480,17-Dec,0,0,0,0,0,0
4845,티케이케미칼,104480,18-Dec,0,0,0,0,0,0
4846,티케이케미칼,104480,19-Dec,0,0,0,0,0,0
4847,티피씨,130740,11-Dec,0,0,0,0,0,0
4848,티피씨,130740,12-Dec,0,0,0,0,0,0
4849,티피씨,130740,13-Dec,0,1,0,0,0,0
4850,티피씨,130740,14-Dec,0,1,0,0,0,0
4851,티피씨,130740,15-Dec,0,0,0,0,0,0
4852,티피씨,130740,16-Dec,0,0,0,0,0,0
4853,티피씨,130740,17-Dec,0,0,0,0,0,1
4854,티피씨,130740,18-Dec,0,1,0,0,0,0
4855,티피씨,130740,19-Dec,0,0,0,0,0,0
4856,티피씨메카트로닉스,48770,14-Dec,0,0,0,0,0,0
4857,티피씨메카트로닉스,48770,15-Dec,0,0,0,0,0,0
4858,티피씨메카트로닉스,48770,16-Dec,0,0,0,0,0,0
4859,티피씨메카트로닉스,48770,17-Dec,0,1,0,0,0,1
4860,티피씨메카트로닉스,48770,18-Dec,0,0,0,0,0,0
4861,티피씨메카트로닉스,48770,19-Dec,0,0,0,0,0,1
4862,파나진,46210,11-Dec,0,0,0,0,0,0
4863,파나진,46210,12-Dec,0,0,0,0,0,0
4864,파나진,46210,13-Dec,0,0,0,0,0,0
4865,파나진,46210,14-Dec,0,0,0,0,0,0
4866,파나진,46210,15-Dec,0,0,0,0,0,0
4867,파나진,46210,16-Dec,0,0,0,1,0,0
4868,파나진,46210,17-Dec,0,0,0,0,0,0
4869,파나진,46210,18-Dec,0,0,0,0,0,0
4870,파나진,46210,19-Dec,0,0,0,0,0,0
4871,파라다이스,34230,11-Dec,0,0,0,0,0,0
4872,파라다이스,34230,12-Dec,0,1,0,0,0,0
4873,파라다이스,34230,13-Dec,0,0,0,0,0,0
4874,파라다이스,34230,14-Dec,0,0,0,0,0,1
4875,파라다이스,34230,15-Dec,0,0,0,0,0,1
4876,파라다이스,34230,16-Dec,0,1,0,0,0,1
4877,파라다이스,34230,17-Dec,0,1,0,0,0,0
4878,파라다이스,34230,18-Dec,0,1,0,0,0,0
4879,파라다이스,34230,19-Dec,0,0,1,0,0,0
4880,파라텍,33540,11-Dec,0,0,0,0,0,0
4881,파라텍,33540,12-Dec,0,0,0,0,0,1
4882,파라텍,33540,13-Dec,0,1,0,0,0,0
4883,파라텍,33540,14-Dec,0,0,0,0,0,0
4884,파라텍,33540,15-Dec,0,0,0,0,0,0
4885,파라텍,33540,16-Dec,0,0,0,0,0,0
4886,파라텍,33540,17-Dec,0,0,0,0,0,0
4887,파라텍,33540,18-Dec,0,0,0,0,0,0
4888,파라텍,33540,19-Dec,0,0,0,0,0,0
4889,파루,43200,11-Dec,0,0,0,0,0,0
4890,파루,43200,12-Dec,0,0,0,0,0,1
4891,파루,43200,13-Dec,0,0,0,1,0,1
4892,파루,43200,14-Dec,0,0,0,0,0,0
4893,파루,43200,15-Dec,0,0,0,0,0,0
4894,파루,43200,16-Dec,0,0,0,1,0,1
4895,파루,43200,17-Dec,0,0,0,0,0,0
4896,파루,43200,18-Dec,0,0,0,0,0,1
4897,파루,43200,19-Dec,0,0,0,0,0,0
4898,파멥신,208340,18-Dec,0,0,0,0,0,0
4899,파멥신,208340,19-Dec,0,0,1,0,0,1
4900,파버나인,177830,14-Dec,0,0,0,0,0,0
4901,파버나인,177830,15-Dec,0,0,0,0,0,0
4902,파버나인,177830,16-Dec,0,0,0,0,0,1
4903,파버나인,177830,17-Dec,0,0,0,0,0,0
4904,파버나인,177830,18-Dec,0,0,0,0,0,0
4905,파버나인,177830,19-Dec,0,0,0,0,0,1
4906,파수,150900,13-Dec,0,0,0,0,0,1
4907,파수,150900,14-Dec,0,0,0,0,0,0
4908,파수,150900,15-Dec,0,1,0,0,0,1
4909,파수,150900,16-Dec,0,0,0,0,0,1
4910,파수,150900,17-Dec,0,1,0,0,0,0
4911,파수,150900,18-Dec,0,0,0,0,0,0
4912,파수,150900,19-Dec,0,0,0,0,0,0
4913,파워로직스,47310,11-Dec,0,0,0,0,0,0
4914,파워로직스,47310,12-Dec,0,0,0,1,0,1
4915,파워로직스,47310,13-Dec,0,0,0,0,0,0
4916,파워로직스,47310,14-Dec,0,0,0,0,0,0
4917,파워로직스,47310,15-Dec,0,0,0,0,0,1
4918,파워로직스,47310,16-Dec,0,0,0,0,0,0
4919,파워로직스,47310,17-Dec,0,0,0,0,0,0
4920,파워로직스,47310,18-Dec,0,0,0,0,0,1
4921,파워로직스,47310,19-Dec,0,0,0,0,0,0
4922,파이오링크,170790,13-Dec,0,0,0,0,0,0
4923,파이오링크,170790,14-Dec,0,0,0,0,0,1
4924,파이오링크,170790,15-Dec,0,1,0,1,0,1
4925,파이오링크,170790,16-Dec,0,1,0,0,0,0
4926,파이오링크,170790,17-Dec,0,0,0,0,0,0
4927,파이오링크,170790,18-Dec,0,0,0,1,0,0
4928,파이오링크,170790,19-Dec,0,0,0,0,0,0
4929,파인디앤씨,49120,11-Dec,0,0,0,0,0,0
4930,파인디앤씨,49120,12-Dec,0,1,0,0,0,1
4931,파인디앤씨,49120,13-Dec,0,0,0,0,0,0
4932,파인디앤씨,49120,14-Dec,0,1,0,1,0,0
4933,파인디앤씨,49120,15-Dec,0,0,0,0,0,1
4934,파인디앤씨,49120,16-Dec,0,0,0,0,0,1
4935,파인디앤씨,49120,17-Dec,0,1,0,1,0,0
4936,파인디앤씨,49120,18-Dec,0,0,0,0,0,0
4937,파인디앤씨,49120,19-Dec,0,0,0,0,0,1
4938,파인디지털,38950,11-Dec,0,0,0,0,0,0
4939,파인디지털,38950,12-Dec,0,1,0,0,0,1
4940,파인디지털,38950,13-Dec,0,0,0,0,0,0
4941,파인디지털,38950,14-Dec,0,0,0,0,0,1
4942,파인디지털,38950,15-Dec,0,0,0,0,0,0
4943,파인디지털,38950,16-Dec,0,0,0,0,0,0
4944,파인디지털,38950,17-Dec,0,1,0,0,0,0
4945,파인디지털,38950,18-Dec,0,0,0,0,0,1
4946,파인디지털,38950,19-Dec,0,0,0,0,0,0
4947,파인테크닉스,106240,11-Dec,0,0,0,0,0,0
4948,파인테크닉스,106240,12-Dec,0,0,0,0,0,1
4949,파인테크닉스,106240,13-Dec,0,0,0,0,0,0
4950,파인테크닉스,106240,14-Dec,0,1,0,0,0,0
4951,파인테크닉스,106240,15-Dec,0,0,0,0,0,1
4952,파인테크닉스,106240,16-Dec,0,0,0,0,0,0
4953,파인테크닉스,106240,17-Dec,0,0,0,0,0,0
4954,파인테크닉스,106240,18-Dec,0,1,0,0,0,0
4955,파인테크닉스,106240,19-Dec,0,0,0,0,0,0
4956,파인텍,131760,15-Dec,0,0,0,0,0,0
4957,파인텍,131760,16-Dec,0,0,0,0,0,1
4958,파인텍,131760,17-Dec,0,0,0,1,0,0
4959,파인텍,131760,18-Dec,0,0,0,0,0,0
4960,파인텍,131760,19-Dec,0,0,0,0,0,0
4961,파커스,65690,11-Dec,0,0,0,0,0,0
4962,파커스,65690,12-Dec,0,1,0,0,0,0
4963,파커스,65690,13-Dec,0,0,0,0,0,0
4964,파커스,65690,14-Dec,0,0,0,0,0,0
4965,파커스,65690,15-Dec,0,0,0,0,0,0
4966,파커스,65690,16-Dec,0,0,0,0,0,0
4967,파커스,65690,17-Dec,0,0,0,0,0,1
4968,파커스,65690,18-Dec,0,0,0,0,0,1
4969,파커스,65690,19-Dec,0,0,1,0,0,0
4970,판타지오,32800,11-Dec,0,0,0,0,0,0
4971,판타지오,32800,12-Dec,0,0,0,0,0,0
4972,판타지오,32800,13-Dec,0,0,0,0,0,0
4973,판타지오,32800,14-Dec,0,0,0,0,0,0
4974,판타지오,32800,15-Dec,0,0,0,0,0,1
4975,판타지오,32800,16-Dec,0,0,0,0,0,1
4976,판타지오,32800,17-Dec,0,0,0,0,0,1
4977,판타지오,32800,18-Dec,0,0,0,0,0,0
4978,판타지오,32800,19-Dec,0,0,0,0,0,0
4979,팜스코,36580,11-Dec,0,0,0,0,0,1
4980,팜스코,36580,12-Dec,0,0,0,1,0,0
4981,팜스코,36580,13-Dec,0,0,0,0,0,1
4982,팜스코,36580,14-Dec,0,1,0,0,0,0
4983,팜스코,36580,15-Dec,0,0,0,0,0,1
4984,팜스코,36580,16-Dec,0,0,0,0,0,0
4985,팜스코,36580,17-Dec,0,0,0,0,0,0
4986,팜스코,36580,18-Dec,0,0,0,0,0,1
4987,팜스코,36580,19-Dec,0,1,0,0,0,0
4988,팜스토리,27710,11-Dec,0,0,0,0,0,0
4989,팜스토리,27710,12-Dec,0,0,0,1,0,1
4990,팜스토리,27710,13-Dec,0,0,0,0,0,0
4991,팜스토리,27710,14-Dec,0,0,0,0,0,1
4992,팜스토리,27710,15-Dec,0,0,0,0,0,0
4993,팜스토리,27710,16-Dec,0,1,0,0,0,0
4994,팜스토리,27710,17-Dec,0,0,0,0,0,0
4995,팜스토리,27710,18-Dec,0,0,0,0,0,0
4996,팜스토리,27710,19-Dec,0,0,0,0,0,0
4997,팬스타엔터프라이즈,54300,11-Dec,0,0,0,0,0,0
4998,팬스타엔터프라이즈,54300,12-Dec,0,0,0,0,0,0
4999,팬스타엔터프라이즈,54300,13-Dec,0,0,0,0,0,0
5000,팬스타엔터프라이즈,54300,14-Dec,0,0,0,0,0,0
5001,팬스타엔터프라이즈,54300,15-Dec,0,0,0,0,0,0
5002,팬스타엔터프라이즈,54300,16-Dec,0,0,0,1,0,0
5003,팬스타엔터프라이즈,54300,17-Dec,0,0,0,0,0,0
5004,팬스타엔터프라이즈,54300,18-Dec,0,0,0,0,0,0
5005,팬스타엔터프라이즈,54300,19-Dec,0,0,0,0,0,0
5006,팬엔터테인먼트,68050,11-Dec,0,0,0,0,0,0
5007,팬엔터테인먼트,68050,12-Dec,0,0,0,0,0,1
5008,팬엔터테인먼트,68050,13-Dec,0,0,0,0,0,0
5009,팬엔터테인먼트,68050,14-Dec,0,0,0,0,0,0
5010,팬엔터테인먼트,68050,15-Dec,0,0,0,0,0,1
5011,팬엔터테인먼트,68050,16-Dec,0,0,0,0,0,0
5012,팬엔터테인먼트,68050,17-Dec,0,0,0,1,0,0
5013,팬엔터테인먼트,68050,18-Dec,0,0,0,0,0,1
5014,팬엔터테인먼트,68050,19-Dec,0,0,0,0,0,1
5015,팬젠,222110,16-Dec,0,0,0,0,0,0
5016,팬젠,222110,17-Dec,0,0,0,0,0,0
5017,팬젠,222110,18-Dec,0,0,0,1,0,0
5018,팬젠,222110,19-Dec,0,0,0,0,0,0
5019,펩트론,87010,15-Dec,0,0,0,0,0,0
5020,펩트론,87010,16-Dec,0,0,0,1,0,0
5021,펩트론,87010,17-Dec,0,0,0,0,0,0
5022,펩트론,87010,18-Dec,0,0,0,0,0,0
5023,펩트론,87010,19-Dec,0,0,0,0,0,0
5024,포스코엠텍,9520,11-Dec,0,0,0,0,0,0
5025,포스코엠텍,9520,12-Dec,0,0,0,0,0,0
5026,포스코엠텍,9520,13-Dec,0,0,0,0,0,0
5027,포스코엠텍,9520,14-Dec,0,1,0,0,0,0
5028,포스코엠텍,9520,15-Dec,0,1,0,0,0,0
5029,포스코엠텍,9520,16-Dec,0,0,0,0,0,0
5030,포스코엠텍,9520,17-Dec,0,1,0,0,0,0
5031,포스코엠텍,9520,18-Dec,0,0,0,0,0,0
5032,포스코엠텍,9520,19-Dec,0,0,0,0,0,0
5033,폴라리스오피스,41020,11-Dec,0,0,0,0,0,0
5034,폴라리스오피스,41020,12-Dec,0,0,0,0,0,0
5035,폴라리스오피스,41020,13-Dec,0,0,0,0,0,0
5036,폴라리스오피스,41020,14-Dec,0,0,0,0,0,0
5037,폴라리스오피스,41020,15-Dec,0,0,0,0,0,0
5038,폴라리스오피스,41020,16-Dec,0,0,0,0,0,1
5039,폴라리스오피스,41020,17-Dec,0,0,0,1,0,0
5040,폴라리스오피스,41020,18-Dec,0,0,0,0,0,0
5041,폴라리스오피스,41020,19-Dec,0,0,0,0,0,0
5042,폴라리스우노,114630,11-Dec,0,0,0,0,0,0
5043,폴라리스우노,114630,12-Dec,0,0,0,0,0,0
5044,폴라리스우노,114630,13-Dec,0,1,0,0,0,0
5045,폴라리스우노,114630,14-Dec,0,1,0,0,0,0
5046,폴라리스우노,114630,15-Dec,0,0,0,0,0,0
5047,폴라리스우노,114630,16-Dec,0,0,0,0,0,1
5048,폴라리스우노,114630,17-Dec,0,0,0,0,0,1
5049,폴라리스우노,114630,18-Dec,0,0,0,0,0,0
5050,폴라리스우노,114630,19-Dec,0,1,0,0,0,0
5051,푸른기술,94940,11-Dec,0,0,0,0,0,0
5052,푸른기술,94940,12-Dec,0,0,0,0,0,0
5053,푸른기술,94940,13-Dec,0,0,0,0,0,1
5054,푸른기술,94940,14-Dec,0,0,0,0,0,0
5055,푸른기술,94940,15-Dec,0,1,0,0,0,0
5056,푸른기술,94940,16-Dec,0,0,0,0,0,0
5057,푸른기술,94940,17-Dec,0,0,0,0,0,0
5058,푸른기술,94940,18-Dec,0,0,0,0,0,0
5059,푸른기술,94940,19-Dec,0,0,0,0,0,1
5060,퓨쳐켐,220100,16-Dec,0,0,0,0,0,0
5061,퓨쳐켐,220100,17-Dec,0,0,0,0,0,0
5062,퓨쳐켐,220100,18-Dec,0,0,0,0,0,1
5063,퓨쳐켐,220100,19-Dec,0,0,0,0,0,0
5064,프리엠스,53160,11-Dec,0,0,0,0,0,0
5065,프리엠스,53160,12-Dec,0,0,0,0,0,1
5066,프리엠스,53160,13-Dec,0,0,0,0,0,0
5067,프리엠스,53160,14-Dec,0,0,0,0,0,0
5068,프리엠스,53160,15-Dec,0,0,0,0,0,0
5069,프리엠스,53160,16-Dec,0,0,0,0,0,1
5070,프리엠스,53160,17-Dec,0,0,0,0,0,0
5071,프리엠스,53160,18-Dec,0,0,0,0,0,0
5072,프리엠스,53160,19-Dec,0,1,0,0,0,0
5073,플래스크,41590,11-Dec,0,0,0,0,0,0
5074,플래스크,41590,12-Dec,0,0,0,0,0,0
5075,플래스크,41590,13-Dec,0,0,0,1,0,0
5076,플래스크,41590,14-Dec,0,0,0,1,0,0
5077,플래스크,41590,15-Dec,0,0,0,0,0,0
5078,플래스크,41590,16-Dec,0,0,0,0,0,0
5079,플래스크,41590,17-Dec,0,0,0,0,0,1
5080,플래스크,41590,18-Dec,0,0,0,1,0,0
5081,플래스크,41590,19-Dec,0,0,0,0,0,0
5082,플레이그램,9810,11-Dec,0,0,0,0,0,0
5083,플레이그램,9810,12-Dec,0,0,0,0,0,0
5084,플레이그램,9810,13-Dec,0,0,0,0,0,0
5085,플레이그램,9810,14-Dec,0,0,0,0,0,1
5086,플레이그램,9810,15-Dec,0,0,0,0,0,0
5087,플레이그램,9810,16-Dec,0,0,0,0,0,0
5088,플레이그램,9810,17-Dec,0,0,0,0,0,0
5089,플레이그램,9810,18-Dec,0,0,0,0,0,0
5090,플레이그램,9810,19-Dec,0,0,0,0,0,1
